Assamese,Odiya
প্ৰত্যক্ষ সংযোজন,ସିଧାସଳଖ ଯୋଡି |
"1. প্ৰত্যক্ষ মেমৰি অভিগম, 2. প্ৰত্যক্ষ মেমৰি অভিগম (DMA)","1. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍, 2. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)"
প্ৰত্যক্ষ মেমৰি অভিগম (DMA),ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)
প্ৰত্যক্ষ পদ্ধতি,ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |
দিশ নিৰ্দেশনা,ଦିଗଗୁଡିକ
ডাইৰেকটৰী,ଡିରେକ୍ଟୋରୀ
"1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ","1. ଡିରେକ୍ଟୋରୀ ସର୍ଭର, 2. ଡିରେକ୍ଟୋରୀ ସର୍ଭର |"
ডাইৰেকটৰি সেৱা,ଡିରେକ୍ଟୋରୀ ସେବା
অক্ষম,ଅସମର୍ଥ |
সংকেত নিষ্ক্ৰিয় কৰা,ସଙ୍କେତ ଅକ୍ଷମ କରିବା |
"১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা","1. ବିଚ୍ଛିନ୍ନତା, 2. ବିଚ୍ଛିନ୍ନତା"
"১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন","1. ବିଚ୍ଛିନ୍ନ, 2. ବିଚ୍ଛିନ୍ନ |"
"১.ডিস্ক, ২.ডিস্ক","1. ଡିସ୍କ, 2. ଡିସ୍କ"
"1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা","1. ଡିସ୍କ ଠିକଣା, 2. ଡିସ୍କ ଠିକଣା"
"1. ডিস্ক এৰে, 2. ডিস্ক এৰে","1. ଡିସ୍କ ଆରେ, 2. ଡିସ୍କ ଆରେ |"
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা","1. ଡିସ୍କ କ୍ଷମତା, 2. ଡିସ୍କ କ୍ଷମତା |"
"1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ","1. ଡିସ୍କ ଡ୍ରାଇଭର, 2. ଡିସ୍କ ଡ୍ରାଇଭ |"
ডিস্ক নথিপত্ৰ,ଡିସ୍କ ଫାଇଲ୍ |
"1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি","1. ଡିସ୍କ ମେମୋରୀ, 2. ଡିସ୍କ ମେମୋରୀ, 3. ଡିସ୍କ ମେମୋରୀ, 4 | ଡିସ୍କ ମେମୋରୀ"
ডিস্ক অপাৰেটিং চিস্টেম (DoS),ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DoS)
ডিস্ক পেকেজ,ଡିସ୍କ ପ୍ୟାକେଜ
"1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ","1. ଚାକ୍ରିକା ସର୍ଭର, 2. ଡିସ୍କ ସର୍ଭର |"
"1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ","1. ଡିସ୍କ ସଂରକ୍ଷଣ, 2. ଡିସ୍କ ସଂରକ୍ଷଣ"
ডিস্কেট,ଡିସ୍କେଟ୍ |
ফাইল প্ৰদৰ্শন কৰক,ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
ছবি প্ৰদৰ্শন কৰক,ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
নিষ্পত্তি,ନିଷ୍କାସନ
দূৰত্ব,ଦୂରତା
দূৰত্বৰ ফলন,ଦୂରତା କାର୍ଯ୍ୟ
বিকৃতি,ବିକୃତି
বিলি কৰা হ’ল,ବିତରଣ
বিতৰণ কৰা তথ্য,ବଣ୍ଟିତ ତଥ୍ୟ |
বিতৰণ কৰা চাৰ্ভাৰ,ବଣ୍ଟିତ ସର୍ଭର |
"1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা","1. ବଣ୍ଟିତ ସିଷ୍ଟମ୍, 2. ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |"
বিতৰক,ବିତରକ
নথিপত্ৰ,ଡକ୍ୟୁମେଣ୍ଟ୍
নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত,ଡକ୍ୟୁମେଣ୍ଟ୍ ସ୍ୱୀକୃତିପ୍ରାପ୍ତ |
"1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো","1. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ, 2. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |"
নথিপত্ৰ,ଡକ୍ୟୁମେଣ୍ଟେସନ୍
"ডমেইন, ডমেইন","ଡୋମେନ୍, ଡୋମେନ୍"
ডমেইনৰ নাম,ଡୋମେନ୍ ନାମ
"1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ","1. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍, 2. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |"
"তলত, তলত","ତଳେ, ତଳେ"
"১.এভালিংক, ২.বৰ্গ","1. ଆଭାଲିଙ୍କ୍, 2. ସ୍କ୍ୱାର୍ |"
ডাউনল’ড,ଡାଉନଲୋଡ୍ କରନ୍ତୁ |
ডাউনলোড সময়,ଡାଉନଲୋଡ୍ ସମୟ |
ট্ৰেকচন,ଟ୍ରାକ୍ସନ୍
DRAM (ডাইনামিক ৰেম),DRAM (ଡାଇନାମିକ୍ RAM)
ৰানঅফ,ରନ୍ ଅଫ୍
ড্ৰাইভাৰ,ଡ୍ରାଇଭର |
পাত,ପତ୍ର
তালিকা বাকচ ড্ৰপ কৰক,ଡ୍ରପ୍ ତାଲିକା ବାକ୍ସ
ড্ৰাম ড্ৰাইভ,ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |
"1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ","1. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍, 2. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |"
"১.ইম ইউনিট, ২.ড্ৰাম ইউনিট","1. ଇମ୍ ୟୁନିଟ୍, 2. ଡ୍ରମ୍ ୟୁନିଟ୍ |"
"১.দ্বৈততা, ২. bi","1. ଦ୍ୱ ual ତ୍ୟ, 2 bi"
দ্বৈত ঘনত্ব,ଦ୍ୱ ual ତ ଘନତା |
"১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা","1. ନୀରବ ଠିକଣା, 2. ନକଲି ଠିକଣା |"
ভাণ্ডাৰ,ଡମ୍ପିଂ
ডুপ্লেক্স বৰ্তনী,ଡବଲ୍ ସର୍କିଟ୍ |
বৈধকৰণ,ଆଇନଗତକରଣ |
কি&#39; কি&#39;,କି କି
"১.ডি ভি ডি আৰ./ডব্লিউ , ২. ডিভিডি পঢ়া, ৩. লিখা","1.D V D R./W, 2 DVD ପଠନ, 3. ଲେଖିବା"
DVD ROM,DVD ROM
গতিশীল নিৰ্দেশনা,ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ
"1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি","1. ଡାଇନାମିକ୍ ମେମୋରୀ, 2. ଡାଇନାମିକ୍ ମେମୋରୀ |"
"১.গতিবিদ্যা, ২.গতিশীলতা","1. ଡାଇନାମିକ୍ସ, 2. ଡାଇନାମିକ୍ସ"
ই খ গ ঘ আই চি,E B C D I C
ই-ব্যৱসায়,ଇ-ବ୍ୟବସାୟ |
প্ৰতিধ্বনি,ଇକୋ
"১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ","1.e- ବାଣିଜ୍ୟ, 2.e- ବାଣିଜ୍ୟ |"
সম্পাদনা কৰা,ସମ୍ପାଦନା
সম্পাদক,ସମ୍ପାଦକ
শিক্ষাগত প্ৰযুক্তি,ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
ই ই প ৰম,e e p rom
"১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা","1. ଅର୍ଥପୂର୍ଣ୍ଣ ଠିକଣା, 2. ପ୍ରଭାବଶାଳୀ ଠିକଣା |"
অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা,ଅର୍ଥପୂର୍ଣ୍ଣ ଅପରେଣ୍ଡ୍ ଠିକଣା |
ফলপ্ৰসূ কাৰ্য্য,ପ୍ରଭାବଶାଳୀ କାର୍ଯ୍ୟ
ফলপ্ৰসূ UID,ପ୍ରଭାବଶାଳୀ UID |
ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য,ପ୍ରଭାବଶାଳୀ ସଂକ୍ରମଣ କାର୍ଯ୍ୟ
অক্টল বাইট,ଅକ୍ଟାଲ୍ ବାଇଟ୍ |
"ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং","ଇଲେକ୍ଟ୍ରୋନିକ୍ ଶିକ୍ଷା, ଇ-ଲର୍ନିଂ |"
নিৰ্বাচন এলগৰিদম,ନିର୍ବାଚନ ଆଲଗୋରିଦମ |
ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল),ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ ସେବା (ଇ-ମେଲ୍)
"১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ","1. ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରିଣ୍ଟିଙ୍ଗ୍, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରିଣ୍ଟର୍ |"
বৈদ্যুতিক একাউণ্টিং মেচিন,ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |
ইলেক্ট্ৰনিক্স,ଇଲେକ୍ଟ୍ରୋନିକ୍ସ
ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS),ଇଲେକ୍ଟ୍ରୋନିକ୍ ନିଷ୍କାସନ ସିଷ୍ଟମ୍ (ECS)
ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI),ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଏକ୍ସଚେଞ୍ଜ୍ (EDI)
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ,ଇଲେକ୍ଟ୍ରୋନିକ୍ ବ୍ରୋସର |
ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS),ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ଯାନ୍ତ୍ରିକତା (EFTS)
"১.ইলেক্ট্ৰনিক জাৰ্নেল, ২.ইলেক্ট্ৰনিক জাৰ্নেল","1. ଇଲେକ୍ଟ୍ରୋନିକ୍ ଜର୍ନାଲ୍, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ଜର୍ନାଲ୍ |"
ইলেক্ট্ৰনিক প্ৰকাশন,ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |
ইলেক্ট্ৰনিক চুইচ,ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |
"উপাদান, উপাদান","ଉପାଦାନ, ଉପାଦାନ"
ই-মেইল,ଇ-ମେଲ୍ |
"১/ ই-মেইল ঠিকনা, ২/ ইলেক্ট্ৰনিক মেইলিং ঠিকনা","1. ଇ-ମେଲ୍ ଠିକଣା, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲିଂ ଠିକଣା |"
এম্বেডেড চিস্টেম,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
এম্বেডিং,ଏମ୍ବେଡିଂ
এমিটাৰ সংযুক্ত লজিক (ECL),ନିର୍ଗତ ଯୁକ୍ତ ତର୍କ (ECL)
খালী ঠাই,ଖାଲି ସ୍ଥାନ
"১.উকা শিকলি, ২.উকা শিকলি","1. ଖାଲି ଶୃଙ୍ଖଳା, 2. ଖାଲି ଶୃଙ୍ଖଳା |"
যান্ত্ৰিকীকৰণ,ଯାନ୍ତ୍ରିକରଣ
"১.কেপচুলেচন, ২.কেপচুলেচন","1. କ୍ୟାପସୁଲେସନ୍, 2. କ୍ୟାପସୁଲେସନ୍ |"
ডিকোডাৰ,ଡିକୋଡର୍ |
এনকোডিং,ଏନକୋଡିଂ
"১.এনকোডাৰ, ২.কোডাক","1. ଏନକୋଡର୍, 2. କୋଡାକ୍ |"
লুকাই থকা তথ্য,ଲୁକ୍କାୟିତ ତଥ୍ୟ |
লুকাই থকা নথিপত্ৰপ্ৰণালী,ଲୁକ୍କାୟିତ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
"1. এনক্ৰিপচন, 2. ক&#39;ডিং, 3. এনকোডিং","1. ଏନକ୍ରିପସନ୍, 2. କୋଡିଂ, 3. ଏନକୋଡିଂ |"
ব্লকৰ শেষ,ବ୍ଲକ ଶେଷ
ফাইল-অন্ত,ଫାଇଲ୍-ଏଣ୍ଡ୍ |
ব্যৱহাৰকাৰী,ଉପଯୋଗକର୍ତ୍ତା |
প্ৰৱেশদ্বাৰ,ପ୍ରବେଶ କର |
প্ৰৱেশ চাবি,ପ୍ରବେଶ ଚାବି |
"১.উদ্যম সৰৱাৰ, ২.উদ্যম সেৱক","1. ଉଦୟମ୍ ସ war ରଭ, 2. ଉଦୟ ସେବାକ୍ |"
উদ্যোগ ব্যৱস্থা,ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |
ক্ষমতা,ଶକ୍ତି
ক্ষমতা আত্মীয়তা,ଶକ୍ତି ସମ୍ବନ୍ଧ
প্ৰৱেশৰ সময়,ପ୍ରବେଶ ସମୟ
ইনপুট ভেৰিয়েবল,ଇନପୁଟ୍ ଭେରିଏବଲ୍ |
গণনাযোগ্য,ଗଣନାଯୋଗ୍ୟ
পৰিৱেশ,ପରିବେଶ
"১.যুগ, ২. যুগ, ৩. নিৰ্দেশনা মুহূৰ্ত","1. ଯୁଗ, 2 ଯୁଗ, 3 ନିର୍ଦ୍ଦେଶ ମୁହୂର୍ତ୍ତ"
EPRAM (বিত্তীয় প্ৰগ্ৰেমেবল কেৱল পঢ়িব পৰা মেমৰি),EPRAM (ଫାଇନାନ୍ସିଆଲ୍ ପ୍ରୋଗ୍ରାମେବଲ୍ ପଠନୀୟ ମେମୋରୀ)
এপ্সিলন কনষ্ট্ৰিক্টৰ,ଏପସିଲନ୍ କନଷ୍ଟ୍ରିକ୍ଟର୍ |
ইকুৱেলাইজাৰ,ସମାନତା
সঁজুলি,ଉପକରଣ
সমতুল্যতা শ্ৰেণী,ସମାନତା ଶ୍ରେଣୀ
সমতুল্য সম্পৰ্ক,ସମାନ ସମ୍ପର୍କ
"১/ বিলুপ্তি, ২) নিৰ্মূল","1. ବିଲୁପ୍ତ, 2. ବିଲୋପ"
ভুল সংশোধন ক&#39;ড,ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍ |
ভুল সংশোধন,ତ୍ରୁଟି ସଂଶୋଧନ
ভুল ধৰা পেলোৱা,ତ୍ରୁଟି ଚିହ୍ନଟ
ভুল নিয়ন্ত্ৰণ,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ
ত্ৰুটি বাৰ্তা,ତ୍ରୁଟି ସନ୍ଦେଶ |
ভুলৰ হাৰ,ତ୍ରୁଟି ହାର
ত্ৰুটি পুনৰুদ্ধাৰ,ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର
ভুলৰ নাম,ତ୍ରୁଟି ନାମ
পলায়ন চিহ্ন,ପଳାୟନ ପ୍ରତୀକ |
ইথাৰনেট,ଇଥରନେଟ୍ |
কাৰ্যক্ৰম,ଘଟଣା
ইভেন্ট শৃংখল,ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |
ইভেন্ট নিয়ন্ত্ৰণ,ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |
ইভেন্ট কাউণ্টাৰ,ଇଭେଣ୍ଟ କାଉଣ୍ଟର
ব্যতিক্ৰম নিয়ন্ত্ৰণ,ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |
বিনিময় ডিষ্ক সংৰক্ষণ,ଡିସ୍କ ସଂରକ୍ଷଣ ବିନିମୟ କରନ୍ତୁ |
বৰ্জন,ବହିଷ୍କାର
একচেটিয়া আৰু (x বা),ସ୍ୱତନ୍ତ୍ର ଏବଂ (x କିମ୍ବା)
এক্সিকিউটেবল প্ৰগ্ৰেম,ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍
এক্সিকিউচন ষ্টেটমেন্ট,ନିଷ୍ପାଦନ ଷ୍ଟେଟମେଣ୍ଟ
নিৰ্বাচিত অনুসন্ধান,ଚୟନ ସନ୍ଧାନ |
বিদ্যমান,ବିଦ୍ୟମାନ
সমস্যা,ସମସ୍ୟା
বিশেষজ্ঞ ব্যৱস্থা,ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |
"১.প্ৰকাশ, ২. অভিব্যক্তি","1. ଅଭିବ୍ୟକ୍ତି, 2 ଅଭିବ୍ୟକ୍ତି"
সম্প্ৰসাৰিত চিত্ৰাঙ্কিত মেট্ৰিক্স (x g a),ବିସ୍ତାରିତ ଗ୍ରାଫିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ (x g a)
বৰ্ধিত ঔদ্যোগিক মানদণ্ড (EIS),ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS)
অভাৰলোড মেচিন,ଓଭରଲୋଡ୍ ମେସିନ୍ |
বৰ্ধিত স্মৃতিশক্তি,ବିସ୍ତୃତ ସ୍ମୃତି
"১/ বৰ্ধিত নিখুঁততা, ২) বৰ্ধিত সঠিকতা","1. ବିସ୍ତାରିତ ସଠିକତା, 2. ବିସ୍ତାରିତ ସଠିକତା |"
"1.Extended Sorting, 2.Extended পৃথকীকৰণ","1. ବିସ୍ତାରିତ ସର୍ଟିଂ, 2. ବିସ୍ତାରିତ ପୃଥକତା |"
কল আউট কৰক,ପାଟିକରି ଡାକିବା
বাহ্যিক ভুল,ବାହ୍ୟ ତ୍ରୁଟି |
বাহিৰৰ কাৰ্য্য,ବାହ୍ୟ କାର୍ଯ୍ୟ
বাহ্যিক বাধা,ବାହ୍ୟ ବାଧା
"1.বাহ্যিক স্মৃতিশক্তি, 2.বাহ্যিক স্মৃতিশক্তি","1. ବାହ୍ୟ ସ୍ମୃତି, 2. ବାହ୍ୟ ସ୍ମୃତି"
বাহ্যিক স্মৃতিশক্তি,ବାହ୍ୟ ସ୍ମୃତି
বাহ্যিক মডেম,ବାହ୍ୟ ମୋଡେମ୍ |
বাহ্যিক উল্লেখ,ବାହ୍ୟ ସନ୍ଦର୍ଭ
বাহ্যিক অনুসন্ধান,ବାହ୍ୟ ସନ୍ଧାନ |
বাহ্যিক সংৰক্ষণ ডিভাইচ,ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ
নিষ্কাশন,ନିଷ୍କାସନ
বহিঃপ্ৰক্ষেপণ,ବହିଷ୍କାର
পেনেল আখৰ প্ৰিন্টাৰ,ପ୍ୟାନେଲ୍ ବର୍ଣ୍ଣ ପ୍ରିଣ୍ଟର୍
বিফল-নিৰাপদ কাৰ্য্য,ବିଫଳ-ସୁରକ୍ଷା କାର୍ଯ୍ୟ
বিফলতাৰ হাৰ,ବିଫଳତା ହାର
বিফলতা নিৰ্গমন,ବିଫଳତା ନିଷ୍କାସନ
মিছা ক&#39;ড,ମିଥ୍ୟା କୋଡ୍
মিছা ভুল,ମିଥ୍ୟା ତ୍ରୁଟି |
"১.বিনিয়োগ, ২.বিনিয়োগ পইণ্ট","1. ନିବେଶ, 2. ନିବେଶ ପଏଣ୍ଟ |"
"1. ইছ্যু, 2. ইছ্যু নম্বৰ","1. ଇସୁ, 2. ସଂଖ୍ୟା ସଂଖ୍ୟା"
"1. প্ৰতিলিপি I/O ডিভাইচ, 2. প্ৰতিলিপি ইনপুট ডিভাইচ/আউটপুট","1. ନକଲ I / O ଉପକରଣ, 2 ନକଲ ଇନପୁଟ୍ ଉପକରଣ / ଆଉଟପୁଟ୍"
দ্ৰুত ফোৰিয়াৰ স্থানান্তৰ,ଦ୍ରୁତ ଫୁରିଅର୍ ସ୍ଥାନାନ୍ତର |
মাৰাত্মক ভুল,ସାଂଘାତିକ ତ୍ରୁଟି |
ত্ৰুটি ধৰা পেলোৱা,ତ୍ରୁଟି ଚିହ୍ନଟ
দোষ নিদান,ତ୍ରୁଟି ନିଦାନ
দোষ সহনশীলতা,ଦୋଷ ସହନଶୀଳତା |
ফেক্স,ଫ୍ୟାକ୍ସ
ফেক্স বাৰ্তা,ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |
f dc,f dc
লক্ষণ ধৰা পেলোৱা,ଲକ୍ଷଣ ଚିହ୍ନଟ
ফিল চকা,ପୂର୍ଣ୍ଣ ଚକ
পুনৰ বিনিয়োগ,ପୁନ vest ନିବେଶ
"1.যোগানকাৰী, 2.পুষ্টি, 3.ফিডাৰ","1. ଯୋଗାଣକାରୀ, 2. ପୁଷ୍ଟିକର ଖାଦ୍ୟ, 3. ଫିଡର୍ |"
আনন,anan
ফিবোনাচি আৱিষ্কাৰ,ଫିବୋନାକ୍ସି ଆବିଷ୍କାର |
ফিবোনাচি ক্ৰম,ଫିବୋନାକ୍ସି କ୍ରମ |
ফিবোনাচি ছিৰিজ,ଫିବୋନାକ୍ସି ସିରିଜ୍ |
ফাইবাৰ অপটিক্স,ଫାଇବର ଅପ୍ଟିକ୍ସ |
ফিডো ফান্দ,ଫିଡୋ ଜାଲ |
অঞ্চল,ଅଞ୍ଚଳ
পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ,ପଞ୍ଚମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
"1.ফাইল, 2. ফাইল","1. ଫାଇଲ, 2 ଫାଇଲ୍ |"
ফাইল অভিগম পদ্ধতি,ଫାଇଲ୍ ପ୍ରବେଶ ପଦ୍ଧତି |
ফাইল আবণ্টন টেবুল,ଫାଇଲ୍ ଆବଣ୍ଟନ ସାରଣୀ |
ফাইল সংকোচন,ଫାଇଲ୍ ସଙ୍କୋଚନ |
ফাইল কপি কৰা,ଫାଇଲ୍ କପି
নথিপত্ৰ বিন্যাস,ଫାଇଲ୍ ବିନ୍ୟାସ
ফাইল মাৰ্জ কৰক,ଫାଇଲ୍ ମିଶ୍ରଣ |
ফাইল পুনৰুদ্ধাৰ,ଫାଇଲ୍ ପୁନରୁଦ୍ଧାର
নথিপত্ৰ সংৰক্ষণ,ଫାଇଲ୍ ଷ୍ଟୋରେଜ୍ |
নথিপত্ৰ গঠন,ଫାଇଲ୍ ଗଠନ
নথিপত্ৰপ্ৰণালী,ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
ফাইল স্থানান্তৰ,ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର |
নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP),ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (FTP)
ফিল্টাৰ,ଫିଲ୍ଟର୍
শেষৰ স্থান,ଶେଷ ସ୍ଥିତି |
সন্ধান,ସନ୍ଧାନ କର |
সসীম অৱস্থাৰ যন্ত্ৰ,ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |
জুইৰ দেৱাল,ଅଗ୍ନି କାନ୍ଥ
ফাৰ্মৱেৰ,ଫର୍ମୱେୟାର |
প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক,ପ୍ରଥମେ ସେବା କର |
প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ,ପ୍ରଥମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
প্ৰথম ইনপুট প্ৰথম সংখ্যা (FIFO),ପ୍ରଥମ ଇନପୁଟ୍ ପ୍ରଥମ ଇସ୍ୟୁ (FIFO)
প্ৰথম ক্ৰমৰ যুক্তি,ପ୍ରଥମ କ୍ରମ ଆର୍ଗୁମେଣ୍ଟ୍ |
প্ৰথম ক্ৰমৰ নীতি,ପ୍ରଥମ କ୍ରମ ନୀତି |
ফিক্সড ডিভিজন,ସ୍ଥିର ବିଭାଜନ |
চহী,ସାଇନ୍ କରନ୍ତୁ |
নমনীয় ডিস্ক,ନମନୀୟ ଡିସ୍କ |
ফ্লপি ডিস্ক,ଫ୍ଲପି ଡିସ୍କ |
ফ্লপি ডিস্ক ড্ৰাইভ (FDD),ଫ୍ଲପି ଡିସ୍କ ଡ୍ରାଇଭ (FDD)
ফ্ল&#39; চাৰ্ট,ଫ୍ଲୋ ଚାର୍ଟ
নিয়ন্ত্ৰণ প্ৰবাহ,ନିୟନ୍ତ୍ରଣ ପ୍ରବାହ
predawn,ପୂର୍ବାବଲୋକନ
ফোল্ডাৰ,ଫୋଲ୍ଡର
ফন্ট,ଫଣ୍ଟ
ফন্ট পৰিয়াল,ଫଣ୍ଟ ପରିବାର
বাহ্যিক কি&#39;,ବାହ୍ୟ ଚାବି |
প্ৰপত্ৰ,ଫର୍ମ |
প্ৰতীকী ভাষা,ସାଙ୍କେତିକ ଭାଷା |
প্ৰতীকী পদ্ধতি,ସାଙ୍କେତିକ ପଦ୍ଧତି |
"1.ফৰ্মেট, 2.ফৰ্ম","1. ଫର୍ମାଟ୍, 2.ଫର୍ମ"
অংকন কৰি থকা,ଚିତ୍ରାଙ୍କନ
fortron,ଦୁର୍ଗ
"1.Fortran (এটা কম্পিউটাৰ ভাষা) প্ৰগ্ৰেম, 2.Fortran প্ৰগ্ৰেমিং","1. ଫର୍ଟ୍ରାନ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା) ପ୍ରୋଗ୍ରାମ୍, 2. ଫୋର୍ଟ୍ରାନ୍ ପ୍ରୋଗ୍ରାମିଂ |"
ফৰৱাৰ্ড স্লেছ,ଅଗ୍ରଗାମୀ ସ୍ଲାସ୍ |
৪ৰ্থ প্ৰজন্মৰ কম্পিউটাৰ,4th ର୍ଥ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
শাখা,ବିଭାଗ
ফ্ৰেম,ଫ୍ରେମ୍
"1.মুক্ত নেট, 2.মুক্ত নেট","1. ମାଗଣା ଜାଲ, 2. ମାଗଣା ଜାଲ |"
মুক্ত চফ্টৱেৰ বিশ্বাস,ମାଗଣା ସଫ୍ଟୱେର୍ ଟ୍ରଷ୍ଟ |
বিনামূলীয়া সংৰক্ষণ,ମାଗଣା ସଂରକ୍ଷଣ
ফ্ৰীৱেৰ,ମାଗଣା |
সন্মুখৰ,ଆଗ
"1.ফ্ৰন্ট পেনেল, 2.ফ্ৰন্ট পেনেল","1. ଫ୍ରଣ୍ଟ୍ ପ୍ୟାନେଲ୍, 2. ଫ୍ରଣ୍ଟ୍ ପ୍ୟାନେଲ୍ |"
