Telugu,Marathi
బఫర్,बफर
బఫర్ జోన్,मोकळी जागा
బఫరింగ్ చర్య,बफरिंग Action क्शन
బుఫో,बुफो
బల్బ్,बल्ब
బల్బిల్,बल्बिल
బల్బో యురేత్రల్ గ్రంథి,बल्बो मूत्रमार्ग ग्रंथी
భారీ ప్రవాహం,मोठ्या प्रमाणात प्रवाह
బుల్లిఫార్మ్ సెల్,बल्फॉर्म सेल
బంబుల్ బీ,बंबल मधमाशी
బండిల్ బ్రాంచ్,बंडल शाखा
కట్ట కోశం,बंडल म्यान
బండిల్ కోశం సెల్,बंडल म्यान सेल
తేలిక,उधळपट्टी
తేలికపాటి సాంద్రత సెంట్రిఫ్యూగేషన్,हुशार घनता सेंट्रीफ्यूगेशन
తేలికపాటి సాంద్రత,आनंददायक घनता
బర్జన్,बर्गेन
బురోయింగ్,बुरुज
బుష్,बुश
బుటియా మోనోస్పెర్మా,बुटेआ मोनोस्पर्मा
బుతస్,बुथस
ఉబ్బిన కాండం బేస్,बट्रेस (सूजलेला स्टेम बेस)
ఉప-ఉత్పత్తి,उप-उत्पादन
సి-పెప్టైడ్,सी-पेप्टाइड
కాక్టస్,कॅक्टस
కాడ్మియం కాలుష్యం,कॅडमियम प्रदूषण
కాడోసస్,कॅड्यूकस
సీకం,Caicum
కేనోరబ్డిటిస్ ఎలిగాన్స్,Caenorhabditits Elgans
సీసియం,सेझियम
కెఫిన్,कॅफिन
సున్నపు స్పైక్యూల్,कॅल्केरियस स्पिक्यूल
కాల్కారియస్ షెల్,कॅल्केरियस शेल
కాల్సిఫెరస్ గ్రంథి,कॅल्किफेरस ग्रंथी
కాల్సిఫికేషన్,कॅल्सीफिकेशन
కాల్సిటోనిన్,कॅल्सिटोनिन
కాల్షియం,कॅल्शियम
కాల్షియం వంతెన,कॅल्शियम ब्रिज
కాల్షియం కార్బోనేట్,कॅल्शियम कार्बोनेट
కలేన్ద్యులా,कॅलेंडुला
కాలిపస్,कॉलिपस
కాలిస్,कॉलस
కాలిస్ సంస్కృతి,कॉलस संस्कृती
కోలోకాసియా,कोलोकाशिया
CALOTES,कॅलोट्स
జిల్లేడు,कॅलोट्रोपिस
కలోట్రోపిస్ ప్రోసెరా,कॅलोट्रोपिस प्रोसेरा
కాల్విన్ సైకిల్,केल्विन सायकल
కాలిసినీ,कॅलिसिनिया
కాలిక్స్,कॅलेक्स
కాలిక్స్,कॅलेक्स
కేంబ్రియన్ కాలం,कॅंब्रियन कालावधी
కామెలస్,कॅमेलस
మభ్యపెట్టడం,Comulfage
కాంపానెల్స్,कॅम्पेनेल्स
కెనబినాయిడ్,कॅनाबिनोइड
కాలువలు,कॅनालिकुलस
క్యాన్సర్,कर्करोग
క్యాన్సర్ (కామన్ పీత,कर्करोग (सामान्य खेकडा)
కాండీట్,कँडीटुफ्ट
చెరకు చక్కెర,ऊस साखर
కానిడే,कॅनिडे
కుక్క (దంతాలు),कॅनिन (दात)
కానిస్ సుపరిచితులు,कॅनिस परिचित
Canna,कॅन्ना
గంజాయి సాటివా,भांग सॅटिवा
పందిరి,छत
కెపాసిటేషన్,कॅपेसिटेशन
కేశనాళిక,केशिका
కేశనాళిక,केशिका
కేశనాళిక ప్రసరణ,केशिका अभिसरण
కాపిట్యులం,कॅपिटुलम
కాపారిస్,कॅपरिस
క్యాపింగ్,कॅपिंग
క్యాప్సిడ్,कॅप्सिड
క్యాప్సోమెర్,कॅप्सोमेर
క్యాప్సూల్,कॅप्सूल
కార్బమినోహెమోగ్లోబిన్,कार्बॅमिनोहेमोग्लोबिन
కార్బోహైడ్రేట్,कार्बोहायड्रेट
బొగ్గుపులుసు వాయువు,कार्बन डाय ऑक्साइड
కార్బన్ డిసుల్ఫైడ్,कार्बन डिसल्फाइड
కార్బన్ అణువు,कार्बन रेणू
కార్బోనేట్,कार्बोनेट
కార్బోనిక్ ఆమ్లం,कार्बॉनिक acid सिड
కార్బోనిక్ అన్హైడ్రేస్,कार्बोनिक अ‍ॅनहायड्रॅस
కార్బోనిఫరస్ కాలం,कार्बनिफेरस कालावधी
కార్బాక్సిల్,कारबॉक्सिल
కార్బాక్సిల్ సమూహం,कार्बॉक्सिल ग्रुप
కార్బాక్సిలేస్,कार्बोक्लेझ
కార్బాక్సిలేషన్,कार्बोक्लेशन
కార్చరోడాన్,कारचारोडन
కార్సినోజెనిసిస్,कार्सिनोजेनेसिस
క్యాన్సర్,कार्सिनोजेनिक
కార్సినోమా,कार्सिनोमा
గుండె చక్రం,ह्रदयाचा चक्र
కార్డియాక్ గ్లైకోసైడ్,कार्डियाक ग्लायकोसाइड
గుండె కండరాలు,हृदयाचे स्नायू
కార్డియాక్ పేస్‌మేకర్,कार्डियाक पेसमेकर
కార్డియోస్కోప్,कार्डोस्कोप
కార్నివోరా,कार्निवोरा
మాంసాహారులు,मांसाहारी
మాంసాహార,मांसाहारी
మాంసాహార విమానం,मांसाहारी विमान
మాంసాహార నాలుగు రెట్లు,मांसाहारी चतुष्पाद
కెరోటిన్,कॅरोटीन
కెరోటినాయిడ్,कॅरोटीनोइड
కార్పల్,कार्पल
కార్పెల్,कार्पेल
కార్పస్,कार्पस
క్యారేజీన్,कॅरेजेन
క్యారియర్ మెకానిజం,वाहक यंत्रणा
భార సామర్ధ్యం,वाहून नेण्याची क्षमता
కార్టిలాజెనస్ ఫిష్,कार्टिलेजेनस फिश
కార్టిలాజినస్,कार्टिलेगिनस
కరున్కిల్,कार्न्कल
కారియోగామి,कॅरिओगामी
కారియోఫిలేసి,कॅरिओफिलॅसी
కారియోఫిలేసియస్,कॅरिओफिलेसियस
కారియోప్సిస్,कॅरिओपिसिस
కేసైన్,केसिन
కాస్పారియన్ స్ట్రిప్,कॅस्परियन पट्टी
కాసియా,कॅसिया
కాసోవరీ,कॅसोवरी
కాస్టర్,एरंडेल
కాసురినా,कॅसुरिना
కాసురినా ఆల్నస్,कॅसुरिना अल्नस
క్యాటాబోలిజం,कॅटाबोलिझम
ఉత్ప్రేరక,कॅटलॅस
జాబితా,कॅटलॉग
ఉత్ప్రేరక,कॅटॅलिसिस
ఉత్ప్రేరకం,उत्प्रेरक
ఉత్ప్రేరక కన్వర్టర్,उत्प्रेरक कन्व्हर्टर
కంటి శుక్లాలు,मोतीबिंदू
విపత్తు,आपत्ती
కాటెకోలమైన్,कॅटेकोलामाइन
కాటెకోలోమిన్ హార్మోన్,कॅटेकोलोमाइन संप्रेरक
కాథెటరైజేషన్,कॅथेट्रायझेशन
కేషన్,केशन
క్యాట్కిన్,कॅटकिन
కాట్లా,कॅटला
పిల్లి గోరు (బిగ్నోనియా-ఉంగూయిస్ కాటి),मांजरीचे नेल (बिग्नोनिया-गोंगुइस कॅटी)
పశువుల మేత,गुरेढोरे चरणे
పశువుల గడ్డిబీడు,गुरेढोरे गुरेढोरे
పశువుల రుమెన్,गुरेढोरे रुमेन
పశువుల శైలి,गुरांची शैली
కాడల్ వెన్నుపూస,पुच्छर कशेरुका
కాడెక్స్,COUDEX
కారణ ఏజెంట్,कार्यकारण एजंट
సెడ్రస్ డియోడారా,सेड्रस देवोदर (देवदार)
సెలాస్ట్రెల్స్,सेलिस्ट्रेल्स
సెల్ జీవశాస్త్రవేత్త,सेल जीवशास्त्रज्ञ
సెల్ బయాలజీ,सेल जीवशास्त्र
సెల్ చక్రం,सेल चक्र
సెల్ విస్తరణ,सेल वाढ
సెల్ ఎన్వలప్,सेल लिफाफा
సెల్ భిన్నం,सेल फ्रॅक्शनेशन
సెల్ సజాతీయ,सेल होमोजेनेट
సెల్ మధ్యవర్తిత్వ రోగనిరోధక శక్తి,सेल मध्यस्थ प्रतिकारशक्ती
కణ త్వచం,पेशी आवरण
కణాల విస్తరణ,सेल प्रसार
కణ నిర్మాణం,सेल रचना
సెల్ సిద్ధాంతం,सेल सिद्धांत
సెల్ గోడ,पेशी भित्तिका
సెల్లోఫేన్ పొర,सेलोफेन पडदा
సెల్యులే,सेल्युले
సెల్యులార్ డిఫెన్స్,सेल्युलर संरक्षण
సెల్యులార్ ఎనర్జీ బదిలీ-వ్యవస్థ,सेल्युलर एनर्जी ट्रान्सफर-सिस्टम
సెల్యులార్ ఎంజైమ్,सेल्युलर एंजाइम
సెల్యులార్ స్థాయి,सेल्युलर पातळी
సెల్యులార్ ఆక్సీకరణ,सेल्युलर ऑक्सिडेशन
సెల్యులార్ పూల్,सेल्युलर पूल
సెల్యులోజ్,सेल्युलोज
సెల్యులోజ్ మైక్రోఫైబ్రిల్,सेल्युलोज मायक्रोफिब्रिल
సిమెంటం,सिमेंटम
సెన్చ్రస్,सेन्चरस
సెనోజాయిక్ శకం,सेनोझोइक युग
జనాభా లెక్కలు,जनगणना
జనాభా లెక్కలు,जनगणना
సెంటీమోర్గాన్,सेंटीमोर्गन
సెంటిపెడా ఆర్బిక్యులారిస్,सेंटीपीडा ऑर्बिक्युलरिस
కేంద్ర అక్షం,मध्य अक्ष
సెంట్రల్ సెల్,मध्यवर्ती सेल
సెంట్రల్ కోర్,मध्यवर्ती कोअर
సెంట్రల్ డాగ్మా,मध्यवर्ती मत
కేంద్ర researchషధ పరిశోధన సంస్థ,केंद्रीय औषध संशोधन संस्था
కేంద్ర క్షేత్రం,मध्य फील्ड
సెంట్రల్ లాక్టియల్,सेंट्रल लॅक्टेल
కేంద్ర నాడీ వ్యవస్థ,मध्यवर्ती मज्जासंस्था
సెంట్రల్ సల్కస్,मध्यवर्ती सल्कस
సెంట్రిఫ్యూగేషన్,सेंट्रीफ्यूगेशन
సెంట్రియోల్,सेंट्रीओल
సెంట్రోమీర్,सेन्ट्रोमेर
సెంట్రోసోమ్,सेन्ट्रोसोम
సెంట్రోస్పియర్,सेन्टरोस्फीअर
సెఫలోచర్డేట్,सेफलोचॉर्डेट
సెఫలోకార్డేట్స్,सेफलोचॉर्डेट्स
సెఫలోస్పోరిన్,सेफलोस्पोरिन
సెఫలోథొరాక్స్,सेफॅलोथोरॅक्स
సెరాటోఫిలేసి,सेराटोफिलॅसी
ధాన్యపు ధాన్యం,धान्य धान्य
సెరెబెల్లార్ పెడన్కిల్,सेरेबेलर पेडनकल
సెరెబెల్లమ్,सेरेबेलम
సెరిబ్రల్ జలచరం,सेरेब्रल अ‍ॅक्विडक्ट
సెరెబ్రల్ కార్టెక్స్,सेरेब्रल कॉर्टेक्स
సెరిబ్రల్ అర్ధగోళం,सेरेब्रल गोलार्ध
సెరిబ్రల్ జఠరిక,सेरेब्रल वेंट्रिकल
మస్తిష్క వల్కలము,सेरेब्रोस्पाइनल फ्लुइड (सीएसएफ)
సెరెబ్రమ్,सेरेब्रम
ధృవీకరించబడిన విత్తనం,प्रमाणित बियाणे
సెరుమెనస్ గ్రంథి,सेर्यूमेनस ग्रंथी
గర్భాశయ,गर्भाशय ग्रीवा
గర్భాశయ టోపీ,गर्भाशय ग्रीवा कॅप
గర్భాశయ వెన్నుపూస,गर्भाशय ग्रीवा
గర్భాశయ,गर्भाशय ग्रीवा
సీసియం క్లోరైడ్,सेझियम क्लोराईड
సెస్పూల్,सेसपूल
సెటాసియన్లు,Cetasians
చైటోప్టెరస్,चेटोप्टेरस
చలాజా,चालझा
చలాజా,चालझा
చలాజల్ ముగింపు,चालझल एंड
చలీనా,चालिना
వెన్నుపానము,गिरगिट (चामेलियन)
చాన్క్రాయిడ్,चक्रोइड
ఛానెల్,चॅनल
ఛానెల్,चॅनल
చాపెరాన్,चैपरॉन
చరా,चारा
లక్షణ వృక్షసంపద,वैशिष्ट्यपूर्ण वनस्पती
బొగ్గు,कोळसा
ఛార్గాఫ్ నియమం,चार्गॅफचा नियम
ఛార్జ్ కపుల్డ్ పరికరం (సిసిడి),चार्ज युग्मित डिव्हाइस (सीसीडी)
ఛార్జింగ్,चार्जिंग
చాస్మోగామస్,Chasmogamous
చాతమలస్,चॅटमालस
చెలోన్,चेलोन
కెమికల్ ఎనలైజర్,रासायनिक विश्लेषक
రసాయన బంధం,रासायनिक बंध
రసాయన విచ్ఛిన్నం,रासायनिक ब्रेकडाउन
రసాయన సంక్లిష్టత,रासायनिक जटिलता
రసాయన వాతావరణం,रासायनिक वातावरण
రసాయన పరిణామం,रासायनिक उत्क्रांती
రసాయన విధానం,रासायनिक पद्धत
కెమికల్ మ్యూటాజెన్,रासायनिक म्युटागेन
రసాయన మూలం,रासायनिक मूळ
రసాయన ఆక్సిజన్ డిమాండ్,रासायनिक ऑक्सिजनची मागणी
రసాయన సామర్థ్యం,रासायनिक क्षमता
రసాయన స్కాల్పెల్,रासायनिक स्कॅल्पेल
రసాయన సంకేతం,रासायनिक सिग्नल
రసాయన సినాప్సే,रासायनिक Synapse
కెమియోస్మోటిక్ పరికల్పన,केमिओमोटिक गृहीतक
రసాయన శాస్త్రవేత్త,केमिस्ट
రసాయన శాస్త్రం,रसायनशास्त्र
కెమోసింథసిస్,केमोसिंथेसिस
కెమో-అటోరోఫిక్ బ్యాక్టీరియా,केमो-ऑटोरोफिक बॅक्टेरिया
కెమోనాస్టీ,केमोनॅस्टी
కెమోసింథసిస్,केमोसिंथेसिस
కెమోసింథటిక్ ఆటోట్రోఫ్,केमोसिंथेटिक ऑटोट्रोफ
కెమోసింథటిక్ బ్యాక్టీరియా,केमोसिंथेटिक बॅक्टेरिया
కెమోటాక్సిస్,केमोटॅक्सिस
కెమోటాక్సానమీ,केमोटाक्सोनॉमी
కీమోథెరపీ,केमोथेरपी
చెనోపోడియాసి,चेनोपोडियासी
చియాస్మాటా,Chiasmata
చియాస్మ్నా రకం పరికల్పన,चियास्मना प्रकार गृहीतक
చికూంగునియా,चिकुंगुनिया
షికోరి,चिकोरी
బాల్యం,बालपण
మిరప మొజాయిక్ వైరస్,मिरची मोझॅक विषाणू
సిన్చోనా అఫిసినాలిస్,सिंचोना ऑफिसिनलिस
చిరోప్టెరోఫిలీ,चिरोप्टेरोफिली
చిటిన్,चिटिन
చిటినస్,चिटिनस
క్లామిడియా ట్రాకోమాటిస్,क्लॅमिडीया ट्रॅकोमॅटिस
క్లామిడియాసిస్,क्लेमिडियासिस
క్లామిడోమోనాస్,क्लेमिडोमोनास
క్లోరాంఫెనికాల్,क्लोरॅम्फेनिकॉल
క్లోరెల్లా,क्लोरेला
క్లోరెన్చైమా,क्लोरेन्चायमा
క్లోరైడ్ సెల్,क्लोराईड सेल
క్లోరిన్,क्लोरीन
క్లోరోమోరియు,क्लोरोफ्लूरो कार्बन (सीएफसीएस)
క్లోరోఫామ్,क्लोरोफॉर्म
క్లోరోఫైసీ,क्लोरोफिसी
క్లోరోఫైట్ పూర్వీకుడు,क्लोरोफाइट पूर्वज
క్లోరోసిస్,क्लोरोसिस
క్లోరోసిస్,क्लोरोसिस
కోనోసైట్,चॅनोसाइट
కోలిసిస్టోకినిసిస్,कोलेसीस्टोकिनेसिस
కోలెసిస్టోకినిన్,कोलेसीस्टोकिनिन
కొలెస్ట్రాల్,कोलेस्ट्रॉल
కోలినెర్జిక్,कोलिनेर्जिक
కొండెచ్థియెస్,चोंड्रिच्थे
కొండ్రెన్,चोंड्रिन
కొండ్రోసైట్,चोंड्रोसाइट
చోర్డే టెండినే,Chordae टेंडिने
CORDATA,Chordata
కొరియోఅల్లాంటోయిక్ మావి,कोरिओलॅंटोइक प्लेसेंटा
కోరియన్,कोरियन
కొరియోనిక్ కార్టికోట్రోపిన్,कोरिओनिक कॉर्टिकोट्रोपिन
కొరియోనిక్ గోనాడోట్రోపిన్,कोरिओनिक गोनाडोट्रोपिन
కొరియోనిక్ థైరోట్రోపిన్,कोरिओनिक थायरोट्रोपिन
కోరోయిడ్,कोरिओड
క్రోమాటిడ్,क्रोमॅटिड
క్రోమాటిన్ ఫైబర్,क्रोमॅटिन फायबर
క్రోమాటిన్,क्रोमॅटिन
క్రోమాటోగ్రాఫిక్ టెక్నిక్,क्रोमॅटोग्राफिक तंत्र
క్రోమాటోగ్రఫీ,क्रोमॅटोग्राफी
క్రోమాటోఫోర్,क्रोमेटोफोर
క్రోమోజెనిక్ ఉపరితలం,क्रोमोजेनिक सब्सट्रेट
క్రోమోనెమా,क्रोमोनेमा
క్రోమోఫోర్,क्रोमोफोर
క్రోమోప్లాస్ట్,क्रोमोप्लास्ट
క్రోమోజోమల్ అబెర్రేషన్,क्रोमोसोमल विकृती
క్రోమోజోమ్ లోపం,क्रोमोसोमल दोष
క్రోమోజోమ్ మ్యాపింగ్,क्रोमोसोम मॅपिंग
వంశపారంపర సిద్ధాంతం,आनुवंशिकतेचा गुणसूत्र सिद्धांत
వారసత్వం యొక్క సిద్ధాంతము,वारशाचा गुणसूत्र सिद्धांत
దీర్గకాలిక శ్వాసకోశ సంబంధిత వ్యాది,तीव्र ब्राँकायटिस
దీర్ఘకాలిక మైయోయిడ్ లుకేమియా,क्रॉनिक मायोइड ल्यूकेमिया
క్రానికల్,क्रॉनिकल
కాలక్రమానుసారం,कालक्रमानुसार
క్రిసాన్తిమం సినెరరియల్ఫోలియం,क्रायसॅन्थेमम सिनेरीरियलफोलियम
క్రిసాన్తిమం సూచిక,क्रायसॅन्थेमम इंडिकम
క్రింథెము రోసెమ్,क्रायंथेमम रोझम
క్రిసోఫైటా,क्रिसोफिटा
క్రిసోఫైట్,क्रिसोफाइट
కైలోమిక్రాన్,क्लोमिक्रॉन
చిమ్,चिम
చిమోట్రిప్సిన్,Kymotrypsin
సికాడా,सिकाडा
CICER ARIETINUM,सिकर एरिएटिनम
సిచ్లిడ్ చేప,सिच्लिड फिश
సి-హోరిజోన్,सी-होरिझोन
సిలియా,सिलिया
సిలియరీ బాడీ,सिलीरी बॉडी
సిలియరీ గ్యాంగ్లియన్,सिलीरी गॅंग्लियन
సిలియరీ కదలిక,सिलीरी चळवळ
సిలియరీ,सिलीरी
సిలియేట్,सिलीएट
గోళ్ళు,सिलियम (सिलिया)
సిన్చోనా,सिंचोना
సియోనా,सिओना
సిప్రోఫ్లోక్సాసిన్,सिप्रोफ्लोक्सासिन
ప్రసరణ,अभिसरण
ప్రసరణ వ్యవస్థ,वर्तुळाकार प्रणाली
సర్కోఎసోఫాగియల్ కమీషర్,Surerosophageal कमिशन
సిరోస్,सिरोझ
సిరోసిస్,सिरोसिस
సిరస్,सिरहस
సిస్టెర్నా,सिस्टर्ना
సిస్ట్రాన్,मिस्ट्रॉन
సిట్రూలిన్,सिट्रुलीन
సిట్రస్ పండు,लिंबूवर्गीय फळ
క్లాడిస్టిక్స్,क्लेडिस्टिक्स
క్లాడోడ్,क्लेडोड
క్లాడోఫోరా,क्लेडोफोरा
క్లారియాస్ గారిపినస్,क्लेरियस गॅरीपिनस
తరగతి,वर्ग
తరగతి,वर्ग
వర్గీకరణ,वर्गीकरण
క్లావిసెప్స్,क्लेव्हिसेप्स
క్లావికిల్,क्लेव्हिकल
పంజా లేని అంకె,क्लॉलेसलेस अंक
మట్టి,क्ले
క్లీవేజ్ కణుపు,क्लीवेज फ्यूरो
క్లిస్టోగామస్,क्लीस्टोगॅमस
క్లెమాటిస్,क्लेमाटिस
వాతావరణం,हवामान
వాతావరణ జోన్,हवामान क्षेत्र
వాతావరణ పరామితి,हवामान पॅरामीटर
క్లైమాక్స్ కమ్యూనిటీ,क्लायमॅक्स समुदाय
అధిరోహకుడు,गिर्यारोहक
ఎక్కడం,चढणे
క్లినికల్ కాలం,क्लिनिकल कालावधी
క్లిటెల్లార్,क्लीटलर
క్లిటెల్లమ్,क्लीटेलम
క్లిటోరియా,क्लीटोरिया
స్త్రీగుహ్యాంకురము,क्लिटोरिस
క్లోకా,क्लोका
క్లోనల్ ఫ్రాగ్,क्लोनल बेडूक
క్లోనల్ ప్రచారం,क्लोनल प्रसार
క్లోనల్ ఎంపిక,क्लोनल निवड
క్లోన్,क्लोन
క్లోనింగ్,क्लोनिंग
దగ్గరి వివాహం,जवळचे लग्न
క్లోజ్డ్ సిస్టమ్,बंद प्रणाली
క్లోస్ట్రిడియం,क्लोस्ट्रिडियम
క్లోస్ట్రిడియం బ్యూటిలిసియం,क्लोस्ट्रिडियम ब्यूटिलिसियम
క్లాట్ బస్టర్,क्लॉट बस्टर
రక్తం గడ్డకట్టడం,रक्ताची गठ्ठा
క్లోవర్ బీన్,क्लोव्हर बीन
క్లోవర్-లీఫ్ మోడల్,क्लोव्हर-लीफ मॉडेल
విదూషకుడు చేప,जोकर मासे
Cnidarians,Cnidarians
Cnidoblist,Cnidoblast
కోజర్వేట్,कोअरव्हॅरेट
ముతక సర్దుబాటు నాబ్,खडबडीत समायोजन नॉब
ముతక ఇసుక,जाड वाळु
తీరప్రాంత డూన్,किनारपट्टीचा ढिगा .्या
వంశము,किनारपट्टी कोळंबी संस्कृती फार्म
కోబాల్ట్,कोबाल्ट
కొకైన్,कोकेन
కోకిడియోసిస్,कोकिडिओसिस
కోకస్,कोकस
కోకిక్స్,Coccyx
కోక్లియా,कोक्लीया
కోక్లియా,कोक्लीया
కోకన్,कोकून
కోడెడ్ జన్యు కార్యక్రమం,कोड केलेले अनुवांशिक प्रोग्राम
కోడైన్,कोडिन
కోడింగ్,कोडिंग
కోడింగ్,कोडिंग
కోడింగ్,कोडिंग
కోడింగ్ స్ట్రాండ్,कोडिंग स्ट्रँड
కోడోమైనాన్స్,कोडिनन्स
కోడాన్,कोडन
సహకారం,COELENTERATE
కోలెంటెరాన్,कोलेन्टरन
సెలియక్ గ్యాంగ్లియన్,सेलिआक गॅंग्लियन
కోలోమేట్,कोलोमेट
కోలోమ్,कोयलोम
కోలోమిక్ ఎపిథీలియం,कोयलोमिक एपिथेलियम
కోయిలోమిక్ ఫ్లూయిడ్,कोयलोमिक फ्लुइड
కోలోమో సాక్,कोयलोमो सॅक
కోనోసైటిక్,कोनोसाइटिक
కోనోపోడియాసి,कोएनोपोडियासी
కోఎంజైమ్,कोएन्झाइम
సహ పరిణామం,सह-उत्क्रांती
సహ-విస్తరణ,सह-उत्कटता
సహ-కారకం,सह-घटक
సమన్వయం,एकत्रीकरण
సమన్వయ శక్తి,एकत्रित शक्ती
సమన్వయ సిద్ధాంతం,एकत्रित सिद्धांत
సమన్వయ-టెన్షన్-ట్రాన్స్పిరేషన్,एकत्रीकरण-तणाव-ट्रान्सपायरी
కోహోర్ట్,कोहोर्ट
స్పైరల్‌గా లేదా హెలిక్‌గా కాయిల్డ్,आवर्तपणे किंवा हेल्कली कॉलेड
కాయిల్డ్,Colled
కోయిటస్,कोयटस
కోయిటస్ అంతరాయం (ఉపసంహరణ),कोयटस इंटरप्टस (पैसे काढणे)
కొల్చిసిన్,कोल्चिसिन
కొల్చికమ్ శరదృతువు,कोल्चिकम शरद .तूतील
కోల్డ్ బ్లడెడ్,शांत रक्ताचा
కోల్డ్ ఎడారి,थंड वाळवंट
కోల్డ్ రిసెప్టర్,कोल्ड रिसेप्टर
కోలియోప్టెరాన్,कोलियोप्टेरन
కోలియోప్టైల్,कोलिओप्टिल
కోలియోర్హిజా,कोलोरहिझा
కోలియస్,कोलियस
కొల్లాజెన్,कोलेजन
కొల్లాజెన్ ఫైబర్,कोलेजन फायबर
కాలర్,कॉलर
అనుషంగిక గ్రంథి,संपार्श्विक ग्रंथी
గొట్టం సేకరించడం,ट्यूब्यूल गोळा करीत आहे
వాహిక సేకరణ,नलिका गोळा करणे
కొల్లెటోట్రిచమ్,कोलेटोट्रिचम
కొలోబ్లాస్ట్ సెల్,कोलोब्लास्ट सेल
ఘర్షణ,कोलोइड
ఘర్షణ,कोलोइडल
కోలోకాసియా,कोलोकेशिया
పెద్దప్రేగు,कोलन
వలస రూపం,वसाहती फॉर्म
కలోనియల్ నోస్టాక్,वसाहती एनओएसटीओसी
వలసరాజ్యం,वसाहतवाद
కాలనీ,कॉलनी
కొలొస్ట్రమ్,कोलोस्ट्रम
రంగు అంధత్వం,रंग अंधत्व
కాలమ్ క్రోమాటోగ్రఫీ,स्तंभ क्रोमॅटोग्राफी
బెర్టిని కాలమ్,बर्टिनीचा स्तंभ
స్తంభ ఎపిథీలియం,स्तंभ एपिथेलियम
దువ్వెన ప్లేట్,कंघी प्लेट
సంయోజక్రియ,एकत्रित रोगप्रतिकारक कमतरता सिंड्रोम
సంయుక్త బరువు,एकत्रित वजन
దువ్వెన-జెల్లీ,कंघी-जेली
దహన,ज्वलन
దహన ప్రక్రియ,दहन प्रक्रिया
కామా,स्वल्पविराम
ప్రారంభం,Comensalism
కమీసురల్ నౌక,कमिशनल जहाज
సాధారణ పూర్వీకుడు,सामान्य पूर्वज
సాధారణ కరోటిడ్ ధమని,सामान्य कॅरोटीड धमनी
కామన్ ఇండియన్ టోడ్,सामान्य भारतीय टॉड
కమ్యూనిటీ వైవిధ్యం,समुदाय विविधता
కమ్యూనిటీ ఇంటరాక్షన్,समुदाय संवाद
సంపీడనం,कॉम्पॅक्शन
కంపానియన్ సెల్,कंपेनियन सेल
తులనాత్మక శరీర నిర్మాణ శాస్త్రం,तुलनात्मक शरीरशास्त्र
తులనాత్మక పదనిర్మాణం,तुलनात्मक मॉर्फोलॉजी
అనుకూలత,सुसंगतता
అనుకూలత,सुसंगतता
పరిహార పునరుత్పత్తి,भरपाई पुनर्जन्म
సమర్థ సెల్,सक्षम सेल
సమర్థ హోస్ట్,सक्षम होस्ट
పోటీ,स्पर्धा
పోటీ నిరోధం,स्पर्धात्मक प्रतिबंध
పోటీ నిరోధకం,स्पर्धात्मक अवरोधक
పరిపూరత,पूरकता
కాంప్లిమెంటరీ ఫిల్టర్,पूरक फिल्टर
పరిపూరకరమైన జన్యువు,पूरक जनुक
పరిపూరకరమైన జత,पूरक जोडी
పూర్తి జీర్ణవ్యవస్థ,पूर्ण पाचन तंत्र
పూర్తి అనుసంధానం,पूर्ण दुवा
పూర్తి ఆక్సీకరణ,पूर्ण ऑक्सिडेशन
క్లిష్టమైన,कॉम्प्लेक्स
క్లిష్టమైన,कॉम्प्लेक्स
క్లిష్టమైన,कॉम्प्लेक्स
సంక్లిష్ట కణజాలం,कॉम्प्लेक्स टिश्यू
మిశ్రమ,संमिश्र
కాంపౌండ్ కోరిఎంబి,कंपाऊंड कोरीएमबी
సమ్మేళనం ఎపిథీలియం,कंपाऊंड एपिथेलियम
కాంపౌండ్ కళ్ళు,कंपाऊंड डोळे
సమ్మేళనం అంబెల్,कंपाऊंड अंबेल
కంపల్సివ్ చర్య,सक्तीची क्रिया
గణన జీవశాస్త్రం,संगणकीय जीवशास्त्र
కంప్యూటెడ్ టోమోగ్రఫీ,संगणकीय टोमोग्राफी
కంప్యూటర్ స్క్రీన్,संगणकाचा पडदा
సాంద్రీకృత మూత్రం,एकाग्र मूत्र
ఏకాగ్రత,एकाग्रता
ఏకాగ్రత ప్రవణత,एकाग्रता ग्रेडियंट
భావన,संकल्पना
సంగ్రహణ,संक्षेपण
సంగ్రహణ,संक्षेपण
సంగ్రహణ డీకోండెన్సేషన్ చక్రం,कंडेन्सेशन डिकॉन्डेन्सेशन सायकल
ఘనీకృత రాష్ట్రం,कंडेन्डेड स्टेट
కండెన్సర్ లెన్స్,कंडेन्सर लेन्स
షరతులతో,सशर्त
షరతులతో,सशर्त
నాడిలో ప్రేరణ,मज्जातंतू आवेग
నీటి ప్రసరణ,पाणी वाहून नेणे
కండక్టివ్ ఎలక్ట్రోలైట్ జెల్,प्रवाहकीय इलेक्ट्रोलाइट जेल
కోన్,सुळका
అనుగుణంగా,अनुरुप
కన్ఫార్మర్,कॉन्फॉर्मर
పుట్టుకతో వచ్చేది,जन्मजात
శంఖాకార మూలం,शंकूच्या आकाराचे मूळ
శంఖాకార,शंकूच्या आकाराचे
కోనిడియా,कॉनिडिया
కోనిఫెర్,कॉनिफर
కోనిఫెరే,कॉन्फेरिए
కోనిఫెరోప్సిడా,कॉनिफेरोप्सिडा
