Odiya,English
1. ନିଷ୍କାସନ 2. ବୁଡ୍ ଅପସାରଣ |,disbudding
1. ହଳ ହଳ କରିବା 2. ଘୂର୍ଣ୍ଣନ |,discing
ରିହାତି,discount
ନିରାକରଣ,disinfection
1. ବିଚ୍ଛେଦ 2. ବିଛାଇବା |,dispersion
1. ବିଛାଇବା 2. ଭିନ୍ନତା |,dissemination
ବିବିଧକରଣ,diversification
ବିବିଧ କୃଷି |,diversified farming
dna step,DNA Ladder
DNA | ରସିଦ,DNA receptor
ଡକ୍ ନିଯୁକ୍ତି |,dockage
ପ୍ରଭାବଶାଳୀ |,dominant
ଶୋଇବା,dormancy
1. ପରିମାଣ 2. ଡୋଜ୍ 3. ଡୋଜ,dose
ଡବଲ୍ ସିଗମଏଡ୍ ବକ୍ର,douole sigmoid curve
1. ଗସ୍ତ 2. ବିସ୍ତାର,draft (draught)
1. ନିଷ୍କାସନ ଡ୍ରେନ୍ 2. ପ୍ରବାହିତ,drain
ଜଳ ନିଷ୍କାସନ,drainage
ଟ୍ରାକ୍ସନ୍,draw
1. medicine ଷଧ ଦିଅ,drenching
ପ୍ରସାଧନ ସାମଗ୍ରୀ (ମଞ୍ଜି),dressing (seed)
1. ଆଗର୍ 2. ଅସ୍ଥାୟୀ ଦୋଷ 3. ଡ୍ରିଲ୍ 4. ଆଗର୍ |,drill (n.)
1. ଛିଦ୍ର 2. ଡ୍ରିଲ୍ 3. ଡ୍ରିଲ୍ |,drilling (ag. engg)
1. ଡ୍ରିଲିଂ 2. ଡ୍ରିଲ ସହିତ ବୁଣିବା 3. ଡ୍ରିଲ ସହିତ ing ାଳିବା |,drilling (agronomy)
ଡ୍ରପ୍ ଜଳସେଚନ,drip irrigation
ଶୁଖିଲା ଚାଷ,dryland farming
1. ଧୂଳି 2. ବୁକନି |,dust
1. ଧୂଳି 2. ଛିନ୍ନଛତ୍ରକାରୀ |,duster
ଛିଞ୍ଚିବା ପାଇଁ |,dusting
1. ବଧୂ 2. ଭାମନା |,dwarf
ଭାମନା ପିରାମିଡ୍ |,dwarf pyramid
ଭାମିନୀ ଭବନ,dwarfing
ପରିବେଶ,ecology
ଅର୍ଥନୀତି,econometrics
ଅର୍ଥନ efficiency ତିକ ଦକ୍ଷତା |,economic efficiency
ପରିସ୍ଥିତି ପ୍ରକାର |,ecotype
ଅତିରିକ୍ତ ସ୍ତରୀୟ |,ectotrophic
ନରମ,edaphic
ମୃତ୍ତିକା ବିଜ୍ଞାନ |,edaphology
1. ବ୍ରିଜ୍ 2. ଏଡିଙ୍ଗ୍ 3. ଷ୍ଟ୍ରାଣ୍ଡ୍ ବନ୍ଦ |,edging
ଖାଦ୍ୟ ଅଂଶ,edible part
ଚାହିଦା,elasticity of demand
ଉତ୍ପାଦନ ଇଲାସ୍ଟିସିଟି |,elasticity of production
ଇଲେକ୍ଟ୍ରୋଲାଇସିସ୍,electrolysis
ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |,electrophoresis
ବାଷ୍ପୀକରଣ,eluviation
1. ଡିକାପିଟେଟର୍ 2. ଷ୍ଟେରିଲାଇଜର୍ 3. ଡେକାପିଟେଟର୍ 4. ଷ୍ଟେରିଲାଇଜର |,emasculator
1. ୱେର୍ ବାଣ୍ଡି 2. ଷ୍ଟ୍ରବାବାଣ୍ଡି |,embanking
ଭ୍ରୁଣ,embryo
1. ଭ୍ରୁଣ ବିଜ୍ଞାନ 2. ପଦାର୍ଥ ବିଜ୍ଞାନ |,embryology
1. ପ୍ରସ୍ଥାନ 2. ପ୍ରସ୍ଥାନ,emergence
ଏମୁଲେସିଫାୟର୍ |,emulsifier
ଏଣ୍ଡୋଜେନସ୍ |,endogenous
ଆନ୍ତ a- ବିନ୍ଦୁ ବିଭାଜନ |,endomitosis
ଆନ୍ତ a- ପରଜୀବୀ |,endoparasite
ଏଣ୍ଡୋସ୍ପର୍ମ |,endosperm
ଉଦ୍ୟୋଗ,enterprise
ଏଣ୍ଟୋମୋଲୋଜି |,entomology
ପରିବେଶ,environment
1. ଏନଜାଇମ୍ 2. ଏନଜାଇମ୍ |,enzyme
କ୍ଲଷ୍ଟର ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |,epicotyl grafting
1. ଏପିଫାଇଟ୍ 2. ଏପିଫାଇଟ୍ |,epiphyte
ଇକ୍ୱିଟି,equity
ବିଲୋପ,eradication
ଜରୁରୀ ପୋଷକ ତତ୍ତ୍ୱ |,essential nutrients
1. ମାପ 2. ଡେଇଁବା 3. ମୂଲ୍ୟାଙ୍କନ |,estimation
ସୁନ୍ଦରତା,etiolation
ସୁଜନିକ୍ |,eugenic
ମୂଲ୍ୟାଙ୍କନ,evaluation
ବାଷ୍ପ ଗେଜ୍ |,evaporimeter
ବାଷ୍ପୀକରଣ,evapo-transpiration
ଅନନ୍ତ ବିପ୍ଳବ |,evergreen revolution
1. ଚିର ସବୁଜ 2. ଚିର ସବୁଜ |,evergreen
ବିକାଶ,evolution
ବିଛିନ୍ନ ହେବା,excise
ପାରିକଶାୟ (ଉର୍ବରତା),exhaustion (fertility)
ଶୋଷଣ,exploitation
1. ଅନୁସନ୍ଧାନ 2. ଅନୁସନ୍ଧାନ,exploration
1. ନିର୍ବାହ 2. ନିର୍ଗମନ,extrusion
ଆଖି,eye (sugarcane/potato)
1. କାରକ 2. ଉପାଦାନ 3. କାରକ 4. ଉତ୍ସ |,factor
କାରକ ଉତ୍ପାଦକତା |,factor productivity
ବ୍ୟବସାୟୀଙ୍କ ରିହାତି,factorage
ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ବ୍ଲକ୍ ଡିଜାଇନ୍ |,factorial block design
ବିକଳ୍ପ,facultative
1. ପାଟି 2. ପାଲିହାର |,fallow
ମୋଟ,family
କ୍ଷେତ୍ର ମୂଲ୍ୟାଙ୍କନ |,farm appraisal
ଚାଷ ବଜେଟ୍,farm budgeting
କୃଷି ବ୍ୟବସାୟ,farm business
କ୍ଷେତ୍ର ଯୋଜନା,farm planning
1. କୃଷକ 2. କୃଷକ,farmer
1. କୃଷି 2. ଚାଷ,farming
ଧକ୍କା |,fasciation
ଏକାଧିକ ପ୍ରଜନନ |,fecundation
fermentation,fermentation
ଉର୍ବରତା |,fertility
ସାର,fertilizer
ସାର ବ୍ୟବହାର ଦକ୍ଷତା |,fertilizer use efficiency
ଫାଇବ୍ରସ୍ |,fibrous
1. ଚାଷ 2. କ୍ଷେତ୍ର 3. ସ୍ଥାନ,field
ମୃତ୍ତିକା ଜଳ ଧାରଣ,field capacity
କ୍ଷେତ୍ର ପ୍ରଦର୍ଶନ,field demonstration
1. ଅସ୍ଥିରତା 2. ସ୍ଥିରତା 3. ସ୍ଥିରତା |,fixation
1. ଅବନତି 2. ଗର୍ଭଧାରଣ,flooding
ପ୍ରବାହ ଚିତ୍ର,flow diagram
ଖାଦ୍ୟ ମୂଲ୍ୟ,food value
ଖାଇବାକୁ |,forage (fodder)
ପୂର୍ବାନୁମାନ,forecasting
ଜଙ୍ଗଲ,forest
ବୃକ୍ଷରୋପଣ,forestation
1. ତାଡପର୍ନ୍ 2. ଫର୍ମ |,frond
ବରଫ ପ୍ରତିରୋଧକ |,frost resistant
1. ପାଲା 2. ବ୍ଲାଇଟ୍ |,frost
1. ଫ୍ରିଜ୍,frozen (fruit & vegetable)
କାର୍ଯ୍ୟ,fructification
1. ଫଳ ପତନ 2. ଫଳ ପତନ |,fruit drop
ଫଳ ପାଅ |,fruit -set (fruit setting)
1. ଧୂମପାନ,fumigation
ଫଙ୍ଗିସାଇଡ୍ |,fungicide
ଆଣ୍ଟିଫଙ୍ଗାଲ୍ |,fungistatic
କବକ,fungus
1. ଖୁଦ୍ 2. ସୀତା |,furow
1. ଫ୍ୟୁଜନ୍ 2. ଫ୍ୟୁଜନ୍ |,fusion
ସୂତା ଲୋମ,fuzz
ଲୋମଶାଳୀ |,fuzzy
1. ବୃକ୍ଷ ଅଲସର 2. ପିଟିକା |,gall (Hort)
1. ଗ୍ୟାମେଟସ୍,gamete
1. ଉଦ୍ୟାନ 2. ଉଦ୍ୟାନ,garden
1. ପାନ୍ସଲ୍ 2. ହାଇଡ୍ରୋମିଟର |,gauge (water)
ଜିନ୍ ସଂଗ୍ରହ,gene bank
ଜିନ୍ ଟ୍ୟାଗନ୍ |,gene tagging
ବଂଶାନୁକ୍ରମିକ,geneology
ଜିନ୍ ମାନଚିତ୍ର,genetic map
ଜେନେଟିକ୍ସ,genetics
1. ଜେନୋମ୍ 2. ସାଙ୍ଗେନ |,genome
ସଞ୍ଜିନୀ ସଂଗ୍ରହ |,genomic library
ଜେନୋମିକ୍ସ,genomics
ଜେନୋଟାଇପ୍,genotype
1. ଜିନ୍ ଗଠନ 2. ଜିନ୍ ପ୍ରକାର |,genotype
ଲିନେଜ୍ |,genus
ବଂଶ 2. ବଂଶ,genus
1. ଜର୍ମ 2. ଜର୍ମ,germ
ଜୀବାଣୁ,germicide
ଅଙ୍କୁର,germination
1. ଜର୍ମପ୍ଲାସ୍ 2. ଜର୍ମପ୍ଲାସ୍ |,germplasm
ଗିବରେଲିକ୍ ଏସିଡ୍ |,gibberellic acid
ସଂଗ୍ରହ,ginning
ତୁଷ,glume
1. ଗ୍ଲୁଟେନ୍ 2. ଗ୍ଲୁଟନ୍ |,glutinous
ଗ୍ଲାଇକୋଲିସିସ୍,glycolysis
ଭଲ,gneiss
ସୁବର୍ଣ୍ଣ ବିପ୍ଳବ |,golden revolution
1. ବର୍ଗୀକରଣ 2. ବର୍ଗୀକରଣ 3. ସ୍ତରକରଣ,grading
1. ଗ୍ରାଫ୍ଟେଡ୍ ପ୍ଲାଣ୍ଟ 2. ପେନୁମ୍ବ୍ରାଲ୍ ପ୍ଲାଣ୍ଟ |,grafted plant
କଲମ ଅସଙ୍ଗତ |,graft-incompatible
ଗ୍ରାନା,granna
ଗ୍ରାନ୍ୟୁଲେସନ୍,granulation
ସବୁଜ ଖତ,green manure
ସବୁଜ ବିପ୍ଳବ |,green revolution
ଅଭିବୃଦ୍ଧି ଏବଂ ବିକାଶ,growth and development
1. ଗୁଣ୍ଡ ରୋଗ,gummosis
ହେଟେରୋଜକ୍ସୁଆଲ୍ |,gynodioecious
1. ପ୍ରକୃତି 2. ପ୍ରକୃତି 3. ରୂପଗୁନା 4. ଦୃଶ୍ୟ |,habit
1. ଓଲା 2. କରକାପତ୍ 3. କର୍କା |,hail
ରୋମିଲୱାଚ୍ |,hairyvetch
ସାଲାଇନ୍ ସିଷ୍ଟ୍ |,halophyte
harrow,harrow
1. ଅମଳ ସୂଚକାଙ୍କ 2. ଅମଳ ସୂଚକାଙ୍କ |,harvest index
1. ଅମଳ 2. ଅମଳ ହୋଇଥିବା ଫସଲ 3. ସମାପ୍ତ ଫସଲ 4. ଅମଳ |,harvest
1. କାଟିବା 2. ଅମଳ 3. ଅମଳ କରିବା |,harvesting
1. ଅଣ୍ଡା ଦେବା 2. ଅଣ୍ଡା ବଳ |,hatch
ଶୁଖିଲା ଘାସ |,hay
ଶୁଖିଲା ଫିଡ୍ |,haylage
ganji,haystock
କୁହୁଡି,haze
ଦୁର୍ବଳ,hazy
1. ବାଲି 2. ସୀତା 3. ମୁଣ୍ଡକ 4. ଶୀର୍ଷ 5. ମୁଣ୍ଡ 6. ସିରା |,head (Agro)
ଗଭୀରର ଶେଷ,head (of channel)
ଉପର ଛେଦନ,heading back
ବାଡ଼,hedge
ହେପାଜତ,hedging
କୁଣ୍ଡାଲିନି |,helix
ହେମାଟାଇଟ୍ |,hematite
1. b ଷଧ 2. b ଷଧ |,herb
1. ବଟାନିକାଲ୍ କଲେକ୍ସନ୍ 2. ବଟାନିକାଲ୍ ସଂଗ୍ରହାଳୟ |,herbarium
b ଷଧୀୟ,herbicide
ବଂଶାନୁକ୍ରମିକ,heredity
ବଂଶାନୁକ୍ରମିକ,heretability
ସମଲିଙ୍ଗୀ,hermaphrodite
ହେଟେରୋକ୍ରୋମାଟିକ୍ |,heterochromatic
ହେଟେରୋଫର୍ଟିଲାଇଜେସନ୍ |,heterofertilization
1. ହାଇବ୍ରିଡୋଜ 2. ହେଟେରୋସିସ୍ |,heterosis
ସେକ୍ସକ୍ରୋମୋଜୋମ୍ |,heterosome
ପୋଷଣ,heterotroph
ଷୋଡେସିମାଲ୍ |,hexaploid
ଶୀତଳତା,hibernate
ଉଚ୍ଚ ସାନ୍ଦ୍ରତା ବୃକ୍ଷ ରୋପଣ |,high density planting
1. ପିଣ୍ଡଲକ୍ 2. ପାହାଡ (ଧାନ),hill (rice)
ହିଷ୍ଟୋଗ୍ରାମ୍ |,histogram
ଉଚ୍ଚ ବ tech ଷୟିକ ଉଦ୍ୟାନ କୃଷି |,hitech horticulture
1.curd 2. hive,hive
1. ତୃଣକ 2. ତୃଣକ,hoeing
ଧରିବା,holding
ଘରୋଇ ଚାଷ,home farm
ହୋମିଓଷ୍ଟାସିସ୍ |,homeostasis
ମାତୃଭୂମି,homestead
ଏକତା,homogeneity
1. ସମଲିଙ୍ଗୀ 2. ସମଲିଙ୍ଗୀ |,homogenous
ସହାନୁଭୂତି,homologus
ସମଲିଙ୍ଗୀ,homozygote
1. ଖୁରଲିକା 2. ଖାଦ୍ୟ ପାତ୍ର 3. ହାପର୍ |,hopper
1. ସ୍ତର 2. ରାଶି,horizon
ଉଦ୍ୟାନ କୃଷି ଫସଲ |,horticultural crops
1. ଉଦ୍ୟାନ କୃଷି 2. ଉଦ୍ୟାନ କୃଷି 3. ଉଦ୍ୟାନ କୃଷି 4. ଉଦ୍ୟାନ କୃଷି,horticulture
