Tamil,Hindi
கணினி நிபுணர்,कंप्यूटर विशेषज्ञ
கணினி வரைகலை,कंप्यूटर ग्राफिक्स
கணினி அறிவுறுத்தல்,कंप्यूटर अनुदेश
"1.கணினி மொழி, 2.கணினி மொழி","1.कंप्यूटर भाषा, 2.अभिकलक भाषा"
"1. கணினி நெட்வொர்க், 2. கணினி நெட்வொர்க்","1.कंप्यूटर नेटवर्क, 2.कंप्यूटर जालक्रम"
கணினி அறிவியல்,कंप्यूटर विज्ञान
கணினி பாதுகாப்பு,कंप्यूटर सुरक्षा
கணினி உருவகப்படுத்துதல்,कंप्यूटर अनुकरण
கணினி நிபுணர்,कंप्यूटर विशेषज्ञ
கணினிமயமாக்கல்,कंप्यूटरीकरण
கணினி நிபுணர்,कंप्यूटरविद्
கணினிமயமாக்கல்,कंप्यूटरीकरण
"1. கணக்கீடு, 2. கணக்கீடு","1.अभिकलन, 2. कंप्यूटन"
கருத்து,संकल्पना
"1.சமச்சீர், 2.ஒத்திசைவு, 3.ஒற்றுமை","1.समरूपता, 2.सहसंगता, 3.संगमन"
"ஒரே நேரத்தில், ஒரே மாதிரியான","संगामी, समरूपी"
கட்டுப்பாடு மாறி,प्रतिबंध चर
கட்டுப்படுத்தப்பட்ட ஆபரேட்டர்,प्रतिबंधित संकारक
கட்டுப்படுத்தப்பட்ட அறிக்கை,प्रतिबंधित कथन
இயக்கி,चालक
"1.தொலைவு மாநாடு, 2.மாநாடு","1.दूर सम्मेलन, 2.सम्मेलन"
தனியுரிமை,गोपनीयता
"1.கட்டமைப்பு, 2.கட்டமைப்பு","1.संविन्यास, 2.संरूपण"
நெரிசல்,संकुलन
சேர்க்கை,संयोजन
இணைப்பு வேகம்,संबंधन गति
இணைப்பு,संबंधन
தொடர்பு இல்லாத தொடர்பு,संबंधन रहित संचार
இணைப்பு வெளியீடு,संबधन मुक्ति
இணைப்பு,संयोजकता
"1.இணைப்பான், 2.இணைப்பான்","1.संबंधक, 2.संयोजक"
தொடர்ச்சியாக,क्रमागत
பின்தொடரவும்,अनुवर्ती
பணியகம்,कन्सोल
ஒருங்கிணைப்பு,समेकन
"1.அசோசியேட், 2. நிலையான","1.नियतांक, 2. स्थिरांक"
நிலையான அறிவுறுத்தல்,अचर अनुदेश
கட்டுப்படுத்தப்பட்டது,प्रतिबंधित
கட்டமைப்பாளர்,संरचक
பானை,पात्र
"1. உள்ளடக்கம், 2. பகுதிகள்","1.अन्तर्वस्तु, 2.अंश"
சூழல்,सन्दर्भ
சூழல் இலவச இலக்கணம் (cfg),सन्दर्भ मुक्त व्याकरण (सी एफ जी)
சூழல் சுவிட்ச்,सन्दर्भ स्विच
"1.சாதாரண, 2.தொடர்ச்சி","1.आकस्मिक, 2.आकस्मिकता"
முரண்பாடு,विसंगति
மாறுபாடு,विपर्यास
கட்டுப்பாடு,नियंत्रण
கட்டுப்பாட்டு மண்டலம்,नियंत्रण क्षेत्र
கட்டுப்பாட்டு பிட்,नियंत्रण बिट
கட்டுப்பாட்டு பேருந்து,नियंत्रक बस
கட்டுப்பாட்டு அட்டை,नियंत्रण कार्ड
கட்டுப்பாட்டு சுற்று,नियंत्रण परिपथ
கட்டுப்பாட்டு சக்கரம்,नियंत्रण चक्र
"1. கட்டுப்பாட்டு பொறியியல், 2. கட்டுப்பாட்டு பொறியியல்","1.नियंत्रण अभियांत्रिकी, 2.नियंत्रण इंजीनियरी"
கட்டுப்பாட்டு விசை,नियंत्रण कुंजी
கட்டுப்பாட்டு தர்க்கம்,नियंत्रण तर्क
கட்டுப்பாட்டு வளையம்,नियंत्रण पाश
கட்டுப்பாட்டு அடையாளம்,नियंत्रण चिन्ह
கட்டுப்பாட்டு செயல்பாடு,नियंत्रण संक्रिया
கண்ட்ரோல் பேனல்,नियंत्रण पैनल
கட்டுப்பாட்டு சமிக்ஞை,नियंत्रण संकेत
கட்டுப்பாட்டு சுவிட்ச்,नियंत्रण स्विच
கட்டுப்பாட்டு நாடா,नियंत्रण टेप
"1. கட்டுப்பாட்டு முனையம், 2. கட்டுப்பாட்டு முனையம்","1.नियंत्रण टर्मिनल, 2.नियंत्रण अंतक"
"1. கட்டுப்பாட்டு அலகு, 2. கட்டுப்பாட்டு பிரிவு","1.नियंत्रण एकक, 2. नियंत्रण इकाई"
ஒன்றிணைதல்,अभिसरण
உரையாடல்,संवाद
உரையாடல் அழைப்பு,संवादी काल भाजन
மாற்றம்,रूपांतरण
மாற்றி,परिवर्तक
குக் தேற்றம்,कुक-प्रमेय
இணை செயலி,सह प्रक्रमक
நகல்,प्रतिलिपि
பதிப்புரிமை,सर्वाधिकार
தண்டு,कॉर्ड
"1. கம்பியில்லா தொலைபேசி, 2. கம்பியில்லா தொலைபேசி, 3. கம்பியில்லா தொலைபேசி","1.कॉर्डलेस टेलीफोन, 2. तार रहित टेलीफोन, 3. तार रहित दूरभाष"
துணை தேற்றம்,उपप्रमेय
திருத்தம்,संशोधन
"1. பயன்படுத்த முடியாத, 2. சிதைக்கப்பட்ட","1.अनुपयोगी, 2. विकृत"
கணக்கீடு,गणना
அடித்தவர்,गणक
நாட்டின் குறியீடு,देश कूट
இணை மாறுபாடு,सहप्रसरण
"1. நோக்கம் பகுதி, 2. ஒளிபரப்பு","1.व्याप्ति क्षेत्र, 2. प्रसारण"
சரிவு,ध्वंस
முக்கியமான பாதை,क्रांतिक पथ
முக்கியமான பாதை முறை (CPM),क्रांतिक पथ विधि (सी पी एम)
"1.குறுக்கு சோதனை, 2.குறுக்கு சோதனை","1.प्रति परीक्षण, 2.क्रास जांच"
"1.கிராஸ் புரோகிராமபிள்-பரிமாற்றம், 2. நிரல்படுத்தக்கூடியது","1.क्रॉस क्रमादेश-अंतरक, 2. प्रति क्रमादेश-अंतरक"
பொருத்தமற்ற சமிக்ஞை,अप्रासंगिक सिग्नल
பொருத்தமற்ற பேச்சு,अप्रासंगिक वार्ता
குறியாக்கவியல்,गूढालेखी
"1. மறைநூல், 2. மறைநூல், 3. மறைநூல்","1.गूढालेखन, 2.गूढालेखिकी, 3.क्रिप्टोग्राफी"
நாணய சின்னம்,मुद्रा प्रतीक
தற்போதைய அடைவு,वर्तमान निर्देशिका
தற்போதைய சாளரம்,वर्तमान विंडो
கர்சர்,कर्सर
வளைவு,वक्र
"1. கட் அண்ட் பேஸ்ட், 2. கட் அண்ட் பேஸ்ட்","1.काटो और चिपकाओ, 2.कर्तन और चिपकाना"
வெட்டுதல் முறை,कर्तन विधि
சைபர்,सािबर
கணணி மையம்,सािबर कैफे
இணைய பணம்,सािबर कैश
சைபர்,सािबर अपराध
சைபர் டேலெக்ஸ்,सािबर डेलिक्स
இணைய சட்டம்,सािबर कानून
இணைய செக்ஸ்,सािबर सेक्स
"1. சைபர் சயின்ஸ், 2. சைபர்நெடிக்ஸ்","1.सािबर विज्ञान, 2. साइबरनेटिक्स"
"1.சைபரைசேஷன், 2. இணையமயமாக்கல்","1.सािबरकरण, 2. सािबरीकरण"
மிதிவண்டி,चक्र
"1.சக்ரா நினைவகம், 2.சக்கர நினைவகம்","1.चक्र स्मृति, 2.चक्र मेमोरी"
சுழற்சி இழப்பு,चक्र हरण
சுழற்சி நேரம்,चक्र काल
சுழற்சி,चक्रीय
டீமான்,डेमॉन
டெய்சி வட்டம்,डेजी चक्र
தரவு நிர்வாகி,आँकड़ा प्रशासक
தரவு ஒதுக்கீடு,आँकड़ा नियतन
"1.தரவு புலம், 2.தரவு புலம்","1.आँकड़ा क्षेत्र, 2.डाटा क्षेत्र"
"1.தரவு வரிசை, 2. தரவு வரிசை","1.आँकड़ा सरणी, 2. ऑकड़ा व्यूह"
"1.தரவுத்தளம், 2.தரவுத்தளம்","1.डाटा-बेस, 2. आँकड़ा आधार"
தரவு துண்டு துண்டாக,डाटा विभंग
"1. டேட்டா பஸ், 2. டேட்டா பஸ்","1.आँकडा बस, 2. डाटा बस"
"1.டேட்டா கேரியர், 2.டேட்டா கேரியர்","1.ऑकड़ा वाहक, 2.डाटा वाहक"
தரவு செல்,आँकड़ा कोष्ठिका
"1.டேட்டா சிஸ்டம், 2.டேட்டா சேனல்","1.आँकड़ा प्रणाल, 2. आँकड़ा चैनल"
தரவு தொடர்பு,आँकड़ा संचार
"1.தரவு சுருக்கம், 2.தரவு சுருக்கம்","1.आँकड़ा संपीडन, 2. डाटा संपीडन"
தரவு புலம்,आँकड़ा क्षेत्र
தரவு கோப்பு,आँकड़ा संचिका
"1. தரவு ஓட்டம், 2. தரவு ஓட்டம்","1.आँकड़ा प्रवाह, 2. डाटा प्रवाह"
"1.தரவு ஃப்ளோசார்ட், 2. விளக்கப்படம்","1.आँकड़ा प्रवाह संचित्र, 2.चार्ट"
தரவு படிநிலை,आँकड़ा पदानुक्रम
தரவு நிலை,आँकड़ा स्तर
"1.தரவு சேகரிப்பு, 2.தரவு நூலகம்","1.आँकड़ा संग्रह, 2. आँकड़ा लाइब्रेरी"
தரவு இணைப்பு அடுக்கு,आँकड़ा कड़ी परत
தரவு இணைப்பு அடுக்கு (DLL),आँकड़ा कड़ी परत (डी एल एल)
"1.தரவு மேலாண்மை, 2.தரவு மேலாண்மை","1.आँकड़ा प्रबंधन, 2.डाटा प्रबंधन"
"1.தரவு கணக்கீடு, 2.தரவு கணக்கீடு","1.ऑकड़ा प्रकलन, 2.डाटा प्रकलन"
தரவு செயலாக்க மொழி (DML),आँकड़ा प्रकलन भाषा (डी एम एल)
தரவு மோடம் தரவு மோடம்,"आँकड़ा माडेम, डाटा माडेम"
"1.தரவு மாற்றம், 2.தரவு மாற்றம்","1.आँकड़ा आपरिवर्तन, 2. आँकड़ा आशोधन"
"1.டேட்டா நெட்வொர்க், 2.டேட்டா நெட்வொர்க்","1.आँकड़ा जालक्रम, 2.डाटा नेटवर्क"
"1.டேட்டா ஆபரேஷன், 2.டேட்டா ஆபரேஷன்","1.आँकड़ा संक्रिया, 2.डाटा संक्रिया"
"1. தரவு நிறுவனங்கள், 2. தரவு அமைப்பு","1.आँकड़ा संगठन्अ, 2. डाटा संगठन"
"1. தரவு வெளியீடு, 2. தரவு வெளியீடு","1.आँकड़ा निर्गम, 2.डाटा निर्गम"
"1.தரவு பாதை, 2.தரவு பாதை","1.आँकड़ा पथ, 2. डाटा पथ"
"1.தரவு தயாரித்தல், 2. தரவு தயாரித்தல்","1.आँकड़ा तैयारी, 2. डाटा तैयारी"
"1.தரவு தனியுரிமை, 2.தரவு தனியுரிமை","1.आँकड़ा गोपनीयता, 2. डाटा गोपनीयता"
"1. தரவுச் செயலி, 2. தரவுச் செயலி","1.ऑकड़ा प्रक्रमक, 2. डाटा प्रक्रमक"
"1.தரவு பாதுகாப்பு, 2.தரவு பாதுகாப்பு","1.आँकड़ा रक्षण, 2. डाटा रक्षण"
"1. தரவு பதிவு, 2. தரவு பதிவு","1.आँकड़ा अभिलेख, 2. डाटा अभिलेख"
"1. தரவு மீட்டெடுப்பு, 2. தரவு மீட்டெடுப்பு","1.आँकड़ा पुनः-प्राप्ति, 2. डाटा पुन:प्राप्ति"
"1. தரவு வழக்கம், 2. தரவு வழக்கம்","1.आँकड़ा नेमिक, 2. आँकड़ा रुटीन"
"1.தரவு பாதுகாப்பு, 2.தரவு பாதுகாப்பு","1.आँकड़ा सुरक्षा, 2. डाटा सुरक्षा"
"1.தரவு தொகுப்பு, 2. தரவு தொகுப்பு","1.आँकड़ा समुच्चय, 2. डाटा समुच्चय"
"1.தரவு சமிக்ஞை, 2.தரவு சமிக்ஞை","1.आँकड़ा संकेत, 2.डाटा संकेत"
"1. தரவு அணுகல், 2. தரவு அணுகல்","1.आँकड़ा अभिगम, 2. डाटा अभिगम"
"1.தரவு ஆதாரம், 2.தரவு ஆதாரம்","1.आँकड़ा स्रोत, 2.डाटा स्रोत"
"1.தரவு விவரக்குறிப்பு, 2. தரவு விவரக்குறிப்பு","1.आँकड़ा विनिर्देश, 2. डाटा विनिर्देश"
"1.தரவு மையம், 2.தரவு மையம்","1.आँकड़ा केंद्र, 2. डाटा केंद्र"
"1. தரவு சேமிப்பு, 2. தரவு சேமிப்பு","1.ऑकड़ा भंडारण, 2. डाटा भंडारण"
தரவு சேமிப்பு அமைப்பு,आँकड़ा भंडारण संरचना
"1. தரவுக் கட்டமைப்பு, 2. தரவுக் கட்டமைப்பு","1.ऑकड़ा संरचना, 2. डाटा संरचना"
"1.டேட்டா ஸ்விட்ச், 2.டேட்டா ஸ்விட்ச்","1.आँकड़ा स्विच, 2. डाटा स्विच"
"1.தரவு அட்டவணை, 2.தரவு அட்டவணை","1.आँकड़ा सारणी, 2.डाटा सारणी"
"1.தரவு முடிவு, 2. தரவு முடிவு","1.आँकड़ा अंतक, 2. डाटा अंतक"
"1. டேட்டா டிரான்ஸ்கிரிப்ஷன், 2. டேட்டா டிரான்ஸ்கிரிப்ஷன்","1.आँकड़ा अनुलेखन, 2. डाटा अनुलेखन"
"1.தரவு பரிமாற்றம், 2. தரவு பரிமாற்ற","1.आँकड़ा अंतरण, 2. डाटा अंतरण"
"1. தரவு பரிமாற்றம், 2. தரவு பரிமாற்றம்","1.आँकड़ा संचरण, 2. डाटा संचरण"
"1.டேட்டா டிரான்ஸ்மிஷன் சிஸ்டம், 2.டேட்டா டிரான்ஸ்மிஷன் சிஸ்டம்","1.आँकड़ा संचरण प्रणाली, 2. डाटा संचरण प्रणाली"
"1. தரவு வடிவம், 2. தரவு வடிவம்","1.आँकड़ा प्रारुप, 2. डाटा प्रारुप"
"1. தரவு அலகு, 2. தரவு அலகு","1.आँकड़ा एकक, 2. डाटा एकक"
"1.தரவு சரிபார்ப்பு, 2.தரவு சரிபார்ப்பு","1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण"
தரவுத்தளம்,डाटाबेस
தரவுத்தள நிர்வாகம்,डाटाबेस प्रशासन
தரவுத்தள வடிவமைப்பு,डाटाबेस अभिकल्प
தரவுத்தள மேலாண்மை அமைப்பு,डाटाबेस प्रबंधन तंत्र
"1.டேட்டாகிரேவ், 2.டேட்டாகிரேவ்","1.आँकड़ाग्रेव, 2. डाटाग्रेव"
"1. தரவு, 2. தரவு","1.डेटम, 2. ऑकड़ा"
"1.செயலற்ற மண்டலம், 2.செயலற்ற மண்டலம்","1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र"
முட்டுக்கட்டை,गतिरोध
முட்டுக்கட்டை தடுப்பு,गतिरोध रोकथाम
குறைபாடு நீக்கம்,दोष मार्जन
"1. தீர்ப்பு செல், 2. தீர்ப்பு பெட்டி","1.निर्णय कोष्ठ, 2. निर्णय पेटी"
முடிவெடுக்கும் செயல்முறை,निर्णय निर्धारण प्रक्रम
முடிவு ஆதரவு அமைப்பு,निर्णय सहायक तंत्र
முடிவு மரம்,निर्णय वृक्ष
"1. குறிவிலக்கி, 2. குறிவிலக்கி","1.कुटवाचक, 2. विकोडक"
கலைப்பு கொள்கை,विघटन सिद्धांत
டிகோடிங்,विकोडन
அர்ப்பணிக்கப்பட்ட அமைப்பு,समर्पित प्रणाल
அர்ப்பணிக்கப்பட்ட பத்திரிகை,समर्पित दवारक
நோய்த்தடுப்பு தரவு நெட்வொர்க் (DDN),प्रतिरक्षण आँकडा नेटवर्क (डी डी एन)
நோய்த்தடுப்பு தகவல் அமைப்பு,प्रतिरक्षण सूचना प्रणाली
ஒருங்கிணைப்பு,एकीकरण
தாமதம்,विलंब
தாமத கவுண்டர்,विलंब गणक
தாமத நேரம்,विलंब काल
"1.நீக்கு, 2.நீக்கு","1.मिटाना, 2. हटाना"
நீக்குதல் பதிவு,विलोपन अभिलेख
பிரிப்பான்,परिसीमक
டெல்டா பண்பேற்றம்,डेल्टा माँडुलन
கோரிக்கை பக்கம்,माँग पृष्ठन
செயல்திறன்,प्रदर्शन
டிமாடுலேஷன்,विमाडुलन
வி-மல்டிபிளெக்சர்,वि-बहुसंकेतक
இயல்புநிலைப்படுத்தல்,असमान्यीकरण
"1. அடர்த்தி, 2. அடர்த்தி","1.घनत्व, 2. सधनता"
"1. சார்பு, 2. சார்பு","1.आश्रिता, 2. निर्भरता"
சார்பு அலகு,आश्रित एकक
வரிசை,विपंक्ति
"1. dereference, 2. dereference","1.अपनिर्देशन, 2. अपसंदर्भन"
பெறப்பட்ட மரம்,व्युत्पन्न वृक्ष
பெறப்பட்ட புலம்,व्युत्पन्न क्षेत्र
இறங்கு வகை,अवरोही छंटाई
வடிவமைப்பு,अभिकल्प
மேசை கால்குலேட்டர்,डेस्क परिकलक
டெஸ்க்டாப் கணினிகள்,डेस्कटॉप कंप्यूटर
டெஸ்க்டாப் விளக்கக்காட்சி,डेस्कटॉप प्रस्तुतिकरण
டெஸ்க்டாப் வெளியீடு,डेस्कटॉप प्रकाशन
டெஸ்க்டாப் வீடியோ,डेस्कटॉप वीडियो
இலக்கு முகவரி,गंतव्य पता
"1. அழிப்பவர், 2. அழிப்பவர்","1.विनाशक, 2.अपध्वंशक"
தீர்மானிக்கும் தானியங்கு,निर्धारणात्मक ऑटोमेटा
டெவலப்பர்,विकासक
வளர்ச்சி அமைப்பு,विकास तन्त्र
சாதனம்,युक्ति
சாதன கட்டுப்பாட்டு அலகு,युक्ति नियंत्रण एकक
சாதனம் கட்டுப்படுத்தி,युक्ति नियंत्रक
சாதன மேலாண்மை,युक्ति प्रबंधन
சாதன முறை,युक्ति विधा
நோய் கண்டறிதல்,निदान
கண்டறியும் அமைப்பு,निदानी तंत्र
"1. கண்டறிதல், 2. கண்டறிதல்","1.निदान, 2. निदानिकी"
வரைபடம்,आरेख
டயல்,डायल
டயல் வரி,डायल लाइन
டயல் தொனி,डायल टोन
அழைக்கவும்,डायल अप
"1. உரையாடல், 2. உரையாடல்","1.संवाद, 2. वार्तालाप"
உரையாடல் அறை,वार्तालाप कोष्ठ
டயல்அப் மோடம்,डायलअप मॉडम
காப்பீடு,विमा
அகராதி,शब्दकोश
"1. வேறுபாடு, 2. வேறுபாடு","1. अवकलन, 2. विभेदन"
எண்ணியல்,अंकीय
டிஜிட்டல் அமைப்பு,अंकीय प्रणाल
டிஜிட்டல் சுற்று,अंकीय परिपथ
டிஜிட்டல் கணினி,अंकीय कंप्यूटर
"1.டிஜிட்டல் டேட்டா, 2.டிஜிட்டல் டேட்டா","1.अंकीय आँकड़ा, 2.अंकीय डाटा"
டிஜிட்டல் வசதி,अंकीय सुविधा
டிஜிட்டல் வடிகட்டி,अंकीय फिल्टर
டிஜிட்டல் நூலகம்,अंकीय लाइब्रेरी
டிஜிட்டல் பண்பேற்றம்,अंकीय माडुलन
"1. டிஜிட்டல் டிஸ்ப்ளே, 2. டிஜிட்டல் மானிட்டர்","1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर"
டிஜிட்டல் படம்,अंकीय चित्र
"1. டிஜிட்டல் கையொப்பம், 2. டிஜிட்டல் கையொப்பம்","1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक"
டிஜிட்டல் சுவிட்ச்,अंकीय स्विच
டிஜிட்டல் அனலாக் மாற்றி,अंकीय अनुरूप रूपांतरक
டிஜிட்டல் மயமாக்கல்,अंकरूपण
டிஜிட்டல் மயமாக்கல்,अंकीकरण
இலக்கமாக்கி,अंकरूपक
டையோடு,डायोड
முதன்மையான தோற்றம்,प्रत्यक्ष
நேரடி முகவரி,प्रत्यक्ष पता
நேரடி மாற்றம்,प्रत्यक्ष रुपांतरण
நேரடி இணைப்பு,प्रत्यक्ष युग्मन
"1. நேரடி நினைவக அணுகல், 2. நேரடி நினைவக அணுகல் (DMA)","1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)"
நேரடி நினைவக அணுகல் (DMA),प्रत्यक्ष स्मृति अभिगम (डी एम ए)
நேரடி முறை,प्रत्यक्ष विधि
திசைகள்,निदेश
அடைவு,निर्देशिका
"1. அடைவு சேவையகம், 2. அடைவு சேவையகம்","1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर"
அடைவு சேவை,निर्देशिका सेवा
முடியவில்லை,असमर्थ
சமிக்ஞையை முடக்குகிறது,असमर्थकारी संकेत
"1. துண்டித்தல், 2. துண்டித்தல்","1.असंबंधन, 2. विसंबंधन"
"1. தனித்தனி, 2. தனித்தனி","1.असतत, 2. विविक्त"
"1. வட்டு, 2. வட்டு","1.चक्रिका, 2. डिस्क"
"1. வட்டு முகவரி, 2. வட்டு முகவரி","1.चक्रिका पता, 2. डिस्क पता"
"1. வட்டு வரிசை, 2. வட்டு வரிசை","1.चक्रिका सरणी, 2. डिस्क सरणी"
"1. வட்டு திறன், 2. வட்டு திறன்","1.चक्रिका क्षमता, 2. डिस्क क्षमता"
"1. வட்டு இயக்கி, 2. வட்டு இயக்கி","1.चक्रिका चालक, 2.डिस्क ड्रािव"
வட்டு கோப்பு,चक्रिका संचिका
"1. வட்டு நினைவகம், 2. வட்டு நினைவகம், 3. வட்டு நினைவகம், 4. வட்டு நினைவகம்","1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति, 4. डिस्क मेमोरी"
வட்டு இயக்க முறைமை (DoS),चक्रिका परिचालन तंत्र (डी ओ एस)
வட்டு தொகுப்பு,चक्रिका संकुल
"1.சக்ரிகா சர்வர், 2.டிஸ்க் சர்வர்","1.चक्रिका परिसेवक, 2. डिस्क सर्वर"
"1. வட்டு சேமிப்பு, 2. வட்டு சேமிப்பு","1.चक्रिका भंडारण, 2. डिस्क भंडारण"
வட்டு,डिस्केट
காட்சி கோப்பு,प्रदर्श संचिका
காட்சி படத்தை,प्रदर्श प्रतिबिंब
அகற்றல்,निपटान
தூரம்,दूरी
தூர செயல்பாடு,दूरी फलन
திரித்தல்,विरूपण
வழங்கப்பட்டது,वितरित
விநியோகிக்கப்பட்ட தரவு,वितरित आँकड़ा
விநியோகிக்கப்பட்ட சேவையகம்,वितरित परिसेवक
"1. விநியோகிக்கப்பட்ட அமைப்பு, 2. விநியோகிக்கப்பட்ட அமைப்பு","1.वितरित प्रणाली, 2. वितरित तंत्र"
விநியோகஸ்தர்,वितरक
ஆவணம்,प्रलेख
அங்கீகாரம் பெற்ற ஆவணம்,प्रलेख प्रत्यानयित
"1. ஆவண சாளரம், 2. ஆவண சாளரம்","1.प्रलेख खिडक़ी, 2. प्रलेख विंडो"
ஆவணங்கள்,प्रलेखन
"களம், களம்","डोमेन, प्रक्षेत्र"
டொமைன் பெயர்,डोमेन नाम
"1. டாட் மேட்ரிக்ஸ் பிரிண்டர், 2. டாட் மேட்ரிக்ஸ் பிரிண்டர்","1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर"
"கீழ், கீழே","अध:, नीचे"
"1.அவலின்க், 2.சதுரம்","1.अवलिंक, 2.अवकड़ी"
பதிவிறக்க Tamil,अधोभारण
பதிவிறக்க நேரம்,अधोभारण काल
இழுவை,कर्षण
DRAM (டைனமிக் ரேம்),डीरैम (गतिक रैम)
ஓட்டம்,अपवाह
இயக்கி,चालक
இலைகள்,पात
டிராப் பட்டியல் பெட்டி,निपात सूची बॉक्स
டிரம் டிரைவ்,ड्रम ड्रािव
"1.டிரம் பிரிண்டர், 2.டிரம் பிரிண்டர்","1.ड्रम मुद्रक, 2. ड्रम प्रिंटर"
"1. இம் யூனிட், 2. டிரம் யூனிட்","1.इम एकक, 2. ड्रम इकाई"
"1. இருமை, 2. இரு","1.द्वैत, 2. द्वि"
இரட்டை அடர்த்தி,द्वैत घनत्व
"1. அமைதியான முகவரி, 2. போலி முகவரி","1.मूक पता, 2. छद्म पता"
திணிப்பு,सन्निक्षेप
இரட்டை சுற்று,दवैध परिपथ
சட்டப்பூர்வமாக்குதல்,दवैधीकरण
முக்கிய திறவுகோல்,केय्प्रतिकुंजी
"1.டி வி டி ஆர்./டபிள்யூ, 2. டிவிடி படித்தல், 3. எழுதுதல்","1.डी वी डी आर./डब्ल्यू, 2. डी वी डी पठन, 3.लेखन"
டிவிடி ரோம்,डी वी डी रॉम
மாறும் அறிவுறுத்தல்,गतिक अनुदेश
"1.டைனமிக் மெமரி, 2.டைனமிக் மெமரி","1.गतिक स्मृति, 2.गतिक मेमोरी"
"1. இயக்கவியல், 2. இயக்கவியல்","1.गति विज्ञान, 2. गतिकी"
ஈ பி சி டி ஐ சி,ई बी सी डी आई सी
மின் வணிகம்,ई व्यवसाय
எதிரொலி,प्रतिध्वनि
"1.இ-காமர்ஸ், 2.இ-காமர்ஸ்","1.ई-कॉमर्स, 2.ई-वाणिज्य"
திருத்துதல்,संपादन
ஆசிரியர்,संपादक
கல்வி தொழில்நுட்பம்,शैक्षिक प्रौद्योगिकी
e e p rom,ई ई पी रॉम
"1. அர்த்தமுள்ள முகவரி, 2. பயனுள்ள முகவரி","1.सार्थक पता, 2.प्रभावी पता"
அர்த்தமுள்ள செயல்பாட்டு முகவரி,सार्थक संकार्य पता
பயனுள்ள நடவடிக்கை,प्रभावी क्रिया
பயனுள்ள UID,प्रभावी यू.आई.डी.
பயனுள்ள பரிமாற்ற செயல்பாடு,प्रभावी संचरण संकार्य
ஆக்டல் பைட்,अष्टबिट बािट
"மின்னணு கற்றல், மின் கற்றல்","इलेक्ट्रॉनिक अधिगम, ई अधिगम"
தேர்தல் அல்காரிதம்,चुनाव एल्गोरिथम
மின்னணு அஞ்சல் சேவை (மின்னஞ்சல்),इलेक्ट्रोनिक डाकसेवा (ई. मेल)
"1.எலக்ட்ரானிக் பிரிண்டிங், 2.எலக்ட்ரானிக் பிரிண்டர்","1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर"
மின் கணக்கியல் இயந்திரம்,विद्युत लेखा मशीन
மின்னணுவியல்,इलेक्ट्रोनिकी
மின்னணு வெளியேற்ற அமைப்பு (ECS),इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.)
மின்னணு தரவு பரிமாற்றம் (EDI),इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.)
மின்னணு தரவு செயலாக்கம்,इलेक्ट्रोनिक आंकड़ा संसाधन
மின்னணு சிற்றேடு,इलेक्ट्रॉनिक विवरणिक
மின்னணு நிதி பரிமாற்ற வழிமுறை (EFTS),इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस)
"1.எலக்ட்ரானிக் ஜர்னல், 2.எலக்ட்ரானிக் ஜர்னல்","1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका"
மின்னணு வெளியீடு,इलेक्ट्रॉनिक प्रकाशन
மின்னணு சுவிட்ச்,इलेक्ट्रॉनिक स्विच
"உறுப்பு, உறுப்பு","तत्व, अवयव"
மின்னஞ்சல்,ई-मेल
"1. மின்னஞ்சல் முகவரி, 2. மின்னணு அஞ்சல் முகவரி","1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता"
உட்பொதிக்கப்பட்ட அமைப்பு,अंत:स्थापित तंत्र
உட்பொதித்தல்,अंत:स्थापन
உமிழ்ப்பான் இணைந்த தர்க்கம் (ECL),उत्सर्जक युग्मित तर्क (ई.सी.एल.)
காலியான இடம்,रिक्त चिति
"1. வெற்று சங்கிலி, 2. வெற்று சங்கிலி","1.रिक्त श्रृंखला, 2. रिक्त माला"
இயந்திரமயமாக்கல்,यंत्रानुकरण
"1.கேப்சுலேஷன், 2.கேப்சுலேஷன்","1.केप्सूलीकरण, 2. केप्सूलन"
குறிவிலக்கி,कूटलेखक
குறியாக்கம்,कूटलेखन
"1. குறியாக்கி, 2. கோடாக்","1.कूटलेखक, 2. कोडक"
மறைக்கப்பட்ட தரவு,गूढ आंकडा
மறைக்கப்பட்ட கோப்பு முறைமை,गूढ फािल सिस्टम
