Marathi,Hindi
"उधळणे, उधळणे","अपसारित करना, अपसारित होना"
"वळवणे, वळवणे, वळवणे","अपसरण, अपसारिता, डाइवर्जेन्स"
भिन्नता प्रमेय,अपसरण प्रमेय
वळवणारा,अपसारी
भिन्न श्रेणी,अपसारी श्रेणी
विभाजित फरक,विभाजित अंतर
"विभाज्यता, विभाज्यता","भाज्यता, विभाज्यता"
"विभाज्य, विभाज्य","भाज्य, विभाज्य"
"विभागणी, विभागणी, विभागणी","भाग, प्रभाग, विभाजन"
विभाजन अल्गोरिदम,विभाजन-कलन विधि
स्प्लिट रिंग,विभाजन-वलय
चतुर्भुज,द्वादशभुज
दशभुज,द्वादशफलक
"डोमेन, डोमेन, प्रांत, प्रदेश","प्रक्षेत्र, डोमेन, प्रांत, प्रदेश"
कार्यक्षेत्र,फलन का प्रांत
व्याख्या-प्रांत,परिभाषा-प्रांत
अस्तित्वाची स्थिती,अस्तित्व-प्रांत
अधिलिखित डिव्हाइस,अभिभावी युक्ति
डॉपलर प्रभाव,डॉप्लर प्रभाव
"बिंदू उत्पादन, स्केलर उत्पादन","बिन्दु-गुणनफल, अदिशगुणनफल"
ठिपके असलेला वक्र,बिन्दुकित वक्र
दुहेरी भिन्नता,द्विशः अवकलन
दुहेरी घातांकीय वितरण,द्विक चरघातांकीय बंटन
दुहेरी कॉइल,द्विकुंडली
बायनरी अविभाज्य,द्विशः समाकल
बायनरी एकत्रीकरण,द्विशः समाकलन
दुहेरी मर्यादा,द्विक सीमा
दुहेरी सॅम्पलिंग इव्हेंट,द्विशः प्रतिचयन आयोजन
दुहेरी क्रम,द्विक अनुक्रम
दुहेरी मालिका,द्विक श्रेणी
दुहेरी-संलग्न नोटेशन,द्वि-अनुलग्नी संकेतन
दुहेरी संकलन,द्विक संकलन
अधोगामी प्रवेग,अधोमुखी त्वरण
खालच्या दिशेने विस्थापन,अधोमुखी विस्थापन
खालची गती,अधोमुखी गति
खालचा वेग,अधोमुखी वेग
कर्षण,कर्षण
कर्षण शक्ती,कर्षण-बल
"दुहेरी द्वैत,",द्वैती द्वैती
दुहेरी पाया,द्वैत आधार
दुहेरी अंतर्गत उत्पादन,द्वैत आंतरिक गुणनफल
दुहेरी रेखीय प्रोग्रामिंग समस्या,द्वैती रैखिक प्रोग्रामन समस्या
"दुहेरी ऑपरेशन, दुहेरी ऑपरेशन","द्वि प्रचालन, द्वैती संक्रिया"
दुहेरी समस्या,द्वैत समस्या
ड्युअल सिंगल अल्गोरिदम,द्वैत एकल कलन-विधि
दुहेरी एकल पद्धत,द्वैत एकल प्रविधि
दुहेरी जागा,द्वैत समष्टि
ड्युअल व्हेरिएबल,द्वैत चर
दुहेरी वेक्टर जागा,द्वैत सदिश समष्टि
मूक निर्देशांक,मूक सूचकांक
मूक तळटीप,मूक पादांक
मूक करार,मूक अनुबंध
मूक व्हेरिएबल,मूक चर
डुप्लिकेशन,अनुलिपि-प्रक्रम
गतिमान,गतिकीय
डायनॅमिक प्रणाली,गतिकीय तंत्र
डायनॅमिक मागणी कार्य,गतिक मांग फलन
डायनॅमिक मॉडेल,गत्यात्मक निदर्श
डायनॅमिक प्रोग्रामिंग,गत्यात्मक प्रोग्रामन
डायनॅमिक प्रोग्रामिंग दृष्टीकोन,गतिशील प्रोग्रामन उपगमन
डायनॅमिक प्रोग्रामिंग तंत्र,गतिशील प्रोग्रामन प्रविधि
"गतिशीलता, गतिशीलता","गतिविज्ञान, गतिकी"
कण गतिशीलता,कण-गतिकी
कठोर शरीर गतिशीलता,दृढ़ पिंड गतिकी
"पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी संपर्क (ver.)","भू, पृथ्वी, भूमि, मत्तिृ का, मदृा, भू संपर्कित करना, भूसंपर्क करना (क्रि.)"
भूकंपाची तीव्रता,भूकंप तीव्रता
विलक्षणता,उत्केंद्रता
गृहीतक,ग्रहण
अर्थमितीय अंदाज,अर्थमितीय पूर्वानुमान
अर्थमितितज्ञ,अर्थमितिज्ञ
अर्थमिती,अर्थमिति
अर्थशास्त्र,अर्थशास्त्र
"कोर, धार, फाडणे","कोर, किनारा, अश्रि"
एकूण कोर तोंड,अवमुख समुच्चय कोर
कार्यक्षमता निर्देशांक,दक्षतांक
वैशिष्ट्यपूर्ण घटक,अभिलक्षणिक अवयव
वैशिष्ट्यपूर्ण कार्य,अभिलक्षणिक फलन
"eigen मूल्य, वैशिष्ट्यपूर्ण मूल्य","आइगेन मान, अभिलक्षणिक मान"
वैशिष्ट्यपूर्ण मूल्य समीकरण,अभिलक्षणिक मान समीकरण
"इजेन वेक्टर, वैशिष्ट्यपूर्ण वेक्टर","आइगेन वेक्टर, अभिलक्षणिक सदिश"
लवचिक,प्रत्यास्थ
लवचिक कास्ट,प्रत्यास्थतांक
लवचिक समतोल,प्रत्यास्थ साम्यावस्था
लवचिकता,प्रत्यास्थता
लवचिकता पृष्ठ,प्रत्यास्थता-पृष्ठ
"इलेक्ट्रॉनिक संगणक, इलेक्ट्रॉनिक संगणक","इलेक्ट्रॉनिक अभिकलित्र, इलेक्ट्रॉनिक कम्प्यूटर"
"घटक, घटक, घटक","तत्व, अल्पांश, अवयव"
प्रारंभिक स्तंभ ऑपरेशन,प्रारंभिक स्तंभ संक्रिया
प्रारंभिक घटना,प्रारंभिक घटना
प्रारंभिक कार्य,प्रारंभिक फलन
प्रारंभिक ऑपरेशन,प्रारंभिक संक्रिया
प्राथमिक परिणाम,प्रारंभिक परिणाम
प्रारंभिक संभाव्यता नियम,प्रारंभिक प्रायिकता नियम
लाइन ऑपरेशन सुरू,प्रारंभिक पंक्ति संक्रिया
"संपवणे, नायनाट करणे,","विलुप्त करना, विलोपन करना"
ठराव प्रक्रिया,निराकरण प्रक्रिया
"लंबवर्तुळ, लंबवृत्त","दीर्घवृत्त, इलिप्स"
लंबवर्तुळाकार,दीर्घवृत्तज
लंबवर्तुळाकार,दीर्घवृत्तजीय
लंबवर्तुळाकार पृष्ठ,दीर्घवृत्तजीय पृष्ठ
लंबवर्तुळाकार शरीर,दीर्घवृत्ताकार पिंड
एम्बेडिंग,अंतःस्थापन
उत्सर्जन,उत्सर्जन
अनुभवजन्य विश्वास,आनुभविक न्यास
प्रायोगिक सूत्र,मूलानुपाती सूत्र
अनुभवजन्य संभाव्यता,आनुभविक प्रायिकता
अनुभवजन्य संबंध,आऩुभविक संबंध
रिकामा संच,रिक्त समुच्चय
बद्ध,परिबद्‌ध
"एन्कोडिंग, कोडिंग","कूटलेखन, कोडन"
इंटरऑपरेबिलिटी,अंतराकारिता
शेवटचा बिंदू,अंत्य बिंदु
वर्ग मध्यांतराचा शेवटचा बिंदू,वर्गांतराल के अंत्य बिंदु
ऊर्जा,ऊर्जा
ऊर्जा-गती घटक,ऊर्जा-संवेग घटक
एंट्री व्हेरिएबल,प्रवेशी चर
मोजण्यायोग्य संच,गणनीय समुच्चय
"मोजणे, मोजणे","गणन, गिनना"
"समान, समान, समान, समान","समान, बराबर, सम, तुल्य"
"समानता, समानता","समता, समिका"
शक्यता,समप्रायिक
अगदी संभाव्यता निवड पद्धत,सम प्रायिकता वरण विधि
बरोबरी करणे,समान करना
"समीकरण, समीकरण","समीकरण, समीकार"
चतुर्भुज समीकरण,एकघात समीकरण
चतुर्भुज समीकरण,द्विघात समीकरण
चतुर्भुज समीकरण,त्रिघात समीकरण
"विषुववृत्त, विषुववृत्त, मध्यरेषा","विषुवत वृत्त भूमध्यरेखा, इक्वेटर, मध्यरेखा"
सुसंगत,समसंतत
समभुज,समबाहु
"समतोल, समतोल, समतोल","साम्यावस्था, साम्य, संतुलन"
बल संतुलन,बल-संतुलन
समतोल बिंदू,संतुलन बिंदु
समतुल्यता,तुल्यता
समतुल्य वर्ग,तुल्यता-वर्ग
समतुल्य संबंध,तुल्यता-संबंध
"समतुल्य, समतुल्य (v.), समतुल्य (सं.)","तुल्य, तुल्यमान (वि.), तुल्यांक (सं.)"
समतुल्य मॅट्रिक्स,तुल्य मैट्रिक्स
समतुल्य संच,तुल्य समुच्चय
प्रवृत्ती,अभ्यतिप्रायता
"चूक, चूक, चूक, अयोग्यता","त्रुटि, भूल, गलती, अशुद्‌धि"
त्रुटी विश्लेषण,त्रुटि-विश्लेषण
त्रुटी कोड,त्रुटि कोड
त्रुटी गुणांक,त्रुटि गुणांक
चौरस सरासरी त्रुटी,वर्ग माध्य त्रुटि
प्रथम प्रकारची त्रुटी,प्रथम प्रकार की त्रुटि
दुसऱ्या प्रकारची त्रुटी,द्वितीय प्रकार की त्रुटि
सुटण्याची शक्यता,पलायन-प्रायिकता
सुटलेला वेग,पलायन वेग
ई. श्मिट मोबिलायझेशन प्रक्रिया,ई. श्मिट लांबिकीकरण प्रक्रम
बहिर्मुख,बहिर्वृत्त
"आवश्यक, आवश्यक","सारभूत, अनिवार्य"
अक्षरशः अद्वितीय,वस्तुतः अद्वितीय
"मूल्यांकन करणे, मूल्यांकन करणे (व्हेर.), मूल्यांकन करणे (सं.)","आकलन करना, आकलित करना (क्रि.), आकलन (सं.)"
अंदाज पद्धत,आकलन विधि
युक्लिडियन समन्वय,यूक्लिडीय निर्देशांक
युक्लिडियन डोमेन,यूक्लिडीय डोमेन
युक्लिडियन भूमिती,यूक्लिडीय ज्यामिति
युक्लिडियन एन-स्पेस,यूक्लिडीय n-समष्टि
युक्लिडियन विमान,यूक्लिडीय समतल
युलरचे प्रमेय,ऑयलर प्रमेय
"मूल्यांकन, मूल्यांकन","मान निकालना, मूल्यांकन करना"
अगदी,सम
अगदी वक्र,सम वक्र
सम कार्य,सम फलन
अगदी रीफ्रॅक्टरी,सम अपवर्त्य
सम संख्या,सम संख्या
विषम सममिती,सम-विषम सममिति
अगदी क्रमपरिवर्तन,सम क्रमचय
"घटना, भाग","घटना, अनुवृत्त"
सममितीय,समपद
"अगदी अचूक, नेमके, नेमके","यथातथ, यथार्थ, बिल्कुल ठीक"
अचूक ची-स्क्वेअर चाचणी,यथातथ काई-वर्ग परिक्षण
अचूक फरक,यथातथ अवकल
अचूक समीकरण,यथातथ समीकरण
उदाहरण,उदाहरण
देवाणघेवाण,विनिमय
विशिष्ट घटना,निश्शेष घटना
अस्तित्वात्मक स्वयंसिद्ध,अस्तित्व अभिगृहीत
जगण्याची शक्यता,अस्तित्व प्रायिकता
अस्तित्व प्रमेय,अस्तित्व प्रमेय
बाह्य चल,बाह्य चर
"पसरणे, पसरणे","प्रसार, प्रसरण"
अपेक्षा कार्य,प्रत्याशा फलन
अपेक्षित वारंवारता,प्रत्याशित बारंबारता
अपेक्षित मूल्य,प्रत्याशित मान
प्रयोग,प्रयोग
"प्रायोगिक त्रुटी, प्रायोगिक त्रुटी","प्रायोगिक भूल, प्रायोगिक त्रुटि"
"स्पष्टीकरण, स्पष्टीकरण","व्याख्या, स्पष्टीकरण"
स्पष्ट समीकरण,स्पष्ट समीकरण
स्पष्टपणे,स्पष्ट रूप
स्पष्ट कार्य,स्पष्ट फलन
स्पष्ट समाधान,स्पष्ट हल
घातांक,घातांक
घातांक वक्र,चरघातांकी वक्र
घातांक संभाव्यता कार्य,चरघातांकी प्रायिकता फलन
घातांकीय वितरण,चरघातांकी बंटन
घातांकीय समीकरण,चरघातांकी समीकरण
घातांकीय कार्य,चरघातांकी फलन
"घातांकीय वाढ, घातांक वाढ","एक्सपोनेन्टी वृद्‌धि, चरघातांकी वृद्‌धि"
घातांकीय नियम,चरघातांकी नियम
घातांक नकाशा,चरघातांकी प्रतिचित्र
"घातांक मालिका, घातांक मालिका","एक्सपोनेन्टी श्रेणी, चरघातांकी श्रेणी"
"अभिव्यक्ती, अभिव्यक्ती, चेहर्यावरील हावभाव, अभिव्यक्ती","निष्पीडन, व्यंजक, मुखाकृति, भावकृति"
विस्तारित मध्यांतर,विस्तरित अंतराल
वर्धित वास्तविक ओळ,वर्धित वास्तविक रेखा
विस्तारित वास्तविक संख्या प्रणाली,विस्तरित वास्तविक संख्या निकाय
मॅपिंग विस्तार,प्रतिचित्रण विस्तार
बाह्य कोन,बहिष्कोण
बाह्य क्षेत्र,बाह्य क्षेत्र
बाह्य बिंदू,बाह्य बिंदु
बाह्य,बाह्य
प्रेडिकेट मूल्याचे एक्स्ट्रापोलेशन,उपनति मान का बहिर्वेशन
एक्सट्रापोलेशन तंत्र,बहिर्वेशन तकनीक
शिखर मूल्य,चरम मान
"अत्यंत, शेवट, टोकाचा, कळस","अत्यंत, अंत, चरम, पराकाष्ठा"
उच्च बिंदू,चरम बिंदु
विरुद्ध संचाचा अत्यंत बिंदू,अवमुख समुच्चय का चरम बिंदु
फंक्शनचे अत्यंत मूल्य,फलन का चरम मान
अत्यंत गुणधर्म,चरम गुणधर्म
"चेहरा, बाजू, समोर","फलक, पार्श्व, अंताग्र"
दर्शनी मूल्य,अंकित मूल्य
"घटक, घटक, घटक, खंड,","घटक, उपादान, कारक, खंड"
घटक विश्लेषण,उपादान विश्लेषण
खंडित,खंडित
तथ्यात्मक,क्रमगुणित
एकाधिक घटक डिझाइन,बहु-उपादानी अभिकल्पना
फॅक्टरीकरण,गुणनखंडन
घटक करण्यासाठी,गुणनखंड करना
न्याय खेळ,न्याय्य खेल
"आभासी, खोटे, कोड","आभासी, मिथ्या, कूट"
"कुटुंब, कुटुंब, कुळ, कुटुंब","कुटुंब, परिवार, कुल, फैमिली"
एकूण वर्तुळ,वृत्त-कुल
वक्र एकूण,वक्र-कुल
कार्यांचे कुटुंब,फलन-परिवार
एकूण ओळ,रेखा-कुल
प्रतिकृती,प्रतिकृति
F-वितरण,F-बंटन
सातत्यपूर्ण बेस सोल्यूशन,सुसंगत आधारी हल
सुसंगत समाधान,सुसंगत हल
"रिचार्ज, पुनर्गुंतवणूक","पुनर्भरण, पुनर्निवेश"
फर्माचा कायदा,फ़र्मा का नियम
फर्माचे प्रमेय,फ़र्मा का प्रमेय
फर्मी-डिरॅक-स्टॅटिस्टिक्स,फर्मी-डिरैक-सांख्यिकी
फिबोनाची संख्या,फिबोनाशी-संख्या
फिबोनाची श्रेणी,फिबोनाशी श्रेणी
"फील्ड, फील्ड, फील्ड, फील्ड","क्षेत्र, क्षेत्रक, खेत, फील्ड"
अंतिम वेग,अंतिम वेग
"मर्यादित, मर्यादित","परिमित, सांत"
मर्यादित आधार,परिमित आधार
मर्यादित दशांश,परिमित दशमलव
मर्यादित फरक,परिमित अंतर
मर्यादित फरक पद्धत,परिमित अंतर विधि
मर्यादित आयामी,परिमितविमीय
मर्यादित मितीय वेक्टर,परिमितविमीय सदिश
मर्यादित खेळ,परिमित खेल
मर्यादित भूमिती,परिमित ज्यामिति
मर्यादित अविभाज्य,परिमित सर्वनिष्ठ
मर्यादितता,परिमितानेक
मर्यादित मार्कोव्ह साखळी,परिमित मार्कोव शृंखला
मर्यादितपणाचा पुरावा,परिमितता उपपत्ति
मर्यादित संख्या,परिमित संख्या
मर्यादित लोकसंख्या,परिमित समष्टि
मर्यादित संभाव्यता,परिमित प्रायिकता
शेवटचा दर्जा,सांत श्रेणी
मर्यादित संच,परिमित समुच्चय
मर्यादित वेग,परिमित वेग
मर्यादित खंड,परिमित आयतन
"मिसळा, समायोजित करा","मिलाना, समंजन"
वक्र समायोजन,वक्र समंजन
सरळ रेषा समायोजन,सरल रेखा समंजन
स्थिर बिंदू प्रमेय,नियत बिंदु प्रमेय
निश्चित नमुना,नियत प्रतिदर्श
उड्डाणाचा वेग,उड़ान वेग
फ्लोटिंग पॉइंट गणना,चल बिंदु परिकलन
"फ्लोटिंग पॉइंट सिस्टम, फ्लोटिंग पॉइंट सिस्टम","चल बिंदु प्रणाली, चलबिंदु पद्‌धति"
प्रवाह चार्ट,प्रवाह-संचित्र
प्रवाह वेग,प्रवाह-वेग
द्रव गतिशीलता,तरल-गतिकी
"फोकल, कॉन्फोकल, फोकल","नाभीय, संनाभि, फोकसी"
फोकल जीवा,नाभीय जीवा
फोकल अंतर,नाभीय दूरी
केंद्रस्थ लांबी,नाभीय लंबाई
"नाभी, फोकस, मूळ","नाभि, फोकस, उद्‌गम"
"पाऊल, पाऊल, पाऊल","पद, पाद, फुट"
ऑर्थोगोनल,लंबपाद
गुरुत्वाकर्षण शक्ती,गुरुत्व-बल
अंदाज,पूर्वानुमान
सुत्र,सूत्र
थ्रेडिंग,सूत्रण
"स्वरूपन, स्वरूपन, सूत्रीकरण","संरूपण, संरूप, सूत्रण"
पुढे,अग्रांतर
फॉरवर्ड इन्सर्शन,अग्र अंतर्वेशन
गणिताचा पाया,गणित का मूलाधार
चौरंग विश्लेषण,फूरिये-विश्लेषण
फोरियर मालिका,फूरिये श्रेणी
फोरियर ट्रान्सफॉर्म,फूरिये रूपांतर
वेगळे,भिन्न
अपूर्णांक समन्वय,भिन्नात्मक निर्देशांक
अपूर्णांक संख्या,भिन्नात्मक संख्या
फ्रॅक्शनल प्रोग्रामिंग,भिन्नात्मक क्रमादेशन
मुक्त मार्ग,मुक्त पथ
फ्री वेक्टर फ्री वेक्टर,"मुक्त सदिश, मुक्त वेक्टर"
"वारंवारता, वारंवारता","आवत्तिृ, बारंबारता"
वारंवारता स्तंभ,बारंबारता स्तंभ
"वारंवारता वक्र, वारंवारता वक्र","बारंबारता वक्र, आवत्तिृ वक्र"
वारंवारता वितरण,बारंबारता-बंटन
वारंवारता हिस्टोग्राम,बारंबारता आयतचित्र
घटना वारंवारता,घटना-बारंबारता
वारंवारता-बहुभुज,बारंबारता-बहुभुज
वारंवारता सारणी,बारंबारता-सारणी
फ्रस्टम,छिन्नक
पिरॅमिड फ्रस्टम,पिरामिड का छिन्नक
शेल फ्रस्टम,गोले का छिन्नक
पूर्ण प्रसार,पूर्ण प्रसार
"कार्ये, कार्ये, वैशिष्ट्ये (गट)","प्रकार्य, फलन, फंक्शन, अभिलक्षक (समूह)"
कार्य विश्लेषण,फलन विश्लेषण
"मूळ, मूळ","मूल, मौलिक"
मूलभूत प्रमेय,मूल प्रमेय
बीजगणिताचे मूलभूत प्रमेय,बीजगणित का मूल प्रमेय
"आकाशगंगा, आकाश-गंगा","गैलेक्सी, आकाश-गंगा"
गॅलोइस प्रदेश,गाल्वा क्षेत्र
गॅलोईस ग्रुप,गाल्वा समूह
जुगाराचे वित्त,जुआरी का वित्तनाश
खेळ आणि युक्त्या,खेल और चाल
संधीचा खेळ,संयोग का खेल
फासे खेळ,"पाशक क्रीड़ा, पासे का खेल"
खेळ सिद्धांत,खेल सिद्‌धांत
परिपूर्ण मेमरी गेम,पूर्ण स्मरण वाले खेल
खेळ मूल्य,खेल मान
गॅमा फंक्शन,गामा-फलन
गॉस-आर्गॉन फ्लॅट,गाउस-आरगाँ समतल
गॉस-वक्र,गाउस-वक्र
गॉसियन सोल्यूशन,गाउसीय निराकरण
गॉस-प्लेन,गाउस-समतल
गॉस-जोर समायोजन,गाउस-जोरदाँ समानयन
विस्तृत स्थिती,व्यापक स्थिति
सामान्य अभिसरण प्रमेय,व्यापक अभिसरण प्रमेय
सामान्य समीकरण,व्यापक समीकरण
सर्वसमावेशक घटक,व्यापक उपादान
"सामान्य स्वरूप, विस्तृत","सामान्य रूप, व्यापक रूप"
सामान्य सूत्र,सामान्य सूत्र
विस्तृत खेळ,व्यापक खेल
सामान्य अंदाज,सामान्य अनुमान
सर्वसमावेशक अविभाज्य,व्यापक समाकल
सामान्यीकरण,व्यापकीकरण
सामान्यीकृत सहयोगी नियम,व्यापकीकृत साहचर्य नियम
सामान्यीकृत सातत्य गृहीतक,व्यापकीकृत सांतत्यक परिकल्पना
सामान्यीकृत उतरत्या फंक्शन,व्यापकीकृत अवमुख फलन
सामान्यीकृत समन्वय,व्यापकीकृत निर्देशांक
सामान्यीकृत इजेन मूल्य समस्या,व्यापकीकृत आइगन मान समस्या
सामान्य अभिसरण प्रमेय,व्यापक अभिसरण प्रमेय
सामान्य समीकरण,व्यापक समीकरण
सर्वसमावेशक घटक,व्यापक उपादान
"सामान्य, व्यापक","सामान्य रूप, व्यापक रूप"
सामान्य सूत्र,सामान्य सूत्र
विस्तृत खेळ,व्यापक खेल
सामान्य अंदाज,सामान्य अनुमान
सर्वसमावेशक अविभाज्य,व्यापक समाकल
सामान्यीकरण,व्यापकीकरण
सामान्यीकृत सहयोगी नियम,व्यापकीकृत साहचर्य नियम
सामान्यीकृत सातत्य गृहीतक,व्यापकीकृत सांतत्यक परिकल्पना
सामान्यीकृत उतरत्या फंक्शन,व्यापकीकृत अवमुख फलन
सामान्यीकृत समन्वय,व्यापकीकृत निर्देशांक
सामान्यीकृत इजेन मूल्य समस्या,व्यापकीकृत आइगन मान समस्या
"कुळाचे नाव, वर्गाचे नाव, जातीचे नाव","वंश-नाम, वर्ग-नाम, जातिगत नाम"
पृष्ठ क्रमांक,पृष्ठ-वंशांक
"पर्यायी, जिओडेसिक","अल्पान्तरी, जियोडेसिक"
भौमितिक,ज्यामितीय
भौमितिक डिझाइन,ज्यामितीय रचना
भौमितिक सरासरी,गुणोत्तर माध्य
भौमितिक गुणाकार,ज्यामितीय बहुगुणता
भौमितिक संभाव्यता,गुणोत्तर प्रायिकता
भौमितिक प्रगती,गुणोत्तर श्रेढ़ी
भौमितिक मालिका,गुणोत्तर श्रेणी
भौमितिक आकृती,ज्यामितीय आकृति
भौमितिक अंकगणित मालिका,गुणोत्तर-समांतरीय श्रेणी
"भूमिती, भूमिती","ज्यामिति, रेखागणित"
सार्वत्रिक कमाल,सार्वत्रिक अधिकतम
सार्वत्रिक किमान मालमत्ता,सार्वत्रिक अल्पतमक गुणधर्म
सार्वत्रिक किमान,सार्वत्रिक न्यूनतम
सार्वत्रिक इष्टतम,सार्वत्रिक इष्टतम
सार्वत्रिक मालमत्ता,सार्वत्रिक गुणधर्म
सार्वत्रिक प्रवेश बिंदू,सार्वत्रिक पल्याण बिंदु
गुळगुळीतपणा,समंजन-सुष्ठुता
रँक सहसंबंध,कोटि-सहसंबंध
वर्गीकृत डेटा,वर्गीकृत आंकड़े
"उतार, ग्रेडियंट","प्रवणता, ग्रेडिएन्ट"
उतार घनता,प्रवणता-घनत्व
ओळ उतार,रेखा की प्रवणता
वेग ग्रेडियंट,वेग-प्रवणता
उतार वेक्टर,प्रवणता सदिश
उतार वेग,प्रवणता वेग
"ग्रेडिंग, ग्रेडिंग, ग्रेडिंग, लेव्हल बॅलन्सिंग","कोटि निर्धारण, श्रेणीयन, श्रेणीकरण, तल संतुलन"
ग्रेडिंग विश्लेषण,श्रेणीयन विश्लेषण
हरभरा,ग्राम
ग्राम भाजक,ग्राम सारणिक
ग्राम-श्मिटची एकत्रित प्रक्रिया,ग्राम- श्मिट लाम्बिकीकरण प्रक्रम
महान अर्थ,महामाध्य
सर्वयोग,सर्वयोग
"आलेख, आलेख, आलेख","ग्राफ, आलेख, लेखाचित्र"
ग्राफिक,आलेखी
"ग्राफिक, आलेख","आलेखी, ग्राफी"
ग्राफिकल गणना,आलेखी परिकलन
"ग्राफिक डिझाइन, ग्राफिक डिझाइन","ग्राफी रचना, आलेखी रचना"
ग्राफिकल एकत्रीकरण,आलेखीय समाकलन
ग्राफिकल समाविष्ट करणे,आलेखीय अंतर्वेशन
ग्राफिक पद्धत,ग्राफी विधि
"ग्राफिकल प्रतिनिधित्व, ग्राफिकल प्रतिनिधित्व","आलेखी निरूपण, ग्राफी निरूपण"
"ग्राफिक पाककृती, ग्राफिक","आलेखी व्यंजन, आलेखी"
"आलेख कागद, चौरस कागद, आलेख कागद","ग्राफ-पेपर, वर्गांकित कागज, ग्राफ-पत्र"
"गुरुत्वाकर्षण, गुरुत्वाकर्षण","गुरुत्वाकर्षण, गुरुत्व"
गुरुत्वाकर्षण प्रवेग,गुरुत्वीय त्वरण
"गुरुत्वाकर्षण, गुरुत्वाकर्षण आकर्षण","गुरुत्वाकर्षण, गुरुत्वीय आकर्षण"
गुरुत्वाकर्षण स्थिरांक,गुरुत्वीय स्थिरांक
गुरुत्वाकर्षण वक्रता,गुरुत्वीय वक्रता
गुरुत्वाकर्षण शक्ती,गुरुत्वीय बल
गुरुत्वाकर्षण खेचणे,गुरुत्वीय कर्षण
गुरुत्वाकर्षण,गुरुत्व
सप्तर्षी,सप्तर्षि
मोठे वर्तुळ,बृहत् वृत्त
मोठे वर्तुळाचे विमान,बृहत् वृत्त-तल
रुंद वर्तुळ,बृहत् वृत्त-मार्ग
सर्वात मोठा घटक,महत्तम समापवर्तक
शीर्ष घटक,महत्तम अवयव
सर्वात मोठी खालची सीमा,महत्तम निम्न परिबंध
वस्तुमान संख्या,बृहत् संख्या
बहुभुज,बृहत्त्रिभुज
ग्रेगोरियन कॅलेंडर,ग्रेगोरी कैलेन्डर
ग्रेगोरियन आवर्तन,ग्रेगोरी संशोधन
ग्रेगोरियन सूत्र,ग्रेगोरी सूत्र
ग्रेगरी-न्यूटन सूत्र,ग्रेगोरी-न्यूटन सूत्र
ग्रेगोरियन श्रेणी,ग्रेगोरी श्रेणी
"स्थूल, एकूण (v.) स्थूल (n.)","सकल, कुल (वि.) ग्रोस(सं.)"
स्थूल सहसंबंध,सकल सहसंबंध
घोर चूक,सकल त्रुटि
एकूण उत्पन्न,सकल आय
"वर्ग, गट, संघटना","वर्ग, समूह, संघ"
गट स्वीकृती,समूह-स्वाकारिकता
गट स्वयंसिद्ध,समूह अभिगृहीत
गट नियंत्रण,समूह नियंत्रण
गटबद्ध श्रेणी,समूहित श्रेणी
सममितीचा संच,सममितियों का समूह
रूपांतरण गट,रूपांतरण-समूह
क्लस्टर,समूहाभ
समूह सिद्धांत कल्पना,समूह सैद्‌धांतिक कल्पना
गट सिद्धांत,समूह सिद्‌धांत
वाढ,वृद्‌धि
वाढ सूत्र,वृद्‌धि सूत्र
वाढीचा दर,वृद्‌धि-दर
g-नमुना,g-प्रतिदर्शज
अंदाजे सरासरी,अनुमानित माध्य
अर्धा जोडणारा,अर्ध योजक
अर्ध-बंद मध्यांतर,अर्धविवृत अंतराल
अर्धी लोकसंख्या,अर्ध समष्टि
हॅमिल्टन केली प्रमेय,हैमिल्टन केली प्रमेय
हॅमिलटोनी ऑपरेटर,हैमिल्टनी प्रचालक
हॅमिल्टनचा चौपट,हैमिल्टन की चतुष्टयी बीजावली
"harmonic, harmonic, harmonic, harmonic","संनादी, प्रसंवादी, हार्मोनिक, हरात्मक"
हार्मोनिक कव्हर,हरात्मक अन्वालोप
हार्मोनिक मीन,हरात्मक माध्य
हार्मोनिक प्रगती,हरात्मक श्रेढ़ी
"परस्पर विश्लेषण, गुणवत्ता","प्रसंवादी विश्लेषण, गुणावृत्ति"
हार्मोनिक श्रेणी,हरात्मक श्रेणी
"उंची, उंची, उंची","ऊंचाई, उच्चता, तुंगता"
"गोलार्ध, गोलार्ध","गोलार्ध, अर्धगोला"
गोलार्ध,अर्धगोल
गोलार्ध प्रक्षेपण,अर्धगोल प्रक्षेप
हेप्टॅगॉन,सप्तभुज
हर्मिट संयुग्मित ऑपरेटर,हर्मिटी संयुग्मी संकारक
हर्मेटिक लढाई,हर्मिटी समघात
हर्मेटिक मॅट्रिक्स,हर्मिटी आव्यूह
हर्मेटिक ऑपरेटर,हर्मिटी संकारक
संन्यासी उत्पादन,हर्मिटी गुणनफल
हर्मेटिक गट,हर्मिटी सामिसमूह
आश्रित लोकसंख्या,हर्मिटी समष्टि
हर्मेटिक रूपांतरण,हर्मिटी रूपांतरण
hess आकृती,हेस आरेख
हेसियन मॅट्रिक्स,हेसियन आव्यूह
कार्याचे hessian,फलन का हेसियन
विषमता चाचणी,विषमांगता परीक्षण
"विषम, विषम, विषम","विषमांग, विषमांगी, विजातीय"
विषम आकृती,विषमजातीय आंकड़े
विषम लोकसंख्या,विषमांगी जनसंख्या
