Telugu,Tamil
ప్రసరణ వ్యవస్థ,சுற்றோட்ட அமைப்பு
సర్కోఎసోఫాగియల్ కమీషర్,சுற்றறிக்கை கமிஷர்
సిరోస్,சிரோஸ்
సిరోసిస్,சிரோசிஸ்
సిరస్,சிரஸ்
సిస్టెర్నా,சிஸ்டெர்னா
సిస్ట్రాన్,சிஸ்ட்ரான்
సిట్రూలిన్,சிட்ரூலின்
సిట్రస్ పండు,சிட்ரஸ் பழங்கள்
క్లాడిస్టిక్స్,கிளாடிக்ஸ்
క్లాడోడ్,கிளாடோட்
క్లాడోఫోరా,கிளாடோபோரா
క్లారియాస్ గారిపినస్,கிளாரியாஸ் கரிபினஸ்
తరగతి,வர்க்கம்
తరగతి,வர்க்கம்
వర్గీకరణ,வகைப்பாடு
క్లావిసెప్స్,கிளாவிசெப்ஸ்
క్లావికిల్,கிளாவிகல்
పంజా లేని అంకె,கிளாச்லெஸ் இலக்க
మట్టి,களிமண்
క్లీవేజ్ కణుపు,பிளத்தல்
క్లిస్టోగామస్,கிளீஸ்டோகமஸ்
క్లెమాటిస్,க்ளிமேடிஸ்
వాతావరణం,காலநிலை
వాతావరణ జోన్,காலநிலை மண்டலம்
వాతావరణ పరామితి,காலநிலை அளவுரு
క్లైమాక్స్ కమ్యూనిటీ,க்ளைமாக்ஸ் சமூகம்
అధిరోహకుడు,ஏறுபவர்
ఎక్కడం,ஏறும்
క్లినికల్ కాలం,மருத்துவ காலம்
క్లిటెల్లార్,கிளிடெல்லர்
క్లిటెల్లమ్,கிளிடெல்லம்
క్లిటోరియా,கிளிட்டோரியா
స్త్రీగుహ్యాంకురము,கிளிட்டோரிஸ்
క్లోకా,க்ளோகா
క్లోనల్ ఫ్రాగ్,குளோனல் தவளை
క్లోనల్ ప్రచారం,குளோனல் பரப்புதல்
క్లోనల్ ఎంపిక,குளோனல் தேர்வு
క్లోన్,குளோன்
క్లోనింగ్,குளோனிங்
దగ్గరి వివాహం,திருமணத்தை மூடு
క్లోజ్డ్ సిస్టమ్,மூடிய அமைப்பு
క్లోస్ట్రిడియం,க்ளோஸ்ட்ரிடியம்
క్లోస్ట్రిడియం బ్యూటిలిసియం,க்ளோஸ்ட்ரிடியம் பியூட்டிலிசியம்
క్లాట్ బస్టర్,க்ளோட் பஸ்டர்
రక్తం గడ్డకట్టడం,இரத்தம் உறைதல்
క్లోవర్ బీన్,க்ளோவர் பீன்
క్లోవర్-లీఫ్ మోడల్,க்ளோவர்-இலை மாதிரி
విదూషకుడు చేప,கோமாளி மீன்
Cnidarians,சினிடேரியன்ஸ்
Cnidoblist,Cnidoplast
కోజర్వేట్,Coacevate
ముతక సర్దుబాటు నాబ్,கரடுமுரடான சரிசெய்தல் குமிழ்
ముతక ఇసుక,சொரசொரப்பான மண்
తీరప్రాంత డూన్,கடலோர மணல்
వంశము,கடலோர இறால் கலாச்சார பண்ணை
కోబాల్ట్,கோபால்ட்
కొకైన్,கோகோயின்
కోకిడియోసిస్,கோசிடியோசிஸ்
కోకస్,கோகஸ்
కోకిక్స్,கோசிக்ஸ்
కోక్లియా,கோக்லியா
కోక్లియా,கோக்லியா
కోకన్,COCOON
కోడెడ్ జన్యు కార్యక్రమం,குறியிடப்பட்ட மரபணு திட்டம்
కోడైన్,கோடீன்
కోడింగ్,குறியீட்டு முறை
కోడింగ్,குறியீட்டு முறை
కోడింగ్,குறியீட்டு முறை
కోడింగ్ స్ట్రాండ్,குறியீட்டு ஸ்ட்ராண்ட்
కోడోమైనాన్స్,குறியீட்டு
కోడాన్,கோடான்
సహకారం,கோலண்டரேட்
కోలెంటెరాన్,கோலெண்டெரோன்
సెలియక్ గ్యాంగ్లియన్,செலியாக் கேங்க்லியன்
కోలోమేట్,கோலோமேட்
కోలోమ్,கோலோம்
కోలోమిక్ ఎపిథీలియం,கோலமிக் எபிட்டிலியம்
కోయిలోమిక్ ఫ్లూయిడ్,கோலமிக் திரவம்
కోలోమో సాక్,கோலோமோ சாக்
కోనోసైటిక్,கோனோசைடிக்
కోనోపోడియాసి,கோயனோபோடியாசே
కోఎంజైమ్,கோஎன்சைம்
సహ పరిణామం,இணை பரிணாமம்
సహ-విస్తరణ,இணை அழிவு
సహ-కారకం,இணை காரணி
సమన్వయం,ஒத்திசைவு
సమన్వయ శక్తి,ஒத்திசைவு சக்தி
సమన్వయ సిద్ధాంతం,ஒத்திசைவு கோட்பாடு
సమన్వయ-టెన్షన్-ట్రాన్స్పిరేషన్,ஒத்திசைவு-பதற்றம்-தடுப்பு
కోహోర్ట్,கோஹார்ட்
స్పైరల్‌గా లేదా హెలిక్‌గా కాయిల్డ్,சுழல் அல்லது ஹெலிகலாக சுருண்டது
కాయిల్డ్,சுருண்ட
కోయిటస్,கோயிட்டஸ்
కోయిటస్ అంతరాయం (ఉపసంహరణ),கோயிட்டஸ் குறுக்கீடு (திரும்பப் பெறுதல்)
కొల్చిసిన్,கொல்கிசின்
కొల్చికమ్ శరదృతువు,கொல்கிகம் இலையுதிர் காலம்
కోల్డ్ బ్లడెడ్,குளிர் இரத்தம்
కోల్డ్ ఎడారి,குளிர் பாலைவனம்
కోల్డ్ రిసెప్టర్,குளிர் ஏற்பி
కోలియోప్టెరాన్,கோலியோப்டரன்
కోలియోప్టైల్,கோலியோப்டைல்
కోలియోర్హిజా,கோலோஹிசா
కోలియస్,கோலியஸ்
కొల్లాజెన్,கொலாஜன்
కొల్లాజెన్ ఫైబర్,கொலாஜன் ஃபைபர்
కాలర్,காலர்
అనుషంగిక గ్రంథి,இணை சுரப்பி
గొట్టం సేకరించడం,குழாய் சேகரித்தல்
వాహిక సేకరణ,சேகரிக்கும் குழாய்
కొల్లెటోట్రిచమ్,கோலெட்டோட்ரிச்சம்
కొలోబ్లాస్ట్ సెల్,கோலோபிளாஸ்ட் செல்
ఘర్షణ,கூழ்
ఘర్షణ,கூழ்
కోలోకాసియా,கொலோகாசியா
పెద్దప్రేగు,பெருங்குடல்
వలస రూపం,காலனித்துவ வடிவம்
కలోనియల్ నోస్టాక్,காலனித்துவ நாஸ்டாக்
వలసరాజ్యం,காலனித்துவம்
కాలనీ,காலனி
కొలొస్ట్రమ్,கொலஸ்ட்ரம்
రంగు అంధత్వం,வண்ண குருட்டுத்தன்மை
కాలమ్ క్రోమాటోగ్రఫీ,நெடுவரிசை நிறமூர்த்தம்
బెర్టిని కాలమ్,பெர்டினியின் நெடுவரிசை
స్తంభ ఎపిథీలియం,நெடுவரிசை எபிட்டிலியம்
దువ్వెన ప్లేట్,சீப்புத் தட்டு
సంయోజక్రియ,ஒருங்கிணைந்த நோயெதிர்ப்பு குறைபாடு நோய்க்குறி
సంయుక్త బరువు,ஒருங்கிணைந்த எடை
దువ్వెన-జెల్లీ,சீப்பு-ஜெல்லி
దహన,எரிப்பு
దహన ప్రక్రియ,எரிப்பு செயல்முறை
కామా,கமா
ప్రారంభం,துவக்கவாதம்
కమీసురల్ నౌక,கமிஷரல் கப்பல்
సాధారణ పూర్వీకుడు,பொதுவான மூதாதையர்
సాధారణ కరోటిడ్ ధమని,பொதுவான கரோடிட் தமனி
కామన్ ఇండియన్ టోడ్,பொது இந்திய தேரை
కమ్యూనిటీ వైవిధ్యం,சமூக பன்முகத்தன்மை
కమ్యూనిటీ ఇంటరాక్షన్,சமூக தொடர்பு
సంపీడనం,சுருக்கம்
కంపానియన్ సెల్,தோழர் செல்
తులనాత్మక శరీర నిర్మాణ శాస్త్రం,ஒப்பீட்டு உடற்கூறியல்
తులనాత్మక పదనిర్మాణం,ஒப்பீட்டு உருவவியல்
అనుకూలత,பொருந்தக்கூடிய தன்மை
అనుకూలత,பொருந்தக்கூடிய தன்மை
పరిహార పునరుత్పత్తి,ஈடுசெய்யும் மீளுருவாக்கம்
సమర్థ సెల్,திறமையான செல்
సమర్థ హోస్ట్,திறமையான புரவலன்
పోటీ,போட்டி
పోటీ నిరోధం,போட்டி தடுப்பு
పోటీ నిరోధకం,போட்டி தடுப்பான்
పరిపూరత,நிரப்புத்தன்மை
కాంప్లిమెంటరీ ఫిల్టర్,நிரப்பு வடிகட்டி
పరిపూరకరమైన జన్యువు,நிரப்பு மரபணு
పరిపూరకరమైన జత,நிரப்பு ஜோடி
పూర్తి జీర్ణవ్యవస్థ,முழுமையான செரிமான பாதை
పూర్తి అనుసంధానం,முழுமையான இணைப்பு
పూర్తి ఆక్సీకరణ,முழுமையான ஆக்சிஜனேற்றம்
క్లిష్టమైన,சிக்கலான
క్లిష్టమైన,சிக்கலான
క్లిష్టమైన,சிக்கலான
సంక్లిష్ట కణజాలం,சிக்கலான திசு
మిశ్రమ,கூட்டு
కాంపౌండ్ కోరిఎంబి,CORRYMB கூட்டு
సమ్మేళనం ఎపిథీలియం,கலவை எபிட்டிலியம்
కాంపౌండ్ కళ్ళు,கூட்டு கண்கள்
సమ్మేళనం అంబెల్,கூட்டு அம்பல்
కంపల్సివ్ చర్య,கட்டாய நடவடிக்கை
గణన జీవశాస్త్రం,கணக்கீட்டு உயிரியல்
కంప్యూటెడ్ టోమోగ్రఫీ,கணக்கிடப்பட்ட டோமோகிராபி
కంప్యూటర్ స్క్రీన్,கணினி திரை
సాంద్రీకృత మూత్రం,செறிவூட்டப்பட்ட சிறுநீர்
ఏకాగ్రత,செறிவு
ఏకాగ్రత ప్రవణత,செறிவு சாய்வு
భావన,கருத்து
సంగ్రహణ,நெய்யுதல்
సంగ్రహణ,நெய்யுதல்
సంగ్రహణ డీకోండెన్సేషన్ చక్రం,மின்தேக்கி டிகண்டென்சேஷன் சுழற்சி
ఘనీకృత రాష్ట్రం,ஒடுக்கப்பட்ட நிலை
కండెన్సర్ లెన్స్,மின்தேக்கி லென்ஸ்
షరతులతో,நிபந்தனை
షరతులతో,நிபந்தனை
నాడిలో ప్రేరణ,நரம்பு தூண்டுதல் கடத்தல்
నీటి ప్రసరణ,நீர் கடத்தல்
కండక్టివ్ ఎలక్ట్రోలైట్ జెల్,கடத்தும் எலக்ட்ரோலைட் ஜெல்
కోన్,கூம்பு
అనుగుణంగా,ஒத்துப்போகிறது
కన్ఫార్మర్,கன்ஃபார்மர்
పుట్టుకతో వచ్చేది,பிறவி
శంఖాకార మూలం,கூம்பு வேர்
శంఖాకార,கூம்பு
కోనిడియా,கொனிடியா
కోనిఫెర్,கூம்பு
కోనిఫెరే,கோனிஃபெரி
కోనిఫెరోప్సిడా,கோனிஃபெரோப்சிடா
కన్ఫాయింట్ వాస్కులర్ బండిల్,இணைக்கும் வாஸ்குலர் மூட்டை
సంయోగం,இணைந்த
సంయోగం,இணைவு
కంజుంక్టివా,கான்ஜுன்டிவா
కంజుక్టివ్ టిష్యూ,ஒருங்கிணைந்த திசு
బంధన కణజాలము,இணைப்பு திசு
కొన్నెల్ యొక్క ప్రయోగం,கோனலின் சோதனை
పరిరక్షణ అటవీ,பாதுகாப்பு வனவியல்
కన్జర్వేషనల్ టైజ్,கன்சர்வேஷனல் உழவு
స్థిరాంకం,நிலைத்தன்மை
రాజ్యాంగం,தொகுதி
నిర్మాణాత్మక ఎంజైమ్,அமைப்புரீதியான நொதி
వినియోగదారు,நுகர்வோர்
సంప్రదింపు నిరోధం,தொடர்பு தடுப்பு
అంటు వ్యాధి,தொற்று நோய்
కలుషితం,மாசுபடுத்துங்கள்
కాలుష్యం,மாசுபாடு
సమకాలీన జీవశాస్త్రం,தற்கால உயிரியல்
ఖండం,கண்டம்
ఆకృతి దున్నుతున్నది,விளிம்பு உழுதல்
కాంట్రాక్టిబిలిటీ,ஒப்பந்தம்
సంకోచ ఫైబర్,சுருக்க ஃபைபர்
సంకోచ ప్రోటీన్,சுருக்க புரதம்
సంకోచ ప్రతిస్పందన,சுருக்கமான பதில்
సంకోచ వాక్యూల్,சுருக்க வெற்றிடம்
కాంట్రాస్ట్ ఏజెంట్,மாறுபட்ட முகவர்
కాంట్రాస్ట్ ఏజెంట్,மாறுபட்ட முகவர்
కాంట్రాస్ట్ ఏజెంట్,மாறுபட்ட முகவர்
విరుద్ధమైన లక్షణం,மாறுபட்ட பண்பு
సెంట్రిఫ్యూగల్ ఫోర్స్,மையவிலக்கு விசை
నియంత్రణ కారకం,கட்டுப்பாட்டு காரணி
నియంత్రిత ప్రయోగం,கட்டுப்படுத்தப்பட்ட சோதனை
కోనస్,கோனஸ்
కోనస్ ఆర్టెరియోసస్,கோனஸ் தமனி
సాంప్రదాయ పండించడం,வழக்கமான உழவு
కలుస్తుంది,மாற்றப்பட்டது
కన్వర్జెంట్,ஒருங்கிணைந்த
భోగశనకు సంబంధించిన,குவிந்த (பரிணாமம்)
Cancolvulaceae,Convolvulaceae
మెలికలు తిరిగిన గొట్టం,சுருண்ட குழாய்
సమన్వయ,ஒருங்கிணைப்பு
కోపాలిమర్,கோபாலிமர்
రాగి,தாமிரம்
కోప్రోలైట్,காப்ரோலைட்
కోప్రొఫిలస్,கோப்ரோபிலஸ்
కంపోలేట్ చేయండి,சமாளிக்கவும்
కాపులేషన్,சமாளிப்பு
కాపులేషన్,சமாளிப்பு
కాపులేటరీ ప్యాడ్,கோபூலேட்டரி பேட்
పగడపు రీఫ్ కమ్యూనిటీ,பவளப்பாறை சமூகம்
పగడపు,பவளம்
కార్డేట్,கோர்டேட்
కోర్ ప్రాంతం,மைய பகுதி
కోర్ జోన్,மைய மண்டலம்
కోర్ప్రెస్సర్,கோர்ரெசர்
కొరిఫాస్ఫిన్,கோரிபாஸ்பின்
కార్క్,கார்க்
కార్క్ కాంబియం,கார்க் காம்பியம்
కార్క్ స్క్రూ,கார்க் திருகு
కార్మ్,கோர்ம்
మొక్కజొన్న బోరర్,சோளம் துளைப்பான்
కార్నియా,கார்னியா
కార్నిజెన్ సెల్,கார்னீஜென் செல்
కార్నియల్ లెన్స్,கார்னியல் லென்ஸ்
కొరోల్లా,கொரோலா
కరోనా,கொரோனா
కరోనా చొచ్చుకుపోయే ఎంజైమ్,கொரோனா ஊடுருவும் நொதி
కరోనా రేడియేటా,கொரோனா ரேடியாடா
కరోనారియే,கொரோனாரியா
కొరోనరీ ఆర్టరీ,கரோனரி தமனி
కొరోనరీ ఆర్టరీ బైపాస్,கரோனரி தமனி பைபாஸ்
కొరోనరీ ఆర్టరీ డిసీజ్,கரோனரி தமனி நோய்
కొరోనరీ సల్కస్,கரோனரி சல்கஸ்
కార్పోరా కావెర్నోసా (పురుషాంగం),கார்போரா கேவர்னோசா (ஆண்குறியின்)
కార్పోరా క్వాడ్రిజెమినా,கார்போரா குவாட்ரிகெமினா
కార్పస్,கார்பஸ்
కార్పస్ అల్బికాన్స్,கார்பஸ் அல்பிகான்ஸ்
కార్పస్ కాలోసమ్,கார்பஸ் கால்சம்
కార్పస్ లూటియం,கார்பஸ் லியூடியம்
కార్పస్ స్పాంజియోసమ్,கார்பஸ் ஸ்போங்கியோசம்
కార్పస్ స్ట్రియాటం,கார்பஸ் ஸ்ட்ரைட்டம்
క్షీణించింది,அரிப்பு
కార్టెక్స్,கோர்டெக்ஸ்
కార్టికల్ నెఫ్రాన్,கார்டிகல் நெஃப்ரான்
కార్టికోస్టెరాన్,கார்டிகோஸ்டிரோன்
కార్టికోట్రోఫిక్,கார்டிகோட்ரோபிக்
కార్టిసాల్,கார்டிசோல்
కార్టిసోన్,கார்டிசோன்
కార్వస్,கோர்வஸ்
Corymb,கோரிம்ப்
విశ్వ మూలం,அண்ட தோற்றம்
కాస్మిక్ రే,காஸ்மிக் ரே
కాస్మిడ్,காஸ்மிட்
కాస్మోజోవాన్ సిద్ధాంతం,காஸ்மோசோவன் கோட்பாடு
కాటన్ బోల్వార్మ్,பருத்தி போல் புழு
కౌన్సెలింగ్,ஆலோசனை
కౌంటర్-కరెంట్ సిస్టమ్,எதிர்-நடப்பு அமைப்பு
కజిన్ వివాహం,உறவினர் திருமணம்
సమయోజనీయ బంధం,சக பிணைப்பு
కవర్,கவர்
ఎపిథీలియం కవర్,எபிட்டிலியத்தை உள்ளடக்கியது
కౌపర్స్ గ్రంథి,கபரின் சுரப்பி
కాక్సా,காக்ஸா
కాక్సా,காக்ஸா
కాక్సల్ ఎముక,காக்ஸல் எலும்பு
కాక్సల్ ప్రక్రియ,கோக்ஸல் செயல்முறை
క్రాక్,கிராக்
క్రాకర్ బ్లాస్టింగ్,கிராக்கர் வெடிப்பு
కపాల ఎముక,கிரானியல் எலும்பு
కపాల మెనింజెస్,கிரானியல் மெனிங்க்கள்
కపాల నాడి,கிரானியல் நரம்பு
క్రానియోసాక్రాల్ low ట్‌ఫ్లో,கிரானியோசாக்ரல் வெளிச்செல்லும்
కపాలం,கிரானியம்
క్రాసూలేసియన్ యాసిడ్ జీవక్రియ,கிராசுலேசியன் அமில வளர்சிதை மாற்றம்
క్రే ఫిష్,நண்டு மீன்
క్రియేటినిన్,கிரியேட்டினின்
జీవి,உயிரினம்
లత,க்ரீப்பர்
క్రెన్యులేషన్,கிரெனுலேஷன்
క్రెన్యులేషన్,கிரெனுலேஷன்
క్రెటేషియస్ కాలం,கிரெட்டேசியஸ் காலம்
క్రెటినిజం,கிரெட்டினிசம்
క్రి-డు-చాట్ సిండ్రోమ్,CRI-DU-CHAT CINDROME
క్రిస్టే,கிறிஸ்டே
క్లిష్టమైన లింక్ జాతులు,சிக்கலான இணைப்பு இனங்கள்
క్లిష్టమైన ప్రక్రియ,சிக்கலான செயல்முறை
విమర్శనాత్మకంగా అంతరించిపోతున్న జాతులు,ஆபத்தான ஆபத்தான உயிரினங்கள்
పంట,பயிர்
పంట ఇంజనీరింగ్,பயிர் பொறியியல்
పంట భూములు,பயிர்நிலம்
క్రాస్,குறுக்கு
క్రాస్ బ్రీడింగ్,கலப்பினம்
క్రాస్-బ్రిడ్జ్,குறுக்கு-பாலம்
క్రాస్ లింక్,குறுக்கு இணைக்கப்பட்டுள்ளது
క్రాస్ పరాగసంపర్కం,குறுக்கு மகரந்தச் சேர்க்கை
క్రాస్ పరాగసంపర్కం,குறுக்கு மகரந்தச் சேர்க்கை
దాటి వెళ్ళడం,கடந்து
క్రోటేరియా,க்ரோடலேரியா
క్రోటన్,க்ரோட்டன்
కిరీటం పిత్తాశయం కణితి,கிரீடம் கால் கட்டி
కిరీటం అంటుకట్టుట,கிரீடம் ஒட்டுதல்
క్రుసిఫాం,சிலுவை
ముడి జనన రేటు,கச்சா பிறப்பு விகிதம்
ముడి మరణం రేటు,கச்சா இறப்பு விகிதம்
క్రస్టేసియన్,ஓட்டப்பந்தயம்
క్రై ఇయా సి,அழுகிறேன் ia c
క్రై iia b,க்ரை iia b
క్రియోప్రెజర్వేషన్,கிரையோபிரசர்வேஷன்
క్రియోసర్జరీ,கிரையோசர்ஜரி
నిగూ,ரிப்டிக்
నిగూ geeption ప్రదర్శన,கிரிப்டிக் தோற்றம்
నిగూ color రంగు,ரகசிய நிறம்
క్రిప్టిక్‌గా - రంగు,இரகசியமாக - வண்ணம்
క్రిప్టోమాగా,கிரிப்டோகாமே
క్రిప్టోగామియా,கிரிப்டோகாமியா
లైబెర్కుహ్న్ యొక్క క్రిప్ట్స్,லிபர்குனின் கிரிப்ட்கள்
క్రిస్టల్,படிக
స్ఫటికాకార,படிக
Ctenophorans,Ctenophorans
Ctenophore,Ctenophore
Ctenoplana,Ctenoplana
కోకిల,கொக்கு
దోసకాయ,வெள்ளரி
కుకుర్బిట్,கிகர்பிட்
కుకుర్బిటా,கிகர்பிட்டா
కుల్మ్,அடிம்
సాగు,சாகுபடி
పండించిన పంట,பயிரிடப்பட்ட பயிர்
సాగు మొక్క,பயிரிடப்பட்ட ஆலை
సాంస్కృతిక లేదా వేగవంతమైన యూట్రోఫికేషన్,கலாச்சார அல்லது துரிதப்படுத்தப்பட்ட யூட்ரோஃபிகேஷன்
సంస్కృతి,கலாச்சாரம்
క్యుములస్ ఓఫోరస్,குமுலஸ் ஓஃபோரஸ்
కుప్రెసస్ టోరులోసా,கியூபிரெசஸ் டோருலோசா
కుపులా,குபுலா
కపుల్,Fupule
కర్క్యుమిన్,கர்குமின்
కర్సర్,கர்சோரியல்
కర్వెంబ్రి,கர்வெம்ப்ரியா
కర్వెంబ్రియోనిక్,வளைவு
కుస్కుటా,கஸ்குட்டா
కస్పిడేట్,கஸ்பேட்
క్యూటికల్,வெட்டு
కట్టింగ్,கட்டிங்
కట్టింగ్,கட்டிங்
నురుగు చేప,கட்ஃபிஷ்
సైనోబాక్టీరియా,சயனோபாக்டீரியா
సైనోబాక్టీరియం,சயனோபாக்டீரியம்
Cyణదణి,சயனோகோபாலமின் (பி 12)
సైనోఫైషన్ గ్రాన్యూల్,சயனோஃபைசியன் கிரானுல்
సైథియం,சியாதியம்
సైకాడ్,சைக்காட்
సైకాడేసి,சைக்காடேசி
సైకాడోప్సిడా,சைக்காடோப்சிடா
చక్రీయ గ్వానోసిన్ మోనోఫాస్ఫేట్,சுழற்சி குவானோசின் மோனோபாஸ்பேட்
చక్రీయ ఫోటోఫాస్ఫోరైలేషన్,சுழற்சி ஒளிச்சேர்க்கை
సైక్లోనిక్ సెపరేటర్,சூறாவளி பிரிப்பான்
సైక్లోప్స్,சைக்ளோப்ஸ்
సైక్లోస్పోరిన్ a,சைக்ளோஸ்போரின் அ
సైక్లోస్టోమాటా,சைக்ளோஸ்டோமாட்டா
సైకస్,சைகஸ்
సైమోస్,சைமோஸ்
సైమోస్ రకం,சைமோஸ் வகை
సైప్రస్,சைப்ரஸ்
సైప్సెలా,சிப்செலா
సిస్టీన్,சிஸ்டைன்
సిస్టిక్ ఫైబ్రోసిస్,சிஸ்டிக் ஃபைப்ரோஸிஸ்
సైటోకినిసిస్,சைட்டோகினேசிஸ்
సైటోక్రోమ్,சைட்டோக்ரோம்
సైటోకిన్ అవరోధం,சைட்டோகைன் தடை
సైటోకినిన్,சைட்டோகினின்
సైటోలజీ,சைட்டாலஜி
సైటన్,சைட்டன்
సైటోప్లాజమ్,சைட்டோபிளாசம்
సైటోప్లాస్మిక్ వంతెన,சைட்டோபிளாஸ்மிக் பாலம்
సైటోప్లాస్మిక్ గ్లోబ్యూల్,சைட்டோபிளாஸ்மிக் குளோபுல்
సైటోసిన్,சைட்டோசின்
సైటోస్కెలిటన్,சைட்டோஸ்கெலட்டன்
సైటోసోల్,சைட்டோசோல்
సైటోటాక్సానమీ,சைட்டோடாக்சோனமி
నిర్జలీకరణం,நீரிழப்பு
పాడి సాంకేతికత,பால் தொழில்நுட்பம்
డాఫ్నాల్స్,டாப்னல்ஸ்
డాఫ్నియా,டாப்னியா
డార్క్ బ్యాక్ గ్రౌండ్,இருண்ட பின் தரையில்
డార్క్ ఫీల్డ్ మైక్రోస్కోపీ,இருண்ட புலம் நுண்ணோக்கி
చీకటి ప్రతిచర్య,இருண்ட எதிர்வினை
డార్వినిజం,டார்வினிசம்
డార్విన్ ఫించ్,டார்வின் பிஞ்ச்
డేటా లోపం,தரவு குறைபாடு
తేదీ అరచేతి,தேதி பனை
డాటురా స్ట్రామోనియం,டதுரா ஸ்ட்ராமோனியம்
కుమార్తె సెల్,மகள் செல்
రోజు తటస్థ మొక్క,நாள் நடுநிலை ஆலை
రోజు పొడవు,நாள் நீளம்
డెగ్రోత్,சிதைவு
డెడ్ షూట్,இறந்த படப்பிடிப்பு
చెవుడు,காது கேளாமை
దశాబ్దం,டிகேமர்
క్షీణిస్తున్న సేంద్రీయ పదార్థం,அழுகும் கரிமப் பொருட்கள்
డెసిబెల్,டெசிபல்
డెసిడువా బసాలిస్,டெசிடுவா பாசலிஸ்
డెసిడువా క్యాప్సులారిస్,டெசிடுவா காப்ஸ்யூலரிஸ்
డెసిడువా,Decidua
ఆకురాల్చే,இலையுதிர்
కుళ్ళిపోండి,சிதைவு
డికంపోజర్,டிகம்போசர்
డెట్రిటస్ కుళ్ళిపోవడం,டெட்ரிட்டஸை சிதைக்கும்
కుళ్ళిపోయే రేటు,சிதைவு வீதம்
డెకుంబెంట్,டிகுமண்ட்
డిడిఫెంటియేటెడ్ సెల్,பிரிக்கப்பட்ட செல்
లోతైన సముద్ర కందకం,ஆழமான கடல் அகழி
లోతైన నీటి శరీరం,ஆழமான நீர் உடல்
డీఫిబ్రిలేషన్,டிஃபிபிரிலேஷன்
డీఫిబ్రిలేటర్,டிஃபிபிரிலேட்டர்
లోపం,குறைபாடு
ప్రతిరూపం,பணவாட்டம்
విక్షేపం వేవ్,விலகல் அலை
అటవీ నిర్మూలన,காடழிப்பு
కోడాన్ యొక్క క్షీణత,கோடனின் சீரழிவு
క్షీణించిన,சிதைந்துவிடும்
క్షీణించిన కోడ్,சிதைந்த குறியீடு
క్షీణత,சிதைவு
క్షీణించిన ఉమ్మడి,சீரழிவு கூட்டு
గడ్డి భూముల క్షీణత,புல்வெளியின் சீரழிவு
డెగ్రోత్,சிதைவு
డీహెసిస్ట్ ఫ్రూట్,மதிப்புமிக்க பழம்
నిర్జలీకరణం,நீரிழப்பு
డీహైడ్రో-ఎపియాండ్రోస్టెరాన్,டீஹைட்ரோ-எபியாண்ட்ரோஸ்டிரோன்
డీహైడ్రోజినేస్,ஹைட்ரஜனேஸ்
తొలగింపు,நீக்குதல்
డీలిమిటింగ్ పొర,சவ்வு வரையறுக்கும்
వర్ణించడం,வரையறுக்கும்
డెల్ఫినస్,டெல்பினஸ்
డీమెర్సల్ ఫిష్,டிமர்சல் மீன்
జనాభా పరివర్తన,மக்கள்தொகை மாற்றம்
డీనాటరేషన్,குறைப்பு
డీనాటర్డ్,மறுக்கப்பட்டது
DENATURISATION,குறைப்பு
డెండ్రైట్,டென்ட்ரைட்
డెండ్రైట్,டென்ட்ரைட்
డెండ్రైట్,டென்ட்ரைட்
డెండ్రోబేట్స్,டென்ட்ரோபேட்ஸ்
డెండ్రాన్,டென்ட்ரான்
డెంగ్యూ,டெங்கு
డెనిట్రిఫికేషన్,மறுப்பு
డెనిట్రిఫికేషన్ ప్రక్రియ,மறுப்பு செயல்முறை
డెంటిట్రిఫైయర్,டென்ட்ரேட்டர்
బ్యాక్టీరియాను తిరస్కరించడం,பாக்டீரியாவை மறுக்கும்
దట్టమైన పరిష్కారం,அடர்த்தியான தீர்வு
సాంద్రత ప్రవణత సెంట్రిఫ్యూగేషన్,அடர்த்தி சாய்வு மையவிலக்கு
సస్పెన్షన్ యొక్క సాంద్రత,இடைநீக்கத்தின் அடர்த்தி
డెంటేట్,டென்டேட்
డెంటిన్,டென்டைன்
డియోక్సిజనేటెడ్ రక్తం,டீஆக்ஸிஜனேற்றப்பட்ட இரத்தம்
డీజాతి ఆమ్లము,டியோக்ஸிரிபோநியூக்ளிக் அமிலம் (டி.என்.ஏ)
డిపిగ్మెంటేషన్,டெப்ளிக்மென்டேஷன்
నేల సంతానోత్పత్తి క్షీణత,மண் கருவுறுதல் குறைவு
డిపోలరైజేషన్,டிபோலரைசேஷன்
డిపోలిమరైజేషన్,டிபோலிமரைசேஷன்
డిప్రెషన్,மனச்சோர்வு
డిప్రెషన్,மனச்சோர்வு
విడదీయబడిన భూమి,கைவிடப்பட்ட நிலம்
డెరివేటివ్ నోవాకైన్,வழித்தோன்றல் நோவகெய்ன்
చర్మశోథ,டெர்மடோஜென்
డెర్మిస్,டெர்மிஸ்
వారసుల జనాభా,சந்ததியினர் மக்கள் தொகை
కోలన్ అవరోహణ,இறங்குங்குடற்குறை
అవరోహణ లింబ్,இறங்கு மூட்டு
అవరోహణ థొరాసిక్ బృహద్ధమని,இறங்கு தொராசிக் பெருநாடி
డీసెంట్,வம்சாவளி
ఎడారి ప్రాంతాలు,பாலைவன பகுதிகள்
ఎడారి బయోమ్,பாலைவன பயோம்
ఎడారి సంఘం,பாலைவன சமூகம்
ఎడారి మొక్క,பாலைவன ஆலை
ఎడారి పొద,பாலைவன புதர்
