Punjabi,Malayalam
ਕੰਟਰੋਲ ਸਟੋਰੇਜ,നിയന്ത്രണ സംഭരണം
ਕੰਟਰੋਲ ਸਟੋਰੇਜ ਸੇਵ,നിയന്ത്രണ സംഭരണം സംരക്ഷിക്കുക
ਕੰਟਰੋਲ ਸਵਿੱਚ,നിയന്ത്രണ സ്വിച്ച്
ਕੰਟਰੋਲ ਸਿਸਟਮ,നിയന്ത്രണ സംവിധാനം
ਕੰਟਰੋਲ ਟੇਪ,നിയന്ത്രണ ടേപ്പ്
ਕੰਟਰੋਲ ਤਕਨੀਕ,നിയന്ത്രണ രീതി
ਕੰਟਰੋਲ ਟਰਮੀਨਲ,ടെർമിനൽ നിയന്ത്രിക്കുക
ਕੰਟਰੋਲ ਕੁੱਲ,മൊത്തം നിയന്ത്രിക്കുക
ਕੰਟਰੋਲ ਟ੍ਰਾਂਸਫਰ ਸਟੇਟਮੈਂਟ,ട്രാൻസ്ഫർ ട്രാൻസ്ഫർട്ട് സ്റ്റേറ്റ്മെന്റ്
ਕੰਟਰੋਲ ਯੂਨਿਟ,നിയന്ത്രണ യൂണിറ്റ്
ਕੰਟਰੋਲ ਵੇਰੀਏਬਲ,വേരിയബിൾ നിയന്ത്രിക്കുക
ਕੰਟਰੋਲ ਵਾਲੀਅਮ,വോളിയം നിയന്ത്രിക്കുക
ਕੰਟਰੋਲ ਸ਼ਬਦ,വാക്ക് നിയന്ത്രിക്കുക
ਸੰਮੇਲਨ,സമ്മേളനം
ਸੰਮੇਲਨ ਉਪਕਰਣ,കൺവെൻഷൻ ഉപകരണങ്ങൾ
ਪਰਿਵਰਤਨ,ഒത്തുപണി
ਗੱਲਬਾਤ,സംഭാഷണം
ਗੱਲਬਾਤ,സംഭാഷണം
ਗੱਲਬਾਤ ਕਰਨ ਵਾਲੀ ਅਲਜਬੈਰੀਕ ਭਾਸ਼ਾ,സംഭാഷണ ആൽജിബ്രൈക്ക് ഭാഷ
ਗੱਲਬਾਤ ਕੰਪਾਈਲਰ,സംഭാഷണ കംപൈലർ
ਗੱਲਬਾਤ ਦੀ ਕੰਪਿ uting ਟਿੰਗ,സംഭാഷണ കമ്പ്യൂട്ടിംഗ്
ਗੱਲਬਾਤ ਭਾਸ਼ਾ,സംഭാഷണ ഭാഷ
ਗੱਲਬਾਤ ਮੋਡ,സംഭാഷണ മോഡ്
ਗੱਲਬਾਤ ਸਿਸਟਮ,സംഭാഷണ സംവിധാനം
ਗੱਲਬਾਤ ਟਰਮੀਨਲ,സംഭാഷണ ടെർമിനൽ
ਗੱਲਬਾਤ ਕਰਨ ਦਾ ਸਮਾਂ ਸਾਂਝਾਕਰਨ,സംഭാഷണ സമയ പങ്കിടൽ
ਤਬਦੀਲੀ,വിനിമയം
ਪਰਿਵਰਤਨ ਦੀ ਲਾਗਤ,പരിവർത്തനച്ചെലവ്
ਪਰਿਵਰਤਨ ਉਪਕਰਣ,പരിവർത്തന ഉപകരണം
ਤਬਦੀਲੀ ਮੋਡ,പരിവർത്തന മോഡ്
ਪਰਿਵਰਤਨ ਰੁਟੀਨ,പരിവർത്തന പതിവ്
ਤਬਦੀਲ,മാറ്റുക
ਕਨਵਰਟਰ,കൺവെർട്ടർ
ਕਨਵੈਕਸ ਪ੍ਰੋਗਰਾਮਿੰਗ,കോൺവെക്സ് പ്രോഗ്രാമിംഗ്
ਤਾਲਮੇਲ ਮੈਮੋਰੀ,പ്രസംഗിച്ച മെമ്മറി ഏകോപിപ്പിക്കുക
ਤਾਲਮੇਲ ਡਾਟਾ,ഡാറ്റ ഏകോപിപ്പിക്കുക
ਨਿਰਮਲ ਭਾਸ਼ਾ ਦਾ ਤਾਲਮੇਲ ਕਰੋ,ജ്യാമമെട്രി ഭാഷ ഏകോപിപ്പിക്കുക
ਤਾਲਮੇਲ ਗ੍ਰਾਫਿਕਸ,ഗ്രാഫിക്സ് ഏകോപിപ്പിക്കുക
ਤਾਲਮੇਲ ਨੈਟਵਰਕ,നെറ്റ്വർക്ക് കോർഡിനേറ്റ് ചെയ്യുക
ਤਾਲਮੇਲ ਟਾਈਮ ਸਕੇਲ,സമയ സ്കെയിൽ ഏകോപിപ്പിക്കുക
ਕਾਪੀ,പകര്ത്തുക
ਕੋਰਡਲੈੱਸ ਪਲੱਗ,കോർഡ്ലെസ്സ് പ്ലഗ്
ਕੋਰਡੋਨਿਅਰ ਸਿਸਟਮ,കോർഡോണിയർ സിസ്റ്റം
ਕੋਰ,കാന്വ്
ਕੋਰ ਡੰਪ,പ്രധാന ഡമ്പ്
ਕੋਰ ਚਿੱਤਰ,കോർ ചിത്രം
ਕੋਰ ਚਿੱਤਰ ਲਾਇਬ੍ਰੇਰੀ,കോർ ഇമേജ് ലൈബ്രറി
ਕੋਰ ਮੈਮੋਰੀ,കോർ മെമ്മറി
ਕੋਰ ਨੈੱਟਵਰਕ,കോർ നെറ്റ്വർക്ക്
ਸਹਿ-ਨਿਵਾਸੀ,സഹവാസി
ਕੋਰ ਸਟੋਰੇਜ,കോർ സ്റ്റോറേജ്
ਕੋਰ ਸਿਸਟਮ,കോർ സിസ്റ്റം
ਸਹਿ-ਰੁਟੀਨ,കോ-ദിനചര്യ
ਸਹੀ ਅਤੇ ਕਾੱਪੀ,ശരിയും പകർപ്പും
ਸਹੀ ਫੀਚਰ,സവിശേഷത പൂർത്തിയാക്കുക
ਸੁਧਾਰ,തിരുത്ത്
ਸੁਧਾਰ ਦੀ ਜਾਣਕਾਰੀ,തിരുത്തൽ വിവരങ്ങൾ
ਸੁਧਾਰਕ ਦੇਖਭਾਲ,തിരുത്തൽ പരിപാലനം
ਸੁਧਾਰਕ ਦੇਖਭਾਲ ਦਾ ਸਮਾਂ,തിരുത്തൽ പരിപാലന സമയം
ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,ചെലവ് വിശകലനം
ਲਾਗਤ-ਕੇਂਦਰ ਲੇਖਾ,ചെലവ് കേന്ദ്ര അക്ക ing ണ്ടിംഗ്
ਗਿਣਤੀ,എണ്ണുക
ਕਾ counter ਂਟਰ,കൗണ്ടര്
ਕਾ counter ਂਟਰ ਇਨਿਹਸ,ക counter ണ്ടർ തടവ്
ਕਾਉਂਟ-ਕੁੰਜੀ-ਡਾਟਾ ਉਪਕਰਣ,എണ്ണം-കീ-ഡാറ്റ ഉപകരണം
ਦੇਸ਼ ਦਾ ਕੋਡ,രാജ്യ കോഡ്
ਨਾਜ਼ੁਕ ਮਾਰਗ method ੰਗ,ഗുരുതരമായ പാത്ത് രീതി
ਕਰਾਸ ਬਾਰ ਸਵਿੱਚ,ക്രോസ് ബാർ സ്വിച്ച്
ਕਰਾਸ ਬਾਰ ਸਿਸਟਮ,ക്രോസ് ബാർ സിസ്റ്റം
ਕਰਾਸ ਚੈੱਕ,ക്രോസ് ചെക്ക്
ਕਰਾਸ ਕੰਪਾਈਲਰ,ക്രോസ് കംപൈലർ
ਡੋਮੇਨ ਸੰਚਾਰ ਨੂੰ ਪਾਰ ਕਰੋ,ക്രോസ് ഡൊമെയ്ൻ കമ്മ്യൂണിക്കേഷൻ
ਕਰਾਸ ਫਾਇਰ,ക്രോസ് ഫയർ
ਕਰਾਸ ਪੈਰ,ക്രോസ് പാദം
ਕਰਾਸ ਫੁਟਿੰਗ ਟੈਸਟ,ക്രോസ് ഫുട് ടെസ്റ്റ്
ਕਰਾਸ ਪੁਆਇੰਟ ਐਰੇ,ക്രോസ് പോയിന്റ് അറേ
ਕਰਾਸ ਕਲੀਨਲ ਟੈਸਟਿੰਗ,ക്രോസ് സെക്ഷണൽ പരിശോധന
ਐਰੇ ਦਾ ਕਰਾਸ ਸੈਕਸ਼ਨ,ഒരു അറേയുടെ ക്രോസ് സെക്ഷൻ
ਕਰਾਸ ਸਾੱਫਟਵੇਅਰ,ക്രോസ് സോഫ്റ്റ്വെയർ
ਕਰਾਸ ਸਬਰਾਤਾ ਲਿੰਕ,ക്രോസ് സുബെറ ലിങ്ക്
ਕਰਾਸ ਟਾਕ,ക്രോസ് ടോക്ക്
ਕਰਾਸ ਟਰੈਕਿੰਗ,ക്രോസ് ട്രാക്കിംഗ്
ਭੀੜ,കൂടുന്തോ
ਕ੍ਰੀਓਗੇਨਿਕਸ,ക്രഗോണിക്സ്
ਕ੍ਰਾਇਓਜੈਨਿਕ ਸਟੋਰੇਜ,ക്രയോജനിക് സംഭരണം
ਕ੍ਰਾਈਓਜੇਨਿਕ ਸਟੋਰ,ക്രയോജനിക് സ്റ്റോർ
ਕ੍ਰੋਸਟੇਟ,ക്രോസ്റ്റേറ്റ്
Critotron,ക്രക്ട്രോൺ
ਕ੍ਰਿਪੋਟੋਗ੍ਰਾਫਿਕ,ക്രിപ്റ്റോഗ്രാഫിക്
ਕ੍ਰਿਪਟੋਗ੍ਰਾਫਿਕ ਐਲਗੋਰਿਦਮ,ക്രിപ്റ്റോഗ്രാഫിക് അൽഗോരിതം
ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ,ക്രിപ്റ്റോഗ്രഫി
ਸੰਚਤ ਇੰਡੈਕਸ,സ്യൂമാലേറ്റീവ് സൂചിക
ਮੁਦਰਾ ਪ੍ਰਤੀਕ,കറൻസി ചിഹ്നം
ਮੌਜੂਦਾ ਬੀਮ ਸਥਿਤੀ,നിലവിലെ ബീം സ്ഥാനം
ਮੌਜੂਦਾ ਕਨੈਕਟ ਸਮੂਹ,നിലവിലെ കണക്റ്റ് ഗ്രൂപ്പ്
ਮੌਜੂਦਾ ਪੀੜ੍ਹੀ,നിലവിലെ തലമുറ
ਮੌਜੂਦਾ ਹਦਾਇਤ  ਰਜਿਸਟਰ,നിലവിലെ നിർദ്ദേശം  പട്ടികയുണ്ടാക്കുക
ਮੌਜੂਦਾ ਲਾਈਨ  ਪੁਆਇੰਟਰ,നിലവിലെ വരി  പോയിന്തം
ਮੌਜੂਦਾ ਲੂਪ (=  ਮੌਜੂਦਾ ਐਂਟੀਇਨੋਡ),നിലവിലെ ലൂപ്പ് (=  നിലവിലെ ആന്റിനോഡ്)
ਮੌਜੂਦਾ ਮੋਡ ਤਰਕ,നിലവിലെ മോഡ് ലോജിക്
ਮੌਜੂਦਾ ਰਿਕਾਰਡ,നിലവിലെ റെക്കോർഡ്
ਕਰਸਰ,കഴ്സർ
ਕਰਸਰ ਕੰਟਰੋਲ ਕੁੰਜੀ,കഴ്സർ നിയന്ത്രണ കീ
ਕਰਟੇਟ,ശേഖരിക്കുക
ਕਰਵ ਫਾਲੋਅਰ,കർവ് അനുയായി
ਕੁਸ਼ਨ,തലയണ
ਗਾਹਕ ਪਹੁੰਚ ਖੇਤਰ,ഉപഭോക്തൃ ആക്സസ് ഏരിയ
ਗਾਹਕ ਜਾਣਕਾਰੀ ਨਿਯੰਤਰਣ ਪ੍ਰਣਾਲੀ,ഉപഭോക്തൃ വിവര നിയന്ത്രണ സംവിധാനം
ਗਾਹਕ ਦਾ ਆਯੋਜਨ ਉਪਕਰਣ,ഉപഭോക്തൃ പരിസരം ഉപകരണങ്ങൾ
ਗਾਹਕ ਸਵਿਚਿੰਗ ਸਿਸਟਮ,ഉപഭോക്തൃ സ്വിച്ചിംഗ് സിസ്റ്റം
ਕੱਟ,മുറിക്കുക
ਕੱਟਣ ਵਾਲੇ ਫਾਰਮ,ഫോം മോഡ് മുറിക്കുക
ਕੱਟਣ ਦਾ ਤਰੀਕਾ,രീതി മുറിക്കുക
ਬੰਦ ਕਰ ਦਿਓ,വിച്ഛേദിക്കുക
ਸਾਈਬਰਕੇਸ਼ਨ,സൈബർനേഷൻ
ਸਾਈਬਰਨੇਟਿਕਸ,സൈബർനെറ്റിക്സ്
ਚੱਕਰ,ആവൃത്തി
ਚੱਕਰ ਦੀ ਗਿਣਤੀ,സൈക്കിൾ എണ്ണം
ਸਾਈਕਲ ਇੰਡੈਕਸ,സൈക്കിൾ സൂചിക
ਸਾਈਕਲ ਮੈਮੋਰੀ,സൈക്കിൾ മെമ്മറി
ਸਾਈਕਲ ਮਾਈਕ੍ਰੋਪ੍ਰੋਮਿੰਗ,സൈക്കിൾ മൈക്രോപ്രമിംഗ്
ਸਾਈਕਲ ਰੀਸੈਟ,സൈക്കിൾ പുന .സജ്ജമാക്കുക
ਸਾਈਕਲ ਸਾਂਝਾ ਕਰਨਾ,സൈക്കിൾ പങ്കിടൽ
ਸਾਈਕਲ ਚੋਰੀ,സൈക്കിൾ മോഷ്ടിക്കുക
ਚੱਕਰ ਚੋਰੀ ਕਰਨਾ,സൈക്കിൾ മോഷ്ടിക്കുന്നു
ਚੱਕਰ ਦਾ ਸਮਾਂ,സൈക്കിൾ സമയം
ਚੱਕਰਵਾਤ ਕੋਡ,ചാക്രിക കോഡ്
ਸਾਈਕਲਿਕ ਰਿਡੰਡੈਂਸੀ ਚੈੱਕ,സൈക്ലിക് ആവർത്തന പരിശോധന
ਚੱਕਰਵਾਤੀ ਸ਼ਿਫਟ,ചാക്രിക മാറ്റം
ਚੱਕਰਵਾਤ ਸਟੋਰੇਜ,ചാക്രിക സംഭരണം
ਚੱਕਰਵਾਤ ਦਾ ਤਬਾਦਲਾ,ചാക്രിക കൈമാറ്റം
ਸਿਲੰਡਰ ਸੰਕਲਪ,സിലിണ്ടർ ആശയം
ਅੱਖਰ,കഥാപാതം
ਕੋਡ ਨੇ ਦਸ਼ਮਲਵ,കോഡ് ചെയ്ത ദശാംശ
ਡੇਜ਼ੀ ਚੇਨ,ഡെയ്സി ചെയിൻ
ਡੇਜ਼ੀ ਪ੍ਰਿੰਟ ਪਹੀਏ,ഡെയ്സി പ്രിന്റ് വീൽ
ਡੇਜ਼ੀ ਚੱਕਰ,ഡെയ്സി ചക്രം
ਗਿੱਲੇ,നനഞ്ഞ
ਡਾਟਾ,ഡാറ്റ
ਅਵਾਜ਼ ਤੋਂ ਉੱਪਰ ਡੇਟਾ,ശബ്ദത്തിന് മുകളിലുള്ള ഡാറ്റ
ਡਾਟਾ ਐਕਸੈਸ ਦਾ ਪ੍ਰਬੰਧ,ഡാറ്റ ആക്സസ് ക്രമീകരണം
ਡਾਟਾ ਪ੍ਰਾਪਤੀ,ഡാറ്റ ഏറ്റെടുക്കൽ
ਡਾਟਾ ਗ੍ਰਹਿਣ ਕਰਨ ਵਾਲਾ ਕੰਪਿ computer ਟਰ,ഡാറ്റ ഏറ്റെടുക്കൽ കമ്പ്യൂട്ടർ
ਡਾਟਾ ਅਡੈਪਸ਼ਨ ਯੂਨਿਟ,ഡാറ്റ അണ്ടക്ഷൻ യൂണിറ്റ്
ਡਾਟਾ ਪ੍ਰਬੰਧਕ,ഡാറ്റ അഡ്മിനിസ്ട്രേറ്റർ
ਡਾਟਾ ਸਮੂਹ,ഡാറ്റ അഗ്രഗേറ്റ്
ਡਾਟਾ ਖੇਤਰ,ഡാറ്റ ഏരിയ
ਡਾਟਾ ਐਰੇ,ഡാറ്റ അറേ
ਡਾਟਾ ਗੁਣ,ഡാറ്റ ആട്രിബ്യൂട്ട്
ਡਾਟਾ ਬੈਂਕ,ഡാറ്റ ബാങ്ക്
ਡਾਟਾਬੇਸ,ഡാറ്റാബേസ്
ਡਾਟਾਬੇਸ ਪ੍ਰਸ਼ਾਸਨ,ഡാറ്റാബേസ് അഡ്മിനിസ്ട്രേഷൻ
ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ,ഡാറ്റാബേസ് മാനേജുമെന്റ്
ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ,ഡാറ്റാബേസ് മാനേജുമെന്റ് സിസ്റ്റം
ਡਾਟਾ ਬਲਾਕ,ഡാറ്റ ബ്ലോക്ക്
ਡਾਟਾ ਬਰੇਕ (= ਸਿੱਧੀ ਮੈਮੋਰੀ ਐਕਸੈਸ),ഡാറ്റ ബ്രേക്ക് (= നേരിട്ടുള്ള മെമ്മറി ആക്സസ്)
ਡਾਟਾ ਬਫਰ ਰਜਿਸਟਰ,ഡാറ്റ ബഫർ രജിസ്റ്റർ
ਡਾਟਾ ਕੈਪਚਰ,ഡാറ്റ ക്യാപ്ചർ
ਡਾਟਾ ਕਾਰਡ,ഡാറ്റ കാർഡ്
ਡਾਟਾ ਕੈਰੀਅਰ,ഡാറ്റ കാരിയർ
ਡਾਟਾ ਸੈੱਲ,ഡാറ്റ സെൽ
ਡਾਟਾ ਚੈਨਲ,ഡാറ്റ ചാനൽ
ਡਾਟਾ ਚੈਨਲ ਮਲਟੀਪਲੈਕਸਰ,ഡാറ്റ ചാനൽ മൾട്ടിപ്പിൾ എക്സ്സ്റ്റർ
ਡਾਟਾ ਸਰਕਟ,ഡാറ്റ സർക്യൂട്ട്
ਡਾਟਾ ਸਰਕਟ ਪਾਰਦਰਸ਼ਤਾ,ഡാറ്റ സർക്യൂട്ട് സുതാര്യത
ਡਾਟਾ ਕੋਡ,ഡാറ്റ കോഡ്
ਡਾਟਾ ਇਕੱਠਾ ਕਰਨ,ഡാറ്റ ശേഖരണം
ਡਾਟਾ ਇਕੱਤਰ ਕਰਨ ਵਾਲਾ ਸਟੇਸ਼ਨ,ഡാറ്റ ശേഖരണ സ്റ്റേഷൻ
ਡਾਟਾ ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ ਸਿਸਟਮ,ഡാറ്റ ശേഖരണ സംവിധാനം
ਡਾਟਾ  ਸੰਚਾਰ,ഡാറ്റ  വാര്ത്താവിനിമയം
ਡਾਟਾ  ਸੰਚਾਰ  ਚੈਨਲ,ഡാറ്റ  വാര്ത്താവിനിമയം  ചാനല്
ਡਾਟਾ  ਸੰਚਾਰ  ਉਪਕਰਣ,ഡാറ്റ  വാര്ത്താവിനിമയം  സജ്ജീകരണം
ਡਾਟਾ  ਸੰਚਾਰ  ਇੰਟਰਫੇਸ,ഡാറ്റ  വാര്ത്താവിനിമയം  ഇന്റർഫേസ്
ਡਾਟਾ  ਸੰਚਾਰ  ਨੈੱਟਵਰਕ,ഡാറ്റ  വാര്ത്താവിനിമയം  നെറ്റ്വർക്ക്
ਡਾਟਾ  ਸੰਚਾਰ  ਸੇਵਾ,ഡാറ്റ  വാര്ത്താവിനിമയം  സേവനം
ਡਾਟਾ ਸੰਕੁਚਨ,ഡാറ്റ കോംപാക്ഷൻ
ਡਾਟਾ ਸੰਕੁਚਨ,ഡാറ്റ കംപ്രഷൻ
ਡਾਟਾ ਕਨੈਕਸ਼ਨ,ഡാറ്റ കണക്ഷൻ
ਡਾਟਾ ਸਥਿਰ,ഡാറ്റ സ്ഥിരാങ്കം
ਡਾਟਾ  ਗੰਦਗੀ,ഡാറ്റ  മലിനമാക്കല്
ਡਾਟਾ ਨਿਯੰਤਰਣ,ഡാറ്റ നിയന്ത്രണം
ਡਾਟਾ ਕੰਟਰੋਲ ਬਲਾਕ,ഡാറ്റ നിയന്ത്രണ ബ്ലോക്ക്
ਡਾਟਾ ਤਬਦੀਲੀ,ഡാറ്റ പരിവർത്തനം
ਡਾਟਾ ਕਨਵਰਟਰ,ഡാറ്റ കൺവെർട്ടർ
ਡੇਟਾ ਐਲਾਨ,ഡാറ്റ പ്രഖ്യാപനം
ਡੇਟਾ ਐਲਾਨ  ਬਿਆਨ,ഡാറ്റ പ്രഖ്യാപനം  പ്രസ്താവന
ਡਾਟਾ ਪਰਿਭਾਸ਼ਾ,ഡാറ്റ നിർവചനം
ਡਾਟਾ ਪਰਿਭਾਸ਼ਾ  ਨਾਮ,ഡാറ്റ നിർവചനം  പേര്
ਡਾਟਾ ਪਰਿਭਾਸ਼ਾ  ਬਿਆਨ,ഡാറ്റ നിർവചനം  പ്രസ്താവന
ਡਾਟਾ ਦੇਰੀ,ഡാറ്റ കാലതാമസം
ਡਾਟਾ ਡੀਲਿਮਿਟਰ,ഡാറ്റ ഡിലിമിറ്റർ
ਡਾਟਾ ਘਣਤਾ,ഡാറ്റ സാന്ദ്രത
ਡਾਟਾ ਵੇਰਵਾ  ਦਾਖਲਾ,ഡാറ്റ വിവരണം  പവേശം
ਡਾਟਾ ਵੇਰਵਾ  ਭਾਸ਼ਾ,ഡാറ്റ വിവരണം  ഭാഷ
ਡਾਟਾ ਡਿਜ਼ਾਈਨ,ഡാറ്റ ഡിസൈൻ
ਡਾਟਾ ਜੰਤਰ,ഡാറ്റ ഉപകരണം
ਡਾਟਾ ਡਿਕਸ਼ਨਰੀ,ഡാറ്റ നിഘണ്ടു
ਡਾਟਾ ਨਿਰਦੇਸ਼ਤ ਸੰਚਾਰ,ഡാറ്റ സംവിധാനം ചെയ്ത ട്രാൻസ്മിഷൻ
ਡਾਟਾ ਡਿਸਪਲੇਅ ਯੂਨਿਟ,ഡാറ്റ പ്രദർശന യൂണിറ്റ്
ਡਾਟਾ ਵੰਡ ਪ੍ਰਣਾਲੀ,ഡാറ്റ വിതരണ സംവിധാനം
ਡੇਟਾ ਡਿਵੀਜ਼ਨ,ഡാറ്റ ഡിവിഷൻ
ਡਾਟਾ ਐਲੀਮੈਂਟ,ഡാറ്റ ഘടകം
ਡਾਟਾ ਐਲੀਮੈਂਟ ਚੇਨ,ഡാറ്റ ഘടക ശൃംഖല
ਡਾਟਾ ਇਨਕ੍ਰਿਪਸ਼ਨ  ਕੁੰਜੀ,ഡാറ്റ എൻക്രിപ്ഷൻ  താക്കോല്
ਡਾਟਾ ਇਨਕ੍ਰਿਪਸ਼ਨ  ਸਟੈਂਡਰਡ,ഡാറ്റ എൻക്രിപ്ഷൻ  സ്റ്റാൻഡേർഡ്
ਡਾਟਾ ਐਂਟਰੀ,ഡാറ്റ എൻട്രി
ਡਾਟਾ ਐਂਟਰੀ ਡਿਵਾਈਸ,ഡാറ്റ എൻട്രി ഉപകരണം
ਡਾਟਾ ਗਲਤੀ,ഡാറ്റ പിശക്
ਡਾਟਾ ਮੁਲਾਂਕਣ,ഡാറ്റ വിലയിരുത്തൽ
ਡਾਟਾ ਪ੍ਰੀਖਿਆ,ഡാറ്റ പരീക്ഷ
ਡਾਟਾ ਐਕਸਚੇਂਜ,ഡാറ്റ കൈമാറ്റം
ਡਾਟਾ ਖੇਤਰ,ഡാറ്റ ഫീൽഡ്
ਡਾਟਾ ਫਾਈਲ,ഡാറ്റ ഫയൽ
ਡਾਟਾ ਵਹਾਅ,ഡാറ്റ ഒഴുക്ക്
ਡਾਟਾ ਪ੍ਰਵਾਹ ਚਾਰਟ,ഡാറ്റ ഫ്ലോ ചാർട്ട്
ਡਾਟਾ ਫਲੋ ਕੰਟਰੋਲ,ഡാറ്റ ഫ്ലോ നിയന്ത്രണം
ਡਾਟਾ ਫਲੋ ਐਟਰਾਮ,ഡാറ്റ ഫ്ലോ ഡയഗ്രം
ਡਾਟਾ ਫਾਰਮੈਟ,ഡാറ്റ ഫോർമാറ്റ്
ਡਾਟਾ ਫਾਰਮੈਟ ਆਈਟਮ,ഡാറ്റ ഫോർമാറ്റ് ഇനം
ਡਾਟਾ ਜੇਨਰੇਟਰ,ഡാറ്റ ജനറേറ്റർ
ਡਾਟਾਗ੍ਰਾਮ,ഡാറ്റാഗ്രാം
ਡੈਟਾਗਰਾਮ ਸੇਵਾ,ഡാറ്റാഗ്രാം സേവനം
ਡਾਟਾ ਗ੍ਰਾਫਿਕਸ,ഡാറ്റ ഗ്രാഫിക്സ്
ਡਾਟਾ ਗ੍ਰਾਉਸਕੋਪ,ഡാറ്റ ഗ്രാഫോസ്
ਡਾਟਾ ਹੈਂਡਲਿੰਗ,ഡാറ്റ കൈകാര്യം ചെയ്യൽ
ਡਾਟਾ ਹੈਂਡਲਿੰਗ  ਸਮਰੱਥਾ,ഡാറ്റ കൈകാര്യം ചെയ്യൽ  താണി
ਡਾਟਾ ਲੜੀ,ഡാറ്റ ശ്രേണി
ਡਾਟਾ ਮੇਜ਼ਬਾਨ (= ਮੇਜ਼ਬਾਨ),ഡാറ്റ ഹോസ്റ്റ് (= ഹോസ്റ്റ്)
ਡਾਟਾ ਆਜ਼ਾਦੀ,ഡാറ്റ സ്വാതന്ത്ര്യം
ਡਾਟਾ ਇੰਪੁੱਟ,ഡാറ്റ ഇൻപുട്ട്
ਡਾਟਾ ਇਨਪੁਟ ਸਟੇਸ਼ਨ,ഡാറ്റ ഇൻപുട്ട് സ്റ്റേഷൻ
ਡਾਟਾ ਇਕਸਾਰਤਾ,ഡാറ്റ സമഗ്രത
ਡਾਟਾ ਐਕਸਚੇਂਜ,ഡാറ്റ ഇന്റർചേഞ്ച്
ਆਵਾਜ਼ ਵਿੱਚ ਡਾਟਾ,ശബ്ദത്തിലെ ഡാറ്റ
ਡਾਟਾ I / O  ਹਦਾਇਤ,ഡാറ്റ I / O  നിര്ദ്ദേശം
ਡਾਟਾ ਆਈਟਮ,ഡാറ്റ ഇനം
ਡਾਟਾ ਪੱਧਰ,ഡാറ്റ ലെവൽ
ਡਾਟਾ ਲਾਇਬ੍ਰੇਰੀ,ഡാറ്റ ലൈബ്രറി
ਡਾਟਾ ਲਿੰਕ ਨਿਯੰਤਰਣ  ਅੱਖਰ,ഡാറ്റ ലിങ്ക് നിയന്ത്രണം  കഥാപാതം
ਡਾਟਾ ਲਿੰਕ ਭੱਜਣਾ  ਅੱਖਰ,ഡാറ്റ ലിങ്ക് എസ്കേപ്പ്  കഥാപാതം
ਡਾਟਾ ਲਿੰਕ ਪਰਤ,ഡാറ്റ ലിങ്ക് ലെയർ
ਡਾਟਾ ਸੂਚੀ,ഡാറ്റ പട്ടിക
ਡਾਟਾ ਲੌਗਿੰਗ,ഡാറ്റ ലോഗിംഗ്
ਡਾਟਾ ਪ੍ਰਬੰਧਨ,ഡാറ്റ മാനേജുമെന്റ്
ਡਾਟਾ ਪ੍ਰਬੰਧਨ  ਪ੍ਰੋਗਰਾਮ,ഡാറ്റ മാനേജുമെന്റ്  കാരപരിപാടി
ਡਾਟਾ ਪ੍ਰਬੰਧਨ  ਸਿਸਟਮ,ഡാറ്റ മാനേജുമെന്റ്  ഏര്പ്പാട്
ਡੇਟਾ ਹੇਰਾਫੇਰੀ,ഡാറ്റ കൈകാര്യം ചെയ്യുന്നു
ਡਾਟਾ ਹੇਰਾਫੇਰੀ  ਭਾਸ਼ਾ,ഡാറ്റ കൃത്രിമത്വം  ഭാഷ
ਡਾਟਾ ਮਾਸਕਿੰਗ,ഡാറ്റ മാസ്കിംഗ്
ਡੈਟਾਮੈਟਿਕ ਕੰਪਿ computer ਟਰ,ഡാറ്റാമാറ്റിക് കമ്പ്യൂട്ടർ
ਡੇਟਾ,ഡാറ്റാമേഷൻ
ਡਾਟਾ ਮਾਧਿਅਮ,ഡാറ്റ മാധ്യമം
ਡਾਟਾ ਮਾਈਗ੍ਰੇਸ਼ਨ,ഡാറ്റ മൈഗ്രേഷൻ
ਡਾਟਾ ਮੋਡ,ഡാറ്റ മോഡ്
ਡਾਟਾ ਮੂਵ  ਹਦਾਇਤ,ഡാറ്റ നീക്കം  നിര്ദ്ദേശം
ਡਾਟਾ ਮਲਟੀਪਲੈਕਸਰ,ഡാറ്റ മൾട്ടിപ്ലക്സർ
ਡਾਟਾ ਨਾਮ,വിവര നാമം
ਡਾਟਾ ਨੈਟਵਰਕ,ഡാറ്റ നെറ്റ്വർക്ക്
ਡਾਟਾ ਓਪਰੇਸ਼ਨ,ഡാറ്റ പ്രവർത്തനം
ਡਾਟਾ ਸੰਗਠਨ,ഡാറ്റ ഓർഗനൈസേഷൻ
ਡਾਟਾ ਉਤਪਰਾ,ഡാറ്റ ഉത്ഭവം
ਡਾਟਾ ਆਉਟਪੁੱਟ,ഡാറ്റ .ട്ട്പുട്ട്
ਡਾਟਾ ਮਾਰਗ,ഡാറ്റ പാത
ਡਾਟਾ ਪੜਾਅ,ഡാറ്റ ഘട്ടം
