Bengali,Tamil
গতিশীল স্টপ,மாறும் நிறுத்தம்
গতিশীল স্টোরেজ,மாறும் சேமிப்பு
গতিশীল স্টোরেজ  বরাদ্দ,மாறும் சேமிப்பு  ஒதுக்கீடு
গতিশীল  Subroutine,மாறும்  சப்ரூட்டீன்
গতিশীল সমর্থন  পদ্ধতি,மாறும் ஆதரவு  அமைப்பு
গতিশীল সিস্টেম  মডেল,மாறும் அமைப்பு  மாதிரி
গতিশীল ভার্চুয়াল  মেমরি সিস্টেম,மாறும் மெய்நிகர்  நினைவக அமைப்பு
প্রতিধ্বনি চেক,எதிரொலி சோதனை
প্রতিধ্বনি দমনকারী,எதிரொலி அடக்கி
একনোমেট্রিক  আবেদন,சுற்றுச்சூழல் அளவீடுகள்  விண்ணப்பம்
একনোমেট্রিক  মডেল,சுற்றுச்சூழல் அளவீடுகள்  மாதிரி
অর্থনৈতিক  আবেদন,பொருளாதாரம்  விண்ணப்பம்
অর্থনীতি  কম্পিউটিং,பொருளாதாரம்  கம்ப்யூட்டிங்
অর্থনীতি  কম্পিউটিং  অন্তর্জাল,பொருளாதாரம்  கம்ப்யூட்டிங்  வலைப்பின்னல்
প্রান্ত,விளிம்பு
প্রান্ত খাঁজ কার্ড,எட்ஜ் குறிப்பிடத்தக்க அட்டை
প্রান্ত খোঁচা কার্ড,எட்ஜ் பஞ்ச் கார்டு
সম্পাদনা,தொகு
নির্দেশিত সম্পাদনা  সংক্রমণ,இயக்கியதைத் திருத்து  பரவும் முறை
সম্পাদিত অনুলিপি,திருத்தப்பட்ட நகல்
সম্পাদনা চরিত্র,திருத்தும் தன்மை
সম্পাদনা ডেটা,தரவைத் திருத்துதல்
সম্পাদনা  তথ্য,எடிட்டிங்  தகவல்
সম্পাদনা অধিবেশন,எடிட்டிங் அமர்வு
সম্পাদনা বিবৃতি,எடிட்டிங் அறிக்கை
সম্পাদনা প্রতীক,எடிட்டிங் சின்னம்
সংস্করণ নম্বর,பதிப்பு எண்
সম্পাদনা মোড,படிப்பு பயன்முறை
সম্পাদক,ஆசிரியர்
সম্পাদক বৈশিষ্ট্য,ஆசிரியர் அம்சம்
সম্পাদক মাইক্রো  কম্পিউটার,ஆசிரியர் மைக்ரோ  கணினி
সম্পাদক প্রোগ্রাম,ஆசிரியர் திட்டம்
সম্পাদনা পর্ব,திருத்து கட்டம்
শিক্ষামূলক প্রযুক্তি,கல்வி தொழில்நுட்பம்
এডুলকারেট,Edulcate
কার্যকর বাইট,பயனுள்ள பைட்
কার্যকর ডেটা  স্থানান্তর হার,பயனுள்ள தரவு  பரிமாற்ற விகிதம்
কার্যকর ডাবল  শব্দ,பயனுள்ள இரட்டை  சொல்
কার্যকর অর্ধ-শব্দ,பயனுள்ள அரை சொல்
কার্যকর  নির্দেশ,பயனுள்ள  வழிமுறைகள்
কার্যকর অপারেন্ড  ঠিকানা,பயனுள்ள செயல்பாடு  முகவரி
কার্যকর  পদ্ধতি,பயனுள்ள  செயல்முறை
কার্যকর গতি,பயனுள்ள வேகம்
কার্যকর  সংক্রমণ  দ্রুততা,பயனுள்ள  பரவும் முறை  வேகம்
কার্যকর শব্দ,பயனுள்ள சொல்
কার্যকর শব্দ  অবস্থান,பயனுள்ள சொல்  இடம்
আট-বিট বাইট,எட்டு பிட் பைட்
যেভাবে  যোগাযোগ,யாருக்கும் வழி  தொடர்பு
যেভাবে  অপারেশন,யாருக்கும் வழி  செயல்பாடு
ইজেক্ট কী,விசையை வெளியேற்றவும்
ইলাস্টিক বাফার,மீள் இடையக
বৈদ্যুতিক  অ্যাকাউন্টিং  মেশিন,மின்  கணக்கியல்  இயந்திரம்
বৈদ্যুতিক বর্তনী  বিশ্লেষণ প্রোগ্রাম,மின் சுற்று  பகுப்பாய்வு திட்டம்
বৈদ্যুতিকভাবে  পরিবর্তনযোগ্য মেমরি,மின்சாரம்  மாற்றக்கூடிய நினைவகம்
বৈদ্যুতিন চৌম্বক  সামঞ্জস্যতা,மின்காந்த  பொருந்தக்கூடிய தன்மை
বৈদ্যুতিন চৌম্বক  বিলম্ব সময়,மின்காந்த  தாமத நேரம்
বৈদ্যুতিন চৌম্বক  রিলে,மின்காந்த  ரிலே
তড়িৎচক্র  প্রভাব মুদ্রণ,மின் இயற்பியல்  தாக்க அச்சிடுதல்
তড়িৎচক্র  চক্রান্তকারী,மின் இயற்பியல்  சதித்திட்டம்
তড়িৎচক্র  স্ক্যানিং,மின் இயற்பியல்  ஸ்கேனிங்
তড়িৎচক্র  স্যুইচিং সিস্টেম,மின் இயற்பியல்  மாறுதல் அமைப்பு
বৈদ্যুতিন খেলনা,எலக்ட்ரோ மெக்கானிக்கல் பொம்மை
ইলেক্ট্রন মরীচি  রেকর্ডিং,எலக்ட்ரான்-பீம்  பதிவு
বৈদ্যুতিক  অ্যাকাউন্টিং  মেশিন,மின்னணு  கணக்கியல்  இயந்திரம்
বৈদ্যুতিক  স্বয়ংক্রিয়  বিনিময়,மின்னணு  தானியங்கி  பரிமாற்றம்
বৈদ্যুতিক  ক্যালকুলেটর,மின்னணு  கால்குலேட்டர்
বৈদ্যুতিন নগদ  নিবন্ধন,மின்னணு பணம்  பதிவு
বৈদ্যুতিন চার্ট  পাঠক,மின்னணு விளக்கப்படம்  வாசகர்
বৈদ্যুতিন ডেটা প্রক্রিয়াজাতকরণ,மின்னணு தரவு செயலாக்கம்
বৈদ্যুতিন ডেটা  প্রক্রিয়াজাতকরণ  মেশিন,மின்னணு தரவு  செயலாக்கம்  இயந்திரம்
বৈদ্যুতিন ডেটা  প্রক্রিয়াজাতকরণ  পদ্ধতি,மின்னணு தரவு  செயலாக்கம்  அமைப்பு
বৈদ্যুতিন ফিলিং,மின்னணு நிரப்புதல்
বৈদ্যুতিন তহবিল  স্থানান্তর সিস্টেম,மின்னணு நிதிகள்  பரிமாற்ற அமைப்பு
বৈদ্যুতিন মেলিং,மின்னணு அஞ்சல்
বৈদ্যুতিন বার্তা  পরিষেবা,மின்னணு செய்தி  சேவை
বৈদ্যুতিন বার্তা  পদ্ধতি,மின்னணு செய்தி  அமைப்பு
বৈদ্যুতিন প্রিন্টার,மின்னணு அச்சுப்பொறி
বৈদ্যুতিক স্কেল,மின்னணு செதில்கள்
বৈদ্যুতিক  পরিসংখ্যান  মেশিন,மின்னணு  புள்ளிவிவர  இயந்திரம்
বৈদ্যুতিন সুইচ,மின்னணு சுவிட்ச்
বৈদ্যুতিক  স্যুইচিং সিস্টেম,மின்னணு  மாறுதல் அமைப்பு
বৈদ্যুতিক  অনুবাদক,மின்னணு  மொழிபெயர்ப்பாளர்
বৈদ্যুতিন টিউটর,மின்னணு ஆசிரியர்
ইলেক্ট্রোস্ট্যাটিক  ডিফ্লেশন,மின்னியல்  விலகல்
ইলেক্ট্রোস্ট্যাটিক  প্রিন্টার,மின்னியல்  அச்சுப்பொறி
ইলেক্ট্রোস্ট্যাটিক  মুদ্রণ,மின்னியல்  அச்சிடுதல்
ইলেক্ট্রোস্ট্যাটিক  স্টোরেজ,மின்னியல்  சேமிப்பு
উপাদান,உறுப்பு
প্রাথমিক আইটেম,தொடக்க உருப்படி
প্রাথমিক  প্রিরসিভার এবং  বিশ্লেষক,அடிப்படை  Preerceiver மற்றும்  பகுப்பாய்வி
উপাদান  অভিব্যক্তি,உறுப்பு  வெளிப்பாடு
উপাদান স্ট্রিং,உறுப்பு சரம்
উপাদান পরিবর্তনশীল নির্মূল ফ্যাক্টর,உறுப்பு மாறி நீக்குதல் காரணி
অন্য ধারা,வேறு பிரிவு
অন্য ধারা নিয়ম,வேறு பிரிவு விதி
উদ্বিগ্ন,தைரியம்
জরুরী রক্ষণাবেক্ষণ,அவசர பராமரிப்பு
জরুরী  রক্ষণাবেক্ষণ  সময়,அவசரம்  பராமரிப்பு  நேரம்
ইমিটার যুগল  যুক্তি,உமிழ்ப்பான் இணைந்து  தர்க்கம்
খালি মাধ্যম,வெற்று ஊடகம்
খালি স্ট্রিং,வெற்று சரம்
অনুকরণ,பின்பற்றுங்கள்
অনুকরণ,Emulation
এমুলেটর  প্রজন্ম,முன்மாதிரி  தலைமுறை
সক্ষম করুন,இயக்கு
সক্ষম,இயக்கப்பட்டது
সক্ষম মডিউল,இயக்கப்பட்ட தொகுதி
সক্ষম পৃষ্ঠা ত্রুটি,இயக்கப்பட்ட பக்க தவறு
নাড়ি সক্ষম করুন,துடிப்பை இயக்கவும்
সংকেত সক্ষম করা,சமிக்ஞையை செயல்படுத்துகிறது
এনসিফার,என்கிப்பர்
এনসিফারড ডেটা,மறைக்கப்பட்ட தரவு
এনকোড,குறியாக்கம்
এনকোডেড পয়েন্ট,குறியிடப்பட்ட புள்ளி
এনকোডেড প্রশ্ন,குறியிடப்பட்ட கேள்வி
এনকোডার,குறியாக்கி
জোড়া লাগানো,குறியாக்கம்
চারপাশে শেষ  ধার,சுற்றி முடிவடையும்  கடன் வாங்கவும்
ক্যারি প্রায় শেষ,சுற்றி எடுத்துச் செல்லுங்கள்
শিফট কাছাকাছি শেষ,ஷிப்டைச் சுற்றி முடிவடையும்
শেষ ডেটা প্রতীক,தரவு சின்னம் இறுதி
শেষ বিকৃতি,முடிவு விலகல்
শেষ উপকরণ,இறுதி கருவி
শেষ চিহ্ন,இறுதி குறி
ঠিকানা শেষ,முகவரியின் முடிவு
ব্লকের শেষ,தொகுதி முடிவு
ডেটা শেষ  সূচক,தரவின் முடிவு  காட்டி
শেষ অফিস,இறுதி அலுவலகம்
ফাইল লেবেল শেষ,கோப்பு லேபிளின் முடிவு
ফাইল চিহ্নের সমাপ্তি,கோப்பு அடையாளத்தின் முடிவு
খামারের শেষ,பண்ணையின் முடிவு
মাঝারি সমাপ্তি  চরিত্র,நடுத்தர முடிவு  எழுத்து
বার্তা শেষ  কোড,செய்தியின் முடிவு  குறியீடு
রেকর্ড শেষ  শব্দ,பதிவின் முடிவு  சொல்
পাঠ্যের শেষ,உரையின் முடிவு
প্রকৌশল  গ্রাফিক্স,பொறியியல்  கிராபிக்ஸ்
বর্ধনযোগ্য  ভাষা,மேம்படுத்தக்கூடிய  மொழி
প্রবেশ করুন,உள்ளிடவும்
প্রবেশ/তদন্ত  মোড,உள்ளிடவும்/விசாரிக்கவும்  பயன்முறை
কী প্রবেশ করান,விசையை உள்ளிடவும்
এন্টারপ্রাইজ নম্বর,நிறுவன எண்
সত্তা ধারণা,நிறுவன கருத்து
এন্ট্রি ব্লক,நுழைவு தொகுதி
প্রবেশের শর্ত,நுழைவு நிலை
ধ্রুবক প্রবেশ,நுழைவு மாறிலி
এন্ট্রি এক্সপ্রেশন,நுழைவு வெளிப்பாடு
প্রবেশের নির্দেশনা,நுழைவு வழிமுறை
প্রবেশের নাম,நுழைவு பெயர்
এন্ট্রি পয়েন্ট,நுழைவு புள்ளி
প্রবেশের অংশ,நுழைவு பகுதி
এন্ট্রি বাছাই,நுழைவு வரிசையாக்கம்
প্রবেশ প্রতীক,நுழைவு சின்னம்
প্রবেশের সময়,நுழைவு நேரம்
প্রবেশের মান,நுழைவு மதிப்பு
এন্ট্রি ভেরিয়েবল,நுழைவு மாறி
খামে বিলম্ব  বিকৃতি,உறை தாமதம்  சிதைவு
পরিবেশ,சூழல்
পরিবেশ  বর্ণনা  বিবৃতি,சூழல்  விளக்கம்  அறிக்கை
পরিবেশ  বিভাগ,சூழல்  பிரிவு
পরিবেশ  পয়েন্টার,சூழல்  சுட்டிக்காட்டி
এপিলগ,எபிலோக்
ইপ্রম (ক্ষয়যোগ্য  প্রোগ্রামযোগ্য  শুধুমাত্র পাঠযোগ্য  স্মৃতি),Eprom (அழிக்கக்கூடியது  நிரல்படுத்தக்கூடிய  மட்டும் படியுங்கள்  நினைவு)
সমান লাভ  চেম্বার,சம ஆதாயம்  அறை
সমতুল্য,சமநிலைப்படுத்தி
সরঞ্জাম,உபகரணங்கள்
সরঞ্জাম চার্জ,உபகரண கட்டணம்
সরঞ্জাম ঘড়ি,கருவி கடிகாரம்
সরঞ্জাম  সামঞ্জস্যতা,உபகரணங்கள்  பொருந்தக்கூடிய தன்மை
যান্ত্রিক গোলযোগ,உபகரணங்கள் செயலிழப்பு
সরঞ্জাম দিক,உபகரணங்கள் பக்கம்
সমতুল্যতা,சித்திரம்
সমতুল্যতা  অপারেশন,சித்திரம்  செயல்பாடு
সমতুল্য বাইনারি  ডিজিট ফ্যাক্টর,சமமான பைனரி  இலக்க காரணி
সমতুল্য চার  তারের সিস্টেম,அதற்கு சமமான நான்கு  கம்பி அமைப்பு
সমতুল্যতা,சமநிலை
ক্ষয়যোগ্য  প্রোগ্রামযোগ্য  শুধুমাত্র পাঠযোগ্য  স্মৃতি,அழிக்கக்கூடியது  நிரல்படுத்தக்கூடிய  மட்டும் படியுங்கள்  நினைவு
ক্ষয়যোগ্য স্টোরেজ,அழிக்கக்கூடிய சேமிப்பு
মুছুন,அழிக்கவும்
চরিত্রটি মুছুন,எழுத்தை அழிக்கவும்
মাথা মুছুন,தலையை அழிக்கவும்
এরলং,எர்லாங்
ত্রুটি বিশ্লেষণ,பிழை பகுப்பாய்வு
ত্রুটি পরীক্ষা করা,பிழை சோதனை
ত্রুটি সংশোধন  কোড,பிழை திருத்துதல்  குறியீடு
ত্রুটি সংশোধন,பிழை திருத்தம்
ত্রুটি সনাক্তকরণ,பிழை கண்டறிதல்
ত্রুটি ডায়াগনস্টিকস,பிழை கண்டறிதல்
ত্রুটি আবার চেষ্টা করুন,பிழை மீண்டும் முயற்சிக்கவும்
ত্রুটি সংকেত,பிழை சமிக்ஞை
ত্রুটি স্প্যান,பிழை இடைவெளி
ত্রুটি টেপ,பிழை நாடா
পালানো চরিত্র,தப்பிக்கும் தன்மை
পালানো কোড,தப்பிக்கும் குறியீடு
ই-টাইম (এক্সিকিউশন  সময়),மின் நேரம் (மரணதண்டனை  நேரம்)
ইউলরিয়ান পথ,யூலரியன் பாதை
ইউলারের পদ্ধতি,யூலரின் முறை
এমনকি প্যারিটি চেক,சமநிலை சோதனை கூட
ইভেন্ট চেইন,நிகழ்வு சங்கிலி
ইভেন্ট সমাপ্তি,நிகழ்வு நிறைவு
ইভেন্ট নিয়ন্ত্রণ  ব্লক,நிகழ்வு கட்டுப்பாடு  தொகுதி
ইভেন্ট পোস্টিং,நிகழ்வு இடுகை
ইভেন্ট শুরু,நிகழ்வு தொடக்க
ইভেন্টের পরিবর্তনশীল,நிகழ்வு மாறி
ক্ষমতা অতিক্রম,திறனை மீறுகிறது
গেট বাদে  (= একচেটিয়া বা  গেট),கேட் தவிர  (= பிரத்தியேக அல்லது  நுழைவாயில்
ব্যতিক্রম,விதிவிலக்கு
ব্যতিক্রম ত্রুটি,விதிவிலக்கு பிழை
ব্যতিক্রম হ্যান্ডলিং,விதிவிலக்கு கையாளுதல்
ব্যতিক্রম বার্তা,விதிவிலக்கு செய்தி
ব্যতিক্রম  রিপোর্টিং,விதிவிலக்கு  அறிக்கை
অপারেশন বাদে  (= একচেটিয়া বা  অপারেশন),செயல்பாடு தவிர  (= பிரத்தியேக அல்லது  செயல்பாடு)
অতিরিক্ত 64 বাইনারি  স্বরলিপি,அதிகப்படியான 64 பைனரி  குறியீடு
অতিরিক্ত পঞ্চাশ,அதிகப்படியான ஐம்பது
অতিরিক্ত স্বরলিপি,கூடுதல் குறியீடு
অতিরিক্ত তিনটি কোড,மூன்று குறியீடு
বিনিময়যোগ্য ডিস্ক  স্টোরেজ,பரிமாற்றம் செய்யக்கூடிய வட்டு  சேமிப்பு
বিনিময় অঞ্চল,பரிமாற்ற பகுதி
বিনিময় অঞ্চল  সুবিধা,பரிமாற்ற பகுதி  வசதி
এক্সচেঞ্জ বাফারিং,பரிமாற்ற இடையக
এক্সচেঞ্জ ক্লাস,பரிமாற்ற வகுப்பு
বিনিময়  নির্দেশ,பரிமாற்றம்  வழிமுறைகள்
বিনিময় স্মৃতি,பரிமாற்ற நினைவகம்
বিনিময় পরিষেবা,பரிமாற்ற சேவை
এক্সচেঞ্জ বাছাই,பரிமாற்ற வரிசை
বিনিময় বাছাই,பரிமாற்ற வரிசையாக்கம்
এক্সচেঞ্জ-পরীক্ষা  স্ট্রিং,பரிமாற்ற சோதனை  லேசான கயிறு
বর্জন,விலக்கு
বর্জন বা,விலக்கு அல்லது
একচেটিয়া বা,பிரத்தியேக-அல்லது
একচেটিয়া বা  উপাদান,பிரத்தியேக அல்லது  உறுப்பு
এক্সক্লুসিভ বা গেট,பிரத்தியேக அல்லது வாயில்
এক্সক্লুসিভ রেফারেন্স,பிரத்யேக குறிப்பு
এক্সক্লুসিভ বিভাগ,பிரத்யேக பிரிவு
এক্সিকিউটেবল  কার্যক্রম,இயங்கக்கூடிய  திட்டம்
এক্সিকিউটেবল  বিবৃতি,இயங்கக்கூடிய  அறிக்கை
এক্সিকিউট,செயல்படுத்த
কী এক্সিকিউট করুন,விசையை இயக்கவும்
কার্যকর করুন,கட்டம் செயல்படுத்தவும்
বিবৃতি কার্যকর করুন,அறிக்கையை செயல்படுத்தவும்
মৃত্যুদন্ড কার্যকর,மரணதண்டனை
এক্সিকিউশন চক্র,மரணதண்டனை சுழற்சி
এক্সিকিউশন ত্রুটি  সনাক্তকরণ,செயல்படுத்தல் பிழை  கண்டறிதல்
কার্যকর করার পথ,மரணதண்டனை பாதை
সঞ্চালনের সময়,மரணதண்டனை நேரம்
এক্সিকিউটিভ প্রোগ্রাম,நிர்வாக திட்டம்
এক্সিকিউটিভ রুটিন,நிர்வாக வழக்கமான
কার্যনির্বাহী  কর্মকর্তা,நிர்வாகி  மேற்பார்வையாளர்
এক্সিকিউটিভ সিস্টেম,நிர்வாக அமைப்பு
প্রসারিত ব্যাচ,விரிவாக்கப்பட்ட தொகுதி
দক্ষ পদ্ধতি,நிபுணர் அமைப்பு
ক্ষতিকারক  বিতরণ,அதிவேக  விநியோகம்
তাত্পর্যপূর্ণ ব্যর্থতা  আইন,அதிவேக தோல்வி  சட்டம்
এক্সপোনেন্ট অংশ,அதிவேக பகுதி
বর্ধিত কোর  স্টোরেজ,நீட்டிக்கப்பட்ட கோர்  சேமிப்பு
বর্ধিত এন্ট্রি  সিদ্ধান্ত টেবিল,நீட்டிக்கப்பட்ட நுழைவு  முடிவு அட்டவணை
বর্ধিত সময়  স্কেল,நீட்டிக்கப்பட்ட நேரம்  அளவு
এক্সটেনসিবল  ভাষা,விரிவாக்கக்கூடியது  மொழி
এক্সটেনসিবল সিস্টেম,விரிவாக்கக்கூடிய அமைப்பு
এক্সটেনশন,நீட்டிப்பு
এক্সটেনশন  চরিত্র,நீட்டிப்பு  எழுத்து
এক্সটেনশন মেমরি,நீட்டிப்பு நினைவகம்
এক্সটেনশন স্টেশন,விரிவாக்க நிலையம்
বাহ্যিক লেবেল,வெளிப்புற லேபிள்
বাহ্যিক লেবেল,வெளிப்புற லேபிள்
বাহ্যিক কল,வெளிப்புற அழைப்பு
বাহ্যিক বিলম্ব,வெளிப்புற தாமதம்
বাহ্যিক ডিভাইস  ঠিকানা,வெளிப்புற சாதனம்  முகவரி
বাহ্যিক ত্রুটি,வெளிப்புற பிழை
বাহ্যিক ফাংশন,வெளிப்புற செயல்பாடு
বাহ্যিক বাধা  দমন করা,வெளிப்புற குறுக்கீடு  தடுக்கவும்
বাহ্যিক  বাধা,வெளிப்புறம்  குறுக்கீடு
বাহ্যিক বাধা  স্থিতি শব্দ,வெளிப்புற குறுக்கீடு  நிலை சொல்
বাহ্যিক লাইন,வெளிப்புற வரி
বাহ্যিকভাবে  নির্দিষ্ট সূচক,வெளிப்புறமாக  குறிப்பிட்ட குறியீட்டு
বাহ্যিকভাবে সঞ্চিত  কার্যক্রম,வெளிப்புறமாக சேமிக்கப்படுகிறது  திட்டம்
বাহ্যিক স্মৃতি,வெளிப்புற நினைவகம்
বাহ্যিক মার্জ,வெளிப்புற ஒன்றிணைப்பு
বাহ্যিক মডেল,வெளிப்புற மாதிரி
বাহ্যিক মডেম,வெளிப்புற மோடம்
বাহ্যিক নাম,வெளிப்புற பெயர்
বাহ্যিক সংখ্যা,வெளிப்புற எண்
বাহ্যিক সংখ্যা পরিকল্পনা,வெளிப்புற எண் திட்டம்
বাহ্যিক সংখ্যা  পুনরাবৃত্তি,வெளிப்புற எண்  மறுபடியும்
বাহ্যিক পৃষ্ঠা  ঠিকানা,வெளிப்புற பக்கம்  முகவரி
বাহ্যিক পদ্ধতি,வெளிப்புற செயல்முறை
বাহ্যিক প্রোগ্রাম  প্যারামিটার,வெளிப்புற நிரல்  அளவுரு
বাহ্যিক রেফারেন্স,வெளிப்புற குறிப்பு
বাহ্যিক স্কিমা,வெளிப்புற திட்டம்
বাহ্যিক বাছাই,வெளிப்புற வரிசை
বাহ্যিক বাছাই,வெளிப்புற வரிசையாக்கம்
বাহ্যিক বিবৃতি,வெளிப்புற அறிக்கை
বাহ্যিক সংগ্রহস্থল,வெளிப்புற சேமிப்பு
বাহ্যিক প্রতীক,வெளிப்புற சின்னம்
বাহ্যিক প্রতীক  অভিধান,வெளிப்புற சின்னம்  அகராதி
বাহ্যিক-ইউনিট  সনাক্তকারী,வெளிப்புற-அலகு  அடையாளங்காட்டி
নির্যাস,பிரித்தெடுக்கவும்
এক্সট্রাক্ট নির্দেশ,வழிமுறை பிரித்தெடுக்கவும்
নিষ্কাশন,பிரித்தெடுத்தல்
এক্সট্র্যাক্টর,பிரித்தெடுத்தல்
বহিরাগত কালি,வெளிப்புற மை
চূড়ান্ত রুটিন,தீவிர வழக்கமான
ফেস-চরিত্র  প্রিন্টার,முகம்-எழுத்து  அச்சுப்பொறி
সু্যোগ - সুবিধা  পরিচালনা,வசதிகள்  மேலாண்மை
সুবিধা প্রতিবেদন,வசதி அறிக்கை
সুবিধা কাজের আদেশ,வசதி பணி ஆணை
ফ্যাসিমাইল,முகநூல்
ফ্যাসিমাইল রূপান্তরকারী,முகநூல் மாற்றி
ফ্যাসিমাইল আই/ও  যন্ত্র,Facsimile I/O.  சாதனம்
ফ্যাসিমাইল রিসিভার,முகநூல் பெறுநர்
ফ্যাসিমাইল রেকর্ডার,முகநூல் ரெக்கார்டர்
ফ্যাসিমাইল সিগন্যাল  স্তর,முகநூல் சமிக்ஞை  நிலை
ফ্যাসিমাইল সিস্টেম,முகநூல் அமைப்பு
ফ্যাসিমাইল  টেলিগ্রাফি,முகநூல்  தந்தி
ফ্যাসিমাইল  ট্রান্সমিটার,முகநூல்  டிரான்ஸ்மிட்டர்
সত্য সম্পর্ক,உண்மை தொடர்பு
ফ্যাক্টর বিশ্লেষণ,காரணி பகுப்பாய்வு
ফ্যাক্টর মোট,காரணி மொத்தம்
ব্যর্থতার নিরাপত্তা,பாதுகாப்பாக தோல்வி
ব্যর্থ নরম (= ব্যর্থ  নিরাপদ),மென்மையான தோல்வி (= தோல்வி  பாதுகாப்பானது)
ব্যর্থতা বিশ্লেষণ,தோல்வி பகுப்பாய்வு
ব্যর্থতা লগিং,தோல்வி பதிவு
ব্যর্থতার হার,தோல்வி விகிதம்
ব্যর্থতা পুনরুদ্ধার,தோல்வி மீட்பு
ব্যর্থতা পরীক্ষা,தோல்வி சோதனை
পিছু হট,பின்னால் விழுங்கள்
মিথ্যা অ্যাড,தவறான சேர்
মিথ্যা কোড,தவறான குறியீடு
মিথ্যা ড্রপ (= মিথ্যা  পুনরুদ্ধার),தவறான துளி (= தவறு  மீட்டெடுப்பு)
মিথ্যা ত্রুটি,தவறான பிழை
ফ্যান-ভাঁজ কাগজ,ரசிகர் மடிப்பு காகிதம்
ফ্যান-ইন,விசிறி
ফ্যান আউট,விசிறி அவுட்
দ্রুত অ্যাক্সেস স্টোরেজ,விரைவான அணுகல் சேமிப்பு
দ্রুত ব্যস্ত,வேகமாக பிஸியாக
ফাস্ট ফুরিয়ার  রূপান্তর,வேகமான ஃபோரியர்  மாற்றவும்
দ্রুত নির্বাচন করুন,வேகமாக தேர்ந்தெடுக்கவும்
দ্রুত সময়ের স্কেল,வேகமான நேர அளவு
মারাত্মক ত্রুটি,ஆபத்தான பிழை
ত্রুটি ত্রুটি,தவறு குறைபாடு
ফল্ট অভিধান,தவறு அகராதி
ফল্ট-রেট থ্রেশহোল্ড,தவறு-வீத வாசல்
ফল্ট সিং্যাচার,தவறு சிங்கிள்
ফল্ট থ্রেশহোল্ড,தவறு வாசல்
দোষ সময়,தவறு நேரம்
দোষ সহনশীলতা,தவறு சகிப்புத்தன்மை
ভ্রান্তি সহিষ্ণুতা,தவறு சகிப்புத்தன்மை
ভ্রান্তি সহিষ্ণুতা  পদ্ধতি,தவறு-சகிப்புத்தன்மை  அமைப்பு
এফডিএম (= ফ্রিকোয়েন্সি  বিভাগ  মাল্টিপ্লেক্স),FDM (= அதிர்வெண்  பிரிவு  மல்டிபிளக்ஸ்)
সম্ভাব্যতা অধ্যয়ন,செயலாக்க ஆய்வு
সম্ভাব্য সমাধান,சாத்தியமான தீர்வு
বৈশিষ্ট্য নিষ্কাশন,அம்சம் பிரித்தெடுத்தல்
বৈশিষ্ট্য নির্বাচন,அம்சத் தேர்வு
প্রতিক্রিয়া নিয়ন্ত্রণ,கருத்து கட்டுப்பாடு
প্রতিক্রিয়া লুপ,கருத்து வளையம்
প্রতিক্রিয়া সিস্টেম,கருத்து அமைப்பு
প্রতিক্রিয়া পরিবর্তনশীল,கருத்து மாறி
ফিডার কেবল,ஊட்டி கேபிள்
ফিডার রুট,ஊட்டி பாதை
ফিডার নির্বাচন,ஊட்டி தேர்வு
ফিড গর্ত,தீவன துளை
ফিড পিচ,உணவுப் சுருதி
খোঁচা ফিড,பஞ்ச் உணவளிக்கவும்
ফিড রিল,ரீல் தீவனம்
ফেরিড সমাবেশ,ஃபெரிட் அசெம்பிளி
ফেরাইট কোর  স্মৃতি,ஃபெரைட் கோர்  நினைவு
ফেরাইট কোর  স্মৃতি  স্যুইচিং সময়,ஃபெரைட் கோர்  நினைவு  நேரம் மாறுதல்
আনুন,பெறுங்கள்
ডেটা আনুন,தரவைப் பெறுங்கள்
আনতে  নির্দেশ,பெறுதல்  வழிமுறைகள்
অপারেন্ড আনতে,ஓபராண்ட் பெறுதல்
আনুন পর্ব,கட்டத்தைப் பெறுங்கள்
প্রক্রিয়া আনুন,செயல்முறை பெறுதல்
সুরক্ষা আনুন,பாதுகாப்பைப் பெறுங்கள்
ফিবোনাচি অনুসন্ধান,ஃபைபோனச்சி தேடல்
ফিবোনাচি সিরিজ,ஃபைபோனச்சி தொடர்
ফাইবার অপটিক,ஃபைபர் ஒளியியல்
ফাইবার অপটিক  সংক্রমণ  পদ্ধতি,ஃபைபர்-ஆப்டிக்ஸ்  பரவும் முறை  அமைப்பு
ফিল্ড চেকিং,புல சோதனை
ফিল্ড ডেটা কোড,புல தரவு குறியீடு
ক্ষেত্র বিকাশ  কার্যক্রম,புலம் உருவாக்கப்பட்டது  திட்டம்
ক্ষেত্রের প্রভাব  ট্রানজিস্টর,புல விளைவு  டிரான்சிஸ்டர்
ক্ষেত্রের দৈর্ঘ্য,புலம் நீளம்
মাঠের চিহ্ন,புலம் குறி
ক্ষেত্র নাম,புலம் பெயர்
ক্ষেত্র প্রতিস্থাপনযোগ্য  ইউনিট,புலம் மாற்றக்கூடியது  அலகு
ক্ষেত্র নির্বাচন,புல தேர்வு
ক্ষেত্র স্থানান্তর,புலம் மாற்றம்
ক্ষেত্র আপগ্রেডিং,புலம் மேம்படுத்தல்
ক্ষেত্রের ব্যবহার,புல பயன்பாடு
পঞ্চম প্রজন্ম  কম্পিউটার,ஐந்தாவது தலைமுறை  கணினி
রূপক ধ্রুবক,அடையாள மாறிலி
পরিসংখ্যান শিফট,புள்ளிவிவரங்கள் மாற்றம்
ফাইল অ্যাক্সেস পদ্ধতি,கோப்பு அணுகல் முறை
