Gujarati,Kannada
1. બરછટ 2. ખરબચડી 3. કાચી 4. ખરબચડી,1. ಒರಟು 2. ಒರಟು 3. ಕಚ್ಚಾ 4. ಒರಟು
1. કવર 2. ચામડું,1. ಕವರ್ 2. ಲೆಥೆರೆಟ್
કોયા,ಕೋಯಾ
1. કોએનઝાઇમ 2. કો-એન્ઝાઇમ,1. ಕೋಎಂಜೈಮ್ 2. ಸಹ-ಕಿಣ್ವ
સંયોગ,ಒಗ್ಗಟ್ಟು
1. ફાઇબર (જ્યુટ જ્યુટ) 2. નારિયેળ બરછટ,1. ಫೈಬರ್ (ಸೆಣಬು) 2. ತೆಂಗಿನಕಾಯಿ ಒರಟು
મુલંકુર ચોલા,ಮುಳಂಕೂರು ಚೋಳ
,
કોલોઇડ (માટી),ಕೊಲೊಯ್ಡ್ (ಮಣ್ಣು)
1.કૉલમ 2.કોલ્યુમેલા,1.ಕಾಲಮ್ 2.ಕೊಲುಮೆಲ್ಲಾ
1. દંડ 2. કૉલમ 3. કૉલમ,1. ಪೆನಾಲ್ಟಿ 2. ಕಾಲಮ್ 3. ಕಾಲಮ್
કોમ્યુનિયન,ಕಮ್ಯುನಿಯನ್
કોમર્શિયલ બેંક,ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್
1. કોમોડિટી 2. મર્ચેન્ડાઇઝ,1. ಸರಕು 2. ಸರಕು
સમુદાય,ಸಮುದಾಯ
કોમ્પેક્શન (માટીનું),ಸಂಕೋಚನ (ಮಣ್ಣಿನ)
1. સુસંગતતા 2. સુસંગતતા,1. ಹೊಂದಾಣಿಕೆ 2. ಹೊಂದಾಣಿಕೆ
સુસંગતતા,ಹೊಂದಾಣಿಕೆ
1. વળતર 2. વળતર,1. ಪರಿಹಾರ 2. ಪರಿಹಾರ
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,ಸ್ಪರ್ಧಾತ್ಮಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ
પૂરક પાક,ಪೂರಕ ಬೆಳೆ
1.સંયુક્ત 2.જટિલ,1.ಸಂಯೋಜಿತ 2.ಸಂಕೀರ್ಣ
ઘટક,ಘಟಕ
રચના,ಸಂಯೋಜನೆ
ખાતર,ಗೊಬ್ಬರ
સંયોજન વ્યાજ,ಚಕ್ರಬಡ್ಡಿ
ગણતરી,ಗಣನೆ
1. કોમ્પ્યુટર 2. કોમ્પ્યુટર,1. ಕಂಪ್ಯೂಟರ್ 2. ಕಂಪ್ಯೂಟರ್
1. એકાગ્રતા 2. એકાગ્રતા,1. ಏಕಾಗ್ರತೆ 2. ಏಕಾಗ್ರತೆ
1. ઑપ્ટિમાઇઝર 2. રિવાઇટલાઇઝર,1. ಆಪ್ಟಿಮೈಜರ್ 2. ರಿವೈಟಲೈಸರ್
વાહકતા,ವಾಹಕತೆ
1. રૂપરેખાંકન 2. રૂપરેખા,1. ಕಾನ್ಫಿಗರೇಶನ್ 2. ಕಾನ್ಫಿಗರೇಶನ್
1. અનુરૂપતા 2. રૂપરેખાંકન 3. અનુરૂપતા,1. ಅನುಸರಣೆ 2. ಸಂರಚನೆ 3. ಅನುಸರಣೆ
1. એકીકરણ 2. હાઇબ્રિડાઇઝેશન,1. ಏಕೀಕರಣ 2. ಹೈಬ್ರಿಡೈಸೇಶನ್
જોડાણ,ಸಂಯೋಗ
1. એડિટિવ 2. કનેક્ટિવ,1. ಸಂಯೋಜಕ 2. ಸಂಯೋಜಕ
રક્ષણ,ರಕ್ಷಣೆ
એકીકરણ,ಬಲವರ್ಧನೆ
1. ઘટક 2. ઘટકો,1. ಪದಾರ್ಥ 2. ಪದಾರ್ಥಗಳು
ઉપભોક્તા,ಗ್ರಾಹಕ
વપરાશ,ಬಳಕೆ
દૂષણ,ಮಾಲಿನ್ಯ
સમોચ્ચ વાવેતર,ಬಾಹ್ಯರೇಖೆ ನೆಟ್ಟ
સમોચ્ચ રેખા,ಬಾಹ್ಯರೇಖೆ ರೇಖೆ
1. કોન્ટ્રાક્ટ ફાર્મિંગ 2. કોન્ટ્રાક્ટ ફાર્મિંગ 3. કોન્ટ્રાક્ટ ફાર્મિંગ,1. ಗುತ್ತಿಗೆ ಕೃಷಿ 2. ಗುತ್ತಿಗೆ ಕೃಷಿ 3. ಗುತ್ತಿಗೆ ಕೃಷಿ
નિયંત્રિત વાતાવરણીય સંગ્રહ,ನಿಯಂತ್ರಿತ ವಾತಾವರಣದ ಶೇಖರಣೆ
સહકારી બેંક,ಸಹಕಾರಿ ಬ್ಯಾಂಕ್
સહકારી મંડળીના સભ્ય,ಸಹಕಾರ ಸಂಘದ ಸದಸ್ಯ
ગુલમાવન,ಗುಲ್ಮಾವನ್
ક્યુબ્ડ,ಘನಾಕೃತಿಯ
1. દાલપુંજ 2. કોરોલા,1. ದಾಲ್ಪುಂಜ್ 2. ಕೊರೊಲ್ಲಾ
1. કોર્ટેક્સ 2. કોર્ટેક્સ,1. ಕಾರ್ಟೆಕ್ಸ್ 2. ಕಾರ್ಟೆಕ್ಸ್
ખર્ચ,ವೆಚ್ಚ
કોટિલેડોન,ಕೋಟಿಲ್ಡನ್
ક્રેડિટ કમિટી,ಕ್ರೆಡಿಟ್ ಸಮಿತಿ
1. ધિરાણ 2. ક્રેડિટ,1. ಸಾಲ ನೀಡಿಕೆ 2. ಕ್ರೆಡಿಟ್
1. શાહુકાર 2. લેણદાર,1. ಸಾಲದಾತ 2. ಸಾಲಗಾರ
1. ક્રેસ્ટ 2. શિરોબિંદુ 3. સ્પાયર,1. ಕ್ರೆಸ್ಟ್ 2. ಶೃಂಗ 3. ಶಿಖರ
પાછું ખેંચવું,ಹಿಂತೆಗೆದುಕೊಳ್ಳುವಿಕೆ
સમસ્યા,ಸಮಸ್ಯೆ
પરીક્ષણ,ಪರೀಕ್ಷೆ
જટિલ,ನಿರ್ಣಾಯಕ
પાક વીમો,ಬೆಳೆ ವಿಮೆ
પાક લોન,ಬೆಳೆ ಸಾಲ
1. પાક 2. પાક,1. ಬೆಳೆ 2. ಬೆಳೆ
ખેતી વિસ્તાર,ಕೃಷಿ ಪ್ರದೇಶ
ક્રોસ અસંગત,ಅಡ್ಡ ಹೊಂದಾಣಿಕೆಯಾಗುವುದಿಲ್ಲ
1. તાજ 2. શિખર (છોડ),1. ಕಿರೀಟ 2. ಪಿನಾಕಲ್ (ಸಸ್ಯ)
નરમ કણો,ಮೃದು ಕಣಗಳು
પોપડો,ಕ್ರಸ್ಟ್
1. ક્રિપ્ટોગમ 2. નોન-ફ્લોરીફોર્મ,1. ಕ್ರಿಪ್ಟೋಗಮ್ 2. ಫ್ಲೋರಿಫಾರ್ಮ್ ಅಲ್ಲದ
કાપણી (ફળ),ಕತ್ತರಿಸು (ಹಣ್ಣು)
પેન,ಪೆನ್ನು
કલ્ટીવાર વિવિધ,ತಳಿ ವೈವಿಧ್ಯ
1. ટ્રેક્શન 2. ખેતી 3. ખેતી,1. ಎಳೆತ 2. ಕೃಷಿ 3. ಬೇಸಾಯ
1. ખેડૂત 2. ખેડૂત,1. ರೈತ 2. ಕೃಷಿಕ
1. ખેતી 2. ખેતી 3. ઉછેર,1. ಸಾಗುವಳಿ 2. ಸಾಗುವಳಿ 3. ಪಾಲನೆ
1.સંસાધન 2.તૈયારી,1.ಸಂಪನ್ಮೂಲ 2.ತಯಾರಿಕೆ
1.કુંતલન 2.કુંચોન,1.ಕುಂತಲನ್ 2.ಕುಂಚೋನ್
મુદ્રા,ಭಂಗಿ
1. બાહ્ય ત્વચા 2. ક્યુટિકલ,1. ಎಪಿಡರ್ಮಿಸ್ 2. ಹೊರಪೊರೆ
1. પેન 2. કટિંગ 3. કટીંગ 4. કટીંગ 5. કટીંગ,1. ಪೆನ್ 2. ಕತ್ತರಿಸುವುದು 3. ಕತ್ತರಿಸುವುದು 4. ಕತ್ತರಿಸುವುದು 5. ಕತ್ತರಿಸುವುದು
1. કૃમિ કોર્પસ 2. ફોલ્લો 3. ફોલ્લો 4. વિકૃત ગઠ્ઠો 5. નિયોપ્લાઝમ,1. ವರ್ಮ್ ಕಾರ್ಪಸ್ 2. ಚೀಲ 3. ಚೀಲ 4. ವಿರೂಪಗೊಂಡ ಗಡ್ಡೆ 5. ನಿಯೋಪ್ಲಾಸಂ
સાયટોક્રોમ,ಸೈಟೋಕ್ರೋಮ್
કોષ જોડાણ,ಜೀವಕೋಶದ ಜೋಡಣೆ
સેલ પ્રજનન,ಜೀವಕೋಶದ ಸಂತಾನೋತ್ಪತ್ತಿ
સેલ જીનેટિક્સ,ಜೀವಕೋಶದ ತಳಿಶಾಸ್ತ್ರ
સાયટોપ્લાઝમિક વિભાજન,ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ವಿಭಾಗ
સેલ બાયોલોજી,ಜೀವಕೋಶದ ಜೀವಶಾಸ್ತ್ರ
સેલ લિસિસ,ಜೀವಕೋಶದ ವಿಘಟನೆ
1. સાયટોમેર 2. કોષ વિભાજન,1. ಸೈಟೋಮಿಯರ್ 2. ಕೋಶ ವಿಭಜನೆ
સાયટોપ્લાઝમ,ಸೈಟೋಪ್ಲಾಸಂ
1. ડેરી 2. ડેરી,1. ಡೈರಿ 2. ಡೈರಿ
ડેરી ઉદ્યોગ,ಡೈರಿ ಉದ್ಯಮ
1. ડેમ 2. સંવર્ધક,1. ಅಣೆಕಟ್ಟು 2. ತಳಿಗಾರ
ડે એબ્સોલ્યુટ પ્લાન્ટ,ದಿನ ಸಂಪೂರ್ಣ ಸಸ್ಯ
ફૂલો પછીનો દિવસ,ಹೂಬಿಡುವ ನಂತರ ದಿನ
સંપૂર્ણ ફૂલો પછીનો દિવસ,ಪೂರ್ಣ ಹೂಬಿಡುವ ನಂತರ ದಿನ
બિનકાર્યક્ષમતા,ಅಸಮರ್ಥತೆ
decalcification,ಡಿಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
1. ડિસ્લોજ 2. ડિસ્લોજ,1. ಹೊರಹಾಕು 2. ಹೊರಹಾಕು
સડો,ಕೊಳೆತ
પાનખર,ಪತನಶೀಲ
1. દશાંશ 2. દશાંશ,1. ದಶಮಾಂಶ 2. ದಶಮಾಂಶ
હીનતા,ಕೀಳರಿಮೆ
અનુરાન (માટી),ಅನುರಾನ್ (ಮಣ್ಣು)
વિપુષ્પન,ವಿಪುಷ್ಪನ್
બિલિંગ,ಬಿಲ್ಲಿಂಗ್
વનનાબૂદી,ಅರಣ್ಯನಾಶ
અપમાન,ಅವಮಾನ
અધોગતિ,ಅವನತಿ
ભાગ દિવસ,ಭಾಗ ದಿನ
1. જથ્થો 2. ભાગ,1. ಪ್ರಮಾಣ 2. ಭಾಗ
અવક્ષય,ಅಳಿವು
કુશ્કી દૂર કરવી,ಹೊಟ್ಟು ತೆಗೆಯುವುದು
કુશ્કી દૂર કરવી,ಹೊಟ್ಟು ತೆಗೆಯುವುದು
નિર્જલીકરણ,ನಿರ್ಜಲೀಕರಣ
નિર્જળ,ಜಲರಹಿತ
માંગ,ಬೇಡಿಕೆ
1. વિકૃતિકરણ 2. ગુણાકાર,1. ಡಿನಾಟರೇಶನ್ 2. ಗುಣಾಕಾರ
નિંદા,ನಿಂದನೆ
1. થાપણ (માટી) 2. થાપણ (અર્થશાસ્ત્ર),1. ಠೇವಣಿ (ಮಣ್ಣು) 2. ಠೇವಣಿ (ಅರ್ಥಶಾಸ್ತ್ರ)
જમા,ಠೇವಣಿ
1. અવમૂલ્યન 2. અવમૂલ્યન,1. ಸವಕಳಿ 2. ಸವಕಳಿ
ડિસેલિનેશન,ನಿರ್ಲವಣೀಕರಣ
1. પાણી સુકાઈ જવું 2. નિર્જલીકરણ,1. ನೀರು ಒಣಗಿಸುವುದು 2. ನಿರ್ಜಲೀಕರಣ
1. ડિઝાઇન 2. ડિઝાઇન,1. ವಿನ್ಯಾಸ 2. ವಿನ್ಯಾಸ
સુકા,ಒಣ
કર્નલ દૂર કરવું,ಕರ್ನಲ್ ತೆಗೆಯುವಿಕೆ
ડી-ઇન્ટરકલેશન,ಡಿ-ಇಂಟರ್ಕಲೇಶನ್
જોડાણ,ಸಂಯೋಗ
1. પુરુષ મંજરી નિષ્કર્ષણ (મકાઈ) 2. બલ્લાર નિષ્કર્ષણ,1. ಗಂಡು ಮಂಜರಿ ಉದ್ಧರಣ (ಮೆಕ್ಕೆಜೋಳ) 2. ಬಲ್ಲರ್ ಹೊರತೆಗೆಯುವಿಕೆ
બલ્લાર અથવા કુંદન કટીંગ,ಬಲ್ಲರ್ ಅಥವಾ ಕುಂದನ್ ಕತ್ತರಿಸುವುದು
નિર્ધારક,ನಿರ್ಣಯಕ
અવમૂલ્યન,ಅಪಮೌಲ್ಯೀಕರಣ
ડી-વનસ્પતિ,ಸಸ್ಯರಹಿತ
વિચલન,ವಿಚಲನ
ડબલ,ದುಪ್ಪಟ್ಟು
નિદાન,ರೋಗನಿರ್ಣಯ
વિવિધ પરિપક્વતા,ವಿಭಿನ್ನ ಪ್ರಬುದ್ಧತೆ
વિભાજન,ಕವಲೊಡೆಯುವಿಕೆ
1. ડાઇકોટાઇલ્ડન 2. ડિકોટાઇલ્ડન (બીજ),1. ಡೈಕೋಟಿಲ್ಡನ್ 2. ಡೈಕೋಟಿಲ್ಡನ್ (ಬೀಜ)
પીઠનો રોગ,ಬೆನ್ನು ರೋಗ
1. પ્રસરણ 2. પ્રસરણ,1. ಪ್ರಸರಣ 2. ಪ್ರಸರಣ
પાચનક્ષમતા,ಜೀರ್ಣಸಾಧ್ಯತೆ
દ્વિસંકર,ಡೈಹೈಬ್ರಿಡ್
1. ડેમ 2. ડ્રેઇન 3. કુટુંબ,1. ಅಣೆಕಟ್ಟು 2. ಚರಂಡಿ 3. ಕುಟುಂಬ
અલ્પ,ಅತ್ಯಲ್ಪ
1. મોનોગેમસ 2. મોનોગેમસ,1. ಏಕಪತ್ನಿ 2. ಏಕಪತ್ನಿ
ડિપ્લોઇડ,ಡಿಪ್ಲಾಯ್ಡ್
1. ડિપ્લોઇડ 2. ડિપ્લોઇડ,1. ಡಿಪ್ಲಾಯ್ಡ್ 2. ಡಿಪ್ಲಾಯ್ಡ್
દ્વિધ્રુવ,ದ್ವಿಧ್ರುವಿ
1. નિષ્કર્ષણ 2. બડ દૂર કરવું,1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಬಡ್ ತೆಗೆಯುವಿಕೆ
1. હળ ખેડવું 2. કાંતવું,1. ನೇಗಿಲು ಉಳುಮೆ 2. ನೂಲುವ
ડિસ્કાઉન્ટ,ರಿಯಾಯಿತಿ
જીવાણુ નાશકક્રિયા,ಸೋಂಕುಗಳೆತ
1. વિખેરવું 2. છૂટાછવાયા,1. ಪ್ರಸರಣ 2. ಸ್ಕ್ಯಾಟರಿಂಗ್
1.સ્કેટરિંગ 2.વિવિધતા,1. ಚದುರುವಿಕೆ 2. ವ್ಯತ್ಯಾಸ
વૈવિધ્યકરણ,ವೈವಿಧ್ಯೀಕರಣ
વૈવિધ્યસભર કૃષિ,ವೈವಿಧ್ಯಮಯ ಕೃಷಿ
ડીએનએ પગલું,ಡಿಎನ್ಎ ಹೆಜ್ಜೆ
ડીએનએ રીસીવર,ಡಿಎನ್ಎ ರಿಸೀವರ್
ગોદી ભાડે,ಡಾಕ್ ಬಾಡಿಗೆ
અસરકારક,ಪರಿಣಾಮಕಾರಿ
નિષ્ક્રિયતા,ಸುಪ್ತಾವಸ್ಥೆ
1. જથ્થો 2. માત્રા 3. માત્રા,1. ಪ್ರಮಾಣ 2. ಡೋಸೇಜ್ 3. ಡೋಸೇಜ್
ડબલ સિગ્મોઇડ વળાંક,ಡಬಲ್ ಸಿಗ್ಮೋಯ್ಡ್ ಕರ್ವ್
1. ગસ્ટ 2. સ્ટ્રેચ,1. ಬಿರುಗಾಳಿ 2. ಹಿಗ್ಗಿಸಿ
1. એક્ઝોસ્ટ ડ્રેઇન 2. પ્રવાહ,1. ಎಕ್ಸಾಸ್ಟ್ ಡ್ರೈನ್ 2. ಎಫ್ಲುಯೆಂಟ್
ડ્રેનેજ,ಒಳಚರಂಡಿ
ટ્રેક્શન,ಎಳೆತ
1. દવા આપો 2. ભીંજાવો,1. ಔಷಧಿ ಕೊಡು 2. ಕುಡಿಸು
સૌંદર્ય પ્રસાધનો (બીજ),ಸೌಂದರ್ಯವರ್ಧಕಗಳು (ಬೀಜಗಳು)
1. ઓગર 2. છીછરા ફોલ્ટ 3. ડ્રીલ 4. ઓગર,1. ಆಗರ್ 2. ಆಳವಿಲ್ಲದ ದೋಷ 3. ಡ್ರಿಲ್ 4. ಆಗರ್
1. છિદ્ર 2. કવાયત 3. કવાયત,1. ರಂಧ್ರ 2. ಡ್ರಿಲ್ 3. ಡ್ರಿಲ್
1. ડ્રિલિંગ 2. ડ્રિલ વડે વાવણી 3. ડ્રિલ વડે રેડવું,1. ಕೊರೆಯುವುದು 2. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಬಿತ್ತನೆ 3. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಸುರಿಯುವುದು
ટપક સિંચાઈ,ಹನಿ ನೀರಾವರಿ
સૂકી ખેતી,ಒಣ ಬೇಸಾಯ
1.ધૂળ 2.બુકની,1.ಧೂಳು 2.ಬುಕ್ನೆ
1. ડસ્ટર 2. સ્કેટરર,1. ಡಸ್ಟರ್ 2. ಸ್ಕ್ಯಾಟರರ್
છંટકાવ કરવા માટે,ಚಿಮುಕಿಸಲು
1. વામન 2. વામન,1. ಕುಬ್ಜ 2. ವಾಮನ
વામન પિરામિડ,ವಾಮನ ಪಿರಮಿಡ್
વામિની ભવન,ವಾಮಿನಿ ಭವನ
ઇકોલોજી,ಪರಿಸರ ವಿಜ್ಞಾನ
અર્થશાસ્ત્ર,ಅರ್ಥಶಾಸ್ತ್ರ
આર્થિક કાર્યક્ષમતા,ಆರ್ಥಿಕ ದಕ್ಷತೆ
પરિસ્થિતિગત પ્રકાર,ಸಾಂದರ್ಭಿಕ ಪ್ರಕಾರ
વધારાનું સ્તરીકરણ,ಹೆಚ್ಚುವರಿ ಶ್ರೇಣೀಕೃತ
નરમ,ಮೃದು
માટી વિજ્ઞાન,ಮಣ್ಣಿನ ವಿಜ್ಞಾನ
1. બ્રિજિંગ 2. એજિંગ 3. સ્ટ્રાન્ડ ક્લોઝર,1. ಸೇತುವೆ 2. ಅಂಚು 3. ಸ್ಟ್ರಾಂಡ್ ಮುಚ್ಚುವಿಕೆ
ખોરાકનો ભાગ,ಆಹಾರ ಭಾಗ
માંગની સ્થિતિસ્થાપકતા,ಬೇಡಿಕೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
ઉત્પાદન સ્થિતિસ્થાપકતા,ಉತ್ಪಾದನಾ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
વિદ્યુત વિચ્છેદન-વિશ્લેષણ,ವಿದ್ಯುದ್ವಿಭಜನೆ
ઇલેક્ટ્રોફોરેસિસ,ಎಲೆಕ್ಟ್ರೋಫೋರೆಸಿಸ್
બાષ્પીભવન,ಆವಿಯಾಗುವಿಕೆ
1. શિરચ્છેદ કરનાર 2. જંતુમુક્ત કરનાર 3. શિરચ્છેદ કરનાર 4. જંતુમુક્ત કરનાર,1. ಶಿರಚ್ಛೇದಕ 2. ಕ್ರಿಮಿನಾಶಕ 3. ಶಿರಚ್ಛೇದಕ 4. ಕ್ರಿಮಿನಾಶಕ
1. વિયર બંડી 2. સ્ટ્રોબંદી,1. ವೀರ್ ಬಂಡಿ 2. ಸ್ಟ್ರಾಬಂಡಿ
ગર્ભ,ಭ್ರೂಣ
1. ગર્ભવિજ્ઞાન 2. ભૌતિકશાસ્ત્ર,1. ಭ್ರೂಣಶಾಸ್ತ್ರ 2. ಭೌತಶಾಸ್ತ್ರ
1. બહાર નીકળો 2. બહાર નીકળો,1. ನಿರ್ಗಮನ 2. ನಿರ್ಗಮನ
ઇમલ્સિફાયર,ಎಮಲ್ಸಿಫೈಯರ್
અંતર્જાત,ಅಂತರ್ವರ್ಧಕ
આંતર-બિંદુ વિભાગ,ಇಂಟ್ರಾ ಪಾಯಿಂಟ್ ವಿಭಾಗ
આંતર-પરજીવી,ಒಳ-ಪರಾವಲಂಬಿ
એન્ડોસ્પર્મ,ಎಂಡೋಸ್ಪರ್ಮ್
એન્ટરપ્રાઇઝ,ಉದ್ಯಮ
કીટશાસ્ત્ર,ಕೀಟಶಾಸ್ತ್ರ
પર્યાવરણ,ಪರಿಸರ
1. એન્ઝાઇમ 2. એન્ઝાઇમ,1. ಕಿಣ್ವ 2. ಕಿಣ್ವ
ક્લસ્ટર કલમ બનાવવી,ಕ್ಲಸ್ಟರ್ ಕಸಿ
1. એપિફાઇટ 2. એપિફાઇટ,1. ಎಪಿಫೈಟ್ 2. ಎಪಿಫೈಟ್
ઇક્વિટી,ಈಕ್ವಿಟಿ
નાબૂદી,ನಿವಾರಣೆ
આવશ્યક પોષક તત્વો,ಅಗತ್ಯ ಪೋಷಕಾಂಶಗಳು
1. માપન 2. જમ્પ 3. આકારણી,1. ಅಳತೆ 2. ಜಂಪ್ 3. ಮೌಲ್ಯಮಾಪನ
સુંદરતા,ಕೈಚಳಕ
સુજનનિક,ಸುಜನ್ನಿಕ್
મૂલ્યાંકન,ಮೌಲ್ಯಮಾಪನ
વરાળ માપક,ಉಗಿ ಮಾಪಕ
બાષ્પીભવન,ಆವಿಯಾಗುವಿಕೆ
શાશ્વત ક્રાંતિ,ಶಾಶ್ವತ ಕ್ರಾಂತಿ
1. સદાબહાર 2. સદાબહાર,1. ನಿತ್ಯಹರಿದ್ವರ್ಣ 2. ನಿತ್ಯಹರಿದ್ವರ್ಣ
વિકાસ,ಅಭಿವೃದ್ಧಿ
કાપી નાખવું,ಕತ್ತರಿಸಿದ
પરિક્ષય (ફર્ટિલિટી),ಪರೀಕ್ಷಯ್ (ಫಲವತ್ತತೆ)
શોષણ,ಶೋಷಣೆ
1. અન્વેષણ 2. અન્વેષણ,1. ಅನ್ವೇಷಣೆ 2. ಪರಿಶೋಧನೆ
1. ઉત્સર્જન 2. ઉત્સર્જન,1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಹೊರಸೂಸುವಿಕೆ
આંખ,ಕಣ್ಣು
1. પરિબળ 2. ઘટક 3. પરિબળ 4. સંસાધન,1. ಅಂಶ 2. ಘಟಕ 3. ಅಂಶ 4. ಸಂಪನ್ಮೂಲ
પરિબળ ઉત્પાદકતા,ಅಂಶ ಉತ್ಪಾದಕತೆ
વેપારીનું ડિસ્કાઉન્ટ,ವ್ಯಾಪಾರಿಯ ರಿಯಾಯಿತಿ
ફેક્ટોરિયલ બ્લોક ડિઝાઇન,ಅಪವರ್ತನೀಯ ಬ್ಲಾಕ್ ವಿನ್ಯಾಸ
વૈકલ્પિક,ಪರ್ಯಾಯ
1. પટ્ટી 2. પાલિહાર,1. ಪಟ್ಟಿ 2. ಪಲಿಹಾರ್
સ્થૂળ,ಒಟ್ಟು
ક્ષેત્ર મૂલ્યાંકન,ಕ್ಷೇತ್ರ ಮೌಲ್ಯಮಾಪನ
ફાર્મ બજેટિંગ,ಕೃಷಿ ಬಜೆಟ್
કૃષિ વ્યવસાય,ಕೃಷಿ ವ್ಯಾಪಾರ
ક્ષેત્ર આયોજન,ಕ್ಷೇತ್ರ ಯೋಜನೆ
1. ખેડૂત 2. ખેડૂત,1. ರೈತ 2. ರೈತ
1. ખેતી 2. ખેતી,1. ಕೃಷಿ 2. ಕೃಷಿ
અથડામણ,ಘರ್ಷಣೆ
બહુવિધ સંવર્ધન,ಬಹು ಸಂತಾನೋತ್ಪತ್ತಿ
આથો,ಹುದುಗುವಿಕೆ
ફળદ્રુપતા,ಫಲವತ್ತತೆ
ખાતર,ಗೊಬ್ಬರ
ખાતર ઉપયોગ કાર્યક્ષમતા,ರಸಗೊಬ್ಬರ ಬಳಕೆಯ ದಕ್ಷತೆ
તંતુમય,ನಾರಿನಂತಿರುವ
1. ફાર્મ 2. વિસ્તાર 3. સ્થાન,1. ಫಾರ್ಮ್ 2. ಪ್ರದೇಶ 3. ಸ್ಥಳ
માટી પાણી હોલ્ડિંગ,ಮಣ್ಣಿನ ನೀರನ್ನು ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವುದು
ક્ષેત્ર પ્રદર્શન,ಕ್ಷೇತ್ರ ಪ್ರದರ್ಶನ
1. સ્થિરીકરણ 2. ફિક્સેશન 3. ફિક્સેશન,1. ನಿಶ್ಚಲತೆ 2. ಸ್ಥಿರೀಕರಣ 3. ಸ್ಥಿರೀಕರಣ
1. પાણી ભરવું 2. ગર્ભાધાન,1. ಮುಳುಗುವಿಕೆ 2. ಒಳಸೇರಿಸುವಿಕೆ
પ્રવાહ રેખાકૃતિ,ನಿರ್ವಹಣಾ ಚಿತ್ರ
ખોરાક મૂલ્ય,ಆಹಾರ ಮೌಲ್ಯ
ચારો,ಮೇವು
આગાહી,ಮುನ್ಸೂಚನೆ
વન,ಅರಣ್ಯ
વનીકરણ,ಅರಣ್ಯೀಕರಣ
1. તડપાર્ન 2. ફોર્મ,1. ತಾಡ್ಪರ್ನ್ 2. ಫಾರ್ಮ್
હિમ પ્રતિરોધક,ಹಿಮ ನಿರೋಧಕ
1. પાલા 2. બ્લાઈટ,1. ಪಾಲಾ 2. ಬ್ಲೈಟ್
1. સ્થિર 2. સ્થિર,1. ಹೆಪ್ಪುಗಟ್ಟಿದ 2. ಹೆಪ್ಪುಗಟ್ಟಿದ
કાર્ય,ಕಾರ್ಯ
1. ફ્રુટ ફોલ 2. ફ્રુટ ફોલ,1. ಹಣ್ಣಿನ ಪತನ 2. ಹಣ್ಣಿನ ಪತನ
ફળ બની જાય છે,ಹಣ್ಣಾಗುತ್ತವೆ
1. ધૂણી 2. ધૂણી,1. ಧೂಮೀಕರಣ 2. ಧೂಮೀಕರಣ
ફૂગનાશક,ಶಿಲೀಂಧ್ರನಾಶಕ
ફૂગપ્રતિરોધી,ಶಿಲೀಂಧ್ರನಾಶಕ
ફૂગ,ಶಿಲೀಂಧ್ರ
1. ખુદ 2. સીતા,1. ಖುದ್ 2. ಸೀತಾ
1. ફ્યુઝન 2. ફ્યુઝન,1. ಫ್ಯೂಷನ್ 2. ಫ್ಯೂಷನ್
કપાસ ઉન,ಹತ್ತಿ ಉಣ್ಣೆ
રુવાંટીવાળું,ಕೂದಲುಳ್ಳ
1. ઝાડનું અલ્સર 2. પિટિકા,1. ಮರದ ಹುಣ್ಣು 2. ಪಿಟಿಕಾ
1. ગેમેટ્સ 2. ગેમેટ્સ,1. ಗ್ಯಾಮೆಟ್‌ಗಳು 2. ಗ್ಯಾಮೆಟ್‌ಗಳು
1. બગીચો 2. બગીચો,1. ಉದ್ಯಾನ 2. ಉದ್ಯಾನ
1. પંસલ 2. હાઇડ્રોમીટર,1. ಪಾನ್ಸಾಲ್ 2. ಹೈಡ್ರೋಮೀಟರ್
જનીન સંગ્રહ,ಜೀನ್ ಸಂಗ್ರಹ
જીન ટેગોન,ಜೀನ್ ಟ್ಯಾಗನ್
વંશાવળી,ವಂಶಾವಳಿ
જનીન નકશો,ಜೀನ್ ನಕ್ಷೆ
જીનેટિક્સ,ಆನುವಂಶಿಕ
1. જીનોમ 2. સંગેન,1. ಜಿನೋಮ್ 2. ಸಂಜೀನ್
સંજીની કલેક્શન,ಸಂಜಿನಿ ಸಂಗ್ರಹ
જીનોમિક્સ,ಜೀನೋಮಿಕ್ಸ್
જીનોટાઇપ,ಜೀನೋಟೈಪ್
1. જનીન માળખું 2. જનીન પ્રકાર,1. ಜೀನ್ ರಚನೆ 2. ಜೀನ್ ಪ್ರಕಾರ
લિનેજ,ವಂಶಾವಳಿ
