Tamil,Kannada
தானியங்கி தொலைபேசி,ಸ್ವಯಂಚಾಲಿತ ದೂರವಾಣಿ
தானியங்கி வெப்பநிலை கட்டுப்பாடு,ಸ್ವಯಂಚಾಲಿತ ತಾಪಮಾನ ನಿಯಂತ್ರಣ
தானியங்கு இழப்பீடு,ಸ್ವಯಂ ಸರಿದೂಗಿಸುವವನು
தானாக பின்தொடர்தல்,ಸ್ವಯಂ ಅನುಸರಣೆ
தானியங்கி மின்னழுத்த சீராக்கி,ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಕ
தானியங்கி ஒலி அமுக்கி,ಸ್ವಯಂಚಾಲಿತ ಧ್ವನಿ ಸಂಕೋಚಕ
தானியங்கி ஒலி விரிவாக்கி,ಸ್ವಯಂಚಾಲಿತ ಲೌಡ್ನೆಸ್ ಎಕ್ಸ್ಪಾಂಡರ್
"ஆட்டோமேஷன், ஆட்டோமேஷன்","ಯಾಂತ್ರೀಕೃತಗೊಂಡ, ಯಾಂತ್ರೀಕೃತಗೊಂಡ"
"ஆட்டோரேடியோகிராஃப், ஆட்டோரேடியோகிராஃப்","ಆಟೋರಾಡಿಯೋಗ್ರಾಫ್, ಆಟೋರಾಡಿಯೋಗ್ರಾಫ್"
ஆட்டோரேடியோகிராஃப் வெளிப்பாடு,ಆಟೋರಾಡಿಯೋಗ್ರಾಫ್ ಮಾನ್ಯತೆ
ஆட்டோரேடியோகிராஃப் பொறிமுறை,ಆಟೋರಾಡಿಯೋಗ್ರಾಫ್ ಯಾಂತ್ರಿಕತೆ
ஆட்டோரேடியோகிராஃப் முறை,ಆಟೋರಾಡಿಯೋಗ್ರಾಫ್ ಮಾದರಿ
தன்னியக்க கதிர்வீச்சு விளக்கம்,ಸ್ವಯಂ ವಿಕಿರಣದ ವಿವರಣೆ
தானியங்கி பின்னடைவு,ಸ್ವಯಂ ರಿಟಾರ್ಡ್
ஆட்டோ செவ்காம்,ಸ್ವಯಂ sevcom
தானாக இணை நிறமாலை நிபுணர்,ಸ್ವಯಂ ಸಮಾನಾಂತರ ಸ್ಪೆಕ್ಟ್ರೋಗ್ರಾಫರ್
"autotransformer, autotransformer","ಆಟೋಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್, ಆಟೋಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್"
"உதவியாளர், கூட்டுறவு, கூடுதல்","ಸಹಾಯಕ, ಸಹಕಾರಿ, ಹೆಚ್ಚುವರಿ"
துணை அச்சு,ಸಹಾಯಕ ಅಕ್ಷ
பாகங்கள்,ಬಿಡಿಭಾಗಗಳು
கூடுதல் உயிர்,ಹೆಚ್ಚುವರಿ ಸ್ವರ
துணை இனப்பெருக்கம் தலை,ಸಹಾಯಕ ಸಂತಾನೋತ್ಪತ್ತಿ ತಲೆ
உதவி திரட்டி,"ಸಹಾಯಕ ಸಂಚಯಕ, ಸಹಾಯಕ ಸಂಚಯಕ"
துணை அலகு,ಸಹಾಯಕ ಘಟಕ
துணை மின்முனை,ಸಹಾಯಕ ವಿದ್ಯುದ್ವಾರ
துணை நதி பிரிவு,ಉಪನದಿ ವಿಭಾಗ
துணை வழக்கம்,ಸಹಾಯಕ ದಿನಚರಿ
பயனுள்ள வரி,ಉಪಯುಕ್ತ ಸಾಲು
கிடைக்கும் ஆற்றல்,ಶಕ್ತಿ ಲಭ್ಯವಿದೆ
அணுகல் பக்கம்,ಪ್ರವೇಶ ಪುಟ
கவனிக்கக்கூடிய அவதானிப்புகள்,ಗಮನಿಸಬಹುದಾದ ಅವಲೋಕನಗಳು
அடையக்கூடிய ஆற்றல்,ಸಾಧಿಸಬಹುದಾದ ಸಂಭಾವ್ಯ ಶಕ್ತಿ
கிடைக்கும் சக்தி,ಶಕ್ತಿ ಲಭ್ಯವಿದೆ
அடையக்கூடிய ஆற்றல் திறன்,ಸಾಧಿಸಬಹುದಾದ ಶಕ್ತಿ ದಕ್ಷತೆ
பெறத்தக்க சக்தி பதில்,ಸ್ವೀಕರಿಸಬಹುದಾದ ಶಕ್ತಿಯ ಪ್ರತಿಕ್ರಿಯೆ
அடையக்கூடிய வெப்பம்,ಸಾಧಿಸಬಹುದಾದ ಶಾಖ
பயன்பாட்டு நேரம்,ಬಳಕೆಯ ಸಮಯ
"அவடவா, பனிச்சரிவு, பனிப்பொழிவு","ಅವದಾವ, ಹಿಮಪಾತ, ಹಿಮಪಾತ"
ஓய்வுநிலை மீறல்,ನಿವೃತ್ತಿ ಉಲ್ಲಂಘನೆ
வேகம் முறிவு மின்னழுத்தம்,ವೇಗ ಬ್ರೇಕ್ ವೋಲ್ಟೇಜ್
குறுக்கீடு விளைவு,ಅಡಚಣೆ ಪರಿಣಾಮ
"சராசரி, சராசரி*","ಅರ್ಥ, ಅರ್ಥ*"
ஆண்டெனா உயரம் சராசரி-தரை மட்டத்திற்கு மேல்,ಸರಾಸರಿ-ನೆಲ ಮಟ್ಟಕ್ಕಿಂತ ಆಂಟೆನಾ ಎತ್ತರ
"சராசரி உராய்வு குணகம், சராசரி உராய்வு குணகம்","ಸರಾಸರಿ ಘರ್ಷಣೆ ಗುಣಾಂಕ, ಸರಾಸರಿ ಘರ್ಷಣೆ ಗುಣಾಂಕ"
சராசரி கணக்கீடு,ಸರಾಸರಿ ಲೆಕ್ಕಾಚಾರ
சராசரி தூண்டுதல் திறன்,ಸರಾಸರಿ ಪ್ರಚೋದನೆಯ ಸಾಮರ್ಥ್ಯ
சராசரி முன்னோக்கி மின்னோட்டம்,ಸರಾಸರಿ ಫಾರ್ವರ್ಡ್ ಕರೆಂಟ್
சராசரி உயரம்,ಸಾಮಾನ್ಯ ಎತ್ತರ
"சராசரி வயது, சராசரி வயது","ಸರಾಸರಿ ವಯಸ್ಸು, ಸರಾಸರಿ ವಯಸ್ಸು"
"சராசரி அழுத்தம், சராசரி அழுத்தம்","ಸರಾಸರಿ ಒತ್ತಡ, ಸರಾಸರಿ ಒತ್ತಡ"
சராசரி மழை,ಸರಾಸರಿ ಮಳೆ
மின்னழுத்தத்திற்கு சராசரி,ಪ್ರತಿ ವೋಲ್ಟೇಜ್ಗೆ ಸರಾಸರಿ
"சராசரி அறை நிலைமைகள், சராசரி அறை நிலைமைகள்","ಸರಾಸರಿ ಕೊಠಡಿ ಪರಿಸ್ಥಿತಿಗಳು, ಸರಾಸರಿ ಕೊಠಡಿ ಪರಿಸ್ಥಿತಿಗಳು"
சராசரி பேச்சு சக்தி,ಸರಾಸರಿ ಭಾಷಣ ಶಕ್ತಿ
"சராசரி வேகம், சராசரி வேகம்","ಅಂದರೆ ವೇಗ, ಅರ್ಥ ವೇಗ"
அதாவது மன அழுத்தம்,ಒತ್ತಡ ಅರ್ಥ
சராசரி வெப்பநிலை,ಸರಾಸರಿ ತಾಪಮಾನ
சராசரி காத்திருப்பு நேரம்,ಸರಾಸರಿ ಕಾಯುವ ಸಮಯ
சராசரி அடர்த்தி,ಸರಾಸರಿ ಸಾಂದ್ರತೆ
"சராசரி-கணக்கீடு, சராசரி","ಸರಾಸರಿ-ಲೆಕ್ಕಾಚಾರ, ಸರಾಸರಿ"
சராசரி கணக்கீட்டு முறை,ಸರಾಸರಿ ಲೆಕ್ಕಾಚಾರದ ವಿಧಾನ
மத்தியஸ்த நிகர,ಮಧ್ಯಸ್ಥಿಕೆ ನಿವ್ವಳ
பரிவாரன்,ಪರಿವಾರನ್
தொலைநோக்கி அச்சு,ದೂರದರ್ಶಕ ಅಕ್ಷ
அச்சு,ಅಕ್ಷೀಯ
அச்சு பிறழ்வு,ಅಕ್ಷೀಯ ವಿಪಥನ
அச்சு பிணைப்பு,ಅಕ್ಷೀಯ ಬಂಧ
அச்சு பிளவு,ಅಕ್ಷೀಯ ಸೀಳು
அச்சு இருமுனை புலம்,ಅಕ್ಷೀಯ ದ್ವಿಧ್ರುವಿ ಕ್ಷೇತ್ರ
"அச்சு நூல், அச்சு இழை","ಅಕ್ಷೀಯ ದಾರ, ಅಕ್ಷೀಯ ನಾರು"
அச்சு ஓட்டம்,ಅಕ್ಷೀಯ ಹರಿವು
அச்சு ஓட்டம்-பம்ப்,ಅಕ್ಷೀಯ ಹರಿವು-ಪಂಪ್
அச்சு சுமை,ಅಕ್ಷೀಯ ಹೊರೆ
அச்சு உருப்பெருக்கம்,ಅಕ್ಷೀಯ ವರ್ಧನೆ
தூய நீளமான நெகிழ்ச்சி,ಶುದ್ಧ ರೇಖಾಂಶದ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
அச்சு விமானம்,ಅಕ್ಷೀಯ ಸಮತಲ
அச்சு விமானம் பிளவு,ಅಕ್ಷೀಯ ಸಮತಲ ಸೀಳುವಿಕೆ
அச்சு புள்ளி,ಅಕ್ಷೀಯ ಬಿಂದು
அச்சு அழுத்தம் சாய்வு,ಅಕ್ಷೀಯ ಒತ್ತಡದ ಗ್ರೇಡಿಯಂಟ್
விகித விகிதம்,ಅನುಪಾತ ಅನುಪಾತ
அச்சு கற்றை,ಅಕ್ಷೀಯ ಕಿರಣ
அச்சு வரி,ಅಕ್ಷೀಯ ರೇಖೆ
அச்சு உணர்திறன்,ಅಕ್ಷೀಯ ಸೂಕ್ಷ್ಮತೆ
அச்சு அழுத்தம்,ಅಕ್ಷೀಯ ಒತ್ತಡ
அச்சு பக்கம்,ಅಕ್ಷೀಯ ಪುಟ
அச்சு சமச்சீர்,ಅಕ್ಷೀಯ ಸಮ್ಮಿತಿ
அச்சு உந்துதல்,ಅಕ್ಷೀಯ ಒತ್ತಡ
அச்சு வேகம்,ಅಕ್ಷೀಯ ವೇಗ
அச்சு ஓட்டம் அமுக்கி,ಅಕ್ಷೀಯ ಹರಿವಿನ ಸಂಕೋಚಕ
செங்குத்தாக சமச்சீர் ஓட்டம்,ಲಂಬವಾಗಿ ಸಮ್ಮಿತೀಯ ಹರಿವು
கிட்டத்தட்ட சமச்சீர் தலை கலவை,ವಾಸ್ತವಿಕವಾಗಿ ಸಮ್ಮಿತೀಯ ತಲೆ ಮಿಶ್ರಣ
செங்குத்தாக சமச்சீர் தண்டு,ಲಂಬವಾಗಿ ಸಮ್ಮಿತೀಯ ಕಾಂಡ
செங்குத்தாக சமச்சீர் திறன்,ಲಂಬವಾಗಿ ಸಮ್ಮಿತೀಯ ವಿಭವ
செங்குத்து சமச்சீர் பிரச்சனை,ಲಂಬ ಸಮ್ಮಿತೀಯ ಸಮಸ್ಯೆ
செங்குத்தாக சமச்சீர் அழுத்த விநியோகம்,ಲಂಬವಾಗಿ ಸಮ್ಮಿತೀಯ ಒತ್ತಡ ವಿತರಣೆ
செங்குத்தாக சமச்சீர் சூப்பர்சோனிக் ஓட்டம்,ಲಂಬವಾಗಿ ಸಮ್ಮಿತೀಯ ಸೂಪರ್ಸಾನಿಕ್ ಹರಿವು
செங்குத்தாக சமச்சீர் குழப்பம்,ಲಂಬವಾಗಿ ಸಮ್ಮಿತೀಯ ಪ್ರಕ್ಷುಬ್ಧತೆ
அச்சு,ಆಕ್ಸಿಕಾನ್
ஆக்ஸியோட்ரான்,ಆಕ್ಸಿಯೋಟ್ರಾನ್
அச்சு,ಅಕ್ಷರೇಖೆ
சமச்சீரற்ற அச்சு,ಅಸಮಪಾರ್ಶ್ವದ ಅಕ್ಷ
பூமி அச்சு,ಭೂಮಿಯ ಅಕ್ಷ
செயலற்ற அச்சு,ಜಡತ್ವ ಅಕ್ಷ
இயந்திர அச்சு,ಯಂತ್ರ ಅಕ್ಷ
சுற்றுப்பாதை அச்சு,ಕಕ್ಷೆಯ ಅಕ್ಷ
ஊசலாடும் அச்சு,ಆಂದೋಲನದ ಅಕ್ಷ
உந்துவிசை அச்சு,ಪ್ರೊಪಲ್ಷನ್ ಅಕ್ಷ
திட்ட அச்சு,ಪ್ರೊಜೆಕ್ಷನ್ ಅಕ್ಷ
சுழற்சி அச்சு,ತಿರುಗುವ ಅಕ್ಷ
சுழல் அச்சு,ಸ್ಪಿನ್ ಅಕ್ಷ
வணக்கம் அச்சு,ನಮಸ್ಕಾರದ ಅಕ್ಷ
வணக்கம் அச்சு,ನಮಸ್ಕಾರದ ಅಕ್ಷ
முறுக்கு அச்சு,ಟಾರ್ಕ್ನ ಅಕ್ಷ
போக்குவரத்து அச்சு,ಸಾರಿಗೆ ಅಕ್ಷ
சுழற்சி அச்சு,ತಿರುವು ಅಕ್ಷ
அச்சு விலகல்,ಅಕ್ಷದ ವಿಚಲನ
எஸ்ராஃப் ஒருங்கிணைப்பு சாதனம்,ಎಜ್ರಾಫ್ ಏಕೀಕರಣ ಸಾಧನ
அஜிமுத் பார்வையாளர்,ಅಜಿಮುತ್ ವೀಕ್ಷಕ
அஜிமுத்,ಅಜಿಮುತ್
அஜிமுத் வட்டம்,ಅಜಿಮುತ್ ವೃತ್ತ
"அசிமுத் டயாபிராம், அசிமுத் டயாபிராம்","ಅಜಿಮುತ್ ಡಯಾಫ್ರಾಮ್, ಅಜಿಮತ್ ಡಯಾಫ್ರಾಮ್"
அஜிமுத் விளைவு,ಅಜಿಮುತ್ ಪರಿಣಾಮ
அஜிமுத் பிழை,ಅಜಿಮುತ್ ದೋಷ
அசிமுத் டால்க்,ಅಜಿಮುತ್ ಟಾಲ್ಕ್
அஜிமுத் கண்ணாடி,ಅಜಿಮುತ್ ಕನ್ನಡಿ
அஜிமுத்,ಅಜಿಮತ್ ಟೇಬಲ್
நிலையான அசிமுத்,ಸ್ಥಿರ ಅಜಿಮುತ್
அஜிமுத்,ಅಜಿಮುತ್
திசை சுட்டி,ದಿಕ್ಕಿನ ಪಾಯಿಂಟರ್
அசிமுத் குவாண்டம் எண்,ಅಜಿಮುತ್ ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆ
சுழற்சி அச்சு,ತಿರುಗುವ ಅಕ್ಷ
aizen,ಐಜೆನ್
"ezren, அஜிமுத் பாராஸ்","ಎಜ್ರೆನ್, ಅಜಿಮುತ್ ಪ್ಯಾರಾಸ್"
ஐசுசா,ಐಜುಸಾ
"பி-வகுப்பு பெருக்கி, பி-வகுப்பு பெருக்கி","ಬಿ-ಕ್ಲಾಸ್ ಆಂಪ್ಲಿಫಯರ್, ಬಿ-ಕ್ಲಾಸ್ ಆಂಪ್ಲಿಫಯರ್"
பி-கண்காட்சி,ಬಿ-ಪ್ರದರ್ಶನ
BH வளைவு,BH ಕರ್ವ್
மேக்ரோ எதிர்மறை கடத்துத்திறன்,ಮ್ಯಾಕ್ರೋ ನಕಾರಾತ್ಮಕ ವಾಹಕತೆ
பி-ஸ்கிரீனிங் விளக்கக்காட்சி,ಬಿ-ಸ್ಕ್ರೀನಿಂಗ್ ಪ್ರಸ್ತುತಿ
இரு பார்வையாளர்,ಬಿ-ವೀಕ್ಷಕ
பி-வியூ ரேடார்,ಬಿ-ವೀಕ್ಷಣೆ ರಾಡಾರ್
பேபல்,ಬಾಬೆಲ್
பேபினின் பதிலடி கொடுப்பவர்,ಬೇಬಿನ್ಸ್ ಪ್ರತೀಕಾರಕ
பாப்ஸ் (பிளைண்ட் அப்ரோச் பெக்கான் சிஸ்டம்),ಬಾಬ್ಸ್ (ಬ್ಲೈಂಡ್ ಅಪ್ರೋಚ್ ಬೀಕನ್ ಸಿಸ್ಟಮ್)
பின் உறுப்பு,ಹಿಂದಿನ ಅಂಶ
பின் கடத்துத்திறன்,ಹಿಂಭಾಗದ ವಾಹಕತೆ
பின்புற பரவல்,ಹಿಂಭಾಗದ ಪ್ರಸರಣ
பின் டையோடு,ಬ್ಯಾಕ್ ಡಯೋಡ್
எதிரணி vs. பி. (எலக்ட்ரோமோட்டிவ் எதிர்ப்பு சக்தி),ಎದುರಾಳಿ vs. ಬಿ. (ವಿರೋಧಿ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್)
மீண்டும் எதிரொலி,ಹಿಂದಿನ ಪ್ರತಿಧ್ವನಿ
மீண்டும் தீ,ಮತ್ತೆ ಬೆಂಕಿ
பின் ஓட்டம்,ಹಿಂದಿನ ಹರಿವು
பின்புற கவனம் தூரம்,ಹಿಂದಿನ ಗಮನ ದೂರ
தவம்,ಪಶ್ಚಾತ್ತಾಪ
பின்புற மடல்,ಹಿಂಭಾಗದ ಹಾಲೆ
"பின் படம், பின் இடைவெளி","ಹಿಂದಿನ ಚಿತ್ರ, ಹಿಂದಿನ ಮಧ್ಯಂತರ"
"விளைவுக்குப் பின் படம், பின் பின்னடைவு விளைவு","ಪರಿಣಾಮದ ನಂತರ ಚಿತ್ರ, ಬ್ಯಾಕ್ ಲ್ಯಾಗ್ ಪರಿಣಾಮ"
தாமதமான காலம்,ತಡವಾದ ಅವಧಿ
பின்புற நிப்பிட்,ಹಿಂಭಾಗದ ಚುಚ್ಚಲಾಗಿದೆ
பின் பிரதிபலிப்பு,ಹಿಂದಿನ ಪ್ರತಿಬಿಂಬ
முதுகு எதிர்ப்பு,ಬೆನ್ನಿನ ಪ್ರತಿರೋಧ
பின்புற இடப்பெயர்ச்சி மாற்றம்,ಹಿಂಭಾಗದ ಸ್ಥಳಾಂತರದ ಮಾರ್ಪಾಡು
பின் சண்ட் கீயிங்,ಬ್ಯಾಕ್ ಷಂಟ್ ಕೀಯಿಂಗ್
பின்புற வேக வரம்பு,ಹಿಂದಿನ ವೇಗ ಮಿತಿ
பிந்தைய உறவு,ನಂತರದ ಸಂಬಂಧ
எதிர் அடைப்பு ஜோடி,ಮುಚ್ಚಿದ ಬ್ರಾಕೆಟ್ ಜೋಡಿ
மீண்டும் மீண்டும் மீண்டும்,ಬ್ಯಾಕ್-ರಿಪೀಟರ್
கொடுக்கப்படுவதுடன்,ಮರುಪಾವತಿ
எதிர்ப்பு மின்னழுத்தம்,ವಿರೋಧಿ ವೋಲ್ಟೇಜ್
இடைநிலை அலை,ತೆರಪಿನ ಅಲೆ
பின்புற பிரதிபலிப்பு எக்ஸ்ரே கேமரா,ಹಿಂದಿನ ಪ್ರತಿಫಲನ ಕ್ಷ-ಕಿರಣ ಕ್ಯಾಮೆರಾ
மீண்டும் சிதறல் காரணி,ಬ್ಯಾಕ್ ಸ್ಕ್ಯಾಟರ್ ಫ್ಯಾಕ್ಟರ್
மீண்டும் சிதறல்,ಮತ್ತೆ ಚದುರುವಿಕೆ
பின்தங்கிய முடுக்கம்,ಹಿಂದುಳಿದ ವೇಗವರ್ಧನೆ
நேசத்துக்குரிய அச்சுப்பொறி,ಪಾಲಿಸಬೇಕಾದ ಮುದ್ರಕ
எதிர் வளைவு,ಎದುರು ಕಮಾನು
பின்னணி படம்,ಹಿನ್ನೆಲೆ ಚಿತ್ರ
பின்னணி படங்கள்,ಹಿನ್ನೆಲೆ ಚಿತ್ರಗಳು
"பின்னணி, பின்னணி","ಹಿನ್ನೆಲೆ, ಹಿನ್ನೆಲೆ"
பின்னணி எண்ணிக்கை,ಹಿನ್ನೆಲೆ ಎಣಿಕೆ
பின்னணி ஸ்ட்ரீம்,ಹಿನ್ನೆಲೆ ಸ್ಟ್ರೀಮ್
"பின்னணி கவர், பின்னணி கவர்","ಹಿನ್ನೆಲೆ ಕವರ್, ಹಿನ್ನೆಲೆ ಕವರ್"
பின்னணி ஒலிபெருக்கி,ಹಿನ್ನೆಲೆ ಧ್ವನಿವರ್ಧಕ
பின்னணி மானிட்டர்,ಹಿನ್ನೆಲೆ ಮಾನಿಟರ್
மேற்பரப்பு கணிப்பு,ಮೇಲ್ಮೈ ಪ್ರೊಜೆಕ್ಷನ್
பின்னணி கதிர்வீச்சு,ಹಿನ್ನೆಲೆ ವಿಕಿರಣ
"பின்தங்கிய, பின்தங்கிய","ಹಿಂದುಳಿದ, ಹಿಂದುಳಿದ"
திருப்புமுனை,ತಿರುವು
பின் மின்னழுத்த துடிப்பு,ಬ್ಯಾಕ್ ವೋಲ್ಟೇಜ್ ಪಲ್ಸರ್
பின்புற உச்சி மாநாடு,ಹಿಂಭಾಗದ ಶಿಖರ
பின்தங்கிய வெர்னியர்,ಹಿಂದುಳಿದ ವರ್ನಿಯರ್
பின்புற சிதறல்,ಹಿಂಭಾಗದ ಚದುರುವಿಕೆ
பின்தங்கிய அலை மேக்னட்ரான்,ಹಿಂದುಳಿದ ತರಂಗ ಮ್ಯಾಗ್ನೆಟ್ರಾನ್
பின்னோக்கி அலை ஆஸிலேட்டர்,ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ
பின்தங்கிய அலை குழாய்,ಹಿಂದುಳಿದ ತರಂಗ ಟ್ಯೂಬ್
பின்புற கிரிகோரி நியூட்டன் சூத்திரம்,ಹಿಂಭಾಗದ ಗ್ರೆಗೊರಿ ನ್ಯೂಟನ್ ಸೂತ್ರ
இன்சுலேட்டர்,ಇನ್ಸುಲೇಟರ್
மோசமான வடிவியல் கட்டமைப்பு,ಕಳಪೆ ಜ್ಯಾಮಿತೀಯ ಸಂರಚನೆ
தவறான தீர்ப்பு விதி,ತಪ್ಪು ತೀರ್ಪು ಷರತ್ತು
தடை,ಅಡಚಣೆ
தடை தகடு,ಅಡಚಣೆ ಪ್ಲೇಕ್
தடை அடையாளம்,ಅಡಚಣೆಯ ಚಿಹ್ನೆ
பாராசூட் ஜம்ப்,ಪ್ಯಾರಾಚೂಟ್ ಜಿಗಿತ
தொப்பை மணிகள்,ಹೊಟ್ಟೆ ಮಣಿಗಳು
வெற்று-அன்பான,ಬರಿಯ ಪ್ರೀತಿಯ
வெப்பமூட்டும்,ಬಿಸಿ
"சமநிலை, சமநிலை, சமநிலை, ஓய்வு, சமநிலை, சமநிலை","ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ವಿಶ್ರಾಂತಿ, ಸಮತೋಲನ, ಸಮತೋಲನ"
சமநிலை செல்,ಸಮತೋಲನ ಕೋಶ
சமநிலை ஜாதகம்,ಸಮತೋಲನ ಜಾತಕ
இருப்பு காட்டி,ಸಮತೋಲನ ಸೂಚಕ
"அளவீட்டு சக்கரம், சமநிலை சக்கரம், சமநிலை சக்கரம்","ಕ್ಯಾಲಿಬ್ರೇಟರ್ ಚಕ್ರ, ಸಮತೋಲನ ಚಕ್ರ, ಸಮತೋಲನ ಚಕ್ರ"
சமநிலை ஆண்டெனா,ಸಮತೋಲಿತ ಆಂಟೆನಾ
சமநிலை பெருக்கி,ಸಮತೋಲಿತ ಆಂಪ್ಲಿಫಯರ್
சமச்சீர் எதிர்கொள்ளும் damper,ಸಮತೋಲಿತ ಎದುರಿಸುತ್ತಿರುವ ಡ್ಯಾಂಪರ್
சமநிலை ஆண்டெனா,ಸಮತೋಲಿತ ಆಂಟೆನಾ
சீரான பாலம்,ಸಮತೋಲಿತ ಸೇತುವೆ
"இருப்பு மாற்றி, பலூன்","ಬ್ಯಾಲೆನ್ಸ್ ಪರಿವರ್ತಕ, ಬಲೂನ್"
சமநிலை பிழை,ಸಮತೋಲನ ದೋಷ
சமநிலை பிழை வரம்பு,ಸಮತೋಲಿತ ದೋಷ ಶ್ರೇಣಿ
சீரான வடிகட்டி,ಸಮತೋಲಿತ ಫಿಲ್ಟರ್
சமநிலை சக்தி,ಸಮತೋಲಿತ ಶಕ್ತಿ
சீரான சுழற்சி நிலைப்படுத்தி,ಸಮತೋಲಿತ ತಿರುಗುವಿಕೆಯ ಸ್ಥಿರಕಾರಿ
சமநிலை உறிஞ்சி,ಸಮತೋಲಿತ ಹೀರಿಕೊಳ್ಳುವ
சீரான வரி,ಸಮತೋಲಿತ ರೇಖೆ
சீரான வரி அமைப்பு,ಸಮತೋಲಿತ ಲೈನ್ ವ್ಯವಸ್ಥೆ
சீரான சுமை,ಸಮತೋಲಿತ ಹೊರೆ
சமச்சீர் கலவை,ಸಮತೋಲಿತ ಮಿಕ್ಸರ್
சமநிலை மாடுலேட்டர் சமநிலை மாடுலேட்டர்,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್ ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
சமச்சீர் வெளியீடு ஜெனரேட்டர்,ಸಮತೋಲಿತ ಔಟ್ಪುಟ್ ಜನರೇಟರ್
சீரான எதிர்வினை,ಸಮತೋಲಿತ ಪ್ರತಿಕ್ರಿಯೆ
சமநிலையான முடிவு,ಸಮತೋಲಿತ ಅಂತ್ಯ
சீரான மின்னழுத்தம்,ಸಮತೋಲಿತ ವೋಲ್ಟೇಜ್
சமநிலைப்படுத்துபவர்,ಬ್ಯಾಲೆನ್ಸರ್
சமநிலை,ಸಮತೋಲನ
மீளுருவாக்கம் ஆண்டெனா,ಮರುಕಳಿಸುವ ಆಂಟೆನಾ
சமநிலை திறன்,ಸಮತೋಲನ ಸಾಮರ್ಥ್ಯ
"கொள்ளளவு பூமி இணைப்பு, தலைகீழ் பூமி இணைப்பு","ಕೆಪಾಸಿಟನ್ಸ್ ಅರ್ಥ್ ಕನೆಕ್ಟಿವಿಟಿ, ರಿವರ್ಸ್ ಅರ್ಥ್ ಕನೆಕ್ಟಿವಿಟಿ"
புல சமநிலை முறை,ಕ್ಷೇತ್ರ ಸಮತೋಲನ ವಿಧಾನ
பந்து தாங்கி,ಬಾಲ್ ಬೇರಿಂಗ್
சுற்று காந்தம்,ಸುತ್ತಿನ ಮ್ಯಾಗ್ನೆಟ್
சுற்று மின்னல்,ಸುತ್ತಿನ ಮಿಂಚು
ரிலே தொலைக்காட்சி,ರಿಲೇ ದೂರದರ್ಶನ
குல்லெட் வால்வு,ಗುಲ್ಲೆಟ್ ಕವಾಟ
இலக்கு பாதை,ಗುರಿ ಮಾರ್ಗ
"நிலையான சுமை, நிலைப்படுத்தல்","ಸ್ಥಿರ ಹೊರೆ, ನಿಲುಭಾರ"
தற்போதைய நிலைப்படுத்தி விளக்கு,ಪ್ರಸ್ತುತ ಸ್ಟೇಬಿಲೈಸರ್ ದೀಪ
"தற்போதைய நிலைப்படுத்தி எதிர்ப்பு, பாரேட்டர்","ಪ್ರಸ್ತುತ ಸ್ಟೆಬಿಲೈಸರ್ ಪ್ರತಿರೋಧ, ಬ್ಯಾರೆಟರ್"
ஸ்ட்ரீம் நிலைப்படுத்தி குழாய்,ಸ್ಟ್ರೀಮ್ ಸ್ಟೇಬಿಲೈಸರ್ ಟ್ಯೂಬ್
"பாலிஸ்டிக், பாலிஸ்டிக்","ಬ್ಯಾಲಿಸ್ಟಿಕ್, ಬ್ಯಾಲಿಸ್ಟಿಕ್"
பாலிஸ்டிக் ஏற்றம்,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಆರೋಹಣ
பாலிஸ்டிக் உடல்,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ದೇಹ
பாலிஸ்டிக் கேமரா,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಯಾಮೆರಾ
பாலிஸ்டிக் குணகம்,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಗುಣಾಂಕ
பாலிஸ்டிக் கட்டுப்பாடு,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ನಿರ್ಬಂಧ
பாலிஸ்டிக் அடர்த்தி,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಸಾಂದ್ರತೆ
பாலிஸ்டிக் திறன்,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ದಕ್ಷತೆ
திட்டப் பெருக்கி,ಪ್ರಕ್ಷೇಪಕ ಗುಣಕ
"திட்ட கால்வனோமீட்டர், இடைக்கணிப்பு கால்வனோமீட்டர்","ಪ್ರೊಜೆಕ್ಷನ್ ಗ್ಯಾಲ್ವನೋಮೀಟರ್, ಇಂಟರ್ಪೋಲೇಷನ್ ಗಾಲ್ವನೋಮೀಟರ್"
ஏவுகணை,ಕ್ಷಿಪಣಿ
