Kannada,Punjabi
ಆಧಾರಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ਓਰੀਐਂਟਿਡ ਪ੍ਰੋਗਰਾਮਿੰਗ
ಕೇಂದ್ರೀಕೃತ ವೃತ್ತ,ਕੇਂਦਰਿਤ ਚੱਕਰ
ಕೇಂದ್ರೀಕೃತ ವಕ್ರರೇಖೆ,ਕੇਂਦਰਿਤ ਕਰਵ
ಅಮೂರ್ತ ಪರಿಕಲ್ಪನೆಯನ್ನು ನೈಜವೆಂದು ಪರಿಗಣಿಸಿ,ਇੱਕ ਅਮੂਰਤ ਸੰਕਲਪ ਨੂੰ ਅਸਲੀ ਸਮਝੋ
ಸಾಲುಗಳ ಸಂಗಮ,ਲਾਈਨਾਂ ਦਾ ਸੰਗਮ
ಏಕಕಾಲೀನ,ਸਮਕਾਲੀ
ಏಕಕಾಲೀನ ಶಕ್ತಿ,ਸਮਕਾਲੀ ਬਲ
ಷರತ್ತುಬದ್ಧ ಸಾಂದ್ರತೆಯ ಕಾರ್ಯ,ਸ਼ਰਤੀਆ ਘਣਤਾ ਫੰਕਸ਼ਨ
ಷರತ್ತುಬದ್ಧ ವಿತರಣೆ,ਸ਼ਰਤੀਆ ਵੰਡ
ನಿರ್ಬಂಧಿತ ನಿರೀಕ್ಷೆ,ਪ੍ਰਤਿਬੰਧਿਤ ਉਮੀਦ
ಷರತ್ತುಬದ್ಧ ಸರಾಸರಿ,ਸ਼ਰਤੀਆ ਮਤਲਬ
ಷರತ್ತುಬದ್ಧ ಸಂಭವನೀಯತೆ,ਸ਼ਰਤੀਆ ਸੰਭਾਵਨਾ
ಜೋಡಣೆ ನಿರ್ಬಂಧ,ਅਨੁਕੂਲਤਾ ਪਾਬੰਦੀ
ಸ್ಥಿರತೆಯ ನಿರ್ಬಂಧಗಳು,ਇਕਸਾਰਤਾ ਪਾਬੰਦੀਆਂ
ಸಮಗ್ರತೆಯ ನಿರ್ಬಂಧ,ਇਕਸਾਰਤਾ ਪਾਬੰਦੀ
ಸ್ಪರ್ಶ ನಿರ್ಬಂಧ,ਛੂਹ ਪਾਬੰਦੀ
"ಕೋನ್, ಕೋನ್","ਕੋਨ, ਕੋਨ"
ವಿಶ್ವಾಸಾರ್ಹ ಮಧ್ಯಂತರ,ਵਿਸ਼ਵਾਸ ਅੰਤਰਾਲ
ವಿಶ್ವಾಸಾರ್ಹ ಮಧ್ಯಂತರ ಅಂದಾಜು,ਵਿਸ਼ਵਾਸ ਅੰਤਰਾਲ ਦਾ ਅਨੁਮਾਨ
ನಿಷ್ಠೆಯ ಮಿತಿಗಳು,ਵਫ਼ਾਦਾਰੀ ਦੀਆਂ ਸੀਮਾਵਾਂ
ವಿಶ್ವಾಸಾರ್ಹ ವಲಯ,ਵਿਸ਼ਵਾਸ ਜ਼ੋਨ
ಪ್ರತಿಭಟನೆಯ ಸ್ಥಾನ,ਵਿਰੋਧ ਸਥਿਤੀ
ಕಾನ್ಫೋಕಲ್ ಕೋನಿಕ್,confocal ਕੋਨਿਕ
ಕಾನ್ಫೋಕಲ್ ದೀರ್ಘವೃತ್ತ,confocal ellipsoid
ಕಾನ್ಫೋಕಲ್ ಜ್ಯಾಮಿತಿ,ਕਨਫੋਕਲ ਜਿਓਮੈਟਰੀ
ಕಾನ್ಫೋಕಲ್ ಹೈಪರ್ಬೋಲಾ,confocal ਹਾਈਪਰਬੋਲਾ
ಕಾನ್ಫೋಕಲ್ ಹೈಪರ್ಬೋಲಾ,confocal ਹਾਈਪਰਬੋਲਾ
ಕಾನ್ಫೋಕಲ್ ಪ್ಯಾರಾಬೋಲಾ,confocal parabola
ಕಾನ್ಫೋಕಲ್ ಪ್ಯಾರಾಬೋಲಿಕ್ ನಿರ್ದೇಶಾಂಕಗಳು,ਕਨਫੋਕਲ ਪੈਰਾਬੋਲਿਕ ਕੋਆਰਡੀਨੇਟਸ
"ಸದೃಶ, ಸದೃಶ","ਸਮਾਨ, ਸਮਾਨ"
ಕೋನ ಮ್ಯಾಪಿಂಗ್,ਕੋਣ ਮੈਪਿੰਗ
"ಸಮಾನತೆ, ದ್ವಿಪಕ್ಷೀಯ ರೇಖೆ-ಒಟ್ಟು, ಸಮತೆ","ਇਕਸਾਰਤਾ, ਦੋ-ਸਮਾਂਤਰ ਰੇਖਾ-ਕੁੱਲ, ਸਮਾਨਤਾ"
ಒಟ್ಟು ದ್ವಿಪಕ್ಷೀಯ ವೃತ್ತ,ਦੋ ਸਮਾਨਾਂਤਰ ਚੱਕਰ ਕੁੱਲ
"ಸಮಾನ, ಸಹ","ਇਕਸਾਰ, ਵੀ"
ಸಮಾನ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ਬਰਾਬਰ ਮੈਟ੍ਰਿਕਸ
"ಶಂಕುವಿನಾಕಾರದ, ಶಂಕುವಿನಾಕಾರದ","ਕੋਨਿਕ, ਕੋਨਿਕ"
ಶಂಕುವಿನಾಕಾರದ frustum,ਕੋਨਿਕਲ ਫਰਸਟਮ
ಶಂಕುವಿನಾಕಾರದ ಕುಂಡಲಿನಿ,ਕੋਨਿਕਲ ਕੁੰਡਲਨੀ
"ಶಂಕುವಿನಾಕಾರದ ಕಟ್, ಶಂಕುವಿನಾಕಾರದ","ਕੋਨਿਕ ਕੱਟ, ਕੋਨਿਕ"
ಶಂಕುವಿನಾಕಾರದ ಗಣಿತ,ਕੋਨਿਕ ਗਣਿਤ
"ಕೋನ್-ಕಟ್, ಕೋನ್-ವಿಭಾಗ","ਕੋਨ-ਕੱਟ, ਕੋਨ-ਸੈਕਸ਼ਨ"
"ಸಂಯೋಜಿತವಾಗಿರಲು (ವಿ.), ಸಂಯೋಜಿತವಾಗಿರಲು (ವಿ.)","ਸੰਯੁਕਤ ਹੋਣਾ (v.), ਸੰਯੁਕਤ ਹੋਣਾ (v.)"
ಸಂಯೋಜಿತ ಕೋನ,ਸੰਯੁਕਤ ਕੋਣ
ಸಂಯೋಜಿತ ಅಕ್ಷ,ਸੰਯੁਕਤ ਧੁਰਾ
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಗಳನ್ನು ಸಂಯೋಜಿಸಿ,ਮਿਸ਼ਰਿਤ ਸੰਖਿਆਵਾਂ
ಸಂಯೋಜಿತ ದಿಕ್ಕು,ਸੰਯੁਕਤ ਦਿਸ਼ਾ
ಸಂಯೋಜಿತ ಕಾರ್ಯ,ਸੰਯੁਕਤ ਫੰਕਸ਼ਨ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಸಂಯೋಗ,ਮੈਟ੍ਰਿਕਸ ਦਾ ਸੰਯੁਕਤ
ಸಂಯೋಜಿತ ಕ್ರಮಪಲ್ಲಟನೆ,ਸੰਯੁਕਤ ਕ੍ਰਮਵਾਰ
ಸಂಯೋಜಿತ ವೇರಿಯಬಲ್,ਸੰਯੁਕਤ ਵੇਰੀਏਬਲ
"ಯೋಗ, ಸಂಯೋಜನೆ","ਯੋਗਾ, ਸੁਮੇਲ"
ಸತತವಾಗಿ,ਲਗਾਤਾਰ
ಸತತ ಸಂಖ್ಯೆಗಳು,ਲਗਾਤਾਰ ਨੰਬਰ
ಶಕ್ತಿ ಸಂರಕ್ಷಣೆ,ਊਰਜਾ ਸੰਭਾਲ
ಸಾಮೂಹಿಕ ಸಂರಕ್ಷಣೆ,ਪੁੰਜ ਸੰਭਾਲ
ಪೋಷಕ,ਸਰਪ੍ਰਸਤ
"ಸ್ಥಿರತೆ, ಸ್ಥಿರತೆ, ಸ್ಥಿರತೆ, ಸ್ಥಿರತೆ","ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ"
ಸ್ಥಿರತೆಯ ನಿರ್ಬಂಧಗಳು,ਇਕਸਾਰਤਾ ਪਾਬੰਦੀਆਂ
"ಹೊಂದಾಣಿಕೆಯ ಅಂದಾಜು, ವಿರುದ್ಧ ಅಂದಾಜು","ਅਨੁਕੂਲ ਅਨੁਮਾਨ, ਉਲਟ ਅਨੁਮਾਨ"
"ಸ್ಥಿರ ಅಂದಾಜುಗಾರ, ವಿರೋಧಾಭಾಸದ ಅಂದಾಜುಗಾರ","ਇਕਸਾਰ ਅਨੁਮਾਨਕ, ਗੈਰ-ਵਿਰੋਧੀ ਅਨੁਮਾਨ ਲਗਾਉਣ ਵਾਲਾ"
"ವ್ಯತಿರಿಕ್ತ ಮಾದರಿಗಳು, ಸ್ಥಿರ ಮಾದರಿಗಳು","ਗੈਰ-ਵਿਰੋਧੀ ਨਮੂਨਾ, ਅਨੁਕੂਲ ਨਮੂਨਾ"
"ಹೊಂದಾಣಿಕೆಯ ಘಟಕಗಳು, ಸಂಘರ್ಷವಿಲ್ಲದ ಘಟಕಗಳು","ਅਨੁਕੂਲ ਇਕਾਈਆਂ, ਗੈਰ-ਵਿਰੋਧੀ ਇਕਾਈਆਂ"
ಕನ್ಸೋಲ್,ਕੰਸੋਲ
"ಸ್ಥಿರ, ಸ್ಥಿರ, ಸ್ಥಿರ, ಸ್ಥಿರ, ಬದಲಾಗದ, ಏಕರೂಪ","ਸਥਿਰ, ਸਥਿਰ, ਸਥਿਰ, ਅਚੱਲ, ਨਾ ਬਦਲਣ ਵਾਲਾ, ਇਕਸਾਰ"
ಏಕರೂಪದ ವೇಗವರ್ಧನೆ,ਇਕਸਾਰ ਪ੍ਰਵੇਗ
ನಿರಂತರ ಕಾರ್ಯ,ਨਿਰੰਤਰ ਫੰਕਸ਼ਨ
ಗುರುತ್ವ ಬಿಂದು,ਗੰਭੀਰਤਾ ਬਿੰਦੂ
ಏಕೀಕರಣ ಸ್ಥಿರ,ਏਕੀਕਰਣ ਸਥਿਰ
ಅನುಪಾತ ಸ್ಥಿರ,ਅਨੁਪਾਤਕ ਸਥਿਰਤਾ
ಸ್ಥಿರ ನಿಯತಾಂಕ,ਸਥਿਰ ਪੈਰਾਮੀਟਰ
ಸ್ಥಿರ ಬಹುಪದೋಕ್ತಿ,ਨਿਰੰਤਰ ਬਹੁਪਦ
ಸ್ಥಿರ ಅನುಪಾತ,ਸਥਿਰ ਅਨੁਪਾਤ
ಏಕರೂಪದ ಚಲನೆ,ਇਕਸਾਰ ਚਾਲ
ನಿರಂತರ ಪದ,ਨਿਰੰਤਰ ਮਿਆਦ
ಏಕರೂಪದ ವೇಗ,ਇਕਸਾਰ ਗਤੀ
ಸೃಷ್ಟಿಕರ್ತನ ಸಮೀಕರಣ,ਸਿਰਜਣਹਾਰ ਦੇ ਸਮੀਕਰਨ
ನಿರ್ಬಂಧ,ਪਾਬੰਦੀ
"ರಚಿಸಲು, ರಚಿಸಲು","ਬਣਾਉਣ ਲਈ, ਬਣਾਉਣ ਲਈ"
ರಚನೆ,ਗਠਨ
ಗ್ರಾಹಕ ಆದ್ಯತೆಗಳು,ਖਪਤਕਾਰਾਂ ਦੀਆਂ ਤਰਜੀਹਾਂ
ಬಳಕೆಯ ಕಾರ್ಯ,ਖਪਤ ਫੰਕਸ਼ਨ
ಸ್ಪರ್ಶ ಕೋನ,ਸਪਰਸ਼ ਕੋਣ
ಸಂಪರ್ಕ ಬಿಂದು,ਸੰਪਰਕ ਬਿੰਦੂ
ಒಳಗೊಂಡಿತ್ತು,ਸ਼ਾਮਿਲ ਹੈ
ಸಂಬಂಧ ಕೋಷ್ಟಕ,ਮਾਨਤਾ ਸਾਰਣੀ
ನಿರಂತರ ಯಂತ್ರಶಾಸ್ತ್ರ,ਨਿਰੰਤਰ ਮਕੈਨਿਕਸ
ವಿವಿಧ ಹಣಕಾಸು,ਵੱਖ-ਵੱਖ ਵਿੱਤ
ಹಣಕಾಸು ಉತ್ಪನ್ನ,ਵਿੱਤ ਉਤਪਾਦ
"ನಿರಂತರ, ನಿರಂತರ","ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ"
ಕಾರ್ಯಗಳ ನಿರಂತರತೆ,ਫੰਕਸ਼ਨਾਂ ਦੀ ਨਿਰੰਤਰਤਾ
ನಿರಂತರ ಪರೀಕ್ಷೆ,ਲਗਾਤਾਰ ਟੈਸਟ
"ನಿರಂತರ, ಮುರಿಯದ, ಮುರಿಯದ, ನಿರಂತರ, ನಿರಂತರ","ਨਿਰੰਤਰ, ਅਟੁੱਟ, ਅਟੁੱਟ, ਨਿਰੰਤਰ, ਨਿਰੰਤਰ"
ನಿರಂತರ ಉತ್ಪನ್ನ,ਲਗਾਤਾਰ ਡੈਰੀਵੇਟਿਵ
ನಿರಂತರ ವಿತರಣೆ,ਲਗਾਤਾਰ ਵੰਡ
ಮೇಲೆ ನಿರಂತರ,ਉਪਰ ਲਗਾਤਾਰ
ನಿರಂತರ ಕಾರ್ಯ,ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
ನಿರಂತರವಾಗಿ ವ್ಯತ್ಯಾಸ,ਲਗਾਤਾਰ ਵੱਖਰਾ
ನಿರಂತರ ನಕ್ಷೆ,ਲਗਾਤਾਰ ਨਕਸ਼ਾ
ನಿರಂತರ ಮ್ಯಾಪಿಂಗ್,ਲਗਾਤਾਰ ਮੈਪਿੰਗ
ನಿರಂತರ ಸಂಭವನೀಯತೆ ಸಾಂದ್ರತೆ ಕಾರ್ಯ,ਲਗਾਤਾਰ ਸੰਭਾਵਨਾ ਘਣਤਾ ਫੰਕਸ਼ਨ
ನಿರಂತರ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ,ਲਗਾਤਾਰ ਸੰਭਾਵਨਾ ਵੰਡ
ನಿರಂತರ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,ਨਿਰੰਤਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
ನಿರಂತರ ಮಾದರಿ ಜಾಗ,ਲਗਾਤਾਰ ਨਮੂਨਾ ਸਪੇਸ
ನಿರಂತರ ವೇರಿಯಬಲ್,ਲਗਾਤਾਰ ਵੇਰੀਏਬਲ
ನಿರಂತರ ತರಂಗ,ਲਗਾਤਾਰ ਲਹਿਰ
"ನಿರಂತರ, ನಿರಂತರ","ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ"
ನಿರಂತರ ತತ್ವ,continuum axiom
ನೈಜ-ಸಂಖ್ಯೆಯ ಸೆಟ್,ਅਸਲ-ਨੰਬਰ ਸੈੱਟ
ನಿರಂತರ ತತ್ವ,ਨਿਰੰਤਰ ਸਿਧਾਂਤ
ಬಾಹ್ಯರೇಖೆ ಏಕೀಕರಣ,ਕੰਟੋਰ ਏਕੀਕਰਣ
ಸಂಕೋಚನ ಮ್ಯಾಪಿಂಗ್,ਸੰਕੁਚਨ ਮੈਪਿੰਗ
ವಿರೋಧಿಸಿ,ਵਿਰੋਧ
ಪ್ರತಿಫಲಿತ,ਪ੍ਰਤੀਬਿੰਬ
ನಿಯಂತ್ರಣ,ਕੰਟਰੋਲ
ನಿಯಂತ್ರಣ ಚಾರ್ಟ್,ਕੰਟਰੋਲ ਚਾਰਟ
ಸರಾಸರಿ ನಿಯಂತ್ರಣ ಚಾರ್ಟ್,ਮੱਧਮਾਨ ਦਾ ਕੰਟਰੋਲ ਚਾਰਟ
ದೋಷಗಳ ನಿಯಂತ್ರಣ,ਨੁਕਸ ਦਾ ਕੰਟਰੋਲ
ಆವರಣದ ನಿಯಂತ್ರಣ,ਇਮਾਰਤ ਦਾ ਕੰਟਰੋਲ
ಅಸ್ಥಿರ ನಿಯಂತ್ರಣ,ਵੇਰੀਏਬਲ ਦਾ ਕੰਟਰੋਲ
"ಒಮ್ಮುಖವಾಗಲು, ಒಮ್ಮುಖವಾಗಲು","ਕਨਵਰਜ ਕਰਨਾ, ਕਨਵਰਜ ਕਰਨਾ"
ಅಂದರೆ ಒಮ್ಮುಖ,ਕਨਵਰਜੈਂਸ ਦਾ ਮਤਲਬ ਹੈ
ಚೌಕ ಎಂದರೆ ಒಮ್ಮುಖ,ਵਰਗ ਮਤਲਬ ਕਨਵਰਜੈਂਸ
ಸಂಭವನೀಯತೆಯಲ್ಲಿ ಒಮ್ಮುಖ,ਸੰਭਾਵਨਾ ਵਿੱਚ ਕਨਵਰਜੈਂਸ
ಒಮ್ಮುಖ ಮಿತಿ,ਕਨਵਰਜੈਂਸ ਸੀਮਾ
ಒಮ್ಮುಖ ತ್ರಿಜ್ಯ,ਕਨਵਰਜੈਂਸ ਰੇਡੀਅਸ
ಒಮ್ಮುಖ ಪ್ರದೇಶ,ਕਨਵਰਜੈਂਸ ਖੇਤਰ
"ಒಮ್ಮುಖ (ವರ್.), ಒಮ್ಮುಖ (ಎನ್.)","ਕਨਵਰਜ (ਵਰ.), ਕਨਵਰਜ (ਐਨ.)"
ಒಮ್ಮುಖ ಅನುಕ್ರಮ,ਕਨਵਰਜੈਂਟ ਕ੍ਰਮ
ಒಮ್ಮುಖ ಸರಣಿ,ਕਨਵਰਜੈਂਟ ਲੜੀ
"ವಿರುದ್ಧ, ವಿರುದ್ಧ","ਉਲਟ, ਉਲਟ"
"ವ್ಯತಿರಿಕ್ತವಾಗಿ, ವೈತ್ಯಾಸನೇ","ਇਸ ਦੇ ਉਲਟ, ਵਿਤ੍ਯਾਸਨੇ"
ಪರಿವರ್ತನೆ ಭಾಗ,ਪਰਿਵਰਤਨ ਅੰਸ਼
ಪರಿವರ್ತನೆ ಕೋಷ್ಟಕ,ਪਰਿਵਰਤਨ ਸਾਰਣੀ
ದೂರ ಎದುರಿಸುತ್ತಿದೆ,ਦੂਰ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
ಎದುರಿಸುತ್ತಿರುವ ದೇಹ,ਸਰੀਰ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
ವಿರುದ್ಧ ಸಂಯೋಜನೆ,ਉਲਟ ਸੁਮੇਲ
ಎದುರಿಸುತ್ತಿರುವ ಕವರ್,ਸਾਹਮਣਾ ਕਵਰ
ವಿಕೃತ ಕಾರ್ಯ,deviant ਫੰਕਸ਼ਨ
ರೇಖೀಯ ಸಂಚಯವನ್ನು ಎದುರಿಸುತ್ತಿದೆ,ਰੇਖਿਕ ਸੰਚਵ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
ರೇಖೀಯ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಎದುರಿಸುತ್ತಿದೆ,ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
ದೂರದ ಜನಸಂಖ್ಯೆಯನ್ನು ಎದುರಿಸುತ್ತಿದೆ,ਦੂਰੀ ਦੀ ਆਬਾਦੀ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
ಎದುರಿಸುತ್ತಿರುವ ಬಹುಮುಖಿ,ਪੋਲੀਹੇਡਰੋਨ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
ಫಾರ್ವರ್ಡ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ਪ੍ਰੋਗਰਾਮਿੰਗ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
ಎದುರಿಸುತ್ತಿರುವ ಪ್ರದೇಶ,ਸਾਹਮਣਾ ਖੇਤਰ
ಎದುರಿಸುತ್ತಿರುವ ಸೆಟ್,ਸਾਹਮਣਾ ਸੈੱਟ
ಸಂವಹನ,ਸੰਚਾਲਨ
ಒಮ್ಮುಖ ಅವಿಭಾಜ್ಯ,ਕਨਵਰਜੈਂਸ ਅਟੁੱਟ
ಸಂಕುಚಿತ ಪ್ರಮೇಯ,ਕੰਪਰੈਸ਼ਨ ਥਿਊਰਮ
"ಸಮನ್ವಯ, ಸಮನ್ವಯ, ಸಹವರ್ತಿ","ਤਾਲਮੇਲ, ਤਾਲਮੇਲ, ਸਹਿਭਾਗ"
ನಿರ್ದೇಶಕ ಅಕ್ಷ,ਨਿਰਦੇਸ਼ਕ ਧੁਰਾ
ಸಮನ್ವಯ ಜ್ಯಾಮಿತಿ,ਤਾਲਮੇਲ ਜਿਓਮੈਟਰੀ
ಸಮನ್ವಯ ಸಮತಲ,ਤਾਲਮੇਲ ਜਹਾਜ਼
ನಿರ್ದೇಶಾಂಕಗಳು,ਕੋਆਰਡੀਨੇਟਸ
"ನಿರ್ದೇಶಾಂಕ ವ್ಯವಸ್ಥೆ, ಸೂಚನಾ ವ್ಯವಸ್ಥೆ","ਤਾਲਮੇਲ ਪ੍ਰਣਾਲੀ, ਹਦਾਇਤ ਪ੍ਰਣਾਲੀ"
ಕೊಪರ್ನಿಕಸ್-ದೇಹ,copernicus-ਸਰੀਰ
ಸಮತಲ,ਪਲੈਨਰ
coplanar ಬಲ,coplanar ਫੋਰਸ
ಚಪ್ಪಟೆತನ,ਸਮਤਲਤਾ
ಅವಿಭಾಜ್ಯ ಸಂಖ್ಯೆ,ਪ੍ਰਮੁਖ ਸੰਖਿਆ
"ತಿದ್ದುಪಡಿ ಗುಣಕ, ಸರಿಪಡಿಸುವ ಗುಣಕ","ਸੁਧਾਰ ਗੁਣਕ, ਸੁਧਾਰ ਗੁਣਕ"
ಸರಿಯಾದ ಪರಿಹಾರ,ਸਹੀ ਹੱਲ
ಸಹ ಸಂಬಂಧ,ਸਹਿ - ਸਬੰਧ
ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ,ਸਬੰਧ ਗੁਣਾਂਕ
ಪರಸ್ಪರ ಸಂಬಂಧ ರೇಖಾಚಿತ್ರ,ਸਬੰਧ ਚਿੱਤਰ
ಪರಸ್ಪರ ಸಂಬಂಧ ಕಾರ್ಯ,ਸਬੰਧ ਫੰਕਸ਼ਨ
"ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್","ਸਬੰਧ ਮੈਟ੍ਰਿਕਸ, ਸਬੰਧ ਮੈਟ੍ਰਿਕਸ"
ಪರಸ್ಪರ ಸಂಬಂಧದ ಅನುಪಾತ,ਸਬੰਧ ਅਨੁਪਾਤ
ಪರಸ್ಪರ ಸಂಬಂಧ ರೇಖಾಚಿತ್ರ,ਸਬੰਧ ਚਿੱਤਰ
ಪರಸ್ಪರ ಸಂಬಂಧ-ಚಿತ್ರ ವಿಶ್ಲೇಷಣೆ,ਸਬੰਧ-ਤਸਵੀਰ ਵਿਸ਼ਲੇਸ਼ਣ
"ಸಂವಾದಿಯಾಗಲು, ಸಂವಾದಿಯಾಗಲು","ਮੇਲ ਕਰਨ ਲਈ, ਮੇਲ ਕਰਨ ਲਈ"
ಸ್ಥಿರತೆಯ ನಿಯಮಗಳು,ਇਕਸਾਰਤਾ ਨਿਯਮ
ಅನುಗುಣವಾದ ಕೋನ,ਅਨੁਸਾਰੀ ਕੋਣ
ಹೊಂದಾಣಿಕೆಯ ಬದಿ,ਅਨੁਕੂਲ ਪਾਸੇ
ಸೆಟ್,ਸੈੱਟ
"ಕೊಸೈನ್, ಕೋಟಿಜ್ಯಾ","cosine, cotizya"
ಕೊಸೈನ್ ನಿಯಮ,cosines ਨਿਯਮ
ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ,ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
ವೆಚ್ಚ ಗರಿಷ್ಠಗೊಳಿಸುವಿಕೆ,ਲਾਗਤ ਵੱਧ ਤੋਂ ਵੱਧ
ಎಣಿಕೆ ತತ್ವ,ਗਿਣਨਯੋਗਤਾ ਦਾ ਧੁਰਾ
ಎಣಿಸಬಹುದಾದ,ਗਿਣਨਯੋਗ
ಎಣಿಸಬಹುದಾದ ಸಂಯೋಜಕ,ਗਿਣਨਯੋਗ ਜੋੜ
ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ,ਗਿਣਨਯੋਗ ਅਧਾਰ
ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ,ਗਿਣਨਯੋਗ ਅਧਾਰ
ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್,ਗਿਣਨਯੋਗ ਸੈੱਟ
ಲೆಕ್ಕಿಸಲಾಗದಷ್ಟು ಅನಂತ,ਅਣਗਿਣਤ ਅਨੰਤ
"ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಫಲಕ, ಕೌಂಟರ್","ਕੈਲਕੁਲੇਟਰ, ਪੈਨਲ, ਕਾਊਂਟਰ"
ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ ವ್ಯರ್ಥ,ਉਲਟ ਘੜੀ ਦੀ ਬਰਬਾਦੀ
ಪ್ರತಿ ಉದಾಹರಣೆ,ਵਿਰੋਧੀ ਉਦਾਹਰਨ
ಸಹವರ್ತಿತ್ವ,ਸਹਿਵਿਹਾਰ
ಸಹವರ್ತಿ ನಿಯಮ,ਸਹਿਪ੍ਰਸਤੀ ਨਿਯਮ
ಸಹವರ್ತಿ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ
ಸಹವರ್ತಿ ವಿಧಾನ,ਸਹਿਵਿਹਾਰ ਵਿਧੀ
ಸಹವರ್ತಿ ವಿಧಾನ,ਸਹਿਪ੍ਰਸਤੀ ਵਿਧੀ
ಕ್ರೇಮರ್ ಕಾನೂನು,ਕ੍ਰੈਮਰ ਦਾ ਕਾਨੂੰਨ
ಕ್ರೇಮರ್-ರಾವ್ ಅಸಮಾನತೆ,ਕ੍ਰੇਮਰ-ਰਾਓ ਅਸਮਾਨਤਾ
ವಸ್ತುನಿಷ್ಠ ಕಾರ್ಯ,ਉਦੇਸ਼ ਫੰਕਸ਼ਨ
ನಿರ್ಣಾಯಕ ಕೋನ,ਨਾਜ਼ੁਕ ਕੋਣ
ನಿರ್ಣಾಯಕ ಬಿಂದು,ਨਾਜ਼ੁਕ ਬਿੰਦੂ
ಕಾರ್ಯದ ನಿರ್ಣಾಯಕ ಅಂಶ,ਫੰਕਸ਼ਨ ਦਾ ਨਾਜ਼ੁਕ ਬਿੰਦੂ
ನಿರ್ಣಾಯಕ ಮೌಲ್ಯ,ਨਾਜ਼ੁਕ ਮੁੱਲ
ನಿರ್ಣಾಯಕ ವೇಗ,ਨਾਜ਼ੁਕ ਗਤੀ
ವಿಲೋಮ ಪರಸ್ಪರ ಸಂಬಂಧ ಕಾರ್ಯ,ਉਲਟ ਸਬੰਧ ਫੰਕਸ਼ਨ
"ವೆಕ್ಟರ್-ಉತ್ಪನ್ನ, ವೆಕ್ಟರ್-ಉತ್ಪನ್ನ","ਵੈਕਟਰ-ਉਤਪਾਦ, ਵੈਕਟਰ-ਉਤਪਾਦ"
ಥಂಡರ್ಬೋಲ್ಟ್ ಅನುಪಾತ,ਥੰਡਰਬੋਲਟ ਅਨੁਪਾਤ
ಅಡ್ಡ ವಿಭಾಗ,ਅਨੁਪ੍ਰਸਥ ਕਾਟ
ಗುಪ್ತ ಲಿಪಿಶಾಸ್ತ್ರ,ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ
"ಘನ, ಘನ","ਘਣ, ਘਣ"
ಘನ ಸಂಖ್ಯೆ,ਘਣ ਨੰਬਰ
ಘನ ಮೂಲ,ਘਣ ਜੜ੍ਹ
"ಘನ, ಘನ, ಘನ, ಚತುರ್ಭುಜ, ತ್ರಿಕೋನ, ಘನ","ਘਣ, ਘਣ, ਘਣ, ਚਤੁਰਭੁਜ, ਤਿਕੋਣੀ, ਘਣ"
"ಘನ, ಘನ, ಘನ","ਘਣ, ਘਣ, ਘਣ"
ಚತುರ್ಭುಜ ಸಮೀಕರಣ,ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ
ಘನ ಇಂಚುಗಳು,ਘਣ ਇੰਚ
