Assamese,Gujarati
বজ্ৰপাতৰ অনুপাত,થન્ડરબોલ્ટ રેશિયો
ক্ৰছ ছেকচন,ક્રોસ વિભાગ
ক্ৰিপ্টোগ্ৰাফী,સંકેતલિપી
"ঘনক, ঘনক","ક્યુબ, ક્યુબ"
ঘনক সংখ্যা,ક્યુબ નંબર
ঘনক মূল,ઘનમૂળ
"ঘন, ঘন, ঘন, দ্বিঘাত, ত্ৰিকোণীয়, ঘন","ઘન, ઘન, ઘન, ચતુર્ભુજ, ત્રિકોણીય, ઘન"
"ঘন, ঘন, ঘন","ક્યુબ, ક્યુબ, ક્યુબિક"
দ্বিঘাত সমীকৰণ,ચતુર્ભુજ સમીકરણ
ঘন ইঞ্চি,ઘન ઇંચ
ঘন মিটাৰ,ઘન મીટર
দ্বিঘাত প্যাৰাবোলা,ચતુર્ભુજ પેરાબોલા
ঘনক মূল,ઘનમૂળ
ট্ৰিপল টাৰ্ম,ટ્રિપલ ટર્મ
অৰ্থোগনেল সমান্তৰাল,ઓર્થોગોનલ સમાંતર
"ক্ৰমবৰ্ধমান সংকলিত,",સંચિત સંકલિત
ক্ৰমবৰ্ধমান বক্ৰ,સંચિત વળાંક
ক্ৰমবৰ্ধমান বিতৰণ ফলন,સંચિત વિતરણ કાર્ય
ক্ৰমবৰ্ধমান কম্পাঙ্ক,સંચિત આવર્તન
ক্ৰমবৰ্ধমান কম্পাঙ্ক ফলন,સંચિત આવર્તન કાર્ય
ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ,સંચિત આવર્તન ગ્રાફ સંચિત આવર્તન ગ્રાફ
ক্ৰমবৰ্ধমান সম্ভাৱনা ফলন,સંચિત સંભાવના કાર્ય
"curl, কুইন্টল","કાર્લ, કુંતલ"
দ্বিসমান্তৰাল বক্ৰ,બાયસમાંતર વળાંક
ভেক্টৰ কাৰ্ল,વેક્ટર કર્લ
"ধনু, খিলান","ધનુષ્ય, કમાન"
নিজৰা,પ્રવાહ
চলন্ত বিন্দু,ગતિશીલ બિંદુ
বক্ৰতা,વક્રતા
বক্ৰতা প্ৰভাৱ,વક્રતા અસર
বক্ৰ,વળાંક
বক্ৰ ৰেখা,વક્ર રેખા
বক্ৰ ট্ৰেচিং,વળાંક ટ્રેસિંગ
বক্ৰৰেখাৰ এছিম্পটট,વક્રીય એસિમ્પ્ટોટ
বক্ৰৰেখা স্থানাংক,વક્રીય કોઓર્ડિનેટ્સ
বক্ৰৰেখাৰ ৰিগ্ৰেছন,વક્રીકૃત રીગ્રેશન
"অস্পষ্ট, cusp","અસ્પષ્ટ, કુશળ"
"চকা, ঘূৰণ, চক্ৰ, ঢালাই চকা, সংকোচন চকা","વ્હીલ, પરિભ્રમણ, ચક્ર, કાસ્ટિંગ વ્હીલ, કોમ્પેક્શન વ્હીલ"
চক্ৰীয় ভ্যাৰিয়েন্স,ચક્રીય વિચલન
চক্ৰীয় ভেক্টৰ উৎপাদন,ચક્રીય વેક્ટર ઉત્પાદન
চক্ৰীয় চাহিদা,ચક્રીય માંગ
চক্ৰীয় প্ৰকাশ,ચક્રીય અભિવ્યક્તિ
চক্ৰীয় গোট,ચક્રીય જૂથ
চক্ৰীয় ক্ৰমবিন্যাস,ચક્રીય ક્રમચય
"চাইক্ল&#39;ইড, চাইক্ল&#39;ইড","ચક્રવાત, ચક્રવાત"
"চিলিণ্ডাৰ, চিলিণ্ডাৰ","સિલિન્ડર, સિલિન્ડર"
"নলাকাৰ, চিলিণ্ডাৰ, নলাকাৰ, চিলিণ্ডাৰ","નળાકાર, સિલિન્ડર, નળાકાર, સિલિન્ડર"
চিলিণ্ডাৰ পৃষ্ঠা,સિલિન્ડર પૃષ્ઠ
"শূন্য, চাইফাৰ","શૂન્ય, સાઇફર"
ডিলবাৰ্টৰ মতবাদ,ડિલ્બર્ટનો સિદ્ધાંત
ডেম্প কৰা সহজ হাৰমনিক গতি,ભીની સરળ હાર્મોનિક ગતિ
ডেম্পিং ধ্ৰুৱক,સતત ભીનાશ
"দত্ত, উপত্ত, ডাটা, ট্ৰাষ্ট","દત્ત, ઉપત્તા, ડેટા, ટ્રસ્ટ"
দত্ত আণ্ডাৰটেকিং,દત્ત ઉપક્રમ
বিশ্বাস সম্পদ ব্যৱস্থা,સંસાધન સિસ્ટમ પર વિશ્વાસ કરો
ডাটা প্ৰচেছৰ,ડેટા પ્રોસેસર
ডাটা শ্বীট,ડેટા શીટ
decagon,દશકોણ
ডেকাগ্ৰাম,ડેકગ્રામ
ডেকামিটাৰ,ડેકેમીટર
ক্ষয় সূচকাংক,સડો સૂચકાંક
ক্ষয় বক্ৰ,સડો વળાંક
মাৰ্জিত কাৰ্য্য,ભવ્ય કાર્ય
desigram,દેશીગ્રામ
দশমিক,દશાંશ
"দশমিক, দশমিক","દશાંશ, દશાંશ"
দশমিক ক&#39;ড,દશાંશ કોડ
দশমিক ক&#39;ডযুক্ত অংক,દશાંશ કોડેડ અંક
দশমিক প্ৰসাৰণ,દશાંશ વિસ્તરણ
দশমিক ভগ্নাংশ,દશાંશ અપૂર્ણાંક
দশমিক সংকেত ব্যৱস্থা,દશાંશ સંકેત સિસ્ટમ
দশমিক সংকেত ব্যৱস্থা,દશાંશ સંકેત સિસ્ટમ
দশমিক বিন্দু,દશાંશ બિંદુ
দশমিক স্কেল,દશાંશ સ્કેલ
দশমিক ব্যৱস্থা,દશાંશ સિસ્ટમ
ডেচিমিটাৰ,ડેસીમીટર
এনকোডিং,એન્કોડિંગ
সিদ্ধান্তৰ আৰ্হি,નિર્ણય મોડલ
সিদ্ধান্ত তত্ত্ব,નિર્ણય સિદ્ધાંત
সিদ্ধান্ত চলক,નિર્ણય ચલ
"ডিকোডাৰ, ডিকোডাৰ","ડીકોડર, ડીકોડર"
"এনকোডিং, ডিকোডিং","એન્કોડિંગ, ડીકોડિંગ"
পৃথক কৰিব পৰা ছেট,અલગ કરી શકાય તેવો સમૂહ
ডিমিনিচিং,ઘટતું
ডিমিনিচিং ফাংচন,ઘટતું કાર્ય
ডেডেকাইণ্ড-কাট,Dedekind-કટ
ডেডেকাইণ্ড-উপাপাদ্য,ડેડકાઇન્ડ-પ્રમેય
অন্তৰ্ভুক্ত কৰা,સમાવિષ્ટ કરવું
কৰ্পৰেট প্ৰেকটিছ,કોર્પોરેટ પ્રેક્ટિસ
ভুল কৰা,ખોટું
সংজ্ঞাগত সমীকৰণ,વ્યાખ્યાત્મક સમીકરણ
নিৰ্দিষ্ট অখণ্ড,ચોક્કસ અભિન્ન
ফিক্সড মেট্ৰিক্স,નિશ્ચિત મેટ્રિક્સ
"সংজ্ঞা, স্পষ্টতা, নিশ্চয়তা","વ્યાખ્યા, સ્પષ્ટતા, નિશ્ચિતતા"
বিকৃতি বক্ৰ,વિરૂપતા વળાંક
বিকৃত পৃষ্ঠা,વિકૃત પૃષ્ઠ
"debauchery, অশ্লীলতা","વ્યભિચાર, બદનામી"
পৰিবহণৰ সমস্যাত ভুল হোৱা,પરિવહન સમસ્યાઓમાં અસ્પષ્ટતા
"ডিগ্ৰী, ডিগ্ৰী, শক্তি, ডিগ্ৰী, পৰিমাণ, মাত্ৰা, ডিগ্ৰী","ડિગ્રી, ડિગ્રી, ડિગ્રી, ડિગ્રી, જથ્થો, તીવ્રતા, ડિગ્રી"
অৱভেদ্য সমীকৰণৰ শক্তি,વિભેદક સમીકરણની શક્તિ
"স্বাধীনতাৰ ডিগ্ৰী, স্বাধীনতাৰ মাত্ৰা","સ્વતંત્રતાની ડિગ્રી, સ્વતંત્રતાની ડિગ્રી"
বহুপদৰ শক্তি,બહુપદીની શક્તિ
বহিষ্কাৰ কৰা এনট্যুৰেজ,હાંકી કાઢવામાં આવેલ ટોળકી
ডেল্টা ফাংচন,ડેલ્ટા કાર્ય
চাহিদা আৰু উপযোগিতা বক্ৰ,માંગ અને ઉપયોગિતા વળાંક
চাহিদা সমীকৰণ,માંગ સમીકરણ
চাহিদা কাৰ্য্য,માંગ કાર્ય
জনগাঁথনিগত অধ্যয়ন,વસ્તી વિષયક અભ્યાસ
জনগাঁথনি,વસ્તી વિષયક
the-mower উপপাদ্য,મોવર પ્રમેય
"প্ৰদৰ্শন কৰা, সাক্ষ্য দিয়া, প্ৰদৰ্শন কৰা","દર્શાવવું, સાક્ષી આપવી, દર્શાવવું"
"প্ৰতিনিধিত্ব, প্ৰমাণ, প্ৰদৰ্শন, প্ৰদৰ্শন","રજૂઆત, પુરાવો, પ્રદર્શન, પ્રદર્શન"
প্ৰতিনিধিত্বমূলক জ্যামিতি,પ્રતિનિધિત્વ ભૂમિતિ
প্ৰত্যেক,દરેક
ঘন সমষ্টি,ગાઢ એકંદર
"ঘনত্ব, ঘনত্ব","ઘનતા, ઘનતા"
গণনাযোগ্য ছেট,ગણવાયોગ્ય સમૂહ
আৰোহী ধ্ৰুৱক,ચડતી સ્થિર
নিৰ্ভৰশীল ইভেন্ট,આશ્રિત ઘટના
নিৰ্ভৰশীল যাদৃচ্ছিক চলক,આશ્રિત રેન્ડમ ચલ
নিৰ্ভৰশীল চলক,આશ્રિત ચલ
নিৰ্ভৰশীল চলক,આશ્રિત ચલ
বিষণ্ণতাৰ কোণ,હતાશાનો કોણ
"ব্যুৎপত্তি, ব্যুৎপত্তি, পাৰ্থক্য","વ્યુત્પન્ન, વ્યુત્પન્ન, તફાવત"
"ডেৰাইভেটিভ, ডেৰাইভেটিভ","વ્યુત્પન્ન, વ્યુત્પન્ન"
ব্যুৎপন্ন পৰিসৰ,વ્યુત્પન્ન શ્રેણી
ব্যুৎপত্তি কৰা গোট,મેળવેલ સમૂહ
"অৱতৰণ কৰা, অৱতৰণ কৰা","ઉતરતા, ઉતરતા"
অৱনমিত ক্ৰম,ઉતરતા ક્રમમાં
অৱনমিত পৰিসৰ,ઉતરતી શ્રેણી
প্ৰক্ষেপণ জ্যামিতি,પ્રોજેક્ટિવ ભૂમિતિ
বৰ্ণনাত্মক আৰ্হি,વર્ણનાત્મક મોડેલ
বৰ্ণনাত্মক পৰিসংখ্যা,વર્ણનાત્મક આંકડા
"ডিজাইন কৰা, ডিজাইন কৰা, ডিজাইন কৰা (ed.), ডিজাইন কৰা, ডিজাইন কৰা (n.)","ડિઝાઇન કરવી, ડિઝાઇન કરવી, ડિઝાઇન કરવી (ed.), ડિઝાઇન કરવી, ડિઝાઇન કરવી (n.)"
পৰীক্ষাৰ ডিজাইন,પ્રયોગની ડિઝાઇન
ডেস্ক কেলকুলেটৰ,ડેસ્ક કેલ્ક્યુલેટર
"চিনাক্তকৰণ, ধৰা পেলোৱা","ઓળખ, શોધ"
"নিৰ্ণায়ক, নিৰ্ণায়ক, নিৰ্ণায়ক","નિર્ધારક, નિર્ધારક, નિર્ધારક"
নিৰ্ধাৰিত ক্ৰম,નિર્ણાયક ક્રમ
নিৰ্ধাৰণ কৰিবলৈ,નક્કી કરવા માટે
নিৰ্ধাৰিত আৰ্হি,નિર્ધારિત મોડેલ
নিৰ্ধাৰিত সমস্যা,નિર્ણાયક સમસ્યા
বিচ্যুতি,વિચલન
বিচ্যুতি সহগ,વિચલન ગુણાંક
বাইনাৰী ব্যৱস্থা,દ્વિસંગી સિસ્ટમ
"তিৰ্যক হাইপ&#39;টেনাছ,",વિકર્ણ કર્ણ
মেট্ৰিক্স তিৰ্যকীকৰণ,મેટ્રિક્સ કર્ણકરણ
"তিৰ্যক মেট্ৰিক্স, তিৰ্যক মেট্ৰিক্স","વિકર્ણ મેટ્રિક્સ, વિકર્ણ મેટ્રિક્સ"
তিৰ্যক সমতা,કર્ણ સમાનતા
ডায়েগ্ৰাম,રેખાકૃતિ
অংকন পদ্ধতি,ચિત્રકામ પદ્ધતિ
চিত্ৰাঙ্কিত উপস্থাপন,ગ્રાફિકલ રજૂઆત
ব্যাস,વ્યાસ
ব্যাস নিৰ্ধাৰণ কৰক,વ્યાસ સેટ કરો
ডায়েমেট্ৰিকভাৱে বিপৰীত,ડાયમેટ્રિકલી વિરુદ્ધ
"ক্ৰছফায়াৰ, পাশা নিক্ষেপ কৰা","ક્રોસફાયર, ડાઇસ ફેંકો"
উভচৰ শ্ৰেণীবিভাজন,ઉભયજીવી વર્ગીકરણ
"bifurcation, আধা","વિભાજન, અડધું"
অভিধান,શબ્દકોશ
ডিফাৰেন্সিয়েল কেলকুলাছ,વિભેદક કલન
অৱভেদ্য সমীকৰণ,વિભેદક સમીકરણ
ডিফাৰেন্সিয়েল সূত্ৰ,વિભેદક સૂત્ર
ডিফাৰেন্সিয়েল পদ্ধতি,વિભેદક પદ્ધતિ
গোটৰ পাৰ্থক্য,સેટનો તફાવત
ভিন্নতামূলক,વિભેદક
ডিফাৰেন্সিয়েল কাৰ্ভ,વિભેદક વળાંક
ডিফাৰেন্সিয়েল ফাংচন,વિભેદક કાર્ય
"ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, আন্তঃপৰীক্ষামূলক, আন্তঃসংস্থা, পাৰ্থক্য","વિભેદક, વિભેદક, વિભેદક, આંતરપ્રાપ્તિ, આંતરવ્યક્તિ, વિભેદક"
ডিফাৰেন্সিয়েল মেথ,વિભેદક ગણિત
ডিফাৰেন্সিয়েল সহগ,વિભેદક ગુણાંક
অৱভেদ্য সমীকৰণ,વિભેદક સમીકરણ
ডিফাৰেন্সিয়েল কলিচন,વિભેદક અથડામણ
ডিফাৰেন্সিয়েল সূত্ৰ,વિભેદક સૂત્ર
ডিফাৰেন্সিয়েল ফাংচন,વિભેદક કાર્ય
ডিফাৰেন্সিয়েল জ্যামিতি,વિભેદક ભૂમિતિ
উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল,ઉચ્ચ ઓર્ડર તફાવત
ডিফাৰেন্সিয়েল ছেগমেণ্ট,વિભેદક સેગમેન્ટ
পাৰ্থক্য কৰা,તફાવત કરવો
"পাৰ্থক্য, পাৰ্থক্য","ભેદભાવ, ભેદભાવ"
ডিফাৰেন্সিয়েল সূত্ৰ,વિભેદક સૂત્ર
ভেক্টৰৰ পাৰ্থক্য,વેક્ટરનો તફાવત
"প্ৰসাৰণ, প্ৰসাৰণ","પ્રસરણ, પ્રસરણ"
"সংখ্যা, ডায়েডেম, আঙুলি","અંક, મુદ્રા, આંગળી"
ডিজিটেল কম্পিউটাৰ,ડિજિટલ કમ્પ્યુટર
অংকি দত্ত,અંકી દત્ત
"পৰিসৰ, প্ৰস্থ, মাত্ৰা, শক্তি","હદ, પહોળાઈ, પરિમાણ, શક્તિ"
মাত্ৰাগততা,પરિમાણ
মাত্ৰাহীন,પરિમાણહીન
সমীকৰণৰ মাত্ৰা,સમીકરણ પરિમાણ
ডাইঅ’ফেন্টাছৰ সমীকৰণ,ડાયોફન્ટસનું સમીકરણ
পতনৰ কোণ,પતનનો કોણ
ডাইপোল স্থানাংক,દ્વિધ્રુવ કોઓર્ડિનેટ્સ
ডাইপোল,દ્વિધ્રુવ
বাইপিৰামিড,બાયપીરામિડ
dirac ডেল্টা ফাংচন,ડીરાક ડેલ્ટા કાર્ય
সাধাৰণ স্পৰ্শক,સામાન્ય સ્પર્શક
সোঁকোণ,જમણો ખૂણો
প্ৰত্যক্ষ ৰেখা,સીધી રેખા
স্থান ব্যুৎপত্তি,જગ્યા વ્યુત્પન્ન
"ডাইকোচিন, ডাইকো-কোচাইন","ડીકોસિન, ડીકો-કોસાઇન"
ৰ দিশটো সৰ্বোচ্চ,મહત્તમ દિશા
প্ৰজেকচন দিশ,પ્રક્ષેપણ દિશા
দিশ অনুপাত,દિશા ગુણોત્તર
নিয়ন্ত্ৰণ বৃত্ত,નિયમનકારી વર્તુળ
নিয়ন্ত্ৰক বৃত্ত,નિયમનકાર વર્તુળ
এনুলোমা প্ৰডাক্ট,અનુલોમા ઉત્પાદન
"প্ৰত্যক্ষ প্ৰমাণ, প্ৰত্যক্ষ প্ৰমাণ","સીધો પુરાવો, સીધો પુરાવો"
ক্ৰমিক অনুপাত,અનુક્રમિક ગુણોત્તર
ভাগ্য,નિયતિ
anuloma যোগফল,અનુલોમા સરવાળો
disjointed set,અસંબંધિત સમૂહ
"discontinuity, বিচ্ছিন্নতা, বিচ্ছিন্নতা","નિરંતરતા, નિરંતરતા, વિરામ"
ডেৰাইভেটিভৰ বিচ্ছিন্নতা,વ્યુત્પન્નતાની વિરામ
প্ৰথম ধৰণৰ বিচ্ছিন্নতা,પ્રથમ પ્રકારનું વિરામ
দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা,બીજા પ્રકારનું વિરામ
বিচ্ছিন্ন বিতৰণ,અવ્યવસ્થિત વિતરણ
বিচ্ছিন্ন কাৰ্য্য,અવ્યવસ્થિત કાર્ય
বিচ্ছিন্ন ভ্যাৰিয়েন্স,અવ્યવસ્થિત તફાવત
কণা,રજકણ
বিচ্ছিন্ন বিতৰণ,અવ્યવસ્થિત વિતરણ
বিচ্ছিন্ন সম্ভাৱনা বিতৰণ,અસંતુલિત સંભાવના વિતરણ
বিচ্ছিন্ন যাদৃচ্ছিক চলক,અવ્યવસ્થિત રેન્ડમ ચલ
বিচ্ছিন্ন নমুনা স্থান,અવિરત નમૂના જગ્યા
বিচ্ছিন্ন সমষ্টি,અલગ એકંદર
বিচ্ছিন্ন জনসংখ্যা,અલગ વસ્તી
বিচ্ছিন্ন অৱস্থা,અલગ રાજ્ય
বিচ্ছিন্ন ভ্যাৰিয়েন্স,અવ્યવસ્થિત તફાવત
বিতৰণ কৰ,વિતરણ કર
বৈষম্যমূলক বিশ্লেষণ,ભેદભાવપૂર્ણ વિશ્લેષણ
disjointed,અસંબંધિત
disjointed ইভেন্ট,અસંબદ્ધ ઘટના
disjointed set,અસંબંધિત સમૂહ
disjoint সন্নিৱিষ্ট কৰা,અસંબંધિત નિવેશ
"disjunction, যুক্তিসংগত যোগফল","વિભાજન, તર્કસંગત સરવાળો"
"বিক্ষিপ্ততা, বিক্ষিপ্ততা","વિખેરવું, વિખેરવું"
বিক্ষিপ্ততা লেখচিত্ৰ,વિક્ષેપ ચાર્ટ
বিক্ষিপ্ততা সূচকাংক,વિક્ષેપ સૂચકાંક
বিক্ষিপ্ততা ডায়েগ্ৰাম,વિક્ષેપ રેખાકૃતિ
বিক্ষিপ্ততা মেট্ৰিক্স,વિક્ષેપ મેટ્રિક્સ
স্থানচ্যুতি,વિસ્થાપન
প্ৰদৰ্শন,પ્રદર્શન
কনছ&#39;ল,કન્સોલ
"অসমান, অসমান","અસમાન, અસમાન"
ক্ষয়কাৰী বল,વિસર્જન બળ
দূৰত্বৰ ফলন,અંતર કાર્ય
দূৰত্ব মডুলাছ,અંતર મોડ્યુલસ
অবিতৰণমূলক,બિન-વિતરણકારક
"বিতৰণ নিয়ম, বিতৰণ নিয়ম","વિતરણ નિયમ, વિતરણ નિયમ"
"to dissipate, বিসৰ্জন কৰা","વિખેરી નાખવું, વિખેરી નાખવું"
"বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা","ભિન્નતા, ભિન્નતા, ભિન્નતા"
বিচ্ছিন্নতা উপপাদ্য,વિચલન પ્રમેય
ডাইভাৰ্জেন্ট,જુદીજુદી
বিচ্ছিন্ন পৰিসৰ,અલગ શ્રેણી
বিভক্ত পাৰ্থক্য,વિભાજિત તફાવત
"বিভাজনযোগ্যতা, বিভাজনযোগ্যতা","વિભાજ્યતા, વિભાજ્યતા"
"বিভাজ্য, বিভাজ্য","વિભાજ્ય, વિભાજ્ય"
"বিভাজন, বিভাজন, বিভাজন","વિભાજન, વિભાજન, વિભાજન"
বিভাজন এলগৰিদম,વિભાજન અલ્ગોરિધમ
স্প্লিট ৰিং,વિભાજિત રિંગ
চতুৰ্ভুজ,ચતુર્ભુજ
decagon,દશકોણ
"ডমেইন, ডমেইন, প্ৰদেশ, ভূখণ্ড","ડોમેન, ડોમેન, પ્રાંત, પ્રદેશ"
কাৰ্য্যৰ ডমেইন,કાર્યનું ડોમેન
সংজ্ঞা-প্ৰদেশ,વ્યાખ્યા-પ્રાંત
অস্তিত্বৰ অৱস্থা,અસ્તિત્વની સ્થિતિ
অভাৰৰাইডিং ডিভাইচ,ઓવરરાઇડિંગ ઉપકરણ
ডপলাৰ ইফেক্ট,ડોપ્લર અસર
"পইণ্ট প্ৰডাক্ট, স্কেলাৰ প্ৰডাক্ট","બિંદુ ઉત્પાદન, સ્કેલર ઉત્પાદન"
বিন্দুযুক্ত বক্ৰ,ડોટેડ વળાંક
ডুৱেল ডিফাৰেন্সিয়েল,બેવડા તફાવત
ডাবল ঘাতীয় বিতৰণ,ડબલ ઘાતાંકીય વિતરણ
ডাবল কইল,ડબલ કોઇલ
বাইনাৰী অখণ্ড,દ્વિસંગી અભિન્ન
বাইনাৰী সংহতি,દ્વિસંગી એકીકરણ
ডাবল লিমিট,ડબલ મર્યાદા
ডাবল নমুনা সংগ্ৰহৰ ইভেন্ট,ડબલ સેમ્પલિંગ ઇવેન્ટ
ডাবল ক্ৰম,ડબલ ક્રમ
ডাবল ছিৰিজ,ડબલ શ્રેણી
ডাবল-সংলগ্ন সংকেত,ડબલ-જોડાયેલ નોટેશન
ডাবল কম্পাইলেচন,ડબલ સંકલન
তললৈ ত্বৰণ,નીચે તરફ પ્રવેગક
তললৈ স্থানান্তৰিত হোৱা,નીચે તરફનું વિસ્થાપન
তললৈ গতি,નીચેની ગતિ
তললৈ যোৱা বেগ,નીચે તરફનો વેગ
ট্ৰেকচন,ટ્રેક્શન
ট্ৰেকচন বল,ટ્રેક્શન બળ
"দ্বৈত দ্বৈততা,",બેવડી દ્વૈતતા
ডুৱেল বেচ,ડ્યુઅલ બેઝ
দ্বৈত আভ্যন্তৰীণ উৎপাদন,દ્વિ આંતરિક ઉત્પાદન
ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા
"ডাবল অপাৰেচন, ডুৱেল অপাৰেচন","ડબલ ઓપરેશન, ડ્યુઅલ ઓપરેશન"
দ্বৈত সমস্যা,બેવડી સમસ્યા
ডুৱেল একক এলগৰিদম,ડ્યુઅલ સિંગલ અલ્ગોરિધમ
দ্বৈত একক পদ্ধতি,ડ્યુઅલ સિંગલ પદ્ધતિ
দ্বৈত স্থান,બેવડી જગ્યા
ডুৱেল ভেৰিয়েবল,દ્વિ ચલ
দ্বৈত ভেক্টৰ স্থান,ડ્યુઅલ વેક્ટર જગ્યા
নিৰৱ সূচকাংক,મૌન અનુક્રમણિકા
নিৰৱ ফুটাৰ,મૌન ફૂટર
নীৰৱ চুক্তি,મૌન કરાર
নিৰৱ চলক,શાંત ચલ
ডুপ্লিকেচন,ડુપ્લિકેશન
গতিশীল,ગતિશીલ
গতিশীল ব্যৱস্থা,ગતિશીલ સિસ્ટમ
গতিশীল চাহিদা কাৰ্য্য,ગતિશીલ માંગ કાર્ય
গতিশীল আৰ্হি,ગતિશીલ મોડેલ
ডাইনামিক প্ৰগ্ৰেমিং,ગતિશીલ પ્રોગ્રામિંગ
ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি,ગતિશીલ પ્રોગ્રામિંગ અભિગમ
ডাইনামিক প্ৰগ্ৰেমিং কৌশল,ગતિશીલ પ્રોગ્રામિંગ તકનીકો
"গতিশীলতা, গতিশীলতা","ગતિશીલતા, ગતિશીલતા"
কণা গতিবিদ্যা,કણ ગતિશીલતા
কঠিন শৰীৰৰ গতিশীলতা,સખત શરીરની ગતિશીલતા
"পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী সংস্পর্শ (ver.)","પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી સંપર્ક (ver.)"
ভূমিকম্পৰ তীব্ৰতা,ભૂકંપની તીવ્રતા
কেন্দ্ৰীয়তা,તરંગીતા
ধাৰণা,ધારણા
অৰ্থনৈতিক পূৰ্বাভাস,ઇકોનોમેટ્રિક આગાહી
অৰ্থনীতিবিদ,અર્થશાસ્ત્રી
অৰ্থনীতি,અર્થશાસ્ત્ર
অৰ্থনীতি,અર્થશાસ્ત્ર
"কোৰ, প্ৰান্ত, ছিদ্ৰ","કોર, ધાર, આંસુ"
সমষ্টিগত কোৰৰ সন্মুখীন হোৱা,એકંદર કોરનો સામનો કરવો
দক্ষতা সূচকাংক,કાર્યક્ષમતા સૂચકાંક
বৈশিষ্ট্যপূৰ্ণ উপাদান,લાક્ષણિક તત્વ
বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য,લાક્ષણિક કાર્ય
"eigen মান, বৈশিষ্ট্যপূৰ্ণ মান","eigen મૂલ્ય, લાક્ષણિકતા મૂલ્ય"
বৈশিষ্ট্যপূৰ্ণ মূল্য সমীকৰণ,લાક્ષણિક મૂલ્ય સમીકરણ
"eigen ভেক্টৰ, বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ","ઇજેન વેક્ટર, લાક્ષણિક વેક્ટર"
ইলাষ্টিক,સ્થિતિસ્થાપક
ইলাষ্টিক ঢালাই,સ્થિતિસ્થાપક કાસ્ટ
ইলাষ্টিক ভাৰসাম্য,સ્થિતિસ્થાપક સંતુલન
ইলাষ্টিকতা,સ્થિતિસ્થાપકતા
ইলাষ্টিকতা পৃষ্ঠা,સ્થિતિસ્થાપકતા પાનું
"ইলেক্ট্ৰনিক কম্পিউটাৰ, ইলেক্ট্ৰনিক কম্পিউটাৰ","ઇલેક્ટ્રોનિક કમ્પ્યુટર, ઇલેક્ટ્રોનિક કમ્પ્યુટર"
"উপাদান, উপাদান, উপাদান","તત્વ, તત્વ, તત્વ"
প্ৰাৰম্ভিক স্তম্ভ কাৰ্য্য,પ્રારંભિક કૉલમ કામગીરી
প্ৰাৰম্ভিক পৰিঘটনা,પ્રારંભિક ઘટના
প্ৰাৰম্ভিক কাৰ্য্য,પ્રારંભિક કાર્ય
প্ৰাৰম্ভিক কাৰ্য্য,પ્રારંભિક કામગીરી
প্ৰাথমিক ফলাফল,પ્રારંભિક પરિણામો
প্ৰাৰম্ভিক সম্ভাৱনা নিয়ম,પ્રારંભિક સંભાવના નિયમ
ষ্টাৰ্ট লাইন অপাৰেচন,શરૂઆતની લાઇન કામગીરી
"to annihilate, নিঃশেষ কৰা,","નાશ કરવો, નાશ કરવો"
ৰিজ&#39;লিউচন প্ৰক্ৰিয়া,રિઝોલ્યુશન પ્રક્રિયા
"উপবৃত্তাকাৰ, উপবৃত্তাকাৰ","એલિપ્સ, એલિપ્સ"
উপবৃত্তাকাৰ,લંબગોળ
উপবৃত্তাকাৰ,લંબગોળ
উপবৃত্তাকাৰ পৃষ্ঠ,લંબગોળ સપાટી
উপবৃত্তাকাৰ শৰীৰ,લંબગોળ શરીર
এম্বেডিং,એમ્બેડિંગ
নিৰ্গমন,ઉત્સર્જન
অভিজ্ঞতাভিত্তিক বিশ্বাস,પ્રયોગમૂલક વિશ્વાસ
অভিজ্ঞতাভিত্তিক সূত্ৰ,પ્રયોગમૂલક સૂત્ર
অভিজ্ঞতাভিত্তিক সম্ভাৱনা,પ્રયોગમૂલક સંભાવના
অভিজ্ঞতাভিত্তিক সম্পৰ্ক,પ્રયોગમૂલક સંબંધ
খালী ছেট,ખાલી સેટ
বাধ্যতা,બંધાયેલ
"এনকোডিং, ক&#39;ডিং","એન્કોડિંગ, કોડિંગ"
আন্তঃকাৰ্য্যক্ষমতা,આંતરકાર્યક્ષમતા
শেষ বিন্দু,અંતિમ બિંદુ
শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু,વર્ગ અંતરાલનો અંતિમ બિંદુ
শক্তি,ઊર્જા
