Marathi,Punjabi
प्रतिबंधित,ਪ੍ਰਤਿਬੰਧਿਤ
बांधकाम करणारा,ਕੰਸਟਰਕਟਰ
भांडे,ਘੜਾ
"1. सामग्री, 2. उतारे","1. ਸਮੱਗਰੀ, 2. ਅੰਸ਼"
संदर्भ,ਸੰਦਰਭ
संदर्भ मुक्त व्याकरण (cfg),ਸੰਦਰਭ ਮੁਕਤ ਵਿਆਕਰਣ (cfg)
संदर्भ स्विच,ਸੰਦਰਭ ਸਵਿੱਚ
"1. प्रासंगिक, 2. आकस्मिक","1.ਆਮ, 2.ਸੰਬੰਧੀ"
विसंगती,ਅੰਤਰ
कॉन्ट्रास्ट,ਉਲਟ
नियंत्रण,ਕੰਟਰੋਲ
प्रतिबंधित क्षेत्र,ਕੰਟੇਨਮੈਂਟ ਜ਼ੋਨ
नियंत्रण बिट,ਕੰਟਰੋਲ ਬਿੱਟ
कंट्रोलर बस,ਕੰਟਰੋਲਰ ਬੱਸ
नियंत्रण कार्ड,ਕੰਟਰੋਲ ਕਾਰਡ
नियंत्रण सर्किट,ਕੰਟਰੋਲ ਸਰਕਟ
नियंत्रण चाक,ਕੰਟਰੋਲ ਵੀਲ
"1. नियंत्रण अभियांत्रिकी, 2. नियंत्रण अभियांत्रिकी","1. ਕੰਟਰੋਲ ਇੰਜੀਨੀਅਰਿੰਗ, 2. ਕੰਟਰੋਲ ਇੰਜੀਨੀਅਰਿੰਗ"
नियंत्रण की,ਕੰਟਰੋਲ ਕੁੰਜੀ
नियंत्रण तर्क,ਨਿਯੰਤਰਣ ਤਰਕ
नियंत्रण लूप,ਕੰਟਰੋਲ ਲੂਪ
नियंत्रण चिन्ह,ਕੰਟਰੋਲ ਚਿੰਨ੍ਹ
नियंत्रण ऑपरेशन,ਕੰਟਰੋਲ ਕਾਰਵਾਈ
नियंत्रण पॅनेल,ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ
नियंत्रण सिग्नल,ਕੰਟਰੋਲ ਸਿਗਨਲ
नियंत्रण स्विच,ਕੰਟਰੋਲ ਸਵਿੱਚ
नियंत्रण टेप,ਕੰਟਰੋਲ ਟੇਪ
"1. कंट्रोल टर्मिनल, 2. कंट्रोल टर्मिनल","1. ਕੰਟਰੋਲ ਟਰਮੀਨਲ, 2. ਕੰਟਰੋਲ ਟਰਮੀਨਲ"
"1. कंट्रोल युनिट, 2. नियंत्रण युनिट","1. ਕੰਟਰੋਲ ਯੂਨਿਟ, 2. ਕੰਟਰੋਲ ਯੂਨਿਟ"
अभिसरण,ਕਨਵਰਜੈਂਸ
संवाद,ਸੰਵਾਦ
संभाषण कॉल,ਗੱਲਬਾਤ ਕਾਲ
रूपांतरण,ਤਬਦੀਲੀ
कनवर्टर,ਪਰਿਵਰਤਕ
कुकचे प्रमेय,ਕੁੱਕ ਦਾ ਸਿਧਾਂਤ
सह-प्रोसेसर,ਸਹਿ-ਪ੍ਰੋਸੈਸਰ
कॉपी,ਕਾਪੀ
कॉपीराइट,ਕਾਪੀਰਾਈਟ
दोरखंड,ਰੱਸੀ
"1.कॉर्डलेस टेलिफोन, 2. वायरलेस टेलिफोन, 3. वायरलेस टेलिफोन","1.ਤਾਰ ਰਹਿਤ ਟੈਲੀਫੋਨ, 2. ਵਾਇਰਲੈੱਸ ਟੈਲੀਫ਼ੋਨ, 3. ਵਾਇਰਲੈੱਸ ਟੈਲੀਫ਼ੋਨ"
subtheorem,ਸਬਥੀਓਰਮ
दुरुस्ती,ਸੋਧ
"1. निरुपयोगी, 2. विकृत","1. ਬੇਕਾਰ, 2. ਵਿਗੜਿਆ"
गणना,ਗਣਨਾ
स्कोअरर,ਸਕੋਰਰ
राष्ट्र संकेतांक,ਦੇਸ਼ ਦਾ ਕੋਡ
सहप्रसरण,ਸਹਿਵਿਹਾਰ
"1. कार्यक्षेत्र, 2. प्रसारण","1. ਸਕੋਪ ਖੇਤਰ, 2. ਪ੍ਰਸਾਰਣ"
कोसळणे,ਢਹਿ
गंभीर मार्ग,ਨਾਜ਼ੁਕ ਮਾਰਗ
क्रिटिकल पाथ मेथड (CPM),ਨਾਜ਼ੁਕ ਮਾਰਗ ਵਿਧੀ (CPM)
"1.क्रॉस टेस्ट, 2.क्रॉस टेस्ट","1. ਕਰਾਸ ਟੈਸਟ, 2. ਕਰਾਸ ਟੈਸਟ"
"1.क्रॉस प्रोग्रामेबल-हस्तांतरण, 2. प्रोग्राम करण्यायोग्य प्रति","1.ਕਰਾਸ ਪ੍ਰੋਗਰਾਮੇਬਲ-ਟ੍ਰਾਂਸਫਰ, 2. ਪ੍ਰਤੀ ਪ੍ਰੋਗਰਾਮੇਬਲ"
असंबद्ध सिग्नल,ਅਪ੍ਰਸੰਗਿਕ ਸਿਗਨਲ
असंबद्ध चर्चा,ਬੇਲੋੜੀ ਗੱਲ
क्रिप्टोग्राफी,ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ
"1. क्रिप्टोग्राफी, 2. क्रिप्टोग्राफी, 3. क्रिप्टोग्राफी","1. ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ, 2. ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ, 3. ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ"
चलन चिन्ह,ਮੁਦਰਾ ਪ੍ਰਤੀਕ
वर्तमान निर्देशिका,ਮੌਜੂਦਾ ਡਾਇਰੈਕਟਰੀ
वर्तमान विंडो,ਮੌਜੂਦਾ ਵਿੰਡੋ
कर्सर,ਕਰਸਰ
वक्र,ਕਰਵ
"1. कट आणि पेस्ट, 2. कट आणि पेस्ट","1. ਕੱਟੋ ਅਤੇ ਪੇਸਟ ਕਰੋ, 2. ਕੱਟੋ ਅਤੇ ਪੇਸਟ ਕਰੋ"
कातरणे पद्धत,ਕੱਟਣ ਦਾ ਤਰੀਕਾ
सायबर,ਸਾਈਬਰ
सायबर कॅफे,ਸਾਈਬਰ ਕੈਫੇ
सायबर रोख,ਸਾਈਬਰ ਨਕਦ
सायबर गुन्हे,ਸਾਈਬਰ ਅਪਰਾਧ
सायबर डॅलेक्स,ਸਾਈਬਰ ਡੇਲੇਕਸ
सायबर कायदा,ਸਾਈਬਰ ਕਾਨੂੰਨ
सायबर सेक्स,ਸਾਈਬਰ ਸੈਕਸ
"1. सायबर सायन्स, 2. सायबरनेटिक्स","1. ਸਾਈਬਰ ਸਾਇੰਸ, 2. ਸਾਈਬਰਨੇਟਿਕਸ"
"1.सायबरायझेशन, 2. सायबरीकरण","1.ਸਾਈਬਰੀਕਰਨ, 2. ਸਾਈਬਰੀਕਰਨ"
सायकल,ਚੱਕਰ
"1.चक्र स्मृती, 2.चक्र स्मृती","1. ਚੱਕਰ ਮੈਮੋਰੀ, 2. ਚੱਕਰ ਮੈਮੋਰੀ"
सायकल नुकसान,ਚੱਕਰ ਦਾ ਨੁਕਸਾਨ
सायकल वेळ,ਚੱਕਰ ਵਾਰ
चक्रीय,ਚੱਕਰੀ
डिमन,ਡੈਮਨ
डेझी चक्र,ਡੇਜ਼ੀ ਚੱਕਰ
डेटा प्रशासक,ਡਾਟਾ ਪ੍ਰਬੰਧਕ
डेटा वाटप,ਡਾਟਾ ਵੰਡ
"1.डेटा फील्ड, 2.डेटा फील्ड","1.ਡਾਟਾ ਖੇਤਰ, 2.ਡਾਟਾ ਖੇਤਰ"
"1.डेटा अॅरे, 2. डेटा अॅरे","1. ਡਾਟਾ ਐਰੇ, 2. ਡਾਟਾ ਐਰੇ"
"1.डेटा-बेस, 2.डेटाबेस","1.ਡਾਟਾ-ਬੇਸ, 2.ਡਾਟਾਬੇਸ"
डेटा विखंडन,ਡਾਟਾ ਫਰੈਗਮੈਂਟੇਸ਼ਨ
"1. डेटा बस, 2. डेटा बस","1. ਡਾਟਾ ਬੱਸ, 2. ਡਾਟਾ ਬੱਸ"
"1.डेटा वाहक, 2.डेटा वाहक","1.ਡਾਟਾ ਕੈਰੀਅਰ, 2.ਡਾਟਾ ਕੈਰੀਅਰ"
डेटा सेल,ਡਾਟਾ ਸੈੱਲ
"1.डेटा प्रणाली, 2.डेटा चॅनेल","1.ਡਾਟਾ ਸਿਸਟਮ, 2.ਡਾਟਾ ਚੈਨਲ"
डेटा संप्रेषण,ਡਾਟਾ ਸੰਚਾਰ
"1.डेटा कॉम्प्रेशन, 2.डेटा कॉम्प्रेशन","1.ਡਾਟਾ ਕੰਪਰੈਸ਼ਨ, 2.ਡਾਟਾ ਕੰਪਰੈਸ਼ਨ"
डेटा फील्ड,ਡਾਟਾ ਖੇਤਰ
डेटा फाइल,ਡਾਟਾ ਫਾਇਲ
"1. डेटा प्रवाह, 2. डेटा प्रवाह","1. ਡੇਟਾ ਫਲੋ, 2. ਡੇਟਾ ਫਲੋ"
"1.डेटा फ्लोचार्ट, 2.चार्ट","1.ਡਾਟਾ ਫਲੋਚਾਰਟ, 2.ਚਾਰਟ"
डेटा पदानुक्रम,ਡਾਟਾ ਲੜੀ
डेटा पातळी,ਡਾਟਾ ਪੱਧਰ
"1.डेटा संकलन, 2.डेटा लायब्ररी","1.ਡਾਟਾ ਕਲੈਕਸ਼ਨ, 2.ਡਾਟਾ ਲਾਇਬ੍ਰੇਰੀ"
डेटा लिंक स्तर,ਡਾਟਾ ਲਿੰਕ ਪਰਤ
डेटा लिंक लेयर (DLL),ਡਾਟਾ ਲਿੰਕ ਲੇਅਰ (DLL)
"1.डेटा व्यवस्थापन, 2.डेटा व्यवस्थापन","1.ਡਾਟਾ ਪ੍ਰਬੰਧਨ, 2.ਡਾਟਾ ਪ੍ਰਬੰਧਨ"
"1.डेटा गणना, 2.डेटा गणना","1.ਡਾਟਾ ਗਣਨਾ, 2.ਡਾਟਾ ਗਣਨਾ"
डेटा प्रोसेसिंग भाषा (DML),ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ ਭਾਸ਼ਾ (DML)
डेटा मोडेम डेटा मोडेम,ਡਾਟਾ ਮਾਡਮ ਡਾਟਾ ਮਾਡਮ
"1.डेटा मॉडिफिकेशन, 2.डेटा मॉडिफिकेशन","1.ਡਾਟਾ ਸੋਧ, 2.ਡਾਟਾ ਸੋਧ"
"1.डेटा नेटवर्क, 2.डेटा नेटवर्क","1.ਡਾਟਾ ਨੈੱਟਵਰਕ, 2.ਡਾਟਾ ਨੈੱਟਵਰਕ"
"1.डेटा ऑपरेशन, 2.डेटा ऑपरेशन","1.ਡਾਟਾ ਓਪਰੇਸ਼ਨ, 2.ਡਾਟਾ ਓਪਰੇਸ਼ਨ"
"1.डेटा संस्था, 2. डेटा संस्था","1. ਡਾਟਾ ਸੰਸਥਾਵਾਂ, 2. ਡਾਟਾ ਸੰਗਠਨ"
"1. डेटा आउटपुट, 2. डेटा आउटपुट","1. ਡਾਟਾ ਆਉਟਪੁੱਟ, 2. ਡਾਟਾ ਆਉਟਪੁੱਟ"
"1.डेटा पथ, 2.डेटा पथ","1.ਡਾਟਾ ਪਾਥ, 2.ਡਾਟਾ ਪਾਥ"
"1. डेटा तयार करणे, 2. डेटा तयार करणे","1. ਡੇਟਾ ਤਿਆਰੀ, 2. ਡੇਟਾ ਤਿਆਰੀ"
"1.डेटा गोपनीयता, 2.डेटा गोपनीयता","1.ਡਾਟਾ ਗੋਪਨੀਯਤਾ, 2.ਡਾਟਾ ਗੋਪਨੀਯਤਾ"
"1. डेटा प्रोसेसर, 2. डेटा प्रोसेसर","1. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ, 2. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ"
"1.डेटा संरक्षण, 2.डेटा संरक्षण","1.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ, 2.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ"
"1. डेटा रेकॉर्ड, 2. डेटा रेकॉर्ड","1. ਡਾਟਾ ਰਿਕਾਰਡ, 2. ਡਾਟਾ ਰਿਕਾਰਡ"
"1. डेटा पुनर्प्राप्ती, 2. डेटा पुनर्प्राप्ती","1. ਡਾਟਾ ਪ੍ਰਾਪਤੀ, 2. ਡਾਟਾ ਪ੍ਰਾਪਤੀ"
"1. डेटा रूटीन, 2. डेटा रूटीन","1. ਡੇਟਾ ਰੁਟੀਨ, 2. ਡੇਟਾ ਰੁਟੀਨ"
"1.डेटा सुरक्षा, 2.डेटा सुरक्षा","1.ਡਾਟਾ ਸੁਰੱਖਿਆ, 2.ਡਾਟਾ ਸੁਰੱਖਿਆ"
"१.डेटा संच, २. डेटा सेट","1.ਡਾਟਾ ਸੈੱਟ, 2. ਡਾਟਾ ਸੈੱਟ"
"1.डेटा सिग्नल, 2.डेटा सिग्नल","1.ਡਾਟਾ ਸਿਗਨਲ, 2.ਡਾਟਾ ਸਿਗਨਲ"
"1. डेटा ऍक्सेस, 2. डेटा ऍक्सेस","1. ਡੇਟਾ ਐਕਸੈਸ, 2. ਡੇਟਾ ਐਕਸੈਸ"
"1.डेटा स्रोत, 2.डेटा स्रोत","1.ਡਾਟਾ ਸਰੋਤ, 2.ਡਾਟਾ ਸਰੋਤ"
"1.डेटा तपशील, 2. डेटा तपशील","1.ਡਾਟਾ ਨਿਰਧਾਰਨ, 2. ਡਾਟਾ ਨਿਰਧਾਰਨ"
"1.डेटा सेंटर, 2.डेटा सेंटर","1.ਡਾਟਾ ਸੈਂਟਰ, 2.ਡਾਟਾ ਸੈਂਟਰ"
"1. डेटा स्टोरेज, 2. डेटा स्टोरेज","1. ਡੇਟਾ ਸਟੋਰੇਜ, 2. ਡੇਟਾ ਸਟੋਰੇਜ"
डेटा स्टोरेज संरचना,ਡਾਟਾ ਸਟੋਰੇਜ਼ ਬਣਤਰ
"1. डेटा स्ट्रक्चर, 2. डेटा स्ट्रक्चर","1. ਡਾਟਾ ਸਟ੍ਰਕਚਰ, 2. ਡਾਟਾ ਸਟ੍ਰਕਚਰ"
"1.डेटा स्विच, 2.डेटा स्विच","1.ਡਾਟਾ ਸਵਿੱਚ, 2.ਡਾਟਾ ਸਵਿੱਚ"
"1.डेटा टेबल, 2.डेटा टेबल","1.ਡਾਟਾ ਸਾਰਣੀ, 2.ਡਾਟਾ ਸਾਰਣੀ"
"1.डेटा एंड, 2. डेटा समाप्त","1.ਡਾਟਾ ਅੰਤ, 2. ਡਾਟਾ ਖਤਮ"
"1. डेटा ट्रान्सक्रिप्शन, 2. डेटा ट्रान्सक्रिप्शन","1. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ, 2. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ"
"1.डेटा ट्रान्सफर, 2. डेटा ट्रान्सफर","1.ਡਾਟਾ ਟ੍ਰਾਂਸਫਰ, 2. ਡਾਟਾ ਸੰਚਾਰ"
"1. डेटा ट्रान्समिशन, 2. डेटा ट्रान्समिशन","1. ਡਾਟਾ ਸੰਚਾਰ, 2. ਡਾਟਾ ਸੰਚਾਰ"
"1. डेटा ट्रान्समिशन सिस्टम, 2. डेटा ट्रान्समिशन सिस्टम","1.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ, 2.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ"
"1. डेटा फॉरमॅट, 2. डेटा फॉरमॅट","1. ਡੇਟਾ ਫਾਰਮੈਟ, 2. ਡੇਟਾ ਫਾਰਮੈਟ"
"1. डेटा युनिट, 2. डेटा युनिट","1. ਡੇਟਾ ਯੂਨਿਟ, 2. ਡੇਟਾ ਯੂਨਿਟ"
"1.डेटा प्रमाणीकरण, 2.डेटा प्रमाणीकरण","1.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ, 2.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ"
डेटाबेस,ਡਾਟਾਬੇਸ
डेटाबेस प्रशासन,ਡਾਟਾਬੇਸ ਪ੍ਰਸ਼ਾਸਨ
डेटाबेस डिझाइन,ਡਾਟਾਬੇਸ ਡਿਜ਼ਾਈਨ
डेटाबेस व्यवस्थापन प्रणाली,ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ
"1.डेटाग्रेव्ह, 2.डेटाग्रेव्ह","1.ਡਾਟਾਗਰੇਵ, 2.ਡਾਟਾਗਰੇਵ"
"1. डेटाम, 2. डेटा","1. ਡਾਟਾ, 2. ਡਾਟਾ"
"1.निष्क्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र","1.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ, 2.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ"
गतिरोध,ਡੈੱਡਲਾਕ
गतिरोध प्रतिबंध,ਡੈੱਡਲਾਕ ਦੀ ਰੋਕਥਾਮ
दोष क्लिअरन्स,ਨੁਕਸ ਕਲੀਅਰੈਂਸ
"1. जजमेंट सेल, 2. जजमेंट बॉक्स","1. ਜੱਜਮੈਂਟ ਸੈੱਲ, 2. ਜੱਜਮੈਂਟ ਬਾਕਸ"
निर्णयप्रक्रिया,ਫੈਸਲਾ ਲੈਣ ਦੀ ਪ੍ਰਕਿਰਿਆ
निर्णय समर्थन प्रणाली,ਫੈਸਲੇ ਦਾ ਸਮਰਥਨ ਸਿਸਟਮ
निर्णयाचे झाड,ਫੈਸਲੇ ਦਾ ਰੁੱਖ
"1. डीकोडर, 2. डीकोडर","1. ਡੀਕੋਡਰ, 2. ਡੀਕੋਡਰ"
विघटन तत्त्व,ਭੰਗ ਅਸੂਲ
डीकोडिंग,ਡੀਕੋਡਿੰਗ
समर्पित प्रणाली,ਸਮਰਪਿਤ ਸਿਸਟਮ
समर्पित प्रेस,ਸਮਰਪਿਤ ਪ੍ਰੈਸ
लसीकरण डेटा नेटवर्क (DDN),ਇਮਯੂਨਾਈਜ਼ੇਸ਼ਨ ਡਾਟਾ ਨੈੱਟਵਰਕ (DDN)
लसीकरण माहिती प्रणाली,ਇਮਿਊਨਾਈਜ਼ੇਸ਼ਨ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
एकीकरण,ਏਕੀਕਰਣ
विलंब,ਦੇਰੀ
विलंब काउंटर,ਦੇਰੀ ਕਾਊਂਟਰ
विलंब वेळ,ਦੇਰੀ ਦਾ ਸਮਾਂ
"1.हटवा, 2.हटवा","1.ਮਿਟਾਓ, 2.ਮਿਟਾਓ"
हटवणे रेकॉर्ड,ਮਿਟਾਉਣ ਦਾ ਰਿਕਾਰਡ
परिसीमक,ਡੀਲੀਮੀਟਰ
डेल्टा मॉड्युलेशन,ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ
मागणी पृष्ठ,ਮੰਗ ਪੰਨਾ
कामगिरी,ਪ੍ਰਦਰਸ਼ਨ
demodulation,demodulation
V- मल्टीप्लेक्सर,ਵਿ- ਮਲਟੀਪਲੈਕਸਰ
विकृतीकरण,ਅਸਧਾਰਨਕਰਨ
"1. घनता, 2. घनता","1. ਘਣਤਾ, 2. ਘਣਤਾ"
"1. अवलंबित्व, 2. अवलंबित्व","1. ਨਿਰਭਰਤਾ, 2. ਨਿਰਭਰਤਾ"
अवलंबून युनिट,ਨਿਰਭਰ ਇਕਾਈ
रांग,ਕਤਾਰ
"1. dereference, 2. dereference","1. ਸਤਿਕਾਰ, 2. ਸਤਿਕਾਰ"
व्युत्पन्न झाड,ਲਿਆ ਰੁੱਖ
व्युत्पन्न फील्ड,ਪ੍ਰਾਪਤ ਖੇਤਰ
उतरत्या क्रमवारी,ਘਟਦੀ ਲੜੀ
डिझाइन,ਡਿਜ਼ਾਈਨ
डेस्क कॅल्क्युलेटर,ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ
डेस्कटॉप संगणक,ਡੈਸਕਟਾਪ ਕੰਪਿਊਟਰ
डेस्कटॉप सादरीकरण,ਡੈਸਕਟਾਪ ਪੇਸ਼ਕਾਰੀ
डेस्कटॉप प्रकाशन,ਡੈਸਕਟਾਪ ਪ੍ਰਕਾਸ਼ਨ
डेस्कटॉप व्हिडिओ,ਡੈਸਕਟਾਪ ਵੀਡੀਓ
गंतव्य पत्ता,ਮੰਜ਼ਿਲ ਪਤਾ
"1. विनाशक, 2. विनाशक","1. ਵਿਨਾਸ਼ਕਾਰੀ, 2. ਵਿਨਾਸ਼ਕਾਰੀ"
निर्धारक ऑटोमेटा,ਨਿਰਣਾਇਕ ਆਟੋਮੇਟਾ
विकसक,ਵਿਕਾਸਕਾਰ
विकास प्रणाली,ਵਿਕਾਸ ਸਿਸਟਮ
साधन,ਜੰਤਰ
डिव्हाइस नियंत्रण युनिट,ਜੰਤਰ ਕੰਟਰੋਲ ਯੂਨਿਟ
डिव्हाइस नियंत्रक,ਜੰਤਰ ਕੰਟਰੋਲਰ
डिव्हाइस व्यवस्थापन,ਜੰਤਰ ਪ੍ਰਬੰਧਨ
डिव्हाइस मोड,ਜੰਤਰ ਮੋਡ
निदान,ਨਿਦਾਨ
निदान प्रणाली,ਡਾਇਗਨੌਸਟਿਕ ਸਿਸਟਮ
"1. निदान, 2. निदान","1. ਡਾਇਗਨੌਸਟਿਕਸ, 2. ਡਾਇਗਨੌਸਟਿਕਸ"
आकृती,ਚਿੱਤਰ
डायल,ਡਾਇਲ
डायल लाइन,ਡਾਇਲ ਲਾਈਨ
डायल टोन,ਡਾਇਲ ਟੋਨ
डायल करा,ਡਾਇਲ ਕਰੋ
"1. संवाद, 2. संभाषण","1. ਵਾਰਤਾਲਾਪ, 2. ਗੱਲਬਾਤ"
संभाषण कक्ष,ਗੱਲਬਾਤ ਕਮਰੇ
डायलअप मॉडेम,ਡਾਇਲਅੱਪ ਮਾਡਮ
विमा,ਬੀਮਾ
शब्दकोश,ਸ਼ਬਦਕੋਸ਼
"1. भिन्नता, 2. भिन्नता","1. ਅੰਤਰ, 2. ਭਿੰਨਤਾ"
संख्यात्मक,ਸੰਖਿਆਤਮਕ
डिजिटल प्रणाली,ਡਿਜ਼ੀਟਲ ਸਿਸਟਮ
डिजिटल सर्किट,ਡਿਜ਼ੀਟਲ ਸਰਕਟ
डिजिटल संगणक,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
"1.डिजिटल डेटा, 2.डिजिटल डेटा","1.ਡਿਜੀਟਲ ਡੇਟਾ, 2.ਡਿਜੀਟਲ ਡੇਟਾ"
डिजिटल सुविधा,ਡਿਜੀਟਲ ਸਹੂਲਤ
डिजिटल फिल्टर,ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ
डिजिटल लायब्ररी,ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ
डिजिटल मॉड्यूलेशन,ਡਿਜ਼ੀਟਲ ਮੋਡੂਲੇਸ਼ਨ
"1. डिजिटल डिस्प्ले, 2. डिजिटल मॉनिटर","1. ਡਿਜੀਟਲ ਡਿਸਪਲੇ, 2. ਡਿਜੀਟਲ ਮਾਨੀਟਰ"
डिजिटल प्रतिमा,ਡਿਜ਼ੀਟਲ ਚਿੱਤਰ
"1. डिजिटल स्वाक्षरी, 2. डिजिटल स्वाक्षरी","1. ਡਿਜੀਟਲ ਦਸਤਖਤ, 2. ਡਿਜੀਟਲ ਦਸਤਖਤ"
डिजिटल स्विच,ਡਿਜ਼ੀਟਲ ਸਵਿੱਚ
डिजिटल अॅनालॉग कनवर्टर,ਡਿਜੀਟਲ ਐਨਾਲਾਗ ਕਨਵਰਟਰ
डिजिटायझेशन,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
डिजिटायझेशन,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
डिजिटायझर,ਡਿਜੀਟਾਈਜ਼ਰ
डायोड,ਡਾਇਓਡ
प्रथमदर्शनी,ਪਹਿਲੀ ਨਜ਼ਰ
थेट पत्ता,ਸਿੱਧਾ ਪਤਾ
थेट रूपांतरण,ਸਿੱਧਾ ਪਰਿਵਰਤਨ
थेट जोडणी,ਸਿੱਧੀ ਜੋੜੀ
"1. डायरेक्ट मेमरी ऍक्सेस, 2. डायरेक्ट मेमरी ऍक्सेस (DMA)","1. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ, 2. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)"
डायरेक्ट मेमरी ऍक्सेस (DMA),ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)
थेट पद्धत,ਸਿੱਧੀ ਵਿਧੀ
दिशानिर्देश,ਨਿਰਦੇਸ਼
निर्देशिका,ਡਾਇਰੈਕਟਰੀ
"1. निर्देशिका सर्व्हर, 2. निर्देशिका सर्व्हर","1. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ, 2. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ"
निर्देशिका सेवा,ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ
अक्षम,ਅਸਮਰੱਥ
सिग्नल अक्षम करणे,ਅਸਮਰੱਥ ਸਿਗਨਲ
"1. डिस्कनेक्शन, 2. डिस्कनेक्शन","1. ਡਿਸਕਨੈਕਸ਼ਨ, 2. ਡਿਸਕਨੈਕਸ਼ਨ"
"1. स्वतंत्र, 2. स्वतंत्र","1. ਵੱਖਰਾ, 2. ਵੱਖਰਾ"
"1. डिस्क, 2. डिस्क","1. ਡਿਸਕ, 2. ਡਿਸਕ"
"1. डिस्क पत्ता, 2. डिस्क पत्ता","1. ਡਿਸਕ ਪਤਾ, 2. ਡਿਸਕ ਪਤਾ"
"1. डिस्क अॅरे, 2. डिस्क अॅरे","1. ਡਿਸਕ ਐਰੇ, 2. ਡਿਸਕ ਐਰੇ"
"1. डिस्क क्षमता, 2. डिस्क क्षमता","1. ਡਿਸਕ ਸਮਰੱਥਾ, 2. ਡਿਸਕ ਸਮਰੱਥਾ"
"1. डिस्क ड्रायव्हर, 2. डिस्क ड्राइव्ह","1. ਡਿਸਕ ਡਰਾਈਵਰ, 2. ਡਿਸਕ ਡਰਾਈਵ"
डिस्क फाइल,ਡਿਸਕ ਫਾਈਲ
"1. डिस्क मेमरी, 2. डिस्क मेमरी, 3. डिस्क मेमरी, 4. डिस्क मेमरी","1. ਡਿਸਕ ਮੈਮੋਰੀ, 2. ਡਿਸਕ ਮੈਮੋਰੀ, 3. ਡਿਸਕ ਮੈਮੋਰੀ, 4. ਡਿਸਕ ਮੈਮੋਰੀ"
डिस्क ऑपरेटिंग सिस्टम (DoS),ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DoS)
डिस्क पॅकेज,ਡਿਸਕ ਪੈਕੇਜ
"1.चक्रिका सर्व्हर, 2.डिस्क सर्व्हर","1. ਚੱਕਰਿਕਾ ਸਰਵਰ, 2. ਡਿਸਕ ਸਰਵਰ"
"1. डिस्क स्टोरेज, 2. डिस्क स्टोरेज","1. ਡਿਸਕ ਸਟੋਰੇਜ, 2. ਡਿਸਕ ਸਟੋਰੇਜ"
डिस्केट,ਡਿਸਕੇਟ
फाइल प्रदर्शित करा,ਡਿਸਪਲੇ ਫਾਇਲ
प्रतिमा प्रदर्शित करा,ਡਿਸਪਲੇ ਚਿੱਤਰ
विल्हेवाट,ਨਿਪਟਾਰੇ
अंतर,ਦੂਰੀ
अंतर कार्य,ਦੂਰੀ ਫੰਕਸ਼ਨ
विकृती,ਵਿਗਾੜ
वितरित,ਡਿਲੀਵਰ ਕੀਤਾ
वितरित डेटा,ਵੰਡਿਆ ਡਾਟਾ
वितरित सर्व्हर,ਵੰਡਿਆ ਸਰਵਰ
