Odiya,Assamese
ଉପସ୍ଥାପନା ଜ୍ୟାମିତି |,প্ৰতিনিধিত্বমূলক জ্যামিতি
ପ୍ରତ୍ୟେକ,প্ৰত্যেক
ଘନ ଏଗ୍ରିଗେଟ୍ |,ঘন সমষ্টি
"ଘନତା, ଘନତା","ঘনত্ব, ঘনত্ব"
ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |,গণনাযোগ্য ছেট
ଉପର ସ୍ଥିର,আৰোহী ধ্ৰুৱক
ନିର୍ଭରଶୀଳ ଘଟଣା |,নিৰ্ভৰশীল ইভেন্ট
ନିର୍ଭରଶୀଳ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,নিৰ্ভৰশীল যাদৃচ্ছিক চলক
ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |,নিৰ্ভৰশীল চলক
ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |,নিৰ্ভৰশীল চলক
ଉଦାସୀନତାର କୋଣ,বিষণ্ণতাৰ কোণ
"derivation, derivative, ଭିନ୍ନତା |","ব্যুৎপত্তি, ব্যুৎপত্তি, পাৰ্থক্য"
"derivative, derivative","ডেৰাইভেটিভ, ডেৰাইভেটিভ"
ପ୍ରାପ୍ତ ପରିସର,ব্যুৎপন্ন পৰিসৰ
ନିର୍ମିତ ସେଟ୍ |,ব্যুৎপত্তি কৰা গোট
"ଅବତରଣ, ଅବତରଣ","অৱতৰণ কৰা, অৱতৰণ কৰা"
ଅବତରଣ କ୍ରମ |,অৱনমিত ক্ৰম
ଅବତରଣ ପରିସର,অৱনমিত পৰিসৰ
ପ୍ରୋଜେକ୍ଟିଭ୍ ଜ୍ୟାମିତି |,প্ৰক্ষেপণ জ্যামিতি
ବର୍ଣ୍ଣନାକାରୀ ମଡେଲ୍ |,বৰ্ণনাত্মক আৰ্হি
ବର୍ଣ୍ଣନାକାରୀ ପରିସଂଖ୍ୟାନ |,বৰ্ণনাত্মক পৰিসংখ্যা
"ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (ଏଡି।), ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (n।)","ডিজাইন কৰা, ডিজাইন কৰা, ডিজাইন কৰা (ed.), ডিজাইন কৰা, ডিজাইন কৰা (n.)"
ପରୀକ୍ଷଣର ଡିଜାଇନ୍ |,পৰীক্ষাৰ ডিজাইন
ଡେସ୍କ କାଲକୁଲେଟର,ডেস্ক কেলকুলেটৰ
"ପରିଚୟ, ଚିହ୍ନଟ","চিনাক্তকৰণ, ধৰা পেলোৱা"
"ନିର୍ଣ୍ଣୟକାରୀ, ନିର୍ଣ୍ଣୟକାରୀ, ନିର୍ଣ୍ଣୟକାରୀ;","নিৰ্ণায়ক, নিৰ্ণায়ক, নিৰ্ণায়ক"
ନିର୍ଣ୍ଣୟ କ୍ରମ |,নিৰ্ধাৰিত ক্ৰম
ନିର୍ଣ୍ଣୟ କରିବାକୁ,নিৰ্ধাৰণ কৰিবলৈ
ସ୍ଥିରିକୃତ ମଡେଲ୍ |,নিৰ্ধাৰিত আৰ্হি
ସ୍ଥିରିକୃତ ସମସ୍ୟା |,নিৰ্ধাৰিত সমস্যা
ବ୍ୟତିକ୍ରମ,বিচ্যুতি
ବିଘ୍ନ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |,বিচ্যুতি সহগ
ବାଇନାରୀ ସିଷ୍ଟମ୍ |,বাইনাৰী ব্যৱস্থা
"ଡାଇଗୋନାଲ୍ ହାଇପୋଟେନ୍ୟୁଜ୍,",তিৰ্যক হাইপ&#39;টেনাছ
ମ୍ୟାଟ୍ରିକ୍ସ ଡାଇଗୋନାଲାଇଜେସନ୍ |,মেট্ৰিক্স তিৰ্যকীকৰণ
"ଡାଇଗୋନାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ, ଡାଇଗୋନାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |","তিৰ্যক মেট্ৰিক্স, তিৰ্যক মেট্ৰিক্স"
ତ୍ରିକୋଣୀୟ ସମାନତା |,তিৰ্যক সমতা
ଚିତ୍ର,ডায়েগ্ৰাম
ଚିତ୍ରାଙ୍କନ ପଦ୍ଧତି |,অংকন পদ্ধতি
ଆଲେଖୀକ ଉପସ୍ଥାପନା,চিত্ৰাঙ্কিত উপস্থাপন
ବ୍ୟାସ,ব্যাস
ବ୍ୟାସ ସେଟ୍ କରନ୍ତୁ |,ব্যাস নিৰ্ধাৰণ কৰক
ହୀରା ବିପରୀତ |,ডায়েমেট্ৰিকভাৱে বিপৰীত
"କ୍ରସ୍ ଫାୟାର୍, ଫିସ୍ ପକାନ୍ତୁ |","ক্ৰছফায়াৰ, পাশা নিক্ষেপ কৰা"
ଆମ୍ଫିବିଆସ୍ ବର୍ଗୀକରଣ |,উভচৰ শ্ৰেণীবিভাজন
"ବିଭାଜନ, ଅଧା |","bifurcation, আধা"
ଅଭିଧାନ,অভিধান
ଭିନ୍ନକ୍ଷମ ଗଣନା,ডিফাৰেন্সিয়েল কেলকুলাছ
ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |,অৱভেদ্য সমীকৰণ
ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |,ডিফাৰেন্সিয়েল সূত্ৰ
ଭିନ୍ନକ୍ଷମ ପଦ୍ଧତି |,ডিফাৰেন্সিয়েল পদ্ধতি
ସେଟ୍ ର ପାର୍ଥକ୍ୟ |,গোটৰ পাৰ্থক্য
ଭିନ୍ନକ୍ଷମ |,ভিন্নতামূলক
ଭିନ୍ନକ୍ଷମ ବକ୍ର,ডিফাৰেন্সিয়েল কাৰ্ভ
ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ,ডিফাৰেন্সিয়েল ফাংচন
"ଭିନ୍ନକ୍ଷମ, ଭିନ୍ନକ୍ଷମ, ଭିନ୍ନକ୍ଷମ, ପାରସ୍ପରିକ, ଆନ୍ତରିକତା, ଭିନ୍ନକ୍ଷମ |","ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, আন্তঃপৰীক্ষামূলক, আন্তঃসংস্থা, পাৰ্থক্য"
ଭିନ୍ନ ଭିନ୍ନ ଗଣିତ |,ডিফাৰেন্সিয়েল মেথ
ଭିନ୍ନକ୍ଷମ ଗୁଣବତ୍ତା |,ডিফাৰেন্সিয়েল সহগ
ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |,অৱভেদ্য সমীকৰণ
ଭିନ୍ନ ଭିନ୍ନ ଧକ୍କା |,ডিফাৰেন্সিয়েল কলিচন
ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |,ডিফাৰেন্সিয়েল সূত্ৰ
ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ,ডিফাৰেন্সিয়েল ফাংচন
ଭିନ୍ନକ୍ଷମ ଜ୍ୟାମିତି |,ডিফাৰেন্সিয়েল জ্যামিতি
ଉଚ୍ଚ କ୍ରମ ଭିନ୍ନକ୍ଷମ |,উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল
ଭିନ୍ନକ୍ଷମ ବିଭାଗ,ডিফাৰেন্সিয়েল ছেগমেণ্ট
ଭିନ୍ନ କର |,পাৰ্থক্য কৰা
"ଭିନ୍ନତା, ଭିନ୍ନତା |","পাৰ্থক্য, পাৰ্থক্য"
ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |,ডিফাৰেন্সিয়েল সূত্ৰ
ଭେକ୍ଟରର ଭିନ୍ନତା |,ভেক্টৰৰ পাৰ্থক্য
"ବିସ୍ତାର, ବିସ୍ତାର","প্ৰসাৰণ, প্ৰসাৰণ"
"ସଂଖ୍ୟା, ଡାଏଡମ୍, ଆଙ୍ଗୁଠି |","সংখ্যা, ডায়েডেম, আঙুলি"
ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |,ডিজিটেল কম্পিউটাৰ
ଅଙ୍କି ଦତ୍ତ |,অংকি দত্ত
"ପରିମାଣ, ମୋଟେଇ, ପରିମାପ, ଶକ୍ତି |","পৰিসৰ, প্ৰস্থ, মাত্ৰা, শক্তি"
ପରିମାପ,মাত্ৰাগততা
ପରିମାପହୀନ |,মাত্ৰাহীন
ସମୀକରଣ ପରିମାଣ,সমীকৰণৰ মাত্ৰা
ଡାୟୋଫାଣ୍ଟସ୍ ସମୀକରଣ |,ডাইঅ’ফেন্টাছৰ সমীকৰণ
ପତନର କୋଣ,পতনৰ কোণ
ଡିପୋଲ୍ କୋର୍ଡିନେଟ୍ |,ডাইপোল স্থানাংক
ଡିପୋଲ୍,ডাইপোল
ବିପିରାମିଡ୍ |,বাইপিৰামিড
dirac delta function,dirac ডেল্টা ফাংচন
ସାଧାରଣ ଟାଙ୍ଗେଣ୍ଟ୍ |,সাধাৰণ স্পৰ্শক
ଡାହାଣ କୋଣ,সোঁকোণ
ସିଧାସଳଖ ରେଖା |,প্ৰত্যক্ষ ৰেখা
ସ୍ପେସ୍ ଡେରିଭେଟିଭ୍ |,স্থান ব্যুৎপত্তি
"ଡିକୋସିନ୍, ଡିକୋ-କୋସାଇନ୍ |","ডাইকোচিন, ডাইকো-কোচাইন"
ସର୍ବାଧିକ ଦିଗ,ৰ দিশটো সৰ্বোচ্চ
ପ୍ରୋଜେକସନ ଦିଗ,প্ৰজেকচন দিশ
ଦିଗ ଅନୁପାତ |,দিশ অনুপাত
ନିୟାମକ ସର୍କଲ୍ |,নিয়ন্ত্ৰণ বৃত্ত
ନିୟାମକ ସର୍କଲ୍ |,নিয়ন্ত্ৰক বৃত্ত
ଅନୁଲୋମା ଉତ୍ପାଦ |,এনুলোমা প্ৰডাক্ট
"ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ, ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ |","প্ৰত্যক্ষ প্ৰমাণ, প্ৰত্যক্ষ প্ৰমাণ"
କ୍ରମିକ ଅନୁପାତ |,ক্ৰমিক অনুপাত
ଭାଗ୍ୟ,ভাগ্য
ଅନୁଲୋମା ରାଶି |,anuloma যোগফল
ଅସନ୍ତୁଷ୍ଟ ସେଟ୍ |,disjointed set
"ବିଚ୍ଛିନ୍ନତା, ବନ୍ଦ, ବିରତି |","discontinuity, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
ଡେରିଭେଟିଭ୍ ର ବିଚ୍ଛିନ୍ନତା |,ডেৰাইভেটিভৰ বিচ্ছিন্নতা
ପ୍ରଥମ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |,প্ৰথম ধৰণৰ বিচ্ছিন্নতা
ଦ୍ୱିତୀୟ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |,দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা
ନିରନ୍ତର ବଣ୍ଟନ |,বিচ্ছিন্ন বিতৰণ
ବିଚ୍ଛିନ୍ନ କାର୍ଯ୍ୟ,বিচ্ছিন্ন কাৰ্য্য
ବିଚ୍ଛିନ୍ନ ଭିନ୍ନତା |,বিচ্ছিন্ন ভ্যাৰিয়েন্স
କଣିକା,কণা
ନିରନ୍ତର ବଣ୍ଟନ |,বিচ্ছিন্ন বিতৰণ
ନିରନ୍ତର ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |,বিচ্ছিন্ন সম্ভাৱনা বিতৰণ
ବିଚ୍ଛିନ୍ନ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,বিচ্ছিন্ন যাদৃচ্ছিক চলক
ବିଚ୍ଛିନ୍ନ ନମୁନା ସ୍ଥାନ |,বিচ্ছিন্ন নমুনা স্থান
ପୃଥକ ଏଗ୍ରିଗେଟ୍ |,বিচ্ছিন্ন সমষ্টি
ବିଚ୍ଛିନ୍ନ ଜନସଂଖ୍ୟା |,বিচ্ছিন্ন জনসংখ্যা
ବିଚ୍ଛିନ୍ନ ଅବସ୍ଥା |,বিচ্ছিন্ন অৱস্থা
ବିଚ୍ଛିନ୍ନ ଭିନ୍ନତା |,বিচ্ছিন্ন ভ্যাৰিয়েন্স
ବଣ୍ଟନ କର,বিতৰণ কৰ
ଭେଦଭାବ ବିଶ୍ଳେଷଣ |,বৈষম্যমূলক বিশ্লেষণ
ଅସନ୍ତୁଷ୍ଟ,disjointed
ଅସନ୍ତୁଷ୍ଟ ଘଟଣା |,disjointed ইভেন্ট
ଅସନ୍ତୁଷ୍ଟ ସେଟ୍ |,disjointed set
ଭର୍ତ୍ତି ସନ୍ନିବେଶ |,disjoint সন্নিৱিষ্ট কৰা
"ବିଚ୍ଛିନ୍ନତା, ଯୁକ୍ତିଯୁକ୍ତ ରାଶି |","disjunction, যুক্তিসংগত যোগফল"
"ବିଚ୍ଛେଦ, ବିଛାଇବା |","বিক্ষিপ্ততা, বিক্ষিপ্ততা"
ବିଚ୍ଛେଦ ଚାର୍ଟ |,বিক্ষিপ্ততা লেখচিত্ৰ
ବିଚ୍ଛେଦ ସୂଚକାଙ୍କ |,বিক্ষিপ্ততা সূচকাংক
ବିଚ୍ଛେଦ ଚିତ୍ର |,বিক্ষিপ্ততা ডায়েগ্ৰাম
ବିଚ୍ଛେଦ ମାଟ୍ରିକ୍ସ |,বিক্ষিপ্ততা মেট্ৰিক্স
ବିସ୍ଥାପନ,স্থানচ্যুতি
ପ୍ରଦର୍ଶନ,প্ৰদৰ্শন
କୋନସୋଲ,কনছ&#39;ল
"ଅସମାନ, ଅସମାନ","অসমান, অসমান"
ବିଚ୍ଛିନ୍ନ ଶକ୍ତି,ক্ষয়কাৰী বল
ଦୂରତା କାର୍ଯ୍ୟ,দূৰত্বৰ ফলন
ଦୂରତା ମଡ୍ୟୁଲସ୍,দূৰত্ব মডুলাছ
ଅଣ-ବଣ୍ଟନକାରୀ |,অবিতৰণমূলক
"ବଣ୍ଟନ ନିୟମ, ବଣ୍ଟନ ନିୟମ |","বিতৰণ নিয়ম, বিতৰণ নিয়ম"
"ବିସର୍ଜନ କରିବାକୁ, ବିସର୍ଜନ କରିବାକୁ |","to dissipate, বিসৰ্জন কৰা"
"ବିଭେଦ, ବିଭେଦ, ବିଭେଦ |","বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
ଭିନ୍ନତା ଥିଓରେମ୍ |,বিচ্ছিন্নতা উপপাদ্য
ବିଭେଦ,ডাইভাৰ্জেন্ট
ଭିନ୍ନ ପରିସର |,বিচ্ছিন্ন পৰিসৰ
ବିଭାଜନ ପାର୍ଥକ୍ୟ |,বিভক্ত পাৰ্থক্য
"ବିଭାଜନତା, ବିଭାଜନତା |","বিভাজনযোগ্যতা, বিভাজনযোগ্যতা"
"ବିଭାଜନ, ବିଭାଜନ","বিভাজ্য, বিভাজ্য"
"ବିଭାଜନ, ବିଭାଜନ, ବିଭାଜନ |","বিভাজন, বিভাজন, বিভাজন"
ବିଭାଜନ ଆଲଗୋରିଦମ |,বিভাজন এলগৰিদম
ବିଭାଜିତ ରିଙ୍ଗ |,স্প্লিট ৰিং
ଚତୁର୍ଭୁଜ,চতুৰ্ভুজ
ଡିକାଗନ୍ |,decagon
"ଡୋମେନ୍, ଡୋମେନ୍, ପ୍ରଦେଶ, ଅଞ୍ଚଳ |","ডমেইন, ডমেইন, প্ৰদেশ, ভূখণ্ড"
କାର୍ଯ୍ୟର ଡୋମେନ୍ |,কাৰ্য্যৰ ডমেইন
ସଂଜ୍ଞା-ପ୍ରଦେଶ |,সংজ্ঞা-প্ৰদেশ
ଅସ୍ତିତ୍ୱର ଅବସ୍ଥା |,অস্তিত্বৰ অৱস্থা
ଓଭରବ୍ରିଡ୍ ଡିଭାଇସ୍ |,অভাৰৰাইডিং ডিভাইচ
ଡୋପଲର ପ୍ରଭାବ,ডপলাৰ ইফেক্ট
"ବିନ୍ଦୁ ଉତ୍ପାଦ, ସ୍କାଲାର୍ ଉତ୍ପାଦ |","পইণ্ট প্ৰডাক্ট, স্কেলাৰ প্ৰডাক্ট"
ବିନ୍ଦୁ ବକ୍ର,বিন্দুযুক্ত বক্ৰ
ଡୁଆଲ୍ ଭିନ୍ନକ୍ଷମ |,ডুৱেল ডিফাৰেন্সিয়েল
ଦୁଇଗୁଣ ବଣ୍ଟନ,ডাবল ঘাতীয় বিতৰণ
ଡବଲ୍ କୋଇଲ୍ |,ডাবল কইল
ବାଇନାରୀ ଇଣ୍ଟିଗ୍ରାଲ୍ |,বাইনাৰী অখণ্ড
ବାଇନାରୀ ଏକୀକରଣ |,বাইনাৰী সংহতি
ଦୁଇଥର ସୀମା |,ডাবল লিমিট
ଡବଲ୍ ନମୁନା ଇଭେଣ୍ଟ |,ডাবল নমুনা সংগ্ৰহৰ ইভেন্ট
ଡବଲ୍ କ୍ରମ |,ডাবল ক্ৰম
ଡବଲ୍ ସିରିଜ୍ |,ডাবল ছিৰিজ
ଡବଲ୍-ସଂଲଗ୍ନ ନୋଟେସନ୍ |,ডাবল-সংলগ্ন সংকেত
ଦୁଇଥର ସଂକଳନ |,ডাবল কম্পাইলেচন
ତଳ ତ୍ୱରଣ,তললৈ ত্বৰণ
ନିମ୍ନ ବିସ୍ଥାପନ |,তললৈ স্থানান্তৰিত হোৱা
ନିମ୍ନ ଗତି,তললৈ গতি
ତଳ ବେଗ,তললৈ যোৱা বেগ
ଟ୍ରାକ୍ସନ୍,ট্ৰেকচন
ଟ୍ରାକ୍ସନ୍ ଫୋର୍ସ |,ট্ৰেকচন বল
"ଦ୍ୱ ual ତ ଦ୍ୱ ual ତ୍ୟ,",দ্বৈত দ্বৈততা
ଡୁଆଲ୍ ବେସ୍ |,ডুৱেল বেচ
ଦ୍ୱ ual ତ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |,দ্বৈত আভ্যন্তৰীণ উৎপাদন
ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |,ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
"ଡବଲ୍ ଅପରେସନ୍, ଡୁଆଲ୍ ଅପରେସନ୍ |","ডাবল অপাৰেচন, ডুৱেল অপাৰেচন"
ଦ୍ୱ ual ତ ସମସ୍ୟା |,দ্বৈত সমস্যা
ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ଆଲଗୋରିଦମ୍ |,ডুৱেল একক এলগৰিদম
ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ପଦ୍ଧତି |,দ্বৈত একক পদ্ধতি
ଡୁଆଲ୍ ସ୍ପେସ୍ |,দ্বৈত স্থান
ଡୁଆଲ୍ ଭେରିଏବଲ୍ |,ডুৱেল ভেৰিয়েবল
ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |,দ্বৈত ভেক্টৰ স্থান
ନୀରବ ସୂଚକାଙ୍କ |,নিৰৱ সূচকাংক
ନୀରବ ଫୁଟର୍ |,নিৰৱ ফুটাৰ
ନୀରବ ଚୁକ୍ତି |,নীৰৱ চুক্তি
ନୀରବ ଭେରିଏବଲ୍ |,নিৰৱ চলক
ନକଲ,ডুপ্লিকেচন
ଗତିଶୀଳ |,গতিশীল
ଗତିଶୀଳ ସିଷ୍ଟମ୍ |,গতিশীল ব্যৱস্থা
ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |,গতিশীল চাহিদা কাৰ্য্য
ଗତିଶୀଳ ମଡେଲ୍ |,গতিশীল আৰ্হি
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |,ডাইনামিক প্ৰগ্ৰেমিং
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |,ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ ques ଶଳ |,ডাইনামিক প্ৰগ্ৰেমিং কৌশল
"ଗତିଶୀଳତା, ଗତିଶୀଳତା |","গতিশীলতা, গতিশীলতা"
କଣିକା ଗତିଶୀଳତା |,কণা গতিবিদ্যা
କଠିନ ଶରୀର ଗତିଶୀଳତା |,কঠিন শৰীৰৰ গতিশীলতা
"ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ ସମ୍ପର୍କ (ver।)","পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী সংস্পর্শ (ver.)"
ଭୂକମ୍ପ ତୀବ୍ରତା |,ভূমিকম্পৰ তীব্ৰতা
ବିଚିତ୍ରତା,কেন্দ্ৰীয়তা
ଅନୁମାନ,ধাৰণা
ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |,অৰ্থনৈতিক পূৰ্বাভাস
ଅର୍ଥନୀତିଜ୍ଞ,অৰ্থনীতিবিদ
ଅର୍ଥନୀତି,অৰ্থনীতি
ଅର୍ଥନୀତି,অৰ্থনীতি
"ମୂଳ, ଧାର, ଲୁହ","কোৰ, প্ৰান্ত, ছিদ্ৰ"
ସମୁଦାୟ କୋର ସମ୍ମୁଖୀନ |,সমষ্টিগত কোৰৰ সন্মুখীন হোৱা
ଦକ୍ଷତା ସୂଚକାଙ୍କ,দক্ষতা সূচকাংক
ଚରିତ୍ରଗତ ଉପାଦାନ |,বৈশিষ্ট্যপূৰ্ণ উপাদান
ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ,বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য
"ଇଜେନ ମୂଲ୍ୟ, ଚରିତ୍ରିକ ମୂଲ୍ୟ |","eigen মান, বৈশিষ্ট্যপূৰ্ণ মান"
ବ value ଶିଷ୍ଟ୍ୟ ମୂଲ୍ୟ ସମୀକରଣ,বৈশিষ্ট্যপূৰ্ণ মূল্য সমীকৰণ
"ଇଜେନ ଭେକ୍ଟର, ଚରିତ୍ର ଭେକ୍ଟର |","eigen ভেক্টৰ, বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ"
ଇଲାଷ୍ଟିକ୍ |,ইলাষ্টিক
ଇଲଷ୍ଟିକ୍ କାଷ୍ଟ୍ |,ইলাষ্টিক ঢালাই
ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |,ইলাষ্টিক ভাৰসাম্য
ନମନୀୟତା,ইলাষ্টিকতা
ଇଲାଷ୍ଟିକ୍ ପୃଷ୍ଠା |,ইলাষ্টিকতা পৃষ্ঠা
"ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର, ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର |","ইলেক্ট্ৰনিক কম্পিউটাৰ, ইলেক্ট্ৰনিক কম্পিউটাৰ"
"ଉପାଦାନ, ଉପାଦାନ, ଉପାଦାନ |","উপাদান, উপাদান, উপাদান"
ପ୍ରାରମ୍ଭିକ ସ୍ତମ୍ଭ କାର୍ଯ୍ୟ,প্ৰাৰম্ভিক স্তম্ভ কাৰ্য্য
ପ୍ରାରମ୍ଭିକ ଘଟଣା,প্ৰাৰম্ভিক পৰিঘটনা
ପ୍ରାରମ୍ଭିକ କାର୍ଯ୍ୟ,প্ৰাৰম্ভিক কাৰ্য্য
ପ୍ରାରମ୍ଭିକରଣ କାର୍ଯ୍ୟ,প্ৰাৰম্ভিক কাৰ্য্য
ପ୍ରାଥମିକ ଫଳାଫଳ,প্ৰাথমিক ফলাফল
ପ୍ରାରମ୍ଭିକ ସମ୍ଭାବ୍ୟ ନିୟମ |,প্ৰাৰম্ভিক সম্ভাৱনা নিয়ম
ଆରମ୍ଭ ରେଖା କାର୍ଯ୍ୟ,ষ্টাৰ্ট লাইন অপাৰেচন
"ବିନାଶ କରିବାକୁ, ବିନାଶ କରିବାକୁ,","to annihilate, নিঃশেষ কৰা"
ସମାଧାନ ପ୍ରକ୍ରିୟା,ৰিজ&#39;লিউচন প্ৰক্ৰিয়া
"ଏଲିପ୍ସ, ଏଲିପ୍ସ","উপবৃত্তাকাৰ, উপবৃত্তাকাৰ"
ଏଲିପସଏଡ୍ |,উপবৃত্তাকাৰ
ଏଲିପସାଇଡ୍ |,উপবৃত্তাকাৰ
ଏଲିପସଏଡାଲ୍ ଭୂପୃଷ୍ଠ |,উপবৃত্তাকাৰ পৃষ্ঠ
ଏଲିପସଏଡାଲ୍ ଶରୀର |,উপবৃত্তাকাৰ শৰীৰ
ଏମ୍ବେଡିଂ,এম্বেডিং
ନିର୍ଗମନ,নিৰ্গমন
ପରୀକ୍ଷାମୂଳକ ବିଶ୍ୱାସ |,অভিজ্ঞতাভিত্তিক বিশ্বাস
ପରୀକ୍ଷାମୂଳକ ସୂତ୍ର |,অভিজ্ঞতাভিত্তিক সূত্ৰ
ପରୀକ୍ଷାମୂଳକ ସମ୍ଭାବନା |,অভিজ্ঞতাভিত্তিক সম্ভাৱনা
ପରୀକ୍ଷାମୂଳକ ସମ୍ପର୍କ |,অভিজ্ঞতাভিত্তিক সম্পৰ্ক
ଖାଲି ସେଟ୍ |,খালী ছেট
ବନ୍ଧା,বাধ্যতা
"ଏନକୋଡିଂ, କୋଡିଂ","এনকোডিং, ক&#39;ডিং"
ପାରସ୍ପରିକ କାର୍ଯ୍ୟଦକ୍ଷତା |,আন্তঃকাৰ্য্যক্ষমতা
ଶେଷ ବିନ୍ଦୁ,শেষ বিন্দু
ଶ୍ରେଣୀ ବ୍ୟବଧାନର ଶେଷ ବିନ୍ଦୁ |,শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু
ଶକ୍ତି,শক্তি
ଶକ୍ତି-ଗତି ଉପାଦାନ |,শক্তি-প্ৰেৰণামূলক কাৰক
ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |,প্ৰৱেশ চলক
ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |,গণনাযোগ্য ছেট
"ଗଣନା, ଗଣନା","গণনা, গণনা"
"ସମାନ, ସମାନ, ସମାନ, ସମାନ |","সমান, সমান, সম, সমান"
"ସମାନତା, ସମାନତା","সমতা, সমতা"
ସମ୍ଭବତ। |,সম্ভাৱনা
ସମ୍ଭାବ୍ୟତା ଚୟନ ପଦ୍ଧତି |,আনকি সম্ভাৱনা নিৰ্বাচন পদ্ধতিও
ସମାନ କର,সমান কৰা
"ସମୀକରଣ, ସମୀକରଣ","সমীকৰণ, সমীকৰণ"
ଚତୁର୍ଭୁଜ ସମୀକରଣ |,দ্বিঘাত সমীকৰণ
ଚତୁର୍ଭୁଜ ସମୀକରଣ |,দ্বিঘাত সমীকৰণ
ଚତୁର୍ଭୁଜ ସମୀକରଣ |,দ্বিঘাত সমীকৰণ
"ଇକ୍ୟୁଏଟର, ଇକ୍ୟୁଏଟର, ମିଡଲାଇନ୍ |","বিষুৱৰেখা, বিষুৱৰেখা, মধ্যৰেখা"
ସ୍ଥିର,অবিচলিত
ସମାନ୍ତରାଳ |,সমপক্ষীয়
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
ବଳ ସନ୍ତୁଳନ,বল ভাৰসাম্য
ସନ୍ତୁଳନ ବିନ୍ଦୁ |,ভাৰসাম্য বিন্দু
ସମାନତା,সমতুল্যতা
ସମାନତା ଶ୍ରେଣୀ,সমতুল্যতা শ্ৰেণী
ସମାନତା ସମ୍ପର୍କ,সমতুল্যতা সম্পৰ্ক
"ସମାନ, ସମାନ (v।), ସମାନ (ଏଡି।)","সমতুল্য, সমতুল্য (v.), সমতুল্য (ed.)"
ସମାନ ମାଟ୍ରିକ୍ସ |,সমতুল্য মেট্ৰিক্স
