Assamese,Punjabi
বাণিজ্যিক বেংক,ਵਪਾਰਕ ਬੈਂਕ
১/ পণ্য ২/ ব্যৱসায়িক সামগ্ৰী,1. ਵਸਤੂ 2. ਵਪਾਰਕ ਮਾਲ
সমুদায়,ਭਾਈਚਾਰਾ
সংকোচন (মাটিৰ),ਮਿਸ਼ਰਣ (ਮਿੱਟੀ ਦਾ)
1. সামঞ্জস্যতা 2. সামঞ্জস্যতা,1. ਅਨੁਕੂਲਤਾ 2. ਅਨੁਕੂਲਤਾ
সামঞ্জস্যতা,ਅਨੁਕੂਲਤਾ
১/ ক্ষতিপূৰণ ২/ ক্ষতিপূৰণ,1. ਮੁਆਵਜ਼ਾ 2. ਮੁਆਵਜ਼ਾ
প্ৰতিযোগিতামূলক পাৰস্পৰিক ক্ৰিয়া,ਪ੍ਰਤੀਯੋਗੀ ਪਰਸਪਰ ਪ੍ਰਭਾਵ
শস্যৰ পৰিপূৰক,ਪੂਰਕ ਫਸਲ
১.সংমিশ্ৰিত ২.জটিল,1. ਸੰਯੁਕਤ 2. ਗੁੰਝਲਦਾਰ
সমষ্টিবাসী,ਸੰਵਿਧਾਨਕ
সুৰ-ৰচনা,ਰਚਨਾ
পচন সাৰ,ਖਾਦ
যৌগিক আগ্ৰহ,ਮਿਸ਼ਰਿਤ ਵਿਆਜ
গণনা,ਗਣਨਾ
1. কম্পিউটাৰ 2. কম্পিউটাৰ,1. ਕੰਪਿਊਟਰ 2. ਕੰਪਿਊਟਰ
১/ ঘনত্ব ২. ঘনত্ব,1. ਇਕਾਗਰਤਾ 2. ਇਕਾਗਰਤਾ
১.অপ্টিমাইজাৰ ২.ৰিভাইটালাইজাৰ,1. ਆਪਟੀਮਾਈਜ਼ਰ 2. ਰੀਵਾਈਟਲਾਈਜ਼ਰ
পৰিবাহীতা,ਚਾਲਕਤਾ
1. বিন্যাস 2. বিন্যাস,1. ਸੰਰਚਨਾ 2. ਸੰਰਚਨਾ
1. অনুকূলতা 2. সংৰূপ 3. অনুকূলতা,1. ਅਨੁਕੂਲਤਾ 2. ਸੰਰਚਨਾ 3. ਅਨੁਕੂਲਤਾ
১.সংহতি ২.সংকৰকৰণ,1. ਏਕੀਕਰਣ 2. ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ
সংযোজন,ਸੰਜੋਗ
1. যোগকৰণ 2. সংযোগী,1. ਜੋੜਨ ਵਾਲਾ 2. ਜੋੜਨ ਵਾਲਾ
সুৰক্ষা,ਸੁਰੱਖਿਆ
একত্ৰীকৰণ,ਏਕੀਕਰਨ
১.উপাদান ২.উপাদান,1. ਸਮੱਗਰੀ 2. ਸਮੱਗਰੀ
গ্ৰাহক,ਖਪਤਕਾਰ
সেৱন,ਖਪਤ
দূষণ কৰা,ਗੰਦਗੀ
কনট্যুৰ ৰোপণ,ਕੰਟੂਰ ਲਾਉਣਾ
কনট্যুৰ ৰেখা,ਕੰਟੋਰ ਲਾਈਨ
১/ ঠিকাদাৰী খেতি ২.ঠিকাদাৰী খেতি ৩.চুক্তিবদ্ধ কৃষি,1. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 2. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 3. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ
নিয়ন্ত্ৰিত বায়ুমণ্ডলীয় সংৰক্ষণ,ਨਿਯੰਤਰਿਤ ਵਾਯੂਮੰਡਲ ਸਟੋਰੇਜ਼
সমবায় বেংক,ਸਹਿਕਾਰੀ ਬੈਂਕ
সমবায় সমিতিৰ সদস্য,ਸਹਿਕਾਰੀ ਸਭਾ ਦੇ ਮੈਂਬਰ
গুলমাৱন,ਗੁਲਮਾਵਨ
ঘনকীয়,ਘਣ
১.দলপুঞ্জ ২.কৰোলা,1. ਦਲਪੁੰਜ 2. ਕੋਰੋਲਾ
১.কৰ্টেক্স ২.কৰ্টেক্স,1. ਕਾਰਟੈਕਸ 2. ਕਾਰਟੈਕਸ
খৰচ,ਲਾਗਤ
কুটিলডন,cotyledon
ক্ৰেডিট কমিটি,ਕ੍ਰੈਡਿਟ ਕਮੇਟੀ
১/ ঋণ দিয়া ২.ক্ৰেডিট,1. ਉਧਾਰ 2. ਕ੍ਰੈਡਿਟ
১/ ঋণদাতা ২.পাওনাদাৰ,1. ਰਿਣਦਾਤਾ 2. ਲੈਣਦਾਰ
1. শিখৰ 2. শিখৰ 3. শিখৰ,1. ਕਰੈਸਟ 2. ਸਿਰਾ 3. ਸਪਾਇਰ
প্ৰত্যাহাৰ,ਵਾਪਸੀ
বিপদ,ਸਮੱਸਿਆ
পৰীক্ষা,ਟੈਸਟ
জটিল অৱস্থা,ਨਾਜ਼ੁਕ
শস্যৰ বীমা,ਫਸਲ ਬੀਮਾ
শস্যৰ ঋণ,ਫਸਲ ਕਰਜ਼ਾ
১.শস্য ২.শস্য,1. ਫਸਲ 2. ਫਸਲ
খেতি কৰা অঞ্চল,ਕਾਸ਼ਤ ਖੇਤਰ
ক্ৰছ অসঙ্গতিপূৰ্ণ,ਪਾਰ ਅਸੰਗਤ
1. মুকুট 2. শিখৰ (উদ্ভিদ),1. ਤਾਜ 2. ਸਿਖਰ (ਪੌਦਾ)
কোমল কণা,ਨਰਮ ਕਣ
খোলা,ਛਾਲੇ
1. ক্ৰিপ্টোগাম 2. নন-ফ্ল&#39;ৰিফৰ্ম,1. ਕ੍ਰਿਪਟੋਗਾਮ 2. ਗੈਰ-ਫਲੋਰੀਫਾਰਮ
ছাঁটনি (ফল),ਛਾਂਟੀ (ਫਲ)
কলম,ਕਲਮ
জাত জাত,ਕਿਸਮ ਦੀ ਕਿਸਮ
১.ট্ৰেকচন ২.কৃষি ৩.খেতি কৰা,1. ਟ੍ਰੈਕਸ਼ਨ 2. ਖੇਤੀਬਾੜੀ 3. ਖੇਤੀ
১/ কৃষক ২/ খেতিয়ক,1. ਕਿਸਾਨ 2. ਕਾਸ਼ਤਕਾਰ
১.খেতি ২.খেতি ৩.পালন,1. ਕਾਸ਼ਤ 2. ਕਾਸ਼ਤ 3. ਪਾਲਣ
১.সম্পদ ২.প্ৰস্তুতি,1.ਸਰੋਤ 2.ਤਿਆਰੀ
১.কুন্তলন ২.কুঞ্চন,1.ਕੁੰਤਲਨ 2.ਕੁੰਚਨ
মুদ্ৰা,ਆਸਣ
১.এপিডাৰ্মিছ ২.কিউটিকল,1. ਐਪੀਡਰਰਮਿਸ 2. ਛੱਲੀ
1. কলম 2. কাটি 3. কাটি 4. কাটি 5. কাটিব,1. ਕਲਮ 2. ਕੱਟਣਾ 3. ਕੱਟਣਾ 4. ਕੱਟਣਾ 5. ਕੱਟਣਾ
১.কৃমিৰ কৰ্পাছ ২.চিষ্ট ৩.চিষ্ট ৪.বিকৃত গোট ৫.নিওপ্লাজম,1. ਕੀੜਾ ਸਰੀਰ 2. ਸਿਸਟ 3. ਗੰਢ 4. ਵਿਗੜਿਆ ਗੰਢ 5. ਨਿਓਪਲਾਜ਼ਮ
চাইট&#39;ক্ৰ&#39;ম,cytochrome
কোষ সংযোজন,ਸੈੱਲ ਜੋੜਨਾ
কোষৰ প্ৰজনন,ਸੈੱਲ ਪ੍ਰਜਨਨ
কোষৰ জিনীয় বিজ্ঞান,ਸੈੱਲ ਜੈਨੇਟਿਕਸ
চাইট’প্লাজমিক বিভাজন,cytoplasmic ਡਿਵੀਜ਼ਨ
কোষ জীৱবিজ্ঞান,ਸੈੱਲ ਜੀਵ ਵਿਗਿਆਨ
কোষৰ লাইছিছ,ਸੈੱਲ lysis
১) চাইট’মিৰ ২) কোষৰ বিভাজন,1. ਸਾਇਟੋਮੇਰ 2. ਸੈੱਲ ਸੈਗਮੈਂਟੇਸ਼ਨ
চাইট’প্লাজম,cytoplasm
১/ দুগ্ধজাত সামগ্ৰী ২.দুগ্ধজাত সামগ্ৰী,1. ਡੇਅਰੀ 2. ਡੇਅਰੀ
দুগ্ধ উদ্যোগ,ਡੇਅਰੀ ਉਦਯੋਗ
১.বান্ধ ২.প্ৰজননকাৰী,1. ਡੈਮ 2. ਬਰੀਡਰ
দিন নিৰপেক্ষ উদ্ভিদ,ਦਿਨ ਦਾ ਸੰਪੂਰਨ ਪੌਦਾ
ফুল ফুলাৰ পিছদিনা,ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ
সম্পূৰ্ণ ফুল ফুলাৰ পিছত দিন,ਪੂਰੇ ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ
অদক্ষতা,ਅਕੁਸ਼ਲਤਾ
ডিকেলচিফিকেশন,decalcification
1. dislodge 2. dislodge কৰা,1. ਡਿਸਲੋਜ 2. ਡਿਸਲੋਜ
পচি যোৱা,ਸੜਨ
পৰ্ণপাতী,ਪਤਝੜ
১.দশমিক ২.দশমিক,1. ਦਸ਼ਮਲਵ 2. ਦਸ਼ਮਲਵ
হীনমন্যতা,ਘਟੀਆਪਨ
অনুৰণ (মাটি),ਅਨੁਰਾਨ (ਮਿੱਟੀ)
বিপুষ্পন,ਵਿਪੁਸ਼ਪਨ
বিলিং,ਬਿਲਿੰਗ
বনাঞ্চল ধ্বংস কৰা,ਕਟਾਈ
বদনাম,ਬਦਨਾਮੀ
অৱক্ষয়,ਪਤਨ
অংশ দিন,ਭਾਗ ਦਿਨ
১.পৰিমাণ ২.অংশ,1. ਮਾਤਰਾ 2. ਹਿੱਸਾ
ডিহিচেন্স,dehiscence
খোলা আঁতৰোৱা,ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ
খোলা আঁতৰোৱা,ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ
পানীলগা,ਡੀਹਾਈਡਰੇਸ਼ਨ
জলহীন,ਨਿਹਾਈਡ੍ਰਸ
দাবী কৰা,ਮੰਗ
১.ডিনেচাৰেচন ২.গুণন,1. ਵਿਨਾਸ਼ਕਾਰੀ 2. ਗੁਣਾ
ডেনুডেচন,ਖੰਡਨ
1. জমা (মাটি) 2. জমা (অৰ্থনীতি),1. ਜਮ੍ਹਾ (ਮਿੱਟੀ) 2. ਜਮ੍ਹਾ (ਆਰਥਿਕਤਾ)
জমা,ਜਮ੍ਹਾ
১.মূল্য হ্ৰাস ২.মূল্য হ্ৰাস,1. ਘਟਾਓ 2. ਘਟਾਓ
ডিচেলাইনেচন,ਡੀਸਲੀਨੇਸ਼ਨ
১/ পানী শুকুৱাই লোৱা ২/ পানীলগা,1. ਪਾਣੀ ਸੁਕਾਉਣਾ 2. ਡੀਹਾਈਡਰੇਸ਼ਨ
1. ডিজাইন 2. ডিজাইন,1. ਡਿਜ਼ਾਈਨ 2. ਡਿਜ਼ਾਈਨ
শুকান,ਸੁੱਕਣ ਵਾਲਾ
কাৰ্ণেল আঁতৰোৱা,ਕਰਨਲ ਹਟਾਉਣ
ডি-ইণ্টাৰকেলেচন,ਡੀ-ਇੰਟਰਕਲੇਸ਼ਨ
সংযোজন,ਸੰਜੋਗ
১/ মতা মাঞ্জাৰী নিষ্কাশন (মাকৈ) ২) বেলাৰ নিষ্কাশন,1. ਨਰ ਮੰਜਰੀ ਐਕਸਟਰੈਕਸ਼ਨ (ਮੱਕੀ) 2. ਬੱਲਰ ਐਕਸਟਰੈਕਸ਼ਨ
বল্লাৰ বা কুন্দন কাটিব পৰা,ਬੱਲਰ ਜਾਂ ਕੁੰਦਨ ਕੱਟਣਾ
নিৰ্ণায়ক,ਨਿਰਧਾਰਕ
বিমুদ্ৰাকৰণ,devaluation
ডি-ভেজিটেট,de-vegetate
বিচ্যুতি,ਭਟਕਣਾ
দুণ্ডণ,ਡਬਲ
নিদান,ਨਿਦਾਨ
ভিন্ন পৰিপক্কতা,ਵੱਖਰੀ ਪਰਿਪੱਕਤਾ
bifurcation,ਵੰਡ
1. দ্বিবিষাক্ত (বীজ),1. ਡਾਇਕੋਟਾਈਲਡਨ 2. ਡਾਇਕੋਟਾਈਲਡਨ (ਬੀਜ)
পিঠিৰ ৰোগ,ਪਿੱਠ ਦੀ ਬਿਮਾਰੀ
১.প্ৰসাৰণ ২.প্ৰসাৰণ,1. ਫੈਲਾਅ 2. ਪ੍ਰਸਾਰ
হজম ক্ষমতা,ਪਾਚਨ ਸਮਰੱਥਾ
ডাইহাইব্ৰিড,ਡਾਇਹਾਈਬ੍ਰਿਡ
১.বান্ধ ২.নলা ৩.পৰিয়াল,1. ਡੈਮ 2. ਡਰੇਨ 3. ਪਰਿਵਾਰ
সামান্য,ਮਾਮੂਲੀ
১.একপত্নী ২.একপত্নী,1. ਮੋਨੋਗੈਮਸ 2. ਮੋਨੋਗੈਮਸ
ডিপ্লয়ড,ਡਿਪਲੋਇਡ
১.দ্বিগুণী ২.দ্বিগুণী,1. ਡਿਪਲੋਇਡ 2. ਡਿਪਲੋਇਡ
ডাইপোল,dipole
১.নিষ্কাশন ২.কলি আঁতৰোৱা,1. ਕੱਢਣਾ 2. ਬਡ ਹਟਾਉਣਾ
১.হালোৱা হাল বাই ২.ঘূৰোৱা,1. ਹਲ ਵਾਹੁਣਾ 2. ਕਤਾਈ
ৰেহাই,ਛੂਟ
বীজাণুনাশক,ਕੀਟਾਣੂਨਾਸ਼ਕ
১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা,1. ਫੈਲਾਅ 2. ਖਿੰਡਾਉਣਾ
1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স,1. ਖਿੰਡਾਉਣਾ 2. ਪਰਿਵਰਤਨ
বৈচিত্ৰ্যতা,ਵਿਭਿੰਨਤਾ
বৈচিত্ৰময় কৃষি,ਵਿਭਿੰਨ ਖੇਤੀਬਾੜੀ
dna পদক্ষেপ,ਡੀਐਨਏ ਕਦਮ
ডি এন এ ৰিচিভাৰ,ਡੀ.ਐਨ.ਏ ਪ੍ਰਾਪਤਕਰਤਾ
ডক ভাড়া,ਡੌਕ ਕਿਰਾਏ &#39;ਤੇ
কাৰ্যকৰী,ਅਸਰਦਾਰ
নিদ্ৰাহীনতা,ਸੁਸਤਤਾ
১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা,1. ਮਾਤਰਾ 2. ਖੁਰਾਕ 3. ਖੁਰਾਕ
ডাবল চিগম&#39;ইড বক্ৰ,ਡਬਲ ਸਿਗਮੋਇਡ ਕਰਵ
1. gust 2. টানিব পৰা,1. ਝੱਖੜ 2. ਖਿੱਚੋ
1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট,1. ਐਗਜ਼ੌਸਟ ਡਰੇਨ 2. ਗੰਦਾ ਪਾਣੀ
নিষ্কাশন,ਡਰੇਨੇਜ
ট্ৰেকচন,ਖਿੱਚ
1. ঔষধ দিয়া 2. তিয়াই পেলোৱা,1. ਦਵਾਈ ਦਿਓ 2. ਭਿੱਜੋ
প্ৰসাধন সামগ্ৰী (বীজ),ਕਾਸਮੈਟਿਕਸ (ਬੀਜ)
1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ,1. auger 2. ਘੱਟ ਨੁਕਸ 3. ਡ੍ਰਿਲ 4. auger
১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল,1. ਮੋਰੀ 2. ਡ੍ਰਿਲ 3. ਡ੍ਰਿਲ
১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া,1. ਡ੍ਰਿਲਿੰਗ 2. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਬਿਜਾਈ 3. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਡੋਲ੍ਹਣਾ
ড্ৰিপ জলসিঞ্চন,ਤੁਪਕਾ ਸਿੰਚਾਈ
শুকান খেতি কৰা,ਸੁੱਕੀ ਖੇਤੀ
১.ধূলি ২.বুকনি,1.ਧੂੜ 2.ਬੁਕਨੀ
১.ডাষ্টাৰ ২.বিকিৰণকাৰী,1. ਡਸਟਰ 2. ਸਕੈਟਰਰ
ছটিয়াই দিয়া,ਛਿੜਕਣ ਲਈ
১.বামন ২.ৱামন,1. ਬੌਣਾ 2. ਵਾਮਨ
বামন পিৰামিড,ਵਾਮਨ ਪਿਰਾਮਿਡ
বামিণী ভৱন,ਵਾਮਿਨੀ ਭਵਨ
পৰিৱেশ বিজ্ঞান,ਵਾਤਾਵਰਣ
অৰ্থনীতি,ਅਰਥ ਗਣਿਤ
অৰ্থনৈতিক দক্ষতা,ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ
পৰিস্থিতিগত ধৰণ,ਸਥਿਤੀ ਦੀ ਕਿਸਮ
অতিৰিক্ত স্তৰযুক্ত,ਵਾਧੂ ਪੱਧਰੀ
কোমল,ਨਰਮ
soil বিজ্ঞান,ਮਿੱਟੀ ਵਿਗਿਆਨ
1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা,1. ਬ੍ਰਿਜਿੰਗ 2. ਕਿਨਾਰਾ 3. ਸਟ੍ਰੈਂਡ ਕਲੋਜ਼ਰ
খাদ্যৰ অংশ,ਭੋਜਨ ਦਾ ਹਿੱਸਾ
চাহিদাৰ স্থিতিস্থাপকতা,ਮੰਗ ਦੀ ਲਚਕਤਾ
উৎপাদন স্থিতিস্থাপকতা,ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ
ইলেক্ট্ৰ&#39;লাইছিছ,ਇਲੈਕਟ੍ਰੋਲਾਈਸਿਸ
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ
বাষ্পীভৱন,ਵਾਸ਼ਪੀਕਰਨ
১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ,1. ਡੀਕੈਪੀਟੇਟਰ 2. ਨਸਬੰਦੀ 3. ਡੀਕੈਪੀਟੇਟਰ 4. ਨਸਬੰਦੀ
১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী,1. ਵੀਰ ਬੰਦੀ 2. ਤੂੜੀ
ভ্ৰূণ,ਭਰੂਣ
১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান,1. ਭਰੂਣ ਵਿਗਿਆਨ 2. ਭੌਤਿਕ ਵਿਗਿਆਨ
1. প্ৰস্থান 2. প্ৰস্থান,1. ਨਿਕਾਸ 2. ਨਿਕਾਸ
ইমালচাইফায়াৰ,emulsifier
অন্তৰ্জাতীয়,ਅੰਤਰਜਾਤੀ
ইন্ট্ৰা-পইণ্ট ডিভিজন,ਅੰਤਰ-ਪੁਆਇੰਟ ਡਿਵੀਜ਼ਨ
অন্তঃপৰজীৱী,ਅੰਤਰ-ਪਰਜੀਵੀ
এণ্ডোস্পাৰ্ম,ਐਂਡੋਸਪਰਮ
উদ্যোগ,ਉੱਦਮ
পতংগবিজ্ঞান,ਕੀਟ ਵਿਗਿਆਨ
পৰিৱেশ,ਵਾਤਾਵਰਣ
১.এনজাইম ২.এনজাইম,1. ਐਨਜ਼ਾਈਮ 2. ਐਨਜ਼ਾਈਮ
ক্লাষ্টাৰ গ্ৰাফটিং,ਕਲੱਸਟਰ ਗ੍ਰਾਫਟਿੰਗ
১.এপিফাইট ২.এপিফাইট,1. ਐਪੀਫਾਈਟ 2. ਐਪੀਫਾਈਟ
ন্যায়,ਇਕੁਇਟੀ
নিৰ্মূলকৰণ,ਖਾਤਮਾ
প্ৰয়োজনীয় পুষ্টিকৰ উপাদান,ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ
1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন,1. ਮਾਪ 2. ਜੰਪ 3. ਮੁਲਾਂਕਣ
সূক্ষ্মতা,ਚੁਸਤ
সুজাননিক,ਸੁਜਾਨਿਕ
মূল্যায়ন,ਮੁਲਾਂਕਣ
ভাপ গেজ,ਭਾਫ਼ ਗੇਜ
বাষ্পীভৱন,evaportranspiration
চিৰন্তন বিপ্লৱ,ਸਦੀਵੀ ਇਨਕਲਾਬ
১.চিৰসেউজ ২.চিৰসেউজ,1. ਸਦਾਬਹਾਰ 2. ਸਦਾਬਹਾਰ
বিকাশ,ਵਿਕਾਸ
কাটি পেলোৱা,ਬੰਦ ਕਰ ਦਿਓ
পৰীক্ষয় (উৰ্বৰতা),ਪਰੀਕਸ਼ਯ (ਜਣਨ ਸ਼ਕਤੀ)
শোষণ,ਸ਼ੋਸ਼ਣ
১.অন্বেষণ ২.অন্বেষণ,1. ਖੋਜ 2. ਖੋਜ
১.এক্সট্ৰুচন ২.নিগমন,1. ਐਕਸਟਰਿਊਸ਼ਨ 2. ਨਿਕਾਸ
নয়ন,ਆਈ
1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ,1. ਫੈਕਟਰ 2. ਕੰਪੋਨੈਂਟ 3. ਫੈਕਟਰ 4. ਸਰੋਤ
কাৰক উৎপাদনশীলতা,ਕਾਰਕ ਉਤਪਾਦਕਤਾ
ট্ৰেডছমেনৰ ৰেহাই,ਵਪਾਰੀ ਦੀ ਛੋਟ
ফেক্টৰিয়েল ব্লক ডিজাইন,ਫੈਕਟੋਰੀਅਲ ਬਲਾਕ ਡਿਜ਼ਾਈਨ
বিকল্প,ਵਿਕਲਪਕ
১.পট্টি ২.পালিহাৰ,1. ਪੱਟੀ 2. ਪਾਲੀਹਾਰ
গোটেই অংশ,ਕੁੱਲ
ক্ষেত্ৰ মূল্যায়ন,ਖੇਤਰ ਦਾ ਮੁਲਾਂਕਣ
ফাৰ্ম বাজেট,ਖੇਤੀ ਬਜਟ
কৃষি ব্যৱসায়,ਖੇਤੀਬਾੜੀ ਕਾਰੋਬਾਰ
ক্ষেত্ৰ পৰিকল্পনা,ਖੇਤਰ ਦੀ ਯੋਜਨਾਬੰਦੀ
১.কৃষক ২.কৃষক,1. ਕਿਸਾਨ 2. ਕਿਸਾਨ
১.কৃষি ২.খেতি কৰা,1. ਖੇਤੀ 2. ਖੇਤੀ
সংঘৰ্ষ,ਟੱਕਰ
একাধিক প্ৰজনন,ਮਲਟੀਪਲ ਪ੍ਰਜਨਨ
কিম্বন,ਫਰਮੈਂਟੇਸ਼ਨ
উৰ্বৰতা,ਜਣਨ
সাৰ,ਖਾਦ
সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা,ਖਾਦ ਵਰਤਣ ਦੀ ਕੁਸ਼ਲਤਾ
আঁহযুক্ত,ਰੇਸ਼ੇਦਾਰ
১.পাম ২.এলেকা ৩.অৱস্থান,1. ਫਾਰਮ 2. ਖੇਤਰ 3. ਸਥਾਨ
মাটিৰ পানী ধৰি ৰখা,ਮਿੱਟੀ ਦੇ ਪਾਣੀ ਨੂੰ ਰੱਖਣ
ক্ষেত্ৰ প্ৰদৰ্শন,ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ
1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা,1. ਸਥਿਰਤਾ 2. ਫਿਕਸੇਸ਼ਨ 3. ਫਿਕਸੇਸ਼ਨ
1. প্লাৱন 2. গৰ্ভধাৰণ,1. ਡੁੱਬਣਾ 2. ਗਰਭਪਾਤ
ফ্ল&#39; ডায়াগ্ৰাম,ਵਹਾਅ ਚਿੱਤਰ
খাদ্য মূল্য,ਭੋਜਨ ਮੁੱਲ
পশুখাদ্য,ਚਾਰਾ
পুৰ্বানুমান,ਪੂਰਵ ਅਨੁਮਾਨ
অৰণ্য,ਜੰਗਲ
বনানীকৰণ,ਜੰਗਲਾਤ
১.তাদপৰ্ণ ২.ফৰ্ম,1. ਤਾਦਪਰਨ 2. ਰੂਪ
হিম প্ৰতিৰোধী,ਠੰਡ ਰੋਧਕ
১.পালা ২.ব্লাইট,1. ਪਾਲਾ 2. ਝੁਲਸ
1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন,1. ਜੰਮਿਆ ਹੋਇਆ 2. ਜੰਮਿਆ ਹੋਇਆ
অনুষ্ঠান,ਫੰਕਸ਼ਨ
১/ ফলৰ পতন ২.ফলৰ পতন,1. ਫਰੂਟ ਫਾਲ 2. ਫਰੂਟ ਫਾਲ
ফল হৈ পৰে,ਫਲ ਬਣ
1. ধূমপান 2. ধূমপান,1. ਧੁਨੀ 2. ਧੁੰਦ
ভেঁকুৰনাশক,ਉੱਲੀਨਾਸ਼ਕ
এন্টিফাংগেল,ਐਂਟੀਫੰਗਲ
ভেঁকুৰ,ਉੱਲੀ
১.খুদ ২.সীতা,1. ਖੁਦਾ 2. ਸੀਤਾ
1. সংযোজন 2. সংযোজন,1. ਫਿਊਜ਼ਨ 2. ਫਿਊਜ਼ਨ
কপাহী উল,ਕਪਾਹ ਉੱਨ
লোমশ,ਵਾਲਾਂ ਵਾਲਾ
১/ গছৰ ঘা ২.পিতিকা,1. ਰੁੱਖ ਦਾ ਫੋੜਾ 2. ਪਿਟਿਕਾ
1. গেমেট 2. গেমেট,1. ਗੇਮੇਟਸ 2. ਗੇਮੇਟਸ
১.বাৰী ২.বাগিচা,1. ਬਾਗ 2. ਬਾਗ
১.পান্সাল ২.হাইড্ৰমিটাৰ,1. ਪੰਸਲ 2. ਹਾਈਡਰੋਮੀਟਰ
জিন সংগ্ৰহ,ਜੀਨ ਸੰਗ੍ਰਹਿ
জিন টেগন,ਜੀਨ ਟੈਗਨ
বংশাৱলী,ਵੰਸ਼ਾਵਲੀ
জিন মেপ,ਜੀਨ ਨਕਸ਼ਾ
জেনেটিক্স,ਜੈਨੇਟਿਕਸ
১/ জিনম ২.সাংগেনে,1. ਜੀਨੋਮ 2. ਸੰਗੀਨ
সঞ্জিনী সংগ্ৰহ,ਸੰਜੀਨੀ ਸੰਗ੍ਰਹਿ
জিনমিক্স,ਜੀਨੋਮਿਕਸ
জিন প্ৰকাৰ,ਜੀਨੋਟਾਈਪ
১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ,1. ਜੀਨ ਬਣਤਰ 2. ਜੀਨ ਦੀ ਕਿਸਮ
বংশ,ਲਿੰਗ
১. প্ৰজাতি ২. বংশ,1. ਜੀਨਸ 2. ਵੰਸ਼
১.বীজাণু ২.বীজাণু,1. ਜਰਮ 2. ਕੀਟਾਣੂ
বীজাণুনাশক,ਕੀਟਾਣੂਨਾਸ਼ਕ
অংকুৰণ,ਉਗਣਾ
১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম,1. ਜਰਮਪਲਾਜ਼ਮ 2. ਜਰਮਪਲਾਜ਼ਮ
জিবেৰেলিক এচিড,gibberellic ਐਸਿਡ
গোটাওক,ਇਕੱਠਾ ਕਰਨਾ
তুষ,ਤੁਸ਼
১/ গ্লুটেন ২,1. ਗਲੁਟਨ 2. ਪੇਟੂ
গ্লাইকোলাইছিছ,glycolysis
বঢ়িয়া,ਵਧੀਆ
সোণালী বিপ্লৱ,ਸੁਨਹਿਰੀ ਇਨਕਲਾਬ
1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস,1. ਵਰਗੀਕਰਨ 2. ਵਰਗੀਕਰਨ 3. ਪੱਧਰੀਕਰਨ
1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ,1. ਗ੍ਰਾਫਟਡ ਪੌਦਾ 2. ਪੇਨਮਬਰਲ ਪਲਾਂਟ
কলম অসামঞ্জস্যপূৰ্ণ,ਕਲਮ ਅਸੰਗਤ
গ্ৰানা,ਗ੍ਰਾਨਾ
গ্ৰেনুলেচন,ਦਾਣੇ
সেউজীয়া গোবৰ,ਹਰੀ ਖਾਦ
সেউজ বিপ্লৱ,ਹਰੀ ਕ੍ਰਾਂਤੀ
