Bengali,Telugu
কাউন্টার,కౌంటర్
কাউন্টার অ্যাকশন,కౌంటర్ చర్య
কাউন্টার হলফনামা,కౌంటర్ అఫిడవిట్
কাউন্টার চার্জ,కౌంటర్ ఛార్జ్
পাল্টা দাবি,కౌంటర్ దావా
জাল মুদ্রা,నకిలీ కరెన్సీ
জাল,నకిలీ
জালিয়াতি,కౌంటర్ ఫాయిల్
পাল্টা প্রস্তাব,కౌంటర్ ఆఫర్
কাউন্টারসাইন,కౌంటర్సైన్
অভ্যুত্থান,తిరుగుబాటు
কুপন,కూపన్
কুরিয়ার,కొరియర్
কুরিয়ার সার্ভিস,కొరియర్ సేవ
অবশ্যই,కోర్సు
অধ্যয়নের কোর্স,అధ్యయనం యొక్క కోర్సులు
আদালত মামলা,కోర్టు కేసు
শ্লীলতা,మర్యాద
ছোট কারণ আদালত,చిన్న కారణాల న్యాయస్థానం
চুক্তি,ఒడంబడిక
আবরণ,కవర్
কভারেজ,కవరేజ్
চিঠি covering াকনা,కవరింగ్ లెటర్
মেমো covering েকে রাখা,కవరింగ్ మెమో
কভার নোট,గమనిక
ক্র্যাশ প্রোগ্রাম,క్రాష్ ప్రోగ్రామ్
ক্রিমি স্তর,క్రీము పొర
সৃষ্টি,సృష్టి
সৃজনশীল,సృజనాత్మక
সৃজনশীলতা,సృజనాత్మకత
ক্রেচে,క్రీచ్
শংসাপত্র কমিটি,క్రెడెన్షియల్స్ కమిట్
বিশ্বাসযোগ্যতা,విశ్వసనీయత
ক্রেডিট,క్రెడిట్
বিশ্বাসযোগ্য,విశ్వసనీయమైనది
ক্রেডিট পরামর্শ,క్రెడిట్ సలహా
ক্রেডিট এবং থ্রিফ্ট সোসাইটি,క్రెడిట్ మరియు పొదుపు సమాజం
ক্রেডিট কার্ড,క్రెడిట్ కార్డు
ঋণ সুবিধা,ఋణ వసతులు
ক্রেডিট এন্ট্রি,క్రెడిట్ ఎంట్రీ
ক্রেডিট নোট,క్రెడిట్ గమనిక
পাওনাদার,రుణదాత
শ্মশান,శ్మశానవాటిక
শ্মশান স্থল,శ్మశానవాటిక గ్రౌండ్
নাবিকদল,సిబ్బంది
অপরাধ,నేరం
বিশ্বাস লঙ্ঘন,నమ్మకంతో నేరస్థుడిని ఉల్లంఘించడం
ফৌজদারি আদালত,క్రిమినల్ కోర్ట్
অপরাধী অবহেলা,నేర నిర్లక్ష్యం
ফৌজদারি অপরাধ,క్రిమినల్ నేరం
ফৌজদারি কার্যবিধি কোড,క్రిమినల్ ప్రొసీజర్ కోడ్
সংকট,సంక్షోభం
দুর্যোগ ব্যাবস্থাপনা,సంక్షోభ నిర్వహణ
মানদণ্ড,ప్రమాణం
সমালোচনা,విమర్శ
ক্রস,క్రాస్
ক্রস ব্রিড,క్రాస్ బ్రీడ్
ভুল চেক করা,క్రాస్ చెకింగ్
ক্রস চেক,క్రాస్డ్ చెక్
ক্রস পরীক্ষা,క్రాస్ ఎగ్జామినేషన్
প্রতিনির্দেশ,ఆధార సూచిక
ক্রস ভোটদান,క్రాస్ ఓటింగ్
গুরুত্বপূর্ণ তারিখ,కీలకమైన తేదీ
অপরিশোধিত,ముడి
দোষাবহ নরহত্যা,అపరాధ నరహత్య
অপরাধী,అపరాధి
চাষ,సాగు
সাংস্কৃতিক বিনিময় প্রোগ্রাম,సాంస్కృతిక మార్పిడి కార్యక్రమం
ক্রমবর্ধমান,సంచిత
মুদ্রা,కరెన్సీ
মুদ্রা বিনিময়,ద్రవ్య మారకం
মুদ্রা নোট,కరెన్సీ గమనిక
কারেন্ট,ప్రస్తుత
চলতি হিসাব,వాడుక ఖాతా
বর্তমান কর্তব্য,ప్రస్తుత విధులు
বর্তমান অধিবেশন,ప్రస్తుత సెషన్
জীবন বৃত্তান্ত,కరికులం విటే
কার্টেল,కర్లేట్
কাস্টোডিয়ান,సంరక్షకుడు
হেফাজত,కస్టడీ
কাস্টম,ఆచారం
কাস্টম,ఆచారం
গতানুগতিক,ఆచారం
প্রথাগত পদ্ধতি,ఆచారం విధానం
শুল্ক,కస్టమ్ డ్యూటీ
ক্রেতা,కస్టమర్
গ্রাহক বান্ধব,కస్టమర్ ఫ్రెండ్లీ
কাস্টম পরীক্ষা,అనుకూల పరీక్ష
কেটে ফেলা,కత్తిరించండి
কাটা গতি,కట్ మోషన్
তারিখ কাটা,తేదీని కత్తిరించండి
সাইকেল,చక్రం
প্রতিদিন,రోజువారీ
দৈনিক ভাতা,రోజువారీ భత్యం
দৈনিক ডায়েরি,రోజువారీ డైరీ
দৈনিক নিবন্ধন,రోజువారీ రిజిస్టర్
দৈনিক প্রতিবেদন,రోజువారీ నివేదిక
প্রাত্যহিক কাজ,దినచర్య
দৈনিক মজুরি,రోజువారీ వేతనాలు
ডাক স্টেজ,డాక్ స్టేజ్
ডাক ট্রে,డాక్ ట్రే
ক্ষতি,నష్టం
ক্ষতি,నష్టాలు
বিপজ্জনক,ప్రమాదకరమైనది
সাহসী,ధైర్యం
ডেটা,సమాచారం
ডাটা,డేటా బ్యాంక్
তথ্যশালা,డేటా బేస్
তথ্য সংগ্রহ,వివరాల సేకరణ
ডেটা খাওয়ানো,డేటా దాణా
তথ্য প্রক্রিয়াজাতকরণ,డేటా ప్రాసెసింగ్
তারিখ,తేదీ
পৌছানোর তারিখ,రాక తేదీ
জন্ম তারিখ,పుట్టిన తేది
বহির্গমনের তারিখ,బయలుదేరే తేదీ
স্রাবের তারিখ,ఉత్సర్గ తేదీ
পরিপক্কতার তারিখ,పరిపక్వత తేదీ
প্রাপ্তির তারিখ,రశీదు తేదీ
তারিখ স্ট্যাম্প,తేదీ స్టాంప్
দিন পণ্ডিত,రోజు పండితుడు
দিন শিফট,డే షిఫ్ట్
অনুগ্রহের দিন,దయ యొక్క రోజులు
প্রতিদিনের কাজ,రోజు నుండి రోజు పని
মৃত অ্যাকাউন্ট,డెడ్ ఖాతా
শেষ তারিখ,గడువు
অচলাবস্থা,డెడ్లాక్
মৃত স্টক রেজিস্টার,డెడ్ స్టాక్ రిజిస్టర్
মৃত ওজন,చనిపోయిన బరువు
ডিল,ఒప్పందం
সহকারী ডিলিং,వ్యవహార సహాయకుడు
ডিলিং,వ్యవహారం
মৃত্যু বার্ষিকী,మరణ వార్షికోత్సవం
মহার্ঘ ভাতা,ప్రియమైన భత్యం
মৃত্যুর সুবিধা,మరణ ప్రయోజనం
মৃত্যু-কাম-অবসর গ্রহণের গ্র্যাচুয়িটি,డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ
সেবায় মৃত্যু,సేవలో మరణం
Deauthorizatioin,Deauthorizatioin
দেবর,డెబార్
ডেবিট,డెబిట్
ডেবিট পরামর্শ,డెబిట్ సలహా
Debt ণ,అప్పు
Debt ণ ব্যবস্থাপনা,రుణ నిర్వహణ
Deb ণগ্রহীতা,రుణగ్రహీత
মৃত,మరణించిన
শালীনতা,మర్యాద
বিকেন্দ্রীকরণ,వికేంద్రీకరణ
সিদ্ধান্ত ফ্যাক্টর,నిర్ణయాత్మక కారకం
সিদ্ধান্ত,నిర్ణయం
সিদ্ধান্ত গ্রহণ,నిర్ణయం తీసుకోవడం
সিদ্ধান্ত গ্রহণ প্রক্রিয়া,నిర్ణయం తీసుకునే ప్రక్రియ
ঘোষণা,ప్రకటన
আয়ের ঘোষণা,ఆదాయ ప్రకటన
ঘোষিত মান,ప్రకటించిన విలువ
শপথ ঘোষণা,ప్రమాణం చేయండి
ডিকোড,డీకోడ్
ডিকন্ট্রোল,డీకోంట్రోల్
সজ্জা,డెకోరం
হ্রাস,తగ్గుదల
ডিক্রি,డిక్రీ
উত্সর্গ,అంకితం
বাদ,మినహాయింపు
ছাড়,మినహాయింపు
উত্স এ ছাড়,మూలం వద్ద మినహాయింపు
বেতন থেকে ছাড়,జీతం నుండి మినహాయింపు
কাজ,దస్తావేజు
বন্ধকের দলিল,తనఖా యొక్క దస్తావేజు
গণ্য বিশ্ববিদ্যালয়,డీమ్డ్ విశ్వవిద్యాలయం
ডিফেস,Deface
ডি ফ্যাক্টো,వాస్తవ
ডিফলেশন,డీప్లేషన్
মানহানি,పరువు నష్టం
ডিফল্ট,డిఫాల్ట్
খেলাপি,డిఫాల్టర్
ত্রুটিযুক্ত,లోపభూయిష్ట
প্রতিরক্ষা,రక్షణ
প্রতিরক্ষা পরামর্শ,రక్షణ న్యాయవాది
প্রতিরক্ষা উত্পাদন,రక్షణ ఉత్పత్తి
প্রতিবাদী,ప్రతివాది
স্থগিত,వాయిదా వేయండి
স্থগিত ব্যয়,వాయిదా వేసిన వ్యయం
ডিফায়েন্স,ధిక్కరణ
ঘাটতি,లోటు
ঘাটতি বাজেট,లోటు బడ్జెట్
সংজ্ঞায়িত,నిర్వచించండి
অস্বীকার করুন,ధిక్కరించండి
অবক্ষয়,క్షీణత
ডিগ্রি,డిగ్రీ
দেজুরে,Dejure
বিলম্ব,ఆలస్యం
প্রতিনিধি,ప్రతినిధి
প্রতিনিধি কর্তৃপক্ষ,అప్పగించిన అధికారం
প্রতিনিধি,ప్రతినిధి బృందం
ক্ষমতার প্রতিনিধি,అధికారాల ప్రతినిధి బృందం
মুছে ফেলা,తొలగించు
মুছে ফেলা,తొలగింపు
ভেবেচিন্তে,ఉద్దేశపూర్వకంగా
আলোচনা,చర్చ
ডেলিসেন্সিং,రుచికరమైన
সীমানা,డీలిమిటేషన్
বিতরণ,బట్వాడా
বিতরণ,డెలివరీ
চাহিদা,డిమాండ్
চাহিদা নোট,డిమాండ్ గమనిక
সীমানা,సరిహద్దు
ডেমি-সরকারী,డెమి-అఫీషియల్
গণতন্ত্র,ప్రజాస్వామ్యం
প্রদর্শন,ప్రదర్శన
ডিমোরালাইজেশন,అవమానం
ডেমিউরেজ,డెమరేజ్
অস্বীকার,తిరస్కరణ
ডিনোমিনেশন,విలువ కలిగిన
ডি নভো,డి నోవో
অস্বীকার,తిరస్కరించండి
প্রস্থান,బయలుదేరండి
বিভাগ,విభాగం
বিভাগীয়,డిపార్ట్‌మెంటల్
বিভাগীয় ক্রিয়া,డిపార్ట్‌మెంటల్ చర్య
বিভাগীয় তদন্ত,డిపార్ట్‌మెంటల్ ఎంక్వైరీ
বিভাগীয় তদন্ত,విభాగ దర్యాప్తు
বিভাগীয় অনিয়ম,డిపార్ట్‌మెంటల్ అవకతవకలు
বিভাগীয় গ্রন্থাগার,డిపార్ట్‌మెంటల్ లైబ్రరీ
বিভাগীয় অবহেলা,విభాగ నిర్లక్ష్యం
বিভাগীয় অনুমতি,విభాగ అనుమతి
বিভাগীয় যোগ্যতা পরীক্ষা,డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్
প্রস্থান,నిష్క్రమణ
নির্ভরতা শংসাপত্র,డిపెండెన్సీ సర్టిఫికేట్
নির্ভরশীল,ఆధారపడి ఉంటుంది
নির্ভরযোগ্য শিশু,ఆధారపడిన పిల్లలు
মোতায়েন,మోహరించేందుకు
ডিপেন্টেন্ট,డిపోనెంట్
নির্বাসন,బహిష్కరణ
ডিপোজ,డిసెజ్
আমানত,డిపాజిట్
ডিপো,డిపో
অবচয়,తరుగుదల
হতাশ শ্রেণি,అణగారిన తరగతి
বঞ্চিত,కోల్పోతారు
ডেপুটেশন,డిప్యుటేషన్
ডেপুটেশন ভাতা,డిప్యుటేషన్ భత్యం
সহকারী,డిప్యూటీ
নিয়ন্ত্রিত,పునర్నిర్మించబడింది
দায়িত্ব পালনে অবহেলা,విధి యొక్క విడదీయడం
Ereveration,డెజర్వేషన్
অবমাননা,అవమానకరమైన
অবমাননাকর,అవమానకరమైన
অবমাননাকর মন্তব্য,అవమానకరమైన వ్యాఖ్య
বংশোদ্ভূত,వారసుడు
বর্ণনা,వివరణ
যোগ্য,అర్హమైనది
নকশা,రూపకల్పన
মনোনীত,నియమించండి
উপাধি,హోదా
প্রেরণ,డెస్పాచ్
প্রাণবধ নোট,డెస్పాచ్ నోట్
প্রেরণ নিবন্ধ,డెస్పాచ్ రిజిస్టర్
গন্তব্য,గమ్యం
নিঃস্ব,నిరాశ్రయుల
বিশদ,వివరాలు
বিশদ,వివరంగా
সনাক্ত করুন,గుర్తించడం
আটক,నిర్బంధ
ডিটেনু,డిటెనూ
সংকল্প,సంకల్పం
বাধা,నిరోధం
ক্ষতি,హాని
ক্ষতিকারক,హానికరం
অবমূল্যায়ন,విలువ తగ్గింపు
ধ্বংস,వినాశనం
উন্নয়ন,అభివృద్ధి
বিচ্যুত,విడదీయండి
যন্ত্র,పరికరం
ভক্তি,భక్తి
নির্ণয়,రోగ నిర్ధారణ
চিত্র,రేఖాచిత్రం
ডায়েরি,డైరీ
ডিক্টেশন,డిక్టేషన్
মারা যায় না,చనిపోతుంది
ডায়েট,ఆహారం
পরিপাক করা,డైజెస్ట్
মর্যাদাপূর্ণ,గౌరవప్రదమైన
মর্যাদা,గౌరవం
ডিগ্রেশন,డైగ్రెషన్
Dilatory,డైలేటరీ
দ্বিধা,సందిగ్ధత
পরিশ্রমী,శ్రద్ధ
মাত্রা,పరిమాణం
ডিপ্লোমা,డిప్లొమా
কূটনীতি,దౌత్యం
কূটনৈতিক অনাক্রম্যতা,దౌత్య రోగనిరోధక శక్తి
সরাসরি,డైరెక్ట్
সরাসরি প্রতিযোগিতা,ప్రత్యక్ష పోటీ
সরাসরি সাক্ষাত্কার,ప్రత్యక్ష ఇంటర్వ్యూ
অভিমুখ,దిశ
ডিরেক্টরি,డైరెక్టరీ
সরাসরি নিয়োগ,ప్రత్యక్ష నియామకం
অস্বীকার করুন,అనుమతించవద్దు
অক্ষমতা,వైకల్యం
প্রতিবন্ধী ব্যক্তি,వికలాంగుడు
অক্ষম সুবিধা,డిసేబుల్మెంట్ ప్రయోజనం
অসুবিধা,ప్రతికూలత
একমত,అంగీకరించలేదు
অস্বীকার করা,అనుమతించబడలేదు
অস্বীকৃতি,నిరాకరణ
বিপর্যয়,విపత్తు
দুর্যোগ ব্যবস্থাপনা,విపత్తూ నిర్వహణ
ডিসব্যান্ড,రద్దు
বিতরণ,పంపిణీ
বাতিল করা,విస్మరించండి
স্রাব,ఉత్సర్గ
স্রাব স্লিপ,ఉత్సర్గ స్లిప్
শাস্তিমূলক ব্যবস্থা,క్రమశిక్షణా చర్య
শৃঙ্খলাবদ্ধ পদ্ধতি,క్రమశిక్షణా విధానం
শৃঙ্খলা,క్రమశిక్షణ
অস্বীকার করুন,నిరాకరణ
প্রকাশ,బహిర్గతం
অসন্তুষ্টি,అసంతృప్తి
বিচ্ছিন্নতা,నిలిపివేత
বন্ধ করুন,నిలిపివేయండి
মতবিরোধ,అసమ్మతి
ছাড়,డిస్కౌంట్
আবিষ্কার,కనుగొనండి
কুখ্যাত,అపఖ్యాతి
তাত্পর্য,వ్యత్యాసం
বিচক্ষণতা,అభీష్టానుసారం
বিচক্ষণ অনুদান,విచక్షణ మంజూరు
বিবেচনামূলক ক্ষমতা,విచక్షణ శక్తి
বৈষম্য,వివక్ష
আলোচনা,చర్చ
অসাধু,నిజాయితీ
অসম্মান,అవమానం
বিভাজন,విచ్ఛిన్నం
ডিস্ক,డిస్క్
স্থানচ্যুতি,తొలగుట
অসাধু,నమ్మకద్రోహం
বরখাস্ত,రద్దుచేసే
বরখাস্ত,తొలగింపు
বরখাস্ত পদ্ধতি,తొలగింపు విధానం
অমান্য,అవిధేయత
ব্যাধি,రుగ్మత
বিশৃঙ্খলা,అస్తవ్యస్తత
বৈষম্য,అసమానత
প্রেরণ বিভাগ,డిస్పాచ్ విభాగం
বিতরণযোগ্য,పంపిణీ చేయదగినది
ছড়িয়ে ছিটিয়ে,చెదరగొట్టండి
বাস্তুচ্যুত,స్థానభ్రంశం
প্রদর্শন,ప్రదర్శన
অসন্তুষ্টি,అసంతృప్తి
নিষ্পত্তি,పారవేయడం
নিষ্পত্তি,పారవేసేందుకు
স্বভাব,స్థానభ్రంశం
নিষ্পত্তি,తొలగింపు
বিতর্ক,వివాదం
অযোগ্যতা,అనర్హత
উপেক্ষা,విస్మరించండి
ভাঙ্গন,అంతరాయం
অসন্তুষ্টি,అసంతృప్తి
মতবিরোধ,అసమ్మతి
বিপর্যয়,అపచారం
বিচ্ছিন্ন,డిసోసియేట్
দ্রবীভূত,రద్దు
দ্রবীভূত,కరిగించండి
দূর শিক্ষন,దూరవిద్య
ডিস্টিলি,డిస్టిలరీ
স্বতন্ত্র,విభిన్న
পার্থক্য,వేరు
বিকৃতি,వక్రీకరణ
সঙ্কট,బాధ
বিতরণ,పంపిణీ
বিতরণ,పంపిణీ
জেলা,జిల్లా
জেলা কেন্দ্র,జిల్లా కేంద్రం
ঝামেলা,భంగం
ডিট্টো,డిట్టో
ডাইভার্সন,మళ్లింపు
লভ্যাংশ,డివిడెండ్
বিভাগ,విభజన
বিবাহবিচ্ছেদ,విడాకులు
ডকেট,డాకెట్
ডাক্তার,వైద్యుడు
নথি,పత్రం
দালিলিক প্রমাণ,డాక్యుమెంటరీ సాక్ష్యం
ডকুমেন্টেশন,డాక్యుమెంటేషన్
আবাস,నివాసం
আবাসিক শংসাপত্র,నివాస ధృవీకరణ పత్రం
প্রভাবশালী,ఆధిపత్యం
অনুদান,విరాళం
ডসিয়ার,డోసియర్
সন্দেহজনক,సందేహాస్పదంగా
ডোভ টেলিং,డోవ్ టైలింగ్
ডাউন গ্রেড,డౌన్ గ్రేడ్
খসড়া,ముసాయిదా
খসড়া উত্তর,ముసాయిదా ప్రత్యుత్తరం
কঠোর পরিমাপ,తీవ్రమైన కొలత
অঙ্কন,డ్రా
ড্রয়ার,డ్రాయర్
অঙ্কন,డ్రాయింగ్
খরা,కరువు
শুকনো প্রচার,పొడి ప్రమోషన్
দ্বৈত চার্জ,ద్వంద్వ ఛార్జ్
দ্বৈত নাগরিকত্ব,ద్వంద్వ పౌరసత్వం
বাকি,గడువు
যথাযথ পরিশ্রম,తగిన శ్రద్ధ
বকেয়া,బకాయిలు
যথাযথভাবে,సరిగా
নকল,నకిలీ
সময়কাল,వ్యవధి
ডুরেস,డ్యూరెస్
ডিউটি,విధి
শুল্ক ভাতা,విధి భత్యం
ডিউটি ​​চার্ট,డ్యూటీ చార్ట్
শুল্ক ছুটি,డ్యూటీ సెలవు
ডিউটি ​​রুম,డ్యూటీ రూమ్
মারা যাওয়ার ঘোষণা,డైయింగ్ డిక్లరేషన్
গতিশীলতা,డైనమిక్స్
ইয়ারমার্ক,కేటాయింపు
অর্জিত ছুটি,సంపాదించిన సెలవు
উপার্জন,ఆదాయాలు
পরিবেশ বান্ধব,పర్యావరణ అనుకూలమైనది
বাস্তুশাস্ত্র,ఎకాలజీ
অর্থনৈতিক,ఆర్థిక
অর্থনৈতিক শোষণ,ఆర్థిక దోపిడీ
অর্থনীতি,ఆర్థిక వ్యవస్థ
অর্থনীতি শ্রেণি,ఎకానమీ తరగతి
সম্পাদনা,ఎడిటింగ్
সংস্করণ,ఎడిషన్
সম্পাদকীয়,సంపాదకీయం
শিক্ষা,చదువు
শিক্ষামূলক ক্যারিয়ার,విద్యా వృత్తి
শিক্ষা প্রতিষ্ঠান,ఎడ్యుకేషనల్ ఇన్స్టిట్యూట్
শিক্ষাগত যোগ্যতা,అర్హతలు
প্রভাব,ప్రభావం
কার্যকর,ప్రభావవంతమైనది
কার্যকর দিন,ప్రభావవంతమైన తేదీ
প্রভাব,ప్రభావాలు
কার্যকারিতা,సమర్థత
দক্ষতা,సామర్థ్యం
দক্ষ,సమర్థవంతమైనది
বহিষ্কার,ఎజెక్ట్మెంట్
বিস্তৃত,విస్తృతమైన
Elapse,సాపేక్ష
নির্বাচিত প্রতিনিধি,ఎన్నుకోబడిన ప్రతినిధి
নির্বাচন,ఎన్నికల
নির্বাচনী কলেজ,ఎలక్టోరల్ కాలేజీ
ভোটার,ఓటర్లు
বিদ্যুতায়ন,విద్యుదీకరణ
ইলেকট্রনিক মিডিয়া,ఎలక్ట్రానిక్ మీడియా
প্রাথমিক,ప్రాథమిక
যোগ্যতা,అర్హత
যোগ্যতা পরীক্ষা,అర్హత పరీక్ష
নির্মূল,ఎలిమినేషన్
স্পষ্টতা,వాగ్ధాటి
বিব্রত করা,ఇబ్బంది
আত্মসাৎ,అపహరణ
প্রতীক,చిహ్నం
এমবসিং সিল,ఎంబోసింగ్ సీల్
জরুরী,అత్యవసర పరిస్థితి
জরুরী ত্রাণ,అత్యవసర ఉపశమనం
জরুরী,ఎమర్జెంట్
অভিবাসন,వలస
ইমোলমেন্টস,ఎమోల్యూమెంట్స్
এম্প্যানেলমেন্ট,ఎంపానెల్మెంట్
সহমর্মিতা,సానుభూతిగల
নিয়োগ,ఉద్యోగం
কর্মচারী,ఉద్యోగి
কর্মচারী অংশগ্রহণ,ఉద్యోగుల భాగస్వామ్యం
কর্মচারীর অবদান,ఉద్యోగి సహకారం
কর্মচারীর প্রভিডেন্ট ফান্ড,ఉద్యోగి యొక్క ప్రావిడెంట్ ఫండ్
নিয়োগকর্তা,యజమాని
কর্মসংস্থান,ఉపాధి
কর্মসংস্থান বিনিময়,ఉపాధి మార్పిడి
কর্মসংস্থান বিজ্ঞপ্তি,ఉపాధి నోటీసు
কর্মসংস্থান অফিস,ఉపాధి కార్యాలయం
ক্ষমতায়ন,సాధికారత
ক্ষমতায়ন,సాధికారత
আইন,అమలు
আইন,చట్టం
সব একসাথে,ఎన్ బ్లాక్
এনক্যাশ,ENCASH
ঘিরা,పరివేష్టిత
উত্সাহ,ప్రోత్సాహం
সীমালঙ্ঘন,ఆక్రమణ
Encumbrance,ఎన్‌కంబ్రాన్స్
অনুমোদন করা,ఎండోర్స్
এন্ডোমেন্ট,ఎండోమెంట్
শেষ পণ্য,ముగింపు ఉత్పత్తి
শক্তি,శక్తి
প্রয়োগ,అమలు
জড়িত,నిమగ్నమవ్వండి
বর্ধন,మెరుగుదల
নির্দেশ দিন,ఆంథ్యం
En মাস,ఎన్ మాస్సే
অনুসন্ধান,విచారణ
তালিকাভুক্ত,నమోదు
তালিকাভুক্তি (= তালিকাভুক্তি),నమోదు (= నమోదు)
তালিকাভুক্তি নম্বর,నమోదు సంఖ్య
Enroute,దారిలో
আগত,తరువాత
নিশ্চিত করা,నిర్ధారించడానికి
প্রবেশ করুন,నమోదు చేయండి
এন্টারপ্রাইজ,ఎంటర్ప్రైజ్
বিনোদন,వినోదం
বিনোদন,వినోదం
এনটাইটেল,అర్హత
অধিকারী,అర్హత
এনটাইটেলমেন্ট,అర్హత
প্রবেশদ্বার,ప్రవేశం
প্রবেশকারী,ప్రవేశం
প্রবেশ,ప్రవేశం
অনভিজ্ঞ স্তরের চাকরি,ప్రవేశ స్థాయి ఉద్యోగం
গণনা,గణన
পরিবেশ,పర్యావరణం
দূত,రాయబారి
মহামারী,అంటువ్యాధి
এপিটোম,ఎపిటోమ్
সমতা,సమానత్వం
ভারসাম্য,సమతౌల్య
সরঞ্জাম,పరికరాలు
ইক্যুইটি,ఈక్విటీ
সমতুল্য,సమానం
সমতুল্য,సమస్యాత్మక
নির্মূল,నిర్మూలించేందుకు
এরতা,లోపటా
ত্রুটি,లోపం
ক্রমবর্ধমান,ఎస్కలేషన్
এসকর্ট,ఎస్కార్ట్
অপরিহার্য,అవసరం
প্রতিষ্ঠা,స్థాపన
অনুমান,అంచనా
আনুমানিক খরচ,అంచనా ఖర్చు
নীতিশাস্ত্র,నీతి
শিষ্টাচার,మర్యాద
অপসারণ,తరలింపు
এড়ানো,తప్పించుకుంటుంది
মূল্যায়ন,మూల్యాంకనం
জোড় সংখ্যা,సరి సంఖ్య
শেষ,చివరికి
উচ্ছেদ,తొలగింపు
প্রমান,సాక్ష్యం
বিবর্তিত,పరిణామం
ঠিক,ఖచ్చితమైనది
পরীক্ষা,పరీక్ష
পরীক্ষা,ఎగ్జామినే
পরীক্ষক,ఎగ్జామినర్
উদাহরণ,ఉదాహరణ
খনন,తవ్వకం
দুর্দান্ত,అద్భుతమైన
ব্যতিক্রম,మినహాయింపు
ব্যতিক্রমী,అసాధారణమైనది
অতিরিক্ত,అదనపు
বিনিময়,మార్పిడి
এক্সিকিউয়ার,ఖజానా
আবগারি (= আবগারি শুল্ক),ఎక్సైజ్ (= ఎక్సైజ్ డ్యూటీ)
বাদ দিন,మినహాయించండి
এক্সক্লুসিভ,ప్రత్యేకమైనది
ক্ষমা,సాకు
এক্সিকিউট,అమలు చేయండి
কার্যনির্বাহী,ఎగ్జిక్యూటివ్
কার্যনির্বাহী কমিটি,కార్య నిర్వాహక కమిటీ
নির্বাহী ক্ষমতা,ఎగ్జిక్యూటివ్ పవర్
এক্সিকিউটিভস,ఎగ్జిక్యూటివ్స్
এক্সিকিউটিভ স্টাফ,ఎగ్జిక్యూటివ్ సిబ్బంది
ছাড়,మినహాయింపు
ছাড়,మినహాయింపు
অনুশীলন,వ్యాయామం
প্রাক্তন গ্র্যাটিয়া,మాజీ గ్రాటియా
প্রাক্তন গ্রেটিয়া পেমেন্ট,మాజీ గ్రాటియా చెల్లింపు
নিষ্কাশন,ఎగ్జాస్ట్
সম্পূর্ণ,సమగ్ర
প্রদর্শন,ప్రదర్శన
এক্সিজেন্সি,బహిర్గతం
এক্সিম নীতি,ఎక్సిమ్ పాలసీ
প্রস্থান,బయటకి దారి
প্রস্থান সাক্ষাত্কার,నిష్క్రమణ ఇంటర్వ్యూ
প্রস্থান নীতি,నిష్క్రమణ విధానం
প্রস্থান জরিপ,ఎగ్జిట్ పోల్
পদাধিকারবলে,మాజీ ఉద్యోగి
বহিষ্কার,ఎక్సోనెరేట్
সম্প্রসারণ,విస్తరణ
প্রাক্তন অংশ,మాజీ పార్టే
প্রবাসী,బహిష్కరణ
সমীচীন,ప్రయోజనకరమైన
ত্বরান্বিত করা,వేగవంతం చేయండి
বহিষ্কার করা,బహిర్గతం
ব্যয়,వ్యయం
অভিজ্ঞতা,అనుభవం
পরীক্ষা,ప్రయోగం
বিশেষজ্ঞ,నిపుణుడు
মেয়াদোত্তীর্ণ,గడువు
মেয়াদোত্তীর্ণ তারিখ,గడువు తీరు తేదీ
ব্যাখ্যা,వివరణ
স্পষ্ট,స్పష్టంగా
শোষণ,దోపిడీ
অন্বেষণ,అన్వేషించండి
বিস্ফোরণ,పేలుడు
রফতানি,ఎగుమతి
প্রাক্তন পোস্ট ফ্যাক্টো,మాజీ పోస్ట్ వాస్తవం
প্রকাশ করা,ఎక్స్‌ప్రెస్
অভিব্যক্তি,వ్యక్తీకరణ
তাড়ানো,బహిష్కరణ
প্রসারণ,ఎక్స్‌క్గెన్స్
প্রসারিত করা,విస్తరించండి
ব্যাপ্তি,విస్తృతమైన
বাহ্যিক,బాహ్య
চাঁদাবাজি,దోపిడీ
অতিরিক্ত,అదనపు
নির্যাস,సారం
অসাধারণ,అసాధారణ
অসংযত,విపరీత
চরমপন্থী,ఉగ్రవాది
এক্সট্রোভার্ট,ఎక్స్‌ట్రావర్ట్
চোখের সাক্ষী,కంటి సాక్షి
বানোয়াট,కల్పించండి
পরিচিতি,ముఖ విలువ
সহজতর করা,సులభతరం
সুবিধা,సౌకర్యం
ফ্যাসিমাইল,ఫేస్‌సిమైల్
সত্য,వాస్తవం
দলীয়তা,కక్షవాదం
ফ্যাক্টর,కారకం
কারখানা,ఫ్యాక్టరీ
সত্য,వాస్తవం
অনুষদ,అధ్యాపకులు
ব্যর্থ,విఫలం
মেলা,ఫెయిర్
বিশ্বাস,విశ్వాసం
নকল,నకిలీ
পরিবার,కుటుంబం
দুর্ভিক্ষ,కరువు
ভাড়া,ఛార్జీల
বিদায়কালীন অনুষ্ঠান,వీడ్కోలు
কৃষিকাজ,వ్యవసాయం
ক্লান্তি,అలసట
দোষ,తప్పు
আনুকূল্য,అనుకూలంగా
সম্ভাব্যতা,సాధ్యత
