Assamese,Bengali
বিষণ্ণতাৰ কোণ,বিষণ্নতা কোণ
"ব্যুৎপত্তি, ব্যুৎপত্তি, পাৰ্থক্য","derivation, derivative, differentiation"
"ডেৰাইভেটিভ, ডেৰাইভেটিভ","derivative, derivative"
ব্যুৎপন্ন পৰিসৰ,প্রাপ্ত পরিসীমা
ব্যুৎপত্তি কৰা গোট,প্রাপ্ত সেট
"অৱতৰণ কৰা, অৱতৰণ কৰা","descending, descending"
অৱনমিত ক্ৰম,অবরোহী ক্রম
অৱনমিত পৰিসৰ,অবরোহী পরিসীমা
প্ৰক্ষেপণ জ্যামিতি,প্রজেক্টিভ জ্যামিতি
বৰ্ণনাত্মক আৰ্হি,বর্ণনামূলক মডেল
বৰ্ণনাত্মক পৰিসংখ্যা,বর্ণনামূলক পরিসংখ্যান
"ডিজাইন কৰা, ডিজাইন কৰা, ডিজাইন কৰা (ed.), ডিজাইন কৰা, ডিজাইন কৰা (n.)","ডিজাইন করা, ডিজাইন করা, ডিজাইন করা (ed.), ডিজাইন করা, ডিজাইন করা (n.)"
পৰীক্ষাৰ ডিজাইন,পরীক্ষার নকশা
ডেস্ক কেলকুলেটৰ,ডেস্ক ক্যালকুলেটর
"চিনাক্তকৰণ, ধৰা পেলোৱা","সনাক্তকরণ, সনাক্তকরণ"
"নিৰ্ণায়ক, নিৰ্ণায়ক, নিৰ্ণায়ক","নির্ধারক, নির্ধারক, নির্ধারক"
নিৰ্ধাৰিত ক্ৰম,নির্ধারক আদেশ
নিৰ্ধাৰণ কৰিবলৈ,নির্ধারণ
নিৰ্ধাৰিত আৰ্হি,নির্ধারক মডেল
নিৰ্ধাৰিত সমস্যা,নির্ধারক সমস্যা
বিচ্যুতি,বিচ্যুতি
বিচ্যুতি সহগ,বিচ্যুতি সহগ
বাইনাৰী ব্যৱস্থা,বাইনারি সিস্টেম
"তিৰ্যক হাইপ&#39;টেনাছ,",তির্যক কর্ণ
মেট্ৰিক্স তিৰ্যকীকৰণ,ম্যাট্রিক্স তির্যককরণ
"তিৰ্যক মেট্ৰিক্স, তিৰ্যক মেট্ৰিক্স","ডায়াগোনাল ম্যাট্রিক্স, ডায়াগোনাল ম্যাট্রিক্স"
তিৰ্যক সমতা,তির্যক সমতা
ডায়েগ্ৰাম,চিত্র
অংকন পদ্ধতি,অঙ্কন পদ্ধতি
চিত্ৰাঙ্কিত উপস্থাপন,গ্রাফিকাল উপস্থাপনা
ব্যাস,ব্যাস
ব্যাস নিৰ্ধাৰণ কৰক,ব্যাস সেট করুন
ডায়েমেট্ৰিকভাৱে বিপৰীত,diametrically বিপরীত
"ক্ৰছফায়াৰ, পাশা নিক্ষেপ কৰা","ক্রসফায়ার, পাশা নিক্ষেপ"
উভচৰ শ্ৰেণীবিভাজন,উভচর শ্রেণিবিন্যাস
"bifurcation, আধা","বিভাজন, অর্ধেক"
অভিধান,অভিধান
ডিফাৰেন্সিয়েল কেলকুলাছ,অন্তরীকরণ ক্যালকুলাস
অৱভেদ্য সমীকৰণ,আঙ্গক
ডিফাৰেন্সিয়েল সূত্ৰ,ডিফারেনশিয়াল সূত্র
ডিফাৰেন্সিয়েল পদ্ধতি,পার্থক্য পদ্ধতি
গোটৰ পাৰ্থক্য,সেটের পার্থক্য
ভিন্নতামূলক,পার্থক্যযোগ্য
ডিফাৰেন্সিয়েল কাৰ্ভ,ডিফারেনশিয়াল বক্ররেখা
ডিফাৰেন্সিয়েল ফাংচন,ডিফারেনশিয়াল ফাংশন
"ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, আন্তঃপৰীক্ষামূলক, আন্তঃসংস্থা, পাৰ্থক্য","ডিফারেনশিয়াল, ডিফারেনশিয়াল, ডিফারেনশিয়াল, ইন্টারট্রায়াল, ইন্টারএজেন্সি, ডিফারেনশিয়াল"
ডিফাৰেন্সিয়েল মেথ,ডিফারেনশিয়াল ম্যাথ
ডিফাৰেন্সিয়েল সহগ,ডিফারেনশিয়াল সহগ
অৱভেদ্য সমীকৰণ,আঙ্গক
ডিফাৰেন্সিয়েল কলিচন,ডিফারেনশিয়াল সংঘর্ষ
ডিফাৰেন্সিয়েল সূত্ৰ,ডিফারেনশিয়াল সূত্র
ডিফাৰেন্সিয়েল ফাংচন,ডিফারেনশিয়াল ফাংশন
ডিফাৰেন্সিয়েল জ্যামিতি,ডিফারেনশিয়াল জ্যামিতি
উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল,উচ্চ ক্রম পার্থক্য
ডিফাৰেন্সিয়েল ছেগমেণ্ট,ডিফারেনশিয়াল সেগমেন্ট
পাৰ্থক্য কৰা,পার্থক্য করা
"পাৰ্থক্য, পাৰ্থক্য","পার্থক্য, পার্থক্য"
ডিফাৰেন্সিয়েল সূত্ৰ,ডিফারেনশিয়াল সূত্র
ভেক্টৰৰ পাৰ্থক্য,ভেক্টরের পার্থক্য
"প্ৰসাৰণ, প্ৰসাৰণ","diffusion, diffusion"
"সংখ্যা, ডায়েডেম, আঙুলি","numeral, diadem, finger"
ডিজিটেল কম্পিউটাৰ,ডিজিটাল কম্পিউটার
অংকি দত্ত,অঙ্কিকা দত্ত
"পৰিসৰ, প্ৰস্থ, মাত্ৰা, শক্তি","ব্যাপ্তি, প্রস্থ, মাত্রা, শক্তি"
মাত্ৰাগততা,মাত্রিকতা
মাত্ৰাহীন,মাত্রাহীন
সমীকৰণৰ মাত্ৰা,সমীকরণ মাত্রা
ডাইঅ’ফেন্টাছৰ সমীকৰণ,ডায়োফ্যান্টাসের সমীকরণ
পতনৰ কোণ,পতনের কোণ
ডাইপোল স্থানাংক,ডাইপোল স্থানাঙ্ক
ডাইপোল,ডাইপোল
বাইপিৰামিড,বাইপিরামিড
dirac ডেল্টা ফাংচন,ডিরাক ডেল্টা ফাংশন
সাধাৰণ স্পৰ্শক,সাধারণ স্পর্শক
সোঁকোণ,সমকোণ
প্ৰত্যক্ষ ৰেখা,সরাসরি লাইন
স্থান ব্যুৎপত্তি,স্থান ডেরিভেটিভ
"ডাইকোচিন, ডাইকো-কোচাইন","ডিকোসাইন, ডিকো-কোসাইন"
ৰ দিশটো সৰ্বোচ্চ,সর্বোচ্চ দিক
প্ৰজেকচন দিশ,অভিক্ষেপ দিক
দিশ অনুপাত,দিক অনুপাত
নিয়ন্ত্ৰণ বৃত্ত,নিয়ন্ত্রক চক্র
নিয়ন্ত্ৰক বৃত্ত,নিয়ন্ত্রক বৃত্ত
এনুলোমা প্ৰডাক্ট,অনুলোমা পণ্য
"প্ৰত্যক্ষ প্ৰমাণ, প্ৰত্যক্ষ প্ৰমাণ","সরাসরি প্রমাণ, সরাসরি প্রমাণ"
ক্ৰমিক অনুপাত,অনুক্রমিক অনুপাত
ভাগ্য,নিয়তি
anuloma যোগফল,অনুলোমা যোগফল
disjointed set,বিচ্ছিন্ন সেট
"discontinuity, বিচ্ছিন্নতা, বিচ্ছিন্নতা","discontinuity, discontinuity, break"
ডেৰাইভেটিভৰ বিচ্ছিন্নতা,ডেরিভেটিভের বিচ্ছিন্নতা
প্ৰথম ধৰণৰ বিচ্ছিন্নতা,প্রথম ধরনের বিরতি
দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা,দ্বিতীয় প্রকার বিরতি
বিচ্ছিন্ন বিতৰণ,অবিচ্ছিন্ন বিতরণ
বিচ্ছিন্ন কাৰ্য্য,অবিচ্ছিন্ন ফাংশন
বিচ্ছিন্ন ভ্যাৰিয়েন্স,অবিচ্ছিন্ন পার্থক্য
কণা,কণা
বিচ্ছিন্ন বিতৰণ,অবিচ্ছিন্ন বিতরণ
বিচ্ছিন্ন সম্ভাৱনা বিতৰণ,অবিচ্ছিন্ন সম্ভাব্যতা বন্টন
বিচ্ছিন্ন যাদৃচ্ছিক চলক,অবিচ্ছিন্ন এলোমেলো পরিবর্তনশীল
বিচ্ছিন্ন নমুনা স্থান,অবিচ্ছিন্ন নমুনা স্থান
বিচ্ছিন্ন সমষ্টি,বিযুক্ত সমষ্টি
বিচ্ছিন্ন জনসংখ্যা,বিচ্ছিন্ন জনসংখ্যা
বিচ্ছিন্ন অৱস্থা,পৃথক রাষ্ট্র
বিচ্ছিন্ন ভ্যাৰিয়েন্স,অবিচ্ছিন্ন পার্থক্য
বিতৰণ কৰ,বিতরণ কর
বৈষম্যমূলক বিশ্লেষণ,বৈষম্যমূলক বিশ্লেষণ
disjointed,বিচ্ছিন্ন
disjointed ইভেন্ট,বিচ্ছিন্ন ঘটনা
disjointed set,বিচ্ছিন্ন সেট
disjoint সন্নিৱিষ্ট কৰা,বিচ্ছিন্ন সন্নিবেশ
"disjunction, যুক্তিসংগত যোগফল","disjunction, rational sum"
"বিক্ষিপ্ততা, বিক্ষিপ্ততা","dispersion, scattering"
বিক্ষিপ্ততা লেখচিত্ৰ,বিচ্ছুরণ চার্ট
বিক্ষিপ্ততা সূচকাংক,বিচ্ছুরণ সূচক
বিক্ষিপ্ততা ডায়েগ্ৰাম,বিচ্ছুরণ চিত্র
বিক্ষিপ্ততা মেট্ৰিক্স,বিচ্ছুরণ ম্যাট্রিক্স
স্থানচ্যুতি,উত্পাটন
প্ৰদৰ্শন,প্রদর্শনী
কনছ&#39;ল,কনসোল
"অসমান, অসমান","অসম, অসম"
ক্ষয়কাৰী বল,অপসারণ শক্তি
দূৰত্বৰ ফলন,দূরত্ব ফাংশন
দূৰত্ব মডুলাছ,দূরত্ব মডুলাস
অবিতৰণমূলক,অ বিতরণকারী
"বিতৰণ নিয়ম, বিতৰণ নিয়ম","বন্টন নিয়ম, বন্টন নিয়ম"
"to dissipate, বিসৰ্জন কৰা","নষ্ট করা, নষ্ট করা"
"বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা","ভিন্নতা, বিচ্যুতি, বিচ্যুতি"
বিচ্ছিন্নতা উপপাদ্য,ভিন্নতা উপপাদ্য
ডাইভাৰ্জেন্ট,ভিন্নমুখী
বিচ্ছিন্ন পৰিসৰ,ভিন্ন পরিসীমা
বিভক্ত পাৰ্থক্য,বিভক্ত পার্থক্য
"বিভাজনযোগ্যতা, বিভাজনযোগ্যতা","বিভাজ্যতা, বিভাজ্যতা"
"বিভাজ্য, বিভাজ্য","বিভাজ্য, বিভাজ্য"
"বিভাজন, বিভাজন, বিভাজন","বিভাগ, বিভাগ, বিভাগ"
বিভাজন এলগৰিদম,বিভাগ অ্যালগরিদম
স্প্লিট ৰিং,ভগ্ন চক্র
চতুৰ্ভুজ,চতুর্ভুজ
decagon,দশভুজ
"ডমেইন, ডমেইন, প্ৰদেশ, ভূখণ্ড","ডোমেইন, ডোমেইন, প্রদেশ, অঞ্চল"
কাৰ্য্যৰ ডমেইন,ফাংশনের ডোমেইন
সংজ্ঞা-প্ৰদেশ,সংজ্ঞা-প্রদেশ
অস্তিত্বৰ অৱস্থা,অস্তিত্বের অবস্থা
অভাৰৰাইডিং ডিভাইচ,ওভাররাইডিং ডিভাইস
ডপলাৰ ইফেক্ট,ডপলার এফেক্ট
"পইণ্ট প্ৰডাক্ট, স্কেলাৰ প্ৰডাক্ট","পয়েন্ট পণ্য, স্কেলার পণ্য"
বিন্দুযুক্ত বক্ৰ,বিন্দুযুক্ত বক্ররেখা
ডুৱেল ডিফাৰেন্সিয়েল,দ্বৈত পার্থক্য
ডাবল ঘাতীয় বিতৰণ,ডবল সূচকীয় বন্টন
ডাবল কইল,ডবল কুণ্ডলী
বাইনাৰী অখণ্ড,বাইনারি অবিচ্ছেদ্য
বাইনাৰী সংহতি,বাইনারি ইন্টিগ্রেশন
ডাবল লিমিট,দ্বিগুণ সীমা
ডাবল নমুনা সংগ্ৰহৰ ইভেন্ট,ডবল স্যাম্পলিং ইভেন্ট
ডাবল ক্ৰম,ডবল ক্রম
ডাবল ছিৰিজ,ডবল সিরিজ
ডাবল-সংলগ্ন সংকেত,ডবল-সংযুক্ত স্বরলিপি
ডাবল কম্পাইলেচন,ডবল সংকলন
তললৈ ত্বৰণ,নিম্নগামী ত্বরণ
তললৈ স্থানান্তৰিত হোৱা,নিম্নগামী স্থানচ্যুতি
তললৈ গতি,নিম্নগামী গতি
তললৈ যোৱা বেগ,নিম্নগামী বেগ
ট্ৰেকচন,আকর্ষণ
ট্ৰেকচন বল,ট্র্যাকশন বল
"দ্বৈত দ্বৈততা,",দ্বৈত দ্বৈততা
ডুৱেল বেচ,দ্বৈত ভিত্তি
দ্বৈত আভ্যন্তৰীণ উৎপাদন,দ্বৈত অভ্যন্তরীণ পণ্য
ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা
"ডাবল অপাৰেচন, ডুৱেল অপাৰেচন","ডবল অপারেশন, ডুয়াল অপারেশন"
দ্বৈত সমস্যা,দ্বৈত সমস্যা
ডুৱেল একক এলগৰিদম,দ্বৈত একক অ্যালগরিদম
দ্বৈত একক পদ্ধতি,দ্বৈত একক পদ্ধতি
দ্বৈত স্থান,দ্বৈত স্থান
ডুৱেল ভেৰিয়েবল,দ্বৈত পরিবর্তনশীল
দ্বৈত ভেক্টৰ স্থান,দ্বৈত ভেক্টর স্থান
নিৰৱ সূচকাংক,নীরব সূচক
নিৰৱ ফুটাৰ,নীরব ফুটার
নীৰৱ চুক্তি,নীরব চুক্তি
নিৰৱ চলক,নীরব পরিবর্তনশীল
ডুপ্লিকেচন,নকল
গতিশীল,গতিশীল
গতিশীল ব্যৱস্থা,গতিশীল সিস্টেম
গতিশীল চাহিদা কাৰ্য্য,গতিশীল চাহিদা ফাংশন
গতিশীল আৰ্হি,গতিশীল মডেল
ডাইনামিক প্ৰগ্ৰেমিং,গতিশীল প্রোগ্রামিং
ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি,গতিশীল প্রোগ্রামিং পদ্ধতি
ডাইনামিক প্ৰগ্ৰেমিং কৌশল,গতিশীল প্রোগ্রামিং কৌশল
"গতিশীলতা, গতিশীলতা","গতিবিদ্যা, গতিবিদ্যা"
কণা গতিবিদ্যা,কণা গতিবিদ্যা
কঠিন শৰীৰৰ গতিশীলতা,অনমনীয় শরীরের গতিবিদ্যা
"পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী সংস্পর্শ (ver.)","পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবীর যোগাযোগ (ver.)"
ভূমিকম্পৰ তীব্ৰতা,ভূমিকম্পের তীব্রতা
কেন্দ্ৰীয়তা,উদ্ভটতা
ধাৰণা,ধৃষ্টতা
অৰ্থনৈতিক পূৰ্বাভাস,অর্থনৈতিক পূর্বাভাস
অৰ্থনীতিবিদ,অর্থনীতিবিদ
অৰ্থনীতি,অর্থনীতি
অৰ্থনীতি,অর্থনীতি
"কোৰ, প্ৰান্ত, ছিদ্ৰ","কোর, প্রান্ত, টিয়ার"
সমষ্টিগত কোৰৰ সন্মুখীন হোৱা,সামগ্রিক কোর সম্মুখীন
দক্ষতা সূচকাংক,দক্ষতা সূচক
বৈশিষ্ট্যপূৰ্ণ উপাদান,চরিত্রগত উপাদান
বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য,চরিত্রগত ফাংশন
"eigen মান, বৈশিষ্ট্যপূৰ্ণ মান","eigen মান, চরিত্রগত মান"
বৈশিষ্ট্যপূৰ্ণ মূল্য সমীকৰণ,বৈশিষ্ট্যগত মান সমীকরণ
"eigen ভেক্টৰ, বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ","আইজেন ভেক্টর, চরিত্রগত ভেক্টর"
ইলাষ্টিক,ইলাস্টিক
ইলাষ্টিক ঢালাই,ইলাস্টিক ঢালাই
ইলাষ্টিক ভাৰসাম্য,ইলাস্টিক ভারসাম্য
ইলাষ্টিকতা,স্থিতিস্থাপকতা
ইলাষ্টিকতা পৃষ্ঠা,স্থিতিস্থাপকতা পৃষ্ঠা
"ইলেক্ট্ৰনিক কম্পিউটাৰ, ইলেক্ট্ৰনিক কম্পিউটাৰ","ইলেকট্রনিক কম্পিউটার, ইলেকট্রনিক কম্পিউটার"
"উপাদান, উপাদান, উপাদান","উপাদান, উপাদান, উপাদান"
প্ৰাৰম্ভিক স্তম্ভ কাৰ্য্য,প্রাথমিক কলাম অপারেশন
প্ৰাৰম্ভিক পৰিঘটনা,প্রাথমিক ঘটনা
প্ৰাৰম্ভিক কাৰ্য্য,প্রাথমিক ফাংশন
প্ৰাৰম্ভিক কাৰ্য্য,প্রাথমিক অপারেশন
প্ৰাথমিক ফলাফল,প্রাথমিক ফলাফল
প্ৰাৰম্ভিক সম্ভাৱনা নিয়ম,প্রাথমিক সম্ভাবনার নিয়ম
ষ্টাৰ্ট লাইন অপাৰেচন,লাইন অপারেশন শুরু
"to annihilate, নিঃশেষ কৰা,","নির্মূল করা, নিশ্চিহ্ন করা"
ৰিজ&#39;লিউচন প্ৰক্ৰিয়া,রেজোলিউশন প্রক্রিয়া
"উপবৃত্তাকাৰ, উপবৃত্তাকাৰ","উপবৃত্ত, উপবৃত্ত"
উপবৃত্তাকাৰ,উপবৃত্তাকার
উপবৃত্তাকাৰ,উপবৃত্তাকার
উপবৃত্তাকাৰ পৃষ্ঠ,উপবৃত্তাকার পাতা
উপবৃত্তাকাৰ শৰীৰ,উপবৃত্তাকার শরীর
এম্বেডিং,এমবেডিং
নিৰ্গমন,নির্গমন
অভিজ্ঞতাভিত্তিক বিশ্বাস,অভিজ্ঞতামূলক বিশ্বাস
অভিজ্ঞতাভিত্তিক সূত্ৰ,গবেষণামূলক সূত্র
অভিজ্ঞতাভিত্তিক সম্ভাৱনা,অভিজ্ঞতামূলক সম্ভাবনা
অভিজ্ঞতাভিত্তিক সম্পৰ্ক,অভিজ্ঞতামূলক সম্পর্ক
খালী ছেট,ফাঁকা সেট
বাধ্যতা,আবদ্ধ
"এনকোডিং, ক&#39;ডিং","এনকোডিং, কোডিং"
আন্তঃকাৰ্য্যক্ষমতা,আন্তঃকার্যক্ষমতা
শেষ বিন্দু,শেষপ্রান্ত
শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু,ক্লাস ব্যবধানের শেষ বিন্দু
শক্তি,শক্তি
শক্তি-প্ৰেৰণামূলক কাৰক,শক্তি-মোমেন্টাম উপাদান
প্ৰৱেশ চলক,এন্ট্রি ভেরিয়েবল
গণনাযোগ্য ছেট,গণনাযোগ্য সেট
"গণনা, গণনা","গণনা, গণনা"
"সমান, সমান, সম, সমান","সমান, সমান, সমান, সমান"
"সমতা, সমতা","সমতা, সমতা"
সম্ভাৱনা,সম্ভবত
আনকি সম্ভাৱনা নিৰ্বাচন পদ্ধতিও,এমনকি সম্ভাব্যতা নির্বাচন পদ্ধতি
সমান কৰা,সমান করা
"সমীকৰণ, সমীকৰণ","সমীকরণ, সমীকরণ"
দ্বিঘাত সমীকৰণ,দ্বিঘাত সমীকরণ
দ্বিঘাত সমীকৰণ,দ্বিঘাত সমীকরণ
দ্বিঘাত সমীকৰণ,দ্বিঘাত সমীকরণ
"বিষুৱৰেখা, বিষুৱৰেখা, মধ্যৰেখা","বিষুবরেখা, বিষুবরেখা, মধ্যরেখা"
অবিচলিত,সামঞ্জস্যপূর্ণ
সমপক্ষীয়,সমবাহু
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","ভারসাম্য, ভারসাম্য, ভারসাম্য"
বল ভাৰসাম্য,বল ভারসাম্য
ভাৰসাম্য বিন্দু,ভারসাম্য বিন্দু
সমতুল্যতা,সমতা
সমতুল্যতা শ্ৰেণী,সমতা শ্রেণী
সমতুল্যতা সম্পৰ্ক,সমতা সম্পর্ক
"সমতুল্য, সমতুল্য (v.), সমতুল্য (ed.)","সমতুল্য, সমতুল্য (v.), সমতুল্য (ed.)"
সমতুল্য মেট্ৰিক্স,সমতুল্য ম্যাট্রিক্স
সমতুল্য গোট,সমতুল্য সেট
প্ৰৱণতা,প্রবণতা
"ভুল, ভুল, ভুল, ভুল","ভুল, ভুল, ভুল, ভুল"
ভুল বিশ্লেষণ,ত্রুটি বিশ্লেষণ
ভুল ক&#39;ড,ভুল সংকেত
ভুল সহগ,ত্রুটি সহগ
বৰ্গ গড় ভুল,বর্গক্ষেত্র মানে ত্রুটি
প্ৰথম ধৰণৰ ভুল,প্রথম ধরনের ত্রুটি
দ্বিতীয় ধৰণৰ ভুল,দ্বিতীয় ধরনের ত্রুটি
পলায়নৰ সম্ভাৱনা,পালানোর সম্ভাবনা
পলায়নৰ বেগ,মুক্তিবেগ
ই শ্বমিট সংগঠন প্ৰক্ৰিয়া,ই. শ্মিড্টের সচলতা প্রক্রিয়া
বহিৰ্মুখী,বহির্মুখী
"অপৰিহাৰ্য, অপৰিহাৰ্য","অপরিহার্য, অপরিহার্য"
কাৰ্যতঃ অনন্য,কার্যত অনন্য
"মূল্যায়ন কৰা, মূল্যায়ন কৰা (ver.), মূল্যায়ন কৰা (ed.)","মূল্যায়ন করা, মূল্যায়ন করা (ver.), মূল্যায়ন করা (ed.)"
অনুমান পদ্ধতি,অনুমান পদ্ধতি
ইউক্লিডীয় স্থানাংক,ইউক্লিডীয় স্থানাঙ্ক
ইউক্লিডিয়ান ডমেইন,ইউক্লিডীয় ডোমেইন
ইউক্লিডিয়ান জ্যামিতি,ইউক্লিডীয় জ্যামিতি
ইউক্লিডীয় n-স্থান,ইউক্লিডিয়ান এন-স্পেস
ইউক্লিডীয় সমতল,ইউক্লিডীয় সমতল
অইলাৰৰ উপপাদ্য,অয়লারের উপপাদ্য
"মূল্যায়ন কৰা, মূল্যায়ন কৰা","মূল্যায়ন করা, মূল্যায়ন করা"
যুগ্ম,এমন কি
আনকি বক্ৰতাও,এমনকি বক্ররেখা
আনকি কাৰ্য্যও,এমনকি ফাংশন
আনকি অবাধ্যও,এমনকি অবাধ্য
যুগ্ম সংখ্যা,জোড় সংখ্যা
অদ্ভুত প্ৰতিসমতা,অদ্ভুত প্রতিসাম্য
আনকি ক্ৰমবিন্যাসও,এমনকি স্থানান্তর
"ইভেন্ট, এপিচ&#39;ড","ঘটনা, পর্ব"
সমৰূপতা,আইসোমেট্রিক
"হুবহু, হুবহু, হুবহু","সঠিক, সঠিক, ঠিক"
সঠিক কাই-স্কেয়াৰ পৰীক্ষা,সঠিক চি-স্কয়ার পরীক্ষা
সঠিক পাৰ্থক্য,সঠিক পার্থক্য
সঠিক সমীকৰণ,সঠিক সমীকরণ
উদাহৰণ,উদাহরণ
বিনিময়,বিনিময়
নিৰ্দিষ্ট পৰিঘটনা,নির্দিষ্ট ঘটনা
অস্তিত্বৰ স্বতন্ত্ৰতা,অস্তিত্বের স্বতঃসিদ্ধ
জীয়াই থকাৰ সম্ভাৱনা,বেঁচে থাকার সম্ভাবনা
অস্তিত্ব উপপাদ্য,অস্তিত্বের উপপাদ্য
বাহ্যিক চলক,বাহ্যিক পরিবর্তনশীল
"spread, বিয়পি পৰা","বিস্তার, বিস্তার"
প্ৰত্যাশাৰ কাৰ্য্য,প্রত্যাশা ফাংশন
আশা কৰা কম্পাঙ্ক,প্রত্যাশিত ফ্রিকোয়েন্সি
আশা কৰা মূল্য,প্রত্যাশিত মান
পৰীক্ষণ,পরীক্ষা
"পৰীক্ষামূলক ভুল, পৰীক্ষামূলক ভুল","পরীক্ষামূলক ত্রুটি, পরীক্ষামূলক ত্রুটি"
"ব্যাখ্যা, ব্যাখ্যা","ব্যাখ্যা, ব্যাখ্যা"
স্পষ্ট সমীকৰণ,পরিষ্কার সমীকরণ
স্পষ্টভাৱে,পরিষ্কারভাবে
ক্লিয়াৰ ফাংচন,পরিষ্কার ফাংশন
স্পষ্ট সমাধান,পরিষ্কার সমাধান
ঘাতক,সূচক
ঘাতীয় বক্ৰ,সূচকীয় বক্ররেখা
ঘাতীয় সম্ভাৱনা ফলন,সূচকীয় সম্ভাব্যতা ফাংশন
ঘাতীয় বিতৰণ,সূচকীয় বিতরণ
ঘাতীয় সমীকৰণ,সূচকীয় সমীকরণ
ঘাতীয় ফলন,ব্যাখ্যামূলক কাজ
"ঘাতীয় বৃদ্ধি, ঘাতীয় বৃদ্ধি","সূচকীয় বৃদ্ধি, সূচকীয় বৃদ্ধি"
ঘাতীয় নিয়ম,সূচকীয় নিয়ম
ঘাতীয় মানচিত্ৰ,সূচকীয় মানচিত্র
"ঘাতীয় শৃংখলা, ঘাতীয় শৃংখলা","সূচকীয় সিরিজ, সূচকীয় সিরিজ"
"অভিব্যক্তি, অভিব্যক্তি, মুখৰ ভাব, অভিব্যক্তি","অভিব্যক্তি, অভিব্যক্তি, মুখের অভিব্যক্তি, অভিব্যক্তি"
বৰ্ধিত ব্যৱধান,বর্ধিত ব্যবধান
বৰ্ধিত বাস্তৱ ৰেখা,বর্ধিত বাস্তব লাইন
সম্প্ৰসাৰিত বাস্তৱ সংখ্যা ব্যৱস্থা,বর্ধিত বাস্তব সংখ্যা সিস্টেম
মেপিং সম্প্ৰসাৰণ,ম্যাপিং এক্সটেনশন
বাহ্যিক কোণ,বাহ্যিক কোণ
বাহিৰৰ অঞ্চল,বাইরের অঞ্চল
বাহ্যিক বিন্দু,বাহ্যিক বিন্দু
বাহ্যিক,বহিরাগত
প্ৰেডিকেট মানৰ এক্সট্ৰাপ&#39;লেচন,predicate মান এক্সট্রাপোলেশন
এক্সট্ৰাপলেচন কৌশল,এক্সট্রাপোলেশন কৌশল
শীৰ্ষ মান,সর্বোচ্চ মূল্য
"extreme, end, extreme, শিখৰত উপনীত হোৱা","চরম, শেষ, চরম, চূড়ান্ত"
উচ্চ বিন্দু,উচ্চ বিন্দু
বিপৰীত গোটৰ চৰম বিন্দু,বিপরীত সেটের চরম বিন্দু
ফাংচনৰ চৰম মান,ফাংশনের চরম মান
চৰম ধৰ্ম,চরম বৈশিষ্ট্য
"মুখ, কাষ, সন্মুখ","মুখ, পাশে, সামনে"
মুখমূল্য,পরিচিতি
"উপাদান, কাৰক, কাৰক, দফা,","উপাদান, গুণনীয়ক, গুণনীয়ক, ধারা"
কাৰক বিশ্লেষণ,ফ্যাক্টর বিশ্লেষণ
খণ্ডিত,খণ্ডিত
ফেক্টৰিয়েল,ফ্যাক্টরিয়াল
একাধিক কাৰক ডিজাইন,একাধিক ফ্যাক্টর নকশা
ফ্যাক্টৰাইজেচন,ফ্যাক্টরাইজেশন
to factor,ফ্যাক্টর থেকে
ন্যায় খেল,ন্যায়বিচার খেলা
"ভাৰ্চুৱেল, মিছা, ক&#39;ড","ভার্চুয়াল, মিথ্যা, কোড"
"পৰিয়াল, পৰিয়াল, বংশ, পৰিয়াল","পরিবার, পরিবার, বংশ, পরিবার"
বৃত্ত মুঠ,বৃত্ত মোট
বক্ৰ মুঠ,বক্ররেখা মোট
কাৰ্য্যসমূহৰ পৰিয়াল,ফাংশন পরিবার
লাইন মুঠ,মোট রেখা
প্ৰতিৰূপ,প্রতিরূপ
F-বিতৰণ,F-বন্টন
সামঞ্জস্যপূৰ্ণ ভিত্তি সমাধান,সামঞ্জস্যপূর্ণ ভিত্তি সমাধান
সামঞ্জস্যপূৰ্ণ সমাধান,সামঞ্জস্যপূর্ণ সমাধান
"ৰিচাৰ্জ, পুনৰ বিনিয়োগ","রিচার্জ, পুনঃবিনিয়োগ"
ফাৰ্মাৰ নিয়ম,ফার্মার আইন
ফাৰ্মাৰ উপপাদ্য,ফার্মার উপপাদ্য
ফাৰ্মি-ডাইৰাক-পৰিসংখ্যা,ফার্মি-ডিরাক-পরিসংখ্যান
ফিবোনাচি সংখ্যা,ফিবোনাচি সংখ্যা
ফিবোনাচি ৰেঞ্জ,ফিবোনাচি পরিসীমা
