English,Tamil
direct proof,"நேரடி ஆதாரம், நேரடி ஆதாரம்"
direct proportion,வரிசை விகிதம்
directrix,விதி
direct sum,அனுலோம தொகை
disconncted sets,பிரிக்கப்பட்ட தொகுப்பு
discontinuity,"இடைநிறுத்தம், இடைநிறுத்தம், முறிவு"
discontinuity of derivative,வழித்தோன்றலின் தொடர்ச்சியின்மை
discontinuity of the first kind,முதல் வகை இடைநிறுத்தம்
discontinuity of the second kind,இரண்டாவது வகை இடைநிறுத்தம்
discontinuous distribution,இடைவிடாத விநியோகம்
discontinuous function,இடைவிடாத செயல்பாடு
discontinuous variate,இடைவிடாத மாறுபாடு
discrete,துகள்கள்
discrete distribution,இடைவிடாத விநியோகம்
discrete probability distribution,இடைவிடாத நிகழ்தகவு விநியோகம்
discrete random variable,இடைவிடாத சீரற்ற மாறி
discrete sample space,இடைவிடாத மாதிரி இடம்
discrete set,தனித்த மொத்த
discrete space,தனித்துவமான மக்கள் தொகை
discrete topology,தனித்துவமான நிலை
discrete variate,இடைவிடாத மாறுபாடு
discriminant,விநியோக வரி
discriminatory analysis (=discriminant analysis),பாரபட்சமான பகுப்பாய்வு
disjoint,பிரிந்த
disjoint events,முரண்பட்ட நிகழ்வு
disjoint sets,பிரிக்கப்பட்ட தொகுப்பு
disjoint union,இணையான செருகல்
disjunction,"விலகல், பகுத்தறிவுத் தொகை"
dispersion,"சிதறல், சிதறல்"
dispersion chart,சிதறல் விளக்கப்படம்
dispersion constant,சிதறல் குறியீடு
dispersion diagram,சிதறல் வரைபடம்
dispersion matrix (=covariance matrix),சிதறல் அணி
displacement,இடப்பெயர்ச்சி
display,கண்காட்சி
display unit (=consol),பணியகம்
dissimilar,"சீரற்ற, சீரற்ற"
dissipative forces,சிதறடிக்கும் சக்தி
distance function,தூர செயல்பாடு
distance modulus,தூர மாடுலஸ்
distribution-free method,விநியோகிக்காதது
distributive law,"விநியோக விதி, விநியோக விதி"
diverge,"கலைக்க, கலைக்க"
divergence,"வேற்றுமை, வேற்றுமை, வேற்றுமை"
divergence theorem,வேறுபாடு தேற்றம்
divergent,மாறுபட்ட
divergent series,மாறுபட்ட வரம்பு
divided difference,பிளவு வேறுபாடு
divisibility,"வகுத்தல், வகுத்தல்"
divisible,"வகுபடக்கூடிய, வகுபடக்கூடிய"
division,"பிரிவு, பிரிவு, பிரிவு"
division algorithm,பிரிவு அல்காரிதம்
division ring,பிளவு வளையம்
dodecagon,நாற்கர
dodecahedron,தசாகோணம்
domain,"டொமைன், டொமைன், மாகாணம், பிரதேசம்"
domain of a function,செயல்பாட்டின் களம்
domain of definition,வரையறை-மாகாணம்
domain of existence,இருப்பு நிலை
dominant strategy,மேலெழுந்து சாதனம்
doppler effect,டாப்ளர் விளைவு
dot product,"புள்ளி தயாரிப்பு, அளவிடல் தயாரிப்பு"
dotted curve,புள்ளியிடப்பட்ட வளைவு
double differentiation,இரட்டை வேறுபாடு
double exponential distribution,இரட்டை அதிவேக விநியோகம்
double helix,இரட்டை சுருள்
double integral,பைனரி ஒருங்கிணைப்பு
double integration,பைனரி ஒருங்கிணைப்பு
double limit,இரட்டை வரம்பு
double sampling plan,இரட்டை மாதிரி நிகழ்வு
double sequence,இரட்டை வரிசை
double series,இரட்டை தொடர்
double suffix notation,இரட்டை இணைக்கப்பட்ட குறியீடு
double summation,இரட்டை தொகுப்பு
downward acceleration,கீழ்நோக்கிய முடுக்கம்
downward displacement,கீழ்நோக்கிய இடப்பெயர்ச்சி
downward motion,கீழ்நோக்கிய இயக்கம்
downward velocity,கீழ்நோக்கிய வேகம்
drag,இழுவை
drag force,இழுவை சக்தி
dual,இரட்டை இருமை
dual basis,இரட்டை அடிப்படை
dual inner product,இரட்டை உள் தயாரிப்பு
dual linear programming problem,இரட்டை நேரியல் நிரலாக்க சிக்கல்
dual operation,"இரட்டை செயல்பாடு, இரட்டை செயல்பாடு"
dual problem,இரட்டை பிரச்சனை
dual simplex algorithm,இரட்டை ஒற்றை அல்காரிதம்
dual simplex technique,இரட்டை ஒற்றை முறை
dual space,இரட்டை இடம்
dual variable,இரட்டை மாறி
dual vector space,இரட்டை திசையன் இடம்
dummy index,அமைதியான குறியீடு
dummy subscript,அமைதியான அடிக்குறிப்பு
dummy suffix,அமைதியான ஒப்பந்தம்
dummy variable,அமைதியான மாறி
duplicator process,நகல்
dynamical,மாறும்
dynamical system,மாறும் அமைப்பு
dynamic demand function,மாறும் தேவை செயல்பாடு
dynamic model,டைனமிக் மாதிரி
dynamic programming,மாறும் நிரலாக்க
dynamic programming approach,மாறும் நிரலாக்க அணுகுமுறை
dynamic programming technique,டைனமிக் நிரலாக்க நுட்பங்கள்
dynamics,"இயக்கவியல், இயக்கவியல்"
dynamics of a particle,துகள் இயக்கவியல்
dynamics of rigid bodies,கடினமான உடல் இயக்கவியல்
earth,"பூமி, பூமி, பூமி, பூமி, பூமி, பூமி, பூமி தொடர்பு (ver.)"
earthquake intensity,பூகம்பத்தின் தீவிரம்
eccentricity,விசித்திரத்தன்மை
eclipse,அனுமானம்
econometric forecast,பொருளாதார கணிப்பு
econometrician,பொருளாதார நிபுணர்
econometrics,பொருளாதார அளவியல்
economics,பொருளாதாரம்
edge,"கோர், விளிம்பு, கண்ணீர்"
edge of a convex set,ஒட்டுமொத்த மையத்தை எதிர்கொள்ளும்
efficiency factor,செயல்திறன் குறியீடு
eigen element,பண்பு உறுப்பு
eigen function,பண்பு செயல்பாடு
eigen value,"ஈஜென் மதிப்பு, பண்பு மதிப்பு"
eigen value equation,பண்பு மதிப்பு சமன்பாடு
eigen vector,"ஈஜென் திசையன், பண்பு திசையன்"
elastic,மீள்
elastic constant,மீள் நடிகர்
elastic equilibrium,மீள் சமநிலை
elasticity,நெகிழ்ச்சி
elasticity surface,நெகிழ்ச்சி பக்கம்
electronic computer,"மின்னணு கணினி, மின்னணு கணினி"
element,"உறுப்பு, உறுப்பு, உறுப்பு"
elementary column operation,ஆரம்ப நெடுவரிசை செயல்பாடு
elementary event,ஆரம்ப நிகழ்வு
elementary function,ஆரம்ப செயல்பாடு
elementary operation,துவக்க செயல்பாடு
elementary outcome,ஆரம்ப முடிவுகள்
elementary probability law,ஆரம்ப நிகழ்தகவு விதி
elementary row operation,தொடக்க வரி செயல்பாடு
eliminate,"அழித்து, அழித்து"
elemination procedure,தீர்வு செயல்முறை
ellipse,"நீள்வட்டம், நீள்வட்டம்"
ellipsoid,நீள்வட்டம்
ellipsoidal,நீள்வட்டம்
ellipsoidal surface,நீள்வட்ட மேற்பரப்பு
elliptical body,நீள்வட்ட உடல்
embedding,உட்பொதித்தல்
emission,உமிழ்வுகள்
empirical data,அனுபவ நம்பிக்கை
empirical formula,அனுபவ சூத்திரம்
empirical probability,அனுபவ நிகழ்தகவு
empirical relation,அனுபவ உறவு
empty set,வெற்று தொகுப்பு
enclosed,கட்டுப்பட்டது
encoding,"குறியாக்கம், குறியாக்கம்"
endomorphism,இயங்கக்கூடிய தன்மை
end point,இறுதி புள்ளி
end point of class interval,வகுப்பு இடைவெளியின் இறுதிப் புள்ளி
energy,ஆற்றல்
energy momentum component,ஆற்றல் வேக கூறு
entering variable,நுழைவு மாறி
enumerable set,கணக்கிடக்கூடிய தொகுப்பு
enumeration,"எண்ணு, எண்ணு"
equal,"சம, சம, சம, சம"
equality,"சமத்துவம், சமத்துவம்"
equally likely,வாய்ப்பு
equal probability selection method (=epsem),கூட நிகழ்தகவு தேர்வு முறை
equate,சமன்
equation,"சமன்பாடு, சமன்பாடு"
equation of first degree,இருபடி சமன்பாடு
equation of second degree,இருபடி சமன்பாடு
equation of third degree,இருபடி சமன்பாடு
equator,"பூமத்திய ரேகை, பூமத்திய ரேகை, நடுக்கோடு"
equicontinuous,சீரான
equilateral,சமபக்க
equilibrium,"சமநிலை, சமநிலை, சமநிலை"
equilibrium of forces,சக்தி சமநிலை
equilibrium point,சமநிலை புள்ளி
equivalence,சமத்துவம்
equivalence class,சமநிலை வகுப்பு
equivalence relation,சமமான உறவு
equivalent,"சமமான, சமமான (வி.), சமமான (எட்.)"
equivalent matrix,சமமான மேட்ரிக்ஸ்
equivalent set,சமமான தொகுப்பு
ergodicity,போக்குகள்
error,"பிழை, தவறு, தவறு, துல்லியமின்மை"
error analysis,பிழை பகுப்பாய்வு
error code,பிழை குறியீடு
error coefficient,பிழை குணகம்
error of mean square,சதுர சராசரி பிழை
error of the first kind,முதல் வகை பிழை
error of the second kind,இரண்டாவது வகை பிழை
escape probability,தப்பிக்கும் நிகழ்தகவு
escape velocity,தப்பிக்கும் வேகம்
E. Schmidt's orthogonalization process,E. ஷ்மிட்டின் அணிதிரட்டல் செயல்முறை
escribed circle,சகஜமாகப்பழகு
essential,"அத்தியாவசியமான, அத்தியாவசியமான"
essentially unique,கிட்டத்தட்ட தனித்துவமானது
estimate,"மதிப்பிடுவதற்கு, மதிப்பிடுவதற்கு (ver.), மதிப்பிடுவதற்கு (ed.)"
estimation method,மதிப்பீட்டு முறை
Euclidean coordinate,யூக்ளிடியன் ஆயத்தொகுப்புகள்
Euclidean domain,யூக்ளிடியன் டொமைன்
Euclidean geometry,யூக்ளிடியன் வடிவியல்
Euclidean n-space,யூக்ளிடியன் n-வெளி
Euclidean plane,யூக்ளிடியன் விமானம்
Euler's theorem,ஆய்லரின் தேற்றம்
evaluate,"மதிப்பிடு, மதிப்பிடு"
even,கூட
even curve,கூட வளைவு
even function,கூட செயல்பாடு
even multiple,கூட பயனற்றது
even number,இரட்டைப்படை எண்
even odd symmetry,ஒற்றைப்படை சமச்சீர்
even permutation,வரிசைமாற்றம் கூட
event,"நிகழ்வு, அத்தியாயம்"
even term,ஐசோமெட்ரிக்
exact,"துல்லியமான, துல்லியமான, சரியாக"
exact chi-square test,துல்லியமான சி-சதுர சோதனை
exact differential,சரியான வேறுபாடு
exact equation,சரியான சமன்பாடு
example,உதாரணமாக
exchange,பரிமாற்றம்
exhaustive event,குறிப்பிட்ட நிகழ்வு
existence axiom,இருத்தலியல் கோட்பாடு
existence probability(= a priori probability),உயிர்வாழும் நிகழ்தகவு
existence theorem,இருப்பு தேற்றம்
exogenous variable,வெளிப்புற மாறி
expansion,"பரவியது, பரவியது"
expectation function,எதிர்பார்ப்பு செயல்பாடு
expected frequency,எதிர்பார்க்கப்படும் அதிர்வெண்
expected value,எதிர்பார்க்கப்படும் மதிப்பு
experiment,பரிசோதனை
experimental error,"சோதனை பிழை, சோதனை பிழை"
explanation,"விளக்கம், விளக்கம்"
explicit equation,தெளிவான சமன்பாடு
explicit form,தெளிவாக
explicit function,தெளிவான செயல்பாடு
explicit solution,தெளிவான தீர்வு
exponent,அடுக்கு
exponential curve,அதிவேக வளைவு
exponential density function,அதிவேக நிகழ்தகவு செயல்பாடு
exponential distribution,அதிவேக விநியோகம்
exponential equation,அதிவேக சமன்பாடு
exponential function,அதிவேக செயல்பாடு
exponential growth,"அதிவேக வளர்ச்சி, அதிவேக வளர்ச்சி"
exponential law,அதிவேக விதி
exponential map,அதிவேக வரைபடம்
exponential series,"அதிவேகத் தொடர், அதிவேகத் தொடர்"
expression,"வெளிப்பாடு, வெளிப்பாடு, முகபாவனை, வெளிப்பாடு"
extended interval,நீட்டிக்கப்பட்ட இடைவெளி
extended real line,அதிகரித்த உண்மையான வரி
extended real number system,நீட்டிக்கப்பட்ட உண்மையான எண் அமைப்பு
extension of a mapping,மேப்பிங் நீட்டிப்பு
exterior angle,வெளிப்புற கோணம்
exterior area,வெளி மண்டலம்
exterior point,வெளிப்புற புள்ளி
external,வெளிப்புற
extrapolation of trend value,முன்னறிவிப்பு மதிப்பின் விரிவாக்கம்
extrapolation technique,எக்ஸ்ட்ராபோலேஷன் நுட்பம்
extremal value,உச்ச மதிப்பு
extreme,"தீவிர, முடிவு, தீவிர, உச்சம்"
extreme point,உயர் முனை
extreme point of convex set,எதிர் தொகுப்பின் தீவிர புள்ளி
extremum of a function,செயல்பாட்டின் தீவிர மதிப்பு
extremum property,தீவிர பண்புகள்
face,"முகம், பக்கம், முன்"
face value,முக மதிப்பு
factor,"கூறு, காரணி, காரணி, உட்பிரிவு"
factor analysis,காரணி பகுப்பாய்வு
factored,துண்டு துண்டாக
factorial,காரணியான
factorial design,பல காரணி வடிவமைப்பு
factorization,காரணியாக்கம்
factorise,காரணியாக
fair game,நீதி விளையாட்டு
FALSE,"மெய்நிகர், தவறான, குறியீடு"
family,"குடும்பம், குடும்பம், குலம், குடும்பம்"
family of circles,மொத்த வட்டம்
family curves,வளைவு மொத்தம்
family of functions,செயல்பாடுகளின் குடும்பம்
family of lines,வரி மொத்தம்
facsimile,பிரதி
F-distribution,எஃப்-விநியோகம்
feasible basic solution,நிலையான அடிப்படை தீர்வு
feasible solution,இணக்கமான தீர்வு
feed back,"ரீசார்ஜ், மறு முதலீடு"
Fermat principle,ஃபெர்மாவின் சட்டம்
Fermat's theorem,ஃபெர்மாவின் தேற்றம்
Fermi-Dirac statistics,ஃபெர்மி-டிராக்-புள்ளிவிவரங்கள்
Fibonacci number,ஃபைபோனச்சி எண்கள்
Fibonacci series,ஃபைபோனச்சி வரம்பு
field,"வயல், வயல், வயல், வயல்"
final velocity,இறுதி வேகம்
finite,"வரையறுக்கப்பட்ட, வரையறுக்கப்பட்ட"
finite basis,வரையறுக்கப்பட்ட அடிப்படை
finite decimal,வரையறுக்கப்பட்ட தசம
finite difference,வரையறுக்கப்பட்ட வேறுபாடு
finite difference method,வரையறுக்கப்பட்ட வேறுபாடு முறை
finite dimensional,வரையறுக்கப்பட்ட பரிமாணம்
finite dimensional vector space,வரையறுக்கப்பட்ட பரிமாண திசையன்
finite game,வரையறுக்கப்பட்ட விளையாட்டு
finite geometry,வரையறுக்கப்பட்ட வடிவியல்
finite intersection,வரையறுக்கப்பட்ட ஒருங்கிணைந்த
finite many,இறுதித்தன்மை
finite Markov chain,வரையறுக்கப்பட்ட மார்க்கோவ் சங்கிலி
finiteness proof,finiteness ஆதாரம்
finite number,வரையறுக்கப்பட்ட எண்
finite population,வரையறுக்கப்பட்ட மக்கள் தொகை
finite probability,வரையறுக்கப்பட்ட நிகழ்தகவு
finite series,இறுதி தரம்
finite set,வரையறுக்கப்பட்ட தொகுப்பு
finite velocity,வரையறுக்கப்பட்ட வேகம்
finite volume,வரையறுக்கப்பட்ட அளவு
fitting,"கலக்கவும், சரிசெய்யவும்"
fitting of curve,வளைவு சரிசெய்தல்
fitting of straight line,நேர் கோடு சரிசெய்தல்
fixed point theorem,நிலையான புள்ளி தேற்றம்
fixed sample,நிலையான மாதிரி
flight velocity,விமான வேகம்
floating point arithmetic,மிதக்கும் புள்ளி கணக்கீடு
floating point system,"மிதக்கும் புள்ளி அமைப்பு, மிதக்கும் புள்ளி அமைப்பு"
flow chart,ஓட்ட விளக்கப்படம்
flow velocity,ஓட்டம் வேகம்
fluid dynamics,திரவ இயக்கவியல்
focal,"குவிய, குவிய, குவிய"
focal chord,குவிய நாண்
focal distance,குவிய தூரம்
focal length,குவியத்தூரம்
focus,"தொப்புள், கவனம், தோற்றம்"
foot,"கால், கால், கால்"
foot of perpendicular,ஆர்த்தோகனல்
force of gravity,புவியீர்ப்பு விசை
forecasting,முன்னறிவிப்பு
formula,சூத்திரம்
formulate,த்ரெடிங்
formulation,"வடிவமைத்தல், வடிவமைத்தல், உருவாக்குதல்"
forward difference,முன்னோக்கி
forward interpolation,முன்னோக்கி செருகுதல்
foundation of mathematics,கணிதத்தின் அடித்தளம்
Fourier's analysis,நான்கு வகை பகுப்பாய்வு
Fourier's series,நான்கு தொடர்
Fourier's transform,ஃபோரியர் மாற்றம்
fraction,வெவ்வேறு
fractional coordinate,பகுதி ஆயத்தொலைவுகள்
fractional number,பின்ன எண்
fractional programming,பகுதி நிரலாக்கம்
free path,இலவச பாதை
free vector,இலவச திசையன் இலவச திசையன்
frequency,"அதிர்வெண், அதிர்வெண்"
frequency column,அதிர்வெண் நெடுவரிசை
frequency curve,"அதிர்வெண் வளைவு, அதிர்வெண் வளைவு"
frequency distribution,அதிர்வெண் விநியோகம்
frequency histogram,அதிர்வெண் ஹிஸ்டோகிராம்
frequency of occurrence,நிகழ்வு அதிர்வெண்
frequency polygon,அதிர்வெண்-பலகோணம்
frequency table,அதிர்வெண் அட்டவணை
frustum,விரக்தி
frustum of a pyramid,பிரமிட் விரக்தி
frustum of a sphere,ஷெல் விரக்தி
full expansion,முழு பரவல்
function,"செயல்பாடுகள், செயல்பாடுகள், பண்புகள் (குழுக்கள்)"
functional analysis,செயல்பாடு பகுப்பாய்வு
fundamental,"அசல், அசல்"
fundamental theorem,அடிப்படை தேற்றம்
fundamental theorem of algebra,இயற்கணிதத்தின் அடிப்படை தேற்றம்
galaxy,"கேலக்ஸி, ஸ்கை-கங்கா"
Galois field,கலோயிஸ் பகுதி
Galois group,கலோயிஸ் குழு
gambler's ruin,சூதாட்டக்காரரின் நிதி
game and move,விளையாட்டுகள் மற்றும் தந்திரங்கள்
game of chance,வாய்ப்பு விளையாட்டு
game of dice,பகடை விளையாட்டு
games theory,விளையாட்டு கோட்பாடு
games with perfect recall,சரியான நினைவக விளையாட்டுகள்
game value,விளையாட்டு மதிப்பு
gamma function,காமா செயல்பாடு
Gauss-Argand plane,காஸ்-ஆர்கான் பிளாட்
Gaussian curve,காஸ்-வளைவு
Gaussian elimination,காஸியன் தீர்வு
Gaussian plane,காஸ்-விமானம்
Gauss-Jordan reduction,காஸ்-முக்கியத்துவம் சரிசெய்தல்
general case,பரந்த நிலை
general convergence theorem,பொது ஒருங்கிணைப்பு தேற்றம்
general equation,பொது சமன்பாடு
general factor,விரிவான காரணி
general form,"பொது வடிவம், பரந்த"
general formula,பொது சூத்திரம்
general game,பரந்த விளையாட்டு
general inference,பொது மதிப்பீடு
general integral,விரிவான ஒருங்கிணைந்த
generalization,பொதுமைப்படுத்தல்
generalised associative law,பொதுவான துணை விதி
generalised continuum hypothesis,பொதுவான தொடர்ச்சியான கருதுகோள்
generalised convex function,பொதுவான இறங்கு செயல்பாடு
generalised coordinates,பொதுவான ஆயத்தொகுப்புகள்
generalised eigen value problem,பொதுவான ஈஜென் மதிப்பு சிக்கல்
general convergence theorem,பொது ஒருங்கிணைப்பு தேற்றம்
general equation,பொது சமன்பாடு
general factor,விரிவான காரணி
general form,"பொது வடிவம், பரந்த"
general formula,பொது சூத்திரம்
general game,பரந்த விளையாட்டு
general inference,பொது மதிப்பீடு
general integral,விரிவான ஒருங்கிணைந்த
generalization,பொதுமைப்படுத்தல்
generalised associative law,பொதுவான துணை விதி
generalised continuum hypothesis,பொதுவான தொடர்ச்சியான கருதுகோள்
generalised convex function,பொதுவான இறங்கு செயல்பாடு
generalised coordinates,பொதுவான ஆயத்தொகுப்புகள்
generalised eigen value problem,பொதுவான ஈஜென் மதிப்பு சிக்கல்
generic name,"குலப் பெயர், வர்க்கப் பெயர், சாதிப் பெயர்"
genus of surface,பக்க எண்
geodesic,"மாற்று, புவிசார்"
geometrical,வடிவியல்
geometrical construction,வடிவியல் வடிவமைப்பு
geometrical mean,வடிவியல் சராசரி
geometrical multiplicity,வடிவியல் பெருக்கம்
geometrical probability,வடிவியல் நிகழ்தகவு
geometrical progression,வடிவியல் முன்னேற்றம்
geometrical series,வடிவியல் தொடர்
geometrical shape,வடிவியல் உருவம்
geometrico arithmetic series,வடிவியல் எண்கணித தொடர்
geometry,"வடிவியல், வடிவியல்"
global maximum,உலகளாவிய அதிகபட்சம்
global property,உலகளாவிய குறைந்தபட்ச சொத்து
global minimum,உலகளாவிய குறைந்தபட்சம்
global optimum,உலகளாவிய உகந்தது
global property,உலகளாவிய சொத்து
global saddle point,உலகளாவிய அணுகல் புள்ளி
goodness of fit,வழுவழுப்பு
grade correlation,தரவரிசை தொடர்பு
graded data,வகைப்படுத்தப்பட்ட தரவு
gradient,"சாய்வு, சாய்வு"
gradient density,சாய்வு அடர்த்தி
gradient of line,வரி சாய்வு
gradient of velocity,வேகம் சாய்வு
gradient vector,சாய்வு திசையன்
gradient velocity,சாய்வு வேகம்
grading,"கிரேடிங், கிரேடிங், கிரேடிங், லெவல் பேலன்சிங்"
grading analysis,தர பகுப்பாய்வு
gram,கிராம்
Gram determinant,கிராம் வகுத்தல்
Gram - Schmidt orthogonalization process,கிராம்-ஷ்மிட் அணிதிரட்டல் செயல்முறை
grand mean,பெரிய சராசரி
grand total,சர்வயோகம்
graph,"வரைபடம், வரைபடம், வரைபடம்"
graphic,வரைகலை
graphical,"வரைகலை, வரைபடம்"
graphical computation,வரைகலை கணக்கீடு
graphical construction,"வரைகலை வடிவமைப்பு, வரைகலை வடிவமைப்பு"
graphical integration,வரைகலை ஒருங்கிணைப்பு
graphical interpolation,வரைகலை செருகல்
graphical method,கிராஃபிக் முறை
graphical representation,"வரைகலை பிரதிநிதித்துவம், வரைகலை பிரதிநிதித்துவம்"
graphic expression,"கிராஃபிக் ரெசிபிகள், கிராஃபிக்"
graph paper,"வரைபடத் தாள், சதுரக் காகிதம், வரைபடத் தாள்"
gravitation,"ஈர்ப்பு, ஈர்ப்பு"
gravitational accelaration,ஈர்ப்பு முடுக்கம்
gravitational attraction,"ஈர்ப்பு, ஈர்ப்பு ஈர்ப்பு"
gravitational constant,ஈர்ப்பு மாறிலி
gravitational curvature,ஈர்ப்பு வளைவு
gravitational force,புவியீர்ப்பு விசை
gravitational pull,ஈர்ப்பு விசை
gravity,புவியீர்ப்பு
great bear,சப்தர்ஷி
great circle,பெரிய வட்டம்
great - circle plane,பெரிய வட்ட விமானம்
great circle route,பரந்த வட்டம்
greatest common measure,மிகப்பெரிய காரணி
greatest element,மேல் உறுப்பு
greatest lower bound,மிகப் பெரிய கீழ் எல்லை
great number,பெரிய எண்
great triangle,பலகோணம்
Gregorian calendar,கிரேக்க நாட்காட்டி
Gregorian correction,கிரிகோரியன் திருத்தம்
Gregory formula,கிரிகோரியன் சூத்திரம்
Gregory - Newton formula,கிரிகோரி-நியூட்டன் சூத்திரம்
Gregory series,கிரிகோரியன் வகை
gross,"மொத்த, மொத்தம் (v.) மொத்த (n.)"
gross correlation,மொத்த தொடர்பு
gross error,மொத்த பிழை
gross income,மொத்த வருமானம் ரூ
group,"வர்க்கம், குழு, சங்கம்"
group automorphism,குழு ஏற்பு
group axiom,குழு கோட்பாடு
group control,குழு கட்டுப்பாடு
grouped series,தொகுக்கப்பட்ட வகை
group of symmetries,சமச்சீர்களின் தொகுப்பு
group of transformation,மாற்று குழு
groupoid,கூட்டு
group theoretical assumption,குழு கோட்பாடு யோசனை
group theory,குழு கோட்பாடு
growth,வளர்ச்சி
growth formula,வளர்ச்சி சூத்திரம்
growth rate,வளர்ச்சி விகிதம்
g-statistic,g-மாதிரி
guessed average,மதிப்பிடப்பட்ட சராசரி
half adder,அரை சேர்ப்பான்
half open interval,அரை மூடிய இடைவெளி
half space,பாதி மக்கள் தொகை
Hamilton Cayley Theorem,ஹாமில்டன் கெல்லி தேற்றம்
Hamiltonian operator,ஹாமில்டோனி ஆபரேட்டர்
Hamilton's quaternion algebra,ஹாமில்டனின் நான்கு மடங்கு
harmonic,"ஹார்மோனிக், ஹார்மோனிக், ஹார்மோனிக், ஹார்மோனிக்"
harmonic envelope,ஹார்மோனிக் கவர்
harmonic mean,ஹார்மோனிக் சராசரி
harmonic progression,ஹார்மோனிக் முன்னேற்றம்
harmonics,"ஊடாடும் பகுப்பாய்வு, தரம்"
harmonic series,ஹார்மோனிக் வரம்பு
height,"உயரம், உயரம், உயரம்"
hemisphere,"அரைக்கோளம், அரைக்கோளம்"
hemispherical,அரைக்கோளமானது
hemispherical projection,அரைக்கோளத் திட்டம்
heptagon,ஹெப்டகன்
Hermitian conjugate operator,ஹெர்மிட் கான்ஜுகேட் ஆபரேட்டர்
Hermitian form,ஹெர்மீடிக் போர்
Hermitian matrix,ஹெர்மீடிக் அணி
Hermitian operator,ஹெர்மீடிக் ஆபரேட்டர்
Hermitian product,துறவி தயாரிப்பு
Hermitian semigroup,ஹெர்மீடிக் குழு
Hermitian space,துறவு மக்கள்
Hermitian transformation,ஹெர்மீடிக் மாற்றம்
Hess diagram,ஹெஸ் வரைபடம்
Hessian matrix,ஹெஸியன் அணி
Hessian of function,செயல்பாடு ஹெஸியன்
heterogeneity test,பன்முகத்தன்மை சோதனை
heterogeneous,"பன்முகத்தன்மை, பன்முகத்தன்மை, பன்முகத்தன்மை"
heterogeneous data,பன்முக உருவங்கள்
heterogeneous population,பன்முக மக்கள் தொகை
heuristic,இயற்கை
heuristically,இயற்கையாகவே
hexagon,அறுகோணம்
hexahedron,அறுகோணம்
hierarchial subdivision,படிநிலை உட்பிரிவு
hierarchy,"படிநிலை, உயர் பாரம்பரியம்"
high birth rate,உயர் பிறப்பு விகிதம்
high death rate,அதிக இறப்பு விகிதம்
higher - age – group,மேல் வயது குழு
higher order,உயர் வரிசை
highest order,மிக உயர்ந்த வரிசை
Hilbert cube,ஹில்பர்ட் கன சதுரம்
Hilbert space,ஹில்பர்ட் மக்கள் தொகை
H–invariant,எச்-நிச்சயம்
historigram,கால அளவு
hollow cone,வெற்று கூம்பு
homeomorphism,"ஒற்றுமை, ஒற்றுமை"
homogeneity,"ஒருமைப்பாடு, ஒருமைப்பாடு"
homogeneous,"ஒரே மாதிரியான, ஒரே மாதிரியான, ஒரே மாதிரியான, ஒரே மாதிரியான, ஒரே மாதிரியான"
homogeneous data,ஒரே மாதிரியான உருவங்கள்
homogeneous difference equation,ஒரே மாதிரியான வேறுபாடு சமன்பாடு
homomorphism,ஓரினச்சேர்க்கை
horizontal,கிடைமட்ட
horizontal plane,கிடைமட்ட விமானம்
hour,மணி
hydrodynamic,ஹைட்ரோடைனமிக்
hydrodynamics,"ஹைட்ரோடைனமிக்ஸ், ஹைட்ரோடைனமிக்ஸ், ஹைட்ரோடைனமிக்ஸ்"
hydromechanics,"ஹைட்ரோமெக்கானிக்ஸ், ஹைட்ரோமெக்கானிக்ஸ்"
hydrostatic,நீர்நிலை
hydrostatic balance,மிதவை சமநிலை
hydrostatics,"ஹைட்ரோஸ்டேடிக்ஸ், ஹைட்ரோஸ்டேடிக்ஸ்"
hyperbola,"ஹைபர்போலா, ஹைபர்போலா"
hyperboloid,"ஹைபர்போலா, ஹைபர்போலாய்டு"
hyperboloid of one sheet,மோனோலிதிக் ஹைபர்போலா
hyperboloid of revolution,சுழலும்-மிகைப்பெருக்கம்
hyperboloid of two sheets,இரட்டை ஹைபர்போலா
hypergeometric distribution,ஹைபர்ஜியோமெட்ரிக் விநியோகம்
hypergeometric series,உயர் வடிவியல் வரம்பு
hyperplane,"ஃபிளீஸ் பிளாட், சூப்பர் பிளாட்"
hypersphere,ஆஸிலேட்டர்
hyper surface,"மேலோட்டம், மேலோட்டப் பக்கம்"
hypotenuse,காது
hypothesis,கருதுகோள்
ideal basis,சிறந்த அடிப்படை
ideal fluid,சிறந்த திரவம்
ideal gas,சிறந்த வாயு
identical eigen value,ஒருங்கிணைந்த ஈஜென் மதிப்பு
identically equal,முற்றிலும் ஒத்த
Identity,"ஒரே மாதிரியான, ஒரே மாதிரியான, ஒற்றுமை, தனித்துவம்"
identity element,தொடர்புடைய உறுப்பு
identity function,அடையாள செயல்பாடு
identity  homomorphism,ஒரே மாதிரியான ஹோமோமார்பிசம்
identity map,ஒரே மாதிரியான வரைபடம்
identity mapping,ஒரே மாதிரியான மேப்பிங்
identity matrix,ஒரே அணி
identity of a group,குழு அனலாக்
identity of a ring,மோதிரத்தின் அனலாக்
identity operator,ஒரே மாதிரியான ஆபரேட்டர்
identity period,அடையாள காலம்
identity permutation,அடையாள வரிசைமாற்றம்
identity relation,ஒத்த உறவு
identity transformation,ஒரே மாதிரியான மாற்றங்கள்
