Hindi,Assamese
"1.आँकड़ा समुच्चय,2. डाटा समुच्चय","1.ডাটা ছেট, 2. ডাটা ছেট"
"1.आँकड़ा संकेत, 2.डाटा संकेत","1.ডাটা সংকেত, 2.ডাটা সংকেত"
"1.आँकड़ा अभिगम, 2. डाटा अभिगम","1. ডাটা এক্সেছ, 2. ডাটা এক্সেছ"
"1.आँकड़ा स्रोत, 2.डाटा स्रोत","১.তথ্যৰ উৎস, ২.তথ্যৰ উৎস"
"1.आँकड़ा विनिर्देश,2. डाटा विनिर्देश","1.ডাটা স্পেচিফিকেশন, 2. তথ্যৰ নিৰ্দিষ্টকৰণ"
"1.आँकड़ा केंद्र, 2. डाटा केंद्र","১.ডাটা চেণ্টাৰ, ২.ডাটা চেণ্টাৰ"
"1.ऑकड़ा भंडारण, 2. डाटा भंडारण","1. তথ্য সংৰক্ষণ, 2. তথ্য সংৰক্ষণ"
आँकड़ा भंडारण संरचना,তথ্য সংৰক্ষণ গঠন
"1.ऑकड़ा संरचना, 2. डाटा संरचना","1. তথ্যৰ গঠন, 2. তথ্যৰ গঠন"
"1.आँकड़ा स्विच, 2. डाटा स्विच","১.ডাটা চুইচ, ২.ডাটা চুইচ"
"1.आँकड़ा सारणी, 2.डाटा सारणी","1.তথ্য টেবুল, 2.তথ্য টেবুল"
"1.आँकड़ा अंतक,2. डाटा अंतक","1.ডাটা শেষ, 2. ডাটা শেষ"
"1.आँकड़ा अनुलेखन, 2. डाटा अनुलेखन","১.ডাটা ট্ৰান্সক্ৰিপচন, ২.ডাটা ট্ৰান্সক্ৰিপচন"
"1.आँकड़ा अंतरण,2. डाटा अंतरण","1.ডাটা স্থানান্তৰ, 2. ডাটা ট্ৰেন্সফাৰ"
"1.आँकड़ा संचरण, 2. डाटा संचरण","1. ডাটা ট্ৰেন্সমিছন, 2. ডাটা ট্ৰেন্সমিছন"
"1.आँकड़ा संचरण प्रणाली, 2. डाटा संचरण प्रणाली","1.ডাটা ট্ৰেন্সমিছন চিষ্টেম, 2.ডাটা ট্ৰেন্সমিছন চিষ্টেম"
"1.आँकड़ा प्रारुप, 2. डाटा प्रारुप","1. ডাটা ফৰ্মেট, 2. ডাটা ফৰ্মেট"
"1.आँकड़ा एकक, 2. डाटा एकक","১.ডাটা ইউনিট, ২.ডাটা ইউনিট"
"1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण","1.তথ্য বৈধকৰণ, 2.তথ্য বৈধকৰণ"
डाटाबेस,ডাটাবেছ
डाटाबेस प्रशासन,ডাটাবেছ প্ৰশাসন
डाटाबेस अभिकल्प,ডাটাবেছ ডিজাইন
डाटाबेस प्रबंधन तंत्र,ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা
"1.आँकड़ाग्रेव, 2. डाटाग्रेव","১.ডাটাগ্ৰেভ, ২.ডাটাগ্ৰেভ"
"1.डेटम, 2. ऑकड़ा","1. ডেটাম, 2. ডাটা"
"1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र","১.নিষ্ক্ৰিয় অঞ্চল, ২.নিষ্ক্ৰিয় অঞ্চল"
गतिरोध,ডেডলক
गतिरोध रोकथाम,ডেডলক প্ৰতিৰোধ
दोष मार्जन,দোষ নিষ্কাশন
"1.निर्णय कोष्ठ, 2. निर्णय पेटी","১/ বিচাৰ কোষ, ২/ বিচাৰ বাকচ"
निर्णय निर्धारण प्रक्रम,সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া
निर्णय सहायक तंत्र,সিদ্ধান্ত সমৰ্থন ব্যৱস্থা
निर्णय वृक्ष,সিদ্ধান্ত গছ
"1.कुटवाचक, 2. विकोडक","১.ডিকোডাৰ, ২.ডিকোডাৰ"
विघटन सिद्धांत,দ্ৰৱণ নীতি
विकोडन,ডিকোডিং
समर्पित प्रणाल,ডেডিকেটেড চিষ্টেম
समर्पित दवारक,ডেডিকেটেড প্ৰেছ
प्रतिरक्षण आँकडा नेटवर्क (डी डी एन),প্ৰতিষেধক ডাটা নেটৱৰ্ক (DDN)
प्रतिरक्षण सूचना प्रणाली,টিকাকৰণ তথ্য ব্যৱস্থা
एकीकरण,সংহতি
विलंब,পলম কৰা
विलंब गणक,বিলম্ব কাউণ্টাৰ
विलंब काल,বিলম্বৰ সময়
"1.मिटाना, 2. हटाना","১.মচি পেলোৱা, ২.মচি পেলোৱা"
विलोपन अभिलेख,ডিলিচন ৰেকৰ্ড
परिसीमक,সীমা নিৰ্ধাৰণকাৰী
डेल्टा माँडुलन,ডেল্টা মডুলেচন
माँग पृष्ठन,ৰিকুইজিচন পৃষ্ঠা
प्रदर्शन,প্ৰদৰ্শন
विमाडुलन,ডিমডুলেচন
वि-बहुसंकेतक,ভি-মাল্টিপ্লেক্সাৰ
असमान्यीकरण,ডিনৰ্মেলাইজেচন
"1.घनत्व, 2. सधनता","১.ঘনত্ব, ২.ঘনত্ব"
"1.आश्रिता, 2. निर्भरता","১/ নিৰ্ভৰশীলতা, ২/ নিৰ্ভৰশীলতা"
आश्रित एकक,নিৰ্ভৰশীল একক
विपंक्ति,লানি পতা
"1.अपनिर्देशन, 2. अपसंदर्भन","১.ডিৰেফাৰেন্স, ২.ডিৰেফাৰেন্স"
व्युत्पन्न वृक्ष,ব্যুৎপত্তি কৰা গছ
व्युत्पन्न क्षेत्र,ব্যুৎপত্তি কৰা ক্ষেত্ৰ
अवरोही छंटाई,অৱনমিত সজাই পৰাই তোলা
अभिकल्प,ডিজাইন
डेस्क परिकलक,ডেস্ক কেলকুলেটৰ
डेस्कटॉप कंप्यूटर,ডেস্কটপ কম্পিউটাৰ
डेस्कटॉप प्रस्तुतिकरण,ডেস্কটপ উপস্থাপন
डेस्कटॉप प्रकाशन,ডেস্কটপ প্ৰকাশন
डेस्कटॉप वीडियो,ডেস্কটপ ভিডিঅ&#39;
गंतव्य पता,গন্তব্যস্থানৰ ঠিকনা
"1.विनाशक,  2.अपध्वंशक","১.ধ্বংসী, ২.নাশক"
निर्धारणात्मक ऑटोमेटा,ডিটাৰ্মিনিষ্টিক automata
विकासक,ডেভেলপাৰ
विकास तन्त्र,উন্নয়ন ব্যৱস্থা
युक्ति,ডিভাইচ
युक्ति नियंत्रण एकक,ডিভাইচ নিয়ন্ত্ৰণ একক
युक्ति नियंत्रक,ডিভাইচ নিয়ন্ত্ৰক
युक्ति प्रबंधन,ডিভাইচ ব্যৱস্থাপনা
युक्ति विधा,ডিভাইচ ধৰণ
निदान,নিদান
निदानी तंत्र,ডায়েগনষ্টিক চিষ্টেম
"1.निदान, 2. निदानिकी","১/ ডায়েগনষ্টিকছ, ২.ডায়েগনষ্টিকছ"
आरेख,ডায়েগ্ৰাম
डायल,ডায়েল কৰক
डायल लाइन,ডায়েল লাইন
डायल टोन,ডায়েল টোন
डायल अप,ডায়েল আপ কৰক
"1.संवाद, 2. वार्तालाप","১/ সংলাপ, ২/ কথোপকথন"
वार्तालाप कोष्ठ,কথোপকথন কক্ষ
डायलअप मॉडम,ডায়েলআপ মডেম
विमा,বীমা
शब्दकोश,অভিধান
"1. अवकलन ,2. विभेदन","১.ডিফাৰেন্সিয়েল, ২. পাৰ্থক্য"
अंकीय,সংখ্যাগত
अंकीय प्रणाल,ডিজিটেল ব্যৱস্থা
अंकीय परिपथ,ডিজিটেল বৰ্তনী
अंकीय कंप्यूटर,ডিজিটেল কম্পিউটাৰ
"1.अंकीय आँकड़ा, 2.अंकीय डाटा","1.ডিজিটেল ডাটা, 2.ডিজিটেল ডাটা"
अंकीय सुविधा,ডিজিটেল সুবিধা
अंकीय फिल्टर,ডিজিটেল ফিল্টাৰ
अंकीय लाइब्रेरी,ডিজিটেল লাইব্ৰেৰী
अंकीय माडुलन,ডিজিটেল মডুলেচন
"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर","1. ডিজিটেল প্ৰদৰ্শন, 2. ডিজিটেল মনিটৰ"
अंकीय चित्र,ডিজিটেল ইমেজ
"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक","১/ ডিজিটেল স্বাক্ষৰ, ২/ ডিজিটেল স্বাক্ষৰ"
अंकीय स्विच,ডিজিটেল চুইচ
अंकीय अनुरूप रूपांतरक,ডিজিটেল এনালগ কনভাৰ্টাৰ
अंकरूपण,ডিজিটাইজেচন
अंकीकरण,ডিজিটাইজেচন
अंकरूपक,ডিজিটাইজাৰ
डायोड,ডাইঅ&#39;ড
प्रत्यक्ष,পোনপটীয়া
प्रत्यक्ष पता,প্ৰত্যক্ষ ঠিকনা
प्रत्यक्ष रुपांतरण,প্ৰত্যক্ষ ৰূপান্তৰ
प्रत्यक्ष युग्मन,প্ৰত্যক্ষ সংযোজন
"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)","1. প্ৰত্যক্ষ মেমৰি অভিগম, 2. প্ৰত্যক্ষ মেমৰি অভিগম (DMA)"
प्रत्यक्ष स्मृति अभिगम (डी एम ए),প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
प्रत्यक्ष विधि,প্ৰত্যক্ষ পদ্ধতি
निदेश,দিশ নিৰ্দেশনা
निर्देशिका,ডাইৰেকটৰী
"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर","1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ"
निर्देशिका सेवा,ডাইৰেকটৰি সেৱা
असमर्थ,অক্ষম
असमर्थकारी संकेत,সংকেত নিষ্ক্ৰিয় কৰা
"1.असंबंधन, 2. विसंबंधन","১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা"
"1.असतत , 2. विविक्त","১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন"
"1.चक्रिका, 2. डिस्क","১.ডিস্ক, ২.ডিস্ক"
"1.चक्रिका पता, 2. डिस्क पता","1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা"
"1.चक्रिका सरणी, 2. डिस्क सरणी","1. ডিস্ক এৰে, 2. ডিস্ক এৰে"
"1.चक्रिका क्षमता, 2. डिस्क क्षमता","1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা"
"1.चक्रिका चालक, 2.डिस्क ड्रािव","1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ"
चक्रिका संचिका,ডিস্ক নথিপত্ৰ
"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी","1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি"
चक्रिका परिचालन तंत्र (डी ओ एस),ডিস্ক অপাৰেটিং চিস্টেম (DoS)
चक्रिका संकुल,ডিস্ক পেকেজ
"1.चक्रिका परिसेवक, 2. डिस्क सर्वर","1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ"
"1.चक्रिका भंडारण, 2. डिस्क भंडारण","1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ"
डिस्केट,ডিস্কেট
प्रदर्श संचिका,ফাইল প্ৰদৰ্শন কৰক
प्रदर्श प्रतिबिंब,ছবি প্ৰদৰ্শন কৰক
निपटान,নিষ্পত্তি
दूरी,দূৰত্ব
दूरी फलन,দূৰত্বৰ ফলন
विरूपण,বিকৃতি
वितरित,বিলি কৰা হ’ল
वितरित आँकड़ा,বিতৰণ কৰা তথ্য
वितरित परिसेवक,বিতৰণ কৰা চাৰ্ভাৰ
"1.वितरित प्रणाली, 2. वितरित तंत्र","1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা"
वितरक,বিতৰক
प्रलेख,নথিপত্ৰ
प्रलेख प्रत्यानयित,নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত
"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो","1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো"
प्रलेखन,নথিপত্ৰ
"डोमेन, प्रक्षेत्र","ডমেইন, ডমেইন"
डोमेन नाम,ডমেইনৰ নাম
"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर","1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ"
"अध:, नीचे","তলত, তলত"
"1.अवलिंक , 2.अवकड़ी","১.এভালিংক, ২.বৰ্গ"
अधोभारण,ডাউনল’ড
अधोभारण काल,ডাউনলোড সময়
कर्षण,ট্ৰেকচন
डीरैम (गतिक रैम),DRAM (ডাইনামিক ৰেম)
अपवाह,ৰানঅফ
चालक,ড্ৰাইভাৰ
पात,পাত
निपात सूची बॉक्स,তালিকা বাকচ ড্ৰপ কৰক
ड्रम ड्रािव,ড্ৰাম ড্ৰাইভ
"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर","1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ"
"1.इम एकक, 2. ड्रम इकाई","১.ইম ইউনিট, ২.ড্ৰাম ইউনিট"
"1.द्वैत,2. द्वि","১.দ্বৈততা, ২. bi"
द्वैत घनत्व,দ্বৈত ঘনত্ব
"1.मूक पता, 2. छद्म पता","১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা"
सन्निक्षेप,ভাণ্ডাৰ
दवैध परिपथ,ডুপ্লেক্স বৰ্তনী
दवैधीकरण,বৈধকৰণ
केय्प्रतिकुंजी,কি&#39; কি&#39;
"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन","১.ডি ভি ডি আৰ./ডব্লিউ, ২. ডিভিডি পঢ়া, ৩. লিখা"
डी वी डी रॉम,DVD ROM
गतिक अनुदेश,গতিশীল নিৰ্দেশনা
"1.गतिक स्मृति, 2.गतिक मेमोरी","1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি"
"1.गति विज्ञान, 2. गतिकी","১.গতিবিদ্যা, ২.গতিশীলতা"
ई बी सी डी आई सी,ই খ গ ঘ আই চি
ई व्यवसाय,ই-ব্যৱসায়
प्रतिध्वनि,প্ৰতিধ্বনি
"1.ई-कॉमर्स, 2.ई-वाणिज्य","১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ"
संपादन,সম্পাদনা কৰা
संपादक,সম্পাদক
शैक्षिक प्रौद्योगिकी,শিক্ষাগত প্ৰযুক্তি
ई ई पी रॉम,ই ই প ৰম
"1.सार्थक पता , 2.प्रभावी पता","১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা"
सार्थक संकार्य पता,অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা
प्रभावी क्रिया,ফলপ্ৰসূ কাৰ্য্য
प्रभावी यू.आई.डी.,ফলপ্ৰসূ UID
प्रभावी संचरण संकार्य,ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য
अष्टबिट बािट,অক্টল বাইট
"इलेक्ट्रॉनिक अधिगम, ई अधिगम","ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং"
चुनाव एल्गोरिथम,নিৰ্বাচন এলগৰিদম
इलेक्ट्रोनिक डाकसेवा (ई. मेल),ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল)
"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर","১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ"
विद्युत लेखा मशीन,বৈদ্যুতিক একাউণ্টিং মেচিন
इलेक्ट्रोनिकी,ইলেক্ট্ৰনিক্স
इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.),ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS)
इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.),ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI)
इलेक्ट्रोनिक आंकड़ा संसाधन,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
इलेक्ट्रॉनिक विवरणिक,ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ
इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका","১.ইলেক্ট্ৰনিক জাৰ্নেল, ২.ইলেক্ট্ৰনিক জাৰ্নেল"
इलेक्ट्रॉनिक प्रकाशन,ইলেক্ট্ৰনিক প্ৰকাশন
इलेक्ट्रॉनिक स्विच,ইলেক্ট্ৰনিক চুইচ
"तत्व, अवयव","উপাদান, উপাদান"
ई-मेल,ই-মেইল
"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता","১/ ই-মেইল ঠিকনা, ২/ ইলেক্ট্ৰনিক মেইলিং ঠিকনা"
अंत:स्थापित तंत्र,এম্বেডেড চিস্টেম
अंत:स्थापन,এম্বেডিং
उत्सर्जक युग्मित तर्क (ई.सी.एल.),এমিটাৰ সংযুক্ত লজিক (ECL)
रिक्त चिति,খালী ঠাই
"1.रिक्त श्रृंखला, 2. रिक्त माला","১.উকা শিকলি, ২.উকা শিকলি"
यंत्रानुकरण,যান্ত্ৰিকীকৰণ
"1.केप्सूलीकरण, 2. केप्सूलन","১.কেপচুলেচন, ২.কেপচুলেচন"
कूटलेखक,ডিকোডাৰ
कूटलेखन,এনকোডিং
"1.कूटलेखक, 2. कोडक","১.এনকোডাৰ, ২.কোডাক"
गूढ आंकडा,লুকাই থকা তথ্য
गूढ फािल सिस्टम,লুকাই থকা নথিপত্ৰপ্ৰণালী
"1.गोपन, 2. कोडन, 3. कूटलेखन","1. এনক্ৰিপচন, 2. ক&#39;ডিং, 3. এনকোডিং"
खंडक अंत,ব্লকৰ শেষ
संचिका-अन्त,ফাইল-অন্ত
प्रयोक्ता,ব্যৱহাৰকাৰী
प्रवेश,প্ৰৱেশদ্বাৰ
प्रवेश कुंजी,প্ৰৱেশ চাবি
"1.उद्यम सरवर, 2. उद्यम सेवक","১.উদ্যম সৰৱাৰ, ২.উদ্যম সেৱক"
उद्यम तंत्र,উদ্যোগ ব্যৱস্থা
सत्ता,ক্ষমতা
सत्ता संबंधता,ক্ষমতা আত্মীয়তা
प्रवेश काल,প্ৰৱেশৰ সময়
प्रविष्ट चर,ইনপুট ভেৰিয়েবল
गणनीय,গণনাযোগ্য
परिवेश,পৰিৱেশ
"1.ईपोच,2. युग,3. निर्देश क्षण","১.যুগ, ২. যুগ, ৩. নিৰ্দেশনা মুহূৰ্ত"
ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति),EPRAM (বিত্তীয় প্ৰগ্ৰেমেবল কেৱল পঢ়িব পৰা মেমৰি)
एपसिलॉन संवरक,এপ্সিলন কনষ্ট্ৰিক্টৰ
तुल्यकारक,ইকুৱেলাইজাৰ
उपस्कर,সঁজুলি
तुल्यता वर्ग,সমতুল্যতা শ্ৰেণী
तुल्य संबंध,সমতুল্য সম্পৰ্ক
"1.विलोपन, 2.मिटान","১/ বিলুপ্তি, ২) নিৰ্মূল"
त्रुटि संशोधन कूट,ভুল সংশোধন ক&#39;ড
त्रुटि संशोधन,ভুল সংশোধন
त्रुटि संसूचन,ভুল ধৰা পেলোৱা
त्रुटि प्रहस्तन,ভুল নিয়ন্ত্ৰণ
त्रुटि संदेश,ত্ৰুটি বাৰ্তা
त्रुटि दर,ভুলৰ হাৰ
त्रुटि पुनर्डद्धार,ত্ৰুটি পুনৰুদ্ধাৰ
त्रुटि नेमक,ভুলৰ নাম
पलायन संप्रतीक,পলায়ন চিহ্ন
ईथरनेट,ইথাৰনেট
घटना,কাৰ্যক্ৰম
घटना श्रृंखला,ইভেন্ট শৃংখল
घटना नियंत्रण,ইভেন্ট নিয়ন্ত্ৰণ
घटना गणक,ইভেন্ট কাউণ্টাৰ
अपवाद प्रहस्तन,ব্যতিক্ৰম নিয়ন্ত্ৰণ
विनिमय डिस्क भंडारण,বিনিময় ডিষ্ক সংৰক্ষণ
अपवर्जन,বৰ্জন
अनन्य और (एक्स ऑर),একচেটিয়া আৰু (x বা)
निष्पाद्य क्रमादेश,এক্সিকিউটেবল প্ৰগ্ৰেম
निष्पादन कथन,এক্সিকিউচন ষ্টেটমেন্ট
चयनिक खोज,নিৰ্বাচিত অনুসন্ধান
विदयमान,বিদ্যমান
निर्गम,সমস্যা
विशेषज्ञ तंत्र,বিশেষজ্ঞ ব্যৱস্থা
"1. अभिव्यक्ति ,2. व्यंजक","১.প্ৰকাশ, ২. অভিব্যক্তি"
विस्तारित आलेखीय आव्यूह (एक्स जी ए),সম্প্ৰসাৰিত চিত্ৰাঙ্কিত মেট্ৰিক্স (x g a)
विस्तारित औदयोगिक मानक (इ.आई.एस.),বৰ্ধিত ঔদ্যোগিক মানদণ্ড (EIS)
अतिदेशित मशीन,অভাৰলোড মেচিন
विस्तारित स्मृति,বৰ্ধিত স্মৃতিশক্তি
"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता","১/ বৰ্ধিত নিখুঁততা, ২) বৰ্ধিত সঠিকতা"
"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण","1.Extended Sorting, 2.Extended পৃথকীকৰণ"
वाह्य आह्वान,কল আউট কৰক
वाह्य त्रुटि,বাহ্যিক ভুল
वाह्य फलन,বাহিৰৰ কাৰ্য্য
वाह्य अंतरायन,বাহ্যিক বাধা
"1.वाह्य स्मृति, 2. वाह्य मेमोरी","1.বাহ্যিক স্মৃতিশক্তি, 2.বাহ্যিক স্মৃতিশক্তি"
वाह्य स्मृति,বাহ্যিক স্মৃতিশক্তি
वाह्य मॉडेम,বাহ্যিক মডেম
वाह्य संदर्भ,বাহ্যিক উল্লেখ
वाह्य खोज,বাহ্যিক অনুসন্ধান
वाह्य भंडारण युक्ति,বাহ্যিক সংৰক্ষণ ডিভাইচ
निष्कर्षण,নিষ্কাশন
बहिर्वेशन,বহিঃপ্ৰক্ষেপণ
फलक संप्रतीक मुद्रक,পেনেল আখৰ প্ৰিন্টাৰ
विफल-सुरक्षा संक्रिया,বিফল-নিৰাপদ কাৰ্য্য
विफलता दर,বিফলতাৰ হাৰ
विफलता मुक्ति,বিফলতা নিৰ্গমন
मिथ्या कूट,মিছা ক&#39;ড
मिथ्या त्रुटि,মিছা ভুল
"1.निवेशाँक, 2. निवेश-अंक","১.বিনিয়োগ, ২.বিনিয়োগ পইণ্ট"
"1.निर्गताँक, 2. निर्गत-अंक","1. ইছ্যু, 2. ইছ্যু নম্বৰ"
"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम","1. প্ৰতিলিপি I/O ডিভাইচ, 2. প্ৰতিলিপি ইনপুট ডিভাইচ/আউটপুট"
द्रुत फौरिएर अन्तरण,দ্ৰুত ফোৰিয়াৰ স্থানান্তৰ
घातक त्रुटि,মাৰাত্মক ভুল
दोष संसूचन,ত্ৰুটি ধৰা পেলোৱা
दोष निदान,দোষ নিদান
दोष सहिष्णुता,দোষ সহনশীলতা
फैक्स,ফেক্স
फैक्स संदेश,ফেক্স বাৰ্তা
एफ डी सी,f dc
लक्षण संसूचन,লক্ষণ ধৰা পেলোৱা
भरण चक्र,ফিল চকা
पुनर्निवेश,পুনৰ বিনিয়োগ
"1.प्रदायक,2.पोषक, 3.फीडर","1.যোগানকাৰী, 2.পুষ্টি, 3.ফিডাৰ"
आनयन,আনন
फिबोनेकी खोज,ফিবোনাচি আৱিষ্কাৰ
फिबोनेकी अनुक्रम,ফিবোনাচি ক্ৰম
फिबोनेकी श्रेणी,ফিবোনাচি ছিৰিজ
तंतु प्रकाशिकी,ফাইবাৰ অপটিক্স
फिडो जाल,ফিডো ফান্দ
क्षेत्र,অঞ্চল
पंचम पीढ़ी कम्प्यूटर,পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ
"1.संचिका,2. फािल","1.ফাইল, 2. ফাইল"
संचिका अभिगम विधि,ফাইল অভিগম পদ্ধতি
संचिका नियतन सारणी,ফাইল আবণ্টন টেবুল
संचिका संपीडन,ফাইল সংকোচন
संचिका प्रतिलिपिकरण,ফাইল কপি কৰা
संचिका विन्यास,নথিপত্ৰ বিন্যাস
संचिका विलय,ফাইল মাৰ্জ কৰক
संचिका पुन:प्राप्ति,ফাইল পুনৰুদ্ধাৰ
संचिका भंडारण,নথিপত্ৰ সংৰক্ষণ
संचिका संरचना,নথিপত্ৰ গঠন
संचिका तंत्र,নথিপত্ৰপ্ৰণালী
संचिका अंतरण,ফাইল স্থানান্তৰ
फाील अंतरण प्रोटोकॉल (एफ टी पी),নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP)
फिल्टर,ফিল্টাৰ
अंतिम स्थिति,শেষৰ স্থান
खोज,সন্ধান
परिमित अवस्था यंत्र,সসীম অৱস্থাৰ যন্ত্ৰ
फायर वॉल,জুইৰ দেৱাল
फर्मवेयर,ফাৰ্মৱেৰ
पहले आो पहले पाो,প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক
प्रथम पीढ़ी कंप्यूटर,প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ
प्रथम निवेश प्रथम निर्गम (फीफो ),প্ৰথম ইনপুট প্ৰথম সংখ্যা (FIFO)
प्रथम कोटि तर्क,প্ৰথম ক্ৰমৰ যুক্তি
प्रथम कोटि सिद्धांत,প্ৰথম ক্ৰমৰ নীতি
नियत विभाजन,ফিক্সড ডিভিজন
चिन्ह,চহী
नम्य डिस्क,নমনীয় ডিস্ক
फ्लॉपी डिस्क,ফ্লপি ডিস্ক
फ्लापी डिस्क चालन (एफ डी डी),ফ্লপি ডিস্ক ড্ৰাইভ (FDD)
प्रवाह संचित्र,ফ্ল&#39; চাৰ্ট
नियंत्रण प्रवाह,নিয়ন্ত্ৰণ প্ৰবাহ
प्रधावन,predawn
फोल्डर,ফোল্ডাৰ
फाँट,ফন্ট
फाँट परिवार,ফন্ট পৰিয়াল
वाह्य कुंजी,বাহ্যিক কি&#39;
रूप,প্ৰপত্ৰ
प्रतीकात्मक भाषा,প্ৰতীকী ভাষা
प्रतीकात्मक विधि,প্ৰতীকী পদ্ধতি
"1.फॉरमैट, 2.आरूप","1.ফৰ্মেট, 2.ফৰ্ম"
आरूपण,অংকন কৰি থকা
फोरट्रॉन,fortron
"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन","1.Fortran (এটা কম্পিউটাৰ ভাষা) প্ৰগ্ৰেম, 2.Fortran প্ৰগ্ৰেমিং"
अग्रतिर्यक स्लैश,ফৰৱাৰ্ড স্লেছ
चतुर्थ पीढ़ी कंप्यूटर,৪ৰ্থ প্ৰজন্মৰ কম্পিউটাৰ
खंड,শাখা
फ्रेम,ফ্ৰেম
"1.मुक्त नेट, 2.मुक्त जाल","1.মুক্ত নেট, 2.মুক্ত নেট"
मुक्त सॉफ्टवेयर न्यास,মুক্ত চফ্টৱেৰ বিশ্বাস
मुक्त भंडारण,বিনামূলীয়া সংৰক্ষণ
फ्रीवेयर,ফ্ৰীৱেৰ
अग्रांत,সন্মুখৰ
"1.अग्र पट्टिका, 2.अग्र पैनल","1.ফ্ৰন্ট পেনেল, 2.ফ্ৰন্ট পেনেল"
"1.प्रकार्य,2. फलन","1.কাৰ্য্যসমূহ, 2. অনুষ্ঠান"
प्रकार्य कुंजी,ফাংচন কি&#39;
प्रकार्य संदर्भ,ফাংচন ৰেফাৰেন্স
