Malayalam,Kannada
സാച്ചുറേഷൻ ഡിഗ്രി,ಶುದ್ಧತ್ವದ ಪದವಿ
സാന്ദ്രത,ಸಾಂದ್ರತೆ
മരുഭൂമിയിലെ നടപ്പാത,ಮರುಭೂಮಿ ಪಾದಚಾರಿ ಮಾರ್ಗ
മരുഭൂമിയിലെ മണ്ണ്,ಮರುಭೂಮಿ ಮಣ್ಣು
വിശദാംശങ്ങൾ,ವಿವರಗಳು
വികസന കാലയളവ്,ಅಭಿವೃದ್ಧಿ ಅವಧಿ
ഡി-ചക്രവാളം,ಡಿ-ಹಾರಿಜಾನ್
ഡയഗണൽ ബോണ്ട്,ಕರ್ಣೀಯ ಬಂಧ
ഡയഗ്രം,ರೇಖಾಚಿತ್ರ
ഡിജിറ്റൽ ഡോക്ക്,ಡಿಜಿಟಲ್ ಡಾಕ್
വ്യത്യസ്ത ജലനിരക്ക്,ಭೇದಾತ್ಮಕ ನೀರಿನ ದರ
ഡില്യൂഷൻ വെന്റിലേഷൻ,ದುರ್ಬಲಗೊಳಿಸುವ ವಾತಾಯನ
ഡിലുവിയം,ಡಿಲುವಿಯಂ
ഡൈനിംഗ് റൂം,ಊಟದ ಕೋಣೆ
ദിശ കുറ്റി,ದಿಕ್ಕಿನ ಪೆಗ್
വിസരണം,ಪ್ರಸರಣ
ഡിസ്റ്റെമ്പർ,ಡಿಸ್ಟೆಂಪರ್
മുറിവാല്,ಡಾಕ್
വാതിൽ,ಬಾಗಿಲು
ഡോർമർ,ಡಾರ್ಮರ್
ഡോർമർ പരിശോധന,ಡಾರ್ಮರ್ ಚೆಕ್
ഇരട്ട ഫ്ലെമിഷ് ബോണ്ട്,ಡಬಲ್ ಫ್ಲೆಮಿಶ್ ಬಾಂಡ್
ഇരട്ട പാളി,ಡಬಲ್ ಲೇಯರ್
ഡോവൽ,ಡೋವೆಲ್
വരക്കാനുള്ള ബോർഡ്,ಡ್ರಾಯಿಂಗ್ ಬೋರ್ಡ್
സന്ദര്ശകമുറി,ಡ್ರಾಯಿಂಗ್ ಕೊಠಡಿ
ഡ്രിഫ്റ്റ്,ಡ್ರಿಫ್ಟ್
ഉണങ്ങിയ ബൾബ് താപനില,ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ
ഡ്രൈ ഡോക്ക്,ಡ್ರೈ ಡಾಕ್
ഉണങ്ങിയ റബ്ബർ കൊത്തുപണി,ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು
ഡച്ച് ബോണ്ട്,ಡಚ್ ಬಾಂಡ್
കുള്ളൻ മതിൽ,ಕುಬ್ಜ ಗೋಡೆ
പാർപ്പിട യൂണിറ്റ്,ವಸತಿ ಘಟಕ
ഈവ്,ಈವ್
ഈവ്സ് ഗട്ടർ,ಈವ್ಸ್ ಗಟರ್
സാമ്പത്തിക സാധ്യത,ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ
എക്ടോഡൈനാമോർഫിക് മണ്ണ്,ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
എഡ്ഡി,ಸುಳಿ
ഫലപ്രദമായ വലിപ്പം,ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ
പുഷ്പം,ಪುಷ್ಪಮಯ
മലിനജലം,ಹೊರಹರಿವು
ഉയരത്തിലുമുള്ള,ಎತ್ತರ
എലുവിയേഷൻ,ಎಲುವಿಯೇಶನ್
എലൂവിയം,ಎಲುವಿಯಮ್
എൻഡോഡൈനാമോർഫിക് മണ്ണ്,ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
എഞ്ചിനീയറിംഗ് സാധ്യത,ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ
ഇംഗ്ലീഷ് ബോണ്ട്,ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್
ഇംഗ്ലീഷ് ഗാർഡൻ വാൾ ബോണ്ട്,ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
"EPM (ഒരു ദശലക്ഷത്തിന് തുല്യം),&quot;","EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;"
തുല്യ ഭാരം,ಸಮಾನ ತೂಕ
ഉദാ,ಉದಾ
കൈമാറ്റം ചെയ്യാവുന്നത്,ವಿನಿಮಯ ಮಾಡಬಹುದಾದ
കൈമാറ്റം ചെയ്യാവുന്ന അസിഡിറ്റി,ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ
കൈമാറ്റം ചെയ്യാവുന്ന സോഡിയം ശതമാനം (ESP),ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP)
ഇ.എസ്.പി.,ಇ.ಎಸ್.ಪಿ.
അസിഡിറ്റി കൈമാറ്റം ചെയ്യുക,ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ
എക്സ്ചേഞ്ച് കോംപ്ലക്സ്,ವಿನಿಮಯ ಸಂಕೀರ್ಣ
എക്സോസ്റ്റ്,ನಿಷ್ಕಾಸ
തുറന്ന ഫിനിഷ്,ಬಹಿರಂಗ ಮುಕ್ತಾಯ
കണ്ണ്,ಕಣ್ಣು
കണ് പുരികം,ಕಣ್ಣು ಹುಬ್ಬು
അഭിമുഖീകരിക്കുന്നു,ಎದುರಿಸುತ್ತಿದೆ
ഫേസിംഗ് ബോണ്ട്,ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ
സുരക്ഷാ ഘടകം,ಸುರಕ್ಷತೆಯ ಅಂಶ
വീഴ്ച,ಪತನ
ഫേഷ്യ,ಫೇಶಿಯಾ
ഫേഷ്യൽ ബോർഡ്,ಫೇಶಿಯಾ ಬೋರ್ಡ್
തെറ്റ്,ದೋಷ
വയലിലെ ഈർപ്പം,ಕ್ಷೇತ್ರ ತೇವಾಂಶ
അന്തിമ ഈർപ്പം തുല്യമാണ്,ಅಂತಿಮ ತೇವಾಂಶ ಸಮಾನ
ഫില്ലറ്റ് (മോർട്ടാർ),ಫಿಲೆಟ್ (ಗಾರೆ)
ഫൈനൽ,ಅಂತಿಮ
അന്തിമ അളവ്,ಅಂತಿಮ ಮಾಪನ
അന്തിമ പേയ്മെന്റ്q,ಅಂತಿಮ ಪಾವತಿq
ഫൈനൽ പ്രീ-സ്ട്രെസ്,ಅಂತಿಮ ಪೂರ್ವ ಒತ್ತಡ
അവസാന പിരിമുറുക്കം,ಅಂತಿಮ ಒತ್ತಡ
സാമ്പത്തിക സാധ്യത,ಹಣಕಾಸಿನ ಕಾರ್ಯಸಾಧ್ಯತೆ
ഫൈൻ അഗ്രഗേറ്റ്,ಉತ್ತಮವಾದ ಒಟ್ಟು
പിളർന്ന പാറ,ಬಿರುಕುಗೊಂಡ ಬಂಡೆ
പതാക കല്ല്,ಧ್ವಜದ ಕಲ್ಲು
ഫ്ലെമിഷ് ബോണ്ട്,ಫ್ಲೆಮಿಶ್ ಬಂಧ
മിന്നുന്നു,ಮಿನುಗುತ್ತಿದೆ
മിന്നുന്ന പ്രവാഹം,ಹೊಳೆಯುವ ಸ್ಟ್ರೀಮ್
പരന്ന മേൽക്കൂര,ಫ್ಲಾಟ್ ಛಾವಣಿ
ഫ്ലെഷെ,ಫ್ಲೆಚೆ
ഫ്ലെമിഷ് ഗാർഡൻ വാൾ ബോണ്ട്,ಫ್ಲೆಮಿಶ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
ഫ്ലിന്റ്,ಫ್ಲಿಂಟ್
ഫ്ലിന്റ് മതിൽ,ಫ್ಲಿಂಟ್ ಗೋಡೆ
ഫ്ലോട്ടിംഗ് ഫ്ലോർ,ತೇಲುವ ಮಹಡಿ
ഫ്ലോക്കുലേഷൻ,ಫ್ಲೋಕ್ಯುಲೇಷನ್
ഫ്ലോക്കുലേഷൻ പരിധി,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಮಿತಿ
ഫ്ലോക്കുലേഷൻ അനുപാതം,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಅನುಪಾತ
ഫ്ലോക്കുളുകൾ,ಫ್ಲೋಕಲ್ಸ್
തറ,ಮಹಡಿ
ഫ്ലോർ സീൽ,ಮಹಡಿ ಮುದ್ರೆ
ഒഴുക്ക്,ಹರಿವು
ഏറ്റക്കുറച്ചിലുകൾ,ಏರಿಳಿತ
കാൽനടയായി,ಕಾಲಿಡುವುದು
ഫൗണ്ടേഷൻ,ಅಡಿಪಾಯ
ഫ്രീ ഫാൾ ബാരോ ടോപ്പിംഗ് മിക്സർ,ಉಚಿತ ಪತನದ ಬ್ಯಾರೋ ಟಾಪಿಂಗ್ ಮಿಕ್ಸರ್
ഫ്രീ ഫാൾ മിക്സർ (ഡ്രം തരം),ಉಚಿತ ಪತನ ಮಿಕ್ಸರ್ (ಡ್ರಮ್ ಪ್ರಕಾರ)
സ്വതന്ത്ര കല്ല്,ಉಚಿತ ಕಲ್ಲು
ഫ്രെഷെറ്റ്,ಫ್ರೆಶ್ಸೆಟ್
ഘർഷണ കൂമ്പാരം,ಘರ್ಷಣೆ ರಾಶಿ
തവള,ಕಪ್ಪೆ
ഗേബിൾ,ಗೇಬಲ್
ഗബ്ലെറ്റ്,ಗ್ಯಾಬ್ಲೆಟ್
ഗാംബ്രൽ മേൽക്കൂര,ಗ್ಯಾಂಬ್ರೆಲ್ ಛಾವಣಿ
ഗേജ്,ಗೇಜ್
അളക്കൽ വിഭാഗം,ಅಳತೆ ವಿಭಾಗ
ഗേജിംഗ് സ്റ്റേഷൻ,ಮಾಪಕ ನಿಲ್ದಾಣ
പൊതുവായ ലൊക്കേഷൻ പ്ലാൻ,ಸಾಮಾನ್ಯ ಸ್ಥಳ ಯೋಜನೆ
പൊതു വെന്റിലേഷൻ,ಸಾಮಾನ್ಯ ವಾತಾಯನ
ജി ചക്രവാളം അല്ലെങ്കിൽ ഗ്ലേ ചക്രവാളം,ಜಿ ಹಾರಿಜಾನ್ ಅಥವಾ ಗ್ಲೇ ಹಾರಿಜಾನ್
വരെ ഗ്ലേഷ്യൽ,ತನಕ ಗ್ಲೇಶಿಯಲ್
ഗ്നീസ്,ಗ್ನೀಸ್
ഗുഡ്സ് യാർഡ്,ಸರಕುಗಳ ಅಂಗಳ
ഗ്രേഡിയന്റ് പ്രതിരോധം,ಗ್ರೇಡಿಯಂಟ್ ಪ್ರತಿರೋಧ
ഗ്രാനൈറ്റ്,ಗ್ರಾನೈಟ್
ഗ്രാനുലാർ ഘടന,ಹರಳಿನ ರಚನೆ
ഗ്രാനുലേഷൻ,ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್
ഗ്രാനുൾ,ಗ್ರ್ಯಾನ್ಯೂಲ್
ഗുരുത്വാകർഷണ ജല രഹിത ജലം,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನೀರು ಮುಕ್ತ ನೀರು
ഗുരുത്വാകർഷണ മുറ്റം,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂಗಳ
വലിയ മണ്ണ് ഗ്രൂപ്പ്,ದೊಡ್ಡ ಮಣ್ಣಿನ ಗುಂಪು
ഗ്രില്ലേജ് അടിസ്ഥാനം,ಗ್ರಿಲ್ಲೇಜ್ ಅಡಿಪಾಯ
ഗ്രൗണ്ട് ഹാൻഡ് മോൾഡിംഗ്,ನೆಲದ ಕೈ ಮೋಲ್ಡಿಂಗ್
ഗ്രൂപ്പുചെയ്ത ഡോക്ക്,ಗುಂಪು ಮಾಡಲಾದ ಡಾಕ್
ഗ്രൂപ്പ് ഭവനം,ಗುಂಪು ವಸತಿ
അതിഥി മുറി,ಅತಿಥಿ ಕೊಠಡಿ
ഗട്ടർ,ಗಟಾರ
ഗട്ടർ വഹിക്കുന്നയാൾ,ಗಟಾರ ಹೊರುವವನು
ഗട്ടർ പരിശോധന,ಗಟರ್ ಚೆಕ್
ചുറ്റിക ഡ്രസ്സിംഗ്,ಸುತ್ತಿಗೆ ಡ್ರೆಸ್ಸಿಂಗ್
തുറമുഖം,ಬಂದರು
അഭയകേന്ദ്രം,ಆಶ್ರಯ ಬಂದರು
ഹാർഡ് പാൻ,ಹಾರ್ಡ್ ಪ್ಯಾನ್
തലക്കെട്ട്,ಶಿರೋಲೇಖ
തലക്കെട്ട് ബോണ്ട്,ಹೆಡರ್ ಬಾಂಡ್
ഹെഡ്ഡർ കോഴ്സ്,ಹೆಡರ್ ಕೋರ್ಸ್
ഹെഡ് ഗേറ്റ് ഘടന,ಹೆಡ್ ಗೇಟ್ ರಚನೆ
കനാലിന്റെ തലവൻ,ಕಾಲುವೆಯ ಮುಖ್ಯಸ್ಥ
ഹെഡ് റെഗുലേറ്റർ,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
മത്തി അസ്ഥിബന്ധം,ಹೆರಿಂಗ್ ಮೂಳೆ ಬಂಧ
ഹൃദയം,ಹಾರ್ಟಿಂಗ್
നനവിന്റെ ചൂട്,ತೇವಗೊಳಿಸುವ ಶಾಖ
ഉയർന്ന അലുമിന സിമന്റ്,ಹೆಚ್ಚಿನ ಅಲ್ಯೂಮಿನಾ ಸಿಮೆಂಟ್
ഹിപ്,ಹಿಪ್
ഹിപ് ക്യാപ്പിംഗ്,ಹಿಪ್ ಕ್ಯಾಪಿಂಗ್
ഇടുങ്ങിയ അറ്റം,ಹಿಪ್ಡ್ ಎಂಡ್
ഹുഡ്,ಹುಡ್
ഹുഡ് മോൾഡിംഗ്,ಹುಡ್ ಮೋಲ್ಡಿಂಗ್
ഹുക്കിന്റെ നിയമം,ಹುಕ್ ಕಾನೂನು
വളയം ഇരുമ്പ്,ಹೂಪ್ ಕಬ್ಬಿಣ
ചക്രവാളം,ಹಾರಿಜಾನ್
ഹ്യുമിഡിഫിക്കേഷൻ,ಆರ್ದ್ರತೆ
"ഈർപ്പം, കേവല","ಆರ್ದ್ರತೆ, ಸಂಪೂರ್ಣ"
"ഈർപ്പം, ആപേക്ഷികം","ಆರ್ದ್ರತೆ, ಸಾಪೇಕ್ಷ"
ഹമ്പ് യാർഡ്,ಹಂಪ್ ಯಾರ್ಡ್
ഹൈഡ്രോളിക് മർദ്ദം,ಹೈಡ್ರಾಲಿಕ್ ಒತ್ತಡ
ജലാംശം,ಜಲಸಂಚಯನ
ജലവിശ്ലേഷണം,ಜಲವಿಚ್ಛೇದನ
ഹൈഡ്രോലൈറ്റിക് അസിഡിറ്റി,ಹೈಡ್ರೊಲೈಟಿಕ್ ಆಮ್ಲೀಯತೆ
ഹൈഡ്രോമോർഫിക് മണ്ണ്,ಹೈಡ್ರೋಮಾರ್ಫಿಕ್ ಮಣ್ಣು
ഹൈഡ്രോഫിലിക് കൊളോയിഡ്,ಹೈಡ್ರೋಫಿಲಿಕ್ ಕೊಲೊಯ್ಡ್
ഹൈഡ്രോഫോബിക് കൊളോയിഡ്,ಹೈಡ್ರೋಫೋಬಿಕ್ ಕೊಲೊಯ್ಡ್
ഹൈഡ്രോസ്റ്റാറ്റിക് മർദ്ദം അനുപാതം,ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡದ ಅನುಪಾತ
ഹൈഗ്രോസ്കാപ്റ്റിക് ഗുണകം,ಹೈಗ್ರೊಸ್ಕಾಪ್ಟಿಕ್ ಗುಣಾಂಕ
ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
ഹൈഡ്രോസ്കോപ്പിസിറ്റി,ಹೈಡ್ರೋಸ್ಕೋಪಿಸಿಟಿ
ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
ഹൈപ്പർബാറിക് ചേംബർ,ಹೈಪರ್ಬೇರಿಕ್ ಚೇಂಬರ್
ഹൈപ്പർസ്റ്റാറ്റിക് ഫ്രെയിം,ಹೈಪರ್ಸ್ಟಾಟಿಕ್ ಫ್ರೇಮ್
ഹൈപ്സോമീറ്റർ,ಹೈಪ್ಸೋಮೀಟರ್
പ്രകാശം,ಇಲ್ಯುಮಿನೇಷನ್
ഇംബിബേഷൻ ഈർപ്പം,ಇಂಬಿಬೇಷನ್ ತೇವಾಂಶ
പാകമാകാത്ത മണ്ണ്,ಬಲಿಯದ ಮಣ್ಣು
പിടിച്ചെടുത്ത ഡോക്ക്,ವಶಪಡಿಸಿಕೊಂಡ ಡಾಕ್
ഭൂമിയുടെ വരുമാനം വർദ്ധിപ്പിക്കുക,ಭೂ ಆದಾಯ ಹೆಚ್ಚಳ
സ്വതന്ത്ര സ്കാർഫോൾഡ്,ಸ್ವತಂತ್ರ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
ഇൻഡുറേറ്റഡ്,ಇಂಡರೇಟೆಡ್
പ്രാരംഭ പ്രിസ്ട്രെസ്,ಆರಂಭಿಕ ಪ್ರಿಸ್ಟ್ರೆಸ್
പ്രാരംഭ ടെൻഷൻ,ಆರಂಭಿಕ ಒತ್ತಡ
ഉൾനാടൻ ജലപാത തുറമുഖം,ಒಳನಾಡಿನ ಜಲಮಾರ್ಗ ಬಂದರು
ഇൻസുലേറ്റിംഗ് ബോർഡ്,ಇನ್ಸುಲೇಟಿಂಗ್ ಬೋರ್ಡ್
ഇന്റർമീഡിയറ്റ് പോർട്ട്,ಮಧ್ಯಂತರ ಬಂದರು
ആന്തരിക ഘർഷണം,ಆಂತರಿಕ ಘರ್ಷಣೆ
ഇൻട്രാസോണൽ മണ്ണ്,ಇಂಟ್ರಾಜೋನಲ್ ಮಣ್ಣು
അയോൺ,ಅಯಾನು
അയോൺ എക്സ്ചേഞ്ച്,ಅಯಾನು ವಿನಿಮಯ
ഇരുമ്പ് പാൻ,ಕಬ್ಬಿಣದ ಪ್ಯಾನ್
ജലസേചന ഭൂമി,ನೀರಾವರಿ ಭೂಮಿ
ജലസേചനം,ನೀರಾವರಿ
ജലസേചന സെസ്,ನೀರಾವರಿ ಸೆಸ್
ജാംബ്,ಜಾಂಬ್
ജോഗിൾ,ಜೋಗಲ್
ജോഗിൾ പിൻ,ಜೋಗಲ್ ಪಿನ್
ജൂൾ,ಜೂಲ್
ജമ്പർ,ಜಂಪರ್
കിലോഗ്രാം,ಕಿಲೋಗ್ರಾಂ
കിലോഗ്രാം ശക്തി,ಕಿಲೋಗ್ರಾಂ ಬಲ
കിലോഗ്രാം ഫോഴ്സ് മീറ്റർ,ಕಿಲೋಗ್ರಾಂ ಫೋರ್ಸ್ ಮೀಟರ್
കിലോവാട്ട് മണിക്കൂർ,ಕಿಲೋವ್ಯಾಟ್ ಗಂಟೆ
രാജാവ് അടച്ചുപൂട്ടൽ,ಕಿಂಗ್ ಮುಚ್ಚುವಿಕೆ
അടുക്കള,ಅಡಿಗೆ
ലേസ്ഡ് കോളം,ಲೇಸ್ಡ್ ಕಾಲಮ್
ലാഗിംഗ്,ಹಿಂದುಳಿದಿದೆ
ലാമെല്ല റൂട്ട്,ಲ್ಯಾಮೆಲ್ಲಾ ರೂಟ್
ലാമിനാർ ഒഴുക്ക്,ಲ್ಯಾಮಿನಾರ್ ಹರಿವು
വിളക്ക് ദ്വാരം,ದೀಪದ ರಂಧ್ರ
ഭൂമി ശേഖരിക്കൽ,ಭೂಮಿ ಸಂಚಯ
ലാൻഡ് സ്ലൈഡിംഗ്,ಲ್ಯಾಂಡ್ ಸ್ಲೈಡಿಂಗ್
ലാറ്ററൈറ്റ്,ಲ್ಯಾಟರೈಟ್
ലാറ്ററൈറ്റ് മണ്ണ്,ಲ್ಯಾಟರೈಟ್ ಮಣ್ಣು
വലിയ സംഖ്യകളുടെ നിയമം,ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು
ലേഔട്ട് പ്ലാൻ,ಲೇಔಟ್ ಯೋಜನೆ
ലെഡ്ജർ,ಖಾತಾ ಪುಸ್ತಕ
നാരങ്ങ പാൻ,ಸುಣ್ಣದ ಪ್ಯಾನ್
ലിന്റൽ,ಲಿಂಟೆಲ್
ദ്രാവക പരിധി,ದ್ರವ ಮಿತಿ
ലൈവ് ലോഡ്,ಲೈವ್ ಲೋಡ್
പശിമരാശി,ಲೋಮ್
പ്രാദേശിക എക്‌സ്‌ഹോസ്റ്റ് വെന്റിലേഷൻ,ಸ್ಥಳೀಯ ನಿಷ್ಕಾಸ ವಾತಾಯನ
ലോക്കോ യാർഡ്,ಲೋಕೋ ಅಂಗಳ
ലോസ്,ಲೋಸ್
കുറഞ്ഞ പ്ലാസ്റ്റിക് പരിധി,ಕಡಿಮೆ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ
കുറഞ്ഞ ചൂട് സിമന്റ്,ಕಡಿಮೆ ಶಾಖ ಸಿಮೆಂಟ್
മെഷീൻ മോൾഡിംഗ്,ಯಂತ್ರ ಮೋಲ್ಡಿಂಗ್
മാക്രോസ്ട്രക്ചർ,ಮ್ಯಾಕ್ರೋಸ್ಟ್ರಕ್ಚರ್
പ്രധാന ഹെഡ് റെഗുലേറ്റർ,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
പ്രധാന തുറമുഖം,ಮುಖ್ಯ ಬಂದರು
മേക്കപ്പ് എയർ,ಮೇಕಪ್ ಗಾಳಿ
മാൻസാർഡ്,ಮನ್ಸಾರ್ಡ್
മാർഷലിംഗ് യാർഡ്,ಮಾರ್ಷಲಿಂಗ್ ಯಾರ್ಡ್
കൊത്തുപണി,ಕಲ್ಲುಗಾರಿಕೆ
പക്വത താപനില,ಪಕ್ವವಾಗುತ್ತಿರುವ ತಾಪಮಾನ
മെസാനൈൻ തറ,ಮೆಜ್ಜನೈನ್ ಮಹಡಿ
മെക്കാനിക്കൽ വിശകലനം,ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ
മെക്കാനിക്കൽ വെന്റിലേഷൻ,ಯಾಂತ್ರಿಕ ವಾತಾಯನ
മെട്രിക് സിസ്റ്റം,ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ
മൈക്രോസ്ട്രക്ചർ,ಸೂಕ್ಷ್ಮ ರಚನೆ
മില്ലി തുല്യം,ಮಿಲಿ ಸಮಾನ
ഒരു ലിറ്ററിന് തുല്യമായ മില്ലി,ಪ್ರತಿ ಲೀಟರ್‌ಗೆ ಮಿಲಿ ಸಮಾನ
ധാതു,ಖನಿಜ
ധാതു മണ്ണ്,ಖನಿಜ ಮಣ್ಣು
ചെറിയ തുറമുഖം,ಚಿಕ್ಕ ಬಂದರು
മിട്രഡ് ക്ലോഷർ,ಮಿಟ್ರೆಡ್ ಮುಚ್ಚುವಿಕೆ
മൊബൈൽ മണ്ണ് കൊളോയിഡ്,ಮೊಬೈಲ್ ಮಣ್ಣಿನ ಕೊಲೊಯ್ಡ್
ഈർപ്പത്തിന്റെ ഉള്ളടക്കം,ತೇವಾಂಶ
ഈർപ്പം ഗ്രേഡിയന്റ്,ತೇವಾಂಶ ಗ್ರೇಡಿಯಂಟ್
മോണോലിത്ത്,ಏಕಶಿಲೆ
മോണോറെയിൽ,ಮೊನೊರೈಲ್
നാഷണൽ ഹാർബർ കൗൺസിൽ,ರಾಷ್ಟ್ರೀಯ ಬಂದರು ಮಂಡಳಿ
സ്വാഭാവിക കിടക്ക,ನೈಸರ್ಗಿಕ ಹಾಸಿಗೆ
സ്വാഭാവിക ഫിനിഷ്,ನೈಸರ್ಗಿಕ ಮುಕ್ತಾಯ
സ്വാഭാവിക തുറമുഖം,ನೈಸರ್ಗಿಕ ಬಂದರು
സ്വാഭാവിക വെന്റിലേഷൻ,ನೈಸರ್ಗಿಕ ವಾತಾಯನ
നാവിക തുറമുഖം,ನೌಕಾ ಬಂದರು
ന്യൂട്ടൺ,ನ್ಯೂಟನ್
ഏകീകൃതമല്ലാത്ത ഒഴുക്ക്,ಏಕರೂಪವಲ್ಲದ ಹರಿವು
ജലനിരക്ക് ഉൾക്കൊള്ളുന്നു,ನೀರಿನ ದರವನ್ನು ಆಕ್ರಮಿಸುತ್ತದೆ
ഓയിൽ പെയിന്റ്,ಎಣ್ಣೆ ಬಣ್ಣ
എണ്ണ കിണർ സിമന്റ്,ತೈಲ ಬಾವಿ ಸಿಮೆಂಟ್
ചാനൽ ഫ്ലോ തുറക്കുക,ಚಾನಲ್ ಹರಿವನ್ನು ತೆರೆಯಿರಿ
ഒപ്റ്റിമൽ ഈർപ്പം,ಆಪ್ಟಿಮಮ್ ಆರ್ದ್ರತೆ
ജൈവ മണ്ണ്,ಸಾವಯವ ಮಣ್ಣು
ഓറിയന്റേഷൻ,ದೃಷ್ಟಿಕೋನ
ഓർത്തോഗണൽ,ಆರ್ಥೋಗೋನಲ್
ഒർട്ട്സ്റ്റീൻ,ಒರ್ಟ್ಸ್ಟೈನ್
ബാഹ്യ സിഗ്നൽ,ಬಾಹ್ಯ ಸಂಕೇತ
ഓക്സിഡേഷൻ,ಆಕ್ಸಿಡೀಕರಣ
കലവറ,ಪ್ಯಾಂಟ್ರಿ
പാരപെറ്റ്,ಪ್ಯಾರಪೆಟ್
പാരപെറ്റ് മതിൽ,ಪ್ಯಾರಪೆಟ್ ಗೋಡೆ
പാരന്റ് മെറ്റീരിയൽ,ಮೂಲ ವಸ್ತು
പെബിൾ കാസ്റ്റ് പ്ലാസ്റ്റർ,ಬೆಣಚುಕಲ್ಲು ಎರಕಹೊಯ್ದ ಪ್ಲಾಸ್ಟರ್
പെഡൽഫർ,ಪೆಡಲ್ಫರ್
പെഡോക്കൽ,ಪೆಡೋಕಲ್
പെഡോജെനിസിസ്,ಪೆಡೋಜೆನೆಸಿಸ್
പെഡോളജി,ಪೆಡೋಲಜಿ
പെഡോസ്ഫിയർ,ಪೀಡೋಸ್ಪಿಯರ್
പെനെട്രോമീറ്റർ,ಪೆನೆಟ್ರೋಮೀಟರ್
പെന്റ് മേൽക്കൂര,ಪೆಂಟ್ ಛಾವಣಿ
പെപ്റ്റിസിംഗ് ഏജന്റ്,ಪೆಪ್ಟೈಸಿಂಗ್ ಏಜೆಂಟ್
വിശകലന കാലയളവ്,ವಿಶ್ಲೇಷಣೆಯ ಅವಧಿ
പെർപെൻഡ്,ಪರ್ಪೆಂಡ್
പെർസോർപ്ഷൻ,ಪರ್ಸರ್ಪ್ಶನ್
പിയർ,ಪಿಯರ್
പിലാസ്റ്റർ,ಪಿಲಾಸ್ಟರ್
പിച്ച്,ಪಿಚ್
പിച്ചിട്ട മേൽക്കൂര,ಪಿಚ್ ಛಾವಣಿ
പ്ലെയിൻ കോൺക്രീറ്റ്,ಸರಳ ಕಾಂಕ್ರೀಟ್
തലം ആംഗിൾ,ಪ್ಲೇನ್ ಕೋನ
സമതല മുറ്റം,ಬಯಲು ಅಂಗಳ
പ്ലാൻസോൾ,ಪ್ಲಾನ್ಸೋಲ್
പ്ലാസ്റ്റിക് സ്ഥിരത,ಪ್ಲಾಸ್ಟಿಕ್ ಸ್ಥಿರತೆ
പ്ലാസ്റ്റിറ്റി,ಪ್ಲಾಸ್ಟಿಟಿ
പ്ലാസ്റ്റിറ്റി സൂചിക,ಪ್ಲಾಸ್ಟಿಟಿ ಸೂಚ್ಯಂಕ
പ്ലാസ്റ്റിറ്റി പരിധി,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಮಿತಿ
പ്ലാസ്റ്റിറ്റി ശ്രേണി,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಶ್ರೇಣಿ
പ്ലാറ്റി ഘടന,ಪ್ಲಾಟಿ ರಚನೆ
സ്തംഭം,ಸ್ತಂಭ
