Malayalam,Hindi
ഡയൽ ചെയ്യുക,डायल
ടേപ്പർഡ് ഡയഫ്രം,"तनुपट, डायाफ्राम"
ഡെയ്സി ചെയിൻ,डेजी श्रृंखला
സ്റ്റാമ്പ് വലിപ്പം,ठप्पे का आमाप
വൈദ്യുത ആഗിരണം,परावैद्युत् अवशोषण
വൈദ്യുത പൂശുന്നു,परावैद्युत् लेप
വൈദ്യുത സൂചിക,परावैद्युतांक
"വൈദ്യുത നഷ്ടം, വൈദ്യുത നഷ്ടം,","परावैद्युत हानि, परावैद्युत हानि"
ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ,विभेदी प्रवर्धक
ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ,विभेदी प्रवर्धक
ഡിഫറൻഷ്യൽ കാഥോഡ് ട്രെയിലിംഗ്,विभेदी कैथोड अनुगामी
ഡിഫറൻഷ്യൽ ഓപ്പറേറ്റർ,विभेदी परिचालक
ഡിഫറൻഷ്യൽ ഇൻപുട്ട് വോൾട്ടേജ്,विभेदी निवेश वोल्टता
ഡിഫറൻഷ്യൽ മോഡ്,विभेदी विधा
ഡിഫറൻഷ്യൽ മോഡ് സൂചന,विभेदी विधा संकेत
ഡിഫറൻഷ്യൽ ജോഡി,विभेदी युग्म
ഡിഫറൻഷ്യൽ PSK,विभेदी पी.एस.के.
ഡിഫറൻഷ്യൽ സർക്യൂട്ട്,विभेदी परिपथ
ഡിഫറൻഷ്യൽ,विभेदक
ഡിഫ്യൂസ് ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ,विसरित संधि ट्रांजिस्टर
ഡിഫ്യൂസ് റെസിസ്റ്റർ,विसरित प्रतिरोधक
വ്യാപനം,विसरण
ഡിഫ്യൂഷൻ കപ്പാസിറ്റർ,विसरण संधारित्र
ഡിജിറ്റൽ ഫിൽട്ടർ,अंकीय फिल्टर
സ്കോർ,अंक
ഡിജിറ്റൽ സർക്യൂട്ട്,अंकीय परिपथ
ഡിജിറ്റൽ ആശയവിനിമയം,अंकीय संचार
ഡിജിറ്റൽ താരതമ്യം,अंकीय तुलनित्र
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,अंकीय कंप्यूटर
ഡിജിറ്റൽ കാലതാമസം,अंकीय विलंब
ഡിജിറ്റൽ ഡിസൈൻ മൈക്രോ പവർ,अंकीय अभिकल्प सूक्ष्मशक्ति
ഡിജിറ്റൽ ഡിസ്പ്ലേ,अंकीय प्रदर्श
ഡിജിറ്റൽ ഫിൽട്ടർ,अंकीय फिल्टर
ഡിജിറ്റൽ ഫിൽട്ടറിംഗ്,अंकीय फिल्टरन
സംഖ്യാപരമായ ന്യായവാദം,अंकीय तर्क
സംഖ്യാപരമായ ന്യായവാദം,अंकीय तर्क
ഡിജിറ്റൽ പോളിമീറ്റർ,अंकीय बहुमापी
ഡിജിറ്റൽ പോളിമീറ്റർ,अंकीय बहुमापी
ഡിജിറ്റൽ പൾസ്,अंकीय स्पंद
ഡിജിറ്റൽ സിഗ്നൽ പ്രോസസ്സിംഗ്,अंकीय संकेत प्रक्रमण
ഡിജിറ്റൽ ടെലിവിഷൻ,अंकीय टेलिविज़न
ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ,अंकीय अनुरूप परिवर्तक
ഇൻഷുറൻസ്,विमा
ഡൈമൻഷണൽ സമവാക്യം,विमीय समीकरण
ഡയോഡ്,डायोड
ഡയോഡ് സവിശേഷതകൾ,डायोड अभिलक्षण
ഡയോഡ് സ്വഭാവ വക്രം,डायोड अभिलक्षणिक वक्र
ഡയോഡ് ഡിറ്റക്ടർ,डायोड संसूचक
ഡയോഡ് മൾട്ടിപ്ലയർ,डायोड गुणक
ഡയോഡ് ട്രാൻസിസ്റ്റർ ലോജിക്/ഡിടിഎസ്,डायोड ट्रांजिस्टर तर्क/डी.टी.एस.
മകൾ,नति
നാറ്റി സ്വിച്ച്,नति स्वच
ഡിപ്ലോയിഡ്,द्वियुग्मक
ദ്വിധ്രുവം,द्विध्रुव
ദ്വിധ്രുവ ആന്റിന,द्विध्रुव ऐन्टेना
ഡയറക്,डिरैक
നേരിട്ടുള്ള വിലാസം,प्रत्यक्ष पता
നേരിട്ടുള്ള സംയോജനം,प्रत्यक्ष युग्मन
ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA),प्रत्यक्ष स्मृति अभिगम (डी.एम.ए.)
നേരിട്ടുള്ള എഴുത്ത് ശരീരം,प्रत्यक्ष लेखन निकाय
ദിശാസൂചന ഗെയിമറ്റ്,दिक्-युग्मक/दिशिक युग्मक
ദിശാസൂചന നേട്ടം,दिशात्मक लब्धि
ദിശാബോധം,दिशिकता
ദിശ ആന്റിന,दिशक ऐन्टेना
പ്രവർത്തനരഹിതമായ അന്വേഷണം,असमर्थकारी अन्वेषी शलाका
വേർപെടുത്തുക,विकोडांतरण
നിമജ്ജനം,विसर्जन
"നിമജ്ജന വിളക്ക്, നിമജ്ജന വിളക്ക്","विसर्जन दीप, विसर्जन लैंप"
കണികാ ദ്രവ്യം,विविक्त घटक
വിതരണ നികുതി,विविक्तकर
കോൺകേവ് ആന്റിന,अवतल ऐन्टेना
ഡിസ്ക്,डिस्क
സ്ഥാനചലന സ്ഥിരാങ്കം (സ്ഥിരമായ),विस्थापन स्थिरांक (नियतांक)
ഡിസ്പ്ലേസ്മെന്റ് കറന്റ്,विस्थापन धारा
സ്ഥാനചലന പിശക്,विस्थापन त्रुटि
പ്രദർശനം,प्रदर्श
ക്ഷയം,क्षय
വളച്ചൊടിക്കൽ,विरूपण
രൂപഭേദം കേടുപാടുകൾ,विरूपण क्षतिरूपण
വക്രീകരണ നിലവിലെ ശ്രേണി,विरूपण धारा श्रेणी
വക്രീകരണം സ്ട്രീം ചെംചീയൽ,विरूपण धारा रोट
വക്രീകരണ സംവേദനക്ഷമത,विरूपण असुग्राहिता
വക്രീകരണം നേട്ടം മാർജിൻ,विरूपण लब्धि उपांत
രൂപഭേദം ഇൻപുട്ട് പ്രതിരോധം,विरूपण निवेश प्रतिरोध
വക്രീകരണം ലൂപ്പ് നേട്ടം,विरूपण पाश लब्धि
വിതരണം ചെയ്ത ആംപ്ലിഫയർ,वितरित प्रवर्धक
വിതരണ ഗുണിതം,वितरण गुणक
വ്യതിയാന റിസീവർ,विभिन्नता अभिग्राही
പൂജ്യം ഡിവിഷൻ ടെസ്റ്റ്,शून्य विभाजन परीक्षण
ഡി-ലെയർ,डी-परत
അയണോസ്ഫിയറിന്റെ ഡി-പാളി,आयनमंडल का D-परत
ഡി-മോസ്,डी-मॉस
ഡോൾബി ശരീരം,डॉल्बी निकाय
ഫലപ്രദമായ പോൾ,प्रभावी ध्रुव
ഫലപ്രദമായ പോൾ പ്രതിരോധം,प्रभावी ध्रुव प्रतिकार
ദാതാവിന്റെ മാലിന്യം,दाता अपद्रव्य
ദാതാവിന്റെ മെറ്റീരിയൽ,दाता पदार्थ
ഡോണ്ട് കെയർ സ്റ്റാറ്റസ്,डॉन्टकेयर स्थिति
മായം ചേർക്കൽ,अपमिश्रण
ഡോപ്ലർ പ്രഭാവം,डॉप्लर प्रभाव
ഡോപ്ലർ റഡാർ,डॉप्लर रेडार
ഡോസിമീറ്റർ,डोसीमीटर
പോയിന്റ് മാട്രിക്സ്,बिंदु मैट्रिक्स
പോയിന്റ് നൊട്ടേഷൻ,बिंदु संकेतन
ദ്വിതീയ പ്രശ്നം,द्विअंतीय निर्गम
ദ്വിതല കപ്പാസിറ്റർ,द्विपरत संधारित्र
ബൈനറൽ ക്ലൈസ്ട്രോൺ,द्विअनुनादी क्लिस्ट्रॉन
ഉഭയകക്ഷി ബാർ,द्विपार्श्व पट्टी
ഉഭയകക്ഷി പിസി ബോർഡ്,द्विपार्श्विक पी सी बोर्ड
ഇരട്ട അടയാളപ്പെടുത്തൽ,द्वि चिह्नन
ഇരട്ട ട്രാൻസിസ്റ്റർ,द्विट्रांजिस्टर
ഡ്യുവൽ ട്യൂൺ ചെയ്ത ആംപ്ലിഫയർ,द्वि समस्वरित प्रवर्धक
ഇരട്ട പാളി ട്രാൻസിസ്റ്റർ ആംപ്ലിഫയർ,द्विसमस्तर ट्राजिस्टर प्रवर्धक
ഇരട്ടിക്കുന്നു,द्विगुणक
തടസ്സം സമയം,व्यवरोध काल
ഔട്ട്പുട്ട് ഇലക്ട്രോഡ്,निर्गम इलेक्ट्रोड
ട്രെയിലിംഗ് ഔട്ട്പുട്ട് ഇലക്ട്രോഡ്,निर्गम इलेक्ट्रोड अनुगामी
ഡി റാം,डी रैम
ഡി റാം,डी रैम
റൺഓഫ് സെൽ,अपवाह कोष्ट
ഒഴുകുന്ന നീരൊഴുക്ക്,अपवाह धारा
ഒഴുക്ക് വേഗത,अपवाह वेग
സുഷിരം ടേപ്പ്,वेध टेप
ഓപ്പറേറ്റർ ബസ്,परिचालक बस
പ്രവർത്തന ഘട്ടം,परिचालक चरण
അധർമ്മം,आनति
ഡ്രൈ സെൽ,शुष्क सेल
ഉണങ്ങിയ കൊത്തുപണി,शुष्क निक्षारण
ഡ്രൈ ഫിലിം,शुष्क फिल्म
ഡ്രൈ സ്വിച്ചിംഗ്,शुष्क स्विचन
ഡ്രൈസ്റ്റാസ് ആർട്ട് ഡിസ്പ്ലേസർ,ड्राइस्टस कला विस्थापक
ഡി.ടി.ഇ.,डी.टी.ई.
dtl (ഡയോഡ് ട്രാൻസിസ്റ്റർ ലോജിക്),डी.टी.एल. (डायोड ट्रांजिस्टर तर्क)
"ഡ്വിഗെറ്റ് ഫേറ്റ്, ഡ്വിഗെറ്റ് എഫ്. ഇ.ടി.","द्विगेट फेट, द्विगेट एफ. ई.टी."
ഇരട്ട പൊരുത്തം,द्वैत सुमेलन
ദമ്പതികൾ ട്രാൻസ്മിഷൻ,युगल संचरण
ഇരട്ട വായന കോർഡിനേറ്റർ,द्विपठित संयोजक
"ഡ്യുവൽ-ഡിഫറൻസ് അനലോഗ്, ഡിജിറ്റൽ കൺവെർട്ടർ","द्विप्रवणता अनुरूप, अंकीय परिवर्तक"
ദ്വിധ്രുവ മാറ്റം,द्विप्रवण परिवर्तन
ഇരട്ട ഫോളോ വോൾട്ടേജ് കൺട്രോളർ,द्वि अनुवर्तन वोल्टता नियंत्रक
ദ്വൈതത്വം,द्वयात्मकता
ഇരട്ട തുഴച്ചിൽ,द्विपंकितबद्ध
നിശബ്ദ ആന്റിന,मूक ऐन्टेना
ഡ്യുപ്ലെക്സ് ട്രാൻസ്മിഷൻ,द्वैध संचरण
യൂട്ടിലിറ്റി അനുപാതം,उपयोगिता अनुपात
യൂട്ടിലിറ്റി റേഷ്യോ മോഡുലേഷൻ,उपयोगिता अनुपात मॉडुलन
dB-25 കണക്റ്റർ,dB-25 संयोजक
താമസസ്ഥലം,वास काल
ചലനാത്മക സവിശേഷതകൾ,गतिक अभिलक्षण
ചലനാത്മക സവിശേഷതകൾ,गतिक अभिलक्षण
ഡൈനാമിക് കറന്റ്,गतिक धारा
ചലനാത്മക പ്രതിരോധം,गतिक प्रतिबाधा
"ഡൈനാമിക് ലോഡ് ലൈൻ, ലോഡ് ലൈൻ","गतिक लोड रेखा, लोड रेखा"
ഡൈനാമിക് മെമ്മറി,गतिक स्मृति
വേരിയബിൾ മെമ്മറി സെൽ,परिवर्ती स्मृति सेल कोशिका
ഡൈനാമിക് മെമ്മറി റിഫ്രഷർ,गतिक स्मृति पुनश्चर्या
ചലനാത്മക മൗസ് വിപരീതം,गतिक मूस प्रतिलोमी
ഡൈനാമിക് റാം ഡൈനാമിക് റാം,"गतिक रैम, गतिक RAM"
ചലനാത്മക ശ്രേണി,गतिक परास
ചലനാത്മക പ്രതിരോധം,गतिक प्रतिरोध
ഡൈനാമിക് ഡിസ്പ്ലേസ്മെന്റ് രജിസ്റ്റർ,गतिक विस्थापन रजिस्टर
ഡൈനാമിക് ടെസ്റ്റ്,गतिक परीक्षण
ഡൈനാമിക് വീഡിയോ റാൻഡം ആക്സസ് മെമ്മറി (DVRAM),गतिक विडियो यादृच्छिक अभिगम स्मृति (डी.वी.रैम)
ഡൈനാമോ,डायनेमो
ഡൈനാമോമീറ്റർ,डायनेमोमीटर
ഡൈനിട്രോൺ ഓസിലേറ്റർ,डायनेट्रॉन दोलक
"ആദ്യകാല പ്രഭാവം, ആദ്യകാല പ്രഭാവം","अर्ली प्रभाव, पूर्व प्रभाव"
ഇ ഒരു റോം,ई ए रोम
ഭൂമി കണക്റ്റിവിറ്റി,भू-संपर्क
ഗ്രൗണ്ട് സ്റ്റേഷൻ,भू-स्टेशन
എബർസ്-മൗൾ-സമവാക്യം,एबर्स-मौल-समीकरण
എബെർസ്-മൗൾ-മോഡൽ,एबर्स-मौल-मॉडल
പ്രതിധ്വനി,प्रतिध्वनि
ആന്റി എക്കോ,प्रतिध्वनि निरोधक
എഡ്ഡി കറന്റ്,भंवर धारा
സ്ട്രാൻഡ് കണക്റ്റർ,किनारा संबंधक
കോർ ഡിറ്റക്ടർ,कोर संसूचक
കോർ ട്രിഗർ ഫ്ലിപ്പ് ഫ്ലോപ്പ്,कोर ट्रिगर फ्लिप फ्लॉप
കോർ ട്രിഗർ ലാച്ച്,कोर ट्रिगर लैच
എഡിസൺ പ്രഭാവം,ऐडीसन प्रभाव
എഡിറ്റർ,संपादक
ഫലപ്രദമായ പ്രദേശം,प्रभावी क्षेत्र
ഫലപ്രദമായ നിലവിലെ,प्रभावी धारा
ഫലപ്രദമായ ഗ്രൗണ്ട് ആരം,प्रभावी भू-त्रिज्या
ഫലപ്രദമായ ഉയരം,प्रभावी ऊँचाई
ഫലപ്രദമായ നീളം,प्रभावी लंबाई
ഫലപ്രദമായ പിണ്ഡം,प्रभावी द्रव्यमान
ഫലപ്രദമായ വികിരണം ശക്തി,प्रभावी विकीर्ण शक्ति
ഫലപ്രദമായ വോൾട്ടേജ്,प्रभावी वोल्टता
കാര്യക്ഷമത,दक्षता
ഇ.ഇ.പി. ROM,ई.ई.पी. रॉम
ഐക്കണൽ സമവാക്യം,आयकोनल समीकरण
വിപരീത കപ്പാസിറ്റൻസ്,व्युत्क्रम धारिता
ഇ-പാളി,ई-परत
വൈദ്യുത പ്രവാഹം,विद्युत धारा
വൈദ്യുത മണ്ഡലം,विद्युत क्षेत्र
ഇലക്ട്രിക് ഫീൽഡ് തീവ്രത,विद्युत क्षेत्र तीव्रता
വൈദ്യുത പ്രവാഹ ലൈനുകൾ,विद्युत अभिवाह रेखाएँ
വൈദ്യുത സാധ്യത,विद्युत-विभव
വൈദ്യുതാഘാതം,विद्युत-आघात
ഇലക്ട്രോ-സോൾഡർ,विद्युत-सोल्डर
വൈദ്യുത തരംഗം,विद्युत तरंग
വൈദ്യുത ദൈർഘ്യം,वैद्युत लंबाई
വൈദ്യുത ശക്തി,विद्युत शक्ति
വൈദ്യുതി,विद्युत
ഇ.സി.ജി,इ.सी.जी.
ഇലക്ട്രിക് ഡൈനാമോ മീറ്റർ,विद्युत डायनेमो मीटर
ഇലക്ട്രോഡ്,इलेक्ट्रोड
ഇലക്ട്രോഡ് കറന്റ്,इलेक्ट्रोड धारा
വൈദ്യുത പ്രകാശം,विद्युत संदीप्ति
ഇലക്ട്രോലൂമിനസെന്റ് ഡിസ്പ്ലേ,वैद्युत संदीप्तिशील प्रदर्श
ഗാൽവാനിക് ഒറ്റപ്പെടൽ,विद्युत-अपघटन
ഇലക്ട്രോലൈറ്റ്,विद्युत अपघट्य
ഇലക്ട്രോലൈറ്റിക് കപ്പാസിറ്റർ,विद्युत् अपघटनी संधारित्र
ഇലക്ട്രോലൈറ്റിക് കപ്പാസിറ്റർ,विद्युत-अपघटनी संधारित्र
വൈദ്യുതകാന്തികം,विद्युत चुंबक
വൈദ്യുതകാന്തിക ഊർജ്ജം,विद्युत चुंबकीय ऊर्जा
വൈദ്യുതകാന്തിക ഇൻഡക്ഷൻ,विद्युत चुंबकीय प्रेरण
"വൈദ്യുതകാന്തിക ഇടപെടൽ, ഇഎംഐ","विद्युत चुंबकीय व्यतिकरण, ई.एम.आई."
വൈദ്യുതകാന്തിക സ്പെക്ട്രം,विद्युत चुंबकीय स्पेक्ट्रम
വൈദ്യുതകാന്തിക തരംഗം,विद्युत चुंबकीय तरंग
വൈദ്യുതകാന്തികത,विद्युत-चुंबकत्व
ഇലക്ട്രോ മെക്കാനിക്കൽ ഫിൽട്ടർ,विद्युत यांत्रिक फिल्टर
ഇലക്ട്രോമീറ്റർ,विद्युतमापी
ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്,विद्युत वाहक बल
ഇലക്ട്രോൺ,इलेक्ट्रॉन
ഇലക്ട്രോൺ ബീം,इलेक्ट्रॉन किरणपुंज
ഇലക്ട്രോൺ ചാർജ്,इलेक्ट्रॉन आवेश
ഇലക്ട്രോൺ ഉദ്വമനം,इलेक्ट्रॉन उत्सर्जन
ഇലക്ട്രോൺ ഒഴുക്ക്,इलेक्ट्रॉन प्रवाह
ഇലക്ട്രോൺ വാതകം,इलेक्ट्रॉन गैस
ഇലക്ട്രോൺ ഉപകരണം,इलेकट्रॉन युक्ति
ഇലക്ട്രോൺ ദ്വാര ജോഡി,इलेक्ट्रॉन होल युगम
ഇലക്ട്രോൺ മൈക്രോസ്കോപ്പ്,इलेक्ट्रॉन सूक्षमदर्शी
ഇലക്ട്രോൺ പരിക്രമണം,इलेक्ट्रॉन कक्ष
ഇലക്ട്രോൺ ഷെൽ,इलेक्ट्रॉन कोश
ഇലക്ട്രോൺ വോൾട്ട്,इलेक्ट्रॉन वोल्ट
ഇലക്ട്രോൺ വേവ് ട്യൂബ്,इलेक्ट्रॉन तरंग नलिका
ഇലക്ട്രോണിക് ചാർജ്,इलेक्ट्रॉनिक आवेश
ഇലക്ട്രോണിക് ഡാറ്റ സമ്മർദ്ദം,इलेक्ट्रॉनिक डाटा प्रतिबल
ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്,इलेक्ट्रॉनिक डाटा संसाधन
ഇലക്ട്രോണിക് കീ,इलेक्ट्रॉनिक कुंजी
ഇലക്ട്രോണിക് മെയിൽ (ഇ-മെയിൽ),इलेक्ट्रॉनिक मेल (ई-मेल)
ഇലക്ട്രോണിക് പിണ്ഡം,इलेक्ट्रॉनिक द्रव्यमान
ഇലക്ട്രോണിക് സംഖ്യാശാസ്ത്രം,इलेक्ट्रॉनिक संख्यात्मक
ഇലക്ട്രോണിക് സ്വിച്ചിംഗ്,इलेक्ट्रॉनिक स्विचन
ഇലക്ട്രോണിക് വോൾട്ട്മീറ്റർ,इलेक्ट्रॉनिक वोल्टमापी
ഇലക്ട്രോണിക് ട്യൂൺ ചെയ്ത റിസീവർ,इलेक्ट्रॉनिकीय समस्वरित अभिग्राही
ഇലക്ട്രോണിക്സ് വ്യവസായ അസോസിയേഷൻ,इलेक्ट्रॉनिकी उद्योग संघ
ഇലക്ട്രോപ്ലേറ്റിംഗ്,विद्युत लेपन
ഇലക്ട്രോസ്കോപ്പ്,विद्युतदर्शी
വൈദ്യുതകാന്തികത,वैद्युतिकी विक्षेप
ഇലക്ട്രോസ്റ്റാറ്റിക് ഫ്ലക്സ്,स्थिर वैद्युत फ्लक्स
ഇലക്ട്രോസ്റ്റാറ്റിക് പ്രിസർവേറ്റീവ്,स्थिर वैद्युत परिरक्षक
ഘടകം,तत्व
നവീകരിക്കുക,उन्नयन
പുരോഗതി ആംഗിൾ,उन्नति कोण
ദീർഘവൃത്താകൃതിയിലുള്ള പ്രതിഫലനം,दीर्घवृत्तीय परावर्तक
ദീർഘവൃത്താകൃതിയിലുള്ള ഫിൽട്ടർ,दीर्घवृत्ताकार फिल्टर
ദീർഘവൃത്താകൃതിയിലുള്ള ധ്രുവം,दीर्घवृत्ताकार धुवण
എംബഡഡ് സിസ്റ്റം,अंत: स्थापित तंत्र
അബ്സിഡിക് കോഡ്,एबसिडिक कूट
എമിറ്റർ,उत्सर्जक
എമിറ്റർ ഓറിയന്റേഷൻ കോൺഫിഗറേഷൻ,उत्सर्जक अभिनति विन्यास
എമിറ്റർ ബൈപാസ് കപ്പാസിറ്റർ,उत्सर्जक उपमार्ग संधारित्र
എമിറ്റിംഗ് സവിശേഷതകൾ,उत्सर्जक अभिलक्षण
എമിറ്റർ കപ്പിൾഡ് ആംപ്ലിഫയർ,उत्सर्जक युग्मित प्रवर्धक
എമിറ്റർ ഡിഫ്യൂഷൻ,उत्सर्जक विसरण
എമിറ്റർ ട്രെയിലിംഗ്,उत्सर्जक अनुगामी
എമിറ്റർ റെസിസ്റ്റർ,उत्सर्जक प्रतिरोधक
എമിറ്റർ സ്ഥിരതയുള്ള ഓറിയന്റേഷൻ കോൺഫിഗറേഷൻ,उत्सर्जक स्थायीकृत अभिनति विन्यास
എമിറ്റർ ബേസ് ജംഗ്ഷൻ,उत्सर्जक आधार संधि
"എമിറ്റർ കപ്പിൾഡ് ലോജിക്, ECL","उत्सर्जक युग्मित तर्क, ई.सी.एल."
യന്ത്രവത്കൃതം,यंत्रानुकरणकारी
പ്രാപ്തമാക്കുക,इनेब्ल
എൻക്യാപ്സുലേഷൻ,संपुटीकरण
കൊടിത്ര,कोडीत्र
എൻക്രിപ്ഷൻ,एनक्रिप्शन
വൃത്താകൃതിയിലുള്ള നേട്ടം,परिचक्रीय हासिल
പരിവർത്തനം,रूपांतरणांत
വ്യവസ്ഥാപിത,संचिकांत
വൃത്താകൃതിയിലുള്ള സ്ഥാനചലനം,परिचक्रीयय विस्थापन
രേഖാംശ ആന്റിന,अनुदैर्ध्य ऐन्टेना
രേഖാംശ ശ്രേണി,अनुदैर्ध्य व्यूह
ഊർജ്ജം,ऊर्जा
ഊർജ്ജ ബാർ,ऊर्जा पट्टी
ബാൻഡ് വിടവ്,ऊर्जा अंतराल
ഊർജ്ജ നില,ऊर्जा स्तर
ഊർജ്ജ നില ഡയഗ്രം,ऊर्जा स्तर आरेख
മെച്ചപ്പെടുത്തിയ വിപുലീകരിച്ച മാസ് സ്പെസിഫിക്കേഷൻ,संवृद्धिधत प्रसरित संहति विनिर्देश
ഇൻക്രിമെന്റഡ് ആർട്ടിക്കിൾ രജിസ്ട്രാർ,संवृद्धिधत आलेख उपायोजक
വളർച്ച,संवृद्धि
വളർച്ച പാറ്റേൺ,संवृद्धि प्ररूप
മെച്ചപ്പെടുത്തിയ മോസ്ഫെറ്റ്,संवृद्धीय मॉसफेट
എൻട്രോപ്പി,एन्ट्रॉपी
envelop demodulator,अन्वालोप विमाडुलक
പരിസ്ഥിതി,पर्यावरण
"epitaxy വളർച്ച, ആരോഹണ വളർച്ച","एपीटैक्सीय वृद्धि, अधिरोही वृद्धि"
"epitracheal പാളി, ആരോഹണ പാളി","एपीट्रैक्सीय परत, अधिरोही परत"
"എപ്പിറ്റാക്സി, അസാധുവാക്കൽ","एपीटैक्सी, अधिरोही"
എപ്പോക്സി-ഫൈബർ ഗ്ലാസ് ലെവൽ,एपाक्सी-फाइबर ग्लास स्तर
EP-ROM,ईपी-रोम
എപ്സിലോൺ,इप्साइलन
സമനില,समकारीकरण
സമനില സർക്യൂട്ട്,समकारी परिपथ
സമത്വം,समानता
സമവാക്യം,समकरण
സമനില ഫിൽട്ടർ,समकारक फिल्टर
സമവാക്യം,समीकरण
ഭൂമധ്യരേഖാ തലം,विषुवतीय समतल
ഐസോപൊട്ടൻഷ്യൽ ലൈൻ,समविभव रेखा
equipotential പേജ്,समविभवी पृष्ठ
തുല്യമായ സർക്യൂട്ട്,समतुल्य परिपथ
തുല്യമായ ഇൻപുട്ട് നോയ്സ് ജനറേറ്റർ,समतुल्य निवेश रव जनित्र
തുല്യമായ ഇൻപുട്ട് ശബ്ദ പ്രതിരോധം,समतुल्य निवेश रव प्रतिरोध
തുല്യമായ ഐസോടോപ്പിക് റേഡിയേറ്റഡ് പവർ,तुल्य समदैशिक विकीर्ण शक्ति
ഇല്ലാതാക്കുക,मिटाना
ഊർജ്ജ പ്രക്രിയ,ऊर्जापथी प्रक्रम
പിശക് നിയന്ത്രണ കോഡിംഗ്,त्रुटि नियंत्रण कोडन
പിശക് തിരുത്തൽ കോഡ്,त्रुटि संशोधन कूट
പിശക് കണ്ടെത്തൽ കോഡ്,त्रुटि संसूचन कूट
പിശക് കൈകാര്യം ചെയ്യൽ,त्रुटि हस्तन
പിശക് നിരക്ക്,त्रुटि दर
പിശക് വോൾട്ടേജ്,त्रुटिवोल्टता
പിശക് ആംപ്ലിഫയർ,त्रुटि प्रवर्धक
ഇസക്കി ഡയോഡ്,एसाकी डायोड
കൊത്തുപണി,निक्षारण
ഇഥർനെറ്റ്,इथरनेट
യൂലറുടെ സിദ്ധാന്തം,ऑयलर-प्रमेय
ആംപ്ലിറ്റ്യൂഡ് റിഡക്ഷൻ മോഡ്,आयाम ह्रासी विधा
ബാഷ്പീകരണ പ്രക്രിയ,वाष्पीकरण प्रक्रम
ഇ-വെക്റ്റർ,ई-सदिश
തുല്യത,सम-समता
ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ,अपवाद हस्तन
അധിക ശബ്ദ അനുപാതം,अतिरिक्त रव अनुपात
ട്രിപ്പിൾ കോഡ്,त्रैधिक कूट
ഉത്തേജക പട്ടിക,उत्तेजन टेबल
echo XOR ഗേറ്റ്,प्रतिध्वनि XOR गेट
എക്സിക്യൂഷൻ സോഫ്റ്റ്വെയർ,निष्पादन सॉफ्टवेयर
നിർവ്വഹണ നീക്കം,निष्पादन चाल
നിർവ്വഹണ സമയം,निष्पादन काल
എക്സ്ക്ലൂസീവ് നോർ ഗേറ്റ്,एक्सक्लुसिव नॉर गेट
പ്രക്ഷേപകൻ,प्रसारित्र
എക്സ്പോണൻഷ്യൽ ശോഷണം,चरघातांकी क्षय
എക്സ്പോണൻഷ്യൽ ഡയോഡ്,चरघातांकी डायोड
എക്‌സ്‌പോണൻഷ്യൽ ഫോറിയർ സീരീസ്,चरघातांकी फूरीय श्रेणी
എക്‌സ്‌പോണൻഷ്യൽ ഫംഗ്‌ഷൻ,चरघातांकी फलन
ബാഹ്യ ആവൃത്തി പ്രതിരോധം,बाह्य आवृत्ति प्रतिकार
വളരെ ഉയർന്ന ആവൃത്തി,अति उच्च आवृत्ति
ഉയർന്ന സാധ്യത,अत्यधिक विभव
വളരെ ചെറിയ ആവൃത്തി,अतिलघु आवृत्ति
അഭേദ്യമായ അർദ്ധചാലകം,अपद्रव्यी अर्द्धचालक
ഫയൽ തുറക്കുക,संचिका खोलना
അർദ്ധചാലക നിർമ്മാണം,अर्द्धचालक संविरचन
ഫാബ്രി പെറോ റെസൊണേറ്റർ,फैब्री पेरो अनुनादक
പാനൽ,फलक
ഗുണനം,गुणक
ഘടകാംശം,क्रमगुणित
മന്ത്രം,अवतीव्रण
ശോഷണം,क्षीणन
ശോഷണം,क्षीणन
ഫാഹി ഏകപക്ഷീയമായ പെർമബിലിറ്റി മെഷറർ,फाही एकमुखी पारगम्यता मापी
പരാജയം,विफलता
പരാജയ മോഡ്,विफल विधा
പരാജയതോത്,विफलता दर
ഫെയർ ചൈൽഡ് സെമികണ്ടക്ടർ,फेयर चाइल्ड अर्द्धचालक
വീഴ്ച കാലയളവ്,पतन काल
പതി കാലാട് കോർ,पाती कालद कोर
പാറ്റ് കോർ,पाती कोर
തകർച്ച,अवपात
തെറ്റായ,असत्य
മടക്കിയ കടലാസ്,वलित कागज
ഇൻപുട്ട്,निवेशांक
ഇഷ്യൂ നമ്പർ,निर्गमांक
ഫറാദ്,फैराड
ഫാരഡേ പ്രഭാവം,फैराडे प्रभाव
ഫാരഡേ റൊട്ടേഷൻ,फैराडे घूर्णन
ഫാരഡേ സ്ക്രീൻ,फैराडे स्क्रीन
