English,Odiya
Hydromorphic soil,ହାଇଡ୍ରୋମୋର୍ଫିକ୍ ମାଟି |
Hydrophilic colloid,ହାଇଡ୍ରୋଫିଲିକ୍ କୋଲଏଡ୍ |
Hydrophobic colloid,ହାଇଡ୍ରୋଫୋବିକ୍ କୋଲଏଡ୍ |
Hydrostatic pressure ratio,ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ ଚାପ ଅନୁପାତ |
Hygroscaptic coefficient,ହାଇଗ୍ରୋସ୍କାପ୍ଟିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
Hygroscopic moisture,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
Hydroscopicity,ହାଇଡ୍ରୋସ୍କୋପିକ୍ଟି |
Hygroscopic moisture,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
Hyperbaric chamber,ହାଇପରବାରିକ୍ ଚାମ୍ବର |
Hyperstatic frame,ହାଇପରଷ୍ଟାଟିକ୍ ଫ୍ରେମ୍ |
Hypsometer,ହାଇପୋସୋମିଟର |
Illumination,ଆଲୋକ
Imbibation moisture,ଇମ୍ବିବେସନ୍ ଆର୍ଦ୍ରତା |
Immature soil,ଅପରିପକ୍ୱ ମାଟି |
Impounded dock,ପ୍ରଭାବିତ ଡକ୍ |
Increment of land revenue,ଜମି ରାଜସ୍ୱ ବୃଦ୍ଧି
Independent scaffold,ସ୍ Independ ାଧୀନ ସ୍କାଫୋଲ୍ଡ |
Indurated,ପ୍ରେରିତ |
Initial prestress,ପ୍ରାରମ୍ଭିକ ସମ୍ମାନ
Initial tension,ପ୍ରାରମ୍ଭିକ ଟେନସନ |
Inland waterway port,ଆଭ୍ୟନ୍ତରୀଣ ଜଳପଥ ବନ୍ଦର |
Insulating board,ଇନସୁଲେଟିଂ ବୋର୍ଡ |
Intermediate port,ମଧ୍ୟବର୍ତ୍ତୀ ବନ୍ଦର |
Internal friction,ଆଭ୍ୟନ୍ତରୀଣ ଘର୍ଷଣ |
Intrazonal soil,ଇଣ୍ଟ୍ରାଜୋନାଲ ମାଟି |
Ion,ଆଇନ୍
Ion exchange,ଆଇନ୍ ବିନିମୟ |
Iron pan,ଲୁହା ପ୍ୟାନ |
Irrigated land,ଜଳସେଚିତ ଜମି |
Irrigation,ଜଳସେଚନ
Irrigation cess,ଜଳସେଚନ ବନ୍ଦ
Jamb,ଜାମ୍
Joggle,ଜୋଗଲ୍ |
Joggle pin,ଜୋଗଲ୍ ପିନ୍ |
Joule,ଜୁଲେ |
Jumper,ଜମ୍ପର୍ |
Kilogram,କିଲୋଗ୍ରାମ |
Kilogram force,କିଲୋଗ୍ରାମ ଫୋର୍ସ |
Kilogram force meter,କିଲୋଗ୍ରାମ ଫୋର୍ସ ମିଟର |
Kilowatt hour,କିଲୋୱାଟ ଘଣ୍ଟା |
King closure,ରାଜା ବନ୍ଦ
Kitchen,ରୋଷେଇ ଘର |
Laced column,ସ୍ତମ୍ଭ
Lagging,ଲଗିଂ
Lamella root,ଲାମେଲା ମୂଳ |
Laminar flow,ଲାମିନାର୍ ପ୍ରବାହ |
Lamp hole,ଦୀପ ଗର୍ତ୍ତ |
Land accretion,ଜମି ଅଧିଗ୍ରହଣ
Land sliding,ଭୂମି ସ୍ଲାଇଡିଂ |
Laterite,ଲାଟେରାଇଟ୍ |
Laterite soil,ଲାଟେରାଇଟ୍ ମାଟି |
Law of large numbers,ବହୁ ସଂଖ୍ୟକ ନିୟମ |
Layout plan,ଲେଆଉଟ୍ ଯୋଜନା |
Ledger,ଲେଜର
Lime pan,ଚୂନ ପ୍ୟାନ |
Lintel,ଲିନଟେଲ୍ |
Liquid limit,ତରଳ ସୀମା |
Live load,ଲାଇଭ୍ ଲୋଡ୍ |
Loam,ଲୋମ୍ |
Local exhaust ventilation,ସ୍ଥାନୀୟ ନିଷ୍କାସନ ଭେଣ୍ଟିଲେସନ୍ |
Loco yard,ଲୋକୋ ଅଗଣା |
Loess,ଲୋସ୍ |
Lower plastic limit,ନିମ୍ନ ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
Low heat cement,କମ୍ ଉତ୍ତାପ ସିମେଣ୍ଟ |
Machine moulding,ମେସିନ୍ ମୋଲିଡିଂ |
Macrostructure,ମାକ୍ରୋଷ୍ଟ୍ରକଚର |
Main head regulator,ମୁଖ୍ୟ ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
Main port,ମୁଖ୍ୟ ବନ୍ଦର
Makeup air,ମେକ୍ଅପ୍ ବାୟୁ |
Mansard,ମାନସାର୍ଡ |
Marshalling yard,ମାର୍ଶାଘାଇ ଅଗଣା |
Masonry,ମାନସ
Maturing temperature,ପରିପକ୍ୱ ତାପମାତ୍ରା |
Mezzanine floor,ମେଜଜାନାଇନ୍ ଚଟାଣ |
Mechanical analysis,ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ |
Mechanical ventilation,ଯାନ୍ତ୍ରିକ ଭେଣ୍ଟିଲେସନ୍ |
Metric system,ମେଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |
Microstructure,ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |
Milli equivalent,ମିଲି ସମାନ |
Milli equivalent per litre,ଲିଟର ପିଛା ମିଲି ସମାନ |
Mineral,ମିନେରାଲ୍ |
Mineral soil,ଖଣିଜ ମାଟି |
Minor port,ଛୋଟ ବନ୍ଦର
Mitred closure,ମିତ୍ରେଡ୍ ବନ୍ଦ |
Mobile soil colloid,ମୋବାଇଲ୍ ମାଟି କୋଲଏଡ୍ |
Moisture content,ଆର୍ଦ୍ରତା ବିଷୟବସ୍ତୁ |
Moisture gradient,ଆର୍ଦ୍ରତା ଗ୍ରେଡିଏଣ୍ଟ୍ |
Monolith,ମୋନୋଲିଥ୍ |
Monorail,ମୋନୋରାଇଲ୍ |
National harbour council,ଜାତୀୟ ବନ୍ଦର ପରିଷଦ |
Natural bed,ପ୍ରାକୃତିକ ଶଯ୍ୟା |
Natural finish,ପ୍ରାକୃତିକ ସମାପ୍ତି |
Natural harbour,ପ୍ରାକୃତିକ ବନ୍ଦର
Natural ventilation,ପ୍ରାକୃତିକ ଭେଣ୍ଟିଲେସନ୍ |
Naval harbour,ନାଭାଲ୍ ବନ୍ଦର
Newton,ନ୍ୟୁଟନ୍ |
Non uniform flow,ଅଣ ୟୁନିଫର୍ମ ପ୍ରବାହ |
Occupies water rate,ଜଳ ହାର ଦଖଲ କରେ |
Oil paint,ତେଲ ରଙ୍ଗ |
Oil well cement,ତେଲ କୂଅ ସିମେଣ୍ଟ |
Open channel flow,ଖୋଲା ଚ୍ୟାନେଲ ପ୍ରବାହ |
Optimum moisture,ସର୍ବୋଚ୍ଚ ଆର୍ଦ୍ରତା |
Organic soil,ଜ Organ ବିକ ମାଟି |
Orientation,ଓରିଏଣ୍ଟେସନ୍
Orthogonal,Orthogonal
Ortstein,ଅର୍ଟଷ୍ଟାଇନ୍ |
Outer signal,ବାହ୍ୟ ସଙ୍କେତ
Oxidation,ଅକ୍ସିଡେସନ୍ |
Pantry,ପାନ୍ଟ୍ରି |
Parapet,ପାରାପେଟ୍ |
Parapet wall,ପାରାପେଟ୍ କାନ୍ଥ |
Parent material,ପିତାମାତା ସାମଗ୍ରୀ |
Pebble cast plaster,ପେବଲ୍ କାଷ୍ଟ ପ୍ଲାଷ୍ଟର |
Pedalfer,ପେଡାଲଫର୍ |
Pedocal,ପେଡୋକାଲ୍ |
Pedogenesis,ପେଡୋଜେନେସିସ୍ |
Pedology,ପେଡୋଲୋଜି |
Pedosphere,ପେଡୋସଫିସର୍ |
Penetrometer,ପେନେଟ୍ରୋମିଟର |
Pent roof,ପେଣ୍ଟ ଛାତ |
Peptizing agent,ପେପ୍ଟାଇଜିଂ ଏଜେଣ୍ଟ |
Period of analysis,ବିଶ୍ଳେଷଣର ସମୟ |
Perpend,Perpend
Persorption,ପର୍ସପର୍ସନ୍ |
Pier,ପିଆର୍ |
Pilaster,ପାଇଲଷ୍ଟର |
Pitch,ପିଚ୍
Pitched roof,ଛାତ ଛାତ
Plain concrete,ସାଧା କଂକ୍ରିଟ୍ |
Plane angle,ବିମାନ କୋଣ
Plain yard,ସମତଳ ପ୍ରାଙ୍ଗଣ
Plansol,ପ୍ଲାନସୋଲ୍ |
Plastic consistency,ପ୍ଲାଷ୍ଟିକ୍ ସ୍ଥିରତା |
Plasticity,ପ୍ଲାଷ୍ଟିକ୍ |
Plasticity index,ପ୍ଲାଷ୍ଟିକ୍ ଇଣ୍ଡେକ୍ସ |
Plasticity limit,ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
Plasticity range,ପ୍ଲାଷ୍ଟିକ୍ ପରିସର |
Platy structure,ପ୍ଲାଟି ଗଠନ |
Plinth,ପ୍ଲିଣ୍ଟ୍ |
Plough soil,ହଳ ମାଟି
Plum stone,ଘିଅ ପଥର |
Podzole,ପୋଡଜୋଲ୍ |
Pointing,ସୂଚାଉଛି |
Polygonal wall,ବହୁମୁଖୀ କାନ୍ଥ |
Pore space,ଖୋଲା ସ୍ଥାନ |
Port,ବନ୍ଦର
Positive ventilation,ସକରାତ୍ମକ ଭେଣ୍ଟିଲେସନ୍ |
Prairie soil,ପ୍ରିରି ମାଟି |
Precision,ସଠିକତା
Primary particle,ପ୍ରାଥମିକ କଣିକା |
Prismatic structure,ପ୍ରିଜାମେଟିକ୍ ଗଠନ |
Productive work,ଉତ୍ପାଦକ କାର୍ଯ୍ୟ |
Project justification,ପ୍ରକଳ୍ପ ଯଥାର୍ଥତା |
Protective work,ପ୍ରତିରକ୍ଷା କାର୍ଯ୍ୟ |
Pseudo-mycelium,ସିଉଡୋ-ମାଇସେଲିୟମ୍ |
Puddle,ପୁଡଲ୍ |
Pugging,ପଗ୍ କରିବା |
Pumice,ପୁମିସ୍ |
Puncheon,ପୁଞ୍ଚେନ୍ |
Puppet,ପପୁଟ୍
Putlog,ପୁଟଲଗ୍ |
Putlog scaffold,ପୁଟ୍ଲଗ୍ ସ୍କାଫୋଲ୍ଡ |
Quantity surveyor,ପରିମାଣ ସର୍ବେକ୍ଷଣକାରୀ |
Quarry sap,କ୍ୱାରି ସପ୍ |
Quay,କ୍ୱେ
Queen closure,ରାଣୀ ବନ୍ଦ
Quoin,କୁଇନ୍ |
Raft foundation,ରାଫ୍ଟ ଫାଉଣ୍ଡେସନ୍ |
Raker,ରାକର୍ |
Raking,Raking
Raking bond,ବନ୍ଧନ
Raking flashing,ଫ୍ଲାସ୍ କରିବା
Rapidly varying flow,ଶୀଘ୍ର ଭିନ୍ନ ଭିନ୍ନ ପ୍ରବାହ |
Recoverable payment,ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ ଦେୟ |
Red earth,ଲାଲ ପୃଥିବୀ |
Red loam,ଲାଲ୍ ଲୋମ୍ |
Regulator,ନିୟାମକ
Regur or black cotton soil,ରେଗୁର କିମ୍ବା କଳା ସୂତା ମାଟି |
Repayment contract,ପରିଶୋଧ ଚୁକ୍ତି
Residual shrinkage,ଅବଶିଷ୍ଟ ସଙ୍କୋଚନ |
Residual soil,ଅବଶିଷ୍ଟ ମାଟି |
Reveal,ପ୍ରକାଶ କରନ୍ତୁ |
Reveal pin,ପିନ୍ ପ୍ରକାଶ କରନ୍ତୁ |
Reveal tie,ଟାଇ ପ୍ରକାଶ କରନ୍ତୁ |
Ridge,ରିଜ୍
Ridge capping,ରିଜ୍ କ୍ୟାପିଙ୍ଗ୍ |
River,ନଦୀ
Road stead,ରାସ୍ତା ସ୍ଥିର
Rough plaster,କଠିନ ପ୍ଲାଷ୍ଟର |
Rubble,ଅଳିଆ |
Rubble masonry,ଅଳିଆ ଆବର୍ଜନା |
Rubble walling,ଅଳିଆ ଆବର୍ଜନା |
Running measurement,ଚାଲୁଥିବା ପରିମାପ |
Safe bearing capacity,ନିରାପଦ ବହନ କ୍ଷମତା |
Salt glaze,ଲୁଣ ଗ୍ଲେଜ୍ |
Sample size,ନମୁନା ଆକାର
Sampling distribution,ନମୁନା ବଣ୍ଟନ
Sampling error,ନମୁନା ତ୍ରୁଟି |
Sand,ବାଲି
Sand finish,ବାଲି ଶେଷ
Sand hand moulding,ବାଲି ହାତ ତିଆରି
Sanding,ବାଲିଯାତ୍ରା |
Saturated soil,ପରିପୂର୍ଣ୍ଣ ମାଟି
Saturated soil paste,ସନ୍ତୁଳିତ ମାଟି ପେଷ୍ଟ |
Saturation extract,ସାଚୁଚରେସନ୍ ଏକ୍ସଟ୍ରାକ୍ଟ |
Saturation percentage,ସାଚୁଚରେସନ୍ ଶତକଡା
Saucer dome,ସସ୍ ଗମ୍ବୁଜ |
Scaffold,ସ୍କାଫୋଲ୍ଡ |
Schist,ସ୍କିଷ୍ଟ୍ |
Sea port,ସମୁଦ୍ର ବନ୍ଦର
Secret gutter,ଗୁପ୍ତ ଗୁଟର୍ |
Second,ଦ୍ୱିତୀୟ |
Sedimentation analysis,ଅବତରଣ ବିଶ୍ଳେଷଣ |
Semi-artificial harbour,ସେମି-କୃତ୍ରିମ ବନ୍ଦର |
Semi tidal dock,ସେମି ଜୁଆର ଡକ୍ |
Senile,ସେନିଲ୍ |
Shale,ଶେଲ୍
Sheet pile,ସିଟ୍ ଗଦା |
Shrinkage limit,ସଙ୍କୋଚନ ସୀମା |
Shuttering,ବନ୍ଦ
Siallitic soil,ସିଆଲିଟିକ୍ ମାଟି |
Sierozem,ସିରୋଜେମ୍ |
Sill,ସିଲ୍ |
Silt,ସିଲ୍ଟ |
Single flemish blood,ଏକକ ଫ୍ଲେମିସ୍ ରକ୍ତ |
Single grained structure,ଏକକ ଶସ୍ୟ ଗଠନ |
Skeletal soil,କଙ୍କାଳ ମାଟି |
Skirting,ସ୍କର୍ଟିଂ
Sleeper wall,ଶୋଇବା କାନ୍ଥ |
Side gutter,ସାଇଡ୍ ଗୁଟର୍ |
Slide rule,ସ୍ଲାଇଡ୍ ନିୟମ |
Slip dock,ସ୍ଲିପ୍ ଡକ୍ |
Smoniza,ସ୍ମୋନିଜା |
Soaking,ଭିଜିବା |
Soil association,ମୃତ୍ତିକା ସଙ୍ଗଠନ |
Soil class,ମୃତ୍ତିକା ଶ୍ରେଣୀ
Soil complex,ମୃତ୍ତିକା ଜଟିଳ |
Soil consistency,ମୃତ୍ତିକାର ସ୍ଥିରତା |
Soil family,ମୃତ୍ତିକା ପରିବାର |
Soil frame work,ମୃତ୍ତିକା ଫ୍ରେମ୍ କାମ |
Soil moisture,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା |
Soil moisture accretion,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ବୃଦ୍ଧି |
Soil moisture deficit,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ଅଭାବ |
Soil morphology,ମୃତ୍ତିକା ରୂପବିଜ୍ ology ାନ |
Soil particle,ମୃତ୍ତିକା କଣିକା |
Soil phase,ମୃତ୍ତିକା ପର୍ଯ୍ୟାୟ |
Soil profile,ମୃତ୍ତିକା ପ୍ରୋଫାଇଲ୍ |
Soil reaction,ମୃତ୍ତିକା ପ୍ରତିକ୍ରିୟା |
Soil separates,ମୃତ୍ତିକା ଅଲଗା ହୁଏ |
Soil series,ମୃତ୍ତିକା କ୍ରମ |
Soil solution,ମୃତ୍ତିକା ସମାଧାନ |
Soil structure,ମୃତ୍ତିକା ଗଠନ
Soil texture,ମୃତ୍ତିକା ଗଠନ
Soil type,ମୃତ୍ତିକା ପ୍ରକାର |
Solum,ସୋଲମ୍ |
Sorption,Sorption
Spalls,ସ୍ପଲ୍
Specific ion effect,ନିର୍ଦ୍ଦିଷ୍ଟ ଆୟନ ପ୍ରଭାବ |
Squared coursed rubble masonry,ବର୍ଗାକାର କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |
Squared regular coursed rubble masonry,ସ୍କ୍ୱାର୍ଡ ନିୟମିତ କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |
Steady flow,ସ୍ଥିର ପ୍ରବାହ |
Stepped flashing,ଷ୍ଟେପ୍ ଫ୍ଲାସ୍
Stickiness,ସ୍ଥିରତା |
Sticking point,ଷ୍ଟିକ୍ ପଏଣ୍ଟ |
Stone,ପଥର |
Slop hand moulding,ସ୍ଲପ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
Strap hinge,ଷ୍ଟ୍ରାପ୍ ହିଙ୍ଗ୍ |
Straw board,ଷ୍ଟ୍ରୋ ବୋର୍ଡ |
Stream,ଷ୍ଟ୍ରିମ୍
Stress,ଚାପ
Stretcher,ଷ୍ଟ୍ରେଚର୍
Stretcher bond,ଷ୍ଟ୍ରେଚର୍ ବଣ୍ଡ୍ |
Stretcher course,ଷ୍ଟ୍ରେଚର୍ ପାଠ୍ୟକ୍ରମ
String,ବାକ୍ୟ
String course,ଷ୍ଟ୍ରିଙ୍ଗ୍ ପାଠ୍ୟକ୍ରମ
Structure factor,ଗଠନ କାରକ |
Structure index,ସଂରଚନା ସୂଚକାଙ୍କ |
Stucco,ଷ୍ଟୁକୋ |
Stud,ଅଧ୍ୟୟନ |
Stylobate,ଷ୍ଟାଇଲୋବେଟ୍ |
Sub soil,ଉପ ମାଟି |
Sub structure,ଉପ ଗଠନ
Summation curve,ସମୀକରଣ ବକ୍ର
Sun mica,ସୂର୍ଯ୍ୟ ମିକା |
Super structure,ସୁପର ଗଠନ
Surveyor,ସର୍ବେକ୍ଷଣକାରୀ |
S-value,S- ମୂଲ୍ୟ
Swag,ଚୋରାମାଲ
Swan neck,ସ୍ an ାନ୍ ବେକ
Tabernacle,ତମ୍ବୁ
Table hand moulding,ଟେବୁଲ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
Tanking,ଟ୍ୟାଙ୍କିଂ |
Tempietto,ଟେମ୍ପିଏଟୋ |
Tempering,ତାପମାତ୍ରା
Template,ଟେମ୍ପଲେଟ୍ |
Template,ଟେମ୍ପଲେଟ୍ |
Tepidarium,ଟେପିଡାରିୟମ୍ |
Terracotta,ଟେରାକୋଟା |
Terra rosa,ଟେରା ରୋସା |
Terrazzo,ଟେରାଜଜୋ |
Tetra style,ଟେଟ୍ରା ଶ style ଳୀ
Threshold limit value,ସୀମା ସୀମା ମୂଲ୍ୟ
Throat,ଗଳା
Through stone,ପଥର ମାଧ୍ୟମରେ |
Tidal basin,ଜୁଆର ବେସିନ |
Tie bar,ଟାଇ ବାର୍ |
Tie beam,ବିମ୍ ବାନ୍ଧ |
Tie rod,ବାଡ଼ି ବାନ୍ଧ |
Tirs,ତିରସ୍
Tolerance,ସହନଶୀଳତା |
Toothing,ଦାନ୍ତ
Top soil or surface soil,ଉପର ମାଟି କିମ୍ବା ଭୂପୃଷ୍ଠ ମାଟି |
Total porosity,ସମୁଦାୟ ପୋରୋସିଟି |
Tracery,ଟ୍ରେସରୀ
Train resistance,ଟ୍ରେନ୍ ପ୍ରତିରୋଧ |
Transept,ଟ୍ରାନ୍ସସେପ୍ଟ
Transitional soil,ଗତିଶୀଳ ମାଟି |
Transom,ଟ୍ରାନ୍ସମ୍ |
Transport soil,ପରିବହନ ମାଟି |
Tributary,ଉପନଦୀ
Triforium,ଟ୍ରାଇଫୋରିୟମ୍ |
Triglyph,ଟ୍ରାଇଗ୍ଲିଫ୍ |
Truncated soil,କଟା ମାଟି |
Turbulent flow,ଅଶାନ୍ତ ପ୍ରବାହ |
Turret,ଟୁରେଟ୍ |
Tympar num,ଟାଇମ୍ପର୍ ନମ୍
Ultimate bearing capacity,ଅନ୍ତିମ ବହନ କ୍ଷମତା |
Ultimate ph,ଅନ୍ତିମ ph
Uncoursed random rubble masonry,ଅଣସଂରକ୍ଷିତ ରାଣ୍ଡମ ପଥର ନିର୍ମାଣ |
Uncoursed squared rubble masonry,ଅଣସଂରକ୍ଷିତ ସ୍କ୍ୱାର୍ଡ ଅଳିଆ ଆବର୍ଜନା |
Undercroft,ଅଣ୍ଡରକ୍ରଫ୍ଟ |
Unfilled porosity,ଅସମ୍ପୂର୍ଣ୍ଣ ପୋରୋସିଟି |
Uniform flow,ୟୁନିଫର୍ମ ପ୍ରବାହ |
Unit frame type scaffold,ୟୁନିଟ୍ ଫ୍ରେମ୍ ପ୍ରକାର ସ୍କାଫୋଲ୍ଡ |
Unproductive work,ଅଣ-ଉତ୍ପାଦନ କାର୍ଯ୍ୟ |
Unsaturated soil,ଅସନ୍ତୁଷ୍ଟ ମାଟି |
Unsteady flow,ଅସ୍ଥିର ପ୍ରବାହ |
Upper plastic limit,ଉପର ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
Valley gutter,ଉପତ୍ୟକା
Vault,ଭାଲ୍ଟ |
Vetarium,ଭେଟାରିୟମ୍ |
Ventilation,ଭେଣ୍ଟିଲେସନ୍ |
Ventilator,ଭେଣ୍ଟିଲେଟର
Veramdah,ଭେରାମଦା
Vestibule,ଭେଷ୍ଟିବୁଲ୍ |
Villa,ଭିଲ୍ଲା
