Punjabi,Odiya
ਡਿਜ਼ੀਟਲ ਚਿੱਤਰ,ଡିଜିଟାଲ୍ ପ୍ରତିଛବି |
"1. ਡਿਜੀਟਲ ਦਸਤਖਤ, 2. ਡਿਜੀਟਲ ਦਸਤਖਤ","1. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ, 2. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |"
ਡਿਜ਼ੀਟਲ ਸਵਿੱਚ,ଡିଜିଟାଲ୍ ସୁଇଚ୍ |
ਡਿਜੀਟਲ ਐਨਾਲਾਗ ਕਨਵਰਟਰ,ଡିଜିଟାଲ୍ ଆନାଗଲ୍ କନଭର୍ଟର |
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,ଡିଜିଟାଇଜେସନ୍
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,ଡିଜିଟାଇଜେସନ୍
ਡਿਜੀਟਾਈਜ਼ਰ,ଡିଜିଟାଇଜର୍
ਡਾਇਓਡ,ଡାୟୋଡ୍
ਪਹਿਲੀ ਨਜ਼ਰ,ପ୍ରିମା ଫେସୀ |
ਸਿੱਧਾ ਪਤਾ,ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା
ਸਿੱਧਾ ਪਰਿਵਰਤਨ,ସିଧାସଳଖ ରୂପାନ୍ତର |
ਸਿੱਧੀ ਜੋੜੀ,ସିଧାସଳଖ ଯୋଡି |
"1. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ, 2. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)","1. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍, 2. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)"
ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA),ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)
ਸਿੱਧੀ ਵਿਧੀ,ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |
ਨਿਰਦੇਸ਼,ଦିଗଗୁଡିକ
ਡਾਇਰੈਕਟਰੀ,ଡିରେକ୍ଟୋରୀ
"1. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ, 2. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ","1. ଡିରେକ୍ଟୋରୀ ସର୍ଭର, 2. ଡିରେକ୍ଟୋରୀ ସର୍ଭର |"
ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ,ଡିରେକ୍ଟୋରୀ ସେବା
ਅਸਮਰੱਥ,ଅସମର୍ଥ |
ਅਸਮਰੱਥ ਸਿਗਨਲ,ସଙ୍କେତ ଅକ୍ଷମ କରିବା |
"1. ਡਿਸਕਨੈਕਸ਼ਨ, 2. ਡਿਸਕਨੈਕਸ਼ਨ","1. ବିଚ୍ଛିନ୍ନତା, 2. ବିଚ୍ଛିନ୍ନତା"
"1. ਵੱਖਰਾ, 2. ਵੱਖਰਾ","1. ବିଚ୍ଛିନ୍ନ, 2. ବିଚ୍ଛିନ୍ନ |"
"1. ਡਿਸਕ, 2. ਡਿਸਕ","1. ଡିସ୍କ, 2. ଡିସ୍କ"
"1. ਡਿਸਕ ਪਤਾ, 2. ਡਿਸਕ ਪਤਾ","1. ଡିସ୍କ ଠିକଣା, 2. ଡିସ୍କ ଠିକଣା"
"1. ਡਿਸਕ ਐਰੇ, 2. ਡਿਸਕ ਐਰੇ","1. ଡିସ୍କ ଆରେ, 2. ଡିସ୍କ ଆରେ |"
"1. ਡਿਸਕ ਸਮਰੱਥਾ, 2. ਡਿਸਕ ਸਮਰੱਥਾ","1. ଡିସ୍କ କ୍ଷମତା, 2. ଡିସ୍କ କ୍ଷମତା |"
"1. ਡਿਸਕ ਡਰਾਈਵਰ, 2. ਡਿਸਕ ਡਰਾਈਵ","1. ଡିସ୍କ ଡ୍ରାଇଭର, 2. ଡିସ୍କ ଡ୍ରାଇଭ |"
ਡਿਸਕ ਫਾਈਲ,ଡିସ୍କ ଫାଇଲ୍ |
"1. ਡਿਸਕ ਮੈਮੋਰੀ, 2. ਡਿਸਕ ਮੈਮੋਰੀ, 3. ਡਿਸਕ ਮੈਮੋਰੀ, 4. ਡਿਸਕ ਮੈਮੋਰੀ","1. ଡିସ୍କ ମେମୋରୀ, 2. ଡିସ୍କ ମେମୋରୀ, 3. ଡିସ୍କ ମେମୋରୀ, 4 | ଡିସ୍କ ମେମୋରୀ"
ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DoS),ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DoS)
ਡਿਸਕ ਪੈਕੇਜ,ଡିସ୍କ ପ୍ୟାକେଜ
"1. ਚੱਕਰਿਕਾ ਸਰਵਰ, 2. ਡਿਸਕ ਸਰਵਰ","1. ଚାକ୍ରିକା ସର୍ଭର, 2. ଡିସ୍କ ସର୍ଭର |"
"1. ਡਿਸਕ ਸਟੋਰੇਜ, 2. ਡਿਸਕ ਸਟੋਰੇਜ","1. ଡିସ୍କ ସଂରକ୍ଷଣ, 2. ଡିସ୍କ ସଂରକ୍ଷଣ"
ਡਿਸਕੇਟ,ଡିସ୍କେଟ୍ |
ਡਿਸਪਲੇ ਫਾਇਲ,ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
ਡਿਸਪਲੇ ਚਿੱਤਰ,ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
ਨਿਪਟਾਰੇ,ନିଷ୍କାସନ
ਦੂਰੀ,ଦୂରତା
ਦੂਰੀ ਫੰਕਸ਼ਨ,ଦୂରତା କାର୍ଯ୍ୟ
ਵਿਗਾੜ,ବିକୃତି
ਡਿਲੀਵਰ ਕੀਤਾ,ବିତରଣ
ਵੰਡਿਆ ਡਾਟਾ,ବଣ୍ଟିତ ତଥ୍ୟ |
ਵੰਡਿਆ ਸਰਵਰ,ବଣ୍ଟିତ ସର୍ଭର |
"1.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ, 2.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ","1. ବଣ୍ଟିତ ସିଷ୍ଟମ୍, 2. ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |"
ਵਿਤਰਕ,ବିତରକ
ਦਸਤਾਵੇਜ਼,ଡକ୍ୟୁମେଣ୍ଟ୍
ਪ੍ਰਮਾਣਿਤ ਦਸਤਾਵੇਜ਼,ଡକ୍ୟୁମେଣ୍ଟ୍ ସ୍ୱୀକୃତିପ୍ରାପ୍ତ |
"1. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ, 2. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ","1. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ, 2. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |"
ਦਸਤਾਵੇਜ਼,ଡକ୍ୟୁମେଣ୍ଟେସନ୍
"ਡੋਮੇਨ, ਡੋਮੇਨ","ଡୋମେନ୍, ଡୋମେନ୍"
ਡੋਮੇਨ ਨਾਮ,ଡୋମେନ୍ ନାମ
"1. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ, 2. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ","1. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍, 2. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |"
"ਹੇਠਾਂ, ਹੇਠਾਂ","ତଳେ, ତଳେ"
"1. ਅਵਲਿੰਕ, 2. ਵਰਗ","1. ଆଭାଲିଙ୍କ୍, 2. ସ୍କ୍ୱାର୍ |"
ਡਾਊਨਲੋਡ ਕਰੋ,ଡାଉନଲୋଡ୍ କରନ୍ତୁ |
ਡਾਊਨਲੋਡ ਕਰਨ ਦਾ ਸਮਾਂ,ଡାଉନଲୋଡ୍ ସମୟ |
ਖਿੱਚ,ଟ୍ରାକ୍ସନ୍
DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ),DRAM (ଡାଇନାମିକ୍ RAM)
ਰਨਆਫ,ରନ୍ ଅଫ୍
ਡਰਾਈਵਰ,ଡ୍ରାଇଭର |
ਪੱਤੇ,ପତ୍ର
ਡ੍ਰੌਪ ਲਿਸਟ ਬਾਕਸ,ଡ୍ରପ୍ ତାଲିକା ବାକ୍ସ
ਡਰੱਮ ਡਰਾਈਵ,ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |
"1.ਡਰਮ ਪ੍ਰਿੰਟਰ, 2.ਡਰਮ ਪ੍ਰਿੰਟਰ","1. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍, 2. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |"
"1. ਇਮ ਯੂਨਿਟ, 2. ਡਰੱਮ ਯੂਨਿਟ","1. ଇମ୍ ୟୁନିଟ୍, 2. ଡ୍ରମ୍ ୟୁନିଟ୍ |"
"1. ਦਵੈਤ, 2. bi","1. ଦ୍ୱ ual ତ୍ୟ, 2 bi"
ਦੋਹਰੀ ਘਣਤਾ,ଦ୍ୱ ual ତ ଘନତା |
"1. ਚੁੱਪ ਦਾ ਪਤਾ, 2. ਜਾਅਲੀ ਪਤਾ","1. ନୀରବ ଠିକଣା, 2. ନକଲି ଠିକଣା |"
ਡੰਪ,ଡମ୍ପିଂ
ਡੁਪਲੈਕਸ ਸਰਕਟ,ଡବଲ୍ ସର୍କିଟ୍ |
ਕਾਨੂੰਨੀਕਰਣ,ଆଇନଗତକରଣ |
ਕੁੰਜੀ,କି କି
"1.D V D R./W, 2. ਡੀਵੀਡੀ ਰੀਡਿੰਗ, 3. ਲਿਖਣਾ","1.D V D R./W, 2 DVD ପଠନ, 3. ଲେଖିବା"
DVD ROM,DVD ROM
ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ,ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ
"1. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ, 2. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ","1. ଡାଇନାମିକ୍ ମେମୋରୀ, 2. ଡାଇନାମିକ୍ ମେମୋରୀ |"
"1. ਡਾਇਨਾਮਿਕਸ, 2. ਡਾਇਨਾਮਿਕਸ","1. ଡାଇନାମିକ୍ସ, 2. ଡାଇନାମିକ୍ସ"
ਈ ਬੀ ਸੀ ਡੀ ਆਈ ਸੀ,E B C D I C
ਈ-ਕਾਰੋਬਾਰ,ଇ-ବ୍ୟବସାୟ |
echo,ଇକୋ
"1.ਈ-ਕਾਮਰਸ, 2.ਈ-ਕਾਮਰਸ","1.e- ବାଣିଜ୍ୟ, 2.e- ବାଣିଜ୍ୟ |"
ਸੰਪਾਦਨ,ସମ୍ପାଦନା
ਸੰਪਾਦਕ,ସମ୍ପାଦକ
ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ,ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
e e ਪ rom,e e p rom
"1. ਅਰਥਪੂਰਨ ਪਤਾ, 2. ਪ੍ਰਭਾਵੀ ਪਤਾ","1. ଅର୍ଥପୂର୍ଣ୍ଣ ଠିକଣା, 2. ପ୍ରଭାବଶାଳୀ ଠିକଣା |"
ਅਰਥਪੂਰਨ ਸੰਚਾਲਨ ਪਤਾ,ଅର୍ଥପୂର୍ଣ୍ଣ ଅପରେଣ୍ଡ୍ ଠିକଣା |
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਕਾਰਵਾਈ,ପ୍ରଭାବଶାଳୀ କାର୍ଯ୍ୟ
ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID,ପ୍ରଭାବଶାଳୀ UID |
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਕਾਰਵਾਈ,ପ୍ରଭାବଶାଳୀ ସଂକ୍ରମଣ କାର୍ଯ୍ୟ
octal ਬਾਈਟ,ଅକ୍ଟାଲ୍ ବାଇଟ୍ |
"ਇਲੈਕਟ੍ਰਾਨਿਕ ਲਰਨਿੰਗ, ਈ-ਲਰਨਿੰਗ","ଇଲେକ୍ଟ୍ରୋନିକ୍ ଶିକ୍ଷା, ଇ-ଲର୍ନିଂ |"
ਚੋਣ ਐਲਗੋਰਿਦਮ,ନିର୍ବାଚନ ଆଲଗୋରିଦମ |
ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ ਸੇਵਾ (ਈ-ਮੇਲ),ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ ସେବା (ଇ-ମେଲ୍)
"1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਿੰਗ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਰ","1. ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରିଣ୍ଟିଙ୍ଗ୍, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରିଣ୍ଟର୍ |"
ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ,ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |
ਇਲੈਕਟ੍ਰਾਨਿਕਸ,ଇଲେକ୍ଟ୍ରୋନିକ୍ସ
ਇਲੈਕਟ੍ਰਾਨਿਕ ਐਗਜ਼ੌਸਟ ਸਿਸਟਮ (ECS),ଇଲେକ୍ଟ୍ରୋନିକ୍ ନିଷ୍କାସନ ସିଷ୍ଟମ୍ (ECS)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡੇਟਾ ਐਕਸਚੇਂਜ (EDI),ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଏକ୍ସଚେଞ୍ଜ୍ (EDI)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ਇਲੈਕਟ੍ਰਾਨਿਕ ਬਰੋਸ਼ਰ,ଇଲେକ୍ଟ୍ରୋନିକ୍ ବ୍ରୋସର |
ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਮਕੈਨਿਜ਼ਮ (EFTS),ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ଯାନ୍ତ୍ରିକତା (EFTS)
"1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਰਨਲ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਰਨਲ","1. ଇଲେକ୍ଟ୍ରୋନିକ୍ ଜର୍ନାଲ୍, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ଜର୍ନାଲ୍ |"
ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਕਾਸ਼ਨ,ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |
ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿੱਚ,ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |
"ਤੱਤ, ਤੱਤ","ଉପାଦାନ, ଉପାଦାନ"
ਈ - ਮੇਲ,ଇ-ମେଲ୍ |
"1. ਈ-ਮੇਲ ਪਤਾ, 2. ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਕ ਪਤਾ","1. ଇ-ମେଲ୍ ଠିକଣା, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲିଂ ଠିକଣା |"
ਏਮਬੈਡਡ ਸਿਸਟਮ,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
ਏਮਬੈਡਿੰਗ,ଏମ୍ବେଡିଂ
ਐਮੀਟਰ ਕਪਲਡ ਤਰਕ (ECL),ନିର୍ଗତ ଯୁକ୍ତ ତର୍କ (ECL)
ਖਾਲੀ ਥਾਂ,ଖାଲି ସ୍ଥାନ
"1. ਖਾਲੀ ਚੇਨ, 2. ਖਾਲੀ ਚੇਨ","1. ଖାଲି ଶୃଙ୍ଖଳା, 2. ଖାଲି ଶୃଙ୍ଖଳା |"
ਮਸ਼ੀਨੀਕਰਨ,ଯାନ୍ତ୍ରିକରଣ
"1.ਕੈਪਸੂਲੇਸ਼ਨ, 2.ਕੈਪਸੂਲੇਸ਼ਨ","1. କ୍ୟାପସୁଲେସନ୍, 2. କ୍ୟାପସୁଲେସନ୍ |"
ਡੀਕੋਡਰ,ଡିକୋଡର୍ |
ਇੰਕੋਡਿੰਗ,ଏନକୋଡିଂ
"1. ਏਨਕੋਡਰ, 2. ਕੋਡਕ","1. ଏନକୋଡର୍, 2. କୋଡାକ୍ |"
ਲੁਕਿਆ ਡਾਟਾ,ଲୁକ୍କାୟିତ ତଥ୍ୟ |
ਲੁਕਿਆ ਹੋਇਆ ਫਾਈਲ ਸਿਸਟਮ,ଲୁକ୍କାୟିତ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
"1. ਏਨਕ੍ਰਿਪਸ਼ਨ, 2. ਕੋਡਿੰਗ, 3. ਏਨਕੋਡਿੰਗ","1. ଏନକ୍ରିପସନ୍, 2. କୋଡିଂ, 3. ଏନକୋଡିଂ |"
ਬਲਾਕ ਅੰਤ,ବ୍ଲକ ଶେଷ
ਫਾਈਲ-ਐਂਡ,ଫାଇଲ୍-ଏଣ୍ଡ୍ |
ਉਪਭੋਗਤਾ,ଉପଯୋଗକର୍ତ୍ତା |
ਦਾਖਲ ਕਰੋ,ପ୍ରବେଶ କର |
ਇੰਦਰਾਜ਼ ਕੁੰਜੀ,ପ୍ରବେଶ ଚାବି |
"1. ਉਦਯਮ ਸਰਵਰ, 2. ਉਦਯਮ ਸੇਵਕ","1. ଉଦୟମ୍ ସ war ରଭ, 2. ଉଦୟ ସେବାକ୍ |"
ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਿਸਟਮ,ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |
ਤਾਕਤ,ଶକ୍ତି
ਸ਼ਕਤੀ ਸਬੰਧ,ଶକ୍ତି ସମ୍ବନ୍ଧ
ਦਾਖਲਾ ਸਮਾਂ,ପ୍ରବେଶ ସମୟ
ਇਨਪੁਟ ਵੇਰੀਏਬਲ,ଇନପୁଟ୍ ଭେରିଏବଲ୍ |
ਗਿਣਨਯੋਗ,ଗଣନାଯୋଗ୍ୟ
ਵਾਤਾਵਰਣ,ପରିବେଶ
"1.ਯੁਗ, 2. ਯੁੱਗ, 3. ਹਦਾਇਤ ਦਾ ਪਲ","1. ଯୁଗ, 2 ଯୁଗ, 3 ନିର୍ଦ୍ଦେଶ ମୁହୂର୍ତ୍ତ"
EPRAM (ਵਿੱਤ ਪ੍ਰੋਗਰਾਮੇਬਲ ਰੀਡ-ਓਨਲੀ ਮੈਮੋਰੀ),EPRAM (ଫାଇନାନ୍ସିଆଲ୍ ପ୍ରୋଗ୍ରାମେବଲ୍ ପଠନୀୟ ମେମୋରୀ)
epsilon constrictor,ଏପସିଲନ୍ କନଷ୍ଟ୍ରିକ୍ଟର୍ |
ਬਰਾਬਰੀ ਕਰਨ ਵਾਲਾ,ସମାନତା
ਉਪਕਰਨ,ଉପକରଣ
ਸਮਾਨਤਾ ਵਰਗ,ସମାନତା ଶ୍ରେଣୀ
ਬਰਾਬਰ ਦਾ ਰਿਸ਼ਤਾ,ସମାନ ସମ୍ପର୍କ
"1. ਵਿਨਾਸ਼ਕਾਰੀ, 2. ਖਾਤਮਾ","1. ବିଲୁପ୍ତ, 2. ବିଲୋପ"
ਗਲਤੀ ਸੁਧਾਰ ਕੋਡ,ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍ |
ਗਲਤੀ ਸੁਧਾਰ,ତ୍ରୁଟି ସଂଶୋଧନ
ਗਲਤੀ ਖੋਜ,ତ୍ରୁଟି ଚିହ୍ନଟ
ਗਲਤੀ ਹੈਂਡਲਿੰਗ,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ
ਗਲਤੀ ਸੁਨੇਹਾ,ତ୍ରୁଟି ସନ୍ଦେଶ |
ਗਲਤੀ ਦਰ,ତ୍ରୁଟି ହାର
ਗਲਤੀ ਰਿਕਵਰੀ,ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର
ਗਲਤੀ ਦਾ ਨਾਮ,ତ୍ରୁଟି ନାମ
ਬਚਣ ਦਾ ਪ੍ਰਤੀਕ,ପଳାୟନ ପ୍ରତୀକ |
ਈਥਰਨੈੱਟ,ଇଥରନେଟ୍ |
ਘਟਨਾ,ଘଟଣା
ਘਟਨਾ ਲੜੀ,ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |
ਘਟਨਾ ਨਿਯੰਤਰਣ,ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |
ਘਟਨਾ ਕਾਊਂਟਰ,ଇଭେଣ୍ଟ କାଉଣ୍ଟର
ਅਪਵਾਦ ਹੈਂਡਲਿੰਗ,ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |
ਐਕਸਚੇਂਜ ਡਿਸਕ ਸਟੋਰੇਜ਼,ଡିସ୍କ ସଂରକ୍ଷଣ ବିନିମୟ କରନ୍ତୁ |
ਬੇਦਖਲੀ,ବହିଷ୍କାର
ਵਿਸ਼ੇਸ਼ ਅਤੇ (x ਜਾਂ),ସ୍ୱତନ୍ତ୍ର ଏବଂ (x କିମ୍ବା)
ਚੱਲਣਯੋਗ ਪ੍ਰੋਗਰਾਮ,ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍
ਐਗਜ਼ੀਕਿਊਸ਼ਨ ਸਟੇਟਮੈਂਟ,ନିଷ୍ପାଦନ ଷ୍ଟେଟମେଣ୍ଟ
ਚੋਣਵੀਂ ਖੋਜ,ଚୟନ ସନ୍ଧାନ |
ਮੌਜੂਦਾ,ବିଦ୍ୟମାନ
ਮੁੱਦੇ,ସମସ୍ୟା
ਮਾਹਰ ਸਿਸਟਮ,ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |
"1. ਸਮੀਕਰਨ, 2. ਸਮੀਕਰਨ","1. ଅଭିବ୍ୟକ୍ତି, 2 ଅଭିବ୍ୟକ୍ତି"
ਵਿਸਤ੍ਰਿਤ ਗ੍ਰਾਫਿਕਲ ਮੈਟ੍ਰਿਕਸ (x g a),ବିସ୍ତାରିତ ଗ୍ରାଫିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ (x g a)
ਵਿਸਤ੍ਰਿਤ ਉਦਯੋਗਿਕ ਮਿਆਰ (EIS),ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS)
ਓਵਰਲੋਡ ਮਸ਼ੀਨ,ଓଭରଲୋଡ୍ ମେସିନ୍ |
ਵਿਸਤ੍ਰਿਤ ਮੈਮੋਰੀ,ବିସ୍ତୃତ ସ୍ମୃତି
"1. ਵਿਸਤ੍ਰਿਤ ਸ਼ੁੱਧਤਾ, 2. ਵਿਸਤ੍ਰਿਤ ਸ਼ੁੱਧਤਾ","1. ବିସ୍ତାରିତ ସଠିକତା, 2. ବିସ୍ତାରିତ ସଠିକତା |"
"1. ਵਿਸਤ੍ਰਿਤ ਛਾਂਟੀ, 2. ਵਿਸਤ੍ਰਿਤ ਵਿਭਾਜਨ","1. ବିସ୍ତାରିତ ସର୍ଟିଂ, 2. ବିସ୍ତାରିତ ପୃଥକତା |"
ਦੂਜਿਆਂ ਦਾ ਧਿਆਨ ਖਿੱਚਣ ਲਈ ਅਵਾਜ ਦੇਣਾ,ପାଟିକରି ଡାକିବା
ਬਾਹਰੀ ਗਲਤੀ,ବାହ୍ୟ ତ୍ରୁଟି |
ਬਾਹਰੀ ਫੰਕਸ਼ਨ,ବାହ୍ୟ କାର୍ଯ୍ୟ
ਬਾਹਰੀ ਰੁਕਾਵਟ,ବାହ୍ୟ ବାଧା
"1. ਬਾਹਰੀ ਮੈਮੋਰੀ, 2. ਬਾਹਰੀ ਮੈਮੋਰੀ","1. ବାହ୍ୟ ସ୍ମୃତି, 2. ବାହ୍ୟ ସ୍ମୃତି"
ਬਾਹਰੀ ਮੈਮੋਰੀ,ବାହ୍ୟ ସ୍ମୃତି
ਬਾਹਰੀ ਮਾਡਮ,ବାହ୍ୟ ମୋଡେମ୍ |
ਬਾਹਰੀ ਹਵਾਲਾ,ବାହ୍ୟ ସନ୍ଦର୍ଭ
ਬਾਹਰੀ ਖੋਜ,ବାହ୍ୟ ସନ୍ଧାନ |
ਬਾਹਰੀ ਸਟੋਰੇਜ਼ ਜੰਤਰ,ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ
ਕੱਢਣਾ,ନିଷ୍କାସନ
ਐਕਸਟਰਪੋਲੇਸ਼ਨ,ବହିଷ୍କାର
ਪੈਨਲ ਅੱਖਰ ਪ੍ਰਿੰਟਰ,ପ୍ୟାନେଲ୍ ବର୍ଣ୍ଣ ପ୍ରିଣ୍ଟର୍
ਅਸਫਲ-ਸੁਰੱਖਿਆ ਕਾਰਵਾਈ,ବିଫଳ-ସୁରକ୍ଷା କାର୍ଯ୍ୟ
ਅਸਫਲਤਾ ਦੀ ਦਰ,ବିଫଳତା ହାର
ਅਸਫਲਤਾ ਡਿਸਚਾਰਜ,ବିଫଳତା ନିଷ୍କାସନ
ਗਲਤ ਕੋਡ,ମିଥ୍ୟା କୋଡ୍
ਗਲਤ ਗਲਤੀ,ମିଥ୍ୟା ତ୍ରୁଟି |
"1.ਨਿਵੇਸ਼, 2.ਨਿਵੇਸ਼ ਪੁਆਇੰਟ","1. ନିବେଶ, 2. ନିବେଶ ପଏଣ୍ଟ |"
"1. ਮੁੱਦਾ, 2. ਮੁੱਦਾ ਨੰਬਰ","1. ଇସୁ, 2. ସଂଖ୍ୟା ସଂଖ୍ୟା"
"1. ਪ੍ਰਤੀਕ੍ਰਿਤੀ I/O ਡਿਵਾਈਸ, 2. ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਇਨਪੁਟ ਡਿਵਾਈਸ/ਆਊਟਪੁੱਟ","1. ନକଲ I / O ଉପକରଣ, 2 ନକଲ ଇନପୁଟ୍ ଉପକରଣ / ଆଉଟପୁଟ୍"
ਤੇਜ਼ ਫੋਰੀਅਰ ਟ੍ਰਾਂਸਫਰ,ଦ୍ରୁତ ଫୁରିଅର୍ ସ୍ଥାନାନ୍ତର |
ਘਾਤਕ ਗਲਤੀ,ସାଂଘାତିକ ତ୍ରୁଟି |
ਨੁਕਸ ਖੋਜ,ତ୍ରୁଟି ଚିହ୍ନଟ
ਨੁਕਸ ਨਿਦਾਨ,ତ୍ରୁଟି ନିଦାନ
ਨੁਕਸ ਸਹਿਣਸ਼ੀਲਤਾ,ଦୋଷ ସହନଶୀଳତା |
ਫੈਕਸ,ଫ୍ୟାକ୍ସ
ਫੈਕਸ ਸੁਨੇਹਾ,ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |
f dc,f dc
ਲੱਛਣ ਖੋਜ,ଲକ୍ଷଣ ଚିହ୍ନଟ
ਭਰਨ ਵਾਲਾ ਚੱਕਰ,ପୂର୍ଣ୍ଣ ଚକ
ਮੁੜ ਨਿਵੇਸ਼,ପୁନ vest ନିବେଶ
