Tamil,Odiya
பயோமாஸ் எரிபொருள்,ବାୟୋମାସ୍ ଇନ୍ଧନ |
பயோம்,ବାୟୋମୋ |
பயோமெடிக்கல் இன்ஜினியரிங்,ବାୟୋମେଡିଆିକାଲ୍ ଇଞ୍ଜିନିୟରିଂ |
பயோமெடிக்கல் தொழில்நுட்பம்,ବାୟୋମେଡିଆଲ୍ ଟେକ୍ନୋଲୋଜି |
உயிர் மூலக்கூறு,ବାୟୋମୋଲେକ୍ |
உயிரியல்,ବାୟୋପୋଟେଣ୍ଟ୍ |
உயிர் மருந்து,ବାୟଫୋଫର୍ମ୍ୟୁଟ୍ୟୁଟିକାଲ୍ |
உயிர் இயற்பியல்,ବାୟୋଫାଇଜିକାଲ୍ |
உயிர் இயற்பியல்,ବାୟୋଫାଇନ୍ସିକ୍ସ |
பயோபிரசி,Bipifracy
பயோபோடென்ஷியல் பெருக்கி,ବାୟୋପୋଟେରାଲ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
உயிரியக்கவியல்,ବାୟୋରାକ୍ଟର
உயிரியக்கவியல்,ବାୟୋଡମେଡେସନ୍
பயோசோலிட்,ବାୟୋସାଇଡ୍ |
உயிர்க்கோள வளங்கள்,ବାୟୋସଫିସର ଉତ୍ସ |
உயிர்க்கோளம்,ବାୟୋସଫିର୍
உயிரியக்கவியல் பாதை,ବାୟୋସିନ୍ ପଥ
உயிரியக்கவியல் கட்டம்,ବାୟୋସିନ୍ ପର୍ଯ୍ୟାୟ |
உயிர் அமைப்பு,ବାୟୋସମେଣ୍ଟାଟିକ୍ସ |
உயிரி தொழில்நுட்பவியல்,ବାୟୋଟେକ୍ନୋଲୋଜି |
உயிர் பயங்கரவாதம்,ବାୟୋରେଟ୍ରୋରିଜିମ୍ |
உயிரியல்,ବାୟୋଟିକ୍ |
உயிரியல் சமூகம்,ବାୟୋଟିକ୍ ସମ୍ପ୍ରଦାୟ |
உயிரியல் காரணி,ବାୟୋଟିକ୍ ଫ୍ୟାକ୍ଟର୍ |
பயோவர்,ବାୟୱାର
பயோவாபன் முகவர்,ବାୟୋୱାପନ୍ ଏଜେଣ୍ଟ |
இருதரப்பு,ବିପୁଳ
பைபாஸ்போகிளிசரேட்,Bhphoshoglycele ରେଟ୍ |
இருமுனை,ବିପୁଣ୍ଟେଟ୍ |
இருமுனை நரம்பு செல்,ଦ୍ୱିପାକ୍ଷିକ ସ୍ନାୟୁ ସେଲ୍ |
இருமுனை நியூரான்,ଦ୍ୱିପାକ୍ଷିକ ନ୍ୟୁରନ୍ |
பறவை,ପକ୍ଷୀ
பறவை காய்ச்சல் வைரஸ்,ପକ୍ଷୀ ଫ୍ଲୁ ଜୀବାଣୁ |
இருபால்,ବିସେକ୍ସୁଆଲ୍
இருபால் மலர்,ବିସେକ୍ସୁଆଲ୍ ଫୁଲ |
கடித்தல் மற்றும் மெல்லும் வகை,କାମୁଡ଼ିବା ଏବଂ ଚୁଇଙ୍ଗ ପ୍ରକାର |
இரு,ବିବାଦ
வினோதமான நடத்தை,Bizarre ଆଚରଣ |
கருப்பு பெர்ரி,କଳା ବିରି
கருப்பு கால் நோய்,କଳା ପାଦ ରୋଗ
சிலுவையின் கருப்பு அழுகல்,କ୍ରୁସଫରର କଳା ପୋକ |
சிறுநீர்ப்பை வோர்ட்,ବ୍ଲେଡର୍ ୱର୍ଟ |
சிறுநீர்ப்பை,ବ୍ଲେଡର
சிறுநீர்ப்பை,ବ୍ଲେଡର୍ୱର୍ଟ |
சிறுநீர்ப்பை,ବ୍ଲାଡର୍ କୀଟ |
பிளாஸ்டோகோல்,ବ୍ଲେଷ୍ଟୋକଲ୍ |
பிளாஸ்டோசிஸ்ட்,ବ୍ଲେଷ୍ଟୋସିଷ୍ଟ |
பிளாஸ்டோமியர்,ବ୍ଲେଷ୍ଟୋମେରେ |
பிளாஸ்டுலா,ବ୍ଲାଷ୍ଟୁଲା
கலக்கப்பட்டது,ରକ୍ତସ୍ରାବ
குருட்டு சாக்,ଅନ୍ଧ ଥଳ
குருட்டு புள்ளி,ଅନ୍ଧ ସ୍ଥାନ
இரத்த உறைவு காரணி,ରକ୍ତ ଜମାଟ କାରକ |
இரத்த கார்பஸல்,ରକ୍ତ କରପ୍ୟୁସଲ୍ |
இரத்த ஓட்டம்,ରକ୍ତ ପ୍ରବାହ
இரத்த வகை,ରକ୍ତ ଗୋଷ୍ଠୀ
இரத்த சீரம்,ରକ୍ତ ଶର୍ମକ
இரத்த நாளம்,ରକ୍ତବସ୍ଥ
இரத்த ஓட்டம்,ରକ୍ତ ପ୍ରବାହ
வெடிப்பு,ସ୍ୱଳ୍ପ ବ୍ଲୋପିଂ
நீல குழந்தை நோய்க்குறி,ନୀଳ ଶିଶୁ ସିଣ୍ଡ୍ରୋମ |
நீல பெர்ரி,ନୀଳ ବିରି
நீல பச்சை ஆல்கா,ନୀଳ ସବୁଜ ଆଲଗା |
நீல புரட்சி,ବ୍ଲୁ ବିପ୍ଳବ
நீல திமிங்கிலம்,ନୀଳ ବାଘ
நீல முடிவு லிகேஷன்,ନୀଳ ଶେଷ ଲିଗେସନ୍ |
பார்வை மங்கலானது,ଦର୍ଶନର ଅସ୍ପଷ୍ଟ |
பாப்காட்,ବବକାଟ |
உடல்,ଶରୀର
உடல் (சோமாடிக்) செல்,ଶରୀର (ସୋମାଟିକ୍) ସେଲ୍ |
உடல் திரவம்,ଶରୀରର ତରଳ ପଦାର୍ଥ |
போயர்ஹாவியா,Beerhaavia
போக்,ବଗ୍
போல் புழு,ବୋଲ୍ ପୋକ
போலஸ்,ବ୍ଲାସ୍ |
கலோரியோமீட்டர் வெடிகுண்டு,ବୋମା କ୍ୟାରିଓନୋମିଟର |
பம்பாய் வாத்து,ବମ୍ବେ ଡକ୍ |
குண்டுவெடிப்பு,Bombyx
எலும்பு மஜ்ஜை,ଅସ୍ଥି ମଜ୍ଜ
போனெல்லியா,ବୋନେଲିଆ |
போனி லாபிரிந்த்,ବାଇନ୍ ଲାବିରିନ୍ଥ |
போனி அமைப்பு,ବଣିକଣ ଗଠନ |
புத்தக கில்,ବୁକ୍ ଗିଲ୍ |
எல்லைக் குழி,ବୁଣାଯାଇଥିବା ଗର୍ତ୍ତ
தாவரவியல்,ଉଦ୍ଭିଦ ବିଜ୍ଞାନ
தாவரவியல் பூங்கா,ବଟାନିକାଲ୍ ଗାର୍ଡେନ୍ |
தாவரவியல் பெயரிடல்,ଉଦ୍ଭିଦୀୟ ନାମକ |
தாவரவியலாளர்,ଉଦ୍ଭିଦଦାତା
தாவரவியல்,ଉଦ୍ଭିଦ
சிக்கல் விளைவு,ବୋତଲଗୁଡିକ ପ୍ରଭାବ |
கீழே வசிப்பவர்,ତଳ ବାସିନ୍ଦା |
கீழே வசிக்கும்,ତଳ ବାସସ୍ଥାନ
Bougainvillea,ବଗିନିଭିଆ |
போமன் காப்ஸ்யூல்,ବୋମାନ କ୍ୟାପସୁଲ୍ |
போமனின் சுரப்பி,ବୋମାନର ଗ୍ରନ୍ଥି |
அடைப்புக்குறி பூஞ்சை,ବ୍ରାକେଟ୍ ଫଙ୍ଗି |
Pract,ବ୍ରାଣ୍ଡ
Bracteate,ବ୍ରାକ୍ଟେଟ୍ |
Bracteoolate,ବ୍ରାକ୍ଟିଲେଟ୍ |
Bracteole,ବ୍ରାକ୍ଟୋଲ
மூளை,ମସ୍ତିଷ୍କ
மூளை பெட்டி,ମସ୍ତିଷ୍କ ବାକ୍ସ
மூளைச்சாவு,ମସ୍ତିଷ୍କ ମୃତ
மூளை கேங்க்லியன்,ମସ୍ତିଷ୍କ ଗ୍ୟାଙ୍ଗଲିଅନ୍ |
மூளை தண்டு,ମସ୍ତିଷ୍କ ଷ୍ଟେମ୍ |
கிளைகள்,ଶାଖା
கிளாஸ்டோஸ்டோமா,ଶାଖାସୀମା
பிரஸ்ஜின்,ବ୍ରାଜ୍କେ
ரொட்டி அச்சு,ରୁଟି ଛାଞ୍ଚ |
தாய்ப்பால்,ସ୍ତନ୍ୟପାନ |
வளர்ப்பவர்,ପ୍ରଜନକ
இனப்பெருக்க உயிரியல்,ଜୀବବିଜ୍ଞାନ ପ୍ରଜନନ |
ப்ரூவரின் ஈஸ்ட்,ବ୍ଲେର୍ ଖମୀର |
பாலம்,ସେତୁ
பிரகாசமான புலம் நுண்ணோக்கி,ଉଜ୍ଜ୍ୱଳ କ୍ଷେତ୍ର ମାଇକ୍ରୋସ୍କୋପ୍ |
உடையக்கூடிய நட்சத்திரம்,ଭଗ୍ନ ଷ୍ଟାର
பிராட் பீன்,ବ୍ରଡ୍ ବିନ୍ |
ப்ரோக்கோலி,ବ୍ରୋକୋଲି
மூச்சுக்குழாய்,ବ୍ରୋଙ୍କିଅଲ
மூச்சுக்குழாய் அழற்சி,ବ୍ରୋଙ୍କାଇଟିସ୍
மூச்சுக்குழாய் மருந்து,ବ୍ରୋସମ୍ବଲାଟୋର drug ଷଧ |
அடைகாக்கும்,Etod
அடைகாக்கும்,Etod
அடைகாக்கும் ஒட்டுண்ணித்தனம்,ବ୍ରୁଡ୍ ପାରିତିମତା |
அடைகாக்கும் பை,ବ୍ରୋଡ୍ ଥଳି
குழம்பு,ବ୍ରଥ
பழுப்பு கரடி,ବାଦାମୀ ଭାଲୁ
பழுப்பு துரு,ବ୍ରାଉନ୍ କଳଙ୍କିତ |
உலாவி,ବ୍ରାଉଜର୍
தூரிகை-எல்லை சிலியேட் எபிட்டிலியம்,ବ୍ରଶ୍-ସୀମା ସିଲିଟ୍ ଏପିଥେଲିୟମ୍ |
பிரஸ்ஸல்ஸ் முளை,ବ୍ରୁସେଲ୍ସ ସ୍ପ୍ରୁଟ୍ |
பிரையோபில்லம்,ବ୍ରାଇୋଫିଲମ୍
பிரையோபிடா,ବ୍ରାଇଓଫାଇଟା |
பிரையோபைட்,ବ୍ରାଇଓଫାଇଟ୍ |
பிரையோப்சிடா,Brypsida
புபோ,ବୁବୋ |
புக்கால் குழி,ବୁକାଲ ଗୁହାଳ
புக்கோ-ஃபார்னீஜியல் குழி,ବୁକ୍କୋ-ଫିରାଙ୍ଗିଆଲ୍ ଗୁହାଳ |
வளரும்,ବଡିଙ୍ଗ
இடையக பைகார்பனேட்,ବଫର୍ ବାଇକାର୍ବୋନେଟ୍ |
இடையக,ବଫର୍
இடைப்பகுதி,ବଫର୍ ଜୋନ୍
இடையக நடவடிக்கை,ବଫର କାର୍ଯ୍ୟ
புஃபோ,ବୁଫୋ |
விளக்கை,ବଲ୍ବ
புல்பில்,ବଲ୍ବିଲ୍ |
பல்போ சிறுநீர்க்குழாய் சுரப்பி,ବଲବୋ ୟୁରେଥ୍ରାଲ୍ ଗ୍ରନ୍ଥି |
மொத்தமாக ஓட்டம்,ବହୁଳ ପ୍ରବାହ |
புல்லிஃபார்ம் செல்,ଷଣ୍ .ର କକ୍ଷ |
பம்பல் தேனீ,ବମ୍ବେ ମହୁମାଛି
மூட்டை கிளை,ବଣ୍ଡଲ୍ ଶାଖା |
மூட்டை உறை,ବଣ୍ଡଲ୍ ଶୋଥ୍ |
மூட்டை உறை செல்,ବଣ୍ଡଲ୍ ଖଣ୍ଡ କକ୍ଷ |
மிதப்பு,ବୁଏନସି
மிதவை அடர்த்தி மையவிலக்கு,ବୁଏଟିଆଣ୍ଟ୍ ବନ୍ସିଟି ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |
மிதவை அடர்த்தி,ବୁୟାଣ୍ଟ ଘନତା |
வளர்,ବରଗନ୍
பர்ரோவிங்,ପୁରା ବୁଲିବା
புஷ்,ବୁଦା
பியூட்டியா மோனோஸ்பெர்மா,Butea monosterma |
புட்டஸ்,Buthuss
பட்ரஸ் (வீங்கிய ஸ்டெம் பேஸ்),ବଟ୍ରେସ୍ (ଫୁଲିଯାଇଥିବା ଷ୍ଟେମ୍ ବେସ୍)
துணை தயாரிப்பு,ଉତ୍ପାଦ ଦ୍ୱାରା
சி-பெப்டைட்,ସି-ପେପ୍ଟାଇଡ୍ |
கற்றாழை,କାକଟସ୍ |
காட்மியம் மாசுபாடு,କ୍ୟାଡମିୟମ୍ ପ୍ରଦୂଷଣ |
காடுகஸ்,କ୍ୟାଡୁକସ୍ |
Caecum,ଗାଁ
கெய்னோராப்டிடிஸ் எலிகன்ஸ்,କେନୋରଥବାଇଟିସ୍ ଏଲେନ୍ମାନେ |
சீசியம்,ସେସିୟମ୍
காஃபின்,କଫିନ୍
சுண்ணாம்பு ஸ்பிகுலே,କଲାକେଡ୍ ସ୍ପିକୁଲ୍ |
கணக்கீட்டு ஷெல்,କାଲାଗାରିଓଲ୍ ସେଲ୍ |
கால்சிஃபஸ் சுரப்பி,କାଲ୍କୁଲିସିଅର୍ ଗ୍ରନ୍ଥି |
கணக்கீடு,କାଲସିଫିକେସନ୍ |
கால்சிட்டோனின்,କାଲ୍କଟୋନିନ୍ |
கால்சியம்,କ୍ୟାଲସିୟମ୍
கால்சியம் பாலம்,ଚିକାୟଣ ବ୍ରିଜ୍
கால்சியம் கார்பனேட்,କ୍ୟାଲସିୟମ୍ କାର୍ବୋନେଟ୍ |
காலெண்டுலா,କ୍ୟାଲେଣ୍ଡୋୁଲା |
காலிபஸ்,କଲିଫୁସ୍
கால்சஸ்,କୁଲସ୍
காலஸ் கலாச்சாரம்,କଲମ ସଂସ୍କୃତି
கொலோகாசியா,କଲକାକାସିଆ
Calotes,କ୍ୟାଲୋଟ୍ସ
கலோட்ரோபிஸ்,କେବ୍ଲୋପିସିସ୍
CALOTROPIS PROCERA,କ୍ୟାଟେଲ୍ରୋପିସ୍ ପ୍ରୋକେରା |
கால்வின் சுழற்சி,କଲଭିନ ଚକ୍ର
கலிசினே,କାଲାଇକେଲୀ
கலிக்ஸ்,କାଲିକ୍ସ
கலிக்ஸ்,କାଲିକ୍ସ
கேம்ப்ரியன் காலம்,କାମ୍ରିଆନ୍ ଅବଧି |
ஒட்டகம்,ଓଲସ୍
உருமறைப்பு,କାମୁଫ୍ଲେଜ୍ |
காம்பானெல்ஸ்,କ୍ୟାମ୍ପାନେଲ୍ସ |
கனபினாய்டு,କାନାବିଏଡ୍ |
கால்வாய்,କେନାଲିକୁଲସ୍ |
புற்றுநோய்,କର୍କଟ
புற்றுநோய் (பொதுவான நண்டு),କର୍କଟ (ସାଧାରଣ କ୍ରାବ)
கேண்டிடூஃப்ட்,କ୍ୟାଣ୍ଡାଇଟ୍ୟୁଫ୍ଟ |
கரும்பு சர்க்கரை,ବାଡ଼ି ଚିନି |
கனிடே,Kaniida
கோரை (பற்கள்),କଏନ୍ (ଦାନ୍ତ)
கேனிஸ் பழக்கமானது,CANIS FirsiRis
கன்னா,କାନନା |
கஞ்சா சாடிவா,କାନନିସ୍ ସତିଭା |
விதானம்,ଛାତ
கொள்ளளவு,କ୍ୟାପିଲିଟେସନ୍
கேபிலரிட்டி,କାପେଲର
தந்துகி,କ୍ୟାପିଟାରି
தந்துகி சுழற்சி,କ୍ୟାପିଲାରୀ ପ୍ରଚାର
கேபிடல்லம்,କ୍ୟାପିଟଲମ୍ |
கபாரிஸ்,କ୍ୟାପିଟିସ୍
கேப்பிங்,କ୍ୟାପିଂ
கேப்சிட்,କ୍ୟାପ୍ସାଇଡ୍
கேப்சோமியர்,Sposomere
காப்ஸ்யூல்,Capsule
கார்பமினோஹமோகுளோபின்,କାର୍ବାମିନୋହୋବୋଗୋଲୋବିନ |
கார்போஹைட்ரேட்,କାର୍ବୋହାଇଡ୍ରେଟ୍ |
கார்பன் டை ஆக்சைடு,ଅଙ୍ଗାରକାମ୍ଳ
கார்பன் டிஸல்பைட்,କାର୍ବନ ବିବିଧତା |
கார்பன் மூலக்கூறு,କାର୍ବନ ମଲକ୍ୟୁ |
கார்பனேட்,କାର୍ବନେଟ |
கார்போனிக் அமிலம்,କାର୍ବନିକ୍ ଏସିଡ୍ |
கார்போனிக் அன்ஹைட்ரேஸ்,କାର୍ବୋନିକ୍ ଆନିହୁଡି |
கார்போனிஃபிஸஸ் காலம்,କାର୍ବନିଷ୍ଠର ଅବଧି
கார்பாக்சைல்,କାର ବକ୍ସଲାଇଟ୍ |
கார்பாக்சைல் குழு,କାର ବକ୍ସଲିଲ ଗୋଷ୍ଠୀ |
கார்பாக்சிலேஸ்,କାର ବକ୍ସଲାଇଜ୍ |
கார்பாக்சிலேஷன்,କାର ବକ୍ସଲେସନ୍ |
கார்சார்ரோடான்,କାରକାରୋଡନ୍ |
புற்றுநோயியல்,କାର୍କିନୋ ଗୋଜେନ୍ସ
புற்றுநோய்,କାର୍କିନୋଜେନିକ୍ |
கார்சினோமா,କର୍କିନୋମା
இதய சுழற்சி,ହ୍ୟାଣ୍ଡିଆକ୍ ଚକ୍ର
இதய கிளைகோசைடு,କାର୍ସିଆକ୍ ଗ୍ଲାଇକାଇଡ୍ |
இதய தசை,ହୃଦ୍ ମାସିକ ମାଂସପେଶୀ |
இதய இதயமுடுக்கி,କାର୍ସିଆକ୍ ପେସମେକର୍ |
கார்டோஸ்கோப்,କୃତଜ୍ଞତା
கார்னிவோரா,କାର୍ନିଭୋରା |
கார்னிவோர்,କାର୍ନିଭୋର
தாமதம்,କାର୍ନିଭୋରସ୍ |
தாமதம் விமானம்,କାର୍ନିଭୋରସ୍ ବିମାନ |
மாமிச நான்கு மடங்கு,କାର୍ନିଭୋରସ୍ ଚତୁର୍ଭୁଜ |
கரோட்டின்,କାରୋଟୋନେନ
கரோட்டினாய்டு,କାରୋଟିନୋଏଡ୍
கார்பல்,କାର୍ପାଲ |
கார்பல்,କାର୍ପେଲ
கார்பஸ்,କାର୍ପସ୍ |
கராஜீன்,କାର୍ଗେନ୍
கேரியர் பொறிமுறை,ବାହକ ଯାନ୍ତ୍ରିକତା |
தாங்கும் திறன்,କ୍ଷମତା ବହନ କରିବା |
குருத்தெலும்பு மீன்,କାର୍ଟିଲାଜେନସ୍ ମାଛ |
குருத்தெலும்பு,କାର୍ଟିଲାଗମସ୍
CARUNCLE,କ୍ଲିନବି
கார்டோகாமி,କ୍ୟାରିଗାମି |
காரியோபில்லேசி,କାର୍ୟାବିନ୍ଲେଣ୍ଟ୍ସ |
காரியோபில்லேசியஸ்,କାରୋଫିଲସ୍
காரியோப்சிஸ்,କାରୋପ୍ସିସ୍ |
கேசின்,କେନ୍
காஸ்பாரியன் துண்டு,କାସପର୍ିଆନ୍ ଷ୍ଟ୍ରିପ୍ |
காசியா,କ୍ୟାସିୟା
காசோவரி,କାଜରୋଗରୀ
ஆமணக்கு,କାଷ୍ଟର |
காசுவரினா,କାସୁରିନା |
காசுவரினா அல்னஸ்,କାସୁଆରିନା ଆଲସ୍ |
வினையூக்கம்,କାଟାବୋଲିଜିମ୍ |
வினையூக்கி,କାଟାଲାସ୍
அட்டவணை,କାଟାଲଗ୍ |
வினையூக்கம்,କାଟାଲିସିସ୍ |
வினையூக்கி,କାଟାଲାଇଷ୍ଟ |
வினையூக்க மாற்றி,କାଟାଲାଇଟିକ୍ କନଭର୍ଟର୍ |
கண்புரை,ମୋତିଆବିନ୍ଦୁ
பேரழிவு,ବିପର୍ଯ୍ୟୟ |
கேடகோலமைன்,କ୍ୟାଟେନେକ୍ଲାମାଇନ୍
கேடகோலோமின் ஹார்மோன்,Catecomine Hormon
கதை,କାଟୀଟିଅନ୍ସ |
கேஷன்,ଯୋଡ
கேட்கின்,କ୍ୟାଟେକିନ୍ |
கேட்லா,କ୍ୟାଲାଲା |
பூனையின் ஆணி (பிக்னோனியா-உங்குயிஸ் கேட்டி),ବିଲେଇର ନଖ (ଦ୍ୱନ୍ଦ୍ୱ-ଅନଗୁଏସ୍ କ୍ୟାଟି)
கால்நடை மேய்ச்சல்,ଗୋରୁ ଚରିବା |
கால்நடை பண்ணையில்,ଗୋରୁ ରାଞ୍ଚି |
கால்நடைகளின் ருமேன்,ଗୋରୁର ଶାସକ |
கால்நடைகளின் நடை,ଗୋରୁର ଶ style ଳୀ
காடால் முதுகெலும்பு,କାଉଡାଲ୍ ମେରୁବ୍ରା |
சாடெக்ஸ்,ପୁଶୂୟ
காரண முகவர்,କାରଣ ଏଜେଣ୍ଟ
செட்ரஸ் தியோடாரா (சிடார்),Cedrus delodara (cedar)
செலஸ்ட்ரேல்ஸ்,ସେଲାଷ୍ଟ୍ରାଲେସ୍
செல் உயிரியலாளர்,କକ୍ଷ ଜୋଲୋଗ୍ରାସିଷ୍ଟ |
செல் உயிரியல்,କକ୍ଷ ଜୀବ ବିଜ୍ଞାନ |
செல் சுழற்சி,ସେଲ୍ ଚକ୍ର
செல் விரிவாக்கம்,ସେଲ୍ ବିସ୍ତାର କରନ୍ତୁ |
செல் உறை,କକ୍ଷ ଲିଭୋପା |
செல் பின்னம்,ସେଲ ଭଗ୍ନାଂଶ
செல் ஒத்திசைவு,ସେଲ୍ ହୋମୋଜେନେଟ୍ |
செல் மத்தியஸ்த நோய் எதிர்ப்பு சக்தி,ସେଲ୍ ମଧ୍ୟସ୍ଥି ପ୍ରତିରକ୍ଷା |
செல் சவ்வு,ହେଲ୍ ମେମ୍ବ୍ରେନ୍ |
செல் பெருக்கம்,କକ୍ଷ ପ୍ରବନ୍ଧ
செல் அமைப்பு,କକ୍ଷ ଗଠନ
செல் கோட்பாடு,ସେଲ୍ ସିଦ୍ଧାନ୍ତ |
சிறைசாலை சுவர்,କକ୍ଷ କାନ୍ଥ
செலோபேன் சவ்வு,ସେଲୋଫାସ୍ ମେମ୍ବ୍ରେନ୍ |
செல்லுலே,ସଲୁଲା |
செல்லுலார் பாதுகாப்பு,ସେଲ୍ୟୁଲାର୍ ପ୍ରତିରକ୍ଷା |
செல்லுலார் ஆற்றல் பரிமாற்ற அமைப்பு,ସେଲୁଲାର୍ ଶକ୍ତି ସ୍ଥାନାନ୍ତର- ସିଷ୍ଟମ |
செல்லுலார் என்சைம்,ସେଲୁଲାର୍ ଏନଜାଇମ୍ |
செல்லுலார் நிலை,ସେଲୁଲାର୍ ସ୍ତର |
செல்லுலார் ஆக்சிஜனேற்றம்,ସେଲ୍ୟୁଲାର ଅକ୍ସିଡେସନ୍ |
செல்லுலார் பூல்,ସେଲୁଲାର୍ ପୁଲ୍ |
செல்லுலோஸ்,ସେଲୁଲୋଜ୍ |
செல்லுலோஸ் மைக்ரோஃபைப்ரில்,ସେଲୁଲୋଜ୍ ମାଇକ୍ରୋଫିବ୍ରିଲ୍ |
எரிமலம்,ସିମ୍ପମ୍
செஞ்ச்ரஸ்,ସେଞ୍ଚ୍ରସ୍
செனோசோயிக் சகாப்தம்,ସେନୋଜିକ୍ ଯୁଗ |
மக்கள் தொகை கணக்கெடுப்பு,ଜନଗଣନା
மக்கள் தொகை கணக்கெடுப்பு,ଜନଗଣନା
சென்டிமோர்கன்,ସେଣ୍ଟିମଗାନ୍ଗାନ୍ |
சென்டிபெடா ஆர்பிகுலரிஸ்,ସେଣ୍ଟିପେଡା ଅର୍ବିପିଓଲାରାଇଣ୍ଡସ୍ |
மைய அச்சு,କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ
மைய செல்,କେନ୍ଦ୍ରୀୟ ସେଲ୍ |
மைய கோர்,କେନ୍ଦ୍ରୀୟ କୋର |
மத்திய பிடிப்பு,କେନ୍ଦ୍ରୀୟ ଡଗମା |
மத்திய மருந்து ஆராய்ச்சி நிறுவனம்,ସେଣ୍ଟ୍ରାଲ୍ ଡ୍ରଗ୍ ଗବେଷଣା ପ୍ରତିଷ୍ଠାନ |
மைய புலம்,କେନ୍ଦ୍ରୀୟ କ୍ଷେତ୍ର |
மத்திய லாக்டீல்,ସେଣ୍ଟ୍ରାଲ୍ ଲାକଟେର |
மத்திய நரம்பு அமைப்பு,କେନ୍ଦ୍ରୀୟ ସ୍ନାୟୁ ପ୍ରଣାଳୀ |
மத்திய சல்கஸ்,କେନ୍ଦ୍ରୀୟ ସଲ୍କସ୍ |
மையவிலக்கு,ଶତକଡ଼ା
சென்ட்ரியோல்,ସେଣ୍ଟ୍ରିଓନ୍ |
சென்ட்ரோமியர்,ସେଣ୍ଟ୍ରମେରେ |
சென்ட்ரோசோம்,ସେଣ୍ଟ୍ରୋକ୍
சென்ட்ரோஸ்பியர்,ସେଣ୍ଟ୍ରୋସପେରେ
செபாலோகோர்டேட்,ସେଫାହୋକର୍ଡେଟ୍
செபாலோகோர்டேட்ஸ்,ସେଫାହୋକର୍ଡେଟ୍ |
செபலோஸ்போரின்,ସେଫିଫୋଲୋରିନ୍ |
செபலோதோராக்ஸ்,ସେଫାହାଲୋହୋରାକ୍ସ |
செரடோபில்லேசி,ସେରାଟଫାଇଲେଫୋନ୍
தானிய தானியங்கள்,ଶସ୍ୟ ଶସ୍ୟ |
செரிபெல்லர் பென்குல்,ସେରବେଲବ୍ଲକାରୀ ପେଡୁଙ୍କଲ୍ |
செரிபெல்லம்,SeerBebelum
பெருமூளை நீர்வாழ்,ମୁଦ୍ରା ସଂକୀର୍ଣ୍ଣ
பெருமூளை புறணி,ମସ୍ତିଷ୍କ କର୍ଟେକ୍ସ |
பெருமூளை அரைக்கோளம்,ମସ୍ତିଷ୍କ ଗୋଲାର୍ଦ୍ଧ
பெருமூளை வென்ட்ரிக்கிள்,ମସ୍ତିଷ୍କ ଭେଣ୍ଟ୍ରିକଲ୍ |
பெருமூளை திரவம் (சி.எஸ்.எஃப்),ସେରେବ୍ରୋସ୍ପିନାଲ ଫ୍ଲୁଇଡ୍ (CSF)
பெருமூளை,ସେରିବ୍ରମ୍
சான்றளிக்கப்பட்ட விதை,ସାର୍ଟିଫାଏଡ୍ ବିହନ |
செருமெனஸ் சுரப்பி,Cermouss Ginland |
கர்ப்பப்பை,ଗର୍ଭାଶୟ
கர்ப்பப்பை வாய் தொப்பி,ଗର୍ଭାଶୟ କ୍ୟାପ୍ |
கர்ப்பப்பை வாய் முதுகெலும்பு,ଗର୍ଭାଶୟ ମେରୁବ୍ରା |
கருப்பை வாய்,ଗର୍ଭାଶୟ
சீசியம் குளோரைடு,ସେସିୟମ୍ କ୍ଲୋରାଇଡ୍ |
செஸ்பூல்,Cesspool |
செட்டேசியன்கள்,ସେଟସେସ୍
சைட்டோப்டெரஸ்,ଚାଇଟୋପ୍ଟର
சலாசா,ଚେଲାଜା |
சலாசா,ଚେଲାଜା |
சலாசல் முடிவு,ଚାଲାଜାଲ୍ ଶେଷ
பாதினா,ଚାଲିନା
பச்சோந்தி (சாமேலியன்),ଚାମଲେନ୍ (ଚାଷେଲେଓନ୍)
சான்கிராய்டு,ଚାନ୍କ୍ରଏଡ୍
சேனல்,ଚ୍ୟାନେଲ୍ |
சேனல்,ଚ୍ୟାନେଲ୍ |
சேப்பரோன்,ଚାପେରନ୍ |
சாரா,ଚାରା
சிறப்பியல்பு தாவரங்கள்,ଚରିତ୍ରଗତ ଉଦ୍ଭିଦ |
கரி,ଅଙ୍ଗାର
சார்ஜாப்பின் விதி,ଚାର୍ଗାଫ୍ ର ନିୟମ |
கட்டணம் இணைந்த சாதனம் (சிசிடி),ଚାର୍ଜ ହୋଇଥିବା ଉପକରଣ (CCD)
சார்ஜிங்,ଚାର୍ଜ କରିବା
சாஸ்மோகாமஸ்,ଚୋସ୍ ଗଜାଗମସ୍ |
சாதமலஸ்,ଚାଥାମାଲସ୍ |
செலோன்,ଚେଲୋନିଅ |
வேதியியல் பகுப்பாய்வி,ରାସାୟନିକ ଆନାଲିଜର୍ |
வேதியியல் பிணைப்பு,ରାସାୟନିକ ବଣ୍ଡ |
வேதியியல் முறிவு,ରାସାୟନିକ ଭାଙ୍ଗିବା
வேதியியல் சிக்கலானது,ରାସାୟନିକ ଜଟିଳତା |
வேதியியல் சூழல்,ରାସାୟନିକ ପରିବେଶ |
