Bengali,Odiya
অভিসারী ক্রম,ସମ୍ମିଳିତ କ୍ରମ |
অভিসারী সিরিজ,ସମ୍ମିଳିତ କ୍ରମ |
"বিপরীত, বিপরীত","ବିପରୀତ, ବିପରୀତ"
"বিপরীতভাবে, Vytyasane","ଅପରପକ୍ଷେ, Vytyasane"
রূপান্তর ভগ্নাংশ,ରୂପାନ୍ତର ଭଗ୍ନାଂଶ |
রূপান্তর টেবিল,ରୂପାନ୍ତର ସାରଣୀ |
দূরে মুখোমুখি,ଦୂରକୁ ମୁହାଁଇଲେ |
মুখোমুখি শরীর,ଶରୀର ଆଡକୁ |
বিপরীত সংমিশ্রণ,ବିପରୀତ ମିଶ୍ରଣ |
মুখোমুখি আবরণ,ମୁହାଁ କଭର |
বিচ্যুত ফাংশন,ବିଭ୍ରାନ୍ତିକର କାର୍ଯ୍ୟ |
রৈখিক জমে সম্মুখীন,ର ar ଖ୍ୟ ସଂଗ୍ରହର ସମ୍ମୁଖୀନ |
রৈখিক প্রোগ্রামিং সম্মুখীন,ର line ଖ୍ୟ ପ୍ରୋଗ୍ରାମିଂର ସମ୍ମୁଖୀନ |
দূরত্ব জনসংখ্যা সম্মুখীন,ଦୂରତା ଜନସଂଖ୍ୟା
পলিহেড্রনের মুখোমুখি,ପଲିହେଡ୍ରନ୍ ସମ୍ମୁଖୀନ |
প্রোগ্রামিং সম্মুখীন,ଅଗ୍ରଗାମୀ ପ୍ରୋଗ୍ରାମିଂ |
মুখোমুখি অঞ্চল,ମୁହାଁମୁହିଁ ଅଞ୍ଚଳ |
মুখোমুখি সেট,ମୁହାଁ ସେଟ୍ |
পরিচলন,ସଂକଳନ
অভিন্নতা অবিচ্ছেদ্য,ସମ୍ମିଶ୍ରଣ ଅବିଚ୍ଛେଦ୍ୟ |
কম্প্রেশন উপপাদ্য,ସଙ୍କୋଚନ ଥିଓରେମ୍ |
"সমন্বয়, সমন্বয়, সমন্বিত","ସଂଯୋଜନା, ସଂଯୋଜନା, କୋଭାରିଆନ୍ସ |"
পরিচালক অক্ষ,ନିର୍ଦ୍ଦେଶକ ଅକ୍ଷ
স্থানাঙ্ক জ্যামিতি,ଜ୍ୟାମିତିକୁ ସଂଯୋଜନା କରନ୍ତୁ |
সমতল তুল্য,ସମତଳ ବିମାନ
স্থানাঙ্ক,ସଂଯୋଜନା
"সমন্বয় ব্যবস্থা, নির্দেশ ব্যবস্থা","ସଂଯୋଜନା ପ୍ରଣାଳୀ, ନିର୍ଦ୍ଦେଶ ପ୍ରଣାଳୀ |"
copernicus- শরীর,କପର୍ନିକସ୍-ଶରୀର |
প্ল্যানার,ପ୍ଲାନାର୍ |
সমতলীয় বল,କପ୍ଲାନାର୍ ଫୋର୍ସ |
সমতলতা,ସମତଳତା |
মৌলিক সংখ্যা,ମୌଳିକ ସଂଖ୍ୟା
"সংশোধন গুণক, সংশোধন গুণক","ସଂଶୋଧନ ଗୁଣକର୍ତ୍ତା, ସଂଶୋଧନ ଗୁଣକର୍ତ୍ତା |"
সঠিক সমাধান,ସଠିକ୍ ସମାଧାନ |
সহ- সম্পর্ক,ସହ-ସମ୍ପର୍କ
পারস্পরিক সম্পর্ক সহগ,ସଂଶୋଧନ ଗୁଣବତ୍ତା
পারস্পরিক সম্পর্ক চিত্র,ସମ୍ପର୍କ ଚିତ୍ର
পারস্পরিক সম্পর্ক ফাংশন,ସମ୍ପର୍କ କାର୍ଯ୍ୟ
"কোরিলেশন ম্যাট্রিক্স, কোরিলেশন ম্যাট্রিক্স","ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ, ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ |"
পারস্পরিক সম্পর্ক অনুপাত,ସମ୍ପର୍କ ଅନୁପାତ |
পারস্পরিক সম্পর্ক চিত্র,ସମ୍ପର୍କ ଚିତ୍ର
পারস্পরিক সম্পর্ক-ছবি বিশ্লেষণ,ସମ୍ପର୍କ-ଚିତ୍ର ବିଶ୍ଳେଷଣ |
"correspond, correspond","to correspond, to correspond"
সমিতির নিয়ম,ସଙ୍ଗଠନର ନିୟମ |
সংশ্লিষ্ট কোণ,ଅନୁରୂପ କୋଣ |
সামঞ্জস্যপূর্ণ দিক,ସୁସଙ୍ଗତ ପାର୍ଶ୍ୱ |
সেট,ସେଟ୍ କରନ୍ତୁ |
"cosine, cotizya","କୋସାଇନ୍, କୋଟିଜିଆ"
cosines নিয়ম,କୋସାଇନ୍ ନିୟମ |
খরচ বিশ্লেষণ,ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
খরচ সর্বোচ্চকরণ,ମୂଲ୍ୟ ସର୍ବାଧିକ
গণনাযোগ্যতা স্বতঃসিদ্ধ,ଗଣନା ଯୋଗ୍ୟତା
গণনার যোগ্য,ଗଣନାଯୋଗ୍ୟ
গণনাযোগ্য সংযোজন,ଗଣନା ଯୋଗ୍ୟ ଯୋଗୀ |
গণনাযোগ্য ভিত্তি,ଗଣନାଯୋଗ୍ୟ ଆଧାର |
গণনাযোগ্য ভিত্তি,ଗଣନାଯୋଗ୍ୟ ଆଧାର |
গণনাযোগ্য সেট,ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |
গণনাযোগ্যভাবে অসীম,ଅସଂଖ୍ୟ |
"ক্যালকুলেটর, প্যানেল, কাউন্টার","କାଲକୁଲେଟର, ପ୍ୟାନେଲ୍, କାଉଣ୍ଟର |"
ঘড়ির কাঁটার বিপরীতে অপচয়,ଘଣ୍ଟା ବୁଲାଇ ଅପଚୟ |
বিপরীত উদাহরণ,କାଉଣ୍ଟର ନମୁନା |
সহবাস,କୋଭାରିଆନ୍ସ |
সহবাসের নিয়ম,କୋଭାରିଆନ୍ସ ନିୟମ |
সহভেদাংক ম্যাট্রিক্স,କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ |
সহবাস পদ্ধতি,କୋଭାରିଆନ୍ସ ପଦ୍ଧତି |
সহবাস পদ্ধতি,କୋଭାରିଆନ୍ସ ପଦ୍ଧତି |
ক্রেমারের আইন,କ୍ରାମରଙ୍କ ନିୟମ |
ক্রেমার-রাও অসমতা,କ୍ରାମର-ରାଓ ଅସମାନତା |
উদ্দেশ্য ফাংশন,ଅବଜେକ୍ଟିଭ୍ ଫଙ୍କସନ୍
সংকটপূর্ণ কোণ,ଜଟିଳ କୋଣ
সমালোচনামূলক পয়েন্ট,ଜଟିଳ ବିନ୍ଦୁ |
ফাংশনের গুরুত্বপূর্ণ পয়েন্ট,କାର୍ଯ୍ୟର ଜଟିଳ ବିନ୍ଦୁ |
সমালোচনামূলক মান,ଜଟିଳ ମୂଲ୍ୟ
সমালোচনামূলক বেগ,ଜଟିଳ ବେଗ
বিপরীত পারস্পরিক সম্পর্ক ফাংশন,ଓଲଟା ସମ୍ପର୍କ କାର୍ଯ୍ୟ |
"ভেক্টর-পণ্য, ভেক্টর-পণ্য","ଭେକ୍ଟର-ଉତ୍ପାଦ, ଭେକ୍ଟର-ଉତ୍ପାଦ |"
বজ্রপাত অনুপাত,ବଜ୍ରପାତ ଅନୁପାତ |
প্রস্থচ্ছেদ,କ୍ରସ୍ ବିଭାଗ
ক্রিপ্টোগ্রাফি,କ୍ରିପ୍ଟୋଗ୍ରାଫି
"কিউব, কিউব","କ୍ୟୁବ୍, କ୍ୟୁବ୍"
ঘনক সংখ্যা,କ୍ୟୁବ୍ ନମ୍ବର |
ঘনমূল,କ୍ୟୁବ୍ ମୂଳ |
"ঘন, ঘন, ঘন, চতুর্ভুজ, ত্রিকোণ, ঘন","କ୍ୟୁବ୍, ଘନ, ଘନ, ଚତୁର୍ଥାଂଶ, ଟ୍ରାଇଗୋନାଲ୍, ଘନ |"
"কিউব, কিউব, কিউবিক","କ୍ୟୁବ୍, କ୍ୟୁବ୍, ଘନ |"
দ্বিঘাত সমীকরণ,ଚତୁର୍ଭୁଜ ସମୀକରଣ |
ঘন ইঞ্চি,ଘନ ଇଞ୍ଚ |
ঘন মিটার,ଘନ ମିଟର
চতুর্মুখী প্যারাবোলা,ଚତୁର୍ଭୁଜ ପାରାବୋଲା |
ঘনমূল,କ୍ୟୁବ୍ ମୂଳ |
ট্রিপল টার্ম,ତ୍ରିଗୁଣ ଅବଧି
অর্থোগোনাল সমান্তরাল,orthogonal ସମାନ୍ତରାଳ |
"ক্রমবর্ধমান সংকলিত,",ସଂକଳିତ ସଂକଳିତ
ক্রমবর্ধমান বক্ররেখা,ସଂକଳନ ବକ୍ର
ক্রমবর্ধমান বিতরণ ফাংশন,ସଂକଳନ ବଣ୍ଟନ କାର୍ଯ୍ୟ
ক্রমোযোজিত গনসংখ্যা,ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି |
ক্রমবর্ধমান ফ্রিকোয়েন্সি ফাংশন,ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଫଙ୍କସନ୍
ক্রমবর্ধমান ফ্রিকোয়েন্সি গ্রাফ ক্রমবর্ধমান ফ্রিকোয়েন্সি গ্রাফ,ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ କ୍ୟୁମୁଲେଟିଭ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ |
ক্রমবর্ধমান সম্ভাব্যতা ফাংশন,ସଂକଳନ ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ
"কার্ল, কুন্তল","କର୍ଲ, କ୍ୱିଣ୍ଟାଲ୍ |"
দ্বি-সমান্তরাল বক্ররেখা,ଦ୍ୱିପାକ୍ଷିକ ବକ୍ର
ভেক্টর কার্ল,ଭେକ୍ଟର୍ କର୍ଲ୍ |
"নম, খিলান","ଧନୁ ବନ୍ଧନୀ, ଆର୍"
প্রবাহ,stream ରଣା
চলন্ত বিন্দু,ଚଳନ ବିନ୍ଦୁ |
বক্রতা,ବକ୍ରତା
বক্রতা প্রভাব,ବକ୍ର ପ୍ରଭାବ
বক্ররেখা,ବକ୍ର
বক্র রেখা,ବକ୍ର ରେଖା
বক্ররেখা ট্রেসিং,ବକ୍ର ଅନୁସନ୍ଧାନ
কার্ভিলিনিয়ার অ্যাসিম্পটোট,curvilinear asymptote |
বক্ররেখা স্থানাঙ্ক,curvilinear coordinates
বক্ররেখার রিগ্রেশন,କର୍ଭିଲାଇନ୍ ରିଗ୍ରେସନ୍ |
"amphibious, cusp","ଅସ୍ପଷ୍ଟ, କସପ |"
"চাকা, ঘূর্ণন, চক্র, ঢালাই চাকা, কম্প্যাকশন চাকা","ଚକ, ଘୂର୍ଣ୍ଣନ, ଚକ୍ର, କାଷ୍ଟିଂ ଚକ, ସଙ୍କୋଚନ ଚକ |"
চক্রীয় প্রকরণ,ଚକ୍ରବର୍ତ୍ତୀ ଭିନ୍ନତା |
চক্রীয় ভেক্টর পণ্য,ସାଇକ୍ଲିକ୍ ଭେକ୍ଟର ଉତ୍ପାଦ |
চক্রাকার চাহিদা,ଚକ୍ରବର୍ତ୍ତୀ ଚାହିଦା |
চক্রীয় অভিব্যক্তি,ଚକ୍ରବର୍ତ୍ତୀ ଅଭିବ୍ୟକ୍ତି |
চক্রীয় গ্রুপ,ଚକ୍ରବର୍ତ୍ତୀ ଗୋଷ୍ଠୀ |
চক্রীয় স্থানচ্যুতি,ଚକ୍ରବ୍ୟୁହ
"cycloid, cycloid","ସାଇକ୍ଲୋଏଡ୍, ସାଇକ୍ଲୋଏଡ୍ |"
"সিলিন্ডার, সিলিন্ডার","ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡର"
"নলাকার, সিলিন্ডার, নলাকার, সিলিন্ডার","ସିଲିଣ୍ଡ୍ରିକ୍, ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡ୍ରିକ୍, ସିଲିଣ୍ଡର |"
সিলিন্ডার পাতা,ସିଲିଣ୍ଡର ପୃଷ୍ଠା |
"শূন্য, সাইফার","ଶୂନ, ସାଇଫର୍"
ডিলবার্টের মতবাদ,ଦିଲବର୍ଟଙ୍କ ଉପଦେଶ |
স্যাঁতসেঁতে সরল সুরেলা গতি,ସରଳ ହରମୋନିକ୍ ଗତି
স্যাঁতসেঁতে ধ্রুবক,ଡମ୍ପିଂ ସ୍ଥିର |
"দত্ত, উপত্ত, তথ্য, বিশ্বাস","ଦତ୍ତ, ଉପାଟା, ତଥ୍ୟ, ବିଶ୍ୱାସ |"
দত্ত উদ্যোগ,ଦତ୍ତ କାର୍ଯ୍ୟ
ট্রাস্ট রিসোর্স সিস্টেম,ବିଶ୍ୱାସ ଉତ୍ସ ପ୍ରଣାଳୀ
ডাটা প্রসেসর,ଡାଟା ସଞ୍ଚାଳକ
তথ্য তালিকা,ତଥ୍ୟ ଫର୍ଦ୍ଦ
দশভুজ,ଡିକାଗନ୍ |
ডেকাগ্রাম,ଡେକାଗ୍ରାମ୍ |
ডেকামিটার,ଡ଼େସିମିଟର |
ক্ষয় সূচক,କ୍ଷୟ ସୂଚକାଙ୍କ |
ক্ষয় বক্ররেখা,କ୍ଷୟ ବକ୍ର
মার্জিত ফাংশন,ସୁନ୍ଦର କାର୍ଯ୍ୟ
দেশিগ্রাম,desigram
দশমিক,ଦଶମିକ
"দশমিক, দশমিক","ଦଶମିକ, ଦଶମିକ"
দশমিক কোড,ଦଶମିକ କୋଡ୍
দশমিক কোডেড সংখ্যা,ଦଶମିକ କୋଡେଡ୍ ଅଙ୍କ |
দশমিক সম্প্রসারণ,ଦଶମିକ ବିସ୍ତାର
দশমিক ভগ্নাংশ,ଦଶମିକ ଭଗ୍ନାଂଶ
দশমিক স্বরলিপি সিস্টেম,ଦଶମିକ ନୋଟେସନ୍ ସିଷ୍ଟମ୍ |
দশমিক স্বরলিপি সিস্টেম,ଦଶମିକ ନୋଟେସନ୍ ସିଷ୍ଟମ୍ |
দশমিক বিন্দু,ଦଶମିକ ବିନ୍ଦୁ |
দশমিক স্কেল,ଦଶମିକ ସ୍କେଲ
দশমিক সিস্টেম,ଦଶମିକ ସିଷ୍ଟମ୍ |
ডেসিমিটার,ଡ଼ିସିମିଟର |
এনকোডিং,ଏନକୋଡିଂ
সিদ্ধান্ত মডেল,ନିଷ୍ପତ୍ତି ମଡେଲ୍
সিদ্ধান্ত তত্ত্ব,ନିଷ୍ପତ୍ତି ସିଦ୍ଧାନ୍ତ |
সিদ্ধান্ত পরিবর্তনশীল,ନିଷ୍ପତ୍ତି ଭେରିଏବଲ୍ |
"ডিকোডার, ডিকোডার","ଡିକୋଡର୍, ଡିକୋଡର୍ |"
"এনকোডিং, ডিকোডিং","ଏନକୋଡିଂ, ଡିକୋଡିଂ |"
বিভাজ্য সেট,ପୃଥକ ସେଟ୍ |
হ্রাস,ହ୍ରାସ ପାଉଛି
হ্রাস ফাংশন,ହ୍ରାସ କାର୍ଯ୍ୟ
ডেডেকাইন্ড-কাট,ଡେଡେକିଣ୍ଡ-କଟ୍ |
ডেডেকাইন্ড-উপাত্ত,ଡେଡେକିଣ୍ଡ-ଥିଓରେମ୍ |
নিগমবদ্ধ,ଅନ୍ତର୍ଭୂକ୍ତ କରିବାକୁ
কর্পোরেট অনুশীলন,କର୍ପୋରେଟ୍ ଅଭ୍ୟାସ |
অন্যায়,ଭୁଲ
সংজ্ঞাগত সমীকরণ,ସଂଜ୍ଞା ସମୀକରଣ |
নির্দিষ্ট অবিচ্ছেদ্য,ନିର୍ଦ୍ଦିଷ୍ଟ ଅବିଚ୍ଛେଦ୍ୟ |
স্থির ম্যাট্রিক্স,ସ୍ଥିର ମ୍ୟାଟ୍ରିକ୍ସ |
"সংজ্ঞা, স্পষ্টতা, নিশ্চিততা","ସଂଜ୍ଞା, ସ୍ୱଚ୍ଛତା, ନିଶ୍ଚିତତା |"
বিকৃতি বক্ররেখা,ବିକୃତି ବକ୍ର
বিকৃত পৃষ্ঠা,ବିକୃତ ପୃଷ୍ଠା |
"debauchery, debauchery","ଖରାପ, ଅବମାନନା |"
পরিবহন সমস্যায় অসম্পূর্ণতা,ପରିବହନ ସମସ୍ୟାରେ ଅସ୍ପଷ୍ଟତା |
"ডিগ্রি, ডিগ্রি, শক্তি, ডিগ্রি, পরিমাণ, মাত্রা, ডিগ্রি","ଡିଗ୍ରୀ, ଡିଗ୍ରୀ, ଶକ୍ତି, ଡିଗ୍ରୀ, ପରିମାଣ, ପରିମାଣ, ଡିଗ୍ରୀ |"
ডিফারেনশিয়াল সমীকরণের শক্তি,ଭିନ୍ନକ୍ଷମ ସମୀକରଣର ଶକ୍ତି |
"স্বাধীনতার মাত্রা, স্বাধীনতার মাত্রা","ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ, ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ |"
বহুপদী শক্তি,ବହୁଜନର ଶକ୍ତି |
বহিষ্কৃত দল,ବହିଷ୍କୃତ
ডেল্টা ফাংশন,ଡେଲଟା ଫଙ୍କସନ୍
চাহিদা এবং ইউটিলিটি বক্ররেখা,ଚାହିଦା ଏବଂ ଉପଯୋଗିତା ବକ୍ର
চাহিদা সমীকরণ,ଚାହିଦା ସମୀକରଣ |
চাহিদা ফাংশন,ଚାହିଦା କାର୍ଯ୍ୟ
ডেমোগ্রাফিক স্টাডিজ,ଜନସଂଖ୍ୟା ଅଧ୍ୟୟନ |
জনসংখ্যা,ଜନସଂଖ୍ୟା
দ্যা-মাওয়ার উপপাদ্য,ମାଉର୍ ଥିଓରେମ୍ |
"প্রদর্শন করা, সাক্ষ্য দেওয়া, প্রদর্শন করা","ପ୍ରଦର୍ଶନ କରିବାକୁ, ସାକ୍ଷ୍ୟ ଦେବାକୁ, ପ୍ରଦର୍ଶନ କରିବାକୁ |"
"উপস্থাপনা, প্রমাণ, প্রদর্শন, প্রদর্শন","ପ୍ରତିନିଧିତ୍ୱ, ପ୍ରମାଣ, ପ୍ରଦର୍ଶନ, ପ୍ରଦର୍ଶନ"
প্রতিনিধিত্বমূলক জ্যামিতি,ଉପସ୍ଥାପନା ଜ୍ୟାମିତି |
প্রতি,ପ୍ରତ୍ୟେକ
ঘন সমষ্টি,ଘନ ଏଗ୍ରିଗେଟ୍ |
"ঘনত্ব, ঘনত্ব","ଘନତା, ଘନତା"
গণনাযোগ্য সেট,ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |
ঊর্ধ্বমুখী ধ্রুবক,ଉପର ସ୍ଥିର
নির্ভরশীল ঘটনা,ନିର୍ଭରଶୀଳ ଘଟଣା |
নির্ভরশীল র্যান্ডম পরিবর্তনশীল,ନିର୍ଭରଶୀଳ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
নির্ভরশীল পরিবর্তনশীল,ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |
নির্ভরশীল পরিবর্তনশীল,ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |
বিষণ্নতা কোণ,ଉଦାସୀନତାର କୋଣ
"derivation, derivative, differentiation","derivation, derivative, ଭିନ୍ନତା |"
"derivative, derivative","derivative, derivative"
প্রাপ্ত পরিসীমা,ପ୍ରାପ୍ତ ପରିସର
প্রাপ্ত সেট,ନିର୍ମିତ ସେଟ୍ |
"descending, descending","ଅବତରଣ, ଅବତରଣ"
অবরোহী ক্রম,ଅବତରଣ କ୍ରମ |
অবরোহী পরিসীমা,ଅବତରଣ ପରିସର
প্রজেক্টিভ জ্যামিতি,ପ୍ରୋଜେକ୍ଟିଭ୍ ଜ୍ୟାମିତି |
বর্ণনামূলক মডেল,ବର୍ଣ୍ଣନାକାରୀ ମଡେଲ୍ |
বর্ণনামূলক পরিসংখ্যান,ବର୍ଣ୍ଣନାକାରୀ ପରିସଂଖ୍ୟାନ |
"ডিজাইন করা, ডিজাইন করা, ডিজাইন করা (ed.), ডিজাইন করা, ডিজাইন করা (n.)","ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (ଏଡି।), ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (n।)"
পরীক্ষার নকশা,ପରୀକ୍ଷଣର ଡିଜାଇନ୍ |
ডেস্ক ক্যালকুলেটর,ଡେସ୍କ କାଲକୁଲେଟର
"সনাক্তকরণ, সনাক্তকরণ","ପରିଚୟ, ଚିହ୍ନଟ"
"নির্ধারক, নির্ধারক, নির্ধারক","ନିର୍ଣ୍ଣୟକାରୀ, ନିର୍ଣ୍ଣୟକାରୀ, ନିର୍ଣ୍ଣୟକାରୀ;"
নির্ধারক আদেশ,ନିର୍ଣ୍ଣୟ କ୍ରମ |
নির্ধারণ,ନିର୍ଣ୍ଣୟ କରିବାକୁ
নির্ধারক মডেল,ସ୍ଥିରିକୃତ ମଡେଲ୍ |
নির্ধারক সমস্যা,ସ୍ଥିରିକୃତ ସମସ୍ୟା |
বিচ্যুতি,ବ୍ୟତିକ୍ରମ
বিচ্যুতি সহগ,ବିଘ୍ନ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |
বাইনারি সিস্টেম,ବାଇନାରୀ ସିଷ୍ଟମ୍ |
"তির্যক কর্ণ,",ଡାଇଗୋନାଲ୍ ହାଇପୋଟେନ୍ୟୁଜ୍
ম্যাট্রিক্স তির্যককরণ,ମ୍ୟାଟ୍ରିକ୍ସ ଡାଇଗୋନାଲାଇଜେସନ୍ |
"ডায়াগোনাল ম্যাট্রিক্স, ডায়াগোনাল ম্যাট্রিক্স","ଡାଇଗୋନାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ, ଡାଇଗୋନାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |"
তির্যক সমতা,ତ୍ରିକୋଣୀୟ ସମାନତା |
চিত্র,ଚିତ୍ର
অঙ্কন পদ্ধতি,ଚିତ୍ରାଙ୍କନ ପଦ୍ଧତି |
গ্রাফিকাল উপস্থাপনা,ଆଲେଖୀକ ଉପସ୍ଥାପନା
ব্যাস,ବ୍ୟାସ
ব্যাস সেট করুন,ବ୍ୟାସ ସେଟ୍ କରନ୍ତୁ |
diametrically বিপরীত,ହୀରା ବିପରୀତ |
"ক্রসফায়ার, পাশা নিক্ষেপ","କ୍ରସ୍ ଫାୟାର୍, ଫିସ୍ ପକାନ୍ତୁ |"
উভচর শ্রেণিবিন্যাস,ଆମ୍ଫିବିଆସ୍ ବର୍ଗୀକରଣ |
"বিভাজন, অর্ধেক","ବିଭାଜନ, ଅଧା |"
অভিধান,ଅଭିଧାନ
অন্তরীকরণ ক্যালকুলাস,ଭିନ୍ନକ୍ଷମ ଗଣନା
আঙ্গক,ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |
ডিফারেনশিয়াল সূত্র,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
পার্থক্য পদ্ধতি,ଭିନ୍ନକ୍ଷମ ପଦ୍ଧତି |
সেটের পার্থক্য,ସେଟ୍ ର ପାର୍ଥକ୍ୟ |
পার্থক্যযোগ্য,ଭିନ୍ନକ୍ଷମ |
ডিফারেনশিয়াল বক্ররেখা,ଭିନ୍ନକ୍ଷମ ବକ୍ର
ডিফারেনশিয়াল ফাংশন,ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ
"ডিফারেনশিয়াল, ডিফারেনশিয়াল, ডিফারেনশিয়াল, ইন্টারট্রায়াল, ইন্টারএজেন্সি, ডিফারেনশিয়াল","ଭିନ୍ନକ୍ଷମ, ଭିନ୍ନକ୍ଷମ, ଭିନ୍ନକ୍ଷମ, ପାରସ୍ପରିକ, ଆନ୍ତରିକତା, ଭିନ୍ନକ୍ଷମ |"
ডিফারেনশিয়াল ম্যাথ,ଭିନ୍ନ ଭିନ୍ନ ଗଣିତ |
ডিফারেনশিয়াল সহগ,ଭିନ୍ନକ୍ଷମ ଗୁଣବତ୍ତା |
আঙ্গক,ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |
ডিফারেনশিয়াল সংঘর্ষ,ଭିନ୍ନ ଭିନ୍ନ ଧକ୍କା |
ডিফারেনশিয়াল সূত্র,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
ডিফারেনশিয়াল ফাংশন,ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ
ডিফারেনশিয়াল জ্যামিতি,ଭିନ୍ନକ୍ଷମ ଜ୍ୟାମିତି |
উচ্চ ক্রম পার্থক্য,ଉଚ୍ଚ କ୍ରମ ଭିନ୍ନକ୍ଷମ |
ডিফারেনশিয়াল সেগমেন্ট,ଭିନ୍ନକ୍ଷମ ବିଭାଗ
পার্থক্য করা,ଭିନ୍ନ କର |
"পার্থক্য, পার্থক্য","ଭିନ୍ନତା, ଭିନ୍ନତା |"
ডিফারেনশিয়াল সূত্র,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
ভেক্টরের পার্থক্য,ଭେକ୍ଟରର ଭିନ୍ନତା |
"diffusion, diffusion","ବିସ୍ତାର, ବିସ୍ତାର"
"numeral, diadem, finger","ସଂଖ୍ୟା, ଡାଏଡମ୍, ଆଙ୍ଗୁଠି |"
ডিজিটাল কম্পিউটার,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
অঙ্কিকা দত্ত,ଅଙ୍କି ଦତ୍ତ |
"ব্যাপ্তি, প্রস্থ, মাত্রা, শক্তি","ପରିମାଣ, ମୋଟେଇ, ପରିମାପ, ଶକ୍ତି |"
মাত্রিকতা,ପରିମାପ
মাত্রাহীন,ପରିମାପହୀନ |
সমীকরণ মাত্রা,ସମୀକରଣ ପରିମାଣ
ডায়োফ্যান্টাসের সমীকরণ,ଡାୟୋଫାଣ୍ଟସ୍ ସମୀକରଣ |
পতনের কোণ,ପତନର କୋଣ
ডাইপোল স্থানাঙ্ক,ଡିପୋଲ୍ କୋର୍ଡିନେଟ୍ |
ডাইপোল,ଡିପୋଲ୍
বাইপিরামিড,ବିପିରାମିଡ୍ |
ডিরাক ডেল্টা ফাংশন,dirac delta function
সাধারণ স্পর্শক,ସାଧାରଣ ଟାଙ୍ଗେଣ୍ଟ୍ |
সমকোণ,ଡାହାଣ କୋଣ
সরাসরি লাইন,ସିଧାସଳଖ ରେଖା |
স্থান ডেরিভেটিভ,ସ୍ପେସ୍ ଡେରିଭେଟିଭ୍ |
"ডিকোসাইন, ডিকো-কোসাইন","ଡିକୋସିନ୍, ଡିକୋ-କୋସାଇନ୍ |"
সর্বোচ্চ দিক,ସର୍ବାଧିକ ଦିଗ
অভিক্ষেপ দিক,ପ୍ରୋଜେକସନ ଦିଗ
দিক অনুপাত,ଦିଗ ଅନୁପାତ |
নিয়ন্ত্রক চক্র,ନିୟାମକ ସର୍କଲ୍ |
নিয়ন্ত্রক বৃত্ত,ନିୟାମକ ସର୍କଲ୍ |
অনুলোমা পণ্য,ଅନୁଲୋମା ଉତ୍ପାଦ |
"সরাসরি প্রমাণ, সরাসরি প্রমাণ","ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ, ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ |"
অনুক্রমিক অনুপাত,କ୍ରମିକ ଅନୁପାତ |
নিয়তি,ଭାଗ୍ୟ
অনুলোমা যোগফল,ଅନୁଲୋମା ରାଶି |
বিচ্ছিন্ন সেট,ଅସନ୍ତୁଷ୍ଟ ସେଟ୍ |
"discontinuity, discontinuity, break","ବିଚ୍ଛିନ୍ନତା, ବନ୍ଦ, ବିରତି |"
ডেরিভেটিভের বিচ্ছিন্নতা,ଡେରିଭେଟିଭ୍ ର ବିଚ୍ଛିନ୍ନତା |
প্রথম ধরনের বিরতি,ପ୍ରଥମ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |
