Bengali,Assamese
অভ্যন্তরীণ ঘর্ষণ,আভ্যন্তৰীণ ঘৰ্ষণ
ইন্ট্রাজোনাল মাটি,ইন্ট্ৰাজ’নেল মাটি
অয়ন,আয়ন
আয়ন বিনিময়,আয়ন বিনিময়
লোহার প্যান,লোহাৰ কেৰাহী
সেচ সম্পন্ন ভূমি,জলসিঞ্চিত মাটি
সেচ,জলসিঞ্চন
সেচ সেস,জলসিঞ্চনৰ চেছ
জাম্ব,জাম্ব
জগল,জগল কৰক
জগল পিন,জগল পিন
জুল,জৌলে
জাম্পার,জাম্পাৰ
কিলোগ্রাম,কিলোগ্ৰাম
কিলোগ্রাম বল,কিলোগ্ৰাম বল
কিলোগ্রাম ফোর্স মিটার,কিলোগ্ৰাম বল মিটাৰ
কিলোওয়াট ঘন্টা,কিলোৱাট ঘন্টা
রাজা বন্ধ,ৰজা বন্ধ
রান্নাঘর,পাকঘৰ
জরিযুক্ত কলাম,লেচযুক্ত স্তম্ভ
ল্যাগিং,পিছ পৰি থকা
ল্যামেলা মূল,লেমেলা শিপা
লেমিনার প্রবাহ,লেমিনাৰ প্ৰবাহ
বাতির গর্ত,লেম্পৰ ফুটা
ভূ - বিস্তৃতি,ভূমি বৃদ্ধি
ল্যান্ড স্লাইডিং,ভূমি পিছলি যোৱা
ল্যাটেরাইট,লেটাৰাইট
ল্যাটেরাইট মাটি,লেটাৰাইট মাটি
বড় সংখ্যার আইন,বৃহৎ সংখ্যকৰ নিয়ম
বিন্যাস পরিকল্পনা,বিন্যাস পৰিকল্পনা
খাতা,লেজাৰ
চুন প্যান,চূণৰ কেৰাহী
লিন্টেল,লিণ্টেল
তরল সীমা,তৰল সীমা
লাইভ লোড,লাইভ লোড
দোআঁশ,লোম
স্থানীয় নিষ্কাশন বায়ুচলাচল,স্থানীয় এক্সজেষ্ট ভেণ্টিলেচন
লোকো ইয়ার্ড,লোকো চোতাল
লস,ল&#39;ছ
নিম্ন প্লাস্টিকের সীমা,প্লাষ্টিকৰ সীমা কম কৰা
কম তাপ সিমেন্ট,কম তাপত চিমেণ্ট
মেশিন ছাঁচনির্মাণ,মেচিন মল্ডিং
ম্যাক্রোস্ট্রাকচার,বৃহৎ গঠন
প্রধান প্রধান নিয়ন্ত্রক,মূল মূৰ নিয়ন্ত্ৰক
প্রধান বন্দর,মূল বন্দৰ
বায়ু আপ করা,মেকআপ এয়াৰ
মানসার্ড,মানচাৰ্ড
মার্শালিং ইয়ার্ড,মাৰ্শ্বেলিং গজ
রাজমিস্ত্রির কাজ,শিলৰ কাম
পরিপক্ক তাপমাত্রা,পৰিপক্ক উষ্ণতা
মধ্যবর্তী তলা মেঝে,মেজেনিন মজিয়া
যান্ত্রিক বিশ্লেষণ,যান্ত্ৰিক বিশ্লেষণ
যান্ত্রিক বায়ুচলাচল,যান্ত্ৰিক বায়ু চলাচল
মেট্রিক সিস্টেম,মেট্ৰিক ব্যৱস্থা
মাইক্রোস্ট্রাকচার,অণুগাঁথনি
মিলি সমতুল্য,মিলি সমতুল্য
মিলি প্রতি লিটার সমতুল্য,প্ৰতি লিটাৰত মিলি সমতুল্য
খনিজ,খনিজ পদাৰ্থ
খনিজ মাটি,খনিজ মাটি
ছোট বন্দর,সৰু বন্দৰ
Mitred বন্ধ,মাইট্ৰেড বন্ধ
মোবাইল সয়েল কলয়েড,চলন্ত মাটিৰ কলয়ড
আর্দ্রতা কন্টেন্ট,আৰ্দ্ৰতা
আর্দ্রতা গ্রেডিয়েন্ট,আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট
মনোলিথ,মনোলিথ
মনোরেল,মনোৰেল
জাতীয় হারবার কাউন্সিল,ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ
প্রাকৃতিক বিছানা,প্ৰাকৃতিক বিচনা
প্রাকৃতিক ফিনিস,প্ৰাকৃতিক ফিনিচিং
প্রাকৃতিক পোতাশ্রয়,প্ৰাকৃতিক বন্দৰ
প্রাকৃতিক বায়ুচলাচল,প্ৰাকৃতিক বায়ু চলাচল
নৌ বন্দর,নৌসেনাৰ বন্দৰ
নিউটন,নিউটন
অ অভিন্ন প্রবাহ,নন ইউনিফৰ্ম প্ৰবাহ
জলের হার দখল করে,পানীৰ হাৰ দখল কৰে
তেলে আকা,তেলৰ ৰং
তেল কূপ সিমেন্ট,তেলৰ কুঁৱাৰ চিমেণ্ট
খোলা চ্যানেল প্রবাহ,মুকলি চেনেলৰ প্ৰবাহ
সর্বোত্তম আর্দ্রতা,অনুকূল আৰ্দ্ৰতা
জৈব মাটি,জৈৱিক মাটি
ওরিয়েন্টেশন,অভিবিন্যাস
অর্থোগোনাল,অৰ্থোগনেল
অর্টস্টেইন,অৰ্টষ্টেইন
বাইরের সংকেত,বাহিৰৰ সংকেত
জারণ,অক্সিডেচন
প্যান্ট্রি,পেণ্ট্ৰি
প্যারাপেট,পেৰাপেট
প্রাচীর প্রাচীর,পেৰাপেটৰ দেৱাল
পিতামাতার উপাদান,অভিভাৱকৰ সামগ্ৰী
নুড়ি ঢালাই প্লাস্টার,শিলগুটি ঢালাই প্লাষ্টাৰ
পেডালফার,পেডালফাৰ
পেডোকাল,পেড&#39;কেল
পেডোজেনেসিস,পেড’জেনেছিছ
পেডোলজি,পেড’লজি
পেডোস্ফিয়ার,পেড’স্ফিয়াৰ
পেনেট্রোমিটার,পেনেট্ৰ’মিটাৰ
পেন্ট ছাদ,পেণ্ট ছাদ
পেপটাইজিং এজেন্ট,পেপটাইজিং এজেণ্ট
বিশ্লেষণের সময়কাল,বিশ্লেষণৰ সময়ছোৱা
পারপেন্ড,পাৰ্পেণ্ড
শোষণ,পাৰ্চৰ্পচন
পিয়ার,ঘাট
পিলাস্টার,পিলাষ্টাৰ
পিচ,চূড়া
গল্পটা ছাদ,পিচড ছাদ
সাধারণ কংক্রিট,সাধাৰণ কংক্ৰিট
সমতল কোণ,সমতল কোণ
সমতল গজ,সাধাৰণ চোতাল
প্ল্যানসোল,প্লেনছল
প্লাস্টিকের সামঞ্জস্য,প্লাষ্টিকৰ স্থায়িত্ব
প্লাস্টিসিটি,প্লাষ্টিচিটি
প্লাস্টিসিটি সূচক,প্লাষ্টিচিটি সূচকাংক
প্লাস্টিসিটি সীমা,প্লাষ্টিচিটিৰ সীমা
প্লাস্টিসিটি পরিসীমা,প্লাষ্টিচিটিৰ পৰিসৰ
প্লাটি গঠন,প্লেটি গঠন
প্লিন্থ,প্লিন্থ
লাঙ্গলের মাটি,হাল বোৱা মাটি
বরই পাথর,প্লামৰ শিল
পডজোল,পডজোলে
ইশারা,আঙুলিয়াই দি
বহুভুজ প্রাচীর,বহুভুজীয়া বেৰ
ছিদ্র স্থান,ছিদ্ৰৰ স্থান
বন্দর,বন্দৰ
ইতিবাচক বায়ুচলাচল,পজিটিভ ভেন্টিলেচন
প্রাইরি মাটি,প্ৰেয়ৰী মাটি
যথার্থতা,নিখুঁততা
প্রাথমিক কণা,প্ৰাথমিক কণা
প্রিজম্যাটিক কাঠামো,প্ৰিজমেটিক গঠন
উৎপাদনশীল কাজ,উৎপাদনশীল কাম
প্রকল্পের ন্যায্যতা,প্ৰকল্পৰ ন্যায্যতা
প্রতিরক্ষামূলক কাজ,সুৰক্ষামূলক কাম
সিউডো-মাইসেলিয়াম,ছ্যুড’-মাইচেলিয়াম
পুডল,পুখুৰী
পাগিং,পাগিং
পিউমিস,পিউমিচ
পাঞ্চিয়ন,পাঞ্চিয়ন
পুতুল,পুতলা
পুটলগ,পুটলগ
পুটলগ ভারা,পুটলগ মৰাপাট
পরিমাণ পরিমাপক,পৰিমাণ জৰীপকাৰী
খনির রস,শিলৰ ৰস
কোয়ে,ঘাট
রানী বন্ধ,কুইন বন্ধ
কুইন,কুইইন
ভেলা ফাউন্ডেশন,ৰাফ্ট ফাউণ্ডেচন
রাকার,ৰেকাৰ
রেকিং,ৰেকিং
রেকিং বন্ড,ৰেকিং বণ্ড
ঝলকানি raking,ৰেকিং ফ্লেছিং
দ্রুত পরিবর্তনশীল প্রবাহ,দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ
পুনরুদ্ধারযোগ্য পেমেন্ট,আদায়যোগ্য পেমেণ্ট
লাল পৃথিবী,ৰঙা মাটি
লাল দোআঁশ,ৰঙা লোম
রেগুলেটর,নিয়ন্ত্ৰক
রেগুর বা কালো তুলা মাটি,ৰেগুৰ বা ক’লা কপাহী মাটি
পরিশোধের চুক্তি,ৰিপেমেণ্ট চুক্তি
অবশিষ্ট সংকোচন,অৱশিষ্ট সংকোচন
অবশিষ্ট মাটি,অৱশিষ্ট মাটি
প্রকাশ করা,প্ৰকাশ কৰা
পিন প্রকাশ করুন,পিন প্ৰকাশ কৰক
টাই প্রকাশ,টাই প্ৰকাশ কৰক
রিজ,ৰিজ
রিজ ক্যাপিং,ৰিজ কেপিং
নদী,নদী
রোড স্টেড,ৰোড ষ্টেড
রুক্ষ প্লাস্টার,ৰুক্ষ প্লাষ্টাৰ
ধ্বংসস্তুপ,ধ্বংসাৱশেষ
ধ্বংসস্তূপ রাজমিস্ত্রি,ধ্বংসাৱশেষৰ শিলৰ কাম
ধ্বংসস্তূপ দেয়াল,ধ্বংসাৱশেষৰ দেৱাল
চলমান পরিমাপ,চলি থকা জোখ-মাখ
নিরাপদ ভারবহন ক্ষমতা,নিৰাপদ বহন ক্ষমতা
লবণ গ্লেজ,নিমখৰ গ্লেজ
সাধারন মাপ,নমুনাৰ আকাৰ
নমুনা বিতরণ,নমুনা বিতৰণ
নমুনা ত্রুটি,নমুনা সংগ্ৰহৰ ভুল
বালি,বালি
বালি ফিনিস,বালিৰ ফিনিচিং
বালি হাত ছাঁচনির্মাণ,বালিৰ হাতৰ মল্ডিং
স্যান্ডিং,ছেণ্ডিং
স্যাচুরেটেড মাটি,সংপৃক্ত মাটি
স্যাচুরেটেড মাটির পেস্ট,সংপৃক্ত মাটিৰ পেষ্ট
স্যাচুরেশন নির্যাস,চেচুৰেচন এক্সট্ৰেক্ট
স্যাচুরেশন শতাংশ,চেচুৰেচন শতাংশ
সসার গম্বুজ,চচৰ গম্বুজ
ভারা,মৰাপাট
শিস্ট,শ্বিষ্ট
সমুদ্র বন্দর,সাগৰীয় বন্দৰ
গোপন নর্দমা,গোপন নালা
দ্বিতীয়,দ্বিতীয়
অবক্ষেপণ বিশ্লেষণ,পলস বিশ্লেষণ
আধা-কৃত্রিম বন্দর,অৰ্ধকৃত্ৰিম বন্দৰ
আধা জোয়ার ডক,অৰ্ধ জোৱাৰ-ভাটাৰ ডক
বার্ধক্য,চেনিল
শেল,শ্বেল
চাদরের স্তূপ,শ্বীটৰ স্তূপ
সংকোচন সীমা,সংকোচনৰ সীমা
শাটারিং,শ্বাটাৰিং
সিয়ালিটিক মাটি,চিয়ালিটিক মাটি
সিয়েরোজেম,ছিয়েৰ’জেম
সিল,চিল
পলি,পলি
একক ফ্লেমিশ রক্ত,একক ফ্লেমিছ তেজ
একক দানাদার কাঠামো,একক দানাযুক্ত গঠন
কঙ্কালের মাটি,কংকালৰ মাটি
স্কার্টিং,স্কাৰ্টিং
ঘুমের প্রাচীর,স্লিপাৰ ৱাল
পাশের নর্দমা,কাষৰ নালা
পিছলানো পদ্দতি,স্লাইড নিয়ম
স্লিপ ডক,স্লিপ ডক
স্মোনিজা,স্মোনিজা
ভিজানো,তিয়াই থোৱা
মৃত্তিকা সমিতি,মাটিৰ সংঘ
মাটির শ্রেণী,মাটিৰ শ্ৰেণী
মাটি জটিল,মাটিৰ জটিলতা
মাটির সামঞ্জস্য,মাটিৰ স্থায়িত্ব
মাটির পরিবার,মাটি পৰিয়াল
মাটির ফ্রেমের কাজ,মাটিৰ ফ্ৰেমৰ কাম
মাটির আদ্রতা,মাটিৰ আৰ্দ্ৰতা
মাটির আর্দ্রতা বৃদ্ধি,মাটিৰ আৰ্দ্ৰতা বৃদ্ধি
মাটির আর্দ্রতার ঘাটতি,মাটিৰ আৰ্দ্ৰতাৰ ঘাটি
মাটির রূপবিদ্যা,মাটিৰ আকৃতিবিজ্ঞান
মাটির কণা,মাটিৰ কণা
মাটির পর্যায়,মাটিৰ পৰ্যায়
মাটি প্রোফাইল,মাটিৰ প্ৰফাইল
মাটির প্রতিক্রিয়া,মাটিৰ বিক্ৰিয়া
মাটি আলাদা করে,মাটি পৃথক হয়
মাটি সিরিজ,মাটিৰ শৃংখলা
মাটির সমাধান,মাটিৰ দ্ৰৱ
মাটির গঠন,মাটিৰ গঠন
মাটির গঠন,মাটিৰ টেক্সচাৰ
মাটির ধরন,মাটিৰ প্ৰকাৰ
সোলুম,ছলুম
সর্পশন,শোষণ
স্পালস,Spalls
নির্দিষ্ট আয়ন প্রভাব,নিৰ্দিষ্ট আয়ন প্ৰভাৱ
বর্গাকার কোর্সকৃত ধ্বংসস্তূপের গাঁথনি,বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম
বর্গাকার নিয়মিত কোর্সকৃত ধ্বংসস্তুপ গাঁথনি,বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম
অটল প্রবাহ,স্থিৰ প্ৰবাহ
ধাপে ধাপে ঝলকানি,ফিচফিচাই ষ্টেপ কৰিলে
আঠালোতা,আঠাযুক্ততা
স্টিকিং পয়েন্ট,ষ্টিক পইণ্ট
পাথর,শিল
স্লপ হাত ছাঁচনির্মাণ,স্লপ হেণ্ড মল্ডিং
চাবুক কবজা,ষ্ট্ৰেপ হিঞ্জ
খড় বোর্ড,ষ্ট্ৰ’ বৰ্ড
প্রবাহ,নিজৰা
মানসিক চাপ,চাপ
স্ট্রেচার,ষ্ট্ৰেচাৰ
স্ট্রেচার বন্ড,ষ্ট্ৰেচাৰ বণ্ড
স্ট্রেচার কোর্স,ষ্ট্ৰেচাৰ কোৰ্চ
স্ট্রিং,তাঁৰ
স্ট্রিং কোর্স,ষ্ট্ৰিং কোৰ্চ
স্ট্রাকচার ফ্যাক্টর,গঠন কাৰক
গঠন সূচক,গঠন সূচকাংক
স্টুকো,ষ্টুকো
স্টুড,ষ্টড
স্টাইলোবেট,ষ্টাইলবেট
সাব মাটি,উপ মাটি
উপ-কাঠামো,উপ গঠন
সমষ্টি বক্ররেখা,যোগফল বক্ৰ
সূর্য মাইকা,সূৰ্য্যৰ মাইকা
সুপার স্ট্রাকচার,চুপাৰ ষ্ট্ৰাকচাৰ
সার্ভেয়ার,জৰীপকাৰী
এস-মান,S-মান
চোরাই মাল,লুট
রাজহাঁসের ঘাড়,হাঁসৰ ডিঙি
তাবারন্যাকল,তম্বু
টেবিল হাত ছাঁচনির্মাণ,টেবুল হেণ্ড মল্ডিং
ট্যাঙ্কিং,টেংকিং
টেম্পিয়েত্তো,টেম্পিয়েট্টো
টেম্পারিং,টেম্পাৰিং
টেমপ্লেট,টেমপ্লেট
টেমপ্লেট,টেমপ্লেট
টেপিডারিয়াম,টেপিডাৰিয়াম
পোড়ামাটির,টেৰাকোটা
টেরা রোজা,টেৰা ৰোজা
টেরাজো,টেৰাজো
টেট্রা শৈলী,টেট্ৰা ষ্টাইল
থ্রেশহোল্ড সীমা মান,থ্ৰেছহ&#39;ল্ড সীমা মান
গলা,নেলু
পাথরের মাধ্যমে,শিলৰ মাজেৰে
জোয়ার বেসিন,জোৱাৰ-ভাটাৰ অৱবাহিকা
টাই বার,টাই বাৰ
টাই মরীচি,টাই বিম
টাই রড,টাই ৰড
তিরস,তিৰছ
সহনশীলতা,সহনশীলতা
দাঁত তোলা,দাঁত ওলোৱা
উপরের মাটি বা পৃষ্ঠের মাটি,ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি
মোট ছিদ্র,মুঠ ছিদ্ৰতা
ট্রেসরি,ট্ৰেচাৰী
ট্রেন প্রতিরোধ,ট্ৰেইন ৰেজিষ্টেন্স
ট্রান্সেপ্ট,ট্ৰেন্সেপ্ট
ক্রান্তিকালীন মাটি,সংক্ৰমণকালীন মাটি
ট্রান্সম,ট্ৰেন্সম
পরিবহন মাটি,পৰিবহণ মাটি
উপনদী,ট্ৰিবিউটাৰী
ট্রাইফোরিয়াম,ট্ৰাইফ’ৰিয়াম
ট্রাইগ্লিফ,ট্ৰিগ্লিফ
কাটা মাটি,ছেদ কৰা মাটি
উত্তাল প্রবাহ,অশান্ত প্ৰবাহ
বুরুজ,টাৰেট
টাইম্পার সংখ্যা,টিম্পাৰ num
চূড়ান্ত ভারবহন ক্ষমতা,চূড়ান্ত বহন ক্ষমতা
চূড়ান্ত পিএইচ,চূড়ান্ত ph
এলোমেলো ধ্বংসস্তূপের গাঁথনি,আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম
আনকোর্সড বর্গাকার ধ্বংসস্তূপ রাজমিস্ত্রি,আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম
আন্ডারক্রফট,আণ্ডাৰক্ৰফ্ট
অপূর্ণ ছিদ্র,ভৰোৱা নোহোৱা ছিদ্ৰতা
অভিন্ন প্রবাহ,একেধৰণৰ প্ৰবাহ
ইউনিট ফ্রেম টাইপ ভারা,ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট
অনুৎপাদনশীল কাজ,অনুত্পাদনশীল কাম
অসম্পৃক্ত মাটি,অসংপৃক্ত মাটি
অস্থির প্রবাহ,অস্থিৰ প্ৰবাহ
প্লাস্টিকের উপরের সীমা,প্লাষ্টিকৰ ওপৰৰ সীমা
উপত্যকা গটার,উপত্যকাৰ নালা
ভল্ট,ভল্ট
ভেটেরিয়াম,ভেটেৰিয়াম
অবাধে বায়ু - চলাচলের ব্যবস্থা,বায়ু চলাচল কৰা
ভেন্টিলেটর,ভেন্টিলেটৰ
ভেরামদাহ,ভেৰামদহ
ভেস্টিবুল,ভেষ্টিবুল
ভিলা,ভিলা
