Assamese,Hindi
ছিয়াৰিং পদ্ধতি,कर्तन विधि
চাইবাৰ,सािबर
চাইবাৰ কেফে,सािबर कैफे
চাইবাৰ নগদ ধন,सािबर कैश
চাইবাৰ অপৰাধ,सािबर अपराध
চাইবাৰ ডেলেক্স,सािबर डेलिक्स
চাইবাৰ আইন,सािबर कानून
চাইবাৰ যৌনতা,सािबर सेक्स
"১/ চাইবাৰ বিজ্ঞান, ২. চাইবাৰনেটিক্স","1.सािबर विज्ञान, 2. साइबरनेटिक्स"
"1.চাইবাৰাইজেচন, 2. চাইবাৰাইজেচন","1.सािबरकरण, 2. सािबरीकरण"
চক্ৰ,चक्र
"১.চক্ৰ স্মৃতি, ২.চক্ৰ স্মৃতি","1.चक्र स्मृति, 2.चक्र मेमोरी"
চক্ৰ ক্ষতি,चक्र हरण
চক্ৰৰ সময়,चक्र काल
চক্ৰীয়,चक्रीय
ডেমন,डेमॉन
ডেইজী চক্ৰ,डेजी चक्र
ডাটা প্ৰশাসক,आँकड़ा प्रशासक
তথ্য আবণ্টন,आँकड़ा नियतन
"1.ডাটা ফিল্ড, 2.ডাটা ফিল্ড","1.आँकड़ा क्षेत्र, 2.डाटा क्षेत्र"
"1.ডাটা এৰে, 2. ডাটা এৰে","1.आँकड़ा सरणी, 2. ऑकड़ा व्यूह"
"১.ডাটা-বেছ, ২.ডাটাবেছ","1.डाटा-बेस, 2. आँकड़ा आधार"
তথ্যৰ খণ্ডিতকৰণ,डाटा विभंग
"১.ডাটা বাছ, ২.ডাটা বাছ","1.आँकडा बस, 2. डाटा बस"
"1.ডাটা কেৰিয়াৰ, 2.ডাটা কেৰিয়াৰ","1.ऑकड़ा वाहक, 2.डाटा वाहक"
ডাটা চেল,आँकड़ा कोष्ठिका
"১.ডাটা চিষ্টেম, ২.ডাটা চেনেল","1.आँकड़ा प्रणाल, 2. आँकड़ा चैनल"
ডাটা যোগাযোগ,आँकड़ा संचार
"1.ডাটা কম্প্ৰেছন, 2.ডাটা কম্প্ৰেছন","1.आँकड़ा संपीडन, 2. डाटा संपीडन"
ডাটা ফিল্ড,आँकड़ा क्षेत्र
ডাটা ফাইল,आँकड़ा संचिका
"১.ডাটা ফ্ল’, ২.ডাটা ফ্ল’","1.आँकड़ा प्रवाह, 2. डाटा प्रवाह"
"১.ডাটা ফ্ল’চাৰ্ট, ২.চাৰ্ট","1.आँकड़ा प्रवाह संचित्र, 2.चार्ट"
ডাটা হাইৰাৰ্কি,आँकड़ा पदानुक्रम
তথ্যৰ স্তৰ,आँकड़ा स्तर
"১.তথ্য সংগ্ৰহ, ২.তথ্য লাইব্ৰেৰী","1.आँकड़ा संग्रह, 2. आँकड़ा लाइब्रेरी"
ডাটা লিংক স্তৰ,आँकड़ा कड़ी परत
ডাটা লিংক স্তৰ (DLL),आँकड़ा कड़ी परत (डी एल एल)
"১.ডাটা মেনেজমেণ্ট, ২.ডাটা মেনেজমেণ্ট","1.आँकड़ा प्रबंधन, 2.डाटा प्रबंधन"
"১.তথ্য গণনা, ২.তথ্য গণনা","1.ऑकड़ा प्रकलन, 2.डाटा प्रकलन"
তথ্য প্ৰক্ৰিয়াকৰণ ভাষা (DML),आँकड़ा प्रकलन भाषा (डी एम एल)
ডাটা মডেম ডাটা মডেম,"आँकड़ा माडेम, डाटा माडेम"
"১.তথ্য পৰিৱৰ্তন, ২.তথ্য পৰিৱৰ্তন","1.आँकड़ा आपरिवर्तन, 2. आँकड़ा आशोधन"
"১.ডাটা নেটৱৰ্ক, ২.ডাটা নেটৱৰ্ক","1.आँकड़ा जालक्रम, 2.डाटा नेटवर्क"
"1.ডাটা অপাৰেচন, 2.ডাটা অপাৰেচন","1.आँकड़ा संक्रिया, 2.डाटा संक्रिया"
"1.ডাটা সংস্থাসমূহ, 2. ডাটা সংস্থাপন","1.आँकड़ा संगठन्अ, 2. डाटा संगठन"
"1. ডাটা আউটপুট, 2. ডাটা আউটপুট","1.आँकड़ा निर्गम, 2.डाटा निर्गम"
"1.ডাটা পাথ, 2.ডাটা পাথ","1.आँकड़ा पथ, 2. डाटा पथ"
"1.তথ্য প্ৰস্তুত কৰা, 2. তথ্য প্ৰস্তুত কৰা","1.आँकड़ा तैयारी, 2. डाटा तैयारी"
"1.ডাটা গোপনীয়তা, 2.ডাটা গোপনীয়তা","1.आँकड़ा गोपनीयता, 2. डाटा गोपनीयता"
"1. ডাটা প্ৰচেছৰ, 2. ডাটা প্ৰচেছৰ","1.ऑकड़ा प्रक्रमक, 2. डाटा प्रक्रमक"
"1.তথ্য সুৰক্ষা, 2.তথ্য সুৰক্ষা","1.आँकड़ा रक्षण, 2. डाटा रक्षण"
"১.ডাটা ৰেকৰ্ড, ২.ডাটা ৰেকৰ্ড","1.आँकड़ा अभिलेख, 2. डाटा अभिलेख"
"1. তথ্য উদ্ধাৰ, 2. তথ্য উদ্ধাৰ","1.आँकड़ा पुनः-प्राप्ति, 2. डाटा पुन:प्राप्ति"
"১.ডাটা ৰুটিন, ২.ডাটা ৰুটিন","1.आँकड़ा नेमिक, 2. आँकड़ा रुटीन"
"1.ডাটা সুৰক্ষা, 2.ডাটা সুৰক্ষা","1.आँकड़ा सुरक्षा, 2. डाटा सुरक्षा"
"1.ডাটা ছেট, 2. ডাটা ছেট","1.आँकड़ा समुच्चय, 2. डाटा समुच्चय"
"1.ডাটা সংকেত, 2.ডাটা সংকেত","1.आँकड़ा संकेत, 2.डाटा संकेत"
"1. ডাটা এক্সেছ, 2. ডাটা এক্সেছ","1.आँकड़ा अभिगम, 2. डाटा अभिगम"
"১.তথ্যৰ উৎস, ২.তথ্যৰ উৎস","1.आँकड़ा स्रोत, 2.डाटा स्रोत"
"1.ডাটা স্পেচিফিকেশন, 2. তথ্যৰ নিৰ্দিষ্টকৰণ","1.आँकड़ा विनिर्देश, 2. डाटा विनिर्देश"
"১.ডাটা চেণ্টাৰ, ২.ডাটা চেণ্টাৰ","1.आँकड़ा केंद्र, 2. डाटा केंद्र"
"1. তথ্য সংৰক্ষণ, 2. তথ্য সংৰক্ষণ","1.ऑकड़ा भंडारण, 2. डाटा भंडारण"
তথ্য সংৰক্ষণ গঠন,आँकड़ा भंडारण संरचना
"1. তথ্যৰ গঠন, 2. তথ্যৰ গঠন","1.ऑकड़ा संरचना, 2. डाटा संरचना"
"১.ডাটা চুইচ, ২.ডাটা চুইচ","1.आँकड़ा स्विच, 2. डाटा स्विच"
"1.তথ্য টেবুল, 2.তথ্য টেবুল","1.आँकड़ा सारणी, 2.डाटा सारणी"
"1.ডাটা শেষ, 2. ডাটা শেষ","1.आँकड़ा अंतक, 2. डाटा अंतक"
"১.ডাটা ট্ৰান্সক্ৰিপচন, ২.ডাটা ট্ৰান্সক্ৰিপচন","1.आँकड़ा अनुलेखन, 2. डाटा अनुलेखन"
"1.ডাটা স্থানান্তৰ, 2. ডাটা ট্ৰেন্সফাৰ","1.आँकड़ा अंतरण, 2. डाटा अंतरण"
"1. ডাটা ট্ৰেন্সমিছন, 2. ডাটা ট্ৰেন্সমিছন","1.आँकड़ा संचरण, 2. डाटा संचरण"
"1.ডাটা ট্ৰেন্সমিছন চিষ্টেম, 2.ডাটা ট্ৰেন্সমিছন চিষ্টেম","1.आँकड़ा संचरण प्रणाली, 2. डाटा संचरण प्रणाली"
"1. ডাটা ফৰ্মেট, 2. ডাটা ফৰ্মেট","1.आँकड़ा प्रारुप, 2. डाटा प्रारुप"
"১.ডাটা ইউনিট, ২.ডাটা ইউনিট","1.आँकड़ा एकक, 2. डाटा एकक"
"1.তথ্য বৈধকৰণ, 2.তথ্য বৈধকৰণ","1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण"
ডাটাবেছ,डाटाबेस
ডাটাবেছ প্ৰশাসন,डाटाबेस प्रशासन
ডাটাবেছ ডিজাইন,डाटाबेस अभिकल्प
ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা,डाटाबेस प्रबंधन तंत्र
"১.ডাটাগ্ৰেভ, ২.ডাটাগ্ৰেভ","1.आँकड़ाग्रेव, 2. डाटाग्रेव"
"1. ডেটাম, 2. ডাটা","1.डेटम, 2. ऑकड़ा"
"১.নিষ্ক্ৰিয় অঞ্চল, ২.নিষ্ক্ৰিয় অঞ্চল","1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र"
ডেডলক,गतिरोध
ডেডলক প্ৰতিৰোধ,गतिरोध रोकथाम
দোষ নিষ্কাশন,दोष मार्जन
"১/ বিচাৰ কোষ, ২/ বিচাৰ বাকচ","1.निर्णय कोष्ठ, 2. निर्णय पेटी"
সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া,निर्णय निर्धारण प्रक्रम
সিদ্ধান্ত সমৰ্থন ব্যৱস্থা,निर्णय सहायक तंत्र
সিদ্ধান্ত গছ,निर्णय वृक्ष
"১.ডিকোডাৰ, ২.ডিকোডাৰ","1.कुटवाचक, 2. विकोडक"
দ্ৰৱণ নীতি,विघटन सिद्धांत
ডিকোডিং,विकोडन
ডেডিকেটেড চিষ্টেম,समर्पित प्रणाल
ডেডিকেটেড প্ৰেছ,समर्पित दवारक
প্ৰতিষেধক ডাটা নেটৱৰ্ক (DDN),प्रतिरक्षण आँकडा नेटवर्क (डी डी एन)
টিকাকৰণ তথ্য ব্যৱস্থা,प्रतिरक्षण सूचना प्रणाली
সংহতি,एकीकरण
পলম কৰা,विलंब
বিলম্ব কাউণ্টাৰ,विलंब गणक
বিলম্বৰ সময়,विलंब काल
"১.মচি পেলোৱা, ২.মচি পেলোৱা","1.मिटाना, 2. हटाना"
ডিলিচন ৰেকৰ্ড,विलोपन अभिलेख
সীমা নিৰ্ধাৰণকাৰী,परिसीमक
ডেল্টা মডুলেচন,डेल्टा माँडुलन
ৰিকুইজিচন পৃষ্ঠা,माँग पृष्ठन
প্ৰদৰ্শন,प्रदर्शन
ডিমডুলেচন,विमाडुलन
ভি-মাল্টিপ্লেক্সাৰ,वि-बहुसंकेतक
ডিনৰ্মেলাইজেচন,असमान्यीकरण
"১.ঘনত্ব, ২.ঘনত্ব","1.घनत्व, 2. सधनता"
"১/ নিৰ্ভৰশীলতা, ২/ নিৰ্ভৰশীলতা","1.आश्रिता, 2. निर्भरता"
নিৰ্ভৰশীল একক,आश्रित एकक
লানি পতা,विपंक्ति
"১.ডিৰেফাৰেন্স, ২.ডিৰেফাৰেন্স","1.अपनिर्देशन, 2. अपसंदर्भन"
ব্যুৎপত্তি কৰা গছ,व्युत्पन्न वृक्ष
ব্যুৎপত্তি কৰা ক্ষেত্ৰ,व्युत्पन्न क्षेत्र
অৱনমিত সজাই পৰাই তোলা,अवरोही छंटाई
ডিজাইন,अभिकल्प
ডেস্ক কেলকুলেটৰ,डेस्क परिकलक
ডেস্কটপ কম্পিউটাৰ,डेस्कटॉप कंप्यूटर
ডেস্কটপ উপস্থাপন,डेस्कटॉप प्रस्तुतिकरण
ডেস্কটপ প্ৰকাশন,डेस्कटॉप प्रकाशन
ডেস্কটপ ভিডিঅ&#39;,डेस्कटॉप वीडियो
গন্তব্যস্থানৰ ঠিকনা,गंतव्य पता
"১.ধ্বংসী, ২.নাশক","1.विनाशक, 2.अपध्वंशक"
ডিটাৰ্মিনিষ্টিক automata,निर्धारणात्मक ऑटोमेटा
ডেভেলপাৰ,विकासक
উন্নয়ন ব্যৱস্থা,विकास तन्त्र
ডিভাইচ,युक्ति
ডিভাইচ নিয়ন্ত্ৰণ একক,युक्ति नियंत्रण एकक
ডিভাইচ নিয়ন্ত্ৰক,युक्ति नियंत्रक
ডিভাইচ ব্যৱস্থাপনা,युक्ति प्रबंधन
ডিভাইচ ধৰণ,युक्ति विधा
নিদান,निदान
ডায়েগনষ্টিক চিষ্টেম,निदानी तंत्र
"১/ ডায়েগনষ্টিকছ, ২.ডায়েগনষ্টিকছ","1.निदान, 2. निदानिकी"
ডায়েগ্ৰাম,आरेख
ডায়েল কৰক,डायल
ডায়েল লাইন,डायल लाइन
ডায়েল টোন,डायल टोन
ডায়েল আপ কৰক,डायल अप
"১/ সংলাপ, ২/ কথোপকথন","1.संवाद, 2. वार्तालाप"
কথোপকথন কক্ষ,वार्तालाप कोष्ठ
ডায়েলআপ মডেম,डायलअप मॉडम
বীমা,विमा
অভিধান,शब्दकोश
"১.ডিফাৰেন্সিয়েল, ২. পাৰ্থক্য","1. अवकलन, 2. विभेदन"
সংখ্যাগত,अंकीय
ডিজিটেল ব্যৱস্থা,अंकीय प्रणाल
ডিজিটেল বৰ্তনী,अंकीय परिपथ
ডিজিটেল কম্পিউটাৰ,अंकीय कंप्यूटर
"1.ডিজিটেল ডাটা, 2.ডিজিটেল ডাটা","1.अंकीय आँकड़ा, 2.अंकीय डाटा"
ডিজিটেল সুবিধা,अंकीय सुविधा
ডিজিটেল ফিল্টাৰ,अंकीय फिल्टर
ডিজিটেল লাইব্ৰেৰী,अंकीय लाइब्रेरी
ডিজিটেল মডুলেচন,अंकीय माडुलन
"1. ডিজিটেল প্ৰদৰ্শন, 2. ডিজিটেল মনিটৰ","1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर"
ডিজিটেল ইমেজ,अंकीय चित्र
"১/ ডিজিটেল স্বাক্ষৰ, ২/ ডিজিটেল স্বাক্ষৰ","1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक"
ডিজিটেল চুইচ,अंकीय स्विच
ডিজিটেল এনালগ কনভাৰ্টাৰ,अंकीय अनुरूप रूपांतरक
ডিজিটাইজেচন,अंकरूपण
ডিজিটাইজেচন,अंकीकरण
ডিজিটাইজাৰ,अंकरूपक
ডাইঅ&#39;ড,डायोड
পোনপটীয়া,प्रत्यक्ष
প্ৰত্যক্ষ ঠিকনা,प्रत्यक्ष पता
প্ৰত্যক্ষ ৰূপান্তৰ,प्रत्यक्ष रुपांतरण
প্ৰত্যক্ষ সংযোজন,प्रत्यक्ष युग्मन
"1. প্ৰত্যক্ষ মেমৰি অভিগম, 2. প্ৰত্যক্ষ মেমৰি অভিগম (DMA)","1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)"
প্ৰত্যক্ষ মেমৰি অভিগম (DMA),प्रत्यक्ष स्मृति अभिगम (डी एम ए)
প্ৰত্যক্ষ পদ্ধতি,प्रत्यक्ष विधि
দিশ নিৰ্দেশনা,निदेश
ডাইৰেকটৰী,निर्देशिका
"1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ","1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर"
ডাইৰেকটৰি সেৱা,निर्देशिका सेवा
অক্ষম,असमर्थ
সংকেত নিষ্ক্ৰিয় কৰা,असमर्थकारी संकेत
"১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা","1.असंबंधन, 2. विसंबंधन"
"১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন","1.असतत, 2. विविक्त"
"১.ডিস্ক, ২.ডিস্ক","1.चक्रिका, 2. डिस्क"
"1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা","1.चक्रिका पता, 2. डिस्क पता"
"1. ডিস্ক এৰে, 2. ডিস্ক এৰে","1.चक्रिका सरणी, 2. डिस्क सरणी"
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা","1.चक्रिका क्षमता, 2. डिस्क क्षमता"
"1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ","1.चक्रिका चालक, 2.डिस्क ड्रािव"
ডিস্ক নথিপত্ৰ,चक्रिका संचिका
"1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি","1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति, 4. डिस्क मेमोरी"
ডিস্ক অপাৰেটিং চিস্টেম (DoS),चक्रिका परिचालन तंत्र (डी ओ एस)
ডিস্ক পেকেজ,चक्रिका संकुल
"1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ","1.चक्रिका परिसेवक, 2. डिस्क सर्वर"
"1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ","1.चक्रिका भंडारण, 2. डिस्क भंडारण"
ডিস্কেট,डिस्केट
ফাইল প্ৰদৰ্শন কৰক,प्रदर्श संचिका
ছবি প্ৰদৰ্শন কৰক,प्रदर्श प्रतिबिंब
নিষ্পত্তি,निपटान
দূৰত্ব,दूरी
দূৰত্বৰ ফলন,दूरी फलन
বিকৃতি,विरूपण
বিলি কৰা হ’ল,वितरित
বিতৰণ কৰা তথ্য,वितरित आँकड़ा
বিতৰণ কৰা চাৰ্ভাৰ,वितरित परिसेवक
"1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা","1.वितरित प्रणाली, 2. वितरित तंत्र"
বিতৰক,वितरक
নথিপত্ৰ,प्रलेख
নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত,प्रलेख प्रत्यानयित
"1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো","1.प्रलेख खिडक़ी, 2. प्रलेख विंडो"
নথিপত্ৰ,प्रलेखन
"ডমেইন, ডমেইন","डोमेन, प्रक्षेत्र"
ডমেইনৰ নাম,डोमेन नाम
"1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ","1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर"
"তলত, তলত","अध:, नीचे"
"১.এভালিংক, ২.বৰ্গ","1.अवलिंक, 2.अवकड़ी"
ডাউনল’ড,अधोभारण
ডাউনলোড সময়,अधोभारण काल
ট্ৰেকচন,कर्षण
DRAM (ডাইনামিক ৰেম),डीरैम (गतिक रैम)
ৰানঅফ,अपवाह
ড্ৰাইভাৰ,चालक
পাত,पात
তালিকা বাকচ ড্ৰপ কৰক,निपात सूची बॉक्स
ড্ৰাম ড্ৰাইভ,ड्रम ड्रािव
"1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ","1.ड्रम मुद्रक, 2. ड्रम प्रिंटर"
"১.ইম ইউনিট, ২.ড্ৰাম ইউনিট","1.इम एकक, 2. ड्रम इकाई"
"১.দ্বৈততা, ২. bi","1.द्वैत, 2. द्वि"
দ্বৈত ঘনত্ব,द्वैत घनत्व
"১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা","1.मूक पता, 2. छद्म पता"
ভাণ্ডাৰ,सन्निक्षेप
ডুপ্লেক্স বৰ্তনী,दवैध परिपथ
বৈধকৰণ,दवैधीकरण
কি&#39; কি&#39;,केय्प्रतिकुंजी
"১.ডি ভি ডি আৰ./ডব্লিউ , ২. ডিভিডি পঢ়া, ৩. লিখা","1.डी वी डी आर./डब्ल्यू, 2. डी वी डी पठन, 3.लेखन"
DVD ROM,डी वी डी रॉम
গতিশীল নিৰ্দেশনা,गतिक अनुदेश
"1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি","1.गतिक स्मृति, 2.गतिक मेमोरी"
"১.গতিবিদ্যা, ২.গতিশীলতা","1.गति विज्ञान, 2. गतिकी"
ই খ গ ঘ আই চি,ई बी सी डी आई सी
ই-ব্যৱসায়,ई व्यवसाय
প্ৰতিধ্বনি,प्रतिध्वनि
"১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ","1.ई-कॉमर्स, 2.ई-वाणिज्य"
সম্পাদনা কৰা,संपादन
সম্পাদক,संपादक
শিক্ষাগত প্ৰযুক্তি,शैक्षिक प्रौद्योगिकी
ই ই প ৰম,ई ई पी रॉम
"১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা","1.सार्थक पता, 2.प्रभावी पता"
অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা,सार्थक संकार्य पता
ফলপ্ৰসূ কাৰ্য্য,प्रभावी क्रिया
ফলপ্ৰসূ UID,प्रभावी यू.आई.डी.
ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য,प्रभावी संचरण संकार्य
অক্টল বাইট,अष्टबिट बािट
"ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং","इलेक्ट्रॉनिक अधिगम, ई अधिगम"
নিৰ্বাচন এলগৰিদম,चुनाव एल्गोरिथम
ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল),इलेक्ट्रोनिक डाकसेवा (ई. मेल)
"১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ","1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर"
বৈদ্যুতিক একাউণ্টিং মেচিন,विद्युत लेखा मशीन
ইলেক্ট্ৰনিক্স,इलेक्ट्रोनिकी
ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS),इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.)
ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI),इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.)
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,इलेक्ट्रोनिक आंकड़ा संसाधन
ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ,इलेक्ट्रॉनिक विवरणिक
ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS),इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस)
"১.ইলেক্ট্ৰনিক জাৰ্নেল, ২.ইলেক্ট্ৰনিক জাৰ্নেল","1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका"
ইলেক্ট্ৰনিক প্ৰকাশন,इलेक्ट्रॉनिक प्रकाशन
ইলেক্ট্ৰনিক চুইচ,इलेक्ट्रॉनिक स्विच
"উপাদান, উপাদান","तत्व, अवयव"
ই-মেইল,ई-मेल
"১/ ই-মেইল ঠিকনা, ২/ ইলেক্ট্ৰনিক মেইলিং ঠিকনা","1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता"
এম্বেডেড চিস্টেম,अंत:स्थापित तंत्र
এম্বেডিং,अंत:स्थापन
এমিটাৰ সংযুক্ত লজিক (ECL),उत्सर्जक युग्मित तर्क (ई.सी.एल.)
খালী ঠাই,रिक्त चिति
"১.উকা শিকলি, ২.উকা শিকলি","1.रिक्त श्रृंखला, 2. रिक्त माला"
যান্ত্ৰিকীকৰণ,यंत्रानुकरण
"১.কেপচুলেচন, ২.কেপচুলেচন","1.केप्सूलीकरण, 2. केप्सूलन"
ডিকোডাৰ,कूटलेखक
এনকোডিং,कूटलेखन
"১.এনকোডাৰ, ২.কোডাক","1.कूटलेखक, 2. कोडक"
লুকাই থকা তথ্য,गूढ आंकडा
লুকাই থকা নথিপত্ৰপ্ৰণালী,गूढ फािल सिस्टम
"1. এনক্ৰিপচন, 2. ক&#39;ডিং, 3. এনকোডিং","1.गोपन, 2. कोडन, 3. कूटलेखन"
ব্লকৰ শেষ,खंडक अंत
ফাইল-অন্ত,संचिका-अन्त
ব্যৱহাৰকাৰী,प्रयोक्ता
প্ৰৱেশদ্বাৰ,प्रवेश
প্ৰৱেশ চাবি,प्रवेश कुंजी
"১.উদ্যম সৰৱাৰ, ২.উদ্যম সেৱক","1.उद्यम सरवर, 2. उद्यम सेवक"
উদ্যোগ ব্যৱস্থা,उद्यम तंत्र
ক্ষমতা,सत्ता
ক্ষমতা আত্মীয়তা,सत्ता संबंधता
প্ৰৱেশৰ সময়,प्रवेश काल
ইনপুট ভেৰিয়েবল,प्रविष्ट चर
গণনাযোগ্য,गणनीय
পৰিৱেশ,परिवेश
"১.যুগ, ২. যুগ, ৩. নিৰ্দেশনা মুহূৰ্ত","1.ईपोच, 2. युग, 3. निर्देश क्षण"
EPRAM (বিত্তীয় প্ৰগ্ৰেমেবল কেৱল পঢ়িব পৰা মেমৰি),ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति)
এপ্সিলন কনষ্ট্ৰিক্টৰ,एपसिलॉन संवरक
ইকুৱেলাইজাৰ,तुल्यकारक
সঁজুলি,उपस्कर
সমতুল্যতা শ্ৰেণী,तुल्यता वर्ग
সমতুল্য সম্পৰ্ক,तुल्य संबंध
"১/ বিলুপ্তি, ২) নিৰ্মূল","1.विलोपन, 2.मिटान"
ভুল সংশোধন ক&#39;ড,त्रुटि संशोधन कूट
ভুল সংশোধন,त्रुटि संशोधन
ভুল ধৰা পেলোৱা,त्रुटि संसूचन
ভুল নিয়ন্ত্ৰণ,त्रुटि प्रहस्तन
ত্ৰুটি বাৰ্তা,त्रुटि संदेश
ভুলৰ হাৰ,त्रुटि दर
ত্ৰুটি পুনৰুদ্ধাৰ,त्रुटि पुनर्डद्धार
ভুলৰ নাম,त्रुटि नेमक
পলায়ন চিহ্ন,पलायन संप्रतीक
ইথাৰনেট,ईथरनेट
কাৰ্যক্ৰম,घटना
ইভেন্ট শৃংখল,घटना श्रृंखला
ইভেন্ট নিয়ন্ত্ৰণ,घटना नियंत्रण
ইভেন্ট কাউণ্টাৰ,घटना गणक
ব্যতিক্ৰম নিয়ন্ত্ৰণ,अपवाद प्रहस्तन
বিনিময় ডিষ্ক সংৰক্ষণ,विनिमय डिस्क भंडारण
বৰ্জন,अपवर्जन
একচেটিয়া আৰু (x বা),अनन्य और (एक्स ऑर)
এক্সিকিউটেবল প্ৰগ্ৰেম,निष्पाद्य क्रमादेश
এক্সিকিউচন ষ্টেটমেন্ট,निष्पादन कथन
নিৰ্বাচিত অনুসন্ধান,चयनिक खोज
বিদ্যমান,विदयमान
সমস্যা,निर्गम
বিশেষজ্ঞ ব্যৱস্থা,विशेषज्ञ तंत्र
"১.প্ৰকাশ, ২. অভিব্যক্তি","1. अभिव्यक्ति, 2. व्यंजक"
সম্প্ৰসাৰিত চিত্ৰাঙ্কিত মেট্ৰিক্স (x g a),विस्तारित आलेखीय आव्यूह (एक्स जी ए)
বৰ্ধিত ঔদ্যোগিক মানদণ্ড (EIS),विस्तारित औदयोगिक मानक (इ.आई.एस.)
অভাৰলোড মেচিন,अतिदेशित मशीन
বৰ্ধিত স্মৃতিশক্তি,विस्तारित स्मृति
"১/ বৰ্ধিত নিখুঁততা, ২) বৰ্ধিত সঠিকতা","1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता"
"1.Extended Sorting, 2.Extended পৃথকীকৰণ","1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण"
কল আউট কৰক,वाह्य आह्वान
বাহ্যিক ভুল,वाह्य त्रुटि
বাহিৰৰ কাৰ্য্য,वाह्य फलन
বাহ্যিক বাধা,वाह्य अंतरायन
"1.বাহ্যিক স্মৃতিশক্তি, 2.বাহ্যিক স্মৃতিশক্তি","1.वाह्य स्मृति, 2. वाह्य मेमोरी"
বাহ্যিক স্মৃতিশক্তি,वाह्य स्मृति
বাহ্যিক মডেম,वाह्य मॉडेम
বাহ্যিক উল্লেখ,वाह्य संदर्भ
বাহ্যিক অনুসন্ধান,वाह्य खोज
বাহ্যিক সংৰক্ষণ ডিভাইচ,वाह्य भंडारण युक्ति
নিষ্কাশন,निष्कर्षण
বহিঃপ্ৰক্ষেপণ,बहिर्वेशन
পেনেল আখৰ প্ৰিন্টাৰ,फलक संप्रतीक मुद्रक
বিফল-নিৰাপদ কাৰ্য্য,विफल-सुरक्षा संक्रिया
বিফলতাৰ হাৰ,विफलता दर
বিফলতা নিৰ্গমন,विफलता मुक्ति
মিছা ক&#39;ড,मिथ्या कूट
