Marathi,Telugu
पत्रव्यवहार कोर्स,కరస్పాండెన్స్ కోర్సు
पत्रव्यवहार भाग,కరస్పాండెన్స్ భాగం
संवाददाता,కరస్పాండెంట్
संबंधित,సంబంధిత
कॉरजेन्डम,కొరిగెండం
सहकार्य,ధృవీకరించండి
सहकार्य,ధృవీకరణ
भ्रष्ट,అవినీతి
भ्रष्टाचार,అవినీతి
भ्रष्ट सराव,అవినీతి సాధన
कॉस्मोपॉलिटन सिटी,కాస్మోపాలిటన్ సిటీ
किंमत,ధర
खर्च अकाउंटंट,ఖర్చు అకౌంటెంట్
खर्च विश्लेषण,వ్యయ విశ్లేషణ
खर्च कमाल मर्यादा,ఖర్చు పైకప్పు
खर्च प्रभावीपणा,వ్యయ ప్రభావం
जीवनावश्यक खर्च,జీవన వ్యయం
खर्च ओलांडून,ఖర్చును అధిగమిస్తుంది
कॉटेज उद्योग,కుటీర పరిశ్రమ
परिषद,కౌన్సిల్
मंत्री परिषद,మంత్రుల మండలి
राज्ये परिषद,కౌన్సిల్ ఆఫ్ స్టేట్స్
सल्ला,న్యాయవాది
समुपदेशन,కౌన్సెలింగ్
काउंटर,కౌంటర్
प्रति क्रिया,కౌంటర్ చర్య
प्रतिज्ञापत्र,కౌంటర్ అఫిడవిట్
प्रति शुल्क,కౌంటర్ ఛార్జ్
काउंटर हक्क,కౌంటర్ దావా
बनावट चलन,నకిలీ కరెన్సీ
बनावट,నకిలీ
स्थळप्रत,కౌంటర్ ఫాయిల్
काउंटर ऑफर,కౌంటర్ ఆఫర్
काउंटरसइन,కౌంటర్సైన్
सत्ता,తిరుగుబాటు
कूपन,కూపన్
कुरिअर,కొరియర్
कुरिअर सेवा,కొరియర్ సేవ
कोर्स,కోర్సు
अभ्यासाचे अभ्यासक्रम,అధ్యయనం యొక్క కోర్సులు
न्यायालयीन खटला,కోర్టు కేసు
शिष्टाचार,మర్యాద
छोट्या कारणास्तव न्यायालय,చిన్న కారణాల న్యాయస్థానం
करार,ఒడంబడిక
कव्हर,కవర్
कव्हरेज,కవరేజ్
कव्हरिंग लेटर,కవరింగ్ లెటర్
मेमो कव्हर करत आहे,కవరింగ్ మెమో
कव्हरिंग नोट,గమనిక
क्रॅश प्रोग्राम,క్రాష్ ప్రోగ్రామ్
क्रीमयुक्त थर,క్రీము పొర
निर्मिती,సృష్టి
सर्जनशील,సృజనాత్మక
सर्जनशीलता,సృజనాత్మకత
क्रेच,క్రీచ్
क्रेडेन्शियल्स समिती,క్రెడెన్షియల్స్ కమిట్
विश्वासार्हता,విశ్వసనీయత
पत,క్రెడిట్
विश्वासार्ह,విశ్వసనీయమైనది
पत सल्ला,క్రెడిట్ సలహా
क्रेडिट आणि थ्रिफ्ट सोसायटी,క్రెడిట్ మరియు పొదుపు సమాజం
क्रेडीट कार्ड,క్రెడిట్ కార్డు
पत सुविधा,ఋణ వసతులు
क्रेडिट प्रविष्टी,క్రెడిట్ ఎంట్రీ
उधार पत्र,క్రెడిట్ గమనిక
लेखादार,రుణదాత
अंत्यसंस्कार,శ్మశానవాటిక
स्मशानभूमी,శ్మశానవాటిక గ్రౌండ్
क्रू,సిబ్బంది
गुन्हा,నేరం
विश्वासाचा गुन्हेगारी उल्लंघन,నమ్మకంతో నేరస్థుడిని ఉల్లంఘించడం
फौजदारी न्यायालय,క్రిమినల్ కోర్ట్
गुन्हेगारी दुर्लक्ष,నేర నిర్లక్ష్యం
गुन्हेगारी गुन्हा,క్రిమినల్ నేరం
फौजदारी प्रक्रिया कोड,క్రిమినల్ ప్రొసీజర్ కోడ్
संकट,సంక్షోభం
संकट व्यवस्थापन,సంక్షోభ నిర్వహణ
निकष,ప్రమాణం
टीका,విమర్శ
फुली,క్రాస్
क्रॉस ब्रीड,క్రాస్ బ్రీడ్
क्रॉस चेकिंग,క్రాస్ చెకింగ్
क्रॉस चेक,క్రాస్డ్ చెక్
क्रॉस परीक्षा,క్రాస్ ఎగ్జామినేషన్
क्रॉस संदर्भ,ఆధార సూచిక
क्रॉस मतदान,క్రాస్ ఓటింగ్
महत्त्वपूर्ण तारीख,కీలకమైన తేదీ
क्रूड,ముడి
सदोष मनुष्यवध,అపరాధ నరహత్య
गुन्हेगार,అపరాధి
लागवड,సాగు
सांस्कृतिक विनिमय कार्यक्रम,సాంస్కృతిక మార్పిడి కార్యక్రమం
संचयी,సంచిత
चलन,కరెన్సీ
चलन विनिमय,ద్రవ్య మారకం
चलन टीप,కరెన్సీ గమనిక
चालू,ప్రస్తుత
चालू खाते,వాడుక ఖాతా
वर्तमान कर्तव्ये,ప్రస్తుత విధులు
चालू सत्र,ప్రస్తుత సెషన్
अभ्यासक्रम vitae,కరికులం విటే
कर्टेल,కర్లేట్
संरक्षक,సంరక్షకుడు
कोठडी,కస్టడీ
सानुकूल,ఆచారం
सानुकूल,ఆచారం
नेहमीचा,ఆచారం
नेहमीची प्रक्रिया,ఆచారం విధానం
सानुकूल कर्तव्य,కస్టమ్ డ్యూటీ
ग्राहक,కస్టమర్
ग्राहक अनुकूल,కస్టమర్ ఫ్రెండ్లీ
सानुकूल परीक्षा,అనుకూల పరీక్ష
कट डाउन,కత్తిరించండి
कट मोशन,కట్ మోషన్
कट ऑफ तारीख,తేదీని కత్తిరించండి
चक्र,చక్రం
दररोज,రోజువారీ
दररोज भत्ता,రోజువారీ భత్యం
दररोज डायरी,రోజువారీ డైరీ
दररोज नोंदणी,రోజువారీ రిజిస్టర్
दैनिक वृत्तान्त,రోజువారీ నివేదిక
दररोजच्या नियमानुसार,దినచర్య
दररोज वेतन,రోజువారీ వేతనాలు
डाक स्टेज,డాక్ స్టేజ్
डाक ट्रे,డాక్ ట్రే
नुकसान,నష్టం
नुकसान,నష్టాలు
धोकादायक,ప్రమాదకరమైనది
धाडसी,ధైర్యం
डेटा,సమాచారం
डेटा बँक,డేటా బ్యాంక్
डेटा बेस,డేటా బేస్
माहिती संकलन,వివరాల సేకరణ
डेटा फीडिंग,డేటా దాణా
डेटा प्रक्रिया,డేటా ప్రాసెసింగ్
तारीख,తేదీ
आगमनाची तारीख,రాక తేదీ
जन्म तारीख,పుట్టిన తేది
प्रस्थान तारीख,బయలుదేరే తేదీ
डिस्चार्जची तारीख,ఉత్సర్గ తేదీ
परिपक्वताची तारीख,పరిపక్వత తేదీ
पावतीची तारीख,రశీదు తేదీ
तारखेचा शिक्का,తేదీ స్టాంప్
दिवसाचा अभ्यासक,రోజు పండితుడు
दिवस पाळी,డే షిఫ్ట్
कृपेचे दिवस,దయ యొక్క రోజులు
दररोज काम,రోజు నుండి రోజు పని
मृत खाते,డెడ్ ఖాతా
डेड लाइन,గడువు
डेडलॉक,డెడ్లాక్
डेड स्टॉक रजिस्टर,డెడ్ స్టాక్ రిజిస్టర్
मृत वजन,చనిపోయిన బరువు
करार,ఒప్పందం
डीलिंग सहाय्यक,వ్యవహార సహాయకుడు
व्यवहार,వ్యవహారం
मृत्यू वर्धापन दिन,మరణ వార్షికోత్సవం
प्रियजन भत्ता,ప్రియమైన భత్యం
मृत्यू लाभ,మరణ ప్రయోజనం
मृत्यू-सह-सेवानिवृत्ती ग्रॅच्युइटी,డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ
सेवेत मृत्यू,సేవలో మరణం
Deauthorizatioin,Deauthorizatioin
डीबार,డెబార్
डेबिट,డెబిట్
डेबिट सल्ला,డెబిట్ సలహా
कर्ज,అప్పు
कर्ज व्यवस्थापन,రుణ నిర్వహణ
कर्जदार,రుణగ్రహీత
मृत,మరణించిన
सभ्यता,మర్యాద
विकेंद्रीकरण,వికేంద్రీకరణ
निर्णय घेणारे घटक,నిర్ణయాత్మక కారకం
निर्णय,నిర్ణయం
निर्णय घेणे,నిర్ణయం తీసుకోవడం
निर्णयप्रक्रिया,నిర్ణయం తీసుకునే ప్రక్రియ
घोषणा,ప్రకటన
उत्पन्नाची घोषणा,ఆదాయ ప్రకటన
घोषित मूल्य,ప్రకటించిన విలువ
शपथ जाहीर करा,ప్రమాణం చేయండి
डीकोड,డీకోడ్
Concontrol,డీకోంట్రోల్
सजावट,డెకోరం
घट,తగ్గుదల
डिक्री,డిక్రీ
समर्पण,అంకితం
वजा करण्यायोग्य,మినహాయింపు
कपात,మినహాయింపు
स्त्रोत वजावट,మూలం వద్ద మినహాయింపు
पगारापासून कपात,జీతం నుండి మినహాయింపు
डीड,దస్తావేజు
गहाणखत डीड,తనఖా యొక్క దస్తావేజు
मानलेले विद्यापीठ,డీమ్డ్ విశ్వవిద్యాలయం
विकृत,Deface
वास्तविक,వాస్తవ
डिफॅलेकेशन,డీప్లేషన్
मानहानी,పరువు నష్టం
डीफॉल्ट,డిఫాల్ట్
डिफॉल्टर,డిఫాల్టర్
सदोष,లోపభూయిష్ట
संरक्षण,రక్షణ
संरक्षण सल्ला,రక్షణ న్యాయవాది
संरक्षण उत्पादन,రక్షణ ఉత్పత్తి
प्रतिवादी,ప్రతివాది
स्थगिती,వాయిదా వేయండి
स्थगित खर्च,వాయిదా వేసిన వ్యయం
अवघ्या,ధిక్కరణ
तूट,లోటు
तूट बजेट,లోటు బడ్జెట్
परिभाषित,నిర్వచించండి
नाकार,ధిక్కరించండి
अधोगती,క్షీణత
पदवी,డిగ్రీ
डीजुरे,Dejure
विलंब,ఆలస్యం
प्रतिनिधी,ప్రతినిధి
नियुक्त प्राधिकरण,అప్పగించిన అధికారం
प्रतिनिधी,ప్రతినిధి బృందం
शक्तींचे प्रतिनिधी,అధికారాల ప్రతినిధి బృందం
हटवा,తొలగించు
हटविणे,తొలగింపు
मुद्दाम,ఉద్దేశపూర్వకంగా
विचारविनिमय,చర్చ
नाजूक,రుచికరమైన
मर्यादा,డీలిమిటేషన్
वितरित,బట్వాడా
वितरण,డెలివరీ
मागणी,డిమాండ్
मागणी नोट,డిమాండ్ గమనిక
सीमांकन,సరిహద్దు
डेमी-अधिकृत,డెమి-అఫీషియల్
लोकशाही,ప్రజాస్వామ్యం
प्रात्यक्षिक,ప్రదర్శన
डेमोरालायझेशन,అవమానం
डिमरेज,డెమరేజ్
नकार,తిరస్కరణ
संप्रदाय,విలువ కలిగిన
डी नोव्हो,డి నోవో
नाकार,తిరస్కరించండి
निघून जा,బయలుదేరండి
विभाग,విభాగం
विभागीय,డిపార్ట్‌మెంటల్
विभागीय कारवाई,డిపార్ట్‌మెంటల్ చర్య
विभागीय चौकशी,డిపార్ట్‌మెంటల్ ఎంక్వైరీ
विभागीय तपासणी,విభాగ దర్యాప్తు
विभागीय अनियमितता,డిపార్ట్‌మెంటల్ అవకతవకలు
विभागीय ग्रंथालय,డిపార్ట్‌మెంటల్ లైబ్రరీ
विभागीय दुर्लक्ष,విభాగ నిర్లక్ష్యం
विभागीय परवानगी,విభాగ అనుమతి
विभागीय पात्रता परीक्षा,డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్
प्रस्थान,నిష్క్రమణ
अवलंबित्व प्रमाणपत्र,డిపెండెన్సీ సర్టిఫికేట్
अवलंबून,ఆధారపడి ఉంటుంది
अवलंबून मुले,ఆధారపడిన పిల్లలు
तैनात करणे,మోహరించేందుకు
अनुयायी,డిపోనెంట్
हद्दपारी,బహిష్కరణ
डिपोज,డిసెజ్
ठेव,డిపాజిట్
डेपो,డిపో
घसारा,తరుగుదల
उदास वर्ग,అణగారిన తరగతి
वंचित,కోల్పోతారు
प्रतिनियुक्ती,డిప్యుటేషన్
प्रतिनियुक्ती भत्ता,డిప్యుటేషన్ భత్యం
डेप्युटी,డిప్యూటీ
नोंदणीकृत,పునర్నిర్మించబడింది
कर्तव्याचा विकृती,విధి యొక్క విడదీయడం
Dedereservation,డెజర్వేషన్
अपमान,అవమానకరమైన
अपमानास्पद,అవమానకరమైన
अपमानास्पद टीका,అవమానకరమైన వ్యాఖ్య
वंशज,వారసుడు
वर्णन,వివరణ
पात्र,అర్హమైనది
डिझाइन,రూపకల్పన
नियुक्त करा,నియమించండి
पदनाम,హోదా
पाठवा,డెస్పాచ్
पाठवा नोट,డెస్పాచ్ నోట్
पाठवा नोंदणी,డెస్పాచ్ రిజిస్టర్
गंतव्य,గమ్యం
निराधार,నిరాశ్రయుల
तपशील,వివరాలు
तपशीलवार,వివరంగా
शोध,గుర్తించడం
ताब्यात,నిర్బంధ
डीटेनु,డిటెనూ
निर्धार,సంకల్పం
निरोधक,నిరోధం
हानिकारक,హాని
हानिकारक,హానికరం
अवमूल्यन,విలువ తగ్గింపు
विध्वंस,వినాశనం
विकास,అభివృద్ధి
विचलित करा,విడదీయండి
साधन,పరికరం
भक्ती,భక్తి
निदान,రోగ నిర్ధారణ
आकृती,రేఖాచిత్రం
डायरी,డైరీ
डिक्टेशन,డిక్టేషన్
मरणार नाही,చనిపోతుంది
आहार,ఆహారం
पचवणे,డైజెస్ట్
प्रतिष्ठित,గౌరవప్రదమైన
प्रतिष्ठा,గౌరవం
डिग्रीशन,డైగ్రెషన్
सौम्य,డైలేటరీ
कोंडी,సందిగ్ధత
मेहनती,శ్రద్ధ
परिमाण,పరిమాణం
डिप्लोमा,డిప్లొమా
मुत्सद्दीपणा,దౌత్యం
मुत्सद्दी प्रतिकारशक्ती,దౌత్య రోగనిరోధక శక్తి
थेट,డైరెక్ట్
थेट स्पर्धा,ప్రత్యక్ష పోటీ
थेट मुलाखत,ప్రత్యక్ష ఇంటర్వ్యూ
दिशा,దిశ
निर्देशिका,డైరెక్టరీ
थेट भरती,ప్రత్యక్ష నియామకం
परवानगी नाही,అనుమతించవద్దు
दिव्यांग,వైకల్యం
अपंग व्यक्ती,వికలాంగుడు
अपंगत्व लाभ,డిసేబుల్మెంట్ ప్రయోజనం
गैरसोय,ప్రతికూలత
सहमत नाही,అంగీకరించలేదు
परवानगी नाही,అనుమతించబడలేదు
नकार,నిరాకరణ
आपत्ती,విపత్తు
आपत्ती व्यवस्थापन,విపత్తూ నిర్వహణ
विघटन,రద్దు
वितरण,పంపిణీ
टाकून द्या,విస్మరించండి
डिस्चार्ज,ఉత్సర్గ
डिस्चार्ज स्लिप,ఉత్సర్గ స్లిప్
शिस्तबद्ध कारवाई,క్రమశిక్షణా చర్య
शिस्तबद्ध प्रक्रिया,క్రమశిక్షణా విధానం
शिस्त,క్రమశిక్షణ
अस्वीकरण,నిరాకరణ
प्रकटीकरण,బహిర్గతం
असंतोष,అసంతృప్తి
विघटन,నిలిపివేత
बंद करा,నిలిపివేయండి
मतभेद,అసమ్మతి
सूट,డిస్కౌంట్
शोधा,కనుగొనండి
बदनामी,అపఖ్యాతి
विसंगती,వ్యత్యాసం
विवेक,అభీష్టానుసారం
विवेकी अनुदान,విచక్షణ మంజూరు
विवेकी शक्ती,విచక్షణ శక్తి
भेदभाव,వివక్ష
चर्चा,చర్చ
अप्रामाणिक,నిజాయితీ
अनादर,అవమానం
विघटन,విచ్ఛిన్నం
डिस्क,డిస్క్
विस्थापन,తొలగుట
विश्वासघात,నమ్మకద్రోహం
काढून टाकणे,రద్దుచేసే
बाद,తొలగింపు
डिसमिसल प्रक्रिया,తొలగింపు విధానం
आज्ञा पाळ,అవిధేయత
डिसऑर्डर,రుగ్మత
अव्यवस्थित,అస్తవ్యస్తత
असमानता,అసమానత
पाठवण्याचा विभाग,డిస్పాచ్ విభాగం
डिस्पेंसेबल,పంపిణీ చేయదగినది
विखुरले,చెదరగొట్టండి
विस्थापित,స్థానభ్రంశం
प्रदर्शन,ప్రదర్శన
नाराजी,అసంతృప్తి
विल्हेवाट,పారవేయడం
विल्हेवाट लावणे,పారవేసేందుకు
स्वभाव,స్థానభ్రంశం
विल्हेवाट,తొలగింపు
वाद,వివాదం
अपात्रता,అనర్హత
दुर्लक्ष,విస్మరించండి
व्यत्यय,అంతరాయం
असंतोष,అసంతృప్తి
मतभेद,అసమ్మతి
डिसव्हिसिस,అపచారం
पृथक्करण,డిసోసియేట్
विघटन,రద్దు
विरघळ,కరిగించండి
अंतर शिक्षण,దూరవిద్య
डिस्टिलरी,డిస్టిలరీ
भिन्न,విభిన్న
वेगळे करा,వేరు
विकृती,వక్రీకరణ
त्रास,బాధ
वितरण,పంపిణీ
वितरण,పంపిణీ
जिल्हा,జిల్లా
जिल्हा केंद्र,జిల్లా కేంద్రం
त्रास,భంగం
Ditto,డిట్టో
विचलन,మళ్లింపు
लाभांश,డివిడెండ్
विभागणी,విభజన
घटस्फोट,విడాకులు
डॉकेट,డాకెట్
डॉक्टर,వైద్యుడు
दस्तऐवज,పత్రం
कागदोपत्री पुरावा,డాక్యుమెంటరీ సాక్ష్యం
दस्तऐवजीकरण,డాక్యుమెంటేషన్
अधिवास,నివాసం
अधिवास प्रमाणपत्र,నివాస ధృవీకరణ పత్రం
प्रबळ,ఆధిపత్యం
देणगी,విరాళం
डॉसियर,డోసియర్
संशयास्पद,సందేహాస్పదంగా
कबुतराची टेलिंग,డోవ్ టైలింగ్
डाउन ग्रेड,డౌన్ గ్రేడ్
मसुदा,ముసాయిదా
मसुदा प्रत्युत्तर,ముసాయిదా ప్రత్యుత్తరం
कठोर उपाय,తీవ్రమైన కొలత
काढा,డ్రా
ड्रॉवर,డ్రాయర్
रेखांकन,డ్రాయింగ్
दुष्काळ,కరువు
कोरडे जाहिरात,పొడి ప్రమోషన్
ड्युअल शुल्क,ద్వంద్వ ఛార్జ్
दुहेरी नागरिकत्व,ద్వంద్వ పౌరసత్వం
देय,గడువు
देय परिश्रम,తగిన శ్రద్ధ
थकबाकी,బకాయిలు
योग्यरित्या,సరిగా
नक्कल,నకిలీ
कालावधी,వ్యవధి
ड्युरेस,డ్యూరెస్
कर्तव्य,విధి
कर्तव्य भत्ता,విధి భత్యం
कर्तव्य चार्ट,డ్యూటీ చార్ట్
कर्तव्य रजा,డ్యూటీ సెలవు
ड्यूटी रूम,డ్యూటీ రూమ్
मरणार घोषित,డైయింగ్ డిక్లరేషన్
गतिशीलता,డైనమిక్స్
Sermone,కేటాయింపు
कमाईची रजा,సంపాదించిన సెలవు
कमाई,ఆదాయాలు
पर्यावरणास अनुकूल,పర్యావరణ అనుకూలమైనది
पर्यावरणशास्त्र,ఎకాలజీ
अर्थिक,ఆర్థిక
आर्थिक शोषण,ఆర్థిక దోపిడీ
अर्थव्यवस्था,ఆర్థిక వ్యవస్థ
अर्थव्यवस्था वर्ग,ఎకానమీ తరగతి
संपादन,ఎడిటింగ్
संस्करण,ఎడిషన్
संपादकीय,సంపాదకీయం
शिक्षण,చదువు
शैक्षणिक कारकीर्द,విద్యా వృత్తి
शैक्षणिक संस्था,ఎడ్యుకేషనల్ ఇన్స్టిట్యూట్
शैक्षणिक पात्रता,అర్హతలు
प्रभाव,ప్రభావం
प्रभावी,ప్రభావవంతమైనది
प्रभावी तारीख,ప్రభావవంతమైన తేదీ
परिणाम,ప్రభావాలు
कार्यक्षमता,సమర్థత
कार्यक्षमता,సామర్థ్యం
कार्यक्षम,సమర్థవంతమైనది
इजेक्शन,ఎజెక్ట్మెంట్
विस्तृत,విస్తృతమైన
बाहेर पडला,సాపేక్ష
निवडलेले प्रतिनिधी,ఎన్నుకోబడిన ప్రతినిధి
निवडणूक,ఎన్నికల
निवडणूक महाविद्यालय,ఎలక్టోరల్ కాలేజీ
मतदार,ఓటర్లు
विद्युतीकरण,విద్యుదీకరణ
इलेक्ट्रॉनिक मीडिया,ఎలక్ట్రానిక్ మీడియా
प्राथमिक,ప్రాథమిక
पात्रता,అర్హత
पात्रता चाचणी,అర్హత పరీక్ష
निर्मूलन,ఎలిమినేషన్
वक्तृत्व,వాగ్ధాటి
लाजिरवाणे,ఇబ్బంది
भुयारीपणा,అపహరణ
प्रतीक,చిహ్నం
एम्बॉसिंग सील,ఎంబోసింగ్ సీల్
आणीबाणी,అత్యవసర పరిస్థితి
आपत्कालीन आराम,అత్యవసర ఉపశమనం
उदय,ఎమర్జెంట్
इमिग्रेशन,వలస
Emoluments,ఎమోల్యూమెంట్స్
एम्पिनेलमेंट,ఎంపానెల్మెంట్
सहानुभूती,సానుభూతిగల
रोजगार,ఉద్యోగం
कर्मचारी,ఉద్యోగి
कर्मचार्‍यांचा सहभाग,ఉద్యోగుల భాగస్వామ్యం
कर्मचार्‍यांचे योगदान,ఉద్యోగి సహకారం
कर्मचार्‍यांचा भविष्य निर्वाह निधी,ఉద్యోగి యొక్క ప్రావిడెంట్ ఫండ్
मालक,యజమాని
रोजगार,ఉపాధి
रोजगार विनिमय,ఉపాధి మార్పిడి
रोजगाराची सूचना,ఉపాధి నోటీసు
रोजगार कार्यालय,ఉపాధి కార్యాలయం
सक्षम,సాధికారత
सशक्तीकरण,సాధికారత
कायदे करा,అమలు
अधिनियम,చట్టం
एन ब्लॉक,ఎన్ బ్లాక్
एन्कॅश,ENCASH
संलग्न,పరివేష్టిత
प्रोत्साहन,ప్రోత్సాహం
अतिक्रमण,ఆక్రమణ
अडचण,ఎన్‌కంబ్రాన్స్
मान्यता,ఎండోర్స్
देणगी,ఎండోమెంట్
शेवटचे उत्पादन,ముగింపు ఉత్పత్తి
ऊर्जा,శక్తి
अंमलबजावणी,అమలు
व्यस्त,నిమగ్నమవ్వండి
वर्धित,మెరుగుదల
आग्रह,ఆంథ్యం
एन मॅसे,ఎన్ మాస్సే
चौकशी,విచారణ
नावनोंदणी,నమోదు
नावनोंदणी (= नोंदणी),నమోదు (= నమోదు)
नावनोंदणी क्रमांक,నమోదు సంఖ్య
Entre,దారిలో
आगामी,తరువాత
खात्री करा,నిర్ధారించడానికి
प्रविष्ट करा,నమోదు చేయండి
उपक्रम,ఎంటర్ప్రైజ్
मनोरंजन,వినోదం
करमणूक,వినోదం
हक्क,అర్హత
पात्र,అర్హత
हक्क,అర్హత
प्रवेश,ప్రవేశం
प्रवेशद्वार,ప్రవేశం
प्रविष्टी,ప్రవేశం
एंट्री लेव्हल जॉब,ప్రవేశ స్థాయి ఉద్యోగం
गणना,గణన
वातावरण,పర్యావరణం
राजदूत,రాయబారి
साथरोग,అంటువ్యాధి
एपिटोम,ఎపిటోమ్
समानता,సమానత్వం
समतोल,సమతౌల్య
उपकरणे,పరికరాలు
इक्विटी,ఈక్విటీ
समतुल्य,సమానం
समतुल्य,సమస్యాత్మక
निर्मूलन,నిర్మూలించేందుకు
ERRATA,లోపటా
त्रुटी,లోపం
एस्केलेशन,ఎస్కలేషన్
एस्कॉर्ट,ఎస్కార్ట్
अत्यावश्यक,అవసరం
स्थापना,స్థాపన
अंदाज,అంచనా
अंदाजे किंमत,అంచనా ఖర్చు
नीतिशास्त्र,నీతి
शिष्टाचार,మర్యాద
निर्वासन,తరలింపు
टाळता,తప్పించుకుంటుంది
मूल्यांकन,మూల్యాంకనం
सम संख्या,సరి సంఖ్య
अखेरीस,చివరికి
बेदखल,తొలగింపు
पुरावा,సాక్ష్యం
विकसित,పరిణామం
अचूक,ఖచ్చితమైనది
परीक्षा,పరీక్ష
परीक्षार्थी,ఎగ్జామినే
परीक्षक,ఎగ్జామినర్
उदाहरण,ఉదాహరణ
उत्खनन,తవ్వకం
उत्कृष्ट,అద్భుతమైన
अपवाद,మినహాయింపు
अपवादात्मक,అసాధారణమైనది
जादा,అదనపు
एक्सचेंज,మార్పిడి
Execequer,ఖజానా
उत्पादन शुल्क (= उत्पादन शुल्क),ఎక్సైజ్ (= ఎక్సైజ్ డ్యూటీ)
वगळा,మినహాయించండి
अनन्य,ప్రత్యేకమైనది
माफ करा,సాకు
अंमलबजावणी,అమలు చేయండి
कार्यकारी,ఎగ్జిక్యూటివ్
कार्यकारी समिती,కార్య నిర్వాహక కమిటీ
कार्यकारी शक्ती,ఎగ్జిక్యూటివ్ పవర్
कार्यकारी,ఎగ్జిక్యూటివ్స్
कार्यकारी कर्मचारी,ఎగ్జిక్యూటివ్ సిబ్బంది
सूट,మినహాయింపు
सूट,మినహాయింపు
व्यायाम,వ్యాయామం
माजी ग्रॅटिया,మాజీ గ్రాటియా
माजी ग्रॅटिया पेमेंट,మాజీ గ్రాటియా చెల్లింపు
दमट,ఎగ్జాస్ట్
परिपूर्ण,సమగ్ర
प्रदर्शन,ప్రదర్శన
एक्झीजेंसी,బహిర్గతం
एक्झिम पॉलिसी,ఎక్సిమ్ పాలసీ
बाहेर पडा,బయటకి దారి
एक्झिट मुलाखत,నిష్క్రమణ ఇంటర్వ్యూ
एक्झिट पॉलिसी,నిష్క్రమణ విధానం
एक्झिट पोल,ఎగ్జిట్ పోల్
एक्स-ऑफिसिओ,మాజీ ఉద్యోగి
निर्दोष,ఎక్సోనెరేట్
विस्तार,విస్తరణ
माजी भाग,మాజీ పార్టే
प्रवासी,బహిష్కరణ
फायदेशीर,ప్రయోజనకరమైన
वेगवान,వేగవంతం చేయండి
बाहेर काढा,బహిర్గతం
खर्च,వ్యయం
अनुभव,అనుభవం
प्रयोग,ప్రయోగం
तज्ञ,నిపుణుడు
समाप्ती,గడువు
कालबाह्यता तारीख,గడువు తీరు తేదీ
स्पष्टीकरण,వివరణ
स्पष्ट,స్పష్టంగా
शोषण,దోపిడీ
अन्वेषण,అన్వేషించండి
स्फोट,పేలుడు
निर्यात,ఎగుమతి
माजी पोस्ट फॅक्टो,మాజీ పోస్ట్ వాస్తవం
व्यक्त,ఎక్స్‌ప్రెస్
अभिव्यक्ती,వ్యక్తీకరణ
हद्दपार,బహిష్కరణ
निर्वासित,ఎక్స్‌క్గెన్స్
वाढवणे,విస్తరించండి
व्याप्ती,విస్తృతమైన
बाह्य,బాహ్య
खंडणी,దోపిడీ
अतिरिक्त,అదనపు
काढा,సారం
विलक्षण,అసాధారణ
विलक्षण,విపరీత
अतिरेकी,ఉగ్రవాది
बहिर्मुख,ఎక్స్‌ట్రావర్ట్
डोळा साक्षीदार,కంటి సాక్షి
बनावट,కల్పించండి
दर्शनी मूल्य,ముఖ విలువ
सुलभ करा,సులభతరం
सुविधा,సౌకర్యం
फॅसिमिले,ఫేస్‌సిమైల్
खरं,వాస్తవం
गटवाद,కక్షవాదం
घटक,కారకం
कारखाना,ఫ్యాక్టరీ
वास्तविक,వాస్తవం
प्राध्यापक,అధ్యాపకులు
अपयशी,విఫలం
योग्य,ఫెయిర్
विश्वास,విశ్వాసం
बनावट,నకిలీ
कुटुंब,కుటుంబం
दुष्काळ,కరువు
भाडे,ఛార్జీల
निरोप,వీడ్కోలు
शेती,వ్యవసాయం
थकवा,అలసట
दोष,తప్పు
अनुकूलता,అనుకూలంగా
व्यवहार्यता,సాధ్యత
फेडरेशन,సమాఖ్య
फी,రుసుము
परत खायला द्या,తిరిగి ఫీడ్ చేయండి
भावना,భావన
सत्यापित करा,ఫెసిట్
फेलो,తోటి
फेलोशिप,ఫెలోషిప్
मादी,స్త్రీ
सुपीक,సారవంతమైన
काल्पनिक,కల్పిత
निष्ठा,విశ్వసనీయత
फील्ड,ఫీల్డ్
आकृती,మూర్తి
फाईल,ఫైల్
दाखल,దాఖలు
चित्रपट,చిత్రం
अंतिम,చివరి
वित्त,ఫైనాన్స్
आर्थिक,ఆర్థిక
फायनान्सर,ఫైనాన్షియర్
निष्कर्ष,కనుగొన్నవి
छान,మంచిది
ललित कला,లలిత కళలు
बोटाचे मुद्रण,ఫింగర్ ప్రింట్
समाप्त वस्तू,తయారైన వస్తువులు
आग,అగ్ని
गोळीबार,కాల్పులు
टणक,సంస్థ
प्रथमोपचार,ప్రథమ చికిత్స
प्रथम श्रेणी,మొదటి తరగతి
प्रथम विभाग,మొదటి విభాగం
पहिला माहिती अहवाल,మొదటి సమాచార నివేదిక
वित्तीय,ఆర్థిక
मत्स्यपालन,మత్స్య సంపద
फिट,సరిపోతుంది
तंदुरुस्ती,ఫిట్‌నెస్
निराकरण,పరిష్కరించండి
निर्धारण,స్థిరీకరణ
निश्चित,స్థిర
झेंडा,జెండా
