Assamese,Gujarati
"১.ডাটা চুইচ, ২.ডাটা চুইচ","1.ડેટા સ્વિચ, 2.ડેટા સ્વિચ"
"1.তথ্য টেবুল, 2.তথ্য টেবুল","1.ડેટા ટેબલ, 2.ડેટા ટેબલ"
"1.ডাটা শেষ, 2. ডাটা শেষ","1.ડેટા અંત, 2. ડેટા અંત"
"১.ডাটা ট্ৰান্সক্ৰিপচন, ২.ডাটা ট্ৰান্সক্ৰিপচন","1. ડેટા ટ્રાન્સક્રિપ્શન, 2. ડેટા ટ્રાન્સક્રિપ્શન"
"1.ডাটা স্থানান্তৰ, 2. ডাটা ট্ৰেন্সফাৰ","1.ડેટા ટ્રાન્સફર, 2. ડેટા ટ્રાન્સફર"
"1. ডাটা ট্ৰেন্সমিছন, 2. ডাটা ট্ৰেন্সমিছন","1. ડેટા ટ્રાન્સમિશન, 2. ડેટા ટ્રાન્સમિશન"
"1.ডাটা ট্ৰেন্সমিছন চিষ্টেম, 2.ডাটা ট্ৰেন্সমিছন চিষ্টেম","1.ડેટા ટ્રાન્સમિશન સિસ્ટમ, 2.ડેટા ટ્રાન્સમિશન સિસ્ટમ"
"1. ডাটা ফৰ্মেট, 2. ডাটা ফৰ্মেট","1. ડેટા ફોર્મેટ, 2. ડેટા ફોર્મેટ"
"১.ডাটা ইউনিট, ২.ডাটা ইউনিট","1. ડેટા યુનિટ, 2. ડેટા યુનિટ"
"1.তথ্য বৈধকৰণ, 2.তথ্য বৈধকৰণ","1.ડેટા માન્યતા, 2.ડેટા માન્યતા"
ডাটাবেছ,ડેટાબેઝ
ডাটাবেছ প্ৰশাসন,ડેટાબેઝ વહીવટ
ডাটাবেছ ডিজাইন,ડેટાબેઝ ડિઝાઇન
ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা,ડેટાબેઝ મેનેજમેન્ટ સિસ્ટમ
"১.ডাটাগ্ৰেভ, ২.ডাটাগ্ৰেভ","1.ડેટાગ્રેવ, 2.ડેટાગ્રેવ"
"1. ডেটাম, 2. ডাটা","1. ડેટમ, 2. ડેટા"
"১.নিষ্ক্ৰিয় অঞ্চল, ২.নিষ্ক্ৰিয় অঞ্চল","1.નિષ્ક્રિય ઝોન, 2.નિષ્ક્રિય ઝોન"
ডেডলক,મડાગાંઠ
ডেডলক প্ৰতিৰোধ,ડેડલોક નિવારણ
দোষ নিষ্কাশন,ફોલ્ટ ક્લિયરન્સ
"১/ বিচাৰ কোষ, ২/ বিচাৰ বাকচ","1. જજમેન્ટ સેલ, 2. જજમેન્ટ બોક્સ"
সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া,નિર્ણય લેવાની પ્રક્રિયા
সিদ্ধান্ত সমৰ্থন ব্যৱস্থা,નિર્ણય સપોર્ટ સિસ્ટમ
সিদ্ধান্ত গছ,નિર્ણય વૃક્ષ
"১.ডিকোডাৰ, ২.ডিকোডাৰ","1. ડીકોડર, 2. ડીકોડર"
দ্ৰৱণ নীতি,વિસર્જન સિદ્ધાંત
ডিকোডিং,ડીકોડિંગ
ডেডিকেটেড চিষ্টেম,સમર્પિત સિસ્ટમ
ডেডিকেটেড প্ৰেছ,સમર્પિત પ્રેસ
প্ৰতিষেধক ডাটা নেটৱৰ্ক (DDN),ઇમ્યુનાઇઝેશન ડેટા નેટવર્ક (DDN)
টিকাকৰণ তথ্য ব্যৱস্থা,રોગપ્રતિકારક માહિતી સિસ્ટમ
সংহতি,એકીકરણ
পলম কৰা,વિલંબ
বিলম্ব কাউণ্টাৰ,વિલંબ કાઉન્ટર
বিলম্বৰ সময়,વિલંબ સમય
"১.মচি পেলোৱা, ২.মচি পেলোৱা","1.કાઢી નાખો, 2.કાઢી નાખો"
ডিলিচন ৰেকৰ্ড,કાઢી નાખવાનો રેકોર્ડ
সীমা নিৰ্ধাৰণকাৰী,સીમાંકક
ডেল্টা মডুলেচন,ડેલ્ટા મોડ્યુલેશન
ৰিকুইজিচন পৃষ্ঠা,વિનંતી પાનું
প্ৰদৰ্শন,કામગીરી
ডিমডুলেচন,ડિમોડ્યુલેશન
ভি-মাল্টিপ্লেক্সাৰ,વી-મલ્ટિપ્લેક્સર
ডিনৰ্মেলাইজেচন,વિકૃતિકરણ
"১.ঘনত্ব, ২.ঘনত্ব","1. ઘનતા, 2. ઘનતા"
"১/ নিৰ্ভৰশীলতা, ২/ নিৰ্ভৰশীলতা","1. અવલંબન, 2. અવલંબન"
নিৰ্ভৰশীল একক,આશ્રિત એકમ
লানি পতা,કતાર
"১.ডিৰেফাৰেন্স, ২.ডিৰেফাৰেন্স","1. ડિરેફરન્સ, 2. ડિરેફરન્સ"
ব্যুৎপত্তি কৰা গছ,વ્યુત્પન્ન વૃક્ષ
ব্যুৎপত্তি কৰা ক্ষেত্ৰ,વ્યુત્પન્ન ક્ષેત્ર
অৱনমিত সজাই পৰাই তোলা,ઉતરતા ક્રમ
ডিজাইন,ડિઝાઇન
ডেস্ক কেলকুলেটৰ,ડેસ્ક કેલ્ક્યુલેટર
ডেস্কটপ কম্পিউটাৰ,ડેસ્કટોપ કમ્પ્યુટર્સ
ডেস্কটপ উপস্থাপন,ડેસ્કટોપ પ્રસ્તુતિ
ডেস্কটপ প্ৰকাশন,ડેસ્કટોપ પ્રકાશન
ডেস্কটপ ভিডিঅ&#39;,ડેસ્કટોપ વિડિઓ
গন্তব্যস্থানৰ ঠিকনা,ગંતવ્ય સરનામું
"১.ধ্বংসী, ২.নাশক","1. ડિસ્ટ્રોયર, 2. ડિસ્ટ્રોયર"
ডিটাৰ্মিনিষ্টিক automata,નિર્ધારિત ઓટોમેટા
ডেভেলপাৰ,વિકાસકર્તા
উন্নয়ন ব্যৱস্থা,વિકાસ પ્રણાલી
ডিভাইচ,ઉપકરણ
ডিভাইচ নিয়ন্ত্ৰণ একক,ઉપકરણ નિયંત્રણ એકમ
ডিভাইচ নিয়ন্ত্ৰক,ઉપકરણ નિયંત્રક
ডিভাইচ ব্যৱস্থাপনা,ઉપકરણ સંચાલન
ডিভাইচ ধৰণ,ઉપકરણ મોડ
নিদান,નિદાન
ডায়েগনষ্টিক চিষ্টেম,ડાયગ્નોસ્ટિક સિસ્ટમ
"১/ ডায়েগনষ্টিকছ, ২.ডায়েগনষ্টিকছ","1. ડાયગ્નોસ્ટિક્સ, 2. ડાયગ્નોસ્ટિક્સ"
ডায়েগ্ৰাম,રેખાકૃતિ
ডায়েল কৰক,ડાયલ
ডায়েল লাইন,ડાયલ લાઇન
ডায়েল টোন,ડાયલ ટોન
ডায়েল আপ কৰক,ડાયલ અપ
"১/ সংলাপ, ২/ কথোপকথন","1. સંવાદ, 2. વાતચીત"
কথোপকথন কক্ষ,વાતચીત ખંડ
ডায়েলআপ মডেম,ડાયલઅપ મોડેમ
বীমা,વીમા
অভিধান,શબ્દકોશ
"১.ডিফাৰেন্সিয়েল, ২. পাৰ্থক্য","1. વિભેદક, 2. તફાવત"
সংখ্যাগত,સંખ્યાત્મક
ডিজিটেল ব্যৱস্থা,ડિજિટલ સિસ્ટમ
ডিজিটেল বৰ্তনী,ડિજિટલ સર્કિટ
ডিজিটেল কম্পিউটাৰ,ડિજિટલ કમ્પ્યુટર
"1.ডিজিটেল ডাটা, 2.ডিজিটেল ডাটা","1.ડિજિટલ ડેટા, 2.ડિજિટલ ડેટા"
ডিজিটেল সুবিধা,ડિજિટલ સુવિધા
ডিজিটেল ফিল্টাৰ,ડિજિટલ ફિલ્ટર
ডিজিটেল লাইব্ৰেৰী,ડિજિટલ પુસ્તકાલય
ডিজিটেল মডুলেচন,ડિજિટલ મોડ્યુલેશન
"1. ডিজিটেল প্ৰদৰ্শন, 2. ডিজিটেল মনিটৰ","1. ડિજિટલ ડિસ્પ્લે, 2. ડિજિટલ મોનિટર"
ডিজিটেল ইমেজ,ડિજિટલ છબી
"১/ ডিজিটেল স্বাক্ষৰ, ২/ ডিজিটেল স্বাক্ষৰ","1. ડિજિટલ હસ્તાક્ષર, 2. ડિજિટલ હસ્તાક્ષર"
ডিজিটেল চুইচ,ડિજિટલ સ્વીચ
ডিজিটেল এনালগ কনভাৰ্টাৰ,ડિજિટલ એનાલોગ કન્વર્ટર
ডিজিটাইজেচন,ડિજિટાઇઝેશન
ডিজিটাইজেচন,ડિજિટાઇઝેશન
ডিজিটাইজাৰ,ડિજિટાઇઝર
ডাইঅ&#39;ড,ડાયોડ
পোনপটীয়া,પ્રથમ નજરે
প্ৰত্যক্ষ ঠিকনা,સીધું સરનામું
প্ৰত্যক্ষ ৰূপান্তৰ,સીધું રૂપાંતર
প্ৰত্যক্ষ সংযোজন,સીધું જોડાણ
"1. প্ৰত্যক্ষ মেমৰি অভিগম, 2. প্ৰত্যক্ষ মেমৰি অভিগম (DMA)","1. ડાયરેક્ટ મેમરી એક્સેસ, 2. ડાયરેક્ટ મેમરી એક્સેસ (DMA)"
প্ৰত্যক্ষ মেমৰি অভিগম (DMA),ડાયરેક્ટ મેમરી એક્સેસ (DMA)
প্ৰত্যক্ষ পদ্ধতি,સીધી પદ્ધતિ
দিশ নিৰ্দেশনা,દિશાઓ
ডাইৰেকটৰী,ડિરેક્ટરી
"1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ","1. ડિરેક્ટરી સર્વર, 2. ડિરેક્ટરી સર્વર"
ডাইৰেকটৰি সেৱা,ડિરેક્ટરી સેવા
অক্ষম,અસમર્થ
সংকেত নিষ্ক্ৰিয় কৰা,નિષ્ક્રિય સંકેત
"১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা","1. ડિસ્કનેક્શન, 2. ડિસ્કનેક્શન"
"১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন","1. અલગ, 2. અલગ"
"১.ডিস্ক, ২.ডিস্ক","1. ડિસ્ક, 2. ડિસ્ક"
"1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা","1. ડિસ્ક સરનામું, 2. ડિસ્ક સરનામું"
"1. ডিস্ক এৰে, 2. ডিস্ক এৰে","1. ડિસ્ક એરે, 2. ડિસ્ક એરે"
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা","1. ડિસ્ક ક્ષમતા, 2. ડિસ્ક ક્ષમતા"
"1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ","1. ડિસ્ક ડ્રાઈવર, 2. ડિસ્ક ડ્રાઈવ"
ডিস্ক নথিপত্ৰ,ડિસ્ક ફાઇલ
"1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি","1. ડિસ્ક મેમરી, 2. ડિસ્ક મેમરી, 3. ડિસ્ક મેમરી, 4. ડિસ્ક મેમરી"
ডিস্ক অপাৰেটিং চিস্টেম (DoS),ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DoS)
ডিস্ক পেকেজ,ડિસ્ક પેકેજ
"1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ","1.ચક્રિકા સર્વર, 2.ડિસ્ક સર્વર"
"1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ","1. ડિસ્ક સંગ્રહ, 2. ડિસ્ક સંગ્રહ"
ডিস্কেট,ડિસ્કેટ
ফাইল প্ৰদৰ্শন কৰক,ડિસ્પ્લે ફાઇલ
ছবি প্ৰদৰ্শন কৰক,પ્રદર્શિત છબી
নিষ্পত্তি,નિકાલ
দূৰত্ব,અંતર
দূৰত্বৰ ফলন,અંતર કાર્ય
বিকৃতি,વિકૃતિ
বিলি কৰা হ’ল,વિતરિત
বিতৰণ কৰা তথ্য,વિતરિત ડેટા
বিতৰণ কৰা চাৰ্ভাৰ,વિતરિત સર્વર
"1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা","1.વિતરિત સિસ્ટમ, 2.વિતરિત સિસ્ટમ"
বিতৰক,વિતરક
নথিপত্ৰ,દસ્તાવેજ
নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত,દસ્તાવેજ અધિકૃત
"1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো","1. ડોક્યુમેન્ટ વિન્ડો, 2. ડોક્યુમેન્ટ વિન્ડો"
নথিপত্ৰ,દસ્તાવેજીકરણ
"ডমেইন, ডমেইন","ડોમેન, ડોમેન"
ডমেইনৰ নাম,ડોમેન નામ
"1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ","1. ડોટ મેટ્રિક્સ પ્રિન્ટર, 2. ડોટ મેટ્રિક્સ પ્રિન્ટર"
"তলত, তলত","નીચે, નીચે"
"১.এভালিংক, ২.বৰ্গ","1.અવલિંક, 2.ચોરસ"
ডাউনল’ড,ડાઉનલોડ કરો
ডাউনলোড সময়,ડાઉનલોડ સમય
ট্ৰেকচন,ટ્રેક્શન
DRAM (ডাইনামিক ৰেম),DRAM (ડાયનેમિક રેમ)
ৰানঅফ,વહેણ
ড্ৰাইভাৰ,ડ્રાઈવર
পাত,પાંદડા
তালিকা বাকচ ড্ৰপ কৰক,ડ્રોપ લિસ્ટ બોક્સ
ড্ৰাম ড্ৰাইভ,ડ્રમ ડ્રાઇવ
"1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ","1.ડ્રમ પ્રિન્ટર, 2.ડ્રમ પ્રિન્ટર"
"১.ইম ইউনিট, ২.ড্ৰাম ইউনিট","1. ઇમ યુનિટ, 2. ડ્રમ યુનિટ"
"১.দ্বৈততা, ২. bi","1. દ્વૈત, 2. દ્વિ"
দ্বৈত ঘনত্ব,બેવડી ઘનતા
"১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা","1. મૌન સરનામું, 2. નકલી સરનામું"
ভাণ্ডাৰ,ડમ્પ
ডুপ্লেক্স বৰ্তনী,ડબલ સર્કિટ
বৈধকৰণ,કાયદેસરકરણ
কি&#39; কি&#39;,કી કી
"১.ডি ভি ডি আৰ./ডব্লিউ , ২. ডিভিডি পঢ়া, ৩. লিখা","1.D V D R./W, 2. ડીવીડી વાંચન, 3. લેખન"
DVD ROM,ડીવીડી રોમ
গতিশীল নিৰ্দেশনা,ગતિશીલ સૂચના
"1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি","1.ડાયનેમિક મેમરી, 2.ડાયનેમિક મેમરી"
"১.গতিবিদ্যা, ২.গতিশীলতা","1. ડાયનેમિક્સ, 2. ડાયનેમિક્સ"
ই খ গ ঘ আই চি,E B C D I C
ই-ব্যৱসায়,ઈ-વ્યવસાય
প্ৰতিধ্বনি,પડઘો
"১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ","1.e-commerce, 2.e-commerce"
সম্পাদনা কৰা,સંપાદન
সম্পাদক,સંપાદક
শিক্ষাগত প্ৰযুক্তি,શૈક્ષણિક ટેકનોલોજી
ই ই প ৰম,e e p rom
"১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা","1. અર્થપૂર્ણ સરનામું, 2. અસરકારક સરનામું"
অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা,અર્થપૂર્ણ ઓપરેન્ડ સરનામું
ফলপ্ৰসূ কাৰ্য্য,અસરકારક કાર્યવાહી
ফলপ্ৰসূ UID,અસરકારક UID
ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য,અસરકારક ટ્રાન્સમિશન કામગીરી
অক্টল বাইট,ઓક્ટલ બાઈટ
"ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং","ઈલેક્ટ્રોનિક લર્નિંગ, ઈ-લર્નિંગ"
নিৰ্বাচন এলগৰিদম,ચૂંટણી અલ્ગોરિધમ
ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল),ઈલેક્ટ્રોનિક મેઈલ સર્વિસ (ઈ-મેલ)
"১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ","1.ઈલેક્ટ્રોનિક પ્રિન્ટિંગ, 2.ઈલેક્ટ્રોનિક પ્રિન્ટર"
বৈদ্যুতিক একাউণ্টিং মেচিন,ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન
ইলেক্ট্ৰনিক্স,ઈલેક્ટ્રોનિક્સ
ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS),ઇલેક્ટ્રોનિક એક્ઝોસ્ટ સિસ્ટમ (ECS)
ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI),ઇલેક્ટ્રોનિક ડેટા એક્સચેન્જ (EDI)
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ
ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ,ઇલેક્ટ્રોનિક બ્રોશર
ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS),ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર મિકેનિઝમ (EFTS)
"১.ইলেক্ট্ৰনিক জাৰ্নেল, ২.ইলেক্ট্ৰনিক জাৰ্নেল","1.ઈલેક્ટ્રોનિક જર્નલ, 2.ઈલેક્ટ્રોનિક જર્નલ"
ইলেক্ট্ৰনিক প্ৰকাশন,ઇલેક્ટ્રોનિક પ્રકાશન
ইলেক্ট্ৰনিক চুইচ,ઇલેક્ટ્રોનિક સ્વીચ
"উপাদান, উপাদান","તત્વ, તત્વ"
ই-মেইল,ઈ-મેલ
"১/ ই-মেইল ঠিকনা, ২/ ইলেক্ট্ৰনিক মেইলিং ঠিকনা","1. ઈ-મેલ સરનામું, 2. ઈલેક્ટ્રોનિક મેઈલિંગ સરનામું"
এম্বেডেড চিস্টেম,એમ્બેડેડ સિસ્ટમ
এম্বেডিং,એમ્બેડિંગ
এমিটাৰ সংযুক্ত লজিক (ECL),એમિટર કમ્પલ્ડ લોજિક (ECL)
খালী ঠাই,ખાલી જગ્યા
"১.উকা শিকলি, ২.উকা শিকলি","1. ખાલી સાંકળ, 2. ખાલી સાંકળ"
যান্ত্ৰিকীকৰণ,યાંત્રિકરણ
"১.কেপচুলেচন, ২.কেপচুলেচন","1.કેપ્સ્યુલેશન, 2.કેપ્સ્યુલેશન"
ডিকোডাৰ,ડીકોડર
এনকোডিং,એન્કોડિંગ
"১.এনকোডাৰ, ২.কোডাক","1. એન્કોડર, 2. કોડક"
লুকাই থকা তথ্য,છુપાયેલ ડેટા
লুকাই থকা নথিপত্ৰপ্ৰণালী,છુપાયેલ ફાઇલ સિસ્ટમ
"1. এনক্ৰিপচন, 2. ক&#39;ডিং, 3. এনকোডিং","1. એન્ક્રિપ્શન, 2. કોડિંગ, 3. એન્કોડિંગ"
ব্লকৰ শেষ,બ્લોક અંત
ফাইল-অন্ত,ફાઇલ-એન્ડ
ব্যৱহাৰকাৰী,વપરાશકર્તા
প্ৰৱেশদ্বাৰ,દાખલ કરો
প্ৰৱেশ চাবি,એન્ટ્રી કી
"১.উদ্যম সৰৱাৰ, ২.উদ্যম সেৱক","1. ઉદ્યમ સરવર, 2. ઉદ્યમ સેવક"
উদ্যোগ ব্যৱস্থা,એન્ટરપ્રાઇઝ સિસ્ટમ
ক্ষমতা,શક્તિ
ক্ষমতা আত্মীয়তা,શક્તિ આકર્ષણ
প্ৰৱেশৰ সময়,પ્રવેશ સમય
ইনপুট ভেৰিয়েবল,ઇનપુટ ચલ
গণনাযোগ্য,ગણતરીપાત્ર
পৰিৱেশ,પર્યાવરણ
"১.যুগ, ২. যুগ, ৩. নিৰ্দেশনা মুহূৰ্ত","1.યુગ, 2. યુગ, 3. સૂચના ક્ષણ"
EPRAM (বিত্তীয় প্ৰগ্ৰেমেবল কেৱল পঢ়িব পৰা মেমৰি),EPRAM (ફાઇનાન્સ પ્રોગ્રામેબલ રીડ-ઓન્લી મેમરી)
এপ্সিলন কনষ্ট্ৰিক্টৰ,એપ્સીલોન કન્સ્ટ્રક્ટર
ইকুৱেলাইজাৰ,બરાબરી
সঁজুলি,સાધનસામગ્રી
সমতুল্যতা শ্ৰেণী,સમાનતા વર્ગ
সমতুল্য সম্পৰ্ক,સમાન સંબંધ
"১/ বিলুপ্তি, ২) নিৰ্মূল","1. લુપ્તતા, 2. નાબૂદી"
ভুল সংশোধন ক&#39;ড,ભૂલ સુધારણા કોડ
ভুল সংশোধন,ભૂલ સુધારણા
ভুল ধৰা পেলোৱা,ભૂલ શોધ
ভুল নিয়ন্ত্ৰণ,ભૂલ હેન્ડલિંગ
ত্ৰুটি বাৰ্তা,ક્ષતી સંદેશ
ভুলৰ হাৰ,ભૂલ દર
ত্ৰুটি পুনৰুদ্ধাৰ,ભૂલ પુનઃપ્રાપ્તિ
ভুলৰ নাম,ભૂલ નામ
পলায়ন চিহ্ন,એસ્કેપ પ્રતીક
ইথাৰনেট,ઈથરનેટ
কাৰ্যক্ৰম,ઘટના
ইভেন্ট শৃংখল,ઘટના સાંકળ
ইভেন্ট নিয়ন্ত্ৰণ,ઘટના નિયંત્રણ
ইভেন্ট কাউণ্টাৰ,ઇવેન્ટ કાઉન્ટર
ব্যতিক্ৰম নিয়ন্ত্ৰণ,અપવાદ હેન્ડલિંગ
বিনিময় ডিষ্ক সংৰক্ষণ,એક્સચેન્જ ડિસ્ક સ્ટોરેજ
বৰ্জন,બાકાત
একচেটিয়া আৰু (x বা),વિશિષ્ટ અને (x અથવા)
এক্সিকিউটেবল প্ৰগ্ৰেম,એક્ઝિક્યુટેબલ પ્રોગ્રામ
এক্সিকিউচন ষ্টেটমেন্ট,અમલ નિવેદન
নিৰ্বাচিত অনুসন্ধান,પસંદગીયુક્ત શોધ
বিদ্যমান,અસ્તિત્વમાં છે
সমস্যা,મુદ્દો
বিশেষজ্ঞ ব্যৱস্থা,નિષ્ણાત સિસ્ટમ
"১.প্ৰকাশ, ২. অভিব্যক্তি","1. અભિવ્યક્તિ, 2. અભિવ્યક્તિ"
সম্প্ৰসাৰিত চিত্ৰাঙ্কিত মেট্ৰিক্স (x g a),વિસ્તૃત ગ્રાફિકલ મેટ્રિક્સ (x g a)
বৰ্ধিত ঔদ্যোগিক মানদণ্ড (EIS),વિસ્તૃત ઔદ્યોગિક ધોરણો (EIS)
অভাৰলোড মেচিন,ઓવરલોડ મશીન
বৰ্ধিত স্মৃতিশক্তি,વિસ્તૃત મેમરી
"১/ বৰ্ধিত নিখুঁততা, ২) বৰ্ধিত সঠিকতা","1. વિસ્તૃત ચોકસાઇ, 2. વિસ્તૃત ચોકસાઈ"
"1.Extended Sorting, 2.Extended পৃথকীকৰণ","1.વિસ્તૃત સૉર્ટિંગ, 2.વિસ્તૃત વિભાજન"
কল আউট কৰক,કૉલ કરો
বাহ্যিক ভুল,બાહ્ય ભૂલ
বাহিৰৰ কাৰ্য্য,બાહ્ય કાર્ય
বাহ্যিক বাধা,બાહ્ય વિક્ષેપ
"1.বাহ্যিক স্মৃতিশক্তি, 2.বাহ্যিক স্মৃতিশক্তি","1.એક્સ્ટર્નલ મેમરી, 2.એક્સટર્નલ મેમરી"
বাহ্যিক স্মৃতিশক্তি,બાહ્ય મેમરી
বাহ্যিক মডেম,બાહ્ય મોડેમ
বাহ্যিক উল্লেখ,બાહ્ય સંદર્ભ
বাহ্যিক অনুসন্ধান,બાહ્ય શોધ
বাহ্যিক সংৰক্ষণ ডিভাইচ,બાહ્ય સંગ્રહ ઉપકરણ
নিষ্কাশন,નિષ્કર્ષણ
বহিঃপ্ৰক্ষেপণ,એક્સ્ટ્રાપોલેશન
পেনেল আখৰ প্ৰিন্টাৰ,પેનલ અક્ષર પ્રિન્ટર
বিফল-নিৰাপদ কাৰ্য্য,નિષ્ફળ-સુરક્ષા કામગીરી
বিফলতাৰ হাৰ,નિષ્ફળતા દર
বিফলতা নিৰ্গমন,નિષ્ફળતા સ્રાવ
মিছা ক&#39;ড,ખોટો કોડ
মিছা ভুল,ખોટી ભૂલ
"১.বিনিয়োগ, ২.বিনিয়োগ পইণ্ট","1.રોકાણ, 2.રોકાણ પોઈન્ટ્સ"
"1. ইছ্যু, 2. ইছ্যু নম্বৰ","1. અંક, 2. અંક નંબર"
"1. প্ৰতিলিপি I/O ডিভাইচ, 2. প্ৰতিলিপি ইনপুট ডিভাইচ/আউটপুট","1. પ્રતિકૃતિ I/O ઉપકરણ, 2. પ્રતિકૃતિ ઇનપુટ ઉપકરણ/આઉટપુટ"
দ্ৰুত ফোৰিয়াৰ স্থানান্তৰ,ઝડપી ફોરિયર ટ્રાન્સફર
মাৰাত্মক ভুল,જીવલેણ ભૂલ
ত্ৰুটি ধৰা পেলোৱা,ખામી શોધ
দোষ নিদান,ખામી નિદાન
দোষ সহনশীলতা,સહનશીલતા દોષ
ফেক্স,ફેક્સ
ফেক্স বাৰ্তা,ફેક્સ સંદેશ
f dc,f dc
লক্ষণ ধৰা পেলোৱা,લક્ષણ શોધ
ফিল চকা,ફિલ વ્હીલ
পুনৰ বিনিয়োগ,પુનઃરોકાણ
"1.যোগানকাৰী, 2.পুষ্টি, 3.ফিডাৰ","1.સપ્લાયર, 2.પોષણ, 3.ફીડર"
আনন,કોઈપણ
ফিবোনাচি আৱিষ্কাৰ,ફિબોનાકી શોધ
ফিবোনাচি ক্ৰম,ફિબોનાકી ક્રમ
ফিবোনাচি ছিৰিজ,ફિબોનાકી શ્રેણી
ফাইবাৰ অপটিক্স,ફાઇબર ઓપ્ટિક્સ
ফিডো ফান্দ,ફિડો ટ્રેપ
অঞ্চল,પ્રદેશ
পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ,પાંચમી પેઢીનું કમ્પ્યુટર
"1.ফাইল, 2. ফাইল","1.ફાઈલ, 2. ફાઇલ"
ফাইল অভিগম পদ্ধতি,ફાઇલ એક્સેસ પદ્ધતિ
ফাইল আবণ্টন টেবুল,ફાઈલ ફાળવણી ટેબલ
ফাইল সংকোচন,ફાઇલ કમ્પ્રેશન
ফাইল কপি কৰা,ફાઇલ નકલ
নথিপত্ৰ বিন্যাস,ફાઇલ રૂપરેખાંકન
ফাইল মাৰ্জ কৰক,ફાઇલ મર્જ
ফাইল পুনৰুদ্ধাৰ,ફાઇલ પુનઃપ્રાપ્તિ
নথিপত্ৰ সংৰক্ষণ,ફાઇલ સંગ્રહ
নথিপত্ৰ গঠন,ફાઇલ માળખું
নথিপত্ৰপ্ৰণালী,ફાઇલ સિસ્ટમ
ফাইল স্থানান্তৰ,ફાઇલ ટ્રાન્સફર
নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP),ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP)
ফিল্টাৰ,ફિલ્ટર
শেষৰ স্থান,છેલ્લી સ્થિતિ
সন্ধান,શોધો
সসীম অৱস্থাৰ যন্ত্ৰ,મર્યાદિત રાજ્ય મશીન
জুইৰ দেৱাল,આગ દિવાલ
ফাৰ্মৱেৰ,ફર્મવેર
প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক,વહેલા તે પહેલાં
প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ,પ્રથમ પેઢીના કમ્પ્યુટર
প্ৰথম ইনপুট প্ৰথম সংখ্যা (FIFO),ફર્સ્ટ ઇનપુટ ફર્સ્ટ ઇશ્યુ (FIFO)
প্ৰথম ক্ৰমৰ যুক্তি,પ્રથમ ઓર્ડર દલીલ
প্ৰথম ক্ৰমৰ নীতি,પ્રથમ ઓર્ડર સિદ્ધાંત
ফিক্সড ডিভিজন,નિશ્ચિત વિભાજન
চহী,હસ્તાક્ષર
