Hindi,Marathi
1. परिमापन 2. कूतना 3. आकलन,1. मापन 2. उडी 3. मूल्यांकन
पांडुरता,चातुर्य
सुजननिक,सुजननिक
मूल्यांकन,मूल्यमापन
वाष्पनमापी,स्टीम गेज
वाष्पन-वाष्पोत्सर्जन,बाष्पीभवन
सदाहरित क्रांति,शाश्वत क्रांती
1. सदाहरित 2. सदापर्णी,1. सदाहरित 2. सदाहरित
विकास,विकास
उच्छेद करना,कापला
परिक्षय (उर्वरता),परिक्षय (प्रजनन क्षमता)
शोषण,शोषण
1. खोज 2. अन्वेषण,1. अन्वेषण 2. अन्वेषण
1. बहिर्वेधन 2. उत्सारण,1. एक्सट्रूजन 2. उत्सर्जन
आंख,डोळा
1. कारक 2. घटक 3. उपादान 4. साधन,1. घटक 2. घटक 3. घटक 4. संसाधन
कारक उत्पादकता,घटक उत्पादकता
आढ़तिये का बट्टा,व्यापारी सवलत
क्रमगुणित ब्लॉक डिजाइन,फॅक्टोरियल ब्लॉक डिझाइन
विकल्पी,पर्यायी
1. पड़ती 2. पलिहर,1. पट्टी 2. पालिहार
कुल,स्थूल
प्रक्षेत्र मूल्यांकन,फील्ड मूल्यांकन
प्रक्षेत्र का बजट बनाना,शेती बजेट
कृषि व्यवसाय,कृषी व्यवसाय
प्रक्षेत्र नियोजन,क्षेत्र नियोजन
1. किसान 2. कृषक,1. शेतकरी 2. शेतकरी
1. कृषि 2. खेती,1. शेती 2. शेती
संघट्टन,टक्कर
बहुप्रजनन,एकाधिक प्रजनन
किण्वन,किण्वन
उर्वरता,प्रजनन क्षमता
उर्वरक,खत
उर्वरक उपयोग दक्षता,खत वापर कार्यक्षमता
रेशेदार,तंतुमय
1. खेत 2. क्षेत्र 3. स्थान,1. शेत 2. क्षेत्रफळ 3. ठिकाण
मृदा जलधारिता,माती पाणी धारण
प्रक्षेत्र प्रदर्शन,फील्ड प्रात्यक्षिक
1. स्थिरीकरण 2. यौगिकीकरण 3. निर्धारण,1. स्थिरीकरण 2. फिक्सेशन 3. फिक्सेशन
1. आप्लावन 2. अधिसिंचन,1. पूर 2. गर्भाधान
प्रवाह आरेख,प्रवाह चित्र
खाद्य मान,अन्न मूल्य
चारा,चारा
पूर्वानुमान,अंदाज
वन,वन
वनरोपण,वनीकरण
1. ताड़पर्ण 2. प्रपर्ण,1. तडपर्न 2. फॉर्म
तुषार रोधी,दंव प्रतिरोधक
1.पाला 2. तुषार,1. पाला 2. अनिष्ट
1. हिमशीतित 2. हिमीकृत,1. गोठलेले 2. गोठलेले
फलन,कार्य
1. फल पातन 2. फल का झड़ना,1. फ्रुट फॉल 2. फ्रुट फॉल
फल बनना,फळ बनणे
1. धूमन 2. धूम देना,1. फ्युमिगेशन 2. फ्युमिगेशन
कवकनाशी,बुरशीनाशक
कवकरोधी,बुरशीविरोधी
कवक,बुरशी
1. खूड़ 2. सीता,1. खुद 2. सीता
1. संलयन 2. संगलन,1. फ्यूजन 2. फ्यूजन
रूआं,कापूस लोकर
रोएंदार,केसाळ
1. वृक्ष व्रण 2. पिटिका,1. झाडाचा व्रण 2. पिटिका
1. युग्मक 2. गैमीट,1. गेमेट्स 2. गेमेट्स
1. उद्यान 2. बाग,1. बाग 2. बाग
1. पनसाल 2. जलमापी,1. पानसाल 2. हायड्रोमीटर
जीन संग्रह,जनुक संग्रह
जीन टैगन,जीन टॅगन
वंशावली विज्ञान,वंशावळी
जीन मानचित्र,जनुक नकाशा
आनुवंशिकी,अनुवांशिक
1. जीनोम 2. संजीन,1. जीनोम 2. सांगेन
संजीनी संग्रह,संजिनी कलेक्शन
जीनोमिक्स,जीनोमिक्स
जीनप्ररूपी,जीनोटाइप
1. जीनी संरचना 2. जीन प्ररूप,1. जीन स्ट्रक्चर 2. जीन प्रकार
वंश,लिनेज
1. जीनस 2. वंश,1. वंश 2. वंश
1. रोगाणु 2. जर्म,1. जंतू 2. जंतू
रोगाणुनाशी,जंतूनाशक
अंकुरण,उगवण
1. जननद्रव्य 2. जर्मप्लाज्म,1. जर्मप्लाझम 2. जर्मप्लाझम
जिबरेलिक अम्ल,गिबेरेलिक ऍसिड
ओटना,गोळा करणे
तुष,तुष
1. लसदार 2. ग्लूटिनी,1. ग्लूटेन 2. खादाड
ग्लाइकोलिसिस,ग्लायकोलिसिस
नाइस,छान
स्वर्णिम क्रांति,सुवर्ण क्रांती
1. श्रेणीकरण 2. वर्गीकरण 3. स्तरीकरण,1. वर्गीकरण 2. वर्गीकरण 3. स्तरीकरण
1. कलमबंद पादप 2. कलमी पौधा,1. कलमी वनस्पती 2. पेनम्ब्रल वनस्पती
कलम असंगत,पेन विसंगत
ग्रैना,ग्राना
कणिकायन,दाणेदार
हरी खाद,हिरवे खत
हरित क्रांति,हरित क्रांती
वृद्धि और परिवर्धन,वाढ आणि विकास
1. गोंद रोग 2. गोंदार्ति,1. हिरड्या रोग
भिन्नस्थ - उभयस्त्रीलिंगी,विषमलिंगी
1. प्रकृति 2. स्वभाव 3. रूपगुण 4. स्वरूप,1. प्रकृति 2. निसर्ग 3. रूपगुण 4. रूप
1. ओला 2. करकापात 3. करका,1. ओला 2. कर्कपट 3. कर्का
रोमिलवैच,रोमिलवॉच
लवणमृदोद्भिद्,खारट गळू
हैरो,हॅरो
1. तुड़ाई सूचकांक 2. कटाई सूचकांक,1. कापणी निर्देशांक 2. कापणी निर्देशांक
1.कटाई 2. कटी फसल 3. तैयार फसल 4. उपज,1. कापणी 2. काढणी केलेले पीक 3. पूर्ण झालेले पीक 4. उत्पन्न
1. तोड़ना 2. कटाई 3. तुड़ाई,1. तोडणे 2. कापणी करणे 3. तोडणे
1. अंडे से निकलना 2. अंडा सेना,1. अंडी घालणे 2. अंडी फोर्स
सूखी घास,सुकलेले गवत
सूखा चारा,कोरडे खाद्य
गंजी,गंजी
धुंध,धुके
धुंधता,धुके
1. बाली 2. सिट्टा 3.मुंडक 4. शीर्ष 5. सिर 6. सिरा,1. बाली 2. सित्त 3. मुंडक 4. शीर्ष 5. डोके 6. सिरा
सिरा (नाली का),खोबणीचा शेवट
शीर्ष छंटाई,शीर्ष रोपांची छाटणी
बाड़,कुंपण
अधिरक्षण,ताब्यात
कुंडलिनी,कुंडलिनी
हेमैटाइट,हेमॅटाइट
1. शाक 2. बूटी,1. औषधी वनस्पती 2. औषधी वनस्पती
1.वनस्पति संग्रह 2. वनस्पति संग्रहालय,1.बॉटनिकल कलेक्शन 2.बॉटनिकल म्युझियम
शाकनाशी,तणनाशक
आनुवंशिकता,आनुवंशिकता
वंशागतित्व,आनुवंशिकता
उभयलिंगी,उभयलिंगी
विषमवर्णी,heterochromatic
विषम-निषेचन,heterofertilization
1. संकरओज 2. हेटेरोसिस,1. हायब्रिडोज 2. हेटेरोसिस
लिंगक्रोमोसोम,सेक्सक्रोमोसोम
परपोषित,पालनपोषण
षड्गुणित,हेक्साडेसिमल
शीत निष्क्रियता,थंड सुप्तता
उच्च सघनता रोपण,उच्च घनता लागवड
1. पिंडलक 2. हिल (धान),1. पिंडलक 2. टेकडी (भात)
आयतचित्र,हिस्टोग्राम
उच्च तकनीकी औद्यानिकी,उच्च तंत्रज्ञान फलोत्पादन
1.करंड 2. छत्ता,1. दही 2. पोळ्या
1.गुड़ाई 2. गोड़ना,1. खुरपणी 2. खुरपणी
जोत,धारण
निजी फार्म,खाजगी शेत
समस्थिति,होमिओस्टॅसिस
वासभूमि,जन्मभुमी
समांगता,एकजिनसीपणा
1.सजातीय 2. समांगी,1. एकसंध 2. एकसंध
समधर्मी,सहानुभूती
समयुग्मज,एकसंध
1.खुरलिका 2. खाद्यधानी 3. हापर,1. खुर्लिका 2. अन्न कंटेनर 3. हापर
1.संस्तर 2. क्षितिज,1. थर 2. क्षितिज
औद्यानिक फसलें,बागायती पिके
1. उद्यान विज्ञान 2. बागवानी 3. उद्यान कृषि 4.औदयानिकी,1. फलोत्पादन 2. फलोत्पादन 3. फलोत्पादन 4. फलोत्पादन
