Telugu,Tamil
శిలీంద్ర సంహారిణి,பூஞ்சைக் கொல்லி
శిలీంధ్ర,பூஞ்சை
ఫంగస్,பூஞ்சை
ఫ్యూరో,ஃபுரோ
ఫ్యూజన్,இணைவு
ఫజ్,குழப்பம்
మసక,தெளிவில்லாமல்
"ఫెన్నెల్, సోంపు","பெருஞ்சீரகம், சோம்பு"
FENUGREEK,வெந்தயம்
అత్తి,படம்
ఫింగర్ మిల్లెట్,விரல் தினை
ఫైర్-ఫ్లేమ్ బుష్,தீ-துடிப்பு புஷ்
అటవీ జ్వాల,காடுகளின் சுடர்
ఫ్రెంచ్ బీన్,பிரஞ்சு பீன்
ఫ్లీ,பிளே
ఫాక్స్,நரி
ఫ్రూట్ ఫ్లై,பழ ஈ
పిత్తాశయం,பித்தப்பை (ஹார்ட்)
గామేట్,கேமட்
తోట,தோட்டம்
గేజ్ (నీరు),அளவை (நீர்)
జీన్ బ్యాంక్,மரபணு வங்கி
జన్యు ట్యాగింగ్,மரபணு குறிச்சொல்
జన్యుశాస్త్రం,மரபணு
జన్యు పటం,மரபணு வரைபடம்
జన్యుశాస్త్రం,மரபியல்
జన్యువు,மரபணு
జెనోమిక్ లైబ్రరీ,மரபணு நூலகம்
జెనోమిక్స్,மரபணு
జన్యురూపం,மரபணு வகை
జన్యురూపం,மரபணு வகை
జాతి,வகை
జాతి,வகை
జెర్మ్,கிருமி
జెర్మిసైడ్,கிருமி கொல்லி
అంకురోత్పత్తి,முளைப்பு
జెర్మ్ప్లాజమ్,ஜெர்ம்ப்ளாஸ்
గిబ్బెరెల్లిక్ ఆమ్లం,கிபெரெல்லிக் அமிலம்
జిన్నింగ్,ஜின்னிங்
గ్లూమ్,பளபளப்பு
గ్లూటినస్,குளுட்டினஸ்
గ్లైకోలిసిస్,கிளைகோலிசிஸ்
గ్నిస్,கெய்ஸ்
గోల్డెన్ రివల్యూషన్,தங்க புரட்சி
గ్రేడింగ్,தரப்படுத்தல்
అంటు వేసిన మొక్క,ஒட்டுதல் ஆலை
అంటుకట్టుట-అపజయం,ஒட்டு-இணக்கமானது
గ్రన్నా,கிரன்னா
గ్రాన్యులేషన్,குருணையாக்கம்
ఆకుపచ్చ ఎరువు,பச்சை உரம்
హరిత విప్లవం,பசுமை புரட்சி
పెరుగుదల మరియు అభివృద్ధి,வளர்ச்சி மற்றும் வளர்ச்சி
గుమ్మోసిస్,கம்மோசிஸ்
గైనోడియోసియస్,கினோடியோசியஸ்
పిత్తాశయ గింజ,கால் நட்டு
వెల్లుల్లి,பூண்டு
గెర్బెరా,ஜெர்பெரா
గెర్కిన్,கெர்கின்
అల్లం,இஞ்சி
గ్లాడియోలస్,கிளாடியோலஸ்
మేక కలుపు (అగెరాటమ్),ஆடு களை (ஏஜெரட்டம்)
ద్రాక్షపండు,திராட்சைப்பழம்
ద్రాక్ష,திராட்சை
ఆకుపచ్చ గ్రామ్,பச்சை கிராம்
గ్రెవియా,க்ரூவியா
వేరుశనగ,நிலக்கடலை
గువా,கொய்யா
గినియా గడ్డి,கினியா புல்
పిత్తాశయ మిడ్జ్,பித்தப்பை மிட்ஜ்
గడ్డి హాప్పర్,புல் ஹாப்பர்
గుండీ బగ్,குந்தி பிழை
అలవాటు,பழக்கம்
వడగళ్ళు,ஆலங்கட்டி
హెయిరీ వెచ్,ஹேரிவெட்ச்
హలోఫైట్,ஹாலோபைட்
హారో,ஹாரோ
హార్వెస్ట్ ఇండెక్స్,அறுவடை அட்டவணை
హార్వెస్ట్,அறுவடை
హార్వెస్టింగ్,அறுவடை
హాచ్,ஹட்ச்
హే,வைக்கோல்
హేలేజ్,ஹேலேஜ்
హేస్టాక్,வைக்கோல்
పొగమంచు,மூடுபனி
మబ్బుగా,மங்கலான
తల (అగ్రో),தலை (வேளாண்)
తల (ఛానెల్ యొక్క),தலை (சேனலின்)
వెనుకకు వెళుతుంది,பின்னோக்கி செல்வது
హెడ్జ్,ஹெட்ஜ்
హెడ్జింగ్,ஹெட்ஜிங்
హెలిక్స్,ஹெலிக்ஸ்
హెమటైట్,ஹெமாடைட்
హెర్బ్,மூலிகை
హెర్బేరియం,ஹெர்பேரியம்
హెర్బిసైడ్,களைக்கொல்லி
వంశపారంపర్యత,பரம்பரை
మతవిశ్వాశాల,ஹெர்டிலேஷன்
హెర్మాఫ్రోడైట్,ஹெர்மாஃப்ரோடைட்
హెటెరోక్రోమటిక్,ஹீட்டோரோக்ரோமாடிக்
హెటెరోఫెర్టిలైజేషన్,ஹீட்டோரோஃபெர்டைமயமாக்கல்
హెటెరోసిస్,ஹீட்டோரோசிஸ்
హెటెరోసోమ్,ஹீட்டோரோசோம்
హెటెరోట్రోఫ్,ஹீட்டோரோட்ஃப்
హెక్సాప్లాయిడ్,ஹெக்ஸாபிளாய்டு
హైబర్నేట్,ஹைபர்னேட்
అధిక సాంద్రతగల నాటడం,அதிக அடர்த்தி நடவு
కొండ (బియ్యం),மலை (அரிசி)
హిస్టోగ్రాం,ஹிஸ்டோகிராம்
హిటెక్ హార్టికల్చర్,ஹிட்டெக் தோட்டக்கலை
అందులో నివశించే తేనెటీగలు,ஹைவ்
హూయింగ్,HOEING
పట్టుకొని,வைத்திருத்தல்
హోమ్ ఫామ్,வீட்டு பண்ணை
హోమియోస్టాసిస్,ஹோமியோஸ்டாஸிஸ்
హోమ్‌స్టెడ్,ஹோம்ஸ்டெட்
సజాతీయత,ஒருமைப்பாடு
సజాతీయ,ஒரே மாதிரியான
హోమోలోగస్,ஹோமோலாஜஸ்
హోమోజైగోట్,ஹோமோசைகோட்
హాప్పర్,ஹாப்பர்
హోరిజోన్,அடிவானம்
ఉద్యాన పంటలు,தோட்டக்கலை பயிர்கள்
హార్టికల్చర్,தோட்டக்கலை
హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్,ஹார்டி-சில்வி ஆயர் விவசாயம்
హోస్ట్,தொகுப்பாளர்
వేడి నీటి చికిత్స,சூடான நீர் சுத்திகரிப்பு
హల్,ஹல்
తేమ,ஈரப்பதம்
హ్యూమస్,இயற்கையானது
హస్క్,உமி
హస్కర్,ஹஸ்கர்
హస్కింగ్,உமி
హైబ్రిడ్,கலப்பின
హైబ్రిడైజేషన్,கலப்பினமாக்கல்
ఆర్ద్రీకరణ,நீரேற்றம்
హైడ్రాలజీ,நீர்நிலை
జలవిశ్లేషణ,நீராற்பகுப்பு
హైడ్రోమీటర్,ஹைட்ரோமீட்டர்
హైడ్రోఫిలస్,ஹைட்ரோபிலஸ்
హైడ్రోపోనిక్స్,ஹைட்ரோபோனிக்ஸ்
హైడ్రోస్పియర్,ஹைட்ரோஸ்பியர்
జలవిద్యుత్,ஹைட்ரோஸ்கோபாரிட்டி
హైపర్‌పారాసైట్,ஹைபராசைட்
హైపర్‌ప్లాసియా,ஹைப்பர் பிளேசியா
హైఫా,ஹைபா
హైపోకోటైల్,ஹைபோகோடைல்
పరికల్పన,கருதுகோள்
గర్భసంచి,கருப்பை ஒடுக்கி
హాజెల్ గింజ,ஹேசல் நட்டு
జనపనార,சணல்
హెన్‌బేన్,ஹென்பேன்
హెన్నా,மருதாணி
మందార,ஒளி வண்ண மலர்கள் கொண்ட ஒரு செடி
హాప్,ஹாப்
ఉలవలు,குதிரை கிராம்
గుర్రం-కంటి-బీన్,குதிரை-கண்-பீன்
తేనెటీగ,தேனீ
హాప్పర్,ஹாப்பர்
హార్టికల్చర్,தோட்டக்கலை நிபுணர்
హైడ్రాలజిస్ట్,நீர்நிலை நிபுணர்
సిటు అంటుకట్టుటలో,சிட்டு ஒட்டுதலில்
విట్రోలో,ஆய்வுக்கூட சோதனை முறையில்
వివో లో,உயிருள்ள
విచక్షణారహితం,கண்மூடித்தனமான
పురుగు,பூச்சி
పురుగుల తెగులు,பூச்சி பூச்சி
పురుగు,பூச்சி
పురుగుమందు,பூச்சிக்கொல்லி
పురుగుమందు,பூச்சிக்கொல்லி
ఇన్సోలేషన్,இன்சோலேஷன்
కరగని,கரையாத
నాడులు,இன்ஸ்டார் (பூச்சி)
ఇన్సులేటర్,இன்சுலேட்டர்
ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్,ஒருங்கிணைந்த நோய் மேலாண்மை
ఇంటిగ్రేటెడ్ పోషక నిర్వహణ,ஒருங்கிணைந்த ஊட்டச்சத்து மேலாண்மை
ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్,ஒருங்கிணைந்த பூச்சி மேலாண்மை
తీవ్రత,தீவிரம்
ఇంటెన్సివ్,தீவிர
ఇంటర్‌క్రాప్,இடைக்கால
(పరస్పర కల్చే,இடைக்கணிப்பு (இடைக்கால)
వడ్డీ,ஆர்வம்
ఇంటర్నోడ్,இன்டர்னோட்
కణ విభజన,இடைமுகம் (செல் பிரிவு)
ఇంటర్‌పోలేషన్,இடைக்கணிப்பு
ఇంటర్-స్టెరైల్,இடை-மாடி
జాబితా,சரக்கு
విలోమం,தலைகீழ்
Insucre,ஈடுபாடு
అయాన్,அயன்
వికిరణం,கதிர்வீச்சு
నీటిపారుదల,நீர்ப்பாசனம்
ISO యుగ్మ వికల్పాలు,ஐசோ அல்லீல்கள்
ISO ఉత్పత్తి వక్రత,ஐஎஸ்ஓ தயாரிப்பு வளைவு
ఐసోబార్,ஐசோபார்
ఐసోగామి,ஐசோகாமி
ఐసోలేషన్ దూరం,தனிமைப்படுத்தும் தூரம்
ఐసోప్లాయిడ్,ஐசோப்ளாய்டு
ఐసోక్వాంట్,ஐசோகண்ட்
ఐసోటోప్,ஐசோடோப்
ఇండియన్ బిర్చ్,இந்திய பிர்ச்
ఇండియన్ బ్లూ పైన్,இந்திய நீல பைன்
భారతీయ చెర్రీ,இந்திய செர்ரி
భారతీయ జునిపెర్,இந்திய ஜூனிபர்
భారతీయ కినో చెట్టు,இந்திய கினோ மரம்
భారతీయ లారల్ చెట్టు,இந்திய லாரல் மரம்
భారతీయ పిచ్చి,இந்திய மேட்
ఇండియన్ మాడ్లర్,இந்திய மேட்லர்
ఇండియన్ పోడో ఫైలం,இந்திய போடோ பைலம்
ఇండిగో,இண்டிகோ
ఇటాలియన్ మిల్లెట్,இத்தாலிய தினை
ఐవరీ ట్రీ,தந்தம் மரம்
ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ,ஐவி சுரைக்காய்/சிறிய சுண்டைக்காய்
బెల్లం,வெல்லம்
జపోనికా రైస్,ஜபோனிகா அரிசி
జాసిద్,ஜாசிட்
జవానికా రైస్,ஜவானிகா ரைஸ்
జెల్లింగ్,கூச்சலிடுதல்
H ుమ్ సాగు,ஜம் சாகுபடி
జంపింగ్ జన్యువు,ஜம்பிங் மரபணு
జంక్ DNA,குப்பை டி.என்.ஏ
బాల్య దశ,சிறார் கட்டம்
జాకరంద,ஜகரந்தா
జాక్‌ఫ్రూట్,ஜாக்ஃப்ரூட்
జామున్,ஜமுன்
జాస్మిన్,மல்லிகை
జట్టి ఖట్టి,ஜட்டி கட்டி
జాట్రోఫా,ஜட்ரோஃபா
జనపనార,சணல்
జాసిడ్స్,ஜாசிட்ஸ்
కయోలిన్,கயோலின்
KAOLINITE,கயோலினைட்
KAOLINITE,கயோலினைட்
కారింగైమా,கரியென்சிமா
కారియోడెస్మా,Karyodesma
కార్యోగామి,கரியோகாமி
కర్ణభ్యాసనము,கரியோகிராம் (இடைஜியோகிராம்)
కారియోకినిసిస్,காரியோகினேசிஸ்
కార్యాలజీ,கரியாலஜி
కారియోలిసిస్,காரியோலிசிஸ்
కారియన్,காரியோன்
కార్యోటైప్,காரியோடைப்
అల్గ,கெல்ப் (ஆல்கா)
కెల్విన్ సైకిల్,கெல்வின் சுழற்சி
కెరాటిన్,கெராடின்
కెర్నల్,கர்னல்
ఖైరా వ్యాధి,கைரா நோய்
ఖరీఫ్,கரிப்
తమాషా,விளையாடினேன்
కైనెటోచోర్,கினெடோகோர்
వంటగది తోట,சமையலறை தோட்டம்
క్లీన్ఫిల్టర్ సిండ్రోమ్,க்ளீன்ஃபில்டர் நோய்க்குறி
Klenow భాగం,க்ளெனோ துண்டு
ముడి,முடிச்சு
కోచ్ యొక్క పోస్టులేట్,கோச்சின் போஸ்டுலேட்
కొరిమి,கோபனின் வகைப்பாடு (காலநிலை)
క్రెబ్స్ చక్రం,கிரெப்ஸ் சுழற்சி
కుర్టోసిస్,கர்டோசிஸ்
KVK,கே.வி.கே (கிருஷி விஜியன் கேந்திரா)
కడమ్,கதம்
కాలే,காலே
కాన్స్ గడ్డి,கன்ஸ் புல்
కరోండా,கரோண்டா
"కిడ్నీ బీన్, రాజ్మా","சிறுநீரக பீன், ராஜ்மா"
కివిఫ్రియుట్,கிவிஃப்ரியட்
నోల్ ఖోల్,KNOL கோல்
కోడాంపులి,கோடம்புலி
కోడో మిల్లెట్,கோடோ தினை
కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్),கோகம் வெண்ணெய் மரம் (மங்கோஸ்டீன்)
ఖాప్రా బీటిల్,கப்ரா வண்டு
L.D.50 (ప్రాణాంతక మోతాదు 50),L.D.50 (மரணம் டோஸ் 50)
ల్యాబ్ టు ల్యాండ్,தரையிறக்க ஆய்வகம்
లేబుల్,லேபிள்
శ్రమ,தொழிலாளர்
లాక్ ఒపెరాన్ మోడల్,லாக் ஓபரான் மாதிரி
చనుబాలివ్వడం,பாலூட்டுதல்
క్షీరసమూరం,லாக்டோஜெனிக் ஹார்மோன் (புரோலாக்டின்)
లాక్టోస్,லாக்டோஸ்
లాగింగ్ స్ట్రాండ్,பின்தங்கிய இழை
లాంబ్డా క్లోనింగ్ వెక్టర్,லாம்ப்டா குளோனிங் திசையன்
లామినార్ గాలి ప్రవాహం,லேமினார் காற்று ஓட்டம்
దీపం బ్రష్ క్రోమోజోమ్,விளக்கு தூரிகை குரோமோசோம்
భూమి,நில
భూమి సామర్థ్య వర్గీకరణ,நில திறன் வகைப்பாடு
భూమి సామర్థ్య పటం,நில திறன் வரைபடம்
భూమి క్షీణత,நில சீரழிவு
భూమి సమాన నిష్పత్తి,நில சமமான விகிதம்
ల్యాండ్ లెవలింగ్,நில சமநிலை
భూమి పునరుద్ధరణ,நில மீட்பு
ల్యాండ్ స్కేపింగ్,இயற்கையை ரசித்தல்
భూమి అనుకూలత,நில பொருந்தக்கூடிய தன்மை
భూ వినియోగ విధానం,நில பயன்பாட்டு முறை
లాంగర్‌హాన్స్ కణాలు,லாங்கர்ஹான்ஸ் செல்கள்
లోపం రేటు,குறைவு வீதம்
లార్వా,லார்வா
జాప్యం,தாமதம்
గుప్త,உள்ளுறை
గుప్త సంక్రమణ,மறைந்திருக்கும் தொற்று
పార్శ్వ,பக்கவாட்டு
లాటరైట్ నేలలు,லேட்டரைட் மண்
రబ్బరు పాలు,லேடெக்ஸ்
లాథరిజం,லாடிரிசம்
లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి),லத்தீன் சதுர வடிவமைப்பு (எல்.எஸ்.டி)
లాటిస్,நட்டு
కంపన ప్రయోజనం యొక్క చట్టం,முக்கிய நன்மை சட்டம்
స్థిరమైన రాబడి యొక్క చట్టం,நிலையான வருமானத்தின் சட்டம்
రాబడిని తగ్గించే చట్టం,வருவாயைக் குறைக்கும் சட்டம்
పెరుగుతున్న చట్టం,மீண்டும் அதிகரிக்கும் சட்டம்
కారకాలు పరిమితం చేసే చట్టం,கட்டுப்படுத்தும் காரணிகளின் சட்டம்
కనీస చట్టం,குறைந்தபட்ச சட்டம்
ప్రత్యామ్నాయ చట్టం,மாற்று சட்டம்
వేరియబుల్ నిష్పత్తుల చట్టం,மாறி விகிதாச்சாரத்தின் சட்டம்
పొర,அடுக்கு
లేఅవుట్,தளவமைப்பு
లీచేట్,லீகேட்
లీచింగ్ సామర్థ్యం,கசிவு திறன்
లీచింగ్ అవసరం,வெளியேறும் தேவை
ప్రముఖ స్ట్రాండ్,முன்னணி ஸ்ட்ராண்ட்
ఆకు ప్రాంతం వ్యవధి,இலை பரப்பளவு காலம்
ఆకు ప్రాంత సూచిక,இலை பகுதி அட்டவணை
ఆకు ప్రాంత నిష్పత్తి,இலை பரப்பளவு விகிதம்
ఆకు మైనర్,இலை சுரங்கத் தொழிலாளர்
ఆకు పరీక్ష,இலை சோதனை
ఆకు,இலை
కరపత్రం,துண்டுப்பிரசுரம்
లీజు,குத்தகை
చిక్కుళ్ళు,பருப்பு
లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం),LEISA - (குறைந்த ஆற்றல் உள்ளீடு நிலையான விவசாயம்)
లెంటిసెల్,Lenticel
లెంటో క్యాపిల్లరీ పాయింట్,லென்டோ கேபிலரி புள்ளி
లెప్టోనెమా,லெப்டோனெமா
లెప్టోస్పిరోసిస్,லெப்டோஸ்பிரோசிஸ்
లెరో-మార్ఫిక్,லீரோ-மோர்பிக்
గాయం,புண்
ప్రాణాంతక మ్యుటేషన్,மரணம் பிறழ்வு
ల్యూకోప్లాస్ట్,லுகோபிளாஸ்ட்
స్థాయి టెర్రేస్,நிலை மொட்டை மாடி
లెవెలర్,சமநிலையாளர் (லெவியர்)
స్థాయి స్థాయికిట,சமன் செய்தல் (நிலத்தின்)
లే వ్యవసాయం,லே விவசாயம்
లైబిగ్ యొక్క కనీస చట్టం,லிபிக்கின் குறைந்தபட்ச சட்டம்
లిగేషన్,லிகேஷன்
తేలికపాటి పరిహారం పాయింట్,ஒளி இழப்பீட்டு புள்ளி
కాంతి సంతృప్త తీవ్రత,ஒளி செறிவு தீவிரம்
కాంతి ప్రసార నిష్పత్తి,ஒளி பரிமாற்ற விகிதம்
లైట్ ట్రాప్,ஒளி பொறி
పరిమితి,லிமிங்
పరిమితి,வரம்பு
పరిమితం చేసే కారకం,கட்டுப்படுத்தும் காரணி
లిమోనైట్,லிமோனைட்
లైన్,வரி
సరళ ప్రతిస్పందన,நேரியல் பதில்
అనుసంధానం,இணைப்பு
అనుసంధాన సమూహం,இணைப்புக் குழு
లింకర్,இணைப்பான்
లింట్ ఇండెక్స్,லின்ட் இன்டெக்ஸ்
Linters,லின்டர்ஸ்
లిపిడ్,கொழுமியம்
లిపోలిసిస్,லிபோலிசிஸ்
లిక్విడేషన్,கலைப்பு
లిస్టర్,லிஸ்டர்
లిస్టర్,லிஸ்டர்
జాబితా,பட்டியல்
లిథోస్పియర్,லித்தோஸ்பியர்
లిట్టర్,குப்பை
లైవ్ మల్చెస్,நேரடி தழைக்கூளம்
లివర్‌వోర్ట్,லிவர்வார்ட்
పశువులు,கால்நடைகள்
స్థానిక నియంత్రణ,உள்ளூர் கட்டுப்பாடு
లోకస్,இடம்
మిడుత,வெட்டுக்கிளி
బస (పంట బస),தங்குமிடம் (பயிர் உறைவிடம்)
లోడిక్యూల్,லோடிகுல்
Wheess,Lodess
లోగార్తిమిక్ పరివర్తన,மடக்கை மாற்றம்
లాంగ్ - డే మొక్క,நீண்ட - நாள் ஆலை
లాంగ్ వేవ్ రేడియేషన్,நீண்ட அலை கதிர்வீச்சு
లూప్,லூப்
లాపింగ్,லோப்பிங்
కలప,மரம் வெட்டுதல்
లక్స్,லக்ஸ்
లగ్జరీ వినియోగం (పోషకం),ஆடம்பர நுகர்வு (ஊட்டச்சத்து)
లగ్జరీ జన్యువులు,சொகுசு மரபணுக்கள்
లైకోపీన్,லைகோபீன்
శోషరస,நிணநீர்
లైసిమీటర్,லைசிமீட்டர்
సెల్ యొక్క లైసిస్,கலத்தின் லிசிஸ்
లైసోజెని,லைசோஜெனி
లైసోజోమ్,லைசோசோம்
లైసోజైమ్,லைசோசைம்
లాక్ ట్రీ,லாக் மரம்
లక్ష,லாக்
"లేడీ ఫింగర్, ఓక్రా","லேடிஸ் விரல், ஓக்ரா"
భూమి కాల్‌ట్రోప్‌లు,லேண்ட் கால்ட்ரோப்ஸ்
లాంటానా,லந்தானா
లాథైరస్,லாதிரஸ்
లీక్,லீக்
నిమ్మ గడ్డి,எலுமிச்சை புல்
నిమ్మకాయ,எலுமிச்சை
కాయధాన్యం,பயறு
లెక్వోరిస్,லெக்வோர்ஸ்
పాలకూర,கீரை
లిల్లీ,லில்லி
సున్నం,சுண்ணாம்பு
లిన్సీడ్,ஆளி விதை
లిట్చి,லிச்சி
సామలు,சிறிய தினை
పొడవైన పుచ్చకాయ,நீண்ட முலாம்பழம்
పొడవైన మిరియాలు,நீண்ட மிளகு
లోక్వాట్,லோகாட்
లోటస్,தாமரை
లార్సెర్న్,லுர்சர்ன்
లాక్ క్రిమి,லாக் பூச்சி
లేడీ బర్డ్ బీటిల్,லேடி பேர்ட் வண்டு
ఆకు మైనర్,இலை சுரங்கத் தொழிலாளர்
ఆకు రోలర్,இலை ரோலர்
ఆకు వెబ్బర్,இலை வெபர்
మిడుత,வெட்டுக்கிளி
స్థూల పరిణామం,மைக்ரோ பரிணாமம்
మాక్రోక్లైమేట్,மேக்ரோக்ளைமேட்
స్థూల కణాలు,மேக்ரோமிகுலூல்
స్థూల,மேக்ரோனேஷன்
మాక్రోన్యూట్రియంట్,மேக்ரோனூட்ரியண்ட்
మాక్రోపోర్స్,மேக்ரோபோர்கள்
మాగ్గోట్,மாகோட்
మాగ్మా,மாக்மா
మెగ్నీషియా,மெக்னீசியா
మెగ్నీషియం,வெளிமம்
మాగ్నెటిక్ స్టిరర్,காந்த அசை
పరిమాణం,அளவு
మహువా కేక్,மஹுவா கேக்
మెయింటెనర్ లైన్,பராமரிப்பாளர் வரி
నిర్వహణ,பராமரிப்பு
మొక్కజొన్న షెల్లర్,மக்காச்சோளம் ஷெல்லர்
మగ శుభ్రత,ஆண் மலட்டு
వైకల్యం,செயலிழப்பு
ప్రాణాంతకత,வீரியம்
పోషకాహార లోపం,ஊட்டச்சத்து குறைபாடு
దుర్వినియోగం,முறைகேடு
మాల్టింగ్,மால்டிங்
మాంగర్,மேலாளர்
మడ అడవులు,சதுப்புநிலங்கள்
మనోమీటర్,மனோமீட்டர்
మనోమీటర్,மனோமீட்டர்
మాంటిస్సా (లోగారిథం యొక్క),மன்டிசா (மடக்கை)
ఎరువు,உரம்
ఎరువు,உரமாக்குதல்
ఉపాంత,ஓரளவு
ఉపాంత వ్యయం,விளிம்பு செலவு
ఉపాంత భూమి,விளிம்பு நிலம்
ఉపాంత ఉత్పత్తి,விளிம்பு தயாரிப்பு
ఉపాంత రాబడి,விளிம்பு வருவாய்
మెరైన్,மரைன்
గుర్తు,குறிப்பாக்கி (மரபணு)
సంత,சந்தை
విక్రయించదగినది,சந்தைப்படுத்தக்கூடியது
విక్రయించదగిన మిగులు,சந்தைப்படுத்தக்கூடிய உபரி
మార్కెట్ మిగులు,சந்தைப்படுத்தப்பட்ட உபரி
మార్కెటింగ్,சந்தைப்படுத்தல்
మార్ష్,சதுப்பு நிலம்
ద్రవ్యరాశి ప్రవాహం,வெகுஜன ஓட்டம்
సామూహిక ఎంపిక,வெகுஜன தேர்வு
మాస్-స్పెక్ట్రోమీటర్,வெகுஜன-ஸ்பெக்ட்ரோமீட்டர்
మాస్ట్,மாஸ்ட்
తల్లి వారసత్వం,தாய்வழி பரம்பரை
సంభోగం,இனச்சேர்க்கை
మెట్రిక్ సంభావ్యత,மெட்ரிக் ஆற்றல்
పరిపక్వత,முதிர்வு
పరిపక్వత (పంట),முதிர்ச்சி (பயிர்)
గరిష్టంగా అందుబాటులో ఉన్న నీరు,கிடைக்கும் அதிகபட்ச நீர்
గరిష్ట పంట,அதிகபட்ச பயிர்
గరిష్ట అవశేష పరిమితి,அதிகபட்ச எச்ச வரம்பு
గరిష్ట స్థిరమైన దిగుబడి,அதிகபட்ச நிலையான மகசூல்
గరిష్ట థర్మామీటర్,அதிகபட்ச வெப்பமானி
గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం,அதிகபட்ச நீர் வைத்திருக்கும் திறன்
మేడో ఆర్చర్డింగ్,புல்வெளி பழத்தோட்டம்
మీలీ,மீலி
సగటు విచలనం,சராசரி விலகல்
సగటు జీవితం (అణు),சராசரி வாழ்க்கை (அணு)
సముద్ర మట్టం సగటు,சராசரி கடல் மட்டம்
చదరపు అర్థం,சராசரி சதுரம்
కొలత,அளவீடு
కొలత,அளவீட்டு
యాంత్రిక,இயந்திர
యాంత్రిక విశ్లేషణ,இயந்திர பகுப்பாய்வு (மண்)
యాంత్రిక ఇంపెడెన్స్,இயந்திர தடுப்பு
యాంత్రిక వ్యవసాయం,இயந்திரமயமாக்கப்பட்ட விவசாயம்
మధ్యస్థ,சராசரி
Plant షధ మొక్క,மருத்துவ ஆலை
మధ్యధరా వాతావరణం,மத்திய தரைக்கடல் காலநிலை
మెగాగామెటోజెనిసిస్,மெகாகமெடோஜெனெஸிஸ்
మెగాస్పోరంగియా,மெகாஸ்போரங்கியா
మహశితుడు,மெகாஸ்போர் (மேக்ரோஸ்போர்)
మెగాస్పోరోజెనిసిస్,மெகாஸ்போரோஜெனெஸிஸ்
మియోసిస్,ஒடுக்கற்பிரிவு
మెలో నేల,மூத்த மண்
DNA యొక్క ద్రవీభవన,டி.என்.ஏ உருகுதல்
మెంబ్రేన్ ఫిల్టర్,சவ்வு வடிகட்டி
మెండెలియన్ వారసత్వం,மெண்டிலியன் பரம்பரை
మెండెలిజం,மெண்டலிசம்
మెండెల్ యొక్క వారసత్వ చట్టం,மெண்டலின் பரம்பரை விதி
సరుకుల,பொருட்கள்
మెర్క్యురీ,புதன்
మెరిస్టెమ్,மெரிஸ்டெம்
మెసోక్లిమేట్,மீசோக்ளைமேட்
మీసోడెర్మ్,மீசோடர்ர்
మెసోఫిల్,மெசோபில்
మెసోఫైట్,மெசோஃபைட்
మీసో-పోర్స్,மெசோ-போர்ஸ்
మెసోస్పియర్,மீசோஸ்பியர்
దూత,மெசஞ்சர் ஆர்.என்.ஏ (எம்-ஆர்.என்.ஏ)
జీవక్రియ,வளர்சிதை மாற்றம்
జీవక్రియలు,வளர்சிதை மாற்றங்கள்
మెటల్ డ్యామ్,உலோக அணை
మెటామార్ఫిక్ రాళ్ళు,உருமாற்ற பாறைகள்
మెటామార్ఫోసిస్,உருமாற்றம்
మెటాఫేస్,மெட்டாஃபேஸ்
మెటాస్ట్రస్,மெட்டாஸ்ட்ரஸ்
మెటాక్సేనియా,மெட்டாக்சீனியா
వాతావరణ శాస్త్రం,வானிலை ஆய்வு
మెథెమోగ్లోబినేమియా,மெத்தமோகுளோபினீமியா
పద్ధతి ప్రదర్శన,முறை ஆர்ப்பாட்டம்
మైకా,மைக்கா
మైక్రో బేసిన్,மைக்ரோ பேசின்
మైక్రో జంతుజాలం,மைக்ரோ விலங்கினங்கள்
సూక్ష్మజీవి,நுண்ணுயிர்
సూక్ష్మజీవుల బయోమాస్ కార్బన్,நுண்ணுயிர் பயோமாஸ் கார்பன்
సూక్ష్మజీవుల క్షీణత,நுண்ணுயிர் சீரழிவு
సూక్ష్మజీవుల పురుగుమందు,நுண்ணுயிர் பூச்சிக்கொல்லி
మైక్రోబయాలజీ,நுண்ணுயிரியல்
సూక్ష్మజీవి,மைக்ரோபயாடிக்
మైక్రోక్లైమేట్,மைக்ரோக்ளைமேட்
సూక్ష్మ పర్యావరణం,நுண்ணிய சூழல்
మైక్రోఫ్లోరా,மைக்ரோஃப்ளோரா
మైక్రోగామెటోజెనిసిస్,மைக்ரோகாமெட்டோஜெனெஸிஸ்
మైక్రోర్రిగేషన్,நுண்ணிய நீரிழிவு
మైక్రోమెటొరాలజీ,மைக்ரோமீட்டரியாலஜி
మైక్రోన్యూట్రియంట్,நுண்ணூட்டச்சத்து
మైక్రోప్లాట్,மைக்ரோ பிளாட்
మైక్రోపోర్,மைக்ரோபோர்
మైక్రోపైల్,மைக்ரோபைல்
మైక్రోస్కోపీ,நுண்ணோக்கி
