Bengali,Gujarati
রূপান্তর বিকৃতি,સંક્રમણ વિકૃતિ
রূপান্তর মড্যুলেশন,સંક્રમણ મોડ્યુલેશન
অপ্রাসঙ্গিক সংকেত,અપ્રસ્તુત સંકેત
ক্রসবার বিনিময়,ક્રોસબાર વિનિમય
তির্যক ক্ষেত্র পরিবর্ধক,ટ્રાંસવર્સ ફીલ્ડ એમ્પ્લીફાયર
ক্রসওভার ডিটেক্টর,ક્રોસઓવર ડિટેક્ટર
ট্রানজিশন সার্কিট,સંક્રમણ સર્કિટ
ক্রিস্টাল মাইক্রোফোন,ક્રિસ્ટલ માઇક્રોફોન
ক্রিস্টাল অসিলেটর,ક્રિસ્ટલ ઓસિલેટર
কিউরি পয়েন্ট,ક્યુરી પોઈન્ટ
স্ট্রিম পরিবর্ধক,સ્ટ્રીમ એમ્પ્લીફાયર
বর্তমান নিয়ন্ত্রিত বর্তমান উৎস (CCCS),વર્તમાન નિયંત્રિત વર્તમાન સ્ત્રોત (CCCS)
বর্তমান নিয়ন্ত্রিত ভোল্টেজ উৎস (CCVS),વર્તમાન નિયંત્રિત વોલ્ટેજ સ્ત્રોત (CCVS)
স্ট্রিম রিচার্জ,સ્ટ્રીમ રિચાર્જ
বর্তমান লিভারেজ,વર્તમાન લાભ
বর্তমান সীমা,વર્તમાન મર્યાદા
প্রান্তিক বর্তমান প্রতিরোধক,સીમાંત વર્તમાન રેઝિસ્ટર
স্ট্রিম প্রতিফলন,સ્ટ્રીમ પ્રતિબિંબ
স্ট্রিম মোড লজিক,સ્ટ્રીમ મોડ લોજિક
স্ট্রিম অ্যাক্সেস,સ્ટ્રીમ એક્સેસ
স্ট্রিম উৎস,સ્ટ્રીમ સ્ત્રોત
বর্তমান-ভোল্টেজ রূপান্তরকারী,વર્તમાન-વોલ્ટેજ કન્વર્ટર
বর্তমান স্থানান্তর অনুপাত,વર્તમાન ટ્રાન્સફર રેશિયો
বর্তমান ট্রান্সফরমার,વર્તમાન ટ્રાન્સફોર્મર
স্থির বর্তমান,સ્થિર વર્તમાન
"পয়েন্টার, কার্সার","નિર્દેશક, કર્સર"
কম ড্রাইভার ভোল্টেজ,નીચા ડ્રાઈવર વોલ્ટેજ
"পক্ষপাত শেষ, পক্ষপাত শেষ","પૂર્વગ્રહ સમાપ્ત કરો, પૂર્વગ્રહ સમાપ્ત કરો"
শেষ ফ্রিকোয়েন্সি,અંતિમ આવર્તન
শেষ স্থান,અંત ઝોન
বক্ররেখা ট্রেস,વળાંક ટ્રેસ
সাইকেল,ચક્ર
চক্র চৌর্য,ચક્ર ચૌર્ય
নলাকার লেন্স,નળાકાર લેન્સ
স্ফটিক প্রদর্শন,ક્રિસ્ટલ ડિસ્પ્લે
ডিজিটাল থেকে এনালগ কনভার্টার,ડિજિટલ થી એનાલોગ કન્વર્ટર
ডিসি রিস্টোর সার্কিট,ડીસી રીસ્ટોર સર્કિટ
ডিজিটাল/অ্যানালগ রূপান্তরকারী,ડિજિટલ/એનાલોગ કન્વર્ટર
"ডিজিটাল এনালগ কনভার্টার, DAC","ડિજિટલ એનાલોગ કન્વર્ટર, DAC"
খারাপ বিনিয়োগ,ખરાબ રોકાણ
স্যাঁতসেঁতে দোলন,ભીના ઓસિલેશન
বিষণ্ণ সময়,હતાશ સમય
স্যাঁতসেঁতে,ભીનાશ
স্যাঁতসেঁতে ঘূর্ণি স্রোত,ભીનાશ પડતો વમળ પ્રવાહ
ড্যাম্পিং সহগ,ભીનાશ ગુણાંક
অন্ধকার স্রোত,શ્યામ પ્રવાહ
ডার্লিংটন পরিবর্ধক,ડાર્લિંગ્ટન એમ્પ્લીફાયર
ডার্লিংটন সার্কিট,ડાર્લિંગ્ટન સર્કિટ
ডার্লিংটন জুটি,ડાર્લિંગ્ટન જોડી
ডস,dos
"তথ্য, বিশ্বাস","ડેટા, વિશ્વાસ"
বিশ্বাস উপার্জন শরীর,કમાતા શરીર પર વિશ્વાસ કરો
তথ্য ভান্ডার,માહિતી સંગ્રાહક
ডেটা কোড,ડેટા કોડ
তথ্য লেখক,ડેટા લેખક
ডেটা মাল্টিপ্লেক্সার,ડેટા મલ્ટિપ્લેક્સર
"ডাটা পোর্ট, ডাটা পোর্ট","ડેટા પોર્ટ, ડેટા પોર્ટ"
ডেটা পিকার,ડેટા પીકર
তথ্য তালিকা,ડેટા શીટ
ডিবি/অক্টো,dB/ઓક્ટો
ডিসি পরিবর্ধক,ડીસી એમ્પ્લીફાયર
ডিসি মোটর,ડીસી મોટર
ডিসি অফসেট,ડીસી ઓફસેટ
ডিসি। পাওয়ার সাপ্লাই,ડીસી. વીજ પુરવઠો
ডিসি। পুনর্বাসন,ડીસી. પુનર્વસન
ডিসি। পুনরুদ্ধারকারী,ડીસી. પુનઃસ્થાપિત કરનાર
ডিসি থেকে এসি কনভার্টার,ડીસી થી એસી કન્વર્ટર
ডিসি। উচ্চস্বরে নিয়ন্ত্রণ,ડીસી. મોટેથી નિયંત્રણ
Mh-সংযোজক,Mh-કનેક્ટર
ডাইরেক্ট কাপলড ট্রানজিস্টর লজিক গেট/ডিসি টি.এল.,ડાયરેક્ટ કપલ્ડ ટ્રાન્ઝિસ્ટર લોજિક ગેટ/ડીસી ટી.એલ.
ডিসি। ক্ষতিগ্রস্ত অপারেশনাল পরিবর্ধক,ડીસી. ક્ષતિગ્રસ્ત ઓપરેશનલ એમ્પ્લીફાયર
অ শক্তিবৃদ্ধি,બિન-મજબૂતીકરણ
ডিমরগানের আইন,ડીમોર્ગનનો કાયદો
ডি সাউটি সেতু,ડી સૌતી પુલ
বাকি সময়,આરામ નો સમય
বিশ্রাম অঞ্চল,આરામ ઝોન
ফল্ট ক্লিয়ারেন্স,ખામી ક્લિયરન્સ
দশক ক্যালকুলেটর,દાયકા કેલ્ક્યુલેટર
ডেসিবেল,ડેસિબલ
দশমিক ক্যালকুলেটর,દશાંશ કેલ્ક્યુલેટર
দশমিক-বাইনারী রূপান্তর,દશાંશ-દ્વિસંગી રૂપાંતરણ
ঠিকানা ডিকোডিং,સરનામું ડીકોડિંગ
ডিকোডার,ડીકોડર
অ্যালিল,એલિલ્સ
উত্সর্গীকৃত আবেদন,સમર્પિત એપ્લિકેશન
নিবেদিত নিয়ামক,સમર્પિત નિયંત્રક
ডিসি। প্রাক-শক্তিবৃদ্ধি সার্কিট,ડીસી. પૂર્વ-મજબૂતીકરણ સર્કિટ
ত্রুটির ঘনত্ব,ખામી ઘનતા
প্রতিচ্ছবি কুণ্ডলী,ડિફ્લેક્શન કોઇલ
বিচ্যুতি প্লেট,ડિફ્લેક્શન પ્લેટ
বিচ্যুতি ইউনিট,વિચલન એકમ
ব্যর্থতা,નિષ્ફળતા
(চৌম্বক) বিচ্ছুরণ,(ચુંબકીય) વિક્ષેપ
ডি গাউসন রাশিফল,ડી ગૌસન જન્માક્ષર
de gosson,ડી ગોસન
বিলম্ব সার্কিট,વિલંબ સર્કિટ
বিলম্ব লাইন,વિલંબ રેખા
বিলম্ব সময়,વિલંબ સમય
বিলম্বিত স্বয়ংক্রিয় লাভ নিয়ামক,વિલંબિત સ્વચાલિત લાભ નિયંત્રક
বিলম্বিত স্বয়ংক্রিয় লাভ নিয়ামক,વિલંબિત સ્વચાલિત લાભ નિયંત્રક
বিলম্বিত স্বয়ংক্রিয় লাউডনেস কন্ট্রোলার / বিলম্বিত AVC,વિલંબિત સ્વચાલિત લાઉડનેસ કંટ્રોલર / વિલંબિત AVC
ডেলন যান্ত্রিক সংশোধনকারী,ડેલોન મિકેનિકલ રેક્ટિફાયર
ডেল্টা সংযোগ,ડેલ્ટા કનેક્શન
ডেল্টা বন্দুক,ડેલ્ટા બંદૂક
ডেল্টা বন্দুক পায়ের পাতার মোজাবিশেষ,ડેલ્ટા બંદૂકની નળી
ডেল্টা মড্যুলেশন,ડેલ્ટા મોડ્યુલેશન
ডেল্টা-সিগমা এনালগ-ডিজিট রূপান্তরকারী,ડેલ્ટા-સિગ્મા એનાલોગ-અંક કન્વર્ટર
চুম্বকীয়করণ,ડિમેગ્નેટાઇઝેશન
চুম্বকীয়করণ বক্ররেখা,ડિમેગ્નેટાઇઝેશન વળાંક
চুম্বকীয়করণ গুণক,ડિમેગ્નેટાઇઝેશન ગુણક
demodulation,ડિમોડ્યુલેશન
demodulator,ડિમોડ્યુલેટર
ডি মার্গান উপপাদ্য,ડી માર્ગન પ્રમેય
মাল্টিপ্লেক্সার,મલ્ટિપ્લેક્સર
অস্বাভাবিক স্কোর,અસાધારણ સ્કોર
অবক্ষয় ক্যাপাসিটর,અવક્ષય કેપેસિટર
অবক্ষয়,અવક્ષય
অবক্ষয় মোড mosfet,અવક્ષય મોડ mosfet
"depletion zone, depletion zone","અવક્ષય ક્ષેત્ર, અવક્ષય ક્ષેત્ર"
রেটিং,રેટિંગ
desaturated অক্ষর,અસંતૃપ્ત અક્ષરો
সংবেদনশীলতা,અસંવેદનશીલતા
নকশা নিয়ম,ડિઝાઇન નિયમો
পরীক্ষার নকশা,પરીક્ષણ ડિઝાઇન
ধ্বংসাত্মক অনুরণন,વિનાશક પડઘો
আবিষ্কারক,શોધક
বিকল্প বর্তমান সেতু আবিষ্কারক,વૈકલ્પિક વર્તમાન પુલ ડિટેક્ટર
ফ্রিকোয়েন্সি বিচ্যুতি ধ্রুবক,આવર્તન વિચલન સતત
বিচ্যুতি ফ্রিকোয়েন্সি,વિચલન આવર્તન
যন্ত্র,ઉપકરણ
এন পার্টিশন,એન પાર્ટીશનો
বিভাজন ক্যালকুলেটর,વિભાજન કેલ્ક્યુલેટર
বিভাজক,વિભાજક
ডি-ফ্লিপ-ফ্লপ,ડી-ફ્લિપ-ફ્લોપ
d ফ্লিপ ফ্লপ,d ફ્લિપ ફ્લોપ
ডাইইলেকট্রিক ধ্রুবক,ડાઇલેક્ટ્રિક સતત
ডাইলেট্রিক্স,ડાઇલેક્ટ્રિક્સ
ডাইক,ડાઇક
ডায়োড ক্ষয়,ડાયોડ ધોવાણ
ডায়াল,ડાયલ
টেপারড ডায়াফ্রাম,ટેપર્ડ ડાયાફ્રેમ
ডেইজি চেইন,ડેઝી સાંકળ
স্ট্যাম্প আকার,સ્ટેમ્પ માપ
অস্তরক শোষণ,ડાઇલેક્ટ્રિક શોષણ
অস্তরক আবরণ,ડાઇલેક્ટ્રિક કોટિંગ
অস্তরক সূচক,ડાઇલેક્ટ્રિક બિંદુ
"অস্তরক ক্ষতি, অস্তরক ক্ষতি,","ડાઇલેક્ટ્રિક નુકશાન, ડાઇલેક્ટ્રિક નુકશાન"
ডিফারেনশিয়াল এমপ্লিফায়ার,વિભેદક એમ્પ્લીફાયર
ডিফারেনশিয়াল এমপ্লিফায়ার,વિભેદક એમ્પ્લીફાયર
ডিফারেনশিয়াল ক্যাথোড ট্রেইলিং,વિભેદક કેથોડ પાછળનું
ডিফারেনশিয়াল অপারেটর,વિભેદક ઓપરેટર
ডিফারেনশিয়াল ইনপুট ভোল্টেজ,વિભેદક ઇનપુટ વોલ્ટેજ
ডিফারেনশিয়াল মোড,વિભેદક મોડ
ডিফারেনশিয়াল মোড ইঙ্গিত,વિભેદક સ્થિતિ સંકેત
ডিফারেনশিয়াল জোড়া,વિભેદક જોડી
ডিফারেনশিয়াল পিএসকে,વિભેદક PSK
ডিফারেনশিয়াল সার্কিট,વિભેદક સર્કિટ
ডিফারেনশিয়াল,વિભેદક
ডিফিউজ জংশন ট্রানজিস্টর,ડિફ્યુઝ જંકશન ટ્રાન્ઝિસ્ટર
ডিফিউজ প্রতিরোধক,પ્રસરેલું રેઝિસ્ટર
বিস্তার,પ્રસરણ
ডিফিউশন ক্যাপাসিটর,પ્રસરણ કેપેસિટર
ডিজিটাল ফিল্টার,ડિજિટલ ફિલ્ટર
স্কোর,સ્કોર
ডিজিটাল সার্কিট,ડિજિટલ સર્કિટ
ডিজিটাল যোগাযোগ,ડિજિટલ સંચાર
ডিজিটাল তুলনাকারী,ડિજિટલ તુલનાત્મક
ডিজিটাল কম্পিউটার,ડિજિટલ કમ્પ્યુટર
ডিজিটাল বিলম্ব,ડિજિટલ વિલંબ
ডিজিটাল ডিজাইন মাইক্রোপাওয়ার,ડિજિટલ ડિઝાઇન માઇક્રોપાવર
ডিজিটাল ডিসপ্লে,ડિજિટલ ડિસ્પ્લે
ডিজিটাল ফিল্টার,ડિજિટલ ફિલ્ટર
ডিজিটাল ফিল্টারিং,ડિજિટલ ફિલ્ટરિંગ
সংখ্যাগত যুক্তি,સંખ્યાત્મક તર્ક
সংখ্যাগত যুক্তি,સંખ્યાત્મક તર્ક
ডিজিটাল পলিমিটার,ડિજિટલ પોલિમીટર
ডিজিটাল পলিমিটার,ડિજિટલ પોલિમીટર
ডিজিটাল পালস,ડિજિટલ પલ્સ
ডিজিটাল সিগন্যাল প্রসেসিং,ડિજિટલ સિગ્નલ પ્રોસેસિંગ
ডিজিটাল টেলিভিশন,ડિજિટલ ટેલિવિઝન
ডিজিটাল এনালগ রূপান্তরকারী,ડિજિટલ એનાલોગ કન્વર્ટર
বীমা,વીમા
মাত্রিক সমীকরণ,પરિમાણીય સમીકરણ
ডায়োড,ડાયોડ
ডায়োডের বৈশিষ্ট্য,ડાયોડ લાક્ષણિકતાઓ
ডায়োড চরিত্রগত বক্ররেখা,ડાયોડ લાક્ષણિકતા વળાંક
ডায়োড আবিষ্কারক,ડાયોડ ડિટેક્ટર
ডায়োড গুণক,ડાયોડ ગુણક
ডায়োড ট্রানজিস্টর লজিক/ডিটিএস,ડાયોડ ટ્રાન્ઝિસ્ટર લોજિક/ડીટીએસ
কন্যা,પુત્રી
ন্যাটি সুইচ,nati સ્વીચ
ডাইজিগোটিক,ડિપ્લોઇડ
ডাইপোল,દ્વિધ્રુવ
ডাইপোল অ্যান্টেনা,દ્વિધ્રુવીય એન્ટેના
ডিরাক,dirac
সরাসরি ঠিকানা,સીધું સરનામું
সরাসরি সংযোগ,સીધું જોડાણ
সরাসরি মেমরি অ্যাক্সেস (DMA),ડાયરેક્ટ મેમરી એક્સેસ (DMA)
সরাসরি লেখার শরীর,ડાયરેક્ટ લેખન બોડી
দিকনির্দেশক গেমেট,દિશાત્મક ગેમેટ
দিকনির্দেশক লাভ,દિશાત્મક લાભ
দিকনির্দেশনা,દિશાસૂચકતા
দিক অ্যান্টেনা,દિશા એન્ટેના
incapacitating তদন্ত,અસમર્થ તપાસ
বিচ্ছিন্ন করা,ડિસેમ્બલ
নিমজ্জন,નિમજ્જન
"নিমজ্জন বাতি, নিমজ্জন বাতি","નિમજ્જન દીવો, નિમજ્જન દીવો"
বস্তুকণা,સૂક્ષ્મ દ્રવ્ય
বিতরণ কর,વિતરણ કર
অবতল অ্যান্টেনা,અંતર્મુખ એન્ટેના
ডিস্ক,ડિસ્ક
স্থানচ্যুতি ধ্রুবক (ধ্রুবক),વિસ્થાપન સતત (સતત)
স্থানচ্যুতি বর্তমান,વિસ્થાપન વર્તમાન
স্থানচ্যুতি ত্রুটি,વિસ્થાપન ભૂલ
প্রদর্শনী,પ્રદર્શન
ক্ষয়,સડો
বিকৃতি,વિકૃતિ
বিকৃতি ক্ষতি,વિરૂપતા નુકસાન
বিকৃতি বর্তমান পরিসীমা,વિકૃતિ વર્તમાન શ્રેણી
বিকৃতি স্ট্রিম পচা,વિકૃતિ પ્રવાહ રોટ
বিকৃতি সংবেদনশীলতা,વિકૃતિ સંવેદનશીલતા
বিকৃতি লাভ মার্জিন,વિકૃતિ ગેઇન માર્જિન
বিকৃতি ইনপুট প্রতিরোধের,વિરૂપતા ઇનપુટ પ્રતિકાર
বিকৃতি লুপ লাভ,વિકૃતિ લૂપ ગેઇન
বিতরণ করা পরিবর্ধক,વિતરિત એમ્પ્લીફાયર
বিতরণ গুণক,વિતરણ ગુણક
পরিবর্তন রিসিভার,વિવિધતા પ્રાપ્તકર્તા
শূন্য বিভাগ পরীক্ষা,શૂન્ય વિભાગ કસોટી
ডি-লেয়ার,ડી-લેયર
আয়নোস্ফিয়ারের ডি-স্তর,આયનોસ્ફિયરનું ડી-સ્તર
d-মস,ડી-મોસ
ডলবি বডি,ડોલ્બી બોડી
কার্যকর মেরু,અસરકારક ધ્રુવ
কার্যকর মেরু প্রতিরোধের,અસરકારક ધ્રુવ પ્રતિકાર
দাতা বর্জ্য,દાતા કચરો
দাতা উপাদান,દાતા સામગ્રી
যত্নহীন অবস্থা,કાળજી ન લેવાની સ્થિતિ
ভেজাল,ભેળસેળ
ডপলার এফেক্ট,ડોપ્લર અસર
ডপলার রাডার,ડોપ્લર રડાર
ডসিমিটার,ડોસીમીટર
পয়েন্ট ম্যাট্রিক্স,પોઈન્ટ મેટ્રિક્સ
বিন্দু স্বরলিপি,પોઈન્ટ નોટેશન
গৌণ সমস্যা,ગૌણ મુદ્દો
বাইলেয়ার ক্যাপাসিটর,બાયલેયર કેપેસિટર
binaural klystron,દ્વિસંગી ક્લીસ્ટ્રોન
দ্বিপাক্ষিক বার,દ્વિપક્ષીય બાર
দ্বিপাক্ষিক পিসি বোর্ড,દ્વિપક્ષીય પીસી બોર્ડ
ডবল মার্কিং,ડબલ માર્કિંગ
ডবল ট্রানজিস্টর,ડબલ ટ્રાન્ઝિસ્ટર
ডুয়াল টিউনড এমপ্লিফায়ার,ડ્યુઅલ ટ્યુન એમ્પ્લીફાયર
ডবল লেয়ার ট্রানজিস্টর পরিবর্ধক,ડબલ લેયર ટ્રાન્ઝિસ્ટર એમ્પ્લીફાયર
দ্বিগুণ,ડબલ્સ
বাধা সময়,વિક્ષેપ સમય
আউটপুট ইলেক্ট্রোড,આઉટપુટ ઇલેક્ટ્રોડ
ট্রেলিং আউটপুট ইলেক্ট্রোড,પાછળનું આઉટપુટ ઇલેક્ટ્રોડ
d রাম,ડી રેમ
d রাম,ડી રેમ
রানঅফ সেল,વહેણ કોષ
স্রোতধারা,વહેતો પ્રવાહ
প্রবাহ বেগ,વહેણ વેગ
ছিদ্র টেপ,છિદ્રિત ટેપ
অপারেটর বাস,ઓપરેટર બસ
অপারেটিং পর্যায়,ઓપરેટિંગ સ્ટેજ
অন্যায়,અન્યાય
শুকনো কোষ,શુષ્ક કોષ
শুকনো এচিং,શુષ્ક કોતરણી
শুকনো ফিল্ম,સૂકી ફિલ્મ
শুকনো সুইচিং,ડ્રાય સ્વિચિંગ
ড্রাইস্টাস আর্ট ডিসপ্লেসার,ડ્રાયસ્ટાસ આર્ટ ડિસ્પ્લેસર
D.T.E.,તા
dtl (ডায়োড ট্রানজিস্টর লজিক),dtl (ડાયોડ ટ્રાન્ઝિસ્ટર તર્ક)
"ডুয়েগেট ফেট, ডুয়েগেট এফ। ই.টি.","દ્વિગેટ ફેટ, ડ્વાઇગેટ એફ. ઇ.ટી."
দ্বৈত মিল,ડ્યુઅલ મેચિંગ
দম্পতি সংক্রমণ,દંપતી ટ્રાન્સમિશન
ডবল রিড কোঅর্ডিনেটর,ડબલ રીડ કોઓર્ડિનેટર
"ডুয়াল-ডিফারেন্স এনালগ, ডিজিটাল কনভার্টার","ડ્યુઅલ-ડિફરન્સ એનાલોગ, ડિજિટલ કન્વર્ટર"
ডাইপোল পরিবর্তন,દ્વિધ્રુવ પરિવર્તન
ডবল অনুসরণ ভোল্টেজ নিয়ামক,ડબલ ફોલો વોલ્ટેજ કંટ્રોલર
দ্বৈততা,દ્વૈત
ডবল সারিবদ্ধ,ડબલ પંક્તિવાળી
নীরব অ্যান্টেনা,મૌન એન્ટેના
ডুপ্লেক্স ট্রান্সমিশন,ડુપ્લેક્સ ટ્રાન્સમિશન
ইউটিলিটি অনুপাত,ઉપયોગિતા ગુણોત્તર
ইউটিলিটি অনুপাত মড্যুলেশন,ઉપયોગિતા ગુણોત્તર મોડ્યુલેશન
dB-25 সংযোগকারী,dB-25 કનેક્ટર
আবাস,રહેઠાણ
গতিশীল বৈশিষ্ট্য,ગતિશીલ લાક્ષણિકતાઓ
গতিশীল বৈশিষ্ট্য,ગતિશીલ લાક્ષણિકતાઓ
গতিশীল বর্তমান,ગતિશીલ પ્રવાહ
গতিশীল প্রতিবন্ধকতা,ગતિશીલ અવબાધ
"গতিশীল লোড লাইন, লোড লাইন","ડાયનેમિક લોડ લાઇન, લોડ લાઇન"
গতিশীল মেমরি,ગતિશીલ મેમરી
পরিবর্তনশীল মেমরি সেল,ચલ મેમરી સેલ
গতিশীল মেমরি রিফ্রেশার,ડાયનેમિક મેમરી રિફ્રેશર
ডাইনামিক মাউস ইনভার্সন,ગતિશીલ માઉસ વ્યુત્ક્રમ
ডাইনামিক RAM ডাইনামিক RAM,ડાયનેમિક રેમ ડાયનેમિક રેમ
গতিশীল পরিসীমা,ગતિશીલ શ્રેણી
গতিশীল প্রতিরোধের,ગતિશીલ પ્રતિકાર
গতিশীল স্থানচ্যুতি রেজিস্টার,ડાયનેમિક ડિસ્પ્લેસમેન્ટ રજિસ્ટર
গতিশীল পরীক্ষা,ગતિશીલ પરીક્ષણ
ডায়নামিক ভিডিও র্যান্ডম অ্যাক্সেস মেমরি (DVRAM),ડાયનેમિક વિડિયો રેન્ડમ એક્સેસ મેમરી (DVRAM)
ডায়নামো,ડાયનેમો
ডায়নামোমিটার,ડાયનેમોમીટર
ডিনিট্রন অসিলেটর,ડિનિટ્રોન ઓસિલેટર
"প্রারম্ভিক প্রভাব, প্রাথমিক প্রভাব","પ્રારંભિક અસર, પ્રારંભિક અસર"
e a রম,e એક રોમ
পৃথিবী সংযোগ,પૃથ્વી જોડાણ
গ্রাউন্ড স্টেশন,ગ્રાઉન્ડ સ્ટેશન
Ebers-Moul-Equation,એબર્સ-મૌલ-સમીકરણ
Ebers-Maul-Model,એબર્સ-મૌલ-મોડલ
প্রতিধ্বনি,પડઘો
বিরোধী প্রতিধ্বনি,વિરોધી પડઘો
এডি কারেন্ট,એડી વર્તમાન
স্ট্র্যান্ড সংযোগকারী,સ્ટ્રાન્ડ કનેક્ટર
কোর ডিটেক্টর,કોર ડિટેક્ટર
কোর ট্রিগার ফ্লিপ ফ্লপ,કોર ટ્રિગર ફ્લિપ ફ્લોપ
কোর ট্রিগার ল্যাচ,કોર ટ્રિગર લેચ
এডিসন প্রভাব,એડિસન અસર
সম্পাদক,સંપાદક
কার্যকর এলাকা,અસરકારક વિસ્તાર
কার্যকর বর্তমান,અસરકારક પ્રવાહ
কার্যকর স্থল ব্যাসার্ধ,અસરકારક જમીન ત્રિજ્યા
কার্যকর উচ্চতা,અસરકારક ઊંચાઈ
কার্যকর দৈর্ঘ্য,અસરકારક લંબાઈ
কার্যকর ভর,અસરકારક સમૂહ
কার্যকর বিকিরণ শক্তি,અસરકારક વિકિરણ શક્તિ
কার্যকর ভোল্টেজ,અસરકારક વોલ્ટેજ
দক্ষতা,કાર્યક્ષમતા
ই.ই.পি. রম,E.E.P. રોમ
আইকনাল সমীকরণ,આઇકોનલ સમીકરણ
বিপরীত ক্যাপাসিট্যান্স,વ્યસ્ત ક્ષમતા
ই-স্তর,ઇ-લેયર
বিদ্যুত্প্রবাহ,વીજ પ્રવાહ
বৈদ্যুতিক ক্ষেত্র,ઇલેક્ટ્રિક ક્ષેત્ર
বৈদ্যুতিক ক্ষেত্রের তীব্রতা,ઇલેક્ટ્રિક ક્ષેત્રની તીવ્રતા
বৈদ্যুতিক কারেন্ট লাইন,ઇલેક્ટ્રિક વર્તમાન રેખાઓ
বৈদ্যুতিক সম্ভাব্য,ઇલેક્ટ્રિક સંભવિત
ইলেক্ট্রোকশন,વીજળી
ইলেক্ট্রো-সোল্ডার,ઇલેક્ટ્રો-સોલ્ડર
বৈদ্যুতিক তরঙ্গ,ઇલેક્ટ્રિક તરંગ
বৈদ্যুতিক দৈর্ঘ্য,વિદ્યુત લંબાઈ
বৈদ্যুতিক শক্তি,વિદ્યુત શક્તિ
বিদ্যুৎ,વીજળી
ইসিজি,ઇસીજી
বৈদ্যুতিক ডায়নামো মিটার,ઇલેક્ટ્રિક ડાયનેમો મીટર
ইলেক্ট্রোড,ઇલેક્ટ્રોડ
ইলেক্ট্রোড বর্তমান,ઇલેક્ટ્રોડ વર્તમાન
ইলেক্ট্রোলুমিনেসেন্স,ઇલેક્ટ્રોલ્યુમિનેસેન્સ
ইলেক্ট্রোলুমিনেসেন্ট ডিসপ্লে,ઇલેક્ટ્રોલ્યુમિનેસન્ટ ડિસ્પ્લે
গ্যালভানিক বিচ্ছিন্নতা,ગેલ્વેનિક અલગતા
ইলেক্ট্রোলাইট,ઇલેક્ટ્રોલાઇટ
তড়িৎ - ধারক,ઇલેક્ટ્રોલિટીક કેપેસિટર
তড়িৎ - ধারক,ઇલેક્ટ્રોલિટીક કેપેસિટર
ইলেক্ট্রোম্যাগনেট,ઇલેક્ટ્રોમેગ્નેટ
ইলেক্ট্রোম্যাগনেটিক শক্তি,ઇલેક્ટ્રોમેગ્નેટિક ઊર્જા
ইলেক্ট্রোম্যাগনেটিক আনয়ন,ઇલેક્ટ્રોમેગ્નેટિક ઇન્ડક્શન
"ইলেক্ট্রোম্যাগনেটিক ইন্টারফারেন্স, ইএমআই","ઇલેક્ટ્રોમેગ્નેટિક હસ્તક્ષેપ, EMI"
ইলেক্ট্রোম্যাগনেটিক বর্ণালী,ઇલેક્ટ્રોમેગ્નેટિક સ્પેક્ટ્રમ
ইলেক্ট্রোম্যাগনেটিক তরঙ্গ,ઇલેક્ટ્રોમેગ્નેટિક તરંગ
তড়িৎচুম্বকত্ব,ઇલેક્ટ્રોમેગ્નેટિઝમ
ইলেক্ট্রো মেকানিক্যাল ফিল্টার,ઇલેક્ટ્રો મિકેનિકલ ફિલ્ટર
ইলেক্ট্রোমিটার,ઇલેક્ટ્રોમીટર
তড়িচ্চালক বল,ઇલેક્ટ્રોમોટિવ બળ
ইলেকট্রন,ઇલેક્ટ્રોન
ইলেক্ট্রন মরীচি,ઇલેક્ટ્રોન બીમ
ইলেকট্রন চার্জ,ઇલેક્ટ્રોન ચાર્જ
ইলেকট্রন নির্গমন,ઇલેક્ટ્રોન ઉત્સર્જન
ইলেকট্রন প্রবাহ,ઇલેક્ટ્રોન પ્રવાહ
ইলেকট্রন গ্যাস,ઇલેક્ટ્રોન ગેસ
ইলেকট্রন ডিভাইস,ઇલેક્ટ્રોન ઉપકરણ
ইলেকট্রন গর্ত জোড়া,ઇલેક્ટ્રોન છિદ્ર જોડી
ইলেকট্রন - অণুবীক্ষণ যন্ত্র,ઇલેક્ટ્રોન માઇક્રોસ્કોપ
ইলেকট্রন কক্ষপথ,ઇલેક્ટ્રોન ભ્રમણકક્ષા
ইলেকট্রন শেল,ઇલેક્ટ્રોન શેલ
ইলেকট্রন ভোল্ট,ઇલેક્ટ્રોન વોલ્ટ
ইলেক্ট্রন তরঙ্গ নল,ઇલેક્ટ્રોન વેવ ટ્યુબ
ইলেকট্রনিক চার্জ,ઇલેક્ટ્રોનિક ચાર્જ
ইলেকট্রনিক ডেটা স্ট্রেস,ઇલેક્ટ્રોનિક ડેટા તણાવ
ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ,ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ
ইলেকট্রনিক কী,ઇલેક્ટ્રોનિક કી
ইলেকট্রনিক মেইল (ই-মেইল),ઈલેક્ટ્રોનિક મેઈલ (ઈ-મેલ)
ইলেকট্রনিক ভর,ઇલેક્ટ્રોનિક માસ
ইলেকট্রনিক সংখ্যাসূচক,ઇલેક્ટ્રોનિક આંકડાકીય
ইলেকট্রনিক সুইচিং,ઇલેક્ટ્રોનિક સ્વિચિંગ
ইলেকট্রনিক ভোল্টমিটার,ઇલેક્ટ્રોનિક વોલ્ટમીટર
ইলেকট্রনিকভাবে টিউন করা রিসিভার,ઇલેક્ટ્રોનિક રીતે ટ્યુન કરેલ રીસીવર
