Odiya,Malayalam
1. କଠିନ 2. ରୁଗ୍ 3. କଞ୍ଚା 4. ରୁଗ୍ |,1. പരുക്കൻ 2. പരുക്കൻ 3. അസംസ്കൃതം 4. പരുക്കൻ
1. କଭର 2. ଚମଡା,1. കവർ 2. ലെതറെറ്റ്
କୋୟା,കോയ
1. କୋଏନଜାଇମ୍ 2. କୋ-ଏନଜାଇମ୍ |,1. കോഎൻസൈം 2. കോ-എൻസൈം
ମିଳନ,കെട്ടുറപ്പ്
1. ଫାଇବର (ଜୁଟ୍ ଜଟ୍) 2. ନଡିଆ ନଡିଆ |,1. നാരുകൾ (ചണം ചണം) 2. കോക്കനട്ട് കോഴ്സ്
ମୁଲାନକୁର ଚୋଲା |,മുളങ്കൂർ ചോല
,
କୋଲଏଡ୍ (ମାଟି),കൊളോയിഡ് (മണ്ണ്)
1. ସ୍ତମ୍ଭ 2. କଲୁମେଲା,1.നിര 2.കൊലുമെല്ല
1. ଦଣ୍ଡ 2. ସ୍ତମ୍ଭ 3. ସ୍ତମ୍ଭ,1. പെനാൽറ്റി 2. കോളം 3. കോളം
ଯୋଗାଯୋଗ,കൂട്ടായ്മ
ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ |,കൊമേഴ്സ്യൽ ബാങ്ക്
1. ଦ୍ରବ୍ୟ 2. ବାଣିଜ୍ୟ,1. ചരക്ക് 2. ചരക്ക്
ସମ୍ପ୍ରଦାୟ,സമൂഹം
ସଙ୍କୋଚନ (ମାଟିର),സങ്കോചം (മണ്ണിന്റെ)
1. ସୁସଙ୍ଗତତା 2. ସୁସଙ୍ଗତତା |,1. അനുയോജ്യത 2. അനുയോജ്യത
ସୁସଙ୍ଗତତା,അനുയോജ്യത
1. କ୍ଷତିପୂରଣ 2. କ୍ଷତିପୂରଣ,1. നഷ്ടപരിഹാരം 2. നഷ്ടപരിഹാരം
ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |,മത്സരപരമായ ഇടപെടൽ
ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |,സപ്ലിമെന്റ് വിള
1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ,1. സംയുക്തം 2. സങ്കീർണ്ണമായ
ବିଧାନସଭା,ഘടകഭാഗം
ରଚନା,രചന
କମ୍ପୋଷ୍ଟ,കമ്പോസ്റ്റ്
ଯ ound ଗିକ ଆଗ୍ରହ |,കൂട്ടുപലിശ
ଗଣନା,കണക്കുകൂട്ടൽ
1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର,1. കമ്പ്യൂട്ടർ 2. കമ്പ്യൂട്ടർ
1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା,1. ഏകാഗ്രത 2. ഏകാഗ്രത
1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ,1. ഒപ്റ്റിമൈസർ 2. റിവൈറ്റലൈസർ
କଣ୍ଡକ୍ଟିଭିଟି,ചാലകത
1. ବିନ୍ୟାସ 2. ବିନ୍ୟାସ କରନ୍ତୁ,1. കോൺഫിഗറേഷൻ 2. കോൺഫിഗറേഷൻ
1. ଅନୁକୂଳତା 2. ବିନ୍ୟାସ 3. ସମାନତା |,1. അനുരൂപത 2. കോൺഫിഗറേഷൻ 3. അനുരൂപത
1. ଏକୀକରଣ 2. ହାଇବ୍ରିଡାଇଜେସନ୍ |,1. സംയോജനം 2. ഹൈബ്രിഡൈസേഷൻ
ସଂଯୋଗ,സംയോജനം
1. ଯୋଗୀ 2. ସଂଯୋଜକ |,1. അഡിറ്റീവ് 2. കണക്റ്റീവ്
ସୁରକ୍ଷା,സംരക്ഷണം
ଏକୀକରଣ,ഏകീകരണം
1. ଉପାଦାନ 2. ଉପାଦାନଗୁଡ଼ିକ |,1. ചേരുവ 2. ചേരുവകൾ
ଗ୍ରାହକ,ഉപഭോക്താവ്
ବ୍ୟବହାର,ഉപഭോഗം
ପ୍ରଦୂଷଣ,മലിനീകരണം
କଣ୍ଟୁର ରୋପଣ |,കോണ്ടൂർ നടീൽ
ବିଷୟବସ୍ତୁ ରେଖା |,കോണ്ടൂർ ലൈൻ
1. ଚୁକ୍ତିନାମା ଚାଷ 2. ଚୁକ୍ତିନାମା ଚାଷ 3. ଚୁକ୍ତିନାମା ଚାଷ |,1. കരാർ കൃഷി 2. കരാർ കൃഷി 3. കരാർ കൃഷി
ନିୟନ୍ତ୍ରିତ ବାୟୁମଣ୍ଡଳ ସଂରକ୍ଷଣ |,നിയന്ത്രിത അന്തരീക്ഷ സംഭരണം
ସମବାୟ ବ୍ୟାଙ୍କ,സഹകരണ ബാങ്ക്
ସମବାୟ ସମାଜର ସଦସ୍ୟ |,സഹകരണ സംഘം അംഗം
ଗୁଲମାଭାନ୍ |,ഗുൽമാവാൻ
କ୍ୟୁବ୍,സമചതുര
1. ଡାଲପୁଞ୍ଜ 2. କରୋଲା |,1. ദൽപുഞ്ച് 2. കൊറോള
1. କର୍ଟେକ୍ସ 2. କର୍ଟେକ୍ସ,1. കോർട്ടെക്സ് 2. കോർട്ടക്സ്
ମୂଲ୍ୟ,ചെലവ്
କୋଟିଲଡନ୍ |,കോട്ടിലിഡൺ
କ୍ରେଡିଟ୍ କମିଟି,ക്രെഡിറ്റ് കമ്മിറ്റി
1. ending ଣ 2. କ୍ରେଡିଟ୍,1. കടം കൊടുക്കൽ 2. ക്രെഡിറ്റ്
1. ender ଣଦାତା 2. କ୍ରେଡିଟର୍,1. കടം കൊടുക്കുന്നയാൾ 2. കടം കൊടുക്കുന്നയാൾ
1. କ୍ରେଷ୍ଟ 2. ଭର୍ଟେକ୍ସ 3. ସ୍ପାୟର୍ |,1. ശിഖരം 2. ശീർഷകം 3. ശിഖരം
ପ୍ରତ୍ୟାହାର,പിൻവലിക്കൽ
ସମସ୍ୟା,പ്രശ്നം
ପରୀକ୍ଷା,പരീക്ഷ
ଗୁରୁତର,വിമർശനാത്മകം
ଫସଲ ବୀମା |,വിള ഇൻഷുറൻസ്
ଫସଲ loan ଣ,വിള വായ്പ
1. ଫସଲ 2. ଫସଲ,1. വിള 2. വിള
ଚାଷ କ୍ଷେତ୍ର,കൃഷി പ്രദേശം
କ୍ରସ୍ ଅସଙ୍ଗତ |,ക്രോസ് പൊരുത്തമില്ലാത്ത
1. ମୁକୁଟ 2. ଶିଖର (ଉଦ୍ଭିଦ),1. കിരീടം 2. പിനാക്കിൾ (സസ്യം)
ନରମ କଣିକା |,മൃദുവായ കണങ്ങൾ
ଭୂତଳ,പുറംതോട്
1. କ୍ରିପ୍ଟୋଗାମ 2. ଅଣ-ଫ୍ଲୋରିଫର୍ମ |,1. ക്രിപ്‌റ്റോഗാം 2. നോൺ-ഫ്ലോറിഫോം
ଛେଦନ (ଫଳ),അരിവാൾ (പഴം)
କଲମ,പേന
କୃଷି ପ୍ରକାର,കൃഷി ഇനം
1. ଟ୍ରାକ୍ସନ୍ 2. କୃଷି 3. ଚାଷ,1. ട്രാക്ഷൻ 2. കൃഷി 3. കൃഷി
1. କୃଷକ 2. କୃଷକ,1. കർഷകൻ 2. കൃഷിക്കാരൻ
1. ଚାଷ 2. ଚାଷ 3. ପାଳିବା |,1. കൃഷി 2. കൃഷി 3. വളർത്തൽ
1. ଉତ୍ସ 2. ପ୍ରସ୍ତୁତି,1.വിഭവം 2.തയ്യാറെടുപ്പ്
1. କୁଣ୍ଟାଲାନ୍ 2. କୁଞ୍ଚନ୍ |,1.കുന്തളൻ 2.കുഞ്ചോൻ
ସ୍ଥିତି,ഭാവം
1. ଏପିଡର୍ମିସ୍ 2. କଟିକଲ୍ |,1. പുറംതൊലി 2. പുറംതൊലി
1. କଲମ 2. କାଟିବା 3. କାଟିବା 4. କାଟିବା 5. କାଟିବା |,1. പേന 2. മുറിക്കൽ 3. മുറിക്കൽ 4. മുറിക്കൽ 5. മുറിക്കൽ
1. ପୋକ କର୍ପସ୍ 2. ସିଷ୍ଟ 3. ସିଷ୍ଟ 4. ବିକୃତ ଲମ୍ପ 5. ନିଓପ୍ଲାଜମ୍ |,1. വിര കോർപ്പസ് 2. സിസ്റ്റ് 3. സിസ്റ്റ് 4. വികലമായ മുഴ 5. നിയോപ്ലാസം
ସାଇଟୋକ୍ରୋମ୍ |,സൈറ്റോക്രോം
କକ୍ଷ ଯୋଡି,സെൽ കപ്ലിംഗ്
କକ୍ଷ ପ୍ରଜନନ |,കോശ പുനരുൽപാദനം
କୋଷ ଜେନେଟିକ୍ସ |,സെൽ ജനിതകശാസ്ത്രം
ସାଇଟୋପ୍ଲାଜାମିକ୍ ବିଭାଜନ |,സൈറ്റോപ്ലാസ്മിക് ഡിവിഷൻ
କୋଷ ଜୀବ ବିଜ୍ଞାନ |,സെൽ ബയോളജി
ସେଲ୍ ଲାଇସିସ୍ |,സെൽ ലിസിസ്
1. ସାଇଟୋମେର୍ 2. ସେଲ୍ ସେଗମେଣ୍ଟେସନ୍ |,1. സൈറ്റോമിയർ 2. സെൽ സെഗ്മെന്റേഷൻ
ସାଇଟୋପ୍ଲାଜମ୍ |,സൈറ്റോപ്ലാസം
1. ଦୁଗ୍ଧ 2. ଦୁଗ୍ଧ,1. ഡയറി 2. ഡയറി
ଦୁଗ୍ଧ ଶିଳ୍ପ,ക്ഷീര വ്യവസായം
1. ବନ୍ଧ 2. ପ୍ରଜନକ,1. ഡാം 2. ബ്രീഡർ
ଦିନ ସଂପୂର୍ଣ୍ଣ ଉଦ୍ଭିଦ |,ദിവസം സമ്പൂർണ്ണ പ്ലാന്റ്
ଫୁଲର ଦିନ ପରେ |,പൂവിടുമ്പോൾ ദിവസം
ପୂର୍ଣ୍ଣ ଫୁଲର ଦିନ ପରେ |,മുഴുവൻ പൂവിടുമ്പോൾ ഒരു ദിവസം
ଅପାରଗତା |,കാര്യക്ഷമതയില്ലായ്മ
decalcification,ഡീകാൽസിഫിക്കേഷൻ
1. ସ୍ଥାନାନ୍ତର 2. ସ୍ଥାନାନ୍ତର,1. ഡിസ്ലോഡ്ജ് 2. ഡിസ്ലോഡ്ജ്
କ୍ଷୟ,ക്ഷയം
ପତଳା,ഇലപൊഴിയും
1. ଦଶମିକ 2. ଦଶମିକ,1. ദശാംശം 2. ദശാംശം
ତୁଚ୍ଛତା,അപകർഷത
ଅନୁରାନ୍ (ମୃତ୍ତିକା),അനുരൻ (മണ്ണ്)
ଭିପୁଷ୍ପନ୍ |,വിപുഷ്പൻ
ବିଲିଂ,ബില്ലിംഗ്
ଜଙ୍ଗଲ ନଷ୍ଟ,വനനശീകരണം
ଅପମାନ,അപമാനം
ଅବନତି |,തരംതാഴ്ത്തൽ
ପାର୍ଟ ଦିନ,ഭാഗം ദിവസം
1. ପରିମାଣ 2. ଭାଗ,1. അളവ് 2. ഭാഗം
ଅବହେଳା |,അപചയം
ହଳ ଅପସାରଣ |,തൊണ്ട നീക്കം
ହଳ ଅପସାରଣ |,തൊണ്ട നീക്കം
ଡିହାଇଡ୍ରେସନ୍,നിർജ്ജലീകരണം
ଆନ୍ହାଇଡ୍ରସ୍,ജലരഹിതമായ
ଚାହିଦା,ആവശ്യം
1. ଅବନତି 2. ଗୁଣନ,1. ഡീനാറ്ററേഷൻ 2. ഗുണനം
ନିନ୍ଦା,അപകീർത്തിപ്പെടുത്തൽ
1. ଜମା (ମୃତ୍ତିକା) 2. ଜମା (ଅର୍ଥନୀତି),1. നിക്ഷേപം (മണ്ണ്) 2. നിക്ഷേപം (സാമ്പത്തികശാസ്ത്രം)
ଜମା,നിക്ഷേപം
1. ଅବନତି 2. ଅବନତି,1. മൂല്യത്തകർച്ച 2. മൂല്യത്തകർച്ച
ନିଷ୍କାସନ,ഉപ്പുനീക്കം
1. ଜଳ ଶୁଖିବା 2. ଡିହାଇଡ୍ରେସନ୍ |,1. വെള്ളം ഉണക്കൽ 2. നിർജ്ജലീകരണം
1. ଡିଜାଇନ୍ 2. ଡିଜାଇନ୍,1. ഡിസൈൻ 2. ഡിസൈൻ
ଶୁଖୁଆ |,വരണ്ട
କର୍ଣ୍ଣଲ ଅପସାରଣ,കേർണൽ നീക്കം
ଡି-ଇଣ୍ଟରକାଲେସନ୍ |,ഡി-ഇന്റർകലേഷൻ
ସଂଯୋଗ,സംയോജനം
1. ପୁରୁଷ ମଞ୍ଜରୀ ନିଷ୍କାସନ (ମକା) 2. ବଲାର୍ ନିଷ୍କାସନ |,1. ആൺ മഞ്ജരി വേർതിരിച്ചെടുക്കൽ (ചോളം) 2. ബല്ലാർ വേർതിരിച്ചെടുക്കൽ
ବଲାର୍ କିମ୍ବା କୁନ୍ଦନ କାଟିବା |,ബല്ലാർ അല്ലെങ്കിൽ കുന്ദൻ മുറിക്കൽ
ନିର୍ଣ୍ଣୟକାରୀ,നിർണ്ണയിക്കുന്നയാൾ
ମୂଲ୍ୟ ହ୍ରାସ,മൂല്യച്യുതി
ଡି-ଶାକାହାରୀ |,സസ്യഭക്ഷണം
ବ୍ୟତିକ୍ରମ,വ്യതിയാനം
ଦୁଇଥର |,ഇരട്ടി
ନିରାକରଣ,രോഗനിർണയം
ଭିନ୍ନ ପରିପକ୍ .ତା |,വ്യത്യസ്ത പക്വത
ବିଭାଜନ,വിഭജനം
1. ଡିକୋଟିଲଡନ୍ 2. ଡିକୋଟିଲଡନ୍ (ବିହନ),1. ഡൈക്കോട്ടിലിഡൺ 2. ഡൈക്കോട്ടിലിഡൺ (വിത്ത്)
ପିଠି ରୋଗ,പുറം രോഗം
1. ବିଭାଜନ 2. ବିଭେଦ |,1. ഡിഫ്യൂഷൻ 2. ഡിഫ്യൂഷൻ
ହଜମ ଯୋଗ୍ୟତା |,ദഹനക്ഷമത
ଡିହାଇବ୍ରିଡ୍ |,ഡൈഹൈബ്രിഡ്
1. ଡ୍ୟାମ୍ 2. ଡ୍ରେନ୍ 3. ପରିବାର |,1. ഡാം 2. ഡ്രെയിൻ 3. കുടുംബം
ଅଳ୍ପ,തുച്ഛമായ
1. ଏକମାତ୍ର 2. ଏକମାତ୍ର |,1. ഏകഭാര്യ 2. ഏകഭാര്യ
ଡିପ୍ଲଏଡ୍ |,ഡിപ്ലോയിഡ്
1. ଡିପ୍ଲଏଡ୍ 2. ଡିପ୍ଲଏଡ୍ |,1. ഡിപ്ലോയിഡ് 2. ഡിപ്ലോയിഡ്
ଡିପୋଲ୍,ദ്വിധ്രുവം
1. ନିଷ୍କାସନ 2. ବୁଡ୍ ଅପସାରଣ |,1. വേർതിരിച്ചെടുക്കൽ 2. ബഡ് നീക്കം
1. ହଳ ହଳ କରିବା 2. ଘୂର୍ଣ୍ଣନ |,1. പ്ലോ പ്ലോവിംഗ് 2. സ്പിന്നിംഗ്
ରିହାତି,കിഴിവ്
ନିରାକରଣ,അണുനശീകരണം
1. ବିଚ୍ଛେଦ 2. ବିଛାଇବା |,1. ഡിസ്പർഷൻ 2. ചിതറിക്കൽ
1. ବିଛାଇବା 2. ଭିନ୍ନତା |,1.ചിതറിക്കൽ 2.വ്യതിയാനം
ବିବିଧକରଣ,വൈവിധ്യവൽക്കരണം
ବିବିଧ କୃଷି |,വൈവിധ്യമാർന്ന കൃഷി
dna step,ഡിഎൻഎ ഘട്ടം
DNA | ରସିଦ,ഡിഎൻഎ റിസീവർ
ଡକ୍ ନିଯୁକ୍ତି |,ഡോക്ക് വാടകയ്ക്ക്
ପ୍ରଭାବଶାଳୀ |,ഫലപ്രദമായ
ଶୋଇବା,സുഷുപ്തി
1. ପରିମାଣ 2. ଡୋଜ୍ 3. ଡୋଜ,1. അളവ് 2. അളവ് 3. അളവ്
ଡବଲ୍ ସିଗମଏଡ୍ ବକ୍ର,ഇരട്ട സിഗ്മോയിഡ് കർവ്
1. ଗସ୍ତ 2. ବିସ୍ତାର,1. കാറ്റ് 2. നീട്ടുക
1. ନିଷ୍କାସନ ଡ୍ରେନ୍ 2. ପ୍ରବାହିତ,1. എക്‌സ്‌ഹോസ്റ്റ് ഡ്രെയിൻ 2. മലിനജലം
ଜଳ ନିଷ୍କାସନ,ഡ്രെയിനേജ്
ଟ୍ରାକ୍ସନ୍,ട്രാക്ഷൻ
1. medicine ଷଧ ଦିଅ,1. മരുന്ന് കൊടുക്കുക 2. നനയ്ക്കുക
ପ୍ରସାଧନ ସାମଗ୍ରୀ (ମଞ୍ଜି),സൗന്ദര്യവർദ്ധക വസ്തുക്കൾ (വിത്തുകൾ)
1. ଆଗର୍ 2. ଅସ୍ଥାୟୀ ଦୋଷ 3. ଡ୍ରିଲ୍ 4. ଆଗର୍ |,1. ആഗർ 2. ആഴം കുറഞ്ഞ തകരാർ 3. ഡ്രിൽ 4. ആഗർ
1. ଛିଦ୍ର 2. ଡ୍ରିଲ୍ 3. ଡ୍ରିଲ୍ |,1. ദ്വാരം 2. ഡ്രിൽ 3. ഡ്രിൽ
1. ଡ୍ରିଲିଂ 2. ଡ୍ରିଲ ସହିତ ବୁଣିବା 3. ଡ୍ରିଲ ସହିତ ing ାଳିବା |,1. ഡ്രില്ലിംഗ് 2. ഡ്രിൽ ഉപയോഗിച്ച് വിതയ്ക്കൽ 3. ഡ്രിൽ ഉപയോഗിച്ച് ഒഴിക്കുക
ଡ୍ରପ୍ ଜଳସେଚନ,ഡ്രിപ്പ് ഇറിഗേഷൻ
ଶୁଖିଲା ଚାଷ,ഉണങ്ങിയ കൃഷി
1. ଧୂଳି 2. ବୁକନି |,1.പൊടി 2.ബുക്നെ
1. ଧୂଳି 2. ଛିନ୍ନଛତ୍ରକାରୀ |,1. ഡസ്റ്റർ 2. സ്കാറ്ററർ
ଛିଞ୍ଚିବା ପାଇଁ |,തളിക്കാൻ
1. ବଧୂ 2. ଭାମନା |,1. വാമനൻ 2. വാമനൻ
ଭାମନା ପିରାମିଡ୍ |,വാമന പിരമിഡ്
ଭାମିନୀ ଭବନ,വാമിനി ഭവൻ
ପରିବେଶ,പരിസ്ഥിതി ശാസ്ത്രം
ଅର୍ଥନୀତି,ഇക്കണോമെട്രിക്സ്
ଅର୍ଥନ efficiency ତିକ ଦକ୍ଷତା |,സാമ്പത്തിക കാര്യക്ഷമത
ପରିସ୍ଥିତି ପ୍ରକାର |,സാഹചര്യ തരം
ଅତିରିକ୍ତ ସ୍ତରୀୟ |,അധിക-സ്ട്രാറ്റിഫൈഡ്
ନରମ,മൃദുവായ
ମୃତ୍ତିକା ବିଜ୍ଞାନ |,മണ്ണ് ശാസ്ത്രം
1. ବ୍ରିଜ୍ 2. ଏଡିଙ୍ଗ୍ 3. ଷ୍ଟ୍ରାଣ୍ଡ୍ ବନ୍ଦ |,1. ബ്രിഡ്ജിംഗ് 2. എഡ്ജിംഗ് 3. സ്ട്രാൻഡ് ക്ലോഷർ
ଖାଦ୍ୟ ଅଂଶ,ഭക്ഷണ ഭാഗം
ଚାହିଦା,ഡിമാൻഡിന്റെ ഇലാസ്തികത
ଉତ୍ପାଦନ ଇଲାସ୍ଟିସିଟି |,ഉത്പാദന ഇലാസ്തികത
ଇଲେକ୍ଟ୍ରୋଲାଇସିସ୍,വൈദ്യുതവിശ്ലേഷണം
ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |,ഇലക്ട്രോഫോറെസിസ്
ବାଷ୍ପୀକରଣ,ആവിയായി
1. ଡିକାପିଟେଟର୍ 2. ଷ୍ଟେରିଲାଇଜର୍ 3. ଡେକାପିଟେଟର୍ 4. ଷ୍ଟେରିଲାଇଜର |,1. ശിരഛേദം 2. വന്ധ്യംകരണം 3. ശിരഛേദം 4. വന്ധ്യംകരണം
1. ୱେର୍ ବାଣ୍ଡି 2. ଷ୍ଟ୍ରବାବାଣ୍ଡି |,1. വീർ ബാൻഡി 2. സ്ട്രോബണ്ടി
ଭ୍ରୁଣ,ഭ്രൂണം
1. ଭ୍ରୁଣ ବିଜ୍ଞାନ 2. ପଦାର୍ଥ ବିଜ୍ଞାନ |,1. ഭ്രൂണശാസ്ത്രം 2. ഭൗതികശാസ്ത്രം
1. ପ୍ରସ୍ଥାନ 2. ପ୍ରସ୍ଥାନ,1. പുറത്തുകടക്കുക 2. പുറത്തുകടക്കുക
ଏମୁଲେସିଫାୟର୍ |,എമൽസിഫയർ
ଏଣ୍ଡୋଜେନସ୍ |,അന്തർജനകമായ
ଆନ୍ତ a- ବିନ୍ଦୁ ବିଭାଜନ |,ഇൻട്രാ പോയിന്റ് ഡിവിഷൻ
ଆନ୍ତ a- ପରଜୀବୀ |,ഇൻട്രാ-പാരാസിറ്റിക്
ଏଣ୍ଡୋସ୍ପର୍ମ |,എൻഡോസ്പേം
ଉଦ୍ୟୋଗ,എന്റർപ്രൈസ്
ଏଣ୍ଟୋମୋଲୋଜି |,കീടശാസ്ത്രം
ପରିବେଶ,പരിസ്ഥിതി
1. ଏନଜାଇମ୍ 2. ଏନଜାଇମ୍ |,1. എൻസൈം 2. എൻസൈം
କ୍ଲଷ୍ଟର ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |,ക്ലസ്റ്റർ ഗ്രാഫ്റ്റിംഗ്
1. ଏପିଫାଇଟ୍ 2. ଏପିଫାଇଟ୍ |,1. എപ്പിഫൈറ്റ് 2. എപ്പിഫൈറ്റ്
ଇକ୍ୱିଟି,ഇക്വിറ്റി
ବିଲୋପ,ഉന്മൂലനം
ଜରୁରୀ ପୋଷକ ତତ୍ତ୍ୱ |,അവശ്യ പോഷകങ്ങൾ
1. ମାପ 2. ଡେଇଁବା 3. ମୂଲ୍ୟାଙ୍କନ |,1. അളവ് 2. ജമ്പ് 3. വിലയിരുത്തൽ
ସୁନ୍ଦରତା,സൂക്ഷ്മത
ସୁଜନିକ୍ |,സുജനിക്
ମୂଲ୍ୟାଙ୍କନ,മൂല്യനിർണ്ണയം
ବାଷ୍ପ ଗେଜ୍ |,സ്റ്റീം ഗേജ്
ବାଷ୍ପୀକରଣ,ബാഷ്പീകരണ പ്രചോദനം
ଅନନ୍ତ ବିପ୍ଳବ |,ശാശ്വത വിപ്ലവം
1. ଚିର ସବୁଜ 2. ଚିର ସବୁଜ |,1. നിത്യഹരിതം 2. നിത്യഹരിതം
ବିକାଶ,വികസനം
ବିଛିନ୍ନ ହେବା,വിച്ഛേദിക്കുക
ପାରିକଶାୟ (ଉର୍ବରତା),പരീക്ഷയ് (ഫെർട്ടിലിറ്റി)
ଶୋଷଣ,ചൂഷണം
1. ଅନୁସନ୍ଧାନ 2. ଅନୁସନ୍ଧାନ,1. പര്യവേക്ഷണം 2. പര്യവേക്ഷണം
1. ନିର୍ବାହ 2. ନିର୍ଗମନ,1. എക്സ്ട്രൂഷൻ 2. എമിഷൻ
ଆଖି,കണ്ണ്
1. କାରକ 2. ଉପାଦାନ 3. କାରକ 4. ଉତ୍ସ |,1. ഘടകം 2. ഘടകം 3. ഘടകം 4. റിസോഴ്സ്
କାରକ ଉତ୍ପାଦକତା |,ഘടകം ഉത്പാദനക്ഷമത
ବ୍ୟବସାୟୀଙ୍କ ରିହାତି,വ്യാപാരിയുടെ കിഴിവ്
ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ବ୍ଲକ୍ ଡିଜାଇନ୍ |,ഫാക്‌ടോറിയൽ ബ്ലോക്ക് ഡിസൈൻ
ବିକଳ୍ପ,ബദൽ
1. ପାଟି 2. ପାଲିହାର |,1. പട്ടി 2. പലിഹാർ
ମୋଟ,മൊത്തത്തിലുള്ള
କ୍ଷେତ୍ର ମୂଲ୍ୟାଙ୍କନ |,ഫീൽഡ് മൂല്യനിർണ്ണയം
ଚାଷ ବଜେଟ୍,കാർഷിക ബജറ്റിംഗ്
କୃଷି ବ୍ୟବସାୟ,കാർഷിക ബിസിനസ്സ്
କ୍ଷେତ୍ର ଯୋଜନା,ഫീൽഡ് ആസൂത്രണം
1. କୃଷକ 2. କୃଷକ,1. കർഷകൻ 2. കർഷകൻ
1. କୃଷି 2. ଚାଷ,1. കൃഷി 2. കൃഷി
ଧକ୍କା |,കൂട്ടിയിടി
ଏକାଧିକ ପ୍ରଜନନ |,ഒന്നിലധികം പ്രജനനം
fermentation,അഴുകൽ
ଉର୍ବରତା |,ഫെർട്ടിലിറ്റി
ସାର,വളം
ସାର ବ୍ୟବହାର ଦକ୍ଷତା |,വളം ഉപയോഗം കാര്യക്ഷമത
ଫାଇବ୍ରସ୍ |,നാരുകളുള്ള
1. ଚାଷ 2. କ୍ଷେତ୍ର 3. ସ୍ଥାନ,1. ഫാം 2. ഏരിയ 3. സ്ഥലം
ମୃତ୍ତିକା ଜଳ ଧାରଣ,മണ്ണ് വെള്ളം പിടിക്കൽ
କ୍ଷେତ୍ର ପ୍ରଦର୍ଶନ,ഫീൽഡ് പ്രദർശനം
1. ଅସ୍ଥିରତା 2. ସ୍ଥିରତା 3. ସ୍ଥିରତା |,1. ഇമ്മൊബിലൈസേഷൻ 2. ഫിക്സേഷൻ 3. ഫിക്സേഷൻ
1. ଅବନତି 2. ଗର୍ଭଧାରଣ,1. വെള്ളപ്പൊക്കം 2. ഇംപ്രെഗ്നേഷൻ
ପ୍ରବାହ ଚିତ୍ର,ഒഴുക്ക് ഡയഗ്രം
ଖାଦ୍ୟ ମୂଲ୍ୟ,ഭക്ഷണ മൂല്യം
ଖାଇବାକୁ |,കാലിത്തീറ്റ
ପୂର୍ବାନୁମାନ,പ്രവചനം
ଜଙ୍ଗଲ,വനം
ବୃକ୍ଷରୋପଣ,വനവൽക്കരണം
1. ତାଡପର୍ନ୍ 2. ଫର୍ମ |,1. ടാഡ്പാർൺ 2. ഫോം
ବରଫ ପ୍ରତିରୋଧକ |,മഞ്ഞ് പ്രതിരോധം
1. ପାଲା 2. ବ୍ଲାଇଟ୍ |,1. പാലാ 2. ബ്ലൈറ്റ്
1. ଫ୍ରିଜ୍,1. മരവിച്ച 2. മരവിച്ച
କାର୍ଯ୍ୟ,പ്രവർത്തനം
1. ଫଳ ପତନ 2. ଫଳ ପତନ |,1. ഫ്രൂട്ട് ഫാൾ 2. ഫ്രൂട്ട് ഫാൾ
ଫଳ ପାଅ |,ഫലമായിത്തീരുന്നു
1. ଧୂମପାନ,1. ഫ്യൂമിഗേഷൻ 2. ഫ്യൂമിഗേഷൻ
ଫଙ୍ଗିସାଇଡ୍ |,കുമിൾനാശിനി
ଆଣ୍ଟିଫଙ୍ଗାଲ୍ |,ആന്റിഫംഗൽ
କବକ,കുമിൾ
1. ଖୁଦ୍ 2. ସୀତା |,1. ഖുദ് 2. സീത
1. ଫ୍ୟୁଜନ୍ 2. ଫ୍ୟୁଜନ୍ |,1. ഫ്യൂഷൻ 2. ഫ്യൂഷൻ
ସୂତା ଲୋମ,പഞ്ഞി
ଲୋମଶାଳୀ |,രോമമുള്ള
1. ବୃକ୍ଷ ଅଲସର 2. ପିଟିକା |,1. ട്രീ അൾസർ 2. പിടിക
1. ଗ୍ୟାମେଟସ୍,1. ഗേമറ്റുകൾ 2. ഗെയിമറ്റുകൾ
1. ଉଦ୍ୟାନ 2. ଉଦ୍ୟାନ,1. പൂന്തോട്ടം 2. പൂന്തോട്ടം
1. ପାନ୍ସଲ୍ 2. ହାଇଡ୍ରୋମିଟର |,1. പൻസാൽ 2. ഹൈഡ്രോമീറ്റർ
ଜିନ୍ ସଂଗ୍ରହ,ജീൻ ശേഖരണം
ଜିନ୍ ଟ୍ୟାଗନ୍ |,ജീൻ ടാഗൺ
ବଂଶାନୁକ୍ରମିକ,വംശാവലി
ଜିନ୍ ମାନଚିତ୍ର,ജീൻ മാപ്പ്
ଜେନେଟିକ୍ସ,ജനിതകശാസ്ത്രം
1. ଜେନୋମ୍ 2. ସାଙ୍ଗେନ |,1. ജീനോം 2. സംഗീൻ
