Telugu,Hindi
నిర్ధారణ ఆర్డర్,स्थायीकरण आदेश
జప్తు,"अधिहरण, ज़ब्ती"
సంఘర్షణ,"संघर्ष;विरोध, विरोधिता"
విరుద్ధమైన అభిప్రాయాలు,परस्पर विरोधी विचार
అనుగుణ్యత,अनुरूपता
అభినందన,"बधाई, अभिनंदन"
కనెక్షన్,"संबंध, संयोजन, कनेक्शन, जोड़ना"
అనుసంధానం,"मौन सहमति, मौनानुकूलता"
మనస్సాక్షి,अंत:करण
ఏకాభిప్రాయం,मतैक्य
సమ్మతి,सहमति
పర్యవసానంగా,"परिणाम, फल"
పర్యవసానంగా,"अनुवर्ती, परिणामी"
పరిరక్షణ,संरक्षण
పరిశీలన జోన్,विचार क्षेत्र
పొందేవాడు,परेषिती
సరుకు,परेषण
సరుకు గమనిక,परेषण नोट
స్థిరమైన,"एकरूप, संगत"
కన్సాలిడేటెడ్ ఫండ్,"संचित निधि, समेकित निधि"
ఏకీకృత వేతనం,समेकित वेतन
ఏకీకృత ప్రకటన,समेकित विवरण
ఏకీకరణ,"चकबंदी, समेकन, सुदृढ़ीकरण"
ప్రస్ఫుటమైన,"सुस्पष्‍ट, सहज दृश्य, ध्यानाकर्षी"
కుట్ర,षड्यंत्र
స్థిరాంకం,स्थिर;नियत;सतत
నియోజకవర్గం,निर्वाचन क्षेत्र
రాజ్యాంగం,संघटक
రాజ్యాంగం,"संघटन, गठन, संविधान"
పరిమితి,मजबूरी
నిర్మాణం,"निर्माण, रचना"
కన్సల్టెంట్,परामर्शदाता
సంప్రదింపులు,परामर्श
సంప్రదింపుల కమిటీ,परामर्शदात्री समिति
వినియోగించదగిన అంశం,उपभोग्य वस्तु
వినియోగించండి,उपभोग करना;खपाना
వినియోగదారుల వస్తువులు,उपभोक्‍ता वस्तुएँ
కన్స్యూమర్ ఫోరం/కౌన్సిల్,उपभोक्ता मंच परिषद्
వినియోగదారుల ధోరణి,उपभोक्ता अभिमुखीकरण
వినియోగం,"उपभोग, खपत"
సంప్రదించండి,संपर्क
సంప్రదింపు ప్రోగ్రామ్,संपर्क कार्यक्रम
అంటు వ్యాధి,सांसर्गिक रोग
కలిగి,"समाविष्‍ट करना, रोकना"
ఆలోచించండి,"ध्यानपूर्वक विचार करना, अनुध्यान करना"
సమకాలీన,"समसामयिक, समकालीन"
న్యాయస్థాన దిక్కరణ,न्यायालय की अवमानना
వివాదాస్పద,"विवाद, दावा, प्रतिविरोध"
విషయాలు,"विषय सूची, अंतर्वस्तु, अंश"
పోటీ,"विवाद, प्रतियोगिता, लड़ना"
సందర్భం,"प्रसंग, संदर्भ"
ఆకస్మికాలు,आकस्मिक व्यय
ఆకస్మికత,"संभाव्य स्थिति, आकस्मिकता, प्रासंगिकता"
ఆకస్మిక భత్యం,आकस्मिकता भत्‍ता
ఆకస్మిక నిధి,आकस्मिकता निधि
ఆకస్మిక గ్రాంట్,प्रांसगिक अनुदान
ఆకస్మిక ప్రణాళిక,आपात-निर्वाह योजना
నిరంతర ఛార్జీలు,"आकस्मिक प्रभार, फुटकर ख़र्च"
నిరంతర నియామకం,सतत नियुक्‍ति
నిరంతర అభివృద్ధి,सतत विकास
నిరంతర ప్రక్రియ,सतत प्रक्रिया
నిరంతర సేవ,सतत सेवा
నిషేధం,विनिषिद्‌ध
ఒప్పందం,"ठेका, संविदा"
కాంట్రాక్ట్ డీడ్,संविदा विलेख
ఉపాధి ఒప్పందం,नियोजन संविदा
ఒప్పంద కాలం,"संविदा की अवधि, ठेके की अवधि"
ఒప్పంద పత్రం,"ठेका प्रलेख, संविदा प्रलेख"
ఒప్పంద బాధ్యత,संविदागत देयता
ఒప్పంద సేవ,संविदा सेवा
వైరుధ్యం,"खंडन, परस्पर-विरोध"
విరుద్ధమైన ప్రకటన,विरोधात्मक कथन
విరుద్ధంగా,"प्रतिकूल, विपरीत"
ఉల్లంఘన,उल्लंघन
సహకారం,"योगदान, अंशदान, चंदा"
కంట్రిబ్యూటరీ పెన్షన్ స్కీమ్,अंशदायी पेन्शन योजना
కంట్రిబ్యూటరీ ప్రావిడెంట్ ఫండ్,अंशदायी भविष्य निधि
నియంత్రణ,नियंत्रण
నియంత్రించే అధికారి,नियंत्रण अधिकारी
వివాదాస్పద,विवादास्पद
వివాదాస్పద విషయం,विवादास्पद मामला
వివాదం,विवाद
సౌలభ్యం,सुविधा
కన్వెన్షన్,"परिपाटी, रूढि, समागम"
సాంప్రదాయిక,"रूढ़, रूढिगत"
సంభాషణ,"अवगत, परिचित"
మార్చండి,"परिवर्तित करना, संपरिवर्तित"
మార్చబడిన సెలవు,संपरिवर्तित छुट्टी
రవాణా,"वाहन, सवारी, हस्तांतरण"
రవాణా భత్యం,वाहन भत्‍ता
రవాణా దస్తావేజు,हस्तांतरण विलेख
రవాణా ఖర్చులు,"वाहन व्यय, सवारी खर्च"
దోషి,"सिद्‌धदोष, सिद्‌धदोष ठहराना, दोष सिद्‌ध करना"
నమ్మకం,"दोषसिद्‌धि, दृढ़विश्‍वास"
కాన్వొకేషన్,दीक्षांत समारोह
శీతలీకరణ ఆఫ్ పీరియడ్,उपशमन अवधि
సహకారం,"सहयोग, सहकारिता"
సహకార,"सहकारी, सहयोगशील"
కోఆపరేటివ్ సొసైటీ,सहकारी समिति
సహకార,सहयोजित करना
సహ-ఎంపిక సభ్యుడు,सहयोजित सदस्य
సమన్వయ,"समन्वय, तालमेल, समन्वयन"
సహ యజమాని,सहस्वामी
సహ-భాగస్వామి,सहभागीदार
కాపీ,"प्रतिलिपि, नक़ल, प्रति, कॉपी"
కాపీ చేస్తోంది,"प्रतिलिपिकरण, प्रतियाँ बनाना"
కాపీరైట్,"स्वत्वाधिकार, प्रतिलिप्याधिकार, कॉपीराइट"
కార్డియల్,सौहार्दपूर्ण
కరోనర్,मृत्यु समीक्षक
కార్పొరేట్ బాడీ,निगमित निकाय
కార్పొరేట్ ప్రణాళిక,कंपनी आयोजना
కార్పొరేషన్,निगम
కార్పొరేషన్ పన్ను,निगम कर
దిద్దుబాటు,"शुद्‌धि, शोधन, सुधार"
దిద్దుబాటు చర్యలు (= సరిదిద్దారు),सुधारक उपाय
కరస్పాండెన్స్,"पत्राचार, पत्रव्यवहार"
కరస్పాండెన్స్ కోర్సు,पत्राचार पाठ्यक्रम
కరస్పాండెన్స్ భాగం,पत्राचार भाग
కరస్పాండెంట్,संवाददाता
సంబంధిత,"तदनुरूप, तदनुसार, तत्समान"
కొరిగెండం,शुद्‌धि-पत्र;भूल सुधार
ధృవీకరించండి,संपुष्‍टि करना
ధృవీకరణ,संपुष्‍टि
అవినీతి,"भ्रष्‍ट, भ्रष्‍ट करना"
అవినీతి,भ्रष्‍टाचार
అవినీతి సాధన,भ्रष्‍ट आचरण
కాస్మోపాలిటన్ సిటీ,विश्‍वनगर
ధర,लागत
ఖర్చు అకౌంటెంట్,लागत लेखाकार
వ్యయ విశ్లేషణ,लागत विश्‍लेषण
ఖర్చు పైకప్పు,लागत सीमा
వ్యయ ప్రభావం,"लागत की किफायत, लागत प्रभाविता"
జీవన వ్యయం,निर्वाह व्यय
ఖర్చును అధిగమిస్తుంది,लागत अतिक्रमण
కుటీర పరిశ్రమ,कुटीर उद्‌योग
కౌన్సిల్,परिषद्
మంత్రుల మండలి,"मंत्री परिषद्, मंत्रिपरिषद्"
కౌన్సిల్ ఆఫ్ స్టేట్స్,राज्य सभा
న్యాయవాది,"काउंसेल, परामर्श देना, मंत्रणा देना"
కౌన్సెలింగ్,"परामर्श, परामर्श सेवा, उपबोधन"
కౌంటర్,"काउंटर, पटल, प्रति, जवाबी, गणित्र"
కౌంటర్ చర్య,जवाबी कार्रवाई
కౌంటర్ అఫిడవిట్,"प्रति-शपथपत्र, जवाबी हलफ़नामा"
కౌంటర్ ఛార్జ్,प्रत्यारोप
కౌంటర్ దావా,प्रतिदावा
నకిలీ కరెన్సీ,"जाली मुद्रा, जाली करेंसी"
నకిలీ,"जालसाजी, कूटकरण"
కౌంటర్ ఫాయిల్,"प्रतिपर्ण, अधपन्ना"
కౌంటర్ ఆఫర్,प्रतिप्रस्ताव
కౌంటర్సైన్,प्रतिहस्ताक्षर करना
తిరుగుబాటు,"बलात् राजपरिवर्तन, तख्ता-पलट"
కూపన్,कूपन
కొరియర్,"वार्ताहर, कूरियर"
కొరియర్ సేవ,कूरियर सेवा
కోర్సు,"मार्ग, दिशा, क्रम, प्रक्रिया, पाठ्यक्रम"
అధ్యయనం యొక్క కోర్సులు,पाठ़्यक्रम
కోర్టు కేసు,"अदालती मामला, न्यायालयी प्रकरण"
మర్యాద,"सौजन्य, शिष्‍टाचार"
చిన్న కారణాల న్యాయస్థానం,लघुवाद न्यायालय
ఒడంబడిక,प्रसंविदा
కవర్,"आवरण, लिफ़ाफ़ा, संरक्षण"
కవరేజ్,"व्याप्ति, संरक्षण, समावेशन, कवरेज"
కవరింగ్ లెటర్,सहपत्र
కవరింగ్ మెమో,"सहज्ञापन, सहमेमो"
గమనిక,सह टिप्पणी
క్రాష్ ప్రోగ్రామ్,द्रुत कार्यक्रम
క్రీము పొర,नवोन्नत वर्ग
సృష్టి,"सर्जन, रचना, निर्माण"
సృజనాత్మక,सर्जनात्मक
సృజనాత్మకత,"सर्जनशीलता, सर्जनात्मकता"
క్రీచ్,"शिशु सदन, बालवाड़ी"
క్రెడెన్షియల్స్ కమిట్,प्रत्ययपत्र समिति
విశ్వసనీయత,"विश्‍वसनीयता, साख"
క్రెడిట్,"ऋण, उधार, साख, जमा"
విశ్వసనీయమైనది,"प्रशंसनीय, सराहनीय"
క్రెడిట్ సలహా,जमा संज्ञापन
క్రెడిట్ మరియు పొదుపు సమాజం,बचत और उधार समिति
క్రెడిట్ కార్డు,क्रेडिट कार्ड
ఋణ వసతులు,"उधार सुविधाएं, ऋण सुविधाएं"
క్రెడిట్ ఎంట్రీ,जमा प्रविष्‍टि
క్రెడిట్ గమనిక,जमा पत्र
రుణదాత,"लेनदार, ऋणदाता"
శ్మశానవాటిక,दाह संस्कार
శ్మశానవాటిక గ్రౌండ్,"श्‍मशान भूमि, शवदाहगृह"
సిబ్బంది,कर्मीदल
నేరం,अपराध
నమ్మకంతో నేరస్థుడిని ఉల్లంఘించడం,आपराधिक विश्‍वास भंग
క్రిమినల్ కోర్ట్,"दंड न्यायालय, फ़ौजदारी अदालत"
నేర నిర్లక్ష్యం,"आपराधिक उपेक्षा, घोर उपेक्षा"
క్రిమినల్ నేరం,"दंडनीय अपराध, दांडिक अपराध"
క్రిమినల్ ప్రొసీజర్ కోడ్,दंड प्रक्रिया संहिता
సంక్షోభం,संकट
సంక్షోభ నిర్వహణ,संकट प्रबंधन
ప్రమాణం,"मानदंड, कसौटी"
విమర్శ,आलोचना
క్రాస్,"क्रॉस लगाना;काट देना, संकर"
క్రాస్ బ్రీడ్,संकर नस्ल
క్రాస్ చెకింగ్,दुतरफ़ा पड़ताल
క్రాస్డ్ చెక్,"क्रॉस चैक, रेखित चैक"
క్రాస్ ఎగ్జామినేషన్,प्रतिपरीक्षा;जिरह
ఆధార సూచిక,परस्पर संदर्भ
క్రాస్ ఓటింగ్,पक्षांतर मतदान
కీలకమైన తేదీ,निर्णायक तिथि
ముడి,"कच्चा;अपरिष्कृत, अशोधित, अशिष्‍ट"
అపరాధ నరహత్య,आपराधिक मानव वध
అపరాధి,"अपराधी, दोषी, अभियुक्‍त"
సాగు,"खेती, कृषि, संवर्धन"
సాంస్కృతిక మార్పిడి కార్యక్రమం,सांस्कृतिक विनिमय कार्यक्रम
సంచిత,संचयी
కరెన్సీ,"मुद्रा, करेंसी"
ద్రవ్య మారకం,मुद्रा विनिमय
కరెన్సీ గమనిక,करेंसी नोट
ప్రస్తుత,"चालू, प्रचलित, वर्तमान"
వాడుక ఖాతా,चालू खाता
ప్రస్తుత విధులు,वर्तमान कर्तव्यभार
ప్రస్తుత సెషన్,"चालू सत्र, चालू अधिवेशन"
కరికులం విటే,जीवनवृत्‍त
కర్లేట్,कम करना
సంరక్షకుడు,अभिरक्षक
కస్టడీ,"अभिरक्षा, हिरासत"
ఆచారం,"रूढ़ि, प्रथा"
ఆచారం,सीमा शुल्क
ఆచారం,"रूढिगत, प्रथागत"
ఆచారం విధానం,प्रथागत प्रक्रिया
కస్టమ్ డ్యూటీ,सीमा शुल्क
కస్టమర్,"ग्राहक, गाहक"
కస్టమర్ ఫ్రెండ్లీ,ग्राहक हितैषी
అనుకూల పరీక్ష,सीमा-शुल्क जाँच
కత్తిరించండి,कम करना
కట్ మోషన్,कटौती-प्रस्ताव
తేదీని కత్తిరించండి,विभेदक तिथि
చక్రం,चक्र
రోజువారీ,दैनिक
రోజువారీ భత్యం,दैनिक भत्‍ता
రోజువారీ డైరీ,"दैनिक डायरी, दैनिकी, दैनंदिनी, रोजनामचा"
రోజువారీ రిజిస్టర్,दैनिक रजिस्टर
రోజువారీ నివేదిక,दैनिक रिपोर्ट
దినచర్య,"दैनिक कार्य, रोज़ का काम"
రోజువారీ వేతనాలు,"दैनिक मज़दूरी, दिहाड़ी"
డాక్ స్టేజ్,डाक स्तर
డాక్ ట్రే,डाक ट्रे
నష్టం,"क्षति, हानि, नुकसान"
నష్టాలు,"नुक़सानी, हर्जाना"
ప్రమాదకరమైనది,खतरनाक
ధైర్యం,"साहसी, साहसिक, निर्भीक"
సమాచారం,"आधार सामग्री;आंकड़े, डाटा"
డేటా బ్యాంక్,आकंडा बैंक
డేటా బేస్,आंकड़ा संचय
వివరాల సేకరణ,"आंकड़ा संग्रहण, आधार-सामग्री संग्रहण"
డేటా దాణా,आंकडा भरण
డేటా ప్రాసెసింగ్,आंकड़ा संसाधन
తేదీ,"दिनांक, तारीख़, तिथि"
రాక తేదీ,"आगमन तिथि, आने की तारीख़"
పుట్టిన తేది,जन्म तिथि
బయలుదేరే తేదీ,"प्रस्थान तारीख, जाने की तारीख़"
ఉత్సర్గ తేదీ,"कार्यमुक्‍ति तारीख, छुट्टी की तारीख"
పరిపక్వత తేదీ,परिपक्वता तारीख
రశీదు తేదీ,"प्राप्ति तारीख, प्राप्ति तिथि"
తేదీ స్టాంప్,"तारीख़ मोहर, दिनांकन"
రోజు పండితుడు,अनावासी छात्र
డే షిఫ్ట్,दिन की पारी
దయ యొక్క రోజులు,रियायती दिन
రోజు నుండి రోజు పని,"दैनंदिन कार्य, रोजमर्रा का काम"
డెడ్ ఖాతా,निष्क्रिय खाता
గడువు,समय सीमा
డెడ్లాక్,गतिरोध
డెడ్ స్టాక్ రిజిస్టర్,जड़ स्टॉक रजिस्टर
చనిపోయిన బరువు,कुल भार
ఒప్పందం,"सौदा, व्यवहार करना"
వ్యవహార సహాయకుడు,संबंधित सहायक
వ్యవహారం,"व्यवहार, लेनदेन"
మరణ వార్షికోత్సవం,पुण्यतिथि
ప్రియమైన భత్యం,महंगाई भत्‍ता
మరణ ప్రయోజనం,मृत्यु हितलाभ
డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ,मृत्यु-सह-निवृत्‍ति उपदान
సేవలో మరణం,सेवा के दौरान मृत्यु
Deauthorizatioin,प्राधिकार निरसन
డెబార్,"रोकना, विवर्जित करना"
డెబిట్,"नामे, नामे डालना"
డెబిట్ సలహా,नामे संज्ञापन
అప్పు,ऋण
రుణ నిర్వహణ,ऋण प्रबंधन
రుణగ్రహీత,"ऋणी, देनदार"
మరణించిన,"मृत, मृतक, दिवंगत"
మర్యాద,शिष्‍टता
వికేంద్రీకరణ,विकेंद्रीकरण
నిర్ణయాత్మక కారకం,निर्णायक कारक
నిర్ణయం,"निर्णय, फैसला;विनिश्‍चय"
నిర్ణయం తీసుకోవడం,निर्णयन
నిర్ణయం తీసుకునే ప్రక్రియ,निर्णयन प्रक्रिया
ప్రకటన,घोषणा
ఆదాయ ప్రకటన,आय की घोषणा
ప్రకటించిన విలువ,घोषित मूल्य
ప్రమాణం చేయండి,"सशपथ घोषित करना, शपथपूर्वक घोषणा करना"
డీకోడ్,कूट वाचन
డీకోంట్రోల్,"विनियंत्रण, नियंत्रण हटाना"
డెకోరం,शिष्‍टता;शालीनता;मर्यादा
తగ్గుదల,"घटत, कमी"
డిక్రీ,"डिगरी, डिक्री"
అంకితం,समर्पण
మినహాయింపు,कटौती-योग्य
మినహాయింపు,"कटौती, घटाव"
మూలం వద్ద మినహాయింపు,स्रोत पर कटौती
జీతం నుండి మినహాయింపు,वेतन से कटौती
దస్తావేజు,विलेख
తనఖా యొక్క దస్తావేజు,बंधक विलेख
డీమ్డ్ విశ్వవిద్యాలయం,मानित विश्‍वविद्‌यालय
Deface,"विरूपित करना, विकृत करना"
వాస్తవ,वस्तुतः
డీప్లేషన్,ग़बन
పరువు నష్టం,मानहानि
డిఫాల్ట్,"चूक, व्यतिक्रम, बक़ाया"
డిఫాల్టర్,"चूक करने वाला, बक़ायादार, बाक़ीदार"
లోపభూయిష్ట,"सदोष, त्रुटिपूर्ण"
రక్షణ,"रक्षा, बचाव, प्रतिवाद"
రక్షణ న్యాయవాది,बचाव काउंसेल
రక్షణ ఉత్పత్తి,रक्षा-उत्पादन
ప్రతివాది,प्रतिवादी
వాయిదా వేయండి,आस्थगित करना
వాయిదా వేసిన వ్యయం,आस्थगित व्यय
ధిక్కరణ,अवज्ञा
లోటు,"घाटा, कमी"
లోటు బడ్జెట్,घाटे का बजट
నిర్వచించండి,"निश्‍चित करना, परिभाषा देना"
ధిక్కరించండి,अवज्ञा करना
క్షీణత,"पद घटाना, ग्रेड घटाना, निम्नीकरण"
డిగ్రీ,"डिग्री, उपाधि, उपाधिपत्र, मात्रा, अंश, कोटि, घात"
Dejure,विधितः
ఆలస్యం,विलंब
ప్రతినిధి,"प्रतिनिधि, प्रत्यायोजित करना"
అప్పగించిన అధికారం,प्रत्यायोजित प्राधिकार
ప్రతినిధి బృందం,"प्रतिनिधि मंडल, शिष्‍टमंडल, प्रत्यायोजन"
అధికారాల ప్రతినిధి బృందం,शक्‍तियों का प्रत्यायोजन
తొలగించు,"हटाना, निकालना"
తొలగింపు,"लोप, हटा दिया जाना"
ఉద్దేశపూర్వకంగా,जानबूझकर
చర్చ,विचार-विमर्श
రుచికరమైన,"लाइसेंस रद्‌द करना, लाइसेंस हटाना"
డీలిమిటేషన్,परिसीमन
బట్వాడా,"देना, सौंपना, जन्म देना, जनना"
డెలివరీ,"वितरण, सुपुर्दगी, परिदान, प्रसव"
డిమాండ్,"मांग, अभियाचना"
డిమాండ్ గమనిక,मांग नोट
సరిహద్దు,सीमांकन
డెమి-అఫీషియల్,अर्ध-शासकीय
ప్రజాస్వామ్యం,लोकतंत्र
ప్రదర్శన,"प्रदर्शन, निदर्शन, निरूपण"
అవమానం,"मनोबल-ह्रास, नैतिक पतन"
డెమరేజ్,"विलंब-शुल्क, डेमरेज"
తిరస్కరణ,"इनकार, नकार, प्रत्याख्यान"
విలువ కలిగిన,"अभिधान, अंकित मूल्य, मूल्यवर्ग, पंथ"
డి నోవో,नए सिरे से
తిరస్కరించండి,"प्रत्याख्यान करना, नकारना"
బయలుదేరండి,"प्रस्थान करना, रवाना होना, विचलित होना, हटना, दिवंगत होना"
విభాగం,विभाग
డిపార్ట్‌మెంటల్,विभागीय
డిపార్ట్‌మెంటల్ చర్య,विभागीय कार्रवाई
డిపార్ట్‌మెంటల్ ఎంక్వైరీ,विभागीय जांच
విభాగ దర్యాప్తు,विभागीय जांच-पड़ताल
డిపార్ట్‌మెంటల్ అవకతవకలు,विभागीय अनियमितता
డిపార్ట్‌మెంటల్ లైబ్రరీ,विभागीय पुस्तकालय
విభాగ నిర్లక్ష్యం,विभागीय उपेक्षा
విభాగ అనుమతి,विभागीय अनुमति
డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్,विभागीय अर्हक परीक्षा
నిష్క్రమణ,"प्रस्थान, विचलन"
డిపెండెన్సీ సర్టిఫికేట్,आश्रितता प्रमाणपत्र
ఆధారపడి ఉంటుంది,आश्रित
ఆధారపడిన పిల్లలు,आश्रित संतान
మోహరించేందుకు,परिनियोजित करना
డిపోనెంట్,अभिसाक्षी
బహిష్కరణ,"देश-निकाला, विवासन"
డిసెజ్,अभिसाक्ष्य देना
డిపాజిట్,"निक्षेप, जमा"
డిపో,"डिपो, आगार"
తరుగుదల,"मूल्यह्रास, अवक्षय"
అణగారిన తరగతి,दलित वर्ग
కోల్పోతారు,वंचित करना
డిప్యుటేషన్,"प्रतिनियुति, शिष्‍टमंडल"
డిప్యుటేషన్ భత్యం,प्रतिनियुक्‍ति भत्‍ता
డిప్యూటీ,उप
పునర్నిర్మించబడింది,विपंजीकृत
విధి యొక్క విడదీయడం,कर्तव्य की अवहेलना
డెజర్వేషన్,वि-आरक्षण
అవమానకరమైన,"अनादर, अल्पीकरण"
అవమానకరమైన,अनादरसूचक
అవమానకరమైన వ్యాఖ్య,अनादरसूचक अभ्युक्‍ति
వారసుడు,वंशज
వివరణ,"वर्णन, विवरण"
అర్హమైనది,सुपात्र
రూపకల్పన,"अभिकल्प, डिज़ाइन"
నియమించండి,"नामोद्‌दिष्‍ट करना, नामोद्‌दिष्‍ट, मनोनीत, अभिहित करना"
హోదా,पदनाम
డెస్పాచ్,"प्रेषण, रवानगी, प्रेषित करना, रवाना करना, भेजना"
డెస్పాచ్ నోట్,"प्रेषण नोट, रवानगी पत्र"
డెస్పాచ్ రిజిస్టర్,प्रेषण रजिस्टर
గమ్యం,"गंतव्य, लक्ष्य"
నిరాశ్రయుల,"निराश्रित, बेसहारा"
వివరాలు,"ब्योरा, काम पर भेजना"
వివరంగా,"विस्तृत, ब्योरेवार"
గుర్తించడం,पता लगाना
నిర్బంధ,"निरोध, रोक देना"
డిటెనూ,"नजरबंद, निरूद्‌ध व्यक्‍ति"
సంకల్పం,"निर्धारण, अवधारण, संकल्प"
నిరోధం,प्रतिवारण
హాని,अहित
హానికరం,अहितकर
విలువ తగ్గింపు,अवमूल्यन
వినాశనం,"विध्वंस, विनाश"
అభివృద్ధి,विकास
విడదీయండి,विचलित होना
పరికరం,"युक्‍ति, साधन"
భక్తి,निष्ठा
రోగ నిర్ధారణ,निदान करना
రేఖాచిత్రం,आरेख
డైరీ,"डायरी, दैनिकी, दैनंदिनी"
డిక్టేషన్,"श्रुतलेख, बोलकर लिखाना"
చనిపోతుంది,"अकार्य दिवस, अदिन"
ఆహారం,आहार
డైజెస్ట్,"सार-संग्रह, चयनिका"
గౌరవప్రదమైన,गरिमापूर्ण
గౌరవం,गरिमा
డైగ్రెషన్,विषयांतरण
డైలేటరీ,विलंबकारी
సందిగ్ధత,दुविधा
శ్రద్ధ,"अध्यवसायी, परिश्रमी"
పరిమాణం,"विमा, विस्तार"
డిప్లొమా,डिप्लोमा
దౌత్యం,"राजनय, कूटनीति"
దౌత్య రోగనిరోధక శక్తి,राजनयिक उन्मुक्‍ति
డైరెక్ట్,"प्रत्यक्ष, सीधा, निदेश देना"
ప్రత్యక్ష పోటీ,सीधी प्रतियोगिता
ప్రత్యక్ష ఇంటర్వ్యూ,सीधा साक्षात्कार
దిశ,"निदेश, निदेशन"
డైరెక్టరీ,निर्देशिका
ప్రత్యక్ష నియామకం,सीधे भर्ती(व्यक्‍ति)
అనుమతించవద్దు,नांमजूर करना
వైకల్యం,"अशक्‍ततता, निर्योग्यता, अपंगता, अपांगता"
వికలాంగుడు,अशक्‍त व्यक्‍ति
డిసేబుల్మెంట్ ప్రయోజనం,"अशक्‍तता हित लाभ, अपंगता हित लाभ, अपांगता हितलाभ"
ప్రతికూలత,अपहित
అంగీకరించలేదు,"असहमत होना, असहमति"
అనుమతించబడలేదు,नामंजूर
నిరాకరణ,निरनुमोदन
విపత్తు,विपदा
విపత్తూ నిర్వహణ,विपदा प्रबंधन
రద్దు,"तोड़ देना, भंग करना"
పంపిణీ,संवितरण
విస్మరించండి,"अलग करना, हटा देना, निकाल देना, व्यक्‍त करना"
ఉత్సర్గ,"निर्वहन, पालन, ऋण उन्मोचन, सेवा-मुक्‍ति, कार्य-मुक्‍ति, छुट्‌टी"
ఉత్సర్గ స్లిప్,छुट्टी की पर्ची
క్రమశిక్షణా చర్య,अनुशासनिक कार्रवाई
క్రమశిక్షణా విధానం,अनुशासनिक प्रकिया
క్రమశిక్షణ,अनुशासन
నిరాకరణ,"दावा छोड़ना, दावा त्यागना, अस्वीकार करना"
బహిర్గతం,"प्रकटन, प्रकटीकरण"
అసంతృప్తి,असंतोष
నిలిపివేత,"समापन, समाप्ति, रोक"
నిలిపివేయండి,"बंद करना, रोकना, समाप्त करना"
అసమ్మతి,"अनबन, मतभेद"
డిస్కౌంట్,"बट्टा, छूट"
కనుగొనండి,"खोजना, पता लगाना"
అపఖ్యాతి,"अविश्‍वसनीय मानना, साख गिराना"
వ్యత్యాసం,विसंगति
అభీష్టానుసారం,विवेक
విచక్షణ మంజూరు,विवेकानुदान
విచక్షణ శక్తి,विवेकाधिकार
వివక్ష,"भेदभाव, विभेद"
చర్చ,"विचार-विमर्श, चर्चा, बहस"
నిజాయితీ,बेईमान
అవమానం,"अस्वीकार करना, नकारना, अनादर करना"
విచ్ఛిన్నం,विघटन
డిస్క్,डिस्क
తొలగుట,"विस्थापन, विस्थानन, अस्तव्यस्त हो जाना"
నమ్మకద్రోహం,निष्ठाहीन
రద్దుచేసే,"पदच्युत करना, बरख़ास्त करना, खारिज करना"
తొలగింపు,"पदच्युति, बरख़ास्तगी"
తొలగింపు విధానం,बरख़ास्तगी प्रकिया
అవిధేయత,"आज्ञा न मानना, अवज्ञा करना"
రుగ్మత,"अव्यवस्था, गड़बड़ी, शांति भंग"
అస్తవ్యస్తత,अव्यवस्थित करना/होना
అసమానత,असमानता
డిస్పాచ్ విభాగం,प्रेषण अनुभाग
పంపిణీ చేయదగినది,परिहार्य
చెదరగొట్టండి,"विसर्जित होना, तितर-बितर करना या होना"
స్థానభ్రంశం,विस्थापित
ప్రదర్శన,"सज्जा, सजावट, प्रदर्शन, प्रदर्शित करना"
అసంతృప్తి,"अप्रसाद, नाखुशी"
పారవేయడం,"निपटान, निवर्तन, व्ययन"
పారవేసేందుకు,"निपटाना, बेचना"
స్థానభ్రంశం,"प्रवृत्‍ति, स्वभाव"
తొలగింపు,"बेकब्ज़ा करना, कब्जा छीनना"
వివాదం,"विवाद, झगड़ा"
అనర్హత,निरर्हता
విస్మరించండి,अवहेलना
అంతరాయం,"विच्छिन्नता, बाधा, भंग, भंग करना"
అసంతృప్తి,असंतोष
అసమ్మతి,"विमति, विसम्मति"
అపచారం,"अपकार, कुसेवा"
డిసోసియేట్,"वियोजित करना, असंबद्‌ध होना, अलग होना"
రద్దు,"भंग, विघटन"
కరిగించండి,"विघटित करना, भंग करना"
దూరవిద్య,दूरस्थ अधिगम
డిస్టిలరీ,"मद्‌य निर्माणशाला, आसवनी"
విభిన్న,"भिन्न, अलग, सुभिन्न, सुस्पष्‍ट, सुव्यक्‍त"
వేరు,"भेद करना, विशिष्‍टता पाना"
వక్రీకరణ,"विकृति, तोड़-मरोड़"
బాధ,"विपत्‍ति, कष्‍ट"
పంపిణీ,"वितरण करना, बाँटना"
పంపిణీ,"वितरण, बंटन"
జిల్లా,"जिला, जनपद"
జిల్లా కేంద్రం,"डिस्ट्रिक्टसेंटर, व्यावसायिक केंद्र, जिला केंद्र, प्रधान केंद्र"
భంగం,"उपद्रव, गड़बड़ी, अशांति, बाधा"
డిట్టో,"यथोपरि, जैसे ऊपर"
మళ్లింపు,"विषयांतर, पथांतर, पथांतरण, अपयोजन"
డివిడెండ్,लाभांश
విభజన,"प्रभाग, मंडल, डिवीजन, विभाजन, श्रेणी, डिवीजन"
విడాకులు,"तलाक़, विवाह-विच्छेद, तलाक़ देना, विवाह-विच्छेद करना"
