Odiya,Malayalam
କାରୋଟିନୋଏଡ୍,കരോട്ടിനോയിഡ്
କାର୍ପାଲ |,കാർപാവൽ
କାର୍ପେଲ,പരല്പം
କାର୍ପସ୍ |,കാർപസ്
କାର୍ଗେନ୍,വണ്ടി
ବାହକ ଯାନ୍ତ୍ରିକତା |,കാരിയർ സംവിധാനം
କ୍ଷମତା ବହନ କରିବା |,ശേഷി നിലനിർത്തുന്നു
କାର୍ଟିଲାଜେନସ୍ ମାଛ |,കാർട്ടീലാഗനസ് മത്സ്യം
କାର୍ଟିଲାଗମସ୍,തരുണാസ്ഥി
କ୍ଲିନବି,കൊളം
କ୍ୟାରିଗାମି |,കാരിയാകം
କାର୍ୟାବିନ୍ଲେଣ୍ଟ୍ସ |,കാരിയോഫില്ലേസി
କାରୋଫିଲସ୍,കാരിയോളിസ്ലി
କାରୋପ୍ସିସ୍ |,കരീസിസ്
କେନ୍,കേസിൻ
କାସପର୍ିଆନ୍ ଷ୍ଟ୍ରିପ୍ |,കാസ്പാരിയൻ സ്ട്രിപ്പ്
କ୍ୟାସିୟା,കാസിയ
କାଜରୋଗରୀ,കാസോവറി
କାଷ୍ଟର |,നായക
କାସୁରିନା |,കാസുവാരിന
କାସୁଆରିନା ଆଲସ୍ |,കാസുവാരിന അൽനസ്
କାଟାବୋଲିଜିମ୍ |,കാറ്റബോളിസം
କାଟାଲାସ୍,കാറ്റലേസ്
କାଟାଲଗ୍ |,നാമാവലി
କାଟାଲିସିସ୍ |,കവചലിസ്
କାଟାଲାଇଷ୍ଟ |,ഉത്തേജാതി
କାଟାଲାଇଟିକ୍ କନଭର୍ଟର୍ |,കാറ്റലിറ്റിക് കൺവെർട്ടർ
ମୋତିଆବିନ୍ଦୁ,തിമിര
ବିପର୍ଯ୍ୟୟ |,ദാരുണസംഭവം
କ୍ୟାଟେନେକ୍ଲାମାଇନ୍,കാറ്റെക്കോലാമൈൻ
Catecomine Hormon,കാറ്റെക്കോനോമിൻ ഹോർമോൺ
କାଟୀଟିଅନ୍ସ |,കട്രൂരേഷന്
ଯୋଡ,നിലവറ
କ୍ୟାଟେକିନ୍ |,ചൂടാക്കല്
କ୍ୟାଲାଲା |,കാറ്റ്ല
ବିଲେଇର ନଖ (ଦ୍ୱନ୍ଦ୍ୱ-ଅନଗୁଏସ୍ କ୍ୟାଟି),പൂച്ചയുടെ നഖം (ബിഗ്നോണിയ-ഉൻഗുയിസ് കാറ്റി)
ଗୋରୁ ଚରିବା |,കന്നുകാലി മേച്ചിൽ
ଗୋରୁ ରାଞ୍ଚି |,കന്നുകാലി റാഞ്ച്
ଗୋରୁର ଶାସକ |,കന്നുകാലിയുടെ റുമിംഗ്
ଗୋରୁର ଶ style ଳୀ,കന്നുകാലികളുടെ ശൈലി
କାଉଡାଲ୍ ମେରୁବ୍ରା |,കോഡൽ കശേരു
ପୁଶୂୟ,കുഡെക്സ്
କାରଣ ଏଜେଣ୍ଟ,കാര്യകാരണ ഏജന്റ്
Cedrus delodara (cedar),സെഡ്രസ് ദിയോദര (ദേവദാർ)
ସେଲାଷ୍ଟ୍ରାଲେସ୍,സെലാസ്ട്രേലുകൾ
କକ୍ଷ ଜୋଲୋଗ୍ରାସିଷ୍ଟ |,സെൽ ബയോളജിസ്റ്റ്
କକ୍ଷ ଜୀବ ବିଜ୍ଞାନ |,സെൽ ബയോളജി
ସେଲ୍ ଚକ୍ର,സെൽ സൈക്കിൾ
ସେଲ୍ ବିସ୍ତାର କରନ୍ତୁ |,സെൽ വർക്ക്മെന്റ്
କକ୍ଷ ଲିଭୋପା |,സെൽ എൻവലോപ്പ്
ସେଲ ଭଗ୍ନାଂଶ,സെൽ ഭിതാവസ്ഥ
ସେଲ୍ ହୋମୋଜେନେଟ୍ |,സെൽ ഹോമോജെനേറ്റ്
ସେଲ୍ ମଧ୍ୟସ୍ଥି ପ୍ରତିରକ୍ଷା |,സെൽ മെഡിറ്ററേറ്റഡ് പ്രതിരോധശേഷി
ହେଲ୍ ମେମ୍ବ୍ରେନ୍ |,സെൽ മെംബ്രൺ
କକ୍ଷ ପ୍ରବନ୍ଧ,സെൽ വ്യാപനം
କକ୍ଷ ଗଠନ,സെൽ ഘടന
ସେଲ୍ ସିଦ୍ଧାନ୍ତ |,സെൽ സിദ്ധാന്തം
କକ୍ଷ କାନ୍ଥ,കോശ ഭിത്തി
ସେଲୋଫାସ୍ ମେମ୍ବ୍ରେନ୍ |,സെലോഫെയ്ൻ മെംബ്രൺ
ସଲୁଲା |,സെല്ലുല
ସେଲ୍ୟୁଲାର୍ ପ୍ରତିରକ୍ଷା |,സെല്ലുലാർ ഡിഫൻസ്
ସେଲୁଲାର୍ ଶକ୍ତି ସ୍ଥାନାନ୍ତର- ସିଷ୍ଟମ |,സെല്ലുലാർ എനർജി ട്രാൻസ്ഫർ-സിസ്റ്റം
ସେଲୁଲାର୍ ଏନଜାଇମ୍ |,സെല്ലുലാർ എൻസൈം
ସେଲୁଲାର୍ ସ୍ତର |,സെല്ലുലാർ ലെവൽ
ସେଲ୍ୟୁଲାର ଅକ୍ସିଡେସନ୍ |,സെല്ലുലാർ ഓക്സീകരണം
ସେଲୁଲାର୍ ପୁଲ୍ |,സെല്ലുലാർ പൂൾ
ସେଲୁଲୋଜ୍ |,സെല്ലുലോസ്
ସେଲୁଲୋଜ୍ ମାଇକ୍ରୋଫିବ୍ରିଲ୍ |,സെല്ലുലോസ് മൈക്രോഫിബ്രിൽ
ସିମ୍ପମ୍,രോഗശക്തി
ସେଞ୍ଚ୍ରସ୍,സിൻചെര്ട്രസ്
ସେନୋଜିକ୍ ଯୁଗ |,സെനോസോയിക് കാലഘട്ടം
ଜନଗଣନା,കാനേഷുമാരി
ଜନଗଣନା,കാനേഷുമാരി
ସେଣ୍ଟିମଗାନ୍ଗାନ୍ |,സെന്റിമോർഗൻ
ସେଣ୍ଟିପେଡା ଅର୍ବିପିଓଲାରାଇଣ୍ଡସ୍ |,സെന്റിപീഡ ഓർബിക്ലലാരിസ്
କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ,സെൻട്രൽ അക്ഷം
କେନ୍ଦ୍ରୀୟ ସେଲ୍ |,മധ്യ സെൽ
କେନ୍ଦ୍ରୀୟ କୋର |,സെൻട്രൽ കോർ
କେନ୍ଦ୍ରୀୟ ଡଗମା |,സെൻട്രൽ ഡോമ
ସେଣ୍ଟ୍ରାଲ୍ ଡ୍ରଗ୍ ଗବେଷଣା ପ୍ରତିଷ୍ଠାନ |,സെൻട്രൽ മയക്കുമരുന്ന് റിസർച്ച് ഇൻസ്റ്റിറ്റ്യൂട്ട്
କେନ୍ଦ୍ରୀୟ କ୍ଷେତ୍ର |,മധ്യ ഫീൽഡ്
ସେଣ୍ଟ୍ରାଲ୍ ଲାକଟେର |,സെൻട്രൽ ലീഷ്യൽ
କେନ୍ଦ୍ରୀୟ ସ୍ନାୟୁ ପ୍ରଣାଳୀ |,കേന്ദ്ര നാഡീവ്യവസ്ഥ
କେନ୍ଦ୍ରୀୟ ସଲ୍କସ୍ |,സെൻട്രൽ സുൽക്കസ്
ଶତକଡ଼ା,സെൻറ്ഫ്യൂഗേഷൻ
ସେଣ୍ଟ୍ରିଓନ୍ |,സെൻട്രിയോൾ
ସେଣ୍ଟ୍ରମେରେ |,സെൻട്രോമേരെ
ସେଣ୍ଟ୍ରୋକ୍,നൂറ്റാണ്ട്
ସେଣ୍ଟ୍ରୋସପେରେ,സെന്റോസ്ഫിയർ
ସେଫାହୋକର୍ଡେଟ୍,Cefalochardate
ସେଫାହୋକର୍ଡେଟ୍ |,Cefalochardates
ସେଫିଫୋଲୋରିନ୍ |,സെഫാലോസ്പോരിൻ
ସେଫାହାଲୋହୋରାକ୍ସ |,സെഫലോത്തോറാക്സ്
ସେରାଟଫାଇଲେଫୋନ୍,സെറാറ്റോഫില്ലേസി
ଶସ୍ୟ ଶସ୍ୟ |,ധാന്യ ധാന്യം
ସେରବେଲବ୍ଲକାରୀ ପେଡୁଙ୍କଲ୍ |,സെറിബെല്ലാർ പൂങ്കുലത്തണ്ട്
SeerBebelum,സെറെബെല്ലം
ମୁଦ୍ରା ସଂକୀର୍ଣ୍ଣ,സെറിബ്രൽ അക്വാദ്യ
ମସ୍ତିଷ୍କ କର୍ଟେକ୍ସ |,മസ്തിഷ്കാവരണം
ମସ୍ତିଷ୍କ ଗୋଲାର୍ଦ୍ଧ,സെറിബ്രൽ അർദ്ധഗോളത്തിൽ
ମସ୍ତିଷ୍କ ଭେଣ୍ଟ୍ରିକଲ୍ |,സെറിബ്രൽ വെൻട്രിക്കിൾ
ସେରେବ୍ରୋସ୍ପିନାଲ ଫ୍ଲୁଇଡ୍ (CSF),സെറെബ്രോസ്പൈനൽ ദ്രാവകം (സിഎസ്എഫ്)
ସେରିବ୍ରମ୍,സെറിബ്രം
ସାର୍ଟିଫାଏଡ୍ ବିହନ |,സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്
Cermouss Ginland |,സെറമ്പനുസരിച്ച് ഗ്രന്ഥി
ଗର୍ଭାଶୟ,ഗർഭാശയം
ଗର୍ଭାଶୟ କ୍ୟାପ୍ |,സെർവിക്കൽ തൊപ്പി
ଗର୍ଭାଶୟ ମେରୁବ୍ରା |,സെർവിക്കൽ കശേരു
ଗର୍ଭାଶୟ,സെർവിക്സ്
ସେସିୟମ୍ କ୍ଲୋରାଇଡ୍ |,സിസിയം ക്ലോറൈഡ്
Cesspool |,സെസ്പൂൾ
ସେଟସେସ୍,സെറ്റസിൻസ്
ଚାଇଟୋପ୍ଟର,ചാറ്റോപ്റ്ററസ്
ଚେଲାଜା |,ചാലസ
ଚେଲାଜା |,ചാലസ
ଚାଲାଜାଲ୍ ଶେଷ,ചാലസൽ അവസാനം
ଚାଲିନା,ചാലിയന
ଚାମଲେନ୍ (ଚାଷେଲେଓନ୍),ചാമെലിയൻ (ചാമലീൻ)
ଚାନ୍କ୍ରଏଡ୍,ചാൻക്രോയിഡ്
ଚ୍ୟାନେଲ୍ |,ചാനല്
ଚ୍ୟାନେଲ୍ |,ചാനല്
ଚାପେରନ୍ |,ചേരപോൺ
ଚାରା,ചാര
ଚରିତ୍ରଗତ ଉଦ୍ଭିଦ |,സ്വഭാവ സസ്യങ്ങൾ
ଅଙ୍ଗାର,കരി
ଚାର୍ଗାଫ୍ ର ନିୟମ |,ചാർജാഫിന്റെ ഭരണം
ଚାର୍ଜ ହୋଇଥିବା ଉପକରଣ (CCD),ചാർജ് ചെയ്ത ഉപകരണം (സിസിഡി)
ଚାର୍ଜ କରିବା,ചാർജ്ജുചെയ്യല്
ଚୋସ୍ ଗଜାଗମସ୍ |,ഗാസ്മോകാഹാസസ്
ଚାଥାମାଲସ୍ |,ചത്തമലസ്
ଚେଲୋନିଅ |,ചെലോൺ
ରାସାୟନିକ ଆନାଲିଜର୍ |,കെമിക്കൽ വിശകലനം
ରାସାୟନିକ ବଣ୍ଡ |,രാസബന്ധം
ରାସାୟନିକ ଭାଙ୍ଗିବା,കെമിക്കൽ തകരാര്
ରାସାୟନିକ ଜଟିଳତା |,കെമിക്കൽ സങ്കീർണ്ണത
ରାସାୟନିକ ପରିବେଶ |,കെമിക്കൽ എൻവയോൺ
ରାସାୟନିକ ବିବର୍ତ୍ତନ |,രാസ പരിണാമം
ରାସାୟନିକ ପଦ୍ଧତି |,രാസ രീതി
ରାସାୟନିକ ମୁଟାଗେନ୍ |,കെമിക്കൽ മ്യൂട്ടേഗൻ
ରାସାୟନିକ ଉତ୍ପତ୍ତି |,രാസ ഉത്ഭവിച്ച
ରାସାୟନିକ ଅମ୍ଳଜାନ ଚାହିଦା |,കെമിക്കൽ ഓക്സിജൻ ആവശ്യം
ରାସାୟନିକ ସମ୍ଭାବନା |,രാസവസ്തു
ରାସାୟନିକ ସ୍କାଲପେଲ୍ |,കെമിക്കൽ സ്കാൽപൽ
ରାସାୟନିକ ସଙ୍କେତ |,കെമിക്കൽ സിഗ്നൽ
ରାସାୟନିକ ସିନାପ୍ |,രാസ സിനാപ്സ്
କେମିସ ଲାଗୁଏଣ୍ଟିକ୍ ଅନୁମାନ |,കീമിയോസ്മോട്ടിക് സിദ്ധാന്തം
ରସାୟନ ବିଜ୍ଞାନୀ,രസതന്തശാസ്തജ്ഞന്
ରସାୟନ ବିଜ୍ଞାନ |,രസതന്ത്രം
କେମୋସେସିସ୍,കീമോസിന്തസിസ്
କେମୋ-ଆକ୍ରୁପ୍ଫିକ୍ ଜୀବାଣୁ |,കീമോ-ഓട്ടോറോഫിക് ബാക്ടീരിയ
ଚମକ,കീമുഷത്യം
କେମୋସେସିସ୍,കീമോസിന്തസിസ്
କେମୋସେଣ୍ଟିକ୍ ଅଟୋୋଟ୍ରୋଫ୍ |,കീമോസിന്തറ്റിക് ഓട്ടോട്രോഫ്
କେମୋସଫେଟିକ୍ ବ୍ୟାକ୍ଟେରିଆ |,കീമോസിന്തറ്റിക് ബാക്ടീരിയ
ରେମୋଟାକ୍ସିସ୍,മാനോടാക്സിക്സി
କେମାଟୋଟୋନୋମି |,മാനോടാക്പോത്ത്
କେମୋଥେରାପି |,കീമോതെറാപ്പി
ଚାନୋପୋନିସିଆେ |,ചെനോപോഡിയയേ
ଚିୟାସମାଟି,ചിയാസ്മാത
ଚିଆମାସ୍ ଟାଇପ୍ ହାଇପୋଟେସିସ୍ |,ചിയാസ്മ്ന തരം സിദ്ധാന്തം
ଚିକିଙ୍ଗୁନିଆ,കോക്കിംഗുനി
ଫିଟିସ୍ |,Chicory
ପିଲାଦିନ,കുട്ടിക്കാലം
ଚିଲି ମୋସାକ୍ ଭାଇରସ୍ |,മുക്കി മൊസൈക് വൈറസ്
ସିନ୍ନୋହା ଅଫିସିଆଲ୍ |,സിൻകോണ അഫീഡിനാനിസ്
ଚିରୋପରୋପିଫିକଲି |,ചിറോപ്രോഫിലി
ଚିଟିନ |,ചിറ്റിൻ
ଚିତ୍ତାକର୍ଷକ |,Chitiness
ଚାମାଇମିଆ ଟ୍ରାକୋମାଟିସ୍ |,ക്ലമീഡിയ ട്രാക്കോറ്റോമാറ്റിസ്
ଚାମାଇଡିଆସ୍,ക്ലമീസിയാസിസ്
ଚମୋନିଡୋନାସ୍,Chlamymoonas
କ୍ଲୋରମ୍ହଲିକଲ |,ക്ലോറാംഫെനിക്കോൾ
ଚଲୋ ତେଲେଲା |,ക്ലോറെല്ല
ଚ୍ଲିଲେୟା,ക്ലോറെഞ്ചമ
କ୍ଲୋରାଇଡ୍ କକ୍ଷ |,ക്ലോറൈഡ് സെൽ
କ୍ଲୋରାଇନ୍ |,ക്ലോറിൻ
କ୍ଲୋରୋଫୁଲୋରୋ କାର୍ବନ (CFCS),ക്ലോറോഫ്ലൂറോ കാർബൺ (സിഎഫ്സി)
କ୍ଲୋରୋଫର୍ମ |,ക്ലോറോഫോം
କ୍ଲୋରୋଫିସେସିୟା |,ക്ലോറോഫിസിസി
କ୍ଲୋରୋଫାଇଟ ପୂର୍ବଜ,ക്ലോറോഫൈറ്റ് പൂർവ്വികൻ
ଚୋରୋରୋସାଇସ୍,ക്ലോറോസിസ്
ଚୋରୋରୋସାଇସ୍,ക്ലോറോസിസ്
ଚାନୋସେଟର |,Chocanocyte
ଚଲେକ୍ଟିଷ୍ଟୋକାଇନ୍ସିସ୍ |,കോളസിസ്റ്റോക്കിനിസ്
ଚଲେକ୍ଟିଷ୍ଟୋକିନିନ୍ |,കോളസിസ്റ്റോക്കിനിൻ
କୋଲେଷ୍ଟ୍ରଲ,കൊളസ്ട്രോൾ
କୋଲିନର୍ସଗିକ୍,കോളിനെർജിക്
ଚଳାଚଳ,Chondrichhies
ଚୋଣ୍ଡ୍ରିନ୍,ചണ്ട്രിൻ
ଚାଳିତ ଚାଳିତ |,Chondrocyte
କୋର୍ଡା ଟେଣ୍ଡିନା |,ശ്ശോ
କିରିଡା,ചോർഡാറ്റ
ଚୋରିଓଲାଲ୍ଟାଟିକ୍ ପ୍ଲେଣ୍ଟା |,Chorioalantantoic മറുപിള്ള
ସୁନ୍ଦରତା,ചോറൽ
Chorionic କର୍ଟିକୋଟ୍ରୋପିନ୍ |,കോറിയോണിക് കോർട്ടികോട്രോപിൻ
Kyoionic Tondotorpin,കോറിയോണിക് ഗോണഡോട്രോപിൻ
Kyoolionic Horotropin,കോറിയോണിക് തൈറോപിൻ
ଚୋରଡ୍ |,കോറോയിഡ്
କ୍ରୋମାମାସିଡ୍ |,ക്രോമാറ്റിഡ്
କ୍ରୋମାସନିନ୍ ଫାଇବର |,ക്രോമാറ്റിൻ ഫൈബർ
ଚ୍ରୋମାଟିନ୍ |,ക്രോമാറ്റിൻ
ଚୋରମାଟୋଗ୍ରାଫିକ୍ କ techni ଶଳ |,ക്രോമാറ്റോഗ്രാഫിക് സാങ്കേതികത
ଚ୍ରୋମାଟୋଗ୍ରାଫି,ക്രോമാറ്റോഗ്രാഫി
ଚ୍ରୋମାଟୋଫୋରେ,ക്രോമാറ്റോഫോർ
କ୍ରୋମୋଜେନିକ୍ ସବଷ୍ଟ୍ରେଟ୍ |,ക്രോമോജെനിക് കെ.ഇ.
କ୍ରୋମୋନେମା,ക്രോമനെമ
କ୍ରୋମୋସୋସୋଫୋରେ,ക്രോമോഫോർ
କ୍ରୋମୋପ୍ଲାଷ୍ଟ,ക്രോമപ്ലാസ്റ്റ്
କ୍ରୋମୋସ୍ଓସୋମାଲ୍ ଆବର୍ଗରେ |,ക്രോമസോമാൽ വ്യതിചലനം
କ୍ରୋମୋସୋମାନ୍ ତ୍ରୁଟି |,ക്രോമസോമാൽ തകരാറ്
କ୍ରୋମୋଜୋମ୍ ମ୍ୟାପିଂ |,ക്രോമസോം മാപ്പിംഗ്
ବଂଶର କ୍ରୋମୋଜୋମ୍ ସିଦ୍ଧାନ୍ତ |,ക്രോമസോം ഹെർമിറ്റിയുടെ സിദ്ധാന്തം
ଉତ୍ତରର କ୍ରୋମୋଜୋମ୍ ସିଦ୍ଧାନ୍ତ |,ക്രോമസോം അവകാശത്തിന്റെ സിദ്ധാന്തം
କ୍ରନିକ୍ ବ୍ରୋଙ୍କିଟିସ୍ |,വിട്ടുമാറാത്ത ബ്രോങ്കൈറ്റിസ്
କ୍ରନିକ୍ ମଇଦାର ଲ୍ୟୁକେମିଆ |,വിട്ടുമാറാത്ത മൈക്ക് രക്താർബുദം
ଇତିହାସ,പുരാവൃത്തം
କ୍ରମାନୁକ୍ରମିକ ଭାବରେ |,കാലക്രമത്തിൽ
ChrysantHemmum ସିନ୍ରମ୍ରିଆଲଫିୟମ୍ |,ക്രിസന്തം സിനിറേരിയൽഫോളിയം
ChrysSantmemum idinkum |,ക്രിസന്തമം ഇൻഡിക്കം
ChryantheMemum ଗୋଲମୟମ୍ |,ക്രിയാന്തമം റോമൻ
କ୍ରିସୋଫାଟା,ക്രിസോഫിറ്റ
CheRessopyte,ക്രിസോഫൈറ്റ്
ଚାଏମ୍ବିକ୍ରନ୍ |,സൈലോമിക്രോൺ
ଚିେମ୍,ചിം
ଚିଆମୋଟ୍ରିପ୍ସିନ୍ |,CHYMOTHRYPIN
ସିକଦା |,സിക്കാഡ
ସିକର୍ ଆରିଏଟିନମ୍ |,CICER ARITINUM
ସିଚ୍ଲିଡ୍ ମାଛ |,സിച്ലിഡ് മത്സ്യം
C- HoRizone,സി-ഹൊറൈൻ
ସିଲିଆ,സിലിയ
ସିଲିରୀ ଶରୀର,സിലിയറി ബോഡി
ସିଲିଆରି ଗ୍ୟାଙ୍ଗଲିଅନ୍ |,സിലിയറി ഗാംഗ്ലിയൻ
ସିଲିଂ ଆନ୍ଦୋଳନ |,സിലിയറി പ്രസ്ഥാനം
ସିଲିଂ,സിലിയറി
ଦିଲିଜ,സിലിയേറ്റ്
ସିଲିୟମ୍ (ସିଲିଆ),സിലിയം (സിലിയ)
ସିନ୍ନୋନା |,ചൃതാന
କ୍ରିଆନା |,സിയോണ
CiproflookSacain,Ciprofloxacin
ପ୍ରଚାର,പദക്ഷിണം
ରକ୍ତ ସଞ୍ଚାଳନ ବ୍ୟବସ୍ଥା |,രക്തചംക്രമണവ്യൂഹം
ସୁନ୍ନୋସୋଫିଜାଲ୍ କମିଶର୍ |,അനുരത്ത കമാൻഡ്
ସିରୋହୋଜ୍,സിറോഹോസ്
ସିରୋସିସ୍ |,സിറോസിസ്
ସିରହାଉସ୍,Cirhous
ସିଷ୍ଟିଷ୍ଟନା |,സിത്തക
Cistron,സിയന്റോൺ
ସିଟ୍ରୁଇନାଇନ୍ |,സിട്രുലിൻ
ସାଇଟ୍ରସ୍ ଫଳ |,സിട്രസ് ഫലം
କ୍ଲାନ୍ତୀ,Chratistity -
କ୍ଲାନ୍ତ,പചാരു
କ୍ଲାଡୋଫାରା |,ക്ലോഡോഫോറ
କ୍ଲିୟରିଆ ଗାର୍ଇପିନସ୍ |,ക്ലാരിയസ് ഗാരിനിനസ്
ଶ୍ରେଣୀ,പകുക്കുക
ଶ୍ରେଣୀ,പകുക്കുക
ବର୍ଗୀକରଣ,വര്ഗീകരണം
କ୍ଲାସରଗୁଡିକ,ക്ലാവിസ്പ്സ്
କ୍ଲାଭିକଲ୍,ക്ലാവിക്കിൾ
କ୍ଲାସ୍ ଅଙ୍କ |,ക്ലാൻലെസ് ഡിജിറ്റ്
ମାଟି,കളിമണ്ണ്
କ୍ଲିଭେଜ୍ ଫ୍ରୋ |,പിളർപ്പ് രോമ
କ୍ଲିଅରିଗମ୍,ക്ലിയസ്റ്റോഗസ്
କ୍ଲେମାଟିସିସ୍ |,ക്ലെമറ്റിസ്
ଜଳବାୟୁ,കാലാവസ്ഥ
ଜଳବାୟାବ କ୍ଷେତ୍ର,കാലാവസ്ഥാ മേഖല
ଆରୋହଣ ପାରାମିଟର |,കാലാവസ്ഥാ പാരാമീറ്റർ
କ୍ଲାଇମାକ୍ସ ସମ୍ପ୍ରଦାୟ |,ക്ലൈമാക്സ് കമ്മ്യൂണിറ്റി
ପର୍ବତାରୋହୀ,കയറുന്നവന്
ଚ climିବା,കയറ്റം
କ୍ଲିନିକାଲ୍ ଅବଧି |,ക്ലിനിക്കൽ കാലയളവ്
କ୍ଲିଟେଲାର୍ |,ക്ലിറ്റലാർ
କ୍ଲାଇଟ୍ ଲୋଗ୍ |,ധാരണയല്
ଶ୍ରେଷ୍ଠ,ക്ലിറ്റോറിയ
ଶ୍ରେଷ୍ଠ ମୂଲ୍ୟାଙ୍କନ,ക്ലിറ്റോറിസ്
କ୍ଲାକା,വലോക്ക
କ୍ଲୋନାଲ ବେଙ୍ଗ |,ക്ലോണൽ തവള
କ୍ଲୋନାଲ ପ୍ରଚାର,ക്ലോണൽ പ്രചരണം
କ୍ଲୋନାଲ୍ ଚୟନ |,ക്ലോണൽ തിരഞ്ഞെടുക്കൽ
କ୍ଲୋନ,ക്ലോൺ
ଘନ୍ବାଣ,ക്ലോണിംഗ്
ବିବାହ ବନ୍ଦ କର |,അടുത്ത വിവാഹം
ବନ୍ଦ ବ୍ୟବସ୍ଥା,അടച്ച സിസ്റ്റം
କ୍ଲଷ୍ଟର ସର୍ଟିସିୟମ୍,ക്ലോസ്ട്രിഡിയം
କ୍ଲଷ୍ଟ୍ରିଡିୟମ୍ ବଟିକଲିୟମ୍ |,ക്ലോസ്ട്രിഡിയം ബ്യൂട്ടലിസിയം
କ୍ଲଟ୍ ବଷ୍ଟର୍ |,കട്ട്ട്ട് ബസ്റ്റർ
ରକ୍ତ ବନ୍ଦ,രക്തത്തിന്റെ കട്ടപിടിക്കുന്നത്
କ୍ଲଭଭର ବିନ୍ |,ക്ലോവർ ബീൻ
କ୍ଲୋଭର-ପତ୍ର ମଡେଲ |,ക്ലോവർ-ഇല മോഡൽ
କ୍ଲାଉନ୍ ମାଛ |,കോമാളി മത്സ്യം
Cnidarians,സിനിദാരിയൻമാർ
Cnidoblast,Cnidoblatst
Coachervate,കൂടെതാരം
କଠିନ ଆଡଜଷ୍ଟମେଣ୍ଟ୍ ଗଣ୍ଠି |,നാടൻ ക്രമീകരണ നോബ്
କଠିନ ବାଲି |,നാടൻ മണൽ
ଉପକୂଳର ଡ୍ୟୁନ୍ |,തീരദേശ ചരട്
ଉପକୂଳ ପ୍ରବାହିତ ସଂସ୍କୃତି ଫାର୍ମ |,തീരദേശ ചെമ്മൻ കൾച്ചർ ഫാം
ସହଯୋଗୀ,കോബാൾട്ട്
କୋକେନ୍,കൊക്കെയ്ൻ
କୋକସିଓଜିଓସ୍,കോസിഡിയോസിസ്
କୋକସ୍ |,കോക്കണ
Coccyx,കോകെസിക്സ്
କୋଚେଲା,കോക്ലിയ
କୋଚେଲା,കോക്ലിയ
ନଡିଆ,കീടകോശം
କୋଡ୍ ଜେନେଟିକ୍ ପ୍ରୋଗ୍ରାମ୍ |,കോഡ് ചെയ്ത ജനിതക പ്രോഗ്രാം
କୋଡ୍ କର,കോഡിൻ
ସହଯୋଗ,കോഡിംഗ്
ସହଯୋଗ,കോഡിംഗ്
ସହଯୋଗ,കോഡിംഗ്
ସହକଳା ଷ୍ଟାଣ୍ଡିଂ |,കോഡിംഗ് സ്ട്രാന്റ്
କୋଡୋମିନାନ୍ସ |,കോഡിമിനൻസ്
କଡନ୍ |,കോഡൺ
Celelnter,കോളറേറ്റ്
Ceelnntoner,കോലെൻഡെറോൺ
ସେଲିଆକ୍ ଗ୍ୟାଙ୍ଗଲିଅନ୍ |,സീലിയാക് ഗാംഗ്ലിയൻ
Celeblate,കോളമറ്റ്
ସହଯୋଗୀ,വസനാഥൻ
କିକୋମିକ୍ ଏପିଟେଲିୟମ୍ |,കോലോമിക് എപിത്തീലിയം
କାବେୟଲିଫିକ୍ ଫ୍ଲୁଇଡ୍ |,കോലോമിക് ദ്രാവകം
କୋଲୋମୋ ସାକ୍ |,കോലോമോ സാക്
କୋଏେନିସିକ୍ |,Coinocytic
କୋଏନୋପିପିେଟ୍ |,Coenopodiayeae
ସହଯୋଗୀ,Coenzyme
ସହ-ବିବର୍ତ୍ତନ |,സഹ-പരിണാമം
ସହ-ବିଲୁପ୍ତ |,കോ-വംശനാശം
ସହ-ଫ୍ୟାକ୍ଟର୍ |,സഹ-ഘടകം
ଘନିଷ୍ଠ,ഏകീകരണം
ମାଣ୍ଡୋନ୍ ଫୋର୍ସ |,ഏകീകൃത ശക്തി
ମାଣ୍ଡୋନ୍ ସିଦ୍ଧାନ୍ତ |,കോഹെസിയ സിദ്ധാന്തം
କୋହିଅନ୍-ଟେନସନ-ଟ୍ରାନ୍ସପେରେସନ୍ |,കോഹെഷൻ-ടെൻഷൻ-ട്രാൻസ്പിറേഷൻ
କୋର୍ଟ |,കൂഓട്ട്
ସ୍ପିରାଲ୍ କିମ୍ବା ଅଦୃଶ୍ୟ ଭାବରେ,സർപ്പികളായി അല്ലെങ്കിൽ ഹെയ്ലിലായി
କୋଇଲା,കോയിഡ് ചെയ്തു
କିତାଶକ,കോത്തീസ്
କିତାସ୍ ବାଧା (ପ୍ରତ୍ୟାହାର),COITUS ഇന്ററമ്പസ് (പിൻവലിക്കൽ)
କଲ୍କିକାଇନ୍ |,കോൾചിക്കൈൻ
କଲଚିକମ୍ ଶରତାନେଲ |,കോൾകികം ശരത്നം
ଶୀତଳ ରକ୍ତ,കഠിനഹൃദയനായ
ଥଣ୍ଡା ମରୁଭୂମି,തണുത്ത മരുഭൂമി
ଥଣ୍ଡା ରିସେପ୍ଟର |,തണുത്ത റിസപ്റ്റർ
Colleoptern,കോൾഫോപ്റ്റർ
କୋଲେଉଟାଇଲ୍ |,കൊലിപ്റ്റൈൽ
କୋଲେୋରିଶି,കൊലോഹിസ
କୋଲସ୍,കൊളാസ്
କଲାଗୋଜେନ |,കൊളാജൻ
