Malayalam,Odiya
"1. കൺട്രോൾ ടെർമിനൽ, 2. കൺട്രോൾ ടെർമിനൽ","1. କଣ୍ଟ୍ରୋଲ୍ ଟର୍ମିନାଲ୍, 2. କଣ୍ଟ୍ରୋଲ୍ ଟର୍ମିନାଲ୍ |"
"1. നിയന്ത്രണ യൂണിറ്റ്, 2. നിയന്ത്രണ യൂണിറ്റ്","1. କଣ୍ଟ୍ରୋଲ୍ ୟୁନିଟ୍, ୨ ନିୟନ୍ତ୍ରଣ ଏକକ"
ഒത്തുചേരൽ,ସମ୍ମିଶ୍ରଣ |
ഡയലോഗ്,ସଂଳାପ
സംഭാഷണ കോൾ,କଥାବାର୍ତ୍ତା କଲ୍ |
പരിവർത്തനം,ରୂପାନ୍ତର
കൺവെർട്ടർ,ରୂପାନ୍ତରକାରୀ |
കുക്കിന്റെ സിദ്ധാന്തം,କୁକର ଥିଓରେମ୍ |
സഹ-പ്രൊസസർ,ସହ-ସଞ୍ଚାଳକ |
പകർത്തുക,କପି କରନ୍ତୁ |
പകർപ്പവകാശം,କପିରାଇଟ୍
ചരട്,କର୍ଡ
"1.കോർഡ്ലെസ്സ് ടെലിഫോൺ, 2. വയർലെസ് ടെലിഫോൺ, 3. വയർലെസ് ടെലിഫോൺ","1. କର୍ଡଲେସ୍ ଟେଲିଫୋନ୍, 2 ବେତାର ଟେଲିଫୋନ୍, 3. ବେତାର ଟେଲିଫୋନ୍ |"
ഉപസിദ്ധാന്തം,subtheorem
ഭേദഗതി,ସଂଶୋଧନ
"1. ഉപയോഗശൂന്യമായ, 2. വികലമായ","1. ଅବ୍ୟବହୃତ, 2. ବିକୃତ"
കണക്കുകൂട്ടല്,ଗଣନା
സ്കോറർ,ସ୍କୋରର୍
രാജ്യത്തിന്റെ കോഡ്,ଦେଶ କୋଡ୍
സഹവർത്തിത്വം,କୋଭାରିଆନ୍ସ |
"1. വ്യാപ്തി ഏരിയ, 2. പ്രക്ഷേപണം","1. ପରିସର କ୍ଷେତ୍ର, 2 ପ୍ରସାରଣ"
തകർച്ച,ଭୁଶୁଡ଼ିବା |
നിർണായക പാത,ଜଟିଳ ପଥ
ക്രിട്ടിക്കൽ പാത്ത് രീതി (CPM),ଜଟିଳ ପଥ ପଦ୍ଧତି (CPM)
"1.ക്രോസ് ടെസ്റ്റ്, 2.ക്രോസ് ടെസ്റ്റ്","1. କ୍ରସ ପରୀକ୍ଷା, 2. କ୍ରସ ପରୀକ୍ଷା"
"1.ക്രോസ് പ്രോഗ്രാമബിൾ-ട്രാൻസ്ഫർ, 2. ഓരോ പ്രോഗ്രാമബിൾ","1. କ୍ରସ୍ ପ୍ରୋଗ୍ରାମେବଲ୍-ସ୍ଥାନାନ୍ତର, 2 ପ୍ରୋଗ୍ରାମେବଲ୍ ପ୍ରତି"
അപ്രസക്തമായ സിഗ്നൽ,ଅପ୍ରାସଙ୍ଗିକ ସଙ୍କେତ |
അപ്രസക്തമായ സംസാരം,ଅପ୍ରାସଙ୍ଗିକ କଥାବାର୍ତ୍ତା |
ക്രിപ്റ്റോഗ്രഫി,କ୍ରିପ୍ଟୋଗ୍ରାଫି
"1. ക്രിപ്റ്റോഗ്രഫി, 2. ക്രിപ്റ്റോഗ്രഫി, 3. ക്രിപ്റ്റോഗ്രഫി","1. କ୍ରିପ୍ଟୋଗ୍ରାଫି, 2. କ୍ରିପ୍ଟୋଗ୍ରାଫି, 3. କ୍ରିପ୍ଟୋଗ୍ରାଫି |"
കറൻസി ചിഹ്നം,ମୁଦ୍ରା ପ୍ରତୀକ
നിലവിലെ ഡയറക്ടറി,ସାମ୍ପ୍ରତିକ ଡିରେକ୍ଟୋରୀ |
നിലവിലെ വിൻഡോ,ସାମ୍ପ୍ରତିକ ୱିଣ୍ଡୋ |
കഴ്സർ,କର୍ସର୍
വളവ്,ବକ୍ର
"1. കട്ട് ആൻഡ് പേസ്റ്റ്, 2. കട്ട് ആൻഡ് പേസ്റ്റ്","1. କାଟ ଏବଂ ପେଷ୍ଟ, 2. କାଟ ଏବଂ ଲେପନ କର |"
കത്രിക രീതി,କାଟିବା ପଦ୍ଧତି |
സൈബർ,ସାଇବର
സൈബർ കഫേ,ସାଇବର କାଫେ
സൈബർ പണം,ସାଇବର ନଗଦ
സൈബർ കുറ്റകൃത്യം,ସାଇବର ଅପରାଧ |
സൈബർ ഡാലെക്സ്,ସାଇବର ଡାଲେକ୍ସ |
സൈബർ നിയമം,ସାଇବର ନିୟମ |
സൈബർ സെക്‌സ്,ସାଇବର ସେକ୍ସ |
"1. സൈബർ സയൻസ്, 2. സൈബർനെറ്റിക്സ്","1. ସାଇବର ସାଇନ୍ସ, ୨ ସାଇବରନେଟିକ୍ସ |"
"1.സൈബറൈസേഷൻ, 2. സൈബറൈസേഷൻ","1. ସାଇବରାଇଜେସନ୍, ୨ ସାଇବରାଇଜେସନ୍"
ചക്രം,ଚକ୍ର
"1.ചക്ര സ്മരണ, 2. ചക്ര ഓർമ്മ","1. ଚକ୍ର ସ୍ମୃତି, 2. ଚକ୍ର ସ୍ମୃତି"
സൈക്കിൾ നഷ്ടം,ଚକ୍ର କ୍ଷତି
സൈക്കിൾ സമയം,ଚକ୍ର ସମୟ
ചാക്രികമായ,ଚକ୍ରବର୍ତ୍ତୀ
പിശാച്,ଡେମନ୍ |
ഡെയ്സി സർക്കിൾ,ଡେଜି ସର୍କଲ୍ |
ഡാറ്റ അഡ്മിനിസ്ട്രേറ്റർ,ଡାଟା ଆଡମିନିଷ୍ଟ୍ରେଟର୍
ഡാറ്റ അലോക്കേഷൻ,ତଥ୍ୟ ଆବଣ୍ଟନ
"1.ഡാറ്റ ഫീൽഡ്, 2.ഡാറ്റ ഫീൽഡ്","1. ଡାଟା ଫିଲ୍ଡ, 2. ଡାଟା ଫିଲ୍ଡ |"
"1.ഡാറ്റ അറേ, 2. ഡാറ്റ അറേ","1. ଡାଟା ଆରେ, 2 ଡାଟା ଆରେ"
"1.ഡാറ്റ-ബേസ്, 2.ഡാറ്റാബേസ്","1. ଡାଟା-ଆଧାର, 2. ଡାଟାବେସ୍ |"
ഡാറ്റ വിഘടനം,ତଥ୍ୟ ଖଣ୍ଡ
"1. ഡാറ്റ ബസ്, 2. ഡാറ്റ ബസ്","1. ଡାଟା ବସ୍, 2. ଡାଟା ବସ୍ |"
"1.ഡാറ്റ കാരിയർ, 2.ഡാറ്റ കാരിയർ","1. ଡାଟା ବାହକ, 2. ଡାଟା ବାହକ |"
ഡാറ്റ സെൽ,ଡାଟା ସେଲ୍ |
"1.ഡാറ്റ സിസ്റ്റം, 2.ഡാറ്റ ചാനൽ","1. ଡାଟା ସିଷ୍ଟମ୍, 2. ଡାଟା ଚ୍ୟାନେଲ୍ |"
ഡാറ്റ ആശയവിനിമയം,ତଥ୍ୟ ଯୋଗାଯୋଗ |
"1.ഡാറ്റ കംപ്രഷൻ, 2.ഡാറ്റ കംപ്രഷൻ","1. ଡାଟା ସଙ୍କୋଚନ, 2. ଡାଟା ସଙ୍କୋଚନ |"
ഡാറ്റ ഫീൽഡ്,ଡାଟା ଫିଲ୍ଡ |
ഡാറ്റ ഫയൽ,ଡାଟା ଫାଇଲ୍ |
"1. ഡാറ്റ ഫ്ലോ, 2. ഡാറ്റ ഫ്ലോ","1. ଡାଟା ଫ୍ଲୋ, 2. ଡାଟା ଫ୍ଲୋ |"
"1.ഡാറ്റ ഫ്ലോചാർട്ട്, 2.ചാർട്ട്","1. ଡାଟା ଫ୍ଲୋଚାର୍ଟ, 2. ଚାର୍ଟ"
ഡാറ്റ ശ്രേണി,ଡାଟା କ୍ରମ
ഡാറ്റ ലെവൽ,ତଥ୍ୟ ସ୍ତର
"1.ഡാറ്റ കളക്ഷൻ, 2.ഡാറ്റ ലൈബ്രറി","1. ଡାଟା ସଂଗ୍ରହ, 2. ଡାଟା ଲାଇବ୍ରେରୀ |"
ഡാറ്റ ലിങ്ക് ലെയർ,ଡାଟା ଲିଙ୍କ୍ ସ୍ତର |
ഡാറ്റ ലിങ്ക് ലെയർ (DLL),ଡାଟା ଲିଙ୍କ୍ ସ୍ତର (DLL)
"1.ഡാറ്റ മാനേജ്മെന്റ്, 2.ഡാറ്റ മാനേജ്മെന്റ്","1. ଡାଟା ପରିଚାଳନା, 2. ଡାଟା ପରିଚାଳନା"
"1.ഡാറ്റ കണക്കുകൂട്ടൽ, 2. ഡാറ്റ കണക്കുകൂട്ടൽ","1. ଡାଟା ଗଣନା, 2. ଡାଟା ଗଣନା |"
ഡാറ്റ പ്രോസസ്സിംഗ് ലാംഗ്വേജ് (DML),ଡାଟା ପ୍ରକ୍ରିୟାକରଣ ଭାଷା (DML)
ഡാറ്റ മോഡം ഡാറ്റ മോഡം,ଡାଟା ମୋଡେମ୍ ଡାଟା ମୋଡେମ୍ |
"1.ഡാറ്റ മോഡിഫിക്കേഷൻ, 2.ഡാറ്റ മോഡിഫിക്കേഷൻ","1. ଡାଟା ସଂଶୋଧନ, 2. ଡାଟା ସଂଶୋଧନ |"
"1.ഡാറ്റ നെറ്റ്‌വർക്ക്, 2.ഡാറ്റ നെറ്റ്‌വർക്ക്","1. ଡାଟା ନେଟୱାର୍କ, 2. ଡାଟା ନେଟୱାର୍କ |"
"1.ഡാറ്റ ഓപ്പറേഷൻ, 2.ഡാറ്റ ഓപ്പറേഷൻ","1. ଡାଟା ଅପରେସନ୍, 2. ଡାଟା ଅପରେସନ୍ |"
"1.ഡാറ്റ ഓർഗനൈസേഷനുകൾ, 2. ഡാറ്റ ഓർഗനൈസേഷൻ","1. ଡାଟା ସଂଗଠନ, 2 ତଥ୍ୟ ସଂଗଠନ"
"1. ഡാറ്റ ഔട്ട്പുട്ട്, 2. ഡാറ്റ ഔട്ട്പുട്ട്","1. ଡାଟା ଆଉଟପୁଟ୍, 2. ଡାଟା ଆଉଟପୁଟ୍"
"1.ഡാറ്റ പാത്ത്, 2.ഡാറ്റ പാത്ത്","1. ଡାଟା ପଥ, 2. ଡାଟା ପଥ"
"1.ഡാറ്റ തയ്യാറാക്കൽ, 2. ഡാറ്റ തയ്യാറാക്കൽ","1. ଡାଟା ପ୍ରସ୍ତୁତି, 2. ତଥ୍ୟ ପ୍ରସ୍ତୁତି |"
"1.ഡാറ്റ സ്വകാര്യത, 2.ഡാറ്റ സ്വകാര്യത","1. ଡାଟା ଗୋପନୀୟତା, 2. ଡାଟା ଗୋପନୀୟତା |"
"1. ഡാറ്റാ പ്രോസസർ, 2. ഡാറ്റാ പ്രോസസർ","1. ଡାଟା ପ୍ରୋସେସର୍, 2. ଡାଟା ପ୍ରୋସେସର୍ |"
"1.ഡാറ്റ പ്രൊട്ടക്ഷൻ, 2.ഡാറ്റ പ്രൊട്ടക്ഷൻ","1. ଡାଟା ସୁରକ୍ଷା, 2. ଡାଟା ସୁରକ୍ଷା"
"1. ഡാറ്റ റെക്കോർഡ്, 2. ഡാറ്റ റെക്കോർഡ്","1. ଡାଟା ରେକର୍ଡ, 2. ଡାଟା ରେକର୍ଡ |"
"1. ഡാറ്റ വീണ്ടെടുക്കൽ, 2. ഡാറ്റ വീണ്ടെടുക്കൽ","1. ତଥ୍ୟ ପୁନରୁଦ୍ଧାର, 2. ତଥ୍ୟ ପୁନରୁଦ୍ଧାର"
"1. ഡാറ്റ ദിനചര്യ, 2. ഡാറ്റ ദിനചര്യ","1. ଡାଟା ରୁଟିନ୍, 2. ଡାଟା ରୁଟିନ୍ |"
"1.ഡാറ്റ സെക്യൂരിറ്റി, 2.ഡാറ്റ സെക്യൂരിറ്റി","1. ଡାଟା ସୁରକ୍ଷା, 2. ଡାଟା ସୁରକ୍ଷା"
"1.ഡാറ്റ സെറ്റ്, 2. ഡാറ്റ സെറ്റ്","1. ଡାଟା ସେଟ୍, 2 ଡାଟା ସେଟ୍ |"
"1.ഡാറ്റ സിഗ്നൽ, 2.ഡാറ്റ സിഗ്നൽ","1. ଡାଟା ସିଗନାଲ୍, 2. ଡାଟା ସିଗ୍ନାଲ୍ |"
"1. ഡാറ്റ ആക്സസ്, 2. ഡാറ്റ ആക്സസ്","1. ଡାଟା ଆକ୍ସେସ୍, 2. ଡାଟା ଆକ୍ସେସ୍ |"
"1.ഡാറ്റ സോഴ്സ്, 2.ഡാറ്റ സോഴ്സ്","1. ଡାଟା ଉତ୍ସ, 2. ଡାଟା ଉତ୍ସ |"
"1.ഡാറ്റ സ്പെസിഫിക്കേഷൻ, 2. ഡാറ്റ സ്പെസിഫിക്കേഷൻ","1. ଡାଟା ନିର୍ଦ୍ଦିଷ୍ଟକରଣ, 2 ତଥ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |"
"1.ഡാറ്റ സെന്റർ, 2.ഡാറ്റ സെന്റർ","1. ଡାଟା କେନ୍ଦ୍ର, 2. ଡାଟା କେନ୍ଦ୍ର |"
"1. ഡാറ്റ സ്റ്റോറേജ്, 2. ഡാറ്റ സ്റ്റോറേജ്","1. ଡାଟା ଷ୍ଟୋରେଜ୍, 2. ଡାଟା ଷ୍ଟୋରେଜ୍ |"
ഡാറ്റ സംഭരണ ഘടന,ଡାଟା ଷ୍ଟୋରେଜ୍ ଗଠନ
"1. ഡാറ്റ ഘടന, 2. ഡാറ്റ ഘടന","1. ଡାଟା ଗଠନ, 2. ଡାଟା ଗଠନ"
"1.ഡാറ്റ സ്വിച്ച്, 2.ഡാറ്റ സ്വിച്ച്","1. ଡାଟା ସୁଇଚ୍, 2. ଡାଟା ସୁଇଚ୍ |"
"1.ഡാറ്റ ടേബിൾ, 2.ഡാറ്റ ടേബിൾ","1. ଡାଟା ଟେବୁଲ୍, 2. ଡାଟା ଟେବୁଲ୍ |"
"1.ഡാറ്റ അവസാനം, 2. ഡാറ്റ അവസാനം","1. ଡାଟା ଶେଷ, 2 ଡାଟା ଶେଷ"
"1. ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ, 2. ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ","1. ଡାଟା ଟ୍ରାନ୍ସକ୍ରିପସନ୍, 2. ଡାଟା ଟ୍ରାନ୍ସକ୍ରିପସନ୍ |"
"1.ഡാറ്റ ട്രാൻസ്ഫർ, 2. ഡാറ്റ കൈമാറ്റം","1. ଡାଟା ସ୍ଥାନାନ୍ତର, 2 ତଥ୍ୟ ସ୍ଥାନାନ୍ତର"
"1. ഡാറ്റ ട്രാൻസ്മിഷൻ, 2. ഡാറ്റ ട്രാൻസ്മിഷൻ","1. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍, 2. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ |"
"1.ഡാറ്റ ട്രാൻസ്മിഷൻ സിസ്റ്റം, 2.ഡാറ്റ ട്രാൻസ്മിഷൻ സിസ്റ്റം","1. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ ସିଷ୍ଟମ୍, 2. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ ସିଷ୍ଟମ୍ |"
"1. ഡാറ്റ ഫോർമാറ്റ്, 2. ഡാറ്റ ഫോർമാറ്റ്","1. ଡାଟା ଫର୍ମାଟ୍, 2. ଡାଟା ଫର୍ମାଟ୍ |"
"1. ഡാറ്റ യൂണിറ്റ്, 2. ഡാറ്റ യൂണിറ്റ്","1. ଡାଟା ୟୁନିଟ୍, 2. ଡାଟା ୟୁନିଟ୍ |"
"1. ഡാറ്റ മൂല്യനിർണ്ണയം, 2. ഡാറ്റ മൂല്യനിർണ്ണയം","1. ଡାଟା ବ id ଧତା, 2. ଡାଟା ବ id ଧତା |"
ഡാറ്റാബേസ്,ଡାଟାବେସ୍
ഡാറ്റാബേസ് അഡ്മിനിസ്ട്രേഷൻ,ଡାଟାବେସ୍ ପ୍ରଶାସନ
ഡാറ്റാബേസ് ഡിസൈൻ,ଡାଟାବେସ୍ ଡିଜାଇନ୍ |
ഡാറ്റാബേസ് മാനേജ്മെന്റ് സിസ്റ്റം,ଡାଟାବେସ୍ ପରିଚାଳନା ସିଷ୍ଟମ୍ |
"1.ഡാറ്റഗ്രേവ്, 2.ഡാറ്റഗ്രേവ്","1. ଡାଟାଗ୍ରାଭ୍, 2. ଡାଟାଗ୍ରାଭ୍ |"
"1. ഡാറ്റ, 2. ഡാറ്റ","1. ଡାଟମ୍, 2. ତଥ୍ୟ"
"1. നിഷ്ക്രിയ മേഖല, 2. നിഷ്ക്രിയ മേഖല","1. ନିଷ୍କ୍ରିୟ ଜୋନ୍, 2. ସକ୍ରିୟ ଜୋନ୍ |"
സ്തംഭനാവസ്ഥ,ଅବରୋଧ
സ്തംഭനാവസ്ഥ തടയൽ,ଅବରୋଧ ରୋକିବା |
തെറ്റ് ക്ലിയറൻസ്,ତ୍ରୁଟି କ୍ଲିୟରାନ୍ସ |
"1. ജഡ്ജ്മെന്റ് സെൽ, 2. ജഡ്ജ്മെന്റ് ബോക്സ്","1. ବିଚାର କକ୍ଷ, 2. ବିଚାର ବାକ୍ସ |"
തീരുമാനമെടുക്കൽ പ്രക്രിയ,ନିଷ୍ପତ୍ତି ଗ୍ରହଣ ପ୍ରକ୍ରିୟା
തീരുമാന പിന്തുണ സിസ്റ്റം,ନିଷ୍ପତ୍ତି ସମର୍ଥନ ପ୍ରଣାଳୀ |
തീരുമാന വൃക്ഷം,ନିଷ୍ପତ୍ତି ବୃକ୍ଷ |
"1. ഡീകോഡർ, 2. ഡീകോഡർ","1. ଡିକୋଡର୍, 2. ଡିକୋଡର୍ |"
പിരിച്ചുവിടൽ തത്വം,ବିଲୋପ ନୀତି |
ഡീകോഡിംഗ്,ଡିକୋଡିଂ
സമർപ്പിത സംവിധാനം,ଉତ୍ସର୍ଗୀକୃତ ସିଷ୍ଟମ୍ |
സമർപ്പിത പ്രസ്സ്,ଉତ୍ସର୍ଗୀକୃତ ପ୍ରେସ୍ |
ഇമ്മ്യൂണൈസേഷൻ ഡാറ്റ നെറ്റ്‌വർക്ക് (DDN),ପ୍ରତିରୋପଣ ଡାଟା ନେଟୱାର୍କ (DDN)
പ്രതിരോധ കുത്തിവയ്പ്പ് വിവര സംവിധാനം,ପ୍ରତିରୋପଣ ସୂଚନା ପ୍ରଣାଳୀ |
സംയോജനം,ଏକୀକରଣ
കാലതാമസം,ବିଳମ୍ବ
കാലതാമസം കൗണ്ടർ,ବିଳମ୍ବ କାଉଣ୍ଟର
കാലതാമസം സമയം,ବିଳମ୍ବ ସମୟ
"1.ഇല്ലാതാക്കുക, 2.ഇല്ലാതാക്കുക","1. ଡିଲିଟ୍, 2. ଡିଲିଟ୍"
ഇല്ലാതാക്കൽ രേഖ,ବିଲୋପ ରେକର୍ଡ
ഡിലിമിറ്റർ,ଡିଲିମିଟର
ഡെൽറ്റ മോഡുലേഷൻ,ଡେଲଟା ମଡ୍ୟୁଲେସନ୍
അഭ്യർത്ഥന പേജ്,ଆବଶ୍ୟକତା ପୃଷ୍ଠା |
പ്രകടനം,କାର୍ଯ୍ୟଦକ୍ଷତା
demodulation,demodulation
വി-മൾട്ടിപ്ലക്‌സർ,ଭି-ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |
ഡീനോർമലൈസേഷൻ,ନାମକରଣ
"1. സാന്ദ്രത, 2. സാന്ദ്രത","1. ଘନତା, 2. ଘନତା"
"1. ആശ്രിതത്വം, 2. ആശ്രിതത്വം","1. ନିର୍ଭରଶୀଳତା, 2. ନିର୍ଭରଶୀଳତା |"
ആശ്രിത യൂണിറ്റ്,ନିର୍ଭରଶୀଳ ଏକକ |
ക്യൂ,ଧାଡି
"1. dereference, 2. dereference","1. ଡିଫେରେନ୍ସ, 2. ଡିଫେରେନ୍ସ"
ഉരുത്തിരിഞ്ഞ വൃക്ഷം,ଉତ୍ପନ୍ନ ଗଛ |
ഉരുത്തിരിഞ്ഞ ഫീൽഡ്,ପ୍ରାପ୍ତ କ୍ଷେତ୍ର
അവരോഹണ തരം,ଅବତରଣ କ୍ରମ |
ഡിസൈൻ,ଡିଜାଇନ୍
ഡെസ്ക് കാൽക്കുലേറ്റർ,ଡେସ୍କ କାଲକୁଲେଟର
ഡെസ്ക്ടോപ്പ് കമ്പ്യൂട്ടറുകൾ,ଡେସ୍କଟପ୍ କମ୍ପ୍ୟୁଟରଗୁଡିକ
ഡെസ്ക്ടോപ്പ് അവതരണം,ଡେସ୍କଟପ୍ ଉପସ୍ଥାପନା
ഡെസ്ക്ടോപ്പ് പ്രസിദ്ധീകരണം,ଡେସ୍କଟପ୍ ପ୍ରକାଶନ |
ഡെസ്ക്ടോപ്പ് വീഡിയോ,ଡେସ୍କଟପ୍ ଭିଡିଓ
ലക്ഷ്യസ്ഥാന വിലാസം,ଗନ୍ତବ୍ୟସ୍ଥଳ ଠିକଣା
"1. ഡിസ്ട്രോയർ, 2. ഡിസ്ട്രോയർ","1. ବିନାଶକାରୀ, 2. ବିନାଶକାରୀ |"
ഡിറ്റർമിനിസ്റ്റിക് ഓട്ടോമാറ്റ,ନିର୍ଣ୍ଣୟକାରୀ ଅଟୋମାଟା |
ഡെവലപ്പർ,ବିକାଶକାରୀ
വികസന സംവിധാനം,ବିକାଶ ବ୍ୟବସ୍ଥା
ഉപകരണം,ଉପକରଣ
ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്,ଉପକରଣ ନିୟନ୍ତ୍ରଣ ଏକକ
ഉപകരണ കൺട്രോളർ,ଉପକରଣ ନିୟନ୍ତ୍ରକ
ഉപകരണ മാനേജ്മെന്റ്,ଉପକରଣ ପରିଚାଳନା
ഉപകരണ മോഡ്,ଉପକରଣ ମୋଡ୍
രോഗനിർണയം,ନିରାକରଣ
ഡയഗ്നോസ്റ്റിക് സിസ്റ്റം,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ସିଷ୍ଟମ୍ |
"1. ഡയഗ്നോസ്റ്റിക്സ്, 2. ഡയഗ്നോസ്റ്റിക്സ്","1. ନିଦାନ, 2. ନିଦାନ"
ഡയഗ്രം,ଚିତ୍ର
ഡയൽ ചെയ്യുക,ଡାଏଲ୍ କରନ୍ତୁ |
ഡയൽ ലൈൻ,ଡାଏଲ୍ ଲାଇନ୍ |
ഡയൽ ടോണ്,ଡାଏଲ୍ ସ୍ୱର
ഡയൽ അപ്,ଡାଏଲ୍ ଅପ୍ କରନ୍ତୁ |
"1. സംഭാഷണം, 2. സംഭാഷണം","1. ସଂଳାପ, 2. ବାର୍ତ୍ତାଳାପ"
സംഭാഷണ മുറി,ବାର୍ତ୍ତାଳାପ କକ୍ଷ |
ഡയലപ്പ് മോഡം,ଡାଏଲଅପ୍ ମୋଡେମ୍ |
ഇൻഷുറൻസ്,ବୀମା
നിഘണ്ടു,ଅଭିଧାନ
"1. ഡിഫറൻഷ്യൽ, 2. വ്യത്യാസം","1. ଭିନ୍ନକ୍ଷମ, 2 ଭିନ୍ନତା"
സംഖ്യാപരമായ,ସାଂଖ୍ୟିକ
ഡിജിറ്റൽ സംവിധാനം,ଡିଜିଟାଲ୍ ସିଷ୍ଟମ୍ |
ഡിജിറ്റൽ സർക്യൂട്ട്,ଡିଜିଟାଲ୍ ସର୍କିଟ୍ |
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
"1.ഡിജിറ്റൽ ഡാറ്റ, 2.ഡിജിറ്റൽ ഡാറ്റ","1. ଡିଜିଟାଲ୍ ଡାଟା, 2. ଡିଜିଟାଲ୍ ଡାଟା |"
ഡിജിറ്റൽ സൗകര്യം,ଡିଜିଟାଲ୍ ସୁବିଧା
ഡിജിറ്റൽ ഫിൽട്ടർ,ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |
ഡിജിറ്റൽ ലൈബ്രറി,ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |
ഡിജിറ്റൽ മോഡുലേഷൻ,ଡିଜିଟାଲ୍ ମୋଡ୍ୟୁଲେସନ୍
"1. ഡിജിറ്റൽ ഡിസ്പ്ലേ, 2. ഡിജിറ്റൽ മോണിറ്റർ","1. ଡିଜିଟାଲ୍ ପ୍ରଦର୍ଶନ, 2. ଡିଜିଟାଲ୍ ମନିଟର |"
ഡിജിറ്റൽ ചിത്രം,ଡିଜିଟାଲ୍ ପ୍ରତିଛବି |
"1. ഡിജിറ്റൽ സിഗ്നേച്ചർ, 2. ഡിജിറ്റൽ സിഗ്നേച്ചർ","1. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ, 2. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |"
ഡിജിറ്റൽ സ്വിച്ച്,ଡିଜିଟାଲ୍ ସୁଇଚ୍ |
ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ,ଡିଜିଟାଲ୍ ଆନାଗଲ୍ କନଭର୍ଟର |
ഡിജിറ്റൈസേഷൻ,ଡିଜିଟାଇଜେସନ୍
ഡിജിറ്റൈസേഷൻ,ଡିଜିଟାଇଜେସନ୍
ഡിജിറ്റൈസർ,ଡିଜିଟାଇଜର୍
ഡയോഡ്,ଡାୟୋଡ୍
പ്രഥമദൃഷ്ട്യാ,ପ୍ରିମା ଫେସୀ |
നേരിട്ടുള്ള വിലാസം,ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା
നേരിട്ടുള്ള പരിവർത്തനം,ସିଧାସଳଖ ରୂପାନ୍ତର |
നേരിട്ടുള്ള സംയോജനം,ସିଧାସଳଖ ଯୋଡି |
"1. ഡയറക്ട് മെമ്മറി ആക്സസ്, 2. ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)","1. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍, 2. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)"
ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA),ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)
നേരിട്ടുള്ള രീതി,ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |
ദിശകൾ,ଦିଗଗୁଡିକ
ഡയറക്ടറി,ଡିରେକ୍ଟୋରୀ
"1. ഡയറക്ടറി സെർവർ, 2. ഡയറക്ടറി സെർവർ","1. ଡିରେକ୍ଟୋରୀ ସର୍ଭର, 2. ଡିରେକ୍ଟୋରୀ ସର୍ଭର |"
ഡയറക്ടറി സേവനം,ଡିରେକ୍ଟୋରୀ ସେବା
സാധ്യമല്ല,ଅସମର୍ଥ |
സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു,ସଙ୍କେତ ଅକ୍ଷମ କରିବା |
"1. വിച്ഛേദിക്കൽ, 2. വിച്ഛേദിക്കൽ","1. ବିଚ୍ଛିନ୍ନତା, 2. ବିଚ୍ଛିନ୍ନତା"
"1. ഡിസ്ക്രീറ്റ്, 2. ഡിസ്ക്രീറ്റ്","1. ବିଚ୍ଛିନ୍ନ, 2. ବିଚ୍ଛିନ୍ନ |"
"1. ഡിസ്ക്, 2. ഡിസ്ക്","1. ଡିସ୍କ, 2. ଡିସ୍କ"
"1. ഡിസ്ക് വിലാസം, 2. ഡിസ്ക് വിലാസം","1. ଡିସ୍କ ଠିକଣା, 2. ଡିସ୍କ ଠିକଣା"
"1. ഡിസ്ക് അറേ, 2. ഡിസ്ക് അറേ","1. ଡିସ୍କ ଆରେ, 2. ଡିସ୍କ ଆରେ |"
"1. ഡിസ്ക് ശേഷി, 2. ഡിസ്ക് ശേഷി","1. ଡିସ୍କ କ୍ଷମତା, 2. ଡିସ୍କ କ୍ଷମତା |"
"1. ഡിസ്ക് ഡ്രൈവർ, 2. ഡിസ്ക് ഡ്രൈവ്","1. ଡିସ୍କ ଡ୍ରାଇଭର, 2. ଡିସ୍କ ଡ୍ରାଇଭ |"
