Malayalam,Kannada
തികഞ്ഞ സ്കോർ,ಪರಿಪೂರ್ಣ ಸ್ಕೋರ್
ഫുൾ കോറിലേഷൻ മാട്രിക്സ്,ಪೂರ್ಣ ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
മുഴുവൻ റേഞ്ച് ജനസംഖ്യ,ಪೂರ್ಣ ಶ್ರೇಣಿಯ ಜನಸಂಖ್ಯೆ
തികഞ്ഞ സാധാരണ ഓർത്തോഗണൽ സെറ്റ്,ಪರಿಪೂರ್ಣ ಸಾಮಾನ್ಯ ಆರ್ಥೋಗೋನಲ್ ಸೆಟ್
തികഞ്ഞ ചതുർഭുജം,ಪರಿಪೂರ್ಣ ಚತುರ್ಭುಜ
തികഞ്ഞ ഘടകം,ಪರಿಪೂರ್ಣ ಅಂಶ
മുഴുവൻ സെറ്റ്,ಸಂಪೂರ್ಣ ಸೆಟ್
പൂർണ്ണമായ പരിഹാരം,ಸಂಪೂರ್ಣ ಪರಿಹಾರ
പൂർണ്ണമായും ക്രമരഹിതമായ ഡിസൈൻ,ಸಂಪೂರ್ಣವಾಗಿ ಯಾದೃಚ್ಛಿಕ ವಿನ್ಯಾಸ
സങ്കീർണ്ണമായ സ്വതന്ത്ര വേരിയബിൾ,ಸಂಕೀರ್ಣ ಸ್ವತಂತ್ರ ವೇರಿಯಬಲ್
സങ്കീർണ്ണമായ സംയോജനം,ಸಂಕೀರ್ಣ ಸಂಯೋಜಕ
സങ്കീർണ്ണമായ വ്യത്യാസം,ಸಂಕೀರ್ಣ ಭೇದಾತ್ಮಕ
സങ്കീർണ്ണമായ പ്രവർത്തനം,ಸಂಕೀರ್ಣ ಕಾರ್ಯ
സങ്കീർണ്ണമായ ഏകീകരണം,ಸಂಕೀರ್ಣ ಏಕೀಕರಣ
സങ്കീർണ്ണമായ മാട്രിക്സ്,ಸಂಕೀರ್ಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್
സങ്കീർണ്ണ സംഖ്യ,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆ
സങ്കീർണ്ണ സംഖ്യ ഫീൽഡ്,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕ್ಷೇತ್ರ
സങ്കീർണ്ണമായ ലംബ മാട്രിക്സ്,ಸಂಕೀರ್ಣ ಲಂಬ ಮ್ಯಾಟ್ರಿಕ್ಸ್
സംയുക്ത തലം,ಸಂಯೋಜಿತ ವಿಮಾನ
സങ്കീർണ്ണമായ തുക,ಸಂಕೀರ್ಣ ಮೊತ್ತ
സങ്കീർണ്ണമായ വിപരീതം,ಸಂಕೀರ್ಣ ವಿಲೋಮ
സംയോജിത ഫലം,ಸಂಯೋಜಿತ ಫಲಿತಾಂಶ
സങ്കീർണ്ണമായ ജനസംഖ്യ,ಸಂಕೀರ್ಣ ಜನಸಂಖ್ಯೆ
സംയുക്ത പ്രവർത്തനം,ಸಂಯೋಜಿತ ಕಾರ್ಯ
സങ്കീർണ്ണമായ വേരിയബിൾ,ಸಂಕೀರ್ಣ ವೇರಿಯಬಲ್
സംഗ്രഹ അനുപാതം,ಸಂಕಲನ ಅನುಪಾತ
"ഘടകം, അനുബന്ധ ഘടകം","ಘಟಕ, ಸಂಬಂಧಿತ ಘಟಕ"
ഘടകം വിശകലനം,ಘಟಕ ವಿಶ್ಲೇಷಣೆ
വ്യതിയാന ഘടകം,ವ್ಯತ್ಯಾಸ ಅಂಶ
വെക്റ്റർ ഘടകം,ವೆಕ್ಟರ್ ಘಟಕ
സംയുക്ത പ്രവർത്തനം,ಸಂಯೋಜಿತ ಕಾರ್ಯ
സംയുക്ത ദർശനം,ಜಂಟಿ ದೃಷ್ಟಿ
സംയുക്ത സംഖ്യ,ಸಂಯೋಜಿತ ಸಂಖ್ಯೆ
സംയോജിത വിഭാഗം,ಸಂಯೋಜಿತ ವರ್ಗ
വെക്റ്റർ കോമ്പിനേഷൻ,ವೆಕ್ಟರ್ ಸಂಯೋಜನೆ
മിക്സഡ് കോൺ,ಮಿಶ್ರ ಕೋನ
അലോയ് ഭാഗം,ಮಿಶ್ರಲೋಹ ಭಾಗ
മിക്സഡ് ഫ്രാക്ഷൻ,ಮಿಶ್ರ ಭಾಗ
കൂട്ടുപലിശ,ಚಕ್ರಬಡ್ಡಿ
മിക്സഡ് പ്രോബബിലിറ്റി,ಮಿಶ್ರ ಸಂಭವನೀಯತೆ
കംപ്രസ്സീവ് ഫ്ലോ,ಸಂಕುಚಿತ ಹರಿವು
കംപ്രഷൻ,ಸಂಕೋಚನ
കണക്കുകൂട്ടൽ,ಗಣನೆ
കമ്പ്യൂട്ടേഷണൽ ഫോർമുല,ಕಂಪ್ಯೂಟೇಶನಲ್ ಸೂತ್ರ
കണക്കാക്കിയ മൂല്യം,ಲೆಕ್ಕಾಚಾರದ ಮೌಲ್ಯ
"കമ്പ്യൂട്ടർ, കമ്പ്യൂട്ടർ (മെഷീൻ), കമ്പ്യൂട്ടർ (വ്യക്തി)","ಕಂಪ್ಯೂಟರ್, ಕಂಪ್ಯೂಟರ್ (ಯಂತ್ರ), ಕಂಪ್ಯೂಟರ್ (ವ್ಯಕ್ತಿ)"
കമ്പ്യൂട്ട് ചെയ്ത അൽഗോരിതം,ಕಂಪ್ಯೂಟೆಡ್ ಅಲ್ಗಾರಿದಮ್
കമ്പ്യൂട്ടർ പ്രോഗ്രാം,ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಂ
കമ്പ്യൂട്ടർ പ്രോഗ്രാമിംഗ്,ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
കമ്പ്യൂട്ടർ സിമുലേഷൻ,ಕಂಪ್ಯೂಟರ್ ಸಿಮ್ಯುಲೇಶನ್
കണക്കുകൂട്ടൽ,ಗಣನೆ
അധിഷ്ഠിത പ്രവർത്തനം,ಆಧಾರಿತ ಕಾರ್ಯ
കോൺകേവ് ബഹുഭുജം,ಕಾನ್ಕೇವ್ ಬಹುಭುಜಾಕೃತಿ
ഓറിയന്റഡ് പ്രോഗ്രാമിംഗ്,ಆಧಾರಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
കേന്ദ്രീകൃത വൃത്തം,ಕೇಂದ್ರೀಕೃತ ವೃತ್ತ
കേന്ദ്രീകൃത വക്രം,ಕೇಂದ್ರೀಕೃತ ವಕ್ರರೇಖೆ
ഒരു അമൂർത്തമായ ആശയം യഥാർത്ഥമായി പരിഗണിക്കുക,ಅಮೂರ್ತ ಪರಿಕಲ್ಪನೆಯನ್ನು ನೈಜವೆಂದು ಪರಿಗಣಿಸಿ
വരികളുടെ സംഗമം,ಸಾಲುಗಳ ಸಂಗಮ
ഒരേസമയം,ಏಕಕಾಲೀನ
സമകാലിക ശക്തി,ಏಕಕಾಲೀನ ಶಕ್ತಿ
സോപാധിക സാന്ദ്രത പ്രവർത്തനം,ಷರತ್ತುಬದ್ಧ ಸಾಂದ್ರತೆಯ ಕಾರ್ಯ
സോപാധിക വിതരണം,ಷರತ್ತುಬದ್ಧ ವಿತರಣೆ
നിയന്ത്രിത പ്രതീക്ഷ,ನಿರ್ಬಂಧಿತ ನಿರೀಕ್ಷೆ
സോപാധിക അർത്ഥം,ಷರತ್ತುಬದ್ಧ ಸರಾಸರಿ
സോപാധിക സംഭാവ്യത,ಷರತ್ತುಬದ್ಧ ಸಂಭವನೀಯತೆ
വിന്യാസ നിയന്ത്രണം,ಜೋಡಣೆ ನಿರ್ಬಂಧ
സ്ഥിരത നിയന്ത്രണങ്ങൾ,ಸ್ಥಿರತೆಯ ನಿರ್ಬಂಧಗಳು
സമഗ്രത നിയന്ത്രണം,ಸಮಗ್ರತೆಯ ನಿರ್ಬಂಧ
സ്പർശന നിയന്ത്രണം,ಸ್ಪರ್ಶ ನಿರ್ಬಂಧ
"കോൺ, കോൺ","ಕೋನ್, ಕೋನ್"
ആത്മവിശ്വാസമുള്ള ഇടവേള,ವಿಶ್ವಾಸಾರ್ಹ ಮಧ್ಯಂತರ
ആത്മവിശ്വാസ ഇടവേള കണക്കാക്കൽ,ವಿಶ್ವಾಸಾರ್ಹ ಮಧ್ಯಂತರ ಅಂದಾಜು
വിശ്വസ്തതയുടെ പരിധികൾ,ನಿಷ್ಠೆಯ ಮಿತಿಗಳು
ആത്മവിശ്വാസ മേഖല,ವಿಶ್ವಾಸಾರ್ಹ ವಲಯ
പ്രതിഷേധ നിലപാട്,ಪ್ರತಿಭಟನೆಯ ಸ್ಥಾನ
കോൺഫോക്കൽ കോണിക്ക്,ಕಾನ್ಫೋಕಲ್ ಕೋನಿಕ್
കോൺഫോക്കൽ ദീർഘവൃത്താകൃതി,ಕಾನ್ಫೋಕಲ್ ದೀರ್ಘವೃತ್ತ
കോൺഫോക്കൽ ജ്യാമിതി,ಕಾನ್ಫೋಕಲ್ ಜ್ಯಾಮಿತಿ
കൺഫോക്കൽ ഹൈപ്പർബോള,ಕಾನ್ಫೋಕಲ್ ಹೈಪರ್ಬೋಲಾ
കൺഫോക്കൽ ഹൈപ്പർബോള,ಕಾನ್ಫೋಕಲ್ ಹೈಪರ್ಬೋಲಾ
കൺഫോക്കൽ പരാബോള,ಕಾನ್ಫೋಕಲ್ ಪ್ಯಾರಾಬೋಲಾ
കൺഫോക്കൽ പാരാബോളിക് കോർഡിനേറ്റുകൾ,ಕಾನ್ಫೋಕಲ್ ಪ್ಯಾರಾಬೋಲಿಕ್ ನಿರ್ದೇಶಾಂಕಗಳು
"സാദൃശ്യമുള്ള, സാദൃശ്യമുള്ള","ಸದೃಶ, ಸದೃಶ"
ആംഗിൾ മാപ്പിംഗ്,ಕೋನ ಮ್ಯಾಪಿಂಗ್
"പൊരുത്തം, ബൈപാരലൽ ലൈൻ-മൊത്തം, തുല്യത","ಸಮಾನತೆ, ದ್ವಿಪಕ್ಷೀಯ ರೇಖೆ-ಒಟ್ಟು, ಸಮತೆ"
ആകെ ബൈപാരലൽ സർക്കിൾ,ಒಟ್ಟು ದ್ವಿಪಕ್ಷೀಯ ವೃತ್ತ
"സമന്വയം, പോലും","ಸಮಾನ, ಸಹ"
തുല്യമായ മാട്രിക്സ്,ಸಮಾನ ಮ್ಯಾಟ್ರಿಕ್ಸ್
"ശംഖ്, ശംഖു","ಶಂಕುವಿನಾಕಾರದ, ಶಂಕುವಿನಾಕಾರದ"
കോണാകൃതിയിലുള്ള നിരാശ,ಶಂಕುವಿನಾಕಾರದ frustum
കോണാകൃതിയിലുള്ള കുണ്ഡലിനി,ಶಂಕುವಿನಾಕಾರದ ಕುಂಡಲಿನಿ
"കോണിക കട്ട്, കോണിക","ಶಂಕುವಿನಾಕಾರದ ಕಟ್, ಶಂಕುವಿನಾಕಾರದ"
കോണിക ഗണിതം,ಶಂಕುವಿನಾಕಾರದ ಗಣಿತ
"കോൺ-കട്ട്, കോൺ-സെക്ഷൻ","ಕೋನ್-ಕಟ್, ಕೋನ್-ವಿಭಾಗ"
"സംയോജിപ്പിക്കുക (വി.), സംയോജിപ്പിക്കുക (വി.)","ಸಂಯೋಜಿತವಾಗಿರಲು (ವಿ.), ಸಂಯೋಜಿತವಾಗಿರಲು (ವಿ.)"
സംയോജിത കോൺ,ಸಂಯೋಜಿತ ಕೋನ
സംയോജിത അക്ഷം,ಸಂಯೋಜಿತ ಅಕ್ಷ
സങ്കീർണ്ണ സംഖ്യകൾ സംയോജിപ്പിക്കുക,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಗಳನ್ನು ಸಂಯೋಜಿಸಿ
സംയോജിത ദിശ,ಸಂಯೋಜಿತ ದಿಕ್ಕು
സംയോജിത പ്രവർത്തനം,ಸಂಯೋಜಿತ ಕಾರ್ಯ
മാട്രിക്സിന്റെ സംയോജനം,ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಸಂಯೋಗ
സംയോജിത ക്രമമാറ്റം,ಸಂಯೋಜಿತ ಕ್ರಮಪಲ್ಲಟನೆ
സംയോജിത വേരിയബിൾ,ಸಂಯೋಜಿತ ವೇರಿಯಬಲ್
"യോഗ, കോമ്പിനേഷൻ","ಯೋಗ, ಸಂಯೋಜನೆ"
തുടർച്ചയായി,ಸತತವಾಗಿ
തുടർച്ചയായ സംഖ്യകൾ,ಸತತ ಸಂಖ್ಯೆಗಳು
ഊർജ്ജ സംരക്ഷണം,ಶಕ್ತಿ ಸಂರಕ್ಷಣೆ
ബഹുജന സംരക്ഷണം,ಸಾಮೂಹಿಕ ಸಂರಕ್ಷಣೆ
രക്ഷാധികാരി,ಪೋಷಕ
"സ്ഥിരത, സ്ഥിരത, സ്ഥിരത, സ്ഥിരത","ಸ್ಥಿರತೆ, ಸ್ಥಿರತೆ, ಸ್ಥಿರತೆ, ಸ್ಥಿರತೆ"
സ്ഥിരത നിയന്ത്രണങ്ങൾ,ಸ್ಥಿರತೆಯ ನಿರ್ಬಂಧಗಳು
"അനുയോജ്യമായ എസ്റ്റിമേറ്റ്, വിപരീത എസ്റ്റിമേറ്റ്","ಹೊಂದಾಣಿಕೆಯ ಅಂದಾಜು, ವಿರುದ್ಧ ಅಂದಾಜು"
"സ്ഥിരമായ എസ്റ്റിമേറ്റർ, വൈരുദ്ധ്യമില്ലാത്ത എസ്റ്റിമേറ്റർ","ಸ್ಥಿರ ಅಂದಾಜುಗಾರ, ವಿರೋಧಾಭಾಸದ ಅಂದಾಜುಗಾರ"
"പരസ്പരവിരുദ്ധമല്ലാത്ത സാമ്പിൾ, അനുയോജ്യമായ സാമ്പിൾ","ವ್ಯತಿರಿಕ್ತ ಮಾದರಿಗಳು, ಸ್ಥಿರ ಮಾದರಿಗಳು"
"അനുയോജ്യമായ എന്റിറ്റികൾ, വൈരുദ്ധ്യമില്ലാത്ത എന്റിറ്റികൾ","ಹೊಂದಾಣಿಕೆಯ ಘಟಕಗಳು, ಸಂಘರ್ಷವಿಲ್ಲದ ಘಟಕಗಳು"
കൺസോൾ,ಕನ್ಸೋಲ್
"സ്ഥിരമായ, സ്ഥിരമായ, സ്ഥിരമായ, അചഞ്ചലമായ, മാറ്റമില്ലാത്ത, യൂണിഫോം","ಸ್ಥಿರ, ಸ್ಥಿರ, ಸ್ಥಿರ, ಸ್ಥಿರ, ಬದಲಾಗದ, ಏಕರೂಪ"
യൂണിഫോം ത്വരണം,ಏಕರೂಪದ ವೇಗವರ್ಧನೆ
സ്ഥിരമായ പ്രവർത്തനം,ನಿರಂತರ ಕಾರ್ಯ
ഗുരുത്വാകർഷണ പോയിന്റ്,ಗುರುತ್ವ ಬಿಂದು
സംയോജന സ്ഥിരത,ಏಕೀಕರಣ ಸ್ಥಿರ
ആനുപാതിക സ്ഥിരത,ಅನುಪಾತ ಸ್ಥಿರ
സ്ഥിരമായ പരാമീറ്റർ,ಸ್ಥಿರ ನಿಯತಾಂಕ
സ്ഥിരമായ ബഹുപദം,ಸ್ಥಿರ ಬಹುಪದೋಕ್ತಿ
നിശ്ചിത അനുപാതം,ಸ್ಥಿರ ಅನುಪಾತ
ഏകീകൃത നീക്കം,ಏಕರೂಪದ ಚಲನೆ
സ്ഥിരമായ കാലാവധി,ನಿರಂತರ ಪದ
ഏകീകൃത വേഗത,ಏಕರೂಪದ ವೇಗ
സ്രഷ്ടാവിന്റെ സമവാക്യം,ಸೃಷ್ಟಿಕರ್ತನ ಸಮೀಕರಣ
പരിമിതി,ನಿರ್ಬಂಧ
"സൃഷ്ടിക്കാൻ, സൃഷ്ടിക്കാൻ","ರಚಿಸಲು, ರಚಿಸಲು"
രൂപീകരണം,ರಚನೆ
ഉപഭോക്തൃ മുൻഗണനകൾ,ಗ್ರಾಹಕ ಆದ್ಯತೆಗಳು
ഉപഭോഗ പ്രവർത്തനം,ಬಳಕೆಯ ಕಾರ್ಯ
ടാൻജെന്റ് കോൺ,ಸ್ಪರ್ಶ ಕೋನ
കോൺടാക്റ്റ് പോയിന്റ്,ಸಂಪರ್ಕ ಬಿಂದು
അടങ്ങിയിരിക്കുന്നു,ಒಳಗೊಂಡಿತ್ತು
അഫിലിയേഷൻ പട്ടിക,ಸಂಬಂಧ ಕೋಷ್ಟಕ
തുടർച്ചയായ മെക്കാനിക്സ്,ನಿರಂತರ ಯಂತ್ರಶಾಸ್ತ್ರ
വ്യത്യസ്ത ധനകാര്യം,ವಿವಿಧ ಹಣಕಾಸು
സാമ്പത്തിക ഉൽപ്പന്നം,ಹಣಕಾಸು ಉತ್ಪನ್ನ
"തുടർച്ച, തുടർച്ച","ನಿರಂತರ, ನಿರಂತರ"
പ്രവർത്തനങ്ങളുടെ തുടർച്ച,ಕಾರ್ಯಗಳ ನಿರಂತರತೆ
തുടർച്ചയായ പരിശോധന,ನಿರಂತರ ಪರೀಕ್ಷೆ
"തുടർച്ചയായ, അഖണ്ഡമായ, അഖണ്ഡമായ, തുടർച്ചയായ, തുടർച്ചയായ","ನಿರಂತರ, ಮುರಿಯದ, ಮುರಿಯದ, ನಿರಂತರ, ನಿರಂತರ"
തുടർച്ചയായ ഡെറിവേറ്റീവ്,ನಿರಂತರ ಉತ್ಪನ್ನ
തുടർച്ചയായ വിതരണം,ನಿರಂತರ ವಿತರಣೆ
മുകളിൽ തുടർച്ചയായി,ಮೇಲೆ ನಿರಂತರ
തുടർച്ചയായ പ്രവർത്തനം,ನಿರಂತರ ಕಾರ್ಯ
തുടർച്ചയായി വ്യത്യാസപ്പെട്ടിരിക്കുന്നു,ನಿರಂತರವಾಗಿ ವ್ಯತ್ಯಾಸ
തുടർച്ചയായ ഭൂപടം,ನಿರಂತರ ನಕ್ಷೆ
തുടർച്ചയായ മാപ്പിംഗ്,ನಿರಂತರ ಮ್ಯಾಪಿಂಗ್
തുടർച്ചയായ പ്രോബബിലിറ്റി ഡെൻസിറ്റി ഫംഗ്‌ഷൻ,ನಿರಂತರ ಸಂಭವನೀಯತೆ ಸಾಂದ್ರತೆ ಕಾರ್ಯ
തുടർച്ചയായ പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ,ನಿರಂತರ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ
തുടർച്ചയായ റാൻഡം വേരിയബിൾ,ನಿರಂತರ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
തുടർച്ചയായ സാമ്പിൾ സ്ഥലം,ನಿರಂತರ ಮಾದರಿ ಜಾಗ
തുടർച്ചയായ വേരിയബിൾ,ನಿರಂತರ ವೇರಿಯಬಲ್
തുടർച്ചയായ തരംഗം,ನಿರಂತರ ತರಂಗ
"തുടർച്ച, തുടർച്ച","ನಿರಂತರ, ನಿರಂತರ"
തുടർച്ചയായ സിദ്ധാന്തം,ನಿರಂತರ ತತ್ವ
യഥാർത്ഥ സംഖ്യ സെറ്റ്,ನೈಜ-ಸಂಖ್ಯೆಯ ಸೆಟ್
തുടർച്ചയായ തത്വം,ನಿರಂತರ ತತ್ವ
കോണ്ടൂർ ഇന്റഗ്രേഷൻ,ಬಾಹ್ಯರೇಖೆ ಏಕೀಕರಣ
സങ്കോച മാപ്പിംഗ്,ಸಂಕೋಚನ ಮ್ಯಾಪಿಂಗ್
എതിർക്കുക,ವಿರೋಧಿಸಿ
പ്രതിഫലനം,ಪ್ರತಿಫಲಿತ
നിയന്ത്രണം,ನಿಯಂತ್ರಣ
നിയന്ത്രണ ചാർട്ട്,ನಿಯಂತ್ರಣ ಚಾರ್ಟ್
ശരാശരിയുടെ നിയന്ത്രണ ചാർട്ട്,ಸರಾಸರಿ ನಿಯಂತ್ರಣ ಚಾರ್ಟ್
വൈകല്യങ്ങളുടെ നിയന്ത്രണം,ದೋಷಗಳ ನಿಯಂತ್ರಣ
പരിസരത്തിന്റെ നിയന്ത്രണം,ಆವರಣದ ನಿಯಂತ್ರಣ
വേരിയബിളുകളുടെ നിയന്ത്രണം,ಅಸ್ಥಿರ ನಿಯಂತ್ರಣ
"ഒത്തുചേരുക, ഒത്തുചേരുക","ಒಮ್ಮುಖವಾಗಲು, ಒಮ್ಮುಖವಾಗಲು"
ഒത്തുചേരൽ എന്നാണ് അർത്ഥമാക്കുന്നത്,ಅಂದರೆ ಒಮ್ಮುಖ
ചതുരം എന്നാൽ ഒത്തുചേരൽ എന്നാണ് അർത്ഥമാക്കുന്നത്,ಚೌಕ ಎಂದರೆ ಒಮ್ಮುಖ
സംഭാവ്യതയിൽ ഒത്തുചേരൽ,ಸಂಭವನೀಯತೆಯಲ್ಲಿ ಒಮ್ಮುಖ
ഒത്തുചേരൽ പരിധി,ಒಮ್ಮುಖ ಮಿತಿ
ഒത്തുചേരൽ ആരം,ಒಮ್ಮುಖ ತ್ರಿಜ್ಯ
ഒത്തുചേരൽ മേഖല,ಒಮ್ಮುಖ ಪ್ರದೇಶ
"converge (ver.), converge (n.)","ಒಮ್ಮುಖ (ವರ್.), ಒಮ್ಮುಖ (ಎನ್.)"
ഒത്തുചേരൽ ക്രമം,ಒಮ್ಮುಖ ಅನುಕ್ರಮ
ഒത്തുചേരൽ പരമ്പര,ಒಮ್ಮುಖ ಸರಣಿ
"എതിർ, എതിർ","ವಿರುದ್ಧ, ವಿರುದ್ಧ"
വിപരീതമായി വൈത്യസനേ,"ವ್ಯತಿರಿಕ್ತವಾಗಿ, ವೈತ್ಯಾಸನೇ"
പരിവർത്തന അംശം,ಪರಿವರ್ತನೆ ಭಾಗ
പരിവർത്തന പട്ടിക,ಪರಿವರ್ತನೆ ಕೋಷ್ಟಕ
അഭിമുഖീകരിക്കുന്നു,ದೂರ ಎದುರಿಸುತ್ತಿದೆ
ശരീരം അഭിമുഖീകരിക്കുന്നു,ಎದುರಿಸುತ್ತಿರುವ ದೇಹ
വിപരീത കോമ്പിനേഷൻ,ವಿರುದ್ಧ ಸಂಯೋಜನೆ
അഭിമുഖീകരിക്കുന്ന കവർ,ಎದುರಿಸುತ್ತಿರುವ ಕವರ್
വ്യതിചലിക്കുന്ന പ്രവർത്തനം,ವಿಕೃತ ಕಾರ್ಯ
ലീനിയർ അക്യുമുലേഷൻ അഭിമുഖീകരിക്കുന്നു,ರೇಖೀಯ ಸಂಚಯವನ್ನು ಎದುರಿಸುತ್ತಿದೆ
ലീനിയർ പ്രോഗ്രാമിംഗ് അഭിമുഖീകരിക്കുന്നു,ರೇಖೀಯ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಎದುರಿಸುತ್ತಿದೆ
വിദൂര ജനസംഖ്യയെ അഭിമുഖീകരിക്കുന്നു,ದೂರದ ಜನಸಂಖ್ಯೆಯನ್ನು ಎದುರಿಸುತ್ತಿದೆ
പോളിഹെഡ്രോൺ അഭിമുഖീകരിക്കുന്നു,ಎದುರಿಸುತ್ತಿರುವ ಬಹುಮುಖಿ
പ്രോഗ്രാമിംഗ് അഭിമുഖീകരിക്കുന്നു,ಫಾರ್ವರ್ಡ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
അഭിമുഖീകരിക്കുന്ന പ്രദേശം,ಎದುರಿಸುತ್ತಿರುವ ಪ್ರದೇಶ
അഭിമുഖീകരിക്കുന്ന സെറ്റ്,ಎದುರಿಸುತ್ತಿರುವ ಸೆಟ್
സംവഹനം,ಸಂವಹನ
സംയോജിത സംയോജനം,ಒಮ್ಮುಖ ಅವಿಭಾಜ್ಯ
കംപ്രഷൻ സിദ്ധാന്തം,ಸಂಕುಚಿತ ಪ್ರಮೇಯ
"ഏകോപിപ്പിക്കുക, ഏകോപിപ്പിക്കുക, സഹവർത്തിത്വം","ಸಮನ್ವಯ, ಸಮನ್ವಯ, ಸಹವರ್ತಿ"
ഡയറക്ടർ അച്ചുതണ്ട്,ನಿರ್ದೇಶಕ ಅಕ್ಷ
കോർഡിനേറ്റ് ജ്യാമിതി,ಸಮನ್ವಯ ಜ್ಯಾಮಿತಿ
കോർഡിനേറ്റ് വിമാനം,ಸಮನ್ವಯ ಸಮತಲ
കോർഡിനേറ്റുകൾ,ನಿರ್ದೇಶಾಂಕಗಳು
"കോർഡിനേറ്റ് സിസ്റ്റം, ഇൻസ്ട്രക്ഷൻ സിസ്റ്റം","ನಿರ್ದೇಶಾಂಕ ವ್ಯವಸ್ಥೆ, ಸೂಚನಾ ವ್ಯವಸ್ಥೆ"
കോപ്പർനിക്കസ്-ശരീരം,ಕೊಪರ್ನಿಕಸ್-ದೇಹ
പ്ലാനർ,ಸಮತಲ
കോപ്ലനാർ ഫോഴ്സ്,coplanar ಬಲ
പരന്നത,ಚಪ್ಪಟೆತನ
പ്രധാന സംഖ്യ,ಅವಿಭಾಜ್ಯ ಸಂಖ್ಯೆ
"തിരുത്തൽ ഗുണനം, തിരുത്തൽ ഗുണനം","ತಿದ್ದುಪಡಿ ಗುಣಕ, ಸರಿಪಡಿಸುವ ಗುಣಕ"
ശരിയായ പരിഹാരം,ಸರಿಯಾದ ಪರಿಹಾರ
സഹ ബന്ധം,ಸಹ ಸಂಬಂಧ
പരസ്പരബന്ധം ഗുണകം,ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
പരസ്പരബന്ധം ഡയഗ്രം,ಪರಸ್ಪರ ಸಂಬಂಧ ರೇಖಾಚಿತ್ರ
പരസ്പരബന്ധം പ്രവർത്തനം,ಪರಸ್ಪರ ಸಂಬಂಧ ಕಾರ್ಯ
"കോറിലേഷൻ മാട്രിക്സ്, കോറിലേഷൻ മാട്രിക്സ്","ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್"
പരസ്പര ബന്ധ അനുപാതം,ಪರಸ್ಪರ ಸಂಬಂಧದ ಅನುಪಾತ
പരസ്പരബന്ധം ഡയഗ്രം,ಪರಸ್ಪರ ಸಂಬಂಧ ರೇಖಾಚಿತ್ರ
പരസ്പരബന്ധം-ചിത്ര വിശകലനം,ಪರಸ್ಪರ ಸಂಬಂಧ-ಚಿತ್ರ ವಿಶ್ಲೇಷಣೆ
"പൊരുത്തപ്പെടുത്തുക, പൊരുത്തപ്പെടുത്തുക","ಸಂವಾದಿಯಾಗಲು, ಸಂವಾದಿಯಾಗಲು"
അസോസിയേഷന്റെ നിയമങ്ങൾ,ಸ್ಥಿರತೆಯ ನಿಯಮಗಳು
അനുബന്ധ കോൺ,ಅನುಗುಣವಾದ ಕೋನ
അനുയോജ്യമായ വശം,ಹೊಂದಾಣಿಕೆಯ ಬದಿ
സെറ്റ്,ಸೆಟ್
"cosine, cotizya","ಕೊಸೈನ್, ಕೋಟಿಜ್ಯಾ"
കോസൈനുകളുടെ ഭരണം,ಕೊಸೈನ್ ನಿಯಮ
ചെലവ് വിശകലനം,ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
ചെലവ് പരമാവധിയാക്കൽ,ವೆಚ್ಚ ಗರಿಷ್ಠಗೊಳಿಸುವಿಕೆ
എണ്ണൽ സിദ്ധാന്തം,ಎಣಿಕೆ ತತ್ವ
എണ്ണാവുന്ന,ಎಣಿಸಬಹುದಾದ
എണ്ണാവുന്ന സങ്കലനം,ಎಣಿಸಬಹುದಾದ ಸಂಯೋಜಕ
എണ്ണാവുന്ന അടിസ്ഥാനം,ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ
എണ്ണാവുന്ന അടിസ്ഥാനം,ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ
എണ്ണാവുന്ന സെറ്റ്,ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್
എണ്ണിയാലൊടുങ്ങാത്തത്,ಲೆಕ್ಕಿಸಲಾಗದಷ್ಟು ಅನಂತ
