Telugu,Tamil
కంప్యూటర్,கணினி
కంప్యూటర్ ఆధారిత మల్టీమీడియా,கணினி அடிப்படையிலான மல்டிமீடியா
కంప్యూటర్ ప్రోగ్రామింగ్,கணனி செய்நிரலாக்கம்
"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం",கணினி தொழில்நுட்பம்
పుటాకార లెన్స్,குழிவான லென்ஸ்
పుటాకార అద్దం,குழிவான கண்ணாடி
దాచడం,மறைத்தல்
సాంద్రీకృత,செறிவு
ఏకాగ్రత,செறிவு
కేంద్రీకృత లెన్స్,செறிவு லென்ஸ்
కండెన్సర్ మైక్రోఫోన్,மின்தேக்கி மைக்ரோஃபோன்
సమతుల్యత యొక్క పరిస్థితి,சமநிலையின் நிலை
ప్రసరణ,கடத்தல்
ప్రసరణ ప్రస్తుత,கடத்தல் மின்னோட்டம்
వాహకత,கடத்துத்திறன்
కండక్టర్,நடத்துனர்
ఆకృతీకరణ,உள்ளமைவு
కనెక్షన్,இணைப்பு
కనెక్టివిటీ,இணைப்பு
కనెక్టర్,இணைப்பு
స్థిరత్వం,நிலைத்தன்மையும்
స్థిరంగా,தொடர்ந்து
కన్సోల్,கன்சோல்
స్థిరాంకం,மாறிலி
స్థిరమైన వ్యాప్తి,நிலையான வீச்சு
మైక్రోఫోన్‌ను సంప్రదించండి,மைக்ரோஃபோனை தொடர்பு கொள்ளவும்
కంటైనర్ ఫార్మాట్,கொள்கலன் வடிவம்
కాలుష్యం,மாசுபாடு
విషయము,உள்ளடக்கம்
పరస్పర,தொடர்ச்சியான
కొనసాగింపు,தொடர்ச்சி
కొనసాగింపు బూత్,தொடர்ச்சியான சாவடி
కొనసాగింపు నాబ్,தொடர்ச்சியான குமிழ்
నిరంతర,தொடர்ச்சியான
నిరంతర ఆర్క్,தொடர்ச்சியான வளைவு
నిరంతర వేవ్,தொடர்ச்சியான அலை
ఆకృతి రేఖ,விளிம்பு வரி
ఆకృతి ప్రణాళిక,விளிம்பு திட்டம்
ఒప్పందం,ஒப்பந்த
సంకోచం,சுருள்
కాంట్రాస్ట్ రేషియో,கான்ட்ராஸ்ட் விகிதம்
కంట్రోల్ సర్క్యూట్,கட்டுப்பாட்டு சுற்று
కంట్రోల్ ఎలక్ట్రోడ్,கட்டுப்பாட்டு மின்முனை
నియంత్రణ పరికరాలు,கட்டுப்பாட்டு உபகரணங்கள்
కంట్రోల్ గ్రిడ్,கட்டுப்பாட்டு கட்டம்
నియంత్రణ రేఖ,கட்டுப்பாட்டு வரி
నియంత్రణ ప్యానెల్,கட்டுப்பாட்டு குழு
నియంత్రణ గది,கட்டுப்பாட்டு அறை
నియంత్రణ పట్టిక,கட்டுப்பாட்டு அட்டவணை
కంట్రోల్ టవర్,கட்டுப்பாட்டு கோபுரம்
నియంత్రిక,கட்டுப்படுத்தி
కన్వర్జెన్స్,ஒன்றிணைத்தல்
కన్వర్జెంట్ లెన్స్,ஒருங்கிணைந்த லென்ஸ்
కన్వర్టర్,மாற்றி
కుంభాకార లెన్స్,குவிந்த லென்ஸ்
కన్విల్యూషన్,மாற்றுதல்
కన్వల్యూషన్ కోడెడ్,கன்வெர்யூஷன் குறியிடப்பட்டது
కన్వల్యూషనల్ ఇంటర్‌లీవ్,மாற்றும் இடைக்கணிப்பு
కన్వల్యూషనల్ ఇంటర్‌లీవింగ్,மாற்றும் இடைக்கணிப்பு
కుకీ,குக்கீ
కుకీయర్,குக்கியர்
కోప్రాసెసర్,கோப்ரோசசர்
త్రాడు,தண்டு
కరోనా,கொரோனா
కరోనా ఉత్సర్గ,கொரோனா வெளியேற்றம்
సహసంబంధం,தொடர்பு
కొసైన్ భాగం,கொசைன் கூறு
కొసైన్ వేవ్,கொசைன் அலை
విశ్వ శబ్దం,அண்ட சத்தம்
కౌంటర్,கவுண்டர்
కౌంటర్ సవ్యదిశలో,எதிர் கடிகார திசையில்
కప్లర్,கப்ளர்
కలపడం,இணைப்பு
కప్లింగ్ కండెన్సర్,இணைப்பு மின்தேக்கி
కలపడం నెట్‌వర్క్,இணைப்பு நெட்வொர்க்
కలపడం నిరోధకత,இணைப்பு எதிர்ப்பு
సమయోజనీయ బంధం,சக பிணைப்பு
కవరేజ్,பாதுகாப்பு
క్రాష్,செயலிழப்பு
క్రిటికల్ బ్యాండ్,சிக்கலான இசைக்குழு
క్లిష్ట పరిస్థితి,சிக்கலான நிலை
క్లిష్టమైన కలపడం,சிக்கலான இணைப்பு
క్లిష్టమైన ఫ్రీక్వెన్సీ,சிக்கலான அதிர்வெண்
క్లిష్టమైన పరామితి,சிக்கலான அளவுரு
క్రోకోడైల్ క్లిప్,முதலை கிளிப்
క్రాస్ ఫేడింగ్,குறுக்கு மறைதல்
క్రాస్ మాడ్యులేషన్,குறுக்கு பண்பேற்றம்
క్రాస్ టాక్,குறுக்கு பேச்சு
క్రాస్ఫేడ్,கிராஸ்ஃபேட்
క్రిప్టోగ్రఫీ,குறியாக்கவியல்
క్రిస్టల్,படிக
క్రిస్టల్ ఫిల్టర్,படிக வடிகட்டி
క్యూ,கியூ
క్యూ మార్కులు,கியூ மதிப்பெண்கள்
క్యూయింగ్ పరికరం,கியூயிங் சாதனம்
ప్రస్తుత కాలువ,தற்போதைய வடிகால்
ప్రస్తుత మీటర్,தற்போதைய மீட்டர்
ప్రస్తుత ట్రాన్స్ఫార్మర్,மின்சார மின்மாற்றி
కర్సర్,கர்சர்
వక్రరేఖ,வளைவு
ఫ్రీక్వెన్సీని కత్తిరించండి,அதிர்வெண் துண்டிக்கவும்
కట్టర్,கட்டர்
సైబర్ కేఫ్,கணணி மையம்
సైబర్ భద్రతా,சைபர் பாதுகாப்பு
సైబర్ స్థలం,மின்வெளி
చక్రం,மிதிவண்டி
చక్రీయ,சுழற்சி
డి.సి. భాగం,டி.சி. கூறு
డి.సి. ప్లేట్ శక్తి,டி.சி. தட்டு சக்தி
డి.సి. పునరుద్ధరణ,டி.சி. மறுசீரமைப்பு
డంపర్ డయోడ్,டம்பர் டையோடு
డంపింగ్,டம்பிங்
చీకటి,இருள்
సమాచారం,தகவல்கள்
డేటా ప్రసారం,தரவு ஒளிபரப்பு
డేటా కుదింపు,தரவு சுருக்க
డేటా డ్రిల్లింగ్,தரவு துளையிடுதல்
డేటా గుప్తీకరణ,தரவு குறியாக்கம்
సమాచార దస్తా,தரவு கோப்பு
డేటా నిర్వహణ,தரவு கையாளுதல்
డేటా మైనింగ్,தரவு சுரங்க
డేటా ప్రాసెసింగ్,தகவல் செயல்முறை
డేటా ప్రాసెసర్,தரவு செயலி
డేటా తగ్గించిన బిట్ సిస్టమ్,தரவு குறைக்கப்பட்ட பிட் சிஸ்டம்
డేటా సేవ,தரவு சேவை
సమాచార పట్టిక,தரவுத்தாள்
డేటా నిల్వ,தரவு சேமிப்பு
డేటా స్ట్రీమ్,தரவு ஸ்ட்ரீம்
డేటా పరివర్తన,தரவு மாற்றம்
డేటా ప్రసారం,தரவு பரிமாற்றம்
డేటాబేస్,தரவுத்தளம்
డేటాకాస్టింగ్,டேட்டா காஸ்டிங்
డేటాగ్రామ్,டேட்டாகிராம்
DB మీటర్,டிபி மீட்டர்
చనిపోయిన గాలి,இறந்த காற்று
డెడ్ షార్ట్ సర్క్యూట్,இறந்த குறுகிய சுற்று
డెడ్ స్పాట్,இறந்த இடம்
డెడ్లాక్,முட்டுக்கட்டை
డీబగ్ ప్రోగ్రామ్,பிழைத்திருத்த திட்டம்
డీబగ్గింగ్,பிழைத்திருத்தம்
ధ్వని క్షయం,ஒலியின் சிதைவு
డిసిబెల్,டெசிபல் (டி.பி.)
దశాంశం,தசம
దశాంశ కోడ్,தசம குறியீடு
దశాంశ అంకె,தசம இலக்க
డెసిఫరింగ్,புரிந்துகொள்ளுதல்
డీకోడర్,டிகோடர்
డీకోడింగ్,டிகோடிங்
డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్,டிஜிட்டல் டிரான்ஸ்மிஷனில் டிகோடிங்
డికంప్రెషన్,டிகம்பரஷ்ஷன்
డికప్లింగ్,துண்டித்தல்
డికప్లింగ్ సర్క్యూట్,துண்டிப்பு சுற்று
డికప్లింగ్ నెట్‌వర్క్,பிணைப்பு நெட்வொர்க்
డిక్రిప్షన్,மறைகுறியாக்கம்
అంకితమైన పంక్తి,அர்ப்பணிக்கப்பட்ட வரி
డి-ఎంబెడింగ్,டி-என்டிங்
డి-ఎంఫాసిస్,டி-எம்பேசிஸ்
డిఫాల్ట్,இயல்புநிலை
నాణ్యతలో లోపం,தரத்தில் குறைபாடு
లోపభూయిష్ట,குறைபாடுள்ள
లోపభూయిష్ట యూనిట్,குறைபாடுள்ள அலகு
నిర్వచనం,வரையறை
విక్షేపం,விலகல்
వైకల్యం,சிதைவு
డీఫ్రాగ్మెంటేషన్,Defragmentation
డి-గాస్సింగ్ కాయిల్,டி-காஸிங் சுருள்
డిగ్రీ,பட்டம்
డి-ఇంటర్‌లీవర్,டி-இன்டர்லீவர்
ఆలస్యం లైన్,தாமதக் கோடு
సమయం ఆలస్యం,தாமத நேரம்
ఫ్రేమ్ మెమరీ ఆలస్యం,தாமதமான பிரேம் நினைவகம்
ఆలస్యం స్కానింగ్,தாமதமாக ஸ்கேனிங்
ఆలస్యం సమకాలీకరణ సిగ్నల్,தாமதமான ஒத்திசைவு சமிக்ஞை
డెలివరీ,டெலிவரி
బట్వాడా వ్యవస్థ,விநியோக அமைப்பு
డెమోడ్యులేషన్,டெமோடுலேஷன்
డెమోడ్యులేటర్ కార్డ్,டெமோடுலேட்டர் அட்டை
డెమల్టిప్లెక్సర్,டெமுல்டிப்ளெக்சர்
ఫీల్డ్ యొక్క లోతు,வயலின் ஆழம்
అవరోహణ,இறங்கு
డిజైన్ స్పెసిఫికేషన్,வடிவமைப்பு விவரக்குறிப்பு
డెస్క్‌టాప్,டெஸ்க்டாப்
డిటెక్టర్ అవుట్పుట్,கண்டறிதல் வெளியீடு
విచలనం,விலகல்
పరికరం,சாதனம்
పరికర డ్రైవర్,சாதன இயக்கி
విశ్లేషణ,பரிசோதனை
రేఖాచిత్రం,வரைபடம்
డైలాగ్ ట్రాక్,உரையாடல் டிராக்
వ్యాసమైన మోడ్,விட்டம் பயன்முறை
డైమండ్ స్టైలస్,டயமண்ட் ஸ்டைலஸ்
ఉదరవితానం,உதரவிதானம்
డయాఫ్రాగ్మాటిక్ అబ్జార్బర్,உதரவிதான உறிஞ்சி
డైకోటిక్ లిజనింగ్,டைகோடிக் கேட்பது
విద్యుద్వాహక,மின்கடத்தா
విద్యుద్వాహక విచ్ఛిన్నం- డౌన్,மின்கடத்தா இடைவெளி- கீழே
విద్యుద్వాహక నష్టం,மின்கடத்தா இழப்பு
తేడా ఫ్రీక్వెన్సీ,வேறுபாடு அதிர்வெண்
తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD),வேறுபாடு அதிர்வெண் விலகல் (டி.எஃப்.டி)
తేడా టోన్,வித்தியாசமான தொனி
అవకలన యాంప్లిఫైయర్,வேறுபட்ட பெருக்கி
విక్షేపం,மாறுபாடு
డిఫ్యూజర్,டிஃப்பியூசர்
అంకె,இலக்கு
డిజిటల్,டிஜிடல்
డిజిటల్ ఆర్టిఫ్యాక్ట్,டிஜிட்டல் கலைப்பொருள்
డిజిటల్ ఆడియో,டிஜிட்டல் ஆடியோ
డిజిటల్ ఆడియో ఫిల్టర్,டிஜிட்டல் ஆடியோ வடிகட்டி
డిజిటల్ ఆడియో వర్క్ స్టేషన్,டிஜிட்டல் ஆடியோ பணி நிலையம்
డిజిటల్ కెమెరా,எண்ணியல் படக்கருவி
డిజిటల్ కంప్యూటర్,டிஜிட்டல் கணினி
డిజిటల్ డేటా,டிஜிட்டல் தரவு
డిజిటల్ ఎడిటింగ్,டிஜிட்டல் எடிட்டிங்
డిజిటల్ ఎక్సైటర్,டிஜிட்டல் உற்சாகம்
డిజిటల్ ఫిల్టర్,டிஜிட்டல் வடிகட்டி
డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్,டிஜிட்டல் பிரேம் ஒத்திசைவு
డిజిటల్ వారసత్వం,டிஜிட்டல் பாரம்பரியம்
డిజిటల్ చిత్రం,டிஜிட்டல் படம்
డిజిటల్ లైబ్రరీ,டிஜிட்டல் நூலகம்
డిజిటల్ మీటర్,டிஜிட்டல் மீட்டர்
డిజిటల్ మాడ్యులేషన్,டிஜிட்டல் பண்பேற்றம்
డిజిటల్ మల్టీప్లెక్స్,டிஜிட்டல் மல்டிபிளக்ஸ்
డిజిటల్ నెట్‌వర్క్,டிஜிட்டல் நெட்வொர்க்
డిజిటల్ అవుట్పుట్,டிஜிட்டல் வெளியீடு
డిజిటల్ ప్లేబ్యాక్,டிஜிட்டல் பிளேபேக்
డిజిటల్ రేడియో మొండియాల్ (DRM),டிஜிட்டல் ரேடியோ மொண்டியல் (டிஆர்எம்)
డిజిటల్ రికార్డింగ్,டிஜிட்டல் பதிவு
డిజిటల్ విప్లవం,டிஜிட்டல் புரட்சி
డిజిటల్ సిగ్నల్,டிஜிட்டல் சிக்னல்
డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP),டிஜிட்டல் சிக்னல் செயலாக்கம் (டிஎஸ்பி)
డిజిటల్ సంతకం,டிஜிட்டல் கையொப்பம்
డిజిటల్ టెక్నాలజీ,டிஜிட்டல் தொழில்நுட்பம்
డిజిటల్ టు అనలాగ్ కన్వర్టర్,அனலாக் மாற்றி டிஜிட்டல்
డిజిటల్ వీడియో,டிஜிட்டல் வீடியோ
డిజిటల్ వోల్టమీటర్,டிஜிட்டல் வோல்ட்மீட்டர்
డిజిటలైజేషన్,டிஜிட்டல் மயமாக்கல்
డిజిటలైజేషన్,டிஜிட்டல் மயமாக்கல்
డిజిటలైజ్డ్ వీడియో,டிஜிட்டல் செய்யப்பட்ட வீடியோ
డిజిటైజర్,டிஜிட்டல்சர்
మసక,மங்கலான
పరిమాణం,பரிமாணம்
మసకబారిన,மங்கலான
డయోడ్,டையோடு
ముంచు,டிப்
డిప్లెక్సర్,டிப்ளெக்ஸர்
డైపోల్ యాంటెన్నా,இருமுனை ஆண்டெனா
ప్రత్యక్ష ప్రసారం,நேரடி ஒளிபரப்பு
ప్రత్యక్ష కరెంట్,நேரடி மின்னோட்டம் (டி சி)
ప్రత్యక్ష పికప్,நேரடி எடுப்பது
ప్రత్యక్ష పఠన పరికరం,நேரடி வாசிப்பு கருவி
ప్రత్యక్ష రికార్డింగ్,நேரடி பதிவு
డైరెక్షనల్ యాంటెన్నా,திசை ஆண்டெனா
డైరెక్షనల్ కప్లర్,திசை கப்ளர்
డైరెక్షనల్ మైక్రోఫోన్,திசை மைக்ரோஃபோன்
డైరెక్టివిటీ,வழிகாட்டுதல்
డైరెక్టరీ,அடைவு
డిసేబుల్,முடக்கவும்
డిస్క్ యాంటెన్నా,வட்டு ஆண்டெனா
డిస్క్ ఆధారిత నిల్వ,வட்டு அடிப்படையிலான சேமிப்பு
వివిక్త,தனித்துவமான
డిస్క్,வட்டு
డిస్క్ డ్రైవ్,வட்டு இயக்கி
డిస్క్ కోటా,வட்டு ஒதுக்கீடு
డిస్కెట్,டிஸ்கெட்
తొలగుట,இடப்பெயர்வு
చెదరగొట్టడం,சிதறல்
స్థానభ్రంశం,இடம்பெயர்வு
ప్రదర్శన,காட்சி
ప్రదర్శన యూనిట్ (కన్సోల్),காட்சி அலகு (கன்சோல்)
వెదజల్లడం,சிதறல்
వైరుధ్యం,அதிருப்தி
పరిశుద్ధమైన నీరు,வடிகட்டிய நீர்
వక్రీకరణ,சிதைவு
పంపిణీ,விநியோகம்
పంపిణీ యాంప్లిఫైయర్,விநியோக பெருக்கி
విభజన,பிரிவு
విభజన,வகுப்பான்
పత్రం,ஆவணம்
డాల్బీ డిజిటల్,டால்பி டிஜிட்டல்
డొమైన్,களம்
డొమైన్ కంట్రోలర్,டொமைன் கன்ட்ரோலர்
డాప్లర్ ప్రభావం,டாப்ளர் விளைவு
ద్వారం),இரட்டை கம்பம் (இருமுனை)
డబుల్ పోల్ సింగిల్ త్రో స్విచ్,இரட்டை துருவ ஒற்றை வீசுதல் சுவிட்ச்
డబుల్ సైడెడ్ డిస్క్,இரட்டை பக்க வட்டு
డబుల్,இரட்டிப்பாகும்
డౌన్ రాబోయే వేవ్,கீழே வரும் அலை
డౌన్ స్ట్రీమ్,டவுன் ஸ்ட்ரீம்
డౌన్‌లింక్,டவுனிங்க்
డౌన్‌లోడ్,பதிவிறக்க Tamil
డౌన్‌లోడ్,பதிவிறக்குகிறது
డ్రాయింగ్,வரைதல்
డ్రిల్లింగ్ బిట్,துளையிடும் பிட்
డ్రిల్లింగ్ మెషిన్,துளையிடும் இயந்திரம்
డ్రైవ్,இயக்கி
డ్రమ్,டிரம்
పొడి బల్బ్ ఉష్ణోగ్రత,உலர்ந்த விளக்கை வெப்பநிலை
పొడి సెల్,உலர் செல்
డ్రై టంకము,உலர் சாலிடர்
ద్వంద్వ ఛానల్ మోడ్,இரட்டை சேனல் பயன்முறை
డబ్బింగ్,டப்பிங்
డడ్,டட்
డంప్,டம்ப்
డ్యూప్లెక్స్,டூப்ளக்ஸ்
వ్యవధి,காலம்
దుమ్ము,தூசி
డస్ట్ బగ్,தூசி பிழை
డస్ట్ ప్రూఫ్,தூசி ஆதாரம்
డస్టర్,டஸ்டர்
డైనమిక్,மாறும்
డైనమిక్ బిట్ కేటాయింపు,டைனமிக் பிட் ஒதுக்கீடு
డైనమిక్ ఇంటర్మోడ్యులేషన్ వక్రీకరణ (DIM),மாறும் இடைநிலை விலகல் (மங்கலான)
డైనమిక్ పరిమాణీకరణ,மாறும் அளவு
డైనమిక్ పరిధి,மாறும் வரம்பு
డైనమిక్ పరిధి నియంత్రణ,மாறும் வரம்பு கட்டுப்பாடு
డైనమో,டைனமோ
చెవి ఫోన్,காது தொலைபேசி
భూమి,பூமி
భూమి ఉబ్బెత్తు,பூமி வீக்கம்
భూమి నిరోధకత,பூமி எதிர்ப்பு
ఎర్త్ రాడ్,பூமியின் தடி
ఎర్త్ ఉపగ్రహం,பூமி செயற்கைக்கோள்
ఎర్త్ స్టేషన్,பூமி நிலையம்
ఎర్త్ టెర్మినల్,பூமி முனையம்
ఎర్తింగ్,பூமி
ఎకో,எதிரொலி
ఎకో చాంబర్,எதிரொலி அறை
ఎడ్డీ కరెంట్,எடி நடப்பு
ఎడ్డీ కరెంట్ నష్టం,எடி தற்போதைய இழப்பு
ఎడ్జ్వైస్ మీటర్,எட்ஜ்வைஸ் மீட்டர்
ఎడిటింగ్,எடிட்டிங்
ప్రభావవంతమైన యాంటెన్నా ఎత్తు,பயனுள்ள ஆண்டெனா உயரம்
ప్రభావవంతమైన యాంటెన్నా పొడవు,பயனுள்ள ஆண்டெனா நீளம்
ప్రభావవంతమైన వోల్టేజ్,பயனுள்ள மின்னழுத்தம்
సామర్థ్యం,திறன்
స్థితిస్థాపకత,நெகிழ்ச்சி
విద్యుత్ ఉత్సర్గ,மின்சாரம்
ఎలక్ట్రిక్ ఫీల్డ్,மின்சார புலம்
ఎలక్ట్రిక్ ఫ్లాష్,மின்சார ஃபிளாஷ்
విద్యుత్ హీటర్,மின்சார ஹீட்டர்
ఎలక్ట్రిక్ మీటర్,மின்சார மீட்டர்
విద్యుత్ మోటారు,மின்சார மோட்டார்
విద్యుదాఘాతం,மின்சார அதிர்ச்சி
ఎలక్ట్రిక్ స్పార్క్,மின்சார தீப்பொறி
విద్యుత్ ఉపకరణం,மின் சாதனம்
విద్యుత్ శబ్దం,மின் சத்தம்
విద్యుత్ తుఫాను,மின் புயல்
విద్యుత్తుతో పనిచేసే సంగీత పరికరం,மின்சாரம் இயக்கப்படும் இசைக்கருவி
విద్యుత్,மின்சாரம்
విద్యుత్ సరఫరా,மின்சாரம் வழங்கல்
ఎలెక్ట్రోడైనమిక్,மின்முனைகாட்சி
ఎలక్ట్రోలైటిక్ కెపాసిటర్,மின்னாற்பகுப்பு மின்தேக்கி
విద్యుదయస్కాంత,மின்காந்த
విద్యుదయస్కాంత భంగం,மின்காந்த இடையூறு
విద్యుదయస్కాంత ఇంటర్‌ఫెరెన్స్,மின்காந்த குறுக்கீடு
విద్యుదయస్కాంత వర్ణపటం,மின்காந்த நிறமாலை
విద్యుదయస్కాంత తరంగం,மின்காந்த அலை
విద్యుదయస్కాంత తరంగ ప్రచారం,மின்காந்த அலை பிரச்சாரம்
ఎలక్ట్రాన్ మల్టిపుల్ ఫోటోట్యూబ్,எலக்ட்ரான் பல ஒளிச்சேர்க்கை
ఎలక్ట్రానిక్ కాలిక్యులేటర్,மின்னணு கால்குலேட்டர்
ఎలక్ట్రనిక్ డేటా ప్రాసెసింగ్ (ఇడిపి),மின்னணு தரவு செயலாக்கம் (ஈடிபி)
ఇ-మెయిల్,மின்னணு அஞ்சல் (மின்னஞ்சல்)
ఎలక్ట్రానిక్ స్విచింగ్ సిస్టమ్,மின்னணு மாறுதல் அமைப்பு
ఎలక్ట్రానిక్స్,மின்னணுவியல்
ఎలక్ట్రోప్లేటింగ్,மின்முனை
ఎలెక్ట్రోస్టాటిక్,மின்னியல்
ఎలివేషన్,உயரம்
పొందుపరచబడింది,பதிக்கப்பட்ட
పొందుపరిచిన ఆడియో,உட்பொதிக்கப்பட்ட ஆடியோ
పొందుపర్చిన వ్యవస్థ,உட்பொதிக்கப்பட்ட அமைப்பு
చిహ్నం,சின்னம்
అభివృద్ధి చెందుతున్న పోకడలు,வளர்ந்து வரும் போக்குகள்
ఉద్గార,உமிழ்வு
ఉద్గారిణి,உமிழ்ப்பான்
ఉద్గారిణి అనుచరుడు,உமிழ்ப்பான் பின்தொடர்பவர்
ఉద్గారిణి టెర్మినల్,உமிழ்ப்பான் முனையம்
ఉద్గారిణి-బేస్-జంక్షన్,உமிழ்ப்பான்-அடிப்படை-சந்திப்பு
ఎనేబుల్,இயக்கு
ఎనామెల్డ్ వైర్,பற்சிப்பி கம்பி
ఎన్‌సిఫర్,என்கிப்பர்
ఆవరణ,அடைப்பு
ఎన్కోడ్,குறியாக்கம்
ఎన్కోడర్,குறியாக்கி
ఎన్కోడింగ్,குறியாக்கம்
గుప్తీకరణ,குறியாக்கம்
ముగింపు గుర్తు,இறுதி குறி
తుది వినియోగదారుడు,கடைசி பயனாளி
శక్తి,ஆற்றல்
శక్తి వ్యాప్తి,ஆற்றல் பரவல்
శక్తి పంపిణీ,ஆற்றல் விநியோகம்
అమలు,அமலாக்கம்
ఇంజిన్,இயந்திரம்
ఇంజనీర్,பொறியாளர்
ఇంజనీరింగ్,பொறியியல்
ఇంజనీరింగ్ స్టోర్,பொறியியல் கடை
చెక్కడం,வேலைப்பாடு
మెరుగుపరచండి,மேம்படுத்தவும்
సమిష్టి,குழுமம்
కీని నమోదు చేయండి,விசையை உள்ளிடவும்
ఎంటర్ప్రైజ్ ఆర్కిటెక్చర్,நிறுவன கட்டமைப்பு
ఎంథాల్పీ,என்டல்பி
ఎంట్రోపీ,என்ட்ரோபி
ఎంట్రోపీ కోడింగ్,என்ட்ரோபி குறியீட்டு முறை
ఎంట్రోపీ రిడెండెన్సీ,என்ட்ரோபி பணிநீக்கம்
సమం,சமன்
ఈక్వలైజేషన్,சமநிலை
ఈక్వలైజర్,சமநிலைப்படுத்தி
పరికరాలు,உபகரணங்கள்
పరికరాల కవర్,உபகரணங்கள் கவர்
సమానం,இணையான
చెరిపివేయండి,அழிக்கவும்
తల తొలగించండి,தலையை அழிக்கவும்
ఎరోషన్,அரிப்பு
అవాంఛనీయ,ஒழுங்கற்ற
లోపం,பிழை
లోపం నియంత్రణ కోడింగ్,பிழை கட்டுப்பாட்டு குறியீட்டு முறை
లోపం దిద్దుబాటు,பிழை திருத்தம்
లోపం గుర్తించడం,பிழை கண்டறிதல்
లోపం నిర్వహణ,பிழை கையாளுதல்
లోపం సంభావ్యత,பிழை நிகழ்தகவு
ఈథర్నెట్,ஈத்தர்நெட்
ఈథర్నెట్ కేబుల్,ஈத்தர்நெட் கேபிள்
యూజెనిక్స్,யூஜெனிக்ஸ்
ఖాళీ చేయండి,வெளியேற்றம்
మార్పిడి,பரிமாற்றம்
ఎక్సైటర్,உற்சாகம்
అమలు చేయండి,செயல்படுத்த
అమలు సమయం,மரணதண்டனை நேரம்
ఎగ్జాస్ట్,வெளியேற்ற
బయటకి దారి,வெளியேறு
విస్తరించబడింది,விரிவாக்கப்பட்டது
విస్తరణ వాల్వ్,விரிவாக்கம் வால்வு
ప్రయోగం,பரிசோதனை
నిపుణుల వ్యవస్థ,நிபுணர் அமைப்பு
అన్వేషించండి,ஆராயுங்கள்
ఎక్స్‌ప్లోరర్,ஆய்வுப்பணி
గుడ్డ,எக்ஸ்போ (கண்காட்சி)
విద్యుత్ సరఫరా పొడిగింపు,மின்சாரம் வழங்கல்
బాహ్య నియంత్రణ,வெளிப்புற கட்டுப்பாடு
బాహ్య మెమరీ,வெளிப்புற நினைவகம்
బాహ్య నిల్వ,வெளிப்புற சேமிப்பு
బాహ్య థ్రెడ్,வெளிப்புற நூல்
సారం,பிரித்தெடுக்கவும்
ఎక్స్‌ట్రానెట్,எக்ஸ்ட்ராநெட்
కల్పించండి,புனையல்
ముఖభాగం,முகம்
ఫేస్‌సిమైల్,முகநூல்
కారకం,காரணி
వాడిపోవు,மங்கல்
ఫేడ్ ఇన్,மங்கவும்
వెళ్లి పోవడం,மங்கிவிடும்
ఫేడర్,மங்கலான
క్షీణించడం,மறைதல்
క్షీణిస్తున్న జోన్,மங்கலான மண்டலம்
ఫాంటమ్,பேண்டம் (= பாண்டம்)
ఫాస్ట్ ఫోరియర్ ట్రాన్స్ఫార్మ్ (FFT) అల్గోరిథం,ஃபாஸ்ட் ஃபோரியர் டிரான்ஸ்ஃபார்ம் (எஃப்எஃப்டி) வழிமுறை
తీవ్రమైన దోషం,ஆபத்தான பிழை
తప్పు,தவறு
లక్షణం,அம்சம்
ఫీడ్,தீவனம்
అభిప్రాయం,பின்னூட்டம்
ఫీడ్‌బ్యాక్ యాంప్లిఫైయర్,கருத்து பெருக்கி
ఫీడ్‌బ్యాక్ సర్క్యూట్,கருத்து சுற்று
ఫీడ్‌బ్యాక్ వోల్టేజ్,கருத்து மின்னழுத்தம்
ఫీడర్,ஊட்டி
ఫీడర్ కేబుల్,ஊட்டி கேபிள்
ఫీడర్ హట్,ஊட்டி குடிசை
ఫీడర్ లైన్,ஊட்டி வரி
ఫీడర్ వ్యవస్థ,ஊட்டி அமைப்பு
ఫీడర్ వైర్,ஊட்டி கம்பி
ఫైబర్,ஃபைபர்
ఫైబర్ ఆప్టిక్స్,ஃபைபர் ஒளியியல்
విశ్వసనీయత,நம்பகத்தன்மை
విశ్వసనీయత పరిధి పొడిగింపు,நம்பகத்தன்மை வரம்பு நீட்டிப்பு
ఫీల్డ్,புலம்
ఫీల్డ్ డ్రైవ్,புலம் இயக்கி
ఫీల్డ్ ఎఫెక్ట్ ట్రాన్సిస్టర్,புல விளைவு டிரான்சிஸ்டர்
క్షేత్ర బలం,புல வலிமை
ఫీల్డ్ బలం మీటర్,புல வலிமை மீட்டர்
ఫీల్డ్ స్ట్రెంత్ సర్వే,கள வலிமை ஆய்வு
మూర్తి,படம்
మెరిట్ యొక్క సంఖ్య,தகுதியின் எண்ணிக்கை
ఫిలమెంట్,இழை
ఫైల్,கோப்பு
ఫైల్ సర్వర్,கோப்பு சேவையகம்
ఫైల్ సిస్టమ్,கோப்பு முறை
ఫిల్లర్,நிரப்பு
ఫిల్మ్ రికార్డర్,ஃபிலிம் ரெக்கார்டர்
ఫిల్మ్ స్పీడ్,பட வேகம்
