English,Assamese
constant,"১.সহযোগী, ২. নেৰানেপেৰা"
constant instruction,নিৰন্তৰ নিৰ্দেশনা
constraint,নিষিদ্ধ
constructor,কনষ্ট্ৰাক্টৰ
container,পাত্ৰ
content,"১. বিষয়বস্তু, ২. উদ্ধৃতি"
context,সন্দৰ্ভ
context free grammar (CFG),প্ৰসংগ মুক্ত ব্যাকৰণ (cfg)
context switch,প্ৰসংগ চুইচ
contingency,"১.আকস্মিক, ২.আকস্মিক"
contraction,অমিল
contrast,বিষমতা
control,নিয়ন্ত্ৰণ
control area,কণ্টেইনমেণ্ট জ’ন
control bit,নিয়ন্ত্ৰণ বিট
control bus,নিয়ন্ত্ৰক বাছ
control card,নিয়ন্ত্ৰণ কাৰ্ড
control circuit,নিয়ন্ত্ৰণ বৰ্তনী
control cycle,নিয়ন্ত্ৰণ চকা
control engineering,"১/ নিয়ন্ত্ৰণ অভিযান্ত্ৰিকী, ২/ নিয়ন্ত্ৰণ অভিযান্ত্ৰিক"
control key,নিয়ন্ত্ৰণ কি&#39;
control logic,নিয়ন্ত্ৰণ যুক্তি
control loop,নিয়ন্ত্ৰণ লুপ
control mark,নিয়ন্ত্ৰণ চিন
control operation,নিয়ন্ত্ৰণ কাৰ্য্য
control panel,নিয়ন্ত্ৰণ পেনেল
control signal,নিয়ন্ত্ৰণ সংকেত
control switch,নিয়ন্ত্ৰণ চুইচ
control tape,নিয়ন্ত্ৰণ টেপ
control terminal,"1. নিয়ন্ত্ৰণ টাৰ্মিনেল, 2. নিয়ন্ত্ৰণ টাৰ্মিনেল"
control unit (CU),"১.নিয়ন্ত্ৰণ একক, ২. নিয়ন্ত্ৰণ একক"
convergence,অভিসৰণ
conversation,সংলাপ
conversational time sharing,কথোপকথনমূলক কল
conversion,ৰূপান্তৰ
converter,ৰূপান্তৰক
Cook's theorem,কুকৰ উপপাদ্য
co-processor,সহ-প্ৰচেছৰ
copy,কপি কৰক
copyright,কপিৰাইট
cord,কৰ্ড
cordless telephone,"1.কৰ্ডলেছ টেলিফোন, 2. বেতাঁৰ টেলিফোন, 3. বেতাঁৰ টেলিফোন"
corollary,উপপাপপাতি
correction,সংশোধনী
corrupted,"১.ব্যৱহাৰযোগ্য, ২.বিকৃত"
count,গণনা কৰা
counter,স্ক&#39;ৰাৰ
country code,দেশৰ কোড
covariance,সহাৱস্থান
coverage,"১/ পৰিসৰৰ ক্ষেত্ৰফল, ২. সম্প্ৰচাৰ"
crash,পতন হোৱা
critical path,জটিল পথ
critical path method (CPM),জটিল পথ পদ্ধতি (CPM)
cross check,"১.ক্ৰছ টেষ্ট, ২.ক্ৰছ টেষ্ট"
cross compiler,"1.ক্ৰছ প্ৰগ্ৰেমেবল-স্থানান্তৰ, 2. প্ৰতি প্ৰগ্ৰেমেবল"
cross fire,অপ্রাসংগিক সংকেত
cross talk,অপ্রাসংগিক কথা
cryptographic,ক্ৰিপ্টোগ্ৰাফী
cryptography,"1. ক্ৰিপ্টোগ্ৰাফী, 2. ক্ৰিপ্টোগ্ৰাফী, 3. ক্ৰিপ্টোগ্ৰাফী"
currency symbol,মুদ্ৰাৰ চিহ্ন
current directory,বৰ্তমান ডাইৰেকটৰি
current window,বৰ্তমান উইন্ডো
cursor,কাৰ্চাৰ
curve,বক্ৰ
cut and paste,"১/ কাটি পেষ্ট কৰক, ২) কাটি পেষ্ট কৰক"
cut method,ছিয়াৰিং পদ্ধতি
cyber,চাইবাৰ
cyber café,চাইবাৰ কেফে
cyber cash,চাইবাৰ নগদ ধন
cyber crime,চাইবাৰ অপৰাধ
cyber delics,চাইবাৰ ডেলেক্স
cyber law,চাইবাৰ আইন
cyber sex,চাইবাৰ যৌনতা
cybernatics,"১/ চাইবাৰ বিজ্ঞান, ২. চাইবাৰনেটিক্স"
cybernation,"1.চাইবাৰাইজেচন, 2. চাইবাৰাইজেচন"
cycle,চক্ৰ
cycle memory,"১.চক্ৰ স্মৃতি, ২.চক্ৰ স্মৃতি"
cycle steal,চক্ৰ ক্ষতি
cycle time,চক্ৰৰ সময়
cyclic,চক্ৰীয়
daemon,ডেমন
daisy wheel,ডেইজী চক্ৰ
data administrator,ডাটা প্ৰশাসক
data allocation,তথ্য আবণ্টন
data area,"1.ডাটা ফিল্ড, 2.ডাটা ফিল্ড"
data array,"1.ডাটা এৰে, 2. ডাটা এৰে"
data base,"১.ডাটা-বেছ, ২.ডাটাবেছ"
data break,তথ্যৰ খণ্ডিতকৰণ
data bus,"১.ডাটা বাছ, ২.ডাটা বাছ"
data carrier,"1.ডাটা কেৰিয়াৰ, 2.ডাটা কেৰিয়াৰ"
data cell,ডাটা চেল
data channel,"১.ডাটা চিষ্টেম, ২.ডাটা চেনেল"
data communication,ডাটা যোগাযোগ
data compression,"1.ডাটা কম্প্ৰেছন, 2.ডাটা কম্প্ৰেছন"
data field,ডাটা ফিল্ড
data file,ডাটা ফাইল
data flow,"১.ডাটা ফ্ল’, ২.ডাটা ফ্ল’"
data flow Chart,"১.ডাটা ফ্ল’চাৰ্ট, ২.চাৰ্ট"
data hierarchy,ডাটা হাইৰাৰ্কি
data level,তথ্যৰ স্তৰ
data library,"১.তথ্য সংগ্ৰহ, ২.তথ্য লাইব্ৰেৰী"
data link layer,ডাটা লিংক স্তৰ
data link layer (DLL),ডাটা লিংক স্তৰ (DLL)
data management,"১.ডাটা মেনেজমেণ্ট, ২.ডাটা মেনেজমেণ্ট"
data manipulation,"১.তথ্য গণনা, ২.তথ্য গণনা"
data manipulation language (DML),তথ্য প্ৰক্ৰিয়াকৰণ ভাষা (DML)
data modem,ডাটা মডেম ডাটা মডেম
data modification,"১.তথ্য পৰিৱৰ্তন, ২.তথ্য পৰিৱৰ্তন"
data network,"১.ডাটা নেটৱৰ্ক, ২.ডাটা নেটৱৰ্ক"
data operation,"1.ডাটা অপাৰেচন, 2.ডাটা অপাৰেচন"
data organization,"1.ডাটা সংস্থাসমূহ, 2. ডাটা সংস্থাপন"
data output,"1. ডাটা আউটপুট, 2. ডাটা আউটপুট"
data path,"1.ডাটা পাথ, 2.ডাটা পাথ"
data prepration,"1.তথ্য প্ৰস্তুত কৰা, 2. তথ্য প্ৰস্তুত কৰা"
data privacy,"1.ডাটা গোপনীয়তা, 2.ডাটা গোপনীয়তা"
data processor,"1. ডাটা প্ৰচেছৰ, 2. ডাটা প্ৰচেছৰ"
data protection,"1.তথ্য সুৰক্ষা, 2.তথ্য সুৰক্ষা"
data record,"১.ডাটা ৰেকৰ্ড, ২.ডাটা ৰেকৰ্ড"
data retrieval,"1. তথ্য উদ্ধাৰ, 2. তথ্য উদ্ধাৰ"
data routine,"১.ডাটা ৰুটিন, ২.ডাটা ৰুটিন"
data security,"1.ডাটা সুৰক্ষা, 2.ডাটা সুৰক্ষা"
data set,"1.ডাটা ছেট, 2. ডাটা ছেট"
data signal,"1.ডাটা সংকেত, 2.ডাটা সংকেত"
data sink,"1. ডাটা এক্সেছ, 2. ডাটা এক্সেছ"
data source,"১.তথ্যৰ উৎস, ২.তথ্যৰ উৎস"
data specification,"1.ডাটা স্পেচিফিকেশন, 2. তথ্যৰ নিৰ্দিষ্টকৰণ"
data station,"১.ডাটা চেণ্টাৰ, ২.ডাটা চেণ্টাৰ"
data storage,"1. তথ্য সংৰক্ষণ, 2. তথ্য সংৰক্ষণ"
data storage structure,তথ্য সংৰক্ষণ গঠন
data structure,"1. তথ্যৰ গঠন, 2. তথ্যৰ গঠন"
data switch,"১.ডাটা চুইচ, ২.ডাটা চুইচ"
data table,"1.তথ্য টেবুল, 2.তথ্য টেবুল"
data terminal,"1.ডাটা শেষ, 2. ডাটা শেষ"
data transcription,"১.ডাটা ট্ৰান্সক্ৰিপচন, ২.ডাটা ট্ৰান্সক্ৰিপচন"
data transfer,"1.ডাটা স্থানান্তৰ, 2. ডাটা ট্ৰেন্সফাৰ"
data transmission,"1. ডাটা ট্ৰেন্সমিছন, 2. ডাটা ট্ৰেন্সমিছন"
data transmission Channel,"1.ডাটা ট্ৰেন্সমিছন চিষ্টেম, 2.ডাটা ট্ৰেন্সমিছন চিষ্টেম"
data type,"1. ডাটা ফৰ্মেট, 2. ডাটা ফৰ্মেট"
data unit,"১.ডাটা ইউনিট, ২.ডাটা ইউনিট"
data validation,"1.তথ্য বৈধকৰণ, 2.তথ্য বৈধকৰণ"
database,ডাটাবেছ
database adminstration,ডাটাবেছ প্ৰশাসন
database design,ডাটাবেছ ডিজাইন
database management system,ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা
datagrav,"১.ডাটাগ্ৰেভ, ২.ডাটাগ্ৰেভ"
datum,"1. ডেটাম, 2. ডাটা"
dead zone,"১.নিষ্ক্ৰিয় অঞ্চল, ২.নিষ্ক্ৰিয় অঞ্চল"
deadlock,ডেডলক
deadlock prevention,ডেডলক প্ৰতিৰোধ
debug,দোষ নিষ্কাশন
decision box,"১/ বিচাৰ কোষ, ২/ বিচাৰ বাকচ"
decision making process,সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া
decision support system,সিদ্ধান্ত সমৰ্থন ব্যৱস্থা
decision tree,সিদ্ধান্ত গছ
decoder,"১.ডিকোডাৰ, ২.ডিকোডাৰ"
decomposition principle,দ্ৰৱণ নীতি
decryption,ডিকোডিং
dedicated channel,ডেডিকেটেড চিষ্টেম
dedicated port,ডেডিকেটেড প্ৰেছ
defence data network (DDN),প্ৰতিষেধক ডাটা নেটৱৰ্ক (DDN)
defence information system,টিকাকৰণ তথ্য ব্যৱস্থা
defragmentation,সংহতি
delay,পলম কৰা
delay counter,বিলম্ব কাউণ্টাৰ
delay time,বিলম্বৰ সময়
delete,"১.মচি পেলোৱা, ২.মচি পেলোৱা"
deletion record,ডিলিচন ৰেকৰ্ড
delimiter,সীমা নিৰ্ধাৰণকাৰী
delta modulation,ডেল্টা মডুলেচন
demand paging,ৰিকুইজিচন পৃষ্ঠা
demo,প্ৰদৰ্শন
demodulation,ডিমডুলেচন
demultiplexer,ভি-মাল্টিপ্লেক্সাৰ
denormalization,ডিনৰ্মেলাইজেচন
density,"১.ঘনত্ব, ২.ঘনত্ব"
dependency,"১/ নিৰ্ভৰশীলতা, ২/ নিৰ্ভৰশীলতা"
dependent unit,নিৰ্ভৰশীল একক
dequeue,লানি পতা
dereferencing,"১.ডিৰেফাৰেন্স, ২.ডিৰেফাৰেন্স"
derivation tree,ব্যুৎপত্তি কৰা গছ
derived field,ব্যুৎপত্তি কৰা ক্ষেত্ৰ
descending sort,অৱনমিত সজাই পৰাই তোলা
design,ডিজাইন
desk calculator,ডেস্ক কেলকুলেটৰ
desk top computer,ডেস্কটপ কম্পিউটাৰ
desktop presentation,ডেস্কটপ উপস্থাপন
desktop publishing (DTP),ডেস্কটপ প্ৰকাশন
desktop video,ডেস্কটপ ভিডিঅ&#39;
destination address,গন্তব্যস্থানৰ ঠিকনা
destructer,"১.ধ্বংসী, ২.নাশক"
deterministric automats,ডিটাৰ্মিনিষ্টিক automata
developer,ডেভেলপাৰ
development system,উন্নয়ন ব্যৱস্থা
device,ডিভাইচ
device control unit,ডিভাইচ নিয়ন্ত্ৰণ একক
device controller,ডিভাইচ নিয়ন্ত্ৰক
device management,ডিভাইচ ব্যৱস্থাপনা
device mode,ডিভাইচ ধৰণ
diagnosis,নিদান
diagnostic system,ডায়েগনষ্টিক চিষ্টেম
diagnostics,"১/ ডায়েগনষ্টিকছ, ২.ডায়েগনষ্টিকছ"
diagram,ডায়েগ্ৰাম
dial,ডায়েল কৰক
dial line,ডায়েল লাইন
dial tone,ডায়েল টোন
dial up,ডায়েল আপ কৰক
dialog,"১/ সংলাপ, ২/ কথোপকথন"
dialog box,কথোপকথন কক্ষ
dialup modem,ডায়েলআপ মডেম
diamension,বীমা
dictionary,অভিধান
differentiation,"১.ডিফাৰেন্সিয়েল, ২. পাৰ্থক্য"
digital,সংখ্যাগত
digital channel,ডিজিটেল ব্যৱস্থা
digital circuit,ডিজিটেল বৰ্তনী
digital computer,ডিজিটেল কম্পিউটাৰ
digital data,"1.ডিজিটেল ডাটা, 2.ডিজিটেল ডাটা"
digital facility,ডিজিটেল সুবিধা
digital filter,ডিজিটেল ফিল্টাৰ
digital library,ডিজিটেল লাইব্ৰেৰী
digital modulation,ডিজিটেল মডুলেচন
digital monitor,"1. ডিজিটেল প্ৰদৰ্শন, 2. ডিজিটেল মনিটৰ"
digital picture,ডিজিটেল ইমেজ
digital signature,"১/ ডিজিটেল স্বাক্ষৰ, ২/ ডিজিটেল স্বাক্ষৰ"
digital switch,ডিজিটেল চুইচ
digital to analog (D/A) converter,ডিজিটেল এনালগ কনভাৰ্টাৰ
digitization,ডিজিটাইজেচন
digitize,ডিজিটাইজেচন
digitizer,ডিজিটাইজাৰ
diode,ডাইঅ&#39;ড
direct,পোনপটীয়া
direct address,প্ৰত্যক্ষ ঠিকনা
direct conversion,প্ৰত্যক্ষ ৰূপান্তৰ
direct coupling,প্ৰত্যক্ষ সংযোজন
direct memory access (DMA),"1. প্ৰত্যক্ষ মেমৰি অভিগম, 2. প্ৰত্যক্ষ মেমৰি অভিগম (DMA)"
direct memory acess (DMA),প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
direct method,প্ৰত্যক্ষ পদ্ধতি
directive,দিশ নিৰ্দেশনা
directory,ডাইৰেকটৰী
directory server,"1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ"
directory service,ডাইৰেকটৰি সেৱা
disable,অক্ষম
disabling signal,সংকেত নিষ্ক্ৰিয় কৰা
disconnect,"১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা"
discrete,"১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন"
disk,"১.ডিস্ক, ২.ডিস্ক"
disk address,"1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা"
disk array,"1. ডিস্ক এৰে, 2. ডিস্ক এৰে"
disk capacity,"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা"
disk drive,"1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ"
disk file,ডিস্ক নথিপত্ৰ
disk memory,"1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি"
disk operating system (DOS),ডিস্ক অপাৰেটিং চিস্টেম (DoS)
disk pack,ডিস্ক পেকেজ
disk server,"1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ"
disk storage,"1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ"
diskette,ডিস্কেট
display file,ফাইল প্ৰদৰ্শন কৰক
display image,ছবি প্ৰদৰ্শন কৰক
disposal,নিষ্পত্তি
distance,দূৰত্ব
distance function,দূৰত্বৰ ফলন
distortion,বিকৃতি
distributed,বিলি কৰা হ’ল
distributed data,বিতৰণ কৰা তথ্য
distributed server,বিতৰণ কৰা চাৰ্ভাৰ
distributed system,"1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা"
distributive,বিতৰক
document,নথিপত্ৰ
document retrieved,নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত
document window,"1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো"
documentation,নথিপত্ৰ
domain,"ডমেইন, ডমেইন"
domain name,ডমেইনৰ নাম
dot matrix printer,"1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ"
down,"তলত, তলত"
down link,"১.এভালিংক, ২.বৰ্গ"
down loading,ডাউনল’ড
down time,ডাউনলোড সময়
dragging,ট্ৰেকচন
DRAM (dynamic RAM),DRAM (ডাইনামিক ৰেম)
drift,ৰানঅফ
driver,ড্ৰাইভাৰ
drop,পাত
drop down list box,তালিকা বাকচ ড্ৰপ কৰক
drum drive,ড্ৰাম ড্ৰাইভ
drum printer,"1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ"
drum unit,"১.ইম ইউনিট, ২.ড্ৰাম ইউনিট"
dual,"১.দ্বৈততা, ২. bi"
dual density,দ্বৈত ঘনত্ব
dummy address,"১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা"
dump,ভাণ্ডাৰ
duplex circuit,ডুপ্লেক্স বৰ্তনী
duplexing,বৈধকৰণ
duplicate,কি&#39; কি&#39;
DVD R/W,"১.ডি ভি ডি আৰ./ডব্লিউ, ২. ডিভিডি পঢ়া, ৩. লিখা"
DVD ROM,DVD ROM
dynamic instruction,গতিশীল নিৰ্দেশনা
dynamic memory,"1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি"
dynamics,"১.গতিবিদ্যা, ২.গতিশীলতা"
EBCDIC,ই খ গ ঘ আই চি
e-business,ই-ব্যৱসায়
echo,প্ৰতিধ্বনি
e-commerce,"১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ"
edit,সম্পাদনা কৰা
editor,সম্পাদক
educational technology,শিক্ষাগত প্ৰযুক্তি
EEP rom,ই ই প ৰম
effective address (floating address),"১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা"
effective operand address,অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা
effective procedure,ফলপ্ৰসূ কাৰ্য্য
effective UID (user identification),ফলপ্ৰসূ UID
efffective transmission operand,ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য
eight-bit byte,অক্টল বাইট
e-learning,"ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং"
election-algirthm,নিৰ্বাচন এলগৰিদম
electric mailing (e-mail),ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল)
electric printer,"১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ"
electrical accounting machine,বৈদ্যুতিক একাউণ্টিং মেচিন
electronic,ইলেক্ট্ৰনিক্স
electronic clearance system (ECS),ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS)
electronic data interchange (EDI),ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI)
electronic data processing,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
electronic filing,ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ
electronic funds transfer System (EFTS),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
electronic journals,"১.ইলেক্ট্ৰনিক জাৰ্নেল, ২.ইলেক্ট্ৰনিক জাৰ্নেল"
electronic publishing,ইলেক্ট্ৰনিক প্ৰকাশন
electronic switch,ইলেক্ট্ৰনিক চুইচ
element,"উপাদান, উপাদান"
e-mail,ই-মেইল
e-mail address,"১/ ই-মেইল ঠিকনা, ২/ ইলেক্ট্ৰনিক মেইলিং ঠিকনা"
embedded system,এম্বেডেড চিস্টেম
embedding,এম্বেডিং
emitter couple logic (ECL),এমিটাৰ সংযুক্ত লজিক (ECL)
empty stack,খালী ঠাই
empty string,"১.উকা শিকলি, ২.উকা শিকলি"
emulation,যান্ত্ৰিকীকৰণ
encapsulation,"১.কেপচুলেচন, ২.কেপচুলেচন"
encipher,ডিকোডাৰ
encode,এনকোডিং
encoder,"১.এনকোডাৰ, ২.কোডাক"
encrepted data,লুকাই থকা তথ্য
encripting file system,লুকাই থকা নথিপত্ৰপ্ৰণালী
encryption,"1. এনক্ৰিপচন, 2. ক&#39;ডিং, 3. এনকোডিং"
end of block,ব্লকৰ শেষ
end of file (EOF),ফাইল-অন্ত
end-user,ব্যৱহাৰকাৰী
enter,প্ৰৱেশদ্বাৰ
enter-key,প্ৰৱেশ চাবি
enterprise server,"১.উদ্যম সৰৱাৰ, ২.উদ্যম সেৱক"
enterprise system,উদ্যোগ ব্যৱস্থা
entity,ক্ষমতা
entity-relationship,ক্ষমতা আত্মীয়তা
entry time,প্ৰৱেশৰ সময়
entry variable,ইনপুট ভেৰিয়েবল
enumerable,গণনাযোগ্য
environment,পৰিৱেশ
epoch,"১.যুগ, ২. যুগ, ৩. নিৰ্দেশনা মুহূৰ্ত"
EPROM,EPRAM (বিত্তীয় প্ৰগ্ৰেমেবল কেৱল পঢ়িব পৰা মেমৰি)
epsilon closure,এপ্সিলন কনষ্ট্ৰিক্টৰ
equalizer,ইকুৱেলাইজাৰ
equipment,সঁজুলি
equivalence class,সমতুল্যতা শ্ৰেণী
equivalence relation,সমতুল্য সম্পৰ্ক
erase,"১/ বিলুপ্তি, ২) নিৰ্মূল"
error correcting code,ভুল সংশোধন ক&#39;ড
error correction,ভুল সংশোধন
error detection,ভুল ধৰা পেলোৱা
error handling,ভুল নিয়ন্ত্ৰণ
error message,ত্ৰুটি বাৰ্তা
error rate,ভুলৰ হাৰ
error recovery,ত্ৰুটি পুনৰুদ্ধাৰ
error routine,ভুলৰ নাম
escape character,পলায়ন চিহ্ন
ethernet,ইথাৰনেট
event,কাৰ্যক্ৰম
event chain,ইভেন্ট শৃংখল
event control,ইভেন্ট নিয়ন্ত্ৰণ
event counter,ইভেন্ট কাউণ্টাৰ
exception handling,ব্যতিক্ৰম নিয়ন্ত্ৰণ
exchangeable disk storage,বিনিময় ডিষ্ক সংৰক্ষণ
exclusion,বৰ্জন
exclusive Or (XOR),একচেটিয়া আৰু (x বা)
executable program,এক্সিকিউটেবল প্ৰগ্ৰেম
executive statement,এক্সিকিউচন ষ্টেটমেন্ট
exhaustive search,নিৰ্বাচিত অনুসন্ধান
exist,বিদ্যমান
exit,সমস্যা
expert system,বিশেষজ্ঞ ব্যৱস্থা
expression,"১.প্ৰকাশ, ২. অভিব্যক্তি"
extended graphic array (XGA),সম্প্ৰসাৰিত চিত্ৰাঙ্কিত মেট্ৰিক্স (x g a)
extended industry standard (EIS),বৰ্ধিত ঔদ্যোগিক মানদণ্ড (EIS)
extended machine,অভাৰলোড মেচিন
extended memory,বৰ্ধিত স্মৃতিশক্তি
extended precision,"১/ বৰ্ধিত নিখুঁততা, ২) বৰ্ধিত সঠিকতা"
extended sorting,"1.Extended Sorting, 2.Extended পৃথকীকৰণ"
external call,কল আউট কৰক
external error,বাহ্যিক ভুল
external function,বাহিৰৰ কাৰ্য্য
external interrupt,বাহ্যিক বাধা
external memory,"1.বাহ্যিক স্মৃতিশক্তি, 2.বাহ্যিক স্মৃতিশক্তি"
external memory,বাহ্যিক স্মৃতিশক্তি
external modem,বাহ্যিক মডেম
external reference,বাহ্যিক উল্লেখ
external searching,বাহ্যিক অনুসন্ধান
external storage device,বাহ্যিক সংৰক্ষণ ডিভাইচ
extraction,নিষ্কাশন
extrapolation,বহিঃপ্ৰক্ষেপণ
face-character printer,পেনেল আখৰ প্ৰিন্টাৰ
fail-safe operation,বিফল-নিৰাপদ কাৰ্য্য
failure rate,বিফলতাৰ হাৰ
failure recovery,বিফলতা নিৰ্গমন
false code,মিছা ক&#39;ড
false error,মিছা ভুল
fan-in,"১.বিনিয়োগ, ২.বিনিয়োগ পইণ্ট"
fan-out,"1. ইছ্যু, 2. ইছ্যু নম্বৰ"
fascimile I/O device,"1. প্ৰতিলিপি I/O ডিভাইচ, 2. প্ৰতিলিপি ইনপুট ডিভাইচ/আউটপুট"
fast fourier transform (FFT),দ্ৰুত ফোৰিয়াৰ স্থানান্তৰ
fatal error,মাৰাত্মক ভুল
fault detection,ত্ৰুটি ধৰা পেলোৱা
fault diagnosis,দোষ নিদান
fault tolerance,দোষ সহনশীলতা
fax,ফেক্স
fax message,ফেক্স বাৰ্তা
FDC,f dc
feature detection,লক্ষণ ধৰা পেলোৱা
feed cycle,ফিল চকা
feedback,পুনৰ বিনিয়োগ
feeder,"1.যোগানকাৰী, 2.পুষ্টি, 3.ফিডাৰ"
fetch,আনন
fibonacci search,ফিবোনাচি আৱিষ্কাৰ
fibonacci sequence,ফিবোনাচি ক্ৰম
fibonacci series,ফিবোনাচি ছিৰিজ
fibre optics,ফাইবাৰ অপটিক্স
fido net,ফিডো ফান্দ
field,অঞ্চল
fifth generation computers,পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ
file,"1.ফাইল, 2. ফাইল"
file access method,ফাইল অভিগম পদ্ধতি
file allocation table,ফাইল আবণ্টন টেবুল
file compression,ফাইল সংকোচন
file copying,ফাইল কপি কৰা
file layout,নথিপত্ৰ বিন্যাস
file merge,ফাইল মাৰ্জ কৰক
file recovery,ফাইল পুনৰুদ্ধাৰ
file storage,নথিপত্ৰ সংৰক্ষণ
file structure,নথিপত্ৰ গঠন
file system,নথিপত্ৰপ্ৰণালী
file transfer,ফাইল স্থানান্তৰ
file transfer protocol (FTP),নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP)
filter,ফিল্টাৰ
final state,শেষৰ স্থান
find,সন্ধান
finite state machine,সসীম অৱস্থাৰ যন্ত্ৰ
fire wall,জুইৰ দেৱাল
firmware,ফাৰ্মৱেৰ
first come first serve,প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক
first generation computer,প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ
first in first out (FIFO),প্ৰথম ইনপুট প্ৰথম সংখ্যা (FIFO)
first order logic,প্ৰথম ক্ৰমৰ যুক্তি
first order theory,প্ৰথম ক্ৰমৰ নীতি
fixed partition,ফিক্সড ডিভিজন
flag,চহী
flexible disk,নমনীয় ডিস্ক
floppy disk,ফ্লপি ডিস্ক
flopy disk drive (Fdd),ফ্লপি ডিস্ক ড্ৰাইভ (FDD)
flow chart,ফ্ল&#39; চাৰ্ট
flow of control,নিয়ন্ত্ৰণ প্ৰবাহ
flush,predawn
folder,ফোল্ডাৰ
font,ফন্ট
font family,ফন্ট পৰিয়াল
foreign key,বাহ্যিক কি&#39;
form,প্ৰপত্ৰ
formal language,প্ৰতীকী ভাষা
formal system,প্ৰতীকী পদ্ধতি
format,"1.ফৰ্মেট, 2.ফৰ্ম"
formatting,অংকন কৰি থকা
fortran,fortron
fortran programming,"1.Fortran (এটা কম্পিউটাৰ ভাষা) প্ৰগ্ৰেম, 2.Fortran প্ৰগ্ৰেমিং"
forward slash,ফৰৱাৰ্ড স্লেছ
fourth generation computer,৪ৰ্থ প্ৰজন্মৰ কম্পিউটাৰ
fragment,শাখা
frame,ফ্ৰেম
free net,"1.মুক্ত নেট, 2.মুক্ত নেট"
free software foundation,মুক্ত চফ্টৱেৰ বিশ্বাস
free storage,বিনামূলীয়া সংৰক্ষণ
freeware,ফ্ৰীৱেৰ
front end,সন্মুখৰ
front panel,"1.ফ্ৰন্ট পেনেল, 2.ফ্ৰন্ট পেনেল"
function,"1.কাৰ্য্যসমূহ, 2. অনুষ্ঠান"
function key,ফাংচন কি&#39;
function reference,ফাংচন ৰেফাৰেন্স
functional dependency,কাৰ্য্যকৰী নিৰ্ভৰশীলতা
functional testing,কাৰ্য্য পৰীক্ষা
fuzzy logic,"১.অস্পষ্ট যুক্তি, ২.অস্পষ্ট যুক্তি"
fuzzy set,"1.অস্পষ্ট ছেট, 2.অস্পষ্ট ছেট"
gain,লাভ কৰা
game tree,ক্ৰীড়া গছ
gap character,ব্যৱধানৰ আখৰ
garbage,আৱৰ্জনা
garbage collection,জাবৰ সংগ্ৰহ
garbage collection,জাবৰ সংগ্ৰহ
garbage in garbage out (GIGO),Trash Inside আবর্জনা আউট (Gigo)
gate,দুৱাৰ
gateway,দুৱাৰৰ পথ (নেটৱাৰ্কৰ প্ৰসংগত)
general program,বিস্তৃত কাৰ্যসূচী
general program,বিস্তৃত কাৰ্যসূচী
general purpose computer,বহল উদ্দেশ্যৰ কম্পিউটাৰ
general purpose computer,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
