Hindi,Odiya
"विकर्ण मैट्रिक्स, विकर्ण आव्यूह","ଡାଇଗୋନାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ, ଡାଇଗୋନାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |"
विकर्णी समानता,ତ୍ରିକୋଣୀୟ ସମାନତା |
आरेख,ଚିତ୍ର
आरेखी विधि,ଚିତ୍ରାଙ୍କନ ପଦ୍ଧତି |
आरेखी प्रस्तुतिकरण,ଆଲେଖୀକ ଉପସ୍ଥାପନା
व्यास,ବ୍ୟାସ
समुच्चय-व्यास,ବ୍ୟାସ ସେଟ୍ କରନ୍ତୁ |
व्यासतः सम्मुख,ହୀରା ବିପରୀତ |
"पाशकक्षेप, पासा फेंकना","କ୍ରସ୍ ଫାୟାର୍, ଫିସ୍ ପକାନ୍ତୁ |"
द्विधा वर्गीकरण,ଆମ୍ଫିବିଆସ୍ ବର୍ଗୀକରଣ |
" द्विभाजन , अर्धक","ବିଭାଜନ, ଅଧା |"
कोशक्रम,ଅଭିଧାନ
अंतर कलन,ଭିନ୍ନକ୍ଷମ ଗଣନା
अंतर समीकरण,ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |
अंतर सूत्र,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
अंतर विधि,ଭିନ୍ନକ୍ଷମ ପଦ୍ଧତି |
समुच्चयों का अंतर,ସେଟ୍ ର ପାର୍ଥକ୍ୟ |
अवकलनीय,ଭିନ୍ନକ୍ଷମ |
अवकलनीय वक्र,ଭିନ୍ନକ୍ଷମ ବକ୍ର
अवकलनीय फलन,ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ
" विभेदक, भेददर्शी , अवकल , अंतरात्रयी, अंतरात्मक , विभेदी","ଭିନ୍ନକ୍ଷମ, ଭିନ୍ନକ୍ଷମ, ଭିନ୍ନକ୍ଷମ, ପାରସ୍ପରିକ, ଆନ୍ତରିକତା, ଭିନ୍ନକ୍ଷମ |"
अवकल गणित,ଭିନ୍ନ ଭିନ୍ନ ଗଣିତ |
अवकल गुणांक,ଭିନ୍ନକ୍ଷମ ଗୁଣବତ୍ତା |
अवकल समीकरण,ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |
अवकल समघात,ଭିନ୍ନ ଭିନ୍ନ ଧକ୍କା |
अवकल सूत्र,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
अवकल फलन,ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ
अवकल ज्यामिति,ଭିନ୍ନକ୍ଷମ ଜ୍ୟାମିତି |
उच्चतर कोटि का अवकल,ଉଚ୍ଚ କ୍ରମ ଭିନ୍ନକ୍ଷମ |
अवकल खंड,ଭିନ୍ନକ୍ଷମ ବିଭାଗ
अवकलन करना,ଭିନ୍ନ କର |
"विभेदन, अवकलन","ଭିନ୍ନତା, ଭିନ୍ନତା |"
अवकलन सूत्र,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
सदिश का अवकलन,ଭେକ୍ଟରର ଭିନ୍ନତା |
"विसरण, विसार","ବିସ୍ତାର, ବିସ୍ତାର"
"अंक, व्यास का द्वादशांश, अंगुलि","ସଂଖ୍ୟା, ଡାଏଡମ୍, ଆଙ୍ଗୁଠି |"
अंकीय अभिकलित्र,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
अंकीय दत्त,ଅଙ୍କି ଦତ୍ତ |
" विस्तार, लंबाई-चौड़ाई, विमा , घात","ପରିମାଣ, ମୋଟେଇ, ପରିମାପ, ଶକ୍ତି |"
विमीयता,ପରିମାପ
"विमाहीन, अविम",ପରିମାପହୀନ |
समीकरण विमा,ସମୀକରଣ ପରିମାଣ
डायोफैन्टस का समीकरण,ଡାୟୋଫାଣ୍ଟସ୍ ସମୀକରଣ |
नति कोण,ପତନର କୋଣ
द्वियुग्मध्रुवी निर्देशांक,ଡିପୋଲ୍ କୋର୍ଡିନେଟ୍ |
द्विध्रुव,ଡିପୋଲ୍
द्विपिरामिड,ବିପିରାମିଡ୍ |
डिरैक डेल्टा फलन,dirac delta function
उभयनिष्ठ अनुस्पर्श रेखा,ସାଧାରଣ ଟାଙ୍ଗେଣ୍ଟ୍ |
दिष्ट कोण,ଡାହାଣ କୋଣ
दिष्ट रेखा,ସିଧାସଳଖ ରେଖା |
दिक्-अवकलज,ସ୍ପେସ୍ ଡେରିଭେଟିଭ୍ |
"दिक्कोज्या, दिक्-कोसाइन","ଡିକୋସିନ୍, ଡିକୋ-କୋସାଇନ୍ |"
उच्चिष्ठ की दिशा,ସର୍ବାଧିକ ଦିଗ
प्रक्षेपण दिशा,ପ୍ରୋଜେକସନ ଦିଗ
दिक्-अनुपात,ଦିଗ ଅନୁପାତ |
नियामक वृत्त,ନିୟାମକ ସର୍କଲ୍ |
नियामक गोला,ନିୟାମକ ସର୍କଲ୍ |
अनुलोम गुणनफल,ଅନୁଲୋମା ଉତ୍ପାଦ |
" प्रत्यक्ष प्रमाण , प्रत्यक्ष उपपत्ति","ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ, ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ |"
अनुक्रमानुपात,କ୍ରମିକ ଅନୁପାତ |
नियता,ଭାଗ୍ୟ
अनुलोम योगफल,ଅନୁଲୋମା ରାଶି |
असंबद्‌ध समुच्चय,ଅସନ୍ତୁଷ୍ଟ ସେଟ୍ |
" असांतत्य , असातत्य , भंग","ବିଚ୍ଛିନ୍ନତା, ବନ୍ଦ, ବିରତି |"
अवकलज का असांतत्य,ଡେରିଭେଟିଭ୍ ର ବିଚ୍ଛିନ୍ନତା |
प्रथम प्रकार का असांतत्य,ପ୍ରଥମ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |
द्वितीय प्रकार का असांतत्य,ଦ୍ୱିତୀୟ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |
असंतत वितरण,ନିରନ୍ତର ବଣ୍ଟନ |
असंतत फलन,ବିଚ୍ଛିନ୍ନ କାର୍ଯ୍ୟ
असंतत विचर,ବିଚ୍ଛିନ୍ନ ଭିନ୍ନତା |
विविक्त,କଣିକା
असंतत बंटन,ନିରନ୍ତର ବଣ୍ଟନ |
असंतत प्रायिकता बंटन,ନିରନ୍ତର ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |
असंतत यादृच्छिक चर,ବିଚ୍ଛିନ୍ନ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
असंतत प्रतिदर्श समष्टि,ବିଚ୍ଛିନ୍ନ ନମୁନା ସ୍ଥାନ |
विविक्त समुच्चय,ପୃଥକ ଏଗ୍ରିଗେଟ୍ |
विविक्त समष्टि,ବିଚ୍ଛିନ୍ନ ଜନସଂଖ୍ୟା |
विविक्त संस्थिति,ବିଚ୍ଛିନ୍ନ ଅବସ୍ଥା |
असंतत विचर,ବିଚ୍ଛିନ୍ନ ଭିନ୍ନତା |
विविक्तकर,ବଣ୍ଟନ କର
विविक्तकर विश्लेषण,ଭେଦଭାବ ବିଶ୍ଳେଷଣ |
असंयुक्त,ଅସନ୍ତୁଷ୍ଟ
असंयुक्त घटना,ଅସନ୍ତୁଷ୍ଟ ଘଟଣା |
असंयुक्त समुच्चय,ଅସନ୍ତୁଷ୍ଟ ସେଟ୍ |
असंयुक्त सम्मिलन,ଭର୍ତ୍ତି ସନ୍ନିବେଶ |
" वियोजन , तर्क-संगत योग","ବିଚ୍ଛିନ୍ନତା, ଯୁକ୍ତିଯୁକ୍ତ ରାଶି |"
" परिक्षेपण , प्रकीर्णन","ବିଚ୍ଛେଦ, ବିଛାଇବା |"
परिक्षेपण संचित्र,ବିଚ୍ଛେଦ ଚାର୍ଟ |
परिक्षेपणांक,ବିଚ୍ଛେଦ ସୂଚକାଙ୍କ |
परिक्षेपण-आरेख,ବିଚ୍ଛେଦ ଚିତ୍ର |
परिक्षेपण-मैट्रिक्स,ବିଚ୍ଛେଦ ମାଟ୍ରିକ୍ସ |
विस्थापन,ବିସ୍ଥାପନ
प्रदर्श,ପ୍ରଦର୍ଶନ
कन्सोल,କୋନସୋଲ
"असमरूप, असमान","ଅସମାନ, ଅସମାନ"
क्षयकारी बल,ବିଚ୍ଛିନ୍ନ ଶକ୍ତି
दूरी-फलन,ଦୂରତା କାର୍ଯ୍ୟ
दूरी-मापांक,ଦୂରତା ମଡ୍ୟୁଲସ୍
बंटन-निरपेक्ष,ଅଣ-ବଣ୍ଟନକାରୀ |
"वितरण-नियम, बंटननियम","ବଣ୍ଟନ ନିୟମ, ବଣ୍ଟନ ନିୟମ |"
"अपसारित करना, अपसारित होना","ବିସର୍ଜନ କରିବାକୁ, ବିସର୍ଜନ କରିବାକୁ |"
" अपसरण, अपसारिता , डाइवर्जेन्स","ବିଭେଦ, ବିଭେଦ, ବିଭେଦ |"
अपसरण प्रमेय,ଭିନ୍ନତା ଥିଓରେମ୍ |
अपसारी,ବିଭେଦ
अपसारी श्रेणी,ଭିନ୍ନ ପରିସର |
विभाजित अंतर,ବିଭାଜନ ପାର୍ଥକ୍ୟ |
"भाज्यता, विभाज्यता","ବିଭାଜନତା, ବିଭାଜନତା |"
"भाज्य, विभाज्य","ବିଭାଜନ, ବିଭାଜନ"
" भाग, प्रभाग , विभाजन","ବିଭାଜନ, ବିଭାଜନ, ବିଭାଜନ |"
विभाजन-कलन विधि,ବିଭାଜନ ଆଲଗୋରିଦମ |
विभाजन-वलय,ବିଭାଜିତ ରିଙ୍ଗ |
द्वादशभुज,ଚତୁର୍ଭୁଜ
द्वादशफलक,ଡିକାଗନ୍ |
" प्रक्षेत्र , डोमेन, प्रांत , प्रदेश","ଡୋମେନ୍, ଡୋମେନ୍, ପ୍ରଦେଶ, ଅଞ୍ଚଳ |"
फलन का प्रांत,କାର୍ଯ୍ୟର ଡୋମେନ୍ |
परिभाषा-प्रांत,ସଂଜ୍ଞା-ପ୍ରଦେଶ |
अस्तित्व-प्रांत,ଅସ୍ତିତ୍ୱର ଅବସ୍ଥା |
अभिभावी युक्ति,ଓଭରବ୍ରିଡ୍ ଡିଭାଇସ୍ |
डॉप्लर प्रभाव,ଡୋପଲର ପ୍ରଭାବ
"बिन्दु-गुणनफल, अदिशगुणनफल","ବିନ୍ଦୁ ଉତ୍ପାଦ, ସ୍କାଲାର୍ ଉତ୍ପାଦ |"
बिन्दुकित वक्र,ବିନ୍ଦୁ ବକ୍ର
द्विशः अवकलन,ଡୁଆଲ୍ ଭିନ୍ନକ୍ଷମ |
द्विक चरघातांकीय बंटन,ଦୁଇଗୁଣ ବଣ୍ଟନ
द्विकुंडली,ଡବଲ୍ କୋଇଲ୍ |
द्विशः समाकल,ବାଇନାରୀ ଇଣ୍ଟିଗ୍ରାଲ୍ |
द्विशः समाकलन,ବାଇନାରୀ ଏକୀକରଣ |
द्विक सीमा,ଦୁଇଥର ସୀମା |
द्विशः प्रतिचयन आयोजन,ଡବଲ୍ ନମୁନା ଇଭେଣ୍ଟ |
द्विक अनुक्रम,ଡବଲ୍ କ୍ରମ |
द्विक श्रेणी,ଡବଲ୍ ସିରିଜ୍ |
द्वि-अनुलग्नी संकेतन,ଡବଲ୍-ସଂଲଗ୍ନ ନୋଟେସନ୍ |
द्विक संकलन,ଦୁଇଥର ସଂକଳନ |
अधोमुखी त्वरण,ତଳ ତ୍ୱରଣ
अधोमुखी विस्थापन,ନିମ୍ନ ବିସ୍ଥାପନ |
अधोमुखी गति,ନିମ୍ନ ଗତି
अधोमुखी वेग,ତଳ ବେଗ
कर्षण,ଟ୍ରାକ୍ସନ୍
कर्षण-बल,ଟ୍ରାକ୍ସନ୍ ଫୋର୍ସ |
"द्वैती द्वैती,",ଦ୍ୱ ual ତ ଦ୍ୱ ual ତ୍ୟ
द्वैत आधार,ଡୁଆଲ୍ ବେସ୍ |
द्वैत आंतरिक गुणनफल,ଦ୍ୱ ual ତ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |
द्वैती रैखिक प्रोग्रामन समस्या,ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |
" द्वि प्रचालन , द्वैती संक्रिया","ଡବଲ୍ ଅପରେସନ୍, ଡୁଆଲ୍ ଅପରେସନ୍ |"
द्वैत समस्या,ଦ୍ୱ ual ତ ସମସ୍ୟା |
द्वैत एकल कलन-विधि,ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ଆଲଗୋରିଦମ୍ |
द्वैत एकल प्रविधि,ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ପଦ୍ଧତି |
द्वैत समष्टि,ଡୁଆଲ୍ ସ୍ପେସ୍ |
द्वैत चर,ଡୁଆଲ୍ ଭେରିଏବଲ୍ |
द्वैत सदिश समष्टि,ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |
मूक सूचकांक,ନୀରବ ସୂଚକାଙ୍କ |
मूक पादांक,ନୀରବ ଫୁଟର୍ |
मूक अनुबंध,ନୀରବ ଚୁକ୍ତି |
मूक चर,ନୀରବ ଭେରିଏବଲ୍ |
अनुलिपि-प्रक्रम,ନକଲ
गतिकीय,ଗତିଶୀଳ |
गतिकीय तंत्र,ଗତିଶୀଳ ସିଷ୍ଟମ୍ |
गतिक मांग फलन,ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |
गत्यात्मक निदर्श,ଗତିଶୀଳ ମଡେଲ୍ |
गत्यात्मक प्रोग्रामन,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
गतिशील प्रोग्रामन उपगमन,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |
गतिशील प्रोग्रामन प्रविधि,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ ques ଶଳ |
"गतिविज्ञान, गतिकी","ଗତିଶୀଳତା, ଗତିଶୀଳତା |"
कण-गतिकी,କଣିକା ଗତିଶୀଳତା |
दृढ़ पिंड गतिकी,କଠିନ ଶରୀର ଗତିଶୀଳତା |
" भू, पृथ्वी, भूमि , मत्तिृ का, मदृा , भू संपर्कित करना, भूसंपर्क करना (क्रि.)","ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ ସମ୍ପର୍କ (ver।)"
भूकंप तीव्रता,ଭୂକମ୍ପ ତୀବ୍ରତା |
उत्केंद्रता,ବିଚିତ୍ରତା
ग्रहण,ଅନୁମାନ
अर्थमितीय पूर्वानुमान,ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |
अर्थमितिज्ञ,ଅର୍ଥନୀତିଜ୍ଞ
अर्थमिति,ଅର୍ଥନୀତି
अर्थशास्त्र,ଅର୍ଥନୀତି
"कोर, किनारा, अश्रि","ମୂଳ, ଧାର, ଲୁହ"
अवमुख समुच्चय कोर,ସମୁଦାୟ କୋର ସମ୍ମୁଖୀନ |
दक्षतांक,ଦକ୍ଷତା ସୂଚକାଙ୍କ
अभिलक्षणिक अवयव,ଚରିତ୍ରଗତ ଉପାଦାନ |
अभिलक्षणिक फलन,ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ
"आइगेन मान, अभिलक्षणिक मान","ଇଜେନ ମୂଲ୍ୟ, ଚରିତ୍ରିକ ମୂଲ୍ୟ |"
अभिलक्षणिक मान समीकरण,ବ value ଶିଷ୍ଟ୍ୟ ମୂଲ୍ୟ ସମୀକରଣ
"आइगेन वेक्टर, अभिलक्षणिक सदिश","ଇଜେନ ଭେକ୍ଟର, ଚରିତ୍ର ଭେକ୍ଟର |"
प्रत्यास्थ,ଇଲାଷ୍ଟିକ୍ |
प्रत्यास्थतांक,ଇଲଷ୍ଟିକ୍ କାଷ୍ଟ୍ |
प्रत्यास्थ साम्यावस्था,ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |
प्रत्यास्थता,ନମନୀୟତା
प्रत्यास्थता-पृष्ठ,ଇଲାଷ୍ଟିକ୍ ପୃଷ୍ଠା |
"इलेक्ट्रॉनिक अभिकलित्र, इलेक्ट्रॉनिक कम्प्यूटर","ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର, ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର |"
" तत्व , अल्पांश , अवयव","ଉପାଦାନ, ଉପାଦାନ, ଉପାଦାନ |"
प्रारंभिक स्तंभ संक्रिया,ପ୍ରାରମ୍ଭିକ ସ୍ତମ୍ଭ କାର୍ଯ୍ୟ
प्रारंभिक घटना,ପ୍ରାରମ୍ଭିକ ଘଟଣା
प्रारंभिक फलन,ପ୍ରାରମ୍ଭିକ କାର୍ଯ୍ୟ
प्रारंभिक संक्रिया,ପ୍ରାରମ୍ଭିକରଣ କାର୍ଯ୍ୟ
प्रारंभिक परिणाम,ପ୍ରାଥମିକ ଫଳାଫଳ
प्रारंभिक प्रायिकता नियम,ପ୍ରାରମ୍ଭିକ ସମ୍ଭାବ୍ୟ ନିୟମ |
प्रारंभिक पंक्ति संक्रिया,ଆରମ୍ଭ ରେଖା କାର୍ଯ୍ୟ
"विलुप्त करना, विलोपन करना,","ବିନାଶ କରିବାକୁ, ବିନାଶ କରିବାକୁ"
निराकरण प्रक्रिया,ସମାଧାନ ପ୍ରକ୍ରିୟା
"दीर्घवृत्त, इलिप्स","ଏଲିପ୍ସ, ଏଲିପ୍ସ"
दीर्घवृत्तज,ଏଲିପସଏଡ୍ |
दीर्घवृत्तजीय,ଏଲିପସାଇଡ୍ |
दीर्घवृत्तजीय पृष्ठ,ଏଲିପସଏଡାଲ୍ ଭୂପୃଷ୍ଠ |
दीर्घवृत्ताकार पिंड,ଏଲିପସଏଡାଲ୍ ଶରୀର |
अंतःस्थापन,ଏମ୍ବେଡିଂ
उत्सर्जन,ନିର୍ଗମନ
आनुभविक न्यास,ପରୀକ୍ଷାମୂଳକ ବିଶ୍ୱାସ |
मूलानुपाती सूत्र,ପରୀକ୍ଷାମୂଳକ ସୂତ୍ର |
आनुभविक प्रायिकता,ପରୀକ୍ଷାମୂଳକ ସମ୍ଭାବନା |
आऩुभविक संबंध,ପରୀକ୍ଷାମୂଳକ ସମ୍ପର୍କ |
रिक्त समुच्चय,ଖାଲି ସେଟ୍ |
परिबद्‌ध,ବନ୍ଧା
"कूटलेखन, कोडन","ଏନକୋଡିଂ, କୋଡିଂ"
अंतराकारिता,ପାରସ୍ପରିକ କାର୍ଯ୍ୟଦକ୍ଷତା |
अंत्य बिंदु,ଶେଷ ବିନ୍ଦୁ
वर्गांतराल के अंत्य बिंदु,ଶ୍ରେଣୀ ବ୍ୟବଧାନର ଶେଷ ବିନ୍ଦୁ |
ऊर्जा,ଶକ୍ତି
ऊर्जा-संवेग घटक,ଶକ୍ତି-ଗତି ଉପାଦାନ |
प्रवेशी चर,ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |
गणनीय समुच्चय,ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |
"गणन, गिनना","ଗଣନା, ଗଣନା"
"समान, बराबर, सम, तुल्य","ସମାନ, ସମାନ, ସମାନ, ସମାନ |"
"समता, समिका","ସମାନତା, ସମାନତା"
समप्रायिक,ସମ୍ଭବତ। |
सम प्रायिकता वरण विधि,ସମ୍ଭାବ୍ୟତା ଚୟନ ପଦ୍ଧତି |
समान करना,ସମାନ କର
" समीकरण , समीकार","ସମୀକରଣ, ସମୀକରଣ"
एकघात समीकरण,ଚତୁର୍ଭୁଜ ସମୀକରଣ |
द्विघात समीकरण,ଚତୁର୍ଭୁଜ ସମୀକରଣ |
त्रिघात समीकरण,ଚତୁର୍ଭୁଜ ସମୀକରଣ |
"विषुवत वृत्त भूमध्यरेखा, इक्वेटर, मध्यरेखा","ଇକ୍ୟୁଏଟର, ଇକ୍ୟୁଏଟର, ମିଡଲାଇନ୍ |"
समसंतत,ସ୍ଥିର
समबाहु,ସମାନ୍ତରାଳ |
"साम्यावस्था, साम्य, संतुलन","ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
बल-संतुलन,ବଳ ସନ୍ତୁଳନ
संतुलन बिंदु,ସନ୍ତୁଳନ ବିନ୍ଦୁ |
तुल्यता,ସମାନତା
तुल्यता-वर्ग,ସମାନତା ଶ୍ରେଣୀ
तुल्यता-संबंध,ସମାନତା ସମ୍ପର୍କ
"तुल्य, तुल्यमान (वि.),तुल्यांक (सं.)","ସମାନ, ସମାନ (v।), ସମାନ (ଏଡି।)"
तुल्य मैट्रिक्स,ସମାନ ମାଟ୍ରିକ୍ସ |
तुल्य समुच्चय,ସମାନ ସେଟ୍ |
अभ्यतिप्रायता,ପ୍ରବୃତ୍ତି |
"त्रुटि, भूल, गलती, अशुद्‌धि","ତ୍ରୁଟି, ଭୁଲ, ଭୁଲ, ଭୁଲ"
त्रुटि-विश्लेषण,ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |
त्रुटि कोड,ତ୍ରୁଟି କୋଡ୍
त्रुटि गुणांक,ତ୍ରୁଟି ଗୁଣବତ୍ତା
वर्ग माध्य त्रुटि,ବର୍ଗ ଅର୍ଥ ତ୍ରୁଟି |
प्रथम प्रकार की त्रुटि,ପ୍ରଥମ ପ୍ରକାର ତ୍ରୁଟି |
द्वितीय प्रकार की त्रुटि,ଦ୍ୱିତୀୟ ପ୍ରକାର ତ୍ରୁଟି |
पलायन-प्रायिकता,ସମ୍ଭାବନାରୁ ରକ୍ଷା ପାଇବା |
पलायन वेग,ବେଗରୁ ରକ୍ଷା ପାଇବା |
ई. श्मिट लांबिकीकरण प्रक्रम,E. Schmidt ର ମୋବାଇଲାଇଜେସନ୍ ପ୍ରକ୍ରିୟା |
बहिर्वृत्त,ଅତିରିକ୍ତ
"सारभूत, अनिवार्य","ଜରୁରୀ, ଜରୁରୀ |"
वस्तुतः अद्वितीय,ପ୍ରାୟତ unique ଅନନ୍ୟ |
"आकलन करना, आकलित करना (क्रि.), आकलन (सं.)","ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ, ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ (ver।), ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ (ଏଡି।)"
आकलन विधि,ଆକଳନ ପଦ୍ଧତି
यूक्लिडीय निर्देशांक,ଇଉକ୍ଲିଡିଆନ୍ ସଂଯୋଜନା |
यूक्लिडीय डोमेन,euclidean ଡୋମେନ୍ |
यूक्लिडीय ज्यामिति,ଇଉକ୍ଲିଡିଆନ୍ ଜ୍ୟାମିତି |
यूक्लिडीय n-समष्टि,ଇଉକ୍ଲିଡିଆନ୍ n- ସ୍ପେସ୍ |
यूक्लिडीय समतल,ଇଉକ୍ଲିଡିଆନ୍ ବିମାନ |
ऑयलर प्रमेय,ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |
"मान निकालना, मूल्यांकन करना","ମୂଲ୍ୟାଙ୍କନ, ମୂଲ୍ୟାଙ୍କନ"
सम,ଏପରିକି
सम वक्र,ଏପରିକି ବକ୍ର
सम फलन,ଏପରିକି ଫଙ୍କସନ୍
सम अपवर्त्य,ଏପରିକି ଚିତ୍ତାକର୍ଷକ |
सम संख्या,ଯୁଗ୍ମ ସଂଖ୍ୟା
सम-विषम सममिति,ଅଦ୍ଭୁତ ସମୃଦ୍ଧତା |
सम क्रमचय,ଏପରିକି ପର୍ମୁଟେସନ୍ |
"घटना, अनुवृत्त","ଇଭେଣ୍ଟ, ଏପିସୋଡ୍ |"
समपद,ଆଇସୋମେଟ୍ରିକ୍ |
"यथातथ, यथार्थ, बिल्कुल ठीक","ସଠିକ୍, ସଠିକ୍, ସଠିକ୍ |"
यथातथ काई-वर्ग परिक्षण,ସଠିକ୍ ଚି-ବର୍ଗ ପରୀକ୍ଷା |
यथातथ अवकल,ପ୍ରକୃତ ଭିନ୍ନତା |
यथातथ समीकरण,ସଠିକ୍ ସମୀକରଣ |
उदाहरण,ଉଦାହରଣ |
विनिमय,ବିନିମୟ
निश्शेष घटना,ନିର୍ଦ୍ଦିଷ୍ଟ ଘଟଣା |
अस्तित्व अभिगृहीत,ବିଦ୍ୟମାନ ଆକ୍ସିୟମ୍ |
अस्तित्व प्रायिकता,ବଞ୍ଚିବାର ସମ୍ଭାବନା |
अस्तित्व प्रमेय,ଅସ୍ତିତ୍ୱ ଥିଓରେମ୍ |
बाह्य चर,ବାହ୍ୟ ଭେରିଏବଲ୍ |
"प्रसार, प्रसरण","ବିସ୍ତାର, ବିସ୍ତାର"
प्रत्याशा फलन,ଆଶା କାର୍ଯ୍ୟ
प्रत्याशित बारंबारता,ଆଶା କରାଯାଉଥିବା ଫ୍ରିକ୍ୱେନ୍ସି |
प्रत्याशित मान,ଆଶା କରାଯାଉଥିବା ମୂଲ୍ୟ
प्रयोग,ପରୀକ୍ଷଣ |
"प्रायोगिक भूल, प्रायोगिक त्रुटि","ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି, ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି |"
"व्याख्या, स्पष्टीकरण","ବ୍ୟାଖ୍ୟା, ବ୍ୟାଖ୍ୟା"
स्पष्ट समीकरण,ସ୍ୱଚ୍ଛ ସମୀକରଣ
स्पष्ट रूप,ସ୍ପଷ୍ଟ ଭାବରେ
स्पष्ट फलन,ସ୍ୱଚ୍ଛ କାର୍ଯ୍ୟ
स्पष्ट हल,ସ୍ୱଚ୍ଛ ସମାଧାନ
घातांक,ପ୍ରଦର୍ଶକ
चरघातांकी वक्र,ସୂକ୍ଷ୍ମ ବକ୍ର
चरघातांकी प्रायिकता फलन,ସୂକ୍ଷ୍ମ ସମ୍ଭାବନା କାର୍ଯ୍ୟ |
चरघातांकी बंटन,ସୂକ୍ଷ୍ମ ବଣ୍ଟନ |
चरघातांकी समीकरण,ସୂକ୍ଷ୍ମ ସମୀକରଣ |
चरघातांकी फलन,ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ
"एक्सपोनेन्टी वृद्‌धि, चरघातांकी वृद्‌धि","ସୂକ୍ଷ୍ମ ଅଭିବୃଦ୍ଧି, ସୂକ୍ଷ୍ମ ଅଭିବୃଦ୍ଧି |"
चरघातांकी नियम,ସୂକ୍ଷ୍ମ ନିୟମ |
चरघातांकी प्रतिचित्र,ସୂକ୍ଷ୍ମ ମାନଚିତ୍ର
"एक्सपोनेन्टी श्रेणी, चरघातांकी श्रेणी","ଏକ୍ସପେନ୍ସିନାଲ୍ ସିରିଜ୍, ଏକ୍ସପେନ୍ସିନାଲ୍ ସିରିଜ୍ |"
" निष्पीडन , व्यंजक , मुखाकृति, भावकृति","ଅଭିବ୍ୟକ୍ତି, ଅଭିବ୍ୟକ୍ତି, ମୁଖର ଅଭିବ୍ୟକ୍ତି, ଅଭିବ୍ୟକ୍ତି |"
विस्तरित अंतराल,ବିସ୍ତାରିତ ବ୍ୟବଧାନ |
वर्धित वास्तविक रेखा,ବର୍ଦ୍ଧିତ ପ୍ରକୃତ ରେଖା |
विस्तरित वास्तविक संख्या निकाय,ବିସ୍ତୃତ ପ୍ରକୃତ ସଂଖ୍ୟା ସିଷ୍ଟମ୍ |
प्रतिचित्रण विस्तार,ମ୍ୟାପିଂ ଏକ୍ସଟେନ୍ସନ୍ |
बहिष्कोण,ବାହ୍ୟ କୋଣ
बाह्य क्षेत्र,ବାହ୍ୟ ଜୋନ୍
बाह्य बिंदु,ବାହ୍ୟ ବିନ୍ଦୁ
बाह्य,ବାହ୍ୟ
उपनति मान का बहिर्वेशन,ନିର୍ଦ୍ଦିଷ୍ଟ ମୂଲ୍ୟର ବହିଷ୍କାର |
