Punjabi,Bengali
"1. ਡਾਟਾ ਆਉਟਪੁੱਟ, 2. ਡਾਟਾ ਆਉਟਪੁੱਟ","1. ডেটা আউটপুট, 2. ডেটা আউটপুট"
"1.ਡਾਟਾ ਪਾਥ, 2.ਡਾਟਾ ਪਾਥ","1.ডেটা পাথ, 2.ডেটা পাথ"
"1. ਡੇਟਾ ਤਿਆਰੀ, 2. ਡੇਟਾ ਤਿਆਰੀ","1.ডেটা প্রিপারেশন, 2.ডেটা প্রিপারেশন"
"1.ਡਾਟਾ ਗੋਪਨੀਯਤਾ, 2.ਡਾਟਾ ਗੋਪਨੀਯਤਾ","1.ডেটা প্রাইভেসি, 2.ডেটা প্রাইভেসি"
"1. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ, 2. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ","1. ডেটা প্রসেসর, 2. ডেটা প্রসেসর"
"1.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ, 2.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ","1.ডেটা সুরক্ষা, 2.ডেটা সুরক্ষা"
"1. ਡਾਟਾ ਰਿਕਾਰਡ, 2. ਡਾਟਾ ਰਿਕਾਰਡ","1. ডেটা রেকর্ড, 2. ডেটা রেকর্ড"
"1. ਡਾਟਾ ਪ੍ਰਾਪਤੀ, 2. ਡਾਟਾ ਪ੍ਰਾਪਤੀ","1. ডেটা পুনরুদ্ধার, 2. ডেটা পুনরুদ্ধার"
"1. ਡੇਟਾ ਰੁਟੀਨ, 2. ਡੇਟਾ ਰੁਟੀਨ","1. ডেটা রুটিন, 2. ডেটা রুটিন"
"1.ਡਾਟਾ ਸੁਰੱਖਿਆ, 2.ਡਾਟਾ ਸੁਰੱਖਿਆ","1.ডেটা সিকিউরিটি, 2.ডেটা সিকিউরিটি"
"1.ਡਾਟਾ ਸੈੱਟ, 2. ਡਾਟਾ ਸੈੱਟ","1.ডেটা সেট, 2. ডেটা সেট"
"1.ਡਾਟਾ ਸਿਗਨਲ, 2.ਡਾਟਾ ਸਿਗਨਲ","1.ডেটা সিগন্যাল, 2.ডেটা সিগন্যাল"
"1. ਡੇਟਾ ਐਕਸੈਸ, 2. ਡੇਟਾ ਐਕਸੈਸ","1. ডেটা অ্যাক্সেস, 2. ডেটা অ্যাক্সেস"
"1.ਡਾਟਾ ਸਰੋਤ, 2.ਡਾਟਾ ਸਰੋਤ","1.ডেটা সোর্স, 2.ডেটা সোর্স"
"1.ਡਾਟਾ ਨਿਰਧਾਰਨ, 2. ਡਾਟਾ ਨਿਰਧਾਰਨ","1.ডেটা স্পেসিফিকেশন, 2. ডেটা স্পেসিফিকেশন"
"1.ਡਾਟਾ ਸੈਂਟਰ, 2.ਡਾਟਾ ਸੈਂਟਰ","1.ডেটা সেন্টার, 2.ডেটা সেন্টার"
"1. ਡੇਟਾ ਸਟੋਰੇਜ, 2. ਡੇਟਾ ਸਟੋਰੇਜ","1. ডেটা স্টোরেজ, 2. ডেটা স্টোরেজ"
ਡਾਟਾ ਸਟੋਰੇਜ਼ ਬਣਤਰ,ডেটা স্টোরেজ কাঠামো
"1. ਡਾਟਾ ਸਟ੍ਰਕਚਰ, 2. ਡਾਟਾ ਸਟ੍ਰਕਚਰ","1. ডেটা স্ট্রাকচার, 2. ডেটা স্ট্রাকচার"
"1.ਡਾਟਾ ਸਵਿੱਚ, 2.ਡਾਟਾ ਸਵਿੱਚ","1.ডেটা স্যুইচ, 2.ডেটা সুইচ"
"1.ਡਾਟਾ ਸਾਰਣੀ, 2.ਡਾਟਾ ਸਾਰਣੀ","1.ডেটা টেবিল, 2.ডেটা টেবিল"
"1.ਡਾਟਾ ਅੰਤ, 2. ਡਾਟਾ ਖਤਮ","1.ডেটা শেষ, 2. তথ্য শেষ"
"1. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ, 2. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ","1. ডেটা ট্রান্সক্রিপশন, 2. ডেটা ট্রান্সক্রিপশন"
"1.ਡਾਟਾ ਟ੍ਰਾਂਸਫਰ, 2. ਡਾਟਾ ਸੰਚਾਰ","1.ডেটা ট্রান্সফার, 2. তথ্য স্থানান্তর"
"1. ਡਾਟਾ ਸੰਚਾਰ, 2. ਡਾਟਾ ਸੰਚਾਰ","1. ডাটা ট্রান্সমিশন, 2. ডাটা ট্রান্সমিশন"
"1.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ, 2.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ","1.ডেটা ট্রান্সমিশন সিস্টেম, 2.ডেটা ট্রান্সমিশন সিস্টেম"
"1. ਡੇਟਾ ਫਾਰਮੈਟ, 2. ਡੇਟਾ ਫਾਰਮੈਟ","1. ডেটা বিন্যাস, 2. ডেটা বিন্যাস"
"1. ਡੇਟਾ ਯੂਨਿਟ, 2. ਡੇਟਾ ਯੂਨਿਟ","1. ডেটা ইউনিট, 2. ডেটা ইউনিট"
"1.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ, 2.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ","1.ডেটা ভ্যালিডেশন, 2.ডেটা ভ্যালিডেশন"
ਡਾਟਾਬੇਸ,তথ্যশালা
ਡਾਟਾਬੇਸ ਪ੍ਰਸ਼ਾਸਨ,ডাটাবেস প্রশাসন
ਡਾਟਾਬੇਸ ਡਿਜ਼ਾਈਨ,ডাটাবেস ডিজাইন
ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ,ডাটাবেস ম্যানেজমেন্ট সিস্টেম
"1.ਡਾਟਾਗਰੇਵ, 2.ਡਾਟਾਗਰੇਵ","1.ডেটাগ্রেভ, 2.ডেটাগ্রেভ"
"1. ਡਾਟਾ, 2. ਡਾਟਾ","1. ডেটাম, 2. ডেটা"
"1.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ, 2.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ","1. নিষ্ক্রিয় অঞ্চল, 2. নিষ্ক্রিয় অঞ্চল"
ਡੈੱਡਲਾਕ,অচলাবস্থা
ਡੈੱਡਲਾਕ ਦੀ ਰੋਕਥਾਮ,অচলাবস্থা প্রতিরোধ
ਨੁਕਸ ਕਲੀਅਰੈਂਸ,ফল্ট ক্লিয়ারেন্স
"1. ਜੱਜਮੈਂਟ ਸੈੱਲ, 2. ਜੱਜਮੈਂਟ ਬਾਕਸ","1. জাজমেন্ট সেল, 2. বিচার বাক্স"
ਫੈਸਲਾ ਲੈਣ ਦੀ ਪ੍ਰਕਿਰਿਆ,সিদ্ধান্ত গ্রহণের প্রক্রিয়া
ਫੈਸਲੇ ਦਾ ਸਮਰਥਨ ਸਿਸਟਮ,সিদ্ধান্ত সমর্থন সিস্টেম
ਫੈਸਲੇ ਦਾ ਰੁੱਖ,সিদ্ধান্ত গাছ
"1. ਡੀਕੋਡਰ, 2. ਡੀਕੋਡਰ","1. ডিকোডার, 2. ডিকোডার"
ਭੰਗ ਅਸੂਲ,দ্রবীভূতকরণ নীতি
ਡੀਕੋਡਿੰਗ,ডিকোডিং
ਸਮਰਪਿਤ ਸਿਸਟਮ,ডেডিকেটেড সিস্টেম
ਸਮਰਪਿਤ ਪ੍ਰੈਸ,ডেডিকেটেড প্রেস
ਇਮਯੂਨਾਈਜ਼ੇਸ਼ਨ ਡਾਟਾ ਨੈੱਟਵਰਕ (DDN),ইমিউনাইজেশন ডেটা নেটওয়ার্ক (DDN)
ਇਮਿਊਨਾਈਜ਼ੇਸ਼ਨ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,ইমিউনাইজেশন তথ্য সিস্টেম
ਏਕੀਕਰਣ,মিশ্রণ
ਦੇਰੀ,বিলম্ব
ਦੇਰੀ ਕਾਊਂਟਰ,বিলম্ব পাল্টা
ਦੇਰੀ ਦਾ ਸਮਾਂ,বিলম্ব সময়
"1.ਮਿਟਾਓ, 2.ਮਿਟਾਓ","1.মুছুন, 2.মুছুন"
ਮਿਟਾਉਣ ਦਾ ਰਿਕਾਰਡ,মুছে ফেলার রেকর্ড
ਡੀਲੀਮੀਟਰ,ডিলিমিটার
ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ,ডেল্টা মড্যুলেশন
ਮੰਗ ਪੰਨਾ,অনুরোধ পৃষ্ঠা
ਪ੍ਰਦਰਸ਼ਨ,কর্মক্ষমতা
demodulation,demodulation
ਵਿ- ਮਲਟੀਪਲੈਕਸਰ,V- মাল্টিপ্লেক্সার
ਅਸਧਾਰਨਕਰਨ,অস্বাভাবিককরণ
"1. ਘਣਤਾ, 2. ਘਣਤਾ","1. ঘনত্ব, 2. ঘনত্ব"
"1. ਨਿਰਭਰਤਾ, 2. ਨਿਰਭਰਤਾ","1. নির্ভরতা, 2. নির্ভরতা"
ਨਿਰਭਰ ਇਕਾਈ,নির্ভরশীল ইউনিট
ਕਤਾਰ,কিউ
"1. ਸਤਿਕਾਰ, 2. ਸਤਿਕਾਰ","1. dereference, 2. dereference"
ਲਿਆ ਰੁੱਖ,প্রাপ্ত গাছ
ਪ੍ਰਾਪਤ ਖੇਤਰ,প্রাপ্ত ক্ষেত্র
ਘਟਦੀ ਲੜੀ,সাজানো সাজানো
ਡਿਜ਼ਾਈਨ,নকশা
ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ,ডেস্ক ক্যালকুলেটর
ਡੈਸਕਟਾਪ ਕੰਪਿਊਟਰ,ডেস্কটপ কম্পিউটার
ਡੈਸਕਟਾਪ ਪੇਸ਼ਕਾਰੀ,ডেস্কটপ উপস্থাপনা
ਡੈਸਕਟਾਪ ਪ੍ਰਕਾਸ਼ਨ,ডেস্কটপ পাবলিশিং
ਡੈਸਕਟਾਪ ਵੀਡੀਓ,ডেস্কটপ ভিডিও
ਮੰਜ਼ਿਲ ਪਤਾ,গন্তব্য ঠিকানা
"1. ਵਿਨਾਸ਼ਕਾਰੀ, 2. ਵਿਨਾਸ਼ਕਾਰੀ","1. ধ্বংসকারী, 2. ধ্বংসকারী"
ਨਿਰਣਾਇਕ ਆਟੋਮੇਟਾ,নির্ধারক স্বয়ংক্রিয়তা
ਵਿਕਾਸਕਾਰ,বিকাশকারী
ਵਿਕਾਸ ਸਿਸਟਮ,উন্নয়ন ব্যবস্থা
ਜੰਤਰ,যন্ত্র
ਜੰਤਰ ਕੰਟਰੋਲ ਯੂਨਿਟ,ডিভাইস নিয়ন্ত্রণ ইউনিট
ਜੰਤਰ ਕੰਟਰੋਲਰ,ডিভাইস নিয়ামক
ਜੰਤਰ ਪ੍ਰਬੰਧਨ,যন্ত্র ব্যবস্থাপনা
ਜੰਤਰ ਮੋਡ,ডিভাইস মোড
ਨਿਦਾਨ,রোগ নির্ণয়
ਡਾਇਗਨੌਸਟਿਕ ਸਿਸਟਮ,ডায়াগনস্টিক সিস্টেম
"1. ਡਾਇਗਨੌਸਟਿਕਸ, 2. ਡਾਇਗਨੌਸਟਿਕਸ","1. ডায়াগনস্টিকস, 2. ডায়াগনস্টিকস"
ਚਿੱਤਰ,চিত্র
ਡਾਇਲ,ডায়াল
ਡਾਇਲ ਲਾਈਨ,ডায়াল লাইন
ਡਾਇਲ ਟੋਨ,ডায়াল টোন
ਡਾਇਲ ਕਰੋ,ডায়াল আপ
"1. ਵਾਰਤਾਲਾਪ, 2. ਗੱਲਬਾਤ","1. সংলাপ, 2. কথোপকথন"
ਗੱਲਬਾਤ ਕਮਰੇ,কথোপকথন ঘর
ਡਾਇਲਅੱਪ ਮਾਡਮ,ডায়ালআপ মডেম
ਬੀਮਾ,বীমা
ਸ਼ਬਦਕੋਸ਼,অভিধান
"1. ਅੰਤਰ, 2. ਭਿੰਨਤਾ","1. ডিফারেনশিয়াল, 2. পৃথকীকরণ"
ਸੰਖਿਆਤਮਕ,সংখ্যাসূচক
ਡਿਜ਼ੀਟਲ ਸਿਸਟਮ,ডিজিটাল সিস্টেম
ਡਿਜ਼ੀਟਲ ਸਰਕਟ,ডিজিটাল সার্কিট
ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ,ডিজিটাল কম্পিউটার
"1.ਡਿਜੀਟਲ ਡੇਟਾ, 2.ਡਿਜੀਟਲ ਡੇਟਾ","1.ডিজিটাল ডেটা, 2.ডিজিটাল ডেটা"
ਡਿਜੀਟਲ ਸਹੂਲਤ,ডিজিটাল সুবিধা
ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ,ডিজিটাল ফিল্টার
ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ,ডিজিটাল লাইব্রেরি
ਡਿਜ਼ੀਟਲ ਮੋਡੂਲੇਸ਼ਨ,ডিজিটাল মড্যুলেশন
"1. ਡਿਜੀਟਲ ਡਿਸਪਲੇ, 2. ਡਿਜੀਟਲ ਮਾਨੀਟਰ","1. ডিজিটাল ডিসপ্লে, 2. ডিজিটাল মনিটর"
ਡਿਜ਼ੀਟਲ ਚਿੱਤਰ,ডিজিটাল ইমেজ
"1. ਡਿਜੀਟਲ ਦਸਤਖਤ, 2. ਡਿਜੀਟਲ ਦਸਤਖਤ","1. ডিজিটাল স্বাক্ষর, 2. ডিজিটাল স্বাক্ষর"
ਡਿਜ਼ੀਟਲ ਸਵਿੱਚ,ডিজিটাল সুইচ
ਡਿਜੀਟਲ ਐਨਾਲਾਗ ਕਨਵਰਟਰ,ডিজিটাল এনালগ রূপান্তরকারী
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,ডিজিটাইজেশন
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,ডিজিটাইজেশন
ਡਿਜੀਟਾਈਜ਼ਰ,ডিজিটাইজার
ਡਾਇਓਡ,ডায়োড
ਪਹਿਲੀ ਨਜ਼ਰ,প্রথম দৃষ্টিতে
ਸਿੱਧਾ ਪਤਾ,সরাসরি ঠিকানা
ਸਿੱਧਾ ਪਰਿਵਰਤਨ,সরাসরি রূপান্তর
ਸਿੱਧੀ ਜੋੜੀ,সরাসরি সংযোগ
"1. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ, 2. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)","1. সরাসরি মেমরি অ্যাক্সেস, 2. সরাসরি মেমরি অ্যাক্সেস (DMA)"
ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA),সরাসরি মেমরি অ্যাক্সেস (DMA)
ਸਿੱਧੀ ਵਿਧੀ,সরাসরি পদ্ধতি
ਨਿਰਦੇਸ਼,দিকনির্দেশ
ਡਾਇਰੈਕਟਰੀ,ডিরেক্টরি
"1. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ, 2. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ","1. ডিরেক্টরি সার্ভার, 2. ডিরেক্টরি সার্ভার"
ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ,ডিরেক্টরি সেবা
ਅਸਮਰੱਥ,অক্ষম
ਅਸਮਰੱਥ ਸਿਗਨਲ,অক্ষম সংকেত
"1. ਡਿਸਕਨੈਕਸ਼ਨ, 2. ਡਿਸਕਨੈਕਸ਼ਨ","1. সংযোগ বিচ্ছিন্ন, 2. সংযোগ বিচ্ছিন্ন"
"1. ਵੱਖਰਾ, 2. ਵੱਖਰਾ","1. বিচ্ছিন্ন, 2. বিযুক্ত"
"1. ਡਿਸਕ, 2. ਡਿਸਕ","1. ডিস্ক, 2. ডিস্ক"
"1. ਡਿਸਕ ਪਤਾ, 2. ਡਿਸਕ ਪਤਾ","1. ডিস্ক ঠিকানা, 2. ডিস্ক ঠিকানা"
"1. ਡਿਸਕ ਐਰੇ, 2. ਡਿਸਕ ਐਰੇ","1. ডিস্ক অ্যারে, 2. ডিস্ক অ্যারে"
"1. ਡਿਸਕ ਸਮਰੱਥਾ, 2. ਡਿਸਕ ਸਮਰੱਥਾ","1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা"
"1. ਡਿਸਕ ਡਰਾਈਵਰ, 2. ਡਿਸਕ ਡਰਾਈਵ","1. ডিস্ক ড্রাইভার, 2. ডিস্ক ড্রাইভ"
ਡਿਸਕ ਫਾਈਲ,ডিস্ক ফাইল
"1. ਡਿਸਕ ਮੈਮੋਰੀ, 2. ਡਿਸਕ ਮੈਮੋਰੀ, 3. ਡਿਸਕ ਮੈਮੋਰੀ, 4. ਡਿਸਕ ਮੈਮੋਰੀ","1. ডিস্ক মেমরি, 2. ডিস্ক মেমরি, 3. ডিস্ক মেমরি, 4. ডিস্ক মেমরি"
ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DoS),ডিস্ক অপারেটিং সিস্টেম (DoS)
ਡਿਸਕ ਪੈਕੇਜ,ডিস্ক প্যাকেজ
"1. ਚੱਕਰਿਕਾ ਸਰਵਰ, 2. ਡਿਸਕ ਸਰਵਰ","1.চক্রিকা সার্ভার, 2.ডিস্ক সার্ভার"
"1. ਡਿਸਕ ਸਟੋਰੇਜ, 2. ਡਿਸਕ ਸਟੋਰੇਜ","1. ডিস্ক স্টোরেজ, 2. ডিস্ক স্টোরেজ"
ਡਿਸਕੇਟ,ডিস্কেট
ਡਿਸਪਲੇ ਫਾਇਲ,প্রদর্শন ফাইল
ਡਿਸਪਲੇ ਚਿੱਤਰ,প্রদর্শন চিত্র
ਨਿਪਟਾਰੇ,নিষ্পত্তি
ਦੂਰੀ,দূরত্ব
ਦੂਰੀ ਫੰਕਸ਼ਨ,দূরত্ব ফাংশন
ਵਿਗਾੜ,বিকৃতি
ਡਿਲੀਵਰ ਕੀਤਾ,বিতরণ করা
ਵੰਡਿਆ ਡਾਟਾ,বিতরণ করা তথ্য
ਵੰਡਿਆ ਸਰਵਰ,বিতরণ করা সার্ভার
"1.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ, 2.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ","1.ডিস্ট্রিবিউটেড সিস্টেম, 2.ডিস্ট্রিবিউটেড সিস্টেম"
ਵਿਤਰਕ,পরিবেশক
ਦਸਤਾਵੇਜ਼,নথি
ਪ੍ਰਮਾਣਿਤ ਦਸਤਾਵੇਜ਼,নথি স্বীকৃত
"1. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ, 2. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ","1. ডকুমেন্ট উইন্ডো, 2. ডকুমেন্ট উইন্ডো"
ਦਸਤਾਵੇਜ਼,ডকুমেন্টেশন
"ਡੋਮੇਨ, ਡੋਮੇਨ","ডোমেইন, ডোমেইন"
ਡੋਮੇਨ ਨਾਮ,ডোমেন নাম
"1. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ, 2. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ","1. ডট ম্যাট্রিক্স প্রিন্টার, 2. ডট ম্যাট্রিক্স প্রিন্টার"
"ਹੇਠਾਂ, ਹੇਠਾਂ","নীচে, নীচে"
"1. ਅਵਲਿੰਕ, 2. ਵਰਗ","1.Avallink, 2.Square"
ਡਾਊਨਲੋਡ ਕਰੋ,ডাউনলোড
ਡਾਊਨਲੋਡ ਕਰਨ ਦਾ ਸਮਾਂ,ডাউনলোড সময়
ਖਿੱਚ,আকর্ষণ
DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ),DRAM (ডাইনামিক RAM)
ਰਨਆਫ,রানঅফ
ਡਰਾਈਵਰ,ড্রাইভার
ਪੱਤੇ,পাতা
ਡ੍ਰੌਪ ਲਿਸਟ ਬਾਕਸ,ড্রপ লিস্ট বক্স
ਡਰੱਮ ਡਰਾਈਵ,ড্রাম ড্রাইভ
"1.ਡਰਮ ਪ੍ਰਿੰਟਰ, 2.ਡਰਮ ਪ੍ਰਿੰਟਰ","1.ড্রাম প্রিন্টার, 2.ড্রাম প্রিন্টার"
"1. ਇਮ ਯੂਨਿਟ, 2. ਡਰੱਮ ਯੂਨਿਟ","1. আইএম ইউনিট, 2. ড্রাম ইউনিট"
"1. ਦਵੈਤ, 2. bi","1. দ্বৈততা, 2. দ্বি"
ਦੋਹਰੀ ਘਣਤਾ,দ্বৈত ঘনত্ব
"1. ਚੁੱਪ ਦਾ ਪਤਾ, 2. ਜਾਅਲੀ ਪਤਾ","1. নীরব ঠিকানা, 2. জাল ঠিকানা"
ਡੰਪ,ডাম্প
ਡੁਪਲੈਕਸ ਸਰਕਟ,ডুপ্লেক্স সার্কিট
ਕਾਨੂੰਨੀਕਰਣ,বৈধকরণ
ਕੁੰਜੀ,কী কী
"1.D V D R./W, 2. ਡੀਵੀਡੀ ਰੀਡਿੰਗ, 3. ਲਿਖਣਾ","1.D V D R./W, 2. ডিভিডি রিডিং, 3. লেখা"
DVD ROM,ডিভিডি রম
ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ,গতিশীল নির্দেশ
"1. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ, 2. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ","1.ডাইনামিক মেমরি, 2.ডাইনামিক মেমরি"
"1. ਡਾਇਨਾਮਿਕਸ, 2. ਡਾਇਨਾਮਿਕਸ","1. গতিবিদ্যা, 2. গতিবিদ্যা"
ਈ ਬੀ ਸੀ ਡੀ ਆਈ ਸੀ,E B C D I C
ਈ-ਕਾਰੋਬਾਰ,ই-ব্যবসা
echo,প্রতিধ্বনি
"1.ਈ-ਕਾਮਰਸ, 2.ਈ-ਕਾਮਰਸ","1.e-commerce, 2.e-commerce"
ਸੰਪਾਦਨ,সম্পাদনা
ਸੰਪਾਦਕ,সম্পাদক
ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ,শিক্ষাবিষয়ক প্রযুক্তি
e e ਪ rom,e e p rom
"1. ਅਰਥਪੂਰਨ ਪਤਾ, 2. ਪ੍ਰਭਾਵੀ ਪਤਾ","1. অর্থপূর্ণ ঠিকানা, 2. কার্যকর ঠিকানা"
ਅਰਥਪੂਰਨ ਸੰਚਾਲਨ ਪਤਾ,অর্থপূর্ণ অপারেন্ড ঠিকানা
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਕਾਰਵਾਈ,কার্যকর পদক্ষেপ
ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID,কার্যকরী ইউআইডি
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਕਾਰਵਾਈ,কার্যকর ট্রান্সমিশন অপারেশন
octal ਬਾਈਟ,অক্টাল বাইট
"ਇਲੈਕਟ੍ਰਾਨਿਕ ਲਰਨਿੰਗ, ਈ-ਲਰਨਿੰਗ","ইলেকট্রনিক লার্নিং, ই-লার্নিং"
ਚੋਣ ਐਲਗੋਰਿਦਮ,নির্বাচন অ্যালগরিদম
ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ ਸੇਵਾ (ਈ-ਮੇਲ),ইলেকট্রনিক মেইল সার্ভিস (ই-মেইল)
"1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਿੰਗ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਰ","1.ইলেক্ট্রনিক প্রিন্টিং, 2.ইলেক্ট্রনিক প্রিন্টার"
ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ,বৈদ্যুতিক অ্যাকাউন্টিং মেশিন
ਇਲੈਕਟ੍ਰਾਨਿਕਸ,ইলেকট্রনিক্স
ਇਲੈਕਟ੍ਰਾਨਿਕ ਐਗਜ਼ੌਸਟ ਸਿਸਟਮ (ECS),ইলেকট্রনিক নিষ্কাশন সিস্টেম (ECS)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡੇਟਾ ਐਕਸਚੇਂਜ (EDI),ইলেকট্রনিক ডেটা এক্সচেঞ্জ (EDI)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ
ਇਲੈਕਟ੍ਰਾਨਿਕ ਬਰੋਸ਼ਰ,ইলেকট্রনিক ব্রোশিওর
ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਮਕੈਨਿਜ਼ਮ (EFTS),ইলেকট্রনিক ফান্ড ট্রান্সফার মেকানিজম (EFTS)
"1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਰਨਲ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਰਨਲ","1.ইলেক্ট্রনিক জার্নাল, 2.ইলেক্ট্রনিক জার্নাল"
ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਕਾਸ਼ਨ,ইলেকট্রনিক প্রকাশনা
ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿੱਚ,ইলেকট্রনিক সুইচ
"ਤੱਤ, ਤੱਤ","উপাদান, উপাদান"
ਈ - ਮੇਲ,ই-মেইল
"1. ਈ-ਮੇਲ ਪਤਾ, 2. ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਕ ਪਤਾ","1. ই-মেইল ঠিকানা, 2. ইলেকট্রনিক মেইলিং ঠিকানা"
ਏਮਬੈਡਡ ਸਿਸਟਮ,এমবেডেড সিস্টেম
ਏਮਬੈਡਿੰਗ,এমবেডিং
ਐਮੀਟਰ ਕਪਲਡ ਤਰਕ (ECL),ইমিটার কাপলড লজিক (ইসিএল)
ਖਾਲੀ ਥਾਂ,ফাঁকা স্থান
"1. ਖਾਲੀ ਚੇਨ, 2. ਖਾਲੀ ਚੇਨ","1. ফাঁকা চেইন, 2. ফাঁকা চেইন"
ਮਸ਼ੀਨੀਕਰਨ,যান্ত্রিকীকরণ
"1.ਕੈਪਸੂਲੇਸ਼ਨ, 2.ਕੈਪਸੂਲੇਸ਼ਨ","1.ক্যাপসুলেশন, 2.ক্যাপসুলেশন"
ਡੀਕੋਡਰ,ডিকোডার
ਇੰਕੋਡਿੰਗ,এনকোডিং
"1. ਏਨਕੋਡਰ, 2. ਕੋਡਕ","1. এনকোডার, 2. কোডাক"
ਲੁਕਿਆ ਡਾਟਾ,লুকানো তথ্য
ਲੁਕਿਆ ਹੋਇਆ ਫਾਈਲ ਸਿਸਟਮ,লুকানো ফাইল সিস্টেম
"1. ਏਨਕ੍ਰਿਪਸ਼ਨ, 2. ਕੋਡਿੰਗ, 3. ਏਨਕੋਡਿੰਗ","1. এনক্রিপশন, 2. কোডিং, 3. এনকোডিং"
ਬਲਾਕ ਅੰਤ,ব্লক শেষ
ਫਾਈਲ-ਐਂਡ,ফাইল-এন্ড
ਉਪਭੋਗਤਾ,ব্যবহারকারী
ਦਾਖਲ ਕਰੋ,প্রবেশ করা
ਇੰਦਰਾਜ਼ ਕੁੰਜੀ,এন্ট্রি কী
"1. ਉਦਯਮ ਸਰਵਰ, 2. ਉਦਯਮ ਸੇਵਕ","1. উদ্যম সারওয়ার, 2. উদ্যম সেবক"
ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਿਸਟਮ,এন্টারপ্রাইজ সিস্টেম
ਤਾਕਤ,শক্তি
ਸ਼ਕਤੀ ਸਬੰਧ,শক্তি সখ্যতা
ਦਾਖਲਾ ਸਮਾਂ,প্রবেশের সময়
