English,Kannada
Decision  Simulation,ನಿರ್ಧಾರ  ವೇಷಭೂಷಣ
Decision structure,ನಿರ್ಧಾರ ರಚನೆ
Decision table,ನಿರ್ಧಾರ ಮೇಜು
Decision theory,ನಿರ್ಧಾರ ಸಿದ್ಧಾಂತ
Decision constant,ನಿರ್ಧಾರ ಸ್ಥಿರ
Decoder,ಡಿಕೋಡರ್
Decoding  Instruction,ಡಿಕೋಡಿಂಗ್  ಸೂಚನಾ
Decollate,ಹಿಮ್ಮಡಿ
Decollator,ತೆಂಗಿನಕ
Deconcentration,ನಿರುತ್ಸಾಹ
Decrement,ಇಳಿಕೆ
Decrypt,ಅಸಾಧಾರಣ
Decurl,ಹತ್ಯೆ ಮಾಡಿಸು
Dedicated channel,ಚಾನೆಲ್
Dedicated circuit,ಸರ್ಕ್ಯೂಟ್
Dedicated  Connection,ಮೀಸಲಾದ  ಸಂಪರ್ಕ
Dedicated deviced,ಮೀಸಲಾದ ಮೀಸಲಾದ
Dedicated line,ಸಮರ್ಪಿತ ಸಾಲು
Dedicated port,ಸಮರ್ಪಿತ ಬಂದರು
Dedicated register,ಮೀಸಲಾದ ರಿಜಿಸ್ಟರ್
Default,ಗಡಿಬಿಡಿ
Default group,ಡೀಫಾಲ್ಟ್ ಗುಂಪು
Default option,ಡೀಫಾಲ್ಟ್ ಆಯ್ಕೆ
Default parameter,ಡೀಫಾಲ್ಟ್ ನಿಯತಾಂಕ
Default value,ಡೀಫಾಲ್ಟ್ ಮೌಲ್ಯ
Deferred  Addressing,ಮುಂದೂಡಲ್ಪಟ್ಟ  ಸಂಬೋಧಿಸುವುದು
Deferred entry,ಮುಂದೂಡಲ್ಪಟ್ಟ ಪ್ರವೇಶ
Deferred exit,ಮುಂದೂಡಲ್ಪಟ್ಟ ನಿರ್ಗಮನ
Deferred  Maintenance,ಮುಂದೂಡಲ್ಪಟ್ಟ  ನಿರ್ವಹಣೆ
Deferred Maintenance Time,ಮುಂದೂಡಲ್ಪಟ್ಟ ನಿರ್ವಹಣೆ ಕಾಲ
Deferred  Processing,ಮುಂದೂಡಲ್ಪಟ್ಟ  ಸಂಸ್ಕರಣೆ
Deferred restart,ಮುಂದೂಡಲ್ಪಟ್ಟ ಮರುಪ್ರಾರಂಭಿಸಿ
Defined item,ವ್ಯಾಖ್ಯಾನಿಸಲಾದ ಐಟಂ
Definite network,ನಿರ್ದಿಷ್ಟ ನೆಟ್‌ವರ್ಕ್
Deflection plate,ವಿಚಲನ ಫಲಕ
Degauss,ಕಸಕ
Degausser,ಗಗನ
Degeneracy,ಅವನತಿ
Degradation factor,ಅವನತಿ ಅಂಶ
Degree of multi-  Programming,ಬಹು-ಮಟ್ಟ-  ಪ್ರೋಗ್ರಾಮಿಂಗ್
Delay,ವಿಳಂಬ
Delay counter,ವಿಳಂಬ ಪ್ರತಿರೂಪ
Delay differential,ಭೇದಾತ್ಮಕ ವಿಳಂಬ
Delay digit,ವಿಳಂಬವನ್ನು ವಿಳಂಬಗೊಳಿಸಿ
Delay distortion,ವಿಳಂಬ ಅಸ್ಪಷ್ಟತೆ
Delay element,ವಿಳಂಬ ಅಂಶ
Delay equaliser,ವಿಳಂಬ ಈಕ್ವಲೈಜರ್
Delayline,ವಿಳಂಬ ರೇಖೆ
Delay line memory,ವಿಳಂಬ ಲೈನ್ ಮೆಮೊರಿ
Delay line register,ವಿಳಂಬ ಲೈನ್ ರಿಜಿಸ್ಟರ್
Delay line storage,ವಿಳಂಬ ರೇಖೆ ಸಂಗ್ರಹಣೆ
Delay loop store,ವಿಳಂಬ ಲೂಪ್ ಅಂಗಡಿ
Delay  Programming,ವಿಳಂಬ  ಪ್ರೋಗ್ರಾಮಿಂಗ್
Delay time,ವಿಳಂಬ ಸಮಯ
Deleave  (= Decollate),ತಗ್ಗಿಸು  (= ಡಿಕೋಲೇಟ್)
Delete,ಅಳಿಸು
Delete character,ಅಕ್ಷರವನ್ನು ಅಳಿಸಿ
Delete key,ಕೀ ಅಳಿಸು
Deletion record,ಅಳಿಸುವಿಕೆ ದಾಖಲೆ
Delimiter,ಕವಣೆ ಮಾಡುವವನು
Delimiter  Statement,ಕವಣೆ ಮಾಡುವವನು  ಹೇಳಿಕೆ
Delivery time,ವಿತರಣಾ ಸಮಯ
Delta modulation,ಡೆಲ್ಟಾ ಮಾಡ್ಯುಲೇಷನ್
Delta noise,ಡೆಲ್ಟಾ ಶಬ್ದ
Demand,ಬೇಡಿಕೆ
Demand fetching,ಬೇಡಿಕೆ ತರುವುದು
Demand paging,ಬೇಡಿಕೆ ಪೇಜಿಂಗ್
Demand  Processing,ಬೇಡಿಕೆ  ಸಂಸ್ಕರಣೆ
Demand staging,ಬೇಡಿಕೆ ವೇದಿಕೆ
Demarcation strip,ಗಡಿರಾಮ
Demodulation,ಅಪಹರಣ
Demodulator,ಉಚ್ಚಾರಣಾಶಕ್ತಿ
Demographic  Application,ಜನಸಂಖ್ಯಾಶಾಸ್ತ್ರದ  ಅನ್ವಯಿಸು
Demount,ಕಡು
Demultiplexing,ನಿರುದ್ಲಿ
Dense list,ದಟ್ಟವಾದ ಪಟ್ಟಿ
Density,ಸಾಂದ್ರತೆ
Dependency theory,ಅವಲಂಬನೆ ಸಿದ್ಧಾಂತ
Dependent  Segment,ಅವಲಂಬಿತ  ಭಾಗ
Dependent unit,ಅವಲಂಬಿತ ಘಟಕ
Deque,ಕಸಾಯಿಖಾನೆ
Derning,ಕೊಂಬಾಗಿಸುವಿಕೆ
Descender,ವಶಪಡಿಸಿಕೊಳ್ಳುವವನು
Descending sort,ಅವರೋಹಣ ರೀತಿಯ
Description,ವಿವರಣೆ
Description list,ವಿವರಣೆ ಪಟ್ಟಿ
Descriptor,ವಿವರಣಕಾರ
Design,ವಿನ್ಯಾಸ
Designating device,ಸಾಧನವನ್ನು ಗೊತ್ತುಪಡಿಸುವುದು
Design modem,ವಿನ್ಯಾಸ ಮೋಡೆಮ್
Design  Optimization,ವಿನ್ಯಾಸ  ಉತ್ತಮೀಕರಣ
Design secrecy,ಗೌಪ್ಯತೆ
Design simulation,ವಿನ್ಯಾಸ ಸಿಮ್ಯುಲೇಶನ್
Desired value,ಅಪೇಕ್ಷಿತ ಮೌಲ್ಯ
Desk calculator,ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟು
Desk checking,ಮೇಜಿನ ಪರಿಶೀಲನೆ
Desk top computer,ಡೆಸ್ಕ್ ಟಾಪ್ ಕಂಪ್ಯೂಟರ್
Despatch,ರವಾನಿಸು
Destination,ತಲುಪುವ ದಾರಿ
Destination  Address,ತಲುಪುವ ದಾರಿ  ಭಾಷಣ
Destination code,ಗಮ್ಯಸ್ಥಾನ ಸಂಹಿತೆ
Destination field,ಗಮ್ಯಸ್ಥಾನ ಕ್ಷೇತ್ರ
Destination file,ಗಮ್ಯಸ್ಥಾನ
Destination station,ಗಮ್ಯಸ್ಥಾನ ನಿಲ್ದಾಣ
Destrucaddition,ನಾಶ
Destructive cursor,ವಿನಾಶಕಾರಿ ಕರ್ಸರ್
Destructive read,ವಿನಾಶಕಾರಿ ಓದು
Destructive storage,ವಿನಾಶಕಾರಿ ಸಂಗ್ರಹಣೆ
Detab,ಬಂಧಿಸು
Detail card,ವಿವರ ಕಾರ್ಡ್
Detail file,ವಿವರ ಫೈಲ್
Detap,ನಿರ್ಗಮನ
Detectable element,ಪತ್ತೆಹಚ್ಚಬಹುದಾದ ಅಂಶ
Deterministic  Automata,ನಿರ್ಣಾಯಕ  ಆಟೊಮಾಟಾ
Deterministic  Machine,ನಿರ್ಣಾಯಕ  ಯಂತ್ರ
Deterministic  Model,ನಿರ್ಣಾಯಕ  ಮಾದರಿ
Deterministic  Problem,ನಿರ್ಣಾಯಕ  ಸಮಸ್ಯೆ
Deterministic  Process,ನಿರ್ಣಾಯಕ  ಪ್ರಕ್ರಿಯೆ
Deterministic  Program,ನಿರ್ಣಾಯಕ  ಕಾರ್ಯಕ್ರಮ
Deterministic  Programming,ನಿರ್ಣಾಯಕ  ಪ್ರೋಗ್ರಾಮಿಂಗ್
Deterministic  Sequencing  Problem,ನಿರ್ಣಾಯಕ  ಅನುಕ್ರಮ  ಸಮಸ್ಯೆ
Deterministic  Situation,ನಿರ್ಣಾಯಕ  ಸನ್ನಿವೇಶ
Development  System,ಅಭಿವೃದ್ಧಿ  ವ್ಯವಸ್ಥೆ
Development time,ಅಭಿವೃದ್ಧಿ ಸಮಯ
Development tool,ಅಭಿವೃದ್ಧಿ ಸಾಧನ
Deviation from  Linearity,ನಿಂದ ವಿಚಲನ  ರೇಖಾತ್ವ
Device,ಸಾಧನ
Device address,ಸಾಧನ ವಿಳಾಸ
Device backup,ಸಾಧನ ಬ್ಯಾಕಪ್
Device control  Character,ಸಾಧನ ನಿಯಂತ್ರಣ  ಪಾತ್ರ
Device controller,ಸಾಧನ ನಿಯಂತ್ರಕ
Device control unit,ಸಾಧನ ನಿಯಂತ್ರಣ ಘಟಕ
Device coordinate,ಸಾಧನ ಸಮನ್ವಯ
Device-dependent,ಸಾಧನ ಅವಲಂಬಿತ
Device dependent  Program,ಸಾಧನ ಅವಲಂಬಿತ  ಕಾರ್ಯಕ್ರಮ
Device flag,ಸಾಧನದ ಧ್ವಜ
Device  Independence,ಸಾಧನ  ಸ್ವಾತಂತ್ರ್ಯ
Device   Independent,ಸಾಧನ  ಸ್ವತಂತ್ರ
Device  Independence  Program,ಸಾಧನ  ಸ್ವಾತಂತ್ರ್ಯ  ಕಾರ್ಯಕ್ರಮ
Device line  (=Display line),ಸಾಧನ ಮಾರ್ಗ  (= ಪ್ರದರ್ಶನ ಸಾಲು)
Device media  Control language,ಸಾಧನ ಮಾಧ್ಯಮ  ನಿಯಂತ್ರಣ ಭಾಷೆ
Device name,ಸಾಧನದ ಹೆಸರು
Device number,ಸಾಧನ ಸಂಖ್ಯೆ
Device queue,ಸಾಧನ ಕ್ಯೂಯು
Device status word,ಸಾಧನದ ಸ್ಥಿತಿ ಪದ
Device type,ಸಾಧನ ಪ್ರಕಾರ
Diadic boolean  Operation,ಮಯುಡಿ ಬೂಲಿಯನ್  ಕಾರ್ಯಾಚರಣೆ
Diagnosis,ರೋಗನರಣೆ
Diagnostic check,ರೋಗನಿರ್ಣಯ ಪರಿಶೀಲನೆ
Diagnostic function  Test,ರೋಗನಿರ್ಣಯದ ಕಾರ್ಯ  ಪರೀಕ್ಷೆ
Diagnostic mechanism,ರೋಗನಿರ್ಣಯದ ಕಾರ್ಯವಿಧಾನ
Diagnostic  Message,ರೋಗನೀರಿನ  ಸಂದೇಶ
Diagnostic  Program,ರೋಗನೀರಿನ  ಕಾರ್ಯಕ್ರಮ
Diagnostic routine,ರೋಗನಿರ್ಣಯದ ದಿನಚರಿ
Diagnostics,ರೋಗ
Diagnostic  Technique,ರೋಗನೀರಿನ  ತಂತ್ರ
Diagnostic test,ರೋಗನಿರ್ಣಯ ಪರೀಕ್ಷೆ
Diagram,ರೇಖಾಚಿತ್ರ
Dial,Dialಹಿಸು
Dialed line,ಡಯಲ್ ಮಾಡಿದ ರೇಖೆ
Dial exchange,ವಿನಿಮಯ
Dialing,ಡಯಲ್ ಮಾಡುವುದು
Dial line,Dial line
Dialog,ಸಂವಾದ
Dial pulse,ನಾಡಿಮಿಡಿತ ಡಯಲ್
Dial repeating  Trunk,ಪುನರಾವರ್ತನೆ ಡಯಲ್ ಮಾಡಿ  ಕಾಂಡ
Dial tone,ಸ್ವರವನ್ನು ಡಯಲ್
Dial tone delay,ಟೋನ್ ವಿಳಂಬವನ್ನು ಡಯಲ್ ಮಾಡಿ
Dial transfer,ವರ್ಗಾವಣೆ
Dial-up,ಡಣಕ
Dial-up terminal,ಡಯಲ್-ಅಪ್ ಟರ್ಮಿನಲ್
Dibit,ಹೊರಹಾಕಿಸು
Dichotomising search,ದ್ವಿಗುಣಗೊಳಿಸುವ ಹುಡುಕಾಟ
Dichotomy,ದ್ವಂದ್ವಾರ್ಥತೆ
Dictionary,ನಿಘಂಟು
Difference engine,ವ್ಯತ್ಯಾಸ ಎಂಜಿನ್
Difference  Operation,ವ್ಯತ್ಯಾಸ  ಕಾರ್ಯಾಚರಣೆ
Difference report,ವ್ಯತ್ಯಾಸ ವರದಿ
Differential  Analyzer,ಭಿನ್ನಾಭಿಪ್ರಾಯದ  ವಿಶ್ಲೇಷಕ
Differential delay,ಭೇದಾತ್ಮಕ ವಿಳಂಬ
Differential gear,ವ್ಯತ್ಯಾಸ
Differential  Modulation,ಭಿನ್ನಾಭಿಪ್ರಾಯದ  ಉಚ್ulationಾಟನೆ
Differentiator,ವ್ಯತ್ಯಾಸ
Digit,ಅಂಕ
Digital block,ಲಿಪ್ಯಾಕರಿ
Digital carrier  System,ಅಂಕಿ  ವ್ಯವಸ್ಥೆ
Digital  Characteristic,ಒಂದು ಬಗೆಯ  ವಿಶಿಷ್ಟ ಲಕ್ಷಣದ
Digital computer,ಅಭಿವೃದ್ಧಿ ಕಂಪ್ಯೂಟರ್
Digital data`,ಡಿಜಿಟಲ್ ಡೇಟಾ`
Digital data  Switching,ಅಂಕಿ  ಬದಲಾಯಿಸುವುದು
Digital data system,ಡಿಜಿಟಲ್ ಡೇಟಾ ವ್ಯವಸ್ಥೆಯ
Digital facility,ಡಿಜಿಟಲ್ ಸೌಲಭ್ಯ
Digital facility  Terminal,ಡಿಜಿಟಲ್ ಸೌಲಭ್ಯ  ಅಂತಿಮ
Digital filter,ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್
Digital graphics,ಅಂಕಿ
Digital incremental  Plotter,ಡಿಜಿಟಲ್ ಹೆಚ್ಚಿಸುವ  ಸಂಚಾರಿ
Digital line path,ಅಂಕಿ
Digital line section,ಡಿಜಿಟಲ್ ಸಾಲಿನ ವಿಭಾಗ
Digital multiplex  Equipment,ಡಿಫೀಸು  ಉಪಕರಣ
Digital optical  Recording,ಡಿಫೀಸು  ರೆಕಾರ್ಡಿಂಗ್
Digital picture,ಡಿಜಿಟಲ್ ಚಿತ್ರ
Digital radio path,ಡಿಜಿಟಲ್ ರೇಡಿಯೋ ಮಾರ್ಗ
Digital radio section,ಡಿಜಿಟಲ್ ರೇಡಿಯೋ ವಿಭಾಗ
Digital read-out,ಡಿಪಾಯಿಂಟ್
Digital recorder,ಅಂಕಿ
Digital  Representation,ಒಂದು ಬಗೆಯ  ನಿರೂಪಣೆ
Digital section,ಡಿಜಿಟಲ್ ವಿಭಾಗ
Digital signal,ಡಿಫಾರ್ಮ್
Digital signature,ಡಿಜಿಟಲ್ ಸಹಿ
Digital sort,ಅಂಕಿ
Digital storage  Element,ಅಂಕಿ ಸಂಗ್ರಹ  ಅಂಶ
Digital storage  Media,ಅಂಕಿ ಸಂಗ್ರಹ  ಮಾಧ್ಯಮಗಳು
Digital switching,ಡಿಫೀಸು
Digital termination  System,ಡಿಫೀಸು  ವ್ಯವಸ್ಥೆ
Digital to analog  Converter,ಡಿಜಿಟಲ್ ಟು ಅನಲಾಗ್  ಪರಿವರ್ತಕ
Digital  Transmission,ಒಂದು ಬಗೆಯ  ರೋಗ ಪ್ರಸಾರ
Digit arithmetic,ಅಂಕಿಯ
Digit compression,ಅಂಕಿಯ ಸಂಕಟ
Digit delay element,ಅಂಕಿಯ ವಿಳಂಬ ಅಂಶ
Digitization,ಡಿಜೈಟಲೀಕರಣ
Digitization speech,ಡಿಜಿಟಲೀಕರಣ ಭಾಷಣ
Digitize,ಡಿಂಬಿಟೀಕರಿಸು
Digitizer,ಡಿಜೀಜರ್
Digit period,ಅಂಕಿಯ ಅವಧಿ
Digit place,ಅಂಕಿಯ ಸ್ಥಳ
Digit position,ಅಂಕಿ ಸ್ಥಾನ
Digit punch,ಅಂಕಿ ಪಂಚ್
Digit  Rearrangement,ಅಂಕ  ಮರುಜೋಡಣೆ
Digit time,ಅಂಕಿಯ ಸಮಯ
Digit-to-analog  Conversion,ಅ ೦ ತಗಾಲಿನ  ಪರಿವರ್ತನೆ
Digroup,ಡಿಗ್ರೂಪ್
Dimension,ಆಯಾಮ
Diminished radix  Complement,ರಾಡಿಕ್ಸ್ ಕಡಿಮೆಯಾಗಿದೆ  ಪೂರಿಸು
Diplexer,ಸಜ್ಜು
Dipole antenna,ದ್ವಿಧ್ರುವಿ ಆಂಟೆನಾ
Dipole modulation,ದ್ವಿಧ್ರುವಿ
Direct access,ನೇರ ಪ್ರವೇಶ
Direct access  Arrangement,ನೇರ ಪ್ರವೇಶ  ಜೋಡಣೆ
Direct access  Enquiry,ನೇರ ಪ್ರವೇಶ  ವಿಚಾರಣೆ
Direct access hash,ನೇರ ಪ್ರವೇಶ ಹ್ಯಾಶ್
Direct access  Method,ನೇರ ಪ್ರವೇಶ  ವಿಧಾನ
Direct access  Storage,ನೇರ ಪ್ರವೇಶ  ಸಂಗ್ರಹಣೆ
Direct address,ನೇರ ವಿಳಾಸ
Direct addressing,ನೇರ ವಿಳಾಸ
Direct call,ನೇರ ಕರೆ
Direct code,ನೇರ ಸಂಕೇತ
Direct coding,ನೇರ ಕೋಡಿಂಗ್
Direct coupled  Flip-flop,ನೇರ ಜೋಡಣೆ  ಫ್ಲಿಪ್ ಫ್ಲಾಪ್
Direct coupling,ನೇರ ಜೋಡಣೆ
Direct data  Organisation,ನೇರ ದತ್ತ  ಸಂಸ್ಥೆ
Direct data set,ನೇರ ಡೇಟಾ ಸೆಟ್
Direct device,ನೇರ ಸಾಧನ
Direct digital  Control,ನೇರ ಡಿಜಿಟಲ್  ನಿಯಂತ್ರಣ
Direct distance  Dialing,ನೇರ  ಡಯಲ್ ಮಾಡುವುದು
Directed beam  Scan,ನಿರ್ದೇಶಿತ ಕಿರಣ  ಸ್ಕ್ಯಾನ್
Directed graph,ನಿರ್ದೇಶಿತ ಗ್ರಾಫ್
Directed scan,ನಿರ್ದೇಶಿತ ಸ್ಕ್ಯಾನ್
Direct-entry  Terminal,ನೇರ ಪ್ರವೇಶ  ಅಂತಿಮ
Direct hierarchy  Control,ನೇರ ಕ್ರಮಾನುಗತ  ನಿಯಂತ್ರಣ
Direct insert  Routine,ನೇರ ಸೇರಿಸಿ  ವಾಡಿಕೆಯ
Direct insert  Subroutine,ನೇರ ಸೇರಿಸಿ  ಪ್ರವಾಹದ
Direct instruction,ನೇರ ಸೂಚನೆ
Directional coupler,ದಿಕ್ಕಿನ
Directive,ನಿರ್ದೇಶನ
Direct keying  Device,ನೇರ ಕೀಯರ್  ಸಾಧನ
Direct memory  Access,ನೇರ ಸ್ಮರಣೆ  ಪ್ರವೇಶ
Direct numerical   Control,ನೇರ ಸಂಖ್ಯಾತ್ಮಕ  ನಿಯಂತ್ರಣ
Directory,ನಿರ್ದೇಶಕ
Directory  Assistance bureau,ನಿರ್ದೇಶಕ  ಸಹಾಯ ಬ್ಯೂರೋ
Directory  Assistance  Operator,ನಿರ್ದೇಶಕ  ಸಹಾಯ  ನಿರ್ವಾಹಕ
Directory device,ಡೈರೆಕ್ಟರಿ ಸಾಧನ
Direct outward  Dialing,ನೇರ ಹೊರಕ್ಕೆ  ಡಯಲ್ ಮಾಡುವುದು
Direct percentage,ನೇರ ಶೇಕಡಾವಾರು
Direct point  Repeater,ನೇರ ಬಿಂದು  ಪುನರಾವರ್ತಕ
Direct transmission  Satellite,ನೇರ ಪ್ರಸಾರ  ಉಪಗ್ರಹ
Direct voice input,ನೇರ ಧ್ವನಿ ಇನ್ಪುಟ್
Disabled module,ಅಂಗವಿಕಲ ಮಾಡ್ಯೂಲ್
Disabling signal,ಸಿಗ್ನಲ್ ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಲಾಗುತ್ತಿದೆ
Disaggregation,ಪ್ರತ್ಯೇಕಿಸಿಕೆ
Disassembler,ದೂರವಿರು
Disaster dump,ವಿಪತ್ತು
Discrete data,ಪ್ರತ್ಯೇಕ ದತ್ತ
Discrete device,ಪ್ರತ್ಯೇಕ ಸಾಧನ
Discrete Fourier  Transform,ಪ್ರತ್ಯೇಕ  ರೂಪಾಂತರಿಸು
Discrete  Programming,ಪ್ರತ್ಯೇಕವಾದ  ಪ್ರೋಗ್ರಾಮಿಂಗ್
Discrete  Representation,ಪ್ರತ್ಯೇಕವಾದ  ನಿರೂಪಣೆ
Discretionary  Hyphen,ವಿವೇಚನೆ  ಜಿಗಿತ
Discretization,ವಿವೇಚನೆ
Discretization  Error,ವಿವೇಚನೆ  ದೋಷ
Discriminant  Analysis,ತಾರತಮ್ಯದ  ವಿಶ್ಲೇಷಣೆ
Discrimination  Instruction,ತಾರತಮ್ಯ  ಸೂಚನಾ
Discriminator,ತಾರತಮ್ಯ
Disjunction,ಬೇರ್ಪಡಿಸುವಿಕೆ
Disk accessing,ಡಿಸ್ಕ್ ಪ್ರವೇಶಿಸುವಿಕೆ
Disk-based,ಡಿಸ್ಕ್ ಮೂಲದ
Disk controller  Card,ಡಿಸ್ಕ್ ನಿಯಂತ್ರಕ  ಚೀಟಿ
Diskette,ವೇಶ್ಯೆ
Diskette-formatted  Tape,ಡಿಸ್ಕಟ್ ರೂಪಿಸಿದ  ಟೇಪೆ
Diskette hard hole,ಡಿಸ್ಕೆಟ್ ಹಾರ್ಡ್ ರಂಧ್ರ
Diskette storage,ಡಿಸ್ಕೆಟ್ ಸಂಗ್ರಹ
Diskette storage  Device,ಡಿಸ್ಕೆಟ್ ಸಂಗ್ರಹ  ಸಾಧನ
Disk file,ಡಿಸ್ಕ್ ಫೈಲ್
Data  Communication  Interface,ದತ್ತ  ಸಂವಹನ  ಅಂತರಸಂಪರ
Disk operating  System,ಡಿಸ್ಕ್ ಕಾರ್ಯಾಚರಣೆ  ವ್ಯವಸ್ಥೆ
Disk pack,ಡಿಸ್ಕ್ ಪ್ಯಾಕ್
Disk sector,ಡಿಸ್ಕ್ ವಲಯ
Disk sorting,ಡಿಸ್ಕ್ ವಿಂಗಡಣೆ
Disk storage,ಡಿಸ್ಕ್ ಸಂಗ್ರಹ
Disk storage device,ಡಿಸ್ಕ್ ಶೇಖರಣಾ ಸಾಧನ
Disk storage  Module,ಡಿಸ್ಕ್ ಸಂಗ್ರಹ  ಘಟಕ
Disk-to-printer  Utility,ಡಿಸ್ಕ್-ಟು ಮುದ್ರಕ  ಉಪಯುಕ್ತತೆ
Disk unit,ಡಿಸ್ಕ್ ಘಟಕ
Disk volume,ಡಿಸ್ಕ್ ಪರಿಮಾಣ
Dispatch,ರವಾನೆ
Dispatcher,ರವಾನೆದಾರ
Dispatching area,ರವಾನಿಸುವ ಪ್ರದೇಶ
Dispatching  Priority,ರವಾನನೆ  ಆದ್ಯತೆ
Dispersed  Intelligence,ಚದುರಿಸಿದ  ಬುದ್ಧಿಶಕ್ತಿ
Dispersion,ಪ್ರಸರಣ
Display and  Printing  Calculator,ಪ್ರದರ್ಶನ ಮತ್ತು  ಮುದ್ರಣ  ಕ್ಯಾಲ್ಕುಲೇಟರ್
Display attribute,ಗುಣಲಕ್ಷಣವನ್ನು ಪ್ರದರ್ಶಿಸಿ
Display  Background,ಪ್ರದರ್ಶನ  ಹಿನ್ನೆಲೆ
Display calculator,ಪ್ರದರ್ಶನ ಕ್ಯಾಲ್ಕುಲೇಟರ್
Display center,ಪ್ರದರ್ಶನ ಕೇಂದ್ರ
Display character  Generator,ಪ್ರದರ್ಶನ ಅಕ್ಷರ  ಉತ್ಪಾದಕ
Display column,ಪ್ರದರ್ಶನ ಕಾಲಮ್
Display command,ಪ್ರದರ್ಶನ ಆಜ್ಞೆ
Display component,ಪ್ರದರ್ಶನ ಘಟಕ
Display console,ಪ್ರದರ್ಶನ ಕನ್ಸೋಲ್
Display cycle,ಪ್ರದರ್ಶನ ಚಕ್ರ
Display cycle time,ಪ್ರದರ್ಶನ ಚಕ್ರ ಸಮಯ
Display device,ಪ್ರದರ್ಶನ ಸಾಧನ
Display drum,ಡ್ರಮ್ ಪ್ರದರ್ಶಿಸಿ
Display element,ಅಂಶ
Display field,ಪ್ರದರ್ಶನ ಕ್ಷೇತ್ರ
Display foreground,ಮುಂಭಾಗವನ್ನು ಪ್ರದರ್ಶಿಸಿ
Display frame,ಪ್ರದರ್ಶನ ಚೌಕಟ್ಟು
Display group,ಪ್ರದರ್ಶನ ಗುಂಪು
Display image,ಚಿತ್ರಣವನ್ನು ಪ್ರದರ್ಶಿಸಿ
Display line,ಪ್ರದರ್ಶನ ರೇಖೆ
Display order,ಪ್ರದರ್ಶನ ಆದೇಶ
Display panel,ಪ್ರದರ್ಶನ ಫಲಕ
Display position,ಪ್ರದರ್ಶನ ಸ್ಥಾನ
Display processing  Unit,ಪ್ರದರ್ಶನ ಸಂಸ್ಕರಣೆ  ಘಟಕ
Display recall  Control,ಪ್ರದರ್ಶನ ಮರುಪಡೆಯುವಿಕೆ  ನಿಯಂತ್ರಣ
Display segment,ಪ್ರದರ್ಶನ ವಿಭಾಗ
Display space,ಸ್ಥಳವನ್ನು ಪ್ರದರ್ಶಿಸಿ
Display surface,ಪ್ರದರ್ಶನ ಮೇಲ್ಮೈ
Display terminal,ಟರ್ಮಿನಲ್ ಪ್ರದರ್ಶನ
Display tube,ಟ್ಯೂಬ್ ಪ್ರದರ್ಶಿಸಿ
Display unit,ಪ್ರದರ್ಶನ ಘಟಕ
Dissuasion tone,ವಿಕಿರಣ ಸ್ವರ
Distination field,ದೂರದ ಕ್ಷೇತ್ರ
Distination file,ದೂರ
Distinctive ringing,ವಿಶಿಷ್ಟವಾದ ರಿಂಗಿಂಗ್
Distortion,ಅಸ್ಪಷ್ಟತೆ
Distributed  Computing,ವಿತರಣೆ  ಗಣನೆ
Distributed data  Processing,ವಿತರಿಸಿದ ಡೇಟಾ  ಸಂಸ್ಕರಣೆ
Distributed data-processing network,ವಿತರಿಸಿದ ಡೇಟಾ-ಸಂಸ್ಕರಣಾ ನೆಟ್‌ವರ್ಕ್
Distributed  Function,ವಿತರಣೆ  ಕಾರ್ಯ
Distributed  Intelligence,ವಿತರಣೆ  ಬುದ್ಧಿಶಕ್ತಿ
Distributed logic,ವಿತರಣಾ ತರ್ಕ
Distributed  Network,ವಿತರಣೆ  ಜಾಲ
Distributed  Processing,ವಿತರಣೆ  ಸಂಸ್ಕರಣೆ
Distributed  Processing  Network,ವಿತರಣೆ  ಸಂಸ್ಕರಣೆ  ಜಾಲ
Distributed  Processor,ವಿತರಣೆ  ಸಂಸ್ಕರಕ
Distributing frame,ವಿತರಣಾ ಚೌಕಟ್ಟು
Distribution cable,ವಿತರಣಾ ಕೇಬಲ್
Distribution frame,ವಿತರಣಾ ಚೌಕಟ್ಟು
Diversity,ವೈವಿಧ್ಯ
Diversity combiner,ವೈವಿಧ್ಯತೆಯ ಸಂಯೋಜಕ
Divide check,ವಿಭಜನೆ
Divided slit scan,ವಿಭಜಿತ ಸ್ಲಿಟ್ ಸ್ಕ್ಯಾನ್
Division header,ವಿಭಜನೆ ಹೆಡರ್
Division-reminder  Method,ವಿಭಾಗ-ಪುನರತೆ  ವಿಧಾನ
Divisor,ವಿಭಜಕ
Document,ದಾಖಲೆಗಳು
Document  Assembly,ದಾಖಲೆಗಳು  ಸಭೆ
Documentation,ದಸ್ತಾವತಿ
Documentation  Book,ದಸ್ತಾವತಿ  ಪುಸ್ತಕ
Documentation Program,ದಸ್ತಾವತಿ ಕಾರ್ಯಕ್ರಮ
Documentation  Type,ದಸ್ತಾವತಿ  ಮಾದರಿ
Document  Handling,ದಾಖಲೆಗಳು  ನಿರ್ವಹಣೆ
Document leading  Edge,ಡಾಕ್ಯುಮೆಂಟ್ ಪ್ರಮುಖ  ಅಂಚು
Document mark,ಡಾಕ್ಯುಮೆಂಟ್ ಗುರುತು
Document   Preparation,ದಾಖಲೆಗಳು  ತಯಾರಿ
