Bengali,Kannada
সংলাপ,ಸಂಭಾಷಣೆ
কথোপকথন কল,ಸಂವಾದಾತ್ಮಕ ಕರೆ
রূপান্তর,ಪರಿವರ್ತನೆ
রূপান্তরকারী,ಪರಿವರ್ತಕ
কুকের উপপাদ্য,ಕುಕ್ ಪ್ರಮೇಯ
সহ-প্রসেসর,ಸಹ-ಸಂಸ್ಕಾರಕ
অনুলিপি,ನಕಲು
কপিরাইট,ಕೃತಿಸ್ವಾಮ್ಯ
কর্ড,ಬಳ್ಳಿಯ
"1. কর্ডলেস টেলিফোন, 2. বেতার টেলিফোন, 3. বেতার টেলিফোন","1. ತಂತಿರಹಿತ ದೂರವಾಣಿ, 2. ನಿಸ್ತಂತು ದೂರವಾಣಿ, 3. ನಿಸ್ತಂತು ದೂರವಾಣಿ"
উপতত্ত্ব,ಉಪಪ್ರಮೇಯ
সংশোধন,ತಿದ್ದುಪಡಿ
"1. অব্যবহারযোগ্য, 2. বিকৃত","1. ಬಳಸಲಾಗದ, 2. ವಿಕೃತ"
হিসাব,ಲೆಕ್ಕಾಚಾರ
স্কোরার,ಸ್ಕೋರರ್
কান্ট্রি কোড,ದೇಶದ ಕೋಡ್
সহবাস,ಸಹವರ್ತಿತ್ವ
"1. ব্যাপ্তি এলাকা, 2. সম্প্রচার","1. ವ್ಯಾಪ್ತಿ ಪ್ರದೇಶ, 2. ಪ್ರಸಾರ"
পতন,ಕುಸಿತ
জটিল পথ,ನಿರ್ಣಾಯಕ ಮಾರ್ಗ
ক্রিটিক্যাল পাথ মেথড (CPM),ಕ್ರಿಟಿಕಲ್ ಪಾತ್ ಮೆಥಡ್ (CPM)
"1. ক্রস পরীক্ষা, 2. ক্রস পরীক্ষা","1.ಕ್ರಾಸ್ ಟೆಸ್ಟ್, 2.ಕ್ರಾಸ್ ಟೆಸ್ಟ್"
"1.ক্রস প্রোগ্রামেবল-ট্রান্সফার, 2. প্রোগ্রামেবল প্রতি","1.ಕ್ರಾಸ್ ಪ್ರೋಗ್ರಾಮೆಬಲ್-ವರ್ಗಾವಣೆ, 2. ಪ್ರತಿ ಪ್ರೋಗ್ರಾಮೆಬಲ್"
অপ্রাসঙ্গিক সংকেত,ಅಪ್ರಸ್ತುತ ಸಂಕೇತ
অপ্রাসঙ্গিক কথাবার্তা,ಅಪ್ರಸ್ತುತ ಮಾತು
ক্রিপ্টোগ্রাফি,ಗುಪ್ತ ಲಿಪಿಶಾಸ್ತ್ರ
"1. ক্রিপ্টোগ্রাফি, 2. ক্রিপ্টোগ্রাফি, 3. ক্রিপ্টোগ্রাফি","1. ಗುಪ್ತ ಲಿಪಿಶಾಸ್ತ್ರ, 2. ಗುಪ್ತ ಲಿಪಿಶಾಸ್ತ್ರ, 3. ಗುಪ್ತ ಲಿಪಿ ಶಾಸ್ತ್ರ"
মুদ্রার প্রতীক,ಕರೆನ್ಸಿ ಚಿಹ್ನೆ
বর্তমান ডিরেক্টরি,ಪ್ರಸ್ತುತ ಡೈರೆಕ್ಟರಿ
বর্তমান উইন্ডো,ಪ್ರಸ್ತುತ ವಿಂಡೋ
কার্সার,ಕರ್ಸರ್
বক্ররেখা,ವಕ್ರರೇಖೆ
"1. কাট এবং পেস্ট, 2. কাট এবং পেস্ট","1. ಕಟ್ ಅಂಡ್ ಪೇಸ್ಟ್, 2. ಕಟ್ ಅಂಡ್ ಪೇಸ್ಟ್"
কর্তন পদ্ধতি,ಕತ್ತರಿಸುವ ವಿಧಾನ
সাইবার,ಸೈಬರ್
সাইবার ক্যাফে,ಸೈಬರ್ ಕೆಫೆ
সাইবার নগদ,ಸೈಬರ್ ನಗದು
সাইবার অপরাধ,ಸೈಬರ್ ಅಪರಾಧ
সাইবার ডালেক্স,ಸೈಬರ್ ಡೇಲೆಕ್ಸ್
সাইবার আইন,ಸೈಬರ್ ಕಾನೂನು
সাইবার সেক্স,ಸೈಬರ್ ಸೆಕ್ಸ್
"1. সাইবার সায়েন্স, 2. সাইবারনেটিক্স","1. ಸೈಬರ್ ಸೈನ್ಸ್, 2. ಸೈಬರ್ನೆಟಿಕ್ಸ್"
"1.সাইবারাইজেশন, 2. সাইবারাইজেশন","1.ಸೈಬರೀಕರಣ, 2. ಸೈಬರೀಕರಣ"
সাইকেল,ಸೈಕಲ್
"1.চক্র মেমরি, 2.চক্র মেমরি","1.ಚಕ್ರ ಸ್ಮರಣೆ, 2.ಚಕ್ರ ಸ್ಮರಣೆ"
চক্র ক্ষতি,ಸೈಕಲ್ ನಷ್ಟ
চক্রাকারে,ಸೈಕಲ್ ಸಮಯ
চক্রাকার,ಆವರ್ತಕ
ডেমন,ಡೀಮನ್
ডেইজি বৃত্ত,ಡೈಸಿ ಚಕ್ರ
ডেটা অ্যাডমিনিস্ট্রেটর,ಡೇಟಾ ನಿರ್ವಾಹಕ
তথ্য বরাদ্দ,ಡೇಟಾ ಹಂಚಿಕೆ
"1. ডেটা ক্ষেত্র, 2. ডেটা ক্ষেত্র৷","1.ಡೇಟಾ ಕ್ಷೇತ್ರ, 2.ಡೇಟಾ ಕ್ಷೇತ್ರ"
"1.ডেটা অ্যারে, 2. ডেটা অ্যারে","1.ಡೇಟಾ ಅರೇ, 2. ಡೇಟಾ ಶ್ರೇಣಿ"
"1.ডেটা-বেস, 2.ডাটাবেস","1.ಡೇಟಾ-ಬೇಸ್, 2.ಡೇಟಾಬೇಸ್"
ডাটা ফ্র্যাগমেন্টেশন,ಡೇಟಾ ವಿಘಟನೆ
"1. ডেটা বাস, 2. ডেটা বাস","1. ಡೇಟಾ ಬಸ್, 2. ಡೇಟಾ ಬಸ್"
"1.ডেটা ক্যারিয়ার, 2.ডেটা ক্যারিয়ার","1.ಡೇಟಾ ಕ್ಯಾರಿಯರ್, 2.ಡೇಟಾ ಕ್ಯಾರಿಯರ್"
ডেটা সেল,ಡೇಟಾ ಸೆಲ್
"1.ডেটা সিস্টেম, 2.ডেটা চ্যানেল","1.ಡೇಟಾ ಸಿಸ್ಟಮ್, 2.ಡೇಟಾ ಚಾನಲ್"
তথ্য যোগাযোগ,ಡೇಟಾ ಸಂವಹನ
"1.ডেটা কম্প্রেশন, 2.ডেটা কম্প্রেশন","1.ಡೇಟಾ ಕಂಪ್ರೆಷನ್, 2.ಡೇಟಾ ಕಂಪ್ರೆಷನ್"
উপাত্ত ক্ষেত্র,ಡೇಟಾ ಪ್ರದೇಶ
আমার স্নাতকের,ಡೇಟಾ ಫೈಲ್
"1. ডেটা ফ্লো, 2. ডেটা ফ্লো","1. ಡೇಟಾ ಫ್ಲೋ, 2. ಡೇಟಾ ಫ್ಲೋ"
"1.ডেটা ফ্লোচার্ট, 2.চার্ট","1.ಡೇಟಾ ಫ್ಲೋಚಾರ್ಟ್, 2.ಚಾರ್ಟ್"
ডেটা অনুক্রম,ಡೇಟಾ ಕ್ರಮಾನುಗತ
তথ্য স্তর,ಡೇಟಾ ಮಟ್ಟ
"1.ডেটা কালেকশন, 2.ডেটা লাইব্রেরি","1.ಡೇಟಾ ಕಲೆಕ್ಷನ್, 2.ಡೇಟಾ ಲೈಬ್ರರಿ"
ডেটা লিঙ্ক স্তর,ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್
ডেটা লিঙ্ক লেয়ার (DLL),ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್ (DLL)
"1.ডেটা ম্যানেজমেন্ট, 2.ডেটা ম্যানেজমেন্ট","1.ಡೇಟಾ ಮ್ಯಾನೇಜ್ಮೆಂಟ್, 2.ಡೇಟಾ ಮ್ಯಾನೇಜ್ಮೆಂಟ್"
"1.ডেটা ক্যালকুলেশন, 2.ডেটা ক্যালকুলেশন","1.ಡೇಟಾ ಲೆಕ್ಕಾಚಾರ, 2.ಡೇಟಾ ಲೆಕ್ಕಾಚಾರ"
ডেটা প্রসেসিং ল্যাঙ্গুয়েজ (DML),ಡೇಟಾ ಸಂಸ್ಕರಣಾ ಭಾಷೆ (DML)
ডেটা মডেম ডেটা মডেম,ಡೇಟಾ ಮೋಡೆಮ್ ಡೇಟಾ ಮೋಡೆಮ್
"1.ডেটা পরিবর্তন, 2.ডেটা পরিবর্তন","1.ಡೇಟಾ ಮಾರ್ಪಾಡು, 2.ಡೇಟಾ ಮಾರ್ಪಾಡು"
"1.ডেটা নেটওয়ার্ক, 2.ডেটা নেটওয়ার্ক","1.ಡೇಟಾ ನೆಟ್‌ವರ್ಕ್, 2.ಡೇಟಾ ನೆಟ್‌ವರ್ಕ್"
"1.ডেটা অপারেশন, 2.ডেটা অপারেশন","1.ಡೇಟಾ ಕಾರ್ಯಾಚರಣೆ, 2.ಡೇಟಾ ಕಾರ್ಯಾಚರಣೆ"
"1.ডেটা সংস্থা, 2. তথ্য সংস্থা","1. ಡೇಟಾ ಸಂಸ್ಥೆಗಳು, 2. ಡೇಟಾ ಸಂಘಟನೆ"
"1. ডেটা আউটপুট, 2. ডেটা আউটপুট","1. ಡೇಟಾ ಔಟ್‌ಪುಟ್, 2. ಡೇಟಾ ಔಟ್‌ಪುಟ್"
"1.ডেটা পাথ, 2.ডেটা পাথ","1.ಡೇಟಾ ಪಾತ್, 2.ಡೇಟಾ ಪಾತ್"
"1.ডেটা প্রিপারেশন, 2.ডেটা প্রিপারেশন","1.ಡೇಟಾ ತಯಾರಿ, 2. ಡೇಟಾ ತಯಾರಿ"
"1.ডেটা প্রাইভেসি, 2.ডেটা প্রাইভেসি","1.ಡೇಟಾ ಗೌಪ್ಯತೆ, 2.ಡೇಟಾ ಗೌಪ್ಯತೆ"
"1. ডেটা প্রসেসর, 2. ডেটা প্রসেসর","1. ಡೇಟಾ ಪ್ರೊಸೆಸರ್, 2. ಡೇಟಾ ಪ್ರೊಸೆಸರ್"
"1.ডেটা সুরক্ষা, 2.ডেটা সুরক্ষা","1.ಡೇಟಾ ಪ್ರೊಟೆಕ್ಷನ್, 2.ಡೇಟಾ ಪ್ರೊಟೆಕ್ಷನ್"
"1. ডেটা রেকর্ড, 2. ডেটা রেকর্ড","1. ಡೇಟಾ ರೆಕಾರ್ಡ್, 2. ಡೇಟಾ ರೆಕಾರ್ಡ್"
"1. ডেটা পুনরুদ্ধার, 2. ডেটা পুনরুদ্ধার","1. ಡೇಟಾ ಮರುಪಡೆಯುವಿಕೆ, 2. ಡೇಟಾ ಮರುಪಡೆಯುವಿಕೆ"
"1. ডেটা রুটিন, 2. ডেটা রুটিন","1. ದತ್ತಾಂಶ ದಿನಚರಿ, 2. ಡೇಟಾ ದಿನಚರಿ"
"1.ডেটা সিকিউরিটি, 2.ডেটা সিকিউরিটি","1.ಡೇಟಾ ಭದ್ರತೆ, 2.ಡೇಟಾ ಭದ್ರತೆ"
"1.ডেটা সেট, 2. ডেটা সেট","1.ಡೇಟಾ ಸೆಟ್, 2. ಡೇಟಾ ಸೆಟ್"
"1.ডেটা সিগন্যাল, 2.ডেটা সিগন্যাল","1.ಡೇಟಾ ಸಿಗ್ನಲ್, 2.ಡೇಟಾ ಸಿಗ್ನಲ್"
"1. ডেটা অ্যাক্সেস, 2. ডেটা অ্যাক্সেস","1. ಡೇಟಾ ಪ್ರವೇಶ, 2. ಡೇಟಾ ಪ್ರವೇಶ"
"1.ডেটা সোর্স, 2.ডেটা সোর্স","1.ಡೇಟಾ ಮೂಲ, 2.ಡೇಟಾ ಮೂಲ"
"1.ডেটা স্পেসিফিকেশন, 2. ডেটা স্পেসিফিকেশন","1.ಡೇಟಾ ವಿವರಣೆ, 2. ಡೇಟಾ ನಿರ್ದಿಷ್ಟತೆ"
"1.ডেটা সেন্টার, 2.ডেটা সেন্টার","1.ಡೇಟಾ ಸೆಂಟರ್, 2.ಡೇಟಾ ಸೆಂಟರ್"
"1. ডেটা স্টোরেজ, 2. ডেটা স্টোরেজ","1. ಡೇಟಾ ಸಂಗ್ರಹಣೆ, 2. ಡೇಟಾ ಸಂಗ್ರಹಣೆ"
ডেটা স্টোরেজ কাঠামো,ಡೇಟಾ ಶೇಖರಣಾ ರಚನೆ
"1. ডেটা স্ট্রাকচার, 2. ডেটা স্ট্রাকচার","1. ಡೇಟಾ ರಚನೆ, 2. ಡೇಟಾ ರಚನೆ"
"1.ডেটা স্যুইচ, 2.ডেটা সুইচ","1.ಡೇಟಾ ಸ್ವಿಚ್, 2.ಡೇಟಾ ಸ್ವಿಚ್"
"1.ডেটা টেবিল, 2.ডেটা টেবিল","1.ಡೇಟಾ ಟೇಬಲ್, 2.ಡೇಟಾ ಟೇಬಲ್"
"1.ডেটা শেষ, 2. তথ্য শেষ","1.ಡೇಟಾ ಅಂತ್ಯ, 2. ಡೇಟಾ ಅಂತ್ಯ"
"1. ডেটা ট্রান্সক্রিপশন, 2. ডেটা ট্রান্সক্রিপশন","1. ಡೇಟಾ ಪ್ರತಿಲೇಖನ, 2. ಡೇಟಾ ಪ್ರತಿಲೇಖನ"
"1.ডেটা ট্রান্সফার, 2. তথ্য স্থানান্তর","1.ಡೇಟಾ ವರ್ಗಾವಣೆ, 2. ಡೇಟಾ ವರ್ಗಾವಣೆ"
"1. ডাটা ট্রান্সমিশন, 2. ডাটা ট্রান্সমিশন","1. ದತ್ತಾಂಶ ಪ್ರಸರಣ, 2. ಮಾಹಿತಿ ಪ್ರಸರಣ"
"1.ডেটা ট্রান্সমিশন সিস্টেম, 2.ডেটা ট্রান্সমিশন সিস্টেম","1.ಡೇಟಾ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಸಿಸ್ಟಮ್, 2.ಡೇಟಾ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಸಿಸ್ಟಮ್"
"1. ডেটা বিন্যাস, 2. ডেটা বিন্যাস","1. ಡೇಟಾ ಫಾರ್ಮ್ಯಾಟ್, 2. ಡೇಟಾ ಫಾರ್ಮ್ಯಾಟ್"
"1. ডেটা ইউনিট, 2. ডেটা ইউনিট","1. ಡೇಟಾ ಘಟಕ, 2. ಡೇಟಾ ಘಟಕ"
"1.ডেটা ভ্যালিডেশন, 2.ডেটা ভ্যালিডেশন","1.ಡೇಟಾ ಮೌಲ್ಯೀಕರಣ, 2.ಡೇಟಾ ಮೌಲ್ಯೀಕರಣ"
তথ্যশালা,ಡೇಟಾಬೇಸ್
ডাটাবেস প্রশাসন,ಡೇಟಾಬೇಸ್ ಆಡಳಿತ
ডাটাবেস ডিজাইন,ಡೇಟಾಬೇಸ್ ವಿನ್ಯಾಸ
ডাটাবেস ম্যানেজমেন্ট সিস্টেম,ಡೇಟಾಬೇಸ್ ನಿರ್ವಹಣಾ ವ್ಯವಸ್ಥೆ
"1.ডেটাগ্রেভ, 2.ডেটাগ্রেভ","1.ಡೇಟಾಗ್ರೇವ್, 2.ಡೇಟಾಗ್ರೇವ್"
"1. ডেটাম, 2. ডেটা","1. ಡೇಟಾ, 2. ಡೇಟಾ"
"1. নিষ্ক্রিয় অঞ্চল, 2. নিষ্ক্রিয় অঞ্চল","1. ನಿಷ್ಕ್ರಿಯ ವಲಯ, 2. ನಿಷ್ಕ್ರಿಯ ವಲಯ"
অচলাবস্থা,ಬಿಕ್ಕಟ್ಟು
অচলাবস্থা প্রতিরোধ,ಡೆಡ್ಲಾಕ್ ತಡೆಗಟ್ಟುವಿಕೆ
ফল্ট ক্লিয়ারেন্স,ದೋಷ ತೆರವು
"1. জাজমেন্ট সেল, 2. বিচার বাক্স","1. ಜಡ್ಜ್‌ಮೆಂಟ್ ಸೆಲ್, 2. ಜಡ್ಜ್‌ಮೆಂಟ್ ಬಾಕ್ಸ್"
সিদ্ধান্ত গ্রহণের প্রক্রিয়া,ನಿರ್ಧಾರ ಪ್ರಕ್ರಿಯೆ
সিদ্ধান্ত সমর্থন সিস্টেম,ನಿರ್ಧಾರ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ
সিদ্ধান্ত গাছ,ನಿರ್ಧಾರ ಮರ
"1. ডিকোডার, 2. ডিকোডার","1. ಡಿಕೋಡರ್, 2. ಡಿಕೋಡರ್"
দ্রবীভূতকরণ নীতি,ವಿಸರ್ಜನೆಯ ತತ್ವ
ডিকোডিং,ಡಿಕೋಡಿಂಗ್
ডেডিকেটেড সিস্টেম,ಮೀಸಲಾದ ವ್ಯವಸ್ಥೆ
ডেডিকেটেড প্রেস,ಮೀಸಲಾದ ಪತ್ರಿಕಾ
ইমিউনাইজেশন ডেটা নেটওয়ার্ক (DDN),ಇಮ್ಯುನೈಸೇಶನ್ ಡೇಟಾ ನೆಟ್‌ವರ್ಕ್ (DDN)
ইমিউনাইজেশন তথ্য সিস্টেম,ರೋಗನಿರೋಧಕ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
মিশ্রণ,ಏಕೀಕರಣ
বিলম্ব,ವಿಳಂಬ
বিলম্ব পাল্টা,ವಿಳಂಬ ಕೌಂಟರ್
বিলম্ব সময়,ವಿಳಂಬ ಸಮಯ
"1.মুছুন, 2.মুছুন","1.ಅಳಿಸು, 2.ಅಳಿಸು"
মুছে ফেলার রেকর্ড,ಅಳಿಸುವಿಕೆ ದಾಖಲೆ
ডিলিমিটার,ಡಿಲಿಮಿಟರ್
ডেল্টা মড্যুলেশন,ಡೆಲ್ಟಾ ಮಾಡ್ಯುಲೇಶನ್
অনুরোধ পৃষ্ঠা,ವಿನಂತಿ ಪುಟ
কর্মক্ষমতা,ಪ್ರದರ್ಶನ
demodulation,ಡಿಮೋಡ್ಯುಲೇಶನ್
V- মাল্টিপ্লেক্সার,ವಿ-ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್
অস্বাভাবিককরণ,ಅಸಾಧಾರಣೀಕರಣ
"1. ঘনত্ব, 2. ঘনত্ব","1. ಸಾಂದ್ರತೆ, 2. ಸಾಂದ್ರತೆ"
"1. নির্ভরতা, 2. নির্ভরতা","1. ಅವಲಂಬನೆ, 2. ಅವಲಂಬನೆ"
নির্ভরশীল ইউনিট,ಅವಲಂಬಿತ ಘಟಕ
কিউ,ಸಾಲು
"1. dereference, 2. dereference","1. dereference, 2. dereference"
প্রাপ্ত গাছ,ಪಡೆದ ಮರ
প্রাপ্ত ক্ষেত্র,ಪಡೆದ ಕ್ಷೇತ್ರ
সাজানো সাজানো,ಅವರೋಹಣ ರೀತಿಯ
নকশা,ವಿನ್ಯಾಸ
ডেস্ক ক্যালকুলেটর,ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್
ডেস্কটপ কম্পিউটার,ಡೆಸ್ಕ್ಟಾಪ್ ಕಂಪ್ಯೂಟರ್ಗಳು
ডেস্কটপ উপস্থাপনা,ಡೆಸ್ಕ್ಟಾಪ್ ಪ್ರಸ್ತುತಿ
ডেস্কটপ পাবলিশিং,ಡೆಸ್ಕ್ಟಾಪ್ ಪಬ್ಲಿಷಿಂಗ್
ডেস্কটপ ভিডিও,ಡೆಸ್ಕ್ಟಾಪ್ ವೀಡಿಯೊ
গন্তব্য ঠিকানা,ತಲುಪಬೇಕಾದ ವಿಳಾಸ
"1. ধ্বংসকারী, 2. ধ্বংসকারী","1. ವಿಧ್ವಂಸಕ, 2. ವಿಧ್ವಂಸಕ"
নির্ধারক স্বয়ংক্রিয়তা,ನಿರ್ಣಾಯಕ ಸ್ವಯಂಚಾಲಿತ
বিকাশকারী,ಡೆವಲಪರ್
উন্নয়ন ব্যবস্থা,ಅಭಿವೃದ್ಧಿ ವ್ಯವಸ್ಥೆ
যন্ত্র,ಸಾಧನ
ডিভাইস নিয়ন্ত্রণ ইউনিট,ಸಾಧನ ನಿಯಂತ್ರಣ ಘಟಕ
ডিভাইস নিয়ামক,ಸಾಧನ ನಿಯಂತ್ರಕ
যন্ত্র ব্যবস্থাপনা,ಸಾಧನ ನಿರ್ವಹಣೆ
ডিভাইস মোড,ಸಾಧನ ಮೋಡ್
রোগ নির্ণয়,ರೋಗನಿರ್ಣಯ
ডায়াগনস্টিক সিস্টেম,ರೋಗನಿರ್ಣಯ ವ್ಯವಸ್ಥೆ
"1. ডায়াগনস্টিকস, 2. ডায়াগনস্টিকস","1. ಡಯಾಗ್ನೋಸ್ಟಿಕ್ಸ್, 2. ಡಯಾಗ್ನೋಸ್ಟಿಕ್ಸ್"
চিত্র,ರೇಖಾಚಿತ್ರ
ডায়াল,ಡಯಲ್ ಮಾಡಿ
ডায়াল লাইন,ಡಯಲ್ ಲೈನ್
ডায়াল টোন,ಡಯಲ್ ಟೋನ್
ডায়াল আপ,ಡಯಲ್ ಅಪ್ ಮಾಡಿ
"1. সংলাপ, 2. কথোপকথন","1. ಸಂಭಾಷಣೆ, 2. ಸಂಭಾಷಣೆ"
কথোপকথন ঘর,ಸಂಭಾಷಣೆ ಕೊಠಡಿ
ডায়ালআপ মডেম,ಡಯಲಪ್ ಮೋಡೆಮ್
বীমা,ವಿಮೆ
অভিধান,ನಿಘಂಟು
"1. ডিফারেনশিয়াল, 2. পৃথকীকরণ","1. ಭೇದಾತ್ಮಕ, 2. ವ್ಯತ್ಯಾಸ"
সংখ্যাসূচক,ಸಂಖ್ಯಾತ್ಮಕ
ডিজিটাল সিস্টেম,ಡಿಜಿಟಲ್ ವ್ಯವಸ್ಥೆ
ডিজিটাল সার্কিট,ಡಿಜಿಟಲ್ ಸರ್ಕ್ಯೂಟ್
ডিজিটাল কম্পিউটার,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
"1.ডিজিটাল ডেটা, 2.ডিজিটাল ডেটা","1.ಡಿಜಿಟಲ್ ಡೇಟಾ, 2.ಡಿಜಿಟಲ್ ಡೇಟಾ"
ডিজিটাল সুবিধা,ಡಿಜಿಟಲ್ ಸೌಲಭ್ಯ
ডিজিটাল ফিল্টার,ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್
ডিজিটাল লাইব্রেরি,ಡಿಜಿಟಲ್ ಲೈಬ್ರರಿ
ডিজিটাল মড্যুলেশন,ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಷನ್
"1. ডিজিটাল ডিসপ্লে, 2. ডিজিটাল মনিটর","1. ಡಿಜಿಟಲ್ ಡಿಸ್ಪ್ಲೇ, 2. ಡಿಜಿಟಲ್ ಮಾನಿಟರ್"
ডিজিটাল ইমেজ,ಡಿಜಿಟಲ್ ಚಿತ್ರ
"1. ডিজিটাল স্বাক্ষর, 2. ডিজিটাল স্বাক্ষর","1. ಡಿಜಿಟಲ್ ಸಿಗ್ನೇಚರ್, 2. ಡಿಜಿಟಲ್ ಸಿಗ್ನೇಚರ್"
ডিজিটাল সুইচ,ಡಿಜಿಟಲ್ ಸ್ವಿಚ್
ডিজিটাল এনালগ রূপান্তরকারী,ಡಿಜಿಟಲ್ ಅನಲಾಗ್ ಪರಿವರ್ತಕ
ডিজিটাইজেশন,ಡಿಜಿಟಲೀಕರಣ
ডিজিটাইজেশন,ಡಿಜಿಟಲೀಕರಣ
ডিজিটাইজার,ಡಿಜಿಟೈಸರ್
ডায়োড,ಡಯೋಡ್
প্রথম দৃষ্টিতে,ಮೊದಲ ನೋಟ
সরাসরি ঠিকানা,ನೇರ ವಿಳಾಸ
সরাসরি রূপান্তর,ನೇರ ಪರಿವರ್ತನೆ
সরাসরি সংযোগ,ನೇರ ಜೋಡಣೆ
"1. সরাসরি মেমরি অ্যাক্সেস, 2. সরাসরি মেমরি অ্যাক্সেস (DMA)","1. ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ, 2. ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)"
সরাসরি মেমরি অ্যাক্সেস (DMA),ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)
সরাসরি পদ্ধতি,ನೇರ ವಿಧಾನ
দিকনির্দেশ,ನಿರ್ದೇಶನಗಳು
ডিরেক্টরি,ಡೈರೆಕ್ಟರಿ
"1. ডিরেক্টরি সার্ভার, 2. ডিরেক্টরি সার্ভার","1. ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್, 2. ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್"
ডিরেক্টরি সেবা,ಡೈರೆಕ್ಟರಿ ಸೇವೆ
অক্ষম,ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲ
অক্ষম সংকেত,ಸಂಕೇತವನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವುದು
"1. সংযোগ বিচ্ছিন্ন, 2. সংযোগ বিচ্ছিন্ন","1. ಸಂಪರ್ಕ ಕಡಿತ, 2. ಸಂಪರ್ಕ ಕಡಿತ"
"1. বিচ্ছিন্ন, 2. বিযুক্ত","1. ಡಿಸ್ಕ್ರೀಟ್, 2. ಡಿಸ್ಕ್ರೀಟ್"
"1. ডিস্ক, 2. ডিস্ক","1. ಡಿಸ್ಕ್, 2. ಡಿಸ್ಕ್"
"1. ডিস্ক ঠিকানা, 2. ডিস্ক ঠিকানা","1. ಡಿಸ್ಕ್ ವಿಳಾಸ, 2. ಡಿಸ್ಕ್ ವಿಳಾಸ"
"1. ডিস্ক অ্যারে, 2. ডিস্ক অ্যারে","1. ಡಿಸ್ಕ್ ಅರೇ, 2. ಡಿಸ್ಕ್ ಅರೇ"
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা","1. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ, 2. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ"
"1. ডিস্ক ড্রাইভার, 2. ডিস্ক ড্রাইভ","1. ಡಿಸ್ಕ್ ಡ್ರೈವರ್, 2. ಡಿಸ್ಕ್ ಡ್ರೈವ್"
ডিস্ক ফাইল,ಡಿಸ್ಕ್ ಫೈಲ್
"1. ডিস্ক মেমরি, 2. ডিস্ক মেমরি, 3. ডিস্ক মেমরি, 4. ডিস্ক মেমরি","1. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 2. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 3. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 4. ಡಿಸ್ಕ್ ಮೆಮೊರಿ"
ডিস্ক অপারেটিং সিস্টেম (DoS),ಡಿಸ್ಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್ (DoS)
ডিস্ক প্যাকেজ,ಡಿಸ್ಕ್ ಪ್ಯಾಕೇಜ್
"1.চক্রিকা সার্ভার, 2.ডিস্ক সার্ভার","1.ಚಕ್ರಿಕಾ ಸರ್ವರ್, 2.ಡಿಸ್ಕ್ ಸರ್ವರ್"
"1. ডিস্ক স্টোরেজ, 2. ডিস্ক স্টোরেজ","1. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ, 2. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ"
ডিস্কেট,ಡಿಸ್ಕೆಟ್
প্রদর্শন ফাইল,ಪ್ರದರ್ಶನ ಫೈಲ್
প্রদর্শন চিত্র,ಚಿತ್ರವನ್ನು ಪ್ರದರ್ಶಿಸಿ
নিষ্পত্তি,ವಿಲೇವಾರಿ
দূরত্ব,ದೂರ
দূরত্ব ফাংশন,ದೂರ ಕಾರ್ಯ
বিকৃতি,ಅಸ್ಪಷ್ಟತೆ
বিতরণ করা,ವಿತರಿಸಲಾಯಿತು
বিতরণ করা তথ্য,ವಿತರಿಸಿದ ಡೇಟಾ
বিতরণ করা সার্ভার,ವಿತರಿಸಿದ ಸರ್ವರ್
"1.ডিস্ট্রিবিউটেড সিস্টেম, 2.ডিস্ট্রিবিউটেড সিস্টেম","1.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್, 2.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್"
পরিবেশক,ವಿತರಕ
নথি,ದಾಖಲೆ
