Assamese,Malayalam
"ঘন, ঘন, ঘন","ക്യൂബ്, ക്യൂബ്, ക്യൂബിക്"
দ্বিঘাত সমীকৰণ,ക്വാഡ്രാറ്റിക് സമവാക്യം
ঘন ইঞ্চি,ക്യുബിക് ഇഞ്ച്
ঘন মিটাৰ,ക്യുബിക് മീറ്റർ
দ্বিঘাত প্যাৰাবোলা,ചതുരാകൃതിയിലുള്ള പരവലയം
ঘনক মূল,ക്യൂബ് റൂട്ട്
ট্ৰিপল টাৰ্ম,ട്രിപ്പിൾ ടേം
অৰ্থোগনেল সমান্তৰাল,ഓർത്തോഗണൽ സമാന്തരം
"ক্ৰমবৰ্ধমান সংকলিত,",സഞ്ചിത സമാഹരിച്ചത്
ক্ৰমবৰ্ধমান বক্ৰ,ക്യുമുലേറ്റീവ് കർവ്
ক্ৰমবৰ্ধমান বিতৰণ ফলন,സഞ്ചിത വിതരണ പ്രവർത്തനം
ক্ৰমবৰ্ধমান কম্পাঙ্ক,സഞ്ചിത ആവൃത്തി
ক্ৰমবৰ্ধমান কম্পাঙ্ক ফলন,ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഫംഗ്‌ഷൻ
ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ,ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ് ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ്
ক্ৰমবৰ্ধমান সম্ভাৱনা ফলন,ക്യുമുലേറ്റീവ് പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
"curl, কুইন্টল","ചുരുളൻ, ക്വിന്റൽ"
দ্বিসমান্তৰাল বক্ৰ,ദ്വിസമാന്തര വക്രം
ভেক্টৰ কাৰ্ল,വെക്റ്റർ ചുരുളൻ
"ধনু, খিলান","വില്ലു ബ്രേസ്, കമാനം"
নিজৰা,ധാര
চলন্ত বিন্দু,ചലിക്കുന്ന പോയിന്റ്
বক্ৰতা,വക്രത
বক্ৰতা প্ৰভাৱ,വക്രത പ്രഭാവം
বক্ৰ,വളവ്
বক্ৰ ৰেখা,വളഞ്ഞ രേഖ
বক্ৰ ট্ৰেচিং,കർവ് ട്രേസിംഗ്
বক্ৰৰেখাৰ এছিম্পটট,വളഞ്ഞ അസിംപ്റ്റോട്ട്
বক্ৰৰেখা স্থানাংক,curvilinear കോർഡിനേറ്റുകൾ
বক্ৰৰেখাৰ ৰিগ্ৰেছন,കർവിലീനിയർ റിഗ്രഷൻ
"অস্পষ্ট, cusp","അവ്യക്തമായ, കൂമ്പാരം"
"চকা, ঘূৰণ, চক্ৰ, ঢালাই চকা, সংকোচন চকা","വീൽ, റൊട്ടേഷൻ, സൈക്കിൾ, കാസ്റ്റിംഗ് വീൽ, കോംപാക്ഷൻ വീൽ"
চক্ৰীয় ভ্যাৰিয়েন্স,ചാക്രിക വ്യതിയാനം
চক্ৰীয় ভেক্টৰ উৎপাদন,സൈക്ലിക് വെക്റ്റർ ഉൽപ്പന്നം
চক্ৰীয় চাহিদা,ചാക്രിക ആവശ്യം
চক্ৰীয় প্ৰকাশ,ചാക്രിക പദപ്രയോഗം
চক্ৰীয় গোট,ചാക്രിക ഗ്രൂപ്പ്
চক্ৰীয় ক্ৰমবিন্যাস,ചാക്രിക ക്രമമാറ്റം
"চাইক্ল&#39;ইড, চাইক্ল&#39;ইড","സൈക്ലോയ്ഡ്, സൈക്ലോയ്ഡ്"
"চিলিণ্ডাৰ, চিলিণ্ডাৰ","സിലിണ്ടർ, സിലിണ്ടർ"
"নলাকাৰ, চিলিণ্ডাৰ, নলাকাৰ, চিলিণ্ডাৰ","സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ"
চিলিণ্ডাৰ পৃষ্ঠা,സിലിണ്ടർ പേജ്
"শূন্য, চাইফাৰ","പൂജ്യം, സൈഫർ"
ডিলবাৰ্টৰ মতবাদ,ദിൽബെർട്ടിന്റെ സിദ്ധാന്തം
ডেম্প কৰা সহজ হাৰমনিক গতি,നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ചലനം
ডেম্পিং ধ্ৰুৱক,സ്ഥിരമായ ഈർപ്പം
"দত্ত, উপত্ত, ডাটা, ট্ৰাষ্ট","ദത്ത്, ഉപട്ട, ഡാറ്റ, ട്രസ്റ്റ്"
দত্ত আণ্ডাৰটেকিং,ദത്ത് ഏറ്റെടുക്കുന്നു
বিশ্বাস সম্পদ ব্যৱস্থা,ട്രസ്റ്റ് റിസോഴ്സ് സിസ്റ്റം
ডাটা প্ৰচেছৰ,ഡാറ്റ പ്രോസസ്സർ
ডাটা শ্বীট,ഡാറ്റ ഷീറ്റ്
decagon,ദശാഭുജം
ডেকাগ্ৰাম,ദശാഗ്രാം
ডেকামিটাৰ,ദശാമീറ്റർ
ক্ষয় সূচকাংক,ശോഷണ സൂചിക
ক্ষয় বক্ৰ,ശോഷണ വക്രം
মাৰ্জিত কাৰ্য্য,ഗംഭീരമായ പ്രവർത്തനം
desigram,ദേശിഗ്രാം
দশমিক,ദശാംശം
"দশমিক, দশমিক","ദശാംശം, ദശാംശം"
দশমিক ক&#39;ড,ദശാംശ കോഡ്
দশমিক ক&#39;ডযুক্ত অংক,ദശാംശ കോഡ് ചെയ്ത അക്കം
দশমিক প্ৰসাৰণ,ദശാംശ വികാസം
দশমিক ভগ্নাংশ,ദശാംശ അംശം
দশমিক সংকেত ব্যৱস্থা,ദശാംശ നൊട്ടേഷൻ സിസ്റ്റം
দশমিক সংকেত ব্যৱস্থা,ദശാംശ നൊട്ടേഷൻ സിസ്റ്റം
দশমিক বিন্দু,ദശാംശ
দশমিক স্কেল,ദശാംശ സ്കെയിൽ
দশমিক ব্যৱস্থা,ദശാംശ വ്യവസ്ഥ
ডেচিমিটাৰ,ഡെസിമീറ്റർ
এনকোডিং,എൻകോഡിംഗ്
সিদ্ধান্তৰ আৰ্হি,തീരുമാന മാതൃക
সিদ্ধান্ত তত্ত্ব,തീരുമാന സിദ്ധാന്തം
সিদ্ধান্ত চলক,തീരുമാനം വേരിയബിൾ
"ডিকোডাৰ, ডিকোডাৰ","ഡീകോഡർ, ഡീകോഡർ"
"এনকোডিং, ডিকোডিং","എൻകോഡിംഗ്, ഡീകോഡിംഗ്"
পৃথক কৰিব পৰা ছেট,വേർപെടുത്താവുന്ന സെറ്റ്
ডিমিনিচিং,കുറയുന്നു
ডিমিনিচিং ফাংচন,പ്രവർത്തനം കുറയുന്നു
ডেডেকাইণ্ড-কাট,ഡെഡെകിൻഡ്-കട്ട്
ডেডেকাইণ্ড-উপাপাদ্য,ഡെഡെകൈൻഡ്-സിദ്ധാന്തം
অন্তৰ্ভুক্ত কৰা,സംയോജിപ്പിക്കാൻ
কৰ্পৰেট প্ৰেকটিছ,കോർപ്പറേറ്റ് പ്രാക്ടീസ്
ভুল কৰা,തെറ്റായ
সংজ্ঞাগত সমীকৰণ,നിർവചന സമവാക്യം
নিৰ্দিষ্ট অখণ্ড,നിശ്ചിത അവിഭാജ്യ
ফিক্সড মেট্ৰিক্স,നിശ്ചിത മാട്രിക്സ്
"সংজ্ঞা, স্পষ্টতা, নিশ্চয়তা","നിർവചനം, വ്യക്തത, ഉറപ്പ്"
বিকৃতি বক্ৰ,രൂപഭേദം വക്രം
বিকৃত পৃষ্ঠা,വളച്ചൊടിച്ച പേജ്
"debauchery, অশ্লীলতা","ധിക്കാരം, ധിക്കാരം"
পৰিবহণৰ সমস্যাত ভুল হোৱা,ഗതാഗത പ്രശ്നങ്ങളിൽ കൃത്യതയില്ലായ്മ
"ডিগ্ৰী, ডিগ্ৰী, শক্তি, ডিগ্ৰী, পৰিমাণ, মাত্ৰা, ডিগ্ৰী","ബിരുദം, ബിരുദം, ബിരുദം, ബിരുദം, അളവ്, അളവ്, ബിരുദം"
অৱভেদ্য সমীকৰণৰ শক্তি,ഡിഫറൻഷ്യൽ സമവാക്യത്തിന്റെ ശക്തി
"স্বাধীনতাৰ ডিগ্ৰী, স্বাধীনতাৰ মাত্ৰা","സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം, സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം"
বহুপদৰ শক্তি,ബഹുപദത്തിന്റെ ശക്തി
বহিষ্কাৰ কৰা এনট্যুৰেজ,പരിവാരങ്ങളെ പുറത്താക്കി
ডেল্টা ফাংচন,ഡെൽറ്റ പ്രവർത്തനം
চাহিদা আৰু উপযোগিতা বক্ৰ,ഡിമാൻഡും യൂട്ടിലിറ്റി വക്രവും
চাহিদা সমীকৰণ,ഡിമാൻഡ് സമവാക്യം
চাহিদা কাৰ্য্য,ഡിമാൻഡ് ഫംഗ്ഷൻ
জনগাঁথনিগত অধ্যয়ন,ജനസംഖ്യാ പഠനങ്ങൾ
জনগাঁথনি,ജനസംഖ്യാശാസ്ത്രം
the-mower উপপাদ্য,മോവർ സിദ്ധാന്തം
"প্ৰদৰ্শন কৰা, সাক্ষ্য দিয়া, প্ৰদৰ্শন কৰা","തെളിയിക്കുക, സാക്ഷ്യപ്പെടുത്തുക, പ്രകടിപ്പിക്കുക"
"প্ৰতিনিধিত্ব, প্ৰমাণ, প্ৰদৰ্শন, প্ৰদৰ্শন","പ്രാതിനിധ്യം, തെളിവ്, പ്രകടനം, പ്രകടനം"
প্ৰতিনিধিত্বমূলক জ্যামিতি,പ്രാതിനിധ്യ ജ്യാമിതി
প্ৰত্যেক,ഓരോന്നും
ঘন সমষ্টি,സാന്ദ്രമായ മൊത്തം
"ঘনত্ব, ঘনত্ব","സാന്ദ്രത, സാന്ദ്രത"
গণনাযোগ্য ছেট,എണ്ണാവുന്ന സെറ്റ്
আৰোহী ধ্ৰুৱক,ആരോഹണ സ്ഥിരാങ്കം
নিৰ্ভৰশীল ইভেন্ট,ആശ്രിത സംഭവം
নিৰ্ভৰশীল যাদৃচ্ছিক চলক,ആശ്രിത റാൻഡം വേരിയബിൾ
নিৰ্ভৰশীল চলক,ആശ്രിത വേരിയബിൾ
নিৰ্ভৰশীল চলক,ആശ്രിത വേരിയബിൾ
বিষণ্ণতাৰ কোণ,വിഷാദത്തിന്റെ ആംഗിൾ
"ব্যুৎপত্তি, ব্যুৎপত্তি, পাৰ্থক্য","ഡെറിവേറ്റീവ്, ഡെറിവേറ്റീവ്, ഡിഫറൻഷ്യേഷൻ"
"ডেৰাইভেটিভ, ডেৰাইভেটিভ","ഡെറിവേറ്റീവ്, ഡെറിവേറ്റീവ്"
ব্যুৎপন্ন পৰিসৰ,ഉത്ഭവിച്ച ശ്രേണി
ব্যুৎপত্তি কৰা গোট,ഉരുത്തിരിഞ്ഞ സെറ്റ്
"অৱতৰণ কৰা, অৱতৰণ কৰা","ഇറക്കം, ഇറക്കം"
অৱনমিত ক্ৰম,അവരോഹണ ക്രമം
অৱনমিত পৰিসৰ,അവരോഹണ ശ്രേണി
প্ৰক্ষেপণ জ্যামিতি,പ്രൊജക്റ്റീവ് ജ്യാമിതി
বৰ্ণনাত্মক আৰ্হি,വിവരണാത്മക മാതൃക
বৰ্ণনাত্মক পৰিসংখ্যা,വിവരണാത്മക സ്ഥിതിവിവരക്കണക്കുകൾ
"ডিজাইন কৰা, ডিজাইন কৰা, ডিজাইন কৰা (ed.), ডিজাইন কৰা, ডিজাইন কৰা (n.)","രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എഡി.), രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എൻ.)"
পৰীক্ষাৰ ডিজাইন,പരീക്ഷണത്തിന്റെ രൂപകൽപ്പന
ডেস্ক কেলকুলেটৰ,ഡെസ്ക് കാൽക്കുലേറ്റർ
"চিনাক্তকৰণ, ধৰা পেলোৱা","തിരിച്ചറിയൽ, കണ്ടെത്തൽ"
"নিৰ্ণায়ক, নিৰ্ণায়ক, নিৰ্ণায়ক","ഡിറ്റർമിനന്റ്, ഡിറ്റർമിനന്റ്, ഡിറ്റർമിനന്റ്"
নিৰ্ধাৰিত ক্ৰম,നിർണ്ണായക ക്രമം
নিৰ্ধাৰণ কৰিবলৈ,നിർണ്ണയിക്കാൻ
নিৰ্ধাৰিত আৰ্হি,നിർണ്ണായക മാതൃക
নিৰ্ধাৰিত সমস্যা,നിർണ്ണായക പ്രശ്നം
বিচ্যুতি,വ്യതിയാനം
বিচ্যুতি সহগ,വ്യതിയാനം ഗുണകം
বাইনাৰী ব্যৱস্থা,ബൈനറി സിസ്റ്റം
"তিৰ্যক হাইপ&#39;টেনাছ,",ഡയഗണൽ ഹൈപ്പോടെനസ്
মেট্ৰিক্স তিৰ্যকীকৰণ,മാട്രിക്സ് ഡയഗണലൈസേഷൻ
"তিৰ্যক মেট্ৰিক্স, তিৰ্যক মেট্ৰিক্স","ഡയഗണൽ മാട്രിക്സ്, ഡയഗണൽ മാട്രിക്സ്"
তিৰ্যক সমতা,ഡയഗണൽ സമത്വം
ডায়েগ্ৰাম,ഡയഗ്രം
অংকন পদ্ধতি,ഡ്രോയിംഗ് രീതി
চিত্ৰাঙ্কিত উপস্থাপন,ഗ്രാഫിക്കൽ പ്രാതിനിധ്യം
ব্যাস,വ്യാസം
ব্যাস নিৰ্ধাৰণ কৰক,സെറ്റ് വ്യാസം
ডায়েমেট্ৰিকভাৱে বিপৰীত,വിപരീതമായി
"ক্ৰছফায়াৰ, পাশা নিক্ষেপ কৰা","ക്രോസ്ഫയർ, ഡൈസ് എറിയുക"
উভচৰ শ্ৰেণীবিভাজন,ഉഭയജീവി വർഗ്ഗീകരണം
"bifurcation, আধা","വിഭജനം, പകുതി"
অভিধান,നിഘണ്ടു
ডিফাৰেন্সিয়েল কেলকুলাছ,ഡിഫറൻഷ്യൽ കാൽക്കുലസ്
অৱভেদ্য সমীকৰণ,ഡിഫറൻഷ്യൽ സമവാക്യം
ডিফাৰেন্সিয়েল সূত্ৰ,ഡിഫറൻഷ്യൽ ഫോർമുല
ডিফাৰেন্সিয়েল পদ্ধতি,ഡിഫറൻഷ്യൽ രീതി
গোটৰ পাৰ্থক্য,സെറ്റുകളുടെ വ്യത്യാസം
ভিন্নতামূলক,വ്യത്യസ്തമായ
ডিফাৰেন্সিয়েল কাৰ্ভ,ഡിഫറൻഷ്യൽ കർവ്
ডিফাৰেন্সিয়েল ফাংচন,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
"ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, আন্তঃপৰীক্ষামূলক, আন্তঃসংস্থা, পাৰ্থক্য","ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഇന്റർട്രിയൽ, ഇന്ററാജൻസി, ഡിഫറൻഷ്യൽ"
ডিফাৰেন্সিয়েল মেথ,ഡിഫറൻഷ്യൽ ഗണിതം
ডিফাৰেন্সিয়েল সহগ,ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്
অৱভেদ্য সমীকৰণ,ഡിഫറൻഷ്യൽ സമവാക്യം
ডিফাৰেন্সিয়েল কলিচন,ഡിഫറൻഷ്യൽ കൂട്ടിയിടി
ডিফাৰেন্সিয়েল সূত্ৰ,ഡിഫറൻഷ്യൽ ഫോർമുല
ডিফাৰেন্সিয়েল ফাংচন,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
ডিফাৰেন্সিয়েল জ্যামিতি,ഡിഫറൻഷ്യൽ ജ്യാമിതി
উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল,ഉയർന്ന ഓർഡർ ഡിഫറൻഷ്യൽ
ডিফাৰেন্সিয়েল ছেগমেণ্ট,ഡിഫറൻഷ്യൽ സെഗ്മെന്റ്
পাৰ্থক্য কৰা,വേർതിരിക്കുക
"পাৰ্থক্য, পাৰ্থক্য","വ്യത്യാസം, വ്യത്യാസം"
ডিফাৰেন্সিয়েল সূত্ৰ,ഡിഫറൻഷ്യൽ ഫോർമുല
ভেক্টৰৰ পাৰ্থক্য,വെക്റ്ററിന്റെ വ്യത്യാസം
"প্ৰসাৰণ, প্ৰসাৰণ","വ്യാപനം, വ്യാപനം"
"সংখ্যা, ডায়েডেম, আঙুলি","സംഖ്യ, ഡയഡം, വിരൽ"
ডিজিটেল কম্পিউটাৰ,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
অংকি দত্ত,അങ്കി ദത്ത്
"পৰিসৰ, প্ৰস্থ, মাত্ৰা, শক্তি","വ്യാപ്തി, വീതി, അളവ്, ശക്തി"
মাত্ৰাগততা,മാനം
মাত্ৰাহীন,അളവില്ലാത്ത
সমীকৰণৰ মাত্ৰা,സമവാക്യത്തിന്റെ അളവ്
ডাইঅ’ফেন্টাছৰ সমীকৰণ,ഡയോഫാന്റസിന്റെ സമവാക്യം
পতনৰ কোণ,വീഴ്ചയുടെ ആംഗിൾ
ডাইপোল স্থানাংক,ദ്വിധ്രുവ കോർഡിനേറ്റുകൾ
ডাইপোল,ദ്വിധ്രുവം
বাইপিৰামিড,ബൈപിരമിഡ്
dirac ডেল্টা ফাংচন,dirac delta ഫംഗ്ഷൻ
সাধাৰণ স্পৰ্শক,പൊതു സ്പർശം
সোঁকোণ,വലത് കോൺ
প্ৰত্যক্ষ ৰেখা,നേരേയുള്ള വര
স্থান ব্যুৎপত্তি,സ്പേസ് ഡെറിവേറ്റീവ്
"ডাইকোচিন, ডাইকো-কোচাইন","ഡിക്കോസിൻ, ഡിക്കോ-കൊസൈൻ"
ৰ দিশটো সৰ্বোচ্চ,പരമാവധി ദിശ
প্ৰজেকচন দিশ,പ്രൊജക്ഷൻ ദിശ
দিশ অনুপাত,ദിശ അനുപാതം
নিয়ন্ত্ৰণ বৃত্ত,റെഗുലേറ്ററി സർക്കിൾ
নিয়ন্ত্ৰক বৃত্ত,റെഗുലേറ്റർ സർക്കിൾ
এনুলোমা প্ৰডাক্ট,അനുലോമ ഉൽപ്പന്നം
"প্ৰত্যক্ষ প্ৰমাণ, প্ৰত্যক্ষ প্ৰমাণ","നേരിട്ടുള്ള തെളിവ്, നേരിട്ടുള്ള തെളിവ്"
ক্ৰমিক অনুপাত,തുടർച്ചയായ അനുപാതം
ভাগ্য,വിധി
anuloma যোগফল,അനുലോമ തുക
disjointed set,വിഭജിക്കപ്പെട്ട സെറ്റ്
"discontinuity, বিচ্ছিন্নতা, বিচ্ছিন্নতা","നിർത്തലാക്കൽ, നിർത്തലാക്കൽ, ഇടവേള"
ডেৰাইভেটিভৰ বিচ্ছিন্নতা,ഡെറിവേറ്റീവിന്റെ നിർത്തലാക്കൽ
প্ৰথম ধৰণৰ বিচ্ছিন্নতা,ആദ്യ തരം നിർത്തലാക്കൽ
দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা,രണ്ടാമത്തെ തരം നിർത്തലാക്കൽ
বিচ্ছিন্ন বিতৰণ,തുടർച്ചയായ വിതരണം
বিচ্ছিন্ন কাৰ্য্য,തുടർച്ചയായ പ്രവർത്തനം
বিচ্ছিন্ন ভ্যাৰিয়েন্স,തുടർച്ചയായ വ്യതിയാനം
কণা,കണികകൾ
বিচ্ছিন্ন বিতৰণ,തുടർച്ചയായ വിതരണം
বিচ্ছিন্ন সম্ভাৱনা বিতৰণ,തുടർച്ചയായ പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ
বিচ্ছিন্ন যাদৃচ্ছিক চলক,തുടർച്ചയായ റാൻഡം വേരിയബിൾ
বিচ্ছিন্ন নমুনা স্থান,തുടർച്ചയായ സാമ്പിൾ ഇടം
বিচ্ছিন্ন সমষ্টি,വ്യതിരിക്തമായ മൊത്തം
বিচ্ছিন্ন জনসংখ্যা,വ്യതിരിക്തമായ ജനസംഖ്യ
বিচ্ছিন্ন অৱস্থা,വ്യതിരിക്തമായ അവസ്ഥ
বিচ্ছিন্ন ভ্যাৰিয়েন্স,തുടർച്ചയായ വ്യതിയാനം
বিতৰণ কৰ,വിതരണ നികുതി
বৈষম্যমূলক বিশ্লেষণ,വിവേചനപരമായ വിശകലനം
disjointed,വേർപിരിഞ്ഞു
disjointed ইভেন্ট,വിയോജിപ്പുള്ള സംഭവം
disjointed set,വിഭജിക്കപ്പെട്ട സെറ്റ്
disjoint সন্নিৱিষ্ট কৰা,വിഭജനം ചേർക്കൽ
"disjunction, যুক্তিসংগত যোগফল","വിഭജനം, യുക്തിസഹമായ തുക"
"বিক্ষিপ্ততা, বিক্ষিপ্ততা","വിസരണം, ചിതറിക്കൽ"
বিক্ষিপ্ততা লেখচিত্ৰ,ഡിസ്പേർഷൻ ചാർട്ട്
বিক্ষিপ্ততা সূচকাংক,ഡിസ്പർഷൻ സൂചിക
বিক্ষিপ্ততা ডায়েগ্ৰাম,ഡിസ്പർഷൻ ഡയഗ്രം
বিক্ষিপ্ততা মেট্ৰিক্স,ഡിസ്പർഷൻ മാട്രിക്സ്
স্থানচ্যুতি,സ്ഥാനമാറ്റാം
প্ৰদৰ্শন,പ്രദർശനം
কনছ&#39;ল,കൺസോൾ
"অসমান, অসমান","അസമമായ, അസമമായ"
ক্ষয়কাৰী বল,വിഘടിപ്പിക്കുന്ന ശക്തി
দূৰত্বৰ ফলন,ദൂരം പ്രവർത്തനം
দূৰত্ব মডুলাছ,ദൂരം മോഡുലസ്
অবিতৰণমূলক,നോൺ-ഡിസ്ട്രിബ്യൂട്ടീവ്
"বিতৰণ নিয়ম, বিতৰণ নিয়ম","വിതരണ നിയമം, വിതരണ നിയമം"
"to dissipate, বিসৰ্জন কৰা","ചിതറുക, ചിതറുക"
"বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা","വ്യതിചലനം, വ്യതിചലനം, വ്യതിചലനം"
বিচ্ছিন্নতা উপপাদ্য,വ്യതിചലന സിദ്ധാന്തം
ডাইভাৰ্জেন্ট,വിഭിന്ന
বিচ্ছিন্ন পৰিসৰ,വ്യത്യസ്ത ശ്രേണി
বিভক্ত পাৰ্থক্য,വിഭജന വ്യത്യാസം
"বিভাজনযোগ্যতা, বিভাজনযোগ্যতা","വിഭജനം, വിഭജനം"
"বিভাজ্য, বিভাজ্য","ഹരിക്കാവുന്ന, വിഭജിക്കുന്ന"
"বিভাজন, বিভাজন, বিভাজন","വിഭജനം, വിഭജനം, വിഭജനം"
বিভাজন এলগৰিদম,ഡിവിഷൻ അൽഗോരിതം
স্প্লিট ৰিং,സ്പ്ലിറ്റ് റിംഗ്
চতুৰ্ভুজ,ചതുർഭുജം
decagon,ദശാഭുജം
"ডমেইন, ডমেইন, প্ৰদেশ, ভূখণ্ড","ഡൊമെയ്ൻ, ഡൊമെയ്ൻ, പ്രവിശ്യ, പ്രദേശം"
কাৰ্য্যৰ ডমেইন,പ്രവർത്തനത്തിന്റെ ഡൊമെയ്ൻ
সংজ্ঞা-প্ৰদেশ,നിർവ്വചനം-പ്രവിശ്യ
অস্তিত্বৰ অৱস্থা,നിലനിൽപ്പിന്റെ അവസ്ഥ
অভাৰৰাইডিং ডিভাইচ,അസാധുവാക്കൽ ഉപകരണം
ডপলাৰ ইফেক্ট,ഡോപ്ലർ പ്രഭാവം
"পইণ্ট প্ৰডাক্ট, স্কেলাৰ প্ৰডাক্ট","പോയിന്റ് ഉൽപ്പന്നം, സ്കെയിലർ ഉൽപ്പന്നം"
বিন্দুযুক্ত বক্ৰ,കുത്തുകളുള്ള വക്രം
ডুৱেল ডিফাৰেন্সিয়েল,ഡ്യുവൽ ഡിഫറൻഷ്യൽ
ডাবল ঘাতীয় বিতৰণ,ഇരട്ട എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ
ডাবল কইল,ഇരട്ട കോയിൽ
বাইনাৰী অখণ্ড,ബൈനറി ഇന്റഗ്രൽ
বাইনাৰী সংহতি,ബൈനറി സംയോജനം
ডাবল লিমিট,ഇരട്ട പരിധി
ডাবল নমুনা সংগ্ৰহৰ ইভেন্ট,ഇരട്ട സാമ്പിൾ ഇവന്റ്
ডাবল ক্ৰম,ഇരട്ട ക്രമം
ডাবল ছিৰিজ,ഇരട്ട പരമ്പര
ডাবল-সংলগ্ন সংকেত,ഇരട്ട ഘടിപ്പിച്ച നൊട്ടേഷൻ
ডাবল কম্পাইলেচন,ഇരട്ട സമാഹാരം
তললৈ ত্বৰণ,താഴേക്കുള്ള ത്വരണം
তললৈ স্থানান্তৰিত হোৱা,താഴേക്കുള്ള സ്ഥാനചലനം
তললৈ গতি,താഴേക്കുള്ള ചലനം
তললৈ যোৱা বেগ,താഴേക്കുള്ള വേഗത
ট্ৰেকচন,ട്രാക്ഷൻ
ট্ৰেকচন বল,ട്രാക്ഷൻ ഫോഴ്സ്
"দ্বৈত দ্বৈততা,",ഇരട്ട ദ്വൈതത
ডুৱেল বেচ,ഇരട്ട അടിത്തറ
দ্বৈত আভ্যন্তৰীণ উৎপাদন,ഇരട്ട ആന്തരിക ഉൽപ്പന്നം
ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,ഡ്യുവൽ ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം
"ডাবল অপাৰেচন, ডুৱেল অপাৰেচন","ഇരട്ട പ്രവർത്തനം, ഇരട്ട പ്രവർത്തനം"
দ্বৈত সমস্যা,ഇരട്ട പ്രശ്നം
ডুৱেল একক এলগৰিদম,ഡ്യുവൽ സിംഗിൾ അൽഗോരിതം
দ্বৈত একক পদ্ধতি,ഇരട്ട ഒറ്റ രീതി
দ্বৈত স্থান,ഡ്യുവൽ സ്പേസ്
ডুৱেল ভেৰিয়েবল,ഡ്യുവൽ വേരിയബിൾ
দ্বৈত ভেক্টৰ স্থান,ഡ്യുവൽ വെക്റ്റർ സ്പേസ്
নিৰৱ সূচকাংক,നിശബ്ദ സൂചിക
নিৰৱ ফুটাৰ,നിശബ്ദ അടിക്കുറിപ്പ്
নীৰৱ চুক্তি,നിശബ്ദ കരാർ
নিৰৱ চলক,നിശബ്ദ വേരിയബിൾ
ডুপ্লিকেচন,തനിപ്പകർപ്പ്
গতিশীল,ചലനാത്മകം
গতিশীল ব্যৱস্থা,ചലനാത്മക സംവിധാനം
গতিশীল চাহিদা কাৰ্য্য,ഡൈനാമിക് ഡിമാൻഡ് ഫംഗ്ഷൻ
গতিশীল আৰ্হি,ഡൈനാമിക് മോഡൽ
ডাইনামিক প্ৰগ্ৰেমিং,ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি,ഡൈനാമിക് പ്രോഗ്രാമിംഗ് സമീപനം
ডাইনামিক প্ৰগ্ৰেমিং কৌশল,ഡൈനാമിക് പ്രോഗ്രാമിംഗ് ടെക്നിക്കുകൾ
"গতিশীলতা, গতিশীলতা","ചലനാത്മകത, ചലനാത്മകത"
কণা গতিবিদ্যা,കണികാ ചലനാത്മകത
কঠিন শৰীৰৰ গতিশীলতা,ദൃഢമായ ശരീര ചലനാത്മകത
"পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী সংস্পর্শ (ver.)","ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി സമ്പർക്കം (ver.)"
ভূমিকম্পৰ তীব্ৰতা,ഭൂകമ്പ തീവ്രത
কেন্দ্ৰীয়তা,ഉത്കേന്ദ്രത
ধাৰণা,അനുമാനം
অৰ্থনৈতিক পূৰ্বাভাস,ഇക്കണോമെട്രിക് പ്രവചനം
