Marathi,Tamil
कोलोइडल निलंबन,கூழ் இடைநீக்கம்
कोलाइडल प्रणाली,கூழ் அமைப்பு
वर्ण फ्रेम,பாத்திரம் சட்டகம்
"रंगमापक, रंगमापक","வண்ணமானி, நிறமானி"
रंगमापक फोटोमीटर,நிறமானி போட்டோமீட்டர்
रंग विश्लेषण,வண்ண பகுப்பாய்வு
कलरमेट्रिक पॉइंटर,வண்ண அளவீட்டு சுட்டி
कलरमेट्रिक पद्धत,வண்ண அளவீட்டு முறை
रंगमापक चाचणी,நிறமானி சோதனை
वर्णक्रमानुसार,அகரவரிசைப்படி
रंगमिती,வண்ண அளவீடு
वर्णनात्मकपणे,விளக்கமாக
रंगाधळेपण,வண்ண குருட்டுத்தன்மை
वर्ण वेगळे करणे,பாத்திரம் பிரிப்பு
विकृतीकरण,நிறமாற்றம்
वर्ण फुटणे,பாத்திரம் வெடித்தது
चित्र प्रसारित,படம் ஒளிபரப்பு
वर्ण केंद्र,பாத்திர மையம்
वर्ण बदल अंतराल,எழுத்து மாற்ற இடைவெளி
"वर्ण चार्ट, रंग तक्ता","எழுத்து விளக்கப்படம், வண்ண விளக்கப்படம்"
वर्ण मंडळ,பாத்திர வட்டம்
वर्ण कोड,எழுத்து குறியீடு
वर्ण संयोजन,பாத்திர கலவை
वर्ण तुलनाकर्ता,பாத்திர ஒப்பீட்டாளர்
वर्ण पॅकेज,எழுத்து தொகுப்பு
रंगद्रव्य,நிறமி
रंग कॉन्ट्रास्ट,வண்ண வேறுபாடு
वर्ण नियंत्रण,எழுத்து கட்டுப்பாடு
रंगसंगती समन्वय,வர்ணத்தன்மை ஒருங்கிணைப்புகள்
वर्ण सुधारणा फिल्टर,எழுத்து திருத்த வடிகட்டி
वर्ण जोडी,பாத்திர ஜோடி
वर्ण विकास,பாத்திர வளர்ச்சி
क्रोमॅटोग्राम,குரோமடோகிராம்
रंग भेदभाव,வண்ண பாகுபாடு
शब्दलेखन,எழுத்துப்பிழை
रंगाची विसंगती,நிற முரண்பாடு
वर्ण गतिशीलता,பாத்திர இயக்கவியல்
कोर विकृती,முக்கிய குறைபாடு
वर्ण प्रभाव,பாத்திர விளைவு
वर्ण समीकरण,எழுத்துச் சமன்பாடு
रंगद्रव्य,நிறமி
वर्ण हटवणे,எழுத்து நீக்கம்
"रंग स्थिरता, रंग दृढता","வண்ண நிலைத்தன்மை, வண்ண உறுதி"
रंग थकवा,வண்ண சோர்வு
क्रोमॅटोग्राफी,குரோமடோகிராபி
रंगीत चित्रपट,வண்ண படம்
वर्ण फिल्टर,எழுத்து வடிகட்டி
वर्ण फिल्टर मंडळ,எழுத்து வடிகட்டி வட்டம்
वर्ण स्थिरीकरण,பாத்திரம் உறுதிப்படுத்தல்
वर्ण फडफडणे,பாத்திரம் படபடப்பு
वर्ण फ्रेम,பாத்திரம் சட்டகம்
कोर रंजन,கோர் ரஞ்சன்
"वर्ण दिग्दर्शक, रंग मार्गदर्शक","எழுத்து இயக்குனர், வண்ண வழிகாட்டி"
वर्ण साधर्म्य,பாத்திரம் ஒப்புமை
वर्ण ओळख चाचणी,எழுத்து அடையாள சோதனை
"रंगद्रव्य, रंगद्रव्य","நிறமி, நிறமி"
वर्ण क्रूरता,பாத்திரம் வெறித்தனம்
क्रोमॅटिकिटी सर्किट,குரோமசிட்டி சுற்று
"कॅरेक्टर किनेस्कोप, कॅरेक्टर पिक्चर ट्यूब","எழுத்து கினெஸ்கோப், பாத்திரப் படக் குழாய்"
रंग पातळी,வண்ண நிலை
वर्ण व्यवस्थापक,பாத்திர மேலாளர்
रंगसंगती संबंध,வர்ண உறவு
रंगसंगती आकृती,வர்ணத்தன்மை வரைபடம்
क्रोनोमीटर,காலமானி
"रंग जुळणे, रंग जुळणे","வண்ணப் பொருத்தம், வண்ணப் பொருத்தம்"
"रंग पद्धत, वर्ण पद्धत","வண்ண முறை, எழுத்து முறை"
वर्ण अप-रोपण,பாத்திரம் அப்-பதிவு
वर्ण मिश्रण,பாத்திர கலவை
रंग नमुना,வண்ண முறை
वर्णावगम (वर्णा-अवगम),வர்ணவாகம் (வர்ண-அவகம்)
अक्षरे बदलणे,அசை மாற்றம்
रंगीत छायाचित्रण,வண்ண புகைப்படம்
चित्र फलक,பட பலகை
रंग प्लेट,வண்ண தட்டு
वर्ण संभाव्यता,பாத்திர நிகழ்தகவுகள்
रंगीत प्रिंट,வண்ண அச்சு
"अक्षर मुद्रण, वर्ण मुद्रण","எழுத்து அச்சிடுதல், எழுத்து அச்சிடுதல்"
वर्ण शोधक,பாத்திரம் கண்டறிதல்
वर्ण गुणोत्तर,எழுத்து விகிதம்
वर्ण प्रतिक्रिया,பாத்திர எதிர்வினை
वर्ण आरोप,பாத்திரக் குற்றச்சாட்டு
रंग प्रतिरोधक,வண்ண எதிர்ப்பு
वर्ण नमुना दर,எழுத்து மாதிரி விகிதம்
वर्ण नमुना क्रम,எழுத்து மாதிரி வரிசை
तापमान वर्ण स्केल,வெப்பநிலை எழுத்து அளவு
वर्ण नियोजन,பாத்திர திட்டமிடல்
वर्ण वरक आरसा,வர்ண வரக் கண்ணாடி
वर्ण संवेदना,பாத்திரம் உணர்தல்
वर्ण संवेदनशील स्तर,பாத்திரம் உணர்திறன் அடுக்கு
वर्ण संवेदनशीलता,பாத்திர உணர்திறன்
रंग वेगळे करणे,வண்ணப் பிரிப்பு
रंग वेगळे पत्रक,வண்ணப் பிரிப்பு தாள்
वर्ण जागा,எழுத்து வெளி
वर्ण स्टॅबिलायझर,எழுத்து நிலைப்படுத்தி
रंग स्थिरता,வண்ண நிலைத்தன்மை
रंग उत्तेजक कार्य,வண்ண தூண்டுதல் செயல்பாடு
वर्ण उत्तेजक तपशील,எழுத்து தூண்டுதல் விவரக்குறிப்பு
"रंग प्रबळ, रंग प्रबळ","நிறம் ஆதிக்கம், நிறம் ஆதிக்கம்"
वर्ण आरोप,பாத்திரக் குற்றச்சாட்டு
वर्ण निलंबन,எழுத்து இடைநீக்கம்
वर्ण समक्रमण सिग्नल,எழுத்து ஒத்திசைவு சமிக்ஞை
त्रिवर्ण प्रणाली,திரிவர்ண அமைப்பு
रंगीत दूरदर्शन,வண்ண தொலைக்காட்சி
रंगीत टेलिव्हिजन ट्रान्समीटर,வண்ண தொலைக்காட்சி டிரான்ஸ்மிட்டர்
"रंग तापमान, रंग तापमान","வண்ண வெப்பநிலை, வண்ண வெப்பநிலை"
"वर्ण प्रतिमा, रंग टोन","பாத்திரப் படம், வண்ணத் தொனி"
"रंग ट्रेस, रंग ट्रेस","வண்ண சுவடு, வண்ண சுவடு"
"कॅरेक्टर ट्रान्समिशन, कॅरेक्टर ट्रान्समिशन","எழுத்துப் பரிமாற்றம், எழுத்துப் பரிமாற்றம்"
रंगीत पारदर्शक,நிற வெளிப்படையான
वर्ण त्रिकूट,பாத்திரம் மூவர்
"रंग त्रिकोण, रंग त्रिकोण","வண்ண முக்கோணம், வண்ண முக்கோணம்"
रंगीत नळी,வண்ண குழாய்
वर्ण दृष्टी,பாத்திரப் பார்வை
वर्ण मंडळ,பாத்திர வட்டம்
रंगीत क्रिस्टल्स,வண்ண படிகங்கள்
स्टेन्ड ग्लास,கறை படிந்த கண்ணாடி
"रंग घटक, रंग घटक","வண்ண காரணி, வண்ண காரணி"
रंगहीन,"நிறமற்ற, நிறமற்ற"
"स्तंभ, स्तंभ","நிரல், நிரல்"
स्तंभ वर्ण लेखन,பத்தி எழுத்து எழுத்து
स्तंभ,நெடுவரிசை
स्तंभ आयनीकरण,நெடுவரிசை அயனியாக்கம்
"स्वल्पविराम, टफ्ट, शेपटी, विचारा","கமா, டஃப்ட், வால், கேள்"
स्वल्पविराम लोब,கமா மடல்
"कंघी अँटेना, समांतर अँटेना","சீப்பு ஆண்டெனா, இணை ஆண்டெனா"
"कंघी फिल्टर, समांतर फिल्टर","சீப்பு வடிகட்டி, இணை வடிகட்டி"
लष्करी ऑपरेशनल नेट,இராணுவ செயல்பாட்டு வலை
"संयोजन, संयोजन, जमा","சேர்க்கை, சேர்க்கை, குவிப்பு"
संमिश्र रंग,கலப்பு நிறம்
संयोजन त्रुटी,சேர்க்கை பிழை
कनेक्शन अंतराल,இணைப்பு இடைவெளி
"कॉम्बिनेशन लाइन, टर्म कॉम्बिनेशन लाइन","கூட்டு வரி, கால சேர்க்கை வரி"
संमिश्र मायक्रोफोन,கூட்டு ஒலிவாங்கி
एकत्रित हालचाल,ஒருங்கிணைந்த இயக்கம்
कनेक्टिंग प्लेट,இணைக்கும் தட்டு
वाक्प्रचार,சொற்றொடர்
एकत्रित रेयॉन सूत्र,ஒருங்கிணைந்த ரேயான் சூத்திரம்
एकत्रित प्रतिक्रिया,ஒருங்கிணைந்த எதிர்வினை
जमा विखुरणे,திரட்சி சிதறல்
संमिश्र स्वर,கூட்டு உயிர்
संमिश्र टवील,கூட்டு twill
संमिश्र स्वर,கூட்டு உயிர்
समुदाय अँटेना,சமூக ஆண்டெனா
सामान्य फील्ड तंत्रज्ञान,பொதுவான துறை தொழில்நுட்பம்
दहन-प्रोपल्शन इंजिन,எரிப்பு-உந்து இயந்திரம்
संयुक्त प्रणाली,கூட்டு அமைப்பு
संयोग,இணைப்பு
मिक्सर सर्किट,கலவை சுற்று
दायित्व,பொறுப்பு
दायित्व,பொறுப்பு
दहन-प्रोपल्शन इंजिन,எரிப்பு-உந்து இயந்திரம்
ज्वलन उपकरणे,எரிப்பு உபகரணங்கள்
ज्वलन बॉम्ब,எரிப்பு குண்டு
दहन कक्ष,எரிவறை
ज्वलन तापमान,எரிப்பு வெப்பநிலை
ज्वलन ट्यूब,எரிப்பு குழாய்
ज्वलन प्रणाली,எரிப்பு அமைப்பு
वचनबद्ध,உறுதி
कोलोनेट,கொலோனெட்
आज्ञा,கட்டளை
कमांड सिग्नल,கட்டளை சமிக்ஞை
विनाश आदेश सिग्नल,அழிவு கட்டளை சமிக்ஞை
कमांड लाइन,கட்டளை வரி
कमांड सिस्टम,கட்டளை அமைப்பு
आदेश विचलन मर्यादा,கட்டளை விலகல் வரம்பு
कमांड सेट,கட்டளை தொகுப்பு
केशरचना,சிகை அலங்காரம்
व्यावसायिक फेराइट,வணிக ஃபெரைட்
व्यावसायिक दूरदर्शन,வணிக தொலைக்காட்சி
ट्रेडिंग कार्यक्रम,வர்த்தக திட்டம்
"सामान्य, सामान्य, सामान्य, सामान्य, सामान्य","பொதுவான, பொதுவான, பொதுவான, பொதுவான, பொதுவான"
समुदाय अँटेना,சமூக ஆண்டெனா
"कॉमन बेस, कॉमन बेस","பொதுவான அடிப்படை, பொதுவான அடிப்படை"
नाळ,தொப்புள் கொடி
सामान्य कलेक्टर,பொதுவான சேகரிப்பான்
सामान्य कलेक्टर सर्किट,பொதுவான சேகரிப்பான் சுற்று
सामान्य उत्सर्जक,பொதுவான உமிழ்ப்பான்
सामान्य एमिटर सर्किट,பொதுவான உமிழ்ப்பான் சுற்று
सामान्य फील्ड तंत्रज्ञान,பொதுவான துறை தொழில்நுட்பம்
"सामान्य प्रतिबाधा, सामान्य प्रतिबाधा","பொதுவான மின்மறுப்பு, பொதுவான மின்மறுப்பு"
बेरीज आयन प्रभाव,தொகை அயனி விளைவு
सामान्य मोड रिझोल्यूशन प्रमाण,பொதுவான பயன்முறை தெளிவுத்திறன் விகிதம்
सामान्य मोड सिग्नल,பொதுவான முறை சமிக்ஞை
"सामान्य एकाधिक, सामान्य","பொதுவான பல, பொதுவான"
सामान्य क्रिस्टल,சாதாரண படிக
सामान्य परिष्करण,பொதுவான சுத்திகரிப்பு
सामुहिक साठा,பொது பங்கு
सामान्य सममिती,பொது சமச்சீர்
सामान्य सममिती घटक,பொது சமச்சீர் உறுப்பு
सामान्य स्थिती,பொதுவான நிலை
सामान्य मोड रिझोल्यूशन,பொதுவான பயன்முறை தீர்மானம்
संसर्गजन्य अवस्था,தொற்று நிலைகள்
कम्युनिकेशन्स,தொடர்புகள்
संप्रेषण चॅनेल,தொடர்பு சேனல்கள்
संप्रेषण त्रुटी,தகவல் பிழை
संप्रेषण अभियांत्रिकी,தொடர்பு பொறியியல்
संप्रेषण नकाशा,தொடர்பு வரைபடம்
ऊर्जा प्रेषण,ஆற்றல் பரிமாற்றம்
सिग्नल रिसीव्हर,சமிக்ஞை பெறுதல்
संप्रेषण उपग्रह,தகவல் தொடர்பு செயற்கைக்கோள்
संप्रेषण प्रणाली,தொடர்பு அமைப்பு
समुदाय अँटेना,சமூக ஆண்டெனா
"वायर टेलिव्हिजन, कम्युनिटी टेलिव्हिजन","தந்தி தொலைக்காட்சி, சமூக தொலைக்காட்சி"
वळवणे,திசைதிருப்ப
कनवर्टर कॅपेसिटर,மாற்றி மின்தேக்கி
डायव्हर्जन झोन,திசைதிருப்பல் மண்டலம்
उलट ध्रुव,தலைகீழ் துருவம்
प्रतिगामी प्रतिक्रिया,பிற்போக்கு எதிர்வினை
"विक्षेपण, डेटा बदल, क्रमपरिवर्तन","விலகல், தரவு மாற்றம், வரிசைமாற்றம்"
रूपांतर गुणांक,மாற்றும் குணகம்
बदली क्षेत्र,பரிமாற்ற புலம்
"कम्युटेटर, कम्युटेटर, कम्युटेटर","கம்யூட்டர், கம்யூட்டர், கம்யூட்டர்"
परस्पर स्विच,பரஸ்பர சுவிட்ச்
कोमोल,கொமோல்
मिश्र स्वर,கலப்பு தொனி
कॉम्पॅक्ट्रॉन,காம்பாக்ட்ரான்
कॉम्प्रेशन ट्रान्समिशन,சுருக்க பரிமாற்றம்
कंप्रेसर,அமுக்கி
"तुलना करणारा, तुलना करणारा","ஒப்பீட்டாளர், ஒப்பிடுபவர்"
तुलनात्मक सर्किट,ஒப்பீட்டு சுற்று
तुलना पद्धत,ஒப்பீட்டு முறை
तुलना पद्धत,ஒப்பீட்டு முறை
तुलनात्मक अँटेना,ஒப்பீட்டு ஆண்டெனா
तुलना पूल,ஒப்பீட்டு பாலம்
तुलना युनिट,ஒப்பீட்டு அலகு
वारंवारतांची तुलना,அதிர்வெண்களின் ஒப்பீடு
तुलनात्मक स्पेक्ट्रोस्कोप,ஒப்பீட்டு நிறமாலை
स्पेक्ट्रमची तुलना करा,ஸ்பெக்ட்ரத்தை ஒப்பிடுக
तुलना तारे,ஒப்பீட்டு நட்சத்திரங்கள்
तुलना चाचणी,ஒப்பீட்டு சோதனை
"होकायंत्र, होकायंत्र, होकायंत्र","திசைகாட்டி, திசைகாட்டி, திசைகாட்டி"
कंपास कार्ड,திசைகாட்டி அட்டை
कंपास डायल,திசைகாட்டி டயல்
सूचक त्रुटी,காட்டி பிழை
"होकायंत्र उत्तर-कोन, होकायंत्र अभिमुखता","திசைகாட்டி வடக்கு கோணம், திசைகாட்டி நோக்குநிலை"
"डिकलिस्टी, कुतुबनुमाची सुई","திக்லிஸ்டி, குதுப்னுமாவின் ஊசி"
"सुसंगतता, सुसंगतता, सुसंगतता, सुसंगतता","இணக்கத்தன்மை, இணக்கத்தன்மை, இணக்கத்தன்மை, இணக்கத்தன்மை"
सुसंगत समीकरण,ஒத்திசைவான சமன்பாடு
सातत्यपूर्ण प्रवेग,சீரான முடுக்கம்
सुसंगत रंगीत दूरदर्शन,இணக்கமான வண்ண தொலைக்காட்சி
सुसंगत सिंगल साइड बँड यंत्रणा,இணக்கமான ஒற்றை பக்க பேண்ட் மெக்கானிசம்
सुसंगत स्टिरिओ सिस्टम,ஒத்திசைவான ஸ்டீரியோ அமைப்பு
"भरपाई, बदला","ஈடு செய், பழிவாங்கு"
प्रतिसंतुलित अल्टरनेटर,எதிர் சமநிலை மின்மாற்றி
भरपाई करणारे अॅम्प्लीफायर,ஈடுசெய்யும் பெருக்கி
तिरस्करणीय शक्ती,விரட்டும் சக்தி
घड्याळाच्या उलट दिशेने निर्धारक,எதிரெதிர் திசையில் தீர்மானிப்பான்
प्रतिकार करणारा पेंडुलम,எதிர் ஊசல்
भरपाई देणारा सेमीकंडक्टर,ஈடுசெய்யும் குறைக்கடத்தி
प्रतिसंतुलित व्होल्टमीटर,எதிர் சமநிலை மின்னழுத்தமானி
भरपाई करणारा लाउडनेस कंट्रोलर,ஈடுசெய்யும் ஒலி கட்டுப்படுத்தி
प्रतिसंतुलित वॅटमीटर,எதிர் சமநிலை வாட்மீட்டர்
प्रतिशोधात्मक ग्राउंड पेनल्टी,பழிவாங்கும் தரை தண்டனை
चुकीची भरपाई,துல்லியமின்மையை ஈடுசெய்கிறது
काउंटरवेलिंग फेरफार,எதிர் கையாளுதல்
प्रतिकार,எதிர் நடவடிக்கைகள்
भरपाईचे जाळे,இழப்பீடு வலை
भरपाई देणारी प्लेट,ஈடுசெய்யும் தட்டு
"भरपाई, भरपाई, भरपाई","இழப்பீடு, இழப்பீடு, இழப்பீடு"
परावर्तित सूर्यकिरण मोजले,பிரதிபலித்த சூரிய கதிர்வீச்சு அளவிடப்படுகிறது
भरपाई सिग्नल,ஈடுசெய்யும் சமிக்ஞை
प्रतिकार प्रमेय,எதிர்ப்பு தேற்றம்
प्रतिकार,எதிர் நடவடிக்கைகள்
प्रतिउद्देश,எதிர் நோக்கம்
"संकलन, व्याख्या","தொகுத்தல், விளக்கம்"
संकलन तक्ता,தொகுப்பு விளக்கப்படம்
संग्रह साहित्य,சேகரிப்பு பொருள்
"संकलन, व्याख्या","தொகுத்தல், விளக்கம்"
"दुभाषी, संकलक","மொழிபெயர்ப்பாளர், தொகுப்பாளர்"
भाषेचा अर्थ लावणे,மொழி விளக்கம்
व्याख्या,விளக்கம்
पूरक कनवर्टर,நிரப்பு மாற்றி
पूरकता,நிரப்புத்தன்மை
पूरकता,நிரப்புத்தன்மை
पूरक प्रवेग,துணை முடுக்கம்
पूरक योग,நிரப்பு யோகா
पूरक कोन,நிரப்பு கோணம்
पूरक अँटेना,நிரப்பு ஆண்டெனா
पूरक आधार,துணை அடிப்படை
पूरक रंगद्रव्य,நிரப்பு நிறமி
पूरक रंग,நிரப்பு நிறங்கள்
पूरक कार्यक्रम,நிரப்பு நிகழ்வு
पूरक फिल्टर,நிரப்பு வடிகட்டி
पूरक जनुक,நிரப்பு மரபணு
पूरक सुसंवाद,நிரப்பு இணக்கம்
पूरक ट्रान्झिस्टर,நிரப்பு டிரான்சிஸ்டர்
पूरक जाळी,நிரப்பு லட்டு
पूर्ण,முழுமை
पूर्ण कंपाइलर,முழு தொகுப்பி
संपूर्ण विश्लेषण,முழு பகுப்பாய்வு
पूर्ण नफा,முழுமையான ஆதாயம்
पूर्ण समृद्धी,முழு செழிப்பு
पूर्ण जाळी,முழு லட்டு
पूर्ण ब्रेकडाउन,முழுமையான முறிவு
पूर्ण सेल,முழுமையான செல்
"जटिल, जटिल, जटिल, जटिल संघ, जटिल रॉक असोसिएशन","சிக்கலான, சிக்கலான, சிக்கலான, சிக்கலான தொழிற்சங்க, சிக்கலான ராக் சங்கம்"
संमिश्र प्रवेश,கூட்டு ஊடுருவல்
जटिल अणू,சிக்கலான அணு
जटिल कॅथोड,சிக்கலான கேத்தோடு
जटिल वैशिष्ट्यपूर्ण कार्य,சிக்கலான பண்பு செயல்பாடு
जटिल पाठपुरावा,சிக்கலான பின்தொடர்தல்
जटिल स्थिरांक,சிக்கலான மாறிலி
संमिश्र जोडणी,கூட்டு இணைப்பு
जटिल डेटा,சிக்கலான தரவு
संमिश्र डायलेक्ट्रिक निर्देशांक,கலப்பு மின்கடத்தா குறியீடு
संमिश्र विस्थापन,கூட்டு இடப்பெயர்ச்சி
संमिश्र प्रदर्शन,கூட்டு காட்சி
जटिल दोष,சிக்கலான தவறு
संमिश्र वारंवारता,கலப்பு அதிர்வெண்
जटिल कार्य,சிக்கலான செயல்பாடு
संमिश्र प्रतिबाधा,கூட்டு மின்மறுப்பு
संमिश्र अपवर्तक निर्देशांक,கலப்பு ஒளிவிலகல் குறியீடு
जटिल यंत्रणा,சிக்கலான பொறிமுறை
संमिश्र मॉड्यूलस,கலப்பு மாடுலஸ்
जटिल मोनोक्रोमॅटिक घटक,சிக்கலான ஒற்றை நிற கூறு
मिश्र स्वर,கலப்பு தொனி
जटिल संख्या,சிக்கலான எண்
जटिल ऑपरेटर,சிக்கலான ஆபரேட்டர்
संमिश्र विमान,கலப்பு விமானம்
संमिश्र क्षमता,கூட்டு திறன்
संमिश्र विभव कूप मॉडेल्स,கலப்பு விபாவ் கூபே மாடல்கள்
जटिल बेरीज,சிக்கலான தொகை
संमिश्र विकिरण,கலப்பு கதிர்வீச்சு
संमिश्र अपवर्तक निर्देशांक,கலப்பு ஒளிவிலகல் குறியீடு
संमिश्र प्रतिकार,கூட்டு எதிர்ப்பு
संमिश्र परिणाम,கூட்டு விளைவாக
संमिश्र रचना,கூட்டு அமைப்பு
"संमिश्र टेन्सर क्षेत्र, जटिल टेन्सर क्षेत्र","காம்போசிட் டென்சர் ஏரியா, காம்ப்ளக்ஸ் டென்சர் ஏரியா"
जटिल युनिट,சிக்கலான அலகு
जटिल चल,சிக்கலான மாறி
संमिश्र वेग,கூட்டு வேகம்
संमिश्र वेग घटक,கலப்பு வேகக் கூறு
संमिश्र लहर,கலப்பு அலை
संमिश्र लहर जनरेटर,கலப்பு அலை ஜெனரேட்டர்
जटिल तरंग संख्या,சிக்கலான அலை எண்
जटिल झीमन प्रभाव,சிக்கலான ஜீமன் விளைவு
स्वरूप,வடிவம்
जटिल आयन,சிக்கலான அயனி
पाठपुरावा,பின்தொடர்தல்
उत्तराधिकार स्थिर,வாரிசு மாறிலி
"जटिल लघुचित्रे, गुंतागुंतीचे शॉट्स","சிக்கலான சிறு உருவங்கள், சிக்கலான காட்சிகள்"
"घटक, संबंधित घटक","கூறு, தொடர்புடைய கூறு"
घटक विश्लेषण,கூறு பகுப்பாய்வு
घटक अणू,தொகுதி அணு
घटक पूरक अपयश,கூறு நிரப்பு தோல்வி
घटक अवलंबून अपयश,கூறு சார்ந்த தோல்வி
घटक विस्थापन,கூறு இடப்பெயர்ச்சி
घटक समीकरण,கூறு சமன்பாடு
घटक घटना,கூறு நிகழ்வு
घटक अवलंबून अपयश,கூறு சார்ந்த தோல்வி
विस्थापन घटक,இடப்பெயர்ச்சி காரணி
परस्परसंवाद घटक,தொடர்பு கூறு
स्केलर घटक,அளவிடல் கூறு
तणाव घटक,மன அழுத்தம் காரணி
स्केलर घटक,அளவிடல் கூறு
भिन्नता घटक,மாறுபாடு காரணி
वेक्टर घटक,திசையன் கூறு
वेग घटक,வேகக் காரணி
घटक प्रक्षेपण,கூறு திட்டம்
घटक संश्लेषण,கூறு தொகுப்பு
घटक अपयश,காரணி தோல்வி
मिश्र धातु एनोड,அலாய் அனோட்
संयुक्त शिक्षा,கூட்டு தண்டனை
मिश्र धातु केबल,அலாய் கேபிள்
एकत्रित सर्किट,ஒருங்கிணைந்த சுற்று
मिश्र वर्ण सिग्नल,கலப்பு எழுத்து சமிக்ஞை
मिश्र दोष,கலப்பு தவறு
एकत्रित इलेक्ट्रोड,ஒருங்கிணைந்த மின்முனை
"एकत्रित घटना, मिश्र घटना","ஒருங்கிணைந்த நிகழ்வு, கலப்பு நிகழ்வு"
संमिश्र फिल्टर,கலப்பு வடிகட்டி
मिश्र धातुची जाळी,அலாய் லட்டு
मिश्रधातू मॉड्यूलेशन व्होल्टेज,அலாய் மாடுலேஷன் மின்னழுத்தம்
मिश्रित चित्र,கலப்பு படம்
मिश्रित चित्र सिग्नल,கலப்பு பட சமிக்ஞை
संमिश्र प्रोजेक्शन,கூட்டுத் திட்டம்
मिश्रित नाडी,கலந்த துடிப்பு
मिश्रित व्यस्त जाळी,கலப்பு தலைகீழ் லட்டு
"मॉन्टेज शॉट, मॉन्टेज लघुचित्र","மாண்டேஜ் ஷாட், மாண்டேஜ் மினியேச்சர்"
मिश्र धातु स्पेक्ट्रम,அலாய் ஸ்பெக்ட்ரம்
मिश्रित सिंक्रोनाइझेशन,கலப்பு ஒத்திசைவு
संयुक्त यमल,ஐக்கிய யமல்
मिश्र धातु व्हिडिओ सिग्नल,அலாய் வீடியோ சிக்னல்கள்
"रचना, रचना, रचना","கலவை, கலவை, கலவை"
त्वरणाचा संयोजन कायदा,முடுக்கம் சேர்க்கை சட்டம்
जोडणी,இணைத்தல்
बल संयोजन,படை சேர்க்கை
वेक्टर संयोजन,திசையன் கலவை
संमिश्र ड्रायव्हर,கூட்டு இயக்கி
"मिश्रित, मिश्रित, एकत्रित, खुले","கலப்பு, கலப்பு, இணைந்த, திறந்த"
संयुक्त शिक्षा,கூட்டு தண்டனை
कंपाऊंड इग्निटर,கூட்டு பற்றவைப்பு
कंपाऊंड सर्किट,கலவை சுற்று
संमिश्र क्रिस्टल,கலப்பு படிகம்
मिश्र दोष,கலப்பு தவறு
"कंपाऊंड इंजिन, द्विपदी इंजिन","கூட்டு இயந்திரம், இருபக்க இயந்திரம்"
मिश्रित अंश,கலப்பு பின்னம்
मिश्र वारंवारता वितरण,கலப்பு அதிர்வெண் விநியோகம்
"कंपाऊंड फंक्शन, कंपाऊंड फंक्शन","கூட்டு செயல்பாடு, கூட்டு செயல்பாடு"
कंपाऊंड जनरेटर,கலவை ஜெனரேட்டர்
"कंपाऊंड हॉर्न, कंपाऊंड हॉर्न","கூட்டு கொம்பு, கூட்டு கொம்பு"
संमिश्र इंटरफेरोमीटर,கலப்பு இன்டர்ஃபெரோமீட்டர்
मिश्र धातुची जाळी,அலாய் லட்டு
संमिश्र लेन्स,கலப்பு லென்ஸ்
"संयुक्त लीव्हर, संयुक्त लीव्हर","ஒருங்கிணைந்த நெம்புகோல், ஒருங்கிணைந்த நெம்புகோல்"
कंपाऊंड मायक्रोस्कोप,கூட்டு நுண்ணோக்கி
मिश्र मॉड्यूलेशन,கலப்பு பண்பேற்றம்
कंपाऊंड मोटर,கூட்டு மோட்டார்
मिश्र स्वर,கலப்பு தொனி
"संयुक्त केंद्रक, संलयन केंद्रक","இணைந்த கரு, இணைவு கரு"
फ्यूजनल न्यूक्लियस मॉडेल,இணைவு கரு மாதிரி
मिश्र संख्या,கலப்பு எண்
मिश्र ऑपरेशन,கலப்பு செயல்பாடு
asral लोलक,அஸ்ரல் ஊசல்
एकत्रित फोटोइलेक्ट्रिक प्रभाव,ஒருங்கிணைந்த ஒளிமின் விளைவு
संयुक्त बोर्ड,கூட்டு பலகை
कंपाऊंड टर्बाइन,கூட்டு விசையாழி
मिश्र कुंडली,மிஸ்ரா குண்ட்லி
मिश्र धातु कॉइल,அலாய் சுருள்
एकत्रित ट्रान्झिस्टर,ஒருங்கிணைந்த டிரான்சிஸ்டர்
एकत्रित लवचिक श्रेणी,ஒருங்கிணைந்த மீள் வரம்பு
एकत्रित वेग,ஒருங்கிணைந்த வேகம்
"प्रदेशांचे संयोजन, टेन्सर्सचे संयोजन","பிரதேசங்களின் சேர்க்கை, டென்சர்களின் சேர்க்கை"
वेग संयोजन,வேக கலவை
कॉम्प्रेस (सं.) कॉम्प्रेस (v.),அமுக்கி (எட்.) அமுக்கி (வி.)
संकुचित,சுருக்கப்பட்டது
संकुचित शरीर,சுருக்கப்பட்ட உடல்
संकुचित वायू,அழுத்தப்பட்ட வாயு
संकुचितता,சுருக்கத்தன்மை
संकुचितता सुधारणा,சுருக்க மாற்றம்
संकुचितता गुणांक,சுருக்க குணகம்
संकुचितता गुणांक,சுருக்க குணகம்
संक्षेप,சுருக்கம்
संकुचित करण्यायोग्य शरीर,சுருக்கக்கூடிய உடல்
संकुचित प्रवाह,அழுத்த ஓட்டம்
संकुचित अशांतता,அமுக்கக் கொந்தளிப்பு
कंप्रेसर मशीन,அமுக்கி இயந்திரம்
संक्षेप,சுருக்கம்
कॉम्प्रेशन मर्यादा,சுருக்க வரம்பு
कॉम्प्रेशन मोड,சுருக்க முறை
