Tamil,Hindi
உமிழ்ப்பான் இணைந்த பெருக்கி,उत्सर्जक युग्मित प्रवर्धक
உமிழ்ப்பான் பரவல்,उत्सर्जक विसरण
உமிழ்ப்பான் பின்னிணைப்பு,उत्सर्जक अनुगामी
உமிழ்ப்பான் மின்தடை,उत्सर्जक प्रतिरोधक
உமிழ்ப்பான் நிலைப்படுத்தப்பட்ட நோக்குநிலை கட்டமைப்பு,उत्सर्जक स्थायीकृत अभिनति विन्यास
உமிழ்ப்பான் அடிப்படை சந்திப்பு,उत्सर्जक आधार संधि
"உமிழ்ப்பான் இணைந்த தர்க்கம், ECL","उत्सर्जक युग्मित तर्क, ई.सी.एल."
இயந்திரமயமாக்கப்பட்டது,यंत्रानुकरणकारी
செயல்படுத்த,इनेब्ल
அடைப்பு,संपुटीकरण
கொடித்ரா,कोडीत्र
குறியாக்கம்,एनक्रिप्शन
வட்ட ஆதாயம்,परिचक्रीय हासिल
மாற்றம்,रूपांतरणांत
அமைப்பு ரீதியான,संचिकांत
வட்ட இடப்பெயர்ச்சி,परिचक्रीयय विस्थापन
நீளமான ஆண்டெனா,अनुदैर्ध्य ऐन्टेना
நீளமான வரிசை,अनुदैर्ध्य व्यूह
ஆற்றல்,ऊर्जा
ஆற்றல் பட்டை,ऊर्जा पट्टी
பட்டை இடைவெளியை,ऊर्जा अंतराल
ஆற்றல் நிலை,ऊर्जा स्तर
ஆற்றல் நிலை வரைபடம்,ऊर्जा स्तर आरेख
மேம்படுத்தப்பட்ட விரிவாக்கப்பட்ட நிறை விவரக்குறிப்பு,संवृद्धिधत प्रसरित संहति विनिर्देश
அதிகரிக்கப்பட்ட கட்டுரைப் பதிவாளர்,संवृद्धिधत आलेख उपायोजक
வளர்ச்சி,संवृद्धि
வளர்ச்சி முறை,संवृद्धि प्ररूप
மேம்படுத்தப்பட்ட Mosfet,संवृद्धीय मॉसफेट
என்ட்ரோபி,एन्ट्रॉपी
உறை demodulator,अन्वालोप विमाडुलक
சூழல்,पर्यावरण
"எபிடாக்ஸி வளர்ச்சி, ஏறுமுக வளர்ச்சி","एपीटैक्सीय वृद्धि, अधिरोही वृद्धि"
"எபிட்ராசியல் அடுக்கு, ஏறுவரிசை அடுக்கு","एपीट्रैक्सीय परत, अधिरोही परत"
"எபிடாக்ஸி, மேலெழுதுதல்","एपीटैक्सी, अधिरोही"
எபோக்சி-ஃபைபர் கண்ணாடி நிலை,एपाक्सी-फाइबर ग्लास स्तर
EP-ROM,ईपी-रोम
எப்சிலான்,इप्साइलन
சமப்படுத்துதல்,समकारीकरण
சமநிலை சுற்று,समकारी परिपथ
சமத்துவம்,समानता
சமன்பாடு,समकरण
சமநிலை வடிகட்டி,समकारक फिल्टर
சமன்பாடு,समीकरण
பூமத்திய ரேகை விமானம்,विषुवतीय समतल
ஐசோபோடென்ஷியல் கோடு,समविभव रेखा
equipotential பக்கம்,समविभवी पृष्ठ
சமமான சுற்று,समतुल्य परिपथ
சமமான உள்ளீடு இரைச்சல் ஜெனரேட்டர்,समतुल्य निवेश रव जनित्र
சமமான உள்ளீடு இரைச்சல் எதிர்ப்பு,समतुल्य निवेश रव प्रतिरोध
சமமான ஐசோடோபிக் கதிர்வீச்சு சக்தி,तुल्य समदैशिक विकीर्ण शक्ति
அழி,मिटाना
ஆற்றல் செயல்முறை,ऊर्जापथी प्रक्रम
பிழை கட்டுப்பாட்டு குறியீட்டு முறை,त्रुटि नियंत्रण कोडन
பிழை திருத்தம் குறியீடு,त्रुटि संशोधन कूट
பிழை கண்டறிதல் குறியீடு,त्रुटि संसूचन कूट
பிழை கையாளுதல்,त्रुटि हस्तन
பிழை விகிதம்,त्रुटि दर
பிழை மின்னழுத்தம்,त्रुटिवोल्टता
பிழை பெருக்கி,त्रुटि प्रवर्धक
இசக்கி டையோடு,एसाकी डायोड
பொறித்தல்,निक्षारण
ஈதர்நெட்,इथरनेट
யூலரின் தேற்றம்,ऑयलर-प्रमेय
வீச்சு குறைப்பு முறை,आयाम ह्रासी विधा
ஆவியாதல் செயல்முறை,वाष्पीकरण प्रक्रम
மின் திசையன்,ई-सदिश
சமத்துவம்,सम-समता
விதிவிலக்கு கையாளுதல்,अपवाद हस्तन
கூடுதல் இரைச்சல் விகிதம்,अतिरिक्त रव अनुपात
மூன்று குறியீடு,त्रैधिक कूट
தூண்டுதல் அட்டவணை,उत्तेजन टेबल
எதிரொலி XOR வாயில்,प्रतिध्वनि XOR गेट
செயல்படுத்தும் மென்பொருள்,निष्पादन सॉफ्टवेयर
மரணதண்டனை நகர்வு,निष्पादन चाल
செயல்படுத்தும் நேரம்,निष्पादन काल
பிரத்தியேக நார் கேட்,एक्सक्लुसिव नॉर गेट
ஒளிபரப்பாளர்,प्रसारित्र
அதிவேக சிதைவு,चरघातांकी क्षय
அதிவேக டையோடு,चरघातांकी डायोड
அதிவேக ஃபோரியர் தொடர்,चरघातांकी फूरीय श्रेणी
அதிவேக செயல்பாடு,चरघातांकी फलन
வெளிப்புற அதிர்வெண் எதிர்ப்பு,बाह्य आवृत्ति प्रतिकार
மிக அதிக அதிர்வெண்,अति उच्च आवृत्ति
உயர் திறன்,अत्यधिक विभव
மிகக் குறுகிய அதிர்வெண்,अतिलघु आवृत्ति
கடத்தாத குறைக்கடத்தி,अपद्रव्यी अर्द्धचालक
திறந்த கோப்பு,संचिका खोलना
குறைக்கடத்தி உற்பத்தி,अर्द्धचालक संविरचन
ஃபேப்ரி பெரோ ரெசனேட்டர்,फैब्री पेरो अनुनादक
குழு,फलक
பெருக்கி,गुणक
காரணியான,क्रमगुणित
லாகுனா,अवतीव्रण
தணிவு,क्षीणन
தணிவு,क्षीणन
ஃபாஹி ஒருதலைப்பட்ச ஊடுருவல் அளவிடுபவர்,फाही एकमुखी पारगम्यता मापी
தோல்வி,विफलता
தோல்வி முறை,विफल विधा
தோல்வி விகிதம்,विफलता दर
சிகப்பு குழந்தை செமிகண்டக்டர்,फेयर चाइल्ड अर्द्धचालक
வீழ்ச்சி காலம்,पतन काल
பதி கலாட் கோர்,पाती कालद कोर
பேட் கோர்,पाती कोर
சரிவு,अवपात
பொய்,असत्य
மடித்த காகிதம்,वलित कागज
உள்ளீடு,निवेशांक
வெளியீட்டு எண்,निर्गमांक
ஃபாரட்,फैराड
ஃபாரடே விளைவு,फैराडे प्रभाव
ஃபாரடே சுழற்சி,फैराडे घूर्णन
ஃபாரடே திரை,फैराडे स्क्रीन
ஃபாரடே மாறிலி,फैराडे स्थिरांक
ஃபாரடேயின் சட்டம்,फैराडे का नियम
பிரதி,प्रतिकृति
பிரதி பெறுபவர்,प्रतिकृति अभिग्राही
பிரதி தொடர்பாளர்,प्रतिकृति संचारी/प्रेषित्र
பிரதி,प्रतिकृति
பிரதி சமிக்ஞை,प्रतिकृति सिग्नल
கூர்மையான கோர்,तीव्र कोर
விரைவான நான்கு உருமாற்றம்,द्रूत फूरिये रूपांतर
கப்பல் ரசீது டிங்காரி,क्षिप्र प्राप्ति दिण्कारी
கோப்பு ஒதுக்கீடு அட்டவணை,संचिका नियतन सारिणी
கொடிய பிழை,घातक त्रुटि
பெற்றோர் கோப்பு,जनक संचिका
உள்ளீடு,निवेशांक
"தவறு, தவறு","दोष, भ्रंश"
தவறு பகுப்பாய்வு,दोष विश्लेषण
தவறு மதிப்பீடு,दोष कोटि-निर्धारण
தவறு உள்ளூர்மயமாக்கல்,भ्रंश स्थानीकरण
உள்ளூர் பாலத்தின் தவறு,दोष स्थानगत सेतु
தவறு வடிகட்டி மாற்று,दोष निस्पंद टॉगल
வீழ்ச்சி சகிப்புத்தன்மை,भ्रंस सह्यता
ஃபேனோவின் அல்காரிதம்,फैनो कलन-विधि
வெளியீட்டு எண்,निर्गमांक
வெளியீடு எண் மரம்,निर्गमांक तरू
தொலைநகல்,फैक्स
கோப்பு கலவை,संचिका संयोजन
எஃப் இணைப்பான்,एफ संबंधक
அதிர்வெண் பிரிவு மல்டிபிளெக்சர்,आवृत्ति प्रभाग बहुसंकेतक
FEC குறியீடு,एफ.ई.सी. कोड
ஃபெடரல் கம்யூனிகேஷன்ஸ் கமிஷன்,संघीय संचार आयोग
மறு முதலீட்டு வளைய ஆதாயம்,पुनर्निवेश पाश लब्धि
வலுவிழந்த காந்தப் பொருள்,क्षीणित चुंबकीय द्रव्य
உள்ளீடு,निवेशांक
மறு முதலீட்டு மகசூல்,पुनर्निवेश लब्धि
வாழ்வாதார இழப்பு,पारभरण ह्रास
மறு முதலீடு,पुनिर्निवेश
மறு முதலீட்டு பெருக்கி,पुनर्निवेश प्रवर्धक
மறு அறிமுகம் சிதைவு,पुनर्निविष्ट विरूपण
மறு முதலீட்டுத் தொகுதி வரைபடம்,पुनर्निवेश खंडक आरेख
மறுமுதலீடு ஸ்ட்ரீம் வரைபடம்,पुनर्निवेश धारा आरेख
மறுசீரமைப்பு வளையம்,पुनर्निवेश पाश
மறுமுதலீடு ஆஸிலேட்டர்,पुनर्निवेश दोलित्र
மறு முதலீட்டு இனம்,पुनर्निवेश दौड़
மறுமுதலீடு இடப்பெயர்ச்சிப் பதிவு,पुनर्निवेश विस्थापन रजिस्टर
மறு முதலீட்டு கொள்கை வரைபடம்,पुनर्निवेश सिद्धांत आरेख
மறு அறிமுகம் மின்னழுத்த வரைபடம்,पुनर्निवेश वोल्टता आरेख
ஃபெர்மி நிலை,फर्मीस्तर
பெர்ரிக் தூண்டி,फेरिक प्रेरक
ஃபெரைட்,फेराइट
ஃபெரைட் ஆண்டெனா,फेराइट ऐन्टेना
ஃபெரைட் களை,फेराइट वीड
ஃபெரைட் ஸ்பின்னர்,फेराइट परिचक्रक
ஃபெரைட் பிரிப்பான்,फेराइट पृथक्कारी
ஃபெரைட் வரி நீட்டிப்பு,फेराइट रेखा विस्तार
ஃபெரைட்-கோர் மின்மாற்றி,फैराइट-कोर ट्रांसफॉर्मर
ஃபெரோ குரோம் டேப்,फेरो क्रोम टेप
ஃபெரோ காந்தவியல்,लौह-चुंबकत्व
விதி,फेट
ஃபீல்டு எஃபெக்ட் டிரான்சிஸ்டர் (FET),क्षेत्र प्रभाव ट्रांजिस्टर (फेट)
கொழுப்பு பூஸ்டர்,फेट प्रर्वधक
fret complement symmetry,फेट पूरक सममिति
கொழுப்பு குறைப்பு முறை,फेट अवक्षय विधा
"விதி இருமை வாயில், இருமை வாயில்","फेट द्वैत द्वार, द्वैत गेट"
கொழுப்பு வளர்ச்சி முறை,फेट संवृद्धि विधा
fret அதிர்வெண் பதில்,फेट आवृत्ति अनुक्रिया
கொழுப்பு கிராஃபிக் பகுப்பாய்வு,फेट आलेखी विश्लेषण
ஃபேட் இன்வெஸ்ட்மென்ட் பாதுகாப்பு,फेट निवेश सुरक्षा
கொழுப்பு தலைகீழ்,फेट प्रतिलोमी
விதி ஒப்பந்தம்,फेट संधि
கொழுப்பு மொஸ்ஃபெட்,फेट मॉसफेट
கொழுப்பு கடத்துத்திறன்,फेट अंतराचालकता
உறக்க நேரம்,अनयन समय
கோப்பு இறக்குமதி,संचिका आयात
நார்ச்சத்து,तंतु
ஃபைபர் இணைப்பு,तंतु अनुयोजक
ஃபைபர் விநியோகிக்கப்பட்ட தரவு இடைமுகம்,फाइबर वितरित आँकड़ा अंतरापृष्ठ
இழை கண்ணாடி,फाइबर ग्लास
ஃபைபர் ஆப்டிக் இணைப்பு,तंतु प्रकाशीय लिंक
ஃபைபர் ஆப்டிக்ஸ் டிரான்ஸ்மிஷன் சாளரம்,तंतु प्रकाशिकी संचरण विंडो
ஃபைபர் லைட் டிடெக்டர்,तंतु प्रकाश संसूचक
நார் பிணைப்பு,तंतु समबंधन
ஃபைபோனச்சி எண்கள்,फिबोनाशी संख्या
மெய்நிகர் இரைச்சல் ஜெனரேட்டர்,कल्पित रव जनित्र
பெறுநரின் விசுவாசம்,अभिग्राही की तदरूपता
போலி,तद्रूपण
பகுதி உதவி,क्षेत्र ससहाय
புல விளைவு சாதனம்,क्षेत्र प्रभाव युक्ति
புல விளைவு சுவிட்ச்,क्षेत्र प्रभाव स्विच
புல பயனுள்ள டிரான்சிஸ்டர்,क्षेत्र प्रभावी ट्रांजिस्टर
புல உமிழ்வு,क्षेत्र-उत्सर्जन
முன்னணி உடல்,अग्रभरण निकाय
புல அதிர்வெண்,क्षेत्र आवृत्ति
புல தீவிரம்,क्षेत्र तीव्रता
புல நிரல் தர்க்க வரிசை,क्षेत्र क्रमादेश तर्क व्यूह
கள சோதனை,क्षेत्र परिक्षण
கள ரத்து,क्षेत्र निरसन
FIFO நினைவகம்,एफ आई एफ ओ स्मृति
செயல்திறன் குறியீடு,दक्षतांक
கோப்பு,संचिका
கோப்பு நிரப்பு,संचिका पूर्तीकर
கோப்பு கட்டளை,संचिका समादेश
கோப்பு சேவையகம்,संचिका सरवर
அடுக்கு மின்தேக்கி,परत संधारित्र
அடுக்கு மின்தடை,परतरूपी प्रतिरोधक
வடிகட்டி,फिल्टर
வடிகட்டி பண்புகள்,फिल्टर अभिलक्षणिक
வடிகட்டி சுற்று,फिल्टर परिपथ
சேகரிப்பு,संच
வடிகட்டி வடிவமைப்பு,फिल्टर अभिकल्पना
தொடர்பு தரவு,संचार आँकड़ा
வடிகட்டி முறை,फिल्टर विधि
வடிகட்டி புனரமைப்பு,फिल्टर पुनर्निर्माण
இறுதி அசெம்பிளிங்,अंतिम कोडंतरण
கைரேகை,फिंगर प्रिंट (अंगुली छाप)
வரையறுக்கப்பட்ட மனக்கிளர்ச்சி அறிக்கை வடிகட்டி,परिमित आवेगी प्रतिवेदन फिल्टर
வரையறுக்கப்பட்ட அளவுரு,परिमित प्राचल
வரையறுக்கப்பட்ட நிலை இயந்திரம்,परिमित अवस्था मशीन
துப்பாக்கி சூடு கோணம்,फायरन कोण
நிலைபொருள்,फमवेयर
முதல் உருவ வார்த்தை,प्रथम आँकड़ा शब्द
முதல் வரிசை பிரஷ்,प्रथम क्रम प्राश
பிஷ்ஷர் லூப் சோதனை,फिशर पाश परीक्षण
நிலையான,नियत
நிலையான அட்டென்யூட்டர்,नियत क्षीणकारी
நிலையான நோக்குநிலை,नियत अभिनति
நிலையான கால்குலேட்டர்,नियत गणित्र
நிலையான பகுதி,नियत क्षेत्र
ஒதுக்கீட்டு இயந்திரம்,नियत निदेंश मशीन
நிலையான நேரக் கட்டுப்படுத்தி,नियत समय नियंत्रक
கொடி,फ्लैग
விளிம்பு,फ्लैंज
மடல் அட்டென்யூட்டர்,फ्लैप क्षीणकारी
ஒளிரும்,दमक
பிரகாசம் மாற்றி,दमक परिवर्तक
ஒளிரும்,दमक
தட்டையான தரை ஸ்கேனிங்,सपाट तल क्रमवीक्षण
தட்டையான சுருள்,समतल कुंडली
பிளாட் கோப்பு,सपाट फाइल
தட்டையான வடிகட்டி,सपाट फिल्टर
பிளாட் பேக்,फ्लैट पैक
தட்டையான ரிப்பன் கேபிள்,समतल रिबन केबल
தட்டையான மேல் மாதிரி,सपाट शीर्ष प्रतिचयन
F-அடுக்கு,F-परत
F-அடுக்கு அயனோஸ்பியர்,F-परत आयनमंडल
ஃப்ளெமிங்,फ्लेमिंग
ஃப்ளெமிங் மற்றும் கிளிண்டன் வேறுபாடு முறை,फ्लेमिंग एव क्लिंटन दिक्परिवर्तन विधि
படபடப்பு,स्फुरण
படபடப்பு சத்தம்,स्फुरण रव
படபடப்பு போட்டோமீட்டர்,स्फुरण प्रकाशमापी
புரட்டல்,फ्लिप फ्लॉप
ஃபிளிப் ஃப்ளாப் ஒத்திசைவற்ற முதலீடு,फ्लिप फ्लॉप अतुल्यकाली निवेश
ஃபிளிப் ஃப்ளாப் பண்புகள்,फ्लिप फ्लॉप लक्षण
ஃபிளிப் ஃப்ளாப் அழைப்பு சமிக்ஞை,फ्लिप फ्लॉप कालद सिगनल
ஃபிளிப் ஃப்ளாப் காலவரிசை,फ्लिप फ्लॉप कालबद्ध
ஃபிளிப் ஃப்ளாப் கோர்-தூண்டப்பட்டது,फ्लिप फ्लॉप कोर-ट्रिगर
flip flop jK தூண்டுதல்,फ्लिप फ्लॉप j-K ट्रिगर
ஃபிளிப் ஃப்ளாப் தாழ்ப்பாள்,फ्लिप फ्लॉप लैच
புரட்டுதல் மாஸ்டர்-அடிமை,फ्लिप फ्लॉप मास्टर-स्लेव
ஃபிளிப் ஃப்ளாப் ஆர்எஸ்,फ्लिप फ्लॉप R-S
Flip Flop Startup Restart Set Reset (SR),फ्लिप फ्लॉप आरंभन पुन: आरंभन सेट रिसेट (SR)
ஃபிளிப் ஃப்ளாப் சின்க்ரோனஸ் முதலீடு,फ्लिप फ्लाप तुल्यकाली निवेश
மிதவை கட்டணம்,प्लवन आवेशन
மிதவை உருவாக்கம்,प्लवी रचना
மிதக்கும் வாயில்,प्लावी गेट
விலகல்,प्लविनिवेश
இணைக்கப்படாத சுமை,असंबद्ध भार
தொடர்பில்லாத ஆதாரம்,असंबद्ध स्रोत
முழு வெளிச்சம்,पूर प्रदीपन
நெகிழ்,फ्लॉपी
நெகிழ் வட்டு,फ्लॉपी डिस्क
ஓட்டம்,प्रवाह
ஓட்ட விளக்கப்படம்,प्रवाह संचित्र
சாய்வு வரைபடம்,क्रमदर्शी आरेख
ஓட்டம் திசை,प्रवाह दिशा
ஓட்ட வரி,प्रवाह रेखा
ஓட்டமானி,प्रवाहमापी
FLT U2 வடிகட்டி,एफ एल टी U2 फिल्टर
பன்மை சிதைவு தேற்றம்,उच्चावचन क्षय प्रमेय
திரவ உராய்வு தணிப்பு,तरल घर्षण अवमंदन
திரவ தளம்,तरल तल
ஃப்ளோரசன்ஸ் விளைவு குழாய்,प्रतिदीप्ति प्रभाव नलिका
ஃப்ளோரசன்ட்,प्रतिदीप्तिशील/प्रतिदीप्ति
படபடப்பு,फ्लटर
ஃப்ளக்ஸ் அடர்த்தி,फ्लक्स घनत्व
ஃப்ளக்ஸ் கதவு காந்தமானி,फ्लक्स द्वार चुंबकत्वमापी
ஃப்ளக்ஸ் பிணைப்பு,फ्लक्स बंधता
"ஃப்ளக்ஸ் மீட்டர், ஃப்ளக்ஸ் மீட்டர்","अभिवाह मीटर, फ्लक्स मीटर"
ஃப்ளக்ஸ் சாலிடர்,फ्लक्स सोल्डरन
எதிர் காயம்,प्रतिघाव
எதிர்வினை உயர் மின்னழுத்தம்,प्रतिघाव उच्च वोल्टता
எதிர் மின்மாற்றி,प्रतिघाव ट्रांसफॉर्मर
குவிப்பு விளைவு,संचयन प्रभाव
அதிர்வெண் பண்பேற்றம் டிஜிட்டல் டிடெக்டர்,आवृत्ति मॉडुलन अंकीय संसूचक
அதிர்வெண் மாடுலேஷன் பீக் டிடெக்டர்,आवृत्ति मॉडुलन शिखर संसूचक
என்வலப் செய்யப்பட்ட மாடுலேஷன் ஆர்ட் சேர்க்கப்பட்ட லூப் டிடெக்டர்,आवृतित मॉडुलन कला अभिवद्ध पाश संसूचक
எப்.எம் குரல் அதிர்வெண் தந்தி,एफ.एम. वाणी आवृत्ति टेलिग्राफ
குவிய,नाभीय
கவனம்,फोकस
ஃபோகஸ் கேமரா,फोकस कैमरा
கவனம் பிழை பெருக்கி,फोकस त्रुटि प्रवर्धक
கவனம் பட குழாய்,फोकस चित्र नलिका
ஃபோகஸ் சர்வோ,फोकस सर्वो
கவனம் மற்றும் பின்தொடர்தல்,फोकसन एवं अनुवर्तन कुंडली
கவனம் மற்றும் உடல் பின்பற்ற,फोकसन एवं अनुवर्तन निकाय
படலம்-வகை அளவீடு,पन्नी-प्रकार गेज
முதல் விரிசல்,प्रथम भंजन
மீண்டும் மடி மின்னழுத்த வரம்பு,वलन पश्च वोल्टता सीमक
வெள்ளை வரி மதிப்பு,श्वेत-रेखन मान
மின்னோட்ட வரம்பைத் திரும்ப மடக்கு,वलन पश्च धारा सीमक
மடிந்த கட்டிடக்கலை,वलित वास्तुकला
மடிந்த இருமுனையம்,वलित द्विध्रुव
மடிந்த இருமுனையம்,वलित द्विधुव
மடிந்த உறுப்பு,वलित अवयव
பின்தங்கி,अनुगामी
எழுத்துரு காட்சி,फॉन्ट प्रदर्श
உணவு அச்சு,पद-चिन्ह
தடை இசைக்குழு,वर्जित बैंड
தடைசெய்யப்பட்ட ஆற்றல் இடைவெளி,वर्जित ऊर्जा अंतराल
தடை செய்யப்பட்ட மண்டலம்,वर्जित क्षेत्र
படை,बल
உந்துதல் மாற்றி,प्रणोदित दिक्परिवर्तक
வெளிநாட்டு பொருள்,बाह्य वस्तु
வடிவம் காரணி,रूप गुणक
பக்க நிரப்பு,पृष्ठ भरण
முறையான தர்க்கம்,औपचारिक तर्क
வடிவமைப்பு எண்,फार्मेट संख्या
ஃபோர்ட்ரான்,फोर्ट्रान
தற்செயலான சிதைவு,आकस्मिक विरूपण
முன்னோக்கி சார்பு,अग्रबायस
முன்னோக்கி சார்பு,अग्र अभिनत
முன்னோக்கி சார்பு கூட்டு,अग्र बायस संधि
முன்னோக்கி தடுக்கும் நிலை,अग्र अवरोधी अवस्था
முன்னோக்கி முறிவு மின்னழுத்தம்,अग्र भंजन वोल्टता
முன்னோக்கி பிழை திருத்தம்,अग्रदिशिक त्रुटि संशोधन
முன் வளைய ஆதாயம்,अग्र पाश लब्धि
முன் சாலை ஆதாயம்,अग्र पथ लब्धि
முன்னோக்கி துருவமுனைப்பு,अग्र ध्रुवणता
முன்னோக்கி கடத்துத்திறன்,अग्र अंतराचालकता
முன்னோக்கி போக்குவரத்து நேரம்,अग्रदिशिक गमन काल
ஃபாஸ்டர் சில்லி விவேகர்,फोस्टर सिली विविक्तकर
நான்கு மடங்கு குறியாக்கம்,चतुःद्वयंक कूटन
நான்குமுனை,चतुःनिवेश
நாற்கர டிஜிட்டல் பரிமாற்றம்,चतुः अवस्था अंकीय संचरण
நாற்கர வலையமைப்பு,चतुन्तर्य जालक्रम
குவாட்டர்னரி நெட்வொர்க்,चर्तुटर्मिनल नेटवर्क
குவாட் டியூப் கேமரா,चतुःट्यूब कैमरा
ஃபோரியர் குணகம்,फोरियर गुणांक
ஃபோரியர் ஒருங்கிணைப்பு,फोरियर समाकलन
ஃபோரியர் தலைகீழ்,फोरियर प्रतिलोम
நான்கு தொடர்,फोरियर श्रेणी
பரவும் முறை,संचरण
ஃபோரியர் முக்கோணவியல் தொடர்,फोरियर त्रिकोणमितीय श्रेणी
ஃபோரியர் தேற்றம்,फोरियर प्रमेय
நான்கு மடங்கு சாதனம்,चतुःपरत युक्ति
குவாட்டர்னரி டையோடு,चतुर्स्तरीय डायोड
மொபைல் புள்ளி செயலி,चलबिंदु संसाधित्र
மிதக்கும் புள்ளி அலகு,चलबिंदु इकाई
கோப்பு மாற்று,संचिका उपस्थापन
பகுதியளவு பிழை,भिन्नात्मक त्रुटि
வேறுபட்ட பரிமாற்றம்,भिन्नात्मकता संचरणता
சட்டகம்,फ्रेम
சட்ட இடையக சிப்,फ्रेम बफर चिप
சட்ட பிடிப்பு,फ्रेम प्रग्रहण
சட்ட கடவுச்சொல்,फ्रेम कूट शब्द
சட்ட வடிவம்,"फ्रेम फॉर्मेट, संरूप"
சட்ட அதிர்வெண்,फ्रेम आवृत्ति
சட்ட நிலம்,फ्रेम भौम
சட்ட ஒத்திசைவு புள்ளிகள்,फ्रेम तुल्यकालिक अंक
சட்ட ஒத்திசைவு,फ्रेम तुल्यकालन
சட்ட ஒத்திசைவான சமிக்ஞை,फ्रेम तुल्यकालिक संकेत
வெளிப்படையான குறியீடு,फ्रैंक कोड
இலவச எலக்ட்ரான்கள்,मुक्त इलेक्ट्रॉन
இலவச மண்டலம்,मुक्त क्षेत्र
இலவச நகரும் ஆஸிலேட்டர்,मुक्त गतिमान दोलित्र
இலவச இடைவெளி மின்மறுப்பு,मुक्त रिक्ति प्रतिबाधा
இலவச இடைவெளி,मुक्त रिक्ति पथ ह्रास
இலவச நகரும் மல்டிவிபிரேட்டர்,मुक्त गतिमान बहुकंपित्र
அதிர்வெண்,आवृत्ति
அதிர்வெண்,आवृत्ति
அதிர்வெண்,आवृत्ति
அதிர்வெண்,आवृत्ति
அதிர்வெண் இணைக்கப்பட்ட சேனல்,आवृत्ति संलग्न चैनल
அதிர்வெண் ஒதுக்கீடு,आवृत्ति नियतन
அலைவரிசை,आवृत्ति बैंड
அதிர்வெண் மாற்றி,आवृत्ति परिवर्तक
அதிர்வெண் இழப்பீடு,आवृत्ति प्रतिपूरण
அதிர்வெண் இழப்பீடு,आवृत्ति क्षतिपूरण
அதிர்வெண் கட்டுப்படுத்தப்பட்ட ஆஸிலேட்டர்,आवृत्ति नियंत्रित दोलित्र
அதிர்வெண் மாற்றம்,आवृत्ति रूपांतरण
அதிர்வெண் பண்பேற்றம்,आवृत्ति विमाडुलन
அதிர்வெண் கண்டறிதல்,आवृत्ति संसूचक
அதிர்வெண் விலகல்,आवृत्ति विचलन
அதிர்வெண் விலகல்,आवृत्ति विचलन
அதிர்வெண் வேறுபாடு,आवृत्ति विविक्तीकरण
அதிர்வெண் பாகுபடுத்துபவர்,आवृत्ति विविक्तकर
அதிர்வெண் சிதைவு,आवृत्ति विरूपण
அதிர்வெண் மாறுபாடு,आवृत्ति विभिन्नता
அதிர்வெண் பிரிப்பான்,आवृत्ति विभाजक
மல்டிபிளெக்சர் அதிர்வெண் பிரிவு,बहुसंकेतक आवृत्ति विभाजन
அதிர்வெண் இரட்டிப்பாகிறது,आवृत्ति द्विगुणक
அதிர்வெண் மாறுதல்,आवृत्ति अंतर्बदल
அதிர்வெண் உருவாக்கம்,आवृत्ति जनन
அதிர்வெண் சார்ந்த ஆண்டெனா,आवृत्ति अनाश्रित ऐन्टेना
அதிர்வெண் இடைமுகம்,आवृत्ति अंतरापृष्ठ
அதிர்வெண் குறுக்கீடு,आवृत्ति व्यतिकरण
அதிர்வெண் தலைகீழ்,आवृत्ति प्रतिलोम
அதிர்வெண் பண்பேற்றம்,आवृत्ति मॉडुलन
அதிர்வெண் பண்பேற்றம் குறியீடு,आवृत्ति मॉडुलन सूचकांक
அதிர்வெண் மாடுலேட்டர்,आवृत्ति मॉडुलक
அதிர்வெண் குறுகிய இசைக்குழு,आवृत्ति संकीर्ण बैंड
அதிர்வெண் இரைச்சல்,आवृत्ति रव
அதிர்வெண் வரம்பு,आवृत्ति परास
அதிர்வெண் எதிர்வினை மாடுலேட்டர்,आवृत्ति प्रतिघात मॉडुलक
அதிர்வெண் குறிப்பு,आवृत्ति संदर्भ
அதிர்வெண் பதில்,आवृत्ति अनुक्रिया
அதிர்வெண் தரப்படுத்தல்,आवृत्ति सोपानन
அதிர்வெண் ஒலி சுற்று,आवृत्ति ध्वनि परिपथ
அதிர்வெண் நிறமாலை,आवृत्ति स्पेक्ट्रम
அதிர்வெண் நிலைத்தன்மை,आवृत्ति स्थायित्व
அதிர்வெண் தரநிலை,आवृत्ति मानक
அதிர்வெண் தவறு,आवृत्ति प्रदोष
அதிர்வெண் தொகுப்பு,आवृत्ति संश्लेषण
அதிர்வெண் தொகுப்பு,आवृत्ति संश्लेषण
அதிர்வெண் தொகுக்கப்பட்ட டியூனிங்,आवृत्ति संश्लेषित समस्वरण
அதிர்வெண் மின்னழுத்த மாற்றம்,आवृत्ति वोल्टता परिवर्तन
மின்னழுத்த மாற்றிக்கு அதிர்வெண்,आवृत्ति से वोल्टता परिवर्तक
அதிர்வெண்-மின்னழுத்த மாற்றி,आवृत्ति-वोल्टता परिवर्तक
அதிர்வெண்-மின்னழுத்த மாற்றி,आवृत्ति-वोल्टता परिवर्तक
அதிர்வெண் தாங்கி,आवृत्ति सहन
அதிர்வெண் பரிமாற்றம்,आवृत्ति स्थानांतरण
அதிர்வெண் பரிமாற்றம்,आवृत्ति संचरण
அதிர்வெண் ட்யூனர்,आवृत्ति समस्वरित्र
