English,Assamese
grafted plant,1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ
graft-incompatible,কলম অসামঞ্জস্যপূৰ্ণ
granna,গ্ৰানা
granulation,গ্ৰেনুলেচন
green manure,সেউজীয়া গোবৰ
green revolution,সেউজ বিপ্লৱ
growth and development,বৃদ্ধি আৰু বিকাশ
gummosis,১/ আঁঠুৰ ৰোগ
gynodioecious,বিষমযৌন
habit,1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ
hail,১.অলা ২.কৰকাপাট ৩.কৰ্কা
hairyvetch,ৰোমিলৱাচ
halophyte,চেলাইন চিষ্ট
harrow,harrow
harvest index,১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক
harvest,১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন
harvesting,১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা
hatch,১/ কণী পৰা ২) কণী বল
hay,শুকান ঘাঁহ
haylage,শুকান খাদ্য
haystock,গঞ্জি
haze,কুঁৱলী
hazy,কুঁৱলীময়
head (Agro),১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা
head (of channel),খাঁজৰ শেষ
heading back,শীৰ্ষ ছাঁটনি
hedge,বেৰা
hedging,জিম্মাত ৰখা
helix,কুণ্ডলিনী
hematite,হেমাটাইট
herb,১.বনৌষধি ২.বনৌষধি
herbarium,১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়
herbicide,ঘাঁহনিনাশক
heredity,বংশগততা
heretability,বংশগততা
hermaphrodite,উভলিংগী
heterochromatic,হেটেৰ&#39;ক্ৰ&#39;মেটিক
heterofertilization,হেটেৰ&#39;ফাৰ্টিলাইজেচন
heterosis,১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ
heterosome,লিংগক্ৰম&#39;জম
heterotroph,লালন-পালন কৰা
hexaploid,হেক্সাডেচিমেল
hibernate,ঠাণ্ডা নিদ্ৰা
high density planting,উচ্চ ঘনত্বৰ ৰোপণ কৰা
hill (rice),১.পিণ্ডলক ২.পাহাৰ (ধান)
histogram,হিষ্টোগ্ৰাম
hitech horticulture,হাই টেক উদ্যান শস্য
hive,১.দৈ ২.মৌচাক
hoeing,1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা
holding,ধৰি ৰখা
home farm,ব্যক্তিগত পাম
homeostasis,হোমিঅ&#39;ষ্টেছিছ
homestead,গৃহভূমি
homogeneity,সমতা
homogenous,1. সমজাতীয় 2. সমজাতীয়
homologus,সহানুভূতিশীল
homozygote,সমযোজী
hopper,১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ
horizon,১.স্তৰ ২.দিগন্ত
horticultural crops,উদ্যান শস্য
horticulture,১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য
