Punjabi,Marathi
ਡਾਇਗਨੌਸਟਿਕ ਟੈਸਟ,निदान चाचणी
ਵਿਕਰਣ,कर्ण
ਚਿੱਤਰ,आकृती
ਚਿੱਤਰ,आकृती
ਡਾਇਲ,डायल
ਡਾਇਮੈਗਨੈਟਿਕ,डायमॅग्नेटिक
"ਡਾਇਮੈਗਨੇਟੋਲੋਜੀ, ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ","डायमॅग्नेटोलॉजी, डायमॅग्नेटिक सामग्री"
diamagnetism,डायमॅग्नेटिझम
ਵਿਆਸ,व्यासाचा
ਵਿਆਸ ਦੇ ਉਲਟ,diametrically विरुद्ध
"ਹੀਰਾ, ਹੀਰਾ","हिरा, हिरा"
ਡਾਇਆਫ੍ਰਾਮ ਡਾਇਆਫ੍ਰਾਮ,"डायाफ्राम, डायाफ्राम"
ਗਰਮੀ ਐਕਸਚੇਂਜ,उष्णता विनिमय
ਗਰਮੀ ਐਕਸਚੇਂਜ,उष्णता विनिमय
"diatonic swaragram, diatonic swaragram","डायटोनिक स्वरग्राम, डायटोनिक स्वरग्राम"
"ਵਿਭਾਜਨ, ਅਰਧ-ਕਲਾ","विभाजन, अर्ध-कला"
dichromate ਸੈੱਲ,डायक्रोमेट सेल
"ਦੁਚਿੱਤੀ, ਵਿਜ਼ੂਅਲ ਡਿਕੋਟੋਮੀ, ਲੈਵਲ ਡਿਕੋਟੋਮੀ","द्विविभाजन, दृश्‍य द्वंद्व, पातळी द्वंद्व"
ਡਿਕਟਾਫੋਨ,डिक्टाफोन
ਡਾਇਲੈਕਟ੍ਰਿਕ,डायलेक्ट्रिक
ਡਾਇਲੈਕਟ੍ਰਿਕਸ,डायलेक्ट्रिक्स
ਡੀਜ਼ਲ ਚੱਕਰ,डिझेल सायकल
ਪਾੜਾ,अंतर
"ਡਿਫਰੈਂਸ਼ੀਅਲ ਫ੍ਰੀਕੁਐਂਸੀ, ਡਿਵੀਏਸ਼ਨ ਬਾਰੰਬਾਰਤਾ","विभेदक वारंवारता, विचलन वारंवारता"
"ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ","भिन्नता, भिन्नता, भिन्नता, भिन्नता, अंतराळ, भिन्नता"
ਵਿਭਿੰਨ ਸਮਾਈ,विभेदक शोषण
ਡਿਸਟਿੰਕਸ਼ਨ ਐਂਪਲੀਫਾਇਰ,डिस्टिंक्शन एम्पलीफायर
"ਪ੍ਰਵੇਸ਼ਯੋਗ ਕੈਲੋਰੀਮੀਟਰ, ਪ੍ਰਵੇਸ਼ਯੋਗ ਕੈਲੋਰੀਮੀਟਰ","penetrative calorimeter, penetrative calorimeter"
ਵਿਭਿੰਨ ਕੈਪਸੀਟਰ,विभेदक कॅपेसिटर
ਅੰਤਰ ਜ਼ੋਨ,विभेदक झोन
ਵਿਭਿੰਨ ਪ੍ਰਸਾਰ,विभेदक प्रसार
ਅੰਤਰ ਸਮੀਕਰਨ,विभेदक समीकरण
ਵਿਭਿੰਨ ਵਿਸਥਾਪਨ ਗੁਣਾਂਕ,विभेदक विलोपन गुणांक
ਇੰਟਰਮੀਟਰ ionization ਚੈਂਬਰ,इंटरमीटर आयनीकरण कक्ष
ਵਿਭਿੰਨ ਆਈਸੋਟੋਪ ਵਿਧੀ,विभेदक समस्थानिक पद्धत
ਅੰਤਰ ਵੇਗ,विभेदक वेग
ਵੱਖਰਾ,वेगळे करणे
"ਵਿਭਿੰਨ, ਵਿਭਿੰਨਤਾ","भिन्न, भिन्नता"
"ਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ","भिन्नता, भिन्नता"
ਭਿੰਨਤਾ,विवर्तन
ਡਿਫ੍ਰੈਕਟੋਮੀਟਰ,डिफ्रॅक्टोमीटर
"ਫੈਲਿਆ ਹੋਇਆ, ਫੈਲਿਆ ਹੋਇਆ","पसरलेले, पसरलेले"
ਫੈਲਿਆ,पसरलेले
ਫੈਲਾ,प्रसार
ਵਿਭਿੰਨਤਾ,प्रसार
"ਅੰਕ, ਵਿਆਸ, ਉਂਗਲੀ","अंक, व्यास, बोट"
ਡਿਜ਼ੀਟਲ ਰਿਕਾਰਡਿੰਗ,डिजिटल रेकॉर्डिंग
ਡਿਜ਼ੀਟਲ ਵੋਲਟਮੀਟਰ,डिजिटल व्होल्टमीटर
ਦੋ-ਆਈਸੋਟੋਪਿਕ ਤੱਤ,द्वि-समस्थानिक घटक
ਫੈਲਾ,प्रसार
ਵਿਸਤਾਰ ਵਿਕਾਰ,विस्तार विकृती
ਐਕਸੋਮੀਟਰ,एक्सोथर्मोमीटर
ਵਿਸਫਾਰਿਨੀ,विसफरिणी
"ਐਕਸਟੈਂਸ਼ਨ, ਲੰਬਾਈ-ਚੌੜਾਈ, ਮਾਪ, ਸ਼ਕਤੀ","विस्तार, लांबी-रुंदी, परिमाण, शक्ती"
ਆਯਾਮੀ,मितीय
ਆਯਾਮ,आयाम
ਬੀਮਾ ਯੂਨਿਟ,विमा युनिट
ਅਯਾਮ ਰਹਿਤ ਅਯਾਮ,आकारहीन परिमाण
"ਘਟਾਓ, ਕਮੀ","घसारा, घट"
ਚਮਕਦਾਰ,तेजस्वी
ਡਾਇਓਡ,डायोड
diopter,diopter
ਅਪਵਰਤਨ ਜ਼ੋਨ,अपवर्तन क्षेत्र
ਰਿਫ੍ਰੈਕਟਿੰਗ ਲੈਂਸ,अपवर्तक लेन्स
"ਝੁਕਣਾ, ਮੱਥਾ ਟੇਕਣਾ, ਕੁੰਡ","नतमस्तक, नतमस्तक, कुंड"
ਡਿੱਗਣ ਦਾ ਕੋਣ,पडण्याचा कोन
dipole,द्विध्रुव
ਬਾਇਪੋਲਰ ਪਰਤ,द्विध्रुवीय थर
dirac ਡੈਲਟਾ ਫੰਕਸ਼ਨ,डायरॅक डेल्टा फंक्शन
"ਸਿੱਧਾ, ਸਿੱਧਾ, ਸਿੱਧਾ, ਸਿੱਧਾ, ਉਲਟ","सरळ, सरळ, सरळ, थेट, विरुद्ध"
ਅਨੁਲੋਮ ਸਬੰਧ,अनुलोम सहसंबंध
ਸਿੱਧਾ ਮੌਜੂਦਾ,थेट वर्तमान
ਸਿੱਧਾ,थेट
"ਸਿੱਧੀ ਹਿੱਟ, ਸਿੱਧੀ ਹਿੱਟ","थेट फटका, सरळ फटका"
"ਦਿਸ਼ਾ, ਦਿਸ਼ਾ","दिशा, दिशा"
ਦਿਸ਼ਾਤਮਕ,दिशात्मक
ਸਪੇਸ ਸਥਿਰਤਾ,जागा स्थिरता
"dicosine, dico-cosine","डिकोसाइन, डिको-कोसाइन"
"ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼, ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼, ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼","दिशात्मक, दिशात्मक, दिशात्मक"
ਦਿਸ਼ਾ,दिशादर्शकता
ਆਮ ਜਾਲੀ,सामान्य जाळी
ਸਿੱਧੀ ਲਾਈਨ,सरळ रेषा
ਕ੍ਰਮਵਾਰ ਅਨੁਪਾਤ,अनुक्रमिक गुणोत्तर
ਸਿੱਧੀ ਵਿਧੀ,थेट पद्धत
ਦਿਸ਼ਾ,दिशा
ਡਾਇਰੈਕਟ ਰੀਡਿੰਗ ਡਿਵਾਈਸ,थेट वाचन साधन
ਸਾਹਮਣੇ ਦੂਰਬੀਨ,समोर दुर्बीण
"ਵਸਤੂ, ਚੱਕਰ, ਡਿਸਕ, ਡਿਸਕ","ऑब्जेक्ट, वर्तुळ, डिस्क, डिस्क"
"ਇਮਰਸ਼ਨ, ਇਫਿਊਜ਼ਨ, ਬਲੀਚਿੰਗ","विसर्जन, प्रवाह, ब्लीचिंग"
ਪਾਣੀ ਵਿੱਚ ਡੁੱਬਣਾ,पाण्यात विसर्जन
"ਵਿਗਾੜ, ਵਿਗਾੜ, ਫ੍ਰੈਕਚਰ","खंडितता, खंडितता, फ्रॅक्चर"
ਲਗਾਤਾਰ,खंडित
"ਖੋਜ, ਖੋਜ","संशोधन, शोध"
ਅੰਤਰ,विसंगती
ਕਣ,कण
"ਕਨਕੇਵ ਐਂਟੀਨਾ, ਡਿਸ਼ ਐਂਟੀਨਾ","अवतल अँटेना, डिश अँटेना"
"ਭੰਗ, granulation","विघटन, दाणेदार"
ਭੰਗ ਸਥਿਰ,विघटन स्थिर
ਖਰਾਬੀ ਊਰਜਾ,अपव्यय ऊर्जा
ਭੰਗ ਅੱਧਾ ਜੀਵਨ,विघटन अर्ध-जीवन
ਭੰਗ ਸੀਮਾ ਹੈ,विघटन श्रेणी
"dislocation, dislocation, dislocation, dislocation","अव्यवस्था, अव्यवस्था, अव्यवस्था, अव्यवस्था"
"ਫਾਲਟ ਲਾਈਨ, ਫਾਲਟ ਕੋਰ","फॉल्ट लाइन, फॉल्ट कोर"
ਨੁਕਸ ਲੂਪ,फॉल्ट लूप
"ਵਿਕਾਰ, ਵਿਕਾਰ, ਵਿਕਾਰ","अव्यवस्था, अव्यवस्था, अव्यवस्था"
ਹਫੜਾ-ਦਫੜੀ,गोंधळ
"ਉਲਝਣ, ਉਲਝਣ","गोंधळ, गोंधळ"
"ਖਿੰਡੇ ਹੋਏ, ਖਿੰਡੇ ਹੋਏ","विखुरलेले, विखुरलेले"
"ਖਿੰਡਾਉਣਾ, ਖਿੰਡਾਉਣਾ","फैलाव, विखुरणे"
ਪ੍ਰੋਜੈਕਟਾਈਲ,प्रक्षेपण
dispersant,dispersant
ਪ੍ਰਤੀਬਿੰਬਤਾ,चिंतनशीलता
ਵਿਸਥਾਪਨ,विस्थापन
ਪ੍ਰਦਰਸ਼ਨੀ,प्रदर्शन
ਕੰਸੋਲ,कन्सोल
ਬੰਦ ਕਰਨ ਦੀ ਤਾਕਤ,विघटन शक्ती
ਅਸਮਾਨ,असमान
ਸੜਨ ਗੁਣਾਂਕ,क्षय गुणांक
ਖਰਾਬ ਕਰਨ ਵਾਲਾ,संक्षारक
ਸੜਨ ਸਿਸਟਮ,क्षय प्रणाली
ਵੱਖ ਕਰਨ ਯੋਗ,वेगळे करण्यायोग्य
ਵੱਖ ਕੀਤਾ,वेगळे केले
ਸੁਭਾਅ,स्वभाव
ਗੈਰ-ਅਨੁਕੂਲਤਾ,विसंगतता
ਦੂਰੀ,अंतर
ਦੂਰ,दूरवर
"ਵੱਖਰਾ, ਵੱਖਰਾ, ਵੱਖਰਾ, ਭਾਵਪੂਰਤ","वेगळे, वेगळे, वेगळे, अर्थपूर्ण"
ਵਿਤਕਰਾ,भेदभाव
ਵੱਖਰੀ ਜਾਇਦਾਦ,स्वतंत्र मालमत्ता
"ਵੱਖਰਾ ਕਰਨਾ, ਵੱਖਰਾ ਕਰਨਾ","वेगळे करणे, वेगळे करणे"
ਵਿਗਾੜਨਾ,विकृत
ਵਿਕਾਰ,विकृती
deformation ਲਚਕਤਾ,विकृत लवचिकता
ਵੰਡਿਆ ਐਂਪਲੀਫਾਇਰ,वितरित अॅम्प्लीफायर
"ਵੰਡ, ਵੰਡ","वितरण, वितरण"
"ਵੰਡ ਨਿਯਮ, ਵੰਡ ਨਿਯਮ","वितरण नियम, वितरण नियम"
ਗੜਬੜ,अडथळा
"ਦੁਖੀ, ਵਿਗੜਿਆ ਸੰਤੁਲਨ","व्यथित, विस्कळीत समतोल"
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲੀ ਤਾਕਤ,त्रासदायक शक्ती
"ਅਹਨਿਕ, ਦਿਵਾਚਰ, ਦਿਵਾ, ਨਿੱਤ","आहनिक, दिवाचार, दिवा, दैनिक"
ਰੋਜ਼ਾਨਾ ਦੀ ਗਤੀ,रोजचा वेग
ਦੋ-ਪੱਖੀ,द्विसंवेदी
"ਖਿਲਾਰਨਾ, ਵਿਗਾੜਨਾ","उधळणे, उधळणे"
"ਵਿਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ","भिन्नता, विचलन, भिन्नता"
ਵੱਖਰੇ,वळवणारा
ਡਾਇਵਰਸ਼ਨ,वळवणे
"ਵੰਡਿਆ, ਵੰਡਿਆ","विभागलेला, विभागलेला"
"ਵੰਡ, ਵੰਡ, ਵੰਡ","विभागणी, विभागणी, विभागणी"
ਆਇਨੋਸਫੀਅਰ ਦੀ ਡੀ ਪਰਤ,आयनोस्फियरचा डी थर
"ਖੇਤਰ, ਸੂਬਾ, ਖੇਤਰ, ਡੋਮੇਨ","प्रदेश, प्रांत, प्रदेश, डोमेन"
"ਗੁੰਬਦ, ਗੁੰਬਦ","घुमट, घुमट"
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਸਥਿਤੀ,प्रभावशाली स्थिती
ਦਾਨੀ ਪੱਧਰ,दाता पातळी
ਮਦਿਤ ਸੰਧੀ,मदित तह
"ਮਿਲਾਵਟ, ਮਿਲਾਵਟ","भेसळ, भेसळ"
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,डॉपलर प्रभाव
"ਖੁਰਾਕ, ਖੁਰਾਕ","डोस, डोस"
ਕੁਆਂਟੋਮੀਟਰ,क्वांटोमीटर
"ਬਿੰਦੀ ਵਾਲਾ, ਬਿੰਦੀ ਵਾਲਾ","ठिपके, ठिपके"
"ਡਬਲ, ਡਿਪਲੋਇਡ, ਜੋੜਾ, ਦੋਹਰਾ, ਆਮ, ਦੋਹਰਾ","दुहेरी, द्विगुणित, जोडी, दुहेरी, सामान्य, द्विभाजक"
ਡਬਲ ਬਾਂਡ,दुहेरी बाँड
biconvex ਲੈਨਜ,द्विकोनव्हेक्स लेन्स
biconvex ਲੈਨਜ,द्विकोनव्हेक्स लेन्स
ਬਾਈਨਰੀ ਅੰਤਰ,बायनरी भिन्नता
ਡਬਲ ionization,दुहेरी आयनीकरण
ਡਬਲ ਅਣੂ,दुहेरी रेणू
ਡਬਲ ਸ਼ੁੱਧਤਾ,दुहेरी अचूकता
ਦੋਹਰਾ ਅਪਵਰਤਨ,दुहेरी अपवर्तन
ਡਬਲ ਸੀਰੀਜ਼,दुहेरी मालिका
ਤਾਰਿਆਂ ਦੀ ਜੋੜੀ,तारे जोडी
ਡਬਲ,दुप्पट
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ ਜੋੜਾ,अॅक्रोमॅटिक लेन्स जोडी
"ਫੈਲਾਉਣਾ, ਫੈਲਾਉਣਾ","प्रसार, विस्तार"
ਦੁੱਗਣਾ ਚਾਰਜ ਵਾਲਾ ਕਣ,दुप्पट चार्ज केलेला कण
ਭ੍ਰਿਸ਼ਟ,उभयचर भ्रष्ट
ਡਬਲ ionized,दुहेरी ionized
ਹੇਠਾਂ ਵੱਲ,खालच्या दिशेने
ਟ੍ਰੈਕਸ਼ਨ ਧਾਤੂ ਧਾਤੂ ਅਰਧ ਸੰਖੇਪ,ट्रॅक्शन अयस्क सेमी कॉम्पॅक्ट
ਟ੍ਰੈਕਸ਼ਨ ਫੋਰਸ,कर्षण शक्ती
"ਵਾਹ, ਵਹਾਅ, ਅਪੋਧ, ਵਹਿਣਾ (ਖਨਨ), ਪੰਝ (ਭੋਜਨ), ਵਿਸਥਾਪਨ","वाह, प्रवाह, अपोध, प्रवाह (खाण), पंझ (अन्न), विस्थापन"
ਰਨਆਫ ਸਟ੍ਰੀਮ,प्रवाह प्रवाह
ਕਾਰਜਸ਼ੀਲ,कार्यरत
ਸੰਚਾਲਨ ਵੋਲਟੇਜ,वहन व्होल्टेज
ਛੋਟੀ ਗੇਂਦ,लहान चेंडू
ਅਚਾਨਕ ਬਰੇਕ,अचानक ब्रेक
"ਬਿੰਦੀ, ਮਾਈਕ੍ਰੋ ਪੁਆਇੰਟ, ਬੂੰਦ","बिंदू, सूक्ष्म बिंदू, थेंब"
ਗਿਰਾਵਟ,पडणे
ਸੁੱਕਾ,कोरडे
ਸੁੱਕਾ ਸੁੱਕਾ ਹਾਈਗਰੋਮੀਟਰ,कोरडे कोरडे हायग्रोमीटर
ਅਸਫਲ ਸੰਪਰਕ,अयशस्वी संपर्क
"ਡਬਲ ਓਪਰੇਸ਼ਨ, ਦੋਹਰੀ ਕਾਰਵਾਈ","दुहेरी ऑपरेशन, दुहेरी ऑपरेशन"
"ਨਲੀ, ਨਲਕੀ",वाहिनी
ਤਣਾਅ ਵਾਲਾ,तन्य
ਤਣਾਅ ਵਾਲਾ,तन्य
ਮੱਧਮ,मंद
ਚੁੱਪ,नि:शब्द करा
ਪੇਸ਼ਗੀ,पदच्युती
ਵਾਮਨ ਤਾਰਾ,वामन तारा
ਦੋਹਰਾ ਧੁਰਾ,दुहेरी अक्ष
ਗਤੀਸ਼ੀਲ,गतिमान
ਗਤੀਸ਼ੀਲ,गतिमान
"ਗਤੀਸ਼ੀਲਤਾ, ਗਤੀਸ਼ੀਲਤਾ","गतिशीलता, गतिशीलता"
ਡਾਇਨਾਮੋ,डायनॅमो
ਖਾਣਾ,जेवण
"ਧਰਤੀ, ਧਰਤੀ","पृथ्वी, पृथ्वी"
ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ,भूकंपाची तीव्रता
ਧਰਤੀ ਸੈਟੇਲਾਈਟ,पृथ्वी उपग्रह
ਧਰਤੀ ਕੁਨੈਕਸ਼ਨ ਸਿਸਟਮ,पृथ्वी कनेक्शन प्रणाली
ਜ਼ਮੀਨੀ ਤਾਰ,ग्राउंड वायर
"ਕੇਂਦਰ, centripetal","केंद्र, मध्यवर्ती"
ਸਨਕੀਤਾ,विलक्षणता
Echelon,समकालीन
echo,प्रतिध्वनी
ਧਾਰਨਾ,गृहीतक
ਸਰਕੂਲਰ ਕੋਆਰਡੀਨੇਟਸ,क्रांती परिपत्रक समन्वय
ਵਰਲਪੂਲ,व्हर्लपूल
ਕਿਨਾਰੇ ਨੁਕਸ,धार दोष
ਕੋਰ-ਪ੍ਰਭਾਵ,कोर-प्रभाव
ਐਡੀਸਨ ਸੈੱਲ,एडिसन सेल
ਸੰਪਾਦਿਤ ਕਰੋ,सुधारणे
ਅਸਰਦਾਰ,प्रभावी
ਕੁਸ਼ਲਤਾ,कार्यक्षमता
ਕੋਸ਼ਿਸ਼,प्रयत्न
ਡਿਸਚਾਰਜ,डिस्चार्ज
"ਅਲੰਕਾਰਿਕ, eigen","अलंकारिक, eigen"
ਅੱਠਭੁਜ,अष्टकोनी
ਆਈਨਸਟਾਈਨ-ਬੋਸ ਵੰਡ ਕਾਨੂੰਨ,आईन्स्टाईन-बोस वितरण कायदा
ਤੁਰੰਤ ਪ੍ਰਭਾਵ,तात्काळ प्रभाव
ਆਈਨਸਟਾਈਨੀਅਮ,आइन्स्टाईनियम
ਆਈਨਸਟਾਈਨ ਸਮੋਲੁਚੌਸਕੀ ਸਮੀਕਰਨ,आइन्स्टाईन स्मोलुचोव्स्की समीकरण
ਆਈਨਸਟਾਈਨ-ਜਨਸੰਖਿਆ,आइन्स्टाईन-लोकसंख्या
ਬਰਖਾਸਤਗੀ,हकालपट्टी
ਬਾਹਰ ਕੱਢਣ ਵਾਲਾ ਕੈਪਸੂਲ,इजेक्टर कॅप्सूल
ਬਾਹਰ ਕੱਢਣ ਵਾਲਾ,इजेक्टर
ਕਲੀਅਰੈਂਸ ਬੋਰਡ,मंजुरी बोर्ड
ਉਲਟ ਸਮਰੱਥਾ,व्यस्त क्षमता
ਲਚਕੀਲੇ,लवचिक
"ਲਚਕੀਲੇ ਜਵਾਬ ਪ੍ਰਭਾਵ, ਲਚਕੀਲੇ ਪਿਛਲਾ","लवचिक पवित्रा प्रभाव, लवचिक पवित्रा"
oscillatory ਸਰੀਰ,दोलन शरीर
ਲਚਕਤਾ,लवचिकता
"ਇਲਾਸਟਿਕੋਮੀਟਰ, ਇਲਾਸਟਿਕੋਮੀਟਰ","इलॅस्टिकोमीटर, इलास्टिकमीटर"
ਲਚਕੀਲੇ ਖਰਾਬੀ,लवचिक लवचिकता
ਆਇਨੋਸਫੀਅਰ ਦੀ ਈ-ਪਰਤ,ionosphere ई-स्तर
ਇਲੈਕਟ੍ਰੇਟ,इलेक्ट्रेट
"ਇਲੈਕਟ੍ਰੀਕਲ, ਇਲੈਕਟ੍ਰੀਕਲ","इलेक्ट्रिकल, इलेक्ट्रिकल"
ਬਿਜਲੀ,वीज
"ਬਿਜਲੀਕਰਨ, ਚਾਰਜਿੰਗ","विद्युतीकरण, चार्जिंग"
ਬਿਜਲੀ,विद्युतीकृत
"ਚਾਰਜ ਕੀਤਾ ਕਣ, ਚਾਰਜ ਕੀਤਾ ਕਣ","चार्ज केलेला कण, चार्ज केलेला कण"
ਇਲੈਕਟ੍ਰੋਕੋਸਟਿਕ,इलेक्ट्रोकॉस्टिक
ਇਲੈਕਟ੍ਰੋ-ਧੁਨੀ ਵਿਗਿਆਨ,इलेक्ट्रो-ध्वनीशास्त्र
ਇਲੈਕਟ੍ਰੋ-ਥਰਮਲ,इलेक्ट्रो-थर्मल
ਇਲੈਕਟ੍ਰੋਕੈਮੀਕਲ,इलेक्ट्रोकेमिकल
ਬਰਾਬਰ,समतुल्य
ਇਲੈਕਟ੍ਰੋਡ,इलेक्ट्रोड
ਇਲੈਕਟ੍ਰੋਡਾਇਨਾਮਿਕਸ,इलेक्ट्रोडायनामिक्स
ਇਲੈਕਟ੍ਰੋਡਾਇਨਾਮਿਕ ਪ੍ਰਭਾਵ,इलेक्ट्रोडायनामिक प्रभाव
galvanic ਅਲੱਗ-ਥਲੱਗ,गॅल्व्हनिक अलगाव
ਇਲੈਕਟ੍ਰੋਲਾਈਟ,इलेक्ट्रोलाइट
ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ,इलेक्ट्रोलाइटिक
"electrophoresis, electrophoresis","इलेक्ट्रोफोरेसीस, इलेक्ट्रोफोरेसीस"
ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟ,इलेक्ट्रोमॅग्नेट
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਖੇਤਰ,इलेक्ट्रोमॅग्नेटिक फील्ड
ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟਿਜ਼ਮ,विद्युत चुंबकत्व
ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟਿਜ਼ਮ,विद्युत चुंबकत्व
"ਇਲੈਕਟ੍ਰੋਮੀਟਰ ਨੋਜ਼ਲ, ਇਲੈਕਟ੍ਰੋਮੀਟਰ ਵਾਲਵ","इलेक्ट्रोमीटर नोजल, इलेक्ट्रोमीटर वाल्व"
ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ,विद्युतचुंबकिय बल
ਇਲੈਕਟ੍ਰੋਨ,इलेक्ट्रॉन
ਕਰਜ਼ਾ-ਬਿਜਲੀ,कर्ज-वीज
ਇਲੈਕਟ੍ਰਾਨਿਕ,इलेक्ट्रॉनिक
ਇਲੈਕਟ੍ਰਾਨਿਕ eigen ਫੰਕਸ਼ਨ,इलेक्ट्रॉनिक इजिन फंक्शन
ਇਲੈਕਟ੍ਰਾਨਿਕ ਊਰਜਾ,इलेक्ट्रॉनिक ऊर्जा
ਇਲੈਕਟ੍ਰੋਨਿਕਸ,इलेक्ट्रॉनिक्स
ਇਲੈਕਟ੍ਰੋਨ ਆਪਟਿਕਸ,इलेक्ट्रॉन ऑप्टिक्स
ਇਲੈਕਟ੍ਰੋ-ਆਪਟਿਕਸ,इलेक्ट्रो-ऑप्टिक्स
ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟਿਜ਼ਮ,विद्युत चुंबकत्व
ਇਲੈਕਟ੍ਰੋਸਕੋਪ,इलेक्ट्रोस्कोप
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ,इलेक्ट्रोस्टॅटिक
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕਸ,इलेक्ट्रोस्टॅटिक्स
ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ,इलेक्ट्रोफोरेसीस
ਬਿਜਲੀ ਕੁਨੈਕਟੀਵਿਟੀ,विद्युत कनेक्टिव्हिटी
ਬਿਜਲੀ ਕੁਨੈਕਟਰ,इलेक्ट्रिकल कनेक्टर
"ਤੱਤ, ਘੱਟ ਗਿਣਤੀਆਂ, ਹਿੱਸੇ","घटक, अल्पसंख्याक, घटक"
"ਪ੍ਰਾਇਮਰੀ, ਐਲੀਮੈਂਟਰੀ, ਐਲੀਮੈਂਟਲ","प्राथमिक, प्राथमिक, प्राथमिक"
ਅਸਲੀ ਚਾਰਜ,मूळ शुल्क
"ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ","उंची, उंची, उंची, उंची, उंची"
ਅਲਟੀਮੀਟਰ,अल्टिमीटर
"ਐਲੀਵੇਟਰ, ਐਲੀਵੇਟਰ","लिफ्ट, लिफ्ट"
ਗੈਰ-ਅੰਡਾਕਾਰ,नॉन-एलिप्स
"ਲੰਬਾਈ, ਵਿਸਤਾਰ, ਫੈਲਾਅ ਦਾ ਕੋਣ","वाढवणे, मोठे करणे, पसरण्याचा कोन"
"ਰਿਹਾਈ, ਰਿਹਾਈ","सोडणे, सोडणे"
"ਪ੍ਰਸਾਰ, ਸੰਤਾਨ","प्रसार, संतती"
ਏਮਬੇਡ ਕਰਨ ਲਈ,एम्बेड करणे
ਏਮਬੇਡ ਕੀਤਾ,एम्बेड केलेले
ਜਾਰੀ ਕੀਤਾ,जारी
ਨਿਕਾਸ,उत्सर्जन
"emissivity, emissivity","emissivity, emissivity"
emissivity,उत्सर्जन
"emitter, emitter","उत्सर्जक, उत्सर्जक"
"ਪੂਰਵ-ਮਜਬੂਤੀ, ਫੋਰਸ","पूर्व मजबुतीकरण, शक्ती"
ਅਨੁਭਵੀ,अनुभवजन्य
"ਖਾਲੀ, ਅਧੂਰਾ","रिकामे, न भरलेले"
"emulsifier, emulsifier","emulsifier, emulsifier"
"emulsion, emulsion","इमल्शन, इमल्शन"
"ਅੰਤ, ਅੰਤ, ਅੰਤ, ਅੰਤ","शेवट, शेवट, शेवट, शेवट"
ਅੰਤਿਮ ਸੰਸ਼ੋਧਨ,अंतिम पुनरावृत्ती
ਊਰਜਾ ਕੁਸ਼ਲ,ऊर्जा कार्यक्षम
"ਧੁਰੀ ਸਥਿਤੀ, ਏ-ਪੋਜੀਸ਼ਨ","अक्षीय स्थिती, A-स्थिती"
"endothermic, endothermic","एंडोथर्मिक, एंडोथर्मिक"
ਐਂਡੋਥਰਮਿਕ ਪ੍ਰਕਿਰਿਆ,एंडोथर्मिक प्रक्रिया
ਊਰਜਾਵਾਨ ਕਰਨ ਲਈ,उत्साही करणे
ਅੰਦਰੂਨੀ ਊਰਜਾ,अंतर्निहित ऊर्जा
ਊਰਜਾ ਊਰਜਾਵਾਨ,ऊर्जा ऊर्जा देणारा
"ਇੰਜਨ ਇੰਜਨੀਅਰਿੰਗ, ਇੰਜਨੀਅਰਿੰਗ","इंजिन अभियांत्रिकी, अभियांत्रिकी"
ਵਾਧਾ,वाढ
ਅਮੀਰ ਆਈਸੋਟੋਪ,समृद्ध समस्थानिक
ਵਧਿਆ ਰਿਐਕਟਰ,संवर्धित अणुभट्टी
ਸੰਸ਼ੋਧਨ,समृद्धी
ਖੁਸ਼ਹਾਲੀ,समृद्धी
"ਸੈੱਟ, ਭਾਈਚਾਰੇ","सेट, समुदाय"
"enthalpy, ਪੂਰਨ ਗਰਮੀ","एन्थाल्पी, परिपूर्ण उष्णता"
ਤਾਕਤ,शक्ती
ਐਂਟਰੌਪੀ,एन्ट्रॉपी
ਦਾਖਲਾ,प्रवेश
"ਗਿਣਤੀ, ਗਿਣਤੀ","मोजणे, मोजणे"
