Malayalam,Odiya
പൗരോഹിത്യം,ଧର୍ମ ଧର୍ମ
ക്ലറച്ച്,କ୍ଲାରଚ
ക്ലൂനിയാക് പ്രസ്ഥാനം,କ୍ଲୁନିୟକ୍ ଗତିବିଧି |
കോട്ട് കവചം,କୋଟ ବାହୁ
കോട്ട് ഓഫ് ആംസ്,କୋଟ୍
കോട്ട് ഓഫ് ആംസ്,କୋଟ୍
കോട്ട് ഓഫ് ആംസ്,କୋଟ୍
കോട്ട് ഓഫ് മെയിൽ,କୋଟ୍ ମେଲ୍ |
കോഹോർട്ട്,କୋହର୍ଟ |
കോമിറ്റിയ,Comitia
കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ,Comitia Centuriata
കോമിറ്റിയ ക്യൂറിയാറ്റ,Comitia Curiata
കോമിറ്റിയ ട്രിബ്യൂട്ട,Comitia Tributa
സ്മാരക കമാനം,ସ୍ମରଣୀୟ ଆର୍
സ്മാരക നാണയം,ସ୍ମରଣୀୟ ମୁଦ୍ରା
സ്മരണിക മുദ്ര,ସ୍ମରଣୀୟ ସିଲ୍ |
പൊതുവായ ഫീൽഡ്,ସାଧାରଣ କ୍ଷେତ୍ର |
കമ്മ്യൂണർഡ്,କମ୍ୟୁନାର୍ଡ |
കോൺകോർഡാറ്റ്,କନକର୍ଡେଟ୍ |
കോൺകോർഡാറ്റ്,କନକର୍ଡେଟ୍ |
കൊണ്ടോട്ടിയർ,କଣ୍ଡୋଟିଅର୍ |
സ്ഥിരീകരണം Cartarum,ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |
സംഘർഷം,ଦ୍ୱନ୍ଦ୍ୱ |
സഭ,ମଣ୍ଡଳୀ
കീഴടക്കുന്ന സംസ്ഥാനം,ରାଜ୍ୟ ଜିତିବା |
ജേതാവ്,ଜୟ
വിജയി,କନକ୍ୟୁଷ୍ଟାଡର୍ |
കോൺസിലിയം,କନସିଲିୟମ୍ |
കോൺസ്റ്ററി,ସ୍ଥିର
ഗൂഢാലോചന,ଷଡଯନ୍ତ୍ର
ഗൂഢാലോചന,ଷଡଯନ୍ତ୍ର
കോൺസുലേറ്റ്,କନସୁଲେଟ୍ |
കൺസൾട്ടേഷൻ പുസ്തകം,କନସୁଲେସନ୍ ବୁକ୍ |
കോണ്ടിനെന്റൽ സിസ്റ്റം,କଣ୍ଟିନେଣ୍ଟାଲ୍ ସିଷ୍ଟମ୍ |
കൺവെൻഷൻ പാർലമെന്റ്,ସମ୍ମିଳନୀ ସଂସଦ |
കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ),କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ)
കോപ്പിഹോൾഡ്,କପିହୋଲ୍ଡ |
കോർഡനിംഗ്,କର୍ଡୋନିଂ |
കൊറോണ,କରୋନା |
കിരീടധാരണം,କରୋନେସନ୍ |
കിരീടധാരണ കല്ല്,କରୋନେସନ୍ ପଥର |
കോർപ്പസ്,କର୍ପସ୍
കോർസെയർ,କର୍ସାୟର୍ |
കോർസെയർ,କର୍ସାୟର୍ |
കോർസെറ്റ് (=കോർസെലെറ്റ്),କର୍ସେଟ୍ (= କର୍ସଲେଟ୍)
കോർട്ടെസ്,କର୍ଟସ୍ |
കോട്ടർ (=കോട്ടിയർ),କୁଟୀର (= କୁଟିଅର୍)
കോട്ടർ (=കോട്ടിയർ),କୁଟୀର (= କୁଟିଅର୍)
പാലറ്റിനേറ്റ് എണ്ണുക,ପାଲାଟିନେଟ୍ ଗଣନା କରନ୍ତୁ |
നാടൻ വീട്,ଦେଶ ଘର
കൗണ്ടി,କାଉଣ୍ଟି |
കൗണ്ടി ബറോ,କାଉଣ୍ଟି ବୋରୱେଲ |
കൗണ്ടി കോടതികൾ,କାଉଣ୍ଟି କୋର୍ଟ |
കൗണ്ടി പാലറ്റൈൻ,କାଉଣ୍ଟି ପାଲାଟାଇନ୍ |
കോടതി,କୋର୍ଟ
കോടതി,କୋର୍ଟ
കോടതി സർക്കുലർ,କୋର୍ଟ ସର୍କୁଲାର୍ |
കോടതി മര്യാദകൾ,କୋର୍ଟ ଶ iqu ଳୀ
കോർട്ടിയർ,କୋର୍ଟ
കാസേഷൻ കോടതി,ଅଦାଲତ
കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC),କୋର୍ଟ ଅଫ୍ ଡାଇରେକ୍ଟର୍ସ (EIC)
ഉടമസ്ഥരുടെ കോടതി,ମାଲିକଙ୍କ କୋର୍ଟ
കോടതി കവി,କୋର୍ଟ କବି
ഉടമ്പടി കാമറോണിയക്കാർ,ଚୁକ୍ତିଭିତ୍ତିକ କାମେରୋନିଆନ୍ |
കിരീടം,ମୁକୁଟ |
കിരീടം,ମୁକୁଟ |
കിരീടം,ମୁକୁଟ |
കിരീട ഭൂമി,ମୁକୁଟ ଜମି |
കിരീട ഭൂമി,ମୁକୁଟ ଜମି |
കിരീടാവകാശി,କ୍ରାଉନ୍ ପ୍ରିନ୍ସ |
കുരിശുയുദ്ധം,କ୍ରୁସେଡ୍ |
കുരിശുയുദ്ധക്കാരൻ,କ୍ରୁସେଡର୍ |
ക്രിപ്റ്റോഗ്രാം,କ୍ରିପ୍ଟୋଗ୍ରାମ୍ |
ക്യൂറാസ്,କୁଇରାସ୍ |
ക്യൂറാസിയർ,କୁଇରାସିଅର୍ |
ആരാധനാ ദേവത,ଦେବତା ସଂସ୍କୃତି
കൂരിയ,କୁରିଆ
കൂരിയ,କୁରିଆ
സാറിസം,ରାଜା
ഇരുണ്ട ഭൂഖണ്ഡം,ଅନ୍ଧାର ମାଳଦ୍ୱୀପ |
വിധി ദിവസം,ବିଚାର ଦିନ
വിധി ദിവസം,ବିଚାର ଦିନ
ഡീൻ,ଡିନ୍
ദശാബ്ദം,ଦଶନ୍ଧି
ഡെനാറിയസ്,ଡେନାରିୟସ୍ |
സ്ഥാനഭ്രഷ്ടനായ രാജാവ്,ବିତାଡିତ ରାଜତନ୍ତ୍ର |
നശിപ്പിക്കുക,ଲୁଟ
നാശം,ବିଚ୍ଛିନ୍ନତା |
സിംഹാസനസ്ഥനാക്കുക,ଡେଥ୍ରୋନ୍ |
ഡയഡം,ଡାଏଡେମ୍ |
ഡയഡം,ଡାଏଡେମ୍ |
ഡയഡം,ଡାଏଡେମ୍ |
ഡയസിയ,ଡିଆସିଆ
ഡികാസ്റ്റീരിയം,ଡିକାଷ୍ଟେରିୟମ୍ |
ഡിലുവിയലിസ്റ്റ്,ଦିଲୁଭିଆଲିଷ୍ଟ |
രൂപത,ଡ଼ିଓସିସ୍
രൂപത,ଡ଼ିଓସିସ୍
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),Directoire (= Directry)
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),Directoire (= Directry)
ദിർഹം,ଦିରହମ୍ |
വിശ്വസ്തതയില്ലാത്ത,ଅବିଶ୍ୱାସୀ |
വിശ്വസ്തതയില്ലാത്ത,ଅବିଶ୍ୱାସୀ |
വീഴ്ചയുടെ സിദ്ധാന്തം,ତ୍ୟାଗ
പ്രമാണം,ଡକ୍ୟୁମେଣ୍ଟ୍
ഡോക്യുമെന്ററി തെളിവുകൾ,ଡକ୍ୟୁମେଣ୍ଟାରୀ ପ୍ରମାଣ |
ഡോംസ്‌ഡേ ബുക്ക്,ଡୋମେସ୍ ବୁକ୍ |
കോൺസ്റ്റന്റൈന്റെ സംഭാവന,କନଷ୍ଟାଣ୍ଟିନର ଦାନ |
വിധി,ନିପାତ |
സ്ത്രീധന രാജ്ഞി,ଡାଉଜର୍ ରାଣୀ |
ഡ്രാഗൺ,ଡ୍ରାଗନ୍ |
ഡ്രോമെഡേറിയൻ,ଡ୍ରୋମେଡାରିଆନ୍ |
ഡ്രോമെഡറി,ଡ୍ରୋମେଡାରୀ |
ഡ്രോമണ്ട്,ଡ୍ରୋମଣ୍ଡ |
ഇരട്ട,ଡୁଆଲ୍ |
ഇരട്ട സഖ്യം,ଦ୍ୱ ual ତ ମିଳିତତା |
ഡ്യുവൽ എന്റന്റ്,ଡୁଆଲ୍ ଏଣ୍ଟେଣ୍ଟେ |
ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ),ଡୁଆଲ୍ ସିଷ୍ଟମ୍ (= ଦ୍ୱ ual ତ ସରକାର)
ഡ്യൂക്ക്,ଡ୍ୟୁକ୍ |
ഡുമ,ଡୁମା
വാമനാവതാരം,ବାଘ ଅବତାର |
രാജവംശം,ରାଜବଂଶ
രാജവംശം,ରାଜବଂଶ
കഴുകൻ,ଇଗଲ
മൂപ്പൻ,ଏଲଡର୍ ମ୍ୟାନ୍ |
ഏൾ,କର୍ଣ୍ଣ
എർൾഡം,Earldom
ആദ്യകാല ഗുപ്തർ,ପ୍ରାରମ୍ଭିକ ଗୁପ୍ତା |
ആദ്യകാല (ചരിത്രപരമായ) സൈറ്റുകൾ,ପ୍ରାରମ୍ଭିକ (histor ତିହାସିକ) ସାଇଟଗୁଡିକ |
ആദ്യകാല വേദകാലം,ପ୍ରାରମ୍ଭିକ ବ ed ଦିକ ଅବଧି |
എക്ലീസിയ,ଉପଦେଶ
തിരിച്ചടവിന്റെ ശാസന,ପୁନ it ଉଦ୍ଧାରର ଆଦେଶ |
എട്ട് മടക്ക പാത,ଆଠ ଗୁଣା ପଥ |
മൂപ്പന്മാർ,ପ୍ରାଚୀନମାନେ
മുതിർന്ന രാഷ്ട്രതന്ത്രജ്ഞൻ (=ജനറോ),ବୟସ୍କ ରାଜ୍ୟସ୍ତରୀୟ (= ଜେନ୍ରୋ)
എലിഫന്റ് ഗോഡ്,ହାତୀ ଛେଳି |
പതിനൊന്ന് വർഷത്തെ സ്വേച്ഛാധിപത്യം,ଏକାଦଶ ବର୍ଷର ଅତ୍ୟାଚାର |
എലിസെ (=എലിസീ),ଏଲିସା (= ଏଲିସି)
എൻക്ലോഷർ പ്രസ്ഥാനം,ଏନକ୍ଲୋଜର ଆନ୍ଦୋଳନ |
വിജ്ഞാനകോശം,ଏନସାଇକ୍ଲିକ୍ |
എൻസൈക്ലോപീഡിസ്റ്റ് പ്രസ്ഥാനം,ଏନସାଇକ୍ଲୋପେଡିଷ୍ଟ ଆନ୍ଦୋଳନ |
എന്റന്റെ,ଏଣ୍ଟେଣ୍ଟେ |
എന്റെ ഹൃദയം,ଏଣ୍ଟେଣ୍ଟେ କର୍ଡିଆଲ୍ |
സിംഹാസനം,ଏଣ୍ଟ୍ରୋନ୍ |
പരിവാരം,ଭ୍ରମଣ
എഫോദ്,ଏଫୋଡ୍
എഫോർ,ଇଫୋର |
ഇതിഹാസ യുഗം,ଏପିକ୍ ବୟସ |
ഇതിഹാസ നായകൻ,ଏପିକ୍ ହିରୋ |
എപ്പിഗ്രാഫ്,ଏପିଗ୍ରାଫ୍ |
എപ്പിസ്കോപ്പസി,Episcopacy
എപ്പിസ്കോപ്പ,Episcopate |
എപ്പിസോഡ്,ଏପିସୋଡ୍
യുഗം,ଯୁଗ
യുഗനിർമ്മാണ സംഭവം,ଯୁଗ ତିଆରି ଇଭେଣ୍ଟ |
യുഗനിർമ്മാതാവ്,ଯୁଗ ସୃଷ୍ଟି କରୁଥିବା ବ୍ୟକ୍ତି |
പേരുനാമം,ଉପନାମ
ഇക്വറി,ସମୀକରଣ
ഇക്വറി,ସମୀକରଣ
കുതിരസവാരി പ്രതിമ,ଅଶ୍ୱିନୀ ମୂର୍ତ୍ତି |
യുഗം,ଯୁଗ
എർഗസ്റ്റുലം,ଏରଗାଷ୍ଟୁଲମ୍ |
ദിവ്യബലി,ଇଉକାରିଷ୍ଟ |
ഇവാഞ്ചലിസം,ସୁସମାଚାର
സുവിശേഷ പ്രസ്ഥാനം,ସୁସମାଚାର ଆନ୍ଦୋଳନ |
സുവിശേഷകൻ,ସୁସମାଚାର ପ୍ରଚାରକ |
എക്സാർച്ച്,Exarch
എക്സിലാർക്ക്,Exilarch
ഫലാങ്കിസ്റ്റ്,ଫାଲାଙ୍ଗିଷ୍ଟ |
പിതൃഭൂമി,ପିତା ଭୂମି |
പിതൃഭൂമി,ପିତା ଭୂମି |
ഫെരിയേ,ଫେରିଆ |
ഫെറ്റിഷ്,ଫେଟିଶ୍ |
ഫ്യൂഡൽ ഹോൾഡിംഗ്സ്,ସାମାଜିକ ହୋଲ୍ଡିଂ |
ഫ്യൂഡലിസം (=ഫ്യൂഡൽ സമ്പ്രദായം),ସାମ୍ରାଜ୍ୟବାଦ (= ସାମ୍ରାଜ୍ୟ ପ୍ରଣାଳୀ)
ഫ്യൂഡൽ സമ്പ്രദായം,ସାମ୍ରାଜ୍ୟ ବ୍ୟବସ୍ଥା |
ഫ്യൂഡറി,ବିବାଦୀୟ |
ഫിഡെ ഡിഫൻസർ (=വിശ്വാസത്തിന്റെ സംരക്ഷകൻ),ଫିଡେ ଡିଫେନ୍ସର୍ (= ବିଶ୍ୱାସର ଡିଫେଣ୍ଡର)
ഫൈഫ്,ଫିଫ୍ |
ഫീൽഡ് സിസ്റ്റം,ଫିଲ୍ଡ ସିଷ୍ଟମ୍ |
പതിനഞ്ചാമത്തെ നികുതി,ପ te ୍ଚଦଶ କର |
ചിത്ര തല,ଚିତ୍ର ମୁଣ୍ଡ
ഫിൻ ഡി സൈക്കിൾ,ଫିନ୍ ଡି ସାଇକେଲ୍ |
തീ തിന്നുന്നവൻ,ଅଗ୍ନି ଭୋଜନକାରୀ |
അഞ്ച് മൈൽ നിയമം,ପାଞ୍ଚ ମାଇଲ୍ ଆକ୍ଟ |
പതാക,ପତାକା
ഫ്ലെമെൻ ഡയാലിസ്,ଫ୍ଲେମେନ୍ ଡାଏଲିସ୍ |
ഫ്ലമെൻ മാർട്ടിയാലിസ്,ଫ୍ଲେମେନ ମାର୍ଟିଆଲିସ୍ |
ജ്വലിക്കുന്ന ടോർച്ച്,ଜ୍ୱଳନ୍ତ ମଶାଲ |
പാർശ്വഭാഗം,ଫାଙ୍କା
ഫ്ലാങ്കിംഗ് ചലനം,ଫ୍ଲାଙ୍କିଙ୍ଗ୍ ଗତି
അഭിവൃദ്ധി പ്രാപിക്കുന്ന നാഗരികത,ସମୃଦ୍ଧ ସଭ୍ୟତା |
ഫ്ലൂവിയലിസ്റ്റിക് വിശ്വാസം,ଫ୍ଲୁଭିଆଲିଷ୍ଟିକ୍ ବିଶ୍ୱାସ |
നാടോടി ദൈവം,ଲୋକ ଭଗବାନ |
നാടോടി ദേവത,ଲୋକ ଦେବୀ
നാടോടി ഓർമ്മ,ଲୋକ ସ୍ମୃତି
നാടോടി മിത്ത് (=നാടോടിക്കഥ),ଲୋକ ପୁରାଣ (= ଲୋକନୃତ୍ୟ)
തീറ്റ കണ്ടെത്തുന്നു,ଚୋରାଚାଲାଣ |
ഫോറേ,ଅଗ୍ରଗାମୀ |
മുൻഗാമി,ଅଗ୍ରଗାମୀ |
പൂർവ്വപിതാവ്,ପୂର୍ବଜ
മുൻഗാമി,ଅଗ୍ରଗାମୀ |
കൈവിട്ട പ്രതീക്ഷ,ଭରସା
രൂപീകരണ ഘട്ടം,ଗଠନମୂଳକ ପର୍ଯ୍ୟାୟ |
കോട്ട,ଦୁର୍ଗ
കോട്ടകെട്ടൽ,ଦୁର୍ଗ
ഉറപ്പുള്ള പട്ടണം,ଦୁର୍ଗ ସହର
കോട്ട,ଦୁର୍ଗ
ഫോർച്യൂണ,ଫର୍ଚୁନା
ഫോറം റൊമാനം,ଫୋରମ୍ ରୋମାନମ୍ |
ഫ്രാൻസിസ്കൻ,ଫ୍ରାନ୍ସିସ୍କାନ୍ |
ഫ്രാങ്ക്ലിൻ,ଫ୍ରାଙ୍କଲିନ୍ |
സഹോദരീഹത്യ യുദ്ധം,ଭ୍ରାତୃ ଯୁଦ୍ଧ |
സ്വതന്ത്ര പള്ളി,ମୁକ୍ତ ଚର୍ଚ୍ଚ
ഫ്രീഹോൾഡർ,ମୁକ୍ତଧାରୀ
സ്വതന്ത്ര സൈനികൻ,ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |
സ്വതന്ത്ര സൈനികൻ,ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |
ഫ്രീമാൻ,ଫ୍ରିମାନ୍
ഫ്രീമാൻ,ଫ୍ରିମାନ୍
സൗജന്യ പ്രവേശനം,ଫ୍ରିପାସ୍ |
ഫ്രഞ്ച് വിപ്ലവം,ଫରାସୀ ବିପ୍ଳବ |
ഫ്രയർ,ଫ୍ରିୟାର୍ |
ഫ്രാസിയൻ കൂലിപ്പടയാളികൾ,ଫ୍ରାସିଆନ୍ ଭିକାରୀ
അതിർത്തിയിലെ മനുഷ്യൻ,ସୀମାନ୍ତ ମଣିଷ |
ഗാലിയൻ,ଗାଲେନ୍ |
ഗാലിക്കൻ (=ഗല്ലിക്കനിസ്റ്റ്),ଗାଲିକାନ୍ (= ଗାଲିକାନିଷ୍ଟ)
ഗാലിക്കനിസം,ଗାଲିକାନିଜିମ୍ |
ഗാരിസൺ,ଗ୍ୟାରିସନ୍ |
ഗൗൾ,ଗଲ୍ |
ഗൗണ്ട്ലെറ്റ്,ଗାଣ୍ଟଲେଟ୍ |
ഗൗണ്ട്ലെറ്റ്,ଗାଣ୍ଟଲେଟ୍ |
ഗസീബോ,ଗେଜେବୋ |
ഗസീബോ,ଗେଜେବୋ |
ഗസീബോ,ଗେଜେବୋ |
വംശാവലി ചരിത്രം,ବଂଶାନୁକ୍ରମିକ ଇତିହାସ |
വംശാവലി രേഖ,ବଂଶାନୁକ୍ରମିକ ରେକର୍ଡ |
വംശാവലി പട്ടിക,ବଂଶାନୁକ୍ରମିକ ସାରଣୀ |
വംശാവലി വൃക്ഷം,ବଂଶାନୁକ୍ରମିକ ବୃକ୍ଷ |
വംശാവലി,ବଂଶାନୁକ୍ରମିକ
വംശാവലി,ବଂଶାନୁକ୍ରମିକ
തലമുറ,ପି Generation ଼ି
വംശഹത്യ,ଜାତିସଂଘ
വിജാതീയൻ,ଅଣଯିହୂଦୀ
വിജാതീയൻ,ଅଣଯିହୂଦୀ
വിജാതീയൻ,ଅଣଯିହୂଦୀ
വിജാതീയൻ,ଅଣଯିହୂଦୀ
ഗെട്ടോ,ଘେଟୋ |
ഗെട്ടോ,ଘେଟୋ |
ഗിബെറ്റ്,ଗିବ୍ବେଟ୍ |
ഗിൽഡ് (=ഗിൽഡ്),ଗିଲ୍ଡ (= ଗିଲ୍ଡ)
ഗ്ലാഡിയേറ്റർ,ଗ୍ଲାଡିଏଟର |
മഹത്തായ വിപ്ലവം,ଗ or ରବମୟ ବିପ୍ଳବ |
ഗോൾഡൻ ഹോർഡ്,ସୁବର୍ଣ୍ଣ ହୋର୍ଡ଼ |
മഹാസഖ്യം,ଗ୍ରାଣ୍ଡ୍ ଆଲାଏନ୍ସ |
ഗ്രാൻഡീ,ଗ୍ରାଣ୍ଡି
ഗ്രാൻഡ് സിഗ്നർ,ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |
ഗ്രാൻഡ് സിഗ്നർ,ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |
മഹത്തായ ആഭ്യന്തരയുദ്ധം,ମହାନ ଗୃହଯୁଦ୍ଧ |
മഹത്തായ പുറപ്പാട് (ബുദ്ധന്റെ),ମହାନ ବିଦାୟ (ବୁଦ୍ଧଙ୍କ)
ഗ്രേറ്റർ ഇന്ത്യ,ଗ୍ରେଟର ଭାରତ |
ഗ്രേറ്റ് ഹെല്ലസ്,ମହାନ ହେଲାସ୍ |
വലിയ സംഘം,ମହାନ ହୋର୍ଡ
മഹത്തായ ത്യാഗം (=വലിയ പുറപ്പാട്),ମହାନ ତ୍ୟାଗ (= ମହାନ ବିଦାୟ)
വലിയ മുദ്ര,ମହାନ ସିଲ୍ |
വലിയ ട്രാക്ക്,ଗ୍ରେଟ୍ ଟ୍ରାକ୍ |
വലിയ വാഹനം,ମହାନ ଯାନ
ചൈനീസ് വന്മതില്,ଚାଇନାର ଗ୍ରେଟ୍ ୱାଲ୍ |
ഗ്രേവ്,ଗ୍ରୀଭ୍ |
ഗാർഡ് ചേംബർ,ରାକ୍ଷୀ-ଚାମ୍ବର |
ഗാർഡ് ചേംബർ,ରାକ୍ଷୀ-ଚାମ୍ବର |
ഗാർഡ് ചേംബർ,ରାକ୍ଷୀ-ଚାମ୍ବର |
ഗുപ്തർ,ଗୁପ୍ତା
ഹാജിയോഗ്രാഫി,ହାଗିଓଗ୍ରାଫି |
ഹാജിയോഗ്രാഫി,ହାଗିଓଗ୍ରାଫି |
ഹാജിയോളജി,ହାଜିଓଲୋଜି |
ഹാജിയോളജി,ହାଜିଓଲୋଜି |
സ്വകാര്യ പ്രേക്ഷകരുടെ ഹാൾ,ବ୍ୟକ୍ତିଗତ ଦର୍ଶକଙ୍କ ହଲ୍ |
പൊതു പ്രേക്ഷകരുടെ ഹാൾ,ଜନ ଦର୍ଶକଙ୍କ ହଲ୍ |
ഹാച്ച്മെന്റ്,ହ୍ୟାଚ୍
ഹീതൻ,ହେଥେନ୍ |
ഹീതൻ,ହେଥେନ୍ |
ഹീതനിസം,ହେଥେନିଜିମ୍ |
ഹെഗിറ (ഹെജേര),ହେଗିରା (ହେଜେରା)
ഹെല്ലനിസം,ହେଲେନିଜିମ୍ |
ഹെലോട്ട്,ହେଲଟ୍ |
ഹെറാൾഡ്രി,ହେରାଲ୍ଡ୍ରି |
പൈതൃകം,ହେରିଟେଜ୍
ഹൈറോഗ്ലിഫിക് ലീനിയർ പ്രതീകങ്ങൾ,ହାଇରୋଗଲିଫିକ୍ ର line ଖ୍ୟ ବର୍ଣ୍ଣଗୁଡିକ |
ഹൈറോഗ്ലിഫിക് ലിപി,ହାଇରୋଗଲିଫିକ୍ ସ୍କ୍ରିପ୍ଟ |
ഉയർന്ന പള്ളി,ହାଇ ଚର୍ଚ୍ଚ
ഉയർന്ന ലാൻഡർ,ହାଇ ଲ୍ୟାଣ୍ଡର୍ |
ഹിന്ദുമതം,ହିନ୍ଦୁ ଧର୍ମ
ചരിത്രകാരൻ,Histor ତିହାସିକ
ചരിത്രകാരൻ,Histor ତିହାସିକ
ചരിത്രപരമായ ഭൗതികവാദം,Histor ତିହାସିକ ବସ୍ତୁବାଦ |
ചരിത്ര യുഗം,Histor ତିହାସିକ ଯୁଗ |
ചരിത്രപരമായ അതിർത്തി,Histor ତିହାସିକ ସୀମା
ചരിത്രകാരൻ,ଇତିହାସକାର
ചരിത്രകാരൻ,ଇତିହାସକାର
ചരിത്രരചന,ଇତିହାସ ଲିପି
ചരിത്രരചന,ଇତିହାସ ଲିପି
ചരിത്രം,ଇତିହାସ
ഹിറ്റൈറ്റ് സാമ്രാജ്യം,ହିତ୍ତୀୟ ସାମ୍ରାଜ୍ୟ |
വിശുദ്ധ സഖ്യം,ପବିତ୍ର ମିଳିତ ମଞ୍ଚ
വിശുദ്ധ നഗരം,ପବିତ୍ର ସହର
വിശുദ്ധ നഗരം,ପବିତ୍ର ସହର
പുണ്യ സ്ഥലം,ପବିତ୍ର ଭୂମି
പുണ്യ സ്ഥലം,ପବିତ୍ର ଭୂମି
ഹോളി ലീഗ്,ହୋଲି ଲିଗ୍ |
ഹോളി ലീഗ്,ହୋଲି ଲିଗ୍ |
വിശുദ്ധ റോമൻ സാമ്രാജ്യം (= സാമ്രാജ്യം),ପବିତ୍ର ରୋମାନ୍ ସାମ୍ରାଜ୍ୟ (= ସାମ୍ରାଜ୍ୟ)
വിശുദ്ധ കടൽ,ପବିତ୍ର ସମୁଦ୍ର |
വിശുദ്ധ കടൽ,ପବିତ୍ର ସମୁଦ୍ର |
വിശുദ്ധ യുദ്ധം,ପବିତ୍ର ଯୁଦ୍ଧ
വിശുദ്ധ യുദ്ധം,ପବିତ୍ର ଯୁଦ୍ଧ
ആഭ്യന്തര സർക്കാർ,ଗୃହ ସରକାର
ഹോം ഗാർഡ്,ହୋମ ଗାର୍ଡ |
സ്വദേശം,ମାତୃଭୂମି |
ഹോം റൂൾ,ଗୃହ ନିୟମ |
ഹോം റൂൾ,ଗୃହ ନିୟମ
കൂട്ടം,ହୋର୍ଡେ |
കൂട്ടം,ହୋର୍ଡେ |
ശത്രു രാജ്യം,ଶତ୍ରୁ ଦେଶ |
ശത്രു ഭൂമി,ଶତ୍ରୁ ଭୂମି |
ചൂടുള്ള പിന്തുടരൽ,ଗରମ ଅନୁସରଣ
വീട്,ଘର
വീട്,ଘର
പ്രജാസഭ,ହାଉସ୍ ଅଫ୍ କମନ୍ସ
ഹൗസ് ഓഫ് ലോർഡ്സ്,ହାଉସ୍ ଅଫ୍ ଲର୍ଡସ୍ |
പ്രതിനിധി സഭ,ଲୋକସଭା
ഹ്യൂഗനോട്ടുകൾ,ହୁଗୁଏନଟ୍ସ |
മാനവികത,ମାନବବାଦ |
ഹ്യൂമനിസ്റ്റ്,ମାନବବାଦୀ |
നൂറ് യെസ്സർ യുദ്ധം,ଶହ ଶହ ୟେସର ଯୁଦ୍ଧ |
ഹങ്കർ,ହଙ୍କର୍ |
ഇബാദത്ത് ഖാന (ആരാധനാലയം),ଇବାଦତ ଖାନା (ପୂଜା ଘର)
ഐക്കണോക്ലാസ്റ്റ്,ଆଇକନୋକ୍ଲାଷ୍ଟ |
വിഗ്രഹാരാധകൻ,ପ୍ରତିମା
ഇലാഹി യുഗം,ଇଲାହି ଯୁଗ |
നിയമവിരുദ്ധ യുദ്ധം,ବେଆଇନ ଯୁଦ୍ଧ |
പ്രകാശിതമായ കൈയെഴുത്തുപ്രതി,ଆଲୋକିତ ପାଣ୍ଡୁଲିପି
ചിത്രീകരിച്ച കൈയെഴുത്തുപ്രതി,ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |
ചിത്രീകരിച്ച കൈയെഴുത്തുപ്രതി,ଚିତ୍ରିତ ପାଣ୍ଡୁଲିପି |
ഇമാം (ഇമ്മൂം),ଇମାମ (ଇମ୍ମାମ୍)
ഇമാമത്ത്,ଇମାମେଟ୍ |
ഇമാമത്ത്,ଇମାମେଟ୍ |
ഇമാംബരഃ,ଇମମ୍ବର
ഇംപീരിയൽ,ସାମ୍ରାଜ୍ୟ
സാമ്രാജ്യത്വ നഗരം,ସାମ୍ରାଜ୍ୟ ସହର |
സാമ്രാജ്യത്വം,ସାମ୍ରାଜ୍ୟବାଦ |
സാമ്രാജ്യത്വ മുൻഗണന,ସାମ୍ରାଜ୍ୟ ପସନ୍ଦ |
അപ്രമാദിത്വം,ଅପ୍ରାକୃତିକ |
വഞ്ചകൻ,ଇମ୍ପୋଷ୍ଟର୍ |
തടവ്,କାରାଗାର
തടവ്,କାରାଗାର
കടന്നുകയറ്റം,ଆକ୍ରମଣ
നുഴഞ്ഞുകയറ്റക്കാരൻ,ଅନୁପ୍ରବେଶକାରୀ |
സ്വാതന്ത്ര്യം,ସ୍ୱାଧୀନତା
സ്വാതന്ത്യദിനം,ସ୍ବାଧୀନତା ଦିବସ
ഇൻഡിപെൻഡൻസ് ഹാൾ,ସ୍ୱାଧୀନତା ହଲ୍
ഇന്ത്യൻ അമേരിയൻ (=റെഡ് ഇന്ത്യൻ=അമേരിക്കൻ ഇന്ത്യൻ),ଭାରତୀୟ ଆମେରିଆନ୍ (= ରେଡ୍ ଇଣ୍ଡିଆନ୍ = ଆମେରିକୀୟ ଭାରତୀୟ)
ഇന്ത്യൻ ഹോം റൂൾ ലീഗ്,ଇଣ୍ଡିଆନ୍ ହୋମ୍ ନିୟମ ଲିଗ୍ |
വ്യവസായ വിപ്ലവം,ଶିଳ୍ପ ବିପ୍ଳବ |
അവിശ്വാസി,ଅବିଶ୍ୱାସୀ |
അവിശ്വാസി,ଅବିଶ୍ୱାସୀ |
