Hindi,Punjabi
संतत प्रायिकता बंटन,ਲਗਾਤਾਰ ਸੰਭਾਵਨਾ ਵੰਡ
संतत यादृच्छिक चर,ਨਿਰੰਤਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
संतत प्रतिदर्श समष्टि,ਲਗਾਤਾਰ ਨਮੂਨਾ ਸਪੇਸ
संतत चर,ਲਗਾਤਾਰ ਵੇਰੀਏਬਲ
संतत तरंग,ਲਗਾਤਾਰ ਲਹਿਰ
"सांतत्यक, कन्टिनुअम","ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ"
सांतत्यक-अभिगृहीत,continuum axiom
वास्तविक-संख्या समुच्चय,ਅਸਲ-ਨੰਬਰ ਸੈੱਟ
सांतत्यक सिद्‌धांत,ਨਿਰੰਤਰ ਸਿਧਾਂਤ
कन्टूर समाकलन,ਕੰਟੋਰ ਏਕੀਕਰਣ
संकुचन प्रतिचित्रण,ਸੰਕੁਚਨ ਮੈਪਿੰਗ
विरोध,ਵਿਰੋਧ
प्रतिपरिवर्त,ਪ੍ਰਤੀਬਿੰਬ
नियंत्रण,ਕੰਟਰੋਲ
नियंत्रण-संचित्र,ਕੰਟਰੋਲ ਚਾਰਟ
माध्यों का नियंत्रण संचित्र,ਮੱਧਮਾਨ ਦਾ ਕੰਟਰੋਲ ਚਾਰਟ
दोषों का नियंत्रण,ਨੁਕਸ ਦਾ ਕੰਟਰੋਲ
परिसरों का नियंत्रण,ਇਮਾਰਤ ਦਾ ਕੰਟਰੋਲ
चरों का नियंत्रण,ਵੇਰੀਏਬਲ ਦਾ ਕੰਟਰੋਲ
"अभिसरित करना, अभिसरित होना","ਕਨਵਰਜ ਕਰਨਾ, ਕਨਵਰਜ ਕਰਨਾ"
माध्य अभिसरण,ਕਨਵਰਜੈਂਸ ਦਾ ਮਤਲਬ ਹੈ
वर्ग माध्य अभिसरण,ਵਰਗ ਮਤਲਬ ਕਨਵਰਜੈਂਸ
प्रायिकता में अभिसरण,ਸੰਭਾਵਨਾ ਵਿੱਚ ਕਨਵਰਜੈਂਸ
अभिसरण सीमा,ਕਨਵਰਜੈਂਸ ਸੀਮਾ
अभिसरण त्रिज्या,ਕਨਵਰਜੈਂਸ ਰੇਡੀਅਸ
अभिसरण प्रदेश,ਕਨਵਰਜੈਂਸ ਖੇਤਰ
"अभिसारी (क्रि.), अभिसरक (सं.)","ਕਨਵਰਜ (ਵਰ.), ਕਨਵਰਜ (ਐਨ.)"
अभिसारी अनुक्रम,ਕਨਵਰਜੈਂਟ ਕ੍ਰਮ
अभिसारी श्रेणी,ਕਨਵਰਜੈਂਟ ਲੜੀ
"विलोम, विपरीत","ਉਲਟ, ਉਲਟ"
"विलोमतः व्यत्यासाने,","ਇਸ ਦੇ ਉਲਟ, ਵਿਤ੍ਯਾਸਨੇ"
रूपांतरण भिन्न,ਪਰਿਵਰਤਨ ਅੰਸ਼
रूपांतरण सारणी,ਪਰਿਵਰਤਨ ਸਾਰਣੀ
अवमुख,ਦੂਰ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
अवमुख पिंड,ਸਰੀਰ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
अवमुख संयोजन,ਉਲਟ ਸੁਮੇਲ
अवमुख समावरक,ਸਾਹਮਣਾ ਕਵਰ
अवमुख फलन,deviant ਫੰਕਸ਼ਨ
अवमुख रैखिक संचय,ਰੇਖਿਕ ਸੰਚਵ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
अवमुख रैखिक प्रोग्रामन,ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
अवमुख दूरीक समष्टि,ਦੂਰੀ ਦੀ ਆਬਾਦੀ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
अवमुख बहुफलक,ਪੋਲੀਹੇਡਰੋਨ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
अवमुख प्रोग्रामन,ਪ੍ਰੋਗਰਾਮਿੰਗ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
अवमुख प्रदेश,ਸਾਹਮਣਾ ਖੇਤਰ
अवमुख समुच्चय,ਸਾਹਮਣਾ ਸੈੱਟ
संवलन,ਸੰਚਾਲਨ
संवलन समाकल,ਕਨਵਰਜੈਂਸ ਅਟੁੱਟ
संवलन प्रमेय,ਕੰਪਰੈਸ਼ਨ ਥਿਊਰਮ
" निर्देशी, निर्देशांक , उपसहसंयोजकता","ਤਾਲਮੇਲ, ਤਾਲਮੇਲ, ਸਹਿਭਾਗ"
निर्देशक अक्ष,ਨਿਰਦੇਸ਼ਕ ਧੁਰਾ
निर्देशांक ज्यामिति,ਤਾਲਮੇਲ ਜਿਓਮੈਟਰੀ
निर्देशांक समतल,ਤਾਲਮੇਲ ਜਹਾਜ਼
निर्देशांक,ਕੋਆਰਡੀਨੇਟਸ
"निर्देशांक पद्‌धति, निर्देश तंत्र","ਤਾਲਮੇਲ ਪ੍ਰਣਾਲੀ, ਹਦਾਇਤ ਪ੍ਰਣਾਲੀ"
कोपर्निकस-निकाय,copernicus-ਸਰੀਰ
समतलीय,ਪਲੈਨਰ
समतलीय बल,coplanar ਫੋਰਸ
समतलीयता,ਸਮਤਲਤਾ
असहभाज्य संख्या,ਪ੍ਰਮੁਖ ਸੰਖਿਆ
"संशोधन गुणक, संशुद्‌धिगुणक","ਸੁਧਾਰ ਗੁਣਕ, ਸੁਧਾਰ ਗੁਣਕ"
सही हल,ਸਹੀ ਹੱਲ
सहसंबंध,ਸਹਿ - ਸਬੰਧ
सहसंबंध गुणांक,ਸਬੰਧ ਗੁਣਾਂਕ
सहसंबंध आरेख,ਸਬੰਧ ਚਿੱਤਰ
सहसंबंध फलन,ਸਬੰਧ ਫੰਕਸ਼ਨ
"सहसंबंध आव्यूह, सहसंबंध मैट्रिक्स","ਸਬੰਧ ਮੈਟ੍ਰਿਕਸ, ਸਬੰਧ ਮੈਟ੍ਰਿਕਸ"
सहसंबंधानुपात,ਸਬੰਧ ਅਨੁਪਾਤ
सहसंबंध-चित्र,ਸਬੰਧ ਚਿੱਤਰ
सहसंबंध-चित्र विश्लेषण,ਸਬੰਧ-ਤਸਵੀਰ ਵਿਸ਼ਲੇਸ਼ਣ
"संगत होना, तदनुरूपी होना","ਮੇਲ ਕਰਨ ਲਈ, ਮੇਲ ਕਰਨ ਲਈ"
संगति-नियम,ਇਕਸਾਰਤਾ ਨਿਯਮ
संगत कोण,ਅਨੁਸਾਰੀ ਕੋਣ
संगत पार्श्व,ਅਨੁਕੂਲ ਪਾਸੇ
सहसमुच्चय,ਸੈੱਟ
"कोसाइन, कोटिज्या","cosine, cotizya"
कोटिज्या नियम,cosines ਨਿਯਮ
लागत विश्लेषण,ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
लागत अधिकतमीकरण,ਲਾਗਤ ਵੱਧ ਤੋਂ ਵੱਧ
गणनीयता-अभिगृहीत,ਗਿਣਨਯੋਗਤਾ ਦਾ ਧੁਰਾ
गणनीय,ਗਿਣਨਯੋਗ
गणनीय योज्यता,ਗਿਣਨਯੋਗ ਜੋੜ
गणनीय आधार,ਗਿਣਨਯੋਗ ਅਧਾਰ
गणनीय आधार,ਗਿਣਨਯੋਗ ਅਧਾਰ
गणनीय समुच्चय,ਗਿਣਨਯੋਗ ਸੈੱਟ
गणनीयतः अनंत,ਅਣਗਿਣਤ ਅਨੰਤ
" गणित्र , फलक, काउंटर","ਕੈਲਕੁਲੇਟਰ, ਪੈਨਲ, ਕਾਊਂਟਰ"
वामावर्त अपसव्य,ਉਲਟ ਘੜੀ ਦੀ ਬਰਬਾਦੀ
प्रत्युदाहरण,ਵਿਰੋਧੀ ਉਦਾਹਰਨ
सहप्रसरण,ਸਹਿਵਿਹਾਰ
सहप्रसरण नियम,ਸਹਿਪ੍ਰਸਤੀ ਨਿਯਮ
सहप्रसरण आव्यूह,ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ
सहप्रसरण विधि,ਸਹਿਵਿਹਾਰ ਵਿਧੀ
सहप्रसरण विधि,ਸਹਿਪ੍ਰਸਤੀ ਵਿਧੀ
क्रैमर-नियम,ਕ੍ਰੈਮਰ ਦਾ ਕਾਨੂੰਨ
क्रैमर-राव असमिका,ਕ੍ਰੇਮਰ-ਰਾਓ ਅਸਮਾਨਤਾ
उद्देश्य फलन,ਉਦੇਸ਼ ਫੰਕਸ਼ਨ
क्रांतिक कोण,ਨਾਜ਼ੁਕ ਕੋਣ
क्रांतिक बिंदु,ਨਾਜ਼ੁਕ ਬਿੰਦੂ
फलन का क्रांतिक बिंदु,ਫੰਕਸ਼ਨ ਦਾ ਨਾਜ਼ੁਕ ਬਿੰਦੂ
क्रांतिक मान,ਨਾਜ਼ੁਕ ਮੁੱਲ
क्रांतिक वेग,ਨਾਜ਼ੁਕ ਗਤੀ
व्यतिसहसंबंध फलन,ਉਲਟ ਸਬੰਧ ਫੰਕਸ਼ਨ
"वेक्टर-गुणनफल, सदिश गुणनफल","ਵੈਕਟਰ-ਉਤਪਾਦ, ਵੈਕਟਰ-ਉਤਪਾਦ"
वज्रानुपात,ਥੰਡਰਬੋਲਟ ਅਨੁਪਾਤ
अनुप्रस्थ परिच्छेदन,ਅਨੁਪ੍ਰਸਥ ਕਾਟ
गूढ़लेख,ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ
"घन, क्यूब","ਘਣ, ਘਣ"
घन संख्या,ਘਣ ਨੰਬਰ
घनमूल,ਘਣ ਜੜ੍ਹ
" घन, घनाकृति, घनीय, त्रिघात , त्रिसमलंबाक्ष, घनीय","ਘਣ, ਘਣ, ਘਣ, ਚਤੁਰਭੁਜ, ਤਿਕੋਣੀ, ਘਣ"
"घन, घनाकृति, घनीय","ਘਣ, ਘਣ, ਘਣ"
त्रिघात समीकरण,ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ
घन इंच,ਘਣ ਇੰਚ
घन मीटर,ਘਣ ਮੀਟਰ
त्रिघात परवलय,ਚਤੁਰਭੁਜ ਪੈਰਾਬੋਲਾ
घनमूल,ਘਣ ਜੜ੍ਹ
त्रिघाती पद,ਤੀਹਰੀ ਮਿਆਦ
लंबकोणिक समांतर,ਔਰਥੋਗੋਨਲ ਸਮਾਨਾਂਤਰ
"संचयी संकलित,",ਸੰਚਤ ਸੰਕਲਿਤ
संचयी वक्र,ਸੰਚਤ ਕਰਵ
संचयी बंटन फलन,ਸੰਚਤ ਵੰਡ ਫੰਕਸ਼ਨ
संचयी बारंबारता,ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ
संचयी बारंबारता फलन,ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ ਫੰਕਸ਼ਨ
"संचयी बारंबारता आलेख, संचयी बारंबारता ग्राफ",ਸੰਚਤ ਫ੍ਰੀਕੁਐਂਸੀ ਗ੍ਰਾਫ਼ ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ ਗ੍ਰਾਫ
संचयी प्रायिकता फलन,ਸੰਚਤ ਸੰਭਾਵਨਾ ਫੰਕਸ਼ਨ
"कर्ल, कुंतल","ਕਰਲ, ਕੁਇੰਟਲ"
द्विप्राचल वक्र-कुल का कर्ल,ਦੁਵੱਲੇ ਵਕਰ
सदिश का कर्ल,ਵੈਕਟਰ ਕਰਲ
"धनुःकोष्ठक, धनुर्बधनी","ਕਮਾਨ, arch"
धारा,ਸਟ੍ਰੀਮ
चलित बिंदु,ਮੂਵਿੰਗ ਪੁਆਇੰਟ
वक्रता,ਵਕਰਤਾ
वक्रता-प्रभाव,ਵਕਰ ਪ੍ਰਭਾਵ
वक्र,ਕਰਵ
वक्र रेखा,ਕਰਵ ਲਾਈਨ
वक्र अनुरेखण,ਕਰਵ ਟਰੇਸਿੰਗ
वक्रेखी अनंतस्पर्शी,curvilinear asymptote
वक्रेखी निर्देशांक,ਕਰਵਿਲੀਨੀਅਰ ਕੋਆਰਡੀਨੇਟਸ
वक्रेखी समाश्रयण,ਕਰਵਿਲੀਨੀਅਰ ਰਿਗਰੈਸ਼ਨ
"उभयाग्र, कस्प","amphibious, cusp"
"चक्र, आवर्तन , साइकिल , ढलाई चक्र, संचन चक्र","ਪਹੀਆ, ਰੋਟੇਸ਼ਨ, ਚੱਕਰ, ਕਾਸਟਿੰਗ ਵ੍ਹੀਲ, ਕੰਪੈਕਸ਼ਨ ਵ੍ਹੀਲ"
चक्रीय विचरण,ਚੱਕਰੀ ਵਿਭਿੰਨਤਾ
चक्रीय सदिश गुणनफल,ਚੱਕਰੀ ਵੈਕਟਰ ਉਤਪਾਦ
चक्रीय मांग,ਚੱਕਰ ਦੀ ਮੰਗ
चक्रीय व्यंजक,ਚੱਕਰੀ ਸਮੀਕਰਨ
चक्रीय समूह,ਚੱਕਰੀ ਗਰੁੱਪ
चकीय क्रमचय,ਚੱਕਰੀ ਕ੍ਰਮਵਾਰ
"चक्रज, साइक्लोइड","cycloid, cycloid"
"बेलन, सिलिन्डर","ਸਿਲੰਡਰ, ਸਿਲੰਡਰ"
"बेलनाकार, सिलिन्डराकार, बेलनी, सिलिन्डरी","ਸਿਲੰਡਰ, ਸਿਲੰਡਰ, ਸਿਲੰਡਰ, ਸਿਲੰਡਰ"
सिलिन्डराकार पृ्ष्ठ,ਸਿਲੰਡਰ ਪੰਨਾ
"शून्य, सिफर","ਜ਼ੀਰੋ, ਸਿਫਰ"
डिलंबर्ट-सिद्‌धांत,ਦਿਲਬਰਟ ਦਾ ਸਿਧਾਂਤ
अवमंदित सरल आवर्त गति,ਗਿੱਲੀ ਸਧਾਰਨ ਹਾਰਮੋਨਿਕ ਮੋਸ਼ਨ
अवमंदन स्थिरांक,ਲਗਾਤਾਰ ਗਿੱਲਾ
" दत्त, उपात्त , आंकड़ा, न्यास","ਦੱਤ, ਉਪਤ, ਦਾਤਾ, ਭਰੋਸਾ"
दत्त उपक्रमण,ਦੱਤ ਅੰਡਰਟੇਕਿੰਗ
न्यास संसाधन प्रणाली,ਭਰੋਸਾ ਸਰੋਤ ਸਿਸਟਮ
आंकड़ा संसाधित्र,ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ
आंकड़ा पत्र,ਡਾਟਾ ਸ਼ੀਟ
दशभुज,ਡੇਕਗਨ
डेकाग्राम,dekagram
डेकामीटर,decameter
क्षयांक,ਸੜਨ ਸੂਚਕਾਂਕ
क्षय वक्र,ਸੜਨ ਵਕਰ
शिष्ट फलन,ਸ਼ਾਨਦਾਰ ਫੰਕਸ਼ਨ
डेसीग्राम,desigram
दशमक,ਦਸ਼ਮਲਵ
"दशमलव, दशमिक","ਦਸ਼ਮਲਵ, ਦਸ਼ਮਲਵ"
दशमिक कोड,ਦਸ਼ਮਲਵ ਕੋਡ
दशमलव कोडित अंक,ਦਸ਼ਮਲਵ ਕੋਡਿਡ ਅੰਕ
दशमिक प्रसार,ਦਸ਼ਮਲਵ ਵਿਸਥਾਰ
दशमलव भिन्न,ਦਸ਼ਮਲਵ ਅੰਸ਼
दशमलव संकेतन पद्‌धति,ਦਸ਼ਮਲਵ ਸੰਕੇਤ ਪ੍ਰਣਾਲੀ
दशमलव अंकन पद्‌धति,ਦਸ਼ਮਲਵ ਸੰਕੇਤ ਪ੍ਰਣਾਲੀ
दशमलव बिंदु,ਦਸ਼ਮਲਵ ਬਿੰਦੂ
दशमलव मापक्रम,ਦਸ਼ਮਲਵ ਸਕੇਲ
दशमलव पद्‌धति,ਦਸ਼ਮਲਵ ਸਿਸਟਮ
डेसीमीटर,ਡੈਸੀਮੀਟਰ
कूटवाचन,ਇੰਕੋਡਿੰਗ
निर्णय निदर्श,ਫੈਸਲੇ ਦਾ ਮਾਡਲ
निर्णय सिद्‌धांत,ਫੈਸਲੇ ਦੀ ਥਿਊਰੀ
निर्णय चर,ਫੈਸਲਾ ਵੇਰੀਏਬਲ
"कूटवाचक, विकोडक","ਡੀਕੋਡਰ, ਡੀਕੋਡਰ"
"कूटवाचन, विकोडन","ਏਨਕੋਡਿੰਗ, ਡੀਕੋਡਿੰਗ"
वियोज्य समुच्चय,ਵੱਖ ਕਰਨ ਯੋਗ ਸੈੱਟ
ह्रासमान,ਘਟਣਾ
ह्रासमान फलन,ਘਟਾਉਣ ਵਾਲਾ ਫੰਕਸ਼ਨ
डेडेकिन्ड-कट,ਡੇਡਿਕਿੰਡ-ਕਟ
डेडेकिन्ड-प्रमेय,ਡੇਡਕਿੰਡ-ਪ੍ਰਮੇਯ
निगमन करना,ਸ਼ਾਮਲ ਕਰਨ ਲਈ
निगमनिक रीति,ਕਾਰਪੋਰੇਟ ਅਭਿਆਸ
सदोष,ਗਲਤ
परिभाषी समीकरण,ਪਰਿਭਾਸ਼ਾਤਮਕ ਸਮੀਕਰਨ
निश्चित समाकल,ਨਿਸ਼ਚਿਤ ਅਟੁੱਟ
निश्चित मैट्रिक्स,ਸਥਿਰ ਮੈਟ੍ਰਿਕਸ
" परिभाषा , स्पष्टता , निश्चय","ਪਰਿਭਾਸ਼ਾ, ਸਪਸ਼ਟਤਾ, ਨਿਸ਼ਚਿਤਤਾ"
विरूपण वक्र,deformation ਕਰਵ
विकृत पृष्ठ,ਵਿਗੜਿਆ ਪੰਨਾ
"अपभ्रष्टता, अपह्रास","debauchery, debauchery"
परिवहन समस्याओं में अपभ्रष्टता,ਆਵਾਜਾਈ ਦੀਆਂ ਸਮੱਸਿਆਵਾਂ ਵਿੱਚ ਗਲਤੀ
" डिग्री, अंश , घात , कोटि , मात्रा, परिमाण , अंशांक","ਡਿਗਰੀ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਮਾਤਰਾ, ਵਿਸ਼ਾਲਤਾ, ਡਿਗਰੀ"
अवकल समीकरण का घात,ਅੰਤਰ ਸਮੀਕਰਨ ਦੀ ਸ਼ਕਤੀ
"स्वतंत्रता की कोटि, स्वातंत्र्य कोटि","ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ, ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ"
बहुपद का घात,ਬਹੁਪਦ ਦੀ ਸ਼ਕਤੀ
निष्कासित प्रतिवेश,ਬਾਹਰ ਕੱਢਿਆ ਦਲ
डेल्टा फलन,ਡੈਲਟਾ ਫੰਕਸ਼ਨ
मांग और उपयोगिता वक्र,ਮੰਗ ਅਤੇ ਉਪਯੋਗਤਾ ਵਕਰ
मांग समीकरण,ਮੰਗ ਸਮੀਕਰਨ
मांग फलन,ਮੰਗ ਫੰਕਸ਼ਨ
जनसांख्यिकीय अध्ययन,ਜਨਸੰਖਿਆ ਅਧਿਐਨ
जनसांख्यिकी,ਜਨਸੰਖਿਆ
द-मॉयवर प्रमेय,ਘਣਾਉਣ ਵਾਲਾ ਪ੍ਰਮੇਯ
" निरूपण करना , प्रमाण देना , निदर्शन करना","ਪ੍ਰਦਰਸ਼ਿਤ ਕਰਨ ਲਈ, ਗਵਾਹੀ ਦੇਣ ਲਈ, ਪ੍ਰਦਰਸ਼ਿਤ ਕਰਨ ਲਈ"
" निरूपण , प्रमाण , निदर्शन, प्रदर्शन","ਨੁਮਾਇੰਦਗੀ, ਸਬੂਤ, ਪ੍ਰਦਰਸ਼ਨ, ਪ੍ਰਦਰਸ਼ਨ"
निरूपणात्मक ज्यामिति,ਪ੍ਰਤੀਨਿਧ ਜਿਓਮੈਟਰੀ
हर,ਹਰ
सघन समुच्चय,ਸੰਘਣੀ ਕੁੱਲ
" घनत्व , सघनता","ਘਣਤਾ, ਘਣਤਾ"
प्रगणनीय समुच्चय,ਗਿਣਨਯੋਗ ਸੈੱਟ
अपगामी अचर,ਚੜ੍ਹਦਾ ਸਥਿਰ
आश्रित घटना,ਨਿਰਭਰ ਘਟਨਾ
आश्रित यादृच्छिक चर,ਨਿਰਭਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
परतंत्र चर,ਨਿਰਭਰ ਵੇਰੀਏਬਲ
परतंत्र विचर,ਨਿਰਭਰ ਵੇਰੀਏਬਲ
अवनमन कोण,ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ
" व्युत्पत्ति, व्युत्पन्न , अवकलन","ਵਿਉਤਪੰਨ, ਵਿਉਤਪੰਨ, ਵਿਭਿੰਨਤਾ"
" व्युत्पन्न , अवकलज","ਡੈਰੀਵੇਟਿਵ, ਡੈਰੀਵੇਟਿਵ"
व्युत्पन्न श्रेणी,ਪ੍ਰਾਪਤ ਸੀਮਾ
व्युत्पन्न समुच्चय,ਪ੍ਰਾਪਤ ਸੈੱਟ
"अवरोही, अवरोहण","ਉਤਰਦਾ, ਉਤਰਦਾ"
अवरोही क्रम,ਘਟਦੇ ਕ੍ਰਮ
अवरोही श्रेणी,ਘਟਦੀ ਸੀਮਾ
प्रक्षेपात्मक ज्यामिति,ਪ੍ਰੋਜੈਕਟਿਵ ਜਿਓਮੈਟਰੀ
वर्णनात्मक निदर्श,ਵਰਣਨਯੋਗ ਮਾਡਲ
वर्णनात्मक सांख्यिकी,ਵਰਣਨਯੋਗ ਅੰਕੜੇ
"अभिकल्प, डिजाइन, अभिकल्पना (सं.), अभिकल्पना करना, डिजाइन करना (क्रि.)","ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (ਐਡੀ.), ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (ਐਨ.)"
प्रयोग की अभिकल्पना,ਪ੍ਰਯੋਗ ਦਾ ਡਿਜ਼ਾਈਨ
डेस्क परिकलित्र,ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ
"पहचान, संसूचन","ਪਛਾਣ, ਖੋਜ"
" सारणिक, डिटर्मिनेंट , निर्धारक","ਨਿਰਣਾਇਕ, ਨਿਰਣਾਇਕ, ਨਿਰਣਾਇਕ"
सारणिक कोटि,ਨਿਰਣਾਇਕ ਕ੍ਰਮ
निर्धारित करना,ਨਿਰਧਾਰਤ ਕਰਨ ਲਈ
निर्धारणात्मक निदर्श,ਨਿਰਣਾਇਕ ਮਾਡਲ
निर्धारणात्मक समस्या,ਨਿਰਣਾਇਕ ਸਮੱਸਿਆ
विचलन,ਭਟਕਣਾ
विचलन गुणांक,ਭਟਕਣਾ ਗੁਣਾਂਕ
द्वि-आधारी प्रणाली,ਬਾਈਨਰੀ ਸਿਸਟਮ
"विकर्ण कर्ण,",ਤਿਰਛੀ ਕਪੋਨਿਊਜ਼
आव्यूह-विकर्णन,ਮੈਟ੍ਰਿਕਸ ਵਿਕਰਣੀਕਰਨ
"विकर्ण मैट्रिक्स, विकर्ण आव्यूह","ਡਾਇਗਨਲ ਮੈਟ੍ਰਿਕਸ, ਡਾਇਗਨਲ ਮੈਟ੍ਰਿਕਸ"
विकर्णी समानता,ਵਿਕਰਣ ਸਮਾਨਤਾ
आरेख,ਚਿੱਤਰ
आरेखी विधि,ਡਰਾਇੰਗ ਢੰਗ
आरेखी प्रस्तुतिकरण,ਗ੍ਰਾਫਿਕਲ ਪ੍ਰਤੀਨਿਧਤਾ
व्यास,ਵਿਆਸ
समुच्चय-व्यास,ਵਿਆਸ ਸੈੱਟ ਕਰੋ
व्यासतः सम्मुख,ਵਿਆਸ ਦੇ ਉਲਟ
"पाशकक्षेप, पासा फेंकना","ਕਰਾਸਫਾਇਰ, ਪਾਸਾ ਸੁੱਟੋ"
द्विधा वर्गीकरण,ਉਭਾਰ ਵਰਗੀਕਰਣ
" द्विभाजन , अर्धक","ਵਿਭਾਜਨ, ਅੱਧਾ"
कोशक्रम,ਸ਼ਬਦਕੋਸ਼
अंतर कलन,ਵਿਭਾਜਨ ਕੈਲਕੂਲਸ
अंतर समीकरण,ਅੰਤਰ ਸਮੀਕਰਨ
अंतर सूत्र,ਅੰਤਰ ਫਾਰਮੂਲਾ
अंतर विधि,ਅੰਤਰ ਵਿਧੀ
समुच्चयों का अंतर,ਸੈੱਟ ਦੇ ਅੰਤਰ
अवकलनीय,ਵੱਖ ਕਰਨ ਯੋਗ
अवकलनीय वक्र,ਅੰਤਰ ਵਕਰ
अवकलनीय फलन,ਅੰਤਰ ਫੰਕਸ਼ਨ
" विभेदक, भेददर्शी , अवकल , अंतरात्रयी, अंतरात्मक , विभेदी","ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰਜਾਮੀ, ਅੰਤਰਜਾਮੀ, ਅੰਤਰ"
अवकल गणित,ਅੰਤਰ ਗਣਿਤ
अवकल गुणांक,ਵਿਭਿੰਨ ਗੁਣਾਂਕ
अवकल समीकरण,ਅੰਤਰ ਸਮੀਕਰਨ
अवकल समघात,ਵਿਭਿੰਨ ਟੱਕਰ
अवकल सूत्र,ਅੰਤਰ ਫਾਰਮੂਲਾ
अवकल फलन,ਅੰਤਰ ਫੰਕਸ਼ਨ
अवकल ज्यामिति,ਵਿਭਿੰਨ ਜਿਓਮੈਟਰੀ
उच्चतर कोटि का अवकल,ਉੱਚ ਕ੍ਰਮ ਅੰਤਰ
अवकल खंड,ਵਿਭਿੰਨ ਭਾਗ
अवकलन करना,ਵੱਖਰਾ
"विभेदन, अवकलन","ਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ"
अवकलन सूत्र,ਅੰਤਰ ਫਾਰਮੂਲਾ
सदिश का अवकलन,ਵੈਕਟਰ ਦਾ ਅੰਤਰ
"विसरण, विसार","ਫੈਲਾਅ, ਫੈਲਾਅ"
"अंक, व्यास का द्वादशांश, अंगुलि","ਸੰਖਿਆ, ਡਾਇਡੇਮ, ਉਂਗਲੀ"
अंकीय अभिकलित्र,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
अंकीय दत्त,ਅੰਕੀ ਦੱਤ
" विस्तार, लंबाई-चौड़ाई, विमा , घात","ਸੀਮਾ, ਚੌੜਾਈ, ਮਾਪ, ਸ਼ਕਤੀ"
विमीयता,ਆਯਾਮ
"विमाहीन, अविम",ਅਯਾਮ ਰਹਿਤ
समीकरण विमा,ਸਮੀਕਰਨ ਮਾਪ
डायोफैन्टस का समीकरण,ਡਾਇਓਫੈਂਟਸ ਦਾ ਸਮੀਕਰਨ
नति कोण,ਡਿੱਗਣ ਦਾ ਕੋਣ
द्वियुग्मध्रुवी निर्देशांक,ਡਾਇਪੋਲ ਕੋਆਰਡੀਨੇਟਸ
द्विध्रुव,dipole
द्विपिरामिड,bipyramid
डिरैक डेल्टा फलन,dirac ਡੈਲਟਾ ਫੰਕਸ਼ਨ
उभयनिष्ठ अनुस्पर्श रेखा,ਆਮ ਸਪਰਸ਼
दिष्ट कोण,ਸੱਜੇ ਕੋਣ
दिष्ट रेखा,ਸਿੱਧੀ ਲਾਈਨ
दिक्-अवकलज,ਸਪੇਸ ਡੈਰੀਵੇਟਿਵ
"दिक्कोज्या, दिक्-कोसाइन","dicosine, dico-cosine"
उच्चिष्ठ की दिशा,ਅਧਿਕਤਮ ਦੀ ਦਿਸ਼ਾ
प्रक्षेपण दिशा,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਿਸ਼ਾ
दिक्-अनुपात,ਦਿਸ਼ਾ ਅਨੁਪਾਤ
नियामक वृत्त,ਰੈਗੂਲੇਟਰੀ ਚੱਕਰ
नियामक गोला,ਰੈਗੂਲੇਟਰ ਚੱਕਰ
अनुलोम गुणनफल,ਅਨੁਲੋਮਾ ਉਤਪਾਦ
" प्रत्यक्ष प्रमाण , प्रत्यक्ष उपपत्ति","ਸਿੱਧਾ ਸਬੂਤ, ਸਿੱਧਾ ਸਬੂਤ"
