Punjabi,Gujarati
ਮਿਸ਼ਰਿਤ ਸੰਖਿਆਵਾਂ,સંયોજન જટિલ સંખ્યાઓ
ਸੰਯੁਕਤ ਦਿਸ਼ਾ,સંયુક્ત દિશા
ਸੰਯੁਕਤ ਫੰਕਸ਼ਨ,સંયુક્ત કાર્ય
ਮੈਟ੍ਰਿਕਸ ਦਾ ਸੰਯੁਕਤ,મેટ્રિક્સનું જોડાણ
ਸੰਯੁਕਤ ਕ੍ਰਮਵਾਰ,સંયુક્ત ક્રમચય
ਸੰਯੁਕਤ ਵੇਰੀਏਬਲ,સંયોજક ચલ
"ਯੋਗਾ, ਸੁਮੇਲ","યોગ, સંયોજન"
ਲਗਾਤਾਰ,સળંગ
ਲਗਾਤਾਰ ਨੰਬਰ,સળંગ સંખ્યાઓ
ਊਰਜਾ ਸੰਭਾਲ,ઊર્જા સંરક્ષણ
ਪੁੰਜ ਸੰਭਾਲ,સામૂહિક સંરક્ષણ
ਸਰਪ੍ਰਸਤ,આશ્રયદાતા
"ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ","સુસંગતતા, સુસંગતતા, સુસંગતતા, સુસંગતતા"
ਇਕਸਾਰਤਾ ਪਾਬੰਦੀਆਂ,સુસંગતતા પ્રતિબંધો
"ਅਨੁਕੂਲ ਅਨੁਮਾਨ, ਉਲਟ ਅਨੁਮਾਨ","સુસંગત અંદાજ, વિપરીત અંદાજ"
"ਇਕਸਾਰ ਅਨੁਮਾਨਕ, ਗੈਰ-ਵਿਰੋਧੀ ਅਨੁਮਾਨ ਲਗਾਉਣ ਵਾਲਾ","સુસંગત અંદાજકાર, બિન-વિરોધાભાસી અંદાજકાર"
"ਗੈਰ-ਵਿਰੋਧੀ ਨਮੂਨਾ, ਅਨੁਕੂਲ ਨਮੂਨਾ","બિન-વિરોધાભાસી નમૂના, સુસંગત નમૂના"
"ਅਨੁਕੂਲ ਇਕਾਈਆਂ, ਗੈਰ-ਵਿਰੋਧੀ ਇਕਾਈਆਂ","સુસંગત એન્ટિટીઝ, બિન-વિરોધાભાસી એન્ટિટીઝ"
ਕੰਸੋਲ,કન્સોલ
"ਸਥਿਰ, ਸਥਿਰ, ਸਥਿਰ, ਅਚੱਲ, ਨਾ ਬਦਲਣ ਵਾਲਾ, ਇਕਸਾਰ","સ્થિર, સ્થિર, સ્થિર, સ્થાવર, અપરિવર્તનશીલ, સમાન"
ਇਕਸਾਰ ਪ੍ਰਵੇਗ,સમાન પ્રવેગક
ਨਿਰੰਤਰ ਫੰਕਸ਼ਨ,સતત કાર્ય
ਗੰਭੀਰਤਾ ਬਿੰਦੂ,ગુરુત્વાકર્ષણ બિંદુ
ਏਕੀਕਰਣ ਸਥਿਰ,એકીકરણ સતત
ਅਨੁਪਾਤਕ ਸਥਿਰਤਾ,પ્રમાણસરતા સ્થિર
ਸਥਿਰ ਪੈਰਾਮੀਟਰ,સતત પરિમાણ
ਨਿਰੰਤਰ ਬਹੁਪਦ,સતત બહુપદી
ਸਥਿਰ ਅਨੁਪਾਤ,નિશ્ચિત પ્રમાણ
ਇਕਸਾਰ ਚਾਲ,સમાન ચાલ
ਨਿਰੰਤਰ ਮਿਆਦ,સતત મુદત
ਇਕਸਾਰ ਗਤੀ,સમાન વેગ
ਸਿਰਜਣਹਾਰ ਦੇ ਸਮੀਕਰਨ,સર્જકનું સમીકરણ
ਪਾਬੰਦੀ,અવરોધ
"ਬਣਾਉਣ ਲਈ, ਬਣਾਉਣ ਲਈ","બનાવવા માટે, બનાવવા માટે"
ਗਠਨ,રચના
ਖਪਤਕਾਰਾਂ ਦੀਆਂ ਤਰਜੀਹਾਂ,ગ્રાહક પસંદગીઓ
ਖਪਤ ਫੰਕਸ਼ਨ,વપરાશ કાર્ય
ਸਪਰਸ਼ ਕੋਣ,સ્પર્શકોણ
ਸੰਪਰਕ ਬਿੰਦੂ,સંપર્ક બિંદુ
ਸ਼ਾਮਿਲ ਹੈ,સમાયેલ
ਮਾਨਤਾ ਸਾਰਣੀ,જોડાણ ટેબલ
ਨਿਰੰਤਰ ਮਕੈਨਿਕਸ,સાતત્ય મિકેનિક્સ
ਵੱਖ-ਵੱਖ ਵਿੱਤ,અલગ નાણા
ਵਿੱਤ ਉਤਪਾਦ,નાણાકીય ઉત્પાદન
"ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ","સાતત્ય, સાતત્ય"
ਫੰਕਸ਼ਨਾਂ ਦੀ ਨਿਰੰਤਰਤਾ,કાર્યોનું સાતત્ય
ਲਗਾਤਾਰ ਟੈਸਟ,સાતત્ય પરીક્ષણ
"ਨਿਰੰਤਰ, ਅਟੁੱਟ, ਅਟੁੱਟ, ਨਿਰੰਤਰ, ਨਿਰੰਤਰ","સતત, અખંડ, અખંડ, સતત, સતત"
ਲਗਾਤਾਰ ਡੈਰੀਵੇਟਿਵ,સતત વ્યુત્પન્ન
ਲਗਾਤਾਰ ਵੰਡ,સતત વિતરણ
ਉਪਰ ਲਗਾਤਾਰ,સતત ઉપર
ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,સતત કાર્ય
ਲਗਾਤਾਰ ਵੱਖਰਾ,સતત વિભેદક
ਲਗਾਤਾਰ ਨਕਸ਼ਾ,સતત નકશો
ਲਗਾਤਾਰ ਮੈਪਿੰਗ,સતત મેપિંગ
ਲਗਾਤਾਰ ਸੰਭਾਵਨਾ ਘਣਤਾ ਫੰਕਸ਼ਨ,સતત સંભાવના ઘનતા કાર્ય
ਲਗਾਤਾਰ ਸੰਭਾਵਨਾ ਵੰਡ,સતત સંભાવના વિતરણ
ਨਿਰੰਤਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,સતત રેન્ડમ ચલ
ਲਗਾਤਾਰ ਨਮੂਨਾ ਸਪੇਸ,સતત નમૂના જગ્યા
ਲਗਾਤਾਰ ਵੇਰੀਏਬਲ,સતત ચલ
ਲਗਾਤਾਰ ਲਹਿਰ,સતત તરંગ
"ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ","સાતત્ય, સાતત્ય"
continuum axiom,અખંડ સ્વયંસિદ્ધ
ਅਸਲ-ਨੰਬਰ ਸੈੱਟ,વાસ્તવિક સંખ્યા સમૂહ
ਨਿਰੰਤਰ ਸਿਧਾਂਤ,સાતત્ય સિદ્ધાંત
ਕੰਟੋਰ ਏਕੀਕਰਣ,સમોચ્ચ એકીકરણ
ਸੰਕੁਚਨ ਮੈਪਿੰਗ,સંકોચન મેપિંગ
ਵਿਰੋਧ,વિરોધ કરો
ਪ੍ਰਤੀਬਿੰਬ,પ્રતિબિંબ
ਕੰਟਰੋਲ,નિયંત્રણ
ਕੰਟਰੋਲ ਚਾਰਟ,નિયંત્રણ ચાર્ટ
ਮੱਧਮਾਨ ਦਾ ਕੰਟਰੋਲ ਚਾਰਟ,સરેરાશ નિયંત્રણ ચાર્ટ
ਨੁਕਸ ਦਾ ਕੰਟਰੋਲ,ખામીઓનું નિયંત્રણ
ਇਮਾਰਤ ਦਾ ਕੰਟਰੋਲ,જગ્યાનું નિયંત્રણ
ਵੇਰੀਏਬਲ ਦਾ ਕੰਟਰੋਲ,ચલોનું નિયંત્રણ
"ਕਨਵਰਜ ਕਰਨਾ, ਕਨਵਰਜ ਕਰਨਾ","એકરૂપ થવું, એકરૂપ થવું"
ਕਨਵਰਜੈਂਸ ਦਾ ਮਤਲਬ ਹੈ,અર્થ સંકલન
ਵਰਗ ਮਤਲਬ ਕਨਵਰਜੈਂਸ,ચોરસ અર્થ કન્વર્જન્સ
ਸੰਭਾਵਨਾ ਵਿੱਚ ਕਨਵਰਜੈਂਸ,સંભાવનામાં સંકલન
ਕਨਵਰਜੈਂਸ ਸੀਮਾ,કન્વર્જન્સ મર્યાદા
ਕਨਵਰਜੈਂਸ ਰੇਡੀਅਸ,કન્વર્જન્સ ત્રિજ્યા
ਕਨਵਰਜੈਂਸ ਖੇਤਰ,કન્વર્જન્સ પ્રદેશ
"ਕਨਵਰਜ (ਵਰ.), ਕਨਵਰਜ (ਐਨ.)","કન્વર્જ (વર.), કન્વર્જ (n.)"
ਕਨਵਰਜੈਂਟ ਕ੍ਰਮ,કન્વર્જન્ટ ક્રમ
ਕਨਵਰਜੈਂਟ ਲੜੀ,કન્વર્જન્ટ શ્રેણી
"ਉਲਟ, ਉਲਟ","વિરુદ્ધ, વિરુદ્ધ"
"ਇਸ ਦੇ ਉਲਟ, ਵਿਤ੍ਯਾਸਨੇ","તેનાથી વિપરીત, વૈત્યસને"
ਪਰਿਵਰਤਨ ਅੰਸ਼,રૂપાંતર અપૂર્ણાંક
ਪਰਿਵਰਤਨ ਸਾਰਣੀ,રૂપાંતર કોષ્ટક
ਦੂਰ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,દૂર સામનો કરવો
ਸਰੀਰ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,શરીરનો સામનો કરવો
ਉਲਟ ਸੁਮੇਲ,વિરોધી સંયોજન
ਸਾਹਮਣਾ ਕਵਰ,સામનો આવરણ
deviant ਫੰਕਸ਼ਨ,વિચલિત કાર્ય
ਰੇਖਿਕ ਸੰਚਵ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,રેખીય સંચયનો સામનો કરવો
ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,રેખીય પ્રોગ્રામિંગનો સામનો કરવો
ਦੂਰੀ ਦੀ ਆਬਾਦੀ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,અંતરની વસ્તીનો સામનો કરી રહ્યા છે
ਪੋਲੀਹੇਡਰੋਨ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,પોલિહેડ્રોનનો સામનો કરવો
ਪ੍ਰੋਗਰਾਮਿੰਗ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,પ્રોગ્રામિંગનો સામનો કરવો
ਸਾਹਮਣਾ ਖੇਤਰ,સામનો પ્રદેશ
ਸਾਹਮਣਾ ਸੈੱਟ,ફેસિંગ સેટ
ਸੰਚਾਲਨ,સંવહન
ਕਨਵਰਜੈਂਸ ਅਟੁੱਟ,સંકલન અભિન્ન
ਕੰਪਰੈਸ਼ਨ ਥਿਊਰਮ,કમ્પ્રેશન પ્રમેય
"ਤਾਲਮੇਲ, ਤਾਲਮੇਲ, ਸਹਿਭਾਗ","સંકલન, સંકલન, સહસંકલન"
ਨਿਰਦੇਸ਼ਕ ਧੁਰਾ,ડિરેક્ટર અક્ષ
ਤਾਲਮੇਲ ਜਿਓਮੈਟਰੀ,સંકલન ભૂમિતિ
ਤਾਲਮੇਲ ਜਹਾਜ਼,સંકલન વિમાન
ਕੋਆਰਡੀਨੇਟਸ,સંકલન
"ਤਾਲਮੇਲ ਪ੍ਰਣਾਲੀ, ਹਦਾਇਤ ਪ੍ਰਣਾਲੀ","સંકલન સિસ્ટમ, સૂચના સિસ્ટમ"
copernicus-ਸਰੀਰ,કોપરનિકસ-બોડી
ਪਲੈਨਰ,પ્લેનર
coplanar ਫੋਰਸ,કોપ્લાનર ફોર્સ
ਸਮਤਲਤਾ,સપાટતા
ਪ੍ਰਮੁਖ ਸੰਖਿਆ,અવિભાજ્ય સંખ્યા
"ਸੁਧਾਰ ਗੁਣਕ, ਸੁਧਾਰ ਗੁਣਕ","સુધારણા ગુણક, સુધારણા ગુણક"
ਸਹੀ ਹੱਲ,સાચો ઉકેલ
ਸਹਿ - ਸਬੰਧ,સહ-સંબંધ
ਸਬੰਧ ਗੁਣਾਂਕ,સહસંબંધ ગુણાંક
ਸਬੰਧ ਚਿੱਤਰ,સહસંબંધ રેખાકૃતિ
ਸਬੰਧ ਫੰਕਸ਼ਨ,સહસંબંધ કાર્ય
"ਸਬੰਧ ਮੈਟ੍ਰਿਕਸ, ਸਬੰਧ ਮੈਟ੍ਰਿਕਸ","સહસંબંધ મેટ્રિક્સ, સહસંબંધ મેટ્રિક્સ"
ਸਬੰਧ ਅਨੁਪਾਤ,સહસંબંધ ગુણોત્તર
ਸਬੰਧ ਚਿੱਤਰ,સહસંબંધ રેખાકૃતિ
ਸਬੰਧ-ਤਸਵੀਰ ਵਿਸ਼ਲੇਸ਼ਣ,સહસંબંધ-ચિત્ર વિશ્લેષણ
"ਮੇਲ ਕਰਨ ਲਈ, ਮੇਲ ਕਰਨ ਲਈ","પત્રવ્યવહાર કરવો, પત્રવ્યવહાર કરવો"
ਇਕਸਾਰਤਾ ਨਿਯਮ,સંગઠનના નિયમો
ਅਨੁਸਾਰੀ ਕੋਣ,અનુરૂપ કોણ
ਅਨੁਕੂਲ ਪਾਸੇ,સુસંગત બાજુ
ਸੈੱਟ,સેટ
"cosine, cotizya","cosine, cotizya"
cosines ਨਿਯਮ,કોસાઇન્સ નિયમ
ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,ખર્ચ વિશ્લેષણ
ਲਾਗਤ ਵੱਧ ਤੋਂ ਵੱਧ,ખર્ચ મહત્તમ
ਗਿਣਨਯੋਗਤਾ ਦਾ ਧੁਰਾ,ગણતરીક્ષમતા સ્વયંસિદ્ધ
ਗਿਣਨਯੋਗ,ગણતરીપાત્ર
ਗਿਣਨਯੋਗ ਜੋੜ,ગણતરીપાત્ર ઉમેરણ
ਗਿਣਨਯੋਗ ਅਧਾਰ,ગણતરીપાત્ર આધાર
ਗਿਣਨਯੋਗ ਅਧਾਰ,ગણતરીપાત્ર આધાર
ਗਿਣਨਯੋਗ ਸੈੱਟ,ગણવાયોગ્ય સમૂહ
ਅਣਗਿਣਤ ਅਨੰਤ,ગણતરીપૂર્વક અનંત
"ਕੈਲਕੁਲੇਟਰ, ਪੈਨਲ, ਕਾਊਂਟਰ","કેલ્ક્યુલેટર, પેનલ, કાઉન્ટર"
ਉਲਟ ਘੜੀ ਦੀ ਬਰਬਾਦੀ,કાઉન્ટરક્લોકવાઇઝ બગાડ
ਵਿਰੋਧੀ ਉਦਾਹਰਨ,પ્રતિઉદાહરણ
ਸਹਿਵਿਹਾਰ,સહપ્રવૃત્તિ
ਸਹਿਪ੍ਰਸਤੀ ਨਿਯਮ,સહપ્રવર્તન નિયમ
ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ,સહપ્રવર્તન મેટ્રિક્સ
ਸਹਿਵਿਹਾਰ ਵਿਧੀ,સહપ્રવર્તન પદ્ધતિ
ਸਹਿਪ੍ਰਸਤੀ ਵਿਧੀ,સહપ્રવર્તન પદ્ધતિ
ਕ੍ਰੈਮਰ ਦਾ ਕਾਨੂੰਨ,ક્રેમરનો કાયદો
ਕ੍ਰੇਮਰ-ਰਾਓ ਅਸਮਾਨਤਾ,ક્રેમર-રાવ અસમાનતા
ਉਦੇਸ਼ ਫੰਕਸ਼ਨ,ઉદ્દેશ્ય કાર્ય
ਨਾਜ਼ੁਕ ਕੋਣ,નિર્ણાયક કોણ
ਨਾਜ਼ੁਕ ਬਿੰਦੂ,નિર્ણાયક બિંદુ
ਫੰਕਸ਼ਨ ਦਾ ਨਾਜ਼ੁਕ ਬਿੰਦੂ,કાર્યનો નિર્ણાયક મુદ્દો
ਨਾਜ਼ੁਕ ਮੁੱਲ,નિર્ણાયક મૂલ્ય
ਨਾਜ਼ੁਕ ਗਤੀ,નિર્ણાયક વેગ
ਉਲਟ ਸਬੰਧ ਫੰਕਸ਼ਨ,વ્યસ્ત સહસંબંધ કાર્ય
"ਵੈਕਟਰ-ਉਤਪਾਦ, ਵੈਕਟਰ-ਉਤਪਾਦ","વેક્ટર-ઉત્પાદન, વેક્ટર-ઉત્પાદન"
ਥੰਡਰਬੋਲਟ ਅਨੁਪਾਤ,થન્ડરબોલ્ટ રેશિયો
ਅਨੁਪ੍ਰਸਥ ਕਾਟ,ક્રોસ વિભાગ
ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ,સંકેતલિપી
"ਘਣ, ਘਣ","ક્યુબ, ક્યુબ"
ਘਣ ਨੰਬਰ,ક્યુબ નંબર
ਘਣ ਜੜ੍ਹ,ઘનમૂળ
"ਘਣ, ਘਣ, ਘਣ, ਚਤੁਰਭੁਜ, ਤਿਕੋਣੀ, ਘਣ","ઘન, ઘન, ઘન, ચતુર્ભુજ, ત્રિકોણીય, ઘન"
"ਘਣ, ਘਣ, ਘਣ","ક્યુબ, ક્યુબ, ક્યુબિક"
ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ,ચતુર્ભુજ સમીકરણ
ਘਣ ਇੰਚ,ઘન ઇંચ
ਘਣ ਮੀਟਰ,ઘન મીટર
ਚਤੁਰਭੁਜ ਪੈਰਾਬੋਲਾ,ચતુર્ભુજ પેરાબોલા
ਘਣ ਜੜ੍ਹ,ઘનમૂળ
ਤੀਹਰੀ ਮਿਆਦ,ટ્રિપલ ટર્મ
ਔਰਥੋਗੋਨਲ ਸਮਾਨਾਂਤਰ,ઓર્થોગોનલ સમાંતર
"ਸੰਚਤ ਸੰਕਲਿਤ,",સંચિત સંકલિત
ਸੰਚਤ ਕਰਵ,સંચિત વળાંક
ਸੰਚਤ ਵੰਡ ਫੰਕਸ਼ਨ,સંચિત વિતરણ કાર્ય
ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ,સંચિત આવર્તન
ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ ਫੰਕਸ਼ਨ,સંચિત આવર્તન કાર્ય
ਸੰਚਤ ਫ੍ਰੀਕੁਐਂਸੀ ਗ੍ਰਾਫ਼ ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ ਗ੍ਰਾਫ,સંચિત આવર્તન ગ્રાફ સંચિત આવર્તન ગ્રાફ
ਸੰਚਤ ਸੰਭਾਵਨਾ ਫੰਕਸ਼ਨ,સંચિત સંભાવના કાર્ય
"ਕਰਲ, ਕੁਇੰਟਲ","કાર્લ, કુંતલ"
ਦੁਵੱਲੇ ਵਕਰ,બાયસમાંતર વળાંક
ਵੈਕਟਰ ਕਰਲ,વેક્ટર કર્લ
"ਕਮਾਨ, arch","ધનુષ્ય, કમાન"
ਸਟ੍ਰੀਮ,પ્રવાહ
ਮੂਵਿੰਗ ਪੁਆਇੰਟ,ગતિશીલ બિંદુ
ਵਕਰਤਾ,વક્રતા
ਵਕਰ ਪ੍ਰਭਾਵ,વક્રતા અસર
ਕਰਵ,વળાંક
ਕਰਵ ਲਾਈਨ,વક્ર રેખા
ਕਰਵ ਟਰੇਸਿੰਗ,વળાંક ટ્રેસિંગ
curvilinear asymptote,વક્રીય એસિમ્પ્ટોટ
ਕਰਵਿਲੀਨੀਅਰ ਕੋਆਰਡੀਨੇਟਸ,વક્રીય કોઓર્ડિનેટ્સ
ਕਰਵਿਲੀਨੀਅਰ ਰਿਗਰੈਸ਼ਨ,વક્રીકૃત રીગ્રેશન
"amphibious, cusp","અસ્પષ્ટ, કુશળ"
"ਪਹੀਆ, ਰੋਟੇਸ਼ਨ, ਚੱਕਰ, ਕਾਸਟਿੰਗ ਵ੍ਹੀਲ, ਕੰਪੈਕਸ਼ਨ ਵ੍ਹੀਲ","વ્હીલ, પરિભ્રમણ, ચક્ર, કાસ્ટિંગ વ્હીલ, કોમ્પેક્શન વ્હીલ"
ਚੱਕਰੀ ਵਿਭਿੰਨਤਾ,ચક્રીય વિચલન
ਚੱਕਰੀ ਵੈਕਟਰ ਉਤਪਾਦ,ચક્રીય વેક્ટર ઉત્પાદન
ਚੱਕਰ ਦੀ ਮੰਗ,ચક્રીય માંગ
ਚੱਕਰੀ ਸਮੀਕਰਨ,ચક્રીય અભિવ્યક્તિ
ਚੱਕਰੀ ਗਰੁੱਪ,ચક્રીય જૂથ
ਚੱਕਰੀ ਕ੍ਰਮਵਾਰ,ચક્રીય ક્રમચય
"cycloid, cycloid","ચક્રવાત, ચક્રવાત"
"ਸਿਲੰਡਰ, ਸਿਲੰਡਰ","સિલિન્ડર, સિલિન્ડર"
"ਸਿਲੰਡਰ, ਸਿਲੰਡਰ, ਸਿਲੰਡਰ, ਸਿਲੰਡਰ","નળાકાર, સિલિન્ડર, નળાકાર, સિલિન્ડર"
ਸਿਲੰਡਰ ਪੰਨਾ,સિલિન્ડર પૃષ્ઠ
"ਜ਼ੀਰੋ, ਸਿਫਰ","શૂન્ય, સાઇફર"
ਦਿਲਬਰਟ ਦਾ ਸਿਧਾਂਤ,ડિલ્બર્ટનો સિદ્ધાંત
ਗਿੱਲੀ ਸਧਾਰਨ ਹਾਰਮੋਨਿਕ ਮੋਸ਼ਨ,ભીની સરળ હાર્મોનિક ગતિ
ਲਗਾਤਾਰ ਗਿੱਲਾ,સતત ભીનાશ
"ਦੱਤ, ਉਪਤ, ਦਾਤਾ, ਭਰੋਸਾ","દત્ત, ઉપત્તા, ડેટા, ટ્રસ્ટ"
ਦੱਤ ਅੰਡਰਟੇਕਿੰਗ,દત્ત ઉપક્રમ
ਭਰੋਸਾ ਸਰੋਤ ਸਿਸਟਮ,સંસાધન સિસ્ટમ પર વિશ્વાસ કરો
ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ,ડેટા પ્રોસેસર
ਡਾਟਾ ਸ਼ੀਟ,ડેટા શીટ
ਡੇਕਗਨ,દશકોણ
dekagram,ડેકગ્રામ
decameter,ડેકેમીટર
ਸੜਨ ਸੂਚਕਾਂਕ,સડો સૂચકાંક
ਸੜਨ ਵਕਰ,સડો વળાંક
ਸ਼ਾਨਦਾਰ ਫੰਕਸ਼ਨ,ભવ્ય કાર્ય
desigram,દેશીગ્રામ
ਦਸ਼ਮਲਵ,દશાંશ
"ਦਸ਼ਮਲਵ, ਦਸ਼ਮਲਵ","દશાંશ, દશાંશ"
ਦਸ਼ਮਲਵ ਕੋਡ,દશાંશ કોડ
ਦਸ਼ਮਲਵ ਕੋਡਿਡ ਅੰਕ,દશાંશ કોડેડ અંક
ਦਸ਼ਮਲਵ ਵਿਸਥਾਰ,દશાંશ વિસ્તરણ
ਦਸ਼ਮਲਵ ਅੰਸ਼,દશાંશ અપૂર્ણાંક
ਦਸ਼ਮਲਵ ਸੰਕੇਤ ਪ੍ਰਣਾਲੀ,દશાંશ સંકેત સિસ્ટમ
ਦਸ਼ਮਲਵ ਸੰਕੇਤ ਪ੍ਰਣਾਲੀ,દશાંશ સંકેત સિસ્ટમ
ਦਸ਼ਮਲਵ ਬਿੰਦੂ,દશાંશ બિંદુ
ਦਸ਼ਮਲਵ ਸਕੇਲ,દશાંશ સ્કેલ
ਦਸ਼ਮਲਵ ਸਿਸਟਮ,દશાંશ સિસ્ટમ
ਡੈਸੀਮੀਟਰ,ડેસીમીટર
ਇੰਕੋਡਿੰਗ,એન્કોડિંગ
ਫੈਸਲੇ ਦਾ ਮਾਡਲ,નિર્ણય મોડલ
ਫੈਸਲੇ ਦੀ ਥਿਊਰੀ,નિર્ણય સિદ્ધાંત
ਫੈਸਲਾ ਵੇਰੀਏਬਲ,નિર્ણય ચલ
"ਡੀਕੋਡਰ, ਡੀਕੋਡਰ","ડીકોડર, ડીકોડર"
"ਏਨਕੋਡਿੰਗ, ਡੀਕੋਡਿੰਗ","એન્કોડિંગ, ડીકોડિંગ"
ਵੱਖ ਕਰਨ ਯੋਗ ਸੈੱਟ,અલગ કરી શકાય તેવો સમૂહ
ਘਟਣਾ,ઘટતું
ਘਟਾਉਣ ਵਾਲਾ ਫੰਕਸ਼ਨ,ઘટતું કાર્ય
ਡੇਡਿਕਿੰਡ-ਕਟ,Dedekind-કટ
ਡੇਡਕਿੰਡ-ਪ੍ਰਮੇਯ,ડેડકાઇન્ડ-પ્રમેય
ਸ਼ਾਮਲ ਕਰਨ ਲਈ,સમાવિષ્ટ કરવું
ਕਾਰਪੋਰੇਟ ਅਭਿਆਸ,કોર્પોરેટ પ્રેક્ટિસ
ਗਲਤ,ખોટું
ਪਰਿਭਾਸ਼ਾਤਮਕ ਸਮੀਕਰਨ,વ્યાખ્યાત્મક સમીકરણ
ਨਿਸ਼ਚਿਤ ਅਟੁੱਟ,ચોક્કસ અભિન્ન
ਸਥਿਰ ਮੈਟ੍ਰਿਕਸ,નિશ્ચિત મેટ્રિક્સ
"ਪਰਿਭਾਸ਼ਾ, ਸਪਸ਼ਟਤਾ, ਨਿਸ਼ਚਿਤਤਾ","વ્યાખ્યા, સ્પષ્ટતા, નિશ્ચિતતા"
deformation ਕਰਵ,વિરૂપતા વળાંક
ਵਿਗੜਿਆ ਪੰਨਾ,વિકૃત પૃષ્ઠ
"debauchery, debauchery","વ્યભિચાર, બદનામી"
ਆਵਾਜਾਈ ਦੀਆਂ ਸਮੱਸਿਆਵਾਂ ਵਿੱਚ ਗਲਤੀ,પરિવહન સમસ્યાઓમાં અસ્પષ્ટતા
"ਡਿਗਰੀ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਮਾਤਰਾ, ਵਿਸ਼ਾਲਤਾ, ਡਿਗਰੀ","ડિગ્રી, ડિગ્રી, ડિગ્રી, ડિગ્રી, જથ્થો, તીવ્રતા, ડિગ્રી"
ਅੰਤਰ ਸਮੀਕਰਨ ਦੀ ਸ਼ਕਤੀ,વિભેદક સમીકરણની શક્તિ
"ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ, ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ","સ્વતંત્રતાની ડિગ્રી, સ્વતંત્રતાની ડિગ્રી"
ਬਹੁਪਦ ਦੀ ਸ਼ਕਤੀ,બહુપદીની શક્તિ
ਬਾਹਰ ਕੱਢਿਆ ਦਲ,હાંકી કાઢવામાં આવેલ ટોળકી
ਡੈਲਟਾ ਫੰਕਸ਼ਨ,ડેલ્ટા કાર્ય
ਮੰਗ ਅਤੇ ਉਪਯੋਗਤਾ ਵਕਰ,માંગ અને ઉપયોગિતા વળાંક
ਮੰਗ ਸਮੀਕਰਨ,માંગ સમીકરણ
ਮੰਗ ਫੰਕਸ਼ਨ,માંગ કાર્ય
ਜਨਸੰਖਿਆ ਅਧਿਐਨ,વસ્તી વિષયક અભ્યાસ
ਜਨਸੰਖਿਆ,વસ્તી વિષયક
ਘਣਾਉਣ ਵਾਲਾ ਪ੍ਰਮੇਯ,મોવર પ્રમેય
"ਪ੍ਰਦਰਸ਼ਿਤ ਕਰਨ ਲਈ, ਗਵਾਹੀ ਦੇਣ ਲਈ, ਪ੍ਰਦਰਸ਼ਿਤ ਕਰਨ ਲਈ","દર્શાવવું, સાક્ષી આપવી, દર્શાવવું"
"ਨੁਮਾਇੰਦਗੀ, ਸਬੂਤ, ਪ੍ਰਦਰਸ਼ਨ, ਪ੍ਰਦਰਸ਼ਨ","રજૂઆત, પુરાવો, પ્રદર્શન, પ્રદર્શન"
ਪ੍ਰਤੀਨਿਧ ਜਿਓਮੈਟਰੀ,પ્રતિનિધિત્વ ભૂમિતિ
ਹਰ,દરેક
ਸੰਘਣੀ ਕੁੱਲ,ગાઢ એકંદર
"ਘਣਤਾ, ਘਣਤਾ","ઘનતા, ઘનતા"
ਗਿਣਨਯੋਗ ਸੈੱਟ,ગણવાયોગ્ય સમૂહ
ਚੜ੍ਹਦਾ ਸਥਿਰ,ચડતી સ્થિર
ਨਿਰਭਰ ਘਟਨਾ,આશ્રિત ઘટના
ਨਿਰਭਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,આશ્રિત રેન્ડમ ચલ
ਨਿਰਭਰ ਵੇਰੀਏਬਲ,આશ્રિત ચલ
ਨਿਰਭਰ ਵੇਰੀਏਬਲ,આશ્રિત ચલ
ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ,હતાશાનો કોણ
