Marathi,Punjabi
रंग मिक्सर,ਰੰਗ ਮਿਕਸਰ
रंग नमुना,ਰੰਗ ਪੈਟਰਨ
रंग समज,ਰੰਗ ਧਾਰਨਾ
रंग चित्र स्क्रीन,ਰੰਗ ਤਸਵੀਰ ਸਕਰੀਨ
रंग जागा,ਰੰਗ ਸਪੇਸ
रंग सबकारियर,ਰੰਗ ਉਪ-ਸਮੂਹ
रंग तापमान,ਰੰਗ ਦਾ ਤਾਪਮਾਨ
रंग संप्रेषण,ਰੰਗ ਸੰਚਾਰ
रंग ट्यूब,ਰੰਗ ਟਿ .ਬ
रंगरंगोटी,ਰੰਗਤ
रंगहीन,ਰੰਗਹੀਣ
संयोजन,ਸੁਮੇਲ
संयोजक,ਕੰਫਾਈਨਰ
प्रक्रिया एकत्रित,ਸੰਚਾਲਨ ਦੀ ਪ੍ਰਕਿਰਿਆ
ज्वलन,ਜਲਣ
आज्ञा,ਕਮਾਂਡ
प्रारंभ,ਸ਼ੁਰੂ
व्यावसायिक प्रसारण,ਵਪਾਰਕ ਪ੍ਰਸਾਰਣ
व्यावसायिक टेलिव्हिजन,ਵਪਾਰਕ ਟੈਲੀਵਿਜ਼ਨ
सामान्य कलेक्टर सर्किट,ਆਮ ਕੁਲੈਕਟਰ ਸਰਕਟ
संप्रेषण,ਸੰਚਾਰ
संप्रेषण उपग्रह,ਸੰਚਾਰ ਸੈਟੇਲਾਈਟ
कम्युनिटी रेडिओ सेंटर,ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਕੇਂਦਰ
कम्युनिटी रेडिओ स्टेशन,ਕਮਿ Community ਨਿਟੀ ਰੇਡੀਓ ਸਟੇਸ਼ਨ
कॉम्पॅक्ट डिस्क (सीडी),ਕੌਮਪੈਕਟ ਡਿਸਕ (ਸੀਡੀ)
कॉम्पॅक्ट डिस्क प्लेयर,ਕੌਮਪੈਕਟ ਡਿਸਕ ਪਲੇਅਰ
कॉम्पॅन्डर,ਰਚਨਾ
कंपँडिंग,ਰਚਨਾ
सुसंगतता,ਅਨੁਕੂਲਤਾ
सुसंगत,ਅਨੁਕੂਲ
कंपाईलर,ਕੰਪਾਈਲਰ
पूरक,ਪੂਰਕ
पूरक ट्रान्झिस्टर,ਪੂਰਕ ਟ੍ਰਾਂਸਟੋਰ
कॉम्प्लेक्स वेव्ह,ਗੁੰਝਲਦਾਰ ਵੇਵ
घटक,ਭਾਗ
संमिश्र,ਕੰਪੋਜ਼ਿਟ
संमिश्र सर्किट,ਮਿਸ਼ਰਿਤ ਸਰਕਟ
संमिश्र डिजिटल,ਮਿਸ਼ਰਿਤ ਡਿਜੀਟਲ
संमिश्र रेडिओ फ्रिक्वेन्सी सिग्नल,ਕੰਪੋਜ਼ਿਟ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ
संमिश्र सिग्नल,ਕੰਪੋਜ਼ਿਟ ਸਿਗਨਲ
संमिश्र व्हिडिओ,ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ
संमिश्र व्हिडिओ सिग्नल,ਕੰਪੋਜ਼ਿਟ ਵੀਡੀਓ ਸਿਗਨਲ
रचना,ਰਚਨਾ
संकुचित डेटा,ਸੰਕੁਚਿਤ ਡੇਟਾ
संकुचित डिजिटलाइज्ड व्हिडिओ,ਸੰਕੁਚਿਤ ਡਿਜੀਟਾਈਜ਼ਡ ਵੀਡੀਓ
संकुचित व्हिडिओ,ਸੰਕੁਚਿਤ ਵੀਡੀਓ
कम्प्रेशन,ਸੰਕੁਚਨ
कॉम्प्रेशन आर्टिफॅक्ट,ਕੰਪਰੈੱਸ ਆਰਟੀਫੈਕਟ
कॉम्प्रेशन धोका,ਕੰਪਰੈੱਸ ਖ਼ਤਰੇ
कॉम्प्रेशन तंत्र,ਸੰਕੁਚਨ ਤਕਨੀਕ
कंप्रेसर,ਕੰਪ੍ਰੈਸਰ
गणना,ਗਣਨਾ
संगणक,ਕੰਪਿ computer ਟਰ
संगणक आधारित मल्टीमीडिया,ਕੰਪਿ computer ਟਰ ਅਧਾਰਤ ਮਲਟੀਮੀਡੀਆ
संगणक प्रोग्रामिंग,ਕੰਪਿ computer ਟਰ ਪ੍ਰੋਗਰਾਮਿੰਗ
संगणक तंत्रज्ञान,ਕੰਪਿ computer ਟਰ ਤਕਨਾਲੋਜੀ
अवतल लेन्स,ਕਨਸੈਵ ਲੈਂਜ਼
अवतल आरसा,ਮਾਹੌਲ
लपवून ठेवणे,ਛੁਪਾਓ
एकाग्र,ਕੇਂਦਰਿਤ
एकाग्रता,ਧਿਆਨ ਟਿਕਾਉਣਾ
कॉन्सेन्ट्रिक लेन्स,ਦਿਮਾਗੀ ਲੈਂਜ਼
कंडेन्सर मायक्रोफोन,ਕੰਡੈਂਸਰ ਮਾਈਕ੍ਰੋਫੋਨ
समतोल स्थिती,ਸੰਤੁਲਨ ਦੀ ਸਥਿਤੀ
वाहक,ਸੰਚਾਲਨ
वाहक चालू,ਚਾਲਾਂ ਦਾ ਮੌਜੂਦਾ
वाहकता,ਚਾਲਕਤਾ
कंडक्टर,ਕੰਡਕਟਰ
कॉन्फिगरेशन,ਕੌਨਫਿਗਰੇਸ਼ਨ
कनेक्शन,ਕੁਨੈਕਸ਼ਨ
कनेक्टिव्हिटी,ਕਨੈਕਟੀਵਿਟੀ
कनेक्टर,ਕੁਨੈਕਟਰ
सुसंगतता,ਇਕਸਾਰਤਾ
सातत्याने,ਨਿਰੰਤਰ
कन्सोल,ਕੰਸੋਲ
स्थिर,ਨਿਰੰਤਰ
सतत मोठेपणा,ਨਿਰੰਤਰ ਐਪਲੀਟਿ .ਡ
मायक्रोफोनशी संपर्क साधा,ਮਾਈਕ੍ਰੋਫੋਨ ਨਾਲ ਸੰਪਰਕ ਕਰੋ
कंटेनर स्वरूप,ਕੰਟੇਨਰ ਫਾਰਮੈਟ
दूषित,ਗੰਦਗੀ
सामग्री,ਸਮੱਗਰੀ
संमिश्र,ਸੰਖੇਪ
सातत्य,ਨਿਰੰਤਰਤਾ
सातत्य बूथ,ਨਿਰੰਤਰਤਾ ਬੂਥ
सातत्य नॉब,ਨਿਰੰਤਰਤਾ ਨੋਬ
सतत,ਨਿਰੰਤਰ
सतत कंस,ਨਿਰੰਤਰ ਚਾਪ
सतत लाट,ਨਿਰੰਤਰ ਵੇਵ
समोच्च ओळ,ਕੋਠੇ ਦੀ ਲਾਈਨ
समोच्च योजना,ਕੁੱਲ ਯੋਜਨਾ
करार,ਇਕਰਾਰਨਾਮਾ
आकुंचन,ਸੁੰਗੜਨ
कॉन्ट्रास्ट गुणोत्तर,ਇਸ ਦੇ ਉਲਟ ਅਨੁਪਾਤ
नियंत्रण सर्किट,ਕੰਟਰੋਲ ਸਰਕਟ
इलेक्ट्रोड नियंत्रित करा,ਇਲੈਕਟ੍ਰੋਡ ਕੰਟਰੋਲ ਕਰੋ
नियंत्रण उपकरणे,ਕੰਟਰੋਲ ਉਪਕਰਣ
नियंत्रण ग्रीड,ਕੰਟਰੋਲ ਗਰਿੱਡ
नियंत्रण ओळ,ਕੰਟਰੋਲ ਲਾਈਨ
नियंत्रण पॅनेल,ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ
नियंत्रण कक्ष,ਕੰਟਰੋਲ ਰੂਮ
नियंत्रण सारणी,ਕੰਟਰੋਲ ਟੇਬਲ
नियंत्रण टॉवर,ਕੰਟਰੋਲ ਟਾਵਰ
नियंत्रक,ਕੰਟਰੋਲਰ
अभिसरण,ਪਰਿਵਰਤਨ
कन्व्हर्जंट लेन्स,ਕੰਵਰਜੈਂਟ ਲੈਂਜ਼
कन्व्हर्टर,ਕਨਵਰਟਰ
बहिर्गोल लेन्स,ਕਨਵੈਕਸ ਲੈਂਜ਼
कन्व्होल्यूशन,ਕਨਵੋਲਕ
कन्व्होल्यूशन कोड,ਕਨਵੀਸ਼ਨ ਕੋਡਡ
कॉन्व्होल्यूशनल इंटरलीव्ह,ਪੱਕਾ ਇੰਟਰਲੇਵ
कॉन्व्होल्यूशनल इंटरलीव्हिंग,ਪੱਕਾ ਇੰਟਰਲੇਵਿੰਗ
कुकी,ਕੂਕੀ
कुकीयर,ਕੂਕੀਅਰ
कॉप्रोसेसर,ਕੋਪ੍ਰੋਸੈਸਰ
दोरखंड,ਰੱਸੀ
कोरोना,ਕੋਰੋਨਾ
कोरोना डिस्चार्ज,ਕੋਰੋਨਾ ਡਿਸਚਾਰਜ
परस्परसंबंध,ਇਕ ਦੂਸਰੇ ਨਾਲ ਸੰਬੰਧ
कोसाइन घटक,ਕੋਸਾਈਨ ਭਾਗ
कोसाइन वेव्ह,ਕੋਸਾਈਨ ਵੇਵ
वैश्विक आवाज,ਬ੍ਰਹਿਮੰਡੀ ਸ਼ੋਰ
काउंटर,ਕਾ counter ਂਟਰ
घड्याळाच्या दिशेने काउंटर,ਕਾਉਂਟਰ ਕਲਾਕਵਾਈਸ
कपलर,ਕਪਲਰ
जोड्या,ਜੋੜੀ
कपलिंग कंडेन्सर,ਕਪਲਿੰਗ ਕੰਡੇਲੈਨਜ਼ਰ
कपलिंग नेटवर्क,ਜੋੜਣ ਵਾਲਾ ਨੈਟਵਰਕ
कपलिंग प्रतिकार,ਜੋੜਣ ਦਾ ਵਿਰੋਧ
सहसंयोजक बंध,ਸਹਿਕਾਰਤਾ
कव्हरेज,ਕਵਰੇਜ
आपटी,ਕਰੈਸ਼
गंभीर बँड,ਆਲੋਚਨਾਤਮਕ ਬੈਂਡ
चिंताजनक स्थिती,ਗੰਭੀਰ ਸਥਿਤੀ
गंभीर जोड्या,ਨਾਜ਼ੁਕ
गंभीर वारंवारता,ਨਾਜ਼ੁਕ ਬਾਰੰਬਾਰਤਾ
गंभीर मापदंड,ਆਲੋਚਨਾਤਮਕ ਪੈਰਾਮੀਟਰ
मगर क्लिप,ਮਗਰਮੱਛ ਕਲਿੱਪ
क्रॉस फिकट,ਕਰਾਸ ਫੇਡਿੰਗ
क्रॉस मॉड्यूलेशन,ਕਰਾਸ ਮੈਨੂਲੇਸ਼ਨ
क्रॉस टॉक,ਕਰਾਸ ਟਾਕ
क्रॉसफेड,ਕਰਾਸਫੈਡ
क्रिप्टोग्राफी,ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ
क्रिस्टल,ਕ੍ਰਿਸਟਲ
क्रिस्टल फिल्टर,ਕ੍ਰਿਸਟਲ ਫਿਲਟਰ
क्यू,Cue
क्यू मार्क्स,ਕਿ ue ਦੇ ਨਿਸ਼ਾਨ
क्यूइंग डिव्हाइस,ਕਯੂਅਰ ਡਿਵਾਈਸ
चालू नाले,ਮੌਜੂਦਾ ਡਰੇਨ
चालू मीटर,ਮੌਜੂਦਾ ਮੀਟਰ
वर्तमान ट्रान्सफॉर्मर,ਮੌਜੂਦਾ ਟਰਾਂਸਫਾਰਮਰ
कर्सर,ਕਰਸਰ
वक्र,ਕਰਵ
वारंवारता कट करा,ਬਾਰੰਬਾਰਤਾ ਨੂੰ ਕੱਟੋ
कटर,ਕਟਰ
सायबर कॅफे,ਸਾਈਬਰ ਕੈਫੇ
सायबर सुरक्षा,ਸਾਈਬਰ ਸੁਰੱਖਿਆ
सायबर स्पेस,ਸਾਈਬਰ ਸਪੇਸ
चक्र,ਚੱਕਰ
चक्रीय,ਚੱਕਰਵਾਤ
डी.सी. घटक,D.C. ਭਾਗ
डी.सी. प्लेट पॉवर,D.C. ਪਲੇਟ ਪਾਵਰ
डी.सी. जीर्णोद्धार,D.C. ਬਹਾਲੀ
डॅम्पर डायोड,ਡੈਂਪਰ ਡਾਈਵਰ
ओलसर,ਗਿੱਲੇ
गडद,ਹਨੇਰ
डेटा,ਡਾਟਾ
डेटा प्रसारण,ਡਾਟਾ ਪ੍ਰਸਾਰਣ
डेटा कॉम्प्रेशन,ਡਾਟਾ ਸੰਕੁਚਨ
डेटा ड्रिलिंग,ਡਾਟਾ ਡ੍ਰਿਲਿੰਗ
डेटा कूटबद्धीकरण,ਡਾਟਾ ਇਨਕ੍ਰਿਪਸ਼ਨ
डेटा फाइल,ਡਾਟਾ ਫਾਈਲ
डेटा हाताळणी,ਡਾਟਾ ਹੈਂਡਲਿੰਗ
डेटा खाण,ਡਾਟਾ ਮਾਈਨਿੰਗ
डेटा प्रक्रिया,ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
डेटा प्रोसेसर,ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ
डेटा कमी बिट सिस्टम,ਡਾਟਾ ਘਟੀਆ ਸਿਸਟਮ
डेटा सेवा,ਡਾਟਾ ਸੇਵਾ
माहिती पत्रक,ਡਾਟਾ ਸ਼ੀਟ
डेटा संचयन,ਡਾਟਾ ਸਟੋਰੇਜ
डेटा प्रवाह,ਡਾਟਾ ਸਟ੍ਰੀਮ
डेटा परिवर्तन,ਡਾਟਾ ਤਬਦੀਲੀ
डेटा ट्रान्समिशन,ਡਾਟਾ ਸੰਚਾਰ
डेटाबेस,ਡਾਟਾਬੇਸ
डेटाकास्टिंग,ਡੈਟਾਕਾਸਟਿੰਗ
डेटाग्राम,ਡਾਟਾਗ੍ਰਾਮ
डीबी मीटर,ਡੀ ਬੀ ਮੀਟਰ
मृत हवा,ਮਰੇ ਹਵਾ
मृत शॉर्ट सर्किट,ਮਰੇ ਸ਼ੌਰਟ ਸਰਕਟ
मृत जागा,ਮਰੇ ਹੋਏ ਸਥਾਨ
डेडलॉक,ਡੈੱਡਲਾਕ
डीबग प्रोग्राम,ਡੀਬੱਗ ਪ੍ਰੋਗਰਾਮ
डीबगिंग,ਡੀਬੱਗਿੰਗ
आवाजाचा क्षय,ਆਵਾਜ਼ ਦਾ ਵਿਗਾੜ
डेसिबल (डीबी),ਡੈਸੀਬੈਲ (ਡੀ ਬੀ)
दशांश,ਦਸ਼ਮਲਵ
दशांश कोड,ਦਸ਼ਮਲਵ ਕੋਡ
दशांश अंक,ਦਸ਼ਮਲਵ ਅੰਕ
उलगडा,ਸਮਝਦਾਰੀ
डीकोडर,ਡੀਕੋਡਰ
डीकोडिंग,ਡੀਕੋਡਿੰਗ
डिजिटल ट्रान्समिशनमध्ये डीकोडिंग,ਡਿਜੀਟਲ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਵਿੱਚ ਡੀਕੋਡਿੰਗ
विघटन,ਕੰਪੋਪ੍ਰੈਸ਼ਨ
डीकोपलिंग,ਬਰਖਾਸਤ ਕਰਨਾ
डिकॉपलिंग सर्किट,ਸਰਕਟ ਨੂੰ ਘਟਾਉਣਾ
डिकॉपलिंग नेटवर्क,ਨੈੱਟਵਰਕ ਨੂੰ ਘਟਾਓ
डिक्रिप्शन,ਡਿਕ੍ਰਿਪਸ਼ਨ
समर्पित ओळ,ਸਮਰਪਿਤ ਲਾਈਨ
डी-एम्बेडिंग,ਡੀ-ਏਮਬਿੰਗ
डी-जोर,ਡੀ-ਜ਼ੋਰ
डीफॉल्ट,ਮੂਲ
गुणवत्तेत दोष,ਗੁਣਵੱਤਾ ਵਿੱਚ ਨੁਕਸ
सदोष,ਨੁਕਸਦਾਰ
सदोष युनिट,ਨੁਕਸ ਇਕਾਈ
व्याख्या,ਪਰਿਭਾਸ਼ਾ
विक्षेप,ਘਟੀ
विकृती,ਵਿਗਾੜਨਾ
डीफ्रॅगमेंटेशन,ਡੀਫ੍ਰੇਸ਼ਨੇਸ਼ਨ
डी-गॉसिंग कॉइल,ਡੀ-ਮੈਨਿੰਗ ਕੋਇਲ
पदवी,ਡਿਗਰੀ
डी-इंटरलीव्हर,ਡੀ-ਇੰਟਰਲੇਵਰ
विलंब ओळ,ਦੇਰੀ ਲਾਈਨ
विलंब वेळ,ਦੇਰੀ ਦਾ ਸਮਾਂ
विलंब फ्रेम मेमरी,ਫਰੇਮ ਮੈਮੋਰੀ ਦੇਰੀ ਨਾਲ
विलंब स्कॅनिंग,ਦੇਰੀ ਸਕੈਨਿੰਗ
विलंब सिंक्रोनाइझेशन सिग्नल,ਦੇਰੀ ਨਾਲ ਸਿੰਕ੍ਰੋਨਾਈਜ਼ੇਸ਼ਨ ਸਿਗਨਲ
वितरण,ਡਿਲਿਵਰੀ
वितरण प्रणाली,ਡਿਲਿਵਰੀ ਸਿਸਟਮ
डिमोड्युलेशन,ਮੁਆਵਜ਼ਾ
डेमोड्युलेटर कार्ड,ਡੈਮੋੂਲੇਟਰ ਕਾਰਡ
डेमल्टिप्लेक्सर,ਡੈਮਟਲਿਪਰ
फील्डची खोली,ਫੀਲਡ ਦੀ ਡੂੰਘਾਈ
उतरत्या,ਉਤਰਦਾ
डिझाइन तपशील,ਡਿਜ਼ਾਇਨ ਨਿਰਧਾਰਨ
डेस्कटॉप,ਡੈਸਕਟਾਪ
डिटेक्टर आउटपुट,ਡਿਟੈਕਟਰ ਆਉਟਪੁੱਟ
विचलन,ਭਟਕਣਾ
साधन,ਜੰਤਰ
डिव्हाइस ड्राइव्हर,ਡਿਵਾਈਸ ਡਰਾਈਵਰ
डायग्नोस्टिक्स,ਨਿਦਾਨ
आकृती,ਚਿੱਤਰ
संवाद ट्रॅक,ਵਾਰਤਾਲਾਪ ਟਰੈਕ
व्यासाचा मोड,ਡੁਬਨੇਲ ਮੋਡ
डायमंड स्टाईलस,ਡਾਇਮੰਡ ਸਟਾਈਲਸ
डायाफ्राम,ਡਾਇਆਫ੍ਰਾਮ
डायाफ्रामॅटिक शोषक,ਡੁਫਰਾਗਮੇਟਿਕ ਜਜ਼ਬ
डायकोटिक ऐकणे,ਡਿਚੋਟਿਕ ਸੁਣਨਾ
डायलेक्ट्रिक,ਡਾਈਡੈਕਟਿਕ
डायलेक्ट्रिक ब्रेक- डाउन,ਡਾਈਡੈਕਟ੍ਰਿਕ ਟੁੱਟਣਾ
डायलेक्ट्रिक तोटा,ਡਾਈਡੈਕਟ੍ਰਿਕ ਨੁਕਸਾਨ
फरक वारंवारता,ਅੰਤਰ ਦੀ ਬਾਰੰਬਾਰਤਾ
फरक वारंवारता विकृती (डीएफडी),ਅੰਤਰ ਬਾਰੰਬਾਰਤਾ ਵਿਗਾੜ (ਡੀਐਫਡੀ)
फरक टोन,ਅੰਤਰ ਟੋਨ
विभेदक एम्पलीफायर,ਵੱਖਰਾ ਐਂਪਲੀਫਾਇਰ
विवर्तन,ਵੱਖਰਾ
डिफ्यूझर,ਵੱਖਰੇ ਲਾਭਕਾਰ
अंक,ਅੰਕ
डिजिटल,ਡਿਜੀਟਲ
डिजिटल कलाकृती,ਡਿਜੀਟਲ ਆਰਟੀਫੈਕਟ
डिजिटल ऑडिओ,ਡਿਜੀਟਲ ਆਡੀਓ
डिजिटल ऑडिओ फिल्टर,ਡਿਜੀਟਲ ਆਡੀਓ ਫਿਲਟਰ
डिजिटल ऑडिओ वर्क स्टेशन,ਡਿਜੀਟਲ ਆਡੀਓ ਵਰਕ ਸਟੇਸ਼ਨ
डिजिटल कॅमेरा,ਡਿਜ਼ੀਟਲ ਕੈਮਰਾ
डिजिटल संगणक,ਡਿਜੀਟਲ ਕੰਪਿਟਰ
डिजिटल डेटा,ਡਿਜੀਟਲ ਡਾਟਾ
डिजिटल संपादन,ਡਿਜੀਟਲ ਸੰਪਾਦਨ
डिजिटल एक्झिटर,ਡਿਜੀਟਲ ਐਕਸਟਰ
डिजिटल फिल्टर,ਡਿਜੀਟਲ ਫਿਲਟਰ
डिजिटल फ्रेम सिंक्रोनाइझर,ਡਿਜੀਟਲ ਫਰੇਮ ਸਮਕਾਲੀਨ
डिजिटल वारसा,ਡਿਜੀਟਲ ਵਿਰਾਸਤ
डिजिटल प्रतिमा,ਡਿਜੀਟਲ ਚਿੱਤਰ
डिजिटल लायब्ररी,ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ
डिजिटल मीटर,ਡਿਜੀਟਲ ਮੀਟਰ
डिजिटल मॉड्यूलेशन,ਡਿਜੀਟਲ ਮੈਨੂਲੇਸ਼ਨ
डिजिटल मल्टिप्लेक्स,ਡਿਜੀਟਲ ਮਲਟੀਪਲੈਕਸ
डिजिटल नेटवर्क,ਡਿਜੀਟਲ ਨੈਟਵਰਕ
डिजिटल आउटपुट,ਡਿਜੀਟਲ ਆਉਟਪੁੱਟ
डिजिटल प्लेबॅक,ਡਿਜੀਟਲ ਪਲੇਅਬੈਕ
डिजिटल रेडिओ मोंडिएल (डीआरएम),ਡਿਜੀਟਲ ਰੇਡੀਓ ਮੰਡਲਲ (ਡਰੱਮ)
डिजिटल रेकॉर्डिंग,ਡਿਜੀਟਲ ਰਿਕਾਰਡਿੰਗ
डिजिटल क्रांती,ਡਿਜੀਟਲ ਇਨਕਲਾਬ
डिजिटल सिग्नल,ਡਿਜੀਟਲ ਸਿਗਨਲ
डिजिटल सिग्नल प्रक्रिया (डीएसपी),ਡਿਜੀਟਲ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ (ਡੀਐਸਪੀ)
डिजिटल स्वाक्षरी,ਡਿਜੀਟਲ ਦਸਤਖਤ
डिजिटल तंत्रज्ञान,ਡਿਜੀਟਲ ਟੈਕਨੋਲੋਜੀ
डिजिटल टू एनालॉग कन्व्हर्टर,ਐਨਾਲਾਗ ਪਰਿਵਰਤਕ ਲਈ ਡਿਜੀਟਲ
डिजिटल व्हिडिओ,ਡਿਜੀਟਲ ਵੀਡੀਓ
डिजिटल व्होल्टमीटर,ਡਿਜੀਟਲ ਵੋਲਟਮੀਟਰ
डिजिटलायझेशन,ਡਿਜੀਟਲਾਈਜ਼ੇਸ਼ਨ
डिजिटलायझेशन,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
डिजिटलाइज्ड व्हिडिओ,ਡਿਜੀਟਾਈਜ਼ਡ ਵੀਡੀਓ
डिजिटायझर,ਡਿਡੀਕਿਜ਼ਰ
अंधुक,ਮੱਧਮ
परिमाण,ਮਾਪ
डिमर,ਮੱਧਮ
डायोड,Dieode
बुडविणे,ਡੁਬੋ
डिप्लेक्सर,ਡੀਪਲੈਕਸਰ
द्विध्रुवीय अँटेना,ਡਿਪੋਲ ਐਂਟੀਨਾ
थेट प्रसारण,ਸਿੱਧਾ ਪ੍ਰਸਾਰਣ
थेट करंट (डी सी),ਸਿੱਧੇ ਮੌਜੂਦਾ (ਡੀ ਸੀ)
डायरेक्ट पिक अप,ਸਿੱਧੀ ਪਿਕ ਅਪ
थेट वाचन साधन,ਸਿੱਧਾ ਪੜ੍ਹਨ ਦਾ ਸਾਧਨ
थेट रेकॉर्डिंग,ਸਿੱਧੀ ਰਿਕਾਰਡਿੰਗ
दिशात्मक ten न्टीना,ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ
दिशात्मक कपलर,ਦਿਸ਼ਾ ਨਿਰਦੇਸ਼ਕ
दिशात्मक मायक्रोफोन,ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ
निर्देश,ਡਾਇਰੈਕਟਿਟੀ
निर्देशिका,ਡਾਇਰੈਕਟਰੀ
अक्षम करा,ਅਯੋਗ
डिस्क अँटेना,ਡਿਸਕ ਐਂਟੀਨਾ
डिस्क आधारित स्टोरेज,ਅਸਾਤ ਸਟੋਰੇਜ
वेगळा,ਵੱਖਰਾ
डिस्क,ਡਿਸਕ
डिस्क ड्राइव्ह,ਡਿਸਕ ਡਰਾਈਵ
डिस्क कोटा,ਡਿਸਕ ਕੋਟਾ
डिस्केट,ਡਿਸਕੀਟ
विस्थापन,ਉਜਾੜਾ
फैलाव,ਫੈਲਾਅ
विस्थापन,ਉਜਾੜਾ
प्रदर्शन,ਡਿਸਪਲੇਅ
प्रदर्शन युनिट (कन्सोल),ਡਿਸਪਲੇਅ ਯੂਨਿਟ (ਕਨਸੋਲ)
अपव्यय,ਵਿਗਾੜ
असंतोष,ਅਸੰਗਤ
डिस्टिल्ड वॉटर,ਸ਼ੁਧ ਪਾਣੀ
विकृती,ਭਟਕਣਾ
वितरण,ਵੰਡ
वितरण एम्पलीफायर,ਡਿਸਟਰੀਬਿ .ਸ਼ਨ ਐਂਪਲੀਫਾਇਰ
विभागणी,ਵੰਡ
विभाजक,ਵਿਭਾਜਨ
दस्तऐवज,ਦਸਤਾਵੇਜ਼
डॉल्बी डिजिटल,ਡੌਲਬੀ ਡਿਜੀਟਲ
डोमेन,ਡੋਮੇਨ
डोमेन नियंत्रक,ਡੋਮੇਨ ਕੰਟਰੋਲਰ
डॉपलर प्रभाव,ਡੋਪਲਰ ਪ੍ਰਭਾਵ
डबल पोल (द्विध्रुवीय),ਡਬਲ ਪੋਲ (ਡਿਪੋਲ)
डबल पोल सिंगल थ्रो स्विच,ਡਬਲ ਪੋਲ ਸਿੰਗਲ ਥ੍ਰੋ ਸਵਿਚ
डबल साइड डिस्क,ਡਬਲ ਸਾਈਡ ਡਿਸਕ
दुहेरी,ਡਬਲਟ
खाली येणारी लाट,ਡਾ down ਨ ਲਹਿਰ
खाली प्रवाह,ਥੱਲੇ ਧਾਰਾ
डाउनलिंक,ਡਾ ng ਨਲਿੰਕ
डाउनलोड करा,ਡਾਉਨਲੋਡ ਕਰੋ
डाउनलोड करीत आहे,ਡਾਉਨਲੋਡ ਕਰਨਾ
रेखांकन,ਡਰਾਇੰਗ
ड्रिलिंग बिट,ਡ੍ਰਿਲਿੰਗ ਬਿੱਟ
ड्रिलिंग मशीन,ਡ੍ਰਿਲਿੰਗ ਮਸ਼ੀਨ
चालवा,ਚਲਾਉਣਾ
ड्रम,ਡਰੱਮ
कोरडे बल्ब तापमान,ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ
कोरडे सेल,ਡਰਾਈ ਸੈੱਲ
कोरडे सोल्डर,ਸੁੱਕੇ ਸੋਲਡਰ
ड्युअल चॅनेल मोड,ਦੋਹਰੀ ਚੈਨਲ ਮੋਡ
डबिंग,ਡੱਬਿੰਗ
डड,ਡੂਡ
डंप,ਡੰਪ
दुहेरी,ਡੁਪਲੈਕਸ
कालावधी,ਅਵਧੀ
धूळ,ਧੂੜ
धूळ बग,ਡਸਟ ਬੱਗ
धूळ पुरावा,ਧੂੜ ਦਾ ਸਬੂਤ
डस्टर,ਡੱਸਟਰ
डायनॅमिक,ਗਤੀਸ਼ੀਲ
डायनॅमिक बिट वाटप,ਗਤੀਸ਼ੀਲ ਬਿੱਟ ਅਲਾਟਮੈਂਟ
डायनॅमिक इंटरमोडुलेशन विकृती (डीआयएम),ਡਾਇਨਾਮਿਕ ਇੰਟਰਮੋਡੂਲੇਸ਼ਨ ਵਿਗਾੜ (ਮੱਧਮ)
डायनॅमिक क्वांटिझेशन,ਗਤੀਸ਼ੀਲ ਮਾਤਰਾ
डायनॅमिक श्रेणी,ਗਤੀਸ਼ੀਲ ਰੇਂਜ
डायनॅमिक श्रेणी नियंत्रण,ਗਤੀਸ਼ੀਲ ਰੇਂਜ ਕੰਟਰੋਲ
डायनामो,ਡਾਇਨਾਮੋ
कान फोन,ਕੰਨ ਦਾ ਫੋਨ
पृथ्वी,ਧਰਤੀ
पृथ्वी बल्ज,ਧਰਤੀ ਦਾ ਬਲੇਜ
पृथ्वी प्रतिकार,ਧਰਤੀ ਦਾ ਵਿਰੋਧ
पृथ्वी रॉड,ਧਰਤੀ ਦੀ ਰਾਡ
पृथ्वी उपग्रह,ਧਰਤੀ ਸੈਟੇਲਾਈਟ
पृथ्वी स्टेशन,ਧਰਤੀ ਸਟੇਸ਼ਨ
पृथ्वी टर्मिनल,ਧਰਤੀ ਦਾ ਟਰਮੀਨਲ
अर्थिंग,ਕਮਾਈ
प्रतिध्वनी,ਗੂੰਜ
इको चेंबर,ਏਕੋ ਚੈਂਬਰ
एडी करंट,ਐਡੀ ਮੌਜੂਦਾ
