Hindi,Punjabi
विजेता राज्य,ਜਿੱਤਣ ਵਾਲਾ ਰਾਜ
विजेता,ਜੇਤੂ
"वर्षक वीर, अत्याचारी विजेता",ਵਿਜੇਤਾ
राजपरिषद्,ਕੌਸਿਲਿਅਮ
"चर्च न्यायालय, काँसिस्टरी",ਕੰਸਿਸਟਰੀ
षड़यन्त्र,ਸਾਜ਼ਿਸ਼
2. साजिश,ਸਾਜ਼ਿਸ਼
कांसुली शासन,ਕੌਂਸਲੇਟ
परामर्श-पुस्तिका,ਸਲਾਹ-ਮਸ਼ਵਰੇ ਦੀ ਕਿਤਾਬ
महाद्वीपीय व्यवस्था,ਮਹਾਂਦੀਪੀ ਪ੍ਰਣਾਲੀ
अनधिकृत आहूत पार्लियामेंट,ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ
कापरहेड्स,ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ)
"पट्ट-भूमि, पट्टे पर मिली भूमि",ਕਾਪੀਹੋਲਡ
परिसीमन; घेरा डालना,ਘੇਰਾਬੰਦੀ
"मुकुट, किरीट",ਕਰੋਨਾ
राज्याभिषेक,ਤਾਜਪੋਸ਼ੀ
"अभिषेकाश्म, अभिषेक-शिला",ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ
(ग्रंथ) संग्रह,ਕਾਰਪਸ
"जलदस्यु, समुद्री डाकू",Corsair
2. दस्यु पोत,Corsair
"उरस्त्राण, वक्षस्त्राण",ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ)
"कार्टिज़, स्पेनी संसद",ਕੋਰਟੇਸ
कुटी घर,ਕੋਟਰ (=ਕੋਟੀਅਰ)
2. खिदमती काश्तकार,ਕੋਟਰ (=ਕੋਟੀਅਰ)
काउन्ट पैलेटीनेट,ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ
ग्राम्य आवास,ਦੇਸ਼ ਦਾ ਘਰ
काउन्टी,ਕਾਉਂਟੀ
काउन्टी बरो,ਕਾਉਂਟੀ ਬੋਰੋ
काउन्टी न्यायालय,ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ
काउन्टी रियासत,ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ
दरबार,ਅਦਾਲਤ
2. राजसभा,ਅਦਾਲਤ
राजपरिपत्र,ਅਦਾਲਤੀ ਸਰਕੂਲਰ
"दरबारी शिष्टाचार, दरबारी अदब, दरबारी क़ायदा",ਅਦਾਲਤੀ ਸ਼ਿਸ਼ਟਾਚਾਰ
"राजदरबारी, राजसभासद, मुसाहिब",ਦਰਬਾਰੀ
कोर्ट ऑफ कैसेशन,ਕੇਸੇਸ਼ਨ ਦੀ ਅਦਾਲਤ
"(ईस्ट इंडिया कंपनी का) निदेशक मंडल, कोर्ट ऑफ डायरेक्टर्स",ਕੋਰਟ ਆਫ਼ ਡਾਇਰੈਕਟਰਜ਼ (EIC)
"(ईस्ट इंडिया कंपनी का) स्वामी मंडल, कोर्ट ऑफ प्रोप्राइटर्स",ਮਾਲਕਾਂ ਦੀ ਅਦਾਲਤ
राजकवि,ਦਰਬਾਰੀ ਕਵੀ
प्रसंविदाकारी केमेरोनपंथी,ਨੇਮਬੱਧ ਕੈਮਰੋਨੀਅਨ
"राजा, क्राउन",ਤਾਜ
2. (क) ताज,ਤਾਜ
(ख) मुकुट,ਤਾਜ
"खालसा, राजभूमि",ਤਾਜ ਜ਼ਮੀਨ
2. संघ राज्य,ਤਾਜ ਜ਼ਮੀਨ
युवराज,ਕ੍ਰਾਊਨ ਪ੍ਰਿੰਸ
"धर्मयुद्ध, जिहाद",ਕਰੂਸੇਡ
धर्म-योद्धा,ਕਰੂਸੇਡਰ
"गुप्त लेख, छद्म लेख, गुप्त संदेश, कूट लेख, कूट संदेश, छद्म संदेश",ਕ੍ਰਿਪਟੋਗ੍ਰਾਮ
"वक्षस्त्राण, जिरहबख़्तर",ਕੁਇਰਾਸ
"चर्म कवचधारी, अश्वारोही",ਕੁਇਰਾਸੀਅਰ
संप्रदाय देवता,ਪੰਥ ਦੇਵਤਾ
"क्यूरिया, सभा-भवन, परिषद",ਕਰਿਆ
2. रोम का सीनेट भवन,ਕਰਿਆ
जारशाही,ਜ਼ਾਰਵਾਦ
अंध महाद्वीप,ਹਨੇਰਾ ਮਹਾਂਦੀਪ
प्रलय-दिवस,ਨਿਰਣੇ ਦਾ ਦਿਨ
2. क़यामत का दिन,ਨਿਰਣੇ ਦਾ ਦਿਨ
"डीन, अधिष्ठाता",ਡੀਨ
जशक,ਦਹਾਕਾ
दीनार,ਡੇਨਾਰੀਅਸ
सिंहासनच्युत राजा,ਬਰਖਾਸਤ ਬਾਦਸ਼ਾਹ
विलुंठन,ਉਜਾੜ
"अपहरण, लूट-खसोट",ਬਰਬਾਦੀ
गद्दी से उतारना,Dethrone
राजमुकुट,ਡਾਇਡੇਮ
2. किरीट,ਡਾਇਡੇਮ
3. राजचिह्र,ਡਾਇਡੇਮ
डायेसिया,ਡਾਇਸੀਆ
न्यायालय,ਡਿਕੈਸਟਰੀਅਮ
जलप्रलयवादी,ਦਿਲੁਵੀਆਵਾਦੀ
बिशप-क्षेत्र,ਡਾਇਓਸਿਸ
2. डायोसीज़,ਡਾਇਓਸਿਸ
क्रांतिकारी कार्यकारिणी,ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ)
2. दायरोक्तायर,ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ)
दिरहम,ਦਿਰਹਾਮ
निष्ठाहीन,ਬੇਵਫ਼ਾ
2. देशद्रोही,ਬੇਵਫ਼ਾ
"राज्य-अपहरण नीति, राज्यलय-नीति",ਭੁੱਲ ਦਾ ਸਿਧਾਂਤ
"प्रलेख, दस्तावेज़",ਦਸਤਾਵੇਜ਼
"दस्तावेज़ी साक्ष्य, प्रलेखी साक्ष्य",ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ
"अंतिम निर्णय पुस्तक, क़यामत के दिन की पुस्तक",ਡੋਮੇਸਡੇ ਬੁੱਕ
कॉन्सटेन्टाइन का दान,Constantine ਦਾ ਦਾਨ
"विधि, क़ानून",ਕਿਆਮਤ
राजमाता,ਦਾਜ ਦੀ ਰਾਣੀ
"ड्रेगून, घुड़सवार",ਡਰੈਗਨ
साँडनी सवार,ਡਰੋਮੇਡੇਰੀਅਨ
"साँडनी, मादा ऊँट",ਡਰੋਮੇਡਰੀ
महा नौका,ਡਰੋਮੰਡ
द्वंद्व युद्ध,ਦੋਹਰਾ
"डुअल अलाएँस, दोहरी संधि",ਦੋਹਰਾ ਗਠਜੋੜ
ड्यूल आँताँत,ਦੋਹਰੀ entente
"दोहरा शासन, दुहरी सरकार, द्वैध शासन",ਦੋਹਰੀ ਪ੍ਰਣਾਲੀ (= ਦੋਹਰੀ ਸਰਕਾਰ)
ड्यूक,ਡਿਊਕ
ड्यूमा,ਡੂਮਾ
वामन अवतार,ਬੌਣਾ ਅਵਤਾਰ
वंश,ਰਾਜਵੰਸ਼
2. राजवंश,ਰਾਜਵੰਸ਼
गरूड़,ਇੱਲ
एल्डरमेन,ਬਜ਼ੁਰਗ ਆਦਮੀ
अर्ल,ਅਰਲ
"अर्लपद, अर्लक्षेत्र",ਅਰਲਡਮ
"पूर्व गुप्त वंश, पूर्व गुप्त वंशीय राजा",ਸ਼ੁਰੂਆਤੀ ਗੁਪਤਾ
पूर्वकालीन (ऐतिहासिक) स्थल,ਸ਼ੁਰੂਆਤੀ (ਇਤਿਹਾਸਕ) ਸਾਈਟਾਂ
पूर्व वैदिक काल,ਸ਼ੁਰੂਆਤੀ ਵੈਦਿਕ ਕਾਲ
नागरिक सभा,ਉਪਦੇਸ਼ਕ
"प्रत्यास्थापन धर्मादेश, प्रत्यास्थापनराजादेश, एडिक्ट ऑफ रेस्टिट्यूशन",ਬਹਾਲੀ ਦਾ ਹੁਕਮ
अष्टांगिक मार्ग,ਅੱਠ ਗੁਣਾ ਮਾਰਗ
"चर्च अधिकारी, गिरजाधिकारी, प्रेसबीटर",ਬਜ਼ੁਰਗ
वयोवृद्ध राजविद्,ਬਜ਼ੁਰਗ ਰਾਜਨੇਤਾ (=ਜੀਨਰੋ)
अंकुश,ਹਾਥੀ ਬੱਕਰਾ
"ग्यारह वर्ष का आतंक राज्य, एकादश वर्षीय आतंक राज्य",ਗਿਆਰਾਂ ਸਾਲਾਂ ਦਾ ਜ਼ੁਲਮ
एलीजे,ਐਲੀਸੀ (=ਐਲੀਸੀ)
बाड़ाबंदी आंदोलन,ਘੇਰਾਬੰਦੀ ਅੰਦੋਲਨ
पोप-परिपत्र,ਐਨਸਾਈਕਲਿਕ
विश्वकोशकार आंदोलन,ਐਨਸਾਈਕਲੋਪੀਡਿਸਟ ਲਹਿਰ
"आंतांत, सौहार्द",ਐਂਟੇਨਟੇ
"दृढ़ सौहार्द, आंतांत कार्दिआल",ਏਨਟੇਂਟ ਕੋਰਡਿਆਲ
राज्यारोहण,ਰਾਜਗੱਦੀ
"परिचारक गण, परिचर",ਦਲ
"वस्त्र, परिधान",ਏਫ਼ੋਦ
"दंडाधीश, एफोर",ਈਫੋਰ
वीरयुग,ਮਹਾਂਕਾਵਿ ਯੁੱਗ
महाकाव्य-नायक,ਮਹਾਂਕਾਵਿ ਹੀਰੋ
पुरालेख,ਐਪੀਗ੍ਰਾਫ
बिशपतंत्र,ਐਪੀਸਕੋਪੇਸੀ
विशप-पीठ,ਐਪੀਸਕੋਪੇਟ
घटना,ਪ੍ਰਸੰਗ
युग,ਯੁਗ
युगांतरकारी घटना,ਯੁੱਗ ਬਣਾਉਣ ਵਾਲੀ ਘਟਨਾ
युग-प्रवर्तक व्यक्ति,ਯੁਗ-ਰਚਨ ਵਾਲਾ ਮਨੁੱਖ
नाम-स्रोत,ਉਪਨਾਮ
अश्वपाल,ਇਕਵੇਰੀ
2. एक्यरी,ਇਕਵੇਰੀ
अश्वारोही मूर्ति,ਘੋੜਸਵਾਰ ਦੀ ਮੂਰਤੀ
"काल, संवत्",ਯੁੱਗ
दास-कारागार,ਅਰਗਸਟੁਲਮ
यूखेरिस्त,ਯੂਕੇਰਿਸਟ
"शुभ संदेशवाद, इंजीलवाद",ਈਵੈਂਜਲਿਜ਼ਮ
इंजीली आंदोलन,ਖੁਸ਼ਖਬਰੀ ਦੀ ਲਹਿਰ
"इंजीली प्रचारक, इंजीलवादी",ਪ੍ਰਚਾਰਕ
एक्सार्क,Exarch
"निष्कासितों का शासक, निर्वासितों का शासक",Exilarch
फैलेंजवादी,ਫਲੰਗਿਸਟ
() पितृभूमि,ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ
(2) स्वदेश,ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ
पर्व,ਫੇਰੀਆ
जड़-पूजा,ਫੈਟਿਸ਼
सामंती-क्षेत्र,ਜਾਗੀਰਦਾਰੀ
"सामंतवाद, सामंतशाही",ਜਾਗੀਰਦਾਰੀ (=ਸਾਮੰਤੀ ਸਿਸਟਮ)
सामंती व्यवस्था,ਜਗੀਰੂ ਸਿਸਟਮ
सामंत,ਜਾਗੀਰਦਾਰ
धर्मत्राता,ਫਿਦੀ ਡਿਫੈਂਸਰ (= ਵਿਸ਼ਵਾਸ ਦਾ ਰਖਵਾਲਾ)
जागीर,Fief
क्षेत्र-व्यवस्था,ਫੀਲਡ ਸਿਸਟਮ
पंचदशांश कर,ਪੰਦਰਵਾਂ ਟੈਕਸ
नाम मात्र का अध्यक्ष,ਚਿੱਤਰ ਸਿਰ
अवसानमुखी शताब्दी,ਫਿਨ ਡੀ ਸੀਕਲ
फायर ईटर,ਅੱਗ ਖਾਣ ਵਾਲਾ
पाँच मील अधिनियम,ਪੰਜ ਮੀਲ ਐਕਟ
"पताका, ध्वज",ਝੰਡਾ
जुपिटर के पुजारी,ਫਲੇਮੇਨ ਡਾਇਲਿਸ
मार्स के पुजारी,ਫਲੇਮੇਨ ਮਾਰਸ਼ਲਿਸ
"दीप्त शिला, जलती मशाल",ਬਲਦੀ ਮਸ਼ਾਲ
"पार्श्व, बाजू",ਫਲੈਂਕ
"तुलुग़मा, पार्श्वग्राह",ਫਲੈਂਕਿੰਗ ਅੰਦੋਲਨ
उन्नतिशील सभ्यता,ਵਧਦੀ ਹੋਈ ਸੱਭਿਅਤਾ
नदी संबंधी विश्वास,ਪ੍ਰਵਾਹਵਾਦੀ ਵਿਸ਼ਵਾਸ
"लोक-देवता, जन-देवता",ਲੋਕ ਦੇਵਤਾ
जन-देवी,ਲੋਕ ਦੇਵੀ
लोक-स्मृति,ਲੋਕ ਯਾਦ
लोक कथा,ਲੋਕ-ਕਥਾ (=ਲੋਕ ਕਥਾ)
रसदमारी धावा,ਚਾਰਾ
धावा,ਧੜਾਧੜ
"पुरखा, पूर्वज",ਪਹਿਲਾਂ ਤੋਂ
"पूर्वज, पुरखा",ਪੂਰਵਜ
पूर्वगामी,ਅਗਲਾ
"जोखिम दल, अग्रदल",ਉਦਾਸ ਉਮੀਦ
निर्माण-अवस्था,ਰਚਨਾਤਮਕ ਪੜਾਅ
"किला, दुर्ग, गढ़",ਕਿਲਾ
क़िलाबंदी,ਕਿਲਾਬੰਦੀ
"प्राचीरयुक्त नगर, परकोटेवाला नगर",ਕਿਲਾਬੰਦ ਸ਼ਹਿਰ
"दुर्ग, कोटला, गढ़ी",ਕਿਲ੍ਹਾ
फॉर्चूना,Fortuna
रोमन फोरम,ਫੋਰਮ ਰੋਮਨਮ
फ्रांसिस श्रमण,ਫਰਾਂਸਿਸਕਨ
मध्यवर्गीय ज़मींदार,ਫਰੈਂਕਲਿਨ
भ्रातृघातक युद्ध,ਭਰਾਤਰੀ ਜੰਗ
"स्वतंत्र चर्च, अबद्ध गिरजा",ਮੁਫ਼ਤ ਚਰਚ
"उन्मुक्त भूमिधर, स्वतंत्र माफीदार",ਫਰੀਹੋਲਡਰ
() शस्त्रोपजीवी सैनिक,ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ
(2) स्वच्छंद सैनिक,ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ
() स्वाधीन नागरिक,ਫ੍ਰੀਮੈਨ
(2) पर्ण नागरिक,ਫ੍ਰੀਮੈਨ
दस्तक,ਫ੍ਰੀਪਾਸ
फ्रांसीसी क्रांति,ਫਰਾਂਸੀਸੀ ਕ੍ਰਾਂਤੀ
भिक्षु,ਤਪੱਸਿਆ
फ्रिजी भृतक सैनिक,ਫਰਿਆਸੀਅਨ ਕਿਰਾਏਦਾਰ
सीमांतवासी व्यक्ति,ਸਰਹੱਦੀ ਆਦਮੀ
"दीर्घ नौपोत, दीर्घ नौका",ਗੈਲੀਓਨ
"फ्राँसीसी, गॉलीय व्यक्ति",ਗੈਲੀਕਨ (=ਗੈਲੀਕਨਿਸਟ)
गैलीयवाद,ਗੈਲੀਕਨਵਾਦ
"दुर्ग सेना, गैरिसन",ਗੈਰੀਸਨ
गॉल,ਗੌਲ
"() लौह हस्तक, धातु का दस्ताना",ਗੌਂਟਲੇਟ
(2) हस्त-कवच,ਗੌਂਟਲੇਟ
() सावन-भादों,ਗਾਜ਼ੇਬੋ
(2) धारागृह,ਗਾਜ਼ੇਬੋ
(3) झरोखा,ਗਾਜ਼ੇਬੋ
वंशावली-इतिहास,ਵੰਸ਼ਾਵਲੀ ਇਤਿਹਾਸ
"वंशावली-इतिहास, वंशावली अभिलेख",ਵੰਸ਼ਾਵਲੀ ਰਿਕਾਰਡ
"वंशसारणी, वंशावली",ਵੰਸ਼ਾਵਲੀ ਸਾਰਣੀ
वंश-वृक्ष,ਵੰਸ਼ਾਵਲੀ ਰੁੱਖ
"वंशावली, वंश-वृक्ष",ਵੰਸ਼ਾਵਲੀ
2. वंशिकी,ਵੰਸ਼ਾਵਲੀ
पीढ़ी,ਪੀੜ੍ਹੀ
"जन-संहार, जाति-संहार",ਨਸਲਕੁਸ਼ੀ
() सामान्य जन,ਗ਼ੈਰ-ਯਹੂਦੀ
(2) गैर यहूदी,ਗ਼ੈਰ-ਯਹੂਦੀ
(3) ईसाई,ਗ਼ੈਰ-ਯਹੂਦੀ
(4) मूर्त‍ि पूजक,ਗ਼ੈਰ-ਯਹੂਦੀ
"() घेटो, यहूदी बस्ती",ਘੇਟੋ
(2) पृथक बस्ती,ਘੇਟੋ
"टिकटी, फाँसी का तख्ता",ਗਿੱਬਟ
श्रेणी,ਗਿਲਡ (=ਗਿਲਡ)
"खड्गमल्ल, असिक्रीड़क",ਗਲੇਡੀਏਟਰ
गौरवमय क्रांति,ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ
तातारी महासंघ,ਗੋਲਡਨ ਹੋਰਡ
"यूरोपीय सहबंध, यूरोपीय संश्रय",ਮਹਾਨ ਗਠਜੋੜ
अमीर,ਗ੍ਰੈਂਡੀ
() तुर्की का सुल्तान,ਗ੍ਰੈਂਡ ਸਾਈਨਰ
(2) महासामंत,ਗ੍ਰੈਂਡ ਸਾਈਨਰ
महा गृहयुद्ध,ਮਹਾਨ ਸਿਵਲ ਯੁੱਧ
(महात्मा बुद्ध का) महाभिनिष्क्रमण,ਮਹਾਨ ਵਿਦਾਇਗੀ (ਬੁੱਧ ਦਾ)
बृहत्तर भारत,ਗ੍ਰੇਟਰ ਇੰਡੀਆ
बृहत यूनान,ਮਹਾਨ Hellas
ग्रेट होर्ड,ਮਹਾਨ ਭੀੜ
महाभिनिष्क्रमण,ਮਹਾਨ ਤਿਆਗ (= ਮਹਾਨ ਰਵਾਨਗੀ)
"राज-मुद्रा, राजा की मुहर",ਮਹਾਨ ਸੀਲ
महाप्रवासन,ਮਹਾਨ ਟ੍ਰੈਕ
महायान,ਮਹਾਨ ਵਾਹਨ
"चीन की महाप्राचीर, चीन की विशाल दीवार",ਚੀਨ ਦੀ ਮਹਾਨ ਕੰਧ
"पिंडलीत्राण, पिंडलीकवच",ਗ੍ਰੀਵ
() रक्षक कक्ष,ਗਾਰਡ-ਚੰਬਰ
(2) रक्षक चौकी,ਗਾਰਡ-ਚੰਬਰ
(3) अस्थायी कारावास,ਗਾਰਡ-ਚੰਬਰ
गुप्त वंश,ਗੁਪਤਾ
() संत चरित संग्रह,ਹੈਜੀਓਗ੍ਰਾਫੀ
(2) संत चरित लेखन,ਹੈਜੀਓਗ੍ਰਾਫੀ
() संत चरित,ਹੈਜੀਓਲੋਜੀ
(2) संत साहित्य,ਹੈਜੀਓਲੋਜੀ
दीवाने ख़ास,ਨਿੱਜੀ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ
"दीवाने आम, आम दरबार",ਜਨਤਕ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ
"शस्त्रांकित पट्टिका, कुल-चिह्नाँकित पट्टिका",ਹੈਚਮੈਂਟ
() अवधर्मी,ਈਥਨ
"(2) क़ाफिर, बुतपरस्त",ਈਥਨ
देव-पूजा,ਹੇਥਨਿਜ਼ਮ
हिज़र,ਹੇਗੀਰਾ (ਹੀਜਰਾ)
यूनानी संस्कृति,ਹੇਲੇਨਿਜ਼ਮ
"भूमिदास, दास",ਹੇਲੋਟ
कुल-चिह्रांकन कला,ਹੇਰਾਲਡਰੀ
विरासत,ਵਿਰਾਸਤ
चित्रात्मक रेखीय अक्षर या प्रतीक,ਹਾਇਰੋਗਲਿਫਿਕ ਰੇਖਿਕ ਅੱਖਰ
चित्रात्मक लिपि,ਹਾਇਰੋਗਲਿਫਿਕ ਲਿਪੀ
हाई चर्च,ਉੱਚ ਚਰਚ
हाई लैन्डर,ਉੱਚ ਲੈਂਡਰ
हिंदू धर्म,ਹਿੰਦੂ ਧਰਮ
() इतिहासज्ञ,ਇਤਿਹਾਸਕਾਰ
(2) इतिहासकार,ਇਤਿਹਾਸਕਾਰ
ऐतिहासिक भौतिकवाद,ਇਤਿਹਾਸਕ ਪਦਾਰਥਵਾਦ
ऐतिहासिक युग ऐतिहासिक काल,ਇਤਿਹਾਸਕ ਯੁੱਗ
ऐतिहासिक सीमांत,ਇਤਿਹਾਸਕ ਸਰਹੱਦ
इतिहास-लेखक,ਇਤਿਹਾਸਕਾਰ
2. इतिवृत्त लेखक,ਇਤਿਹਾਸਕਾਰ
इतिहास-लेखनकला,ਇਤਿਹਾਸਕਾਰੀ
2. इतिहास-लेखन,ਇਤਿਹਾਸਕਾਰੀ
इतिहास,ਇਤਿਹਾਸ
हित्ती साम्राज्य,ਹਿੱਟੀ ਸਾਮਰਾਜ
"पवित्र मैत्री, पवित्र सहबंध",ਪਵਿੱਤਰ ਗਠਜੋੜ
"() पुण्य पुरी, पवित्र नगर",ਪਵਿੱਤਰ ਸ਼ਹਿਰ
(2) होली सिटी,ਪਵਿੱਤਰ ਸ਼ਹਿਰ
() पुण्य भूमि,ਪਵਿੱਤਰ ਧਰਤੀ
(2) होली लैंड,ਪਵਿੱਤਰ ਧਰਤੀ
"() होली लीग, पवित्र संघ",ਹੋਲੀ ਲੀਗ
"() सन्  से  ईo की अवधि में, पोप जूलियस द्वितीय (पदकाल सन् - ईo) ने फ्रांसिसियों को इटली से निष्कासित करने के उद्देश्य से इटली के नगर राज्य वेनिस को विजित कर और स्पेन के फर्डिनेन्ड (सन् - ईo) के साथ मिलकर पवित्र संघ की स्थापना की। आगे चलकर इंग्लैंड के राजा हेनरी अष्टम (सन् -) और सम्राट मैक्सिमिलियन प्रथम् (पदकाल सन् - ईo) भी संघ में सम्मिलित हो गए। हेनरी अष्टम् ने ‘एड़ युद्ध’ (बैटिल आफ द स्पर्स) में फ्रांसीसियों को पराजित किया और यह संघ भी उसी के साथ समाप्त हो गया।",ਹੋਲੀ ਲੀਗ
"पवित्र रोमन साम्राज्य, रोम का धर्म-राज्य",ਪਵਿੱਤਰ ਰੋਮਨ ਸਾਮਰਾਜ (= ਸਾਮਰਾਜ)
() पोप का अधिकार-क्षेत्र,ਪਵਿੱਤਰ ਸਾਗਰ
(2) धर्ममंडल,ਪਵਿੱਤਰ ਸਾਗਰ
जिहाद,ਪਵਿੱਤਰ ਜੰਗ
2. धर्म-युद्ध,ਪਵਿੱਤਰ ਜੰਗ
बर्तानिया सरकार,ਗ੍ਰਹਿ ਸਰਕਾਰ
"होम गार्ड, गृह रक्षक दल",ਹੋਮ ਗਾਰਡ
स्वदेश,ਹੋਮਲੈਂਡ
स्वशासन,ਘਰੇਲੂ ਨਿਯਮ
होम रूल,ਹੋਮ ਰੂਲ
ओर्दु,ਹੋਰਡ
2. झुंड,Horde
विरोधी देश,ਦੁਸ਼ਮਣ ਦੇਸ਼
शत्रु-प्रदेश,ਵਿਰੋਧੀ ਜ਼ਮੀਨ
"क्षिप्र अनुघर्षण, सरगर्मी से पीछा करना",ਗਰਮ ਪਿੱਛਾ
सदन,ਘਰ
2. घराना,ਘਰ
हाउस ऑफ कॉमन्स,ਹਾਊਸ ਆਫ ਕਾਮਨਜ਼
हाउस ऑफ लॉर्डस,ਲਾਰਡਸ ਦਾ ਘਰ
हाउस ऑफ रिप्रेजेन्टेटिव्स,ਪ੍ਰਤੀਨਿਧ ਸਦਨ
"हयूजिनात, फ्रांसीसी प्रोटेस्टैन्ट",ਹਿਊਗਨੋਟਸ
"मानवतावाद, मानवता",ਮਾਨਵਵਾਦ
मानव (ता) वादी,ਮਾਨਵਵਾਦੀ
शतवर्षीय युद्ध,ਸੌ ਯਸਰਸ ਦੀ ਜੰਗ
"हंकर, अनुदारदली (य)",ਹੰਕਾਰ
"इबादतखाना, उपासना-गृह",ਇਬਾਦਤ ਖਾਨਾ (ਪੂਜਾ ਘਰ)
"मूर्ति भंजक, बुतशिकन",ਆਈਕੋਨੋਕਲਾਸਟ
मूर्त्तिपूजक,ਮੂਰਤੀਕਾਰ
"इलाही संवत्, इलाही काल",ਇਲਾਹੀ ਯੁੱਗ
अवैध युद्ध,ਗੈਰ-ਕਾਨੂੰਨੀ ਜੰਗ
"अलंकृत पांडुलिपि, चमकदार पांडुलिपि",ਪ੍ਰਕਾਸ਼ਿਤ ਖਰੜੇ
सचित्र पांडुलिपि,ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ
2. सचित्र हस्तलेख,ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ
इमाम,ਇਮਾਮ (ਇਮਾਮ)
इमाम-राज्य,ਇਮਾਮਤ
2. इमाम पद,ਇਮਾਮਤ
इमामबाड़ा,ਇਮਾਮਬਾਰਾ
"साम्राज्यिक, साम्राज्य संबंधी",ਸ਼ਾਹੀ
साम्राज्यिक नगर,ਸ਼ਾਹੀ ਸ਼ਹਿਰ
साम्राज्यवाद,ਸਾਮਰਾਜਵਾਦ
साम्राज्यिक अधिमानात्मकता,ਸ਼ਾਹੀ ਤਰਜੀਹ
दुःनीति,ਅਵਿਵਸਥਾ
झूठा दावेदार; प्रतारक,ਪਾਖੰਡੀ
कैद,ਕੈਦ
2. कारावास,ਕੈਦ
"क्षिप्र आक्रमण, अचानक हमला",ਘੁਸਪੈਠ
"आक्रमणकारी, धावामार",ਘੁਸਪੈਠ ਕਰਨ ਵਾਲਾ
स्वाधीनता,ਸੁਤੰਤਰਤਾ
स्वाधीनता-दिवस,ਅਜਾਦੀ ਦਿਵਸ
इंडिपेन्डेंस हाल,ਸੁਤੰਤਰਤਾ ਹਾਲ
अमरीकी इंडियन,ਭਾਰਤੀ ਅਮਰੀਕਨ (= ਲਾਲ ਭਾਰਤੀ = ਅਮਰੀਕੀ ਭਾਰਤੀ)
"भारतीय होम रूल लीग, इंडियन होम रूल लीग",ਇੰਡੀਅਨ ਹੋਮ ਰੂਲ ਲੀਗ
औद्योगिक क्रांति,ਉਦਯੋਗਿਕ ਕ੍ਰਾਂਤੀ
"क़ाफिर, अविश्वासी",ਬੇਵਫ਼ਾਈ
"2. क़ाफिर, विधर्मी",ਬੇਵਫ਼ਾਈ
घुसपैठ,ਘੁਸਪੈਠ
घुसपैठिया,ਘੁਸਪੈਠ ਕਰਨ ਵਾਲਾ
ज्ञापक,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
2. भेदिया,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
सूचनादाता,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
2. मुखबिर,ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ
प्रवेश,ਪ੍ਰਵੇਸ਼
2. अंतः प्रवेश,ਪ੍ਰਵੇਸ਼
3. प्रवेशाधिकार,ਪ੍ਰਵੇਸ਼
निवास,ਨਿਵਾਸ
निवासी,ਵਾਸੀ
वंशागति,ਵਿਰਾਸਤ
2. उत्तराधिकार,ਵਿਰਾਸਤ
3. दाय,ਵਿਰਾਸਤ
"उत्कीर्ण लेख, अभिलेख",ਸ਼ਿਲਾਲੇਖ
लक्षण,ਨਿਸ਼ਾਨ
अधिमिलन-पत्र,ਪਹੁੰਚ ਦਾ ਸਾਧਨ
इन्स्ट्रूमेंट ऑफ गवर्नमेंट,ਸਰਕਾਰ ਦਾ ਸਾਧਨ
उपप्लव,ਬਗਾਵਤ (ਵਿਦਰੋਹ)
उपप्लवी,ਵਿਦਰੋਹੀ
विप्लव,ਬਗਾਵਤ
2. परिद्रोह,ਬਗਾਵਤ
"एकीकरण, समेकीकरण",ਏਕੀਕਰਣ
अभिलेखों (रिकार्डों) की अविकलता,ਰਿਕਾਰਡ ਦੀ ਇਕਸਾਰਤਾ
राज्यों की अखंडता,ਰਾਜਾਂ ਦੀ ਅਖੰਡਤਾ
बुद्धिजीवी वर्ग,ਬੁੱਧੀਜੀਵੀ (ਇੰਟੈਲੀਜੈਂਟਜ਼ੀਆ)
