Hindi,Odiya
"1.आँकड़ा प्रारुप, 2. डाटा प्रारुप","1. ଡାଟା ଫର୍ମାଟ୍, 2. ଡାଟା ଫର୍ମାଟ୍ |"
"1.आँकड़ा एकक, 2. डाटा एकक","1. ଡାଟା ୟୁନିଟ୍, 2. ଡାଟା ୟୁନିଟ୍ |"
"1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण","1. ଡାଟା ବ id ଧତା, 2. ଡାଟା ବ id ଧତା |"
डाटाबेस,ଡାଟାବେସ୍
डाटाबेस प्रशासन,ଡାଟାବେସ୍ ପ୍ରଶାସନ
डाटाबेस अभिकल्प,ଡାଟାବେସ୍ ଡିଜାଇନ୍ |
डाटाबेस प्रबंधन तंत्र,ଡାଟାବେସ୍ ପରିଚାଳନା ସିଷ୍ଟମ୍ |
"1.आँकड़ाग्रेव, 2. डाटाग्रेव","1. ଡାଟାଗ୍ରାଭ୍, 2. ଡାଟାଗ୍ରାଭ୍ |"
"1.डेटम, 2. ऑकड़ा","1. ଡାଟମ୍, 2. ତଥ୍ୟ"
"1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र","1. ନିଷ୍କ୍ରିୟ ଜୋନ୍, 2. ସକ୍ରିୟ ଜୋନ୍ |"
गतिरोध,ଅବରୋଧ
गतिरोध रोकथाम,ଅବରୋଧ ରୋକିବା |
दोष मार्जन,ତ୍ରୁଟି କ୍ଲିୟରାନ୍ସ |
"1.निर्णय कोष्ठ, 2. निर्णय पेटी","1. ବିଚାର କକ୍ଷ, 2. ବିଚାର ବାକ୍ସ |"
निर्णय निर्धारण प्रक्रम,ନିଷ୍ପତ୍ତି ଗ୍ରହଣ ପ୍ରକ୍ରିୟା
निर्णय सहायक तंत्र,ନିଷ୍ପତ୍ତି ସମର୍ଥନ ପ୍ରଣାଳୀ |
निर्णय वृक्ष,ନିଷ୍ପତ୍ତି ବୃକ୍ଷ |
"1.कुटवाचक, 2. विकोडक","1. ଡିକୋଡର୍, 2. ଡିକୋଡର୍ |"
विघटन सिद्धांत,ବିଲୋପ ନୀତି |
विकोडन,ଡିକୋଡିଂ
समर्पित प्रणाल,ଉତ୍ସର୍ଗୀକୃତ ସିଷ୍ଟମ୍ |
समर्पित दवारक,ଉତ୍ସର୍ଗୀକୃତ ପ୍ରେସ୍ |
प्रतिरक्षण आँकडा नेटवर्क (डी डी एन),ପ୍ରତିରୋପଣ ଡାଟା ନେଟୱାର୍କ (DDN)
प्रतिरक्षण सूचना प्रणाली,ପ୍ରତିରୋପଣ ସୂଚନା ପ୍ରଣାଳୀ |
एकीकरण,ଏକୀକରଣ
विलंब,ବିଳମ୍ବ
विलंब गणक,ବିଳମ୍ବ କାଉଣ୍ଟର
विलंब काल,ବିଳମ୍ବ ସମୟ
"1.मिटाना, 2. हटाना","1. ଡିଲିଟ୍, 2. ଡିଲିଟ୍"
विलोपन अभिलेख,ବିଲୋପ ରେକର୍ଡ
परिसीमक,ଡିଲିମିଟର
डेल्टा माँडुलन,ଡେଲଟା ମଡ୍ୟୁଲେସନ୍
माँग पृष्ठन,ଆବଶ୍ୟକତା ପୃଷ୍ଠା |
प्रदर्शन,କାର୍ଯ୍ୟଦକ୍ଷତା
विमाडुलन,demodulation
वि-बहुसंकेतक,ଭି-ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |
असमान्यीकरण,ନାମକରଣ
"1.घनत्व, 2. सधनता","1. ଘନତା, 2. ଘନତା"
"1.आश्रिता, 2. निर्भरता","1. ନିର୍ଭରଶୀଳତା, 2. ନିର୍ଭରଶୀଳତା |"
आश्रित एकक,ନିର୍ଭରଶୀଳ ଏକକ |
विपंक्ति,ଧାଡି
"1.अपनिर्देशन, 2. अपसंदर्भन","1. ଡିଫେରେନ୍ସ, 2. ଡିଫେରେନ୍ସ"
व्युत्पन्न वृक्ष,ଉତ୍ପନ୍ନ ଗଛ |
व्युत्पन्न क्षेत्र,ପ୍ରାପ୍ତ କ୍ଷେତ୍ର
अवरोही छंटाई,ଅବତରଣ କ୍ରମ |
अभिकल्प,ଡିଜାଇନ୍
डेस्क परिकलक,ଡେସ୍କ କାଲକୁଲେଟର
डेस्कटॉप कंप्यूटर,ଡେସ୍କଟପ୍ କମ୍ପ୍ୟୁଟରଗୁଡିକ
डेस्कटॉप प्रस्तुतिकरण,ଡେସ୍କଟପ୍ ଉପସ୍ଥାପନା
डेस्कटॉप प्रकाशन,ଡେସ୍କଟପ୍ ପ୍ରକାଶନ |
डेस्कटॉप वीडियो,ଡେସ୍କଟପ୍ ଭିଡିଓ
गंतव्य पता,ଗନ୍ତବ୍ୟସ୍ଥଳ ଠିକଣା
"1.विनाशक,  2.अपध्वंशक","1. ବିନାଶକାରୀ, 2. ବିନାଶକାରୀ |"
निर्धारणात्मक ऑटोमेटा,ନିର୍ଣ୍ଣୟକାରୀ ଅଟୋମାଟା |
विकासक,ବିକାଶକାରୀ
विकास तन्त्र,ବିକାଶ ବ୍ୟବସ୍ଥା
युक्ति,ଉପକରଣ
युक्ति नियंत्रण एकक,ଉପକରଣ ନିୟନ୍ତ୍ରଣ ଏକକ
युक्ति नियंत्रक,ଉପକରଣ ନିୟନ୍ତ୍ରକ
युक्ति प्रबंधन,ଉପକରଣ ପରିଚାଳନା
युक्ति विधा,ଉପକରଣ ମୋଡ୍
निदान,ନିରାକରଣ
निदानी तंत्र,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ସିଷ୍ଟମ୍ |
"1.निदान, 2. निदानिकी","1. ନିଦାନ, 2. ନିଦାନ"
आरेख,ଚିତ୍ର
डायल,ଡାଏଲ୍ କରନ୍ତୁ |
डायल लाइन,ଡାଏଲ୍ ଲାଇନ୍ |
डायल टोन,ଡାଏଲ୍ ସ୍ୱର
डायल अप,ଡାଏଲ୍ ଅପ୍ କରନ୍ତୁ |
"1.संवाद, 2. वार्तालाप","1. ସଂଳାପ, 2. ବାର୍ତ୍ତାଳାପ"
वार्तालाप कोष्ठ,ବାର୍ତ୍ତାଳାପ କକ୍ଷ |
डायलअप मॉडम,ଡାଏଲଅପ୍ ମୋଡେମ୍ |
विमा,ବୀମା
शब्दकोश,ଅଭିଧାନ
"1. अवकलन ,2. विभेदन","1. ଭିନ୍ନକ୍ଷମ, 2 ଭିନ୍ନତା"
अंकीय,ସାଂଖ୍ୟିକ
अंकीय प्रणाल,ଡିଜିଟାଲ୍ ସିଷ୍ଟମ୍ |
अंकीय परिपथ,ଡିଜିଟାଲ୍ ସର୍କିଟ୍ |
अंकीय कंप्यूटर,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
"1.अंकीय आँकड़ा, 2.अंकीय डाटा","1. ଡିଜିଟାଲ୍ ଡାଟା, 2. ଡିଜିଟାଲ୍ ଡାଟା |"
अंकीय सुविधा,ଡିଜିଟାଲ୍ ସୁବିଧା
अंकीय फिल्टर,ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |
अंकीय लाइब्रेरी,ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |
अंकीय माडुलन,ଡିଜିଟାଲ୍ ମୋଡ୍ୟୁଲେସନ୍
"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर","1. ଡିଜିଟାଲ୍ ପ୍ରଦର୍ଶନ, 2. ଡିଜିଟାଲ୍ ମନିଟର |"
अंकीय चित्र,ଡିଜିଟାଲ୍ ପ୍ରତିଛବି |
"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक","1. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ, 2. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |"
अंकीय स्विच,ଡିଜିଟାଲ୍ ସୁଇଚ୍ |
अंकीय अनुरूप रूपांतरक,ଡିଜିଟାଲ୍ ଆନାଗଲ୍ କନଭର୍ଟର |
अंकरूपण,ଡିଜିଟାଇଜେସନ୍
अंकीकरण,ଡିଜିଟାଇଜେସନ୍
अंकरूपक,ଡିଜିଟାଇଜର୍
डायोड,ଡାୟୋଡ୍
प्रत्यक्ष,ପ୍ରିମା ଫେସୀ |
प्रत्यक्ष पता,ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା
प्रत्यक्ष रुपांतरण,ସିଧାସଳଖ ରୂପାନ୍ତର |
प्रत्यक्ष युग्मन,ସିଧାସଳଖ ଯୋଡି |
"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)","1. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍, 2. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)"
प्रत्यक्ष स्मृति अभिगम (डी एम ए),ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)
प्रत्यक्ष विधि,ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |
निदेश,ଦିଗଗୁଡିକ
निर्देशिका,ଡିରେକ୍ଟୋରୀ
"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर","1. ଡିରେକ୍ଟୋରୀ ସର୍ଭର, 2. ଡିରେକ୍ଟୋରୀ ସର୍ଭର |"
निर्देशिका सेवा,ଡିରେକ୍ଟୋରୀ ସେବା
असमर्थ,ଅସମର୍ଥ |
असमर्थकारी संकेत,ସଙ୍କେତ ଅକ୍ଷମ କରିବା |
"1.असंबंधन, 2. विसंबंधन","1. ବିଚ୍ଛିନ୍ନତା, 2. ବିଚ୍ଛିନ୍ନତା"
"1.असतत , 2. विविक्त","1. ବିଚ୍ଛିନ୍ନ, 2. ବିଚ୍ଛିନ୍ନ |"
"1.चक्रिका, 2. डिस्क","1. ଡିସ୍କ, 2. ଡିସ୍କ"
"1.चक्रिका पता, 2. डिस्क पता","1. ଡିସ୍କ ଠିକଣା, 2. ଡିସ୍କ ଠିକଣା"
"1.चक्रिका सरणी, 2. डिस्क सरणी","1. ଡିସ୍କ ଆରେ, 2. ଡିସ୍କ ଆରେ |"
"1.चक्रिका क्षमता, 2. डिस्क क्षमता","1. ଡିସ୍କ କ୍ଷମତା, 2. ଡିସ୍କ କ୍ଷମତା |"
"1.चक्रिका चालक, 2.डिस्क ड्रािव","1. ଡିସ୍କ ଡ୍ରାଇଭର, 2. ଡିସ୍କ ଡ୍ରାଇଭ |"
चक्रिका संचिका,ଡିସ୍କ ଫାଇଲ୍ |
"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी","1. ଡିସ୍କ ମେମୋରୀ, 2. ଡିସ୍କ ମେମୋରୀ, 3. ଡିସ୍କ ମେମୋରୀ, 4 | ଡିସ୍କ ମେମୋରୀ"
चक्रिका परिचालन तंत्र (डी ओ एस),ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DoS)
चक्रिका संकुल,ଡିସ୍କ ପ୍ୟାକେଜ
"1.चक्रिका परिसेवक, 2. डिस्क सर्वर","1. ଚାକ୍ରିକା ସର୍ଭର, 2. ଡିସ୍କ ସର୍ଭର |"
"1.चक्रिका भंडारण, 2. डिस्क भंडारण","1. ଡିସ୍କ ସଂରକ୍ଷଣ, 2. ଡିସ୍କ ସଂରକ୍ଷଣ"
डिस्केट,ଡିସ୍କେଟ୍ |
प्रदर्श संचिका,ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
प्रदर्श प्रतिबिंब,ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
निपटान,ନିଷ୍କାସନ
दूरी,ଦୂରତା
दूरी फलन,ଦୂରତା କାର୍ଯ୍ୟ
विरूपण,ବିକୃତି
वितरित,ବିତରଣ
वितरित आँकड़ा,ବଣ୍ଟିତ ତଥ୍ୟ |
वितरित परिसेवक,ବଣ୍ଟିତ ସର୍ଭର |
"1.वितरित प्रणाली, 2. वितरित तंत्र","1. ବଣ୍ଟିତ ସିଷ୍ଟମ୍, 2. ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |"
वितरक,ବିତରକ
प्रलेख,ଡକ୍ୟୁମେଣ୍ଟ୍
प्रलेख प्रत्यानयित,ଡକ୍ୟୁମେଣ୍ଟ୍ ସ୍ୱୀକୃତିପ୍ରାପ୍ତ |
"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो","1. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ, 2. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |"
प्रलेखन,ଡକ୍ୟୁମେଣ୍ଟେସନ୍
"डोमेन, प्रक्षेत्र","ଡୋମେନ୍, ଡୋମେନ୍"
डोमेन नाम,ଡୋମେନ୍ ନାମ
"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर","1. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍, 2. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |"
"अध:, नीचे","ତଳେ, ତଳେ"
"1.अवलिंक , 2.अवकड़ी","1. ଆଭାଲିଙ୍କ୍, 2. ସ୍କ୍ୱାର୍ |"
अधोभारण,ଡାଉନଲୋଡ୍ କରନ୍ତୁ |
अधोभारण काल,ଡାଉନଲୋଡ୍ ସମୟ |
कर्षण,ଟ୍ରାକ୍ସନ୍
डीरैम (गतिक रैम),DRAM (ଡାଇନାମିକ୍ RAM)
अपवाह,ରନ୍ ଅଫ୍
चालक,ଡ୍ରାଇଭର |
पात,ପତ୍ର
निपात सूची बॉक्स,ଡ୍ରପ୍ ତାଲିକା ବାକ୍ସ
ड्रम ड्रािव,ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |
"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर","1. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍, 2. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |"
"1.इम एकक, 2. ड्रम इकाई","1. ଇମ୍ ୟୁନିଟ୍, 2. ଡ୍ରମ୍ ୟୁନିଟ୍ |"
"1.द्वैत,2. द्वि","1. ଦ୍ୱ ual ତ୍ୟ, 2 bi"
द्वैत घनत्व,ଦ୍ୱ ual ତ ଘନତା |
"1.मूक पता, 2. छद्म पता","1. ନୀରବ ଠିକଣା, 2. ନକଲି ଠିକଣା |"
सन्निक्षेप,ଡମ୍ପିଂ
दवैध परिपथ,ଡବଲ୍ ସର୍କିଟ୍ |
दवैधीकरण,ଆଇନଗତକରଣ |
केय्प्रतिकुंजी,କି କି
"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन","1.D V D R./W, 2 DVD ପଠନ, 3. ଲେଖିବା"
डी वी डी रॉम,DVD ROM
गतिक अनुदेश,ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ
"1.गतिक स्मृति, 2.गतिक मेमोरी","1. ଡାଇନାମିକ୍ ମେମୋରୀ, 2. ଡାଇନାମିକ୍ ମେମୋରୀ |"
"1.गति विज्ञान, 2. गतिकी","1. ଡାଇନାମିକ୍ସ, 2. ଡାଇନାମିକ୍ସ"
ई बी सी डी आई सी,E B C D I C
ई व्यवसाय,ଇ-ବ୍ୟବସାୟ |
प्रतिध्वनि,ଇକୋ
"1.ई-कॉमर्स, 2.ई-वाणिज्य","1.e- ବାଣିଜ୍ୟ, 2.e- ବାଣିଜ୍ୟ |"
संपादन,ସମ୍ପାଦନା
संपादक,ସମ୍ପାଦକ
शैक्षिक प्रौद्योगिकी,ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
ई ई पी रॉम,e e p rom
"1.सार्थक पता , 2.प्रभावी पता","1. ଅର୍ଥପୂର୍ଣ୍ଣ ଠିକଣା, 2. ପ୍ରଭାବଶାଳୀ ଠିକଣା |"
सार्थक संकार्य पता,ଅର୍ଥପୂର୍ଣ୍ଣ ଅପରେଣ୍ଡ୍ ଠିକଣା |
प्रभावी क्रिया,ପ୍ରଭାବଶାଳୀ କାର୍ଯ୍ୟ
प्रभावी यू.आई.डी.,ପ୍ରଭାବଶାଳୀ UID |
प्रभावी संचरण संकार्य,ପ୍ରଭାବଶାଳୀ ସଂକ୍ରମଣ କାର୍ଯ୍ୟ
अष्टबिट बािट,ଅକ୍ଟାଲ୍ ବାଇଟ୍ |
"इलेक्ट्रॉनिक अधिगम, ई अधिगम","ଇଲେକ୍ଟ୍ରୋନିକ୍ ଶିକ୍ଷା, ଇ-ଲର୍ନିଂ |"
चुनाव एल्गोरिथम,ନିର୍ବାଚନ ଆଲଗୋରିଦମ |
इलेक्ट्रोनिक डाकसेवा (ई. मेल),ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ ସେବା (ଇ-ମେଲ୍)
"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर","1. ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରିଣ୍ଟିଙ୍ଗ୍, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରିଣ୍ଟର୍ |"
विद्युत लेखा मशीन,ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |
इलेक्ट्रोनिकी,ଇଲେକ୍ଟ୍ରୋନିକ୍ସ
इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.),ଇଲେକ୍ଟ୍ରୋନିକ୍ ନିଷ୍କାସନ ସିଷ୍ଟମ୍ (ECS)
इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.),ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଏକ୍ସଚେଞ୍ଜ୍ (EDI)
इलेक्ट्रोनिक आंकड़ा संसाधन,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
इलेक्ट्रॉनिक विवरणिक,ଇଲେକ୍ଟ୍ରୋନିକ୍ ବ୍ରୋସର |
इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस),ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ଯାନ୍ତ୍ରିକତା (EFTS)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका","1. ଇଲେକ୍ଟ୍ରୋନିକ୍ ଜର୍ନାଲ୍, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ଜର୍ନାଲ୍ |"
इलेक्ट्रॉनिक प्रकाशन,ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |
इलेक्ट्रॉनिक स्विच,ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |
"तत्व, अवयव","ଉପାଦାନ, ଉପାଦାନ"
ई-मेल,ଇ-ମେଲ୍ |
"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता","1. ଇ-ମେଲ୍ ଠିକଣା, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲିଂ ଠିକଣା |"
अंत:स्थापित तंत्र,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
अंत:स्थापन,ଏମ୍ବେଡିଂ
उत्सर्जक युग्मित तर्क (ई.सी.एल.),ନିର୍ଗତ ଯୁକ୍ତ ତର୍କ (ECL)
रिक्त चिति,ଖାଲି ସ୍ଥାନ
"1.रिक्त श्रृंखला, 2. रिक्त माला","1. ଖାଲି ଶୃଙ୍ଖଳା, 2. ଖାଲି ଶୃଙ୍ଖଳା |"
यंत्रानुकरण,ଯାନ୍ତ୍ରିକରଣ
"1.केप्सूलीकरण, 2. केप्सूलन","1. କ୍ୟାପସୁଲେସନ୍, 2. କ୍ୟାପସୁଲେସନ୍ |"
कूटलेखक,ଡିକୋଡର୍ |
कूटलेखन,ଏନକୋଡିଂ
"1.कूटलेखक, 2. कोडक","1. ଏନକୋଡର୍, 2. କୋଡାକ୍ |"
गूढ आंकडा,ଲୁକ୍କାୟିତ ତଥ୍ୟ |
गूढ फािल सिस्टम,ଲୁକ୍କାୟିତ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
"1.गोपन, 2. कोडन, 3. कूटलेखन","1. ଏନକ୍ରିପସନ୍, 2. କୋଡିଂ, 3. ଏନକୋଡିଂ |"
खंडक अंत,ବ୍ଲକ ଶେଷ
संचिका-अन्त,ଫାଇଲ୍-ଏଣ୍ଡ୍ |
प्रयोक्ता,ଉପଯୋଗକର୍ତ୍ତା |
प्रवेश,ପ୍ରବେଶ କର |
प्रवेश कुंजी,ପ୍ରବେଶ ଚାବି |
"1.उद्यम सरवर, 2. उद्यम सेवक","1. ଉଦୟମ୍ ସ war ରଭ, 2. ଉଦୟ ସେବାକ୍ |"
उद्यम तंत्र,ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |
सत्ता,ଶକ୍ତି
सत्ता संबंधता,ଶକ୍ତି ସମ୍ବନ୍ଧ
प्रवेश काल,ପ୍ରବେଶ ସମୟ
प्रविष्ट चर,ଇନପୁଟ୍ ଭେରିଏବଲ୍ |
गणनीय,ଗଣନାଯୋଗ୍ୟ
परिवेश,ପରିବେଶ
"1.ईपोच,2. युग,3. निर्देश क्षण","1. ଯୁଗ, 2 ଯୁଗ, 3 ନିର୍ଦ୍ଦେଶ ମୁହୂର୍ତ୍ତ"
ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति),EPRAM (ଫାଇନାନ୍ସିଆଲ୍ ପ୍ରୋଗ୍ରାମେବଲ୍ ପଠନୀୟ ମେମୋରୀ)
एपसिलॉन संवरक,ଏପସିଲନ୍ କନଷ୍ଟ୍ରିକ୍ଟର୍ |
तुल्यकारक,ସମାନତା
उपस्कर,ଉପକରଣ
तुल्यता वर्ग,ସମାନତା ଶ୍ରେଣୀ
तुल्य संबंध,ସମାନ ସମ୍ପର୍କ
"1.विलोपन, 2.मिटान","1. ବିଲୁପ୍ତ, 2. ବିଲୋପ"
त्रुटि संशोधन कूट,ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍ |
त्रुटि संशोधन,ତ୍ରୁଟି ସଂଶୋଧନ
त्रुटि संसूचन,ତ୍ରୁଟି ଚିହ୍ନଟ
त्रुटि प्रहस्तन,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ
त्रुटि संदेश,ତ୍ରୁଟି ସନ୍ଦେଶ |
त्रुटि दर,ତ୍ରୁଟି ହାର
त्रुटि पुनर्डद्धार,ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର
त्रुटि नेमक,ତ୍ରୁଟି ନାମ
पलायन संप्रतीक,ପଳାୟନ ପ୍ରତୀକ |
ईथरनेट,ଇଥରନେଟ୍ |
घटना,ଘଟଣା
घटना श्रृंखला,ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |
घटना नियंत्रण,ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |
घटना गणक,ଇଭେଣ୍ଟ କାଉଣ୍ଟର
अपवाद प्रहस्तन,ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |
विनिमय डिस्क भंडारण,ଡିସ୍କ ସଂରକ୍ଷଣ ବିନିମୟ କରନ୍ତୁ |
अपवर्जन,ବହିଷ୍କାର
अनन्य और (एक्स ऑर),ସ୍ୱତନ୍ତ୍ର ଏବଂ (x କିମ୍ବା)
निष्पाद्य क्रमादेश,ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍
निष्पादन कथन,ନିଷ୍ପାଦନ ଷ୍ଟେଟମେଣ୍ଟ
चयनिक खोज,ଚୟନ ସନ୍ଧାନ |
विदयमान,ବିଦ୍ୟମାନ
निर्गम,ସମସ୍ୟା
विशेषज्ञ तंत्र,ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |
"1. अभिव्यक्ति ,2. व्यंजक","1. ଅଭିବ୍ୟକ୍ତି, 2 ଅଭିବ୍ୟକ୍ତି"
विस्तारित आलेखीय आव्यूह (एक्स जी ए),ବିସ୍ତାରିତ ଗ୍ରାଫିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ (x g a)
विस्तारित औदयोगिक मानक (इ.आई.एस.),ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS)
अतिदेशित मशीन,ଓଭରଲୋଡ୍ ମେସିନ୍ |
विस्तारित स्मृति,ବିସ୍ତୃତ ସ୍ମୃତି
"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता","1. ବିସ୍ତାରିତ ସଠିକତା, 2. ବିସ୍ତାରିତ ସଠିକତା |"
"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण","1. ବିସ୍ତାରିତ ସର୍ଟିଂ, 2. ବିସ୍ତାରିତ ପୃଥକତା |"
वाह्य आह्वान,ପାଟିକରି ଡାକିବା
वाह्य त्रुटि,ବାହ୍ୟ ତ୍ରୁଟି |
वाह्य फलन,ବାହ୍ୟ କାର୍ଯ୍ୟ
वाह्य अंतरायन,ବାହ୍ୟ ବାଧା
"1.वाह्य स्मृति, 2. वाह्य मेमोरी","1. ବାହ୍ୟ ସ୍ମୃତି, 2. ବାହ୍ୟ ସ୍ମୃତି"
वाह्य स्मृति,ବାହ୍ୟ ସ୍ମୃତି
वाह्य मॉडेम,ବାହ୍ୟ ମୋଡେମ୍ |
वाह्य संदर्भ,ବାହ୍ୟ ସନ୍ଦର୍ଭ
वाह्य खोज,ବାହ୍ୟ ସନ୍ଧାନ |
वाह्य भंडारण युक्ति,ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ
निष्कर्षण,ନିଷ୍କାସନ
बहिर्वेशन,ବହିଷ୍କାର
फलक संप्रतीक मुद्रक,ପ୍ୟାନେଲ୍ ବର୍ଣ୍ଣ ପ୍ରିଣ୍ଟର୍
विफल-सुरक्षा संक्रिया,ବିଫଳ-ସୁରକ୍ଷା କାର୍ଯ୍ୟ
विफलता दर,ବିଫଳତା ହାର
विफलता मुक्ति,ବିଫଳତା ନିଷ୍କାସନ
मिथ्या कूट,ମିଥ୍ୟା କୋଡ୍
मिथ्या त्रुटि,ମିଥ୍ୟା ତ୍ରୁଟି |
"1.निवेशाँक, 2. निवेश-अंक","1. ନିବେଶ, 2. ନିବେଶ ପଏଣ୍ଟ |"
"1.निर्गताँक, 2. निर्गत-अंक","1. ଇସୁ, 2. ସଂଖ୍ୟା ସଂଖ୍ୟା"
"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम","1. ନକଲ I / O ଉପକରଣ, 2 ନକଲ ଇନପୁଟ୍ ଉପକରଣ / ଆଉଟପୁଟ୍"
द्रुत फौरिएर अन्तरण,ଦ୍ରୁତ ଫୁରିଅର୍ ସ୍ଥାନାନ୍ତର |
घातक त्रुटि,ସାଂଘାତିକ ତ୍ରୁଟି |
दोष संसूचन,ତ୍ରୁଟି ଚିହ୍ନଟ
दोष निदान,ତ୍ରୁଟି ନିଦାନ
दोष सहिष्णुता,ଦୋଷ ସହନଶୀଳତା |
फैक्स,ଫ୍ୟାକ୍ସ
फैक्स संदेश,ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |
एफ डी सी,f dc
लक्षण संसूचन,ଲକ୍ଷଣ ଚିହ୍ନଟ
भरण चक्र,ପୂର୍ଣ୍ଣ ଚକ
पुनर्निवेश,ପୁନ vest ନିବେଶ
"1.प्रदायक,2.पोषक, 3.फीडर","1. ଯୋଗାଣକାରୀ, 2. ପୁଷ୍ଟିକର ଖାଦ୍ୟ, 3. ଫିଡର୍ |"
आनयन,anan
फिबोनेकी खोज,ଫିବୋନାକ୍ସି ଆବିଷ୍କାର |
