Gujarati,Marathi
ડેટા સેલ,डेटा सेल
"1.ડેટા સિસ્ટમ, 2.ડેટા ચેનલ","1.डेटा प्रणाली, 2.डेटा चॅनेल"
ડેટા કમ્યુનિકેશન,डेटा संप्रेषण
"1.ડેટા કમ્પ્રેશન, 2.ડેટા કમ્પ્રેશન","1.डेटा कॉम्प्रेशन, 2.डेटा कॉम्प्रेशन"
માહિતી ક્ષેત્ર,डेटा फील्ड
ડેટા ફાઇલ,डेटा फाइल
"1. ડેટા ફ્લો, 2. ડેટા ફ્લો","1. डेटा प्रवाह, 2. डेटा प्रवाह"
"1.ડેટા ફ્લોચાર્ટ, 2.ચાર્ટ","1.डेटा फ्लोचार्ट, 2.चार्ट"
ડેટા વંશવેલો,डेटा पदानुक्रम
ડેટા સ્તર,डेटा पातळी
"1.ડેટા કલેક્શન, 2.ડેટા લાઇબ્રેરી","1.डेटा संकलन, 2.डेटा लायब्ररी"
ડેટા લિંક સ્તર,डेटा लिंक स्तर
ડેટા લિંક લેયર (DLL),डेटा लिंक लेयर (DLL)
"1.ડેટા મેનેજમેન્ટ, 2.ડેટા મેનેજમેન્ટ","1.डेटा व्यवस्थापन, 2.डेटा व्यवस्थापन"
"1.ડેટા ગણતરી, 2.ડેટા ગણતરી","1.डेटा गणना, 2.डेटा गणना"
ડેટા પ્રોસેસિંગ લેંગ્વેજ (DML),डेटा प्रोसेसिंग भाषा (DML)
ડેટા મોડેમ ડેટા મોડેમ,डेटा मोडेम डेटा मोडेम
"1.ડેટા ફેરફાર, 2.ડેટા ફેરફાર","1.डेटा मॉडिफिकेशन, 2.डेटा मॉडिफिकेशन"
"1.ડેટા નેટવર્ક, 2.ડેટા નેટવર્ક","1.डेटा नेटवर्क, 2.डेटा नेटवर्क"
"1.ડેટા ઓપરેશન, 2.ડેટા ઓપરેશન","1.डेटा ऑपरेशन, 2.डेटा ऑपरेशन"
"1.ડેટા સંસ્થાઓ, 2. ડેટા સંસ્થા","1.डेटा संस्था, 2. डेटा संस्था"
"1. ડેટા આઉટપુટ, 2. ડેટા આઉટપુટ","1. डेटा आउटपुट, 2. डेटा आउटपुट"
"1.ડેટા પાથ, 2.ડેટા પાથ","1.डेटा पथ, 2.डेटा पथ"
"1. ડેટા તૈયારી, 2. ડેટા તૈયારી","1. डेटा तयार करणे, 2. डेटा तयार करणे"
"1.ડેટા ગોપનીયતા, 2.ડેટા ગોપનીયતા","1.डेटा गोपनीयता, 2.डेटा गोपनीयता"
"1. ડેટા પ્રોસેસર, 2. ડેટા પ્રોસેસર","1. डेटा प्रोसेसर, 2. डेटा प्रोसेसर"
"1.ડેટા પ્રોટેક્શન, 2.ડેટા પ્રોટેક્શન","1.डेटा संरक्षण, 2.डेटा संरक्षण"
"1. ડેટા રેકોર્ડ, 2. ડેટા રેકોર્ડ","1. डेटा रेकॉर्ड, 2. डेटा रेकॉर्ड"
"1. ડેટા પુનઃપ્રાપ્તિ, 2. ડેટા પુનઃપ્રાપ્તિ","1. डेटा पुनर्प्राप्ती, 2. डेटा पुनर्प्राप्ती"
"1. ડેટા રૂટીન, 2. ડેટા રૂટીન","1. डेटा रूटीन, 2. डेटा रूटीन"
"1.ડેટા સુરક્ષા, 2.ડેટા સુરક્ષા","1.डेटा सुरक्षा, 2.डेटा सुरक्षा"
"1.ડેટા સેટ, 2. ડેટા સેટ","१.डेटा संच, २. डेटा सेट"
"1.ડેટા સિગ્નલ, 2.ડેટા સિગ્નલ","1.डेटा सिग्नल, 2.डेटा सिग्नल"
"1. ડેટા એક્સેસ, 2. ડેટા એક્સેસ","1. डेटा ऍक्सेस, 2. डेटा ऍक्सेस"
"1.ડેટા સ્ત્રોત, 2.ડેટા સ્ત્રોત","1.डेटा स्रोत, 2.डेटा स्रोत"
"1.ડેટા સ્પષ્ટીકરણ, 2. ડેટા સ્પષ્ટીકરણ","1.डेटा तपशील, 2. डेटा तपशील"
"1.ડેટા સેન્ટર, 2.ડેટા સેન્ટર","1.डेटा सेंटर, 2.डेटा सेंटर"
"1. ડેટા સ્ટોરેજ, 2. ડેટા સ્ટોરેજ","1. डेटा स्टोरेज, 2. डेटा स्टोरेज"
માહિતી સંગ્રહ માળખું,डेटा स्टोरेज संरचना
"1. ડેટા સ્ટ્રક્ચર, 2. ડેટા સ્ટ્રક્ચર","1. डेटा स्ट्रक्चर, 2. डेटा स्ट्रक्चर"
"1.ડેટા સ્વિચ, 2.ડેટા સ્વિચ","1.डेटा स्विच, 2.डेटा स्विच"
"1.ડેટા ટેબલ, 2.ડેટા ટેબલ","1.डेटा टेबल, 2.डेटा टेबल"
"1.ડેટા અંત, 2. ડેટા અંત","1.डेटा एंड, 2. डेटा समाप्त"
"1. ડેટા ટ્રાન્સક્રિપ્શન, 2. ડેટા ટ્રાન્સક્રિપ્શન","1. डेटा ट्रान्सक्रिप्शन, 2. डेटा ट्रान्सक्रिप्शन"
"1.ડેટા ટ્રાન્સફર, 2. ડેટા ટ્રાન્સફર","1.डेटा ट्रान्सफर, 2. डेटा ट्रान्सफर"
"1. ડેટા ટ્રાન્સમિશન, 2. ડેટા ટ્રાન્સમિશન","1. डेटा ट्रान्समिशन, 2. डेटा ट्रान्समिशन"
"1.ડેટા ટ્રાન્સમિશન સિસ્ટમ, 2.ડેટા ટ્રાન્સમિશન સિસ્ટમ","1. डेटा ट्रान्समिशन सिस्टम, 2. डेटा ट्रान्समिशन सिस्टम"
"1. ડેટા ફોર્મેટ, 2. ડેટા ફોર્મેટ","1. डेटा फॉरमॅट, 2. डेटा फॉरमॅट"
"1. ડેટા યુનિટ, 2. ડેટા યુનિટ","1. डेटा युनिट, 2. डेटा युनिट"
"1.ડેટા માન્યતા, 2.ડેટા માન્યતા","1.डेटा प्रमाणीकरण, 2.डेटा प्रमाणीकरण"
ડેટાબેઝ,डेटाबेस
ડેટાબેઝ વહીવટ,डेटाबेस प्रशासन
ડેટાબેઝ ડિઝાઇન,डेटाबेस डिझाइन
ડેટાબેઝ મેનેજમેન્ટ સિસ્ટમ,डेटाबेस व्यवस्थापन प्रणाली
"1.ડેટાગ્રેવ, 2.ડેટાગ્રેવ","1.डेटाग्रेव्ह, 2.डेटाग्रेव्ह"
"1. ડેટમ, 2. ડેટા","1. डेटाम, 2. डेटा"
"1.નિષ્ક્રિય ઝોન, 2.નિષ્ક્રિય ઝોન","1.निष्क्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र"
મડાગાંઠ,गतिरोध
ડેડલોક નિવારણ,गतिरोध प्रतिबंध
ફોલ્ટ ક્લિયરન્સ,दोष क्लिअरन्स
"1. જજમેન્ટ સેલ, 2. જજમેન્ટ બોક્સ","1. जजमेंट सेल, 2. जजमेंट बॉक्स"
નિર્ણય લેવાની પ્રક્રિયા,निर्णयप्रक्रिया
નિર્ણય સપોર્ટ સિસ્ટમ,निर्णय समर्थन प्रणाली
નિર્ણય વૃક્ષ,निर्णयाचे झाड
"1. ડીકોડર, 2. ડીકોડર","1. डीकोडर, 2. डीकोडर"
વિસર્જન સિદ્ધાંત,विघटन तत्त्व
ડીકોડિંગ,डीकोडिंग
સમર્પિત સિસ્ટમ,समर्पित प्रणाली
સમર્પિત પ્રેસ,समर्पित प्रेस
ઇમ્યુનાઇઝેશન ડેટા નેટવર્ક (DDN),लसीकरण डेटा नेटवर्क (DDN)
રોગપ્રતિકારક માહિતી સિસ્ટમ,लसीकरण माहिती प्रणाली
એકીકરણ,एकीकरण
વિલંબ,विलंब
વિલંબ કાઉન્ટર,विलंब काउंटर
વિલંબ સમય,विलंब वेळ
"1.કાઢી નાખો, 2.કાઢી નાખો","1.हटवा, 2.हटवा"
કાઢી નાખવાનો રેકોર્ડ,हटवणे रेकॉर्ड
સીમાંકક,परिसीमक
ડેલ્ટા મોડ્યુલેશન,डेल्टा मॉड्युलेशन
વિનંતી પાનું,मागणी पृष्ठ
કામગીરી,कामगिरी
ડિમોડ્યુલેશન,demodulation
વી-મલ્ટિપ્લેક્સર,V- मल्टीप्लेक्सर
વિકૃતિકરણ,विकृतीकरण
"1. ઘનતા, 2. ઘનતા","1. घनता, 2. घनता"
"1. અવલંબન, 2. અવલંબન","1. अवलंबित्व, 2. अवलंबित्व"
આશ્રિત એકમ,अवलंबून युनिट
કતાર,रांग
"1. ડિરેફરન્સ, 2. ડિરેફરન્સ","1. dereference, 2. dereference"
વ્યુત્પન્ન વૃક્ષ,व्युत्पन्न झाड
વ્યુત્પન્ન ક્ષેત્ર,व्युत्पन्न फील्ड
ઉતરતા ક્રમ,उतरत्या क्रमवारी
ડિઝાઇન,डिझाइन
ડેસ્ક કેલ્ક્યુલેટર,डेस्क कॅल्क्युलेटर
ડેસ્કટોપ કમ્પ્યુટર્સ,डेस्कटॉप संगणक
ડેસ્કટોપ પ્રસ્તુતિ,डेस्कटॉप सादरीकरण
ડેસ્કટોપ પ્રકાશન,डेस्कटॉप प्रकाशन
ડેસ્કટોપ વિડિઓ,डेस्कटॉप व्हिडिओ
ગંતવ્ય સરનામું,गंतव्य पत्ता
"1. ડિસ્ટ્રોયર, 2. ડિસ્ટ્રોયર","1. विनाशक, 2. विनाशक"
નિર્ધારિત ઓટોમેટા,निर्धारक ऑटोमेटा
વિકાસકર્તા,विकसक
વિકાસ પ્રણાલી,विकास प्रणाली
ઉપકરણ,साधन
ઉપકરણ નિયંત્રણ એકમ,डिव्हाइस नियंत्रण युनिट
ઉપકરણ નિયંત્રક,डिव्हाइस नियंत्रक
ઉપકરણ સંચાલન,डिव्हाइस व्यवस्थापन
ઉપકરણ મોડ,डिव्हाइस मोड
નિદાન,निदान
ડાયગ્નોસ્ટિક સિસ્ટમ,निदान प्रणाली
"1. ડાયગ્નોસ્ટિક્સ, 2. ડાયગ્નોસ્ટિક્સ","1. निदान, 2. निदान"
રેખાકૃતિ,आकृती
ડાયલ,डायल
ડાયલ લાઇન,डायल लाइन
ડાયલ ટોન,डायल टोन
ડાયલ અપ,डायल करा
"1. સંવાદ, 2. વાતચીત","1. संवाद, 2. संभाषण"
વાતચીત ખંડ,संभाषण कक्ष
ડાયલઅપ મોડેમ,डायलअप मॉडेम
વીમા,विमा
શબ્દકોશ,शब्दकोश
"1. વિભેદક, 2. તફાવત","1. भिन्नता, 2. भिन्नता"
સંખ્યાત્મક,संख्यात्मक
ડિજિટલ સિસ્ટમ,डिजिटल प्रणाली
ડિજિટલ સર્કિટ,डिजिटल सर्किट
ડિજિટલ કમ્પ્યુટર,डिजिटल संगणक
"1.ડિજિટલ ડેટા, 2.ડિજિટલ ડેટા","1.डिजिटल डेटा, 2.डिजिटल डेटा"
ડિજિટલ સુવિધા,डिजिटल सुविधा
ડિજિટલ ફિલ્ટર,डिजिटल फिल्टर
ડિજિટલ પુસ્તકાલય,डिजिटल लायब्ररी
ડિજિટલ મોડ્યુલેશન,डिजिटल मॉड्यूलेशन
"1. ડિજિટલ ડિસ્પ્લે, 2. ડિજિટલ મોનિટર","1. डिजिटल डिस्प्ले, 2. डिजिटल मॉनिटर"
ડિજિટલ છબી,डिजिटल प्रतिमा
"1. ડિજિટલ હસ્તાક્ષર, 2. ડિજિટલ હસ્તાક્ષર","1. डिजिटल स्वाक्षरी, 2. डिजिटल स्वाक्षरी"
ડિજિટલ સ્વીચ,डिजिटल स्विच
ડિજિટલ એનાલોગ કન્વર્ટર,डिजिटल अॅनालॉग कनवर्टर
ડિજિટાઇઝેશન,डिजिटायझेशन
ડિજિટાઇઝેશન,डिजिटायझेशन
ડિજિટાઇઝર,डिजिटायझर
ડાયોડ,डायोड
પ્રથમ નજરે,प्रथमदर्शनी
સીધું સરનામું,थेट पत्ता
સીધું રૂપાંતર,थेट रूपांतरण
સીધું જોડાણ,थेट जोडणी
"1. ડાયરેક્ટ મેમરી એક્સેસ, 2. ડાયરેક્ટ મેમરી એક્સેસ (DMA)","1. डायरेक्ट मेमरी ऍक्सेस, 2. डायरेक्ट मेमरी ऍक्सेस (DMA)"
ડાયરેક્ટ મેમરી એક્સેસ (DMA),डायरेक्ट मेमरी ऍक्सेस (DMA)
સીધી પદ્ધતિ,थेट पद्धत
દિશાઓ,दिशानिर्देश
ડિરેક્ટરી,निर्देशिका
"1. ડિરેક્ટરી સર્વર, 2. ડિરેક્ટરી સર્વર","1. निर्देशिका सर्व्हर, 2. निर्देशिका सर्व्हर"
ડિરેક્ટરી સેવા,निर्देशिका सेवा
અસમર્થ,अक्षम
નિષ્ક્રિય સંકેત,सिग्नल अक्षम करणे
"1. ડિસ્કનેક્શન, 2. ડિસ્કનેક્શન","1. डिस्कनेक्शन, 2. डिस्कनेक्शन"
"1. અલગ, 2. અલગ","1. स्वतंत्र, 2. स्वतंत्र"
"1. ડિસ્ક, 2. ડિસ્ક","1. डिस्क, 2. डिस्क"
"1. ડિસ્ક સરનામું, 2. ડિસ્ક સરનામું","1. डिस्क पत्ता, 2. डिस्क पत्ता"
"1. ડિસ્ક એરે, 2. ડિસ્ક એરે","1. डिस्क अॅरे, 2. डिस्क अॅरे"
"1. ડિસ્ક ક્ષમતા, 2. ડિસ્ક ક્ષમતા","1. डिस्क क्षमता, 2. डिस्क क्षमता"
"1. ડિસ્ક ડ્રાઈવર, 2. ડિસ્ક ડ્રાઈવ","1. डिस्क ड्रायव्हर, 2. डिस्क ड्राइव्ह"
ડિસ્ક ફાઇલ,डिस्क फाइल
"1. ડિસ્ક મેમરી, 2. ડિસ્ક મેમરી, 3. ડિસ્ક મેમરી, 4. ડિસ્ક મેમરી","1. डिस्क मेमरी, 2. डिस्क मेमरी, 3. डिस्क मेमरी, 4. डिस्क मेमरी"
ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DoS),डिस्क ऑपरेटिंग सिस्टम (DoS)
ડિસ્ક પેકેજ,डिस्क पॅकेज
"1.ચક્રિકા સર્વર, 2.ડિસ્ક સર્વર","1.चक्रिका सर्व्हर, 2.डिस्क सर्व्हर"
"1. ડિસ્ક સંગ્રહ, 2. ડિસ્ક સંગ્રહ","1. डिस्क स्टोरेज, 2. डिस्क स्टोरेज"
ડિસ્કેટ,डिस्केट
ડિસ્પ્લે ફાઇલ,फाइल प्रदर्शित करा
પ્રદર્શિત છબી,प्रतिमा प्रदर्शित करा
નિકાલ,विल्हेवाट
અંતર,अंतर
અંતર કાર્ય,अंतर कार्य
વિકૃતિ,विकृती
વિતરિત,वितरित
વિતરિત ડેટા,वितरित डेटा
વિતરિત સર્વર,वितरित सर्व्हर
"1.વિતરિત સિસ્ટમ, 2.વિતરિત સિસ્ટમ","1.वितरित प्रणाली, 2.वितरित प्रणाली"
વિતરક,वितरक
દસ્તાવેજ,दस्तऐवज
દસ્તાવેજ અધિકૃત,दस्तऐवज मान्यताप्राप्त
"1. ડોક્યુમેન્ટ વિન્ડો, 2. ડોક્યુમેન્ટ વિન્ડો","1. दस्तऐवज विंडो, 2. दस्तऐवज विंडो"
દસ્તાવેજીકરણ,दस्तऐवजीकरण
"ડોમેન, ડોમેન","डोमेन, डोमेन"
ડોમેન નામ,डोमेनचे नाव
"1. ડોટ મેટ્રિક્સ પ્રિન્ટર, 2. ડોટ મેટ્રિક્સ પ્રિન્ટર","1. डॉट मॅट्रिक्स प्रिंटर, 2. डॉट मॅट्रिक्स प्रिंटर"
"નીચે, નીચે","खाली, खाली"
"1.અવલિંક, 2.ચોરસ","1.अवलिंक, 2.स्क्वेअर"
ડાઉનલોડ કરો,डाउनलोड करा
ડાઉનલોડ સમય,डाउनलोड वेळ
ટ્રેક્શન,कर्षण
DRAM (ડાયનેમિક રેમ),DRAM (डायनॅमिक रॅम)
વહેણ,प्रवाह
ડ્રાઈવર,चालक
પાંદડા,पाने
ડ્રોપ લિસ્ટ બોક્સ,ड्रॉप लिस्ट बॉक्स
ડ્રમ ડ્રાઇવ,ड्रम ड्राइव्ह
"1.ડ્રમ પ્રિન્ટર, 2.ડ્રમ પ્રિન્ટર","1.ड्रम प्रिंटर, 2.ड्रम प्रिंटर"
"1. ઇમ યુનિટ, 2. ડ્રમ યુનિટ","1. इम युनिट, 2. ड्रम युनिट"
"1. દ્વૈત, 2. દ્વિ","1. द्वैत, 2. द्वि"
બેવડી ઘનતા,दुहेरी घनता
"1. મૌન સરનામું, 2. નકલી સરનામું","1. मूक पत्ता, 2. बनावट पत्ता"
ડમ્પ,डंप
ડબલ સર્કિટ,डुप्लेक्स सर्किट
કાયદેસરકરણ,कायदेशीरकरण
કી કી,की की
"1.D V D R./W, 2. ડીવીડી વાંચન, 3. લેખન","1.D V D R./W, 2. डीव्हीडी वाचन, 3. लेखन"
ડીવીડી રોમ,डीव्हीडी रॉम
ગતિશીલ સૂચના,डायनॅमिक सूचना
"1.ડાયનેમિક મેમરી, 2.ડાયનેમિક મેમરી","1.डायनॅमिक मेमरी, 2.डायनॅमिक मेमरी"
"1. ડાયનેમિક્સ, 2. ડાયનેમિક્સ","1. डायनॅमिक्स, 2. डायनॅमिक्स"
E B C D I C,E B C D I C
ઈ-વ્યવસાય,ई-व्यवसाय
પડઘો,प्रतिध्वनी
"1.e-commerce, 2.e-commerce","1.ई-कॉमर्स, 2.ई-कॉमर्स"
સંપાદન,संपादन
સંપાદક,संपादक
શૈક્ષણિક ટેકનોલોજી,शैक्षणिक तंत्रज्ञान
e e p rom,e e p rom
"1. અર્થપૂર્ણ સરનામું, 2. અસરકારક સરનામું","1. अर्थपूर्ण पत्ता, 2. प्रभावी पत्ता"
અર્થપૂર્ણ ઓપરેન્ડ સરનામું,अर्थपूर्ण ऑपरेंड पत्ता
અસરકારક કાર્યવાહી,प्रभावी कृती
અસરકારક UID,प्रभावी UID
અસરકારક ટ્રાન્સમિશન કામગીરી,प्रभावी ट्रांसमिशन ऑपरेशन
ઓક્ટલ બાઈટ,ऑक्टल बाइट
"ઈલેક્ટ્રોનિક લર્નિંગ, ઈ-લર્નિંગ","इलेक्ट्रॉनिक शिक्षण, ई-लर्निंग"
ચૂંટણી અલ્ગોરિધમ,निवडणूक अल्गोरिदम
ઈલેક્ટ્રોનિક મેઈલ સર્વિસ (ઈ-મેલ),इलेक्ट्रॉनिक मेल सेवा (ई-मेल)
"1.ઈલેક્ટ્રોનિક પ્રિન્ટિંગ, 2.ઈલેક્ટ્રોનિક પ્રિન્ટર","1.इलेक्ट्रॉनिक प्रिंटिंग, 2.इलेक्ट्रॉनिक प्रिंटर"
ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન,इलेक्ट्रिकल अकाउंटिंग मशीन
ઈલેક્ટ્રોનિક્સ,इलेक्ट्रॉनिक्स
ઇલેક્ટ્રોનિક એક્ઝોસ્ટ સિસ્ટમ (ECS),इलेक्ट्रॉनिक एक्झॉस्ट सिस्टम (ECS)
ઇલેક્ટ્રોનિક ડેટા એક્સચેન્જ (EDI),इलेक्ट्रॉनिक डेटा एक्सचेंज (EDI)
ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ,इलेक्ट्रॉनिक डेटा प्रोसेसिंग
ઇલેક્ટ્રોનિક બ્રોશર,इलेक्ट्रॉनिक ब्रोशर
ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર મિકેનિઝમ (EFTS),इलेक्ट्रॉनिक निधी हस्तांतरण यंत्रणा (EFTS)
"1.ઈલેક્ટ્રોનિક જર્નલ, 2.ઈલેક્ટ્રોનિક જર્નલ","1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रॉनिक जर्नल"
ઇલેક્ટ્રોનિક પ્રકાશન,इलेक्ट्रॉनिक प्रकाशन
ઇલેક્ટ્રોનિક સ્વીચ,इलेक्ट्रॉनिक स्विच
"તત્વ, તત્વ","घटक, घटक"
ઈ-મેલ,ई-मेल
"1. ઈ-મેલ સરનામું, 2. ઈલેક્ટ્રોનિક મેઈલિંગ સરનામું","1. ई-मेल पत्ता, 2. इलेक्ट्रॉनिक मेलिंग पत्ता"
એમ્બેડેડ સિસ્ટમ,एम्बेडेड प्रणाली
એમ્બેડિંગ,एम्बेडिंग
એમિટર કમ્પલ્ડ લોજિક (ECL),एमिटर कपल्ड लॉजिक (ECL)
ખાલી જગ્યા,मोकळी जागा
"1. ખાલી સાંકળ, 2. ખાલી સાંકળ","1. कोरी साखळी, 2. कोरी साखळी"
યાંત્રિકરણ,यांत्रिकीकरण
"1.કેપ્સ્યુલેશન, 2.કેપ્સ્યુલેશન","1.कॅप्सुलेशन, 2.कॅप्सुलेशन"
ડીકોડર,डिकोडर
એન્કોડિંગ,एन्कोडिंग
"1. એન્કોડર, 2. કોડક","1. एन्कोडर, 2. कोडॅक"
છુપાયેલ ડેટા,लपलेला डेटा
છુપાયેલ ફાઇલ સિસ્ટમ,लपलेली फाइल सिस्टम
"1. એન્ક્રિપ્શન, 2. કોડિંગ, 3. એન્કોડિંગ","1. एन्क्रिप्शन, 2. कोडिंग, 3. एन्कोडिंग"
બ્લોક અંત,ब्लॉक एंड
ફાઇલ-એન્ડ,फाइल-एंड
વપરાશકર્તા,वापरकर्ता
દાખલ કરો,प्रविष्ट करा
એન્ટ્રી કી,एंट्री की
"1. ઉદ્યમ સરવર, 2. ઉદ્યમ સેવક","१.उद्यम सरवर, २.उद्यम सेवक"
એન્ટરપ્રાઇઝ સિસ્ટમ,एंटरप्राइझ प्रणाली
શક્તિ,शक्ती
શક્તિ આકર્ષણ,शक्ती आत्मीयता
પ્રવેશ સમય,प्रवेश वेळ
ઇનપુટ ચલ,इनपुट व्हेरिएबल
ગણતરીપાત્ર,मोजण्यायोग्य
પર્યાવરણ,वातावरण
"1.યુગ, 2. યુગ, 3. સૂચના ક્ષણ","1.युग, 2. युग, 3. सूचना क्षण"
EPRAM (ફાઇનાન્સ પ્રોગ્રામેબલ રીડ-ઓન્લી મેમરી),EPRAM (फायनान्स प्रोग्राम करण्यायोग्य वाचनीय मेमरी)
એપ્સીલોન કન્સ્ટ્રક્ટર,एप्सिलॉन कन्व्हेक्टर
બરાબરી,तुल्यकारक
સાધનસામગ્રી,उपकरणे
સમાનતા વર્ગ,समतुल्य वर्ग
સમાન સંબંધ,समतुल्य संबंध
"1. લુપ્તતા, 2. નાબૂદી","1. विलोपन, 2. निर्मूलन"
ભૂલ સુધારણા કોડ,त्रुटी सुधारणे कोड
ભૂલ સુધારણા,त्रुटी सुधारणे
ભૂલ શોધ,त्रुटी शोधणे
ભૂલ હેન્ડલિંગ,त्रुटी हाताळणी
ક્ષતી સંદેશ,त्रुटी संदेश
ભૂલ દર,त्रुटी दर
ભૂલ પુનઃપ્રાપ્તિ,त्रुटी पुनर्प्राप्ती
ભૂલ નામ,त्रुटी नाव
એસ્કેપ પ્રતીક,सुटका प्रतीक
ઈથરનેટ,इथरनेट
ઘટના,कार्यक्रम
ઘટના સાંકળ,कार्यक्रम साखळी
ઘટના નિયંત્રણ,घटना नियंत्रण
ઇવેન્ટ કાઉન્ટર,कार्यक्रम काउंटर
અપવાદ હેન્ડલિંગ,अपवाद हाताळणी
એક્સચેન્જ ડિસ્ક સ્ટોરેજ,एक्सचेंज डिस्क स्टोरेज
બાકાત,बहिष्कार
વિશિષ્ટ અને (x અથવા),अनन्य आणि (x किंवा)
એક્ઝિક્યુટેબલ પ્રોગ્રામ,एक्झिक्युटेबल प्रोग्राम
અમલ નિવેદન,अंमलबजावणी विधान
પસંદગીયુક્ત શોધ,निवडक शोध
અસ્તિત્વમાં છે,विद्यमान
મુદ્દો,समस्या
નિષ્ણાત સિસ્ટમ,तज्ञ प्रणाली
"1. અભિવ્યક્તિ, 2. અભિવ્યક્તિ","1. अभिव्यक्ती, 2. अभिव्यक्ती"
વિસ્તૃત ગ્રાફિકલ મેટ્રિક્સ (x g a),विस्तारित ग्राफिकल मॅट्रिक्स (x g a)
વિસ્તૃત ઔદ્યોગિક ધોરણો (EIS),विस्तारित औद्योगिक मानके (EIS)
ઓવરલોડ મશીન,ओव्हरलोड मशीन
વિસ્તૃત મેમરી,विस्तारित मेमरी
"1. વિસ્તૃત ચોકસાઇ, 2. વિસ્તૃત ચોકસાઈ","1. विस्तारित अचूकता, 2. विस्तारित अचूकता"
"1.વિસ્તૃત સૉર્ટિંગ, 2.વિસ્તૃત વિભાજન","1.विस्तारित वर्गीकरण, 2.विस्तारित पृथक्करण"
કૉલ કરો,कॉल करा
બાહ્ય ભૂલ,बाह्य त्रुटी
બાહ્ય કાર્ય,बाह्य कार्य
બાહ્ય વિક્ષેપ,बाह्य व्यत्यय
"1.એક્સ્ટર્નલ મેમરી, 2.એક્સટર્નલ મેમરી","1.बाह्य मेमरी, 2.बाह्य मेमरी"
બાહ્ય મેમરી,बाह्य मेमरी
બાહ્ય મોડેમ,बाह्य मोडेम
બાહ્ય સંદર્ભ,बाह्य संदर्भ
બાહ્ય શોધ,बाह्य शोध
બાહ્ય સંગ્રહ ઉપકરણ,बाह्य स्टोरेज डिव्हाइस
નિષ્કર્ષણ,काढणे
એક્સ્ટ્રાપોલેશન,एक्सट्रापोलेशन
પેનલ અક્ષર પ્રિન્ટર,पॅनेल वर्ण प्रिंटर
નિષ્ફળ-સુરક્ષા કામગીરી,अयशस्वी-सुरक्षा ऑपरेशन
નિષ્ફળતા દર,अपयशाचा दर
નિષ્ફળતા સ્રાવ,अयशस्वी डिस्चार्ज
ખોટો કોડ,खोटा कोड
ખોટી ભૂલ,खोटी चूक
"1.રોકાણ, 2.રોકાણ પોઈન્ટ્સ","1.गुंतवणूक, 2.गुंतवणुकीचे गुण"
"1. અંક, 2. અંક નંબર","1. अंक, 2. अंक क्रमांक"
"1. પ્રતિકૃતિ I/O ઉપકરણ, 2. પ્રતિકૃતિ ઇનપુટ ઉપકરણ/આઉટપુટ","1. प्रतिकृती I/O डिव्हाइस, 2. प्रतिकृती इनपुट डिव्हाइस/आउटपुट"
ઝડપી ફોરિયર ટ્રાન્સફર,जलद फोरियर हस्तांतरण
જીવલેણ ભૂલ,गंभीर त्रुटी
ખામી શોધ,दोष शोधणे
ખામી નિદાન,दोष निदान
સહનશીલતા દોષ,चुकीची सहनशीलता
ફેક્સ,फॅक्स
ફેક્સ સંદેશ,फॅक्स संदेश
f dc,f dc
લક્ષણ શોધ,लक्षण शोधणे
ફિલ વ્હીલ,चाक भरणे
પુનઃરોકાણ,पुनर्गुंतवणूक
"1.સપ્લાયર, 2.પોષણ, 3.ફીડર","1.पुरवठादार, 2.पोषण, 3.फीडर"
કોઈપણ,anyan
ફિબોનાકી શોધ,फिबोनाची शोध
ફિબોનાકી ક્રમ,फिबोनाची क्रम
ફિબોનાકી શ્રેણી,फिबोनाची मालिका
ફાઇબર ઓપ્ટિક્સ,फायबर ऑप्टिक्स
ફિડો ટ્રેપ,फिडो ट्रॅप
પ્રદેશ,प्रदेश
પાંચમી પેઢીનું કમ્પ્યુટર,पाचव्या पिढीचा संगणक
"1.ફાઈલ, 2. ફાઇલ","1.फाइल, 2. फाइल"
ફાઇલ એક્સેસ પદ્ધતિ,फाइल प्रवेश पद्धत
ફાઈલ ફાળવણી ટેબલ,फाइल वाटप सारणी
ફાઇલ કમ્પ્રેશન,फाइल कॉम्प्रेशन
ફાઇલ નકલ,फाइल कॉपी करणे
ફાઇલ રૂપરેખાંકન,फाइल कॉन्फिगरेशन
ફાઇલ મર્જ,फाइल विलीन करा
ફાઇલ પુનઃપ્રાપ્તિ,फाइल पुनर्प्राप्ती
ફાઇલ સંગ્રહ,फाइल स्टोरेज
ફાઇલ માળખું,फाइल संरचना
ફાઇલ સિસ્ટમ,फाइल सिस्टम
ફાઇલ ટ્રાન્સફર,फाइल हस्तांतरण
ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP),फाइल ट्रान्सफर प्रोटोकॉल (FTP)
ફિલ્ટર,फिल्टर
છેલ્લી સ્થિતિ,शेवटची स्थिती
શોધો,शोधा
