Malayalam,Punjabi
ബഹിരാകാശ സഞ്ചാരി,ਪੁਲਾੜ ਯਾਤਰੀ
ബഹിരാകാശ ശാസ്ത്രം,ਪੁਲਾੜ ਵਿਗਿਆਨ
"പ്രപഞ്ചം, പ്രപഞ്ചം","ਬ੍ਰਹਿਮੰਡ, ਬ੍ਰਹਿਮੰਡ"
കോസ്മോട്രോൺ,ਕੋਸਮੋਟ੍ਰੋਨ
പോയിന്റ് ആവൃത്തി,ਬਿੰਦੂ ਬਾਰੰਬਾਰਤਾ
കോട്ടാർ,ਕੋਟਰ
കോട്ടൺ ഫിൽട്ടർ,ਕਪਾਹ ਫਿਲਟਰ
കോട്ട്രെൽ കാഠിന്യം,ਕੋਟਰੇਲ ਸਖਤ ਕਰਨਾ
"കോട്രെൽ മാനേജ്മെന്റ്, കോട്ട്രെൽ ടാലൺ","ਕੋਟਰੇਲ ਮੈਨੇਜਮੈਂਟ, ਕੋਟਰੇਲ ਟੈਲਨ"
കോട്ട്രെൽ രീതി,ਕੋਟਰੇਲ ਵਿਧੀ
കോട്ട്രെൽ പ്രിസിപിറ്റേറ്റർ,ਕੋਟਰੇਲ ਪ੍ਰੀਸੀਪੀਟੇਟਰ
ഡിപോള് റെസിപ്രോക്കേറ്റിംഗ് സ്വിച്ച്,ਡਾਇਪੋਲ ਰਿਸੀਪ੍ਰੋਕੇਟਿੰਗ ਸਵਿੱਚ
ക്വറ്റ് വിസ്കോമീറ്റർ,Quet viscometer
coulmer അറേ,coulmer ਐਰੇ
കൂലോംബ്,coulomb
കൂലോംബ് തടസ്സം,coulomb ਰੁਕਾਵਟ
coulomb-radius,coulomb-ਰੇਡੀਅਸ
കൂലോംബ് ഡാംപിംഗ്,coulomb damping
കൂലോംബ് അപചയം,coulomb depravity
കൂലോംബ് ഊർജ്ജം,coulomb ਊਰਜਾ
കൂലോംബ് ഉത്തേജനം,coulomb ਉਤੇਜਨਾ
കൂലോംബ് ശക്തി,coulomb ਫੋਰਸ
കൂലോംബ്-ഘർഷണം,coulomb-ਰਗੜ
കൂലോംബ് അംശം,coulomb ਫਰੈਕਸ਼ਨ
"കൂലോംബ് സ്‌കാറ്ററിംഗ്, റഥർഫോർഡ് സ്‌കാറ്ററിംഗ്","ਕੂਲੰਬ ਸਕੈਟਰਿੰਗ, ਰਦਰਫੋਰਡ ਸਕੈਟਰਿੰਗ"
കൂലോംബിന്റെ നിയമം,coulomb ਦੇ ਕਾਨੂੰਨ
കൂലോമ്പി ഉത്തേജനം,Coulombi ਉਤੇਜਨਾ
കൂലോമി ഏരിയ,ਕੁਲੋਮੀ ਖੇਤਰ
കൂലോമീറ്റർ,ਕੂਲਮੀਟਰ
കൂലോമെട്രി,coulometry
ഡ്രൈവിംഗ് റൂം,ਡਰਾਈਵਿੰਗ ਰੂਮ
"എണ്ണുക, എണ്ണുക, എണ്ണുക, എണ്ണുക, സെൻസസ്","ਗਿਣਤੀ, ਗਿਣਤੀ, ਗਿਣਤੀ, ਗਿਣਤੀ, ਜਨਗਣਨਾ"
"എണ്ണൽ, വിപരീത എണ്ണൽ","ਗਿਣਤੀ, ਉਲਟ ਗਿਣਤੀ"
റിവേഴ്സൽ സർക്യൂട്ട്,ਉਲਟਾ ਸਰਕਟ
"കൗണ്ട് നിരക്ക്, കൗണ്ട് നിരക്ക്","ਗਿਣਤੀ ਦਰ, ਗਿਣਤੀ ਦਰ"
കാൽക്കുലേറ്റർ,ਕੈਲਕੁਲੇਟਰ
വിപരീത പ്രക്രിയ,ਉਲਟਾਉਣ ਦੀ ਪ੍ਰਕਿਰਿਆ
"കാൽക്കുലേറ്റർ, പാനൽ, കൌണ്ടർ","ਕੈਲਕੁਲੇਟਰ, ਪੈਨਲ, ਕਾਊਂਟਰ"
കൌണ്ടർബാലൻസ്,ਵਿਰੋਧੀ ਸੰਤੁਲਨ
എതിർ ഘടികാരദിശയിൽ,ਘੜੀ ਦੇ ਉਲਟ ਦਿਸ਼ਾ ਵਿੱਚ
ഗണിത-നിയന്ത്രിത,ਗਣਿਤ-ਨਿਯੰਤਰਿਤ
"റിവേഴ്സ് കറന്റ്, കൌണ്ടർ കറന്റ്","ਰਿਵਰਸ ਕਰੰਟ, ਕਾਊਂਟਰ ਕਰੰਟ"
റിവേഴ്സ് കറന്റ് ഉപകരണം,ਮੌਜੂਦਾ ਡਿਵਾਈਸ ਨੂੰ ਉਲਟਾਓ
കൌണ്ടർ കറന്റ്,ਵਿਰੋਧੀ ਮੌਜੂਦਾ
റിവേഴ്സ് കറന്റ് സെൻട്രിഫ്യൂജ്,ਰਿਵਰਸ ਮੌਜੂਦਾ ਸੈਂਟਰਿਫਿਊਜ
എതിർ കറന്റ് ഫ്ലോ രീതി,ਵਿਰੋਧੀ ਵਹਾਅ ਢੰਗ
വിപരീത സിദ്ധാന്തം,ਪ੍ਰਤੀਕੂਲ ਥਿਊਰੀ
ഗണിതശാസ്ത്ര പ്രാവീണ്യം,ਗਣਿਤ ਦੀ ਮੁਹਾਰਤ
ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സിനെ എതിർക്കുന്നു,ਵਿਰੋਧੀ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ
ചൂട് എക്സ്ചേഞ്ചർ,ਹੀਟ ਐਕਸਚੇਂਜਰ
വിപരീത ചിത്രം,ਉਲਟ ਚਿੱਤਰ
കൽപ്പന,ਉਪਦੇਸ਼
ഗണിതശാസ്ത്ര സ്പെക്ട്രോമീറ്റർ,ਗਣਿਤ ਸਪੈਕਟਰੋਮੀਟਰ
സമാന്തരരേഖ,ਪੈਰੇਲਲੋਗ੍ਰਾਮ
ഗണിത ട്യൂബ്,ਗਣਿਤ ਟਿਊਬ
എതിർഭാരം,ਵਿਰੋਧੀ ਭਾਰ
കൌണ്ടർ കറന്റ് എക്സ്ചേഞ്ച്,ਵਿਰੋਧੀ ਮੌਜੂਦਾ ਐਕਸਚੇਂਜ
മാതൃക,ਮਾਡਲ
ഡെപ്യൂട്ടേഷൻ,ਡੈਪੂਟੇਸ਼ਨ
"വിപരീതം, തുമ്പിക്കൈ","ਉਲਟਾ, ਧੜ"
റീബൗണ്ട് ആന്റിന,ਰੀਬਾਉਂਡ ਐਂਟੀਨਾ
"കപ്പാസിറ്റൻസ് എർത്ത് കണക്റ്റിവിറ്റി, റിവേഴ്സ് എർത്ത് കണക്റ്റിവിറ്റി","ਕੈਪੈਸੀਟੈਂਸ ਅਰਥ ਕਨੈਕਟੀਵਿਟੀ, ਰਿਵਰਸ ਅਰਥ ਕਨੈਕਟੀਵਿਟੀ"
എതിർഭാരം,ਵਿਰੋਧੀ ਭਾਰ
സമതുലിതമായ,ਵਿਰੋਧੀ ਸੰਤੁਲਿਤ
"കൗണ്ടിംഗ് സർക്യൂട്ടുകൾ, കൗണ്ടിംഗ് സർക്യൂട്ടുകൾ","ਸਰਕਟਾਂ ਦੀ ਗਿਣਤੀ ਕਰਨੀ, ਸਰਕਟਾਂ ਦੀ ਗਿਣਤੀ ਕਰਨੀ"
ഗോണ്ടിയൽ,ਗੋਂਡਿਆਲ
കൗണ്ടിംഗ് ഡിസ്ക്,ਡਿਸਕ ਦੀ ਗਿਣਤੀ
കണക്കുകൂട്ടലിലെ കുറവ്,ਗਣਨਾ ਵਿੱਚ ਕਮੀ
കൗണ്ട് നിരക്ക്,ਗਿਣਤੀ ਦੀ ਦਰ
കണക്കാക്കിയ നിരക്ക്,ਗਿਣਤੀ ਦਰ ਮਾਪੀ ਗਈ
കൗണ്ടിംഗ് റിലേ,ਰੀਲੇਅ ਦੀ ਗਿਣਤੀ
"എണ്ണുക, എണ്ണുക, എണ്ണുക, എണ്ണുക","ਗਿਣਤੀ, ਗਿਣਤੀ-ਸੰਖਿਆ, ਗਿਣਤੀ, ਗਿਣਤੀ"
വിശകലനത്തിൽ കണക്കുകൂട്ടൽ,ਵਿਸ਼ਲੇਸ਼ਣ ਵਿੱਚ ਗਣਨਾ
നിർബന്ധ ജോഡി,ਫੋਰਸ ਜੋੜਾ
കപ്പിൾഡ് സർക്യൂട്ട്,ਜੋੜੇ ਸਰਕਟ
കപ്പിൾഡ് ഡിഫ്യൂഷൻ മെക്കാനിസം,ਜੋੜੀ ਫੈਲਾਅ ਵਿਧੀ
കപ്പിൾഡ് ഇം‌പെഡൻസ്,ਜੋੜੀ ਰੁਕਾਵਟ
കപ്പിൾഡ് പെൻഡുലം,ਜੋੜਿਆ ਪੈਂਡੂਲਮ
സംയോജിത പ്രതികരണം,ਜੋੜੀ ਪ੍ਰਤੀਕਿਰਿਆ
കപ്പിൾഡ് സിസ്റ്റം,ਜੋੜੇ ਸਿਸਟਮ
കപ്പിൾഡ് വേവ്,ਜੋੜੀ ਲਹਿਰ
കപ്ലർ,ਜੋੜਨ ਵਾਲਾ
കപ്ലിംഗ് ഘടകം,ਜੋੜਨ ਵਾਲਾ ਹਿੱਸਾ
കപ്ലിംഗ് ദ്വാരം,ਜੋੜੀ ਮੋਰੀ
സംയോജന മൂല്യം,ਜੋੜ ਮੁੱਲ
ഇണചേരൽ,ਜੋੜੀ
കപ്ലിംഗ് കോഫിഫിഷ്യന്റ്,ਜੋੜਨ ਗੁਣਾਂਕ
കപ്ലിംഗ് സംയുക്തം,ਜੋੜਨ ਦਾ ਮਿਸ਼ਰਣ
കപ്ലർ കപ്പാസിറ്റർ,ਕਪਲਰ ਕੈਪਸੀਟਰ
ഇണചേരൽ,ਜੋੜੀ
സംയോജന ശുദ്ധീകരണം,ਜੋੜੀ ਸ਼ੁੱਧਤਾ
കൂട്ടിയോജിപ്പിക്കുന്ന ഊർജ്ജം,ਜੋੜੀ ਊਰਜਾ
കപ്ലിംഗ് എക്‌സ്‌ഹോസ്റ്റ്,ਜੋੜੀ ਨਿਕਾਸ
കപ്ലിംഗ് ലൂപ്പ്,ਜੋੜੀ ਲੂਪ
കപ്ലിംഗ് മെഷ്,ਜੋੜੀ ਜਾਲ
കപ്ലിംഗ് അന്വേഷണം,ਜੋੜੀ ਪੜਤਾਲ
കപ്ലിംഗ് പ്രതിരോധം,ਜੋੜਨ ਪ੍ਰਤੀਰੋਧ
ഇണചേരൽ ദൃഢത,ਜੋੜੀ ਮਜ਼ਬੂਤੀ
കപ്ലിംഗ് സിസ്റ്റം,ਜੋੜ ਸਿਸਟਮ
കപ്ലിംഗ് ദ്വാരം,ਜੋੜੀ ਮੋਰੀ
ആഡർ ബാർ,ਜੋੜਨ ਵਾਲੀ ਪੱਟੀ
"ഉദ്ദേശിച്ച ദിശ, വഴി, പാത","ਇੱਛਤ ਦਿਸ਼ਾ, ਰਸਤਾ, ਰਸਤਾ"
"പാത്ത് കമ്പ്യൂട്ടർ, പാത്ത് കമ്പ്യൂട്ടർ","ਮਾਰਗ ਕੰਪਿਊਟਰ, ਮਾਰਗ ਕੰਪਿਊਟਰ"
വഴിതിരിച്ചുവിടൽ സൂചകം,ਡਾਇਵਰਸ਼ਨ ਸੂਚਕ
പാത്ത് ഇൻഡിക്കേറ്റർ ബീക്കൺ,ਮਾਰਗ ਸੂਚਕ ਬੀਕਨ
പാത,ਮਾਰਗ
"പാത്ത് കമ്പ്യൂട്ടർ, പാത്ത് കമ്പ്യൂട്ടർ","ਮਾਰਗ ਕੰਪਿਊਟਰ, ਮਾਰਗ ਕੰਪਿਊਟਰ"
പാത പിന്തുടർന്നു,ਮਾਰਗ ਦਾ ਅਨੁਸਰਣ ਕੀਤਾ
റോഡ് അടയാളം,ਸੜਕ ਚਿੰਨ੍ਹ
അടിക്കുന്നു,ਸਟਰੋਕਿੰਗ
പാത സംവേദനക്ഷമത,ਮਾਰਗ ਸੰਵੇਦਨਸ਼ੀਲਤਾ
ഹൃദയമിടിപ്പ്,ਧੜਕਣ
കോവാലൻസി,covalency
കോവാലൻസി,covalency
സഹകാരി,ਸਹਿਯੋਗੀ
കോവാലന്റ് ബോണ്ട്,ਸਹਿ-ਸਹਿਯੋਗੀ ਬੰਧਨ
കോവാലന്റ് ബോണ്ടുകൾ,ਸਹਿ-ਸਹਿਯੋਗੀ ਬਾਂਡ
കോവാലന്റ് സംയുക്തം,covalent ਮਿਸ਼ਰਣ
കോവാലന്റ് ബോണ്ട്,ਸਹਿ-ਸਹਿਯੋਗੀ ਬੰਧਨ
കോവാലന്റ് ബോണ്ടിംഗ്,covalent ਬੰਧਨ
കോവാലന്റ് ആരം,covalent ਘੇਰੇ
കോവാലന്റ് ഘടന,covalent ਬਣਤਰ
സഹവർത്തിത്വം,ਸਹਿਵਿਹਾਰ
അനുരൂപമായ,ਸਮਕਾਲੀ
ബ്രോഡ്കാസ്റ്റ് ഏരിയ ഡയഗ്രം,ਪ੍ਰਸਾਰਣ ਖੇਤਰ ਚਿੱਤਰ
കവർ ഷീറ്റ്,ਕਵਰ ਸ਼ੀਟ
"കവറേജ് ഏരിയ, ബ്രോഡ്കാസ്റ്റ് ഏരിയ","ਕਵਰੇਜ ਖੇਤਰ, ਪ੍ਰਸਾਰਣ ਖੇਤਰ"
"സുഖപ്രദമായ, ആശയവിനിമയ മേഖല സൂചകം","ਆਰਾਮਦਾਇਕ, ਸੰਚਾਰ ਜ਼ੋਨ ਸੂਚਕ"
എതിർ ജാതകം,ਵਿਰੋਧੀ ਕੁੰਡਲੀ
പൂരകമായ മോഡുലാർ ലാറ്റിസ്,ਪੂਰਕ ਮਾਡਿਊਲਰ ਜਾਲੀ
തുടർച്ചയായ തരംഗം,ਲਗਾਤਾਰ ਲਹਿਰ
അസോസിയേറ്റീവ് അക്യുമുലേറ്റർ,ਸਹਿਯੋਗੀ ਸੰਚਵਕ
കാൻസറിന്റെ കോൺ,ਕੈਂਸਰ ਦਾ ਕੋਣ
പിളര്പ്പ്,ਦਰਾੜ
സംസാരം,ਬਕਵਾਸ
സംസാരം,ਬਕਵਾਸ
ക്രെയ്ഗ്-ഇഫക്റ്റ്,ਕਰੈਗ-ਪ੍ਰਭਾਵ
"ക്രെയിൻ, ക്രെയിൻ","ਕਰੇਨ, ਕਰੇਨ"
"ക്രാങ്ക്, എക്സെൻട്രിക്","crank, ਸਨਕੀ"
ക്രാങ്ക് ചേമ്പർ,ਕ੍ਰੈਂਕ ਚੈਂਬਰ
"ക്രാങ്ക് ഹിൽറ്റ്, ക്രാങ്ക് ഷാഫ്റ്റ്","crank hilt, crank shaft"
ക്രാങ്ക് പ്രസ്സ്,ਕ੍ਰੈਂਕ ਪ੍ਰੈਸ
ക്രാങ്ക് വീൽ,ਕ੍ਰੈਂਕ ਵ੍ਹੀਲ
ക്രാങ്ക്ഷാഫ്റ്റ്,ਕਰੈਂਕਸ਼ਾਫਟ
ക്രാങ്കകേസ് നേർപ്പിക്കൽ,crankcase ਪਤਲਾ
ക്രാങ്കകേസ് ഓയിൽ,crankcase ਤੇਲ
"ദ്വാരം-ആഴമുള്ള, ദ്വാരം-ആഴമുള്ള","ਮੋਰੀ-ਡੂੰਘੀ, ਗੁਫਾ-ਡੂੰਘੀ"
നെയ്ത്തുകാരൻ മോഡൽ,ਬੁਣਾਈ ਮਾਡਲ
ക്രീക്ക്,ਚੀਕਣਾ
അണുക്കളുടെ നിരക്ക്,ਕੀਟਾਣੂ ਦੀ ਦਰ
സൃഷ്ടിപരമായ വികസനം,ਰਚਨਾਤਮਕ ਵਿਕਾਸ
സ്ലോ ഡിസ്റ്റോർഷൻ ഡിഫ്,ਹੌਲੀ ਵਿਗਾੜ ਦਾ ਅੰਤਰ
ക്രീപ്പ് ജമ്പ്,ਕ੍ਰੀਪ ਜੰਪ
ചതുരാകൃതിയിലുള്ള ത്വരണം,ਚਤੁਰਭੁਜ ਪ੍ਰਵੇਗ
"കൊടുമുടി, ശിഖരം","ਸਿਖਰ, ਸ਼ਿਲਾ"
കൊടുമുടി,ਸਿਖਰ
കൊമ്പ്-കൊമ്പ്,ਸਿੰਗ-ਪੀਕ
പീക്ക് വോൾട്ട്മീറ്റർ,ਪੀਕ ਵੋਲਟਮੀਟਰ
ഇരട്ട ഘട്ടം ഉയർന്ന മർദ്ദം,ਡਬਲ ਪੜਾਅ ਉੱਚ ਦਬਾਅ
ഇരട്ട ഘട്ടം ഉയർന്ന താപനില,ਡਬਲ ਪੜਾਅ ਸਭ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ
ക്ലച്ച് കോൺടാക്റ്റുകൾ,ਕਲਚ ਸੰਪਰਕ
ക്രിനൽ,ਕ੍ਰੀਨਲ
പക്ഷാഘാതം ബാധിച്ച തൂവലുകളുടെ പരിശോധന,ਅਧਰੰਗੀ ਪਲਮੇਜ ਟੈਸਟ
ക്രഞ്ച്,ਕਰੰਚ
"കോണ്ടൂർ, മൂർച്ച കൂട്ടുക","ਸਮਰੂਪ, ਤਿੱਖਾ"
വിപ്ലവകാരി,ਇਨਕਲਾਬੀ
"മാനദണ്ഡം, മാനദണ്ഡം","ਮਾਪਦੰਡ, ਮਾਪਦੰਡ"
നിർണായക ആംഗിൾ,ਨਾਜ਼ੁਕ ਕੋਣ
ഗുരുതരമായ കിടക്ക,ਨਾਜ਼ੁਕ ਬਿਸਤਰਾ
നിർണായക സവിശേഷതകൾ,ਨਾਜ਼ੁਕ ਗੁਣ
നിർണായക ഗുണകം,ਨਾਜ਼ੁਕ ਗੁਣਾਂਕ
നിർണായകമായ ഏകാഗ്രത,ਨਾਜ਼ੁਕ ਇਕਾਗਰਤਾ
നിർണായക ഘട്ടം,ਨਾਜ਼ੁਕ ਪੜਾਅ
ഗുരുതരമായ സ്ഥിരാങ്കം,ਨਾਜ਼ੁਕ ਸਥਿਰ
ക്രിട്ടിക്കൽ കപ്ലിംഗ്,ਨਾਜ਼ੁਕ ਜੋੜੀ
ഗുരുതരമായ വക്രം,ਨਾਜ਼ੁਕ ਕਰਵ
ഗുരുതരമായ വിഷാദം,ਗੰਭੀਰ ਡਿਪਰੈਸ਼ਨ
ഗുരുതരമായ പിഴവ്,ਨਾਜ਼ੁਕ ਨੁਕਸ
നിർണായക രൂപഭേദം ഊർജ്ജം,ਨਾਜ਼ੁਕ ਵਿਕਾਰ ਊਰਜਾ
നിർണായക സാന്ദ്രത,ਨਾਜ਼ੁਕ ਘਣਤਾ
ഗുരുതരമായ ഇൻഷുറൻസ്,ਨਾਜ਼ੁਕ ਬੀਮਾ
"നിർണായക-വ്യതിചലന വലുപ്പം, നിർണായക-വ്യതിചലന വലുപ്പം","ਨਾਜ਼ੁਕ-ਡਿਫਲੈਕਸ਼ਨ ਆਕਾਰ, ਨਾਜ਼ੁਕ-ਡਿਫਲੈਕਸ਼ਨ ਆਕਾਰ"
നിർണായക ഊർജ്ജം,ਨਾਜ਼ੁਕ ਊਰਜਾ
നിർണായക സമവാക്യം,ਨਾਜ਼ੁਕ ਸਮੀਕਰਨ
"നിർണായക സന്തുലിതാവസ്ഥ, നിർണായക സന്തുലിതാവസ്ഥ","ਨਾਜ਼ੁਕ ਸੰਤੁਲਨ, ਨਾਜ਼ੁਕ ਸੰਤੁਲਨ"
ഗുരുതരമായ രക്ഷപ്പെടൽ ഉയരം,ਨਾਜ਼ੁਕ ਬਚਣ ਦੀ ਉਚਾਈ
നിർണായക പരീക്ഷണം,ਨਾਜ਼ੁਕ ਪ੍ਰਯੋਗ
നിർണായക മേഖല,ਨਾਜ਼ੁਕ ਖੇਤਰ
നിർണായക രൂപം,ਨਾਜ਼ੁਕ ਰੂਪ
നിർണായക പ്രവർത്തനം,ਨਾਜ਼ੁਕ ਫੰਕਸ਼ਨ
ഗുരുതരമായ ഇൻഡക്ഷൻ,ਨਾਜ਼ੁਕ ਇੰਡਕਸ਼ਨ
"ക്രിട്ടിക്കൽ ഐസോതെർമം കർവ്, ക്രിട്ടിക്കൽ ഐസോതെർമം","ਨਾਜ਼ੁਕ ਆਈਸੋਥਰਮ ਕਰਵ, ਨਾਜ਼ੁਕ ਆਈਸੋਥਰਮ"
നിർണായക ഐസോതെർം,ਨਾਜ਼ੁਕ isotherm
ഗുരുതരമായ ലോഡ്,ਨਾਜ਼ੁਕ ਲੋਡ
ക്രിട്ടിക്കൽ മാക് നമ്പർ,ਨਾਜ਼ੁਕ ਮਾਚ ਨੰਬਰ
നിർണായക പിണ്ഡം,ਨਾਜ਼ੁਕ ਪੁੰਜ
ഗുരുതരമായ പരമാവധി താപനില,ਨਾਜ਼ੁਕ ਵੱਧ ਤਾਪਮਾਨ
നിർണായക സംവിധാനം,ਨਾਜ਼ੁਕ ਵਿਧੀ
ക്രിട്ടിക്കൽ മിനിമം മെഷർമെന്റ്,ਗੰਭੀਰ ਨਿਊਨਤਮ ਮਾਪ
നിർണായക സംഖ്യ,ਨਾਜ਼ੁਕ ਨੰਬਰ
നിർണായക പ്രവർത്തന പോയിന്റ്,ਨਾਜ਼ੁਕ ਓਪਰੇਟਿੰਗ ਬਿੰਦੂ
നിർണായക പ്രവർത്തനം,ਨਾਜ਼ੁਕ ਕਾਰਵਾਈ
മർമാഗ്,marmag
നിർണായക കാലഘട്ടം,ਨਾਜ਼ੁਕ ਮਿਆਦ
നിര്ണ്ണായക ബിന്ദു,ਨਾਜ਼ੁਕ ਬਿੰਦੂ
പ്രവർത്തനത്തിന്റെ നിർണായക പോയിന്റ്,ਫੰਕਸ਼ਨ ਦਾ ਨਾਜ਼ੁਕ ਬਿੰਦੂ
നിർണായക സാധ്യത,ਨਾਜ਼ੁਕ ਸੰਭਾਵਨਾ
നിർണായക സമ്മർദ്ദ അനുപാതം,ਨਾਜ਼ੁਕ ਦਬਾਅ ਅਨੁਪਾਤ
ഗുരുതരമായ സമ്മർദ്ദം,ਨਾਜ਼ੁਕ ਦਬਾਅ
നിർണായക തുക,ਨਾਜ਼ੁਕ ਮਾਤਰਾ
"ക്രിട്ടിക്കൽ റേഡിയസ്, ക്രിട്ടിക്കൽ റേഡിയസ്","ਨਾਜ਼ੁਕ ਰੇਡੀਅਸ, ਨਾਜ਼ੁਕ ਰੇਡੀਅਸ"
നിർണായക അനുപാതം,ਨਾਜ਼ੁਕ ਅਨੁਪਾਤ
നിർണായക പ്രവർത്തനം,ਨਾਜ਼ੁਕ ਕਾਰਵਾਈ
"ക്രിട്ടിക്കൽ സോൺ, ന്യൂട്രൽ സോൺ","ਨਾਜ਼ੁਕ ਜ਼ੋਨ, ਨਿਰਪੱਖ ਜ਼ੋਨ"
വിമർശനാത്മക പ്രതിരോധം,ਨਾਜ਼ੁਕ ਵਿਰੋਧ
നിർണായകമായ വേർതിരിവ്,ਨਾਜ਼ੁਕ ਵੱਖ
നിർണായക രൂപം,ਨਾਜ਼ੁਕ ਚਿੱਤਰ
"ക്രിട്ടിക്കൽ ക്വാണ്ടിറ്റി, ക്രിട്ടിക്കൽ ക്വാണ്ടിറ്റി","ਨਾਜ਼ੁਕ ਮਾਤਰਾ, ਨਾਜ਼ੁਕ ਮਾਤਰਾ"
നിർണായക സ്പാർക്കിംഗ് നീളം,ਨਾਜ਼ੁਕ ਸਪਾਰਕਿੰਗ ਲੰਬਾਈ
നിർണായക നീക്കം,ਨਾਜ਼ੁਕ ਚਾਲ
ഗുരുതരമായ സമ്മർദ്ദം,ਨਾਜ਼ੁਕ ਤਣਾਅ
നിർണായക പേജ്,ਨਾਜ਼ੁਕ ਪੰਨਾ
"നിർണായക താപനില, ഗുരുതരമായ താപനില","ਨਾਜ਼ੁਕ ਤਾਪਮਾਨ, ਨਾਜ਼ੁਕ ਤਾਪਮਾਨ"
നിർണായക ടോർക്ക്,ਨਾਜ਼ੁਕ ਟਾਰਕ
നിർണായക മൂല്യം,ਨਾਜ਼ੁਕ ਮੁੱਲ
നിർണായക വേഗത,ਨਾਜ਼ੁਕ ਗਤੀ
ഗുരുതരമായ വോൾട്ടേജ്,ਨਾਜ਼ੁਕ ਵੋਲਟੇਜ
ഗുരുതരമായ വോൾട്ടേജ് കർവ്,ਨਾਜ਼ੁਕ ਵੋਲਟੇਜ ਕਰਵ
നിർണായക വോള്യം,ਨਾਜ਼ੁਕ ਵਾਲੀਅਮ
വിമർശനം,ਆਲੋਚਨਾ
വിമർശനാത്മകമായി ഊർജ്ജിതമാക്കി,ਆਲੋਚਨਾਤਮਕ ਤੌਰ &#39;ਤੇ ਊਰਜਾਵਾਨ
ശ്വാസം മുട്ടൽ ശബ്ദം,ਘਰਘਰਾਹਟ ਦਾ ਸ਼ੋਰ
സെമിറ്റോൺ,ਸੈਮੀਟੋਨ
കാപ്രിക്കോൺ ക്ലിപ്പ്,ਮਕਰ ਕਲਿੱਪ
വഞ്ചകരുടെ ഇരുണ്ട രാജ്യം,ਬਦਮਾਸ਼ਾਂ ਦਾ ਹਨੇਰਾ ਰਾਜ
വക്രസ് ഗ്ലാസ്,ਬਦਮਾਸ਼ ਕੱਚ
ക്രക്സ് മേഖല,crux ਖੇਤਰ
ക്രൂക്സ് റേഡിയോമീറ്റർ,ਕ੍ਰੋਕਸ ਰੇਡੀਓਮੀਟਰ
വക്ര നാളി,crooks duct
crux-vacuum,crux-ਵੈਕਿਊਮ
"ക്രോസ്, ഹൈബ്രിഡ്, ഹൈബ്രിഡൈസേഷൻ","ਕਰਾਸ, ਹਾਈਬ੍ਰਿਡ, ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ"
ക്രോസ് ഭുജം,ਕਰਾਸ ਬਾਂਹ
"ക്രോസ് ബാൻഡ്, ആശയവിനിമയം","ਕਰਾਸ ਬੈਂਡ, ਆਪਸੀ ਸੰਚਾਰ"
ഇന്റർകമ്മ്യൂണിക്കേഷൻ ട്രാൻസ്‌പോണ്ടർ,ਅੰਤਰ ਸੰਚਾਰ ਟ੍ਰਾਂਸਪੋਂਡਰ
ക്രോസ് ട്രാൻസ്മിഷൻ,ਕਰਾਸ ਸੰਚਾਰ
ക്രോസ്-ബാർ സ്വിച്ച്,ਕਰਾਸ-ਬਾਰ ਸਵਿੱਚ
"തിരശ്ചീന ഡെക്മാൻ, ക്രോസ് ഡെക്മാൻ","ਟ੍ਰਾਂਸਵਰਸ ਡੈਕਮੈਨ, ਕਰਾਸ ਡੈਕਮੈਨ"
അപ്രസക്തമായ സ്വഭാവ ഇടപെടൽ,ਅਪ੍ਰਸੰਗਿਕ ਅੱਖਰ ਦਖਲ
ക്രോസ് ബന്ധങ്ങൾ,ਕਰਾਸ ਸਬੰਧ
വിപരീത ബന്ധം,ਅੰਤਰ-ਸਬੰਧ
ഇൻവേഴ്സ് കോറിലേഷൻ ഫംഗ്ഷൻ,ਉਲਟ ਸਬੰਧ ਫੰਕਸ਼ਨ
ക്രോസ് കോറിലേറ്റർ,ਕਰਾਸ correlator
ക്രോസ് കപ്ലിംഗ്,ਕਰਾਸ ਕਪਲਿੰਗ
ക്രോസ് കപ്ലിംഗ് കപ്പാസിറ്റർ,ਕਰਾਸ ਕਪਲਿੰਗ ਕੈਪਸੀਟਰ
തിരശ്ചീന നാരുകൾ,ਟ੍ਰਾਂਸਵਰਸ ਫਾਈਬਰ
അപ്രസക്തമായ സിഗ്നൽ,ਅਪ੍ਰਸੰਗਿਕ ਸਿਗਨਲ
വ്യത്യസ്ത രീതി,ਵੱਖਰਾ ਤਰੀਕਾ
ക്രോസ് ഫയർ ചൂള,ਕਰਾਸ ਫਾਇਰਡ ਭੱਠੀ
തിരശ്ചീന പ്രവാഹ പ്രദേശം,ਟ੍ਰਾਂਸਵਰਸ ਵਹਾਅ ਖੇਤਰ
ക്രോസ് പോസ്റ്റ്,ਕਰਾਸ ਪੋਸਟ
ക്രോസ് വയർ,ਕਰਾਸ ਤਾਰ
കുറുകെ നിൽക്കുന്ന ചിത്രം,ਪਾਰ ਖੜੇ ਚਿਤਰਮ
ക്രോസ് ടോപ്പ്,ਕਰਾਸ ਸਿਖਰ
