Marathi,Malayalam
डेलॉन मेकॅनिकल रेक्टिफायर,ഡെലോൺ മെക്കാനിക്കൽ റക്റ്റിഫയർ
डेल्टा कनेक्शन,ഡെൽറ്റ കണക്ഷൻ
डेल्टा तोफा,ഡെൽറ്റ തോക്ക്
डेल्टा तोफा रबरी नळी,ഡെൽറ്റ തോക്ക് ഹോസ്
डेल्टा मॉड्युलेशन,ഡെൽറ്റ മോഡുലേഷൻ
डेल्टा-सिग्मा एनालॉग-अंकी कनवर्टर,ഡെൽറ്റ-സിഗ്മ അനലോഗ് അക്ക കൺവെർട്ടർ
विचुंबकीकरण,demagnetization
विचुंबकीकरण वक्र,demagnetization കർവ്
डिमॅग्नेटायझेशन गुणक,ഡീമാഗ്നെറ്റൈസേഷൻ മൾട്ടിപ്ലയർ
demodulation,demodulation
डिमॉड्युलेटर,demodulator
डी मार्गनचे प्रमेय,ഡി മാർഗൻ സിദ്ധാന്തം
मल्टिप्लेक्सर,മൾട്ടിപ്ലക്സർ
सामान्यीकृत स्कोअर,ഡീനോർമലൈസ്ഡ് സ്കോർ
कमी करणे कॅपेसिटर,ശോഷണം കപ്പാസിറ്റർ
कमी होणे,ശോഷണം
कमी करणे मोड mosfet,depletion mode mosfet
"डिप्लेशन झोन, डिप्लेशन झोन","depletion zone, depletion zone"
रेटिंग,റേറ്റിംഗ്
डिसॅच्युरेटेड वर्ण,ശൂന്യമായ പ്രതീകങ്ങൾ
असंवेदनशीलता,സംവേദനക്ഷമത
डिझाइन नियम,ഡിസൈൻ നിയമങ്ങൾ
चाचणी डिझाइन,ടെസ്റ്റ് ഡിസൈൻ
विध्वंसक अनुनाद,വിനാശകരമായ അനുരണനം
शोधक,ഡിറ്റക്ടർ
पर्यायी वर्तमान ब्रिज डिटेक्टर,ആൾട്ടർനേറ്റിംഗ് കറന്റ് ബ്രിഡ്ജ് ഡിറ്റക്ടർ
वारंवारता विचलन स्थिर,ഫ്രീക്വൻസി ഡീവിയേഷൻ സ്ഥിരാങ്കം
विचलन वारंवारता,വ്യതിയാനത്തിന്റെ ആവൃത്തി
साधन,ഉപകരണം
N विभाजने,N പാർട്ടീഷനുകൾ
द्विभाजन कॅल्क्युलेटर,വിഭജന കാൽക്കുലേറ്റർ
विभाजक,സെപ്പറേറ്റർ
डी-फ्लिप-फ्लॉप,ഡി-ഫ്ലിപ്പ്-ഫ്ലോപ്പ്
d फ्लिप फ्लॉप,d ഫ്ലിപ്പ് ഫ്ലോപ്പ്
डायलेक्ट्रिक स्थिरांक,വൈദ്യുത സ്ഥിരാങ്കം
डायलेक्ट्रिक्स,വൈദ്യുതചാലകങ്ങൾ
डाईक,ഡൈക്ക്
डायोड इरोशन,ഡയോഡ് മണ്ണൊലിപ്പ്
डायल,ഡയൽ ചെയ്യുക
टॅपर्ड डायाफ्राम,ടേപ്പർഡ് ഡയഫ്രം
डेझी साखळी,ഡെയ്സി ചെയിൻ
मुद्रांक आकार,സ്റ്റാമ്പ് വലിപ്പം
डायलेक्ट्रिक शोषण,വൈദ്യുത ആഗിരണം
डायलेक्ट्रिक कोटिंग,വൈദ്യുത പൂശുന്നു
डायलेक्ट्रिक पॉइंट,വൈദ്യുത സൂചിക
"डायलेक्ट्रिक नुकसान, डायलेक्ट्रिक नुकसान,","വൈദ്യുത നഷ്ടം, വൈദ്യുത നഷ്ടം"
विभेदक एम्पलीफायर,ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ
विभेदक एम्पलीफायर,ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ
विभेदक कॅथोड ट्रेलिंग,ഡിഫറൻഷ്യൽ കാഥോഡ് ട്രെയിലിംഗ്
विभेदक ऑपरेटर,ഡിഫറൻഷ്യൽ ഓപ്പറേറ്റർ
विभेदक इनपुट व्होल्टेज,ഡിഫറൻഷ്യൽ ഇൻപുട്ട് വോൾട്ടേജ്
विभेदक मोड,ഡിഫറൻഷ്യൽ മോഡ്
विभेदक मोड संकेत,ഡിഫറൻഷ്യൽ മോഡ് സൂചന
विभेदक जोडी,ഡിഫറൻഷ്യൽ ജോഡി
विभेदक PSK,ഡിഫറൻഷ്യൽ PSK
विभेदक सर्किट,ഡിഫറൻഷ്യൽ സർക്യൂട്ട്
विभेदक,ഡിഫറൻഷ്യൽ
डिफ्यूज जंक्शन ट्रान्झिस्टर,ഡിഫ്യൂസ് ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ
डिफ्यूज रेझिस्टर,ഡിഫ്യൂസ് റെസിസ്റ്റർ
प्रसार,വ്യാപനം
प्रसार कॅपेसिटर,ഡിഫ്യൂഷൻ കപ്പാസിറ്റർ
डिजिटल फिल्टर,ഡിജിറ്റൽ ഫിൽട്ടർ
स्कोअर,സ്കോർ
डिजिटल सर्किट,ഡിജിറ്റൽ സർക്യൂട്ട്
डिजिटल संप्रेषण,ഡിജിറ്റൽ ആശയവിനിമയം
डिजिटल तुलनाकर्ता,ഡിജിറ്റൽ താരതമ്യം
डिजिटल संगणक,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
डिजिटल विलंब,ഡിജിറ്റൽ കാലതാമസം
डिजिटल डिझाइन मायक्रोपॉवर,ഡിജിറ്റൽ ഡിസൈൻ മൈക്രോ പവർ
डिजिटल प्रदर्शन,ഡിജിറ്റൽ ഡിസ്പ്ലേ
डिजिटल फिल्टर,ഡിജിറ്റൽ ഫിൽട്ടർ
डिजिटल फिल्टरिंग,ഡിജിറ്റൽ ഫിൽട്ടറിംഗ്
संख्यात्मक तर्क,സംഖ്യാപരമായ ന്യായവാദം
संख्यात्मक तर्क,സംഖ്യാപരമായ ന്യായവാദം
डिजिटल पॉलिमीटर,ഡിജിറ്റൽ പോളിമീറ്റർ
डिजिटल पॉलिमीटर,ഡിജിറ്റൽ പോളിമീറ്റർ
डिजिटल पल्स,ഡിജിറ്റൽ പൾസ്
डिजिटल सिग्नल प्रोसेसिंग,ഡിജിറ്റൽ സിഗ്നൽ പ്രോസസ്സിംഗ്
डिजिटल दूरदर्शन,ഡിജിറ്റൽ ടെലിവിഷൻ
डिजिटल अॅनालॉग कनवर्टर,ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ
विमा,ഇൻഷുറൻസ്
आयामी समीकरण,ഡൈമൻഷണൽ സമവാക്യം
डायोड,ഡയോഡ്
डायोड वैशिष्ट्ये,ഡയോഡ് സവിശേഷതകൾ
डायोड वैशिष्ट्यपूर्ण वक्र,ഡയോഡ് സ്വഭാവ വക്രം
डायोड डिटेक्टर,ഡയോഡ് ഡിറ്റക്ടർ
डायोड गुणक,ഡയോഡ് മൾട്ടിപ്ലയർ
डायोड ट्रान्झिस्टर लॉजिक/डीटीएस,ഡയോഡ് ട്രാൻസിസ്റ്റർ ലോജിക്/ഡിടിഎസ്
मुलगी,മകൾ
nati स्विच,നാറ്റി സ്വിച്ച്
द्विगुणित,ഡിപ്ലോയിഡ്
द्विध्रुव,ദ്വിധ്രുവം
द्विध्रुवीय अँटेना,ദ്വിധ്രുവ ആന്റിന
dirac,ഡയറക്
थेट पत्ता,നേരിട്ടുള്ള വിലാസം
थेट जोडणी,നേരിട്ടുള്ള സംയോജനം
डायरेक्ट मेमरी ऍक्सेस (DMA),ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)
थेट लेखन मुख्य भाग,നേരിട്ടുള്ള എഴുത്ത് ശരീരം
दिशात्मक गेमेट,ദിശാസൂചന ഗെയിമറ്റ്
दिशात्मक लाभ,ദിശാസൂചന നേട്ടം
दिशादर्शकता,ദിശാബോധം
दिशा अँटेना,ദിശ ആന്റിന
अक्षम चौकशी,പ്രവർത്തനരഹിതമായ അന്വേഷണം
डिसेम्बल,വേർപെടുത്തുക
विसर्जन,നിമജ്ജനം
"विसर्जन दिवा, विसर्जन दिवा","നിമജ്ജന വിളക്ക്, നിമജ്ജന വിളക്ക്"
कण द्रव्य,കണികാ ദ്രവ്യം
वितरण कर,വിതരണ നികുതി
अवतल अँटेना,കോൺകേവ് ആന്റിന
डिस्क,ഡിസ്ക്
विस्थापन स्थिर (स्थिर),സ്ഥാനചലന സ്ഥിരാങ്കം (സ്ഥിരമായ)
विस्थापन वर्तमान,ഡിസ്പ്ലേസ്മെന്റ് കറന്റ്
विस्थापन त्रुटी,സ്ഥാനചലന പിശക്
प्रदर्शन,പ്രദർശനം
क्षय,ക്ഷയം
विकृती,വളച്ചൊടിക്കൽ
विकृती नुकसान,രൂപഭേദം കേടുപാടുകൾ
विरूपण वर्तमान श्रेणी,വക്രീകരണ നിലവിലെ ശ്രേണി
विरूपण प्रवाह रॉट,വക്രീകരണം സ്ട്രീം ചെംചീയൽ
विकृती संवेदनशीलता,വക്രീകരണ സംവേദനക്ഷമത
विरूपण लाभ मार्जिन,വക്രീകരണം നേട്ടം മാർജിൻ
विरूपण इनपुट प्रतिरोध,രൂപഭേദം ഇൻപുട്ട് പ്രതിരോധം
विकृती लूप लाभ,വക്രീകരണം ലൂപ്പ് നേട്ടം
वितरित अॅम्प्लीफायर,വിതരണം ചെയ്ത ആംപ്ലിഫയർ
वितरण गुणक,വിതരണ ഗുണിതം
भिन्नता प्राप्तकर्ता,വ്യതിയാന റിസീവർ
शून्य विभागणी चाचणी,പൂജ്യം ഡിവിഷൻ ടെസ്റ്റ്
डी-लेयर,ഡി-ലെയർ
आयनोस्फीअरचा डी-स्तर,അയണോസ്ഫിയറിന്റെ ഡി-പാളി
डी-मॉस,ഡി-മോസ്
डॉल्बी बॉडी,ഡോൾബി ശരീരം
प्रभावी पोल,ഫലപ്രദമായ പോൾ
प्रभावी ध्रुव प्रतिकार,ഫലപ്രദമായ പോൾ പ്രതിരോധം
देणगीदार कचरा,ദാതാവിന്റെ മാലിന്യം
देणगीदार साहित्य,ദാതാവിന്റെ മെറ്റീരിയൽ
काळजी न करण्याची स्थिती,ഡോണ്ട് കെയർ സ്റ്റാറ്റസ്
भेसळ,മായം ചേർക്കൽ
डॉपलर प्रभाव,ഡോപ്ലർ പ്രഭാവം
डॉपलर रडार,ഡോപ്ലർ റഡാർ
डोसमीटर,ഡോസിമീറ്റർ
पॉइंट मॅट्रिक्स,പോയിന്റ് മാട്രിക്സ്
पॉइंट नोटेशन,പോയിന്റ് നൊട്ടേഷൻ
दुय्यम समस्या,ദ്വിതീയ പ്രശ്നം
bilayer कॅपेसिटर,ദ്വിതല കപ്പാസിറ്റർ
binaural klystron,ബൈനറൽ ക്ലൈസ്ട്രോൺ
द्विपक्षीय बार,ഉഭയകക്ഷി ബാർ
द्विपक्षीय पीसी बोर्ड,ഉഭയകക്ഷി പിസി ബോർഡ്
दुहेरी चिन्हांकन,ഇരട്ട അടയാളപ്പെടുത്തൽ
दुहेरी ट्रान्झिस्टर,ഇരട്ട ട്രാൻസിസ്റ്റർ
ड्युअल ट्यून अॅम्प्लीफायर,ഡ്യുവൽ ട്യൂൺ ചെയ്ത ആംപ്ലിഫയർ
डबल लेयर ट्रान्झिस्टर अॅम्प्लिफायर,ഇരട്ട പാളി ട്രാൻസിസ്റ്റർ ആംപ്ലിഫയർ
दुप्पट,ഇരട്ടിക്കുന്നു
व्यत्यय वेळ,തടസ്സം സമയം
आउटपुट इलेक्ट्रोड,ഔട്ട്പുട്ട് ഇലക്ട്രോഡ്
अनुगामी आउटपुट इलेक्ट्रोड,ട്രെയിലിംഗ് ഔട്ട്പുട്ട് ഇലക്ട്രോഡ്
d राम,ഡി റാം
d राम,ഡി റാം
रनऑफ सेल,റൺഓഫ് സെൽ
प्रवाह प्रवाह,ഒഴുകുന്ന നീരൊഴുക്ക്
प्रवाह वेग,ഒഴുക്ക് വേഗത
छिद्र पाडणे टेप,സുഷിരം ടേപ്പ്
ऑपरेटर बस,ഓപ്പറേറ്റർ ബസ്
ऑपरेटिंग स्टेज,പ്രവർത്തന ഘട്ടം
अधर्म,അധർമ്മം
कोरडा सेल,ഡ്രൈ സെൽ
कोरडे कोरीव काम,ഉണങ്ങിയ കൊത്തുപണി
कोरडा चित्रपट,ഡ്രൈ ഫിലിം
कोरडे स्विचिंग,ഡ്രൈ സ്വിച്ചിംഗ്
ड्रायस्टास आर्ट डिस्प्लेसर,ഡ്രൈസ്റ്റാസ് ആർട്ട് ഡിസ്പ്ലേസർ
डी.टी.ई.,ഡി.ടി.ഇ.
dtl (डायोड ट्रान्झिस्टर लॉजिक),dtl (ഡയോഡ് ട്രാൻസിസ്റ്റർ ലോജിക്)
"ड्वेगेट फेट, ड्वेगेट एफ. ई.टी.","ഡ്വിഗെറ്റ് ഫേറ്റ്, ഡ്വിഗെറ്റ് എഫ്. ഇ.ടി."
दुहेरी जुळणी,ഇരട്ട പൊരുത്തം
जोडप्याचे प्रसारण,ദമ്പതികൾ ട്രാൻസ്മിഷൻ
दुहेरी वाचन समन्वयक,ഇരട്ട വായന കോർഡിനേറ്റർ
"ड्युअल-डिफरन्स अॅनालॉग, डिजिटल कनवर्टर","ഡ്യുവൽ-ഡിഫറൻസ് അനലോഗ്, ഡിജിറ്റൽ കൺവെർട്ടർ"
द्विध्रुवीय बदल,ദ്വിധ്രുവ മാറ്റം
डबल फॉलो व्होल्टेज कंट्रोलर,ഇരട്ട ഫോളോ വോൾട്ടേജ് കൺട്രോളർ
द्वैत,ദ്വൈതത്വം
दुहेरी पंक्ती,ഇരട്ട തുഴച്ചിൽ
मूक अँटेना,നിശബ്ദ ആന്റിന
डुप्लेक्स ट्रान्समिशन,ഡ്യുപ്ലെക്സ് ട്രാൻസ്മിഷൻ
उपयुक्तता प्रमाण,യൂട്ടിലിറ്റി അനുപാതം
उपयुक्तता गुणोत्तर मॉड्यूलेशन,യൂട്ടിലിറ്റി റേഷ്യോ മോഡുലേഷൻ
dB-25 कनेक्टर,dB-25 കണക്റ്റർ
निवासस्थान,താമസസ്ഥലം
डायनॅमिक वैशिष्ट्ये,ചലനാത്മക സവിശേഷതകൾ
डायनॅमिक वैशिष्ट्ये,ചലനാത്മക സവിശേഷതകൾ
डायनॅमिक प्रवाह,ഡൈനാമിക് കറന്റ്
डायनॅमिक प्रतिबाधा,ചലനാത്മക പ്രതിരോധം
"डायनॅमिक लोड लाइन, लोड लाइन","ഡൈനാമിക് ലോഡ് ലൈൻ, ലോഡ് ലൈൻ"
डायनॅमिक मेमरी,ഡൈനാമിക് മെമ്മറി
व्हेरिएबल मेमरी सेल,വേരിയബിൾ മെമ്മറി സെൽ
डायनॅमिक मेमरी रिफ्रेशर,ഡൈനാമിക് മെമ്മറി റിഫ്രഷർ
डायनॅमिक माउस उलथापालथ,ചലനാത്മക മൗസ് വിപരീതം
डायनॅमिक रॅम डायनॅमिक रॅम,ഡൈനാമിക് റാം ഡൈനാമിക് റാം
डायनॅमिक श्रेणी,ചലനാത്മക ശ്രേണി
डायनॅमिक प्रतिकार,ചലനാത്മക പ്രതിരോധം
डायनॅमिक विस्थापन रजिस्टर,ഡൈനാമിക് ഡിസ്പ്ലേസ്മെന്റ് രജിസ്റ്റർ
डायनॅमिक चाचणी,ഡൈനാമിക് ടെസ്റ്റ്
डायनॅमिक व्हिडिओ रँडम ऍक्सेस मेमरी (DVRAM),ഡൈനാമിക് വീഡിയോ റാൻഡം ആക്സസ് മെമ്മറി (DVRAM)
डायनॅमो,ഡൈനാമോ
डायनामोमीटर,ഡൈനാമോമീറ്റർ
डायनिट्रॉन ऑसिलेटर,ഡൈനിട്രോൺ ഓസിലേറ്റർ
"लवकर परिणाम, लवकर परिणाम","ആദ്യകാല പ്രഭാവം, ആദ്യകാല പ്രഭാവം"
ई रोम,ഇ ഒരു റോം
पृथ्वी कनेक्टिव्हिटी,ഭൂമി കണക്റ്റിവിറ്റി
ग्राउंड स्टेशन,ഗ്രൗണ്ട് സ്റ്റേഷൻ
एबर्स-मॉल-समीकरण,എബർസ്-മൗൾ-സമവാക്യം
एबर्स-मॉल-मॉडेल,എബെർസ്-മൗൾ-മോഡൽ
प्रतिध्वनी,പ്രതിധ്വനി
विरोधी प्रतिध्वनी,ആന്റി എക്കോ
एडी वर्तमान,എഡ്ഡി കറന്റ്
स्ट्रँड कनेक्टर,സ്ട്രാൻഡ് കണക്റ്റർ
कोर डिटेक्टर,കോർ ഡിറ്റക്ടർ
कोर ट्रिगर फ्लिप फ्लॉप,കോർ ട്രിഗർ ഫ്ലിപ്പ് ഫ്ലോപ്പ്
कोर ट्रिगर कुंडी,കോർ ട്രിഗർ ലാച്ച്
एडिसन प्रभाव,എഡിസൺ പ്രഭാവം
संपादक,എഡിറ്റർ
प्रभावी क्षेत्र,ഫലപ്രദമായ പ്രദേശം
प्रभावी प्रवाह,ഫലപ്രദമായ നിലവിലെ
प्रभावी ग्राउंड त्रिज्या,ഫലപ്രദമായ ഗ്രൗണ്ട് ആരം
प्रभावी उंची,ഫലപ്രദമായ ഉയരം
प्रभावी लांबी,ഫലപ്രദമായ നീളം
प्रभावी वस्तुमान,ഫലപ്രദമായ പിണ്ഡം
प्रभावी विकिरण शक्ती,ഫലപ്രദമായ വികിരണം ശക്തി
प्रभावी व्होल्टेज,ഫലപ്രദമായ വോൾട്ടേജ്
कार्यक्षमता,കാര്യക്ഷമത
E.E.P. रॉम,ഇ.ഇ.പി. ROM
आयकॉनल समीकरण,ഐക്കണൽ സമവാക്യം
व्यस्त क्षमता,വിപരീത കപ്പാസിറ്റൻസ്
ई-स्तर,ഇ-പാളി
विद्युतप्रवाह,വൈദ്യുത പ്രവാഹം
विद्युत क्षेत्र,വൈദ്യുത മണ്ഡലം
विद्युत क्षेत्राची तीव्रता,ഇലക്ട്രിക് ഫീൽഡ് തീവ്രത
विद्युत प्रवाह ओळी,വൈദ്യുത പ്രവാഹ ലൈനുകൾ
विद्युत क्षमता,വൈദ്യുത സാധ്യത
विद्युत शॉक,വൈദ്യുതാഘാതം
इलेक्ट्रो-सोल्डर,ഇലക്ട്രോ-സോൾഡർ
विद्युत लहर,വൈദ്യുത തരംഗം
विद्युत लांबी,വൈദ്യുത ദൈർഘ്യം
विद्युत शक्ती,വൈദ്യുത ശക്തി
वीज,വൈദ്യുതി
ईसीजी,ഇ.സി.ജി
इलेक्ट्रिक डायनॅमो मीटर,ഇലക്ട്രിക് ഡൈനാമോ മീറ്റർ
इलेक्ट्रोड,ഇലക്ട്രോഡ്
इलेक्ट्रोड प्रवाह,ഇലക്ട്രോഡ് കറന്റ്
इलेक्ट्रोल्युमिनेसन्स,വൈദ്യുത പ്രകാശം
इलेक्ट्रोल्युमिनेसेंट डिस्प्ले,ഇലക്ട്രോലൂമിനസെന്റ് ഡിസ്പ്ലേ
गॅल्व्हनिक अलगाव,ഗാൽവാനിക് ഒറ്റപ്പെടൽ
इलेक्ट्रोलाइट,ഇലക്ട്രോലൈറ്റ്
इलेक्ट्रोलाइटिक कॅपेसिटर,ഇലക്ട്രോലൈറ്റിക് കപ്പാസിറ്റർ
इलेक्ट्रोलाइटिक कॅपेसिटर,ഇലക്ട്രോലൈറ്റിക് കപ്പാസിറ്റർ
इलेक्ट्रोमॅग्नेट,വൈദ്യുതകാന്തികം
इलेक्ट्रोमॅग्नेटिक ऊर्जा,വൈദ്യുതകാന്തിക ഊർജ്ജം
इलेक्ट्रोमॅग्नेटिक प्रेरण,വൈദ്യുതകാന്തിക ഇൻഡക്ഷൻ
"इलेक्ट्रोमॅग्नेटिक हस्तक्षेप, EMI","വൈദ്യുതകാന്തിക ഇടപെടൽ, ഇഎംഐ"
इलेक्ट्रोमॅग्नेटिक स्पेक्ट्रम,വൈദ്യുതകാന്തിക സ്പെക്ട്രം
इलेक्ट्रोमॅग्नेटिक लहर,വൈദ്യുതകാന്തിക തരംഗം
विद्युत चुंबकत्व,വൈദ്യുതകാന്തികത
इलेक्ट्रो मेकॅनिकल फिल्टर,ഇലക്ട്രോ മെക്കാനിക്കൽ ഫിൽട്ടർ
इलेक्ट्रोमीटर,ഇലക്ട്രോമീറ്റർ
विद्युतचुंबकिय बल,ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്
इलेक्ट्रॉन,ഇലക്ട്രോൺ
इलेक्ट्रॉन बीम,ഇലക്ട്രോൺ ബീം
इलेक्ट्रॉन चार्ज,ഇലക്ട്രോൺ ചാർജ്
इलेक्ट्रॉन उत्सर्जन,ഇലക്ട്രോൺ ഉദ്വമനം
इलेक्ट्रॉन प्रवाह,ഇലക്ട്രോൺ ഒഴുക്ക്
इलेक्ट्रॉन वायू,ഇലക്ട്രോൺ വാതകം
इलेक्ट्रॉन उपकरण,ഇലക്ട്രോൺ ഉപകരണം
इलेक्ट्रॉन भोक जोडी,ഇലക്ട്രോൺ ദ്വാര ജോഡി
इलेक्ट्रॉन मायक्रोस्कोप,ഇലക്ട്രോൺ മൈക്രോസ്കോപ്പ്
इलेक्ट्रॉन कक्षा,ഇലക്ട്രോൺ പരിക്രമണം
इलेक्ट्रॉन शेल,ഇലക്ട്രോൺ ഷെൽ
इलेक्ट्रॉन व्होल्ट,ഇലക്ട്രോൺ വോൾട്ട്
इलेक्ट्रॉन वेव्ह ट्यूब,ഇലക്ട്രോൺ വേവ് ട്യൂബ്
इलेक्ट्रॉनिक चार्ज,ഇലക്ട്രോണിക് ചാർജ്
इलेक्ट्रॉनिक डेटा ताण,ഇലക്ട്രോണിക് ഡാറ്റ സമ്മർദ്ദം
इलेक्ट्रॉनिक डेटा प्रोसेसिंग,ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്
इलेक्ट्रॉनिक की,ഇലക്ട്രോണിക് കീ
इलेक्ट्रॉनिक मेल (ई-मेल),ഇലക്ട്രോണിക് മെയിൽ (ഇ-മെയിൽ)
इलेक्ट्रॉनिक वस्तुमान,ഇലക്ട്രോണിക് പിണ്ഡം
इलेक्ट्रॉनिक अंकीय,ഇലക്ട്രോണിക് സംഖ്യാശാസ്ത്രം
इलेक्ट्रॉनिक स्विचिंग,ഇലക്ട്രോണിക് സ്വിച്ചിംഗ്
इलेक्ट्रॉनिक व्होल्टमीटर,ഇലക്ട്രോണിക് വോൾട്ട്മീറ്റർ
इलेक्ट्रॉनिक ट्यून केलेला रिसीव्हर,ഇലക്ട്രോണിക് ട്യൂൺ ചെയ്ത റിസീവർ
इलेक्ट्रॉनिक्स उद्योग संघटना,ഇലക്ട്രോണിക്സ് വ്യവസായ അസോസിയേഷൻ
इलेक्ट्रोप्लेटिंग,ഇലക്ട്രോപ്ലേറ്റിംഗ്
इलेक्ट्रोस्कोप,ഇലക്ട്രോസ്കോപ്പ്
विद्युत चुंबकत्व,വൈദ്യുതകാന്തികത
इलेक्ट्रोस्टॅटिक प्रवाह,ഇലക്ട്രോസ്റ്റാറ്റിക് ഫ്ലക്സ്
इलेक्ट्रोस्टॅटिक संरक्षक,ഇലക്ട്രോസ്റ്റാറ്റിക് പ്രിസർവേറ്റീവ്
घटक,ഘടകം
श्रेणीसुधारित करा,നവീകരിക്കുക
प्रगती कोन,പുരോഗതി ആംഗിൾ
लंबवर्तुळाकार परावर्तक,ദീർഘവൃത്താകൃതിയിലുള്ള പ്രതിഫലനം
लंबवर्तुळाकार फिल्टर,ദീർഘവൃത്താകൃതിയിലുള്ള ഫിൽട്ടർ
लंबवर्तुळाकार ध्रुव,ദീർഘവൃത്താകൃതിയിലുള്ള ധ്രുവം
एम्बेडेड प्रणाली,എംബഡഡ് സിസ്റ്റം
abssidic कोड,അബ്സിഡിക് കോഡ്
उत्सर्जक,എമിറ്റർ
एमिटर ओरिएंटेशन कॉन्फिगरेशन,എമിറ്റർ ഓറിയന്റേഷൻ കോൺഫിഗറേഷൻ
एमिटर बायपास कॅपेसिटर,എമിറ്റർ ബൈപാസ് കപ്പാസിറ്റർ
उत्सर्जित वैशिष्ट्ये,എമിറ്റിംഗ് സവിശേഷതകൾ
एमिटर जोडलेले अॅम्प्लीफायर,എമിറ്റർ കപ്പിൾഡ് ആംപ്ലിഫയർ
उत्सर्जक प्रसार,എമിറ്റർ ഡിഫ്യൂഷൻ
उत्सर्जक अनुगामी,എമിറ്റർ ട്രെയിലിംഗ്
उत्सर्जक प्रतिरोधक,എമിറ്റർ റെസിസ്റ്റർ
emitter स्थिर अभिमुखता कॉन्फिगरेशन,എമിറ്റർ സ്ഥിരതയുള്ള ഓറിയന്റേഷൻ കോൺഫിഗറേഷൻ
एमिटर बेस जंक्शन,എമിറ്റർ ബേസ് ജംഗ്ഷൻ
"emitter कपल्ड लॉजिक, ECL","എമിറ്റർ കപ്പിൾഡ് ലോജിക്, ECL"
यंत्रीकृत,യന്ത്രവത്കൃതം
सक्षम करा,പ്രാപ്തമാക്കുക
encapsulation,എൻക്യാപ്സുലേഷൻ
कोडित्रा,കൊടിത്ര
एनक्रिप्शन,എൻക്രിപ്ഷൻ
वर्तुळाकार लाभ,വൃത്താകൃതിയിലുള്ള നേട്ടം
रूपांतरण,പരിവർത്തനം
पद्धतशीर,വ്യവസ്ഥാപിത
गोलाकार विस्थापन,വൃത്താകൃതിയിലുള്ള സ്ഥാനചലനം
रेखांशाचा अँटेना,രേഖാംശ ആന്റിന
अनुदैर्ध्य अॅरे,രേഖാംശ ശ്രേണി
ऊर्जा,ഊർജ്ജം
ऊर्जा बार,ഊർജ്ജ ബാർ
बँड अंतर,ബാൻഡ് വിടവ്
ऊर्जा पातळी,ഊർജ്ജ നില
ऊर्जा पातळी आकृती,ഊർജ്ജ നില ഡയഗ്രം
वर्धित विस्तारित वस्तुमान तपशील,മെച്ചപ്പെടുത്തിയ വിപുലീകരിച്ച മാസ് സ്പെസിഫിക്കേഷൻ
वाढवलेला लेख निबंधक,ഇൻക്രിമെന്റഡ് ആർട്ടിക്കിൾ രജിസ്ട്രാർ
वाढ,വളർച്ച
वाढ नमुना,വളർച്ച പാറ്റേൺ
वर्धित Mosfet,മെച്ചപ്പെടുത്തിയ മോസ്ഫെറ്റ്
एन्ट्रॉपी,എൻട്രോപ്പി
लिफाफा डिमॉड्युलेटर,envelop demodulator
वातावरण,പരിസ്ഥിതി
"एपिटॅक्सी वाढ, चढत्या वाढ","epitaxy വളർച്ച, ആരോഹണ വളർച്ച"
"epitracheal स्तर, चढत्या थर","epitracheal പാളി, ആരോഹണ പാളി"
"epitaxy, overriding","എപ്പിറ്റാക്സി, അസാധുവാക്കൽ"
इपॉक्सी-फायबर ग्लास पातळी,എപ്പോക്സി-ഫൈബർ ഗ്ലാസ് ലെവൽ
EP-ROM,EP-ROM
एप्सिलॉन,എപ്സിലോൺ
समानीकरण,സമനില
समानीकरण सर्किट,സമനില സർക്യൂട്ട്
समानता,സമത്വം
समीकरण,സമവാക്യം
तुल्यकारक फिल्टर,സമനില ഫിൽട്ടർ
समीकरण,സമവാക്യം
विषुववृत्त विमान,ഭൂമധ്യരേഖാ തലം
isopotential लाइन,ഐസോപൊട്ടൻഷ്യൽ ലൈൻ
समतुल्य पृष्ठ,equipotential പേജ്
समतुल्य सर्किट,തുല്യമായ സർക്യൂട്ട്
समतुल्य इनपुट आवाज जनरेटर,തുല്യമായ ഇൻപുട്ട് നോയ്സ് ജനറേറ്റർ
समतुल्य इनपुट आवाज प्रतिकार,തുല്യമായ ഇൻപുട്ട് ശബ്ദ പ്രതിരോധം
समतुल्य समस्थानिक विकिरण शक्ती,തുല്യമായ ഐസോടോപ്പിക് റേഡിയേറ്റഡ് പവർ
हटवा,ഇല്ലാതാക്കുക
ऊर्जा प्रक्रिया,ഊർജ്ജ പ്രക്രിയ
त्रुटी नियंत्रण कोडिंग,പിശക് നിയന്ത്രണ കോഡിംഗ്
त्रुटी सुधारणे कोड,പിശക് തിരുത്തൽ കോഡ്
त्रुटी शोध कोड,പിശക് കണ്ടെത്തൽ കോഡ്
त्रुटी हाताळणी,പിശക് കൈകാര്യം ചെയ്യൽ
त्रुटी दर,പിശക് നിരക്ക്
