Assamese,Punjabi
অবিৰত সম্ভাৱনা বিতৰণ,ਲਗਾਤਾਰ ਸੰਭਾਵਨਾ ਵੰਡ
অবিৰত যাদৃচ্ছিক চলক,ਨਿਰੰਤਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
অবিৰত নমুনা স্থান,ਲਗਾਤਾਰ ਨਮੂਨਾ ਸਪੇਸ
অবিৰত চলক,ਲਗਾਤਾਰ ਵੇਰੀਏਬਲ
অবিৰত তৰংগ,ਲਗਾਤਾਰ ਲਹਿਰ
"continuum, ধাৰাবাহিকতা","ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ"
ধাৰাবাহিক স্বতন্ত্ৰ,continuum axiom
বাস্তৱ-সংখ্যাৰ ছেট,ਅਸਲ-ਨੰਬਰ ਸੈੱਟ
ধাৰাবাহিকতা নীতি,ਨਿਰੰਤਰ ਸਿਧਾਂਤ
কনট্যুৰ সংহতি,ਕੰਟੋਰ ਏਕੀਕਰਣ
সংকোচন মেপিং,ਸੰਕੁਚਨ ਮੈਪਿੰਗ
বিৰোধিতা কৰক,ਵਿਰੋਧ
ৰিফ্লেক্স,ਪ੍ਰਤੀਬਿੰਬ
নিয়ন্ত্ৰণ,ਕੰਟਰੋਲ
নিয়ন্ত্ৰণ লেখচিত্ৰ,ਕੰਟਰੋਲ ਚਾਰਟ
গড়ৰ নিয়ন্ত্ৰণ চাৰ্ট,ਮੱਧਮਾਨ ਦਾ ਕੰਟਰੋਲ ਚਾਰਟ
দোষ নিয়ন্ত্ৰণ,ਨੁਕਸ ਦਾ ਕੰਟਰੋਲ
চৌহদৰ নিয়ন্ত্ৰণ,ਇਮਾਰਤ ਦਾ ਕੰਟਰੋਲ
চলকসমূহৰ নিয়ন্ত্ৰণ,ਵੇਰੀਏਬਲ ਦਾ ਕੰਟਰੋਲ
"to converge, অভিসৰণ কৰা","ਕਨਵਰਜ ਕਰਨਾ, ਕਨਵਰਜ ਕਰਨਾ"
গড় অভিসৰণ,ਕਨਵਰਜੈਂਸ ਦਾ ਮਤਲਬ ਹੈ
বৰ্গ গড় অভিসৰণ,ਵਰਗ ਮਤਲਬ ਕਨਵਰਜੈਂਸ
সম্ভাৱনাত অভিসৰণ,ਸੰਭਾਵਨਾ ਵਿੱਚ ਕਨਵਰਜੈਂਸ
অভিসৰণ সীমা,ਕਨਵਰਜੈਂਸ ਸੀਮਾ
অভিসৰণ ব্যাসাৰ্ধ,ਕਨਵਰਜੈਂਸ ਰੇਡੀਅਸ
অভিসৰণ অঞ্চল,ਕਨਵਰਜੈਂਸ ਖੇਤਰ
"converge (ver.), অভিসৰণ (n.)","ਕਨਵਰਜ (ਵਰ.), ਕਨਵਰਜ (ਐਨ.)"
অভিসৰণকাৰী ক্ৰম,ਕਨਵਰਜੈਂਟ ਕ੍ਰਮ
অভিসৰণকাৰী শৃংখলা,ਕਨਵਰਜੈਂਟ ਲੜੀ
"বিপৰীত, বিপৰীত","ਉਲਟ, ਉਲਟ"
ইয়াৰ বিপৰীতে ব্যত্যাসনে,"ਇਸ ਦੇ ਉਲਟ, ਵਿਤ੍ਯਾਸਨੇ"
ৰূপান্তৰ ভগ্নাংশ,ਪਰਿਵਰਤਨ ਅੰਸ਼
ৰূপান্তৰ টেবুল,ਪਰਿਵਰਤਨ ਸਾਰਣੀ
দূৰলৈ মুখ কৰি,ਦੂਰ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
মুখ কৰি থকা শৰীৰ,ਸਰੀਰ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
বিপৰীত সংমিশ্ৰণ,ਉਲਟ ਸੁਮੇਲ
ফেচিং কভাৰ,ਸਾਹਮਣਾ ਕਵਰ
ডিভিয়েন্ট ফাংচন,deviant ਫੰਕਸ਼ਨ
ৰৈখিক সঞ্চয়ৰ সন্মুখীন হোৱা,ਰੇਖਿਕ ਸੰਚਵ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
ৰৈখিক প্ৰগ্ৰেমিংৰ সন্মুখীন হোৱা,ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
দূৰত্বৰ জনসংখ্যাৰ সন্মুখীন হোৱা,ਦੂਰੀ ਦੀ ਆਬਾਦੀ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
পলিহেড্ৰনৰ সন্মুখীন হোৱা,ਪੋਲੀਹੇਡਰੋਨ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
প্ৰগ্ৰেমিংৰ সন্মুখীন হোৱা,ਪ੍ਰੋਗਰਾਮਿੰਗ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
মুখামুখি অঞ্চল,ਸਾਹਮਣਾ ਖੇਤਰ
ফেচিং চেট,ਸਾਹਮਣਾ ਸੈੱਟ
সংবহন,ਸੰਚਾਲਨ
অভিসৰণ অখণ্ড,ਕਨਵਰਜੈਂਸ ਅਟੁੱਟ
সংকোচন উপপাদ্য,ਕੰਪਰੈਸ਼ਨ ਥਿਊਰਮ
"স্থানাংক, স্থানাংক, সচল","ਤਾਲਮੇਲ, ਤਾਲਮੇਲ, ਸਹਿਭਾਗ"
পৰিচালক অক্ষ,ਨਿਰਦੇਸ਼ਕ ਧੁਰਾ
স্থানাংক জ্যামিতি,ਤਾਲਮੇਲ ਜਿਓਮੈਟਰੀ
স্থানাংক সমতল,ਤਾਲਮੇਲ ਜਹਾਜ਼
স্থানাংক,ਕੋਆਰਡੀਨੇਟਸ
"স্থানাংক ব্যৱস্থা, নিৰ্দেশনা ব্যৱস্থা","ਤਾਲਮੇਲ ਪ੍ਰਣਾਲੀ, ਹਦਾਇਤ ਪ੍ਰਣਾਲੀ"
কপাৰ্নিকাছ-শৰীৰ,copernicus-ਸਰੀਰ
সমতল,ਪਲੈਨਰ
কোপ্লেনাৰ বল,coplanar ਫੋਰਸ
সমতলতা,ਸਮਤਲਤਾ
মৌলিক সংখ্যা,ਪ੍ਰਮੁਖ ਸੰਖਿਆ
"সংশোধন বহুগুণক, ৰেক্টিফিকেশন বহুগুণক","ਸੁਧਾਰ ਗੁਣਕ, ਸੁਧਾਰ ਗੁਣਕ"
শুদ্ধ সমাধান,ਸਹੀ ਹੱਲ
সহ - সম্পৰ্ক,ਸਹਿ - ਸਬੰਧ
সম্পৰ্ক সহগ,ਸਬੰਧ ਗੁਣਾਂਕ
সম্পৰ্কীয় ডায়েগ্ৰাম,ਸਬੰਧ ਚਿੱਤਰ
সম্পৰ্কীয় ফলন,ਸਬੰਧ ਫੰਕਸ਼ਨ
"সম্পৰ্কীয় মেট্ৰিক্স, সম্পৰ্কীয় মেট্ৰিক্স","ਸਬੰਧ ਮੈਟ੍ਰਿਕਸ, ਸਬੰਧ ਮੈਟ੍ਰਿਕਸ"
সম্পৰ্কীয় অনুপাত,ਸਬੰਧ ਅਨੁਪਾਤ
সম্পৰ্কীয় ডায়েগ্ৰাম,ਸਬੰਧ ਚਿੱਤਰ
সম্পৰ্ক-চিত্ৰ বিশ্লেষণ,ਸਬੰਧ-ਤਸਵੀਰ ਵਿਸ਼ਲੇਸ਼ਣ
"to correspond, to correspond","ਮੇਲ ਕਰਨ ਲਈ, ਮੇਲ ਕਰਨ ਲਈ"
সামঞ্জস্যতা নিয়ম,ਇਕਸਾਰਤਾ ਨਿਯਮ
সংশ্লিষ্ট কোণ,ਅਨੁਸਾਰੀ ਕੋਣ
সামঞ্জস্যপূৰ্ণ দিশ,ਅਨੁਕੂਲ ਪਾਸੇ
স্থাপন কৰা,ਸੈੱਟ
"কোচাইন, কটিজিয়া","cosine, cotizya"
cosines নিয়ম,cosines ਨਿਯਮ
খৰচ বিশ্লেষণ,ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
খৰচ সৰ্বাধিক কৰা,ਲਾਗਤ ਵੱਧ ਤੋਂ ਵੱਧ
গণনাযোগ্যতা স্বতন্ত্ৰতা,ਗਿਣਨਯੋਗਤਾ ਦਾ ਧੁਰਾ
গণনাযোগ্য,ਗਿਣਨਯੋਗ
গণনাযোগ্য যোগকৰণ,ਗਿਣਨਯੋਗ ਜੋੜ
গণনাযোগ্য ভিত্তি,ਗਿਣਨਯੋਗ ਅਧਾਰ
গণনাযোগ্য ভিত্তি,ਗਿਣਨਯੋਗ ਅਧਾਰ
গণনাযোগ্য ছেট,ਗਿਣਨਯੋਗ ਸੈੱਟ
গণনাযোগ্যভাৱে অসীম,ਅਣਗਿਣਤ ਅਨੰਤ
"কেলকুলেটৰ, পেনেল, কাউণ্টাৰ","ਕੈਲਕੁਲੇਟਰ, ਪੈਨਲ, ਕਾਊਂਟਰ"
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত অপচয় কৰা,ਉਲਟ ਘੜੀ ਦੀ ਬਰਬਾਦੀ
প্ৰতিউদাহৰণ,ਵਿਰੋਧੀ ਉਦਾਹਰਨ
সহাৱস্থান,ਸਹਿਵਿਹਾਰ
সহাৱস্থান নিয়ম,ਸਹਿਪ੍ਰਸਤੀ ਨਿਯਮ
সহাৱস্থান মেট্ৰিক্স,ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ
সহাৱস্থান পদ্ধতি,ਸਹਿਵਿਹਾਰ ਵਿਧੀ
সহাৱস্থান পদ্ধতি,ਸਹਿਪ੍ਰਸਤੀ ਵਿਧੀ
ক্ৰেমাৰৰ নিয়ম,ਕ੍ਰੈਮਰ ਦਾ ਕਾਨੂੰਨ
ক্ৰেমাৰ-ৰাওৰ বৈষম্য,ਕ੍ਰੇਮਰ-ਰਾਓ ਅਸਮਾਨਤਾ
বস্তুনিষ্ঠ কাৰ্য্য,ਉਦੇਸ਼ ਫੰਕਸ਼ਨ
জটিল কোণ,ਨਾਜ਼ੁਕ ਕੋਣ
জটিল বিন্দু,ਨਾਜ਼ੁਕ ਬਿੰਦੂ
ফলনৰ জটিল বিন্দু,ਫੰਕਸ਼ਨ ਦਾ ਨਾਜ਼ੁਕ ਬਿੰਦੂ
জটিল মূল্য,ਨਾਜ਼ੁਕ ਮੁੱਲ
জটিল বেগ,ਨਾਜ਼ੁਕ ਗਤੀ
বিপৰীত সম্পৰ্কীয় ফলন,ਉਲਟ ਸਬੰਧ ਫੰਕਸ਼ਨ
"ভেক্টৰ-উৎপাদন, ভেক্টৰ-উৎপাদন","ਵੈਕਟਰ-ਉਤਪਾਦ, ਵੈਕਟਰ-ਉਤਪਾਦ"
বজ্ৰপাতৰ অনুপাত,ਥੰਡਰਬੋਲਟ ਅਨੁਪਾਤ
ক্ৰছ ছেকচন,ਅਨੁਪ੍ਰਸਥ ਕਾਟ
ক্ৰিপ্টোগ্ৰাফী,ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ
"ঘনক, ঘনক","ਘਣ, ਘਣ"
ঘনক সংখ্যা,ਘਣ ਨੰਬਰ
ঘনক মূল,ਘਣ ਜੜ੍ਹ
"ঘন, ঘন, ঘন, দ্বিঘাত, ত্ৰিকোণীয়, ঘন","ਘਣ, ਘਣ, ਘਣ, ਚਤੁਰਭੁਜ, ਤਿਕੋਣੀ, ਘਣ"
"ঘন, ঘন, ঘন","ਘਣ, ਘਣ, ਘਣ"
দ্বিঘাত সমীকৰণ,ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ
ঘন ইঞ্চি,ਘਣ ਇੰਚ
ঘন মিটাৰ,ਘਣ ਮੀਟਰ
দ্বিঘাত প্যাৰাবোলা,ਚਤੁਰਭੁਜ ਪੈਰਾਬੋਲਾ
ঘনক মূল,ਘਣ ਜੜ੍ਹ
ট্ৰিপল টাৰ্ম,ਤੀਹਰੀ ਮਿਆਦ
অৰ্থোগনেল সমান্তৰাল,ਔਰਥੋਗੋਨਲ ਸਮਾਨਾਂਤਰ
"ক্ৰমবৰ্ধমান সংকলিত,",ਸੰਚਤ ਸੰਕਲਿਤ
ক্ৰমবৰ্ধমান বক্ৰ,ਸੰਚਤ ਕਰਵ
ক্ৰমবৰ্ধমান বিতৰণ ফলন,ਸੰਚਤ ਵੰਡ ਫੰਕਸ਼ਨ
ক্ৰমবৰ্ধমান কম্পাঙ্ক,ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ
ক্ৰমবৰ্ধমান কম্পাঙ্ক ফলন,ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ ਫੰਕਸ਼ਨ
ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ,ਸੰਚਤ ਫ੍ਰੀਕੁਐਂਸੀ ਗ੍ਰਾਫ਼ ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ ਗ੍ਰਾਫ
ক্ৰমবৰ্ধমান সম্ভাৱনা ফলন,ਸੰਚਤ ਸੰਭਾਵਨਾ ਫੰਕਸ਼ਨ
"curl, কুইন্টল","ਕਰਲ, ਕੁਇੰਟਲ"
দ্বিসমান্তৰাল বক্ৰ,ਦੁਵੱਲੇ ਵਕਰ
ভেক্টৰ কাৰ্ল,ਵੈਕਟਰ ਕਰਲ
"ধনু, খিলান","ਕਮਾਨ, arch"
নিজৰা,ਸਟ੍ਰੀਮ
চলন্ত বিন্দু,ਮੂਵਿੰਗ ਪੁਆਇੰਟ
বক্ৰতা,ਵਕਰਤਾ
বক্ৰতা প্ৰভাৱ,ਵਕਰ ਪ੍ਰਭਾਵ
বক্ৰ,ਕਰਵ
বক্ৰ ৰেখা,ਕਰਵ ਲਾਈਨ
বক্ৰ ট্ৰেচিং,ਕਰਵ ਟਰੇਸਿੰਗ
বক্ৰৰেখাৰ এছিম্পটট,curvilinear asymptote
বক্ৰৰেখা স্থানাংক,ਕਰਵਿਲੀਨੀਅਰ ਕੋਆਰਡੀਨੇਟਸ
বক্ৰৰেখাৰ ৰিগ্ৰেছন,ਕਰਵਿਲੀਨੀਅਰ ਰਿਗਰੈਸ਼ਨ
"অস্পষ্ট, cusp","amphibious, cusp"
"চকা, ঘূৰণ, চক্ৰ, ঢালাই চকা, সংকোচন চকা","ਪਹੀਆ, ਰੋਟੇਸ਼ਨ, ਚੱਕਰ, ਕਾਸਟਿੰਗ ਵ੍ਹੀਲ, ਕੰਪੈਕਸ਼ਨ ਵ੍ਹੀਲ"
চক্ৰীয় ভ্যাৰিয়েন্স,ਚੱਕਰੀ ਵਿਭਿੰਨਤਾ
চক্ৰীয় ভেক্টৰ উৎপাদন,ਚੱਕਰੀ ਵੈਕਟਰ ਉਤਪਾਦ
চক্ৰীয় চাহিদা,ਚੱਕਰ ਦੀ ਮੰਗ
চক্ৰীয় প্ৰকাশ,ਚੱਕਰੀ ਸਮੀਕਰਨ
চক্ৰীয় গোট,ਚੱਕਰੀ ਗਰੁੱਪ
চক্ৰীয় ক্ৰমবিন্যাস,ਚੱਕਰੀ ਕ੍ਰਮਵਾਰ
"চাইক্ল&#39;ইড, চাইক্ল&#39;ইড","cycloid, cycloid"
"চিলিণ্ডাৰ, চিলিণ্ডাৰ","ਸਿਲੰਡਰ, ਸਿਲੰਡਰ"
"নলাকাৰ, চিলিণ্ডাৰ, নলাকাৰ, চিলিণ্ডাৰ","ਸਿਲੰਡਰ, ਸਿਲੰਡਰ, ਸਿਲੰਡਰ, ਸਿਲੰਡਰ"
চিলিণ্ডাৰ পৃষ্ঠা,ਸਿਲੰਡਰ ਪੰਨਾ
"শূন্য, চাইফাৰ","ਜ਼ੀਰੋ, ਸਿਫਰ"
ডিলবাৰ্টৰ মতবাদ,ਦਿਲਬਰਟ ਦਾ ਸਿਧਾਂਤ
ডেম্প কৰা সহজ হাৰমনিক গতি,ਗਿੱਲੀ ਸਧਾਰਨ ਹਾਰਮੋਨਿਕ ਮੋਸ਼ਨ
ডেম্পিং ধ্ৰুৱক,ਲਗਾਤਾਰ ਗਿੱਲਾ
"দত্ত, উপত্ত, ডাটা, ট্ৰাষ্ট","ਦੱਤ, ਉਪਤ, ਦਾਤਾ, ਭਰੋਸਾ"
দত্ত আণ্ডাৰটেকিং,ਦੱਤ ਅੰਡਰਟੇਕਿੰਗ
বিশ্বাস সম্পদ ব্যৱস্থা,ਭਰੋਸਾ ਸਰੋਤ ਸਿਸਟਮ
ডাটা প্ৰচেছৰ,ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ
ডাটা শ্বীট,ਡਾਟਾ ਸ਼ੀਟ
decagon,ਡੇਕਗਨ
ডেকাগ্ৰাম,dekagram
ডেকামিটাৰ,decameter
ক্ষয় সূচকাংক,ਸੜਨ ਸੂਚਕਾਂਕ
ক্ষয় বক্ৰ,ਸੜਨ ਵਕਰ
মাৰ্জিত কাৰ্য্য,ਸ਼ਾਨਦਾਰ ਫੰਕਸ਼ਨ
desigram,desigram
দশমিক,ਦਸ਼ਮਲਵ
"দশমিক, দশমিক","ਦਸ਼ਮਲਵ, ਦਸ਼ਮਲਵ"
দশমিক ক&#39;ড,ਦਸ਼ਮਲਵ ਕੋਡ
দশমিক ক&#39;ডযুক্ত অংক,ਦਸ਼ਮਲਵ ਕੋਡਿਡ ਅੰਕ
দশমিক প্ৰসাৰণ,ਦਸ਼ਮਲਵ ਵਿਸਥਾਰ
দশমিক ভগ্নাংশ,ਦਸ਼ਮਲਵ ਅੰਸ਼
দশমিক সংকেত ব্যৱস্থা,ਦਸ਼ਮਲਵ ਸੰਕੇਤ ਪ੍ਰਣਾਲੀ
দশমিক সংকেত ব্যৱস্থা,ਦਸ਼ਮਲਵ ਸੰਕੇਤ ਪ੍ਰਣਾਲੀ
দশমিক বিন্দু,ਦਸ਼ਮਲਵ ਬਿੰਦੂ
দশমিক স্কেল,ਦਸ਼ਮਲਵ ਸਕੇਲ
দশমিক ব্যৱস্থা,ਦਸ਼ਮਲਵ ਸਿਸਟਮ
ডেচিমিটাৰ,ਡੈਸੀਮੀਟਰ
এনকোডিং,ਇੰਕੋਡਿੰਗ
সিদ্ধান্তৰ আৰ্হি,ਫੈਸਲੇ ਦਾ ਮਾਡਲ
সিদ্ধান্ত তত্ত্ব,ਫੈਸਲੇ ਦੀ ਥਿਊਰੀ
সিদ্ধান্ত চলক,ਫੈਸਲਾ ਵੇਰੀਏਬਲ
"ডিকোডাৰ, ডিকোডাৰ","ਡੀਕੋਡਰ, ਡੀਕੋਡਰ"
"এনকোডিং, ডিকোডিং","ਏਨਕੋਡਿੰਗ, ਡੀਕੋਡਿੰਗ"
পৃথক কৰিব পৰা ছেট,ਵੱਖ ਕਰਨ ਯੋਗ ਸੈੱਟ
ডিমিনিচিং,ਘਟਣਾ
ডিমিনিচিং ফাংচন,ਘਟਾਉਣ ਵਾਲਾ ਫੰਕਸ਼ਨ
ডেডেকাইণ্ড-কাট,ਡੇਡਿਕਿੰਡ-ਕਟ
ডেডেকাইণ্ড-উপাপাদ্য,ਡੇਡਕਿੰਡ-ਪ੍ਰਮੇਯ
অন্তৰ্ভুক্ত কৰা,ਸ਼ਾਮਲ ਕਰਨ ਲਈ
কৰ্পৰেট প্ৰেকটিছ,ਕਾਰਪੋਰੇਟ ਅਭਿਆਸ
ভুল কৰা,ਗਲਤ
সংজ্ঞাগত সমীকৰণ,ਪਰਿਭਾਸ਼ਾਤਮਕ ਸਮੀਕਰਨ
নিৰ্দিষ্ট অখণ্ড,ਨਿਸ਼ਚਿਤ ਅਟੁੱਟ
ফিক্সড মেট্ৰিক্স,ਸਥਿਰ ਮੈਟ੍ਰਿਕਸ
"সংজ্ঞা, স্পষ্টতা, নিশ্চয়তা","ਪਰਿਭਾਸ਼ਾ, ਸਪਸ਼ਟਤਾ, ਨਿਸ਼ਚਿਤਤਾ"
বিকৃতি বক্ৰ,deformation ਕਰਵ
বিকৃত পৃষ্ঠা,ਵਿਗੜਿਆ ਪੰਨਾ
"debauchery, অশ্লীলতা","debauchery, debauchery"
পৰিবহণৰ সমস্যাত ভুল হোৱা,ਆਵਾਜਾਈ ਦੀਆਂ ਸਮੱਸਿਆਵਾਂ ਵਿੱਚ ਗਲਤੀ
"ডিগ্ৰী, ডিগ্ৰী, শক্তি, ডিগ্ৰী, পৰিমাণ, মাত্ৰা, ডিগ্ৰী","ਡਿਗਰੀ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਮਾਤਰਾ, ਵਿਸ਼ਾਲਤਾ, ਡਿਗਰੀ"
অৱভেদ্য সমীকৰণৰ শক্তি,ਅੰਤਰ ਸਮੀਕਰਨ ਦੀ ਸ਼ਕਤੀ
"স্বাধীনতাৰ ডিগ্ৰী, স্বাধীনতাৰ মাত্ৰা","ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ, ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ"
বহুপদৰ শক্তি,ਬਹੁਪਦ ਦੀ ਸ਼ਕਤੀ
বহিষ্কাৰ কৰা এনট্যুৰেজ,ਬਾਹਰ ਕੱਢਿਆ ਦਲ
ডেল্টা ফাংচন,ਡੈਲਟਾ ਫੰਕਸ਼ਨ
চাহিদা আৰু উপযোগিতা বক্ৰ,ਮੰਗ ਅਤੇ ਉਪਯੋਗਤਾ ਵਕਰ
চাহিদা সমীকৰণ,ਮੰਗ ਸਮੀਕਰਨ
চাহিদা কাৰ্য্য,ਮੰਗ ਫੰਕਸ਼ਨ
জনগাঁথনিগত অধ্যয়ন,ਜਨਸੰਖਿਆ ਅਧਿਐਨ
জনগাঁথনি,ਜਨਸੰਖਿਆ
the-mower উপপাদ্য,ਘਣਾਉਣ ਵਾਲਾ ਪ੍ਰਮੇਯ
"প্ৰদৰ্শন কৰা, সাক্ষ্য দিয়া, প্ৰদৰ্শন কৰা","ਪ੍ਰਦਰਸ਼ਿਤ ਕਰਨ ਲਈ, ਗਵਾਹੀ ਦੇਣ ਲਈ, ਪ੍ਰਦਰਸ਼ਿਤ ਕਰਨ ਲਈ"
"প্ৰতিনিধিত্ব, প্ৰমাণ, প্ৰদৰ্শন, প্ৰদৰ্শন","ਨੁਮਾਇੰਦਗੀ, ਸਬੂਤ, ਪ੍ਰਦਰਸ਼ਨ, ਪ੍ਰਦਰਸ਼ਨ"
প্ৰতিনিধিত্বমূলক জ্যামিতি,ਪ੍ਰਤੀਨਿਧ ਜਿਓਮੈਟਰੀ
প্ৰত্যেক,ਹਰ
ঘন সমষ্টি,ਸੰਘਣੀ ਕੁੱਲ
"ঘনত্ব, ঘনত্ব","ਘਣਤਾ, ਘਣਤਾ"
গণনাযোগ্য ছেট,ਗਿਣਨਯੋਗ ਸੈੱਟ
আৰোহী ধ্ৰুৱক,ਚੜ੍ਹਦਾ ਸਥਿਰ
নিৰ্ভৰশীল ইভেন্ট,ਨਿਰਭਰ ਘਟਨਾ
নিৰ্ভৰশীল যাদৃচ্ছিক চলক,ਨਿਰਭਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
নিৰ্ভৰশীল চলক,ਨਿਰਭਰ ਵੇਰੀਏਬਲ
নিৰ্ভৰশীল চলক,ਨਿਰਭਰ ਵੇਰੀਏਬਲ
বিষণ্ণতাৰ কোণ,ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ
"ব্যুৎপত্তি, ব্যুৎপত্তি, পাৰ্থক্য","ਵਿਉਤਪੰਨ, ਵਿਉਤਪੰਨ, ਵਿਭਿੰਨਤਾ"
"ডেৰাইভেটিভ, ডেৰাইভেটিভ","ਡੈਰੀਵੇਟਿਵ, ਡੈਰੀਵੇਟਿਵ"
ব্যুৎপন্ন পৰিসৰ,ਪ੍ਰਾਪਤ ਸੀਮਾ
ব্যুৎপত্তি কৰা গোট,ਪ੍ਰਾਪਤ ਸੈੱਟ
"অৱতৰণ কৰা, অৱতৰণ কৰা","ਉਤਰਦਾ, ਉਤਰਦਾ"
অৱনমিত ক্ৰম,ਘਟਦੇ ਕ੍ਰਮ
অৱনমিত পৰিসৰ,ਘਟਦੀ ਸੀਮਾ
প্ৰক্ষেপণ জ্যামিতি,ਪ੍ਰੋਜੈਕਟਿਵ ਜਿਓਮੈਟਰੀ
বৰ্ণনাত্মক আৰ্হি,ਵਰਣਨਯੋਗ ਮਾਡਲ
বৰ্ণনাত্মক পৰিসংখ্যা,ਵਰਣਨਯੋਗ ਅੰਕੜੇ
"ডিজাইন কৰা, ডিজাইন কৰা, ডিজাইন কৰা (ed.), ডিজাইন কৰা, ডিজাইন কৰা (n.)","ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (ਐਡੀ.), ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (ਐਨ.)"
পৰীক্ষাৰ ডিজাইন,ਪ੍ਰਯੋਗ ਦਾ ਡਿਜ਼ਾਈਨ
ডেস্ক কেলকুলেটৰ,ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ
"চিনাক্তকৰণ, ধৰা পেলোৱা","ਪਛਾਣ, ਖੋਜ"
"নিৰ্ণায়ক, নিৰ্ণায়ক, নিৰ্ণায়ক","ਨਿਰਣਾਇਕ, ਨਿਰਣਾਇਕ, ਨਿਰਣਾਇਕ"
নিৰ্ধাৰিত ক্ৰম,ਨਿਰਣਾਇਕ ਕ੍ਰਮ
নিৰ্ধাৰণ কৰিবলৈ,ਨਿਰਧਾਰਤ ਕਰਨ ਲਈ
নিৰ্ধাৰিত আৰ্হি,ਨਿਰਣਾਇਕ ਮਾਡਲ
নিৰ্ধাৰিত সমস্যা,ਨਿਰਣਾਇਕ ਸਮੱਸਿਆ
বিচ্যুতি,ਭਟਕਣਾ
বিচ্যুতি সহগ,ਭਟਕਣਾ ਗੁਣਾਂਕ
বাইনাৰী ব্যৱস্থা,ਬਾਈਨਰੀ ਸਿਸਟਮ
"তিৰ্যক হাইপ&#39;টেনাছ,",ਤਿਰਛੀ ਕਪੋਨਿਊਜ਼
মেট্ৰিক্স তিৰ্যকীকৰণ,ਮੈਟ੍ਰਿਕਸ ਵਿਕਰਣੀਕਰਨ
"তিৰ্যক মেট্ৰিক্স, তিৰ্যক মেট্ৰিক্স","ਡਾਇਗਨਲ ਮੈਟ੍ਰਿਕਸ, ਡਾਇਗਨਲ ਮੈਟ੍ਰਿਕਸ"
তিৰ্যক সমতা,ਵਿਕਰਣ ਸਮਾਨਤਾ
ডায়েগ্ৰাম,ਚਿੱਤਰ
অংকন পদ্ধতি,ਡਰਾਇੰਗ ਢੰਗ
চিত্ৰাঙ্কিত উপস্থাপন,ਗ੍ਰਾਫਿਕਲ ਪ੍ਰਤੀਨਿਧਤਾ
ব্যাস,ਵਿਆਸ
ব্যাস নিৰ্ধাৰণ কৰক,ਵਿਆਸ ਸੈੱਟ ਕਰੋ
ডায়েমেট্ৰিকভাৱে বিপৰীত,ਵਿਆਸ ਦੇ ਉਲਟ
"ক্ৰছফায়াৰ, পাশা নিক্ষেপ কৰা","ਕਰਾਸਫਾਇਰ, ਪਾਸਾ ਸੁੱਟੋ"
উভচৰ শ্ৰেণীবিভাজন,ਉਭਾਰ ਵਰਗੀਕਰਣ
"bifurcation, আধা","ਵਿਭਾਜਨ, ਅੱਧਾ"
অভিধান,ਸ਼ਬਦਕੋਸ਼
ডিফাৰেন্সিয়েল কেলকুলাছ,ਵਿਭਾਜਨ ਕੈਲਕੂਲਸ
অৱভেদ্য সমীকৰণ,ਅੰਤਰ ਸਮੀਕਰਨ
ডিফাৰেন্সিয়েল সূত্ৰ,ਅੰਤਰ ਫਾਰਮੂਲਾ
ডিফাৰেন্সিয়েল পদ্ধতি,ਅੰਤਰ ਵਿਧੀ
গোটৰ পাৰ্থক্য,ਸੈੱਟ ਦੇ ਅੰਤਰ
