Telugu,Kannada
విరుద్ధమైన ప్రకటన,ವಿರೋಧಾಭಾಸದ ಹೇಳಿಕೆ
విరుద్ధంగా,ಇದಕ್ಕೆ ವಿರುದ್ಧವಾಗಿ
ఉల్లంఘన,ಉಲ್ಲಂಘನೆ
సహకారం,ಕೊಡುಗೆ
కంట్రిబ్యూటరీ పెన్షన్ స్కీమ్,ಕೊಡುಗೆ ಪಿಂಚಣಿ ಯೋಜನೆ
కంట్రిబ్యూటరీ ప్రావిడెంట్ ఫండ్,ಕೊಡುಗೆ ಭವಿಷ್ಯ ನಿಧಿ
నియంత్రణ,ನಿಯಂತ್ರಣ
నియంత్రించే అధికారి,ನಿಯಂತ್ರಕ ಅಧಿಕಾರಿ
వివాదాస్పద,ವಿವಾದಕ
వివాదాస్పద విషయం,ವಿವಾದಾತ್ಮಕ ವಿಷಯ
వివాదం,ವಿವಾದ
సౌలభ్యం,ಅನುಕೂಲ
కన్వెన్షన్,ಸಮಾವೇಶ
సాంప్రదాయిక,ಸಾಂಪ್ರದಾಯಿಕ
సంభాషణ,ಹೇಸಿಕೆ
మార్చండి,ಪರಿವರ್ತಿಸು
మార్చబడిన సెలవు,ಪರಿವರ್ತಿಸಿದ ರಜೆ
రవాణా,ರವಾನೆ
రవాణా భత్యం,ಸಾಗಣೆ ಭತ್ಯೆ
రవాణా దస్తావేజు,ಸಾಗಣೆ ಪತ್ರ
రవాణా ఖర్చులు,ಸಾಗಣೆ ವೆಚ್ಚಗಳು
దోషి,ಅಪರಾಧಿ
నమ్మకం,ಅಪರಾಧ
కాన్వొకేషన్,ಸಮಾವೇಶ
శీతలీకరణ ఆఫ్ పీరియడ్,ಅವಧಿ ತಂಪಾಗಿಸುವುದು
సహకారం,ಸಹಕಾರ
సహకార,ಸಹಕಾರಿ
కోఆపరేటివ్ సొసైటీ,ಸಹಕಾರಿ ಸಮಾಜ
సహకార,ಸಹಕಾರ
సహ-ఎంపిక సభ్యుడు,ಸಹಕಾರ ಸದಸ್ಯ
సమన్వయ,ಸಮನ್ವಯ
సహ యజమాని,ಸಹ-ಮಾಲೀಕ
సహ-భాగస్వామి,ಸಹಕಾರ
కాపీ,ನಕಲು
కాపీ చేస్తోంది,ನಕಲು ಮಾಡುವುದು
కాపీరైట్,ಕೃತಿಸ್ವಾಮ್ಯ
కార్డియల్,ಸೌಜನ್ಯದ
కరోనర్,ಪಟ್ಟಣ
కార్పొరేట్ బాడీ,ಸಾಂಸ್ಥಿಕ
కార్పొరేట్ ప్రణాళిక,ಕಾರ್ಪೊರೇಟ್ ಯೋಜನೆ
కార్పొరేషన్,ನಿಗಮ
కార్పొరేషన్ పన్ను,ಸಂಸ್ಥೆಯ ತೆರಿಗೆ
దిద్దుబాటు,ತಿದ್ದುಪಡಿ
దిద్దుబాటు చర్యలు (= సరిదిద్దారు),ಸರಿಪಡಿಸುವ ಕ್ರಮಗಳು (= ಸರಿಯಾದತೆಗಳು)
కరస్పాండెన్స్,ಪತ್ರವ್ಯವಹಾರ
కరస్పాండెన్స్ కోర్సు,ಪತ್ರವ್ಯವಹಾರ
కరస్పాండెన్స్ భాగం,ಪತ್ರವ್ಯವಹಾರ
కరస్పాండెంట్,ವರದಿಗಾರ
సంబంధిత,ಅನುಗುಣವಾದ
కొరిగెండం,ಒಂದು ಬಗೆಯ ರಾಶಿ
ధృవీకరించండి,ದೃobಿಸು
ధృవీకరణ,ದೃobೀಕರಣ
అవినీతి,ಭ್ರಷ್ಟ
అవినీతి,ಭ್ರಷ್ಟಾಚಾರ
అవినీతి సాధన,ಭ್ರಷ್ಟ ಅಭ್ಯಾಸ
కాస్మోపాలిటన్ సిటీ,ಕಾಸ್ಮೋಪಾಲಿಟನ್ ನಗರ
ధర,ಬೆಲೆ
ఖర్చు అకౌంటెంట్,ವೆಚ್ಚ ಅಕೌಂಟೆಂಟ್
వ్యయ విశ్లేషణ,ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
ఖర్చు పైకప్పు,ವೆಚ್ಚದ ಸೀಲಿಂಗ್
వ్యయ ప్రభావం,ವೆಚ್ಚ ಪರಿಣಾಮಕಾರಿತ್ವ
జీవన వ్యయం,ಜೀವನ ವೆಚ್ಚ
ఖర్చును అధిగమిస్తుంది,ವೆಚ್ಚ ಅತಿಕ್ರಮಣ
కుటీర పరిశ్రమ,ಕಾಟೇಜ್ ಉದ್ಯಮ
కౌన్సిల్,ಸಮಾಧಿ ಮಂಡಳಿ
మంత్రుల మండలి,ಮಂತ್ರಿಗಳ ಮಂಡಳಿ
కౌన్సిల్ ఆఫ్ స్టేట్స్,ಕೌನ್ಸಿಲ್ ಆಫ್ ಸ್ಟೇಟ್ಸ್
న్యాయవాది,ವಕೀಲ
కౌన్సెలింగ్,ಸಮಾಲೋಚನೆ
కౌంటర్,ಪ್ರತಿಕೂಲತೆ
కౌంటర్ చర్య,ಕೌಂಟರ್ ಕ್ರಿಯೆ
కౌంటర్ అఫిడవిట్,ಕೌಂಟರ್ ಅಫಿಡವಿಟ್
కౌంటర్ ఛార్జ్,ಕೌಂಟರ್ ಚಾರ್ಜ್
కౌంటర్ దావా,ಪ್ರತಿರೋಧ
నకిలీ కరెన్సీ,ನಕಲಿ ಕರೆನ್ಸಿ
నకిలీ,ನಕಲಿಸುವುದು
కౌంటర్ ఫాయిల్,ನಕಲಿ
కౌంటర్ ఆఫర్,ಕೌಂಟರ್ ಕೊಡುಗೆ
కౌంటర్సైన్,ಪ್ರತಿರೋಧಿಸು
తిరుగుబాటు,ದಂಗ
కూపన్,ಕೂಪನ್
కొరియర్,ಕೊರಿಯಾ
కొరియర్ సేవ,ಕೊರಿಯರ್ ಸೇವೆ
కోర్సు,ಕೋರ್ಸ್
అధ్యయనం యొక్క కోర్సులు,ಅಧ್ಯಯನದ ಕೋರ್ಸ್‌ಗಳು
కోర్టు కేసు,ನ್ಯಾಯಾಲಯದ ಪ್ರಕರಣ
మర్యాద,ಸೌಜನ್ಯ
చిన్న కారణాల న్యాయస్థానం,ಸಣ್ಣ ಕಾರಣಗಳ ನ್ಯಾಯಾಲಯ
ఒడంబడిక,ಒಡಂಬಡಿಕೆ
కవర్,ಹೊದಿಕೆ
కవరేజ్,ವ್ಯಾಪ್ತಿ
కవరింగ్ లెటర్,ಪತ್ರ
కవరింగ్ మెమో,ಒಳಗೊಂಡ ಜ್ಞಾಪಕ ಪತ್ರ
గమనిక,ಒಳಗೊಂಡಿರುವ ಟಿಪ್ಪಣಿ
క్రాష్ ప్రోగ్రామ్,ಕ್ರ್ಯಾಶ್ ಕಾರ್ಯಕ್ರಮ
క్రీము పొర,ಕೆನೆಮಾರ್ಗ
సృష్టి,ರಚನೆ
సృజనాత్మక,ಸೃಜನಶೀಲ
సృజనాత్మకత,ಸೃಜನಶೀಲತೆ
క్రీచ్,ಕ್ರೀಚ್
క్రెడెన్షియల్స్ కమిట్,ರುಜುವಾತುಗಳ ಸಮಿತಿ
విశ్వసనీయత,ವಿಶ್ವಾಸಾರ್ಹತೆ
క్రెడిట్,ಮನ್ನಣೆ
విశ్వసనీయమైనది,ಹಿತಕರವಾದ
క్రెడిట్ సలహా,ಮನ್ನಣೆ ಸಲಹೆ
క్రెడిట్ మరియు పొదుపు సమాజం,ಕ್ರೆಡಿಟ್ ಮತ್ತು ಮಿತವ್ಯಯದ ಸಮಾಜ
క్రెడిట్ కార్డు,ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್
ఋణ వసతులు,ಸಾಲ ಸೌಲಭ್ಯಗಳು
క్రెడిట్ ఎంట్రీ,ಕ್ರೆಡಿಟ್ ಪ್ರವೇಶ
క్రెడిట్ గమనిక,ಕ್ರೆಡಿಟ್ ಟಿಪ್ಪಣಿ
రుణదాత,ಸಾಲದಾತ
శ్మశానవాటిక,ದಹನ
శ్మశానవాటిక గ్రౌండ్,ದಹನ ಮೈದಾನ
సిబ్బంది,ಸಿಬ್ಬಂದಿ
నేరం,ಅಪರಾಧ
నమ్మకంతో నేరస్థుడిని ఉల్లంఘించడం,ನಂಬಿಕೆಯ ಕ್ರಿಮಿನಲ್ ಉಲ್ಲಂಘನೆ
క్రిమినల్ కోర్ట్,ಅಪರಾಧ ನ್ಯಾಯಾಲಯ
నేర నిర్లక్ష్యం,ಕ್ರಿಮಿನಲ್ ನಿರ್ಲಕ್ಷ್ಯ
క్రిమినల్ నేరం,ಕ್ರಿಮಿನಲ್ ಅಪರಾಧ
క్రిమినల్ ప్రొసీజర్ కోడ్,ಕ್ರಿಮಿನಲ್ ಪ್ರೊಸೀಜರ್ ಕೋಡ್
సంక్షోభం,ಬಿಕ್ಕಟ್ಟು
సంక్షోభ నిర్వహణ,ಬಿಕ್ಕಟ್ಟು ನಿರ್ವಹಣೆ
ప్రమాణం,ಮಾನದಂಡ
విమర్శ,ವಿಚಾರಣೆ
క్రాస్,ಶಿಲುಬೆ
క్రాస్ బ్రీడ్,ಅಡ್ಡ -ತಳಿ
క్రాస్ చెకింగ్,ಅಡ್ಡ ಪರಿಶೀಲನೆ
క్రాస్డ్ చెక్,ಅಡ್ಡ ಚೆಕ್
క్రాస్ ఎగ్జామినేషన్,ಅಡ್ಡ -ಪರೀಕ್ಷೆ
ఆధార సూచిక,ಅಡ್ಡ -ಉಲ್ಲೇಖ
క్రాస్ ఓటింగ్,ಅಡ್ಡ ಮತದಾನ
కీలకమైన తేదీ,ನಿರ್ಣಾಯಕ ದಿನಾಂಕ
ముడి,ಕಚ್ಚಾ
అపరాధ నరహత్య,ಅಪರಾಧಿ ನರಹತ್ಯೆ
అపరాధి,ಅಪರಾಧಿ
సాగు,ಕೃಷಿ
సాంస్కృతిక మార్పిడి కార్యక్రమం,ಸಾಂಸ್ಕೃತಿಕ ವಿನಿಮಯ ಕಾರ್ಯಕ್ರಮ
సంచిత,ಸಂಚಿತ
కరెన్సీ,ಕರೆನ್ಸಿ
ద్రవ్య మారకం,ಕರೆನ್ಸಿ ವಿನಿಮಯ
కరెన్సీ గమనిక,ಕರೆನ್ಸಿ ಟಿಪ್ಪಣಿ
ప్రస్తుత,ಪ್ರಸ್ತುತ
వాడుక ఖాతా,ಚಾಲ್ತಿ ಖಾತೆ
ప్రస్తుత విధులు,ಪ್ರಸ್ತುತ ಕರ್ತವ್ಯಗಳು
ప్రస్తుత సెషన్,ಪ್ರಸ್ತುತ ಅಧಿವೇಶನ
కరికులం విటే,ಪಠ್ಯಕ್ರಮ ವಿಟಾ
కర్లేట్,ಮೊಟಕುಗೊಳಿಸು
సంరక్షకుడు,ಪಾಲಕ
కస్టడీ,ಪಾಲನೆ
ఆచారం,ರೂ customಿ
ఆచారం,ರೂ customಿ
ఆచారం,ರೂ customಿಯ
ఆచారం విధానం,ರೂ customಿಯ ವಿಧಾನ
కస్టమ్ డ్యూటీ,ಕಸ್ಟಮ್ ಕರ್ತವ್ಯ
కస్టమర్,ಗ್ರಾಹಕ
కస్టమర్ ఫ్రెండ్లీ,ಗ್ರಾಹಕ ಸ್ನೇಹಿ
అనుకూల పరీక్ష,ಕಸ್ಟಮ್ ಪರೀಕ್ಷೆ
కత్తిరించండి,ಕತ್ತರಿಸು
కట్ మోషన్,ಕತ್ತರಿಸಿ
తేదీని కత్తిరించండి,ದಿನಾಂಕವನ್ನು ಕತ್ತರಿಸಿ
చక్రం,ಚಕ್ರ
రోజువారీ,ದೈನಂದಿನ
రోజువారీ భత్యం,ದೈನಂದಿನ ಭತ್ಯೆ
రోజువారీ డైరీ,ದೈನಂದಿನ ದಿನಚರಿ
రోజువారీ రిజిస్టర్,ದೈನಂದಿನ ನೋಂದಣಿ
రోజువారీ నివేదిక,ದೈನಂದಿನ ವರದಿ
దినచర్య,ದಿನಚರಿ
రోజువారీ వేతనాలు,ದೈನಂದಿನ ವೇತನ
డాక్ స్టేజ్,ಡಾಕ್ ಹಂತ
డాక్ ట్రే,ಬಿರಡೆ
నష్టం,ಹಾನಿ
నష్టాలు,ಹಾನಿ
ప్రమాదకరమైనది,ಅಪಾಯಕರ
ధైర్యం,ಧೈರ್ಯ
సమాచారం,ದತ್ತ
డేటా బ్యాంక్,ದತ್ತಾಂಶ ಬ್ಯಾಂಕ್
డేటా బేస్,ದತ್ತಾಂಶಗಳು
వివరాల సేకరణ,ಮಾಹಿತಿ ಸಂಗ್ರಹ
డేటా దాణా,ದತ್ತಾಂಶ ಪೋಷಣೆ
డేటా ప్రాసెసింగ్,ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ
తేదీ,ದಿನಾಂಕ
రాక తేదీ,ಆಗಮನದ ದಿನಾಂಕ
పుట్టిన తేది,ಹುಟ್ತಿದ ದಿನ
బయలుదేరే తేదీ,ನಿರ್ಗಮನ ದಿನಾಂಕ
ఉత్సర్గ తేదీ,ವಿಸರ್ಜನೆಯ ದಿನಾಂಕ
పరిపక్వత తేదీ,ಪಕ್ವತೆಯ ದಿನಾಂಕ
రశీదు తేదీ,ರಶೀದಿ ದಿನಾಂಕ
తేదీ స్టాంప్,ದಿನಾಂಕದ ಅಂಚೆಚೀಟಿ
రోజు పండితుడు,ದಿನದ ವಿದ್ವಾಂಸ
డే షిఫ్ట్,ಹಗಲನ
దయ యొక్క రోజులు,ಅನುಗ್ರಹದ ದಿನಗಳು
రోజు నుండి రోజు పని,ದಿನನಿತ್ಯದ ಕೆಲಸ
డెడ్ ఖాతా,ಜರಡಿ ಖಾತೆ
గడువు,ಜಡ ರೇಖೆ
డెడ్లాక్,ಅಸ್ತವ್ಯಸ್ತತೆ
డెడ్ స్టాక్ రిజిస్టర్,ಸತ್ತ ಸ್ಟಾಕ್ ರಿಜಿಸ್ಟರ್
చనిపోయిన బరువు,ತೂಕ
ఒప్పందం,ಒಪ್ಪಂದ
వ్యవహార సహాయకుడు,ವ್ಯವಹಾರ ಸಹಾಯಕ
వ్యవహారం,ವ್ಯವಹಾರ
మరణ వార్షికోత్సవం,ಸಾವು ವಾರ್ಷಿಕೋತ್ಸವ
ప్రియమైన భత్యం,ತುಟ್ಟಿ ಭತ್ಯ
మరణ ప్రయోజనం,ಸಾವಿನ ಲಾಭ
డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ,ಡೆತ್-ಕಮ್-ರಿಟೈರೆಮೆಂಟ್ ಗ್ರಾಚ್ಯುಟಿ
సేవలో మరణం,ಸೇವೆಯಲ್ಲಿ ಸಾವು
Deauthorizatioin,ಡೌಥೊರಿಜಾಟಿಯೊ
డెబార్,ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು
డెబిట్,ಡೆಬಿಟ್
డెబిట్ సలహా,ಡೆಬಿಟ್ ಸಲಹೆ
అప్పు,ಸಾಲ
రుణ నిర్వహణ,ಸಾಲದ ನಿರ್ವಹಣೆ
రుణగ్రహీత,ಸಾಲದವನು
మరణించిన,ಮರಣಹೊಂದಿದ
మర్యాద,ಸಭ್ಯತೆ
వికేంద్రీకరణ,ವಿಕೇಂದ್ರೀಕರಣ
నిర్ణయాత్మక కారకం,ನಿರ್ಧರಿಸುವ ಅಂಶ
నిర్ణయం,ನಿರ್ಧಾರ
నిర్ణయం తీసుకోవడం,ತೀರ್ಮಾನ ಮಾಡುವಿಕೆ
నిర్ణయం తీసుకునే ప్రక్రియ,ನಿರ್ಧಾರ ಪ್ರಕ್ರಿಯೆ
ప్రకటన,ಪ್ರಕಟಿಸುವುದು
ఆదాయ ప్రకటన,ಆದಾಯದ ಘೋಷಣೆ
ప్రకటించిన విలువ,ಘೋಷಿಸಿದ ಮೌಲ್ಯ
ప్రమాణం చేయండి,ಪ್ರಮಾಣವಚನದಲ್ಲಿ ಘೋಷಿಸಿ
డీకోడ్,ಹಗಲು
డీకోంట్రోల్,ಹತೋಟಿ ಮಾಡು
డెకోరం,ಅಲಂಕಾರ
తగ్గుదల,ಇಳಿಸು
డిక్రీ,ಸುಗಂಧ
అంకితం,ಸಮರ್ಪಣೆ
మినహాయింపు,ಕಳೆಯಬಹುದಾದ
మినహాయింపు,ಕಡಿತ
మూలం వద్ద మినహాయింపు,ಮೂಲದಲ್ಲಿ ಕಡಿತ
జీతం నుండి మినహాయింపు,ಸಂಬಳದಿಂದ ಕಡಿತ
దస్తావేజు,ಪತ್ರ
తనఖా యొక్క దస్తావేజు,ಅಡಮಾನದ ಪತ್ರ
డీమ్డ్ విశ్వవిద్యాలయం,ಡೀಮ್ಡ್ ಯೂನಿವರ್ಸಿಟಿ
Deface,ಅಪಹರಿಸು
వాస్తవ,ವಸ್ತುತಃ
డీప్లేషన్,ಅಪಹರಣ
పరువు నష్టం,ಮಾನನಷ್ಟತೆ
డిఫాల్ట్,ಗಡಿಬಿಡಿ
డిఫాల్టర్,ಕಾಲ್ಚೀಲ
లోపభూయిష్ట,ದೋಷಯುಕ್ತ
రక్షణ,ರಕ್ಷಣೆ
రక్షణ న్యాయవాది,ರಕ್ಷಣಾ ಸಲಹೆಗಾರ
రక్షణ ఉత్పత్తి,ರಕ್ಷಣಾ ಉತ್ಪಾದನೆ
ప్రతివాది,ಪ್ರತಿವಾದಿ
వాయిదా వేయండి,ಮುಂದೂಡಿಕೆ
వాయిదా వేసిన వ్యయం,ಮುಂದೂಡಲ್ಪಟ್ಟ ಖರ್ಚು
ధిక్కరణ,ಧಿಕ್ಕಾರ
లోటు,ಕೊರತೆ
లోటు బడ్జెట్,ಕೊರತೆ ಬಜೆಟ್
నిర్వచించండి,ವಿವರಿಸು
ధిక్కరించండి,ಧಿಕ್ಕರಿಸು
క్షీణత,ಅವನತಿ
డిగ్రీ,ಪದ
Dejure,ಕೈದಿಸು
ఆలస్యం,ವಿಳಂಬ
ప్రతినిధి,ನಿಯೋಗಿ
అప్పగించిన అధికారం,ನಿಯೋಜಿತ ಅಧಿಕಾರ
ప్రతినిధి బృందం,ನಿಯೋಗ
అధికారాల ప్రతినిధి బృందం,ಅಧಿಕಾರಗಳ ನಿಯೋಗ
తొలగించు,ಅಳಿಸು
తొలగింపు,ಅಳಿಸುವುದು
ఉద్దేశపూర్వకంగా,ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ
చర్చ,ವಿವೇಚನೆ
రుచికరమైన,ಭವ್ಯತೆ
డీలిమిటేషన్,ಗೋಪುರ
బట్వాడా,ತಲುಪಿಸು
డెలివరీ,ವಿತರಣೆ
డిమాండ్,ಬೇಡಿಕೆ
డిమాండ్ గమనిక,ಬೇಡಿಕೆಯ ಟಿಪ್ಪಣಿ
సరిహద్దు,ಗಡಸು
డెమి-అఫీషియల్,ಅರ್ಧಾಧಿಕಾರದ
ప్రజాస్వామ్యం,ಪ್ರಜಾಪ್ರಭುತ್ವ
ప్రదర్శన,ಪ್ರದರ್ಶನ
అవమానం,ನಿಡೂ
డెమరేజ్,ತುತ್ತಾಗಿಸು
తిరస్కరణ,ನಿರಾಕರಣೆ
విలువ కలిగిన,ಪಂಗಡ
డి నోవో,ದಾವೆ
తిరస్కరించండి,ನಿರಾಕರಿಸು
బయలుదేరండి,ಹೊರಟು ಹೋಗು
విభాగం,ವಿಭಾಗ
డిపార్ట్‌మెంటల్,ಇಲಾಖೆಯ
డిపార్ట్‌మెంటల్ చర్య,ಇಲಾಖಾ ಕ್ರಿಯೆ
డిపార్ట్‌మెంటల్ ఎంక్వైరీ,ಇಲಾಖಾ ವಿಚಾರಣೆ
విభాగ దర్యాప్తు,ಇಲಾಖಾ ತನಿಖೆ
డిపార్ట్‌మెంటల్ అవకతవకలు,ಇಲಾಖೆಯ ಅಕ್ರಮ
డిపార్ట్‌మెంటల్ లైబ్రరీ,ವಿಭಾಗೀಯ ಗ್ರಂಥಾಲಯ
విభాగ నిర్లక్ష్యం,ಇಲಾಖಾ ನಿರ್ಲಕ್ಷ್ಯ
విభాగ అనుమతి,ಇಲಾಖೆಯ ಅನುಮತಿ
డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్,ವಿಭಾಗೀಯ ಅರ್ಹತಾ ಪರೀಕ್ಷೆ
నిష్క్రమణ,ನಿರ್ಗಮನ
డిపెండెన్సీ సర్టిఫికేట్,ಅವಲಂಬನೆ ಪ್ರಮಾಣಪತ್ರ
ఆధారపడి ఉంటుంది,ಅವಲಂಬಿತ
ఆధారపడిన పిల్లలు,ಅವಲಂಬಿತ ಮಕ್ಕಳು
మోహరించేందుకు,ನಿಯೋಜಿಸು
డిపోనెంట్,ದೊಡ್ಡ ವ್ಯಕ್ತಿ
బహిష్కరణ,ಗಡೀಪಾರು
డిసెజ్,ಶೋಧಿಸು
డిపాజిట్,ಠೇವಣಿ
డిపో,ಡಿಪೊ
తరుగుదల,ಸವಕಳಿ
అణగారిన తరగతి,ಖಿನ್ನತೆಗೆ ಒಳಗಾದ ವರ್ಗ
కోల్పోతారు,ನೀಚಿಸು
డిప్యుటేషన్,ತತ್ತ್ವ
డిప్యుటేషన్ భత్యం,ಕಪಾಟಿ ಭತ್ಯೆ
డిప్యూటీ,ಉಪ
పునర్నిర్మించబడింది,ಪದದ
విధి యొక్క విడదీయడం,ಕರ್ತವ್ಯದ ಅಪನಗದೀಕರಣ
డెజర్వేషన్,ಸೋಗು
అవమానకరమైన,ಅವಹೇಳನ
అవమానకరమైన,ಅಪಹರಣಕಾರಕ
అవమానకరమైన వ్యాఖ్య,ಅವಹೇಳನಕಾರಿ ಹೇಳಿಕೆ
వారసుడు,ವಾಣಿಜ್ಯ
వివరణ,ವಿವರಣೆ
అర్హమైనది,ಅರ್ಹ
రూపకల్పన,ವಿನ್ಯಾಸ
నియమించండి,ಗೊತ್ತುಮಾಡು
హోదా,ಹುದ್ದೆ
డెస్పాచ్,ರವಾನಿಸು
డెస్పాచ్ నోట్,ರವಾನೆ ಟಿಪ್ಪಣಿ
డెస్పాచ్ రిజిస్టర్,ರವಾನೆ
గమ్యం,ತಲುಪುವ ದಾರಿ
నిరాశ్రయుల,ನಿರ್ದಯವಾಗಿ
వివరాలు,ವಿವರ
వివరంగా,ವಿವರವಾದ
గుర్తించడం,ಪತ್ತೆ ಮಾಡು
నిర్బంధ,ಬಂಧನ
డిటెనూ,ಬಂಧನ
సంకల్పం,ನಿರ್ಣಯ
నిరోధం,ತಡೆಯುವಿಕೆ
హాని,ಹಾನಿ
హానికరం,ಹಾನಿಕಾರಕ
విలువ తగ్గింపు,ಅಪಮೌಲ್ಯೀಕರಣ
వినాశనం,ವಿನಯ
అభివృద్ధి,ಅಭಿವೃದ್ಧಿ
విడదీయండి,ತಿರುಗು
పరికరం,ಸಾಧನ
భక్తి,ಭಕ್ತಿ
రోగ నిర్ధారణ,ರೋಗ ನಿರ್ಣಯಿಸು
రేఖాచిత్రం,ರೇಖಾಚಿತ್ರ
డైరీ,ಡೈರಿ
డిక్టేషన్,ನಿರ್ದೇಶನ
చనిపోతుంది,ಅಲ್ಲ
ఆహారం,ಆಹಾರ
డైజెస్ట్,ಜಿಗಿಲು
గౌరవప్రదమైన,ಘನತೆಯ
గౌరవం,ಘನತೆ
డైగ్రెషన్,ವ್ಯಭಿಚಾರ
డైలేటరీ,ಹಿಗ್ಗಿಸುವ
సందిగ్ధత,ಉಭಯಸಂಕಟ
శ్రద్ధ,ಪರಿಶ್ರಮದ
పరిమాణం,ಆಯಾಮ
డిప్లొమా,ಡಿಪ್ಲೋಮ
దౌత్యం,ರಾಜತಾಂತ್ರಿಕತೆ
దౌత్య రోగనిరోధక శక్తి,ರಾಜತಾಂತ್ರಿಕ ವಿನಾಯಿತಿ
డైరెక్ట్,ನೇರ
ప్రత్యక్ష పోటీ,ನೇರ ಸ್ಪರ್ಧೆ
ప్రత్యక్ష ఇంటర్వ్యూ,ನೇರ ಸಂದರ್ಶನ
దిశ,ನಾಜೂಕಾದ
డైరెక్టరీ,ನಿರ್ದೇಶಕ
ప్రత్యక్ష నియామకం,ನೇರ ನೇಮಕಾತಿ
అనుమతించవద్దు,ತಪ್ಪಿಸು
వైకల్యం,ಅಂಗವೇಕ್ಷಣೀಯ
వికలాంగుడు,ಅಂಗವಿಕಲ
డిసేబుల్మెంట్ ప్రయోజనం,ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವ ಲಾಭ
ప్రతికూలత,ಅನನುಕೂಲ
అంగీకరించలేదు,ಒಪ್ಪಿಸು
అనుమతించబడలేదు,ಅಂಗೀಕರಿಸದ
నిరాకరణ,ಅಸಮ್ಮತಿ
విపత్తు,ದುರಂತದ
విపత్తూ నిర్వహణ,ವಿಪತ್ತು ನಿರ್ವಹಣೆ
రద్దు,ವಿಸರ್ಜಿಸು
పంపిణీ,ವಿತರಣೆ
విస్మరించండి,ತರಿಸು
ఉత్సర్గ,ವಿಸರ್ಜನೆ
ఉత్సర్గ స్లిప్,ವಿಸರ್ಜನೆ
క్రమశిక్షణా చర్య,ಶಿಸ್ತು ಕ್ರಮ
క్రమశిక్షణా విధానం,ಶಿಸ್ತು ವಿಧಾನ
క్రమశిక్షణ,ಶಿಸ್ತು
నిరాకరణ,ತಪ್ಪೊಪ್ಪಿಕೊಂಡಿರುವುದನ್ನು ತಪ್ಪಿಸಿಕೊ
బహిర్గతం,ಪ್ರಕಟಿಸು
అసంతృప్తి,ಅಸಮಾಧಾನ
నిలిపివేత,ನಿಲ್ಲಿಸುವಿಕೆ
నిలిపివేయండి,ನಿಲ್ಲಿಸು
అసమ్మతి,ಅಸಮಾಧಾನ
డిస్కౌంట్,ರಿಯಾಯಿತಿ
కనుగొనండి,ಪತ್ತೆ
అపఖ్యాతి,ಅಪಖ್ಯಾತಿ
వ్యత్యాసం,ವ್ಯತ್ಯಾಸ
అభీష్టానుసారం,ವಿವೇಚನೆ
విచక్షణ మంజూరు,ವಿವೇಚನಾ ಅನುದಾನ
విచక్షణ శక్తి,ವಿವೇಚನೆ ಶಕ್ತಿ
వివక్ష,ತಾರತಮ್ಯ
చర్చ,ಚರ್ಚೆ
నిజాయితీ,ವಂಚಕ
అవమానం,ಅವಮರ್ಯಾದೆ
విచ్ఛిన్నం,ವಿಘಟನೆ
డిస్క్,ಕೊರೆ
తొలగుట,ಸ್ಥಳಾಂತರಿಸುವುದು
నమ్మకద్రోహం,ವಿಶ್ವಾಸದ್ರೋಹದ
రద్దుచేసే,ವಜಾಮಾಡಿಸು
తొలగింపు,ವಜಾಮಾಡುವುದು
తొలగింపు విధానం,ವಜಾಮಾಡುವ ವಿಧಾನ
అవిధేయత,ಸೇರಿಸು
రుగ్మత,ಅಣಿಕೆ
అస్తవ్యస్తత,ಅಸ್ವಸ್ಥಗೊಳಿಸು
అసమానత,ಅಸಮಾನತೆಗೆ
డిస్పాచ్ విభాగం,ರವಾನೆ ವಿಭಾಗ
పంపిణీ చేయదగినది,ವಿಲೇವಾರಿ ಮಾಡಬಹುದಾದ
చెదరగొట్టండి,ಹರಡು
స్థానభ్రంశం,ಸ್ಥಳಾಂತರಗೊಂಡ
ప్రదర్శన,ಪ್ರದರ್ಶನ
అసంతృప్తి,ಅಸಮಾಧಾನ
పారవేయడం,ವಿಲೇವಾರಿ
పారవేసేందుకు,ವಿಲೇವಾರಿ
స్థానభ్రంశం,ಇನಚಾತುರ್ಯ
తొలగింపు,ಹೊರಹೊಮ್ಮಿಸು
వివాదం,ವಿವಾದಿಸು
అనర్హత,ಅನರ್ಹತೆ
విస్మరించండి,ಕಡೆಗಣಿಸು
అంతరాయం,ಅಡ್ಡಿ
అసంతృప్తి,ಅಸಮಾಧಾನ
అసమ్మతి,ಭಿನ್ನಾಭಿಪ್ರಾಯ
అపచారం,ಅಪಚಾರ ಮಾಡು
డిసోసియేట్,ವಿಘಟಿಸು
రద్దు,ವಿಸರ್ಜನೆ
కరిగించండి,ವಿಸರ್ಜಿಸು
దూరవిద్య,ದೂರ ಶಿಕ್ಷಣ
