Marathi,Tamil
असंबद्ध सिग्नल,பொருத்தமற்ற சமிக்ஞை
असंबद्ध चर्चा,பொருத்தமற்ற பேச்சு
क्रिप्टोग्राफी,குறியாக்கவியல்
"1. क्रिप्टोग्राफी, 2. क्रिप्टोग्राफी, 3. क्रिप्टोग्राफी","1. மறைநூல், 2. மறைநூல், 3. மறைநூல்"
चलन चिन्ह,நாணய சின்னம்
वर्तमान निर्देशिका,தற்போதைய அடைவு
वर्तमान विंडो,தற்போதைய சாளரம்
कर्सर,கர்சர்
वक्र,வளைவு
"1. कट आणि पेस्ट, 2. कट आणि पेस्ट","1. கட் அண்ட் பேஸ்ட், 2. கட் அண்ட் பேஸ்ட்"
कातरणे पद्धत,வெட்டுதல் முறை
सायबर,சைபர்
सायबर कॅफे,கணணி மையம்
सायबर रोख,இணைய பணம்
सायबर गुन्हे,சைபர்
सायबर डॅलेक्स,சைபர் டேலெக்ஸ்
सायबर कायदा,இணைய சட்டம்
सायबर सेक्स,இணைய செக்ஸ்
"1. सायबर सायन्स, 2. सायबरनेटिक्स","1. சைபர் சயின்ஸ், 2. சைபர்நெடிக்ஸ்"
"1.सायबरायझेशन, 2. सायबरीकरण","1.சைபரைசேஷன், 2. இணையமயமாக்கல்"
सायकल,மிதிவண்டி
"1.चक्र स्मृती, 2.चक्र स्मृती","1.சக்ரா நினைவகம், 2.சக்கர நினைவகம்"
सायकल नुकसान,சுழற்சி இழப்பு
सायकल वेळ,சுழற்சி நேரம்
चक्रीय,சுழற்சி
डिमन,டீமான்
डेझी चक्र,டெய்சி வட்டம்
डेटा प्रशासक,தரவு நிர்வாகி
डेटा वाटप,தரவு ஒதுக்கீடு
"1.डेटा फील्ड, 2.डेटा फील्ड","1.தரவு புலம், 2.தரவு புலம்"
"1.डेटा अॅरे, 2. डेटा अॅरे","1.தரவு வரிசை, 2. தரவு வரிசை"
"1.डेटा-बेस, 2.डेटाबेस","1.தரவுத்தளம், 2.தரவுத்தளம்"
डेटा विखंडन,தரவு துண்டு துண்டாக
"1. डेटा बस, 2. डेटा बस","1. டேட்டா பஸ், 2. டேட்டா பஸ்"
"1.डेटा वाहक, 2.डेटा वाहक","1.டேட்டா கேரியர், 2.டேட்டா கேரியர்"
डेटा सेल,தரவு செல்
"1.डेटा प्रणाली, 2.डेटा चॅनेल","1.டேட்டா சிஸ்டம், 2.டேட்டா சேனல்"
डेटा संप्रेषण,தரவு தொடர்பு
"1.डेटा कॉम्प्रेशन, 2.डेटा कॉम्प्रेशन","1.தரவு சுருக்கம், 2.தரவு சுருக்கம்"
डेटा फील्ड,தரவு புலம்
डेटा फाइल,தரவு கோப்பு
"1. डेटा प्रवाह, 2. डेटा प्रवाह","1. தரவு ஓட்டம், 2. தரவு ஓட்டம்"
"1.डेटा फ्लोचार्ट, 2.चार्ट","1.தரவு ஃப்ளோசார்ட், 2. விளக்கப்படம்"
डेटा पदानुक्रम,தரவு படிநிலை
डेटा पातळी,தரவு நிலை
"1.डेटा संकलन, 2.डेटा लायब्ररी","1.தரவு சேகரிப்பு, 2.தரவு நூலகம்"
डेटा लिंक स्तर,தரவு இணைப்பு அடுக்கு
डेटा लिंक लेयर (DLL),தரவு இணைப்பு அடுக்கு (DLL)
"1.डेटा व्यवस्थापन, 2.डेटा व्यवस्थापन","1.தரவு மேலாண்மை, 2.தரவு மேலாண்மை"
"1.डेटा गणना, 2.डेटा गणना","1.தரவு கணக்கீடு, 2.தரவு கணக்கீடு"
डेटा प्रोसेसिंग भाषा (DML),தரவு செயலாக்க மொழி (DML)
डेटा मोडेम डेटा मोडेम,தரவு மோடம் தரவு மோடம்
"1.डेटा मॉडिफिकेशन, 2.डेटा मॉडिफिकेशन","1.தரவு மாற்றம், 2.தரவு மாற்றம்"
"1.डेटा नेटवर्क, 2.डेटा नेटवर्क","1.டேட்டா நெட்வொர்க், 2.டேட்டா நெட்வொர்க்"
"1.डेटा ऑपरेशन, 2.डेटा ऑपरेशन","1.டேட்டா ஆபரேஷன், 2.டேட்டா ஆபரேஷன்"
"1.डेटा संस्था, 2. डेटा संस्था","1. தரவு நிறுவனங்கள், 2. தரவு அமைப்பு"
"1. डेटा आउटपुट, 2. डेटा आउटपुट","1. தரவு வெளியீடு, 2. தரவு வெளியீடு"
"1.डेटा पथ, 2.डेटा पथ","1.தரவு பாதை, 2.தரவு பாதை"
"1. डेटा तयार करणे, 2. डेटा तयार करणे","1.தரவு தயாரித்தல், 2. தரவு தயாரித்தல்"
"1.डेटा गोपनीयता, 2.डेटा गोपनीयता","1.தரவு தனியுரிமை, 2.தரவு தனியுரிமை"
"1. डेटा प्रोसेसर, 2. डेटा प्रोसेसर","1. தரவுச் செயலி, 2. தரவுச் செயலி"
"1.डेटा संरक्षण, 2.डेटा संरक्षण","1.தரவு பாதுகாப்பு, 2.தரவு பாதுகாப்பு"
"1. डेटा रेकॉर्ड, 2. डेटा रेकॉर्ड","1. தரவு பதிவு, 2. தரவு பதிவு"
"1. डेटा पुनर्प्राप्ती, 2. डेटा पुनर्प्राप्ती","1. தரவு மீட்டெடுப்பு, 2. தரவு மீட்டெடுப்பு"
"1. डेटा रूटीन, 2. डेटा रूटीन","1. தரவு வழக்கம், 2. தரவு வழக்கம்"
"1.डेटा सुरक्षा, 2.डेटा सुरक्षा","1.தரவு பாதுகாப்பு, 2.தரவு பாதுகாப்பு"
"१.डेटा संच, २. डेटा सेट","1.தரவு தொகுப்பு, 2. தரவு தொகுப்பு"
"1.डेटा सिग्नल, 2.डेटा सिग्नल","1.தரவு சமிக்ஞை, 2.தரவு சமிக்ஞை"
"1. डेटा ऍक्सेस, 2. डेटा ऍक्सेस","1. தரவு அணுகல், 2. தரவு அணுகல்"
"1.डेटा स्रोत, 2.डेटा स्रोत","1.தரவு ஆதாரம், 2.தரவு ஆதாரம்"
"1.डेटा तपशील, 2. डेटा तपशील","1.தரவு விவரக்குறிப்பு, 2. தரவு விவரக்குறிப்பு"
"1.डेटा सेंटर, 2.डेटा सेंटर","1.தரவு மையம், 2.தரவு மையம்"
"1. डेटा स्टोरेज, 2. डेटा स्टोरेज","1. தரவு சேமிப்பு, 2. தரவு சேமிப்பு"
डेटा स्टोरेज संरचना,தரவு சேமிப்பு அமைப்பு
"1. डेटा स्ट्रक्चर, 2. डेटा स्ट्रक्चर","1. தரவுக் கட்டமைப்பு, 2. தரவுக் கட்டமைப்பு"
"1.डेटा स्विच, 2.डेटा स्विच","1.டேட்டா ஸ்விட்ச், 2.டேட்டா ஸ்விட்ச்"
"1.डेटा टेबल, 2.डेटा टेबल","1.தரவு அட்டவணை, 2.தரவு அட்டவணை"
"1.डेटा एंड, 2. डेटा समाप्त","1.தரவு முடிவு, 2. தரவு முடிவு"
"1. डेटा ट्रान्सक्रिप्शन, 2. डेटा ट्रान्सक्रिप्शन","1. டேட்டா டிரான்ஸ்கிரிப்ஷன், 2. டேட்டா டிரான்ஸ்கிரிப்ஷன்"
"1.डेटा ट्रान्सफर, 2. डेटा ट्रान्सफर","1.தரவு பரிமாற்றம், 2. தரவு பரிமாற்ற"
"1. डेटा ट्रान्समिशन, 2. डेटा ट्रान्समिशन","1. தரவு பரிமாற்றம், 2. தரவு பரிமாற்றம்"
"1. डेटा ट्रान्समिशन सिस्टम, 2. डेटा ट्रान्समिशन सिस्टम","1.டேட்டா டிரான்ஸ்மிஷன் சிஸ்டம், 2.டேட்டா டிரான்ஸ்மிஷன் சிஸ்டம்"
"1. डेटा फॉरमॅट, 2. डेटा फॉरमॅट","1. தரவு வடிவம், 2. தரவு வடிவம்"
"1. डेटा युनिट, 2. डेटा युनिट","1. தரவு அலகு, 2. தரவு அலகு"
"1.डेटा प्रमाणीकरण, 2.डेटा प्रमाणीकरण","1.தரவு சரிபார்ப்பு, 2.தரவு சரிபார்ப்பு"
डेटाबेस,தரவுத்தளம்
डेटाबेस प्रशासन,தரவுத்தள நிர்வாகம்
डेटाबेस डिझाइन,தரவுத்தள வடிவமைப்பு
डेटाबेस व्यवस्थापन प्रणाली,தரவுத்தள மேலாண்மை அமைப்பு
"1.डेटाग्रेव्ह, 2.डेटाग्रेव्ह","1.டேட்டாகிரேவ், 2.டேட்டாகிரேவ்"
"1. डेटाम, 2. डेटा","1. தரவு, 2. தரவு"
"1.निष्क्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र","1.செயலற்ற மண்டலம், 2.செயலற்ற மண்டலம்"
गतिरोध,முட்டுக்கட்டை
गतिरोध प्रतिबंध,முட்டுக்கட்டை தடுப்பு
दोष क्लिअरन्स,குறைபாடு நீக்கம்
"1. जजमेंट सेल, 2. जजमेंट बॉक्स","1. தீர்ப்பு செல், 2. தீர்ப்பு பெட்டி"
निर्णयप्रक्रिया,முடிவெடுக்கும் செயல்முறை
निर्णय समर्थन प्रणाली,முடிவு ஆதரவு அமைப்பு
निर्णयाचे झाड,முடிவு மரம்
"1. डीकोडर, 2. डीकोडर","1. குறிவிலக்கி, 2. குறிவிலக்கி"
विघटन तत्त्व,கலைப்பு கொள்கை
डीकोडिंग,டிகோடிங்
समर्पित प्रणाली,அர்ப்பணிக்கப்பட்ட அமைப்பு
समर्पित प्रेस,அர்ப்பணிக்கப்பட்ட பத்திரிகை
लसीकरण डेटा नेटवर्क (DDN),நோய்த்தடுப்பு தரவு நெட்வொர்க் (DDN)
लसीकरण माहिती प्रणाली,நோய்த்தடுப்பு தகவல் அமைப்பு
एकीकरण,ஒருங்கிணைப்பு
विलंब,தாமதம்
विलंब काउंटर,தாமத கவுண்டர்
विलंब वेळ,தாமத நேரம்
"1.हटवा, 2.हटवा","1.நீக்கு, 2.நீக்கு"
हटवणे रेकॉर्ड,நீக்குதல் பதிவு
परिसीमक,பிரிப்பான்
डेल्टा मॉड्युलेशन,டெல்டா பண்பேற்றம்
मागणी पृष्ठ,கோரிக்கை பக்கம்
कामगिरी,செயல்திறன்
demodulation,டிமாடுலேஷன்
V- मल्टीप्लेक्सर,வி-மல்டிபிளெக்சர்
विकृतीकरण,இயல்புநிலைப்படுத்தல்
"1. घनता, 2. घनता","1. அடர்த்தி, 2. அடர்த்தி"
"1. अवलंबित्व, 2. अवलंबित्व","1. சார்பு, 2. சார்பு"
अवलंबून युनिट,சார்பு அலகு
रांग,வரிசை
"1. dereference, 2. dereference","1. dereference, 2. dereference"
व्युत्पन्न झाड,பெறப்பட்ட மரம்
व्युत्पन्न फील्ड,பெறப்பட்ட புலம்
उतरत्या क्रमवारी,இறங்கு வகை
डिझाइन,வடிவமைப்பு
डेस्क कॅल्क्युलेटर,மேசை கால்குலேட்டர்
डेस्कटॉप संगणक,டெஸ்க்டாப் கணினிகள்
डेस्कटॉप सादरीकरण,டெஸ்க்டாப் விளக்கக்காட்சி
डेस्कटॉप प्रकाशन,டெஸ்க்டாப் வெளியீடு
डेस्कटॉप व्हिडिओ,டெஸ்க்டாப் வீடியோ
गंतव्य पत्ता,இலக்கு முகவரி
"1. विनाशक, 2. विनाशक","1. அழிப்பவர், 2. அழிப்பவர்"
निर्धारक ऑटोमेटा,தீர்மானிக்கும் தானியங்கு
विकसक,டெவலப்பர்
विकास प्रणाली,வளர்ச்சி அமைப்பு
साधन,சாதனம்
डिव्हाइस नियंत्रण युनिट,சாதன கட்டுப்பாட்டு அலகு
डिव्हाइस नियंत्रक,சாதனம் கட்டுப்படுத்தி
डिव्हाइस व्यवस्थापन,சாதன மேலாண்மை
डिव्हाइस मोड,சாதன முறை
निदान,நோய் கண்டறிதல்
निदान प्रणाली,கண்டறியும் அமைப்பு
"1. निदान, 2. निदान","1. கண்டறிதல், 2. கண்டறிதல்"
आकृती,வரைபடம்
डायल,டயல்
डायल लाइन,டயல் வரி
डायल टोन,டயல் தொனி
डायल करा,அழைக்கவும்
"1. संवाद, 2. संभाषण","1. உரையாடல், 2. உரையாடல்"
संभाषण कक्ष,உரையாடல் அறை
डायलअप मॉडेम,டயல்அப் மோடம்
विमा,காப்பீடு
शब्दकोश,அகராதி
"1. भिन्नता, 2. भिन्नता","1. வேறுபாடு, 2. வேறுபாடு"
संख्यात्मक,எண்ணியல்
डिजिटल प्रणाली,டிஜிட்டல் அமைப்பு
डिजिटल सर्किट,டிஜிட்டல் சுற்று
डिजिटल संगणक,டிஜிட்டல் கணினி
"1.डिजिटल डेटा, 2.डिजिटल डेटा","1.டிஜிட்டல் டேட்டா, 2.டிஜிட்டல் டேட்டா"
डिजिटल सुविधा,டிஜிட்டல் வசதி
डिजिटल फिल्टर,டிஜிட்டல் வடிகட்டி
डिजिटल लायब्ररी,டிஜிட்டல் நூலகம்
डिजिटल मॉड्यूलेशन,டிஜிட்டல் பண்பேற்றம்
"1. डिजिटल डिस्प्ले, 2. डिजिटल मॉनिटर","1. டிஜிட்டல் டிஸ்ப்ளே, 2. டிஜிட்டல் மானிட்டர்"
डिजिटल प्रतिमा,டிஜிட்டல் படம்
"1. डिजिटल स्वाक्षरी, 2. डिजिटल स्वाक्षरी","1. டிஜிட்டல் கையொப்பம், 2. டிஜிட்டல் கையொப்பம்"
डिजिटल स्विच,டிஜிட்டல் சுவிட்ச்
डिजिटल अॅनालॉग कनवर्टर,டிஜிட்டல் அனலாக் மாற்றி
डिजिटायझेशन,டிஜிட்டல் மயமாக்கல்
डिजिटायझेशन,டிஜிட்டல் மயமாக்கல்
डिजिटायझर,இலக்கமாக்கி
डायोड,டையோடு
प्रथमदर्शनी,முதன்மையான தோற்றம்
थेट पत्ता,நேரடி முகவரி
थेट रूपांतरण,நேரடி மாற்றம்
थेट जोडणी,நேரடி இணைப்பு
"1. डायरेक्ट मेमरी ऍक्सेस, 2. डायरेक्ट मेमरी ऍक्सेस (DMA)","1. நேரடி நினைவக அணுகல், 2. நேரடி நினைவக அணுகல் (DMA)"
डायरेक्ट मेमरी ऍक्सेस (DMA),நேரடி நினைவக அணுகல் (DMA)
थेट पद्धत,நேரடி முறை
दिशानिर्देश,திசைகள்
निर्देशिका,அடைவு
"1. निर्देशिका सर्व्हर, 2. निर्देशिका सर्व्हर","1. அடைவு சேவையகம், 2. அடைவு சேவையகம்"
निर्देशिका सेवा,அடைவு சேவை
अक्षम,முடியவில்லை
सिग्नल अक्षम करणे,சமிக்ஞையை முடக்குகிறது
"1. डिस्कनेक्शन, 2. डिस्कनेक्शन","1. துண்டித்தல், 2. துண்டித்தல்"
"1. स्वतंत्र, 2. स्वतंत्र","1. தனித்தனி, 2. தனித்தனி"
"1. डिस्क, 2. डिस्क","1. வட்டு, 2. வட்டு"
"1. डिस्क पत्ता, 2. डिस्क पत्ता","1. வட்டு முகவரி, 2. வட்டு முகவரி"
"1. डिस्क अॅरे, 2. डिस्क अॅरे","1. வட்டு வரிசை, 2. வட்டு வரிசை"
"1. डिस्क क्षमता, 2. डिस्क क्षमता","1. வட்டு திறன், 2. வட்டு திறன்"
"1. डिस्क ड्रायव्हर, 2. डिस्क ड्राइव्ह","1. வட்டு இயக்கி, 2. வட்டு இயக்கி"
डिस्क फाइल,வட்டு கோப்பு
"1. डिस्क मेमरी, 2. डिस्क मेमरी, 3. डिस्क मेमरी, 4. डिस्क मेमरी","1. வட்டு நினைவகம், 2. வட்டு நினைவகம், 3. வட்டு நினைவகம், 4. வட்டு நினைவகம்"
डिस्क ऑपरेटिंग सिस्टम (DoS),வட்டு இயக்க முறைமை (DoS)
डिस्क पॅकेज,வட்டு தொகுப்பு
"1.चक्रिका सर्व्हर, 2.डिस्क सर्व्हर","1.சக்ரிகா சர்வர், 2.டிஸ்க் சர்வர்"
"1. डिस्क स्टोरेज, 2. डिस्क स्टोरेज","1. வட்டு சேமிப்பு, 2. வட்டு சேமிப்பு"
डिस्केट,வட்டு
फाइल प्रदर्शित करा,காட்சி கோப்பு
प्रतिमा प्रदर्शित करा,காட்சி படத்தை
विल्हेवाट,அகற்றல்
अंतर,தூரம்
अंतर कार्य,தூர செயல்பாடு
विकृती,திரித்தல்
वितरित,வழங்கப்பட்டது
वितरित डेटा,விநியோகிக்கப்பட்ட தரவு
वितरित सर्व्हर,விநியோகிக்கப்பட்ட சேவையகம்
"1.वितरित प्रणाली, 2.वितरित प्रणाली","1. விநியோகிக்கப்பட்ட அமைப்பு, 2. விநியோகிக்கப்பட்ட அமைப்பு"
वितरक,விநியோகஸ்தர்
दस्तऐवज,ஆவணம்
दस्तऐवज मान्यताप्राप्त,அங்கீகாரம் பெற்ற ஆவணம்
"1. दस्तऐवज विंडो, 2. दस्तऐवज विंडो","1. ஆவண சாளரம், 2. ஆவண சாளரம்"
दस्तऐवजीकरण,ஆவணங்கள்
"डोमेन, डोमेन","களம், களம்"
डोमेनचे नाव,டொமைன் பெயர்
"1. डॉट मॅट्रिक्स प्रिंटर, 2. डॉट मॅट्रिक्स प्रिंटर","1. டாட் மேட்ரிக்ஸ் பிரிண்டர், 2. டாட் மேட்ரிக்ஸ் பிரிண்டர்"
"खाली, खाली","கீழ், கீழே"
"1.अवलिंक, 2.स्क्वेअर","1.அவலின்க், 2.சதுரம்"
डाउनलोड करा,பதிவிறக்க Tamil
डाउनलोड वेळ,பதிவிறக்க நேரம்
कर्षण,இழுவை
DRAM (डायनॅमिक रॅम),DRAM (டைனமிக் ரேம்)
प्रवाह,ஓட்டம்
चालक,இயக்கி
पाने,இலைகள்
ड्रॉप लिस्ट बॉक्स,டிராப் பட்டியல் பெட்டி
ड्रम ड्राइव्ह,டிரம் டிரைவ்
"1.ड्रम प्रिंटर, 2.ड्रम प्रिंटर","1.டிரம் பிரிண்டர், 2.டிரம் பிரிண்டர்"
"1. इम युनिट, 2. ड्रम युनिट","1. இம் யூனிட், 2. டிரம் யூனிட்"
"1. द्वैत, 2. द्वि","1. இருமை, 2. இரு"
दुहेरी घनता,இரட்டை அடர்த்தி
"1. मूक पत्ता, 2. बनावट पत्ता","1. அமைதியான முகவரி, 2. போலி முகவரி"
डंप,திணிப்பு
डुप्लेक्स सर्किट,இரட்டை சுற்று
कायदेशीरकरण,சட்டப்பூர்வமாக்குதல்
की की,முக்கிய திறவுகோல்
"1.D V D R./W, 2. डीव्हीडी वाचन, 3. लेखन","1.டி வி டி ஆர்./டபிள்யூ, 2. டிவிடி படித்தல், 3. எழுதுதல்"
डीव्हीडी रॉम,டிவிடி ரோம்
डायनॅमिक सूचना,மாறும் அறிவுறுத்தல்
"1.डायनॅमिक मेमरी, 2.डायनॅमिक मेमरी","1.டைனமிக் மெமரி, 2.டைனமிக் மெமரி"
"1. डायनॅमिक्स, 2. डायनॅमिक्स","1. இயக்கவியல், 2. இயக்கவியல்"
E B C D I C,ஈ பி சி டி ஐ சி
ई-व्यवसाय,மின் வணிகம்
प्रतिध्वनी,எதிரொலி
"1.ई-कॉमर्स, 2.ई-कॉमर्स","1.இ-காமர்ஸ், 2.இ-காமர்ஸ்"
संपादन,திருத்துதல்
संपादक,ஆசிரியர்
शैक्षणिक तंत्रज्ञान,கல்வி தொழில்நுட்பம்
e e p rom,e e p rom
"1. अर्थपूर्ण पत्ता, 2. प्रभावी पत्ता","1. அர்த்தமுள்ள முகவரி, 2. பயனுள்ள முகவரி"
अर्थपूर्ण ऑपरेंड पत्ता,அர்த்தமுள்ள செயல்பாட்டு முகவரி
प्रभावी कृती,பயனுள்ள நடவடிக்கை
प्रभावी UID,பயனுள்ள UID
प्रभावी ट्रांसमिशन ऑपरेशन,பயனுள்ள பரிமாற்ற செயல்பாடு
ऑक्टल बाइट,ஆக்டல் பைட்
"इलेक्ट्रॉनिक शिक्षण, ई-लर्निंग","மின்னணு கற்றல், மின் கற்றல்"
निवडणूक अल्गोरिदम,தேர்தல் அல்காரிதம்
इलेक्ट्रॉनिक मेल सेवा (ई-मेल),மின்னணு அஞ்சல் சேவை (மின்னஞ்சல்)
"1.इलेक्ट्रॉनिक प्रिंटिंग, 2.इलेक्ट्रॉनिक प्रिंटर","1.எலக்ட்ரானிக் பிரிண்டிங், 2.எலக்ட்ரானிக் பிரிண்டர்"
इलेक्ट्रिकल अकाउंटिंग मशीन,மின் கணக்கியல் இயந்திரம்
इलेक्ट्रॉनिक्स,மின்னணுவியல்
इलेक्ट्रॉनिक एक्झॉस्ट सिस्टम (ECS),மின்னணு வெளியேற்ற அமைப்பு (ECS)
इलेक्ट्रॉनिक डेटा एक्सचेंज (EDI),மின்னணு தரவு பரிமாற்றம் (EDI)
इलेक्ट्रॉनिक डेटा प्रोसेसिंग,மின்னணு தரவு செயலாக்கம்
इलेक्ट्रॉनिक ब्रोशर,மின்னணு சிற்றேடு
इलेक्ट्रॉनिक निधी हस्तांतरण यंत्रणा (EFTS),மின்னணு நிதி பரிமாற்ற வழிமுறை (EFTS)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रॉनिक जर्नल","1.எலக்ட்ரானிக் ஜர்னல், 2.எலக்ட்ரானிக் ஜர்னல்"
इलेक्ट्रॉनिक प्रकाशन,மின்னணு வெளியீடு
इलेक्ट्रॉनिक स्विच,மின்னணு சுவிட்ச்
"घटक, घटक","உறுப்பு, உறுப்பு"
ई-मेल,மின்னஞ்சல்
"1. ई-मेल पत्ता, 2. इलेक्ट्रॉनिक मेलिंग पत्ता","1. மின்னஞ்சல் முகவரி, 2. மின்னணு அஞ்சல் முகவரி"
एम्बेडेड प्रणाली,உட்பொதிக்கப்பட்ட அமைப்பு
एम्बेडिंग,உட்பொதித்தல்
एमिटर कपल्ड लॉजिक (ECL),உமிழ்ப்பான் இணைந்த தர்க்கம் (ECL)
मोकळी जागा,காலியான இடம்
"1. कोरी साखळी, 2. कोरी साखळी","1. வெற்று சங்கிலி, 2. வெற்று சங்கிலி"
यांत्रिकीकरण,இயந்திரமயமாக்கல்
"1.कॅप्सुलेशन, 2.कॅप्सुलेशन","1.கேப்சுலேஷன், 2.கேப்சுலேஷன்"
डिकोडर,குறிவிலக்கி
एन्कोडिंग,குறியாக்கம்
"1. एन्कोडर, 2. कोडॅक","1. குறியாக்கி, 2. கோடாக்"
लपलेला डेटा,மறைக்கப்பட்ட தரவு
लपलेली फाइल सिस्टम,மறைக்கப்பட்ட கோப்பு முறைமை
"1. एन्क्रिप्शन, 2. कोडिंग, 3. एन्कोडिंग","1. என்க்ரிப்ஷன், 2. கோடிங், 3. என்கோடிங்"
ब्लॉक एंड,தொகுதி முடிவு
फाइल-एंड,கோப்பு-முடிவு
वापरकर्ता,பயனர்
प्रविष्ट करा,நுழைய
एंट्री की,நுழைவு விசை
"१.उद्यम सरवर, २.उद्यम सेवक","1. உத்யம் சர்வர், 2. உத்யம் சேவக்"
एंटरप्राइझ प्रणाली,நிறுவன அமைப்பு
शक्ती,சக்தி
शक्ती आत्मीयता,சக்தி தொடர்பு
प्रवेश वेळ,நுழைவு நேரம்
इनपुट व्हेरिएबल,உள்ளீடு மாறி
मोजण्यायोग्य,எண்ணத்தக்க
वातावरण,சூழல்
"1.युग, 2. युग, 3. सूचना क्षण","1. சகாப்தம், 2. சகாப்தம், 3. அறிவுறுத்தல் தருணம்"
EPRAM (फायनान्स प्रोग्राम करण्यायोग्य वाचनीय मेमरी),EPRAM (நிதி நிரல்படுத்தக்கூடிய படிக்க-மட்டும் நினைவகம்)
एप्सिलॉन कन्व्हेक्टर,epsilon constrictor
तुल्यकारक,சமநிலைப்படுத்தி
उपकरणे,உபகரணங்கள்
समतुल्य वर्ग,சமநிலை வகுப்பு
समतुल्य संबंध,சமமான உறவு
"1. विलोपन, 2. निर्मूलन","1. அழிவு, 2. ஒழிப்பு"
त्रुटी सुधारणे कोड,பிழை திருத்தம் குறியீடு
त्रुटी सुधारणे,பிழை திருத்தம்
त्रुटी शोधणे,பிழை கண்டறிதல்
त्रुटी हाताळणी,பிழை கையாளுதல்
त्रुटी संदेश,பிழை செய்தி
त्रुटी दर,பிழை விகிதம்
त्रुटी पुनर्प्राप्ती,பிழை மீட்பு
त्रुटी नाव,பிழை பெயர்
सुटका प्रतीक,தப்பிக்கும் சின்னம்
इथरनेट,ஈதர்நெட்
कार्यक्रम,நிகழ்வு
कार्यक्रम साखळी,நிகழ்வு சங்கிலி
घटना नियंत्रण,நிகழ்வு கட்டுப்பாடு
कार्यक्रम काउंटर,நிகழ்வு கவுண்டர்
अपवाद हाताळणी,விதிவிலக்கு கையாளுதல்
एक्सचेंज डिस्क स्टोरेज,பரிமாற்ற வட்டு சேமிப்பு
बहिष्कार,விலக்குதல்
अनन्य आणि (x किंवा),பிரத்தியேக மற்றும் (x அல்லது)
एक्झिक्युटेबल प्रोग्राम,இயங்கக்கூடிய நிரல்
अंमलबजावणी विधान,மரணதண்டனை அறிக்கை
निवडक शोध,தேர்ந்தெடுக்கப்பட்ட தேடல்
विद्यमान,இருக்கும்
समस्या,பிரச்சினை
तज्ञ प्रणाली,நிபுணர் அமைப்பு
"1. अभिव्यक्ती, 2. अभिव्यक्ती","1. வெளிப்பாடு, 2. வெளிப்பாடு"
विस्तारित ग्राफिकल मॅट्रिक्स (x g a),விரிவாக்கப்பட்ட வரைகலை அணி (x g a)
विस्तारित औद्योगिक मानके (EIS),விரிவாக்கப்பட்ட தொழில்துறை தரநிலைகள் (EIS)
ओव्हरलोड मशीन,அதிக சுமை கொண்ட இயந்திரம்
विस्तारित मेमरी,நீட்டிக்கப்பட்ட நினைவகம்
"1. विस्तारित अचूकता, 2. विस्तारित अचूकता","1. விரிவாக்கப்பட்ட துல்லியம், 2. விரிவாக்கப்பட்ட துல்லியம்"
"1.विस्तारित वर्गीकरण, 2.विस्तारित पृथक्करण","1. விரிவாக்கப்பட்ட வரிசையாக்கம், 2. விரிவாக்கப்பட்ட பிரித்தல்"
कॉल करा,கூப்பிடு
बाह्य त्रुटी,வெளிப்புற பிழை
बाह्य कार्य,வெளிப்புற செயல்பாடு
बाह्य व्यत्यय,வெளிப்புற குறுக்கீடு
"1.बाह्य मेमरी, 2.बाह्य मेमरी","1.புற நினைவகம், 2.புற நினைவகம்"
बाह्य मेमरी,வெளிப்புற நினைவகம்
बाह्य मोडेम,வெளிப்புற மோடம்
बाह्य संदर्भ,வெளிப்புற குறிப்பு
बाह्य शोध,வெளிப்புற தேடல்
बाह्य स्टोरेज डिव्हाइस,வெளிப்புற சேமிப்பக சாதனம்
काढणे,பிரித்தெடுத்தல்
एक्सट्रापोलेशन,எக்ஸ்ட்ராபோலேஷன்
पॅनेल वर्ण प्रिंटर,பேனல் எழுத்து அச்சுப்பொறி
अयशस्वी-सुरक्षा ऑपरेशन,தோல்வி-பாதுகாப்பு செயல்பாடு
अपयशाचा दर,தோல்வி விகிதம்
अयशस्वी डिस्चार्ज,தோல்வி வெளியேற்றம்
खोटा कोड,தவறான குறியீடு
खोटी चूक,தவறான பிழை
"1.गुंतवणूक, 2.गुंतवणुकीचे गुण","1.முதலீடு, 2.முதலீட்டு புள்ளிகள்"
"1. अंक, 2. अंक क्रमांक","1. வெளியீடு, 2. வெளியீடு எண்"
"1. प्रतिकृती I/O डिव्हाइस, 2. प्रतिकृती इनपुट डिव्हाइस/आउटपुट","1. பிரதி I/O சாதனம், 2. பிரதி உள்ளீட்டு சாதனம்/வெளியீடு"
जलद फोरियर हस्तांतरण,விரைவான நான்கு பரிமாற்றம்
गंभीर त्रुटी,கொடிய பிழை
दोष शोधणे,தவறு கண்டறிதல்
दोष निदान,தவறு கண்டறிதல்
चुकीची सहनशीलता,தவறு சகிப்புத்தன்மை
फॅक्स,தொலைநகல்
फॅक्स संदेश,தொலைநகல் செய்தி
f dc,எஃப் டிசி
लक्षण शोधणे,அறிகுறி கண்டறிதல்
चाक भरणे,நிரப்பு சக்கரம்
पुनर्गुंतवणूक,மறு முதலீடு
"1.पुरवठादार, 2.पोषण, 3.फीडर","1.சப்ளையர், 2.ஊட்டச்சத்து, 3.ஊட்டி"
anyan,அயன்
