Gujarati,Bengali
સંવાદિતા-સંક્રમણ,সংহতি-টান-ট্রান্সপায়ারেশন
સમૂહ,সহযোগিতা
સર્પાકાર અથવા હેલ્લીલી રીતે બંધાયેલ,সর্পিল বা হেলিক্যালি কয়েলড
કોઇલ કરેલું,কয়েলড
કોઇ,কোয়েটস
કોઇટસ ઇન્ટરપ્ટસ (ઉપાડ),কোয়েটস ইন্টারপ্রেটাস (প্রত্যাহার)
કોયડો,কোলচিসিন
પાનખર,কোলচিকাম শারদীয়
ઠંડું,ঠান্ডা মাথায়
ઠંડા રણ,ঠান্ডা মরুভূমি
ઠંડા રીસેપ્ટર,কোল্ড রিসেপ্টর
કોલપેટરન,কোলিওপটারান
કોયડો,কোলিওপটাইল
કોયડો,কোলিওরহিজা
કોલસ,কোলিয়াস
કોથળી,কোলাজেন
કોલેજન ફાઇબર,কোলাজেন ফাইবার
કોઠાર,কলার
સઘન ગ્રંથિ,জামানত গ্রন্থি
ટ્યુબ્યુલ એકત્રિત કરવું,টিউবুল সংগ্রহ করা
નળી એકત્રિત કરવું,সংগ্রহ নালী
કોલેટોટ્રિકમ,কোলেটোট্রিচাম
કોતરણી,কলোব্লাস্ট সেল
કોથળી,কোলয়েড
Collલટી,কোলয়েডাল
કોલોકસિયા,কলোকাসিয়া
કોલો,কোলন
વસાહતી સ્વરૂપ,Colon পনিবেশিক ফর্ম
વસાહતી નાસ્ટોક,Colon পনিবেশিক নস্টোক
વસાહતીકરણ,উপনিবেশ
વસાહત,কলোনী
કોયડો,কলস্ট্রাম
રંગબેરંગીતા,রঙ অন্ধত্ব
ઘન રંગ,কলাম ক্রোমাটোগ্রাফি
બર્ટિની,বার্টিনি কলাম
કતાર ઉપસંહાર,কলামার এপিথেলিয়াম
કાંસકો,চিরুনি প্লেট
સંયુક્ત રોગપ્રતિકારક ઉણપ સિન્ડ્રોમ,সম্মিলিত প্রতিরোধের ঘাটতি সিন্ড্রোম
સંયુક્ત વજન,সম্মিলিত ওজন
કાંસકો,কম্ব-জেলি
દહન,দহন
દહન પ્રક્રિયા,দহন প্রক্রিয়া
અલ્પવિરામ,কমা
સંપ્રદાય,কমেন্সালিজম
સંવેદનશીલ વહાણ,কমিসুরাল জাহাজ
સામાન્ય પૂર્વજ,সাধারণ পূর্বপুরুষ
સામાન્ય કેરોટિડ ધમની,সাধারণ ক্যারোটিড ধমনী
સામાન્ય ભારતીય દેડકો,সাধারণ ভারতীয় তুষার
સમુદાય વિવિધતા,সম্প্রদায় বৈচিত্র্য
સામૂહિક ક્રિયાપ્રતિક્રિયા,সম্প্রদায় মিথস্ক্রিয়া
સંકલન,সংযোগ
સહયોગી કોષ,সঙ্গী সেল
તુલનાત્મક શરીરરચના,তুলনামূলক অ্যানাটমি
તુલનાત્મક આકારશાસ્ત્ર,তুলনামূলক আকারবিজ্ঞান
સુસંગતતા,সামঞ্জস্যতা
સુસંગતતા,সামঞ্জস্যতা
વળતર આપનાર પુનર્જન,ক্ষতিপূরণ পুনর্জন্ম
સક્ષમ કોષ,সক্ষম সেল
સક્ષમ યજમાન,সক্ষম হোস্ট
હરીફાઈ,প্রতিযোগিতা
સ્પર્ધાત્મક અવરોધ,প্রতিযোগিতামূলক বাধা
સ્પર્ધાત્મક અવરોધક,প্রতিযোগিতামূলক বাধা
પૂરતા પ્રમાણમાં,পরিপূরক
પૂરક ફિલ્ટર,পরিপূরক ফিল্টার
પૂરક જનીન,পরিপূরক জিন
પૂરક જોડી,পরিপূরক জুটি
સંપૂર્ણ પાચનતંત્ર,সম্পূর্ণ হজম ট্র্যাক্ট
સંપૂર્ણ જોડાણ,সম্পূর্ণ লিঙ্কেজ
સંપૂર્ણ ઓક્સિડેશન,সম্পূর্ণ জারণ
સંકુલ,জটিল
સંકુલ,জটিল
સંકુલ,জটিল
સંકુલ,জটিল টিস্যু
સંયુક્ત,সংমিশ্রণ
સંયોજન,যৌগিক Corymb
સંયોજન ઉપકલા,যৌগিক এপিথেলিয়াম
ચિત્ત,যৌগিক চোখ
ચિત્ત,যৌগিক আম্বেল
ફરજિયાત કાર્યવાહી,বাধ্যতামূলক ক্রিয়া
ગણતરીત્મક જીવવિજ્ologyાન,গণনা জীববিজ্ঞান
એક્ષ - રે કે અલ્ટ્રા - સાઉન્ડ નો ઉપયોગ કરીને માનવ શરીર અને બીજા પદાર્થ વચ્ચે થઈને રજુ કરવાની પદ્ધતિ,গণিত টমোগ্রাফি
કમ્પ્યુટર,কম্পিউটারের পর্দা
કેન્દ્રિત પેશાબ,ঘন প্রস্রাব
એકાગ્રતા,একাগ্রতা
એકાગ્રતા ent ાળ,ঘনত্ব গ্রেডিয়েন্ট
કલ્પના,ধারণা
ઘનતા,ঘনীভবন
ઘનતા,ঘনীভবন
ઘનીકરણ ડિકન્ડેન્સએશન ચક્ર,কনডেনসেশন ডিকোনডেনসেশন চক্র
ઘનીકૃત રાજ્ય,ঘনীভূত অবস্থা
કન્ડેન્સર લેન્સ,কনডেন্সার লেন্স
શરતી,শর্তসাপেক্ষ
શરતી,শর্তসাপেক্ষ
ચેતાની આવેગ,স্নায়ু প্রবণতা চালনা
પાણીનું વહન,জল চালনা
વાહક ઇલેક્ટ્રોલાઇટ જેલ,পরিবাহী ইলেক্ট্রোলাইট জেল
શંકુ,শঙ্কু
અનુરૂપ,মেনে চলা
સંવાદદાતા,কনফর্মার
જન્મજાત,জন্মগত
શંકાસ્પદ,শঙ্কু মূল
શંક્વાકાર,শঙ্কু
સંવેદનશીલતા,কনিডিয়া
શંકુ,শঙ্কু
ઉશ્કેરવું,কনিফেরিয়া
સંક્રાસ થતા,কনিফেরোপিডিড
જોડીને વેસ્ક્યુલર બંડલ,সংযুক্ত ভাস্কুলার বান্ডিল
સંયુક્ત,সংযুক্ত
જોડાણ,সংমিশ্রণ
નેત્રસ્તર,কনজেক্টিভা
સંયોજક પેશી,কনজেক্টিভ টিস্যু
સંલગ્ન પેશી,যোজক কলা
કોનેલનો પ્રયોગ,কনেলের পরীক্ষা
સંરક્ષણ વન,সংরক্ষণ বনায়ন
રૂ conserv,রক্ষণশীল জমায়েত
સ્થિરતા,স্থিরতা
અંગ,উপাদান
રચનાત્મક ઉત્સુક,গঠনমূলক এনজাইম
ગ્રાહક,গ্রাহক
સંપર્ક અવરોધ,যোগাযোগ বাধা
ચેપી રોગ,সংক্রামক রোগ
ચેપ લગાડવો,দূষিত
દૂષણ,দূষণ
સમકાલીન જીવવિજ્ologyાન,সমসাময়িক জীববিজ্ঞান
ખંડ,মহাদেশ
સમોચ્ચ ખેડાણ,কনট্যুর লাঙ্গল
સંકોચનીયતા,চুক্তিবদ্ধতা
સંકોચન -રેસા,সংকোচনের ফাইবার
સંકોચનશીલ પ્રોટીન,সংকোচনের প্রোটিন
સંકોચનશીલ પ્રતિભાવ,সংকোচনের প্রতিক্রিয়া
સંકોચનશીલ વેક્યુલ,সংকোচনের শূন্যস্থান
વિપરીત એજન્ટ,বিপরীতে এজেন্ট
વિપરીત એજન્ટ,বিপরীতে এজেন্ট
વિપરીત એજન્ટ,বিপরীতে এজেন্ট
વિરોધાભાસી લક્ષણ,বৈপরীত্য বৈশিষ্ট্য
કેન્દ્રગમન બળ,অপকেন্দ্র বল
અંકુશ,নিয়ন্ত্রণ ফ্যাক্টর
નિયંત્રિત પ્રયોગ,নিয়ন্ত্রিত পরীক্ষা
સનદ,কনস
બિનઅનુસ,কনস আর্টেরিয়াস
પરંપરાગત ખેડૂત,প্রচলিত চাষ
એકીકૃત,রূপান্তরিত
એકત્રીત,কনভার্জেন্ট
કન્વર્જન્ટ (ઇવોલ્યુશન),অভিসারী বিবর্তন)
ઉન્માદ,কনভলভুলাসেই
સંકળાયેલ નળીલા,সংশ্লেষিত টিউবুল
સંકલન,সমন্বয়
કોપોલિમર,কপোলিমার
તાંબાનું,তামা
કોપરો,কপ্রোলাইট
કોથળી,কপ্রোফিলাস
સંવેદનશીલ,কপুলেট
સંયોજન,Collution
સંયોજન,Collution
મંતવ્ય પ p પ,কপুলেটরি প্যাড
પરવાળા ખલાસી સમુદાય,প্রবাল রিফ সম্প্রদায়
પરવાળા,প্রবাল
ટોપડી,কর্ডেট
મૂળ ક્ષેત્ર,প্রধান অঞ্চল
મુખ્ય ક્ષેત્ર,কোর জোন
ભમરો,কোরপ্রেসর
કોઠાર,কোরিফসফাইন
ક corંગું,কর্ক
ક corમ્બીયમ,কর্ক ক্যাম্বিয়াম
ક corલટુ,কর্ক স্ক্রু
કોતર,Corm
મકાઈ,কর্ন বোরার
કોથળી,কর্নিয়া
કોમળ -કોષ,কর্নেজেন সেল
કોર્નિયલ લેન્સ,কর্নিয়াল লেন্স
કોથળી,করোলা
કોથળી,করোনা
કોરોના પ્રવેશ -એન્ઝાઇમ,করোনা অনুপ্রবেশকারী এনজাইম
કોરોના રેડિટા,করোনা রেডিয়াটা
કોરોનરીઆ,করোনারিয়া
હૃદય ધમની,করোনারি ধমনী
કોથળીની ધમની બાયપાસ,করোনারি আর্টারি বাইপাস
શબ,করোনারি আর্টারি ডিজিজ
કોથળી,করোনারি সালকাস
કોર્પોરા કેવરનોસા (શિશ્ન),কর্পোরা ক্যাভারনোসা (লিঙ্গ)
કોરિડ્રિગેમિના,কর্পোরা কোয়াড্রিজমিনা
મઠ,কর্পাস
કોર્પસ અલ્બીકન્સ,কর্পাস অ্যালবিকানস
પાન,কর্পাস ক্যাল্লোসাম
કોરપસ લ્યુટયમ,কর্পাস লিউটিয়াম
કોર્પોસ સ્પોન્જિઓઝમ,কর্পাস স্পঞ্জিওসাম
કોરપસ સ્ટ્રિએટમ,কর্পাস স্ট্রিয়েটাম
ક્ષીણ,Corrode
કોતરણી,কর্টেক্স
કોર્ટિકલ નેફ્રોન,কর্টিকাল নেফ্রন
કોરીકોરોન,কর্টিকোস্টেরন
કોર્ટિકોટ્રોફિક,কর্টিকোট্রফিক
કોટારી,করটিসল
કોટારી,কর্টিসোন
કોતરણી,করভাস
કોરીમબ,Corymb
સર્વસામાન્ય મૂળ,মহাজাগতিক উত্স
બ્રહ્માંડ,মহাজাগতিক রায়
સમાપ્રમ,মহাজাগতিক
વિશ્વવ્યાપક સિદ્ધાંત,কসমোজোয়ান তত্ত্ব
સુતરાઉ,সুতি বলওয়ার্ম
સલાહ,পরামর্শ
પ્રતિ-પ્રણાલી,কাউন্টার-বর্তমান সিস্টেম
લગ્ન,কাজিন বিয়ে
સહ સંયોજક બંધન,সমযোজী বন্ধন
આવરણ,আবরণ
ઉપકલા,এপিথেলিয়াম covering েকে রাখা
કાઉપરની ગ્રંથિ,কাউপারের গ্রন্থি
કોકસી,কক্সা
કોકસી,কক্সা
અસ્થિ,কক্সাল হাড়
સહજ પ્રક્રિયા,কক্সাল প্রক্রিয়া
ક્રેક,ক্র্যাক
ક્રેકર બ્લાસ્ટિંગ,ক্র্যাকার ব্লাস্টিং
કરચલી,ক্রেনিয়াল হাড়
કરચલીઓ,ক্রেনিয়াল মেনিনজেস
ઉદ્ધતાઈ,করোটিসঙ্ক্রান্ত নার্ভ
ઉદ્ધત પ્રવાહ,ক্র্যানিওস্যাক্রাল বহির্মুখ
ઉન્માદ,ক্রেনিয়াম
કર્કશ એસિડ ચયાપચય,ক্র্যাসুলাসিয়ান অ্যাসিড বিপাক
મણકાની માછલી,ক্রে মাছ
ક્રિએટિનાઈન,ক্রিয়েটিনিন
પ્રાણી,প্রাণী
પ્રતા,লতা
ઉન્મત્ત,ক্রেনুলেশন
ઉન્મત્ત,ক্রেনুলেশন
કરચલીનો સમયગાળો,ক্রিটেসিয়াস পিরিয়ড
અકસ્માત,ক্রিটিনিজম
ક્રિક-દ-ચેટ સિન્ડ્રોમ,ক্রি-ডু-চ্যাট সিন্ড্রোম
કવિવાદી,ক্রিস্টে
નિર્ણાયક લિંક પ્રજાતિઓ,সমালোচনামূলক লিঙ্ক প্রজাতি
વિવેચક પ્રક્રિયા,সমালোচনামূলক প্রক্রিয়া
ગંભીર રીતે જોખમમાં મૂકાયેલી પ્રજાતિઓ,সমালোচনামূলকভাবে বিপন্ন প্রজাতি
પાક,ফসল
પાક ઈજનેર,ক্রপ ইঞ্জিনিয়ারিং
પાક,ক্রপল্যান্ড
આગળના ભાગમાં,ক্রস
ક્રોધાવેશ,ক্রস ব্রিডিং
ઉપરની બાજુ,ক্রস ব্রিজ
Crossલટી,ক্রস লিঙ্ক
પરાગ,ক্রস পরাগায়িত
ઉપરથી પરાગન્વ,ক্রস পরাগায়ন
ઓવર,অতিক্রম করা
ક્રોટેલેરિયા,ক্রোটালারিয়া
ઘડતર,ক্রোটন
ક્રાઉન પિત્તની ગાંઠ,ক্রাউন গ্যাল টিউমার
ક્રાઉન્ટીંગ,ক্রাউন গ্রাফটিং
Crucછળતી વસ્તુ,ক্রুশফর্ম
કાચી જન્મ દર,অশোধিত জন্ম হার
કાચ્રોહ મૃત્યુ દર,অপরিশোধিত মৃত্যুর হার
ક્રૂસ્ટેસિયન,ক্রাস্টাসিয়ান
ક્રાય આઈએ સી,ক্রাই আইয়া গ
ક્રાય IIA બી,কান্না আইআইএ খ
દંભ,ক্রিওপ্রিজারেশন
કોઠાર,ক্রিওসার্জারি
ગુપ્ત,ক্রিপ্টিক
ગુપ્ત દેખાવ,ক্রিপ্টিক চেহারা
ગુપ્ત રંગ,ক্রিপ্টিক রঙ
ગુપ્ત રીતે - રંગીન,ক্রিপ্টালি - রঙিন
ગુપ્ત,ক্রিপ্টোগামা
ગુપ્તચર,ক্রিপ্টোগামিয়া
લિબરકુહના ક્રિપ્ટ્સ,লাইবারকুহনের ক্রিপ্টস
ક્રિસ્ટલ,স্ফটিক
સ્ફટિક,স্ফটিক
કોરીય,স্টেনোফোরানস
કોથળી,স্টেনোফোর
કળણ,স্টেনোপ্লানা
કોયલ,কোকিল
કાકડી,শসা
ક્યુક્યુરબિટ,কুকুর্বিট
કુકરી,কুকবিতা
ક culંગું,কাল্ম
ખેડૂત,চাষকারী
ખેતીલુ પાક,চাষ করা ফসল
ખેતી પામેલા પ્લાન્ટ,চাষ করা উদ্ভিদ
સાંસ્કૃતિક અથવા પ્રવેગક યુટ્રોફિકેશન,সাংস্কৃতিক বা ত্বরান্বিত ইউট্রোফিকেশন
સંસ્કાર,সংস্কৃতি
ગુરુ,কামুলাস ওফোরাস
કપડા ટોરુલોસા,কাপ্রেসাস টোরুলোসা
સુઘડ,কাপুলা
કોઇ,কাপুল
કર્કશ,কার্কুমিন
કર્કશ,কার্সোরিয়াল
કર્કશ,কার্ভেমব্রাই
કર્કશ,কার্ভেমব্রায়োনিক
કોસ્કુટા,কুসুটা
ગુંડાગીરી,Cuspetate
પહાડીચણો,কিউটিকাল
કાપવા,কাটা
કાપવા,কাটা
Cutાળ,ক্যাটলফিশ
રખડુ,সায়ানোব্যাকটিরিয়া
મૌખિક,সায়ানোব্যাক্টেরিয়াম
સાયનોકોબાલામિન (બી 12),সায়ানোোকোবালামিন (বি 12)
સાયનોફિસિયન દાણાદાર,সায়ানোফাইসিয়ান গ্রানুল
ચિત્ત,সাইথিয়াম
કોતરણી,সাইক্যাড
કોઇ,সাইক্যাডেসি
કોઇકાડોપ્સિડા,সাইক্যাডোপিডিডা
ચક્રીય ગુઆનોસિન મોનોફોસ્ફેટ,চক্রীয় গ্যানোসিন মনোফসফেট
ચક્રીય ફોટોફોસ્ફોરિલેશન,চক্রীয় ফটোফোসফোরিলেশন
ચક્રવાહક વિભાજક,ঘূর্ণিঝড় বিভাজক
વૈોાગ,সাইক্লোপস
સાયક્લોસ્પોરિન એ,সাইক্লোস্পোরিন ক
સાયક્લોસ્ટોમાટા,সাইক্লোস্টোমাটা
સાંકડો,সাইকাস
વાટસું,সাইমোজ
કોરીમોઝ પ્રકાર,সাইমোজ টাইপ
કોયડો,সাইপ্রেস
ચેપ,সিপসেলা
મેલ,সিস্টাইন
સિસ્ટ ફાઇબ્રોસિસ,সিস্টিক ফাইব্রোসিস
ચિત્તભ્રમ,সাইটোকাইনেসিস
કોયડો,সাইটোক্রোম
સાયટોકાઇન અવરોધ,সাইটোকাইন বাধা
કોયડો,সাইটোকিনিন
મનોહરવિજ્ cyાન,সাইটোলজি
કોયહાન,সাইটটন
કોયડો,সাইটোপ্লাজম
સાયટોપ્લાઝમક પુલ,সাইটোপ্লাজমিক সেতু
સાયટોપ્લાઝિક ગ્લોબ્યુલ,সাইটোপ্লাজমিক গ্লোবুল
કોયડો,সাইটোসিন
કોયડો,সাইটোস্কেলটন
કોયડો,সাইটোসোল
કોટિ,সাইটোটাক্সোনমি
નિર્જલીકરણ,পানিশূন্যতা
ડેરી પ્રૌદ્યોગિકી,দুগ্ধ প্রযুক্তি
કવચ,ড্যাফনালেস
દાગીનો,ড্যাফনিয়া
ડાર્ક બેક મેદાન,গা dark ় পিছনের জমি
શ્યામ ક્ષેત્ર માઇક્રોસ્કોપી,গা dark ় ক্ষেত্রের মাইক্রোস্কোপি
અંધારું પ્રતિક્રિયા,অন্ধকার প্রতিক্রিয়া
ડાર્વિનવાદ,ডারউইনবাদ
ડાર્વિનની ફિંચ,ডারউইনের ফিঞ্চ
આંકડા,ডেটা ঘাটতি
તાડ ની ખજૂર,খেজুর গাছ
દાતુરા,দাতুরা স্ট্র্যামোনিয়াম
પુત્રી -કોષ,কন্যা সেল
દિવસ તટસ્થ સંયંત્ર,দিন নিরপেক্ষ উদ্ভিদ
દિન,দিনের দৈর্ঘ্য
અસંગત,অবনতি
મૃત -ગોળીબાર,মৃত অঙ্কুর
બહેરાપણું,বধিরতা
હડસેલો,ডেকামার
ક્ષીણ કાર્બનિક પદાર્થ,ক্ষয়িষ্ণু জৈব পদার্থ
દાદાગીરી,ডেসিবেল
ડેસીડુઆ બેસાલિસ,ডেসিডুয়া বেসালিস
ડેસીડુઆ કેપ્સ્યુલરિસ,ডেসিডুয়া ক্যাপসুলারিস
દાદર,ডেসিডুয়া
નિર્ણાયક,পাতলা
વિઘટન કરવું,পচে
વિઘટન કરનાર,ডেকম্পোজার
વિઘટ,ডিট্রিটাস পচন
વિઘટન દર,পচন হার
ક્ષીણ,ডিকাম্বেন্ট
સમર્પિત કોષ,ডেডিফারেন্টিয়েটেড সেল
સમુદ્ર ખાઈ,গভীর মহাসাগর পরিখা
Deepંડ પાણીનું શરીર,গভীর জলের দেহ
દબાવીને,ডিফিব্রিলেশন
કોતરણી,ডিফিব্রিলিটর
ઉણલી,স্বল্পতা
વિચ્છેદ,ডিফ্লেশন
નિવારણ લહેર,ডিফ্লেশন ওয়েভ
વન -નાબૂદી,বন নিধন
કોડનનું અધોગતિ,কোডনের অবক্ষয়
અધોગતિ,অবক্ষয়
અધન -કોડ,ডিগ্রি কোড
અધ degપન,অবক্ষয়
અધૂરતા સંયુક્ત,ডিজেনারেটিভ জয়েন্ট
ઘાસના મેદાનોની અધોગતિ,তৃণভূমির অবক্ষয়
અસંગત,অবনতি
વિકૃત ફળ,ডিহিসেন্ট ফল
નિર્જલીકરણ,পানিশূন্যতা
નિર્જલી,ডিহাইড্রো-এপিয়ানড্রোস্টেরন
નિર્જલીત્વસ,ডিহাইড্রোজেনেস
કા delી નાખવું તે,মুছে ফেলা
છલકાતા,ঝিল্লি সীমিত করা
વર્ણસંકર,চিত্রিত করা
કોતરણી,ডেলফিনাস
અધોગતિ માછલી,ডেমারসাল ফিশ
વસ્તી સંક્રમણ,ডেমোগ্রাফিক ট্রানজিশন
પ્રાણઘાતક,অবনতি
અવતારનું,অস্বচ্ছল
વિવાદ,ডেনাটুরাইজেশন
નૃત્ય,ডেনড্রাইট
નૃત્ય,ডেনড্রাইট
નૃત્ય,ডেনড্রাইট
ખેલકારેટ,ডেনড্রোবেটস
ડ્રેન્ડ્રોન,ডেনড্রন
મોન,ডেঙ্গু
અપરિપક્વ,ডেনিট্রিফিকেশন
નામંજૂર કરવાની પ્રક્રિયા,ডেনিট্রিফিকেশন প্রক্রিয়া
દંત ચિકિત્સક,ডেন্টিরিফায়ার
બેક્ટેરિયા,ব্যাকটিরিয়া অস্বীকার
ઘનિષ્ઠ સમાધાન,ঘন সমাধান
ઘનતાનું કેન્દ્રત્યાગી,ঘনত্ব গ্রেডিয়েন্ট সেন্ট্রিফিউগেশন
સસ્પેન્શનની ઘનતા,স্থগিতাদেশের ঘনত্ব
દાંતવાળું,ডেন্টেট
દળ,ডেন্টাইন
ભ્રમણ,ডিওক্সিজেনেটেড রক্ত
ડિઓક્સિરીબ on ન્યુક્લિક એસિડ (ડીએનએ),ডিওক্সাইরিবোনুক্লিক অ্যাসিড (ডিএনএ)
ઝળહળા,ডিপিজমেন্টেশন
જમીનની ફળદ્રુપતાનો ઘટાડો,মাটির উর্বরতা হ্রাস
અવમૂલ્યન,অবনতি
ડિપોલિમાઇઝેશન,ডিপোলিমারাইজেশন
હતાશા,বিষণ্ণতা
હતાશા,বিষণ্ণতা
જમીનના પાકી જમીન,অবরুদ্ধ জমি
વ્યુત્પન્ન નોવેકાઇન,ডেরাইভেটিভ নোভাচেইন
ત્વચા,ডার্মাটোজেন
ત્વચા,ডার্মিস
વંશજ વસ્તી,বংশোদ্ভূত জনসংখ্যা
ઉતરતા આંતરડા,সাজানো কোলন
નીચે ઉતરતા અંગ,অবতরণ অঙ্গ
ઉતરતા થોરાસિક એરોટા,বক্ষ মহামারী অবতরণ
વંશ,বংশোদ্ভূত
રણના વિસ્તારો,মরুভূমি অঞ্চল
રણ -બાયોમ,মরুভূমি বায়োম
નિર્જન સમુદાય,মরুভূমি সম্প্রদায়
રણ -સંયંત્ર,মরুভূমি উদ্ভিদ
રણ છોડ,মরুভূমি গুল্ম
ઉષ્ણતામાન,মরুভূমি
દેશી જાત,দেশি বিভিন্ন
વ્યગ્ર,Desmid
મૂટ,ডেসমোটুবুল
ચતુર્ભુજ,ডিটারজেন্ট
ડામર,ডিটক্সিকেশন
ડિટોક્સકરણ,ডিটক্সিফিকেশন
ખળભસતું,Detritivore
ખળભસતું,ডিট্রিটিভাস
ખડકો,ডেট্রিটাস ফিডার
ખાદ્યપદ,ডেট্রিটাস ইনভার্টেব্রেট খাওয়ানো
ડેટ્રિટસ ફૂડ સાંકળ,ডেট্রিটাস ফুড চেইন
ડ્યુટેરોસ્ટોમીયા,ডিউটারোস্টোমিয়া
વિકાસ,উন্নয়ন
માછલી,শয়তান মাছ
માછલી,শয়তান মাছ
ડેવોનિયન ગાળ,ডিভোনিয়ান পিরিয়ড
દ્વેષ સિદ્ધાંત,ডি-ভাইরাস তত্ত্ব
ડી-એક્સકોર્ટિકોસ્ટેરોન,ডি-জাইকার্টিকোস্টেরন
દિગ્ગજ,ডিহাইব্রিড
જીવાણુનાશ,ডাইনোক্লিওটাইড
ડાયાબિટીસ,ডায়াবেটিস ইনসিপিডাস
ડાયાબિટીસ,ডায়াবেটিস মেলিটাস
નારાજી,ডায়াসিটিলমোরফিন
નિદાન,রোগ নির্ণয়
નિદાન અને ઉપચારાત્મક,ডায়াগনস্টিক এবং থেরাপিউটিক্স
વ્યાપત્રની છબી,ডায়াগনস্টিক ইমেজ
વ્યાપાસાત,ডায়াগনস্টিক কিট
દળ,ডায়াকিনিসিস
ડાયાલિસિંગ પ્રવાહી,ডায়ালাইজিং তরল
પાઈલસીસ,ডায়ালাইসিস
દરદ,ডায়ানড্রিয়া
દંભી,ডায়ানড্রস
કોથળી,ডায়াপজ
ઝાડો,ডায়রিয়া
બાળપણ,রক্তচাপ চাপ
ડાયટ om મ,ডায়াটম
ડાયટોમેસિયસ પૃથ્વી,ডায়াটোমাসিয়াস আর্থ
ડાયોક્સિલગ્લાઇસેરોલ (ડીજી),ডাই অক্সাইলগ্লিসারল (ডিজি)
દ્વેષી ફોસ્ફેટ,ডিবাসিক ফসফেট
બે ભડકો,ডাইচানথিয়াম
ડિક્લોરો ડિફેનીલ ટ્રાઇક્લોરોએથેન (ડીડીટી),ডিক্লোরো ডিফেনিল ট্রাইক্লোরোথেন (ডিডিটি)
બે અલગ અલગ,দ্বৈতোটোমাস
અકસ્માત,ডিকোনডাইলিক খুলি
પર્વત,ডিকোটাইলডন
તારણ જેવું,Dictyosome
ન્યાયમૂર્તિ,ডিকটিওটা
દંડક,ডায়েন্সফালন
આહાર,ডায়েটারি
અંતરાત્મક ફાળો,ডিফারেনশিয়াল অবদান
વિભેદક દખલ વિરોધાભાસ માઇક્રોસ્કોપ,ডিফারেনশিয়াল হস্তক্ষেপ বিপরীতে মাইক্রোস্কোপ
વિભિન્ન પ્રજનન,ডিফারেনশিয়াল প্রজনন
વિભાજિત કોષ,পার্থক্যযুক্ত সেল
ભેદ,পৃথকীকরণ
વિખેરી નાખેલી તરંગ,বিচ্ছিন্ন তরঙ্গ
પ્રસરે,বিচ্ছুরিত
વિછરતી ક્ષમતા,বিচ্ছিন্ন ক্ষমতা
પાચન,হজম
પાચકનો રસ,হজম রস
પાચન તંત્ર,পাচনতন্ত্র
પાકેલા માર્ગ,পরিপাক নালীর
અંક,অঙ্ক
ડિજિટલ બાદબાકી,ডিজিটাল বিয়োগ অ্যাঞ্জিওগ্রাফি
ખાવી,ডিজিটালি
સિધ્ધાંત,ডিজিটিফর্ম গ্রন্থি
ડિકરિયન,ডিকারিয়ন
દિકરિયોપેસ,ডিকারিওফেস
નીચો,ডিমার
પ્રબળ ઘાતક એલીલ,প্রভাবশালী প্রাণঘাতী অ্যালিল
વરણાગ,ডাইমরফিজম
ડાઇમિટ્રોજન,ডাইনিট্রোজেন
ડાયનાફ્લેજેલેટ,ডাইনোফ্লেজলেট
દ્વેષી,ডাইওসিয়াস
ડાયઓસ્પાયરોસ મેલાનોક્સિલોન,ডায়োস্পাইরোস মেলানোক্সিলন
દ્વિસરણ,ডিপপটিড
દીવાયોડોન્ટ,ডিফায়োডন্ট
રાજદ્વારી,ডিপ্লোব্যাসিলাস
રાજદ્વારી,কূটনীতিক
ડિપ્લોક occ ક્સ ન્યુમોનિયા,ডিপ্লোকোকাস নিউমোনিয়া
રાજદ્વારી તબક્કો,ডিপ্লোড স্টেজ
રાજદ્રોહ,ডিপ্লোনেমা
ડિપ્ટર,ডিপ্লোন্টিক
રાજદ્વારી,ডিপ্লোসোম
રાજનીતિ,ডিপ্লোস্টোম
ડિપ્લોટેન તબક્કો,ডিপ্লোটেন স্টেজ
ડિપ્ટેરા,ডিপেটেরা
ડિપ્ટરન,ডিপটারান
ડિપ્ટેરોકાર્પસ હોપિયા,ডিপটারোকার্পাস হপিয়া
દંભ,ডিপথেরিয়া
દિશાત્મક પસંદગી,দিকনির্দেশক নির্বাচন
વિચ્છેદ,ডিস্যাকচারাইড হায়ালুরোনিক অ্যাসিড
તકરાર,ডিসাকচারাইড
શિરોબિંદુ,ডিস্ক
ડિસ્ક ફ્લોરેટ,ডিস্ক ফ্লোরেট
પરાગ -વિસર્જન,পরাগ স্রাব
અસંગતતા,বিচ্ছিন্ন প্রকরণ
વિશિષ્ટ પરિવર્તન,বিচ্ছিন্ন রূপান্তর
રોગ,রোগ
વિસંગત પ્રક્રિયા,ডিসমোনাইজিং প্রক্রিয়া
જંતુનાશક,জীবাণুনাশক
જંતુનાશક,নির্বীজন
અસ્થિ,হাড়ের ব্যাধি
પ્રસાર,প্রচার
દૂરવુ,দূরবর্তী
દૂરદુ,দূরবর্তী সংশ্লেষিত
દૂરદુ,দূরবর্তী নেফ্রন
દૂરસ,দূরবর্তী ফ্যালানক্স
રંગબેરંગી રંગદ્રવ્ય,দূরবর্তী রঙ্গক
દૈનિક,ডুরনাল
દૈવી કેશન,ডিভেলেন্ট কেশন
દૈવી,ডিভেলেন্ট
અલગ કરવું,ডাইভার্জ
ભિન્નતા,বিচ্যুতি
વિવિધતા,বৈচিত্র্য
