Malayalam,Marathi
നിയന്ത്രിത പ്രസ്താവന,प्रतिबंधित विधान
ഡ്രൈവർ,चालक
"1.വിദൂര സമ്മേളനം, 2. സമ്മേളനം","1.दूरची परिषद, 2.परिषद"
സ്വകാര്യത,गोपनीयता
"1. കോൺഫിഗറേഷൻ, 2. കോൺഫിഗറേഷൻ","1.कॉन्फिगरेशन, 2.कॉन्फिगरेशन"
തിരക്ക്,गर्दी
കോമ്പിനേഷൻ,संयोजन
കണക്ഷൻ വേഗത,कनेक्शन गती
കണക്ഷൻ,कनेक्शन
ബന്ധമില്ലാത്ത ആശയവിനിമയം,कनेक्शनहीन संप्रेषण
അഫിലിയേഷൻ റിലീസ്,संलग्नता प्रकाशन
കണക്റ്റിവിറ്റി,कनेक्टिव्हिटी
"1.കണക്റ്റർ, 2.കണക്റ്റർ","1.कनेक्टर, 2.कनेक्टर"
തുടർച്ചയായി,सलग
ഫോളോ അപ്പ്,पाठपुरावा
കൺസോൾ,कन्सोल
ഏകീകരണം,एकत्रीकरण
"1.അസോസിയേറ്റ്, 2. സ്ഥിരമായ","1.सहकारी, 2. स्थिर"
നിരന്തരമായ നിർദ്ദേശം,सतत सूचना
നിയന്ത്രിച്ചു,प्रतिबंधित
കൺസ്ട്രക്റ്റർ,बांधकाम करणारा
പാത്രം,भांडे
"1. ഉള്ളടക്കം, 2. ഉദ്ധരണികൾ","1. सामग्री, 2. उतारे"
സന്ദർഭം,संदर्भ
സന്ദർഭ രഹിത വ്യാകരണം (cfg),संदर्भ मुक्त व्याकरण (cfg)
സന്ദർഭ സ്വിച്ച്,संदर्भ स्विच
"1.കാഷ്വൽ, 2.ആഘാതം","1. प्रासंगिक, 2. आकस्मिक"
പൊരുത്തക്കേട്,विसंगती
വൈരുദ്ധ്യം,कॉन्ट्रास्ट
നിയന്ത്രണം,नियंत्रण
കണ്ടെയ്ൻമെന്റ് സോൺ,प्रतिबंधित क्षेत्र
നിയന്ത്രണ ബിറ്റ്,नियंत्रण बिट
കൺട്രോളർ ബസ്,कंट्रोलर बस
നിയന്ത്രണ കാർഡ്,नियंत्रण कार्ड
നിയന്ത്രണ സർക്യൂട്ട്,नियंत्रण सर्किट
നിയന്ത്രണ ചക്രം,नियंत्रण चाक
"1. കൺട്രോൾ എഞ്ചിനീയറിംഗ്, 2. കൺട്രോൾ എഞ്ചിനീയറിംഗ്","1. नियंत्रण अभियांत्रिकी, 2. नियंत्रण अभियांत्रिकी"
നിയന്ത്രണ കീ,नियंत्रण की
നിയന്ത്രണ യുക്തി,नियंत्रण तर्क
നിയന്ത്രണ ലൂപ്പ്,नियंत्रण लूप
നിയന്ത്രണ ചിഹ്നം,नियंत्रण चिन्ह
നിയന്ത്രണ പ്രവർത്തനം,नियंत्रण ऑपरेशन
നിയന്ത്രണ പാനൽ,नियंत्रण पॅनेल
നിയന്ത്രണ സിഗ്നൽ,नियंत्रण सिग्नल
നിയന്ത്രണ സ്വിച്ച്,नियंत्रण स्विच
നിയന്ത്രണ ടേപ്പ്,नियंत्रण टेप
"1. കൺട്രോൾ ടെർമിനൽ, 2. കൺട്രോൾ ടെർമിനൽ","1. कंट्रोल टर्मिनल, 2. कंट्रोल टर्मिनल"
"1. നിയന്ത്രണ യൂണിറ്റ്, 2. നിയന്ത്രണ യൂണിറ്റ്","1. कंट्रोल युनिट, 2. नियंत्रण युनिट"
ഒത്തുചേരൽ,अभिसरण
ഡയലോഗ്,संवाद
സംഭാഷണ കോൾ,संभाषण कॉल
പരിവർത്തനം,रूपांतरण
കൺവെർട്ടർ,कनवर्टर
കുക്കിന്റെ സിദ്ധാന്തം,कुकचे प्रमेय
സഹ-പ്രൊസസർ,सह-प्रोसेसर
പകർത്തുക,कॉपी
പകർപ്പവകാശം,कॉपीराइट
ചരട്,दोरखंड
"1.കോർഡ്ലെസ്സ് ടെലിഫോൺ, 2. വയർലെസ് ടെലിഫോൺ, 3. വയർലെസ് ടെലിഫോൺ","1.कॉर्डलेस टेलिफोन, 2. वायरलेस टेलिफोन, 3. वायरलेस टेलिफोन"
ഉപസിദ്ധാന്തം,subtheorem
ഭേദഗതി,दुरुस्ती
"1. ഉപയോഗശൂന്യമായ, 2. വികലമായ","1. निरुपयोगी, 2. विकृत"
കണക്കുകൂട്ടല്,गणना
സ്കോറർ,स्कोअरर
രാജ്യത്തിന്റെ കോഡ്,राष्ट्र संकेतांक
സഹവർത്തിത്വം,सहप्रसरण
"1. വ്യാപ്തി ഏരിയ, 2. പ്രക്ഷേപണം","1. कार्यक्षेत्र, 2. प्रसारण"
തകർച്ച,कोसळणे
നിർണായക പാത,गंभीर मार्ग
ക്രിട്ടിക്കൽ പാത്ത് രീതി (CPM),क्रिटिकल पाथ मेथड (CPM)
"1.ക്രോസ് ടെസ്റ്റ്, 2.ക്രോസ് ടെസ്റ്റ്","1.क्रॉस टेस्ट, 2.क्रॉस टेस्ट"
"1.ക്രോസ് പ്രോഗ്രാമബിൾ-ട്രാൻസ്ഫർ, 2. ഓരോ പ്രോഗ്രാമബിൾ","1.क्रॉस प्रोग्रामेबल-हस्तांतरण, 2. प्रोग्राम करण्यायोग्य प्रति"
അപ്രസക്തമായ സിഗ്നൽ,असंबद्ध सिग्नल
അപ്രസക്തമായ സംസാരം,असंबद्ध चर्चा
ക്രിപ്റ്റോഗ്രഫി,क्रिप्टोग्राफी
"1. ക്രിപ്റ്റോഗ്രഫി, 2. ക്രിപ്റ്റോഗ്രഫി, 3. ക്രിപ്റ്റോഗ്രഫി","1. क्रिप्टोग्राफी, 2. क्रिप्टोग्राफी, 3. क्रिप्टोग्राफी"
കറൻസി ചിഹ്നം,चलन चिन्ह
നിലവിലെ ഡയറക്ടറി,वर्तमान निर्देशिका
നിലവിലെ വിൻഡോ,वर्तमान विंडो
കഴ്സർ,कर्सर
വളവ്,वक्र
"1. കട്ട് ആൻഡ് പേസ്റ്റ്, 2. കട്ട് ആൻഡ് പേസ്റ്റ്","1. कट आणि पेस्ट, 2. कट आणि पेस्ट"
കത്രിക രീതി,कातरणे पद्धत
സൈബർ,सायबर
സൈബർ കഫേ,सायबर कॅफे
സൈബർ പണം,सायबर रोख
സൈബർ കുറ്റകൃത്യം,सायबर गुन्हे
സൈബർ ഡാലെക്സ്,सायबर डॅलेक्स
സൈബർ നിയമം,सायबर कायदा
സൈബർ സെക്‌സ്,सायबर सेक्स
"1. സൈബർ സയൻസ്, 2. സൈബർനെറ്റിക്സ്","1. सायबर सायन्स, 2. सायबरनेटिक्स"
"1.സൈബറൈസേഷൻ, 2. സൈബറൈസേഷൻ","1.सायबरायझेशन, 2. सायबरीकरण"
ചക്രം,सायकल
"1.ചക്ര സ്മരണ, 2. ചക്ര ഓർമ്മ","1.चक्र स्मृती, 2.चक्र स्मृती"
സൈക്കിൾ നഷ്ടം,सायकल नुकसान
സൈക്കിൾ സമയം,सायकल वेळ
ചാക്രികമായ,चक्रीय
പിശാച്,डिमन
ഡെയ്സി സർക്കിൾ,डेझी चक्र
ഡാറ്റ അഡ്മിനിസ്ട്രേറ്റർ,डेटा प्रशासक
ഡാറ്റ അലോക്കേഷൻ,डेटा वाटप
"1.ഡാറ്റ ഫീൽഡ്, 2.ഡാറ്റ ഫീൽഡ്","1.डेटा फील्ड, 2.डेटा फील्ड"
"1.ഡാറ്റ അറേ, 2. ഡാറ്റ അറേ","1.डेटा अॅरे, 2. डेटा अॅरे"
"1.ഡാറ്റ-ബേസ്, 2.ഡാറ്റാബേസ്","1.डेटा-बेस, 2.डेटाबेस"
ഡാറ്റ വിഘടനം,डेटा विखंडन
"1. ഡാറ്റ ബസ്, 2. ഡാറ്റ ബസ്","1. डेटा बस, 2. डेटा बस"
"1.ഡാറ്റ കാരിയർ, 2.ഡാറ്റ കാരിയർ","1.डेटा वाहक, 2.डेटा वाहक"
ഡാറ്റ സെൽ,डेटा सेल
"1.ഡാറ്റ സിസ്റ്റം, 2.ഡാറ്റ ചാനൽ","1.डेटा प्रणाली, 2.डेटा चॅनेल"
ഡാറ്റ ആശയവിനിമയം,डेटा संप्रेषण
"1.ഡാറ്റ കംപ്രഷൻ, 2.ഡാറ്റ കംപ്രഷൻ","1.डेटा कॉम्प्रेशन, 2.डेटा कॉम्प्रेशन"
ഡാറ്റ ഫീൽഡ്,डेटा फील्ड
ഡാറ്റ ഫയൽ,डेटा फाइल
"1. ഡാറ്റ ഫ്ലോ, 2. ഡാറ്റ ഫ്ലോ","1. डेटा प्रवाह, 2. डेटा प्रवाह"
"1.ഡാറ്റ ഫ്ലോചാർട്ട്, 2.ചാർട്ട്","1.डेटा फ्लोचार्ट, 2.चार्ट"
ഡാറ്റ ശ്രേണി,डेटा पदानुक्रम
ഡാറ്റ ലെവൽ,डेटा पातळी
"1.ഡാറ്റ കളക്ഷൻ, 2.ഡാറ്റ ലൈബ്രറി","1.डेटा संकलन, 2.डेटा लायब्ररी"
ഡാറ്റ ലിങ്ക് ലെയർ,डेटा लिंक स्तर
ഡാറ്റ ലിങ്ക് ലെയർ (DLL),डेटा लिंक लेयर (DLL)
"1.ഡാറ്റ മാനേജ്മെന്റ്, 2.ഡാറ്റ മാനേജ്മെന്റ്","1.डेटा व्यवस्थापन, 2.डेटा व्यवस्थापन"
"1.ഡാറ്റ കണക്കുകൂട്ടൽ, 2. ഡാറ്റ കണക്കുകൂട്ടൽ","1.डेटा गणना, 2.डेटा गणना"
ഡാറ്റ പ്രോസസ്സിംഗ് ലാംഗ്വേജ് (DML),डेटा प्रोसेसिंग भाषा (DML)
ഡാറ്റ മോഡം ഡാറ്റ മോഡം,डेटा मोडेम डेटा मोडेम
"1.ഡാറ്റ മോഡിഫിക്കേഷൻ, 2.ഡാറ്റ മോഡിഫിക്കേഷൻ","1.डेटा मॉडिफिकेशन, 2.डेटा मॉडिफिकेशन"
"1.ഡാറ്റ നെറ്റ്‌വർക്ക്, 2.ഡാറ്റ നെറ്റ്‌വർക്ക്","1.डेटा नेटवर्क, 2.डेटा नेटवर्क"
"1.ഡാറ്റ ഓപ്പറേഷൻ, 2.ഡാറ്റ ഓപ്പറേഷൻ","1.डेटा ऑपरेशन, 2.डेटा ऑपरेशन"
"1.ഡാറ്റ ഓർഗനൈസേഷനുകൾ, 2. ഡാറ്റ ഓർഗനൈസേഷൻ","1.डेटा संस्था, 2. डेटा संस्था"
"1. ഡാറ്റ ഔട്ട്പുട്ട്, 2. ഡാറ്റ ഔട്ട്പുട്ട്","1. डेटा आउटपुट, 2. डेटा आउटपुट"
"1.ഡാറ്റ പാത്ത്, 2.ഡാറ്റ പാത്ത്","1.डेटा पथ, 2.डेटा पथ"
"1.ഡാറ്റ തയ്യാറാക്കൽ, 2. ഡാറ്റ തയ്യാറാക്കൽ","1. डेटा तयार करणे, 2. डेटा तयार करणे"
"1.ഡാറ്റ സ്വകാര്യത, 2.ഡാറ്റ സ്വകാര്യത","1.डेटा गोपनीयता, 2.डेटा गोपनीयता"
"1. ഡാറ്റാ പ്രോസസർ, 2. ഡാറ്റാ പ്രോസസർ","1. डेटा प्रोसेसर, 2. डेटा प्रोसेसर"
"1.ഡാറ്റ പ്രൊട്ടക്ഷൻ, 2.ഡാറ്റ പ്രൊട്ടക്ഷൻ","1.डेटा संरक्षण, 2.डेटा संरक्षण"
"1. ഡാറ്റ റെക്കോർഡ്, 2. ഡാറ്റ റെക്കോർഡ്","1. डेटा रेकॉर्ड, 2. डेटा रेकॉर्ड"
"1. ഡാറ്റ വീണ്ടെടുക്കൽ, 2. ഡാറ്റ വീണ്ടെടുക്കൽ","1. डेटा पुनर्प्राप्ती, 2. डेटा पुनर्प्राप्ती"
"1. ഡാറ്റ ദിനചര്യ, 2. ഡാറ്റ ദിനചര്യ","1. डेटा रूटीन, 2. डेटा रूटीन"
"1.ഡാറ്റ സെക്യൂരിറ്റി, 2.ഡാറ്റ സെക്യൂരിറ്റി","1.डेटा सुरक्षा, 2.डेटा सुरक्षा"
"1.ഡാറ്റ സെറ്റ്, 2. ഡാറ്റ സെറ്റ്","१.डेटा संच, २. डेटा सेट"
"1.ഡാറ്റ സിഗ്നൽ, 2.ഡാറ്റ സിഗ്നൽ","1.डेटा सिग्नल, 2.डेटा सिग्नल"
"1. ഡാറ്റ ആക്സസ്, 2. ഡാറ്റ ആക്സസ്","1. डेटा ऍक्सेस, 2. डेटा ऍक्सेस"
"1.ഡാറ്റ സോഴ്സ്, 2.ഡാറ്റ സോഴ്സ്","1.डेटा स्रोत, 2.डेटा स्रोत"
"1.ഡാറ്റ സ്പെസിഫിക്കേഷൻ, 2. ഡാറ്റ സ്പെസിഫിക്കേഷൻ","1.डेटा तपशील, 2. डेटा तपशील"
"1.ഡാറ്റ സെന്റർ, 2.ഡാറ്റ സെന്റർ","1.डेटा सेंटर, 2.डेटा सेंटर"
"1. ഡാറ്റ സ്റ്റോറേജ്, 2. ഡാറ്റ സ്റ്റോറേജ്","1. डेटा स्टोरेज, 2. डेटा स्टोरेज"
ഡാറ്റ സംഭരണ ഘടന,डेटा स्टोरेज संरचना
"1. ഡാറ്റ ഘടന, 2. ഡാറ്റ ഘടന","1. डेटा स्ट्रक्चर, 2. डेटा स्ट्रक्चर"
"1.ഡാറ്റ സ്വിച്ച്, 2.ഡാറ്റ സ്വിച്ച്","1.डेटा स्विच, 2.डेटा स्विच"
"1.ഡാറ്റ ടേബിൾ, 2.ഡാറ്റ ടേബിൾ","1.डेटा टेबल, 2.डेटा टेबल"
"1.ഡാറ്റ അവസാനം, 2. ഡാറ്റ അവസാനം","1.डेटा एंड, 2. डेटा समाप्त"
"1. ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ, 2. ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ","1. डेटा ट्रान्सक्रिप्शन, 2. डेटा ट्रान्सक्रिप्शन"
"1.ഡാറ്റ ട്രാൻസ്ഫർ, 2. ഡാറ്റ കൈമാറ്റം","1.डेटा ट्रान्सफर, 2. डेटा ट्रान्सफर"
"1. ഡാറ്റ ട്രാൻസ്മിഷൻ, 2. ഡാറ്റ ട്രാൻസ്മിഷൻ","1. डेटा ट्रान्समिशन, 2. डेटा ट्रान्समिशन"
"1.ഡാറ്റ ട്രാൻസ്മിഷൻ സിസ്റ്റം, 2.ഡാറ്റ ട്രാൻസ്മിഷൻ സിസ്റ്റം","1. डेटा ट्रान्समिशन सिस्टम, 2. डेटा ट्रान्समिशन सिस्टम"
"1. ഡാറ്റ ഫോർമാറ്റ്, 2. ഡാറ്റ ഫോർമാറ്റ്","1. डेटा फॉरमॅट, 2. डेटा फॉरमॅट"
"1. ഡാറ്റ യൂണിറ്റ്, 2. ഡാറ്റ യൂണിറ്റ്","1. डेटा युनिट, 2. डेटा युनिट"
"1. ഡാറ്റ മൂല്യനിർണ്ണയം, 2. ഡാറ്റ മൂല്യനിർണ്ണയം","1.डेटा प्रमाणीकरण, 2.डेटा प्रमाणीकरण"
ഡാറ്റാബേസ്,डेटाबेस
ഡാറ്റാബേസ് അഡ്മിനിസ്ട്രേഷൻ,डेटाबेस प्रशासन
ഡാറ്റാബേസ് ഡിസൈൻ,डेटाबेस डिझाइन
ഡാറ്റാബേസ് മാനേജ്മെന്റ് സിസ്റ്റം,डेटाबेस व्यवस्थापन प्रणाली
"1.ഡാറ്റഗ്രേവ്, 2.ഡാറ്റഗ്രേവ്","1.डेटाग्रेव्ह, 2.डेटाग्रेव्ह"
"1. ഡാറ്റ, 2. ഡാറ്റ","1. डेटाम, 2. डेटा"
"1. നിഷ്ക്രിയ മേഖല, 2. നിഷ്ക്രിയ മേഖല","1.निष्क्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र"
സ്തംഭനാവസ്ഥ,गतिरोध
സ്തംഭനാവസ്ഥ തടയൽ,गतिरोध प्रतिबंध
തെറ്റ് ക്ലിയറൻസ്,दोष क्लिअरन्स
"1. ജഡ്ജ്മെന്റ് സെൽ, 2. ജഡ്ജ്മെന്റ് ബോക്സ്","1. जजमेंट सेल, 2. जजमेंट बॉक्स"
തീരുമാനമെടുക്കൽ പ്രക്രിയ,निर्णयप्रक्रिया
തീരുമാന പിന്തുണ സിസ്റ്റം,निर्णय समर्थन प्रणाली
തീരുമാന വൃക്ഷം,निर्णयाचे झाड
"1. ഡീകോഡർ, 2. ഡീകോഡർ","1. डीकोडर, 2. डीकोडर"
പിരിച്ചുവിടൽ തത്വം,विघटन तत्त्व
ഡീകോഡിംഗ്,डीकोडिंग
സമർപ്പിത സംവിധാനം,समर्पित प्रणाली
സമർപ്പിത പ്രസ്സ്,समर्पित प्रेस
ഇമ്മ്യൂണൈസേഷൻ ഡാറ്റ നെറ്റ്‌വർക്ക് (DDN),लसीकरण डेटा नेटवर्क (DDN)
പ്രതിരോധ കുത്തിവയ്പ്പ് വിവര സംവിധാനം,लसीकरण माहिती प्रणाली
സംയോജനം,एकीकरण
കാലതാമസം,विलंब
കാലതാമസം കൗണ്ടർ,विलंब काउंटर
കാലതാമസം സമയം,विलंब वेळ
"1.ഇല്ലാതാക്കുക, 2.ഇല്ലാതാക്കുക","1.हटवा, 2.हटवा"
ഇല്ലാതാക്കൽ രേഖ,हटवणे रेकॉर्ड
ഡിലിമിറ്റർ,परिसीमक
ഡെൽറ്റ മോഡുലേഷൻ,डेल्टा मॉड्युलेशन
അഭ്യർത്ഥന പേജ്,मागणी पृष्ठ
പ്രകടനം,कामगिरी
demodulation,demodulation
വി-മൾട്ടിപ്ലക്‌സർ,V- मल्टीप्लेक्सर
ഡീനോർമലൈസേഷൻ,विकृतीकरण
"1. സാന്ദ്രത, 2. സാന്ദ്രത","1. घनता, 2. घनता"
"1. ആശ്രിതത്വം, 2. ആശ്രിതത്വം","1. अवलंबित्व, 2. अवलंबित्व"
ആശ്രിത യൂണിറ്റ്,अवलंबून युनिट
ക്യൂ,रांग
"1. dereference, 2. dereference","1. dereference, 2. dereference"
ഉരുത്തിരിഞ്ഞ വൃക്ഷം,व्युत्पन्न झाड
ഉരുത്തിരിഞ്ഞ ഫീൽഡ്,व्युत्पन्न फील्ड
അവരോഹണ തരം,उतरत्या क्रमवारी
ഡിസൈൻ,डिझाइन
ഡെസ്ക് കാൽക്കുലേറ്റർ,डेस्क कॅल्क्युलेटर
ഡെസ്ക്ടോപ്പ് കമ്പ്യൂട്ടറുകൾ,डेस्कटॉप संगणक
ഡെസ്ക്ടോപ്പ് അവതരണം,डेस्कटॉप सादरीकरण
ഡെസ്ക്ടോപ്പ് പ്രസിദ്ധീകരണം,डेस्कटॉप प्रकाशन
ഡെസ്ക്ടോപ്പ് വീഡിയോ,डेस्कटॉप व्हिडिओ
ലക്ഷ്യസ്ഥാന വിലാസം,गंतव्य पत्ता
"1. ഡിസ്ട്രോയർ, 2. ഡിസ്ട്രോയർ","1. विनाशक, 2. विनाशक"
ഡിറ്റർമിനിസ്റ്റിക് ഓട്ടോമാറ്റ,निर्धारक ऑटोमेटा
ഡെവലപ്പർ,विकसक
വികസന സംവിധാനം,विकास प्रणाली
ഉപകരണം,साधन
ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്,डिव्हाइस नियंत्रण युनिट
ഉപകരണ കൺട്രോളർ,डिव्हाइस नियंत्रक
ഉപകരണ മാനേജ്മെന്റ്,डिव्हाइस व्यवस्थापन
ഉപകരണ മോഡ്,डिव्हाइस मोड
രോഗനിർണയം,निदान
ഡയഗ്നോസ്റ്റിക് സിസ്റ്റം,निदान प्रणाली
"1. ഡയഗ്നോസ്റ്റിക്സ്, 2. ഡയഗ്നോസ്റ്റിക്സ്","1. निदान, 2. निदान"
ഡയഗ്രം,आकृती
ഡയൽ ചെയ്യുക,डायल
ഡയൽ ലൈൻ,डायल लाइन
ഡയൽ ടോണ്,डायल टोन
ഡയൽ അപ്,डायल करा
"1. സംഭാഷണം, 2. സംഭാഷണം","1. संवाद, 2. संभाषण"
സംഭാഷണ മുറി,संभाषण कक्ष
ഡയലപ്പ് മോഡം,डायलअप मॉडेम
ഇൻഷുറൻസ്,विमा
നിഘണ്ടു,शब्दकोश
"1. ഡിഫറൻഷ്യൽ, 2. വ്യത്യാസം","1. भिन्नता, 2. भिन्नता"
സംഖ്യാപരമായ,संख्यात्मक
ഡിജിറ്റൽ സംവിധാനം,डिजिटल प्रणाली
ഡിജിറ്റൽ സർക്യൂട്ട്,डिजिटल सर्किट
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,डिजिटल संगणक
"1.ഡിജിറ്റൽ ഡാറ്റ, 2.ഡിജിറ്റൽ ഡാറ്റ","1.डिजिटल डेटा, 2.डिजिटल डेटा"
ഡിജിറ്റൽ സൗകര്യം,डिजिटल सुविधा
ഡിജിറ്റൽ ഫിൽട്ടർ,डिजिटल फिल्टर
ഡിജിറ്റൽ ലൈബ്രറി,डिजिटल लायब्ररी
ഡിജിറ്റൽ മോഡുലേഷൻ,डिजिटल मॉड्यूलेशन
"1. ഡിജിറ്റൽ ഡിസ്പ്ലേ, 2. ഡിജിറ്റൽ മോണിറ്റർ","1. डिजिटल डिस्प्ले, 2. डिजिटल मॉनिटर"
ഡിജിറ്റൽ ചിത്രം,डिजिटल प्रतिमा
"1. ഡിജിറ്റൽ സിഗ്നേച്ചർ, 2. ഡിജിറ്റൽ സിഗ്നേച്ചർ","1. डिजिटल स्वाक्षरी, 2. डिजिटल स्वाक्षरी"
ഡിജിറ്റൽ സ്വിച്ച്,डिजिटल स्विच
ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ,डिजिटल अॅनालॉग कनवर्टर
ഡിജിറ്റൈസേഷൻ,डिजिटायझेशन
ഡിജിറ്റൈസേഷൻ,डिजिटायझेशन
ഡിജിറ്റൈസർ,डिजिटायझर
ഡയോഡ്,डायोड
പ്രഥമദൃഷ്ട്യാ,प्रथमदर्शनी
നേരിട്ടുള്ള വിലാസം,थेट पत्ता
നേരിട്ടുള്ള പരിവർത്തനം,थेट रूपांतरण
നേരിട്ടുള്ള സംയോജനം,थेट जोडणी
"1. ഡയറക്ട് മെമ്മറി ആക്സസ്, 2. ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)","1. डायरेक्ट मेमरी ऍक्सेस, 2. डायरेक्ट मेमरी ऍक्सेस (DMA)"
ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA),डायरेक्ट मेमरी ऍक्सेस (DMA)
നേരിട്ടുള്ള രീതി,थेट पद्धत
ദിശകൾ,दिशानिर्देश
ഡയറക്ടറി,निर्देशिका
"1. ഡയറക്ടറി സെർവർ, 2. ഡയറക്ടറി സെർവർ","1. निर्देशिका सर्व्हर, 2. निर्देशिका सर्व्हर"
ഡയറക്ടറി സേവനം,निर्देशिका सेवा
സാധ്യമല്ല,अक्षम
സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു,सिग्नल अक्षम करणे
"1. വിച്ഛേദിക്കൽ, 2. വിച്ഛേദിക്കൽ","1. डिस्कनेक्शन, 2. डिस्कनेक्शन"
"1. ഡിസ്ക്രീറ്റ്, 2. ഡിസ്ക്രീറ്റ്","1. स्वतंत्र, 2. स्वतंत्र"
"1. ഡിസ്ക്, 2. ഡിസ്ക്","1. डिस्क, 2. डिस्क"
"1. ഡിസ്ക് വിലാസം, 2. ഡിസ്ക് വിലാസം","1. डिस्क पत्ता, 2. डिस्क पत्ता"
"1. ഡിസ്ക് അറേ, 2. ഡിസ്ക് അറേ","1. डिस्क अॅरे, 2. डिस्क अॅरे"
"1. ഡിസ്ക് ശേഷി, 2. ഡിസ്ക് ശേഷി","1. डिस्क क्षमता, 2. डिस्क क्षमता"
"1. ഡിസ്ക് ഡ്രൈവർ, 2. ഡിസ്ക് ഡ്രൈവ്","1. डिस्क ड्रायव्हर, 2. डिस्क ड्राइव्ह"
ഡിസ്ക് ഫയൽ,डिस्क फाइल
"1. ഡിസ്ക് മെമ്മറി, 2. ഡിസ്ക് മെമ്മറി, 3. ഡിസ്ക് മെമ്മറി, 4. ഡിസ്ക് മെമ്മറി","1. डिस्क मेमरी, 2. डिस्क मेमरी, 3. डिस्क मेमरी, 4. डिस्क मेमरी"
ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DoS),डिस्क ऑपरेटिंग सिस्टम (DoS)
ഡിസ്ക് പാക്കേജ്,डिस्क पॅकेज
"1.ചക്രിക സെർവർ, 2.ഡിസ്ക് സെർവർ","1.चक्रिका सर्व्हर, 2.डिस्क सर्व्हर"
"1. ഡിസ്ക് സംഭരണം, 2. ഡിസ്ക് സംഭരണം","1. डिस्क स्टोरेज, 2. डिस्क स्टोरेज"
ഡിസ്കെറ്റ്,डिस्केट
ഫയൽ പ്രദർശിപ്പിക്കുക,फाइल प्रदर्शित करा
ചിത്രം പ്രദർശിപ്പിക്കുക,प्रतिमा प्रदर्शित करा
നിർമാർജനം,विल्हेवाट
ദൂരം,अंतर
ദൂരം പ്രവർത്തനം,अंतर कार्य
വളച്ചൊടിക്കൽ,विकृती
എത്തിച്ചു,वितरित
വിതരണം ചെയ്ത ഡാറ്റ,वितरित डेटा
വിതരണം ചെയ്ത സെർവർ,वितरित सर्व्हर
"1.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം, 2.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം","1.वितरित प्रणाली, 2.वितरित प्रणाली"
വിതരണക്കാരൻ,वितरक
പ്രമാണം,दस्तऐवज
പ്രമാണം അംഗീകൃത,दस्तऐवज मान्यताप्राप्त
"1. ഡോക്യുമെന്റ് വിൻഡോ, 2. ഡോക്യുമെന്റ് വിൻഡോ","1. दस्तऐवज विंडो, 2. दस्तऐवज विंडो"
പ്രമാണീകരണം,दस्तऐवजीकरण
"ഡൊമെയ്ൻ, ഡൊമെയ്ൻ","डोमेन, डोमेन"
ഡൊമെയ്ൻ നാമം,डोमेनचे नाव
"1. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ, 2. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ","1. डॉट मॅट्रिक्स प्रिंटर, 2. डॉट मॅट्रिक्स प्रिंटर"
"താഴെ, താഴെ","खाली, खाली"
"1.അവലിങ്ക്, 2.ചതുരം","1.अवलिंक, 2.स्क्वेअर"
ഡൗൺലോഡ്,डाउनलोड करा
ഡൗൺലോഡ് സമയം,डाउनलोड वेळ
ട്രാക്ഷൻ,कर्षण
DRAM (ഡൈനാമിക് റാം),DRAM (डायनॅमिक रॅम)
ഒഴുക്ക്,प्रवाह
ഡ്രൈവർ,चालक
ഇലകൾ,पाने
ഡ്രോപ്പ് ലിസ്റ്റ് ബോക്സ്,ड्रॉप लिस्ट बॉक्स
ഡ്രം ഡ്രൈവ്,ड्रम ड्राइव्ह
"1.ഡ്രം പ്രിന്റർ, 2.ഡ്രം പ്രിന്റർ","1.ड्रम प्रिंटर, 2.ड्रम प्रिंटर"
"1. Im യൂണിറ്റ്, 2. ഡ്രം യൂണിറ്റ്","1. इम युनिट, 2. ड्रम युनिट"
"1. ദ്വൈതത, 2. ദ്വി","1. द्वैत, 2. द्वि"
ഇരട്ട സാന്ദ്രത,दुहेरी घनता
"1. നിശബ്ദ വിലാസം, 2. വ്യാജ വിലാസം","1. मूक पत्ता, 2. बनावट पत्ता"
തള്ളുക,डंप
ഇരട്ട സർക്യൂട്ട്,डुप्लेक्स सर्किट
നിയമവിധേയമാക്കൽ,कायदेशीरकरण
കീ കീ,की की
"1.D V D R./W, 2. ഡിവിഡി വായന, 3. എഴുത്ത്","1.D V D R./W, 2. डीव्हीडी वाचन, 3. लेखन"
ഡിവിഡി റോം,डीव्हीडी रॉम
ചലനാത്മക നിർദ്ദേശം,डायनॅमिक सूचना
