Telugu,Punjabi
ఖర్చును అధిగమిస్తుంది,ਲਾਗਤ ਓਵਰਰਨ
కుటీర పరిశ్రమ,ਕਾਟੇਜ ਉਦਯੋਗ
కౌన్సిల్,ਕੌਂਸਲ
మంత్రుల మండలి,ਮੰਤਰੀਆਂ ਦੀ ਕਾਉਂਸਲ
కౌన్సిల్ ఆఫ్ స్టేట్స్,ਰਾਜਾਂ ਦੀ ਕਾਉਂਸਲ
న్యాయవాది,ਸਲਾਹ
కౌన్సెలింగ్,ਕਾਉਂਸਲਿੰਗ
కౌంటర్,ਕਾ counter ਂਟਰ
కౌంటర్ చర్య,ਕਾ counter ਂਟਰ ਐਕਸ਼ਨ
కౌంటర్ అఫిడవిట్,ਜਵਾਬੀ ਹਲਫੀਆ ਬਿਆਨ
కౌంటర్ ఛార్జ్,ਕਾ counter ਂਟਰ ਚਾਰਜ
కౌంటర్ దావా,ਕਾ counter ਂਟਰ ਦਾ ਦਾਅਵਾ
నకిలీ కరెన్సీ,ਨਕਲੀ ਕਰੰਸੀ
నకిలీ,ਨਕਲੀ
కౌంటర్ ఫాయిల్,ਕਾਉਂਟਰਫਾਇਲ
కౌంటర్ ఆఫర్,ਵਿਰੋਧੀ ਪੇਸ਼ਕਸ਼
కౌంటర్సైన్,ਕਾ toud ਂਟਰਸਾਈਨ
తిరుగుబాటు,ਕੂੜਾ
కూపన్,ਕੂਪਨ
కొరియర్,ਕੋਰੀਅਰ
కొరియర్ సేవ,ਕੋਰੀਅਰ ਸੇਵਾ
కోర్సు,ਕੋਰਸ
అధ్యయనం యొక్క కోర్సులు,ਅਧਿਐਨ ਦੇ ਕੋਰਸ
కోర్టు కేసు,ਕੋਰਟ ਕੇਸ
మర్యాద,ਸ਼ਿਸ਼ਟਾਚਾਰ
చిన్న కారణాల న్యాయస్థానం,ਛੋਟੇ ਕਾਰਨਾਂ ਦੀ ਅਦਾਲਤ
ఒడంబడిక,ਨੇਮ
కవర్,ਕਵਰ
కవరేజ్,ਕਵਰੇਜ
కవరింగ్ లెటర్,ਪੱਤਰ ਨੂੰ covering ੱਕਣਾ
కవరింగ్ మెమో,ਮੀਮੋ ਨੂੰ covering ੱਕਣਾ
గమనిక,ਨੋਟਿੰਗ ਨੋਟ
క్రాష్ ప్రోగ్రామ్,ਕਰੈਸ਼ ਪ੍ਰੋਗਰਾਮ
క్రీము పొర,ਕਰੀਮੀ ਪਰਤ
సృష్టి,ਸ੍ਰਿਸ਼ਟੀ
సృజనాత్మక,ਰਚਨਾਤਮਕ
సృజనాత్మకత,ਰਚਨਾਤਮਕਤਾ
క్రీచ్,ਕਰੈਕ
క్రెడెన్షియల్స్ కమిట్,ਪ੍ਰਮਾਣ ਪੱਤਰ
విశ్వసనీయత,ਭਰੋਸੇਯੋਗਤਾ
క్రెడిట్,ਕ੍ਰੈਡਿਟ
విశ్వసనీయమైనది,ਕ੍ਰੈਡਿਟਯੋਗ
క్రెడిట్ సలహా,ਕ੍ਰੈਡਿਟ ਸਲਾਹ
క్రెడిట్ మరియు పొదుపు సమాజం,ਕ੍ਰੈਡਿਟ ਅਤੇ ਥ੍ਰਿਫਟ ਸੁਸਾਇਟੀ
క్రెడిట్ కార్డు,ਕਰੇਡਿਟ ਕਾਰਡ
ఋణ వసతులు,ਕ੍ਰੈਡਿਟ ਸਹੂਲਤਾਂ
క్రెడిట్ ఎంట్రీ,ਕ੍ਰੈਡਿਟ ਇੰਦਰਾਜ਼
క్రెడిట్ గమనిక,ਕਰੈਡਿਟ ਸੂਚਨਾ
రుణదాత,ਲੈਣਦਾਰ
శ్మశానవాటిక,ਸਸਕਾਰ
శ్మశానవాటిక గ్రౌండ్,ਸਸਕਾਰ ਗਰਾਉਂਡ
సిబ్బంది,ਚਾਲਕ ਦਲ
నేరం,ਅਪਰਾਧ
నమ్మకంతో నేరస్థుడిని ఉల్లంఘించడం,ਅਪਰਾਧ ਦੀ ਉਲੰਘਣਾ ਦੀ ਉਲੰਘਣਾ
క్రిమినల్ కోర్ట్,ਅਪਰਾਧਿਕ ਅਦਾਲਤ
నేర నిర్లక్ష్యం,ਅਪਰਾਧਿਕ ਲਾਪਰਵਾਹੀ
క్రిమినల్ నేరం,ਅਪਰਾਧਿਕ ਅਪਰਾਧ
క్రిమినల్ ప్రొసీజర్ కోడ్,ਅਪਰਾਧਿਕ ਪ੍ਰਕਿਰਿਆ ਕੋਡ
సంక్షోభం,ਸੰਕਟ
సంక్షోభ నిర్వహణ,ਸੰਕਟ ਪ੍ਰਬੰਧਨ
ప్రమాణం,ਮਾਪਦੰਡ
విమర్శ,ਆਲੋਚਨਾ
క్రాస్,ਕਰਾਸ
క్రాస్ బ్రీడ్,ਕਰਾਸ ਨਸਲ
క్రాస్ చెకింగ్,ਕਰਾਸ ਚੈਕਿੰਗ
క్రాస్డ్ చెక్,ਕ੍ਰਾਸਡ ਚੈੱਕ
క్రాస్ ఎగ్జామినేషన్,ਕਰਾਸ ਪ੍ਰੀਖਿਆ
ఆధార సూచిక,ਕਰਾਸ ਦਾ ਹਵਾਲਾ
క్రాస్ ఓటింగ్,ਕਰਾਸ ਵੋਟ
కీలకమైన తేదీ,ਮਹੱਤਵਪੂਰਨ ਤਾਰੀਖ
ముడి,ਕੱਚਾ
అపరాధ నరహత్య,ਦੋਸ਼ੀ ਹਾਈਡਾਈਡ
అపరాధి,ਦੋਸ਼ੀ
సాగు,ਕਾਸ਼ਤ
సాంస్కృతిక మార్పిడి కార్యక్రమం,ਸਭਿਆਚਾਰਕ ਵਟਾਂਦਰੇ ਦਾ ਪ੍ਰੋਗਰਾਮ
సంచిత,ਸੰਚਤ
కరెన్సీ,ਮੁਦਰਾ
ద్రవ్య మారకం,ਮੁਦਰਾ ਐਕਸਚੇਂਜ
కరెన్సీ గమనిక,ਮੁਦਰਾ ਨੋਟ
ప్రస్తుత,ਮੌਜੂਦਾ
వాడుక ఖాతా,ਮੌਜੂਦਾ ਖਾਤਾ
ప్రస్తుత విధులు,ਮੌਜੂਦਾ ਡਿ duties ਟੀਆਂ
ప్రస్తుత సెషన్,ਮੌਜੂਦਾ ਸੈਸ਼ਨ
కరికులం విటే,ਬਾਔਡੇਟਾ
కర్లేట్,ਕਰਟੈਲ
సంరక్షకుడు,ਰਖਵਾਲਾ
కస్టడీ,ਹਿਰਾਸਤ
ఆచారం,ਪ੍ਰਥਾ
ఆచారం,ਪ੍ਰਥਾ
ఆచారం,ਰਿਵਾਜ
ఆచారం విధానం,ਰਿਵਾਜ ਵਿਧੀ
కస్టమ్ డ్యూటీ,ਕਸਟਮ ਡਿ duty ਟੀ
కస్టమర్,ਗਾਹਕ
కస్టమర్ ఫ్రెండ్లీ,ਗਾਹਕ ਦੋਸਤਾਨਾ
అనుకూల పరీక్ష,ਕਸਟਮ ਇਮਤਿਹਾਨ
కత్తిరించండి,ਘਟਾਓੁਣਾ
కట్ మోషన్,ਮੋਸ਼ਨ ਕੱਟ
తేదీని కత్తిరించండి,ਤਾਰੀਖ ਕੱਟ
చక్రం,ਚੱਕਰ
రోజువారీ,ਰੋਜ਼ਾਨਾ
రోజువారీ భత్యం,ਰੋਜ਼ਾਨਾ ਭੱਤਾ
రోజువారీ డైరీ,ਰੋਜ਼ਾਨਾ ਡਾਇਰੀ
రోజువారీ రిజిస్టర్,ਰੋਜ਼ਾਨਾ ਰਜਿਸਟਰ
రోజువారీ నివేదిక,ਰੋਜਾਨਾ ਰਿਪੋਰਟ
దినచర్య,ਰੋਜ਼ਾਨਾ ਰੁਟੀਨ
రోజువారీ వేతనాలు,ਰੋਜ਼ਾਨਾ ਤਨਖਾਹ
డాక్ స్టేజ్,ਡੀਕ ਪੜਾਅ
డాక్ ట్రే,ਡਕ ਟਰੇ
నష్టం,ਨੁਕਸਾਨ
నష్టాలు,ਨੁਕਸਾਨ
ప్రమాదకరమైనది,ਖਤਰਨਾਕ
ధైర్యం,ਹਿੰਮਤ
సమాచారం,ਡਾਟਾ
డేటా బ్యాంక్,ਡਾਟਾ ਬੈਂਕ
డేటా బేస్,ਡਾਟਾ ਬੇਸ
వివరాల సేకరణ,ਡਾਟਾ ਇਕੱਠਾ ਕਰਨ
డేటా దాణా,ਡਾਟਾ ਫੀਡਿੰਗ
డేటా ప్రాసెసింగ్,ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
తేదీ,ਤਾਰੀਖ਼
రాక తేదీ,ਪਹੁੰਚਣ ਦੀ ਤਾਰੀਖ
పుట్టిన తేది,ਜਨਮ ਤਾਰੀਖ
బయలుదేరే తేదీ,ਰਵਾਨਗੀ ਦੀ ਤਾਰੀਖ
ఉత్సర్గ తేదీ,ਡਿਸਚਾਰਜ ਦੀ ਮਿਤੀ
పరిపక్వత తేదీ,ਮਿਆਦ ਪੂਰੀ ਹੋਣ ਦੀ ਮਿਤੀ
రశీదు తేదీ,ਰਸੀਦ ਦੀ ਮਿਤੀ
తేదీ స్టాంప్,ਮਿਤੀ ਸਟੈਂਪ
రోజు పండితుడు,ਦਿਵਸ ਸਕਾਲਰ
డే షిఫ్ట్,ਦਿਵਸ ਸ਼ਿਫਟ
దయ యొక్క రోజులు,ਕਿਰਪਾ ਦੇ ਦਿਨ
రోజు నుండి రోజు పని,ਦਿਨ ਦਾ ਕੰਮ
డెడ్ ఖాతా,ਮਰੇ ਖਾਤਾ
గడువు,ਮਰੇ ਲਾਈਨ
డెడ్లాక్,ਡੈੱਡਲਾਕ
డెడ్ స్టాక్ రిజిస్టర్,ਡੈੱਡ ਸਟਾਕ ਰਜਿਸਟਰ
చనిపోయిన బరువు,ਮਰੇ ਭਾਰ
ఒప్పందం,ਸੌਦਾ
వ్యవహార సహాయకుడు,ਸਹਾਇਕ ਦਾ ਸੌਦਾ ਕਰਨਾ
వ్యవహారం,ਨਜਿੱਠਣਾ
మరణ వార్షికోత్సవం,ਮੌਤ ਦੀ ਵਰ੍ਹੇਗੰ
ప్రియమైన భత్యం,ਪਿਆਰੇ ਭੱਤਾ
మరణ ప్రయోజనం,ਮੌਤ ਦਾ ਲਾਭ
డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ,ਮੌਤ-ਰਿਟਾਇਰਮੈਂਟ ਗ੍ਰੈਚੁਟੀ
సేవలో మరణం,ਸੇਵਾ ਵਿਚ ਮੌਤ
Deauthorizatioin,ਡੀਅਥੋਰਾਈਜ਼ੈਟਿਓਇਨ
డెబార్,ਡੈਬਾਰ
డెబిట్,ਡੈਬਿਟ
డెబిట్ సలహా,ਡੈਬਿਟ ਸਲਾਹ
అప్పు,ਕਰਜ਼ਾ
రుణ నిర్వహణ,ਡੈਬਟ ਮੈਨੇਜਮੈਂਟ
రుణగ్రహీత,ਕਰਜ਼ਦਾਰ
మరణించిన,ਮ੍ਰਿਤਕ
మర్యాద,ਸ਼ਿਸ਼ਟਾਚਾਰ
వికేంద్రీకరణ,ਵਿਕੇਂਦਰੀਕਰਣ
నిర్ణయాత్మక కారకం,ਫੈਕਟਰ ਦਾ ਫੈਸਲਾ ਕਰਨਾ
నిర్ణయం,ਫੈਸਲਾ
నిర్ణయం తీసుకోవడం,ਫੈਸਲਾ ਲੈਣਾ
నిర్ణయం తీసుకునే ప్రక్రియ,ਫੈਸਲਾ ਲੈਣ ਦੀ ਪ੍ਰਕਿਰਿਆ
ప్రకటన,ਘੋਸ਼ਣਾ
ఆదాయ ప్రకటన,ਆਮਦਨੀ ਦਾ ਐਲਾਨ
ప్రకటించిన విలువ,ਘੋਸ਼ਿਤ ਮੁੱਲ
ప్రమాణం చేయండి,ਸਹੁੰ ਬਾਰੇ ਐਲਾਨ ਕਰੋ
డీకోడ్,ਡੀਕੋਡ
డీకోంట్రోల్,ਡੀਕੋਡ੍ਰੋਲ
డెకోరం,ਸਜਾਵਟ
తగ్గుదల,ਕਮੀ
డిక్రీ,ਫ਼ਰਮਾਨ
అంకితం,ਸਮਰਪਣ
మినహాయింపు,ਕਟੌਤੀਯੋਗ
మినహాయింపు,ਕਟੌਤੀ
మూలం వద్ద మినహాయింపు,ਸਰੋਤ 'ਤੇ ਕਟੌਤੀ
జీతం నుండి మినహాయింపు,ਤਨਖਾਹ ਤੋਂ ਕਟੌਤੀ
దస్తావేజు,ਡੀਡ
తనఖా యొక్క దస్తావేజు,ਗਿਰਵੀਨਾਮੇ ਦਾ ਕੰਮ
డీమ్డ్ విశ్వవిద్యాలయం,ਮੰਨਿਆ ਗਿਆ ਯੂਨੀਵਰਸਿਟੀ
Deface,ਖਰਾਬ
వాస్తవ,ਹਕ਼ੀਕ਼ੀ
డీప్లేషన్,Defalcation
పరువు నష్టం,ਮਾਣਹਾਨੀ
డిఫాల్ట్,ਮੂਲ
డిఫాల్టర్,ਡਿਫਾਲਟਰ
లోపభూయిష్ట,ਨੁਕਸਦਾਰ
రక్షణ,ਬਚਾਅ
రక్షణ న్యాయవాది,ਬਚਾਅ ਪੱਖ
రక్షణ ఉత్పత్తి,ਰੱਖਿਆ ਉਤਪਾਦਨ
ప్రతివాది,ਬਚਾਓ ਪੱਖ
వాయిదా వేయండి,ਮੁਲਤਵੀ
వాయిదా వేసిన వ్యయం,ਮੁਲਤਵੀ ਖਰਚੇ
ధిక్కరణ,ਉਲੰਘਣਾ
లోటు,ਘਾਟਾ
లోటు బడ్జెట్,ਘਾਟਾ ਬਜਟ
నిర్వచించండి,ਪ੍ਰਭਾਸ਼ਿਤ
ధిక్కరించండి,ਮੁਲਤਵੀ
క్షీణత,ਨਿਘਾਰ
డిగ్రీ,ਡਿਗਰੀ
Dejure,ਡੀਜੂਰ
ఆలస్యం,ਦੇਰੀ
ప్రతినిధి,ਡੈਲੀਗੇਟ
అప్పగించిన అధికారం,ਸੌਂਪਿਆ ਅਥਾਰਟੀ
ప్రతినిధి బృందం,ਵਫਦ
అధికారాల ప్రతినిధి బృందం,ਸ਼ਕਤੀਆਂ ਦਾ ਵਫਦ ਹੋਣਾ
తొలగించు,ਮਿਟਾਓ
తొలగింపు,ਹਟਾਉਣਾ
ఉద్దేశపూర్వకంగా,ਜਾਣਬੁੱਝ ਕੇ
చర్చ,ਵਿਚਾਰ ਵਟਾਂਦਰੇ
రుచికరమైన,ਕਮੀ
డీలిమిటేషన్,ਸੀਮਾ
బట్వాడా,ਸਪੁਰਦ ਕਰੋ
డెలివరీ,ਡਿਲਿਵਰੀ
డిమాండ్,ਮੰਗ
డిమాండ్ గమనిక,ਮੰਗ ਨੋਟ
సరిహద్దు,ਹੱਦਬੰਦੀ
డెమి-అఫీషియల్,ਡੈਮੀ-ਅਧਿਕਾਰੀ
ప్రజాస్వామ్యం,ਲੋਕਤੰਤਰ
ప్రదర్శన,ਪ੍ਰਦਰਸ਼ਨ
అవమానం,ਨਿਰਾਸ਼ਾ
డెమరేజ్,ਕਬਰਸਤਾਨ
తిరస్కరణ,ਇਨਕਾਰ
విలువ కలిగిన,ਸੰਜੋਗ
డి నోవో,Do ਨੂਵੋ
తిరస్కరించండి,ਇਨਕਾਰ
బయలుదేరండి,ਰਵਾਨਾ
విభాగం,ਵਿਭਾਗ
డిపార్ట్‌మెంటల్,ਵਿਭਾਗੀ ਵਿਭਾਗ
డిపార్ట్‌మెంటల్ చర్య,ਵਿਭਾਗੀ ਕਾਰਵਾਈ
డిపార్ట్‌మెంటల్ ఎంక్వైరీ,ਵਿਭਾਗੀ ਜਾਂਚ
విభాగ దర్యాప్తు,ਵਿਭਾਗੀ ਜਾਂਚ
డిపార్ట్‌మెంటల్ అవకతవకలు,ਵਿਭਾਗੀ ਬੇਨਿਯਮਤਾ
డిపార్ట్‌మెంటల్ లైబ్రరీ,ਵਿਭਾਗੀ ਲਾਇਬ੍ਰੇਰੀ
విభాగ నిర్లక్ష్యం,ਵਿਭਾਗੀ ਲਾਪਰਵਾਹੀ
విభాగ అనుమతి,ਵਿਭਾਗੀ ਅਧਿਕਾਰ
డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్,ਵਿਭਾਗੀ ਯੋਗਤਾ ਪ੍ਰੀਖਿਆ
నిష్క్రమణ,ਰਵਾਨਗੀ
డిపెండెన్సీ సర్టిఫికేట్,ਨਿਰਭਰਤਾ ਸਰਟੀਫਿਕੇਟ
ఆధారపడి ఉంటుంది,ਨਿਰਭਰ
ఆధారపడిన పిల్లలు,ਨਿਰਭਰ ਬੱਚੇ
మోహరించేందుకు,ਤੈਨੁਸ਼
డిపోనెంట్,ਡੀਪੋਨੈਂਟ
బహిష్కరణ,ਦੇਸ਼ ਨਿਕਾਲੇ
డిసెజ్,ਅਪਗ੍ਰੇਡ
డిపాజిట్,ਜਮ੍ਹਾ
డిపో,ਡਿਪੂ
తరుగుదల,ਕਮੀ
అణగారిన తరగతి,ਉਦਾਸ ਕਲਾਸ
కోల్పోతారు,ਵਾਂਝੇ
డిప్యుటేషన్,ਡੈਪੂਟੇਸ਼ਨ
డిప్యుటేషన్ భత్యం,ਡੈਪੂਟੇਸ਼ਨ ਭੱਤਾ
డిప్యూటీ,ਡਿਪਟੀ
పునర్నిర్మించబడింది,ਡੀਰ ਰਜਿਸਟਰ
విధి యొక్క విడదీయడం,ਡਿ duty ਟੀ ਦੀ ਘਾਟ
డెజర్వేషన్,ਦਰੇਰਾ
అవమానకరమైన,ਡੈਗੋਗੇਸ਼ਨ
అవమానకరమైన,ਅਪਮਾਨਜਨਕ
అవమానకరమైన వ్యాఖ్య,ਅਪਾਰੋਕਰੀ ਟਿੱਪਣੀ
వారసుడు,ਵੰਸ਼ਜ
వివరణ,ਵੇਰਵਾ
అర్హమైనది,ਯੋਗ
రూపకల్పన,ਡਿਜ਼ਾਇਨ
నియమించండి,ਮਨੋਨੀਤ
హోదా,ਅਹੁਦਾ
డెస్పాచ్,ਭੇਜਣਾ
డెస్పాచ్ నోట్,ਡਿਸਪੈਚ ਨੋਟ
డెస్పాచ్ రిజిస్టర్,ਡੈਪਿਪਰ ਰਜਿਸਟਰ
గమ్యం,ਮੰਜ਼ਿਲ
నిరాశ్రయుల,ਵਿਖਾਵਾ
వివరాలు,ਵੇਰਵਾ
వివరంగా,ਵੇਰਵਾ
గుర్తించడం,ਖੋਜਿਆ
నిర్బంధ,ਨਜ਼ਰਬੰਦੀ
డిటెనూ,ਉਚਾਰੇ ਹੋਏ
సంకల్పం,ਦ੍ਰਿੜਤਾ
నిరోధం,ਨਿਘਾਰ
హాని,ਨੁਕਸਾਨ
హానికరం,ਨੁਕਸਾਨਦੇਹ
విలువ తగ్గింపు,ਦੀ ਘਾਟ
వినాశనం,ਤਬਾਹੀ
అభివృద్ధి,ਵਿਕਾਸ
విడదీయండి,ਭਟਕਣਾ
పరికరం,ਜੰਤਰ
భక్తి,ਸ਼ਰਧਾ
రోగ నిర్ధారణ,ਨਿਦਾਨ
రేఖాచిత్రం,ਚਿੱਤਰ
డైరీ,ਡਾਇਰੀ
డిక్టేషన్,ਹੁਕਮ
చనిపోతుంది,ਮਰਦਾ ਨਹੀ
ఆహారం,ਖੁਰਾਕ
డైజెస్ట్,ਹਜ਼ਮ
గౌరవప్రదమైన,ਮਨਘੜਤ
గౌరవం,ਮਾਣ
డైగ్రెషన్,ਡਿਜਸ਼ਨ
డైలేటరీ,Dilatory
సందిగ్ధత,ਦੁਬਿਧਾ
శ్రద్ధ,ਮਿਹਨਤੀ
పరిమాణం,ਮਾਪ
డిప్లొమా,ਡਿਪਲੋਮਾ
దౌత్యం,ਕੂਟਨੀਤੀ
దౌత్య రోగనిరోధక శక్తి,ਕੂਟਨੀਤਕ ਛੋਟ
డైరెక్ట్,ਸਿੱਧਾ
ప్రత్యక్ష పోటీ,ਸਿੱਧਾ ਮੁਕਾਬਲਾ
ప్రత్యక్ష ఇంటర్వ్యూ,ਸਿੱਧਾ ਇੰਟਰਵਿ.
దిశ,ਦਿਸ਼ਾ
డైరెక్టరీ,ਡਾਇਰੈਕਟਰੀ
ప్రత్యక్ష నియామకం,ਸਿੱਧੀ ਭਰਤੀ
అనుమతించవద్దు,ਅਸਵੀਕਾਰ ਕਰੋ
వైకల్యం,ਅਪਾਹਜਤਾ
వికలాంగుడు,ਅਯੋਗ ਵਿਅਕਤੀ
డిసేబుల్మెంట్ ప్రయోజనం,ਅਯੋਗਤਾ ਲਾਭ
ప్రతికూలత,ਨੁਕਸਾਨ
అంగీకరించలేదు,ਅਸਹਿਮਤ
అనుమతించబడలేదు,ਅਸਵੀਕਾਰ ਕੀਤਾ
నిరాకరణ,ਅਸਵੀਕਾਰ
విపత్తు,ਤਬਾਹੀ
విపత్తూ నిర్వహణ,ਤਬਾਹੀ ਪ੍ਰਬੰਧਨ
రద్దు,ਭਾਂਡੇ
పంపిణీ,ਵੰਡ
విస్మరించండి,ਰੱਦ
ఉత్సర్గ,ਡਿਸਚਾਰਜ
ఉత్సర్గ స్లిప్,ਡਿਸਚਾਰਜ ਸਲਿੱਪ
క్రమశిక్షణా చర్య,ਅਨੁਸ਼ਾਸਨੀ ਕਾਰਵਾਈ
క్రమశిక్షణా విధానం,ਅਨੁਸ਼ਾਸਨੀ ਵਿਧੀ
క్రమశిక్షణ,ਅਨੁਸ਼ਾਸਨ
నిరాకరణ,ਵਿਗਾੜ
బహిర్గతం,ਖੁਲਾਸਾ
అసంతృప్తి,ਅਸੰਤੁਸ਼ਟ
నిలిపివేత,ਬੰਦ
నిలిపివేయండి,ਬੰਦ ਕਰੋ
అసమ్మతి,ਵਿਵਾਦ
డిస్కౌంట్,ਛੂਟ
కనుగొనండి,ਖੋਜ ਕਰੋ
అపఖ్యాతి,ਬਦਨਾਮੀ
వ్యత్యాసం,ਅੰਤਰ
అభీష్టానుసారం,ਵਿਵੇਕ
విచక్షణ మంజూరు,ਵਿਵੇਕਸ਼ੀਲ ਗ੍ਰਾਂਟ
విచక్షణ శక్తి,ਵਿਵੇਕਸ਼ੀਲ ਸ਼ਕਤੀ
వివక్ష,ਵਿਤਕਰਾ
చర్చ,ਵਿਚਾਰ ਵਟਾਂਦਰੇ
నిజాయితీ,ਬੇਈਮਾਨ
అవమానం,ਬੇਇੱਜ਼ਤੀ
విచ్ఛిన్నం,ਵਿਗਾੜ
డిస్క్,ਡਿਸਕ
తొలగుట,ਉਜਾੜਾ
నమ్మకద్రోహం,ਬੇਵਫ਼ਾ
రద్దుచేసే,ਖਾਰਜ
తొలగింపు,ਬਰਖਾਸਤਗੀ
తొలగింపు విధానం,ਬਰਖਾਸਤ ਕਰਨ ਦੀ ਪ੍ਰਕਿਰਿਆ
అవిధేయత,ਅਣਆਗਿਆਕਾਰੀ
రుగ్మత,ਵਿਕਾਰ
అస్తవ్యస్తత,ਅਸੰਗਤ
అసమానత,ਅਸਮਾਨਤਾ
డిస్పాచ్ విభాగం,ਡਿਸਪੈਚ ਸੈਕਸ਼ਨ
పంపిణీ చేయదగినది,ਡਿਸਪੈਂਸਬਲ
చెదరగొట్టండి,ਫੈਲਾਓ
స్థానభ్రంశం,ਉਜਾੜੇ
ప్రదర్శన,ਡਿਸਪਲੇਅ
అసంతృప్తి,ਨਾਰਾਜ਼ਗੀ
పారవేయడం,ਨਿਪਟਾਰਾ
పారవేసేందుకు,ਦਾ ਿਨਪਟਾਰਾ
స్థానభ్రంశం,ਸੁਭਾਅ
తొలగింపు,ਡਿਸਪੋਸੈਸ
వివాదం,ਵਿਵਾਦ
అనర్హత,ਅਯੋਗਤਾ
విస్మరించండి,ਅਣਡਿੱਠ
అంతరాయం,ਵਿਘਨ
అసంతృప్తి,ਅਸੰਤੁਸ਼ਟੀ
అసమ్మతి,ਅਸਹਿਮਤੀ
అపచారం,ਵਿਗਾੜ
డిసోసియేట్,ਭਿੰਨ ਭਿੰਨ
రద్దు,ਭੰਗ
కరిగించండి,ਭੰਗ
దూరవిద్య,ਦੂਰੀ ਸਿੱਖਣ
డిస్టిలరీ,ਡਿਸਟਿਲਰੀ
విభిన్న,ਵੱਖਰਾ
వేరు,ਵੱਖ ਕਰਨਾ
వక్రీకరణ,ਭਟਕਣਾ
బాధ,ਪ੍ਰੇਸ਼ਾਨੀ
పంపిణీ,ਵੰਡ
పంపిణీ,ਵੰਡ
జిల్లా,ਜ਼ਿਲ੍ਹਾ
జిల్లా కేంద్రం,ਜ਼ਿਲ੍ਹਾ ਕੇਂਦਰ
భంగం,ਪਰੇਸ਼ਾਨੀ
డిట్టో,Ditto
మళ్లింపు,ਡਾਇਵਰਸ਼ਨ
డివిడెండ్,ਲਾਭਅੰਸ਼
విభజన,ਵੰਡ
విడాకులు,ਤਲਾਕ
డాకెట్,ਡੌਕੇਟ
వైద్యుడు,ਡਾਕਟਰ
పత్రం,ਦਸਤਾਵੇਜ਼
డాక్యుమెంటరీ సాక్ష్యం,ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ
డాక్యుమెంటేషన్,ਦਸਤਾਵੇਜ਼
నివాసం,ਨਿਵਾਸ
నివాస ధృవీకరణ పత్రం,ਨਿਵਾਸ ਸਰਟੀਫਿਕੇਟ
ఆధిపత్యం,ਪ੍ਰਭਾਵਸ਼ਾਲੀ
విరాళం,ਦਾਨ
డోసియర్,ਡੌਸੀਅਰ
సందేహాస్పదంగా,ਸ਼ੱਕੀ
డోవ్ టైలింగ్,ਡੋਵ ਟੇਲਿੰਗ
డౌన్ గ్రేడ్,ਡਾਉਨ ਗ੍ਰੇਡ
ముసాయిదా,ਡਰਾਫਟ
ముసాయిదా ప్రత్యుత్తరం,ਖਰੜਾ ਜਵਾਬ
తీవ్రమైన కొలత,ਸਖਤ ਉਪਾਅ
డ్రా,ਡਰਾਅ ਕਰੋ
డ్రాయర్,ਦਰਾਜ਼
డ్రాయింగ్,ਡਰਾਇੰਗ
కరువు,ਸੋਕੇ
పొడి ప్రమోషన్,ਖੁਸ਼ਕ ਪ੍ਰਚਾਰ
ద్వంద్వ ఛార్జ్,ਦੋਹਰਾ ਚਾਰਜ
ద్వంద్వ పౌరసత్వం,ਦੋਹਰੀ ਨਾਗਰਿਕਤਾ
గడువు,ਬਕਾਇਆ
తగిన శ్రద్ధ,ਦੁਏ ਦਿਲਿਗੇਨ C ਏ
బకాయిలు,ਬਕਾਏ
సరిగా,ਵਿਧੀਵੱਧ
నకిలీ,ਡੁਪਲਿਕੇਟ
వ్యవధి,ਅਵਧੀ
డ్యూరెస్,ਗੜਬੜ
విధి,ਡਿ uty ਟੀ
విధి భత్యం,ਡਿ uty ਟੀ ਭੱਤਾ
డ్యూటీ చార్ట్,ਡਿ duty ਟੀ ਚਾਰਟ
డ్యూటీ సెలవు,ਡਿ duty ਟੀ ਛੁੱਟੀ
డ్యూటీ రూమ్,ਡਿ uty ਟੀ ਕਮਰਾ
డైయింగ్ డిక్లరేషన్,ਮਰਨ ਦਾ ਐਲਾਨ
డైనమిక్స్,ਗਤੀਸ਼ੀਲਤਾ
కేటాయింపు,ਈਅਰਮਾਰਕ
సంపాదించిన సెలవు,ਕਮਾਈ ਛੁੱਟੀ
ఆదాయాలు,ਕਮਾਈ
పర్యావరణ అనుకూలమైనది,ਈਕੋ-ਦੋਸਤਾਨਾ
ఎకాలజీ,ਵਾਤਾਵਰਣ
ఆర్థిక,ਆਰਥਿਕ
ఆర్థిక దోపిడీ,ਆਰਥਿਕ ਸ਼ੋਸ਼ਣ
ఆర్థిక వ్యవస్థ,ਆਰਥਿਕਤਾ
ఎకానమీ తరగతి,ਆਰਥਿਕਤਾ ਕਲਾਸ
ఎడిటింగ్,ਸੰਪਾਦਨ
ఎడిషన్,ਐਡੀਸ਼ਨ
సంపాదకీయం,ਸੰਪਾਦਕੀ
చదువు,ਸਿੱਖਿਆ
విద్యా వృత్తి,ਐਜੂਕੇਸ਼ਨਲ ਕੈਰੀਅਰ
