Marathi,Kannada
सुरक्षिततेचा घटक,ಸುರಕ್ಷತೆಯ ಅಂಶ
पडणे,ಪತನ
फेसिया,ಫೇಶಿಯಾ
फेशिया बोर्ड,ಫೇಶಿಯಾ ಬೋರ್ಡ್
दोष,ದೋಷ
फील्ड ओलावा,ಕ್ಷೇತ್ರ ತೇವಾಂಶ
अंतिम ओलावा समतुल्य,ಅಂತಿಮ ತೇವಾಂಶ ಸಮಾನ
फिलेट (मोर्टारचा),ಫಿಲೆಟ್ (ಗಾರೆ)
अंतिम,ಅಂತಿಮ
अंतिम मोजमाप,ಅಂತಿಮ ಮಾಪನ
अंतिम पेमेंटq,ಅಂತಿಮ ಪಾವತಿq
अंतिम पूर्व ताण,ಅಂತಿಮ ಪೂರ್ವ ಒತ್ತಡ
अंतिम ताण,ಅಂತಿಮ ಒತ್ತಡ
आर्थिक व्यवहार्यता,ಹಣಕಾಸಿನ ಕಾರ್ಯಸಾಧ್ಯತೆ
उत्तम एकूण,ಉತ್ತಮವಾದ ಒಟ್ಟು
फुटलेला खडक,ಬಿರುಕುಗೊಂಡ ಬಂಡೆ
ध्वजाचा दगड,ಧ್ವಜದ ಕಲ್ಲು
फ्लेमिश बाँड,ಫ್ಲೆಮಿಶ್ ಬಂಧ
चमकत आहे,ಮಿನುಗುತ್ತಿದೆ
चमकणारा प्रवाह,ಹೊಳೆಯುವ ಸ್ಟ್ರೀಮ್
सपाट छप्पर,ಫ್ಲಾಟ್ ಛಾವಣಿ
फ्लेचे,ಫ್ಲೆಚೆ
फ्लेमिश गार्डन भिंत बंधन,ಫ್ಲೆಮಿಶ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
चकमक,ಫ್ಲಿಂಟ್
चकमक भिंत,ಫ್ಲಿಂಟ್ ಗೋಡೆ
फ्लोटिंग मजला,ತೇಲುವ ಮಹಡಿ
फ्लोक्युलेशन,ಫ್ಲೋಕ್ಯುಲೇಷನ್
फ्लोक्युलेशन मर्यादा,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಮಿತಿ
फ्लोक्युलेशन गुणोत्तर,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಅನುಪಾತ
फ्लोक्युल्स,ಫ್ಲೋಕಲ್ಸ್
मजला,ಮಹಡಿ
मजला सील,ಮಹಡಿ ಮುದ್ರೆ
प्रवाह,ಹರಿವು
चढ - उतार,ಏರಿಳಿತ
फूटिंग,ಕಾಲಿಡುವುದು
पाया,ಅಡಿಪಾಯ
फ्री फॉल बॅरो टॉपिंग मिक्सर,ಉಚಿತ ಪತನದ ಬ್ಯಾರೋ ಟಾಪಿಂಗ್ ಮಿಕ್ಸರ್
फ्री फॉल मिक्सर (ड्रम प्रकार),ಉಚಿತ ಪತನ ಮಿಕ್ಸರ್ (ಡ್ರಮ್ ಪ್ರಕಾರ)
मुक्त दगड,ಉಚಿತ ಕಲ್ಲು
फ्रेशेट,ಫ್ರೆಶ್ಸೆಟ್
घर्षण ढीग,ಘರ್ಷಣೆ ರಾಶಿ
बेडूक,ಕಪ್ಪೆ
गॅबल,ಗೇಬಲ್
गॅबलेट,ಗ್ಯಾಬ್ಲೆಟ್
Gambrel छप्पर,ಗ್ಯಾಂಬ್ರೆಲ್ ಛಾವಣಿ
गेज,ಗೇಜ್
गेजिंग विभाग,ಅಳತೆ ವಿಭಾಗ
गेजिंग स्टेशन,ಮಾಪಕ ನಿಲ್ದಾಣ
सामान्य स्थान योजना,ಸಾಮಾನ್ಯ ಸ್ಥಳ ಯೋಜನೆ
सामान्य वायुवीजन,ಸಾಮಾನ್ಯ ವಾತಾಯನ
G क्षितीज किंवा gley क्षितीज,ಜಿ ಹಾರಿಜಾನ್ ಅಥವಾ ಗ್ಲೇ ಹಾರಿಜಾನ್
पर्यंत हिमनदी,ತನಕ ಗ್ಲೇಶಿಯಲ್
Gneiss,ಗ್ನೀಸ್
माल यार्ड,ಸರಕುಗಳ ಅಂಗಳ
ग्रेडियंट प्रतिकार,ಗ್ರೇಡಿಯಂಟ್ ಪ್ರತಿರೋಧ
ग्रॅनाइट,ಗ್ರಾನೈಟ್
दाणेदार रचना,ಹರಳಿನ ರಚನೆ
दाणेदार,ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್
ग्रेन्युल,ಗ್ರ್ಯಾನ್ಯೂಲ್
गुरुत्वाकर्षण मुक्त पाणी,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನೀರು ಮುಕ್ತ ನೀರು
गुरुत्वाकर्षण यार्ड,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂಗಳ
ग्रेट माती गट,ದೊಡ್ಡ ಮಣ್ಣಿನ ಗುಂಪು
ग्रिलेज फाउंडेशन,ಗ್ರಿಲ್ಲೇಜ್ ಅಡಿಪಾಯ
ग्राउंड हँड मोल्डिंग,ನೆಲದ ಕೈ ಮೋಲ್ಡಿಂಗ್
गटबद्ध डॉक,ಗುಂಪು ಮಾಡಲಾದ ಡಾಕ್
समूह गृहनिर्माण,ಗುಂಪು ವಸತಿ
अतिथी खोली,ಅತಿಥಿ ಕೊಠಡಿ
गटार,ಗಟಾರ
गटार वाहक,ಗಟಾರ ಹೊರುವವನು
गटर तपासणी,ಗಟರ್ ಚೆಕ್
हॅमर ड्रेसिंग,ಸುತ್ತಿಗೆ ಡ್ರೆಸ್ಸಿಂಗ್
बंदर,ಬಂದರು
आश्रयाचे बंदर,ಆಶ್ರಯ ಬಂದರು
कडक पॅन,ಹಾರ್ಡ್ ಪ್ಯಾನ್
शीर्षलेख,ಶಿರೋಲೇಖ
हेडर बॉण्ड,ಹೆಡರ್ ಬಾಂಡ್
हेडर कोर्स,ಹೆಡರ್ ಕೋರ್ಸ್
हेड गेटची रचना,ಹೆಡ್ ಗೇಟ್ ರಚನೆ
कालव्याचे प्रमुख,ಕಾಲುವೆಯ ಮುಖ್ಯಸ್ಥ
हेड रेग्युलेटर,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
हेरिंग हाडांचे बंधन,ಹೆರಿಂಗ್ ಮೂಳೆ ಬಂಧ
हृदयविकार,ಹಾರ್ಟಿಂಗ್
भिजण्याची उष्णता,ತೇವಗೊಳಿಸುವ ಶಾಖ
उच्च अॅल्युमिना सिमेंट,ಹೆಚ್ಚಿನ ಅಲ್ಯೂಮಿನಾ ಸಿಮೆಂಟ್
हिप,ಹಿಪ್
हिप कॅपिंग,ಹಿಪ್ ಕ್ಯಾಪಿಂಗ್
नितंब टोक,ಹಿಪ್ಡ್ ಎಂಡ್
हुड,ಹುಡ್
हुड मोल्डिंग,ಹುಡ್ ಮೋಲ್ಡಿಂಗ್
हुकचा कायदा,ಹುಕ್ ಕಾನೂನು
हूप लोह,ಹೂಪ್ ಕಬ್ಬಿಣ
क्षितिज,ಹಾರಿಜಾನ್
आर्द्रीकरण,ಆರ್ದ್ರತೆ
"आर्द्रता, निरपेक्ष","ಆರ್ದ್ರತೆ, ಸಂಪೂರ್ಣ"
"आर्द्रता, सापेक्ष","ಆರ್ದ್ರತೆ, ಸಾಪೇಕ್ಷ"
कुबड्याचे अंगण,ಹಂಪ್ ಯಾರ್ಡ್
हायड्रोलिक दाब,ಹೈಡ್ರಾಲಿಕ್ ಒತ್ತಡ
हायड्रेशन,ಜಲಸಂಚಯನ
हायड्रोलिसिस,ಜಲವಿಚ್ಛೇದನ
हायड्रोलाइटिक आम्लता,ಹೈಡ್ರೊಲೈಟಿಕ್ ಆಮ್ಲೀಯತೆ
हायड्रोमॉर्फिक माती,ಹೈಡ್ರೋಮಾರ್ಫಿಕ್ ಮಣ್ಣು
हायड्रोफिलिक कोलाइड,ಹೈಡ್ರೋಫಿಲಿಕ್ ಕೊಲೊಯ್ಡ್
हायड्रोफोबिक कोलाइड,ಹೈಡ್ರೋಫೋಬಿಕ್ ಕೊಲೊಯ್ಡ್
हायड्रोस्टॅटिक दाब प्रमाण,ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡದ ಅನುಪಾತ
हायग्रोस्केप्टिक गुणांक,ಹೈಗ್ರೊಸ್ಕಾಪ್ಟಿಕ್ ಗುಣಾಂಕ
हायग्रोस्कोपिक ओलावा,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
हायड्रोस्कोपीसिटी,ಹೈಡ್ರೋಸ್ಕೋಪಿಸಿಟಿ
हायग्रोस्कोपिक ओलावा,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
हायपरबेरिक चेंबर,ಹೈಪರ್ಬೇರಿಕ್ ಚೇಂಬರ್
हायपरस्टॅटिक फ्रेम,ಹೈಪರ್ಸ್ಟಾಟಿಕ್ ಫ್ರೇಮ್
हायपोमीटर,ಹೈಪ್ಸೋಮೀಟರ್
रोषणाई,ಇಲ್ಯುಮಿನೇಷನ್
इबिबेशन ओलावा,ಇಂಬಿಬೇಷನ್ ತೇವಾಂಶ
अपरिपक्व माती,ಬಲಿಯದ ಮಣ್ಣು
जप्त डॉक,ವಶಪಡಿಸಿಕೊಂಡ ಡಾಕ್
जमीन महसुलात वाढ,ಭೂ ಆದಾಯ ಹೆಚ್ಚಳ
स्वतंत्र मचान,ಸ್ವತಂತ್ರ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
इन्ड्युरेटेड,ಇಂಡರೇಟೆಡ್
प्रारंभिक prestress,ಆರಂಭಿಕ ಪ್ರಿಸ್ಟ್ರೆಸ್
सुरुवातीचा ताण,ಆರಂಭಿಕ ಒತ್ತಡ
अंतर्देशीय जलमार्ग बंदर,ಒಳನಾಡಿನ ಜಲಮಾರ್ಗ ಬಂದರು
इन्सुलेट बोर्ड,ಇನ್ಸುಲೇಟಿಂಗ್ ಬೋರ್ಡ್
मध्यवर्ती बंदर,ಮಧ್ಯಂತರ ಬಂದರು
अंतर्गत घर्षण,ಆಂತರಿಕ ಘರ್ಷಣೆ
इंट्राझोनल माती,ಇಂಟ್ರಾಜೋನಲ್ ಮಣ್ಣು
आयन,ಅಯಾನು
आयन एक्सचेंज,ಅಯಾನು ವಿನಿಮಯ
लोखंडी तवा,ಕಬ್ಬಿಣದ ಪ್ಯಾನ್
बागायती जमीन,ನೀರಾವರಿ ಭೂಮಿ
सिंचन,ನೀರಾವರಿ
सिंचन उपकर,ನೀರಾವರಿ ಸೆಸ್
जांब,ಜಾಂಬ್
धडपडणे,ಜೋಗಲ್
जॉगल पिन,ಜೋಗಲ್ ಪಿನ್
जौल,ಜೂಲ್
जम्पर,ಜಂಪರ್
किलोग्रॅम,ಕಿಲೋಗ್ರಾಂ
किलोग्राम बल,ಕಿಲೋಗ್ರಾಂ ಬಲ
किलोग्राम फोर्स मीटर,ಕಿಲೋಗ್ರಾಂ ಫೋರ್ಸ್ ಮೀಟರ್
किलोवॅट तास,ಕಿಲೋವ್ಯಾಟ್ ಗಂಟೆ
राजा बंद,ಕಿಂಗ್ ಮುಚ್ಚುವಿಕೆ
स्वयंपाकघर,ಅಡಿಗೆ
लेस केलेला स्तंभ,ಲೇಸ್ಡ್ ಕಾಲಮ್
मागे पडणे,ಹಿಂದುಳಿದಿದೆ
लॅमेला रूट,ಲ್ಯಾಮೆಲ್ಲಾ ರೂಟ್
पातळ थरांचा बनवलेला प्रवाह,ಲ್ಯಾಮಿನಾರ್ ಹರಿವು
दिवा भोक,ದೀಪದ ರಂಧ್ರ
जमीन संवर्धन,ಭೂಮಿ ಸಂಚಯ
लँड स्लाइडिंग,ಲ್ಯಾಂಡ್ ಸ್ಲೈಡಿಂಗ್
लॅटराइट,ಲ್ಯಾಟರೈಟ್
लॅटराइट माती,ಲ್ಯಾಟರೈಟ್ ಮಣ್ಣು
मोठ्या संख्येचा कायदा,ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು
लेआउट योजना,ಲೇಔಟ್ ಯೋಜನೆ
लेजर,ಖಾತಾ ಪುಸ್ತಕ
चुना पॅन,ಸುಣ್ಣದ ಪ್ಯಾನ್
लिंटेल,ಲಿಂಟೆಲ್
द्रव मर्यादा,ದ್ರವ ಮಿತಿ
थेट भार,ಲೈವ್ ಲೋಡ್
चिकणमाती,ಲೋಮ್
स्थानिक एक्झॉस्ट वेंटिलेशन,ಸ್ಥಳೀಯ ನಿಷ್ಕಾಸ ವಾತಾಯನ
लोको यार्ड,ಲೋಕೋ ಅಂಗಳ
लॉस,ಲೋಸ್
कमी प्लास्टिक मर्यादा,ಕಡಿಮೆ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ
कमी उष्णता सिमेंट,ಕಡಿಮೆ ಶಾಖ ಸಿಮೆಂಟ್
मशीन मोल्डिंग,ಯಂತ್ರ ಮೋಲ್ಡಿಂಗ್
मॅक्रोस्ट्रक्चर,ಮ್ಯಾಕ್ರೋಸ್ಟ್ರಕ್ಚರ್
मुख्य हेड रेग्युलेटर,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
मुख्य बंदर,ಮುಖ್ಯ ಬಂದರು
मेकअप हवा,ಮೇಕಪ್ ಗಾಳಿ
मॅनसार्ड,ಮನ್ಸಾರ್ಡ್
मार्शलिंग यार्ड,ಮಾರ್ಷಲಿಂಗ್ ಯಾರ್ಡ್
दगडी बांधकाम,ಕಲ್ಲುಗಾರಿಕೆ
परिपक्व तापमान,ಪಕ್ವವಾಗುತ್ತಿರುವ ತಾಪಮಾನ
मेझानाइन मजला,ಮೆಜ್ಜನೈನ್ ಮಹಡಿ
यांत्रिक विश्लेषण,ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ
यांत्रिक वायुवीजन,ಯಾಂತ್ರಿಕ ವಾತಾಯನ
मेट्रिक प्रणाली,ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ
मायक्रोस्ट्रक्चर,ಸೂಕ್ಷ್ಮ ರಚನೆ
मिली समतुल्य,ಮಿಲಿ ಸಮಾನ
मिली समतुल्य प्रति लिटर,ಪ್ರತಿ ಲೀಟರ್‌ಗೆ ಮಿಲಿ ಸಮಾನ
खनिज,ಖನಿಜ
खनिज माती,ಖನಿಜ ಮಣ್ಣು
किरकोळ बंदर,ಚಿಕ್ಕ ಬಂದರು
Mitred बंद,ಮಿಟ್ರೆಡ್ ಮುಚ್ಚುವಿಕೆ
मोबाइल माती कोलाइड,ಮೊಬೈಲ್ ಮಣ್ಣಿನ ಕೊಲೊಯ್ಡ್
आर्द्रतेचा अंश,ತೇವಾಂಶ
ओलावा ग्रेडियंट,ತೇವಾಂಶ ಗ್ರೇಡಿಯಂಟ್
मोनोलिथ,ಏಕಶಿಲೆ
मोनोरेल,ಮೊನೊರೈಲ್
राष्ट्रीय बंदर परिषद,ರಾಷ್ಟ್ರೀಯ ಬಂದರು ಮಂಡಳಿ
नैसर्गिक पलंग,ನೈಸರ್ಗಿಕ ಹಾಸಿಗೆ
नैसर्गिक समाप्त,ನೈಸರ್ಗಿಕ ಮುಕ್ತಾಯ
नैसर्गिक बंदर,ನೈಸರ್ಗಿಕ ಬಂದರು
नैसर्गिक वायुवीजन,ನೈಸರ್ಗಿಕ ವಾತಾಯನ
नौदल बंदर,ನೌಕಾ ಬಂದರು
न्यूटन,ನ್ಯೂಟನ್
एकसमान प्रवाह नसतो,ಏಕರೂಪವಲ್ಲದ ಹರಿವು
पाण्याचा दर व्यापतो,ನೀರಿನ ದರವನ್ನು ಆಕ್ರಮಿಸುತ್ತದೆ
तेल रंग,ಎಣ್ಣೆ ಬಣ್ಣ
तेल विहीर सिमेंट,ತೈಲ ಬಾವಿ ಸಿಮೆಂಟ್
चॅनेल प्रवाह उघडा,ಚಾನಲ್ ಹರಿವನ್ನು ತೆರೆಯಿರಿ
इष्टतम ओलावा,ಆಪ್ಟಿಮಮ್ ಆರ್ದ್ರತೆ
सेंद्रिय माती,ಸಾವಯವ ಮಣ್ಣು
अभिमुखता,ದೃಷ್ಟಿಕೋನ
ऑर्थोगोनल,ಆರ್ಥೋಗೋನಲ್
ऑर्टस्टीन,ಒರ್ಟ್ಸ್ಟೈನ್
बाह्य सिग्नल,ಬಾಹ್ಯ ಸಂಕೇತ
ऑक्सिडेशन,ಆಕ್ಸಿಡೀಕರಣ
पँट्री,ಪ್ಯಾಂಟ್ರಿ
पॅरापेट,ಪ್ಯಾರಪೆಟ್
पॅरापेट भिंत,ಪ್ಯಾರಪೆಟ್ ಗೋಡೆ
पालक साहित्य,ಮೂಲ ವಸ್ತು
पेबल कास्ट प्लास्टर,ಬೆಣಚುಕಲ್ಲು ಎರಕಹೊಯ್ದ ಪ್ಲಾಸ್ಟರ್
पेडलफर,ಪೆಡಲ್ಫರ್
पेडोकल,ಪೆಡೋಕಲ್
पेडोजेनेसिस,ಪೆಡೋಜೆನೆಸಿಸ್
पेडॉलॉजी,ಪೆಡೋಲಜಿ
पेडोस्फियर,ಪೀಡೋಸ್ಪಿಯರ್
पेनेट्रोमीटर,ಪೆನೆಟ್ರೋಮೀಟರ್
पेन्ट छत,ಪೆಂಟ್ ಛಾವಣಿ
पेप्टायझिंग एजंट,ಪೆಪ್ಟೈಸಿಂಗ್ ಏಜೆಂಟ್
विश्लेषण कालावधी,ವಿಶ್ಲೇಷಣೆಯ ಅವಧಿ
पर्पेंड,ಪರ್ಪೆಂಡ್
शोषण,ಪರ್ಸರ್ಪ್ಶನ್
घाट,ಪಿಯರ್
पिलास्टर,ಪಿಲಾಸ್ಟರ್
खेळपट्टी,ಪಿಚ್
खड्डे पडलेले छत,ಪಿಚ್ ಛಾವಣಿ
साधा काँक्रीट,ಸರಳ ಕಾಂಕ್ರೀಟ್
विमान कोन,ಪ್ಲೇನ್ ಕೋನ
साधे अंगण,ಬಯಲು ಅಂಗಳ
प्लॅनसोल,ಪ್ಲಾನ್ಸೋಲ್
प्लास्टिकची सुसंगतता,ಪ್ಲಾಸ್ಟಿಕ್ ಸ್ಥಿರತೆ
प्लॅस्टिकिटी,ಪ್ಲಾಸ್ಟಿಟಿ
प्लॅस्टिकिटी निर्देशांक,ಪ್ಲಾಸ್ಟಿಟಿ ಸೂಚ್ಯಂಕ
प्लॅस्टिकिटी मर्यादा,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಮಿತಿ
प्लॅस्टिकिटी श्रेणी,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಶ್ರೇಣಿ
प्लेट रचना,ಪ್ಲಾಟಿ ರಚನೆ
प्लिंथ,ಸ್ತಂಭ
नांगरलेली माती,ನೇಗಿಲು ಮಣ್ಣು
मनुका दगड,ಪ್ಲಮ್ ಕಲ್ಲು
पॉडझोल,ಪೊಡ್ಜೋಲ್
पॉइंटिंग,ಸೂಚಿಸುತ್ತಿದೆ
बहुभुज भिंत,ಬಹುಭುಜಾಕೃತಿಯ ಗೋಡೆ
छिद्र जागा,ರಂಧ್ರದ ಜಾಗ
बंदर,ಬಂದರು
सकारात्मक वायुवीजन,ಧನಾತ್ಮಕ ವಾತಾಯನ
प्रेयरी माती,ಹುಲ್ಲುಗಾವಲು ಮಣ್ಣು
सुस्पष्टता,ನಿಖರತೆ
प्राथमिक कण,ಪ್ರಾಥಮಿಕ ಕಣ
प्रिझमॅटिक रचना,ಪ್ರಿಸ್ಮಾಟಿಕ್ ರಚನೆ
उत्पादक कार्य,ಉತ್ಪಾದಕ ಕೆಲಸ
प्रकल्पाचे औचित्य,ಯೋಜನೆಯ ಸಮರ್ಥನೆ
संरक्षणात्मक कार्य,ರಕ್ಷಣಾತ್ಮಕ ಕೆಲಸ
स्यूडो-मायसेलियम,ಸ್ಯೂಡೋ-ಮೈಸಿಲಿಯಮ್
डबके,ಕೊಚ್ಚೆಗುಂಡಿ
पगिंग,ಪಗ್ಗಿಂಗ್
प्युमिस,ಪ್ಯೂಮಿಸ್
पंचन,ಪಂಚೆಯಾನ್
कठपुतळी,ಬೊಂಬೆ
पुटलॉग,ಪುಟ್ಲಾಗ್
पुटलॉग मचान,ಪುಟ್ಲಾಗ್ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
सामग्री सर्वेक्षक,ಪ್ರಮಾಣ ಸರ್ವೇಯರ್
खणाचा रस,ಕ್ವಾರಿ ಸಾಪ್
क्वे,ಕ್ವೇ
राणी बंद,ರಾಣಿ ಮುಚ್ಚುವಿಕೆ
Quoin,ಕ್ವೊಯಿನ್
तराफा पाया,ರಾಫ್ಟ್ ಅಡಿಪಾಯ
राकर,ರೇಕರ್
रेकिंग,ರೇಕಿಂಗ್
रॅकिंग बाँड,ರಾಕಿಂಗ್ ಬಾಂಡ್
Raking फ्लॅशिंग,ಮಿನುಗುವ ರೇಕಿಂಗ್
वेगाने बदलणारा प्रवाह,ವೇಗವಾಗಿ ಬದಲಾಗುತ್ತಿರುವ ಹರಿವು
वसूल करण्यायोग्य पेमेंट,ಮರುಪಾವತಿಸಬಹುದಾದ ಪಾವತಿ
लाल पृथ्वी,ಕೆಂಪು ಭೂಮಿ
लाल चिकणमाती,ಕೆಂಪು ಲೋಮ್
नियामक,ನಿಯಂತ್ರಕ
रेगुर किंवा काळी कापूस माती,ರೆಗರ್ ಅಥವಾ ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು
परतफेड करार,ಮರುಪಾವತಿ ಒಪ್ಪಂದ
अवशिष्ट संकोचन,ಉಳಿದ ಕುಗ್ಗುವಿಕೆ
अवशिष्ट माती,ಉಳಿಕೆ ಮಣ್ಣು
प्रकट करा,ಬಹಿರಂಗಪಡಿಸಿ
पिन प्रकट करा,ಪಿನ್ ಅನ್ನು ಬಹಿರಂಗಪಡಿಸಿ
टाय प्रकट करा,ರಿವೀಲ್ ಟೈ
रिज,ರಿಡ್ಜ್
रिज कॅपिंग,ರಿಡ್ಜ್ ಕ್ಯಾಪಿಂಗ್
नदी,ನದಿ
रस्ता स्थिर,ರೋಡ್ ಸ್ಟೇಡ್
खडबडीत मलम,ಒರಟು ಪ್ಲಾಸ್ಟರ್
ढिगारा,ಅವಶೇಷಗಳು
भंगार दगडी बांधकाम,ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು
कचऱ्याची भिंत,ಅವಶೇಷಗಳ ಗೋಡೆ
चालू मोजमाप,ಚಾಲನೆಯಲ್ಲಿರುವ ಮಾಪನ
सुरक्षित पत्करण्याची क्षमता,ಸುರಕ್ಷಿತ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
मीठ ग्लेझ,ಉಪ್ಪು ಮೆರುಗು
नमुन्याचा आकार,ಮಾದರಿ ಅಳತೆ
नमुना वितरण,ಮಾದರಿ ವಿತರಣೆ
नमुना त्रुटी,ಮಾದರಿ ದೋಷ
वाळू,ಮರಳು
वाळू समाप्त,ಮರಳು ಮುಕ್ತಾಯ
वाळू हात मोल्डिंग,ಮರಳು ಕೈ ಮೋಲ್ಡಿಂಗ್
सँडिंग,ಮರಳುಗಾರಿಕೆ
संतृप्त माती,ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣು
संतृप्त माती पेस्ट,ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣಿನ ಪೇಸ್ಟ್
संपृक्तता अर्क,ಶುದ್ಧತ್ವ ಸಾರ
संपृक्तता टक्केवारी,ಶುದ್ಧತ್ವ ಶೇಕಡಾವಾರು
बशी घुमट,ಸಾಸರ್ ಗುಮ್ಮಟ
मचान,ಸ್ಕ್ಯಾಫೋಲ್ಡ್
शिस्ट,ಸ್ಕಿಸ್ಟ್
सागरी बंदर,ಸಮುದ್ರ ಬಂದರು
गुप्त गटार,ರಹಸ್ಯ ಗಟಾರ
दुसरा,ಎರಡನೇ
अवसादन विश्लेषण,ಸೆಡಿಮೆಂಟೇಶನ್ ವಿಶ್ಲೇಷಣೆ
अर्ध-कृत्रिम बंदर,ಅರೆ ಕೃತಕ ಬಂದರು
अर्ध भरतीची गोदी,ಸೆಮಿ ಟೈಡಲ್ ಡಾಕ್
वृद्ध,ವಯಸ್ಸಾದ
शेल,ಶೇಲ್
पत्र्याचा ढीग,ಹಾಳೆಯ ರಾಶಿ
संकोचन मर्यादा,ಕುಗ್ಗುವಿಕೆ ಮಿತಿ
शटरिंग,ಶಟರಿಂಗ್
सियालिटिक माती,ಸಿಯಾಲಿಟಿಕ್ ಮಣ್ಣು
सिएरोझेम,ಸಿರೋಜೆಮ್
खिंडी,ಸಿಲ್
गाळ,ಹೂಳು
सिंगल फ्लेमिश रक्त,ಏಕ ಮಾಂಸದ ರಕ್ತ
एकल दाणेदार रचना,ಏಕ ಹರಳಿನ ರಚನೆ
कंकाल माती,ಅಸ್ಥಿಪಂಜರದ ಮಣ್ಣು
स्कर्टिंग,ಸ್ಕರ್ಟಿಂಗ್
स्लीपर भिंत,ಸ್ಲೀಪರ್ ಗೋಡೆ
बाजूचे गटर,ಸೈಡ್ ಗಟರ್
स्लाइड नियम,ಸ್ಲೈಡ್ ನಿಯಮ
स्लिप डॉक,ಸ್ಲಿಪ್ ಡಾಕ್
स्मोनिझा,ಸ್ಮೋನಿಜಾ
भिजवणे,ನೆನೆಯುವುದು
मातीचा सहवास,ಮಣ್ಣಿನ ಸಂಘ
माती वर्ग,ಮಣ್ಣಿನ ವರ್ಗ
माती कॉम्प्लेक्स,ಮಣ್ಣಿನ ಸಂಕೀರ್ಣ
मातीची सुसंगतता,ಮಣ್ಣಿನ ಸ್ಥಿರತೆ
माती कुटुंब,ಮಣ್ಣಿನ ಕುಟುಂಬ
मातीच्या चौकटीचे काम,ಮಣ್ಣಿನ ಚೌಕಟ್ಟಿನ ಕೆಲಸ
माती ओलावा,ಮಣ್ಣಿನ ತೇವಾಂಶ
जमिनीतील ओलावा वाढणे,ಮಣ್ಣಿನ ತೇವಾಂಶ ಸಂಗ್ರಹಣೆ
जमिनीतील आर्द्रतेची कमतरता,ಮಣ್ಣಿನ ತೇವಾಂಶದ ಕೊರತೆ
माती आकारविज्ञान,ಮಣ್ಣಿನ ರೂಪವಿಜ್ಞಾನ
मातीचा कण,ಮಣ್ಣಿನ ಕಣ
मातीचा टप्पा,ಮಣ್ಣಿನ ಹಂತ
माती प्रोफाइल,ಮಣ್ಣಿನ ಪ್ರೊಫೈಲ್
मातीची प्रतिक्रिया,ಮಣ್ಣಿನ ಪ್ರತಿಕ್ರಿಯೆ
माती वेगळी होते,ಮಣ್ಣು ಬೇರ್ಪಡುತ್ತದೆ
माती मालिका,ಮಣ್ಣಿನ ಸರಣಿ
माती समाधान,ಮಣ್ಣಿನ ಪರಿಹಾರ
मातीची रचना,ಮಣ್ಣಿನ ರಚನೆ
मातीचा पोत,ಮಣ್ಣಿನ ರಚನೆ
मातीचा प्रकार,ಮಣ್ಣಿನ ಪ್ರಕಾರ
सोलम,ಸೋಲಮ್
वर्गीकरण,ಸೋರ್ಪ್ಶನ್
spalls,ಸ್ಪ್ಯಾಲ್ಸ್
विशिष्ट आयन प्रभाव,ನಿರ್ದಿಷ್ಟ ಅಯಾನು ಪರಿಣಾಮ
स्क्वेअर कोर्स्ड रबल चिनाई,ಚೌಕಾಕಾರದ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
चौरस नियमित कोर्स्ड मलबा दगडी बांधकाम,ಸ್ಕ್ವೇರ್ಡ್ ರೆಗ್ಯುಲರ್ ಕೋರ್ಸ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
स्थिर प्रवाह,ಸ್ಥಿರ ಹರಿವು
स्टेप्ड फ्लॅशिंग,ಮಿನುಗುತ್ತಾ ಹೆಜ್ಜೆ ಹಾಕಿದೆ
चिकटपणा,ಜಿಗುಟುತನ
स्टिकिंग पॉइंट,ಅಂಟಿಕೊಳ್ಳುವ ಬಿಂದು
दगड,ಕಲ್ಲು
